-0.0049397+0.00086536i,-0.0024585-0.00051812i,-0.0027545-0.00019055i,-0.0027846+0.0013767i,-0.0019669+0.0027607i,-0.0013181+0.0019676i,-0.00026636+0.0017071i,0.00078783+0.0015043i,0.00091184+0.0011335i,0.00072161+0.00097276i,0.00074836+0.00075942i,0.00051017+0.00024672i,-5.0238e-05-0.00053312i,2.9962e-05-0.001106i,-9.2897e-05-0.0011658i,-0.00053021-0.00034354i,-0.00063773+0.00040751i,-0.0006277+1.1175e-06i,-0.00068116+0.0001384i,-0.00084151+0.00048083i,-0.00076148+3.944e-05i,-0.00074981+0.0003285i,-0.0011532+0.00031887i
-0.00063649-0.0031602i,-0.0019928-0.0016711i,-0.0038533-0.00036876i,-0.0033037+9.4307e-05i,-0.0016863+0.0011303i,2.7332e-05+0.0011415i,0.0005266+0.00079496i,-0.00020124+0.00077031i,-0.00064965+0.00054058i,-0.00074513+0.00063103i,-0.00035265+0.00046008i,-0.00061102-0.00053031i,-0.00094155-0.0010054i,-0.00083396-0.0006754i,-0.00080457-0.00040898i,-0.00083714-0.00040062i,-0.00063816+0.0003499i,-0.0005469+0.00074047i,-0.00055899+0.00049946i,-0.00060016+0.00052168i,-0.0003533+0.00042958i,-0.00056384-4.788e-05i,-0.00016625-0.00051623i
0.0013331+0.0011893i,0.00074328+0.00086504i,0.00048691+0.00040018i,-0.00030347+0.00070899i,-0.00062725+0.0013786i,-5.3489e-05+0.0013015i,0.00087303+0.00068498i,0.00099643+0.00028635i,0.00061917+0.0001221i,0.00021716-0.00026448i,-7.2242e-05-0.0010845i,0.00023341-0.0015441i,0.00037056-0.00090118i,0.00039443+9.5421e-05i,3.5546e-05+0.00019531i,0.00042489+0.0001485i,0.00069987-3.8543e-05i,0.00046312-0.00024138i,6.1432e-05-0.00027259i,-0.00062057-0.00077403i,-0.00074331-0.00088873i,-7.6305e-05-0.0004992i,0.00010283-0.00027537i
0.00014932-0.0011842i,0.00037424-0.0018113i,0.00028108-0.0010339i,-0.00059914+5.2053e-05i,-0.00071682+0.00061135i,0.0001179+0.0008828i,0.0011879+0.00069146i,0.00090273-0.00031471i,-0.00041914-0.00059575i,-0.00090871+0.00039934i,-0.00085444+0.00096201i,-0.0004362+0.00088933i,0.00012802+0.00056227i,0.00048042+0.00085106i,0.00015026+0.0013258i,-0.00010237+0.00059379i,-6.9611e-06-0.00014968i,-0.00029559+0.00062079i,-0.00085629+0.00090569i,-0.00056793+0.00025847i,-0.00026587-0.00037788i,8.5421e-05-0.00044461i,0.00030452-0.00026566i
-0.00026386+0.00093975i,0.00088839+0.0012439i,0.0022856+0.0015098i,0.0018709+0.0012645i,0.00042505+0.00073713i,-0.00017761+0.00030867i,0.00084619+0.00055839i,0.001252+4.8678e-05i,0.00028899-0.00062443i,-0.00063362+0.00028924i,-2.9374e-05+0.00029116i,0.0010379-0.00020097i,0.00082449-0.0001358i,2.3518e-05-0.00028624i,-0.00048848+0.00021567i,-0.00029689+0.00052892i,-0.00013009+0.0005305i,-9.0255e-05+0.00043537i,0.00029295+0.00022993i,0.00058616-0.00031441i,4.6271e-05-0.0005032i,-0.00027867+5.6421e-05i,9.3398e-05+0.00024432i
0.00086155+0.002649i,0.00099817+0.002297i,0.0028933+0.0017674i,0.002354+0.00084848i,0.00056273+6.1615e-05i,-0.00012387-0.00041398i,-0.00058519+9.6418e-05i,-0.00044066+0.00073731i,-4.6876e-07+0.0012369i,0.00032276+0.00081309i,0.00016316+0.00040411i,-0.00054043-3.7273e-05i,-0.00090985-0.00015092i,-0.0012216+0.00069122i,-0.00066308+0.00077482i,-0.0003251+0.00010218i,-0.0003944-0.00095484i,-0.00059999-0.0014454i,-0.00071008-0.001293i,-0.00084694-0.00032849i,-0.00047813-2.2503e-05i,0.00015537+3.5125e-05i,-1.0718e-05-7.468e-05i
-0.00091866+0.00084177i,-0.0011485+0.0011926i,-0.001404+0.001719i,-0.0013644+0.0021517i,-0.00070719+0.0011523i,0.00048591+0.00024753i,0.00034618-7.777e-05i,0.00039167+5.8371e-05i,0.00035304+0.00043077i,-0.00082322-9.8555e-05i,-0.00043236+0.00012335i,0.00092814-2.412e-05i,0.00044995-0.00057654i,-0.00036941-0.00050871i,-0.00042197-0.00027332i,-7.5799e-05+0.000222i,0.00026807-0.00014526i,-8.5927e-05-0.00034774i,-0.00023353-0.00020122i,-0.00056606-0.00018192i,-0.0014649-0.00020968i,-0.0010681+0.00025941i,-5.5427e-05+0.0010607i
-0.00089868-0.00032926i,-0.0001171-0.00045454i,-0.00017581-0.00071469i,-0.0016677-4.7518e-06i,-0.0017858+0.00093265i,0.00027405+0.0015883i,0.0016468+0.000697i,0.00078641+0.00023876i,-0.00014906+0.00053762i,-0.00038151+0.0001858i,-0.00069715+0.00055145i,-0.00052024+0.00081562i,0.00074615-0.0002407i,0.00095775-0.00069405i,9.532e-05-0.00030084i,-0.00033677-0.00022574i,-0.00057038-0.00024162i,-0.00072473-4.3435e-05i,-0.00095366+0.00055631i,-0.0013051+0.00070291i,-0.0012382+0.00012877i,-0.00057102-0.00014953i,0.0006347+0.00023476i
0.00096411-0.0036538i,0.0012489-0.0028882i,0.00016613-0.0031324i,-0.0017801-0.0019305i,-0.0028296-0.00023656i,-0.0015401+0.00046813i,8.4962e-05+0.00081961i,0.00059495+0.0011517i,0.00056561+0.00082093i,-5.879e-05+0.00039285i,-0.00091337+0.0012174i,-0.0008215+0.0017624i,0.00029229+0.00091534i,0.00058984+0.00038938i,-0.0002201+0.00012091i,-3.3671e-05+7.8895e-05i,0.00024641+0.00057614i,-0.00019602+0.0014342i,-0.00074165+0.0014843i,-0.00084625+0.00092512i,-0.0011984+0.00038669i,-0.0014397-0.00051483i,-0.00046334-0.00089693i
-0.0003953-0.0014801i,-3.8791e-05-0.0014537i,0.00036121-0.00030512i,-2.7826e-05+8.474e-05i,-0.00057955-0.00048736i,8.9482e-05-0.00025429i,0.00042441+0.00032364i,9.8133e-05+0.00085545i,-0.00060305+0.0010655i,-0.0013352+0.00057646i,-0.00085361-1.8764e-05i,0.00043164-0.00014238i,0.00091024+0.00019932i,-1.2904e-05+0.00022038i,6.6357e-05-0.00059613i,0.00056475-0.00066366i,0.00056483-0.0003484i,-0.0004008-0.0002205i,-0.00093183-1.5533e-05i,-0.00015177-0.00014349i,-1.7425e-05-0.00060765i,-0.00042919-0.00046626i,-4.8509e-05+1.3766e-05i
0.0015511-0.00043833i,0.00093512-0.0017196i,0.00097827-0.0023322i,0.0012114-0.0010852i,0.00078412-0.00034955i,-0.00030548+0.00054079i,-0.00056634+0.0013893i,-0.00062077+0.0011194i,-0.0012556+0.00019471i,-0.0015258-0.00042841i,-0.0011563-0.00025513i,9.2404e-05+0.0002798i,0.00024824+0.00021698i,-0.00036367+0.00034413i,-0.0007595+0.00035678i,-0.00096297-0.00029366i,-0.00066003-0.00072392i,-0.00071901-0.00035168i,-0.00099569+0.00013303i,-0.00085535+0.00026028i,-0.00082407+0.00015461i,-7.8388e-05+0.00021663i,0.00094425+0.00038617i
-2.356e-05-0.002578i,-4.2766e-05-0.0025518i,-0.00089222-0.0011266i,-0.0023805+0.00028936i,-0.0027576+0.0016435i,-0.0020978+0.0018531i,-0.00082466+0.0011074i,7.7218e-05-0.0002076i,-0.00085992-0.0010989i,-0.0013913-0.00057481i,-0.00030009+0.00090323i,0.00073795+0.0012577i,0.00049208+0.00095888i,0.00044627+0.00051644i,0.00023435+0.00035003i,-0.00078454-0.00017149i,-0.00021505-0.00063674i,0.00054857-3.0552e-05i,-5.2565e-06+0.00034708i,-0.0010725+0.00011706i,-0.0018263+0.0001435i,-0.0012877+0.00015313i,-3.5184e-05-0.00013894i
-0.0022956+0.00032024i,-0.0024662+0.0014658i,-0.0023781+0.0022875i,-0.001692+0.0024759i,-0.00041533+0.0015674i,0.00079292+0.00096712i,0.0010141+0.00011921i,0.00020775-0.00064996i,-0.00058251-0.00071298i,-0.00060506-0.00018206i,-7.1806e-05+0.0008548i,0.00016694+0.0012559i,0.00012216+0.00053242i,7.4382e-06+0.00028455i,-0.00052756+0.0001549i,-0.00082876+0.00049335i,-0.00087681+0.00047905i,-0.0011424-8.6574e-05i,-0.00091938+2.5323e-05i,-0.00024472+2.2741e-05i,-5.9675e-05-0.00036336i,-0.00034168-0.00049822i,-0.00057611-0.00019187i
-0.00039638+0.0013617i,-0.00013815+0.00033177i,-0.00090492-0.00052653i,-0.0010027-0.00039951i,-0.00090852+0.00058859i,-0.0010164+0.00048807i,-3.9492e-05-0.00047472i,0.00059565+0.00033921i,-0.00011602+0.0014048i,-0.0013121+0.0010083i,-0.0013656+0.00043796i,0.00013894-0.00015694i,0.001152+0.00023966i,0.0010067+0.00086791i,-0.00037621+0.00034223i,-0.0013496+7.6836e-05i,-0.00088987-0.00025098i,-0.00051923-0.00027972i,-0.00010003+0.00038183i,-0.00013197+0.00019481i,-0.00087447+7.0586e-05i,-0.0015104+0.00079574i,-0.0012187+0.00071912i
-0.0012315+0.0013294i,0.00012489+0.0024092i,-0.00014305+0.002025i,-0.0005202+0.00041004i,0.00025034+0.00091688i,0.00099641+0.0011539i,0.0014347-0.00023423i,0.00072321-0.0010089i,-0.00038409-0.0013065i,-0.00082775-0.0014007i,-0.00060908-0.00078743i,-0.0003719-0.00043733i,-0.00060749-0.0005548i,-0.0012252+0.00033027i,-0.0021411+0.00077383i,-0.0019772+0.00064471i,-0.0011393+0.00030644i,-0.00074606-0.00053376i,-0.00036459-0.00039515i,-0.00025086+0.00022422i,-0.00023009+0.00046275i,-0.00013157+0.0003371i,-9.0383e-05+0.0001885i
0.0010672-0.0003878i,0.00019846-0.00042954i,0.0012844-0.00076505i,0.00085128-0.00070681i,-0.00017752-0.00044667i,-0.00068794+0.00094226i,-0.00064202+0.001757i,-4.9193e-05+0.0015779i,-0.0001979+0.00083922i,-0.00014009+0.00038076i,-0.00037212+0.00040205i,-0.00014975+0.00053212i,7.6219e-05+0.0012862i,-0.0004688+0.0016088i,-0.00054288+0.0008492i,-0.00018149-2.7592e-06i,-0.00039202-0.00094954i,-0.00064201-0.00093545i,-0.0003422-0.00010683i,-0.0003175-0.00068739i,-0.0005413-0.00050934i,-0.00022794+0.00025892i,4.601e-05+0.00067953i
-0.00053256-0.001251i,-0.00090871+0.00012268i,-0.00054527+0.0004722i,-0.00091333+0.00034065i,-0.00082117+0.00029013i,3.2785e-05+0.0010212i,0.00059409+0.0011496i,0.00095716+0.00061651i,0.00029661+0.00092319i,-7.7634e-05+0.0014075i,0.00047581+0.00035729i,0.00051352+0.00011654i,0.00076628+0.00016927i,0.00066669+0.00029043i,-0.00014387+0.00075114i,-0.00060554+0.00046842i,-0.00065841+0.00012138i,-0.00084638-3.1832e-05i,-0.0014041+0.00037202i,-0.0013728+0.0013075i,-0.00058369+0.0010994i,0.00025516+0.0003629i,0.00070533+6.2511e-05i
0.00085834-0.0013981i,0.0013562-0.0010124i,0.00073503-0.0004525i,8.9545e-05+0.00033604i,-0.00096611+0.0011129i,-0.00087181+0.00089229i,0.00063334+0.00090846i,0.00093332+0.00087343i,-0.00011618+0.00056916i,-0.00025449+0.00029809i,0.00036021+0.00085374i,-9.4018e-05+0.0010643i,-0.00041562+0.00059707i,-0.00020742+0.00058849i,-0.00031969+0.00054798i,-0.00053439+0.00026102i,9.0667e-05+7.2663e-05i,-0.00012453+4.766e-05i,-0.00082406+0.00041083i,-0.0012383-0.00023774i,-0.0015148-0.00032067i,-0.00022503+0.00027554i,0.0011878+0.0004484i
0.0002409-0.00069917i,0.00039525-0.0015027i,-3.8712e-05-0.00093406i,-0.00047187-6.042e-05i,-0.00016704-0.00026258i,0.00066309-9.5584e-05i,0.00091061+0.00052492i,0.00043092+0.00082044i,-0.00048272+6.6001e-05i,-0.0008863-0.00054151i,-0.00027487+0.0001735i,0.00024509+0.00076301i,-0.00013468+0.0010366i,-0.0006293+0.0017222i,-0.000356+0.0017474i,-0.00031823+0.0014974i,-0.00086115+0.0015622i,-0.00060808+0.00098945i,1.7835e-05+0.00032862i,-0.00016334+0.00016443i,-0.00052093+0.00029142i,-0.00031836+0.00035588i,-0.00019225+0.00059478i
0.00041045-0.00021141i,-0.00037531-0.0001553i,-0.00075146-0.0010934i,-0.00082619-0.00044166i,-0.0011058+0.0011363i,-0.00047114+0.0013694i,4.3981e-05+0.00067134i,0.000319+0.0001592i,0.00089585-0.00071644i,0.00078272-0.00084676i,0.00056272-0.00052758i,0.0011598-0.00071468i,0.0010213-0.00074524i,0.00017466-0.00022384i,5.5566e-05+0.00041128i,-0.00012063+0.00043229i,-0.00037421-0.00014154i,-0.00031176-0.00050558i,-0.00041328-0.00072319i,0.00024516-0.00038585i,0.00077026+0.00016379i,0.00075131+0.00055585i,3.7833e-05+0.00040497i
0.0015478+0.00038905i,0.00076977-0.00039765i,0.00039239-0.0012278i,-0.00036743-0.00097277i,-0.0010589+2.3992e-05i,-0.00045037+0.0011208i,0.00079188+0.0016028i,0.00056827+0.00026185i,-0.00023918-0.0012912i,-0.00013395-0.0015783i,0.00010828-0.00030289i,0.00031574+0.00026843i,0.00067513+0.00037359i,2.6998e-05+0.0013434i,-0.00086066+0.0016944i,-0.0010365+0.00015557i,-0.00078166-0.00068339i,-0.00057666+3.8638e-06i,-0.00072738+0.00038443i,-0.00029883-0.00020117i,0.00013034-0.00027587i,0.0004637-0.00012026i,0.0011711+0.00040869i
-0.00089767-0.001988i,0.00037375-0.003105i,-0.00087538-0.0022895i,-0.0011282-0.00090275i,-0.00098174+0.00038521i,-0.00053994+0.00065828i,0.00012536+0.0006359i,5.1083e-05+0.00069092i,-1.2482e-05+0.00028305i,-9.0236e-05-0.00048866i,0.00036202-0.00061758i,0.00083325+0.00042261i,0.00098386+0.00081269i,0.00063121+0.00042632i,-0.00037212+0.00083918i,-0.00049032+0.00081465i,0.00026572+0.00037633i,0.00047034-0.00028051i,0.0002209-0.00016253i,0.00016826+0.00021765i,-0.00028233-0.00038655i,-0.00041411-0.00019042i,-0.0002399-1.7829e-06i
0.00064142+0.000604i,-0.00028009+4.7305e-05i,-0.00043041-3.2734e-05i,0.00053402+0.0011248i,0.00057174+0.0016231i,0.0003495+0.0011558i,0.00092757+0.00010666i,0.00054662-0.00029441i,-0.00020207+0.00044517i,-0.0001513+0.0010838i,0.00020602+0.0010313i,0.00051313-0.0001037i,-0.00019153-0.00014905i,-0.0010124+0.00025334i,-0.00085189-0.00028179i,-9.4513e-05-0.00033441i,-0.00020079+0.00028844i,-0.00067853+0.00036641i,-0.00069112+0.00019859i,-0.00035376+0.00019546i,0.00013312+0.00025164i,-8.4916e-05+0.0010049i,-0.00016547+0.0015029i
-0.00085305-0.0016815i,-0.0010745-0.0010104i,-0.0012472-4.7236e-05i,-0.00075054-6.9314e-05i,-0.00029305+0.00092914i,0.00022533+0.0022409i,0.00055933+0.0019249i,-0.00016512+0.00024155i,-0.00083828-0.001258i,-0.00095073-0.0013072i,-0.00017032-0.00048689i,0.00030698-0.00023031i,-0.00042418+5.4101e-05i,-0.0012219+0.00084922i,-0.00071443+0.00055376i,-0.00053634-0.00015281i,-0.00047406-1.5931e-05i,-0.00027757+0.00012788i,0.00066055-5.8906e-06i,0.00061127-0.0003729i,-7.2166e-05-0.00023079i,-0.00013094+0.00042238i,-0.00019101+0.00085463i
0.0020902-0.0023936i,0.00056791-0.0019218i,-0.00084153-0.0022343i,-0.0014531-0.001761i,-0.0017515+0.00060515i,-0.0017743+0.0018026i,-0.00076562+0.00057699i,7.8131e-05-0.00026808i,-0.00060932+1.0453e-05i,-0.0015026+0.00070054i,-0.0010318+0.0010897i,0.00026054+0.0011184i,0.00026491+0.00097589i,-2.7569e-05+6.9177e-05i,-0.00035562-0.00055853i,-0.000586-0.00064371i,-0.00049208-0.00048525i,-0.001299-0.00032134i,-0.0012124-0.0003754i,-0.00057452-0.00070097i,-0.00023054-0.0011262i,0.00046176-0.00069898i,0.00093239-0.00049261i
0.00032472+4.7608e-05i,0.0010333-0.0012452i,0.00080867-0.0012864i,6.0534e-05-0.00092167i,0.00029589-0.00076348i,0.0010259-8.4395e-05i,0.0010447-0.00032463i,0.0010274-0.00077665i,0.00011311-0.00023574i,-0.00093841+0.00017896i,-0.00067791+5.4066e-05i,-9.6864e-05-0.00085713i,0.00039889-0.0011253i,0.00064402-0.0002757i,0.0002545+0.00072257i,-0.00061097+0.00096927i,-0.0010141+0.00039949i,-0.00066887-0.00047668i,-0.00040415-0.00083009i,-0.00049259-0.00029141i,-0.00074973+0.00076697i,-0.00082942+0.0013779i,-0.00090206-3.0289e-05i
0.00078948+0.00031138i,0.00068151+0.00022986i,0.00088318+0.00045845i,0.0011759+0.00026522i,0.0013013+0.00026847i,0.0016311-0.00010041i,0.0015279-0.00012518i,0.00091885+0.00021022i,-4.9781e-05+0.00014709i,-0.00068046-0.00025777i,-0.0010219-0.00046287i,-0.00058548+9.1693e-05i,0.00013278+0.0004854i,-0.00045188+0.00025089i,-0.0012349-0.00010243i,-0.0011469-0.00024857i,-0.0011299-0.00061684i,-0.00059254-0.0009551i,-0.00076248-0.00059515i,-0.00079894-0.00069923i,-0.00027626-0.0012709i,-0.00016076-0.0004021i,-3.8199e-05+0.00056478i
0.00036572-0.0005423i,-0.00060614-0.00060677i,-0.00062291-0.0003029i,-0.00098264-7.9925e-05i,-0.0021129+7.3028e-05i,-0.0014765+0.00027628i,0.00051876+0.00012925i,0.0011212+0.00027967i,0.00043475-9.6264e-05i,0.00048647-0.0001069i,0.00013153+0.00073798i,-0.00072757+0.00051537i,-0.00049416+4.6237e-05i,-0.00036215-5.6256e-05i,-0.00066553+0.00054926i,-0.00015273+0.0011724i,-0.00053087+0.00043145i,-0.0011666-0.00075736i,-0.00093717-0.000878i,-6.2696e-05-0.00019025i,0.00021015+0.00024338i,-0.00044335-9.8558e-05i,-0.00027243+6.6067e-05i
0.0016021-0.0015517i,0.0014555-0.00076852i,0.0020643-0.0016351i,0.00099383-0.0026133i,-0.00060366-0.0010866i,-0.0014104+0.00022765i,-0.0014541-0.00011107i,-0.00065476-0.0010709i,0.00013423-0.0010658i,0.00049763-0.00030443i,-0.00010699+0.00048669i,-0.00035583+0.00081251i,-8.5981e-05+0.00058193i,-0.00025862+0.00045324i,7.7798e-05+0.00032203i,-0.00039302+0.00060972i,-0.0012128+0.00073941i,-0.0010952+0.00036128i,-0.00092496-0.00024947i,-0.000694+0.00017474i,-0.00097289+0.00062378i,-0.00061295+8.34e-06i,0.0008102-0.00072259i
0.0011154+0.0011447i,0.0010799+0.00017357i,0.001558+0.0015767i,0.0014296+0.0015203i,0.00067767+0.00012949i,0.00064431-0.00043159i,-0.00020031+0.00047978i,-0.00050919+0.00091664i,0.00029888+1.8807e-05i,0.00047558-0.00073845i,6.5356e-05-0.00071112i,-0.00038793+3.7853e-05i,-0.00046452+0.00022983i,-0.00022822-0.00021018i,-5.0703e-05-0.00026203i,0.000311+0.00049847i,0.00014898+0.00071341i,-0.00048133+0.00043308i,-0.00071267+0.00081792i,-0.00036315+0.00027439i,-0.00021857-0.00049563i,-0.00042926-0.00041299i,-0.00044392-0.0001449i
-0.0003356+0.0002481i,0.00046665-0.00042785i,0.00050281+4.8856e-05i,0.00029952+0.00027958i,0.00020441+0.0005235i,-0.00066467+0.00074746i,-0.000612+0.00040708i,0.00014102-9.5636e-05i,-4.0391e-05-0.0007165i,-0.00039255-0.00045751i,-0.00046218+0.00037652i,-0.00013854+0.00082489i,0.00018183+0.00039953i,9.7449e-05-0.0004087i,-0.00018905-0.0012145i,-0.00048424-0.00046682i,-0.00070334+0.00052622i,-0.0011318+0.00037411i,-0.0015716-0.00018507i,-0.0012514-8.9595e-05i,-0.00032503+0.00055936i,-0.00030609+0.00041709i,-0.00051732+0.00035924i
0.00071516-0.0013681i,-5.3974e-05-0.0012254i,5.3735e-06-0.00090168i,-0.00072594+0.00017003i,-0.0010003+0.0016502i,0.00013474+0.0018932i,0.0015762+0.00090648i,0.0011096-0.00034535i,3.6623e-05-0.00013054i,-0.00053929+0.00097936i,-0.00053084+0.00129i,0.00049588+0.0013488i,0.00072874+0.0014268i,0.00017906+0.00086654i,0.0001877+0.00056312i,0.00033867+0.00055966i,0.00047712+3.4962e-05i,0.00013308+0.00040845i,-0.00082952+0.0011268i,-0.0009481+0.00045439i,-0.00069323+0.00023663i,-0.00095754+0.00073985i,7.6607e-05+0.00034286i
0.00018917-0.0018944i,0.00023853-0.00017064i,-0.00017938+0.00043878i,-0.00074776+5.4111e-05i,-0.00013652+0.00079641i,0.00032078+0.001427i,0.0009078+0.0012308i,0.00021913+0.00065664i,-0.0011177-8.6071e-06i,-0.00035751-0.00020064i,0.00041625-9.1076e-05i,0.00046426+0.00016737i,0.00072472+0.00097244i,0.00065486+0.00095641i,0.00063319+0.00041334i,0.00053179+0.00019578i,-0.00054643-0.00045482i,-0.00084003-0.0012143i,-0.00011233-0.00099517i,-0.00012362+0.00027033i,-0.00086969+0.00083021i,-0.00050865+0.00052308i,-0.00024317+0.0005342i
-9.5259e-05-0.00029204i,0.00072469-0.00065166i,0.0010401-0.00021656i,0.00024242+0.00052562i,0.00028661+0.00055983i,0.00068283+0.00021793i,0.00052293+0.00066853i,0.00032616+0.0010825i,0.00015798+0.00091694i,-0.00022313+0.00016395i,0.00031052-0.00010951i,0.00089066+0.00030737i,0.00086773+0.00035992i,0.00023471+0.00025907i,-0.00069385+0.00010708i,-0.0011088+9.1922e-05i,-0.0011323+0.00027455i,-0.0013413+0.00084411i,-0.0012913+0.00050423i,-0.0011781+0.00011293i,-0.00077649+0.00054925i,0.00012364+0.00068478i,0.00019145-0.00041129i
0.00019897-0.00071855i,-0.00092403+0.00042681i,-0.00082959+0.0012893i,-0.00024921+0.0011811i,-4.0762e-05+0.00099728i,0.0001528+0.00090939i,0.00018891+0.00050511i,0.00035315-7.4102e-05i,0.00044215-0.0014101i,0.0001432-0.0017708i,-0.00020393-0.00086868i,0.00012798-0.00074122i,0.00043213-0.0011085i,-0.00017451-0.00039471i,-0.00094212+0.00052736i,-0.00085008+0.00081101i,-0.00063301+0.0010879i,-0.00052105+0.0011805i,-0.0003207+0.0011222i,-8.4598e-05+0.00074229i,3.9625e-05+2.805e-06i,0.00024456+0.00047197i,-6.0979e-05+0.00072341i
-0.0011206+0.00082803i,-0.00085096+0.0018897i,-0.00042649+0.0014372i,0.00079239+0.0010957i,0.00078587+0.0017552i,-9.6464e-06+0.0013533i,7.8789e-05+0.0003016i,8.9147e-05-0.00024537i,-0.00019207-0.00040484i,-0.00068337-0.00013834i,-0.00066508-0.00044195i,2.1098e-05-0.00071567i,0.00040058-0.00010318i,3.9587e-05+0.00050306i,-0.00027026+0.00014935i,0.00023776-0.00023635i,0.00037428-0.00029669i,-0.00027328-0.0001932i,-0.00034862-0.00054084i,-0.00043692+7.8188e-05i,-0.00080124+0.00095599i,-0.00021073+0.00072217i,0.00051089+0.00084091i
-0.00077723+0.00072824i,-0.00033007+0.0018043i,-0.0010809+0.0025702i,-0.00071413+0.0016227i,-0.0005976+0.001312i,-0.00069685+0.0016901i,-0.00018751+0.00095216i,-5.9236e-06+0.00017006i,-0.00017323+7.7412e-05i,-0.00040465+0.0003738i,-0.00089214+0.00016316i,-0.0019132-0.00011065i,-0.0021136+0.00011194i,-0.00062377+0.00018037i,-5.4867e-05+2.6481e-07i,-0.00033355+3.4261e-05i,-0.00075821+0.00020196i,-0.0010431-3.3625e-05i,-0.00090234-0.00017751i,-0.00064921+0.00019895i,-0.00045886+7.5729e-05i,0.00022399-0.00033705i,0.0010746+0.00056267i
-0.00053445+0.00087173i,-0.0012997+0.00098656i,-0.0011231+0.0012668i,-0.0011297+0.00068613i,-0.00082643+0.00057994i,-0.00028632+0.0009823i,9.117e-05+0.00063562i,0.00031735-0.00033786i,0.00030812-0.00085631i,-4.1469e-05-0.0010107i,0.00011942+6.1039e-05i,-0.00028727+0.0012326i,-0.00069762+0.00083339i,-0.00049379+0.0001533i,-0.00070521+0.00057812i,-0.00083848+0.001304i,-0.0017772+0.00092978i,-0.0018427+8.3057e-05i,-0.00084148-7.117e-05i,-0.00025267-0.00020754i,-0.00040214-0.00013147i,-0.00082451+0.00073207i,-0.00045227+0.00090435i
-0.00057623+0.0013339i,0.00056939+0.0015876i,0.00033012+0.0019353i,3.0188e-05+0.0014358i,0.00029698+0.00098848i,0.00041876+0.0012997i,-0.00015263+0.0011208i,-0.00025537-0.00026137i,-0.00041214-0.00063423i,-0.0010961-0.00015141i,-0.00014685-0.00015402i,0.0010391-0.00036407i,0.00035632-0.00024836i,-0.00059423-0.00018823i,-0.00068841+0.00023471i,-0.0009585+0.0001698i,-0.00084714-7.6062e-05i,-0.0008353+0.00030986i,-0.00037415+0.00057221i,0.0003256+0.00038183i,0.00042858+0.00037495i,0.00050904+0.00046833i,0.00049513+0.00040783i
-0.0024912-0.0013128i,-0.0010473+0.00020076i,-0.001638+0.0012285i,-0.0018391+0.0014156i,-0.00089394+0.0020731i,0.00033941+0.0017417i,0.0010645+8.6812e-05i,0.00043714-0.00076958i,1.8269e-05-0.00068802i,-0.00068131+0.00054513i,-0.00083683+0.0013243i,0.00049915+0.00036282i,0.0011842-0.00057342i,0.00084462+0.00020128i,0.00023338+0.0011097i,6.5199e-05+0.00025295i,-0.00068524-0.00065747i,-0.0014242-0.00043903i,-0.00111-6.9983e-05i,-0.00042482+5.2583e-06i,-0.00053498+5.9481e-06i,-0.0011049+0.00020846i,-0.00067893-0.000183i
0.00013302-0.0010167i,0.00052655-0.0010317i,0.001034-0.00064356i,-0.00024321-0.00029853i,-0.0016478+0.0001308i,-0.0018591+0.0010841i,-0.00043122+0.0010121i,0.00022461+0.00024222i,-0.00080591+0.0004389i,-0.0004541+0.00028969i,0.00062895+0.00039661i,0.00027792+0.0008782i,-0.00033988+0.0013404i,-6.2764e-05+0.0012068i,6.7434e-05+0.00041927i,-0.00018725+2.5261e-05i,-0.0013431-0.00012148i,-0.0014755-0.00027742i,-0.00011675-0.00048999i,0.00011854+0.00013783i,-0.0001867+0.00070975i,-0.00031499+0.00026746i,-0.00026299+0.00023258i
0.0020368-0.00036228i,0.00086681-0.00052719i,-0.00018439-0.0010256i,-7.9159e-05-0.0011044i,-0.00077116-0.00089115i,-1.4023e-05-0.0003182i,0.000983+0.00019477i,0.00028422+0.00027675i,-0.00076589+0.00017099i,-0.00081767+0.00037309i,-0.0011588+0.00050257i,-0.00046995-0.00028578i,0.00020517-0.00068378i,-0.00081846+0.00023827i,-0.00081918+0.0006139i,-0.00035112-7.1237e-05i,-0.00028381-0.0005437i,-0.00038288-0.00082394i,-2.2782e-05-0.00069288i,-0.00047666-0.00035314i,-0.00097025+9.701e-05i,-0.00062759+0.00010671i,-0.00024267-6.8258e-05i
0.00051092+0.00167i,0.00059281+0.0013631i,0.00065264+0.00058046i,0.00081607-0.00013086i,0.00084882+0.00028883i,0.00039608+0.00025835i,7.7777e-05-0.00016087i,0.00050369+0.00045232i,0.00013073+0.00081539i,-0.00079065+0.00064955i,-0.00083492+0.00050056i,-0.00034386+0.00063819i,-0.00091896+0.00081361i,-0.0012712+0.00069181i,-0.00065749+0.00081713i,-0.0007939+0.00064628i,-0.00097561+0.00053621i,-0.00063701+0.00090128i,-0.00062254+0.0013211i,-0.00061706+0.00077307i,-0.00037356+2.1684e-05i,-0.00054267-0.00015179i,0.00014336+1.2202e-05i
