-0.004603+0.00099422i,-0.0032184+0.00058513i,-0.0039795+0.0020066i,-0.0023027+0.0028182i,0.00032493+0.0030176i,0.00031482+0.0020686i,-7.7074e-05+0.001886i,-7.5383e-05+0.0020608i,0.00011904+0.00074343i,0.00072365-1.2052e-07i,0.00071563+1.5399e-05i,0.00041882-0.00036269i,0.0004825-0.00086396i,0.00011893-0.0010374i,-0.00027674-0.00099168i,-1.5146e-05-0.00027769i,0.00045365+0.00033896i,0.00092331+7.7777e-05i,0.00082883-0.0001501i,0.00018882-0.00063736i,-9.2151e-05-0.00044069i,0.00022257+0.00020808i,0.00034259+0.0004083i
0.18359+0.33375i,0.25867+0.4238i,0.15943+0.35951i,0.026291+0.2207i,0.0075278+0.093422i,0.019172-0.0017803i,0.010342-0.032711i,0.02232-0.017899i,0.037232-0.013071i,0.029053-0.017895i,0.01956-0.01645i,0.021519-0.017324i,0.023304-0.021565i,0.01556-0.016343i,0.010265-0.0054804i,0.014303-0.0061841i,0.016295-0.01497i,0.012156-0.016923i,0.0098169-0.010566i,0.011005-0.00594i,0.012504-0.008175i,0.013293-0.011308i,0.013695-0.013725i
-0.030571-0.37813i,-0.058979-0.49228i,0.020935-0.36449i,0.12494-0.12639i,0.12775+0.0041693i,0.080594+0.028685i,0.045014+0.032911i,0.032628+0.031823i,0.0361+0.019712i,0.024328+0.0043287i,-0.0069766+0.0071888i,-0.02348+0.025527i,-0.01385+0.027857i,0.0013488+0.0089864i,0.0040408-0.0087704i,-0.0066032-0.011577i,-0.01732-0.0071824i,-0.019813-0.0065927i,-0.016079-0.010471i,-0.012168-0.012213i,-0.011762-0.0086336i,-0.014005-0.0013041i,-0.016638+0.0089581i
-0.15237+0.37026i,-0.16975+0.53217i,-0.15738+0.44665i,-0.1043+0.21529i,-0.039309+0.055528i,-0.013736-0.019941i,-0.0062993-0.048214i,0.0046994-0.047947i,0.0051638-0.04632i,-0.0029446-0.035861i,0.0089236-0.018818i,0.032244-0.016156i,0.031917-0.02599i,0.0095962-0.025024i,-0.0052017-0.010719i,-0.0036606-0.002451i,-0.00096212-0.0023922i,-0.00082225+0.000935i,-4.2217e-05+0.0063359i,0.0025153+0.0057204i,0.0055173-0.00020995i,0.0075066-0.0055051i,0.0096056-0.0087747i
0.28975-0.29584i,0.40867-0.46053i,0.42895-0.41487i,0.36388-0.23225i,0.25948-0.10165i,0.14682-0.034892i,0.074126+0.0070929i,0.046808+0.018065i,0.030507+0.0074405i,0.014729+0.0041343i,0.0016803+0.0070004i,-0.0069633+0.0049319i,-0.010078+0.0040442i,-0.005234+0.0027816i,0.00070944-0.0060584i,-0.0042922-0.011082i,-0.013522-0.0054621i,-0.016236-0.0018528i,-0.012919-0.003697i,-0.0092591-0.0053372i,-0.011664-0.0038489i,-0.015439+0.0018463i,-0.016172+0.0091836i
-0.37242+0.14879i,-0.54022+0.25866i,-0.50331+0.20215i,-0.30989+0.0061612i,-0.17017-0.11138i,-0.12742-0.092909i,-0.094467-0.050969i,-0.056606-0.041277i,-0.040369-0.039043i,-0.025269-0.022195i,0.0063683-0.0060787i,0.03319-0.011347i,0.031909-0.025403i,0.010396-0.02185i,-0.0074146-0.0043372i,-0.010316+0.0075813i,-0.0057676+0.013624i,-0.00069378+0.020947i,0.0024364+0.023661i,0.0023062+0.017784i,0.0037711+0.010676i,0.0084803+0.0056308i,0.014167+0.00067072i
0.41833+0.0076727i,0.64777-0.08752i,0.62484-0.1699i,0.3751-0.16881i,0.17901-0.098492i,0.12156-0.017485i,0.10623+0.019236i,0.080245+0.015828i,0.043744+0.013695i,0.019671+0.01711i,0.0089177+0.0047442i,-0.010778-0.01042i,-0.028773-0.0027718i,-0.020967+0.0096009i,-0.0043884+0.0073299i,0.00071998+0.001245i,-0.00067348-0.00031012i,-0.000333-0.0032795i,0.0029794-0.0074221i,0.0043252-0.0088239i,-0.0012846-0.007033i,-0.0078487-0.0021859i,-0.010776+0.0034089i
-0.37163-0.16642i,-0.6457-0.17825i,-0.7184-0.1658i,-0.57513-0.19203i,-0.41001-0.20369i,-0.28521-0.13646i,-0.1704-0.061318i,-0.091508-0.039382i,-0.045906-0.033275i,-0.011041-0.0262i,0.002349-0.023204i,0.0045925-0.014453i,0.013066-0.0068763i,0.014059-0.0068891i,0.004993-0.0045636i,-0.00014114+0.0015904i,0.001702+0.0075061i,0.0042382+0.013611i,0.0034095+0.014165i,0.0015284+0.0097752i,0.0032437+0.0077848i,0.010042+0.0060841i,0.01678+0.0006014i
0.25794+0.287i,0.50641+0.34446i,0.52383+0.27392i,0.26606+0.19044i,0.076025+0.16802i,0.11003+0.14571i,0.15043+0.079694i,0.097958+0.037632i,0.043541+0.035873i,0.019252+0.028536i,0.0034223+0.0092644i,-0.015299-0.0034621i,-0.031546+0.00060431i,-0.026131+0.0094016i,-0.0087131+0.0065729i,0.00039581+0.00091176i,0.005733-0.00090808i,0.012197-0.0052992i,0.015329-0.011088i,0.011888-0.014108i,0.0020045-0.010358i,-0.0075687-0.002927i,-0.011254+0.0041303i
-0.14368-0.35005i,-0.42438-0.46752i,-0.61842-0.34845i,-0.56038-0.10551i,-0.38919+0.0059628i,-0.26152-0.03448i,-0.17924-0.06777i,-0.10644-0.063625i,-0.043114-0.062722i,-0.010361-0.062426i,-0.0092522-0.044517i,-0.0060374-0.012093i,0.017977+0.0078687i,0.033553+0.003363i,0.025408-0.006669i,0.014391-0.011386i,0.0078276-0.01235i,0.0010526-0.0079456i,-0.0048745-0.0022594i,-0.0068177+0.00058832i,-0.0026486+0.0021112i,0.0053389+0.00075077i,0.011857-0.0058787i
-0.026118+0.32295i,0.15765+0.54107i,0.31279+0.59182i,0.27286+0.51966i,0.1801+0.44396i,0.1905+0.31481i,0.17705+0.15036i,0.086215+0.074212i,0.023159+0.059083i,-9.0638e-07+0.036879i,-0.004938+0.019964i,-0.0021653+0.0047676i,-0.013739-0.011615i,-0.025998-0.015599i,-0.022762-0.010077i,-0.018513-0.0018183i,-0.015183+0.003456i,-0.0047262+0.00086817i,0.0047711-0.0052288i,0.0041418-0.0069518i,5.8203e-05-0.0032671i,-0.0033434+0.00016117i,-0.008475+0.0031278i
0.1341-0.24993i,0.011297-0.44984i,-0.17048-0.39343i,-0.14943-0.11947i,-0.019389-0.010187i,-0.045246-0.11134i,-0.12068-0.14693i,-0.08804-0.10807i,-0.034043-0.091293i,-0.015839-0.072293i,-0.0028723-0.053221i,0.0080697-0.038249i,0.022778-0.017233i,0.032012-0.0032761i,0.02383-0.002148i,0.016144-0.0090996i,0.011519-0.01674i,0.00051475-0.014674i,-0.0093732-0.005464i,-0.0099955+0.00085832i,-0.002969+0.002668i,0.0056252+0.00021094i,0.0105-0.0063742i
-0.18657+0.15924i,-0.10778+0.398i,0.18755+0.50317i,0.43385+0.39128i,0.41685+0.2652i,0.29213+0.22522i,0.1883+0.17429i,0.086769+0.11552i,0.016839+0.080333i,-0.010082+0.054832i,-0.016336+0.039135i,-0.017798+0.018385i,-0.031271-0.010599i,-0.041425-0.021876i,-0.035481-0.015889i,-0.030701-0.0062i,-0.03016+0.0055191i,-0.020269+0.012678i,-0.0070444+0.010614i,-0.0021264+0.007039i,-0.0020416+0.0043678i,-0.0049879+0.00035256i,-0.014435+0.0011223i
0.18852-0.025866i,0.21211-0.19182i,0.10576-0.32315i,0.060866-0.32821i,0.090139-0.31315i,-0.01032-0.31454i,-0.12831-0.21469i,-0.094895-0.089658i,-0.028094-0.04327i,-0.007066-0.030729i,-0.00037013-0.033199i,-0.0065969-0.029623i,-0.0045945-0.00019943i,0.012888+0.018906i,0.021408+0.017754i,0.022904+0.012109i,0.023964+0.0032467i,0.018706-0.0040484i,0.0077742-0.0056445i,-0.00058832-0.0060271i,-0.0009939-0.0055256i,0.0025547-0.0038707i,0.0083754-0.0016068i
-0.15781-0.05286i,-0.16829+0.0639i,0.043381+0.12377i,0.24361-0.022728i,0.20159-0.12885i,0.093553+0.00058381i,0.087213+0.1067i,0.065266+0.078235i,0.010292+0.05462i,-0.0084732+0.046857i,-0.02407+0.030914i,-0.040905+0.021413i,-0.040752+0.0067292i,-0.034263-0.0088538i,-0.027061-0.014825i,-0.027484-0.013994i,-0.031785-0.0051977i,-0.025819+0.0049643i,-0.010163+0.009893i,0.00086935+0.0093633i,0.0009739+0.0047445i,-0.0058256+0.0020909i,-0.016979+0.0062246i
0.13156+0.11388i,0.1983+0.013363i,0.054939-0.21604i,-0.1662-0.38526i,-0.23554-0.39076i,-0.19615-0.26767i,-0.13659-0.10571i,-0.049282-0.0079459i,0.011241+0.0039325i,0.022785-0.0067468i,0.02781-0.0088465i,0.026607+0.00022261i,0.019137+0.021646i,0.017272+0.030408i,0.012067+0.023149i,0.0093644+0.020585i,0.017722+0.017565i,0.022896+0.0044705i,0.015635-0.0083721i,0.0047371-0.0089723i,-0.00049127-0.0014267i,0.0033967+0.0031125i,0.014314+0.003938i
-0.0040922-0.13793i,-0.043571-0.16482i,0.0047911-0.096015i,-0.005641-0.057522i,-0.13878-0.029222i,-0.14732+0.082791i,-0.01748+0.11303i,0.026629+0.02932i,0.0024391+0.0021049i,-0.0040841+0.0092276i,-0.026674+0.0046525i,-0.040512+0.010467i,-0.02497+0.0021582i,-0.016412-0.017122i,-0.019373-0.023189i,-0.02024-0.02242i,-0.021552-0.021729i,-0.025662-0.015637i,-0.023678-0.004062i,-0.012906+0.0033642i,-0.0038143+0.0042521i,-0.0018722+0.0045468i,-0.0043874+0.0056157i
-0.01079+0.1558i,-0.0073992+0.19494i,-0.1542+0.049117i,-0.37889-0.051487i,-0.37863+0.031506i,-0.16508+0.066969i,-0.030556+0.019266i,0.0015341+0.015464i,0.034118+0.0024889i,0.041246-0.030445i,0.037994-0.023186i,0.042011-0.0027822i,0.03184+0.0094546i,0.014789+0.015928i,-0.00048814+0.021198i,-0.0044349+0.031481i,0.0061919+0.033155i,0.014308+0.020943i,0.011838+0.0068434i,0.0059447+0.00093272i,0.0062155+0.0020981i,0.010861+0.001948i,0.014798+0.0001895i
0.058633-0.18409i,0.094998-0.32061i,0.074532-0.20212i,0.0031847+0.088406i,-0.036587+0.22223i,-0.0077885+0.15963i,0.03453+0.043717i,0.031925-0.023057i,0.0063702-0.021415i,-0.011616-0.010013i,-0.025742-0.017186i,-0.027235-0.025097i,-0.019719-0.027302i,-0.016909-0.018878i,-0.0087282-0.0043445i,0.005157-0.0045814i,0.0042961-0.018227i,-0.01359-0.022641i,-0.023906-0.011106i,-0.016895-0.00039839i,-0.0058499+0.0016272i,-0.0022636+0.0010837i,-0.0047608-0.001631i
-0.11829+0.12653i,-0.2693+0.20997i,-0.34949+0.19668i,-0.26596+0.21379i,-0.08209+0.27646i,0.051047+0.22556i,0.040013+0.11102i,-0.0066083+0.047303i,-0.010026-0.0017202i,-0.010938-0.029472i,-0.0029241-0.0065823i,0.010716+0.019571i,0.014867+0.032463i,0.019276+0.037559i,0.019964+0.030158i,0.014905+0.023102i,0.0095105+0.024608i,0.010593+0.029777i,0.01758+0.026586i,0.018346+0.013746i,0.01333+0.0016963i,0.010653-0.0043771i,0.010093-0.0063879i
0.13803-0.18546i,0.24335-0.28467i,0.24574-0.17339i,0.24168+0.048024i,0.2886+0.065646i,0.25295-0.088998i,0.14311-0.14304i,0.075232-0.090737i,0.0253-0.036346i,-0.019545+0.0014852i,-0.022619+0.0015782i,-0.012496-0.022159i,-0.011279-0.029046i,-0.0078222-0.015538i,0.0047799-0.0033239i,0.015537-0.0069904i,0.0077147-0.018979i,-0.010447-0.023409i,-0.017009-0.016392i,-0.0079392-0.0065017i,0.0037851-0.0030017i,0.0052943-0.0041592i,-8.383e-05-0.0038802i
-0.29778+0.17624i,-0.55743+0.27343i,-0.56109+0.2992i,-0.28954+0.25088i,-0.073957+0.19559i,-0.042736+0.18129i,-0.062002+0.16549i,-0.056818+0.098958i,-0.034579+0.034733i,-0.009914+0.015912i,-0.0078751+0.023249i,-0.014774+0.042701i,0.0029396+0.051361i,0.026471+0.030306i,0.026302-0.00092712i,0.014295-0.013347i,0.0092096-0.004658i,0.015476+0.014749i,0.024917+0.02503i,0.027253+0.016531i,0.02082+0.00428i,0.013246-0.00021429i,0.0068306-0.001721i
0.28744-0.049866i,0.47748-0.012404i,0.48801+0.0041337i,0.3943-0.069709i,0.33247-0.21221i,0.26784-0.29799i,0.19253-0.22926i,0.12339-0.10526i,0.050967-0.024488i,0.0060599+0.016655i,0.014655+0.01303i,0.028643-0.018994i,0.017853-0.035981i,0.00061191-0.032209i,-0.0097042-0.017609i,-0.012864-0.004843i,-0.013589-0.00044434i,-0.0090978-0.0042429i,-0.0036171-0.013508i,-0.0043551-0.017536i,-0.0082557-0.013169i,-0.013115-0.0066198i,-0.016722+0.0014768i
-0.40947+0.035779i,-0.60996+0.10741i,-0.54095+0.23535i,-0.30462+0.24833i,-0.22894+0.14482i,-0.30085+0.14846i,-0.24626+0.19706i,-0.11227+0.13758i,-0.033508+0.059466i,0.0085424+0.029751i,0.012734+0.020904i,-0.00028301+0.026081i,0.0025617+0.022134i,0.0049307+0.0039052i,0.0040344-0.0095285i,0.0075221-0.015258i,0.011204-0.016183i,0.0091531-0.0082204i,0.0056086+0.0054443i,0.0060385+0.0075285i,0.0052766-0.0015118i,0.0034187-0.0069504i,0.0008659-0.0098223i
0.42395+0.23706i,0.70854+0.34669i,0.81923+0.24917i,0.68793+0.020192i,0.49649-0.11873i,0.40095-0.16108i,0.30909-0.17967i,0.17539-0.14297i,0.07738-0.082006i,0.02898-0.054787i,0.011934-0.036325i,0.018502-0.019278i,0.018345-0.013826i,0.00015474-0.0039787i,-0.015054+0.012223i,-0.017592+0.018885i,-0.014003+0.012582i,-0.0057377+0.00095081i,0.0042252-0.012453i,0.0026823-0.019345i,-0.0042907-0.012473i,-0.0027728+0.00014558i,0.0034583+0.015817i
-0.26335-0.2892i,-0.364-0.33173i,-0.3185-0.17853i,-0.22228-0.041733i,-0.24801-0.013693i,-0.3267+0.04483i,-0.25687+0.11351i,-0.10448+0.095401i,-0.021699+0.047589i,0.0021448+0.017242i,-0.0025771-0.013846i,-0.025568-0.031592i,-0.030625-0.023248i,-0.0086182-0.0089756i,0.012902-0.0069756i,0.013374-0.010198i,0.00087503-0.010227i,-0.012777-0.005272i,-0.021848+0.0062916i,-0.0172+0.017186i,-0.0035538+0.017043i,0.0020584+0.0079008i,-0.00038084-0.0029313i
0.22099+0.41097i,0.48857+0.45028i,0.6824+0.14737i,0.60898-0.16381i,0.45306-0.15419i,0.42486-0.05851i,0.34114-0.11554i,0.15686-0.14774i,0.065391-0.1064i,0.040455-0.09656i,0.0049477-0.065971i,0.0040654-0.0064061i,0.023066+0.019853i,0.024562+0.018105i,0.014218+0.0088709i,0.0023148+0.00066917i,-0.0061547-0.00073333i,-0.0035079+0.0020337i,0.0090651-0.0027505i,0.013996-0.016348i,0.0078406-0.023073i,0.0012442-0.014295i,-5.8776e-05+0.007152i
0.048708-0.43341i,-0.01957-0.64808i,-0.20548-0.62854i,-0.34311-0.43434i,-0.31596-0.26184i,-0.22978-0.13661i,-0.13993-0.014596i,-0.049549+0.034833i,-0.036439+0.024795i,-0.056738+0.03718i,-0.042083+0.038413i,-0.032694+0.0097933i,-0.023601-0.0066121i,0.0053226-0.021271i,0.017611-0.036796i,0.0058098-0.030226i,-0.0048187-0.010417i,-0.0090323+0.00060349i,-0.013943+0.0040019i,-0.014555+0.01109i,-0.0087454+0.014289i,-0.0045434+0.0047706i,-0.00056459-0.012591i
-0.18344+0.25511i,-0.13374+0.25209i,-0.029625+0.023041i,-0.064356-0.16716i,-0.12079-0.10848i,-0.014633-0.034959i,0.059535-0.10673i,0.015132-0.13294i,0.0072211-0.080365i,0.017524-0.058427i,-0.0029511-0.03181i,3.0493e-05+0.0074513i,0.013054+0.012036i,0.0007761-0.0019919i,-0.012586-0.004881i,-0.0074916+0.0038471i,0.0081202+0.010297i,0.019099+0.0068219i,0.025078-0.0046096i,0.027091-0.021037i,0.018524-0.027968i,0.0081022-0.014261i,0.0038124+0.0083041i
0.18593-0.21582i,0.058965-0.3538i,-0.29181-0.32512i,-0.50347-0.10868i,-0.35705+0.037072i,-0.12222+0.026825i,-0.011672+0.023511i,0.016191+0.015751i,-0.031004-0.020733i,-0.07412+0.0013629i,-0.034378+0.025266i,0.0071962+0.002051i,0.014502-0.01805i,0.0092568-0.026951i,-0.0034567-0.027392i,-0.0085374-0.020884i,-0.0068409-0.017371i,-0.007298-0.012149i,-0.0098642-0.0036164i,-0.012519+0.0068125i,-0.010862+0.018435i,-0.0041322+0.021828i,0.0015569+0.0088761i
-0.23201-0.010043i,-0.31622+0.0361i,-0.30876+0.10369i,-0.23471+0.1561i,-0.14174+0.1366i,-0.039084-0.0072571i,-0.0054356-0.16431i,-0.045353-0.16213i,-0.034899-0.053196i,0.013936+0.0029649i,0.019768-0.0011107i,0.0058747-0.0044919i,-0.00054683-0.0063696i,-0.017589-0.004649i,-0.033995+0.0090077i,-0.033578+0.021671i,-0.024041+0.02267i,-0.012263+0.013805i,0.0015689+3.2484e-05i,0.015013-0.015701i,0.020459-0.027943i,0.014999-0.030511i,0.0043803-0.021047i
0.033571+0.0715i,0.0002314+0.12395i,-0.059668+0.27934i,-0.014572+0.46962i,0.12894+0.47902i,0.15819+0.30823i,0.043849+0.16678i,-0.055224+0.10569i,-0.069641+0.05931i,-0.031665+0.023313i,0.0042273-0.0065934i,0.010273-0.01772i,0.008175-0.0026076i,0.015186+0.012058i,0.026048+0.010786i,0.031778-0.0038932i,0.020617-0.014567i,0.0030685-0.0055516i,-0.0007269+0.0065318i,-0.00093006+0.0024999i,-0.0093882-0.0039801i,-0.018883-0.0011254i,-0.022493+0.0048739i
0.0053626-0.028339i,0.031443+0.060776i,0.084535+0.13119i,0.14839+0.092989i,0.13848-0.037588i,0.063785-0.16518i,-0.0056532-0.18429i,-0.038516-0.098299i,-0.028784-0.013514i,-0.014181+0.0071439i,-0.030554-0.005525i,-0.048934-0.012981i,-0.036898-0.017712i,-0.024664-0.017001i,-0.034907+0.0003409i,-0.046057+0.021801i,-0.039868+0.029628i,-0.017242+0.019942i,-0.0016903+0.0019301i,-0.001027-0.0052526i,0.0025165-0.0013058i,0.0086817+0.0024253i,0.011526+0.0058879i
-0.072156-0.10328i,-0.046484-0.088651i,0.073081+0.05976i,0.18432+0.18841i,0.19034+0.1471i,0.098292+0.069161i,0.0010515+0.080096i,-0.036997+0.12682i,-0.00064447+0.1252i,0.046417+0.047604i,0.040251-0.019547i,0.025523-0.015527i,0.035065+0.0011686i,0.040352-0.004245i,0.035208-0.0057851i,0.029622+0.0073753i,0.026999+0.024798i,0.022795+0.034589i,0.014594+0.035647i,0.0044782+0.02742i,-0.012499+0.016034i,-0.032249+0.013353i,-0.043913+0.016213i
0.075042+0.10857i,0.1332+0.11928i,0.16935-0.061903i,0.14797-0.28344i,0.070288-0.36344i,-0.014854-0.32289i,-0.039266-0.186i,0.044466-0.044131i,0.089791-0.039729i,0.0012317-0.077885i,-0.069586-0.048963i,-0.046177-0.029591i,-0.0055732-0.049923i,0.0039435-0.060466i,-0.0023733-0.041782i,-0.0018386-0.012954i,-0.0017967-0.0023183i,-0.0067335-0.0063662i,-0.0076683-0.010916i,-0.011915-0.011185i,-0.013109-0.00068391i,0.0013177+0.016127i,0.023702+0.026069i
-0.011985-0.30103i,-0.0043351-0.41984i,-0.012539-0.2833i,0.0017697+0.0091104i,0.045749+0.14775i,0.069179+0.094269i,0.085482+0.0091536i,0.11101-0.023991i,0.12257-0.012673i,0.12084+0.0019909i,0.093843+0.0021062i,0.045079+0.0037492i,0.0093585+0.0010899i,-0.0012721-0.011526i,-0.0003609-0.020832i,0.0027018-0.020553i,0.0062132-0.012721i,0.0072775+0.0019454i,0.010179+0.018283i,0.019166+0.024463i,0.023395+0.013679i,0.012841-0.0031183i,-0.0049946-0.010361i
-0.043957+0.18166i,-0.13005+0.24723i,-0.13965+0.15323i,-0.057082+0.009906i,0.030407-0.00018307i,0.081346+0.010235i,0.098369-0.070776i,0.082916-0.15651i,0.029052-0.17785i,-0.032115-0.13009i,-0.044456-0.079011i,-0.034817-0.0644i,-0.043709-0.046425i,-0.041062-0.021079i,-0.011813-0.0084591i,0.023329-0.00093718i,0.036099+0.0031692i,0.025973+0.005938i,0.014122+0.0039361i,-0.0033692-0.0017788i,-0.021407+3.6536e-05i,-0.015682+0.0048796i,0.011024+0.0033741i
0.040265-0.10829i,0.032773-0.15265i,-0.024814-0.081216i,-0.030504+0.020099i,0.0055065-0.062007i,-0.059157-0.26815i,-0.17484-0.34363i,-0.20125-0.24464i,-0.15228-0.10553i,-0.083084-0.011995i,-0.050904+0.016313i,-0.053729+0.014427i,-0.037798+0.0031269i,-0.014022-0.017553i,0.00016707-0.034974i,0.011768-0.049216i,0.017691-0.052852i,0.020554-0.040239i,0.021122-0.023674i,0.023023-0.011501i,0.028325-0.011159i,0.022543-0.016858i,0.0045143-0.0084391i
-0.069328+0.15362i,-0.17035+0.33025i,-0.16235+0.39392i,-0.051865+0.1679i,-0.062718-0.075032i,-0.21542-0.015323i,-0.25118+0.16674i,-0.15017+0.15984i,-0.090322+0.03506i,-0.058774-0.021047i,0.012153-0.010257i,0.065991+0.0019238i,0.050086+0.00036716i,-0.0043929+0.0016741i,-0.042875+0.0065669i,-0.050398-0.0061254i,-0.049539-0.02355i,-0.046643-0.013786i,-0.034098+0.0093474i,-0.02211+0.01607i,-0.01997+0.011384i,-0.015438+0.0045342i,0.00045049-0.010281i
-1.6619+7.8973i,-0.52918+8.3011i,3.5495+7.2612i,5.8638+2.9588i,5.01-1.3184i,2.035-3.0514i,-0.13373-1.9108i,-0.32919-0.42125i,0.46197+0.1374i,1.189-0.20629i,1.0117-0.82825i,0.34138-1.0161i,-0.24207-1.0128i,-0.87512-1.0347i,-1.0795-0.75782i,-0.39736-0.13626i,0.40272+0.18203i,0.48218+0.11898i,0.17795+0.15545i,0.038847+0.19347i,-0.09554+0.10874i,-0.23964+0.16067i,-0.12969+0.24396i
0.11226+0.34259i,0.23674+0.46464i,0.18515+0.40123i,-0.020393+0.20832i,-0.18531+0.065351i,-0.24578+0.02952i,-0.22961+0.068153i,-0.15262+0.12994i,-0.074964+0.13652i,-0.061995+0.097873i,-0.069353+0.085534i,-0.046799+0.070865i,-0.036616+0.026335i,-0.04433-0.00026695i,-0.04278-0.011187i,-0.038916-0.024914i,-0.030822-0.032759i,-0.021335-0.032902i,-0.0099354-0.016884i,0.012388+0.0075116i,0.029484+0.014916i,0.028632+0.0053518i,0.024573-0.0072215i
-0.29016-0.22801i,-0.38339-0.34887i,-0.31348-0.28671i,-0.20966+0.0018661i,-0.17536+0.33853i,-0.096645+0.46691i,0.015502+0.34621i,0.08059+0.18538i,0.11301+0.094423i,0.085944+0.046217i,0.03589+0.046286i,0.033483+0.049154i,0.035355+0.016737i,0.022662-0.010101i,0.027686-0.017972i,0.042377-0.025886i,0.036896-0.033065i,0.019948-0.026556i,0.016509-0.019778i,0.011342-0.019488i,-0.0024375-0.0062092i,-0.0027467+0.0147i,0.0098868+0.016573i
0.049217+0.29366i,0.21661+0.29667i,0.2157+0.091933i,0.041894-0.017001i,0.00056543+0.10929i,0.10376+0.18845i,0.10874+0.094253i,0.018418-0.018375i,-0.056479-0.05254i,-0.086882-0.01852i,-0.068614+0.018287i,-0.038706+0.010765i,-0.042342-0.0043669i,-0.06425+0.010605i,-0.077487+0.031801i,-0.082044+0.038269i,-0.071152+0.044161i,-0.037407+0.047321i,-0.0087115+0.038663i,-1.1566e-05+0.031966i,0.0029346+0.022903i,-0.0031342-0.0016856i,-0.017193-0.024191i
-0.10397-0.30215i,-0.33602-0.43058i,-0.53679-0.37991i,-0.53574-0.19425i,-0.46296-0.010151i,-0.38904+0.13393i,-0.22895+0.17631i,-0.081662+0.088787i,-0.030586+0.03318i,0.020137+0.062883i,0.082529+0.066889i,0.0986+0.020586i,0.061486-0.026447i,0.0054317-0.029794i,-0.010585-0.0014002i,0.010688+0.013522i,0.024316+0.014094i,0.026645+0.009535i,0.019787-0.0010561i,0.0032696-0.0016957i,-0.015677+0.0070091i,-0.026109+0.0097403i,-0.025322+0.0032313i
-0.13207-0.12953i,-0.14684-0.028565i,-0.082286+0.10497i,-0.061407+0.12682i,-0.13523+0.11104i,-0.2347+0.19896i,-0.23658+0.32247i,-0.12989+0.31318i,-0.045818+0.19691i,-0.012208+0.12046i,0.033163+0.081808i,0.0603+0.02083i,0.037138-0.020329i,0.0083748-0.0082907i,0.0074486+0.013581i,0.0090809+0.018796i,-3.952e-05+0.02704i,0.0014021+0.037335i,0.01143+0.033298i,0.016569+0.02309i,0.016988+0.01393i,0.012488+0.0032704i,0.0016058-0.0039466i
-0.016598+0.25174i,-0.086756+0.37119i,-0.11591+0.38228i,0.017223+0.21424i,0.13541-0.1051i,0.083555-0.31438i,0.053984-0.22673i,0.15382-0.087218i,0.17939-0.10342i,0.067735-0.13112i,-0.019327-0.087553i,-0.034306-0.052759i,-0.032369-0.048174i,-0.025856-0.045403i,-0.01763-0.045648i,-0.023348-0.042891i,-0.02394-0.022955i,-0.0049876-0.014704i,0.0014955-0.03038i,-0.0082716-0.030776i,-0.0062873-0.0087439i,0.011054+0.0067797i,0.027313+0.0014777i
0.3619-0.41682i,0.45964-0.4946i,0.46081-0.30366i,0.4032-0.11271i,0.32967-0.14218i,0.26264-0.22202i,0.22468-0.20787i,0.17787-0.16079i,0.09312-0.11505i,0.0054262-0.05703i,-0.0318+0.015853i,-0.0062193+0.07761i,0.034966+0.086777i,0.042657+0.049028i,0.020683+0.015778i,0.0058099+0.0070663i,0.0093152-0.003624i,0.0040065-0.017067i,-0.0086086-0.0095064i,-0.0076317+0.0030186i,-0.0017619+0.0064252i,-0.0010373+0.012472i,-0.0042381+0.01552i
-0.32908+0.2913i,-0.29435+0.42921i,-0.021244+0.30548i,0.19714+0.081729i,0.26536+0.04474i,0.29625+0.038884i,0.22357-0.11512i,0.07308-0.23831i,-0.004162-0.23977i,-0.014438-0.18915i,-0.014332-0.12033i,-0.010672-0.05407i,-0.0055543-0.0022483i,-0.0064636+0.031948i,-0.017147+0.044119i,-0.018809+0.035149i,-0.016176+0.0061548i,-0.023776-0.018649i,-0.028984-0.017179i,-0.024564-0.0047725i,-0.011055+0.0020044i,0.005243-0.00078161i,0.011204-0.007754i
0.3896-0.009745i,0.46177-0.23935i,0.27567-0.35174i,0.11589-0.19817i,0.15598-0.053544i,0.17348-0.10004i,0.036726-0.17404i,-0.11519-0.13983i,-0.13838-0.028648i,-0.04573+0.013574i,0.012797-0.045453i,0.00070874-0.066674i,0.019615-0.024129i,0.05765-0.0048602i,0.052745-0.0033787i,0.037414+0.0073396i,0.036092+0.0063062i,0.028963-0.0060187i,0.020643-0.013523i,0.013466-0.016525i,-0.00079188-0.013295i,-0.0087947+0.00072349i,7.3838e-05+0.013153i
-0.19062-0.26189i,-0.29555-0.18504i,-0.25539-0.0088559i,-0.12683+0.091573i,-0.046704+0.1593i,-0.031851+0.23175i,-0.050806+0.20864i,-0.10278+0.13903i,-0.11398+0.11608i,-0.049363+0.086013i,-0.009107+0.014688i,-0.031915-0.023444i,-0.040653-0.003197i,-0.015436+0.0079606i,-0.0059522-0.0068466i,-0.015003-0.011119i,-0.011857-0.0017215i,-0.0019002+0.0050089i,-0.0015566+0.002134i,-0.0080235-0.0031234i,-0.011235-0.00052875i,-0.0048819+0.0041322i,0.0021168+0.0034114i
