-0.004603+0.00099422i,-0.0032184+0.00058513i,-0.0039795+0.0020066i,-0.0023027+0.0028182i,0.00032493+0.0030176i,0.00031482+0.0020686i,-7.7074e-05+0.001886i,-7.5383e-05+0.0020608i,0.00011904+0.00074343i,0.00072365-1.2052e-07i,0.00071563+1.5399e-05i,0.00041882-0.00036269i,0.0004825-0.00086396i,0.00011893-0.0010374i,-0.00027674-0.00099168i,-1.5146e-05-0.00027769i,0.00045365+0.00033896i,0.00092331+7.7777e-05i,0.00082883-0.0001501i,0.00018882-0.00063736i,-9.2151e-05-0.00044069i,0.00022257+0.00020808i,0.00034259+0.0004083i
-0.0019558+0.00045978i,-0.0024158+0.00084059i,-0.0018078+0.0001158i,1.1566e-05-0.00053565i,0.0019049+0.00010658i,0.00086724+4.8982e-05i,-0.0012368-0.00064956i,-0.001659-0.00013673i,-0.00045842+0.0014994i,0.00091778+0.0018652i,0.001488+0.00087347i,0.00087931+0.00048369i,0.00050089-0.0001913i,0.00070209-0.00071499i,0.00010411-8.9399e-05i,-0.00048421+0.00017744i,-0.00014575-8.8059e-05i,-8.4592e-05+2.7958e-05i,-6.2176e-05+0.00033451i,-0.00027956-0.00014335i,-0.0007749-0.00033898i,-0.00077216-0.00019255i,-7.7285e-05-0.000236i
-0.00081478-0.00069918i,-0.0016481+0.00044906i,-0.00075587+0.0041473i,0.00071694+0.0056492i,0.0016891+0.0048113i,0.00077135+0.0025658i,-3.7978e-05-0.00034346i,-0.00064821-0.0010549i,-0.0011776-0.00038681i,-0.0011906-4.5359e-05i,-0.0010722+0.00066269i,-0.0014147+0.00052234i,-0.00094563+1.6488e-05i,-9.1383e-05-4.2975e-05i,-0.0003558-0.00032921i,-0.00044991+2.8476e-05i,-0.00020193+0.00065295i,0.00016729+0.00075492i,0.00050696+0.00050859i,-0.00029774-7.748e-05i,-0.00086613-0.00050387i,-0.00097306+0.00036967i,-0.0009961+0.00071179i
0.00045488+0.0017707i,0.00026122+0.00198i,-0.00096687+0.0028697i,-0.00093056+0.0032153i,0.00018038+0.0020973i,0.00046459+0.0010945i,-0.00022739+0.0017448i,0.00037591+0.0026735i,0.00078463+0.0017274i,0.00031852-0.00023005i,0.00036696-0.00090744i,0.0001695-0.0010416i,-0.00040602-0.0010296i,-0.00057328-0.00013088i,-0.0004146+0.00069604i,-0.00089048+0.00047786i,-0.0012984+7.584e-06i,5.2512e-05-0.00018396i,0.0010963-0.00073242i,0.00047408-0.00091277i,-0.00027569-0.00082768i,5.2622e-05-0.00051667i,0.00055381-0.00057788i
-0.0019998+0.0016605i,-0.00086976+0.0014567i,0.00072937+0.0010168i,0.0021154+0.00058528i,0.0024058+0.00027593i,0.00036672-0.00059499i,-0.0013056-0.0010024i,-0.0013168-0.00047719i,-0.00025228+0.0008306i,0.0011354+0.001467i,0.0015653+0.001375i,0.0011129+0.001163i,0.00071599+0.00040431i,-0.00065053-7.8923e-05i,-0.0011778+0.00066802i,-0.00047659+0.0013931i,0.00053652+0.00057204i,0.0011048-0.00058219i,0.00022456-0.00064711i,-0.0007018+0.0001662i,-0.00050215+0.0005513i,-4.4349e-05+0.0012189i,0.0002938+0.001182i
0.0023411+0.0002487i,0.0020539+0.0013706i,0.001266+0.0012497i,0.00010599+0.0016736i,-0.0011855+0.0019584i,-0.0013981+0.0017254i,-0.00071754+0.0018987i,-0.00060759+0.00078663i,-0.00079657+4.6768e-05i,-0.00096233+0.0006173i,-0.0011358+0.0011194i,-0.00066869+0.00079451i,-0.00022793+0.00065626i,-0.00030627+0.00088457i,-0.00056565+0.00060826i,-0.00026493+0.00037763i,0.00014872-0.00036928i,-4.9188e-05-0.0010659i,-0.0001533-0.0006866i,-0.00054299+0.00035983i,-0.0014187+0.00023728i,-0.00090778-0.00035436i,0.00079445-0.00046923i
0.0019959+0.00033689i,0.0026251+0.00019198i,0.0012547-2.5078e-05i,-7.4862e-05+0.00068007i,-0.0011682+0.00034567i,-0.0020331-0.0010412i,-0.0013942-0.0005141i,-9.7752e-05+0.00025946i,0.00069174+0.00038902i,0.00034277+4.3134e-05i,0.00019102-0.00086954i,4.1908e-05-0.00066829i,-0.00078346-0.00051428i,-0.00056247-0.0013189i,0.00017214-0.0010665i,0.0001649-0.00030589i,7.8345e-06-0.00047405i,-4.2508e-05-0.00053303i,-0.00058094-0.00066531i,-0.0004259-0.0011475i,0.0003217-0.0004461i,0.00027045+0.00011939i,-0.00057321+0.0002365i
-0.0013255+0.0023826i,-0.0018072+0.0024334i,0.00058051+0.0010525i,0.0033348-0.00038806i,0.0022375-0.0013878i,-0.00049902-0.0010468i,-0.0011623-8.5683e-05i,-0.0011886+0.00012106i,-0.00050361+0.00058393i,1.5142e-05+0.0010327i,-9.3219e-06+0.0008961i,3.1165e-05+0.00090851i,0.00035893+0.0005207i,0.00064761-0.00012184i,-6.9541e-05+2.5437e-06i,-0.00037021-0.00012912i,0.00027887-0.00062974i,0.00047098-0.00027342i,0.00045842+0.0005153i,-0.0003048+0.0010471i,-0.00074892+0.00084724i,-0.00038665+0.00040748i,-7.9711e-05+0.0010374i
0.001657-0.00099657i,0.0033415-0.00050361i,0.0038832+0.00095435i,0.002878+0.0012837i,0.0013639-0.00037606i,0.00081936-0.0017099i,0.0011612-0.0012326i,0.0011974-0.00069647i,0.00025606-0.00095752i,-0.0006847-0.00078592i,-0.0018806-0.0001232i,-0.0024234+0.00024229i,-0.0015689+0.00022082i,-0.0013642+0.00063111i,-0.0011336+0.00017518i,-0.00026516+0.00015547i,-0.00011747-3.0675e-05i,-0.0003871-0.00065625i,-0.00033601-0.00039809i,-0.00017543-9.882e-05i,-0.00044418-0.00027691i,-0.00018058-0.0009592i,-0.00039433-0.0015171i
-0.00012225+0.00031398i,0.0001835+0.0022767i,0.00027347+0.002237i,-0.00029505+0.0013602i,0.0001288+0.00042956i,-8.3003e-05+0.00035212i,-0.0005968+0.00014758i,6.9229e-06+0.00024614i,0.00061137+9.9522e-05i,0.00099993+0.00024473i,0.00040539-0.00025662i,-0.00078964-0.00087335i,-0.0010077-0.0006831i,-0.00044136-1.0841e-05i,-0.00020177+0.00095269i,-0.00058001+0.00097727i,-0.00038003+0.00038696i,0.00021603-0.00018532i,0.00054692-0.00055559i,0.00037051-0.00022694i,0.00042967+0.00047251i,0.00080476+9.1433e-05i,0.00057246-0.00030792i
0.00083545+0.00012493i,0.00046291-0.0012294i,0.0017296-0.0018396i,0.0020622-0.0017906i,0.00090263-0.0018849i,0.00086855-0.00076493i,-0.00016407+0.00021527i,-0.0018387+0.00038051i,-0.0017177+0.00038532i,-0.00096553+0.00082764i,-0.00032654+0.0011924i,-0.0003603+0.0010123i,-0.00062197+0.00033917i,-0.0009614+0.00033078i,-5.8756e-05+0.00064262i,0.00057138+0.00051483i,0.00029898+0.00077227i,0.0001632+0.00061671i,0.00017348-0.00021635i,0.00036349-0.00043259i,0.00060274+0.00019147i,0.00063579+0.00092296i,0.00061201+0.00078652i
0.0019718+0.00035888i,0.0018847-0.00040575i,0.0017734+7.8326e-05i,0.0020079+0.00079862i,0.00015313+0.00045365i,-0.0015722-0.00060785i,-0.0012227-0.00072635i,-0.00011863-0.00034531i,-0.0002002-0.00046963i,-0.0011438-0.0011847i,-0.00096009-0.0011941i,-0.00049748-0.00073332i,-0.00064812-0.00056804i,-0.00113-0.00036021i,-0.0018661-0.00029696i,-0.0013137-0.00033839i,-4.6595e-05-0.00033667i,0.0003716+3.2028e-05i,0.0003927+2.8445e-05i,0.00037074-0.00019932i,2.3208e-05-0.00022292i,-0.00019447-0.00067614i,0.00036568-0.00071384i
-0.0019645+0.0039027i,-0.0031834+0.0053555i,-0.0040457+0.0050025i,-0.0026682+0.0034657i,-0.00086542+0.0034695i,-0.00098707+0.0028043i,-0.0011762+0.00062005i,-0.0012609+0.00081319i,-0.00016449+0.0012912i,0.00088617+0.00033115i,0.00067159-0.00025431i,0.00084886-0.00047289i,0.00057632-0.00085615i,0.00010055-0.00023959i,0.00043452+0.00047481i,0.00043028+0.0010638i,0.00022356+0.0014255i,0.00065623+0.00069741i,3.4856e-05+0.00012486i,-0.0005484+0.00036602i,-6.3375e-05+0.00046975i,0.00053261+0.00015874i,0.00089636+6.1837e-05i
-0.00034387-0.0010735i,-0.0007761-0.00035214i,0.00027525+0.00062608i,0.00089679+0.0012291i,0.00046936+0.0019824i,-0.00097616+0.0015251i,-0.0016782+0.00092917i,-0.0015685+0.0012996i,-0.0010806+0.0012463i,-8.2353e-05+0.0014618i,0.00034219+0.0014282i,0.00047373+0.00057893i,3.1303e-07+0.00038693i,-0.00022526+0.00059797i,-0.00045388+0.00089803i,-0.00075563+0.0012296i,-0.00018858+0.0015104i,5.4033e-05+0.0014033i,-0.0011074+0.00010289i,-0.0017053-0.0011044i,-0.0010677-0.00077686i,-0.00082754-0.00053934i,-0.0012497-0.00059739i
0.00019363+0.0023466i,0.00013641+0.0028477i,0.0004525+0.0034951i,0.0012806+0.0028416i,0.0023526+0.00087733i,0.0014748-0.0013992i,-0.00013767-0.0018258i,-0.00039724-0.0011874i,0.00023892-0.00056588i,0.00055894-0.00011015i,0.00026316-9.7527e-05i,0.0004204-0.00027416i,-0.00045896-0.00018796i,-0.0010214-0.00037364i,-0.00076443-0.00017522i,-0.00074909+0.00056903i,1.9154e-05+0.00028704i,0.00043321+0.00028569i,-0.00011493+0.00026906i,-0.00034104+0.0001634i,-0.00049353-7.2494e-05i,-0.0010055+0.00036526i,-0.00031728+0.00035778i
-0.0024852+0.002592i,-0.0018112+0.003922i,-0.00088164+0.0048039i,0.0011916+0.0041398i,0.0022886+0.0026387i,0.0016296+0.0020184i,0.0013253+0.0015399i,0.0015717+0.0010433i,0.0015047+0.0012999i,0.0015189+0.00095258i,0.0013788+0.00026832i,0.00011812-6.9379e-05i,-0.00016393-0.00040189i,-0.00055876-0.00065926i,-0.00026234-0.00076158i,0.00076058+0.00014804i,0.0011197+0.00092813i,0.00072519+0.00026101i,0.00027805-0.00029521i,-0.00021895+1.321e-05i,-0.00051716+9.4666e-05i,-0.00020913+0.00015823i,0.00061758+0.00073551i
-2.7197e-05-0.00068063i,0.00094114-0.0012486i,0.00018973-0.0015181i,-0.00092206-0.00050981i,-0.0013884-6.4248e-05i,-0.0017946+0.00012946i,-0.001743+0.00024499i,-0.0019196+0.00019396i,-0.0018631+0.00011391i,-0.0010458+0.00085278i,-0.000523+0.0012684i,-0.000171+0.0012136i,-0.00035925+0.00098438i,-5.1191e-05-0.00013641i,0.0002635-0.00056547i,2.1917e-06-0.00022538i,-0.00018972+0.0001525i,-0.0004472+0.00067117i,-0.00098455+0.00032905i,-0.00083212-0.00044471i,-0.00025966-0.0006433i,-1.0328e-05-0.00029155i,-4.1088e-05+7.6752e-05i
0.00089155-0.00064143i,0.00027882+0.00018303i,-0.00053539+0.00061458i,0.0006072+0.00075774i,0.0015532+0.00068287i,0.00092141-2.4395e-05i,-6.7978e-05-0.00080892i,0.00027618-0.00080976i,0.00042419-0.00038434i,-0.00025355-0.00016105i,-0.00051518-8.9213e-05i,5.4326e-05+0.00061741i,0.00017103+0.00095081i,-0.00063074+0.00087215i,-0.00079044+0.00086142i,-0.00086405+0.00050365i,-0.00016135+0.00024073i,0.00077547-0.00023219i,0.00022128-0.00044119i,-0.00039623+0.00034921i,-0.00010424+0.00022167i,0.00051737+8.1663e-05i,0.00055331+0.00013961i
-0.00078213+0.0037724i,-0.0013729+0.005166i,0.00038348+0.0049007i,0.002778+0.0021794i,0.0038211+0.00024633i,0.0027544-0.00021511i,0.0011275-0.00064472i,0.00095361-0.00050798i,0.00095317+0.00012123i,6.6078e-05-0.00013399i,-7.5802e-06-0.00078628i,-0.00011423-0.0003863i,-0.00014353+0.00072603i,5.0711e-05+0.0010297i,-0.00022134-0.00017299i,-0.00027308-0.00047352i,0.00049757+0.00012423i,0.0011664-0.00012992i,0.0013651-0.00084323i,0.00057623-0.00046142i,-0.00019002+0.00061913i,9.955e-05+0.00026296i,0.00045677-0.00038337i
0.001798+0.001129i,0.0019291+0.00068934i,0.0019264+0.0012019i,0.0016707+0.0015088i,0.0016504+0.0012786i,-0.00034825+0.00075525i,-0.0022713+0.00061888i,-0.0023431+0.00010262i,-0.00090928-0.00072741i,0.00030178-0.00026547i,0.00066204+0.0004433i,0.00099058+0.00056219i,0.00027162+0.00046653i,-0.00037663+0.00020856i,0.00029218+0.00048815i,0.00011197+0.00011056i,6.5645e-05-0.00094826i,0.00044773-0.0011219i,0.00062691-0.00012456i,0.00083148+0.00066557i,-0.00025449+1.8594e-05i,-0.00034542-0.00049815i,0.00077228-0.00015629i
-0.0024243+0.0025703i,-0.0023627+0.0038324i,-0.0012885+0.0044564i,0.00085121+0.0022052i,0.0019043-0.00078662i,0.00060971-0.002686i,-0.00094996-0.0027396i,-0.0014151-0.002i,-0.00036026-0.0010924i,0.0002858-0.00020314i,-0.00073039-8.3841e-05i,-0.0007697-0.00055973i,0.00015946-0.00066227i,0.00043341-0.00017959i,0.00039536-2.9862e-05i,0.00015137+2.2837e-05i,-3.2987e-05+0.00071078i,-5.5699e-05+0.00073711i,-0.00014406+0.00057152i,-0.00010009+0.00075204i,-0.00033951+0.0010241i,-0.00039709+0.00037408i,0.00043597-0.00039408i
-0.0013378-0.00087991i,5.1693e-05+0.00013418i,0.0014626+0.00079097i,0.002405+0.0014475i,0.0029507+0.0023321i,0.0022566+0.0011709i,0.0010709-0.00046222i,0.00064441-0.00035273i,0.00046897-0.00046154i,7.7014e-05+0.00014599i,-0.0012486+0.00106i,-0.002104+0.00089764i,-0.0015495+0.00023742i,-0.00022446-0.00037466i,0.00026849-3.9447e-05i,-0.000258+0.00031445i,-0.00022473+0.00035571i,0.0003147-0.0005664i,-1.647e-05-0.0010537i,-0.00090859-0.00062555i,-0.00058871-0.00051489i,3.3412e-05-0.00011087i,-0.00014072+8.1229e-05i
0.0012667+0.0035616i,0.0013901+0.0042665i,0.003597+0.0032599i,0.0028652+0.0013238i,0.00079295-0.00024892i,-0.00095658+0.00054768i,-0.0014609+0.0027087i,-0.001886+0.0023591i,-0.0023736+0.00037145i,-0.0010253-0.00089471i,0.00020402-0.0013828i,0.00032461-0.00051133i,-0.00025342+0.00014357i,-0.001574+5.7741e-05i,-0.0020853-0.00016053i,-0.00096617-0.00042062i,0.00035563+0.00027193i,8.4894e-05+0.00053622i,-0.00078064-0.00017116i,-0.0002371-0.001237i,0.00061366-0.0011447i,-0.00018787-5.3193e-05i,-0.00073965+0.00022791i
0.0025795+0.012228i,0.004544+0.014564i,0.012749+0.0097569i,0.012697-0.00014386i,0.0069705-0.0076419i,-0.00025457-0.0087724i,-0.0028157-0.0049384i,-0.00015655-0.0024398i,0.0016011-0.0014123i,0.0018369-0.0013608i,0.00035563-0.0013467i,-0.0013068-0.00048573i,-0.002412-0.00015878i,-0.0037975-0.00028288i,-0.0037685-0.00015634i,-0.0015012+0.00067273i,0.00096781+0.00137i,0.00139+0.00059447i,0.0006704-5.0333e-05i,0.0010281+0.00013545i,0.00080555+0.00036105i,0.00065835+0.00054543i,0.0011332+0.00030893i
-0.0023123-0.0039632i,-0.002577-0.0038238i,-0.0040131-0.0016258i,-0.003912+0.0020636i,-0.0020651+0.0038061i,0.00012749+0.0034411i,0.0007021+0.0016178i,5.7781e-05+0.00063927i,-0.0002203+0.001107i,-0.00014546+0.0013029i,0.00036269+0.001166i,0.00017588+0.00078632i,-0.00032233+0.00035795i,0.00048383-0.00049074i,0.00042131-0.00069109i,-0.00084356-0.00047599i,-0.0010628-0.00051892i,0.00017808-0.00025985i,0.00042661-0.00019384i,-0.00080063-0.0001993i,-0.00099065-0.0003687i,-0.00023174-0.00045653i,0.0005932-0.0002712i
-0.00029907-0.0012494i,-0.0016117-0.0010905i,-0.0018329+0.00013124i,-0.00025995+0.0018787i,-0.00022736+0.0035856i,-0.00053106+0.0035461i,-0.0005455+0.0026151i,-0.00015731+0.0013804i,-0.0003192+0.00028007i,-0.00076176+0.00084999i,-0.00047418+0.0011351i,-0.00044699+0.00024899i,-0.00035236-0.00039596i,-0.00032451-9.3351e-05i,-0.0005513+0.00034409i,-0.0002048+0.00024691i,0.00019212+0.00011297i,0.00028889+0.00016035i,-1.1954e-05+0.00017962i,-0.00067527-5.3698e-05i,-0.0005739-0.00044827i,0.00038054-0.00077744i,0.0011022-0.00042145i
-0.00070578+5.9335e-05i,-0.00054335-0.00043165i,-0.0015235+0.00027527i,-0.0016474+0.00035993i,-0.00072392+2.9248e-05i,-0.00044096-0.00034903i,-1.1496e-05-0.0011875i,0.00060709-0.0011032i,0.00012106-0.00065363i,-0.00052922-3.8366e-05i,-0.00021067+0.00087265i,-0.00052819+0.00092471i,-0.00049334+0.00088721i,-0.00030023+0.0006119i,-0.00082039+0.00041373i,-0.0010198-0.00029991i,-0.00068748-0.00093765i,-0.00024349-0.00091788i,-1.2305e-06-0.00069272i,0.0003952-0.00069556i,0.0012953-0.00080037i,0.0014875-0.00045617i,0.00087557+0.00054191i
-0.00054465-1.6853e-05i,-0.00070279+0.00034858i,-0.0012551+0.0011204i,-0.00055149+0.0018362i,0.00094128+0.0020635i,0.00099386+0.0020077i,0.00040447+0.0016806i,-7.3392e-05+0.0008459i,-0.00024555+4.0104e-05i,-0.00027853+0.00066919i,-0.00037898+0.00052512i,-0.0003345+0.00020515i,-0.00038023+0.00020277i,-0.00088832+6.4621e-05i,-0.00073717+6.9293e-05i,-0.00026002-0.00039314i,3.2971e-05-0.00061636i,-0.00012538-0.00066623i,0.0001651-0.0007737i,0.0008424-0.0004237i,0.00090627-0.00034533i,0.00030061-0.00080606i,-7.5745e-05-0.00048782i
0.0021189-0.0016903i,0.002082-0.0017472i,0.0013689-0.00092565i,0.00021915+0.00031564i,-0.00099257+0.001872i,-0.0018249+0.0020245i,-0.0028271+0.0015396i,-0.0024991+0.00061232i,-0.00041709-7.8563e-05i,0.00038847-0.00010146i,-0.00021298+0.00017832i,-0.00036005+0.00060606i,8.467e-05+0.00052237i,5.5451e-06+0.0011169i,-0.00032043+0.0016179i,-0.00016+0.0010216i,6.5431e-05+0.00016495i,-2.8191e-06-0.00044845i,-0.00052389-0.00081951i,3.9006e-05-0.00045818i,5.7438e-05+0.00083447i,-0.0010572+0.0011649i,-0.0013915+0.00020019i
0.0001916+0.00061713i,-8.2563e-05+0.00068826i,-0.00010278+0.00081404i,-0.00030447+0.00069412i,-0.00031021+0.00017175i,-0.00025289-0.00088117i,-0.00013005-0.00078768i,0.00040859-0.00075016i,0.00054699-0.00071606i,2.5671e-05-0.00033764i,-0.00043557-0.00022994i,-0.0004499+0.00028874i,0.00044441+0.00016108i,0.00092065+8.68e-06i,0.00041775+9.6299e-05i,-0.00013099-0.00011951i,-0.00052045+8.6939e-05i,-0.00039825+0.00065265i,-0.00023456+0.00033243i,-0.00028742+0.00037124i,-4.1846e-06+0.00035285i,-0.00057825-0.00019496i,-0.00095644-0.00069386i
-0.00068122-0.00094622i,0.0002342-0.0014799i,9.032e-05+3.0873e-05i,0.00099268+0.0016279i,0.0032825+0.0014321i,0.0041397-4.05e-05i,0.0019586-0.00015411i,-0.00034176+0.00058853i,-0.00057277+0.00054445i,-3.7886e-05+7.6757e-05i,-0.00017386+8.5293e-05i,-0.00069264-0.00030999i,-0.00066851-0.0006546i,-0.00035948-0.00067771i,8.8572e-05-0.00074255i,0.00045846-0.00025298i,0.0003452-2.9746e-05i,9.8145e-05+0.0001849i,-0.00041581+5.7182e-05i,-0.00033024-0.00078574i,-0.00012108-0.0010523i,0.00024676+9.176e-05i,0.00036253+0.0011086i
-0.00050908+0.0013359i,-0.00046683+0.00086654i,0.00014387+0.0010426i,-0.00034071+0.0017498i,-0.0010717+0.0016795i,-0.00045213+0.0019154i,-0.00056176+0.00083058i,-0.001386-0.00088743i,-0.0011309-0.00079397i,-0.0012355+0.00019714i,-0.0014273+0.00037698i,-0.0012171+0.00010759i,-9.9879e-05-0.00011068i,0.00052239+0.00012014i,0.00012327+0.00017342i,-0.0003084-0.00033493i,-0.00036554-0.00021054i,1.167e-05+0.00049915i,-0.0002823+0.00096819i,-0.0007899+0.00080958i,-0.00096093+0.00039925i,-0.0004348+5.0225e-05i,1.3034e-05+0.00049536i
-0.0016581+0.0020181i,-0.0013673+0.00228i,-0.00046938+0.0023651i,0.0010098+0.0012693i,0.00081024-0.00073036i,-0.00056262-0.0018255i,-0.0013579-0.0011836i,-0.0011545+0.00010907i,-0.00036661+0.00060319i,0.00019264+0.00020338i,0.00075765-0.00031616i,0.00041803-0.00052252i,-0.00014087-0.00050846i,-0.00025434-0.00075995i,0.00015047-0.00042741i,0.00046167+0.00030974i,0.00019832+0.00025124i,3.3448e-05-0.00017917i,0.00014121-1.1948e-05i,-0.00027978+0.00036162i,-0.001015+0.00042738i,-0.00025473-4.3363e-05i,0.00083899-0.00060044i
-0.0022379-0.0016846i,-0.0024273-0.00033167i,-0.0014276+0.00080248i,0.0014093+0.00058072i,0.0029366+0.0013281i,0.0030617+0.0022136i,0.0022296+0.00076151i,0.00049739+5.6436e-05i,-0.000765+0.00047623i,-0.00077893+0.00042466i,-0.00039227-0.00012972i,3.6833e-05-0.00045374i,-0.00039164-0.00033315i,-0.00039603-0.00061234i,-7.3695e-05-0.00023503i,-2.2501e-05+9.8966e-05i,-0.0002778+9.9593e-05i,-2.3383e-05-6.9018e-05i,0.00020888-0.00088901i,0.00016563-0.00066048i,-6.1194e-05+0.00041178i,-0.00013974+0.00058725i,0.00042287+0.00036845i
-0.0014781+0.0011589i,-0.0017478-8.8852e-05i,-0.0018788+0.00032803i,-0.0011237+0.0029428i,-0.0010817+0.0050962i,-0.00053848+0.0042083i,0.0005476+0.0011385i,0.00042842-0.001111i,0.00038368-0.0010156i,0.00080346-0.00014607i,0.00027052+0.00038299i,-9.6265e-06+0.00054841i,0.00017715-0.00030529i,-0.00055195-0.00033188i,-0.0011212+8.8756e-05i,-0.00059562-0.00080255i,-6.3754e-07-0.00056722i,-0.00014446+0.00031662i,-0.00045303+0.00049586i,-0.00053514+0.00039676i,-0.0012576-0.00027371i,-0.0014305-0.00079123i,-0.00091849-0.00076878i
8.498e-05-0.001366i,0.00064928-0.0012909i,-0.00060911-0.00087109i,-0.0019104-0.00034063i,-0.0025698+0.0001765i,-0.002498+0.00027087i,-0.0016194+1.4911e-05i,-0.00045255+0.00016889i,4.38e-05-6.3405e-05i,-0.00058172+0.00031689i,-0.0006195+0.0012118i,-0.00029603+0.001138i,-0.00030437+0.0011336i,-5.2157e-05+0.00057436i,8.0688e-05-0.00047215i,-0.00043156-0.0002908i,-0.00034895+0.00063626i,0.00072443+0.00066553i,0.00025822+0.00011906i,-0.00072157+1.7155e-05i,-0.00014188-0.00027675i,0.00093873-0.00055503i,0.00099539+0.00012178i
-0.0009495+0.0009012i,-0.0020236+0.0023612i,-0.00089094+0.0022349i,0.0016423+0.00095706i,0.0035058+7.5007e-05i,0.0029962-0.0006461i,0.0013951-0.001112i,0.00070171-0.0015338i,0.0003549-0.0017879i,1.685e-05-0.00073713i,0.00018969+0.00020355i,-0.00042062+6.4796e-05i,-0.00023893-0.00019328i,0.00056522+0.0002277i,0.00063424+0.00024915i,0.00043058-1.2925e-05i,0.00039813+4.9854e-05i,0.00080447-0.00057739i,0.0012326-0.0010301i,0.0010887-0.00080032i,0.00036893-0.00076913i,-0.00031604-0.00070482i,0.0004002-0.00017053i
0.0010624+0.00073235i,0.0024393+0.0014431i,0.0019138+0.0015974i,0.0007882+0.0018225i,0.00075406+0.0031189i,0.0001356+0.0035381i,-0.00020177+0.0021431i,0.0006661+0.00071142i,0.0012921+0.0005199i,0.00050397+0.00068259i,-0.00043028+0.0002046i,3.0168e-05-0.00038574i,8.6225e-05-0.00013801i,0.00019273+0.00040763i,0.00065705+0.00022726i,0.00074588-4.8639e-05i,0.00079112-0.00019438i,0.00044728-0.00023172i,0.00050444-0.00017253i,0.00037278-0.00011205i,0.00080336-0.00052847i,0.0014626-0.00039595i,0.00068265+0.00018356i
-0.0039177-0.00088468i,-0.0034161-0.000565i,-0.0032241-0.00044067i,-0.0019491+0.00055072i,-6.6756e-05+0.00069507i,-0.00077113-2.1617e-05i,-0.0018638+0.00026939i,-0.0008019+0.0004958i,-0.00054013+4.3934e-05i,-0.00032071+8.9392e-05i,0.00059669+0.00072516i,0.00046834+0.00066642i,-0.00057265-0.00026927i,-0.00072726-0.00038571i,-0.00015539+7.5135e-05i,-0.00070287-0.00026714i,-0.00033278-0.0010335i,0.0005401-0.001039i,0.00030159-0.00089165i,0.00016598-0.00065571i,0.00040391+0.00063977i,0.00057283+0.00076867i,0.0010427-0.00071739i
0.0019231+0.00016775i,0.00077788+0.00067315i,-4.9196e-05+0.00072744i,-0.00022875-5.2445e-05i,1.0827e-05-0.0013523i,0.00056264-0.0021625i,0.00074097-0.0021943i,0.0001678-0.0020259i,-0.00054904-0.00083715i,-0.0012214+5.3432e-05i,-0.001339+0.00056707i,-0.00078009+0.00060399i,-0.00053153-0.00013267i,-0.00077016+4.8329e-05i,-0.0006295+0.0002109i,-2.5826e-05+9.3132e-05i,-0.00026191+8.2352e-05i,-0.00055186-0.0003266i,-0.00045846-0.00078425i,-8.5814e-05-0.00055984i,0.00048904-0.00043944i,0.00019927-0.00018335i,-0.00044417+0.0004075i
0.0017561+0.0018301i,0.0015565+0.00098848i,0.00060762+0.00051759i,0.00095697+0.00070141i,0.0003226+0.00071711i,0.00012166+0.0001916i,0.00055531+8.4877e-06i,-2.2468e-05-0.00018257i,0.00031976-0.00066809i,0.00099248-0.0007746i,0.00035765-0.00043369i,-0.0004726-0.00020319i,-0.00059399+0.0004779i,-0.00034109+0.00044848i,0.00014428+0.00025596i,0.00062446-0.00018715i,0.00075542-0.00076217i,0.00022675-0.00089914i,4.0844e-05-0.00026999i,0.00040942+0.0001114i,0.00082089+0.00015226i,0.0014412+0.00037595i,0.0014282+3.5562e-05i
8.1813e-05-0.0012451i,0.00074539-0.00086193i,0.00076435-0.00092843i,0.0006398-0.00085004i,-0.00026209-0.00048775i,-0.0013356-0.00013548i,-0.0014782+0.00038202i,-0.0011198+0.00070687i,-0.00043487+0.0010053i,4.1361e-06+0.0016683i,-0.0004527+0.001649i,-0.00059292+0.001096i,-0.00046621+0.0007497i,-6.6327e-05+9.9854e-05i,0.00087338+7.0158e-05i,0.0011514-7.133e-05i,0.00028701+0.00024304i,-0.00036357+0.00018782i,0.00012693-7.9576e-05i,0.00057808+6.2172e-05i,0.00039224+8.5683e-05i,0.00016933+0.00028868i,-0.00044418+0.00071289i
0.00031009+0.0015537i,0.00060075+0.00093153i,0.0008414+0.001278i,0.0010775+0.00071566i,0.00086645-0.00050268i,0.00031005-0.0018001i,-8.3501e-06-0.0016742i,-0.00052161-0.0010689i,-0.00051902-0.00054858i,-0.001078+0.00030061i,-0.0014703+0.00023507i,-0.00092028-0.00066955i,-0.00041904-0.00087939i,-8.2862e-05+6.5273e-05i,0.00016051+0.00082174i,-6.4936e-05+0.00043868i,0.00012415-0.00017293i,0.00072637-0.00055873i,0.0005208-0.00086073i,-0.00010492-0.00091007i,-0.00072247-0.0010829i,-0.00045809-0.0014409i,7.9178e-05-0.00065162i
