-0.00021779-0.0005998i,-9.8788e-05-0.0012811i,-0.0012628-0.00097194i,-0.0015051-0.00011614i,-0.0013324+0.00075164i,-0.00040506+0.0014372i,0.00012384+0.001111i,-0.00044936-0.00019918i,-0.00037727-0.0016732i,0.00010432-0.0012782i,0.00050098-0.0011644i,0.00086271-0.0018765i,0.00027115-0.0012778i,-0.00043592-6.17e-05i,-0.00056846+0.0008606i,-0.00070176+0.0008273i,-0.00031507+0.00096799i,0.00032853+0.00071749i,0.00086504-0.0001221i,0.000455-0.00052309i,-1.13e-06-0.00035515i,0.0003975-0.00010792i,0.0011051+0.00046848i
-0.00030341-0.00071326i,-0.0004002-0.0010042i,-0.00020088-0.0011893i,-5.1321e-05-0.00015963i,-0.00046542+0.00037714i,-0.00076101-0.00081103i,5.737e-05-0.0023015i,0.00084835-0.0026728i,-0.00037023-0.0022437i,-0.0012845-0.00061011i,-0.00029844+0.00058269i,0.00044518-0.00069217i,-6.3883e-05-0.0011732i,-0.00086786-0.00044523i,-0.00090426-0.00030928i,-0.0008544-0.00016514i,-0.00085081-0.00054748i,-0.00059803-0.0013592i,-6.2191e-05-0.00089211i,-0.00027733-0.00021573i,3.3293e-05+0.00014552i,0.00067196+0.00032845i,-0.00051237+0.00021177i
-0.00013166+0.0023661i,-0.00028275+0.0016698i,-0.00036698+0.00075911i,-6.7277e-05+0.00035636i,0.00077198-0.00041267i,0.00057886-0.0010364i,-0.00026158-0.00065601i,-0.00066718-0.0006433i,-0.00036346-0.0015944i,-0.00025958-0.0016041i,-3.2108e-05-0.00098145i,0.00013997-0.00024432i,-0.00077614+0.00021198i,-0.00090594+0.00013554i,-0.00020688+0.00075654i,-0.00011412+0.0019234i,-0.00031004+0.0010735i,-0.00029634-0.00010745i,3.2107e-05+0.000161i,0.00017463+0.00045631i,4.8722e-05+0.00064015i,-0.00044396+0.00071784i,0.0002484+0.00091825i
0.0006009-0.00024584i,-0.00017813-7.3824e-05i,6.7826e-06-0.00013478i,-0.00018339-8.9361e-05i,-0.00069758+0.00033197i,-0.00060587+0.0011924i,-0.0010515+0.00073946i,-0.0015009-0.0010713i,-0.00070608-0.001612i,0.00073818-0.00072751i,0.0010619+1.5101e-05i,0.0006842-0.00026343i,0.00057781-0.0005384i,2.3823e-05-0.00020885i,-0.00019162-6.9895e-05i,9.5879e-05-0.00022306i,-0.00017374-0.00055594i,-0.00075759-0.00032204i,-0.0012416+5.1461e-05i,-0.00076308+0.0007176i,-6.586e-05+0.00065693i,0.00048756-1.9043e-05i,0.0005084-0.00010461i
-0.00094131+0.00080598i,-0.0012495+0.00064661i,0.00042975+0.0003975i,0.000889-0.00064858i,0.00040216-0.001629i,-0.00014476-0.0013862i,-0.00074872-0.00064422i,-0.00070235-0.00061157i,-3.4752e-05-0.00099809i,0.00056786-0.00074186i,0.00034484-0.00035611i,-5.2912e-05+1.953e-06i,-8.9297e-05-0.00026266i,0.00034212-0.00023863i,0.0010133-2.7528e-05i,0.0004215+0.0003209i,-0.00052479+0.00086726i,-0.00064935+0.00072809i,-0.00094474+0.00033492i,-0.0008314+9.2014e-05i,-0.00034794+8.9332e-05i,0.00039811+0.00020439i,0.00068556+0.00020415i
-0.00049601-0.00059844i,-0.00098564-0.00080924i,-0.0016187+6.6991e-05i,-0.001203+0.00092176i,3.4615e-05+0.0013808i,0.00043296+0.0014064i,0.00062464-0.00029158i,6.3441e-05-0.0022249i,-0.00028315-0.0022341i,0.00016776-0.0010167i,9.7786e-05-0.00083948i,-0.00022094-0.00097779i,-7.1617e-05-0.00050179i,-0.0003304-7.1147e-05i,-0.00056176+0.00037861i,-8.7145e-05+0.0006492i,0.00031613+0.00085608i,7.4816e-05+0.00050576i,-7.5065e-05-0.00045154i,0.00021709-0.0003151i,0.00020915-0.00013495i,0.00026185-0.00015055i,-0.00025819-0.0002731i
0.0011349-0.0002i,-0.00014222-0.00011933i,-0.0010758-0.0009689i,-0.00019886-0.00163i,0.00061322-0.00073439i,0.00057183+0.00058929i,0.00055925+0.00029541i,0.00035259-0.0007124i,0.00039364-0.0011256i,-6.4981e-07-0.0001201i,-0.00046167+0.00052717i,0.00016373-0.00032023i,0.001069-0.001168i,0.0010627-0.0010358i,0.00053552-0.0006832i,0.00039059-8.6606e-06i,0.00067847+0.00036029i,-0.00018043+1.092e-05i,-0.0004234-0.00029032i,0.00025264-0.00010305i,0.00081578-6.276e-05i,0.00064777-0.00019238i,-0.00026653-0.00037028i
-3.2267e-05-8.2365e-05i,1.0675e-05+0.00017242i,-0.00066572+0.00010281i,-0.00099726+0.00012459i,-0.00092563+0.00088334i,-0.00017364+0.0006503i,0.00038135-0.00047165i,3.3534e-05-0.0012387i,-0.00021962-0.0015993i,-0.00029606-0.0014035i,-0.00031555-0.00073054i,0.00011188+0.00014922i,0.00043929+0.00032199i,-0.00017087+0.00014476i,-0.00018917+0.00039886i,0.00054553+0.00011485i,0.00077268-0.00044948i,0.00078324-0.00069599i,0.00016554-0.00018242i,2.6595e-05+0.00037828i,0.00043882+0.00016293i,-0.00033494-0.00036004i,-0.00035359-0.00016847i
-0.00084389-0.00034524i,-0.0013482+0.00032109i,-0.0013529+0.00090108i,-0.00061862-0.00011343i,0.00013782-0.00035546i,0.00042946-0.00071229i,0.00017249-0.0015228i,-0.00039527-0.0018783i,-0.00061222-0.0013733i,-0.00055478-0.00033026i,-2.3834e-05-4.731e-05i,-9.8029e-05-0.00021091i,2.6804e-06-0.00036894i,0.00035447-0.00057116i,2.0711e-05-0.0011004i,-0.00031142-0.0011937i,0.00016908+0.00039907i,-9.5344e-05+0.00091526i,-0.00094309-0.00049034i,-0.00094374-0.00052271i,-0.0004994-0.00011159i,-0.00055782+4.2394e-05i,-0.0007422-0.0002513i
0.00087755+1.7669e-05i,0.0014022-0.0010609i,0.0014479-0.0011358i,0.00051486-0.00060788i,-0.0005637-0.00032885i,-0.00059923+0.00039686i,-0.00039991-9.8411e-05i,0.00032196-0.00089436i,0.001091-0.0010843i,0.0012589-0.00036781i,0.00070377-9.4772e-05i,4.908e-06+0.0004326i,-4.7555e-05+0.0010246i,0.00031734+0.00092875i,0.00084692+0.0012684i,0.00023189+0.0010161i,-0.00034555+0.00051938i,-0.00066789-0.00026002i,-0.001111-0.0006115i,-0.0012958-0.00041539i,-0.0013076-0.00020876i,-0.00081276+0.0004672i,-0.00018925+0.00093873i
-7.196e-07+0.00052171i,-0.00035757+0.00027075i,-0.00063166+0.00033987i,0.0001109-0.00014556i,0.00060195-0.00029305i,-8.7589e-06-0.00019413i,0.00022671-0.00079974i,0.00073966-0.0013089i,0.00020284-0.0012422i,2.067e-05-0.0011213i,0.00051833-0.00027646i,0.00063811+0.00080604i,-0.00032137+0.00028153i,-0.00012473-0.0014134i,0.00039045-0.0012588i,-0.00019669+3.8301e-05i,-0.00018025-0.00026581i,0.00046947-0.00070461i,0.00057707-0.00032414i,2.2447e-06-0.00046497i,-0.00068025-0.00096771i,-0.00021505-0.00059862i,3.1837e-07-3.7144e-05i
0.0019068-0.0003907i,0.0018165-0.00054321i,0.00086274-0.00018307i,0.0002157-0.00067368i,0.00020655-0.0012351i,-0.00046493-0.00081601i,-0.00138-0.00055758i,-0.00082372-0.0004591i,-6.2443e-05-0.00062537i,0.00034603-0.00028956i,0.00012137+0.00014445i,-0.00011241+0.00018838i,-0.00023667+0.00028262i,-0.00052619+0.00020304i,-0.00046957+0.00024036i,-0.00040694+0.00013464i,5.6021e-05+0.00034187i,0.00035232+0.00084748i,-0.00021005+0.00032365i,2.2274e-05-0.00037968i,0.00021782-0.00022054i,0.00024714+0.0011309i,0.00040732+0.0022494i
-0.0007039+0.00047263i,-0.0012806+0.00083545i,-0.00076405+0.00018776i,-0.000777-0.00019754i,-0.00064699+0.00039642i,-0.00043007+0.0011115i,0.0002919+0.00034521i,0.00036227-0.00062481i,-0.00053525-0.0011776i,-0.00071576-0.0014428i,-0.00019141-0.0012698i,0.00099004-0.0013054i,0.0010572-0.00020165i,-0.00030836+0.00079841i,-0.00047245+0.0006217i,0.00015491+0.00044657i,0.00098141-9.4353e-05i,0.00074807+0.0001434i,-0.00047577+0.00075628i,-0.00067383+0.00064057i,-0.00041371+0.00050973i,-0.00042115+0.00053794i,-0.00069669+9.1123e-05i
-0.00084702-0.0010081i,-0.0017563-0.00054274i,-0.0015695+0.00042995i,-0.0012203+0.0005672i,-0.00060345+0.00077782i,-0.00035809+0.00035849i,-0.00081913-0.00088545i,-0.0005332-0.0016988i,0.00023437-0.0010275i,0.00050502-0.00091015i,0.00041345-0.0010785i,0.00022632-0.0013546i,-5.5004e-05-0.00099442i,-0.0002639-0.00036215i,2.5375e-06+0.00069262i,-8.2127e-05+0.0005969i,-0.00029962-0.00016152i,-0.00075797+7.2603e-05i,-0.00056363-0.00033294i,0.00064393+7.4913e-05i,0.00045977+0.0010435i,-0.00016248+0.00040651i,0.00036813-0.00088945i
-0.00047879+0.00036899i,-0.00047704+0.00022354i,-0.00020458-0.00094602i,-0.00068615-0.00096611i,-0.0011458-0.00015965i,-0.0007899+0.00048583i,-0.00093422-6.4525e-05i,-0.00053958-0.0015241i,0.00028396-0.0016164i,0.00050499-0.00042067i,0.00069325-0.00019595i,0.00012742-0.00041032i,-0.0011346+1.7203e-05i,-0.0015671-0.00011343i,-0.00060863-0.00054116i,0.0001087-0.00037234i,-0.00044145+0.00016632i,-0.00058856-3.7836e-05i,-9.01e-05-0.00053142i,-0.00050324-4.4682e-05i,-0.00053664+0.00019953i,-0.0003365+0.00039625i,-0.00064162+0.00015487i
0.00095703+0.0015668i,0.00027317+0.00073566i,0.0012352-0.00036275i,0.0013278-0.00057252i,-6.8531e-06-0.001091i,-0.00059246-0.00095355i,-0.00043743-0.00022698i,-0.00028338-0.00050202i,-0.00038257-0.00084508i,-6.225e-05-0.0011069i,7.1596e-05-0.0013471i,-0.00040072-0.001042i,-0.00068283+0.00039392i,-0.00073745+0.00079707i,0.0002829+0.00019871i,0.0012542+0.00015473i,0.00098347-0.00017483i,0.0010649-0.00066114i,0.00079382-0.00068136i,0.00024614+0.00043381i,2.1895e-05+0.00077412i,-0.0003325+0.00025054i,-0.00073236+0.00067554i
0.000278-9.7591e-05i,0.00024039-0.00015535i,-0.00066821+0.00055805i,-0.0012432-3.0115e-05i,-0.001199-0.00054685i,-0.0005483-0.00050764i,0.0002394+3.0571e-05i,0.00054545+0.00019255i,0.00043534+0.00014222i,5.1712e-05-0.0004645i,-0.00022683-0.0011346i,-0.0006916-0.0014397i,-0.00098689-0.0010502i,-0.00090329+8.5845e-05i,-0.00070449+0.00098284i,-0.0011776+0.00030899i,-0.00068772-0.00046142i,-0.00014714-0.00050411i,-0.00060257-0.00033857i,-0.00024349+0.00017173i,0.00017846+0.00052819i,0.00014104+0.00022305i,-6.5801e-05+0.00024078i
-0.001217-0.00057162i,-0.0010956-0.00071786i,-0.0014278-0.00095449i,-0.0010835-0.00055278i,0.00030297+0.00028785i,0.00066158-7.4244e-05i,0.00013893-0.00085426i,-0.00045489-0.00090124i,-0.00060588-0.00072665i,0.00028382-2.3145e-06i,0.0011803-1.3142e-05i,0.00027365-0.0014285i,-0.00042383-0.0018606i,-6.0503e-06-0.00066654i,-0.0002191+0.00037543i,-0.00071562+0.00089809i,-0.0013307+0.00062583i,-0.0011997+0.0001628i,-0.00029619-0.00011331i,9.8003e-05-3.5261e-05i,-0.00044233+0.0002794i,-0.00055824+0.00040957i,-0.0008449+0.00090754i
-0.00029334-3.5492e-05i,9.433e-05-0.00076587i,0.00069255-0.0010904i,0.00018225-0.00088634i,-0.00026572+2.5327e-05i,-0.00025463-0.00057182i,-0.00022115-0.0016785i,-0.00042895-0.0019151i,-0.0004525-0.0012093i,-0.00030063-0.00014655i,0.00014022+0.00013267i,0.00027539-3.7703e-05i,0.00030873-0.00037634i,1.6891e-05-0.00028335i,-0.00065207-0.00024045i,-0.00025055+0.00044725i,0.00017519+0.0012395i,4.7855e-05+0.00066718i,-0.00029682+7.6889e-05i,-0.00058029-0.0001828i,-0.0012751-0.000507i,-0.0010544-0.00011333i,-8.8287e-05+0.00037136i
0.0018003+0.0011447i,0.0018189+0.0014151i,0.00082502+0.0012399i,0.00030479+0.00060691i,0.00099543+0.00028903i,0.00029223-0.00028884i,9.1284e-06-0.00085095i,0.00015395-0.0017982i,-0.00091734-0.0022018i,-0.00058585-0.00090299i,0.0010473+0.00062207i,0.001503+0.0014109i,0.00050901+0.00079486i,0.00011557-0.00030493i,0.00063753-0.00089344i,0.0010298-0.00084913i,0.00040485-0.0001896i,-9.807e-05+0.0002817i,-0.000472+0.00034496i,-0.00055084+0.00057419i,-0.00067473+0.00077916i,-0.0004718+0.0013222i,4.7745e-05+0.00065733i
0.00054312+0.00031704i,0.00033198-0.00024795i,0.00020509-0.00024358i,-0.0001579+0.00023506i,-0.0011312-0.00038303i,-0.0011125-0.00048738i,-0.00023176+0.00046512i,-0.00031405-7.5556e-05i,-0.00097337-0.00017378i,-0.00024827+0.00028513i,0.00063254+0.00050896i,0.00044879+0.00017191i,-2.2041e-06-0.00025887i,0.00029745-0.00035165i,0.0011598-0.00026454i,0.00059683-0.0001936i,-0.00013697-0.0002544i,0.00060642+0.00019681i,0.00077193+0.0001639i,3.0407e-05-0.00018087i,-0.00055421-0.00012234i,-0.00083252-3.4359e-05i,-0.00079243-0.00025811i
-0.00061946+0.00034098i,-0.00057983+0.00018072i,-0.00074959+0.00070237i,-0.00073175+0.0012826i,-0.00083068+0.00099354i,-0.00050726+0.00033321i,-0.00023947-0.00041575i,-0.00025113-0.001001i,-0.00012422-0.00034258i,-0.00072566+0.00043029i,-0.00026469+0.00011734i,0.00056506-0.00059157i,0.00036848-0.00027054i,0.00013448+0.00071531i,-0.00043614+0.00031062i,-0.00065002-0.00063187i,-0.0001343-5.9978e-05i,-0.00046023+0.00057746i,-0.00096094+0.0003053i,-0.00038907+0.00032416i,-3.7669e-05-0.0001542i,1.2304e-05-0.0011357i,0.00018869-0.00073577i
-0.00069455-0.00010973i,-0.00097542-0.00014435i,-0.00068314-0.00055303i,-0.00049683-0.00088622i,-0.00020858-0.00082686i,0.00031006-1.7392e-05i,0.0003314+0.00049816i,-2.5275e-05-8.3773e-05i,9.4781e-05-0.0011815i,0.00020021-0.0009802i,0.00063905+0.00020206i,0.00078525+0.00061772i,-2.2549e-05+0.00061595i,-0.0007241+0.00010362i,-0.00036318+8.1345e-05i,-9.879e-05+0.00069991i,-0.00016054+0.00034402i,2.6067e-05-0.00034263i,-0.00043371-0.00028979i,-0.00081947-0.00068663i,-0.00043192-0.0012105i,0.00058904-0.00080882i,0.00078574-0.00065845i
0.0011912+7.9493e-05i,0.00084813+0.00022983i,0.00088094-0.00011789i,0.00034825-0.00093912i,4.1897e-05-0.0012402i,0.00015994-0.00098267i,-0.00033232-0.00050498i,-0.00013385-0.00059564i,8.1845e-05-0.00084993i,-0.00029547-0.00029796i,-0.0001322+0.00015698i,-2.8319e-05-0.00072798i,-6.6058e-05-0.0013024i,0.00016586-0.00037343i,-6.1197e-05+0.00048729i,-0.00045926-0.00033097i,4.0263e-05-0.00066295i,-0.00011969+9.7162e-05i,-0.00064166+0.00030254i,-0.00033015-9.4584e-05i,0.00010668-0.00016014i,0.00056172+0.00054447i,6.3718e-05+0.00036598i
-0.0010406+0.0003409i,-0.001277+0.0007076i,-0.0016917+0.0017665i,-0.0017557+0.0019847i,-0.0012628+0.001582i,-0.00075343+0.00077466i,-7.4242e-05-0.00037614i,0.00034816-0.0016483i,-0.00018695-0.0017767i,-0.00098934-0.00062091i,-0.0010872+6.3072e-05i,-0.00096965-5.6352e-05i,-0.0011224+0.00040333i,-0.0012351+0.00022213i,-0.0012064+0.00018825i,-0.0010253+0.00016024i,-0.00033397-0.00035671i,0.00044108-0.00017404i,0.00013543-0.00013727i,-0.00035415-5.7348e-05i,-0.00066456+0.00027942i,-0.00080049+0.00034707i,9.6984e-05+0.00021212i
-0.00015066+0.00046519i,-0.00054073-0.00045983i,-0.00074208-3.4899e-05i,6.1024e-07+0.00010432i,0.0010207+0.00039302i,0.00042663+5.4532e-05i,0.00019377-0.00055678i,4.6909e-05-0.00057704i,0.00037905-0.00011573i,0.00058079+8.9935e-05i,9.8642e-05-0.00043532i,-0.00031254-0.0011205i,-0.00068626-0.0010367i,-0.00087957-0.00075533i,-0.00029427-0.00049143i,0.0004121-0.00034689i,-0.00016956+0.0001615i,-0.00086584+0.00074761i,-0.00044859+0.00051747i,0.00010134+0.00021473i,-9.9052e-05-6.138e-05i,-0.0001371-0.00050098i,0.00046311-0.00045471i
0.00092897-0.0011655i,8.9518e-05-0.00042224i,-0.00041327-0.00073009i,-2.603e-05-0.0019593i,-0.00038016-0.0011602i,-0.0010201+0.00020293i,-0.00052719-0.00040268i,-0.00023201-0.0015699i,-0.00023586-0.001875i,0.0001935-0.001601i,0.00030753-9.0829e-05i,-9.2452e-05+0.0010357i,-0.00015332+2.1785e-05i,-0.00023618-0.0010883i,0.00061181-0.000824i,0.00074127+0.00012334i,-3.6333e-05+8.7559e-05i,-0.00021879-0.00031171i,9.421e-05-0.00052756i,-0.00052947-0.001047i,-0.00057936-0.0011904i,-0.00029961-0.00080619i,4.1417e-05-0.00062979i
0.0012537-0.0010256i,0.00051024-0.00086305i,0.00031793-0.00037276i,0.00063732-0.00014226i,0.00022804+0.00044764i,-0.00038773-0.00036634i,-0.00043085-0.0018796i,-0.00096326-0.0014219i,-0.0010214-0.00012424i,-9.3267e-05+0.00079694i,0.00048995+0.001047i,0.00019846+0.0010628i,5.1433e-05+0.0013318i,0.00059577+0.00061051i,0.00065164-0.00032039i,0.0001738-0.00021461i,0.00029035+0.00047047i,-0.00012935+0.00079391i,-0.00063408+0.000181i,-0.00046937-0.00041945i,-0.00033993-0.00018865i,-0.00048754-0.00020071i,-0.00023495+0.00020151i
-0.0014598+0.00066492i,-0.0016915+0.0014074i,-0.0011446+0.002321i,2.3527e-05+0.0021447i,0.0012996+0.00077538i,0.0012594-0.00043756i,0.00058483-0.00072168i,-0.00014748-0.0006419i,-0.00011456-0.00050674i,0.00052469-2.9555e-06i,0.00019401-0.00030057i,0.00026176-0.00064296i,0.00018903-0.00031877i,-0.00032137-0.00022206i,0.00035139-6.8121e-05i,0.00045323+0.00030725i,-0.00021702+0.00066977i,-0.00066148+0.00089637i,-0.00072699+0.00054568i,-0.00056328+0.00040611i,-0.00031181+8.8768e-05i,5.1125e-05+0.00052849i,-5.2317e-05+0.00079343i
0.0010277+8.2239e-05i,0.00024476+0.00067967i,-0.00067283+0.00067812i,-0.00063368+0.0010088i,-0.00050471+0.00085283i,0.00029698+0.0010526i,0.00095349+0.00071617i,0.00031277-0.0013803i,-4.9283e-07-0.0026924i,0.00063017-0.0015509i,0.00033912-0.00052686i,-0.0002025-0.00019533i,-0.00061792+0.00035528i,-0.0006093+0.00062669i,-0.00067764+0.00028807i,-0.00070586+0.00023709i,-0.00028854+0.00068105i,-0.00048847+0.00070557i,-0.00055119+0.00021149i,0.00043356+2.0883e-05i,-0.00018619+9.8858e-05i,-0.00042306-0.00026973i,0.00022737-0.00035642i
0.00017437+0.00020797i,-0.00023661+1.7374e-05i,0.00011682-0.00094507i,-0.00017013-0.0012i,-0.0009468-0.00066039i,-0.0005481-0.0014034i,0.00045639-0.0022262i,0.00016832-0.002071i,0.00053416-0.0012688i,0.0010484-0.00079165i,0.00044292-0.00072727i,0.00034648-0.00066376i,-0.00022844-0.00021499i,-0.00027635-0.0004466i,0.00018112-0.00022896i,0.00043112+0.0011142i,0.00053694+0.0014571i,0.00018138+0.00012153i,-0.00023716+6.7921e-05i,-0.00061007+0.0007254i,-0.00061493+9.252e-05i,-0.00056117-0.0001024i,-0.00042423+0.00029616i
-0.00055198-0.00016044i,0.00077659-0.00064312i,-8.4299e-05-0.00048491i,-0.00082166+0.00031118i,-0.00029366+0.0006896i,0.00016241+0.00081989i,-0.00011248+0.00034159i,0.00030252-0.00096214i,-0.00016842-0.001127i,-0.00091591-0.00013658i,-0.00050704+0.00077248i,-0.00038614+0.00069536i,-0.00039406-0.00011238i,-0.00065887-0.00077984i,-0.00080467-0.00071459i,-0.00075909-0.00059551i,-0.00013341-0.00030097i,4.1197e-05+0.00026377i,-0.00042781+0.00040134i,-0.00028119-0.00017419i,0.00068629-0.00046877i,0.000501+0.00015404i,9.1595e-05+0.00050956i
0.0016899+0.0013487i,0.00063938+0.0017214i,0.00023772+0.00081961i,0.00070635+4.6735e-05i,0.00063413-5.2843e-05i,-0.0002658-0.00063793i,-0.00064849-0.00089443i,0.00018172-0.00097256i,0.00086093-0.00098498i,0.00036713-0.0010373i,0.00013786-0.00094723i,0.00049446-0.00050488i,0.00028332-0.00029546i,-0.0002394-2.1663e-05i,0.00014213+0.00045977i,0.00024088+0.00024056i,0.0007688-0.00019491i,0.00071493-0.00022742i,-1.2263e-05-0.0002591i,-5.7733e-06-6.5324e-05i,-0.00019202-0.00060647i,-0.0001956-0.00068922i,0.0003042+0.00010818i
0.00053577-0.00073576i,0.0003095-0.0004304i,-0.00033161+0.00038714i,-0.00027438+0.00087162i,-0.00037173-6.969e-05i,-0.00023519-0.00057765i,-0.00034282-0.00068985i,-0.0004721-0.0008116i,-0.00024176-0.00089239i,-0.00017799-0.00071678i,-0.00013008-0.0003551i,2.1057e-06-0.00023535i,0.00018948-0.00017181i,7.3447e-05-0.00059559i,-5.1822e-05-0.00018701i,-2.5731e-05+0.00065766i,0.0001271+0.0010138i,-9.9736e-05+0.00053388i,-0.00050185-0.00024041i,-0.00074913-0.00023798i,-0.001279+0.00013971i,-0.0010742+0.00051329i,-0.00039067+0.00090337i
0.00051375-0.00097953i,0.00016731-0.00061076i,-0.0003761-0.001427i,-0.0010652-0.00091439i,-0.0012987-0.00047043i,-0.00088787-0.00033969i,8.6814e-05-0.00098275i,0.00014629-0.0021032i,-0.00040397-0.0017308i,-0.00052147-0.00034605i,5.5206e-05+0.00052761i,0.0006508+0.00083826i,2.3131e-05+0.0002718i,-0.00030496+8.5236e-05i,-0.00019331+0.00041648i,9.7509e-05+0.00067915i,0.0002843+1.3074e-05i,0.00046042-3.1841e-05i,0.0004014+0.00046692i,0.00020857-0.00022761i,-3.3058e-05-0.00066176i,0.00019567-0.00026377i,0.00010292+5.3351e-05i
-0.00053869-1.2785e-05i,-0.00058185-0.00088426i,-0.00077207-0.00062198i,-0.00091394+0.00056833i,-0.00035772+0.00050105i,0.00011565-0.00067338i,0.00018607-0.0012858i,-6.4056e-07-0.0018032i,-0.00096167-0.001835i,-0.0010102-0.0011925i,-0.00015839-0.00065602i,0.00013269+0.00028689i,-0.00052272+0.00045793i,-0.00062296+0.00085661i,-0.00027366+0.0011819i,-0.00033408+4.8671e-05i,-0.00015199-0.0001677i,0.00022435+7.4189e-05i,-0.00024796-6.8628e-05i,-0.00074062-0.00014719i,-0.00031814-0.00014734i,-0.00042477-0.00043531i,-0.00055103-0.00026763i
0.00014348+0.00085575i,0.00070918+0.00080449i,0.0021718+0.00051646i,0.0020262-0.00071235i,0.00095196-0.0017418i,-0.00028788-0.0018073i,-0.0004889-0.0014847i,-0.00035836-0.00088912i,-2.386e-05-0.00040299i,0.00071963-0.00026964i,0.0011099-8.0429e-05i,0.00026696+0.00027114i,-0.00086154+0.0004195i,-0.0011062+0.00011231i,-0.0007324-0.00011507i,-0.00062808-3.6492e-05i,0.00035045+0.00010265i,0.0010229+0.0004011i,5.3224e-05+0.00090515i,-0.00011555+0.0010351i,0.00044221+0.00018385i,0.00034705-0.00019561i,0.00028852+0.00020597i
0.00067343-0.0020002i,-0.00037107-0.00051071i,-0.00169+0.00079723i,-0.00092623+0.0009173i,0.00034887+0.00070475i,0.00067411+0.00032866i,0.0010352-0.00072681i,0.00092673-0.0017556i,-0.00013118-0.0020217i,-3.75e-05-0.0012433i,0.00013692-0.00018284i,-2.2159e-05+0.00042265i,-4.1704e-05+0.00046132i,0.0003253+0.00027271i,0.00061453+0.00025618i,0.00046136+0.00015499i,3.5138e-05-4.7555e-05i,-0.00077421+0.00059395i,-0.0008429+0.0014604i,-0.00082817+0.001206i,-0.0010025-6.6865e-05i,-0.00023204+0.00015728i,0.00032933+0.00078795i
-0.0014575+0.00072726i,-0.001296-0.00040066i,-0.00078649-0.0004129i,-0.00047823+0.00083797i,0.00052688+0.001199i,0.0011481+0.00025698i,0.00057174+0.00028163i,-0.00074582+4.47e-05i,-0.0014285-0.00077145i,-0.0010721-0.00063064i,-0.00044507-0.00053244i,-0.00051208-0.00051684i,-0.00036631-0.00034894i,0.00050363+1.1862e-05i,0.00076211+0.00045912i,0.0010531-7.3241e-05i,0.00082715-0.00060599i,0.00016941+0.00028501i,-0.00038579+0.0013181i,-7.4783e-07+0.00028483i,3.6374e-05+0.00016399i,-0.00052456+0.00071412i,-0.00048623+5.383e-06i
0.00096517-0.00029436i,0.00044835-0.00073355i,0.00038542-0.00016653i,0.00015965+0.00028575i,0.00012076-6.1376e-05i,-5.1076e-06+0.00020481i,-1.599e-05+0.00051213i,0.00013461-0.00062647i,-0.00035154-0.0011475i,-0.00039697-0.0006958i,0.00062767-0.0005155i,0.0011192+0.00046645i,-1.2243e-07+0.00047158i,-0.0006457-0.00014015i,-0.0003989+0.00023436i,-0.00034685-0.00017235i,-0.00051787-0.00017997i,-0.00011553+0.00020456i,8.824e-05+2.6127e-05i,-0.00092171+0.00047294i,-0.0011777+0.00058038i,-0.00034665-0.00023545i,-9.2236e-05-0.00037793i
0.00044494-0.0017176i,-0.00010623-0.00094738i,-0.00098834-0.00065141i,-0.0002427-0.00043816i,0.00025251+0.0015078i,0.00025364+0.0013264i,0.00018103-0.0012555i,-0.00022993-0.0019741i,-0.00048166-0.0014682i,-0.0012441-0.0012747i,-0.00093154-0.00077908i,-0.00034792-0.00023097i,-0.0007274-0.00029669i,-0.00078988-0.00027798i,-0.00065336+0.00023421i,-0.00079642+0.00020812i,-0.00097079+0.00024148i,-0.00083642+0.00039647i,0.00044257+0.00054229i,0.00095076+0.00080948i,0.00029004+0.00086996i,-0.00031142+0.00052913i,-0.00031426+4.7048e-06i
0.00034937-0.0010444i,0.00067697-0.0011861i,0.00021989-0.00079603i,-0.00060405+0.0001039i,-0.00042648+2.33e-05i,0.0004935-0.00058576i,0.00073896-0.00041757i,-0.00046724-0.00056938i,-0.00079515-0.0010218i,0.00029892-0.00033863i,0.00044555+0.00070172i,0.00027259+0.00072837i,0.00040371-5.5865e-05i,4.0977e-05-0.00034622i,-0.0002594+0.00011653i,-0.00016495+0.00033292i,4.3412e-05+0.00016992i,0.00024218-9.0404e-05i,-1.4228e-05-0.0004078i,-0.00011925-0.00038923i,-0.00055272+0.00010924i,-0.00050759-0.00042194i,7.3512e-05-0.00077601i
0.0020614+0.00082015i,0.0012994+0.00054204i,7.9906e-05+7.6968e-05i,0.00014663+0.00019252i,-0.00013315+1.9295e-05i,-0.00030906-0.00061315i,0.00011555-0.00036497i,0.00073535-0.00098384i,0.0011405-0.0023209i,0.00032641-0.0012358i,-0.00013805+0.00063956i,-0.00012421+0.00061368i,8.6359e-05+9.9107e-05i,4.1743e-05-0.00086237i,0.00020488-0.00051593i,0.00045031+0.00036081i,-2.3603e-05+0.00031782i,-0.00050327+0.00061592i,-0.00040913+0.00063964i,-0.00053563-1.1801e-05i,-0.00047287-0.00014871i,-1.1228e-07-0.00021292i,5.8882e-05-0.00011871i
