-0.00021779-0.0005998i,-9.8788e-05-0.0012811i,-0.0012628-0.00097194i,-0.0015051-0.00011614i,-0.0013324+0.00075164i,-0.00040506+0.0014372i,0.00012384+0.001111i,-0.00044936-0.00019918i,-0.00037727-0.0016732i,0.00010432-0.0012782i,0.00050098-0.0011644i,0.00086271-0.0018765i,0.00027115-0.0012778i,-0.00043592-6.17e-05i,-0.00056846+0.0008606i,-0.00070176+0.0008273i,-0.00031507+0.00096799i,0.00032853+0.00071749i,0.00086504-0.0001221i,0.000455-0.00052309i,-1.13e-06-0.00035515i,0.0003975-0.00010792i,0.0011051+0.00046848i
-1.4721e-05-0.0004866i,-9.9693e-05-0.0021175i,0.00018172-0.0022299i,0.0009648-0.0010502i,0.0015851-0.00064757i,0.00070767-0.0013043i,-0.00034772-0.0017598i,-0.00016301-0.0018951i,0.00027552-0.0013407i,0.00035242-0.00096661i,0.00090821-0.0011055i,0.00053649-0.00082249i,-0.00020742+0.000222i,-4.6821e-05+0.00019143i,0.000795-0.00068141i,0.00098058-4.1879e-05i,0.00062105+0.0003255i,0.00077149-0.00012155i,0.00060484+0.00030888i,5.3598e-05+0.00099965i,3.4765e-05+0.0011105i,-0.00018354+0.00099072i,-0.00034267+0.00036351i
0.00030481+0.0011362i,0.00073545+0.0008094i,0.001075+0.0013996i,0.00104+0.0014208i,0.0008051+0.00061332i,0.00037152-0.00040745i,0.00012136-0.0012398i,-0.00028165-0.0018629i,-5.7955e-05-0.00096384i,0.00052863+0.00028011i,0.00090998+0.00014401i,0.00040951-0.00017073i,-0.00077719+0.00085771i,-0.00096002+0.00096613i,-0.00083132+0.00022809i,-0.00037713+2.5403e-05i,0.00019872-0.00033394i,1.9782e-05+5.2581e-05i,-0.00016748+0.00055311i,-0.00020988+0.00012384i,-0.00062178+1.1861e-05i,-0.0010634+0.00023438i,-0.00093071+0.00056676i
-0.00032845+0.00019356i,-0.00043812+0.00041369i,-0.00076054+0.00084156i,-0.00064792+0.00080692i,4.0502e-05+0.00073506i,0.00014767+0.00071491i,2.37e-05-0.00090468i,0.0003783-0.0020431i,-6.5789e-05-0.0013451i,-0.00075532-0.00071186i,0.00010048-0.00081538i,0.00059571-0.00054081i,-5.9221e-05-0.00038439i,-0.00048024+0.000398i,-0.00085811-0.00014402i,-0.00020597-0.00047147i,0.00016437+0.00029928i,-8.9488e-05+0.00018783i,0.00048769+5.8311e-05i,0.00081614-0.00041404i,8.2378e-05-0.00023181i,-0.00044239+0.00036893i,-5.9754e-05+0.00075146i
0.00048845-0.0010883i,-0.0015273-0.0018682i,-0.0017334-0.0015377i,-0.00066153-0.00090823i,-0.00014938-0.00055465i,-0.00023038-0.00043538i,0.00021014+0.00025711i,-0.00011665+0.00019945i,-0.00076473-0.00076233i,-0.00056193-0.00086228i,0.00056834-0.00012207i,0.00092511+0.00052494i,0.0002701+0.00044748i,0.00022554+0.00021553i,0.00072424+7.8796e-05i,0.00048846+0.00013182i,0.00010533+0.00037728i,-0.00043263+0.00014273i,-0.00058628+0.00029376i,-0.00028378+0.00061443i,-0.00047209+4.6591e-05i,-0.00051807-0.00054544i,-0.00010485-0.00069658i
0.00064603+0.00057489i,0.00097008+4.5456e-05i,0.00012029+0.00028221i,0.00024387+0.0008797i,0.0011771+0.0011075i,0.0012246+0.00084775i,0.00041272-2.3489e-06i,0.00016042-0.00097379i,-0.00011881-0.0012804i,4.8519e-05-0.00058948i,-0.00010793-9.1666e-05i,-0.00071925-0.00010213i,-0.00029+0.00051314i,-0.0003834+0.0010943i,-8.0914e-05+0.00069847i,-0.00027653+0.0011467i,-0.00057947+0.0011674i,3.7825e-05+0.00010063i,-0.00024919-0.00015525i,-0.00076677+0.00015122i,-0.00013401+0.00045874i,0.0011384+0.00015794i,0.00081565+0.00017558i
-0.00080996+0.00061414i,-0.0016044+0.0013169i,-0.00086402+0.0014855i,-6.3379e-05+0.0013537i,0.00047024+0.00037095i,0.00055203-0.00074868i,0.00031185-0.00083086i,0.00021695-0.0006247i,0.00035471-0.00049952i,0.00044923+0.0003745i,0.00085389+0.000663i,0.0011011+0.00063599i,0.0004551+0.00064961i,-5.8369e-05+0.0003392i,0.00047692+8.7364e-05i,0.0014005+0.00020725i,0.001248+0.00039381i,0.00051496-0.00013215i,-0.00060332-0.00086795i,-0.0010262-0.0011245i,-0.0010728-0.0007306i,-0.0010326+0.00014572i,-0.00047952+0.00027284i
0.0004484+0.00028195i,-0.00011157+0.00015156i,-0.00076482+0.00029309i,-0.00017464-0.00010196i,0.0003316-0.00046i,-3.7651e-05+3.623e-05i,-0.00012863-0.00029486i,-0.0010938-0.00098566i,-0.001142-0.0011586i,-0.00016966-0.00026807i,-0.00033562+7.9231e-05i,-0.00028793-0.00080283i,-0.00050077-0.00085832i,-0.00039924-0.00025718i,-0.00050733+2.1158e-05i,-0.00036115+6.6844e-06i,0.00018831-0.00045058i,-8.2378e-05-0.00063858i,-0.00022807-0.00031232i,-0.00043114-0.00040222i,-0.00081386-0.00040769i,-0.00026223-1.1259e-05i,3.0504e-05+1.6274e-05i
-0.00075046-0.0015303i,-0.0002719-0.001536i,-0.00045636-0.0011163i,-0.00095642+0.00014794i,-0.00064117+0.00055174i,0.00040867-0.00021947i,5.2558e-05-0.00083579i,-0.00073684-0.0013538i,-0.00078752-0.0011261i,-0.00063016-0.00040504i,-0.00046372+0.00037694i,-0.00053369+0.0010718i,-0.00050161+0.00090807i,-0.0005025+0.00064511i,-0.00018995+0.00089133i,-0.00014188+0.00074055i,-0.00014435-1.3949e-05i,0.00012298-0.0002578i,0.00032255-0.00023201i,0.00065279-0.00031334i,0.00092075+0.00058328i,0.00031903+0.00096831i,-0.00043405+0.00014801i
0.0012749-0.001264i,0.001052-0.00090325i,0.00036517-0.0014657i,-0.0001572-0.0013705i,-0.00042368-0.00040637i,-0.00081434-9.4921e-05i,-0.00072257-0.00027903i,-0.00085055-0.00071736i,-0.0013015-0.0011414i,-0.0015536-0.0010365i,-0.00024395-0.00034671i,0.00055131+0.00059253i,-1.0998e-06+0.00056519i,-0.00024676+0.00084932i,9.9361e-05+0.00093318i,6.0438e-05+0.0006931i,-0.00033202+0.0011534i,-0.00042444+0.00066845i,-0.00031518-0.00015626i,0.00081337-0.00027954i,0.00048717+0.00066749i,-0.00020207+0.0011779i,0.00069274+0.00070738i
-0.00046233+0.00017121i,0.00014498+0.00031953i,0.00029844+8.162e-05i,0.00011678+0.00048519i,0.0006274+0.00011827i,0.00054331+0.00054213i,-0.00016706+0.00085334i,-0.00054613-0.0004139i,-2.8528e-05-0.0014482i,0.00027176-0.0011607i,0.00018667-0.00081199i,0.00098735-0.0008458i,0.0011346-6.4128e-05i,0.00024751+0.0010988i,0.00077597+0.00094902i,0.0013674+0.00051669i,0.00078575+0.00018914i,0.00061571-4.6672e-05i,0.00066902+0.00059312i,0.00040129+0.00049642i,0.00088135-0.00020695i,0.001395-0.00031064i,0.0011228-0.00033445i
0.00067208+5.59e-05i,-0.0002927+0.0005474i,-0.0018711+0.00036414i,-0.0025279+0.00026681i,-0.0020244+0.00030848i,-0.00089289+0.000412i,-0.00021004-0.00024455i,-0.00053027-0.0012896i,-0.0015694-0.0016144i,-0.001187-0.00017779i,-0.00035183+0.00051871i,9.2229e-05+0.00018694i,-0.00010684+0.00045672i,-0.00043834+0.00077959i,-0.00019144+0.00060702i,0.0002179+0.00039115i,0.00090303-3.1256e-05i,0.0015059-0.00031088i,0.00077962-0.00028024i,8.7939e-05+0.00041769i,0.00040923+0.0010308i,-5.2274e-06+0.00050791i,-0.00059151+0.00028562i
-0.000107-0.00011963i,-0.00039457-0.00055609i,-0.00015483-0.0002397i,0.00068347+0.00012525i,0.00058327-6.6878e-05i,0.00020574-0.0003938i,0.00026864-0.0013451i,-2.8487e-05-0.0022356i,-0.00067341-0.0022256i,-0.00034453-0.0013188i,-0.00021179-0.00028263i,-0.00012456+0.00015829i,-0.00015541+0.00010722i,-0.00063768-0.00044562i,-0.00049739-0.00043539i,-0.00028316+1.5509e-06i,-0.00028044+0.00051374i,-0.00075705+0.0010176i,-0.00075995+0.0009237i,1.9989e-05+0.00016343i,-4.2898e-05+5.0089e-05i,-0.00037796+0.00063362i,-0.00013209+0.00033232i
0.0020667-0.0013582i,0.0023129-0.0018423i,0.0012525-0.00087543i,-0.00069223-0.00010662i,-0.0018166+0.00012055i,-0.0012161+0.00048955i,-4.8995e-05+0.00032059i,0.00012181-0.00061455i,-0.00058773-0.0015i,-0.0016914-0.00070045i,-0.0012377+0.00023594i,0.00012237-0.0003679i,0.00089203-0.00023376i,0.00083475-0.00025006i,9.7143e-05-0.00038412i,-0.00037268+6.5623e-05i,-7.7904e-05-8.982e-05i,-0.00017345-0.00060163i,-0.00024358-0.00080429i,0.00031731-0.00048835i,0.00070208+4.1339e-05i,0.0010817+6.3726e-05i,0.00089817+0.00030479i
-0.00099986+0.00046602i,-0.00022532+0.00087271i,0.00033076+0.0016909i,0.00053031+0.001326i,0.00090322+0.00041954i,0.00048401-4.3695e-05i,-0.00053691-0.00056347i,-0.00088859-0.001168i,-0.0012671-0.00097892i,-0.0010515-0.00074126i,-1.6445e-05+2.2841e-05i,0.00057176+0.00022148i,0.00065942+2.2656e-05i,-4.2045e-05-0.00032141i,-0.00036878+0.00010526i,-0.00027224+8.1223e-05i,-0.00032313-0.00038604i,-8.8107e-05+0.00049821i,-0.00034569+0.00099387i,-0.00061611+0.0005955i,-0.00018723+0.00021936i,-0.00037005+0.0010398i,-0.0001183+0.0014159i
-0.0012963-0.0009811i,-0.00078191-0.00041691i,-0.00057287-0.00030374i,0.0004863-3.9116e-05i,0.0002761+6.3245e-05i,-8.6627e-05-0.00069845i,0.00043265-0.0012783i,0.00051863-0.0024201i,0.00046261-0.0029759i,0.00047038-0.0019248i,0.00047566-0.00051215i,0.00062814-0.00035641i,0.0002695-0.00035376i,0.00056046-0.00012829i,0.00083893-0.00011963i,3.6776e-05+0.00045069i,-0.00070203+0.00092914i,-0.00061621+0.00029207i,-0.00031118-7.8162e-05i,-0.00041531-4.8495e-08i,-0.00068975-0.00043861i,-0.00050094-0.00059082i,-0.0002971-0.00073343i
0.00079676+0.00066743i,-0.00027856-0.00039271i,-8.6353e-05-0.0002425i,4.3003e-05-0.00032323i,0.00029299+0.00011795i,0.00048769+0.00021889i,0.00013755-0.00058795i,-0.0002154-0.0014773i,-0.00036733-0.0015455i,-0.0004038-0.00011766i,-0.00020778+5.6101e-05i,5.0221e-06-0.00027964i,0.00033053-0.00011663i,0.00035032-0.00032495i,0.00010917-0.00033978i,-0.00027084+0.00025497i,-0.00014134+0.00045234i,0.00018367+0.00022997i,0.0004289-2.5294e-05i,0.00057482-0.0002038i,0.00059784-0.00015748i,0.00052231+0.00021838i,-7.4544e-05+0.00072115i
0.00061851-0.00014018i,-0.00013663-0.00026343i,-0.00043202-0.0004063i,0.00050431-0.0010219i,0.00099176-0.0011474i,9.5536e-05+5.0839e-06i,-0.00092363+0.00048392i,-0.0008892-0.00025335i,-0.00071245-0.00049061i,-0.00057108-8.0029e-05i,0.00020066-0.00069986i,0.00065498-0.0015416i,0.000337-0.00078575i,0.00021773-0.00025014i,0.000345-0.00034107i,-4.8126e-05-0.00073301i,-0.00013295-0.00078406i,8.3387e-05-0.00011724i,-0.00060476+0.0002814i,-0.001397+0.00042875i,-0.001093-0.00013604i,-0.00013801-0.00039703i,0.00020973+5.7719e-05i
0.00040128+0.00022296i,-0.00012777+0.0014113i,-9.2115e-05+0.0020218i,0.0004352+0.0020949i,0.00094523+0.0012171i,0.0011688+0.00034411i,0.00065066+0.00013234i,0.00045608-5.0939e-05i,4.2268e-05-0.00050785i,-0.00056133-0.00073316i,5.0895e-05-0.00058291i,5.418e-05-0.00065432i,-0.0003975-3.4813e-05i,-0.00032727+0.00104i,-0.00031365+0.00078944i,-0.00012359+0.00025869i,0.00032177-0.00015884i,0.00050876-0.00087528i,0.00066928-0.000442i,0.00058004+0.00073384i,0.00065584+0.00049516i,0.0013938+0.00025598i,0.0011879+0.0008437i
-9.4444e-05+0.00049702i,-0.0010936-0.00033402i,-0.0010924-0.00027279i,-0.00094896-0.001027i,-0.00090115-0.001068i,-0.00064977-0.00010953i,0.00014541+0.00021283i,0.00033042-0.00072341i,-0.00051164-0.0022997i,-0.00030435-0.0022503i,0.00014477-0.0011331i,1.2783e-05-0.00020045i,0.00014544+0.00052523i,-0.00014872+0.00057176i,8.4288e-05+0.00033586i,0.00053902-3.3172e-05i,0.00044779-0.00028511i,0.00048108-0.00066902i,0.00086405-0.0004946i,0.00052784-0.00053257i,6.0093e-05-0.00067608i,0.00030387+0.00012959i,-0.00033703+0.00046176i
-0.0013511-0.00074643i,6.3077e-05-0.0001926i,-0.00037666+0.00013384i,-0.00010891+0.0011803i,0.00067545+0.0015915i,0.00044893+0.00025689i,-0.00011274-0.001069i,-0.00067495-0.0015092i,-0.00090213-0.00089015i,-0.00070741+0.00058962i,-0.00026396+0.00056455i,-0.00012202-0.00023709i,-0.00023885-0.00063059i,-0.00014632+4.1975e-05i,0.00033048+0.00076262i,0.00082009+8.3361e-05i,0.00095407-0.00061012i,0.00040435-2.6579e-05i,-0.00010616-2.9054e-06i,-0.00037536-3.2487e-05i,-0.00040155+0.00076619i,0.00083174+0.00030115i,0.00098575-0.00058639i
-0.00031394-0.0001587i,0.00042695-0.00049184i,-2.662e-07-0.00031504i,8.6199e-05-0.00023544i,6.0205e-05-0.00031495i,-0.00023801-0.00018882i,0.0001308-0.00043364i,0.0008589-0.0012711i,0.0010975-0.0020224i,0.00010674-0.0012451i,-0.00046104+0.00034758i,-0.00013352+0.00051965i,-0.0005985+3.6704e-05i,-0.00057381-0.00043436i,-0.00022039-0.00077078i,0.00036719-0.0003019i,0.0011672+0.00041081i,0.0006935+0.00026144i,-0.00020276+4.397e-05i,-0.00071523-0.0005711i,-0.00080922-0.00068625i,-0.00012762-0.00015057i,0.00082467+0.00014587i
0.00064196-0.0010107i,0.0006139-0.0010181i,0.00024526-0.00084594i,0.00037855-0.00022451i,7.3618e-05+0.00080519i,-0.00062458+0.00063711i,-0.00019424-0.00054171i,0.0002336-0.0014574i,0.00048384-0.0016442i,0.00014473-0.0010087i,0.00058976-0.00035292i,0.0010962-0.00010192i,0.00017446+7.4587e-06i,6.3949e-05+0.00029689i,-4.8836e-06-3.7232e-05i,-0.00029548+0.0002925i,-2.0176e-05+0.00067973i,1.2792e-05+0.00032717i,0.00021245+4.9256e-05i,0.00064061+0.00020436i,-0.00020918+2.2197e-05i,-0.00046418-0.0009915i,0.00026685-0.00096255i
-2.2711e-06-0.0005724i,-0.00096984+0.00066887i,-0.00048071+0.0014322i,0.0002539+0.00085093i,-3.8756e-05-0.00041999i,0.0001106-0.00097929i,-0.00027093-0.0011619i,-0.00080228-0.0014426i,-0.00098078-0.0012453i,-0.00080142-0.00041564i,-0.00043741+0.00039553i,0.00017511+0.00027461i,0.00042161+0.00020831i,0.00011579-0.0003708i,3.1337e-05-0.00047621i,-6.3589e-05+0.00040645i,-6.7778e-05+0.00021795i,0.00076466-0.00013393i,0.001048-0.00011099i,0.00024537-0.00068586i,0.00024359-0.00099286i,0.0010548-0.00076016i,0.0010193-0.0006703i
9.1758e-05-0.0011562i,-0.00035643-0.00037791i,-0.0015815+0.00023296i,-0.001295-0.00027996i,-0.00039164-3.624e-05i,-9.8633e-05+0.00026819i,7.738e-05+9.8073e-06i,-0.00019764-0.00046507i,-0.00081603-0.00070945i,-0.0011082-0.00068725i,-0.00074439-0.0001083i,-0.00028597+0.0003329i,0.00020125+8.6303e-06i,0.0002223-0.00038911i,2.0659e-05-0.0002736i,0.00022713-0.00038734i,2.4186e-05-0.00049513i,0.00031325-0.0010632i,2.9367e-05-0.0011789i,-0.00074848-0.00069205i,0.00028103-0.00041016i,0.00080835-0.00015749i,0.00017635+0.00065733i
0.0016342+0.00035006i,0.0015596-0.0011787i,0.0015495-0.0015577i,0.0012143-0.0010652i,0.0015855-0.0009143i,0.0015562-0.00035449i,0.00012145+5.5634e-05i,-0.00033891-0.00059493i,-0.00015097-0.00083432i,0.00017528-0.000773i,0.00048571-0.00036602i,0.00016906-0.00017302i,-0.00034396-0.00030588i,-0.00036279-0.00018801i,-0.00059631+9.8017e-06i,-3.9952e-06-2.4621e-05i,0.00058537+0.00066619i,0.00024347+0.0011306i,-0.00070132+0.00062576i,-0.00084363-0.00053065i,-0.00031247-0.0013191i,-0.00024636-0.00041129i,-0.00061291+0.00071286i
-0.0014799+0.0001259i,-0.00069156-0.00051318i,-0.00017283-0.00073355i,0.00062315-0.00029741i,0.0011987-0.00073892i,0.00057872-0.0010587i,-0.00036287-0.0008192i,-0.0006027-0.0011822i,-0.00093364-0.00081557i,-0.00084992-0.00035049i,2.1752e-05-0.00086073i,0.00055268-0.00040771i,-0.00023184+0.00087997i,-0.0004338+0.00081284i,-9.8869e-05+0.00023778i,-0.00012381+0.00053258i,-0.00022735+0.00027971i,-0.00089736-0.00015578i,-0.00094756-0.0010181i,-0.00072192-0.00096711i,-0.00032852+0.00033539i,0.00026637+0.00012751i,5.4408e-05-0.00014431i
-0.00076903-9.8846e-05i,-0.001005+0.00087834i,-0.00083134+0.0012158i,-0.00029313+0.00027344i,3.0637e-05+2.1892e-05i,-0.00034415-0.00014493i,-0.00072944-0.0012386i,-0.00054846-0.0017572i,-0.00045469-0.0014491i,0.00018918-0.00021677i,0.00067647+0.00039559i,0.00041382+0.00058349i,1.6071e-05+0.00048107i,-0.00026328-0.0002939i,-0.00060481-0.00031898i,-0.00072793+0.00015881i,0.00019727+0.0002349i,0.00051327+0.00041096i,-0.00013061+0.0004208i,-0.00069939+5.4293e-05i,-0.00080555-0.00038554i,-0.00036961-0.00087742i,0.00058868-0.00046305i
0.00059651+0.0011633i,0.00061632+0.00201i,0.00034612+0.0018971i,0.00058954+0.0010652i,0.0017678-0.00071469i,0.00095277-0.0015697i,-0.001038-0.0011328i,-0.0011434-0.0015966i,-0.00011259-0.0022531i,0.00031418-0.00076374i,-6.9147e-05+0.00048299i,-0.00029403-8.297e-05i,-0.00026106+0.00019733i,-9.677e-05+0.0011237i,-4.5851e-05+0.00045514i,6.96e-05+0.00034225i,-0.00027217+0.00043859i,-0.0011073+0.00047921i,-0.00049635+0.00036415i,1.5178e-05-0.00061361i,-0.00049553-0.0008015i,-0.00029521-0.0002765i,-1.6491e-05-6.4544e-05i
0.00078577+0.00070435i,-9.2765e-05-0.00060709i,0.00041762-0.0010367i,0.00090545-0.00084256i,7.8386e-05-0.0012342i,-0.00034728-0.0021447i,-0.00030576-0.0017049i,-0.00019564-0.0011899i,-0.00021806-0.00095077i,0.00052355-0.00064257i,0.0010158-0.00080504i,0.00040746-0.00059272i,0.000418-0.00017751i,5.5858e-05+0.00060797i,-0.00046025+0.0010194i,-0.00027239+0.0003343i,0.00015099-0.0003296i,0.00019726-0.00021537i,-0.00010691+0.00026131i,-0.00037165+0.0006604i,-0.00075736+0.00032973i,-0.00076209+3.0674e-05i,-0.00064452+0.00033493i
-0.00016111-0.00077035i,0.00020475-0.0008725i,-0.00024639-0.00067581i,-0.0013725+5.8706e-05i,-0.00033931+0.00027296i,0.0014193-0.00020107i,0.0016793-0.0010239i,0.00080853-0.0016179i,-0.00071726-0.0017064i,-0.00039276-0.00095215i,0.00030663-0.00082115i,-0.00034109-0.00061608i,-0.00060169-0.00016112i,-0.00014987+4.5579e-05i,-0.00013405+0.0003361i,-0.00092443+0.00032708i,-0.00041688-0.00040219i,-0.00044074-0.00071669i,-0.0014051-0.00084808i,-0.00062756-0.00051809i,-5.5509e-05+0.00076199i,-0.0005064+0.0011413i,-0.00040498+0.001301i
0.0013276-0.00097349i,0.00085428-0.0011022i,0.0010956-0.00092896i,0.0012288+2.1177e-05i,0.00032602+0.00027707i,0.00010533+3.9504e-05i,0.00050498-0.00036132i,4.2493e-05-0.0013468i,-0.00074977-0.0010356i,-0.0010661+0.00033114i,-0.00053259+0.00067901i,-0.00065702-0.00054665i,-1.433e-05-0.0014368i,3.9252e-05-0.00089091i,-0.00067528+9.6006e-05i,-0.0002176+0.00028481i,-0.00035805-0.00018541i,-0.00069184-0.00065637i,-0.00055649-0.00014622i,1.9509e-05+0.0002702i,0.00071466+7.5191e-05i,0.0011055+6.4146e-05i,0.00020753-9.9984e-05i
-0.0034114+0.0017836i,-0.0020991+0.00054592i,-0.0010734+0.0011643i,0.00086505+0.0010822i,0.0013058+0.00031081i,0.00039611-0.00034181i,0.00019376-0.00033213i,-0.00052508-9.6968e-05i,-0.00078821-0.00040131i,-0.00023586-0.00041118i,-5.285e-05+0.00013123i,9.198e-05-0.0002966i,0.00085917-0.00056092i,0.0011093+7.1921e-05i,-6.9082e-06+0.000107i,-0.0011659-0.00028109i,-0.00094345+4.0201e-06i,-0.00035069+0.0001779i,0.00015994+7.5627e-05i,0.00047843-4.2257e-05i,-8.9403e-05+0.00083924i,-0.00049813+0.0014497i,-0.00041569+0.0011682i
-0.0026291-0.00074865i,-0.0011376-0.00064371i,-0.00081286-0.00046251i,-0.00070493-7.2529e-06i,-0.00074647+0.00045751i,-0.00073445+0.00040577i,-0.00012465-0.0005121i,6.2839e-07-0.0016437i,7.2003e-05-0.0012207i,-0.0002533-2.1239e-06i,-0.00035615+0.00027009i,0.00066441+6.2645e-05i,0.0010139+0.000792i,0.00012849+0.0009371i,-0.00063428+0.00061995i,-0.00050078+0.0009628i,0.00043987+0.00080011i,0.00063562+0.0005039i,-0.00031537+0.00032885i,-0.00073379+0.0002098i,-0.00035928+0.0006745i,-0.00072403+0.00089975i,-0.0011306+0.00065651i
-0.0014371-0.0013508i,-0.0019009-0.0012322i,-0.0012359-0.00013825i,-8.5846e-05+0.00097744i,-0.00023038+0.0015412i,-0.00060708+0.0015687i,-0.00066666+0.0015694i,-0.00035791+0.000167i,-0.0004582-0.0011637i,-0.00059237-0.0010044i,-0.0005539-0.00062315i,-8.6777e-05-0.00034659i,0.00076919+0.00031749i,0.00026787+0.00081366i,-0.0006137+0.0002956i,9.174e-05+0.00024721i,0.00080718+0.00093072i,0.0001008+0.00044392i,-0.00055792-0.00025609i,-0.00072217+0.00035509i,-0.00030105+0.00054692i,0.00023021+1.8967e-05i,0.00041889-0.00018306i
0.0010974+0.00046127i,-7.276e-05+3.8959e-05i,-0.00023751-0.0012548i,-8.8355e-05-0.0018722i,-0.00042072-0.001274i,-0.00070144-0.00027394i,-0.00013661+0.00033867i,-0.00038924-0.00093474i,-0.00095157-0.0023354i,-0.0011033-0.001456i,-0.0011336-0.00022987i,-0.0010819+9.6052e-05i,-0.00049425-0.00024536i,-0.00013621+0.00016091i,0.00042332+0.0003985i,0.00065186+0.00071381i,0.00056296+0.001162i,0.00044568+0.00060852i,-0.00069267+0.00026451i,-0.00078201+0.00026822i,-0.00082833+0.00017103i,-0.0009752+0.00081214i,-0.00042127+0.00083577i
-0.00049962+0.0014833i,-0.00071359+0.0009599i,4.897e-05-0.00020819i,-0.00024969-0.0012044i,-0.00070207-0.0010055i,-0.00086838+0.00030112i,-0.00032489+0.00033681i,1.3174e-05-0.00043206i,-0.00010211-0.00087807i,-0.00033201-0.00070317i,-0.0004451-0.00080328i,-0.00081961-0.00089089i,-0.00069007+0.00012124i,0.00035763+0.00041501i,0.0013189+0.00025943i,0.0010664+0.00083221i,0.00035367+0.00078376i,-0.00020038-2.9075e-05i,-0.00012176-9.5937e-05i,-0.00016936+1.0158e-05i,-0.00012835+0.00022179i,-0.00012213+0.0010236i,0.00057762+0.00044697i
0.00043618-0.0008136i,0.0010367-0.0004889i,0.0012776-0.0010326i,0.00038004-0.00039567i,-0.00056996-0.00022589i,-5.6345e-05-0.00010211i,-0.00058419+0.00026436i,-0.0010272-0.00068182i,-0.00097121-0.0016279i,-0.00046688-0.0012787i,-5.6606e-05-0.00011265i,4.0631e-05+0.00047262i,-8.3977e-05-7.9429e-05i,-0.00042605-0.0010826i,-0.00042324-0.0010527i,5.3365e-05-0.00043228i,-5.4298e-05+0.00029142i,-0.00038543+0.00024341i,-0.00018881-0.00036891i,-0.0004195-0.00010057i,-0.00077978+0.00060911i,-5.6093e-05+0.00076573i,0.00040344+6.9356e-05i
0.00054764+0.00095532i,-1.4742e-05+0.00033168i,-0.00043711-0.00014026i,-0.00045123-5.2767e-05i,-0.0006973+0.00048156i,-0.0012557+0.00079553i,-0.00056863+0.00089973i,6.7496e-05+0.000145i,0.00016747-0.00089687i,0.00016231-0.00067204i,0.00019015+0.00029696i,0.00029524+0.00077227i,-0.00051933+3.3977e-05i,-0.00081374-0.00099058i,0.00019519-0.00060413i,0.00095901+0.00021212i,0.00077785+0.00038512i,-0.00022924-0.00026835i,-0.00019226+1.4803e-05i,0.00031139+0.00043805i,0.00031298+0.00023039i,0.00017319+0.0005667i,0.00012806+0.00050421i
0.00064376-0.0008493i,0.0009891-0.00073659i,0.001137-9.4243e-05i,0.00074766-3.3946e-05i,0.00073135+0.00031398i,0.00040241+0.00087307i,-0.00057354+0.00030905i,-0.00096742-0.0011566i,-0.00084058-0.0015212i,-0.00064062-0.00083186i,6.9934e-05+4.5653e-05i,0.00069644+0.00031226i,0.0001345+0.00037755i,-0.00039662+0.00020883i,-0.00015049+0.00015204i,0.00016752+0.00048035i,0.0010293+0.00013364i,0.0011393+0.00020306i,0.00065921+0.00054962i,0.00065892+0.00036719i,-0.00012072+0.00048069i,-0.00026263+0.00014718i,-0.0008895-0.00071539i
0.0004786+0.0012872i,0.00051058+0.0013684i,0.00020274+0.0012625i,0.00010761-0.00031348i,-0.00030264-0.00062445i,-0.0008485+0.00066102i,-0.00082379+9.9165e-05i,-0.00067522-0.00059203i,-0.00045007-0.0003404i,-3.4607e-06-0.00037187i,0.00038994-0.00028708i,-3.0962e-05-2.204e-05i,-0.00080263+0.00050476i,-0.00045646+0.0008616i,0.00013472+0.0001614i,0.0004891-0.00048776i,0.0010616+0.00027079i,0.0011182+0.00069603i,-0.00016815+0.00033906i,-0.00093458-3.9124e-05i,-0.00083-0.00046662i,-0.0009361-0.00067368i,-0.00061693-0.00073943i
0.0011156-0.0011207i,0.0007686-0.00043116i,0.00019458-0.00037336i,-0.00017253-0.0007024i,-0.00042797-0.00085745i,-0.00070932-0.00065129i,-0.00040535-0.00062417i,0.00036415-0.0013346i,0.00084664-0.0016565i,0.00053315-0.0011765i,0.00019219-0.00091139i,-8.8914e-05-0.00067671i,-0.00046377+0.00034008i,3.6915e-05+0.00011381i,0.00037668-0.0011891i,-5.5731e-05-0.0012151i,-0.00016387-0.00062862i,0.00076566-0.00029104i,0.0010288-0.0002563i,0.0008217-6.1829e-05i,0.00043514+0.00047558i,-0.00013585+0.00088556i,0.00020804+0.00090053i
0.00012638+0.00062908i,-0.00077611+0.00018988i,-0.0010866-0.00061737i,-0.0006743-0.00077743i,5.3291e-05-0.0007432i,0.00017096-0.00027986i,-0.00062638-0.00044235i,-0.0013622-0.0010384i,-0.0011144-0.0006289i,-0.00030379-0.00012562i,-0.00014204-0.00069448i,-0.00033946-0.0010536i,-0.00010419-0.0008198i,-0.00019836-0.00020791i,-0.00031037+2.3867e-05i,0.00010181-0.00015429i,0.0004926-5.0268e-05i,0.00045092+0.00021748i,0.00037321-1.4688e-05i,0.00024521-0.00048805i,0.00031341-0.00021476i,0.00066586+0.00070106i,0.00059504+0.00024549i
