-0.0017783+0.00035435i,-0.0010494-0.00035017i,-0.0012146+0.001096i,-0.0011902+0.0022717i,-0.00066324+0.0030371i,-6.6421e-05+0.0026866i,-0.0011405+0.0011208i,-0.00093986+0.00080251i,0.00098923+0.00081702i,0.0020423+8.5968e-05i,0.0017557-0.00086626i,0.00063778-0.0007871i,-5.5384e-05-0.00070716i,-0.00035108-0.00079523i,-0.00035189-0.00088524i,0.0006668-0.00077521i,0.0016833+7.4412e-05i,0.001386+0.00049452i,0.00028752+0.00043303i,-0.00027258+0.00024669i,0.00017309+0.00025506i,0.00016245+0.00040545i,-0.00057203+0.00035815i
-0.0010323+0.0017244i,-0.00040498+0.003029i,0.0012773+0.003296i,0.0013172+0.0019017i,-0.0022123+0.00043183i,-0.0065439+0.0009717i,-0.0084219+0.001667i,-0.0083813+0.0017769i,-0.0062874+0.0023849i,-0.0021736+0.0029678i,0.0014611+0.0011963i,0.0018653-0.0013567i,0.00052493-0.0017047i,9.4828e-05-0.00017658i,-0.00037258+0.00038857i,-0.00083881+6.332e-05i,-1.4666e-05-0.00048572i,0.00077888-0.00068804i,0.00042648-0.00037936i,0.00031726-0.00057627i,-0.00023563-0.00099365i,-0.0013085-0.00090808i,-0.0012496-5.1851e-05i
0.0011651+0.0011284i,0.0027442+0.0002305i,0.0035538-0.0020086i,0.0019602-0.0031389i,0.00013851-0.0016838i,-0.001936+0.0025717i,-0.003917+0.0072744i,-0.0044412+0.0089153i,-0.0028978+0.0081427i,-0.00038471+0.0048701i,0.00065338+0.00093189i,-5.4868e-05-0.0010865i,-0.0007079-0.0015741i,3.0612e-05-0.0014557i,-0.0003009-0.0014631i,-0.0010895-0.0011164i,-0.0001901-0.00027643i,0.00019416+0.0003054i,-0.00057479-0.00046227i,-0.0011769-0.00066195i,-0.0017871-0.00072625i,-0.0011555+4.4039e-05i,-0.00054744+0.00052692i
-0.0014982+0.00059366i,-0.00061319+0.0022023i,-0.0013694+0.0037566i,-0.001489+0.0039859i,0.00047543+0.0048385i,0.0031276+0.0056066i,0.0048062+0.0066771i,0.0040973+0.0074356i,0.0027682+0.0057606i,0.0032557+0.0022297i,0.0028087-0.00037096i,0.00074225-0.001704i,0.00028094-0.0022817i,-0.00059762-0.0016438i,-0.0013471-0.00051818i,-0.0011584-0.00017195i,-0.00088826-0.00039475i,-0.00054381+9.2154e-05i,-0.00042724+0.0006075i,-0.00052695+0.00039252i,-0.0007066+0.00010983i,-0.00085382+0.0007555i,-0.00019506+0.0010239i
-0.00045956+0.00033578i,0.00040794+0.00044208i,-0.00026369+0.00097731i,-0.001687+0.0008487i,-0.0015146-0.00013092i,0.0018317-0.0016345i,0.0052194-0.0021615i,0.0065633-0.00039586i,0.0071013+0.0016459i,0.0057388+0.0010802i,0.0031101+1.9217e-05i,0.0015453-3.0486e-05i,0.00023267-0.00036122i,0.00028202+3.7599e-05i,0.0010541+0.00027975i,0.00061227+0.00033853i,-0.00017534+0.00091831i,-3.1551e-05+0.0013399i,0.00050541+0.0008354i,0.00023794+0.00046094i,0.0001745+0.00026251i,0.00077704-0.00014452i,0.00075836-0.00019209i
-0.001416-0.00043357i,2.9265e-05+0.0004712i,0.001149+0.00041386i,0.0010062-0.00075066i,-0.0013745-0.0023466i,-0.0030821-0.0041413i,-0.0015555-0.0056967i,0.0015355-0.0058528i,0.002752-0.0043708i,0.0025865-0.00163i,0.0022881+0.00037401i,0.0017587+0.00055906i,0.00029677+0.0004096i,-0.00067229+5.2416e-05i,1.485e-05+0.00071111i,0.00094827+0.0018152i,0.0013079+0.002607i,0.00064346+0.0015531i,0.00017607-0.00064254i,0.00028583-0.00080099i,0.00076098-0.00054908i,0.00081981-0.0013506i,0.00028866-0.0017025i
-0.00040887+0.0018177i,-0.00049363+0.0018572i,-0.00078453+0.0016274i,-0.0011806+0.00040925i,-0.002827+0.00086571i,-0.0052433+0.00027567i,-0.0063727-0.0025578i,-0.0049293-0.0036547i,-0.0024638-0.0032448i,-0.00073671-0.0017247i,0.0011691-7.2011e-06i,0.0021479+5.0128e-05i,0.0011744-0.00066053i,0.00099913-0.00049094i,0.0018086+0.00022572i,0.0013926+0.00096349i,0.00071693+0.00078559i,0.0005436+0.00027372i,0.00012074-0.00046816i,-0.00039338-0.00079781i,-0.00045087-0.00094388i,-0.00060821-0.00092897i,-0.00074458-0.0010586i
-0.00038592+0.0020798i,0.00046245+0.0015687i,0.0010382+0.0014048i,-0.00034655+0.00069205i,-0.00338+0.0020019i,-0.0051216+0.0038371i,-0.0059521+0.003773i,-0.0068676+0.0026927i,-0.0053202+0.0021324i,-0.001192+0.00096993i,0.0014192-0.00093255i,0.0012589-0.0012362i,0.00051121-0.00038105i,-2.557e-06+0.00021013i,0.00019833+7.2199e-05i,0.0015234+0.00043824i,0.0014171+0.00057662i,0.00025171+0.00013263i,-0.00040774+0.00037466i,-0.00034291+0.00074886i,-6.1783e-05+0.00059588i,-0.00028855+0.00044091i,0.00018359+0.00099517i
0.00047353-0.00062524i,0.00021179-0.00095208i,0.0014374-0.0017751i,-8.8246e-05-0.0013339i,-0.0025889+0.00086519i,-0.0017579+0.0038943i,-0.0010386+0.0069322i,-0.0010661+0.007529i,-0.00048432+0.005809i,0.0012016+0.0035782i,0.0018675+0.00060757i,0.0013873-0.0014876i,0.0015681-0.0017608i,0.0014609-0.0011292i,0.00085537-0.00043332i,-0.00021503-0.0006024i,-0.0017607-0.0011295i,-0.0017853-0.00019957i,-0.0001505+0.00063676i,0.00085192-0.00047591i,0.00060152-0.00060789i,0.00030249-0.00010355i,-0.00057475-0.00026338i
0.0010309+0.00062666i,0.0012505+0.0013888i,0.0012644+0.00129i,-9.9478e-05+0.0012175i,-0.0020545+0.001357i,-0.00056316+0.0017907i,0.0029137+0.003316i,0.0043754+0.0051907i,0.0036797+0.0063185i,0.0027426+0.0050543i,0.0016949+0.0015033i,0.00035922-0.00084772i,-0.00026292-0.0017174i,-0.00023723-0.001707i,-0.00068508-0.00026097i,-0.0010285+0.00081155i,-0.00143+0.0012874i,-0.0016795+0.0014261i,-0.00062054+0.00020549i,0.00011109-0.00089507i,0.00013891-0.00092587i,0.00083521-0.00054897i,0.001383-0.00013698i
0.0022464+0.00039807i,0.0020476+9.0614e-05i,0.0021764-0.00099829i,0.0009703-0.0020699i,-0.00058791-0.003014i,-0.00023902-0.003095i,0.0018258-0.0024703i,0.0041775-0.001178i,0.0060477+0.00018203i,0.0047368-0.00057655i,0.0020127-0.0019128i,-0.00028304-0.0012315i,-0.0022451-0.00076898i,-0.0020905+0.00017234i,-0.00093531+0.00072327i,-0.00026406+0.00025535i,0.00013889+0.0012884i,0.00024117+0.001433i,-0.00011015+0.00071866i,-0.00022964+5.0551e-05i,-0.00019089-0.00022121i,-0.00047709-0.00047537i,-0.00056178-0.00031322i
0.00045332+0.0022486i,0.00073508+0.00086753i,0.0026997-0.00082577i,0.0026017-0.0023544i,-0.00076971-0.002886i,-0.0039961-0.0031941i,-0.0035974-0.0038623i,-0.00098267-0.0039295i,0.0022613-0.0032037i,0.0039791-0.0023199i,0.0027984-0.0017322i,0.00050138+4.6143e-05i,-0.0015126+0.0027826i,-0.0018427+0.0029871i,-4.571e-05+0.0016249i,0.0011294+0.0016723i,0.00099199+0.0018952i,0.00095+0.0012326i,0.00098633+0.00028665i,0.00040938+0.00033103i,-0.00074681+0.00069981i,-0.001012+9.2498e-05i,-0.00078032-0.00018621i
0.00076209+0.00097535i,0.0015864-0.00076586i,0.0024184-0.0029894i,0.0009689-0.003058i,-0.0013997-0.00050267i,-0.0022141+0.00033398i,-0.0027759-0.0001466i,-0.0031895-0.00097119i,-0.001782-0.0015552i,0.00083378-0.0014008i,0.0019024-0.00077013i,0.002048-0.00067934i,0.0023342-0.00028029i,0.0015315+0.00075163i,0.0004022+0.0014564i,0.00064725+0.0020414i,0.00089452+0.0015997i,0.00086106+0.00024437i,0.00044785+0.00062149i,-6.9223e-05+0.0010523i,-0.00038903+0.0013631i,-0.00085108+0.001589i,-0.00032189+0.00085082i
0.0016052+0.0010223i,0.0019415+0.0024137i,0.0018177+0.003444i,0.00045231+0.003254i,-0.0013981+0.0032972i,-0.0027376+0.0043732i,-0.0031115+0.0051742i,-0.0036868+0.00409i,-0.0032929+0.0024141i,-0.00095428+0.0020369i,0.00068178+0.00155i,0.0015442-0.00041896i,0.0022373-0.00094543i,0.0014055-0.00016766i,0.00089587+0.00014215i,0.001117+3.0557e-05i,0.0012644-0.00030135i,0.00085766-0.00055064i,0.0005052-0.00044379i,0.00067196-1.6017e-05i,0.00052807+0.00044487i,-4.4114e-06+0.00033481i,0.00015027-1.4448e-05i
-6.2588e-05+0.00014177i,0.00010642+0.00027577i,0.002346-0.001317i,0.0038156-0.0025946i,0.0018762-0.0025707i,0.00030955-0.0015689i,0.00010119-1.7251e-06i,-0.00036422+0.002341i,-0.001022+0.0039417i,-0.00069552+0.0029192i,0.00052313+0.00059019i,0.00050583-0.0014022i,0.00017026-0.0028218i,0.00050444-0.0026724i,0.00028686-0.0019253i,-0.00095587-0.0023326i,-0.00094786-0.0028689i,-0.00040411-0.0026016i,-0.00036795-0.0013858i,-0.00018407-7.9803e-06i,0.00029903-7.3869e-05i,0.0004409-0.00012931i,0.0008454-0.00045948i
0.00098099+0.0013077i,0.0010836+0.0020441i,0.0030085+0.001804i,0.0033325+0.00037452i,0.00080027-0.00034147i,-0.0011209-0.00068802i,-0.00048973-0.0011744i,0.0010855+0.00052002i,0.0023379+0.0028583i,0.0032027+0.0029586i,0.0028749+0.00021163i,0.00027-0.0026424i,-0.0017616-0.0033072i,-0.0028187-0.0016988i,-0.0027454-7.5253e-05i,-0.0015197+0.00062053i,-0.0010979+0.00043219i,-0.0012581+4.6591e-05i,-0.0012352-0.0004905i,-0.00035921-0.0012795i,0.0005277-0.001255i,0.00071473-0.00065898i,-7.921e-06+0.00014669i
-0.0010535+0.00040215i,-0.00028808+0.0017708i,-0.00063655+0.003594i,-0.0025641+0.0039047i,-0.0037965+0.0054037i,-0.0035175+0.0049458i,-0.0022397+0.0016552i,0.00018438-0.00041617i,0.0034086+0.00013933i,0.0050689+0.001059i,0.003984+0.0003103i,0.0014127-0.00037719i,-0.00079697+0.00038008i,-0.0017152+0.00057263i,-0.0014328+0.00085983i,-0.0011421+0.0020011i,-0.00059837+0.0028968i,0.00037166+0.002341i,0.0010302+0.00033357i,0.00017528-0.00080713i,-0.00070061-0.00067327i,-0.00059233+0.00023457i,-8.8855e-05+0.0010327i
-0.0019214+0.00082381i,-0.00014795+0.0020183i,0.0012205+0.0023519i,0.0015671+0.001332i,0.0001165+0.00072915i,-0.0015577+0.00079768i,-0.0035224+0.0010315i,-0.0034061+0.00021368i,-0.0012721-0.0010008i,0.00091836-0.00095008i,0.0014175-0.0005424i,0.00028001+0.00072961i,0.00047759+0.0018027i,0.0015158+0.0017705i,0.0024794+0.0017651i,0.0026252+0.0027279i,0.0020675+0.0028167i,0.001348+0.0017083i,0.00027523+0.001588i,-0.00018137+0.0016786i,6.6744e-05+0.0015014i,4.0385e-05+0.0011324i,-9.2131e-05+0.00020668i
0.00074199+0.0016769i,0.00053071+2.2687e-05i,0.0015947+0.0020641i,0.0036731+0.0033388i,0.0063047+0.0034305i,0.0070541+0.0035536i,0.0052502+0.0031185i,0.0017145+0.002129i,-0.00013019-0.00038023i,0.00075614-0.0026536i,0.0013548-0.0027566i,0.002245-0.0015889i,0.0031759-0.00069552i,0.0025707-0.00049667i,0.0017625-0.0011933i,0.0019891-0.00094446i,0.0022323-0.00071184i,0.0011311-0.0010236i,9.1552e-06-0.00063526i,8.8387e-05+0.00023236i,0.00018925+0.00080338i,6.1032e-05+0.00050837i,0.00015665+3.2635e-05i
-0.00017572+0.0041499i,-0.00043897+0.004243i,-6.8304e-05+0.0045167i,0.00010558+0.0021468i,0.00057631+0.00029653i,0.00063177-0.0018407i,7.7628e-05-0.0011861i,-0.00074304+0.0025628i,-0.00073417+0.0049129i,0.00073009+0.0036643i,0.0010366+0.00089677i,0.00075612-0.0021978i,0.00030445-0.0045491i,-3.2956e-05-0.0042844i,-7.094e-05-0.0021989i,0.00081825-0.0010694i,0.0017802-0.00054958i,0.0010728-0.00052144i,0.00094806-0.0010018i,0.0013265-0.00051848i,0.0013017+0.00014686i,0.0007318+0.00050663i,-9.7737e-05+0.00094184i
0.0017305-0.0108i,0.0014962-0.012809i,-0.0056001-0.023059i,-0.01307-0.021548i,-0.019986-0.013023i,-0.017295-0.002176i,-0.0050843+0.0015771i,0.0012316+0.00077933i,0.00080516+0.0017194i,-0.00062802+0.0033685i,-0.0011139+0.0033896i,-0.00016165+0.0010949i,0.0020664-0.00054186i,0.0041552-0.00065703i,0.0037704-0.00067344i,0.0011265-0.0015396i,-0.00053091-0.0016071i,-0.00090308-0.00061994i,0.00018471+0.00014592i,0.00086483-0.0004347i,0.00076345-0.0017272i,0.00083731-0.0018973i,0.00074419-0.00089931i
0.0016744-0.0014153i,0.0018845-0.001294i,0.00034529-0.0032121i,-0.0027443-0.003565i,-0.006566-0.0030587i,-0.0096518-9.5456e-05i,-0.0075013+0.001566i,-0.0016098+0.00093617i,0.0027827+0.00057107i,0.0036602+0.00034295i,0.00239+0.00023065i,7.7304e-06+0.0011228i,-0.0022129+0.0021133i,-0.002363+0.0022057i,-0.0016799+0.0021071i,-0.001554+0.0013355i,-0.0019165+0.0005033i,-0.0019699-0.00023642i,-0.00098705-0.00017804i,-0.00080155-0.00050045i,-0.000608-0.001176i,0.00026681-0.00099353i,0.00095897-0.00040088i
0.00063547-0.00018342i,-0.00015619-0.002054i,-0.0025906-0.0043649i,-0.005332-0.0023471i,-0.0062873+0.0024658i,-0.0055835+0.0060149i,-0.0037407+0.0058436i,-0.0015955+0.0024932i,0.0013166-0.00074351i,0.0030763-0.0012506i,0.0028635-0.00064753i,0.0017477+0.00084558i,0.00048586+0.0022264i,0.00085803+0.0031762i,0.0011913+0.0027297i,0.00026517+0.0011599i,-0.00025189+0.0010383i,0.00024088+0.0014245i,0.00048799+0.0010671i,0.0002496+0.00012838i,0.00010653-0.00050338i,0.00052382-0.00037007i,0.00020539-0.0004689i
0.0022475-0.0020993i,0.0027374-0.0026425i,0.0027943-0.0060368i,0.0034715-0.007192i,0.001898-0.0035143i,0.0020566+0.0028978i,0.0039666+0.0055214i,0.0029538+0.0025649i,0.0010285-0.00066603i,0.00062679-0.0021888i,0.00092181-0.0025293i,0.0016058-0.0010126i,0.0029416+0.0010797i,0.0036617+0.0020621i,0.0033594+0.0018679i,0.0031526+0.0015785i,0.0026559+0.0022734i,0.0011572+0.0034515i,0.0002644+0.0033898i,0.00027356+0.0022945i,0.00014149+0.0015951i,-6.2356e-05+0.00022932i,-0.00017489-0.00065962i
0.0013868+0.00050955i,0.0026488+0.00047638i,0.0046142+0.00092253i,0.0047468-0.00082319i,0.003058-0.0031546i,0.003105-0.0035561i,0.0038428-0.0026491i,0.0025221-0.00012969i,-0.00087454+0.0014569i,-0.0030269+0.000704i,-0.0021429-0.00072944i,0.00070364-0.0014763i,0.0031471-0.0014454i,0.0026528-0.0014629i,0.0014572-0.0017266i,0.0014056-0.0011465i,0.0010743-0.00057372i,0.00042012-9.2985e-05i,-0.0002369-2.8355e-05i,-0.00036173-0.00060842i,-0.00025459-0.0007093i,-0.00072635-0.00070757i,-0.00040084-0.00061293i
-0.003671+0.00026206i,-0.003749+0.0016055i,-0.0055947+0.0026604i,-0.0073912+0.0027764i,-0.0067718-0.00053536i,-0.0047658-0.0050512i,-0.0031025-0.0068539i,-0.0012811-0.0038077i,-3.7296e-05+0.00078165i,-0.00010756+0.0034772i,-0.00052496+0.0025132i,0.00053751-0.0010453i,0.0016334-0.0034258i,0.0010014-0.004211i,-0.00039606-0.0037901i,-0.0012207-0.0023199i,-0.00073268-0.0021085i,0.00026346-0.0022132i,3.5748e-06-0.0010408i,0.00035681-0.00076894i,0.00048105-0.00068851i,-0.00022112+3.8609e-05i,0.00023814+0.00035698i
-0.00076963-0.0001298i,0.0014059+0.00024038i,0.0026962-0.00091349i,8.6645e-05-0.0022004i,-0.0068248-0.0016664i,-0.010513-0.0012554i,-0.0083443-0.0015262i,-0.0032109-0.00087423i,0.0020779+0.00067076i,0.004281+0.0025526i,0.0043559+0.0026019i,0.0027156+0.00069266i,-0.00033144-0.0015146i,-0.0019742-0.0017911i,-0.0016566-7.8722e-05i,-0.00033988+0.000341i,0.0004095+3.825e-05i,-0.00038965+8.3468e-05i,-0.00086284-0.001107i,-0.00076617-0.001891i,-0.00085455-0.0021751i,-0.00048718-0.0019786i,0.00038685-0.00091764i
-0.0010194-0.00037239i,0.00053371+0.00088575i,0.0019211+0.0014541i,0.0010504+0.00079417i,-0.0040646+0.0014649i,-0.0082813+0.0041344i,-0.0077085+0.0050733i,-0.0046959+0.0021254i,-0.00076931-0.00095245i,0.00303-0.00039014i,0.0047906+0.0010462i,0.0029259+0.00081115i,-0.00056586+0.0013779i,-0.0018726+0.0025891i,-0.0020313+0.003551i,-0.0022579+0.0032469i,-0.001837+0.001844i,-0.0016384+0.00093852i,-0.00067565+0.00089623i,-0.00037549+0.00063946i,-0.00056773+0.00018397i,-0.00027785+5.1804e-05i,-4.8684e-05-0.00053762i
0.0011237+0.002804i,0.0029571+0.0027327i,0.0023548+0.0027268i,0.00013717+0.0025494i,-0.00069321+0.0036064i,-0.0002928+0.0065722i,-7.6176e-05+0.0080908i,-0.0013726+0.005961i,-0.0018255+0.0027104i,-5.8443e-05-3.7103e-05i,0.0011333-0.0017281i,0.00079081-0.00044739i,0.00018168+0.0026131i,0.00093747+0.003151i,0.002228+0.0010482i,0.0012701-0.00065961i,-0.00030035-5.5834e-05i,3.5776e-05+0.0012739i,0.00093138+0.0020577i,0.00063637+0.0019602i,8.7681e-05+0.0014515i,-1.6823e-05+0.00089335i,-0.00034929+8.1721e-05i
-0.0016424-0.0014972i,-0.0031078-0.0014254i,-0.004368-0.0018749i,-0.0056324-0.001125i,-0.0038695+0.0011201i,0.0021725+0.0031337i,0.0059842+0.0035731i,0.0043607+0.0037681i,0.001042+0.0040955i,-0.00067032+0.0026971i,-0.00020994-0.0003982i,0.0016948-0.0015229i,0.0036952-0.00016085i,0.0046855+0.00046867i,0.0041929+0.00018561i,0.0024788+0.0010086i,0.00062594+0.0015315i,0.0002461+0.00097141i,0.00049889+0.00058937i,0.00042148-3.6938e-05i,0.0001169-0.0003965i,-0.00041159+0.00034104i,-0.00050769+0.00034826i
0.00032615-0.00059192i,0.0020833+0.00043782i,0.0027102+0.00060276i,0.0014207-0.00012351i,-0.00084095-0.0016129i,0.00071859-0.003446i,0.0039634-0.0045939i,0.004619-0.0027834i,0.0038072+0.0010703i,0.0023763+0.0027343i,0.0017833+0.0019024i,0.0033872-0.00028713i,0.0048481-0.0024254i,0.0030509-0.0032442i,-0.00010247-0.0024911i,-0.00057162-0.0011389i,0.00055148-0.00030422i,0.00029817-0.00031819i,-0.00013189-0.0004182i,-0.00055698-0.00069872i,-0.00021158-0.001251i,0.00044615-0.0012376i,0.00030906-0.0005496i
0.0015237+0.00071799i,0.0016688+0.00016872i,0.0017941-0.00072368i,-0.00070036-0.0026444i,-0.0047368-0.0052854i,-0.0079258-0.0066699i,-0.0070075-0.0057227i,-0.00085674-0.0039265i,0.0041775-0.0018912i,0.0045408-0.00049404i,0.0030757+0.00017203i,0.00096801-0.0011625i,-0.00024206-0.0035343i,-0.00071547-0.0041351i,-0.0012767-0.0027661i,-0.00062643-0.00067993i,-0.00039579-0.00035192i,-0.00088775-0.0010685i,-0.00017212-0.0015332i,-0.00040696-0.0018302i,-0.00098217-0.0013354i,-0.00052927-0.00084083i,0.00036739-0.00033831i
0.0018873-0.00017401i,0.0021428+0.00038765i,0.0026385-0.0018897i,0.00025601-0.0049365i,-0.006057-0.0043482i,-0.011344+0.00043557i,-0.011371+0.0028311i,-0.0071254+0.00015906i,-0.0023488-0.0026856i,0.00062537-0.0026694i,0.0012276-0.0027819i,-0.00077882-0.0037226i,-0.0030708-0.002864i,-0.0028393-0.00013998i,-0.00080639+0.0016676i,0.00038822+0.0011919i,-0.00027948-0.00031574i,-0.0013197-0.0010969i,-0.0013552-0.0003855i,-0.00057068-0.00044036i,0.00012465-0.00039801i,-0.00020542-0.00038888i,-0.00028547-0.0016758i
0.0013404+3.2655e-05i,0.0013138-3.9316e-05i,0.0038954-0.00031625i,0.003162+5.5845e-05i,-0.0017013+0.0016799i,-0.0038742+0.0065166i,-0.0038069+0.0095143i,-0.0049472+0.0077464i,-0.005815+0.0044196i,-0.0033473+0.002236i,-0.00011094+0.0012744i,-5.2374e-05+0.0010688i,-0.0025752+0.0022902i,-0.0028156+0.0033768i,-0.00099246+0.0029297i,-0.0003925+0.0016426i,-0.001148+0.00089951i,-0.0012373+0.0011937i,-0.00033531+0.0019547i,0.00042799+0.0020069i,0.00074267+0.0013411i,0.00016782+0.00039494i,-0.00037671-0.00072232i
-0.00013463+0.00067018i,-0.00057364+0.0017081i,-0.00079405+0.0018343i,-0.0009798+0.002157i,-0.00064637+0.0022693i,0.0015457+0.003325i,0.0034927+0.0057996i,0.0023834+0.0080596i,0.0010246+0.0089019i,0.00037926+0.006955i,0.00043569+0.0041565i,0.0004151+0.0034856i,0.00045129+0.0035857i,0.0012869+0.0028405i,0.0008865+0.00079182i,1.3642e-06-0.00047868i,0.0001326+0.00027119i,0.0010225+0.001114i,0.00095905+0.00066812i,0.00053571+0.00034131i,0.00035698+0.00055802i,-0.00011603+1.2119e-05i,-0.0010465-0.00024951i
0.0014075+0.00044199i,0.0033612+0.00075884i,0.0053205-0.0013066i,0.0040645-0.0051176i,0.0022006-0.0061781i,0.003338-0.0042708i,0.0056212-0.0016795i,0.0073833+0.0027701i,0.0083129+0.0067794i,0.0075044+0.0063284i,0.0053532+0.0033319i,0.0045436+0.0018423i,0.0049397+0.001286i,0.003788+0.00030485i,0.0016761-0.00030316i,0.00057374-0.00027676i,0.00021967+0.00058702i,-0.0004926+0.0010117i,-0.0009695+0.0006898i,-0.00088606-0.00032646i,-0.00089257-0.0012728i,-0.00085992-0.00067289i,-0.00083181+0.00089253i
0.001299+0.0015166i,0.00075548+0.00012207i,0.00024578-0.0021453i,-0.0032905-0.0046895i,-0.0071059-0.0059763i,-0.00726-0.0068278i,-0.0027577-0.0074462i,0.0040357-0.00682i,0.0086342-0.0057064i,0.0092494-0.0051401i,0.0079481-0.0045119i,0.0065848-0.0048668i,0.0046438-0.0055098i,0.001714-0.0040587i,-0.00045296-0.0012333i,-0.0010848+0.00092509i,-0.00086478+0.00084212i,0.00020053-0.00066942i,0.00023853-0.0017141i,-0.0006168-0.0025437i,-0.0014922-0.0025556i,-0.0014675-0.0017437i,1.8385e-05+0.0001622i
-0.00014995+0.00012319i,0.0018649+0.0035473i,0.0044926+0.0058095i,0.0040904+0.0046307i,-0.0007925+0.0029589i,-0.0071223+0.0020548i,-0.0093387-0.00058622i,-0.0064979-0.004951i,-0.0033901-0.0082879i,-0.0013937-0.0077781i,-0.00062445-0.0069896i,-0.00047697-0.0073205i,-0.0009404-0.0065953i,-0.0012312-0.003922i,-0.00037002-0.00022255i,0.000662+0.0012547i,0.0012765+0.00026538i,0.0015171-0.00055444i,0.001456-0.0013041i,0.00043651-0.0016628i,-0.00056495-0.00059816i,-7.3596e-05+0.00018644i,0.0011418+8.9313e-05i
0.0010651+5.3371e-05i,0.003157-0.00089181i,0.0045778-0.0035716i,0.0033094-0.0044985i,-0.00079732-0.0012281i,-0.0046418+0.0033709i,-0.0072922+0.0045306i,-0.010529+0.0022601i,-0.012653+0.00042436i,-0.011031-0.00052412i,-0.0079392-0.001241i,-0.006689-0.0017972i,-0.0064083-0.00092276i,-0.0048276+0.0011989i,-0.0018615+0.0021909i,-4.2147e-05+0.0016175i,0.00062954+0.00022362i,0.00078509+0.00012524i,0.0011974+0.00091931i,0.0012725+0.00086581i,0.00040447+0.00053538i,6.6997e-06+0.00032902i,0.00016451-0.00010075i
0.0016634+0.001192i,0.0019393+0.0017933i,0.0021815+0.0015919i,0.0015863+0.00072925i,0.001269+0.0020691i,0.0015939+0.0042701i,0.00063982+0.0075884i,-0.0033723+0.011642i,-0.0057145+0.014438i,-0.0041189+0.01299i,-0.0027791+0.0083651i,-0.0030686+0.0055013i,-0.0021962+0.0041308i,-0.00047217+0.0026311i,0.00087649+0.0010814i,0.00046792+0.00021984i,-0.00037799+0.00027705i,-0.00011516+0.0006412i,0.00030748+0.0015912i,-5.3966e-05+0.002144i,-2.3009e-05+0.0017166i,0.00022771+0.00059042i,6.2508e-05-0.0009813i
0.00094225+0.0022634i,0.0018539+0.0027495i,0.0034403+0.0028502i,0.0029546+0.0017782i,0.0019876-0.0006867i,0.0037431-0.0024547i,0.0066132-0.00075949i,0.0088877+0.0054703i,0.011109+0.010805i,0.011448+0.010366i,0.0089824+0.0073059i,0.0060896+0.005213i,0.0043166+0.003961i,0.002332+0.0026512i,0.0011686+0.0011451i,0.0012904+0.00033163i,0.0006937+0.00033969i,-0.00033748+0.00077473i,-0.00075414+0.0015133i,-0.00018725+0.0012005i,-0.00019741+0.00018753i,-0.0003503-0.00053557i,-0.00016616-0.00035108i
0.0010257-0.00035159i,0.0008021-0.0014156i,0.00091537-0.0041194i,-0.0018096-0.0060006i,-0.0058686-0.0065841i,-0.005984-0.0068104i,-0.00073368-0.0061216i,0.0067926-0.0045894i,0.013138-0.0037933i,0.014353-0.0033951i,0.011766-0.0029814i,0.0091725-0.0028003i,0.0068323-0.0031161i,0.0041945-0.0024286i,0.0010637-0.0010123i,-0.00065959+0.000249i,-0.00018436+0.00080946i,0.00030338+0.00061764i,0.00025409+1.2195e-05i,0.00028482-0.00066705i,-0.00049983-0.0014017i,-0.0010596-0.00080188i,-0.00054246+0.00028609i
0.00022277-0.0011666i,0.00073792-9.2403e-05i,-0.00067677+0.00034551i,-0.0026609+1.5853e-06i,-0.0066705-6.2331e-05i,-0.0092587+0.00066747i,-0.0070561-0.0026993i,-0.0035379-0.0088207i,-0.00021224-0.014147i,0.0017981-0.014361i,0.0035505-0.010551i,0.0046386-0.0082987i,0.0033555-0.0071998i,0.0022066-0.0042279i,0.0010638-0.0005744i,0.00029248+0.00094791i,0.00020894+0.00089987i,0.00015438+0.00049848i,0.00028656-0.000646i,-0.00031942-0.0014222i,-0.0010159-0.0014825i,-0.00091297-0.00044319i,-0.00032122+0.0013241i
-0.0015318-0.0014318i,-0.0018705+0.00055259i,-0.0025038+0.0016372i,-0.0035607+0.003689i,-0.0050725+0.0059005i,-0.0050141+0.0062581i,-0.0065057+0.0035424i,-0.011024-0.00090845i,-0.014865-0.003641i,-0.013919-0.004303i,-0.009532-0.0049713i,-0.0056466-0.0061903i,-0.0038413-0.0056521i,-0.0024948-0.0026622i,-0.0010013-0.0005223i,-0.00057244+0.00050584i,-0.00037984+0.0012837i,6.0433e-05+0.0013057i,7.1167e-05+0.00060986i,-0.00064798-0.0011618i,-0.0009831-0.0019131i,5.9819e-05-0.00052319i,2.1405e-05+0.00091086i
0.00029224+0.00018782i,0.001468+0.0014232i,0.0031797-0.00042543i,0.0028303-0.0016696i,0.0012464+0.00086788i,0.00094602+0.0058791i,-0.00072056+0.0084349i,-0.0057723+0.010268i,-0.009711+0.013305i,-0.0089391+0.012654i,-0.0060608+0.0076878i,-0.0047732+0.0033934i,-0.0042588+0.0010789i,-0.0019944-0.00051434i,0.00024619-0.00082306i,0.00073521-0.00076821i,0.00038116-0.00054315i,6.4088e-05+0.00063953i,-0.00036835+0.0019536i,-0.0003066+0.0027006i,0.00014748+0.0020442i,0.00071181+0.0011458i,0.000596+6.8252e-05i
