-0.0017783+0.00035435i,-0.0010494-0.00035017i,-0.0012146+0.001096i,-0.0011902+0.0022717i,-0.00066324+0.0030371i,-6.6421e-05+0.0026866i,-0.0011405+0.0011208i,-0.00093986+0.00080251i,0.00098923+0.00081702i,0.0020423+8.5968e-05i,0.0017557-0.00086626i,0.00063778-0.0007871i,-5.5384e-05-0.00070716i,-0.00035108-0.00079523i,-0.00035189-0.00088524i,0.0006668-0.00077521i,0.0016833+7.4412e-05i,0.001386+0.00049452i,0.00028752+0.00043303i,-0.00027258+0.00024669i,0.00017309+0.00025506i,0.00016245+0.00040545i,-0.00057203+0.00035815i
0.00061709+8.5607e-05i,0.00055628-2.0788e-05i,4.358e-05-0.00080603i,-0.00045929-0.0010119i,-0.0012935-5.9724e-05i,-0.0021805+0.00034188i,-0.0024454+0.00055028i,-0.0022447+0.001741i,-0.0022598+0.0018677i,-0.0023906+0.00052084i,-0.0010013-3.1908e-05i,0.00041681-0.00074685i,0.00093486-0.0012432i,0.0013031-0.0010451i,0.00097492-0.0004438i,0.00015524-7.5485e-05i,0.00047691+0.00059529i,0.0012191+0.0011396i,0.00086799+0.00048291i,-0.00044321-1.6267e-05i,-9.5234e-05-0.00049025i,0.00039317-0.00068097i,-7.7176e-05-0.00075562i
0.001185+0.0012012i,0.0012493+0.00079359i,0.0013126-0.0005707i,-0.00031335-0.0025726i,-0.0017035-0.0031453i,-0.0029818-0.001051i,-0.0033418+0.00207i,-0.0022792+0.003978i,-0.00083099+0.0043311i,0.00048463+0.0035965i,0.0014544+0.0011632i,0.0020383-0.0014878i,0.0021969-0.0015661i,0.0014221-0.00070455i,0.0011314-7.9614e-05i,0.0012218+0.00039216i,0.0012873+0.00083197i,0.0014657+0.0011012i,0.0010405+0.00018522i,0.0002888-0.00092473i,6.755e-05-0.00094821i,0.00023197-0.00077063i,1.5314e-06-4.0517e-05i
0.001436+0.0018228i,0.0022321+0.0014787i,0.0040236+0.00036185i,0.0039798-0.0010225i,0.000786-0.00074969i,-0.0011032+0.00065393i,0.00010061+0.0015197i,0.0018015+0.0027014i,0.0026293+0.0033235i,0.0029115+0.0031331i,0.0018127+0.0011631i,-8.1773e-05-0.0012519i,-0.0012282-0.0017743i,-0.0012208-0.0010632i,-0.00085456-0.0002552i,0.00036629-1.4484e-05i,0.00081611-0.00076393i,0.00057306-0.00074669i,0.00069364-0.0002585i,0.00018013-0.00028553i,-0.00021025-4.335e-06i,-0.0003513+2.0993e-06i,0.0001747+2.2616e-05i
-0.00017287-0.0013026i,-3.111e-05-0.00088241i,-0.0003934-0.0022769i,-0.0012587-0.0028949i,-0.0032859-0.001964i,-0.0030399-0.00090321i,-0.00077881-0.00046882i,0.0016373-0.00065244i,0.0031566-0.00029935i,0.0033697+0.00025055i,0.0022373-0.00018107i,0.00027434-0.0010262i,-0.0012976-0.0011382i,-0.001614-0.00040577i,-0.001588-0.00030665i,-0.0011755-0.00034477i,-0.00047375+0.00019365i,-0.00024287-0.00019302i,-0.0010614+0.00016049i,-0.0015864+0.00096183i,-0.0019544+0.00063466i,-0.0016874-2.3839e-05i,-0.00091944+0.00026039i
0.00021012-0.00076451i,0.00029194+2.9298e-07i,0.0010809-0.00051036i,0.00072386-0.0012942i,-0.001021-0.00043896i,-0.0018565-0.00036418i,-0.0012449-0.00034957i,0.00019016-0.00029148i,0.0013731-0.00096142i,0.0014318-0.0012717i,0.00081455-0.0014845i,-0.00016993-0.00083779i,-0.0011731+0.00035474i,-0.0012487+0.00076051i,-0.00088929+0.0014172i,-0.00069378+0.0013892i,6.0555e-05+0.00080699i,-3.8964e-05+0.00079055i,-0.0014241+0.00040635i,-0.0021162+0.00024579i,-0.0016741+0.00066759i,-0.00062996+0.00083828i,-9.2239e-05+0.0003123i
0.00069198+0.0014202i,0.0016681+0.00072134i,0.0028183-6.0854e-05i,0.0029812-0.00072361i,0.0014945-0.0005651i,-0.00039434-0.0010634i,-0.001954-0.0012305i,-0.002997-0.0010543i,-0.0020611-0.00088451i,0.00060346-0.00073426i,0.0012448-0.00041644i,0.0002325+0.00018246i,-7.9523e-05+0.00056994i,-0.00046224+0.0010509i,-0.00064393+0.0019836i,-0.00015575+0.0022288i,0.00061923+0.0020543i,0.0012441+0.0021699i,0.0013764+0.0013775i,0.0010982+0.00047513i,0.00043556+0.00081952i,-0.00018602+0.00067687i,-0.00016451+0.00070212i
0.0012658+0.0002445i,0.0030605-0.00077406i,0.0044687-0.0017727i,0.0019881-0.0022541i,-0.0020332-0.001937i,-0.0032531-0.0001803i,-0.0027358+0.0021418i,-0.0021145+0.0034606i,-0.0013797+0.0029561i,-0.0001289+0.0018999i,0.0012145+0.00074411i,0.0024739+0.00052746i,0.0025551+5.9325e-05i,0.0013515-0.00088682i,0.00072688-0.00032861i,0.00042316+0.0012291i,0.00050909+0.0012385i,0.00072902+0.00065135i,0.00069291+0.00053803i,0.00067228-0.00054758i,-1.179e-05-0.0003627i,-0.00021074+0.00097534i,-0.00017097+0.0011587i
9.1166e-05+0.00047853i,0.0011172+0.0010683i,0.0024274+0.00145i,0.0017346+0.00070888i,0.00046458+0.00033771i,0.00027257+0.00084519i,0.00010591+0.0011656i,-8.1605e-05+0.0018023i,-3.0624e-05+0.0025704i,0.00036725+0.0015589i,0.001042-0.00061842i,0.001604-0.0019872i,0.0010437-0.0021631i,0.00034528-0.0017398i,-7.8232e-05-0.0011729i,0.00024177-0.00013699i,0.00049287+0.00061175i,0.00011926+0.00039955i,-0.00040021-0.00019691i,-0.00023985-0.00079309i,0.0001379-0.0012532i,-0.00024541-0.0012635i,-0.00063684-9.804e-05i
5.01e-06+0.0016511i,0.0012473-0.00038757i,0.0030906-0.0017571i,0.002309-0.0013533i,8.1537e-05-0.00010398i,-0.0014679+0.00053595i,-0.00067706+0.00085222i,0.00085525+0.0010625i,0.0014571+0.0020323i,0.0016242+0.0024166i,0.00064215+0.00010765i,-0.00078171-0.0024756i,-0.0016867-0.0024552i,-0.0024626-0.0010976i,-0.0014963-9.743e-05i,1.2539e-05-7.4119e-05i,0.00083635-7.2651e-05i,0.00046439+0.00040462i,0.00044728+7.6776e-05i,0.00018017+2.26e-05i,0.00017396-0.00042719i,0.00029695-0.00090603i,-3.7787e-05-0.00081615i
-0.00064876+0.0008352i,-0.0013173+0.0012989i,-0.0016818+0.0013536i,-0.0020549+0.0014209i,-0.0023853+0.0020714i,-0.0018087+0.0020352i,-0.00064183+0.0014018i,0.00071582+0.00065765i,0.0020104+0.00037751i,0.0031392+0.0011116i,0.0025892+0.00058208i,3.2647e-06-0.00073494i,-0.002307-0.0011948i,-0.0022008-0.00020979i,-0.001413+0.00015251i,-0.001272-0.00012876i,-0.0008821+7.3816e-06i,-0.00024305-8.7014e-05i,-0.00027933-0.00017079i,-0.0010569+0.00028489i,-0.00064834+0.000522i,0.00048641+0.00072766i,0.00025369+0.0010869i
-0.00086981+0.00015923i,-0.00022014+0.001409i,-0.00059397+0.0015221i,-0.0017144+0.00061152i,-0.0022764+0.00059189i,-0.0016798+0.00078622i,-0.00052591+0.00029904i,0.00020961-0.00050317i,0.0008066-0.00083359i,0.0015511-0.0004297i,0.0019318-0.00019252i,0.00082353-0.00075221i,-0.00085785-0.00059661i,-0.00054794+0.00070597i,0.00011881+0.00074966i,0.00025993+7.9487e-05i,0.00010518+0.00036876i,6.0585e-05+0.0010122i,0.00016521+0.001065i,0.00028381+0.0002925i,0.00034972-2.2017e-05i,-0.00014857+0.00016108i,-0.00080711-1.0771e-06i
0.00092803+0.001982i,0.0017989+0.0021566i,0.0048403+0.0013683i,0.0063864-0.00064638i,0.0041749-0.0014021i,0.0011272-0.0015072i,-0.00062621-0.0013739i,-0.0016039-0.00063737i,-0.00172-0.00027688i,-8.2832e-06-0.0011075i,0.0014099-0.0014526i,0.0018542-0.00095718i,0.0014857-0.00036214i,0.00073745+0.00044408i,0.00026789+0.0010218i,0.00046381+0.0012048i,0.00060399+0.00096261i,0.00038127+0.001006i,-0.00020459+0.00082743i,0.00025288-0.000346i,0.00091269-0.00080821i,0.0006125+3.9227e-05i,0.00047544+0.00060306i
0.00031849+0.0019959i,0.0013349+0.0015262i,0.0008466+0.0012735i,-0.0010077+0.0005742i,-0.0023443+0.00078587i,-0.002044+0.00072772i,-0.0011388+0.00079404i,-0.0017616+0.0019141i,-0.0023476+0.0014107i,-0.00086888-2.1064e-05i,0.00044744-0.00087869i,0.0011417-0.0012893i,0.0017369-0.00076929i,0.0017383-0.00019464i,0.00073773+0.00049181i,0.00050996+0.00050448i,0.0014181+0.00038248i,0.0010887+0.00032356i,0.00017344-0.00010383i,5.9854e-05-0.00049578i,0.00010246-0.00020927i,0.0005601+0.00070906i,0.0010346+0.0011592i
-0.00089066-0.00083818i,-0.0011522+0.00041839i,-0.00049759+0.0016122i,0.00011585+0.002263i,-0.00093841+0.0030947i,-0.00058431+0.0034063i,-2.9745e-06+0.002042i,-0.00046677+0.0017259i,-0.0015114+0.0029055i,-0.0011647+0.0027978i,-0.00017575+0.00075032i,0.00064478-0.0016683i,0.001183-0.0030283i,0.0013413-0.0028861i,0.0010321-0.0015363i,0.0007301-0.0002068i,0.00087259+0.0007681i,0.00094791+0.00058089i,0.001228+0.00023407i,0.00067932+6.0076e-05i,3.0103e-05-0.00026811i,-0.00011433-0.00051542i,0.0004903-0.00052339i
0.0014709+0.0021822i,0.0020991+0.0023257i,0.0029811+0.001393i,0.0019788-0.00026033i,-0.00016992-0.00019043i,-0.0018097+0.00036851i,-0.0016841+0.0013221i,-6.52e-05+0.0027404i,0.00093959+0.0039279i,0.0014746+0.0042303i,0.00087822+0.0024395i,-0.00055686-0.00071505i,-0.00083873-0.0027076i,-0.0011187-0.0023349i,-0.00086248-0.0003879i,-0.00026873+0.00045759i,-8.8625e-05-0.00043849i,-4.1738e-05-0.00079751i,7.5949e-06-0.00028874i,-0.0001346+9.5799e-05i,-0.00028814+0.00013542i,-0.00027252+0.00045152i,-0.00047843+0.00011444i
-0.00013154-0.00012761i,-0.00063901-0.0006713i,-0.00033975-0.00077297i,-0.0014421-1.0391e-05i,-0.0033498+0.00056595i,-0.0022323+0.00057257i,0.00056968+0.00052197i,0.0019434+0.00098951i,0.0036659+0.0016786i,0.0049288+0.0019045i,0.0039905+0.0013351i,0.0021579+0.00051719i,-8.1117e-05-0.00015263i,-0.0018469-0.00026571i,-0.0010585-0.00045687i,-0.00066818-0.00027291i,-0.00085858-0.00028503i,-0.00045467-0.00016207i,-0.00064799+0.00058937i,-0.00060081+0.00043279i,-0.00016319-0.0001969i,0.00077284-0.00014242i,0.00024578-0.00010914i
0.00035877+0.0015342i,0.00032567+0.0010972i,0.0013712-0.00090927i,0.0011594-0.0023369i,0.0003481-0.0019057i,-0.00081125-0.00072301i,-0.0012053-6.3239e-05i,0.00045851-0.00061088i,0.0028365-0.0012633i,0.0043167-0.0018715i,0.0040712-0.0024028i,0.0022007-0.0016602i,0.00022635-1.831e-07i,-0.00095838+0.001075i,-0.00070029+0.00089898i,-0.00044308+0.0007422i,-0.000156+0.00098424i,0.00059843+0.0007963i,0.00071139+0.00060652i,0.00029342+0.00052415i,-0.0003904+0.00019492i,-0.00025352+0.00032885i,-0.00043905+0.0004557i
-9.785e-05+0.0013894i,0.001468+0.0013275i,0.0029369+0.00038032i,0.0023254+0.00071521i,6.4177e-05+0.0015471i,-0.0014874+0.0014927i,-0.0016944+0.00030021i,-0.0015868-0.0015741i,-0.0011912-0.0033826i,-0.00013516-0.0044074i,0.00074906-0.0042217i,0.00096186-0.0023054i,0.001292+7.602e-05i,0.0013696+0.0011232i,0.0014415+0.0013607i,0.0012513+0.0011724i,0.00056232+0.00068236i,-4.315e-05-0.00011555i,-0.00034834-0.00029622i,-9.4833e-06+0.00043771i,-0.00055648+0.0011878i,-0.00060094+0.0013378i,-0.00031101+0.00036372i
0.00031556+0.0010393i,0.00091865+0.00057109i,0.0010696-0.0017665i,-0.0010345-0.0030764i,-0.0029502-0.0021885i,-0.0028571-5.2138e-05i,-0.002557+0.00080253i,-0.0036067+0.0011721i,-0.005297+0.0008634i,-0.0049471-0.00028913i,-0.0032255-0.00082156i,-0.0015337-0.00075133i,-6.0206e-05-0.0011567i,0.00077815-0.00080218i,0.0015888+0.00030345i,0.002027+0.00068247i,0.0008667+0.00046676i,-0.00019587-2.3038e-05i,-0.00032251-0.00030592i,-0.00059193-0.00052277i,-0.00039677-0.00055007i,0.00011872-0.00076345i,-0.00018202-0.00045355i
0.00031523-0.0003802i,-0.00043375-0.0008411i,-0.0010738-0.0015471i,-0.0022885-0.0015294i,-0.0030735-0.0011375i,-0.0019929-0.0001883i,-0.00074465+0.00090271i,-0.0016547+0.0025648i,-0.0025551+0.0043625i,-0.001963+0.0045143i,-0.00087039+0.002757i,-0.0002728+0.00066725i,-0.0001387-0.00027428i,2.7424e-05-0.00058734i,0.00055133-0.00079063i,0.00092046-0.00051684i,0.00045177-0.00026945i,-1.898e-05+3.9979e-05i,-0.00030189-0.00027544i,-0.00058015-0.0013823i,-0.00052051-0.0012552i,-0.00022605-0.00036499i,0.00061623-8.4914e-05i
0.0014701+0.0010183i,0.0021644+0.0012282i,0.0031965+3.4352e-05i,0.0026017-0.00054851i,0.0011092-0.00072716i,-0.00025201-0.00041489i,-0.00024004+0.0012358i,0.0011561+0.0037034i,0.0027113+0.0062701i,0.0034714+0.0071621i,0.0030918+0.0046742i,0.0017071+0.0014446i,0.0001648-6.5182e-05i,-0.0005652-0.0006288i,-0.00034253-5.1891e-05i,-0.00076068+0.00045715i,-0.00043267+0.00064176i,-4.5759e-05+0.00088881i,-0.00035841+0.00070292i,-7.2781e-06+0.0015131i,0.00046916+0.0015807i,7.7927e-05+0.00041998i,0.00014447-0.00025106i
0.00011095+0.0017641i,0.001736+0.00071387i,0.0025447-6.8745e-05i,0.0023322-0.0018214i,-7.8154e-05-0.0018206i,-0.002113-6.8419e-05i,-0.0012025+0.00074157i,0.0018331+0.0016328i,0.0058474+0.0023942i,0.0086615+0.0021584i,0.0077193+0.00039045i,0.0041641-0.00073773i,0.0011545-0.00095867i,-0.00042173-0.00086992i,-0.00090053-4.7427e-05i,-0.00028636+0.00082652i,0.00065979+0.0017451i,0.00098163+0.0013349i,0.00044456+0.00072652i,0.00015974+0.00037395i,-0.00011706-0.0005318i,-0.00092706-0.00093104i,-0.00020805-0.00082439i
0.00074783-0.00072327i,0.0015133+0.0002507i,0.0014959+0.00010101i,0.0011728-0.00063033i,-0.00084714-0.00030029i,-0.0017031+0.00011086i,-0.00096349-0.00011842i,0.0010765-0.0012492i,0.0043951-0.0034568i,0.0062125-0.0063336i,0.0051651-0.006175i,0.002221-0.0036254i,0.00014833-0.0013457i,3.6572e-05+0.00016999i,0.00051406+0.0011731i,0.00031756+0.0011434i,0.00021406+0.00079734i,0.00094935+0.0012962i,0.00069429+0.0014109i,0.00039173+0.0004992i,7.9502e-07+4.8265e-06i,-0.00063524+0.0001299i,-0.00031034+0.00023747i
0.001327+0.00072387i,0.0017217+0.0027191i,0.0020711+0.0027632i,0.00071619-0.00013766i,-0.0014613-0.0016212i,-0.0021395-0.00043965i,-0.0023545+0.00097042i,-0.0022046-0.0009435i,-0.0020906-0.0047219i,-0.0034397-0.0070834i,-0.0035624-0.0067517i,-0.0021407-0.004344i,-0.0007247-0.0017577i,8.4119e-05+0.00011799i,0.00039711+0.00058063i,0.0010136+0.00043443i,0.0010051+0.00045665i,0.00063067+0.00035293i,0.00011117-0.00061895i,-0.00029717-0.0012231i,-0.00018683-0.00045251i,-0.0001123+0.00035237i,-0.00016857+0.00048338i
-0.0011046-2.822e-05i,0.00042801-0.00031565i,0.0023196-0.00026522i,0.0027536-0.00032837i,0.00056863+0.00017271i,-0.0013535+0.0013218i,-0.0018438+0.00065396i,-0.0029219-0.0011246i,-0.0050128-0.0011551i,-0.006254+0.00043681i,-0.0055937+0.0010817i,-0.0029033+0.00020996i,1.0667e-05-0.0002348i,0.001119-0.00052845i,0.0012899-0.00067905i,0.0015286-0.00051057i,0.001326+6.5337e-05i,0.00026211+0.00048486i,-0.00028188+0.00048042i,-0.00072303+0.00064748i,-0.00098922+0.00094829i,-0.00061411+0.0011823i,0.00053035+0.0012048i
0.0011195+0.00037474i,0.0017595+0.00084389i,0.0018481-0.00044388i,0.00043962-0.00059125i,-0.002899+0.00026981i,-0.0038506+0.0010822i,-0.0021283+0.0027102i,-0.0017043+0.0047077i,-0.0025566+0.007708i,-0.0021517+0.0088538i,-0.00096124+0.0066508i,-7.5554e-05+0.0030853i,0.00076192+1.836e-05i,0.0014224-0.0015131i,0.00116-0.001543i,-0.00013285-0.00071617i,-0.00062702+0.00048568i,-0.00092125+0.0011289i,-0.0012077+3.849e-05i,-0.00045357-0.00045028i,-5.1189e-05+0.0002577i,-0.00046453+0.00030558i,-0.00053887-0.00065189i
-0.00027957-0.00068594i,0.00030173-8.7223e-05i,0.00068434-0.0019544i,-0.00044329-0.0029917i,-0.0012365-0.001624i,-0.0012101-0.00077386i,-0.00051336+0.00065477i,0.00086842+0.0036028i,0.0029142+0.007631i,0.0054715+0.0092666i,0.0069186+0.0055193i,0.0048857+0.00074423i,0.0015265-0.0015494i,-0.00076741-0.0011581i,-0.0012331-0.00082201i,-0.00091227+0.00028326i,-0.0015704+0.0011507i,-0.0010683+0.00033816i,0.00015908-0.00012445i,0.00022594+0.00050799i,-0.00021298+0.00057343i,-0.00044608+2.9914e-05i,-0.00053638-0.00083192i
0.00072741+0.0027586i,0.0009833+0.003421i,0.0025363+0.0031089i,0.002343+0.0016455i,-0.00023358+0.00058921i,-0.0018778-5.9635e-05i,-0.0012923-5.0365e-05i,0.001543+0.00086745i,0.0063641+0.0014241i,0.0098723-0.00031612i,0.0084323-0.0025163i,0.0038104-0.002968i,8.232e-05-0.0010099i,-0.0019062+0.00055575i,-0.0019116+0.0010632i,-0.0011815+0.0015397i,0.00023285+0.0013797i,0.001894+0.00094288i,0.001856+0.00042639i,0.00075192-0.00022261i,0.00061587-0.0008955i,0.00011835-0.0012845i,-0.0011603-0.0011069i
0.00016491-0.0012431i,0.00035162-0.000833i,-0.0017292-0.0014522i,-0.0042377-0.0016856i,-0.0049306-6.0259e-05i,-0.0034604+0.0017732i,-0.0011454+0.0015661i,0.0014945-0.0006452i,0.00423-0.0042845i,0.0041564-0.0071075i,0.0018959-0.0077701i,-0.00050199-0.0046525i,-0.001326-0.00074407i,-0.00013631+0.00036963i,0.00063301+0.0011474i,0.0011733+0.0013286i,0.00075771+0.00094227i,0.00012195+0.00086159i,0.00029674+0.00025299i,-0.00037793-0.00038931i,-0.0013699-0.0004373i,-0.0014699+7.8478e-05i,-0.0012077+0.000729i
0.00013037+0.00036399i,0.0013716+0.0012033i,0.0029135+0.0019734i,0.0032343+0.00098925i,0.0012256+0.00030824i,0.00020609+0.0016007i,0.00067995+0.00043263i,0.000334-0.0024783i,-0.0013093-0.0052087i,-0.0032629-0.0071049i,-0.0043387-0.005437i,-0.0026711-0.0025842i,7.5529e-05-0.00049629i,0.0013836+0.0010002i,0.0014816+0.0019239i,0.0012539+0.0018442i,0.0017021+0.001428i,0.0011955+0.00087161i,0.00037343+7.682e-05i,-0.00016085-0.0008653i,-0.00022353-0.0012349i,7.2203e-05-0.00059209i,9.5191e-05+0.00019417i
7.3208e-05-0.00098519i,0.00024361-0.0015705i,0.00028593-0.0028347i,-0.0010038-0.0022617i,-0.0026542-0.0008957i,-0.0017184+0.00014683i,-0.0004717-1.9408e-06i,-0.0015626-0.000676i,-0.0045509-4.1247e-05i,-0.0068138+0.0023309i,-0.005383+0.0038622i,-0.0019285+0.0028625i,0.00076103+0.00030515i,0.0019029-0.0016174i,0.0015642-0.0016886i,0.00056007-0.0013985i,0.00079741-0.0017508i,0.0011566-0.0013863i,-0.0002963-0.00039959i,-0.0011843-0.00012845i,-0.00094268-0.00031969i,-0.00018435-2.6431e-05i,0.00035934+0.00062058i
0.00068067-0.00019226i,0.00059646-0.0012702i,0.00041386-0.0029368i,-0.0018213-0.0037942i,-0.004594-0.0025515i,-0.0043213-5.5563e-05i,-0.0021621+0.0011832i,-0.0024541+0.0030089i,-0.0039165+0.0060382i,-0.0018164+0.0078775i,0.0026632+0.0066447i,0.0034625+0.0028113i,0.0013205-0.00037099i,0.00025799-0.00076439i,6.4734e-05-0.00055919i,0.00049966-0.00039437i,0.0004777+0.00011063i,-0.00023652+2.704e-05i,-0.00039353+0.00023674i,-0.00027919+0.00055197i,-0.00047325+1.4561e-05i,-0.0011579-0.0012661i,-0.0010276-0.0018329i
0.00036886-0.0017244i,0.0012186-0.00019786i,0.0018726-8.545e-05i,0.0012148+0.00055065i,-0.0012095+0.0016289i,-0.002266+0.0022487i,-0.0020885+0.0031483i,-0.0014825+0.0041975i,0.0023671+0.0054448i,0.0064992+0.0054215i,0.0073006+0.0020944i,0.0049666-0.0011627i,0.0019128-0.001873i,0.00038014-0.0015982i,-0.00010114-0.00049971i,-0.0003962+0.00059998i,-0.00080236+0.00059409i,-0.00045807+0.0010899i,0.00049087+0.0015329i,0.00035965+0.00047248i,-0.0008637-0.00053188i,-0.0021499-0.0010726i,-0.0018012-0.0010293i
-0.00023397+0.00040133i,0.00051015+0.0003052i,0.001146+0.00010504i,-0.00094463-0.00051113i,-0.0029646-0.00035497i,-0.0033919+0.0010405i,-0.0024319+0.003103i,0.00011068+0.0040847i,0.0047228+0.003334i,0.0082832+0.0010359i,0.0067723-0.0023899i,0.0023456-0.0035306i,-0.0012391-0.0019021i,-0.00199+0.00017126i,-0.0012795+0.0020906i,-0.00058254+0.0021008i,0.00021878+0.0011021i,0.00035086+0.00077073i,0.00017151-0.00023019i,0.00035327-0.00016515i,9.1759e-05+0.00011145i,-0.00060013-0.00032145i,-0.0013492-0.00012239i
0.00044716+0.0020703i,0.0014194+0.0015271i,0.0028398-0.00051477i,0.0034833-0.0015725i,0.0020718-0.00032202i,0.00078102+0.00095033i,0.00041454+0.001775i,0.0017004+0.0010315i,0.0038771-0.0030199i,0.0038671-0.0062925i,0.0010849-0.006257i,-0.0013309-0.0041491i,-0.00097896-0.0017627i,0.00017067-0.00012059i,-1.0314e-05+0.00082763i,0.00067111+0.0015127i,0.001901+0.0013244i,0.0014081+0.00056862i,0.0001189-0.0002323i,-0.00090808-0.00082379i,-0.0011549-0.0003791i,-0.00082079+0.0002275i,-0.00017415+0.0010402i
0.00013569+0.0010268i,0.00044098+0.001033i,0.00046483+0.00056018i,-0.001145-0.0003699i,-0.0021232-0.0006862i,-0.00011275-0.00046258i,0.0032592-0.0011903i,0.0039621-0.0025557i,0.0015079-0.0043571i,-0.0020024-0.0043075i,-0.0034679-0.0013742i,-0.0018092+0.0009189i,-0.00010962+0.00080744i,-5.2233e-05+0.00023235i,0.00036603-1.4186e-05i,0.0012113-0.000125i,0.00064308-2.7841e-05i,0.0001557-0.00060702i,0.00016707-0.0016231i,-0.00049346-0.0012502i,-0.00077163-2.8185e-05i,5.4729e-05+0.00026505i,0.00061287+0.0011085i
0.0011427-0.0014519i,0.0032599-6.075e-05i,0.0035443+0.00018979i,0.0013802-0.00095414i,-0.0021664-0.001056i,-0.0036588-0.0011429i,-0.0019983-0.0022625i,-0.0017869-0.0031759i,-0.0049183-0.001947i,-0.0059044+0.001578i,-0.0023928+0.0035574i,0.0014731+0.0025047i,0.0026791+0.00074775i,0.0021178-7.4053e-06i,0.0014747-0.00030205i,0.0014863-0.00061817i,0.0014813-0.00066958i,0.00033378-0.00034546i,0.0002796+0.0002644i,0.00026388+0.00039915i,-0.00011332+0.00014927i,0.00073323-0.0001076i,0.0016-0.00011934i
-0.0018193+0.0019693i,-0.00093552+0.0020162i,-0.0005943+0.0023188i,-0.0021161+0.0021109i,-0.0030751+0.0020449i,-0.0023893+0.00056265i,-0.0032334-0.0015766i,-0.0051304-0.0010218i,-0.0043876+0.0029964i,-0.00086088+0.0059365i,0.0025592+0.0039767i,0.0033676+0.0002533i,0.0015924-0.0017687i,0.00035187-0.0021316i,0.00027288-0.0015558i,0.0011527-0.0011912i,0.0011053-0.00066268i,-0.00027946+0.00025274i,-0.00031708+0.00096733i,-9.0979e-05+0.00044436i,-0.00046264-9.0951e-05i,-0.00075756+0.00018035i,-0.00087445-0.00012914i
-2.6099e-05+0.00059991i,0.0014527+0.00056573i,0.0025092-0.0009061i,0.0009475-0.0004521i,-0.0021793+0.0023955i,-0.0041872+0.0052016i,-0.0046558+0.0065569i,-0.0037641+0.007083i,-0.00036174+0.0081089i,0.0046621+0.0064931i,0.0056492+0.001146i,0.0025237-0.0028997i,0.00047094-0.0032914i,-0.00014263-0.0026577i,-0.00083709-0.0015366i,-0.0012686-0.00018069i,-0.0012328+0.00036715i,-0.00055624+0.0011633i,0.00017858+0.0012215i,-7.6121e-05+0.00039751i,-0.00052729+0.00053482i,-0.00082948+0.00033468i,-0.00081583-0.00010635i
-0.00035907-0.0009653i,-0.00068985+0.00024759i,-0.0011154+0.0011956i,-0.00090375+0.0011898i,-0.0009135+0.0016838i,-0.00079375+0.0038179i,0.00010871+0.0057391i,0.0015729+0.0062092i,0.0046086+0.0049723i,0.006025+0.0019409i,0.0034586-0.00080129i,-0.00014502-0.00070256i,-0.0014512+5.6901e-06i,-0.0016797+0.00038032i,-0.0016186+0.00093821i,-0.0020153+0.0015483i,-0.0020276+0.0013525i,-0.00052519+0.00074234i,0.00021655+0.0001733i,-0.00025213-0.00052335i,-0.00029649-0.00020738i,-0.00057795+0.0004009i,-0.00095551+0.00054826i
0.00094617+0.00084234i,0.0015365-0.00028493i,0.0027663-0.0019003i,0.002082-0.0027368i,0.0012443-0.00177i,0.0023989+0.00039138i,0.0049532+0.0022314i,0.006767+0.0020315i,0.0064599-6.634e-05i,0.0038976-0.002653i,0.00068095-0.0028509i,-0.00037113-0.00085729i,0.00055283+0.00026208i,0.00038677+0.00066967i,-0.00022861+0.0013773i,-0.00023009+0.00125i,0.00031192+0.00086634i,0.00091787+0.00056847i,0.00040338+7.3431e-05i,0.00015659-0.00017797i,0.0006907+2.8297e-05i,0.0013001+0.00074962i,0.0014+0.00068686i
0.00019898+0.0014041i,0.00047402+0.0014548i,8.9418e-05+0.00035879i,-0.00081345-0.0017416i,-0.0020367-0.0028191i,-0.0019623-0.0039513i,0.00044512-0.0046399i,0.0027785-0.0045061i,0.0021355-0.0043321i,-0.00010905-0.0031932i,-0.00018466-0.0013822i,0.00042964-0.00076231i,0.00043513-3.5949e-06i,0.00026882+0.0011228i,0.00033564+0.0015015i,0.00095809+0.0011476i,0.0014178+0.0008304i,0.00095537+0.00066911i,0.00039931+0.00028603i,-0.00021194+0.00010375i,2.0896e-05-0.00037207i,0.0009294-0.00040758i,0.00099492+0.00016449i
0.00091236+0.00084783i,0.0015828+0.00063032i,0.0015236+0.00027529i,-0.00026356-3.5669e-05i,-0.002378-0.00059549i,-0.0027796-0.0012829i,-0.002305-0.0040544i,-0.0027706-0.0059496i,-0.0034047-0.0039012i,-0.0028184-0.00039327i,-0.00010988+0.0010162i,0.0022364-0.00012276i,0.0018431-0.00059575i,0.0010181-9.3439e-07i,0.0013693+0.00019328i,0.0013776+0.00063853i,0.001357+0.00094018i,0.00090092+3.4918e-05i,0.0002564-0.00025621i,-0.00044678-0.0002158i,-0.00021983-0.00047926i,-4.0232e-05-0.00072315i,-0.00028001-0.0010009i
