-0.001065+0.00032186i,-0.00062748-0.00095417i,-0.0013565-0.0010484i,-0.0017881-0.0009495i,-0.0020359+0.00043529i,-0.0026944+0.0015933i,-0.0020053+0.0016041i,-0.00023914+0.0013215i,0.00144+0.0001911i,0.0019608-0.00063337i,0.001666-0.00070103i,0.0013909-0.00064687i,0.00032567-0.0010024i,-0.00052095-0.0011736i,-0.00090896-0.00057599i,-0.0012413-0.00040964i,-0.0013045-0.00016022i,-0.0006391+0.00028845i,0.00050296+0.00011919i,0.00054857-0.00087139i,0.000421-0.0010902i,0.00031749-0.00058003i,-0.00022002-0.00015251i
0.017041+0.0021278i,0.01296+0.007281i,-0.0023015+0.015284i,-0.014733+0.023022i,-0.014032+0.024008i,-0.0095747+0.017088i,-0.0090687+0.010107i,-0.0064076+0.0072358i,-0.00085316+0.0043937i,0.0020581+0.0011455i,0.0020301-0.00039024i,0.00064442+0.00012819i,-0.00040962+0.0013053i,-0.00033214+0.0012351i,-4.4352e-05+0.00038851i,-0.00025512+0.00022183i,-7.25e-05+0.00012208i,-0.00022733+0.00040651i,-0.00072819+0.00088715i,-0.00037068+0.00071046i,0.0005935+0.0010194i,0.0014469+0.001321i,0.0017886+0.0014184i
0.0092732-0.013735i,0.012027-0.0088268i,0.013162+0.006885i,0.014808+0.020222i,0.016013+0.019759i,0.010495+0.013229i,0.0032169+0.010315i,0.0018052+0.0086508i,0.0031345+0.0042479i,0.0032526+0.00046483i,0.0013294-1.2795e-06i,-0.00017894+0.00022174i,2.1198e-05+2.7435e-05i,0.00037468-0.00015119i,-0.00046504-1.7833e-05i,-0.0022005+0.00023732i,-0.001918+0.00072798i,-0.00057875+0.00095294i,-2.1379e-05+0.00091106i,0.00069465+0.00067458i,0.00059218-0.00037305i,0.00039735-0.0012408i,0.00041972-0.00056753i
-0.0056075-0.014127i,0.00052035-0.015267i,0.015711-0.010337i,0.02744-0.007371i,0.024593-0.0076487i,0.013738-0.004285i,0.0087662+0.0020837i,0.0081079+0.0037229i,0.0055215+0.00074089i,0.0027579-0.0013659i,0.00070766-0.00083384i,-0.00045504+0.00020893i,-0.00018565-9.3776e-05i,-0.00045325-0.00094555i,-0.001061-0.00028898i,-0.00052254+0.0010277i,0.00013672+0.00055439i,0.00020577-0.00017561i,0.00099921+0.00021459i,0.0019113+0.0004919i,0.001992+3.4689e-05i,0.0014683-0.0009355i,0.0013273-0.00049482i
-0.014445-0.0032548i,-0.014996-0.0088564i,-0.0069762-0.019945i,-0.001425-0.028507i,-0.0034664-0.025865i,-0.0035706-0.015262i,0.00065066-0.0072023i,0.0035374-0.0052074i,0.0027467-0.0041118i,0.00074892-0.0024647i,0.00044321-0.00051575i,0.00067508+0.00032985i,0.0010133-5.7905e-05i,0.00049992-0.00018341i,0.00045825+0.00059742i,0.0011223+0.0015871i,0.0015402+0.0014583i,0.0015115+0.00042182i,0.00083767-0.00084508i,0.0007709-0.0016806i,0.00043882-0.0016251i,-0.00012658-0.0015863i,-0.00017717-0.0011879i
-0.0088301+0.012592i,-0.013613+0.0098852i,-0.020679-0.0023192i,-0.02607-0.010711i,-0.02506-0.0077931i,-0.014957-0.0031582i,-0.0055214-0.0041536i,-0.0026418-0.0051547i,-0.0010556-0.0026104i,0.00054254-0.00047317i,0.00090357+0.00043091i,0.0012576+0.0012695i,0.0003173+0.0011581i,-0.0015015+0.00030111i,-0.0010887-0.00063181i,0.00061138-0.00091045i,0.00046391-0.00083806i,-0.00068271-0.00068077i,-0.0015888-0.00099117i,-0.0021087-0.00075158i,-0.0020017-0.0001979i,-0.0016653-2.7837e-05i,-0.0013427-0.00013341i
0.0093414+0.015885i,0.0033148+0.019811i,-0.010734+0.020578i,-0.021025+0.021096i,-0.017361+0.020464i,-0.0095526+0.012909i,-0.0072323+0.0045115i,-0.0062652+0.0017223i,-0.0019772+0.0012244i,0.0011968+0.0013994i,0.0015942+0.0010148i,0.0016764-0.0002506i,0.00052435-0.0003534i,-0.0010705+0.00093629i,-0.0015216+0.0013671i,-0.0014989-0.00010213i,-0.0011508-0.00054917i,-0.000423+0.00049347i,-0.0010712+0.00090137i,-0.0018418+0.00099404i,-0.001335+0.00093985i,-0.00096742+0.00065998i,-0.0010693+0.0010307i
0.014249+0.00060255i,0.017672+0.0066462i,0.013673+0.018293i,0.011615+0.02576i,0.012591+0.021692i,0.0087437+0.012037i,0.0016872+0.0077067i,-0.001547+0.0075241i,-0.00016581+0.0054418i,0.0010384+0.0022855i,0.0013045+6.3777e-05i,0.0013137-0.00060077i,0.0010147-0.00016213i,0.00060535+0.00045756i,-0.00018267+0.00053798i,-0.0012058+0.0012383i,-0.0012071+0.001587i,-0.00046847+0.0013071i,-0.00056805+0.0017967i,-0.00051913+0.0022395i,-5.6973e-06+0.0019455i,0.00012528+0.001974i,0.00036555+0.0019702i
0.0083791-0.01475i,0.014924-0.014137i,0.023595-0.0067383i,0.028824-0.0019697i,0.023588-0.0045022i,0.01131-0.00409i,0.0038273+0.0024289i,0.0029156+0.0057118i,0.0032446+0.0034992i,0.0025153+0.00035172i,0.0012119-0.0011255i,0.00015296-0.00098147i,-7.5956e-05-0.00054382i,4.4873e-05+4.8877e-05i,-0.00014449+0.00062624i,0.00024208+0.00090008i,0.00089532+0.0011474i,0.0012685+0.0013998i,0.0019549+0.0012404i,0.0019424+0.0010879i,0.0010256+0.00053452i,0.0015733+0.00029333i,0.0019159+0.00071139i
-0.0097414-0.011999i,-0.0084287-0.020098i,0.00064695-0.026075i,0.0076842-0.028233i,0.0048993-0.023845i,0.00021045-0.012868i,0.0025537-0.0035866i,0.0063604+0.00012423i,0.0058211+0.00076343i,0.0033845-5.7986e-05i,0.0014682-0.00063889i,-9.3128e-05+0.00014269i,-0.0010898+0.00013089i,-0.0006677-0.0006464i,0.0007405-0.00023364i,0.0014691+0.00047629i,0.001453-0.00020597i,0.0010687-0.0019709i,0.0012463-0.0028032i,0.00080445-0.0013594i,0.00083883+9.2152e-05i,0.0014251-0.0001194i,0.0014054-0.00029498i
-0.013221+0.0023812i,-0.01972-0.0010189i,-0.022234-0.01204i,-0.024448-0.020071i,-0.023936-0.014663i,-0.016782-0.0047575i,-0.0066251-0.0024276i,0.00017379-0.0039013i,0.001706-0.0038507i,0.00093183-0.0021858i,0.00030209-0.00038119i,0.00031654+0.001062i,6.9768e-05+0.0015827i,-0.00049914+0.0006277i,-0.00068728-5.1888e-05i,-0.00078477+0.00024138i,-0.0011804-0.00043144i,-0.0011324-0.0014578i,-0.001039-0.0018211i,-0.00061856-0.0025448i,0.00056371-0.0020571i,0.00091921-0.001374i,0.00058719-0.0012772i
-0.0052195+0.012172i,-0.011124+0.017212i,-0.021128+0.016132i,-0.027629+0.01494i,-0.023891+0.01646i,-0.015143+0.013614i,-0.0090617+0.0060278i,-0.0054852+0.00039157i,-0.0029979-0.0019038i,-0.0012758-0.002011i,0.00020569-0.00047307i,0.0006952+0.0010858i,0.00013205+0.0010359i,-0.00036681+0.00017274i,-0.00057237-0.00048738i,-0.00039586-0.00084097i,-0.0017349-0.00067942i,-0.0036234-0.0006259i,-0.003601-5.9777e-07i,-0.0023388-0.00061241i,-0.0016032-0.0014278i,-0.0019875-0.001331i,-0.0021225-0.00022285i
0.010323+0.012185i,0.012794+0.018847i,0.0074201+0.026725i,0.0037014+0.031306i,0.006378+0.026465i,0.0064215+0.01582i,0.0012881+0.008536i,-0.0018325+0.0060262i,-0.0020764+0.00429i,-0.0013424+0.0020143i,0.00030891+0.00056034i,0.0016506-0.00034919i,0.0015622-1.574e-05i,0.00096107+0.0013288i,-3.6001e-05+0.0021185i,-0.0010651+0.0014851i,-0.0010684+0.001298i,-0.0010604+0.0029311i,-0.0012526+0.0036341i,-0.0015247+0.0023794i,-0.0018498+0.00066459i,-0.0022566-0.00040157i,-0.0014978-0.00015757i
0.014048-0.0039696i,0.019259-0.0044231i,0.025335+0.0015893i,0.02862+0.0056482i,0.023688+0.0024129i,0.014462-0.00080859i,0.0078505+0.0017811i,0.0043203+0.0053999i,0.0025546+0.004947i,0.00196+0.0026462i,0.001113+0.00041555i,0.00091079-0.00060986i,0.00079568-0.00043009i,0.00038773+0.0006217i,0.00045359+0.0014903i,0.00089567+0.0016416i,0.0016748+0.001895i,0.0025102+0.0018863i,0.002738+0.0019327i,0.0014331+0.0011656i,-0.00051702+0.00082821i,-0.00055649+0.0016876i,0.00028632+0.0013689i
0.0041968-0.013687i,0.0064129-0.021096i,0.012386-0.024948i,0.015653-0.025892i,0.01063-0.023979i,0.0036516-0.016766i,0.0024184-0.0078802i,0.0050189-0.0018495i,0.0062392+0.00084513i,0.0041314-0.00014476i,0.0011311-0.0011752i,-0.00056116-0.00012512i,-0.00059367-0.00018995i,0.00060776-0.00098942i,0.0011921-0.0011145i,0.0012715-0.0010011i,0.0023915-0.0012648i,0.0033004-0.0016613i,0.0024291-0.0011977i,0.0011037-0.00012353i,0.0013193+0.0012401i,0.0026718+0.0013413i,0.0023043+0.0004287i
-0.0099246-0.0096534i,-0.016185-0.014236i,-0.018622-0.021099i,-0.019663-0.0235i,-0.021065-0.016489i,-0.018089-0.0081115i,-0.0098866-0.0052141i,-0.0014318-0.0041885i,0.0032881-0.0026358i,0.0028682-0.0019774i,0.00025123-0.0014681i,-0.00125-0.00019983i,-0.0018463-1.8278e-05i,-0.0013357-0.0013467i,-0.00075178-0.0018005i,-0.00017628-0.0020885i,0.00015218-0.0022102i,-0.00031308-0.002044i,-0.00035662-0.0015759i,0.00053182-0.00060116i,0.0016439-0.00043763i,0.0016944-0.0011352i,0.00051513-0.001157i
-0.010827+0.0037359i,-0.017389+0.0086489i,-0.025431+0.009782i,-0.02941+0.0095405i,-0.024378+0.01248i,-0.015233+0.012586i,-0.0082968+0.0079063i,-0.0032002+0.0031673i,0.0001399-0.00036588i,0.00013853-0.00074921i,-0.0006374+0.00038993i,-0.000414+0.00073378i,-0.00068585+0.00073826i,-0.0014588+0.00057791i,-0.0018928-0.00017102i,-0.0020337-0.00017374i,-0.0020879-0.00011041i,-0.001982+0.00036555i,-0.0016322+0.0003512i,-0.0010033-0.00081955i,-0.00075056-0.0016637i,-0.0010054-0.0016367i,-0.00074499-0.000461i
-0.0021494+0.0093925i,-0.00047191+0.017217i,-0.001416+0.024719i,-0.0021773+0.028625i,0.00085781+0.026572i,0.002691+0.019906i,0.0013453+0.01297i,-5.2452e-05+0.0068619i,-0.0015368+0.0017357i,-0.0013877+0.00014738i,0.00071369+0.00047915i,0.0015962+0.0013344i,0.0015092+0.0017587i,-7.2464e-05+0.0015657i,-0.0010668+0.0019684i,-0.00064816+0.0021036i,-0.00062658+0.0016202i,-0.00040421+0.0023166i,-0.00010533+0.0023311i,4.8147e-05-8.0736e-05i,-0.00019374-0.0013885i,-0.00082202-0.00074398i,-0.0010805+0.00031875i
0.009094+0.0043547i,0.016572+0.00468i,0.022873+0.0081333i,0.025307+0.010396i,0.023095+0.0062105i,0.017737+0.0024671i,0.011595+0.0036676i,0.0058712+0.0051039i,0.002255+0.0044697i,0.0010132+0.0029554i,0.0018503+0.00087744i,0.0032945-0.00023385i,0.0032526-0.00046751i,0.0020258+0.00038919i,0.0006633+0.0016359i,0.0009925+0.0017914i,0.0016768+0.0017894i,0.0015199+0.0018705i,0.0015718+0.0027482i,0.00092242+0.0021015i,0.00078444+0.00028356i,0.00068783+0.00024548i,3.4381e-05+0.00065262i
0.0062259-0.0023407i,0.0098474-0.010786i,0.01557-0.018382i,0.018401-0.021688i,0.013965-0.021485i,0.0082446-0.017619i,0.0061723-0.010752i,0.0056403-0.0029893i,0.0052235+0.0019129i,0.0042327+0.0015454i,0.0025739-0.00083864i,0.0015906-0.0020812i,0.00035185-0.0023711i,-5.3965e-05-0.0019191i,0.00047748-0.00066463i,0.00098012-0.00012036i,0.0017317+0.00024766i,0.0022391+0.00038174i,0.00088068-0.00015345i,-0.00033367-0.00012973i,-9.4792e-05+0.00039865i,0.00081708+0.00024156i,0.0010488+5.3327e-05i
-0.00058031-0.0064905i,-0.0066762-0.012895i,-0.011702-0.021283i,-0.01386-0.025066i,-0.016344-0.02111i,-0.015167-0.015975i,-0.0088631-0.011874i,-0.001544-0.0069474i,0.003748-0.0026126i,0.0043222-0.0018511i,0.0013386-0.0025571i,-0.00094599-0.0019299i,-0.0013215-0.00091784i,-0.0010687-0.0001486i,-0.00090797-0.0011802i,-7.0966e-05-0.0019181i,-6.9306e-05-0.0019996i,-8.4045e-05-0.0019335i,1.9613e-05-0.00083216i,-0.00034886+0.00040376i,0.0005091+0.00061356i,0.001452+0.00018171i,0.0015145+0.00014082i
-0.0045608-0.0036273i,-0.012576+0.0008753i,-0.023047+0.0045943i,-0.029164+0.0060472i,-0.027105+0.0080852i,-0.021928+0.0076131i,-0.01609+0.0041719i,-0.0086642+0.00081984i,-0.0012939-0.0024863i,0.00099287-0.0029304i,-0.00044253-0.0010394i,-0.001326+0.00029972i,-0.0022614+0.0010115i,-0.0027169+0.00041745i,-0.0019918-8.1979e-05i,-0.0014487+7.2458e-05i,-0.00199-0.00027499i,-0.0027367-0.00094164i,-0.0021664-0.00066296i,-0.00057503-0.00015744i,0.0004204-0.00076712i,0.00058754-0.0015388i,0.0002637-0.001741i
-0.0033466-0.00041875i,-0.0024973+0.0096316i,-0.0038865+0.022655i,-0.0049211+0.030351i,-0.0044248+0.030266i,-0.005004+0.025891i,-0.0057743+0.019144i,-0.0042997+0.010127i,-0.002659+0.0017976i,-0.001654-0.00068999i,-0.00037363+0.0011855i,0.00038866+0.0029093i,0.00083075+0.0029887i,4.6659e-05+0.0029771i,-0.0011811+0.0026977i,-0.00156+0.0019988i,-0.0016862+0.0019508i,-0.002227+0.0014284i,-0.0025677+0.0009225i,-0.0016418+0.00070634i,0.00016507-0.00041621i,7.6888e-05-0.0019932i,-0.00097756-0.0018871i
0.0017+0.0014886i,0.010128+0.0040918i,0.021546+0.0080801i,0.026994+0.011112i,0.024761+0.010396i,0.019383+0.010795i,0.01365+0.01163i,0.0071979+0.0089287i,0.0012471+0.0060035i,-0.00033182+0.0037485i,0.00098711+0.0022507i,0.002426+0.0017061i,0.0021722+0.0004725i,0.001048+0.00048368i,-0.00011712+0.0024768i,-0.00019347+0.0027864i,-0.00025137+0.0019707i,-0.00039829+0.0021664i,-0.00022715+0.002028i,-0.00067031+0.0010808i,-0.0014306+0.00010534i,-0.0015448+3.7185e-05i,-0.0011225+0.0005054i
-0.00027218+0.0012297i,0.0041109-0.0091635i,0.013131-0.020459i,0.018851-0.024411i,0.016171-0.021808i,0.014112-0.015246i,0.013759-0.0085948i,0.010521-0.0028444i,0.0057092+0.001367i,0.0035533+0.0021301i,0.0039847+0.0010444i,0.003597-0.00053717i,0.0019181-0.00075214i,0.00075844+0.0003451i,0.0011348+0.00061607i,0.0019811+0.00048548i,0.0022454+0.0009444i,0.002638+0.0019059i,0.0023341+0.0016228i,0.00083+0.00097949i,-0.00056147+0.00090825i,-0.001094+0.0008311i,-0.00014509+0.00013777i
-0.00037669+0.002204i,-0.0081208-0.0056468i,-0.016321-0.018668i,-0.018113-0.026691i,-0.015592-0.024675i,-0.0092919-0.020443i,-0.0025574-0.016508i,0.001749-0.0096478i,0.0050116-0.002771i,0.004728-0.0010944i,0.0024645-0.0024161i,0.0010868-0.0026836i,-0.00029355-0.0016872i,-0.001465-0.00072425i,-0.00095885-0.001054i,0.00029143-0.0016099i,0.0012654-0.0017855i,0.0013052-0.0020126i,0.00070754-0.0017193i,0.001003-0.00077075i,0.0013642+0.0002821i,0.0012128+0.00025649i,0.0011247+0.00011974i
0.0029567+0.0032459i,-0.0081305+0.0071014i,-0.024764+0.0080644i,-0.034312+0.0067118i,-0.031191+0.0058747i,-0.024679+0.0008654i,-0.018449-0.0036693i,-0.0094999-0.0027359i,-0.00076502-0.0026346i,0.0019888-0.0037761i,-0.00019961-0.0026017i,-0.0024405-0.00089765i,-0.0023136-0.00026435i,-0.0015527+0.00022825i,-0.0012945+0.00074126i,-0.0010987+0.00041297i,-0.0012713-0.00092873i,-0.001374-0.0027442i,-0.0009543-0.003826i,-8.6005e-05-0.0025701i,0.00048646-0.0011584i,0.0011076-0.00088309i,0.0014689-0.00064177i
0.0073018-0.0033093i,0.0070478+0.0093949i,0.001883+0.026245i,-0.0045313+0.035613i,-0.0072026+0.031771i,-0.0093435+0.022805i,-0.010298+0.015632i,-0.0068212+0.0085051i,-0.0034037+0.0016708i,-0.0034069-0.00068323i,-0.0035232-0.00023629i,-0.0027606+0.0011229i,-0.002049+0.0017552i,-0.00078106+0.0011031i,-0.00073222+0.00078507i,-0.0011422+0.00067382i,-0.001726+0.00038615i,-0.0027093+0.00025326i,-0.0023015+5.1654e-05i,-0.0011409-5.447e-06i,0.00028865-0.00050005i,0.0010204-0.0010497i,0.00030027-0.0010723i
0.0043026-0.0088918i,0.01501-0.0051552i,0.029609+0.0062514i,0.034298+0.015269i,0.02729+0.015415i,0.016458+0.015737i,0.0088659+0.016268i,0.0052145+0.011107i,0.0015481+0.0046414i,0.00022951+0.002307i,0.00053551+0.0018581i,0.00078915+0.0018221i,0.0013634+0.0010164i,0.00072243+6.3199e-06i,0.00014621+0.0011673i,4.3765e-05+0.0022012i,-0.0013124+0.002115i,-0.0021916+0.0021849i,-0.0019443+0.002202i,-0.001694+0.0015854i,-0.0013495+0.0011405i,-0.0012085+0.0006795i,-0.0011758-1.9903e-07i
-0.0074242-0.0095929i,-0.00060628-0.018991i,0.014453-0.028259i,0.023758-0.028894i,0.020245-0.021783i,0.016884-0.010401i,0.015868-0.002436i,0.011107+0.00086925i,0.0055963+0.0032309i,0.0036492+0.0035086i,0.0025568+0.0026405i,0.0024228+0.0017228i,0.0024167+0.00041777i,0.00088396-0.0004573i,0.00049241-0.0003711i,0.0011231+0.00092405i,0.00094679+0.0024706i,0.00048828+0.0030203i,0.00098573+0.0031703i,0.00081039+0.0023655i,-0.00055607+0.00063485i,-0.00059226+0.00072563i,0.00038525+0.00097736i
-0.012985+0.0046979i,-0.019645-0.0061166i,-0.022385-0.025607i,-0.018937-0.035676i,-0.01351-0.029765i,-0.004559-0.021113i,0.0023667-0.01442i,0.0032171-0.0068451i,0.0039706-0.00044339i,0.0047568+0.00052903i,0.004026-0.0010218i,0.0032006-0.0015545i,0.0021303-0.0013325i,0.00030506-0.00028216i,-0.00053532+0.00031974i,0.00041627+0.00028289i,0.0019124+0.00076146i,0.0032793+0.0016203i,0.0032246+0.0017592i,0.002056+0.00061407i,0.0010358+0.00067825i,0.0010473+0.0016428i,0.0014791+0.00093678i
-0.0012315+0.013311i,-0.013592+0.016203i,-0.03502+0.011815i,-0.045201+0.0045112i,-0.037161+0.0020033i,-0.024323-0.0016534i,-0.015517-0.0054792i,-0.0076349-0.0035139i,0.00016519-0.0024979i,0.0018946-0.0039918i,0.00046397-0.0039169i,-0.00038558-0.0034352i,-0.00046656-0.0021267i,0.00032868-0.0001662i,0.0011596-0.00012762i,0.00082792-0.00067436i,0.00095274-0.00076374i,0.0014449-0.0013849i,0.0018567-0.0013328i,0.0019009-0.00057902i,0.0013794+1.4517e-05i,0.0018554-5.585e-05i,0.0019069-0.00096612i
0.013723+0.0086393i,0.012861+0.022514i,0.0003625+0.04065i,-0.01176+0.046233i,-0.012374+0.03673i,-0.012237+0.023705i,-0.013037+0.01435i,-0.007722+0.0079738i,-0.0025037+0.001693i,-0.0024899-0.0014885i,-0.0037196-0.0013204i,-0.0038039-0.0011645i,-0.0013854-0.0007723i,0.00028181-0.00064236i,-0.00027657-0.0015308i,-0.00038677-0.0017162i,-7.1215e-05-0.002053i,-4.4752e-05-0.0030959i,-0.00046737-0.0028541i,-0.00039569-0.0028585i,0.00051172-0.0025159i,0.00029319-0.0017837i,-0.00068969-0.00096963i
0.016335-0.0079751i,0.028353-0.0035606i,0.040412+0.014214i,0.040543+0.026739i,0.029539+0.022525i,0.016173+0.016185i,0.0072947+0.015105i,0.0034399+0.010528i,0.00063418+0.0045074i,-0.00075641+0.0032212i,-0.0011013+0.0028386i,-0.001434+0.0016074i,-0.0013981+0.00085612i,-0.0013852-0.00021917i,-0.0021914-0.00072948i,-0.0027311-0.00089099i,-0.0031287-0.00026004i,-0.0039193+0.0004009i,-0.0031157+0.00048688i,-0.0013577+0.00028842i,-0.00056191-0.00035318i,-0.00088869+0.00021391i,-0.0009342+0.00094792i
0.0018821-0.020186i,0.0089461-0.03171i,0.028411-0.037309i,0.039224-0.031579i,0.029192-0.020706i,0.016881-0.008549i,0.013434-0.00032155i,0.010089+0.0013768i,0.0048914+0.0021618i,0.0028642+0.0029767i,0.0024541+0.0032481i,0.0017119+0.0035162i,0.00079679+0.0017701i,-0.00030606+0.00055383i,-0.0012436+0.0014267i,-0.0013171+0.001997i,-0.002108+0.0019465i,-0.0026175+0.0023853i,-0.0019121+0.0023623i,-0.0015708+0.0017563i,-0.0014289+0.0010537i,-0.00053217+0.0013297i,0.0005779+0.0016777i
-0.019253-0.010648i,-0.028081-0.02229i,-0.026159-0.043796i,-0.016767-0.051355i,-0.011365-0.037288i,-0.0058212-0.020779i,-0.00028234-0.012954i,0.0010357-0.0079075i,0.0025586-0.0025262i,0.0037093-0.0007916i,0.0029727-0.00035002i,0.002598+0.00073238i,0.0022561+0.00096248i,0.00078962+0.0010662i,-9.4702e-05+0.0012626i,-0.0006043+0.0012739i,-0.00076762+0.0018069i,-0.00030294+0.0024458i,0.00025094+0.0017503i,0.0009546+0.0011651i,0.00069478+0.0010512i,0.0011388+0.0010011i,0.0012322+0.00090199i
-0.016395+0.014737i,-0.032565+0.020737i,-0.050558+0.011734i,-0.053125-0.0019957i,-0.038062-0.0038862i,-0.022757-0.0025129i,-0.014881-0.0036585i,-0.0074267-0.0011892i,0.00063228+0.00069922i,0.0035857-0.0017476i,0.002234-0.0026619i,0.0017385-0.0015829i,0.0014168+0.00035552i,0.0012021+0.002432i,0.0019344+0.0026858i,0.0017992+0.0027793i,0.0014973+0.0031113i,0.0019101+0.0025313i,0.0014847+0.0018538i,0.00054579+0.0010764i,0.00091352+0.00091697i,0.0018747+0.001046i,0.0018037-0.00021206i
0.0086886+0.023354i,0.0085499+0.039718i,-0.0062844+0.052857i,-0.021148+0.04717i,-0.019012+0.030577i,-0.013404+0.017043i,-0.011241+0.011753i,-0.0059664+0.0095031i,-0.0003837+0.0038937i,-0.00035878-0.0012314i,-0.002125-0.002648i,-0.0025471-0.0025647i,-0.0012489-0.0023158i,0.0019418-0.0019672i,0.0031908-0.0012211i,0.0030373+0.00040483i,0.0035008+0.0012181i,0.0033852+0.00053402i,0.0023734+0.00014683i,0.0015379-0.00039189i,0.0016672-0.00082107i,0.0010471-0.00090699i,0.00039176-0.00055718i
0.026139+0.0025809i,0.043146+0.0077846i,0.050639+0.02332i,0.038628+0.032489i,0.02102+0.024675i,0.0081785+0.015906i,0.0038962+0.01412i,0.0049677+0.010576i,0.0034861+0.0044505i,0.00016366+0.0018176i,-0.0014771+0.0020581i,-0.0015598+0.0023234i,-0.001331+0.001396i,-0.0011817-0.00096981i,-0.0012078-0.0026773i,-0.00016699-0.0027774i,0.0012238-0.0029217i,0.0017571-0.0030531i,0.0010219-0.0020035i,0.00061935-0.001113i,-0.00017006-0.00078807i,-0.0015314+1.5943e-05i,-0.0014013+0.00086245i
0.012806-0.021901i,0.023719-0.03938i,0.041415-0.042138i,0.044317-0.02684i,0.027888-0.01262i,0.015109-0.0037805i,0.013149+0.0011691i,0.011056+0.00093772i,0.0060495+0.0006734i,0.0028529+0.0021979i,0.0014712+0.0031661i,0.00059236+0.0029488i,-0.00055285+0.0017288i,-0.0018558+0.00010722i,-0.0031128-0.00070717i,-0.0035758-0.0016435i,-0.0028319-0.0025518i,-0.0023124-0.0026296i,-0.0020246-0.0021414i,-0.0019256-0.0017933i,-0.0013907-0.0014908i,-0.00067055-8.8558e-06i,-0.0008774+0.0013354i
-0.016099-0.018926i,-0.029418-0.03732i,-0.025492-0.054664i,-0.010577-0.05103i,-0.0042651-0.030131i,-0.001643-0.015443i,0.0025288-0.012607i,0.0026571-0.0094477i,0.0023281-0.0029731i,0.0043242+5.8754e-05i,0.0048856+0.00012953i,0.0044814+0.0011548i,0.0023625+0.0018883i,-0.0011749+0.0028764i,-0.0028699+0.0033987i,-0.0032883+0.002361i,-0.003799+0.0016231i,-0.0038373+0.0012332i,-0.0035663+0.00076709i,-0.0026076+0.00012115i,-0.0010328+0.00040962i,-8.1924e-05+0.00021189i,3.2004e-05-0.00029503i
-0.022339+0.0022164i,-0.046429+0.010572i,-0.06446+0.003516i,-0.056171-0.0076425i,-0.033317-0.0059175i,-0.017475-0.0035143i,-0.012322-0.0052907i,-0.0088595-0.0035654i,-0.0032277-0.0017803i,0.00046416-0.0027958i,0.0010445-0.0036471i,0.0021686-0.0025062i,0.0028595-0.00017352i,0.0024903+0.001323i,0.0021839+0.0024869i,0.0012759+0.0040492i,-0.0001225+0.0050064i,-0.0013414+0.0046574i,-0.0018522+0.0030625i,-0.0015032+0.0015839i,0.00018288+0.00058563i,0.0017153-0.0003282i,0.0013214-0.00069522i
-0.0050601+0.024776i,-0.0061042+0.051232i,-0.01749+0.065327i,-0.02245+0.052406i,-0.013194+0.028815i,-0.0068472+0.013808i,-0.0090497+0.010061i,-0.007604+0.0094559i,-0.0021278+0.0058768i,-0.0011158+0.0015511i,-0.0020571-0.0010485i,-0.0014484-0.0018516i,-0.00042006-0.0018469i,0.001403-0.001947i,0.0030311-0.0008479i,0.0038146+0.0019275i,0.0044319+0.0033528i,0.0038251+0.003121i,0.002471+0.0032491i,0.001722+0.002337i,0.0018049+0.00013102i,0.0017263-0.0013488i,0.0011576-0.00081951i
0.019593+0.014751i,0.0473+0.024303i,0.059023+0.038828i,0.043143+0.037455i,0.021133+0.018627i,0.0083139+0.0076919i,0.0041821+0.010324i,0.0048419+0.011951i,0.0040964+0.0074864i,0.00075321+0.0036919i,-0.0015428+0.0020006i,-0.0018444+1.8916e-05i,-0.0018633-0.00085351i,-0.000652-0.00191i,0.000939-0.0025423i,0.003025-0.0021656i,0.0048644-0.0020226i,0.0052393-0.001197i,0.0049608+7.0259e-05i,0.0039247+1.6471e-05i,0.0017609-0.0009833i,8.8752e-05-0.0011719i,-0.00072995-0.00012845i
0.019008-0.011232i,0.041193-0.036325i,0.059897-0.04463i,0.051211-0.031573i,0.022399-0.017911i,0.0049574-0.0096583i,0.0056785-0.0035608i,0.0088047-0.0020821i,0.0064793-0.00066197i,0.0035982+0.0024641i,0.0023163+0.0035365i,0.0005403+0.0033212i,-0.00085485+0.0023193i,-0.0018279+0.00030627i,-0.0028944-0.0013152i,-0.0024381-0.0033995i,-0.00050437-0.0055717i,0.00064472-0.0058892i,0.0014484-0.0055354i,0.0012061-0.0052065i,-5.5834e-05-0.0035755i,-0.0010636-0.0020946i,-0.0011661-0.00093091i
-0.0077527-0.023556i,-0.023256-0.054679i,-0.026043-0.075204i,-0.019095-0.060591i,-0.016098-0.027732i,-0.012583-0.0079682i,-0.0052426-0.0057234i,-2.2828e-05-0.0066011i,0.0021482-0.003209i,0.0036141-0.00048042i,0.0038598+0.00076297i,0.0027124+0.0021096i,0.00072615+0.001603i,-0.0017581+0.00087218i,-0.0033481+0.00098333i,-0.0045325-0.00022634i,-0.0059036-0.0023993i,-0.005504-0.0034952i,-0.004031-0.0041829i,-0.0028594-0.0041663i,-0.0023079-0.0022306i,-0.0016555+0.0002344i,-0.00042654+0.0013898i
