-0.001065+0.00032186i,-0.00062748-0.00095417i,-0.0013565-0.0010484i,-0.0017881-0.0009495i,-0.0020359+0.00043529i,-0.0026944+0.0015933i,-0.0020053+0.0016041i,-0.00023914+0.0013215i,0.00144+0.0001911i,0.0019608-0.00063337i,0.001666-0.00070103i,0.0013909-0.00064687i,0.00032567-0.0010024i,-0.00052095-0.0011736i,-0.00090896-0.00057599i,-0.0012413-0.00040964i,-0.0013045-0.00016022i,-0.0006391+0.00028845i,0.00050296+0.00011919i,0.00054857-0.00087139i,0.000421-0.0010902i,0.00031749-0.00058003i,-0.00022002-0.00015251i
-0.0003591+0.0026173i,0.0027514-0.0078679i,0.0039222-0.021975i,0.0041822-0.028201i,0.0036335-0.01951i,0.0020273-0.0064986i,0.0016452+5.6901e-05i,0.002791+0.0015612i,0.003101+0.0006982i,0.0018749-6.4986e-05i,0.00071302+0.00049169i,0.0001177-0.00012736i,1.0244e-05-0.00046931i,-0.00023222+0.00052095i,-0.00014394+0.00095413i,0.00080061+0.00093034i,0.0011824+0.00038879i,0.0010253-0.00026626i,0.00061606-7.3191e-05i,9.7713e-05+0.00048082i,-4.79e-05+0.0011824i,-0.00024706+0.0010346i,-0.00028495+3.3313e-05i
0.0010793+0.0010083i,-0.0079729-0.0062571i,-0.021133-0.014052i,-0.025816-0.015112i,-0.017974-0.0099849i,-0.0066295-0.0041991i,-0.00086932-0.00090013i,0.0010889-0.00045472i,0.0019929+0.00036093i,0.0014463+0.0006883i,0.0011522+0.0003659i,0.0014802-0.0002691i,0.0010094-0.00064142i,0.00056521+1.3789e-05i,0.00059786+0.0012191i,0.00062996+0.0011604i,-3.7968e-05+0.00034252i,6.9304e-05+0.00019872i,0.00088899+0.00018931i,0.0010732+0.00011862i,0.00067917+8.7757e-05i,-7.0852e-05+0.00014193i,-2.6357e-05+0.00065728i
0.0019133+0.00012997i,-0.0076525+0.0041956i,-0.020587+0.013065i,-0.025502+0.018531i,-0.018725+0.013619i,-0.0086347+0.0045329i,-0.0025616+0.00022007i,-0.00081674-0.00095118i,-0.00060529-0.001829i,0.00041744-0.001832i,0.0014211-0.0011613i,0.00056108-0.00097374i,-0.00035333-0.001436i,0.00034094-0.00095577i,0.00067019+0.00024923i,0.00011141-6.8218e-05i,-0.00088169-0.0014107i,-0.0012978-0.0013019i,-0.00064369-0.00070813i,1.3157e-05-0.0003917i,-0.00049013-4.9136e-05i,-0.00028309+5.9316e-05i,0.00029569+9.3194e-05i
0.0017035-0.0024646i,0.0026128+0.007474i,0.005551+0.022649i,0.0075993+0.028455i,0.0047449+0.019977i,-0.00050443+0.0079689i,-0.0033102+0.0012674i,-0.0025272-0.00052902i,-0.0011503-0.00031147i,-0.00062775+0.00021841i,-0.0002914+0.00045257i,-5.548e-05+0.00077524i,0.00045391-9.2199e-05i,0.00058032-0.00099111i,-0.00023077-0.00090843i,-0.0011256-0.00066856i,-0.0010039-0.00034519i,-0.00035004-0.00032792i,-0.00011057-0.00050841i,-0.00031299+1.8291e-05i,-0.00010653+0.00022578i,0.0003371-0.00035237i,0.00068185-0.00030671i
-0.0011368-0.0044812i,0.007882-0.00051088i,0.022478+0.0033704i,0.029342+0.0044721i,0.019876+0.0046258i,0.0053839+0.0042887i,-0.0018818+0.003266i,-0.0018765+0.0030952i,-0.00030669+0.0027426i,-0.00026804+0.0019771i,-0.00035759+0.0015027i,-0.00020488+0.0016839i,-0.00072599+0.00093503i,-0.002156-0.00014416i,-0.0030021-0.00036777i,-0.0024766-0.00018833i,-0.0018829+0.00064558i,-0.0010713+0.00060757i,0.00059452+6.0414e-05i,0.0010722+0.00019628i,0.00057171+0.00016867i,0.00046438+0.00026331i,-0.00016106+0.00025045i
-0.0028557-0.0016969i,0.0029789-0.0093412i,0.012129-0.021457i,0.015447-0.026263i,0.010237-0.017635i,0.0042465-0.0054119i,0.0014518+0.0015143i,0.0010062+0.0039192i,0.0018905+0.0026943i,0.0018978+0.0011596i,0.00063025+0.0015489i,0.00060974+0.0015316i,-0.00023184+0.00098121i,-0.0017903+0.0009258i,-0.0011802+0.0015467i,0.00010043+0.0014686i,0.00065267+0.0015983i,0.00058097+0.001364i,0.00037245+0.00084594i,0.00021125+0.0001784i,-1.5153e-05-0.00050183i,-0.00022404-0.00068097i,-0.00027647+0.00013909i
-0.0019846+0.00068197i,-0.0056713-0.0083874i,-0.014085-0.021427i,-0.01942-0.024618i,-0.015291-0.014977i,-0.0071448-0.0044841i,-0.0013916+0.00082947i,0.0020872+0.0020016i,0.0037826+0.00093543i,0.0031128+0.0002665i,0.0018293+0.00084165i,0.0016678+0.00039174i,0.0012753+0.00015162i,0.00080615+0.0014009i,0.00087477+0.0021367i,0.0014245+0.0013755i,0.0015085+3.3138e-05i,0.0011057-0.00043622i,0.00045701-0.00029347i,-0.00041449-0.00049835i,-0.00068663-0.00081519i,-0.00017635-8.4309e-05i,0.00027246+0.00062214i
0.00027636+0.0035211i,-0.0099288+0.0032902i,-0.024964+0.0046995i,-0.031444+0.0077236i,-0.023551+0.0072204i,-0.010341+0.0040847i,-0.00090078+0.0026862i,0.0027711+0.001354i,0.0029344-0.00045796i,0.0014874-0.0020526i,0.00097221-0.0023155i,0.0011922-0.0010534i,0.0017071-0.00030183i,0.0020531-0.00021868i,0.0014692-0.00089031i,0.0015642-0.0015231i,0.001404-0.0020383i,3.0022e-05-0.0013786i,-0.00090116-0.00055705i,-0.00064358+0.00034553i,-0.00014203+0.00056496i,0.00014455+0.00020357i,4.6861e-05+0.00050071i
0.0044348+0.00099146i,-0.00024096+0.0097288i,-0.0041442+0.024447i,-0.0036497+0.032045i,-0.0012841+0.024112i,0.00079626+0.010496i,0.0020348+0.0029164i,0.0019218+2.008e-05i,0.00083025-0.002111i,0.0004206-0.0030657i,0.0006808-0.0026423i,0.00053185-0.0016868i,0.0005095-0.0016767i,0.00054922-0.0024034i,3.8686e-06-0.0025594i,-0.00055857-0.0019081i,-2.3303e-05-0.000818i,0.00021228+0.00017921i,-8.2977e-05+0.00061536i,-0.00038068+0.00070514i,-0.00041552+0.00031202i,-0.00016329+0.00015944i,5.1966e-05+0.00053091i
0.0054774-0.0025181i,0.010556+0.0042533i,0.020592+0.012783i,0.026241+0.01495i,0.019109+0.0097299i,0.006797+0.0040559i,0.00017109+0.00022275i,-0.0015895-0.00062262i,-0.0017789+0.00015431i,-0.001334+5.9993e-06i,-0.0010652-0.00041196i,-0.00082237-0.0001195i,-0.00080697+0.00023774i,-0.0015162-8.6156e-05i,-0.001994-0.00067823i,-0.0015179+0.00031947i,-0.0014532+0.00072156i,-0.0012772+0.00042077i,-0.00088511+0.00033867i,-0.00014627+0.00025213i,0.00074228+0.00013397i,0.00023826-0.00014582i,6.2248e-05-0.00015579i
-0.00066584-0.0056011i,0.0074016-0.0094625i,0.019795-0.016156i,0.023934-0.021281i,0.015219-0.01735i,0.0037247-0.0079119i,-0.0020669-0.0013422i,-0.0021256+0.0020312i,-0.00019174+0.0028152i,-6.9044e-05+0.0021743i,-0.0013476+0.0013598i,-0.0015049+0.00078114i,-0.0015467+0.00084675i,-0.0018059+0.0010045i,-0.001545+0.0014536i,-0.0013724+0.002078i,-0.00016671+0.0014358i,0.0013555+0.00049601i,0.0017504-0.00053018i,0.0010473-0.00090414i,0.00018234-0.00054363i,-0.00033121-0.00014717i,5.1804e-06-0.0004918i
-0.0042941-0.00072974i,-0.0038849-0.010348i,-0.0043575-0.024309i,-0.0082329-0.031449i,-0.0094623-0.02277i,-0.0073016-0.0082947i,-0.0054852+0.00097017i,-0.0022583+0.0042538i,0.0015545+0.0037777i,0.0030742+0.0025733i,0.0023871+0.0020819i,0.0015357+0.0022895i,0.00044676+0.0021555i,0.00030811+0.0025696i,0.0016496+0.0030634i,0.0019456+0.0020847i,0.00092957+0.00076196i,-0.00026086-0.000567i,-0.0003282-0.0010121i,0.00068235-0.00059029i,0.00053234-4.0719e-05i,-0.00020011+0.00018458i,-0.00027872-0.00030137i
-0.0052263+0.0038312i,-0.013222-0.00043043i,-0.025473-0.0044507i,-0.032175-0.0030353i,-0.024633+0.0011556i,-0.011212+0.0030295i,-0.0025047+0.0044458i,0.0015346+0.004269i,0.0034028+0.0015627i,0.003012+4.7853e-06i,0.0027447+0.0003517i,0.0026526+0.00035094i,0.002314+0.00037585i,0.0020268+0.00051431i,0.0023235-0.00054463i,0.0026886-0.00098369i,0.0022029-0.00050243i,0.00084649-0.00017181i,-0.00019833+1.2715e-05i,-0.00074467-5.4625e-05i,-0.00082659+9.1508e-05i,-0.00061192+0.0005602i,-0.0006704+0.00033057i
-0.00027588+0.006501i,-0.0073961+0.011729i,-0.01479+0.021728i,-0.015249+0.029252i,-0.0087938+0.023862i,-0.0019893+0.013058i,0.0021996+0.0066038i,0.0037271+0.0027946i,0.0031245-0.00025515i,0.0023349-0.0013747i,0.001684-0.0023097i,0.0010316-0.0026583i,0.0014593-0.0018899i,0.0013172-0.0012373i,0.00051849-0.001441i,0.00019329-0.0022608i,-0.00065895-0.00092705i,-0.00092128+0.00027089i,-0.00014251+0.00065692i,-0.00075253+0.00031377i,-0.00079503-0.00095304i,0.00020567-5.1333e-05i,0.00010668+0.00039234i
0.0079646+0.0015867i,0.0089733+0.0095153i,0.013315+0.02063i,0.019477+0.02398i,0.017333+0.01575i,0.0093927+0.0060995i,0.0049116+0.00096974i,0.0028803-0.0017767i,0.0011175-0.0025761i,0.00022055-0.0015059i,-0.00016092-0.00090458i,-5.913e-05-0.0011925i,-0.0011823-0.0019226i,-0.00171-0.0022406i,-0.0017098-0.0014968i,-0.0019648-0.00035767i,-0.0013006+0.00029249i,-0.00030402+0.00079181i,-0.00028143+0.00066917i,9.0609e-06+0.0008291i,0.00036282+0.00078812i,-2.4395e-05+0.00051163i,-0.00048731+0.00062606i
0.0064873-0.0032178i,0.012313-0.0027221i,0.023699-0.0053239i,0.028729-0.01036i,0.020049-0.010891i,0.0076226-0.0076195i,0.00073511-0.0050259i,-0.0011588-0.002421i,-0.00068519+0.00034398i,0.00019852+0.00053227i,-0.00077529-0.00020031i,-0.0017253+0.00024428i,-0.0025639+0.0001533i,-0.0032734+0.00031636i,-0.0029432+0.0012271i,-0.0017733+0.0019687i,-0.00091126+0.0021202i,-0.00073332+0.0016068i,-4.5809e-05+0.00084572i,0.00018969+0.00051971i,0.00050874+0.00076481i,0.0010014+0.00042103i,0.00088236-0.00060674i
-0.00038274-0.0079991i,0.0028145-0.013203i,0.0036995-0.023391i,-0.00052391-0.030147i,-0.0059452-0.022974i,-0.0081255-0.010656i,-0.0066191-0.0027886i,-0.0031679+0.001499i,0.00044385+0.0024479i,0.0013552+0.001591i,0.0001343+0.0012887i,-0.00021491+0.0016091i,-0.00059139+0.0017971i,-0.00077409+0.0015625i,8.359e-05+0.0018212i,0.0013446+0.0018292i,0.0013433+0.00046996i,0.00020913-0.0010564i,0.00012904-0.00063227i,0.00030689-0.00015334i,0.0010839-0.00032369i,0.0010813+0.00019209i,-7.5837e-05-0.00032435i
-0.0086177-0.003045i,-0.012302-0.0079494i,-0.01982-0.012442i,-0.026568-0.010227i,-0.02231-0.0024884i,-0.01305+0.0030927i,-0.0062419+0.0054512i,-0.0013778+0.0057515i,0.0013902+0.0029564i,0.0018864+0.00040364i,0.001117+0.00028838i,0.001194+0.00090393i,0.0012189+0.00092539i,0.00081432+0.0012403i,0.0011559+0.00086142i,0.0016675-0.0001706i,0.0009935-0.0003397i,-0.00023864+0.0001549i,-0.00059127+6.7406e-05i,-0.00031505-0.00048931i,-0.00013284-0.00055456i,0.00019696-0.00025794i,-0.00028158-0.00016018i
-0.0046733+0.0044697i,-0.011237+0.0065793i,-0.019828+0.013035i,-0.020839+0.021008i,-0.012938+0.021232i,-0.0044913+0.014946i,-0.00033675+0.0096525i,0.0023194+0.0057187i,0.0032498+0.0019965i,0.001927-0.00016277i,0.0017686-0.00085526i,0.0025614-0.00070546i,0.0026848+4.5663e-05i,0.0021195-0.0003575i,0.0014735-0.0018635i,0.0008437-0.002322i,0.00030491-0.0015685i,-1.8076e-05-0.00027472i,-0.00051864+0.00061145i,-0.0013805+0.00070321i,-0.0017864+0.00013644i,-0.0010091+0.00014605i,-0.00090907+4.8587e-05i
0.0018823+0.0079118i,0.0012831+0.012723i,0.0034495+0.020421i,0.0095284+0.025287i,0.012293+0.019599i,0.0098528+0.0099764i,0.0075982+0.0041771i,0.005905+0.00037798i,0.0030757-0.001605i,0.00090168-0.0011473i,0.00024628-0.0010788i,0.00027437-0.0013475i,2.7134e-05-0.0014481i,-0.00053785-0.001872i,-0.00048579-0.0011059i,-0.0006862-0.00055513i,-0.0010468-0.00011171i,-0.00023251+0.00053476i,0.00043732+0.00058726i,0.00037433+0.00073109i,-0.00014103+0.00079397i,-0.00042677+0.0012243i,3.9786e-05+0.0014058i
0.0099826+0.0017253i,0.014582+0.0039378i,0.021971+0.0028882i,0.026411-0.0025358i,0.019677-0.0070651i,0.0094819-0.0061091i,0.0042474-0.0037206i,0.0022003-0.0028743i,0.0013917-0.0015846i,0.0010097-0.0010472i,0.00012379-0.00079333i,-0.001123-0.00025163i,-0.0013677-0.00019764i,-0.0010012-7.9533e-05i,-0.0015169-9.225e-05i,-0.001159-0.00024504i,-0.00021215+0.00065178i,0.0003598+0.0012738i,0.00081839+0.0010451i,0.000765+0.0011992i,0.00068524+0.0011374i,0.0010821+0.00092128i,0.0015729+0.0011027i
0.0068752-0.0073637i,0.0090246-0.010912i,0.0099625-0.019041i,0.0055873-0.026123i,-0.0022994-0.021921i,-0.0057281-0.012252i,-0.0040318-0.0058068i,-0.0015077-0.0016194i,0.00046763+0.0007883i,0.00080362+0.0012318i,5.7851e-05+0.00052361i,-7.7315e-05+0.00077943i,-6.0645e-05+0.0014561i,2.0586e-05+0.0010041i,0.00038112+0.0015147i,0.0003522+0.0014579i,0.00017628+0.00036719i,-0.00024487-0.00018059i,0.0003131-0.0005347i,0.0011895-0.00021871i,0.00076884-0.00024591i,0.0009465-0.00063757i,0.0013237-0.00016903i
-0.003863-0.0074676i,-0.0061355-0.012537i,-0.013181-0.0165i,-0.022297-0.015842i,-0.022351-0.0085211i,-0.015169-0.0017243i,-0.0095966+0.0010704i,-0.0046362+0.0022518i,0.00095502+0.0019411i,0.0028763+0.00077984i,0.0011339+0.00073953i,-0.00013951+0.0012746i,-0.000594+0.0013309i,-0.00025006+0.0013748i,0.00048608+0.0017301i,0.0013558+0.0010906i,0.00072787-0.00010695i,-0.00027097-0.00032146i,-0.00024568+3.8623e-05i,-0.0001569-0.00037957i,0.00029191-0.001624i,0.0001762-0.0026794i,2.8715e-05-0.0021878i
-0.0093898-0.0030933i,-0.014157-0.002779i,-0.020506+0.0050442i,-0.02356+0.014938i,-0.016526+0.018787i,-0.0080265+0.015208i,-0.0043698+0.010566i,-0.00058597+0.0069296i,0.0030627+0.0031883i,0.0023046+0.00045558i,0.00058821-0.0004119i,0.00083082+1.1225e-05i,0.0010108+0.00029867i,0.00024334+0.00031155i,-0.00031314+0.00036837i,-9.9712e-05-5.9553e-05i,-0.00036401-0.0002562i,-0.00092028-0.00040194i,-0.00094185-0.00040339i,-0.00083008-0.00031376i,-0.00071999-0.00054346i,-0.00050196-0.00044852i,-0.00046058+0.00057558i
-0.0070152+0.0079114i,-0.008077+0.010866i,-0.0031884+0.02041i,0.0059942+0.026999i,0.011814+0.020606i,0.010258+0.010462i,0.0066149+0.0064497i,0.0038189+0.0034256i,0.001969+0.00048329i,0.0012693+0.0002113i,0.0012892-0.00020114i,0.0017565-0.00012005i,0.0015965+0.00025272i,0.00088585-0.00012215i,0.00020247-0.0001967i,-0.00094205-7.496e-05i,-0.0016828-0.00032963i,-0.0011703-0.00037261i,-0.00055319+2.881e-05i,-0.00083986+0.00021425i,-0.00066041+0.00022039i,-0.00018244+0.000217i,-1.8324e-05+0.00088182i
0.0042594+0.0099422i,0.0058736+0.010751i,0.016437+0.0091868i,0.026727+0.0034378i,0.024074-0.0038827i,0.014186-0.0055472i,0.0073397-0.002116i,0.0040267-0.001377i,0.0021022-0.0010415i,0.0016729+0.00047861i,0.0021129+0.00010799i,0.0011727-0.00053029i,-0.00058456-0.00080873i,-0.0010726-0.00032539i,-7.3345e-05+0.00057407i,-1.548e-05+0.0011457i,-0.00038363+0.0011942i,-0.00011512+0.0013602i,-0.00043505+0.0020464i,-0.00095632+0.0013671i,-0.00071235-0.00010242i,0.00026635-0.0005611i,0.0012036+0.00016481i
0.0098973+0.0031742i,0.01134+0.00083287i,0.012851-0.0097088i,0.01118-0.022542i,0.0031382-0.024685i,-0.0028108-0.01638i,-0.0022887-0.0084438i,-0.00041587-0.0034592i,0.00050723-0.00028353i,0.00071168+0.0008328i,0.00039698+0.00029798i,-0.00045412-0.00042224i,-0.0010511-0.00025128i,-0.0014262+0.00050048i,-0.0013225+0.00083979i,0.00012396+0.0010134i,0.0010502+0.0011473i,0.00086508+0.00058907i,0.0004887-0.00032343i,0.00048419+4.2204e-05i,0.0008801+0.00025097i,0.0011054-0.00063309i,2.9615e-06-0.0009895i
0.0055864-0.0075387i,0.0042442-0.0103i,-0.004827-0.016231i,-0.018058-0.019974i,-0.02348-0.012821i,-0.017707-0.0037966i,-0.0093937-0.00029653i,-0.0034033+0.0015766i,0.0010448+0.0016252i,0.0029309+0.00028207i,0.0023058-3.7103e-05i,0.0010413+0.00044679i,-0.00028839+0.0007655i,-0.00090275+0.00054337i,-0.00053548+0.00038546i,0.00039994+0.00038522i,0.00031503-0.00018949i,9.2793e-07-0.00066521i,0.0005202-0.00060125i,0.001032-0.00032849i,0.00023447-0.0013144i,-0.00074902-0.0022197i,-0.0011308-0.00082368i
-0.0030315-0.0097285i,-0.0074196-0.0081626i,-0.017635+0.00031553i,-0.025725+0.010504i,-0.021321+0.016336i,-0.011809+0.014341i,-0.0058367+0.0085808i,-0.00076355+0.0039086i,0.0022113+0.0007339i,0.0014258-0.00098392i,6.8725e-05-0.00077906i,0.00070533+0.00022367i,0.00093269+0.00073773i,3.3528e-06+0.00090029i,-0.00027051+0.0007515i,-3.9617e-05+0.00034208i,-6.571e-05+0.00038381i,-0.00033308+0.0004053i,-8.3504e-05+0.00047788i,-0.00054253+0.00069081i,-0.00071411+0.00019947i,-0.0004666-0.00062291i,-0.00093712-0.00029494i
-0.009359-0.0016282i,-0.0093727+0.0012437i,-0.0054879+0.012885i,0.00045011+0.023787i,0.0066457+0.022835i,0.0060524+0.015099i,0.0026798+0.0087549i,0.0025556+0.0045439i,0.0021101+0.00067125i,-3.4817e-05-0.0017438i,-0.00044019-0.001057i,0.00047114+0.00037706i,0.0012515+0.00083728i,0.0013104+0.00082871i,0.0010892+0.00056934i,0.00037032-0.00018004i,-0.00078141-0.0005374i,-0.00088944+0.00054916i,-0.0003188+0.0012361i,0.00014169+0.0013055i,3.7659e-05+0.0015702i,-0.00042882+0.00085311i,5.6657e-08+0.00022021i
-0.0066014+0.0066023i,-0.0032114+0.0068102i,0.0093635+0.0077033i,0.023102+0.0067857i,0.024727+0.0017056i,0.016071-0.00063314i,0.0089019+0.00078875i,0.004989+0.00027538i,0.0011917-0.00068016i,-0.0009891+0.00015826i,-0.00087869+0.00077959i,-0.00019581+0.00042951i,0.00049345-0.00029203i,0.00096806-0.00045577i,0.00059926-0.00019647i,-0.00058229-0.00055894i,-0.00053588-0.00090848i,0.00027445-0.0006784i,0.00027011-0.0001229i,-0.00042077+9.1812e-05i,-0.00088632-4.5896e-05i,-0.00039869-7.5804e-06i,7.2654e-05+0.00024162i
0.0042579+0.010685i,0.0054064+0.0061745i,0.0098812-0.0065513i,0.012705-0.020362i,0.0075025-0.024251i,0.0014967-0.017047i,2.7301e-05-0.0089061i,-1.2762e-05-0.0040436i,2.356e-05-0.00054196i,0.00072737+0.0010052i,0.001024+0.0011711i,0.00042422+3.844e-05i,-0.00025826-0.0011432i,-0.00055833-0.00094594i,-0.00081751-0.00076475i,-0.00018262-0.0007382i,0.00042798-0.00032925i,0.00050916-0.00052724i,0.00039293-0.0011425i,0.00025826-0.00097446i,0.00022175-0.00053904i,8.3082e-06-0.0011877i,-0.00014686-0.0014201i
0.010263-0.00095113i,0.0067313-0.0022307i,-0.0047003-0.011772i,-0.016892-0.020396i,-0.021474-0.016052i,-0.016752-0.0066474i,-0.0092632-0.0026577i,-0.003784-0.00073087i,0.00035984+0.0015252i,0.0021836+0.0012478i,0.0013393+0.00049844i,0.00033011+0.00053592i,-0.00054521+0.00010336i,-0.0014635-0.00019188i,-0.0013929+0.00022373i,-0.00087838+0.00078412i,-0.00046454+0.00075043i,-0.00082899+0.00010471i,-0.00080564-0.00022695i,-0.00024105-2.3801e-05i,-0.00017508+1.3116e-05i,-0.00066231-0.00010756i,-0.00040433+0.00018124i
0.0083788-0.0088481i,0.0037151-0.0071407i,-0.011027-0.0018817i,-0.025186+0.0061434i,-0.024701+0.01326i,-0.015986+0.013158i,-0.0083531+0.009212i,-0.0019516+0.0064253i,0.0024929+0.0030388i,0.0027892+0.00021249i,0.0014167-0.00055756i,0.00088252-0.00016876i,-0.00015443+0.00043199i,-0.00080992+0.00025293i,-0.00017133-9.5497e-05i,0.0003887+0.00054534i,0.00051158+0.00066266i,-0.00015945+0.00025854i,-0.00072758+0.00040486i,-0.00033072+0.00022862i,0.00070627+0.00052196i,0.00098014+0.0014773i,0.00031426+0.0016967i
-0.0035328-0.012107i,-0.0031942-0.0067399i,-0.0046629+0.0089386i,-0.0041892+0.024284i,0.0012109+0.027304i,0.0037336+0.01974i,0.0022029+0.011707i,0.0028394+0.0052928i,0.0039274+0.00031265i,0.002576-0.0019033i,0.00044606-0.0015489i,0.00028292-0.00022878i,0.00092432+0.00039429i,0.00088868+0.0006001i,0.00098955+0.00073761i,0.0011799-3.2202e-05i,0.0015047-0.00060556i,0.00082953-0.00020964i,0.0002063+0.00040663i,0.00037373-2.7137e-05i,0.00034649-0.00026634i,0.0010088+0.00023287i,0.0014917+0.00036501i
-0.010409-0.0013795i,-0.0056599+0.00073207i,0.0094592+0.0074671i,0.023066+0.010894i,0.025551+0.0058975i,0.017776+0.0020014i,0.009779+0.0029351i,0.0060122+0.0019725i,0.002461-0.0013554i,-0.00040174-0.001765i,-4.3306e-05-0.0001064i,0.0010786+0.00072996i,0.0016813+0.00062938i,0.0013477-0.00054887i,0.00038228-0.0012402i,-0.00016596-0.00092108i,-0.0002223-0.00079113i,0.00056789-0.00042502i,0.00087345+0.00053184i,0.0013461+0.00019687i,0.0011562-0.0011714i,0.00082412-0.0020792i,0.00096059-0.0016511i
-0.007915+0.0084982i,-0.0046983+0.0036192i,0.0074759-0.0076379i,0.017228-0.019205i,0.014545-0.023322i,0.0069462-0.017811i,0.0038888-0.0091373i,0.0022282-0.0040411i,0.00014789-0.0018074i,0.00017002-0.00052914i,0.00103+0.00058854i,0.0012606+0.0010218i,0.0011159-0.00028518i,0.00010156-0.00067497i,-0.0009769-0.00054421i,-0.0012389-0.00017708i,-0.00074021-0.00073179i,-0.00012578-0.0014723i,0.00056821-0.0014589i,0.00096356-0.00083282i,0.0007009-0.00024663i,-0.00047301-0.00058122i,-0.0012122-0.00062297i
0.0030017+0.01195i,-0.00023113+0.0070756i,-0.0042059-0.009312i,-0.010836-0.023455i,-0.017233-0.022904i,-0.015232-0.01419i,-0.0084354-0.007709i,-0.0047937-0.0033727i,-0.0016158+0.00099576i,0.0015914+0.0017989i,0.0014253+0.00026594i,0.0007514-8.6974e-05i,-8.8178e-08-0.00038476i,-0.0014347-0.00033281i,-0.0012544-0.00027079i,-0.00079777+0.00023054i,-0.0012329+0.00086301i,-0.0014054+0.00050131i,-0.001247+0.00030633i,-0.00078492+0.00014644i,-0.00074987-0.000357i,-0.0013541+0.00018187i,-0.0015303+0.0010627i
0.011614+0.0033638i,0.0059437+0.0029741i,-0.010736+0.00083651i,-0.026935+0.0017985i,-0.028998+0.0064801i,-0.020306+0.0065111i,-0.012519+0.0034849i,-0.0062461+0.0041139i,0.00040296+0.0054101i,0.0025853+0.0033542i,0.0013707+0.0011577i,0.00066204+0.0002579i,-0.00078483+0.00038086i,-0.0016382+0.0011872i,-0.00075249+0.0011733i,0.00035334+0.00093811i,0.00035295+0.00081856i,-5.4429e-05+0.00065633i,-0.00069453+0.00096818i,-0.0010431+0.00097531i,-0.00020695+0.0005143i,0.00028372+0.00020805i,0.00027079+0.00044891i
0.0077569-0.0087233i,0.0070623-0.0035295i,-0.001678+0.012189i,-0.008262+0.027366i,-0.0048283+0.030419i,-0.0015053+0.022218i,-0.0019155+0.0137i,5.1998e-05+0.0090719i,0.0029645+0.0040267i,0.0026925-3.3576e-05i,0.0015782-0.001177i,0.0011447-0.00057679i,0.00032614+0.00088817i,-0.0002902+0.0016435i,8.3479e-05+0.0011734i,0.0013556+3.1735e-05i,0.0019902-0.00063169i,0.0010816+1.2239e-06i,-0.00013221+0.00074375i,-0.00095035+0.00092572i,-0.0009822+0.00023537i,0.00058148-9.9266e-05i,0.0020854-0.00010663i
-0.0035605-0.013362i,0.00071396-0.010344i,0.011061+0.0038834i,0.02004+0.01498i,0.022807+0.012777i,0.01685+0.0080547i,0.0095397+0.0079403i,0.0065395+0.006305i,0.0048715+0.0011479i,0.0023916-0.0017862i,0.00062527-0.0021891i,0.00037495-0.0010033i,0.0010817+0.00012755i,0.0016106-0.0003753i,0.00083339+8.4704e-05i,-0.00017318+0.0004335i,-0.00064765+0.00018984i,0.0002964-3.1841e-05i,0.0015458-0.00032351i,0.0012141-0.00044558i,0.00056068-0.001245i,0.00047949-0.0013571i,0.00045148-0.00025635i
-0.011993-0.0033037i,-0.0074443-0.0064529i,0.0084319-0.0091469i,0.0215-0.012747i,0.019689-0.015906i,0.012276-0.011343i,0.0099391-0.0040626i,0.0075236-0.0028832i,0.0032069-0.0036243i,0.00021975-0.002117i,-0.00061757-0.0010216i,0.00012691-0.00028259i,0.0008403-0.00019849i,0.0009548-0.00028226i,0.00043379+8.2565e-06i,0.00011092-0.00028725i,-0.00015872-0.00056114i,0.00012761-0.00071848i,0.0011064-0.0006704i,0.00086277+0.00035592i,0.00033371+0.00073922i,-0.00034043-0.0010021i,-0.00093369-0.0017884i
-0.0063888+0.011289i,-0.0082414+0.0055189i,-0.0058587-0.012113i,-0.0066392-0.026804i,-0.010479-0.026179i,-0.0091252-0.017196i,-0.0029875-0.0096937i,-0.00036033-0.0054481i,-0.00048913-0.002187i,0.00053647-0.00033825i,0.00070263+0.00016965i,0.00060207+0.00028936i,0.00062723-0.0003169i,0.00022553-0.00024007i,0.00045339+0.00038523i,0.00013148+0.00019351i,-0.0006987+5.5639e-07i,-0.00096549-0.00049703i,-0.0010575-0.00072569i,-0.0010859-0.00058219i,-0.00064161+0.00034239i,-0.00075511+0.00095708i,-0.0008408+1.7684e-05i
0.006108+0.011879i,-0.00084224+0.010263i,-0.015615-0.00012718i,-0.027673-0.0063828i,-0.029076-0.0022262i,-0.020133+0.00078364i,-0.01107-0.0019166i,-0.006305-0.0018444i,-0.0021653+0.00069938i,-0.00021755+0.0012477i,-0.00032686+0.00049977i,7.1934e-06-0.00027266i,1.309e-05-0.00046377i,-0.00051596-0.00010937i,0.00016732+0.00082123i,0.00076434+0.00092968i,0.00015862+0.001039i,-0.0004902+0.0013013i,-0.0015745+0.0011661i,-0.0014782+0.00072744i,-0.00055888+0.00042806i,-0.00039983+0.00068157i,-0.00066755+0.0011283i
