0.00056937+0.00019808i,0.00092087-0.0011242i,0.0010762-0.0028588i,0.00081499-0.0026155i,-0.00060026-0.0011851i,-0.0017072-2.903e-05i,-0.0017154+0.0011274i,-0.0013101+0.0012215i,-0.00042806-4.3948e-05i,0.00032224-0.00097882i,-0.00027117-0.0013728i,-0.0014299-0.0012749i,-0.0018792-0.0010827i,-0.0015149-0.00065244i,-0.00094075+0.0004181i,-0.00036214+0.0007692i,-0.00031778+6.7751e-05i,-0.00060471-0.00062717i,-0.00069702-0.00067931i,-0.0001063-0.00048643i,0.00053843+0.00025895i,-0.00036503+0.00054538i,-0.00072248+0.00017412i
0.00020983+0.0017937i,0.00026354+0.0014421i,-0.00042711+0.0014433i,-0.00077593+0.00037877i,0.0012005-0.00024029i,0.0028808+0.00016983i,0.0020041-0.00031919i,0.00063148-0.0006779i,8.8677e-05+6.0599e-05i,5.161e-05+0.00015444i,-5.9815e-06-0.00049143i,-0.00031103-0.0011747i,-4.275e-05-0.00078401i,-0.00065498+0.00010765i,-0.0013757+0.00013802i,-0.0010205+0.0005787i,-0.00072041+0.00026227i,-0.00056397-0.00055325i,-0.00033381-0.00092766i,-0.00035781-0.00098554i,-0.00010051-0.001059i,0.00039093-0.00055256i,0.00051996+0.00012132i
0.00020382+0.00096272i,-0.0013872-4.8053e-05i,-0.0012126+4.3746e-06i,-0.0009214+0.00046276i,-0.00054274+0.00067187i,0.00077253+0.00055978i,0.0010554-0.00055725i,0.00012912-0.00062062i,-0.00077642+0.0002386i,-0.00047777+4.9776e-05i,6.5996e-06+4.2746e-05i,-0.00019084+0.00040037i,-0.00085532+0.0004495i,-0.00030469+0.00059748i,5.0751e-05+0.00071969i,-3.8539e-05+0.00017253i,0.00028977+0.00014886i,0.00017818+0.00038091i,-5.6874e-05+0.0001107i,6.6361e-05+4.4784e-06i,-0.00013376+7.9877e-06i,2.1488e-05+0.00042316i,0.0006356+0.00062775i
0.0011027-0.001198i,0.0014444-0.00089766i,0.00080584-0.00043343i,0.00055533-0.00043633i,0.00018672-0.00010872i,0.00017739+0.00016391i,0.00048937-5.9194e-05i,-6.3192e-05+7.2497e-05i,-0.0010259-0.0003681i,-0.0011051-0.00060866i,-0.00087198+0.00023327i,-0.00046716+0.0008985i,-8.5962e-05+0.0013294i,-8.5116e-05+0.0013698i,-0.00043997+0.00082846i,0.00014212+0.00025243i,0.00027013+0.00049497i,-0.00038625+0.00066616i,-2.6992e-05+0.00044064i,-2.6546e-05+0.00078776i,-0.00036139+0.00037891i,0.0001711-0.00022795i,-0.0002673-0.0001745i
0.0036251+6.4515e-05i,0.0031728-0.00018193i,0.0020585-0.0019065i,0.00032287-0.0031105i,6.0365e-05-0.0028882i,0.0004845-0.0025178i,0.00077155-0.001545i,0.00012891-0.00090956i,-0.00026181-0.00052231i,-0.00071605-0.00061453i,-0.00072608-0.00058969i,-0.00085625+0.00022847i,-0.0015426+0.00051269i,-0.001231-0.00024095i,-0.0010617-0.00053212i,-0.00089626-0.00021263i,-0.00036481+0.00068694i,-0.00037115+0.0012184i,-0.00069797+0.00027471i,-0.00058674-0.00038236i,-0.00021424+0.00025706i,0.00014023+0.00066584i,3.4311e-05-6.1119e-05i
0.0035558+0.0020865i,0.0034462+0.00294i,0.0026972+0.0033036i,0.0019694+0.0025543i,0.00095078+0.0015384i,0.00069549-6.9218e-05i,0.00094382-0.00076637i,0.0010826-0.00044878i,0.00074537-0.0001783i,9.8648e-06+0.00019809i,-0.0005362+0.00071859i,-0.0004411+0.00061248i,-0.00026286+0.00038529i,-1.4245e-05+0.0001192i,0.00044348-0.00013542i,-0.00011561-2.7594e-05i,-0.00056276+0.00023465i,-0.00028657+0.00020389i,-0.00032527-0.00010009i,0.00013572-0.00071308i,0.00063918-0.00086923i,0.00025976-0.00050827i,0.00010392-0.00016995i
-0.00050615-0.00010057i,-0.00079092+0.00056066i,-0.00080446+0.00065784i,-0.00097414+0.00035206i,-0.00017443+0.001269i,0.00033741+0.0015073i,-0.00010451+0.00043009i,-0.00076496-0.0002845i,-0.0012506+0.00025373i,-0.00029499+0.00069278i,0.00035441+0.00032592i,6.6917e-05+0.00061315i,-0.00047849+0.00073804i,-0.00031886+0.00060178i,0.00026352+0.00051484i,3.1483e-05+0.00033861i,-0.0002421+1.4103e-05i,4.2604e-05+0.00012568i,-6.8145e-05+0.00052384i,-0.00031466+0.00039306i,0.00033219+8.4051e-05i,0.00038225+0.00022236i,-0.00069461+0.00011258i
-0.00057172-0.00042652i,-0.00085818-0.00074374i,-0.0019551-0.00074987i,-0.002383-0.00070861i,-0.0010257+0.00032716i,-4.0966e-05+1.2828e-05i,-0.00028732-0.00025926i,-0.0010636-0.00015213i,-0.0010294-0.00077611i,-0.00085018-0.0006824i,-0.0010637+9.6985e-05i,-0.00056556+0.00082244i,-0.00061799+0.00075101i,-0.0010386+0.00053437i,-0.00085988+0.0011815i,-0.00061777+0.00056251i,-9.6993e-06-0.00015531i,1.96e-07-0.00018518i,0.00017775+0.00035602i,0.00051811+0.00086185i,0.00030077+0.00025568i,8.2569e-05-0.00062713i,7.1811e-05-0.00030955i
-0.0017873+3.7806e-05i,-0.0017267-4.8356e-05i,-0.0015225-0.00021492i,-0.0012963-2.8944e-05i,-0.00028553+0.0005011i,0.00060823+0.00023728i,0.0010516-0.00022862i,-1.5433e-05-0.00066817i,-0.0013252-0.00050711i,-0.0013989+0.00033979i,-0.0008692+0.00052702i,-0.0007944+0.00035558i,-0.00082762+0.00044688i,0.0002766+0.00020812i,-1.744e-05+0.00011345i,-0.0011081+0.00058955i,-0.00060049+0.0008519i,3.7363e-05+0.00016455i,0.00034124-0.00078956i,0.000432-0.00075061i,8.6274e-05-0.0003395i,-0.00040214+7.138e-05i,-0.00077548+0.00069982i
-0.00020481+5.522e-05i,-0.00059546+0.00049022i,-0.0010141+0.00071584i,-0.00062057+0.00084588i,8.3692e-05+0.00093601i,0.00050458+0.00051144i,0.00029191-0.00066787i,-0.00079744-0.0011822i,-0.0011003-0.00077057i,-0.00086552-0.00037509i,-0.0011765+0.00023165i,-0.00058275+0.00037124i,-0.00037426+0.00026911i,-0.0010213+0.00080539i,-0.00063293+0.0013216i,-9.7598e-05+0.00090599i,0.00040127+6.769e-06i,0.00040078-0.00039356i,-0.00028084-0.00072905i,-7.3206e-05-0.00078521i,0.00014157-0.00035887i,-0.00015372+0.0010051i,3.4408e-05+0.0012139i
-0.0017482-0.0024866i,-0.0012034-0.0022304i,-0.0027944-0.0013508i,-0.003443+0.00019077i,-0.0021072+0.0019799i,-0.00036969+0.0025344i,9.3747e-05+0.0014421i,9.597e-07+0.00024644i,0.00013899+0.00064223i,8.2579e-05+0.0012981i,-0.00037597+0.00104i,-0.0010122+0.00071857i,-0.00073171+0.0011946i,1.5343e-05+0.0011121i,-4.1373e-05+0.00010475i,-9.3882e-05+4.3701e-05i,3.6931e-05+0.00027039i,0.00011632+0.00053289i,-0.0001469+0.00052915i,-0.00039896-0.00047941i,-5.5027e-05-0.001097i,0.00031051-0.0008768i,0.00031008+0.00017037i
0.00016462+0.0004426i,0.0010038+0.00082652i,-6.3267e-05+0.0016817i,-0.00054128+0.0012256i,0.0011168+0.00068686i,0.002006+0.00019687i,0.0010925-0.00060375i,0.00026827-0.0011615i,0.00016857-0.0009722i,-0.00042841-0.00095541i,-0.0010317-0.00068128i,-0.0011373-0.00076394i,-0.00073023-0.00041507i,-0.00055285+4.8327e-05i,-0.00071246-9.5894e-05i,-0.00037505-3.6526e-05i,8.8545e-05+0.00041517i,-6.5311e-05+0.00067676i,-0.00045256+0.00093272i,-0.00068289+0.00065692i,4.8156e-05-0.0003391i,0.00052943-0.00041964i,3.302e-05-0.00015675i
0.00093407-0.00034003i,0.0019333+0.00040441i,0.0018292-4.2377e-05i,0.0014637+0.00024205i,0.0009823+0.00083824i,0.00074974+0.00042293i,0.0014913+0.00042619i,0.0014243+0.00065659i,0.0009876+0.00093089i,0.00014734+0.00068498i,-0.0013139+0.0007383i,-0.0012778-1.1561e-05i,0.00014699-0.00077819i,0.00013781-0.0013643i,9.6583e-05-0.0009324i,0.00017792+0.00018513i,-0.00091847+0.00017368i,-0.00045575-0.00025027i,6.7774e-05-0.00048178i,-0.00037308-0.00035912i,0.00029436-0.00011015i,0.00071744+1.144e-05i,-3.4677e-05+0.00022502i
-0.0022078+0.00020656i,-0.0021755+0.0012667i,-0.0026049+0.0024014i,-0.0015154+0.0016274i,0.00056769+0.001104i,0.0018191+0.00042346i,0.0022045-3.912e-05i,0.0014426+0.00021731i,0.00029792+0.000361i,-0.00018284+0.0004063i,0.00010175+0.0007139i,0.00069169+0.00068657i,0.00085248+0.00090537i,0.00039615+0.0009367i,2.2452e-05+0.00041248i,-0.0002575+2.9448e-05i,-9.5987e-05-0.00016889i,0.000138-0.00027176i,-0.00015918-4.3992e-05i,-0.00017326-9.7416e-05i,-0.00023437-9.8279e-05i,-0.0003395-0.00080879i,-0.00067556-0.001052i
0.0016016-0.00078688i,0.0021436-0.0012161i,0.0023301-0.0018372i,0.00077989-0.001696i,-0.00050049-0.0016351i,8.2324e-05-0.0015404i,-0.00022662-0.0010962i,-0.00030595-0.00054669i,-0.00022389+0.00012188i,-0.00068968-0.00028152i,-0.00095541-0.00041346i,-0.00047729+0.00025279i,-0.00023787+0.00057563i,0.00010288+0.0004509i,-0.00029188+0.00054452i,-0.00056946+0.00054468i,-5.1641e-05+0.00036458i,0.00057871-7.0547e-05i,0.000229-0.00048159i,-0.00083591-0.00045789i,-0.00059375-0.00010984i,-2.4754e-05+0.00031493i,0.00023743+0.000269i
-0.0011602-0.00098272i,-0.0017881-0.0010614i,-0.001705-0.00093279i,-0.0010915+0.00016949i,-0.00072335+0.0010876i,-0.00037563+0.00090713i,-0.00014565-0.00029201i,-2.3412e-05-0.0010631i,-0.00058159-0.0002571i,-0.00047573+0.00030276i,-0.00014826-8.3467e-05i,0.00010739-0.00054414i,-0.00012884-0.00030877i,-0.0006895+0.00012379i,-0.00047351+0.00035049i,0.00055172+0.0004189i,0.00057658+0.00037788i,7.8788e-05-8.6273e-05i,0.00019244-0.00030171i,0.0005465-6.3556e-05i,0.00073086+0.00031933i,0.00076202+0.0008691i,0.00065897+0.0006472i
-0.00086967-0.00071311i,-0.0015547+1.8986e-05i,-0.0013854+7.0991e-05i,-0.0018217-0.00036059i,-0.00090582+0.000324i,0.00034726+0.001382i,0.00013443+0.0014361i,-0.00066442+0.0005246i,-0.0005188-0.00027802i,-0.00012254-0.00021527i,-0.00068425-3.3801e-05i,-0.00094375+0.00070603i,-0.00062026+0.0016524i,-0.00030979+0.0021931i,7.8182e-05+0.0016113i,0.00075471+0.00074049i,0.00085757+0.00040263i,0.00070189+0.00044962i,0.00095968+0.00016101i,0.0011588-0.0004903i,0.00087829-0.00056516i,0.00093712+7.9949e-06i,0.00060053+0.00016226i
9.3443e-05-1.4466e-05i,-0.00086887-0.00040034i,-0.0019735-0.0003882i,-0.0018236-0.00017265i,-0.00062763+7.8424e-05i,0.00060871+0.00022954i,0.00062417-0.00093451i,0.00051217-0.00089137i,0.0004863+0.0005561i,-0.00028475+0.0011106i,-0.0015452+0.00036406i,-0.0017961-0.00030316i,-0.00095602-0.00023287i,-0.00040495+0.00011485i,0.00012814+0.00015999i,0.00045833+0.00030493i,0.00053349+7.3621e-05i,0.00073945+0.00030071i,0.00041449+0.0004843i,-0.00042442-0.00051722i,-0.00040746-0.00052723i,0.00035656-7.8977e-05i,0.00055116+0.00019948i
0.0016841+4.9991e-05i,0.0024872-0.00054133i,0.0018938-0.00098338i,0.0016099-0.00042765i,0.0013082+0.00012476i,0.00040621-9.6452e-05i,-0.00067943-0.00047946i,-0.0011296-0.00045093i,-0.00054271-0.00044421i,-0.0008571-0.0002843i,-0.0013722+9.1674e-05i,-0.00060861-0.0002675i,0.00026934-0.00060068i,1.7523e-05-0.00019225i,-0.00038753-0.00029525i,-3.4038e-05-0.00041638i,-0.0002564+0.0003089i,-0.00083328+0.00013204i,-0.001246-0.00055734i,-0.001686-0.00013114i,-0.00099751+0.00033312i,1.4931e-05+0.00054237i,2.8456e-05+0.00047775i
-0.00094333-0.00045644i,-0.001438-0.00057888i,-0.0026651-0.0011821i,-0.0026885-9.7043e-05i,-0.0012321+0.0014096i,0.00049794+0.0019109i,0.00082574+0.0011479i,0.00012976+0.0005243i,-0.00093173+0.00041115i,-0.00096533-0.00021148i,-0.00086184-0.00078551i,-0.00056968-0.00090652i,0.00029378-0.00040378i,0.00077314+0.00043645i,0.00020162+0.00082249i,-0.00023967+0.00081498i,-2.5644e-05+0.00037976i,9.1743e-06+0.00051595i,0.00037472+0.00061021i,0.00014229+0.00020188i,0.0001576+0.00032904i,0.0010998-0.00013336i,0.0005219-0.00032667i
-0.0016314+0.00058268i,-0.0020194-0.00025029i,-0.0022256-0.00022642i,-0.0010642-0.00053439i,0.0011673-0.00027542i,0.002695+0.0002344i,0.0017567+1.8466e-05i,3.0496e-05+1.6338e-05i,-0.00022324+0.00028042i,0.00056659+0.00042959i,0.0010439+0.00073694i,0.00024795+0.0011119i,-0.00051676+0.0010966i,-0.00033412+0.0004447i,0.00039291+0.0002041i,0.00051409+0.0006418i,9.4218e-05+0.0008209i,0.00046262+0.0007165i,0.00076376-0.00030901i,0.00028695-0.00032877i,-9.2271e-06+0.0008854i,-7.9631e-05+0.00076057i,-0.00024605-0.00016024i
-0.00075499-0.0014692i,-0.0021032-0.00065021i,-0.0028707+0.00035249i,-0.0020209+0.0020534i,-0.00012986+0.0025735i,0.0018181+0.0018054i,0.0011047+0.00018196i,-0.00041253-0.00040657i,-0.00045082-0.00049776i,-5.9374e-06+0.00030762i,-0.00020444+0.0010546i,-0.00040194+0.00087987i,-0.00034329+0.0012219i,-0.00023093+0.00092943i,-8.9786e-06-0.00049053i,-7.4569e-05-0.0013425i,0.0001362-0.00081485i,0.00055245-0.00037064i,0.00034359-3.9101e-05i,-4.2502e-05+0.00040339i,-6.8648e-06+0.0003571i,-0.0002256+0.00010275i,-0.00095268+0.00027285i
-0.0012557+0.0015753i,-0.0013804+0.0021281i,-0.00081937+0.0021141i,0.00046013+0.00056828i,0.0014928+0.00056645i,0.001198-0.00014945i,0.00057285-0.00067877i,0.00058524-7.0954e-05i,0.00060728+0.000998i,2.1807e-05+0.00062765i,1.0175e-06-0.0002411i,4.2763e-05-0.00013105i,-0.00031625+0.00036508i,0.00036561+0.00075224i,0.0010568+0.0010205i,0.00055591+0.00088213i,8.8892e-05+0.00049609i,6.0555e-05-0.0002314i,0.00039072+0.00011883i,-2.885e-05+0.0003278i,-0.00030193-0.00045929i,3.3572e-05-0.0010195i,-6.6778e-05-0.00076814i
-0.0006683+0.00066453i,-0.00026805+0.00068576i,0.00060943+0.00091018i,0.00064437+0.00075572i,7.9774e-05+0.00036684i,-0.00012865-0.00014988i,0.00035702-0.00050369i,5.0627e-05-0.00040584i,-0.00061537-0.00039018i,-0.0003227-0.00089188i,-0.00019492-0.00076848i,8.1067e-05-2.5132e-05i,-9.7819e-05-0.00018436i,-0.00098351+0.00021486i,0.00018303+0.0012018i,0.0014076+0.00094698i,0.00063051+0.00031069i,-0.00058265-3.825e-05i,-0.0010571-0.00042882i,-0.0003473+0.00024418i,0.0005272-5.4665e-06i,0.00070961-0.0012215i,0.00061315-0.00090063i
-0.0007787+0.0031862i,-0.00036296+0.0036903i,0.0002162+0.0031822i,0.0011462+0.0027688i,0.001733+0.0013978i,0.0025004+4.6515e-05i,0.0016364+0.00010839i,0.00048326+0.00050964i,0.00027482+0.00029219i,-0.00023182+0.00021535i,-0.00019482+0.00054468i,2.3507e-05+0.00082994i,4.3922e-05+0.00027513i,0.00032612+6.3798e-05i,0.00037895-0.00010491i,0.00028436-7.0339e-05i,0.00013572+0.00045473i,-0.00033857-0.00028796i,-0.00027845-0.00094307i,-0.00033097-0.00023332i,5.5273e-05+0.00056264i,0.00051498+0.00063411i,-0.0003516+0.00058629i
0.00083734+0.00052244i,0.00097236+0.0013534i,-0.00095231+0.0010963i,-0.0023861+0.00069411i,-0.0016011+0.00085195i,0.00031246+0.00038604i,0.00037118-0.00025525i,-0.00073391-0.00044624i,-0.00054561-0.00063746i,-8.7434e-05-0.00036093i,-0.00074287+0.0003292i,-0.0007181+0.00030936i,0.00027694+0.00095006i,0.00019316+0.00092597i,0.00043609+0.00041642i,0.0004039+0.00075076i,-9.0896e-05+0.00081581i,0.00020477+8.8447e-05i,4.7283e-05-0.00028815i,-0.00020118+0.00014484i,0.00012785+0.00033922i,-3.6303e-05+0.00013566i,-0.00032433+0.00041848i
-0.00059612-0.0011916i,-0.0011841-0.00089534i,-0.0015373-0.00069318i,-0.0013023-0.0005766i,-0.00053065+0.00050561i,0.00030207+0.0010167i,0.00056657+0.00042654i,0.0001954-0.00016468i,-0.00074046-0.00092991i,-0.0010357-0.00065981i,-0.0007492+0.00020835i,-0.000755+0.00088669i,-0.00099438+0.0013404i,-0.00072648+0.00076922i,-0.00010825+0.00079559i,0.00029092+0.00095012i,0.00032689+0.00023858i,-0.00015497-0.00031127i,-5.4951e-05-0.00032847i,0.00012914-0.00022181i,-0.00030843-0.0001307i,-0.00070529-0.00039262i,-0.00071239-0.00059861i
-0.0018227-0.00031755i,-0.0024069-0.00058842i,-0.0029083-0.00065652i,-0.0024909-0.00076628i,-0.0010084-0.00037609i,0.0011142-0.00019765i,0.002007-0.000584i,0.0010429+2.2334e-05i,0.00050144+0.00097298i,0.00037121+0.00053479i,-0.00033141+0.00012306i,-0.0013259-3.8819e-05i,-0.0010743-8.277e-05i,-0.00019651-0.00011319i,0.0001389-0.00048658i,-4.6914e-05-0.00029585i,-0.00012168-1.6146e-05i,0.00053407+3.9591e-06i,0.000627-0.00033783i,-4.2955e-05-0.00022604i,-0.00023862+0.00061257i,-0.00061786+0.00038112i,-0.00035721-0.00060569i
-0.00014794-0.0010909i,1.0524e-05-0.0017666i,-0.00065735-0.0015254i,-0.0013714-0.00056687i,-0.00071424+4.6656e-05i,0.00030603-0.00017752i,0.00036337-0.00026896i,4.9026e-05+0.00035755i,-0.00016982+0.00089399i,0.00018182+0.001145i,7.9034e-05+0.0014994i,-0.00075615+0.0013768i,-0.001318+0.0010731i,-0.00049874+0.00050916i,0.00036837-0.0001459i,0.00044543+8.2916e-05i,-7.0974e-05+2.6874e-05i,-0.00039405-0.00037594i,-8.8746e-06-0.00063241i,-0.00015972-0.00042886i,-0.00029461-0.00040148i,-0.00062622-0.00027262i,-0.0013325-0.0002997i
0.00036276+0.00028852i,0.0011046+0.0008813i,0.0016866-0.00023083i,0.0016508-0.0011734i,0.0019936+0.00035683i,0.0020097+0.00069339i,0.0013687-4.8615e-05i,0.00041962-0.00058465i,-0.00030384-0.00064477i,-0.00083738-0.0004401i,-0.00080785-0.00034932i,-0.000842-0.00063722i,-0.001043+8.3902e-05i,-0.00061331+0.00042651i,-0.00020732+8.7762e-05i,-0.00050914+1.2774e-05i,-0.00062546-0.00027621i,-0.00096965-0.00024584i,-0.00067658+0.00031086i,-0.00028468+0.00044067i,-4.1584e-05+0.00028136i,0.00054532-0.00010841i,0.0004527-0.00029629i
-0.00062701+0.00088054i,-9.6112e-05-0.00040869i,-0.0011018-0.00062584i,-0.0018796-0.0003143i,-0.0011129+0.00054959i,0.00032239+0.0010527i,0.00034367-6.1643e-05i,-0.00055947-0.00079707i,-0.00068853-0.0003332i,-0.00077952+9.5398e-05i,-0.00077832-2.9613e-05i,-0.00013016+0.00024434i,0.00010258+0.0005233i,-4.7197e-07+7.7722e-05i,3.4811e-05-5.6338e-05i,-0.000183+0.00090375i,-0.00049175+0.0011471i,-0.00055737+0.00044512i,-0.00055904-0.00013186i,-0.00061314-0.00012627i,-0.00061603+0.00019591i,-0.00019168+0.00029847i,0.00063148+0.00070161i
-0.0015515-0.00059389i,-0.0012651-0.00077i,-0.0015315+2.3175e-05i,-0.002099+0.0016066i,-0.00084688+0.0028335i,0.0010325+0.0022737i,0.00081896+0.0016416i,-0.0008183+0.00088178i,-0.00084899-0.00019093i,-6.8122e-05+0.00044591i,-0.00031856+0.0011763i,-0.00065447+0.00096026i,-0.00074463+0.00064282i,-0.00079222+0.00031705i,-0.00077036+5.327e-05i,-0.00023788+0.0008224i,0.00093512+0.00069674i,0.00077304+0.00058509i,-7.6757e-05+0.0005917i,-0.00025324+0.00054095i,-0.00060189+0.0010673i,-0.00063656+0.0004704i,-8.7472e-05-0.00038568i
0.0010285-0.00074453i,0.00094345-0.001036i,0.00058963-0.0012264i,-0.0001857-0.0016286i,-0.00030536-0.0023235i,0.00032182-0.0017626i,0.00088559-0.00060457i,0.0012163-0.00030615i,0.00089994-0.0005927i,-0.00032074-0.00092962i,-0.00092214-0.00061246i,-0.00082659-0.00064014i,-0.00074896-0.00088756i,8.1054e-05-0.00080461i,0.00061262+0.00026676i,0.00025977+0.00087185i,-0.0001819+0.00097102i,-0.00029067+0.00077587i,0.00028435+0.00065554i,-0.0002203-1.6252e-05i,-0.0005983-0.00053466i,0.00016764-2.4847e-05i,-2.079e-05+0.00046363i
-0.0011481-0.00067738i,-0.0006829+0.00015316i,-0.00060131+0.00063184i,-0.00069756+0.00099897i,-0.00069381+0.0010561i,0.00026985+0.00023453i,0.00072608+5.8481e-05i,-0.00024475+0.00028912i,-0.00090847-0.00011309i,-0.00059487-0.00082992i,-0.00027649-0.00099507i,-1.0552e-05-0.00066067i,0.00053174+0.00055549i,0.00026304+0.00076021i,-0.00059025-3.9509e-05i,-0.00095778-0.00023841i,-0.00049691+0.00022683i,8.4706e-06+0.00043135i,-6.2918e-05+2.7656e-05i,0.00013384+6.4825e-05i,-0.00046087+4.5419e-05i,-0.00055327-0.00025192i,-0.00041488+0.00017752i
0.00093209+0.0005327i,0.00041975+0.001279i,-0.00040951+0.001171i,-0.0013299+0.00028422i,-0.00047164-8.2107e-06i,0.0011704+2.082e-05i,0.00087657-0.00014975i,-0.00017599+0.00064373i,0.00034167+0.00078047i,0.0011941+0.00036906i,0.00060357-0.00014783i,0.00050379-0.00059141i,0.00064124-0.00038124i,0.00097014-0.00070455i,0.0010229-0.00062946i,0.00040784+0.0005366i,0.00043911+0.0010356i,0.00052296+0.00086285i,0.00020187+0.00091813i,0.000213+0.00016254i,0.00086102-0.00036311i,0.00063162-0.00040063i,0.00041505-0.00036211i
0.00039895+0.00010316i,-0.00052034-0.00012103i,-0.0011926-0.00076146i,-0.00048397-0.00051983i,0.001029+0.00030345i,0.0013338+0.00021153i,0.00052156-0.00072583i,-6.5237e-05-0.00078595i,-0.00028086-0.00019647i,-0.00057147+4.4479e-05i,-0.00087808+0.00022596i,-0.0010131-1.0966e-06i,-0.0010385-7.8424e-05i,-0.0010685+0.00059716i,-0.0007228+0.001041i,-0.00047702+0.00069609i,-0.00079664+0.0007614i,-0.00062869+0.00076843i,-0.00049401-0.00018599i,-0.0012785-0.0007174i,-0.0011997-0.00070658i,5.7248e-05-0.00057838i,0.00027068-0.00050011i
0.00091231+0.00049994i,0.00099366+2.7135e-05i,0.0014427+0.00014199i,0.0011759+0.00021267i,0.00095692+0.00031236i,0.00038825+0.0003973i,-0.00027641-0.00071987i,-0.00064536-0.0012487i,-0.00043897-0.00091058i,0.00022559-0.001605i,-0.00030699-0.0019363i,-0.00082874-0.0010112i,-0.00039289-0.00015634i,-0.00020921+4.0955e-06i,-6.6292e-05-3.2971e-06i,5.3876e-05-0.00049592i,0.00063393-0.00031702i,0.0007712+0.00015728i,-0.00035045-0.00026331i,-0.00090358-0.00012444i,-0.0011106+0.00023878i,-0.0013044-1.7045e-06i,-0.001001-0.00011525i
0.0028004-0.00034583i,0.0020244-0.00053691i,0.0024205-0.00088656i,0.0010645-0.00087012i,-0.00087851-0.0011291i,-0.00094998-0.00065708i,0.00027112+0.00036843i,0.00027372+0.00015036i,-0.00032453+0.00014074i,-0.00048411+0.00011728i,-0.00041942-0.0006892i,-0.00014953-0.00059434i,-0.00023259+0.00021903i,-0.00058501+0.00057241i,0.0001244+0.00010029i,0.00056368-8.1285e-05i,0.00031674+0.00016106i,3.2029e-06-7.2459e-05i,-0.0002525-0.00027287i,-0.00026657+0.00025912i,0.00022574-0.0002602i,0.00035821-0.00088462i,0.00030598-0.00036883i
0.00099118-0.0006117i,0.0012322-0.0014705i,0.00079463-0.0019987i,-7.2469e-06-0.0012511i,0.0002595-0.00058392i,0.00079083-0.00023182i,0.0003124-0.00017804i,-0.00047282-0.00086242i,-0.0011154-0.00086569i,-0.00041434-0.00048738i,0.00045831-0.00060054i,0.00043496-0.0007682i,0.00040043-0.00038377i,-0.00020727+0.00047721i,-0.00060665+0.00069103i,-0.00013876+0.00082735i,-0.00023615+0.00073272i,-0.00020825+1.6284e-05i,0.00043151+0.0001257i,0.00020487+0.0006949i,-0.00038805+0.00062348i,-0.00019332+0.00080428i,-8.2747e-05+0.001035i
-0.0018138+0.00065696i,-0.0020201+0.0014884i,-0.0026878+0.00131i,-0.0025115+0.0018916i,-0.001182+0.002007i,0.00071058+0.00083522i,0.0006416-0.0010515i,-0.00051592-0.0012805i,-0.0015538+3.7285e-05i,-0.0014017+0.00039764i,-0.00074412+0.00028062i,-0.00044633-3.6516e-05i,4.2972e-05+0.00012058i,0.00040844+0.00049191i,-9.698e-05+0.0008575i,-0.0010176+0.00052413i,-0.00041621+3.3119e-05i,0.00050682+0.00030746i,0.00066329+0.00046285i,0.00052013-0.00010466i,0.00046344-0.00019481i,0.00045585+0.00021772i,1.3439e-05+0.00039309i
-0.0027047-0.0020526i,-0.0026085-0.001905i,-0.0027631-0.00022035i,-0.0018877+0.00077772i,-0.00014636+0.0011898i,0.00066674+0.001052i,0.0010553+0.00012771i,0.00033297-0.00028473i,-0.00050549+0.00040245i,-0.00098445+0.0012943i,-0.0015468+0.00085382i,-0.0014578+0.00013176i,-0.00082251-0.00025465i,-0.00082548-0.00019436i,-0.0006484+0.00013435i,0.0001093+0.00072098i,0.00059698+0.00057297i,0.00076639-3.9288e-05i,0.00013351-0.00039567i,-0.00055871-0.00048447i,-0.0004023-0.00073116i,-0.00063317-0.00093065i,-0.0011924-0.0010453i
0.00013699+0.00104i,-0.00038339-8.6046e-05i,-0.0014244-0.00023871i,-0.0021128+0.00090124i,-0.0013217+0.00023358i,5.7065e-05+0.00010187i,0.00037709+0.0004714i,9.9081e-05+9.2451e-05i,-3.0345e-05-0.00042873i,-2.437e-05-0.0010773i,-0.00010037+0.00015017i,0.00023351+0.0013829i,-0.00023567+0.0010293i,-0.00053171+0.00051563i,0.00032373+0.00043449i,0.00056778+0.00069499i,-0.00017717+0.00094268i,-0.00055146+0.00072508i,-0.00021517-0.00014772i,-0.0002252-0.00027017i,0.00019267+0.00049501i,0.00037359+0.0010049i,0.00042646+0.00074763i
0.0016323-0.00017076i,0.00095775+4.4382e-05i,0.00020376+0.00025476i,-0.00031989+0.00033227i,0.00052007+0.0002133i,0.001748+0.00016672i,0.0012293-0.0002882i,0.00030474-0.00097598i,0.00015977-0.00062846i,-0.00025605-0.00034846i,-0.00028916-0.00048251i,4.0287e-05-0.00020371i,-0.00024393+0.00017837i,-0.00056996+0.00091633i,-0.0010447+0.0014222i,-0.00053874+0.00049388i,0.00083915-0.00048506i,0.00090385-0.0007245i,6.9941e-05-0.0014269i,-0.00026932-0.0013273i,9.5457e-06-0.00050502i,0.00036788-0.00028881i,0.00010155-2.114e-05i
