-0.00091829+0.00031107i,-0.00095442+0.00038967i,-0.0013495-8.7924e-05i,-0.001387-0.00076887i,-0.00059614-0.00083232i,-0.00037813+0.00015113i,-0.00056699+0.0009606i,0.00013612+0.0016133i,0.00011146+0.00053126i,0.00076729-0.0010629i,0.001572-0.0013231i,0.00078082-0.0011277i,9.3244e-06+7.9052e-05i,-0.00043557+0.00082318i,-0.00046042-8.1181e-05i,5.6223e-05-0.0010824i,0.0002311-0.0011124i,0.00050488-0.00065902i,0.00039444+0.00020014i,2.8802e-05+0.00056144i,-0.00026024+0.00095547i,-0.00093551+0.00085589i,-0.00063563-0.00033559i
0.00087093+0.0014364i,0.0009383+0.0010535i,0.001138+0.0007899i,0.0014209-0.00070154i,0.002202-0.0020722i,0.002311-0.0026502i,0.0010432-0.0030146i,-8.9045e-05-0.0022487i,-0.00035288-0.00081353i,-0.0011125-0.00035789i,-0.00095497+9.3819e-05i,0.00012747+0.00044038i,-5.5696e-05-9.3945e-05i,-0.00049361-0.00021256i,0.0006595-7.777e-05i,0.0010091-7.6316e-05i,-7.9877e-06+1.7722e-05i,-0.00055327-0.00029262i,-0.00056981-0.00016256i,-0.00063448+6.2878e-05i,-0.00058648-0.00056075i,0.00013122-0.00035067i,0.00078658+0.00014958i
0.0014274-0.00035651i,0.0016396-0.00058688i,0.0010486-0.00094462i,0.0012733-0.00015473i,0.0018808-0.00033591i,0.0019433-0.0018717i,0.00051104-0.0021971i,-0.0010417-0.0017897i,-0.00053278-0.001624i,0.0001537-0.001684i,-0.00012278-0.00091959i,-0.00013674-9.4564e-05i,-0.00056219+0.00011962i,-0.00061428+0.0002692i,-0.00076449-3.2972e-05i,-0.00041082-4.1917e-05i,0.00037661+0.00063425i,0.00057737+0.00036018i,0.00029908-6.8273e-05i,-4.6925e-05-0.00060197i,0.00020726-0.00042905i,-1.9545e-05+0.000287i,0.00047156+0.00031262i
-0.00049458+0.00013207i,-0.00032796+0.00016019i,-0.0021488+0.00053607i,-0.0011368+0.00095218i,0.0010978+0.00054183i,0.0017603-0.00093336i,0.0011195-0.0017056i,1.7443e-05-0.00082783i,-0.001113+0.00011202i,-0.0015225+0.00080049i,-0.00082014+0.00090773i,-0.00021784+1.7299e-05i,-0.00027115-0.00045234i,-0.00010607-0.00051042i,-0.00039467-0.00018969i,-0.00067326+1.1535e-05i,0.00028905-0.00012258i,0.00092291+0.00055471i,0.0013457+0.00057348i,0.00067597-0.00036183i,-0.00027129-0.0010106i,-0.00020067-0.0013741i,2.4662e-05-0.0012154i
-0.0020352-0.0012427i,-0.0010601-0.0009134i,-0.00044762+0.00014944i,-0.00012276-0.00033628i,0.0011303-0.00075798i,0.0021423-0.0004789i,0.0015293-0.0007884i,-0.00022897-0.0009374i,-0.0012955-0.00022277i,-0.00083716+0.0006783i,-0.00088691+0.00071121i,-0.0011247+0.00011152i,-0.00063842+0.00035271i,0.00025861+0.0005343i,0.00069197+0.00056718i,0.00028309+0.00020536i,1.5929e-05+4.9492e-06i,0.00029929-2.533e-05i,0.0007574-7.2439e-05i,0.0010539-0.00017768i,0.00041093-0.00014928i,-0.00047262+9.5061e-05i,-1.4101e-05+0.00028876i
-0.00049645-0.0011357i,-0.00017434+0.00016182i,-0.00066744+3.2651e-05i,-0.00069993-0.00053108i,5.2853e-05-0.00090801i,0.00054931-0.0016807i,-5.1558e-05-0.0019511i,-0.000806-0.0012356i,-0.0011949-0.00042655i,-0.0012751-0.00062973i,-0.00070289-0.00075517i,-0.00037488-0.00012505i,-0.0001885+6.3079e-05i,0.00027404-0.00070581i,0.00026631-0.0011453i,-0.00039599-0.00056712i,-8.5835e-05-0.00035602i,0.00074243-0.00035834i,0.00056859-8.9365e-05i,0.00025815-0.00012802i,-0.00032245+0.00031291i,-0.0005891+0.0006714i,-0.00068895+0.00019543i
-0.0001149+0.00087723i,0.00049839+0.0013337i,0.0013596+0.00072292i,0.0018505-0.00023326i,0.0013981-0.00045019i,0.00082255-0.0020369i,8.516e-05-0.0029715i,-0.00038334-0.0018827i,-0.00036407-0.00084349i,0.00039657-0.00037043i,0.00060315-9.1812e-05i,0.00065368+0.00021928i,0.00088331+0.00015536i,0.00086845-0.00073287i,0.00085824-0.00071163i,0.0016294+0.00033574i,0.0013902+0.00094093i,0.00031033+0.00062293i,-0.00033603+0.00071027i,-0.00046283+0.00061839i,-0.00016123+6.7744e-05i,0.00010124+0.00048582i,0.0005058+0.00093586i
3.119e-05-0.00090239i,0.00035583-0.00054578i,-0.00053125+0.00026486i,-0.00068056+0.00048314i,0.00044157+9.5402e-05i,0.0018379-0.00019195i,0.002352-0.0010113i,0.001785-0.0020631i,0.00031735-0.0015488i,-0.00079654-6.2329e-05i,-0.00032006+0.0007731i,0.00049195+3.7273e-05i,0.00044861-0.00060048i,-7.0564e-05-0.00092456i,-9.8284e-05-0.00097274i,-0.00015226-0.00070268i,-6.6589e-05-3.3901e-05i,-0.00017252+0.00023509i,-0.00056009-0.00065745i,0.00011012-0.00068586i,0.00093775+0.00017239i,0.00077401+0.00086276i,0.00040986+0.00043087i
0.00022467-0.00023514i,0.00041948-8.1752e-05i,0.00062644+0.00061717i,0.0014861+0.00043437i,0.0012908-0.0016125i,0.00072007-0.0032509i,0.00033478-0.0027531i,-0.00010489-0.0013471i,-0.00077251-0.00017167i,-0.00051398+0.00020361i,-2.0402e-05+0.00020368i,-0.0002544+0.00015158i,-0.00050184-0.00040194i,0.00024672-0.00059925i,0.0006319-0.0004272i,0.00052483-0.00023668i,-0.000512+0.00027796i,-0.00087152+0.00043566i,7.5895e-05-0.00025815i,0.00027671-0.00020431i,-0.00018803+0.00049287i,-0.00078774+0.00086466i,-0.00058526+0.0004975i
0.0020213-0.00048325i,0.0018657-0.00043353i,0.001006-0.0013579i,0.00048415-0.0019079i,0.00090692-0.0020653i,0.0015371-0.0022291i,0.0012822-0.002819i,0.00038153-0.0030331i,-0.00083867-0.0019268i,-0.0015226-0.0015255i,-0.00077801-0.0012401i,-0.00017719-0.00029275i,-0.00044907+9.4676e-05i,-2.2363e-05-0.0002157i,0.00073005-0.00055275i,0.0009025-0.0001644i,0.00052096-3.306e-05i,0.00085459-0.00077068i,0.0012687-0.00063634i,0.00025292+0.00014351i,-0.00015345+0.00034551i,0.00035866+0.00016624i,-0.00035034+0.00017759i
0.00034168+0.00073492i,0.00024914+0.00084865i,0.00075532-0.00044688i,0.0015085-0.0014056i,0.0015009-0.0011998i,0.0015252-0.0011638i,0.0007785-0.0018866i,0.00018031-0.0019256i,0.00047988-0.0010616i,0.00040712-0.00056287i,0.00011243+0.00029041i,0.00034113+0.0010001i,0.00016992-7.5355e-05i,0.00010062-0.00039909i,0.00041527-4.3153e-05i,0.00070842-1.2493e-05i,0.0012092+0.00028645i,0.00095728+0.00063303i,-5.9545e-05+0.00064398i,-0.00043195-0.00014026i,-0.00064076-0.00044495i,-0.0012969-0.00012183i,-0.00079343-0.00017994i
-3.2849e-06-0.00017732i,0.00042777-0.00066749i,0.0015424-0.00063468i,0.00099944-0.00031622i,0.00027669-0.0010221i,0.0010775-0.0021761i,0.0012409-0.002137i,0.00027684-0.0016866i,-0.00042529-0.001099i,-0.0007186+6.5896e-05i,-9.0708e-05+0.00058609i,-4.8517e-05+0.00086209i,-0.00016851+0.00047598i,3.5006e-05-0.00053397i,-5.0452e-05-0.00087774i,-0.00015404-0.00089898i,0.00027765-0.00041944i,0.00054806+0.0001354i,-8.7545e-05-3.1403e-06i,-7.3788e-06+2.6686e-05i,8.6922e-05+0.00017589i,-0.000259-9.7326e-05i,-0.00022412+0.00015795i
-0.00024379-0.0015738i,0.0011567-0.0017353i,0.00068594-0.001573i,0.00082491-0.0020229i,0.0016709-0.0023914i,0.0017819-0.0020713i,0.00054215-0.0017467i,-0.00041058-0.0010144i,-0.00085715-0.00072038i,-0.001053-0.00023226i,-0.00078909+0.00049834i,-0.0013027+0.00053042i,-0.0010732+0.00097464i,-0.00015078+0.0014091i,-0.0001506+0.00041836i,-7.3102e-06-0.0001114i,0.0004226+6.3153e-05i,0.0010307-0.00071871i,0.00070034-0.00093281i,0.00023847-0.00040344i,0.0006307+0.00011177i,0.00064339+0.00044096i,0.00070857-1.7293e-05i
-9.5051e-05-0.001874i,0.00036643-0.0025813i,1.2522e-05-0.00255i,2.5417e-05-0.0012808i,0.00035899-0.00044709i,0.00088062-0.00089591i,0.0017162-0.0012844i,0.0010506-0.0010551i,0.00016591-0.0015428i,0.00018075-0.0011603i,-0.00017356-6.356e-05i,-0.00063192+8.5555e-05i,-0.001037-7.8292e-05i,-0.0011568+0.00015003i,-0.0014178+0.00027347i,-0.0012804-6.3021e-05i,-0.00082146+5.7353e-05i,-0.00037915+0.00023289i,0.00010048+0.00042448i,0.00017637+0.00077041i,2.1393e-05+0.00088639i,-0.00024059+0.001369i,1.9454e-05+0.0012605i
-0.00072655-0.00074069i,-7.6062e-05-0.00096721i,0.0011427-0.00080023i,0.0006269+4.1651e-05i,3.9655e-06-0.00070564i,0.00034402-0.0017214i,0.00095267-0.0021927i,0.00069505-0.0014012i,0.00029875+9.8478e-05i,-0.00018544+0.00047004i,-0.00029337+1.8977e-05i,0.0011073-0.0010484i,0.00141-0.0011494i,0.00058875-4.9558e-05i,0.00079073+0.0002432i,0.00011737+0.00020242i,-0.0010611+0.00025495i,-0.00052287+0.00072181i,0.00059549+0.00094356i,9.6616e-06+0.0005619i,-0.00055148+0.00025722i,-0.0002076+1.9528e-06i,0.00031478+0.00026446i
-5.7478e-06+0.0015509i,-0.00099306+0.00013458i,-0.00078652-0.00091212i,0.00034811-0.00079664i,0.00074895-0.00054011i,0.0007385-0.0014311i,0.00041472-0.0017609i,-0.00049194-0.0013183i,-7.3983e-05-0.0010398i,-0.00020244-0.00054286i,-0.0012647-0.00042728i,-0.00090003-0.00021569i,-0.0003524+0.00076402i,-0.00013484+0.00079033i,0.00012929+0.00045366i,-0.00011167+0.00065963i,-0.00047686+0.00044955i,0.00038375+0.00058945i,0.0010335+0.00072945i,0.00058928+0.00059188i,0.00048877+0.00017695i,0.00058791-0.00025145i,-7.2631e-05-0.00041292i
0.0041893+0.0018619i,0.0031061+0.002079i,0.0037689+0.0009363i,0.0046273-0.00068816i,0.0040581-0.00076659i,0.0020139-0.0015253i,0.00040768-0.0023797i,2.1248e-05-0.0017985i,-0.00012999-0.0012004i,-0.00042879-0.0006309i,-0.00034632-0.00030273i,0.00025397-7.3689e-05i,-0.00033215-0.00045288i,-0.00063057-0.0009268i,8.0503e-05-0.0008784i,0.00079406-0.00034184i,0.0008045+0.00048405i,0.00036153+0.0012521i,-0.00036454+0.0012651i,-0.00076857+0.00053849i,-0.00044592+0.00046454i,0.0002798+0.00027128i,0.00034365+0.00022736i
-0.00085987+0.00048487i,-0.00010579+0.0016872i,0.00024239+0.0013102i,0.00049032+0.00048152i,0.0011731-0.00025902i,0.0014363-0.0013087i,0.0010268-0.0016091i,0.00013271-0.001178i,-0.00022826-0.00037477i,-0.00062591+0.00056182i,-0.0006677+0.00054136i,0.00071905+0.00048755i,0.00079805+0.00076018i,-0.00014046+0.00073416i,-7.8217e-05+0.00027005i,-0.00010425-0.00032391i,0.00014737-0.00097732i,0.00022042-0.00037719i,-0.00025519-4.384e-06i,-0.00027831-0.0003699i,0.00014476-7.8226e-05i,7.1359e-05-0.00026723i,-0.00046131-0.00023894i
-0.0031937+0.0018895i,-0.0020716+0.00226i,-0.00101+0.0027455i,0.00077712+0.0014895i,0.0020597-0.000702i,0.0022121-0.0021042i,0.0014069-0.0017194i,0.00023577-0.00093032i,-0.0002231-0.00037469i,-0.00044624-0.00056586i,0.00036835-0.00087504i,0.00095275-0.0001629i,0.00059247+0.00065083i,0.00085847+0.00042352i,0.00071618-0.00017543i,0.00071829-0.00028063i,0.00089552-0.00033816i,0.00029781+0.00017259i,-0.00014992+0.00032833i,-0.00069514-0.00011299i,-0.0010247-0.00026867i,-0.00026878+0.0001063i,0.00022974+0.00043174i
0.0008733-0.00080456i,0.0015553-0.0015898i,0.0014989-0.0018744i,0.00041727-0.0011396i,0.00023103-0.0011903i,0.00084193-0.0010225i,0.0008842-0.00085132i,0.00064603-0.00075357i,-0.0002555-0.00063704i,-0.0013619-0.001171i,-0.0012404-0.0012083i,-0.00034949-0.00081007i,-0.0002762-0.00010121i,-0.00067825+1.6831e-05i,-0.00084818-0.00046075i,-0.00044647-0.00032527i,0.00048633-0.00034357i,0.00089504-0.00081651i,0.00027481-0.00088082i,0.0001323-0.0002934i,1.6315e-05-0.00045174i,-0.00042386-0.00090525i,-0.00030578-0.00095557i
-0.001428+0.00029035i,-0.00032084+0.00012277i,-0.00079019-0.00054557i,-1.2961e-06-0.00051095i,0.00077542-0.00082957i,0.00052396-0.0015791i,0.00042061-0.0024931i,-0.00020944-0.0015457i,-0.00039203-0.00023025i,7.4784e-05+0.00024117i,-7.4289e-05+0.00078415i,-0.0002256+0.00060237i,-0.00047318-0.0006096i,0.00012639-0.0010061i,0.00062856-0.00026234i,0.00042217+0.0001238i,0.00048942+8.3284e-05i,0.00010825+0.00082011i,-0.00020161+0.000406i,0.00036023-0.00090192i,-3.5851e-05-0.0010036i,-0.00051887-0.00047166i,-9.5757e-05+0.00023673i
-0.0016528+7.2508e-05i,-0.00078673+0.00095145i,-0.00083984+0.0020203i,0.0006+0.0021403i,0.0024963+0.0013247i,0.0022298+0.00028219i,0.0013719-0.00096261i,0.0015832-0.0011357i,0.00040475-0.00093568i,-0.00012158-0.00060806i,0.00020341+2.7002e-05i,0.00030267+0.00060929i,0.00074218+0.00090914i,0.00034068+0.00021611i,-0.00015058-0.00078578i,-0.00038359-0.00055265i,-0.00056837-0.00014421i,-0.000398+0.00016728i,-4.2768e-05+0.00028431i,-3.2679e-06-1.2227e-05i,8.5332e-05+0.0004396i,0.00033787+0.000818i,-0.00028189+0.00065811i
-0.00072862-0.00037882i,-0.0019052-0.00075492i,-0.0015917-0.0012646i,-3.2141e-05-0.0012834i,0.00096451-0.0020943i,0.0010304-0.0028736i,0.001094-0.0025711i,0.001082-0.0014083i,0.00097069-0.00059129i,0.00022629-0.00043637i,9.035e-05-0.00055736i,0.00046807-0.00073042i,0.00054175+0.00035442i,-0.00033679+0.0008984i,-0.00077578+0.00058717i,0.00036613-0.00011308i,0.0013972-0.00056512i,0.00069974-0.00022842i,-0.00029591-7.5514e-05i,0.00038732-2.9231e-05i,0.00054879-0.00021928i,-0.00031135+1.121e-05i,-0.0010941-6.9084e-05i
0.0026257+0.00012452i,0.0035145-0.00056094i,0.0032489-0.0010969i,0.0026729-0.00085447i,0.0029003-0.0013977i,0.0027015-0.0014871i,0.0010342-0.0010413i,-0.0010828-0.00023503i,-0.0010079+8.2033e-05i,9.4076e-05-0.00019307i,-3.2883e-05-0.0004689i,-0.00031848-0.00042883i,-0.00045591-0.00053326i,-0.00053463-0.0008352i,-0.00071027-0.00048877i,-0.0006658-0.00031845i,0.00057785+0.00018768i,0.0010023+0.00050143i,-0.00029364+0.00058342i,-0.00095181+0.00069414i,-0.00062855-2.1668e-05i,-0.00035463-0.0004557i,0.00042773-3.1009e-05i
-0.00051335+0.00026205i,-0.0010992+0.00016676i,-0.00039623+0.00083774i,0.00026968+0.0004132i,-5.9731e-05+0.00020207i,-0.00063163-0.00063928i,1.4218e-05-0.0016094i,-8.4878e-05-0.001716i,-0.00074942-0.0013457i,-3.712e-05-0.0010374i,-0.00031156-0.00057393i,-0.00080539+0.00028332i,3.4615e-05+0.00057993i,0.00056127+0.00023699i,-0.0003362-0.00030797i,-0.0010196-0.00089746i,-0.0006825-0.00092291i,0.00010549-0.00039364i,0.0002606-0.0002416i,0.00026462-0.00032872i,0.00018856-0.0002681i,0.00014967-0.00057988i,0.00028944-0.00077836i
0.00010486-0.0012476i,0.00093413-0.00096052i,0.00047891-0.00079347i,0.0015346-0.00090369i,0.0032519-0.0012216i,0.0027954-0.0016262i,0.0016848-0.0021664i,0.00076333-0.0017141i,-0.00040469-0.00065958i,-0.00086869-2.3398e-05i,-0.00031136+0.00022569i,8.5986e-05+0.00013969i,4.2082e-05-0.00033481i,0.0001284-0.00045187i,9.6354e-06-0.00029727i,-7.1935e-05-0.00030347i,0.00012261+7.8418e-05i,4.8831e-05+0.00056221i,0.0003833+0.00016638i,-7.0641e-05-0.0009194i,-0.001106-0.0011956i,-0.0012098-0.00088566i,-0.00012485-0.0005363i
-0.00080936+0.00031846i,-0.0012415+0.00039619i,-0.0011459+0.00015731i,0.0006679+4.4219e-05i,0.0015897-0.00025598i,0.0010473-0.00019006i,0.00043734-0.00014213i,0.00052964-8.2029e-05i,0.00013613-0.000174i,-0.00046105-0.00058629i,-0.00031854-0.000865i,-0.00043416-0.00014815i,-0.0010879+0.0010252i,-0.0013039+0.0009544i,-0.0011565+0.00028374i,-0.00011644+0.00038124i,0.00063297-0.00019878i,0.00041998-0.00036959i,-0.00024457+0.00028759i,-0.00049301+0.00053606i,-0.00020786+0.00035677i,-4.9314e-05+2.373e-05i,-0.00019581+0.00052622i
-0.0011572+0.00099571i,-0.00075474+0.0015605i,-0.00037315+0.00066215i,-0.00033701+5.3252e-05i,0.00061265-0.00085816i,0.0010426-0.0020346i,0.00048208-0.0022751i,0.0002573-0.0017086i,0.00015962-0.00064497i,-3.2355e-05-0.0001826i,0.00010549+1.119e-05i,0.00027624+0.00063277i,-0.00033424+0.00076274i,-3.3878e-05-0.00018521i,0.00080256-0.00077907i,0.00053979-0.00066077i,0.00039318-0.00082636i,0.00038784-0.00081783i,0.00012982-0.00034332i,0.00028026+0.00016269i,0.00046127+0.00020766i,-0.00057696+0.00051425i,-0.00125+0.000106i
0.00022+0.0026073i,0.00061091+0.0025416i,0.001967+0.0018343i,0.0029418+0.00095274i,0.0019949-0.00029612i,0.00062145-0.0012311i,0.00042335-0.0011488i,0.0008966-5.324e-05i,0.00024197+0.0012489i,-0.00080117+0.001179i,-0.0007728+0.00064123i,-0.00016623+0.0007547i,0.00056926+0.00076471i,0.00085121+0.00080552i,0.00071714+0.00073284i,0.0006325+0.00015103i,0.0002442-0.0001741i,-0.00023087-0.00013629i,-0.00010458-0.00033762i,0.00010727+0.0001315i,-0.00030235+0.00045501i,0.00010304+0.00067751i,7.3462e-05+0.0006322i
-0.001516-0.00037406i,-0.0022567-0.00021619i,-0.0014497+2.6163e-06i,3.1965e-05-0.00016097i,0.0012766-0.00078706i,0.0014553-0.0018701i,0.00090769-0.0019031i,0.00060282-0.00046852i,0.00054916+0.00029424i,-0.00063651+1.4187e-05i,-0.0016381+0.00025856i,-0.0013012+0.00018626i,-0.00012384-0.00013183i,0.00081895+0.00020899i,0.00010822+0.0001627i,-0.00016039-0.00017345i,0.00047595-8.9617e-05i,0.00055803+8.2705e-05i,-0.00029217+0.00047619i,-0.00084228+0.00052915i,-0.00096522+0.00011623i,-0.00015914+4.2758e-05i,0.00037588+0.00051735i
0.00099691+0.00054032i,0.0023404+0.00094327i,0.0021753+0.00070864i,0.0012217+0.00020578i,0.0016006-0.0003846i,0.0013925-0.0013844i,0.00034372-0.0015956i,-0.00061803-0.0013441i,-0.0010365-0.00092903i,-0.00077959-0.00045673i,-0.00020337-0.00053713i,0.00016394-0.00023711i,-8.5105e-05+0.00078175i,-0.00014684+0.00077031i,0.0005145+0.0001434i,0.00048689+0.00049729i,0.00017056-9.8408e-05i,0.0003036-0.00049051i,0.00053765+6.9567e-06i,0.00015341+0.00089078i,-0.000372+0.0010579i,-0.00067056+0.00069146i,-0.00068288+0.00023876i
-0.00080293+0.00018242i,-0.00072049+0.00044797i,-0.0004256-0.00025457i,0.00015968-0.00061203i,0.00083915-0.00089659i,0.0016226-0.00081804i,0.00038696-0.00058016i,-0.00075529-0.00085292i,-0.00036334-0.00054564i,-0.00051299+0.00046417i,-0.00014203+0.00057108i,0.00027303+0.00036646i,-0.00092321+0.00035795i,-0.00049862+0.00036905i,0.001484-7.5606e-05i,0.0011046-0.00078076i,-2.1236e-05-0.00074318i,3.7803e-05-4.9209e-05i,-0.00015868+0.00024579i,8.0978e-05-0.00022344i,0.00083629-0.00052273i,0.00084953+0.00070618i,0.00029976+0.0014011i
0.0021414-0.00078085i,0.0020743-0.0013943i,0.0014774-0.0020424i,0.0015983-0.0020157i,0.0021324-0.0020054i,0.0012344-0.002241i,0.00080971-0.0024411i,0.00064943-0.001948i,-0.00017512-0.0014354i,-0.00035106-0.0010926i,-0.00019216-0.00048077i,-0.00030283+0.00049046i,-0.00028401+0.00075214i,-0.00051637-1.6728e-06i,-0.00094093-0.00017334i,-0.00059078-0.00057858i,-0.0001442-0.0010712i,-0.00012188-0.0012176i,-9.8467e-05-0.00075556i,-0.00011476-8.5368e-05i,-0.00041497+0.00028442i,-0.00044052+0.00017494i,0.00026612-9.1248e-05i
-0.00043477-0.0024983i,-0.00039084-0.0024326i,0.00049816-0.0021214i,0.00054515-0.00097471i,0.00027226-0.00078549i,0.00085303-0.0019064i,0.0008066-0.0021534i,0.00043866-0.0012553i,-0.00029472-0.00049942i,-0.0012637-0.00019303i,-0.0018949-1.2486e-05i,-0.0012586+0.00037153i,-0.00022218+0.00063886i,0.00016124+0.00018326i,0.00025714-0.00044334i,7.0519e-05-0.00028865i,4.1715e-05+0.00025766i,0.00011533+0.00092461i,-0.00036258+0.00061925i,-0.00029748+0.00053813i,-0.0003944+0.00049701i,-0.00084059+0.00034487i,-0.00018082+0.00037912i
0.00037943-0.0011234i,-3.1254e-05-0.00051965i,-0.00099686-0.00022804i,-0.0006785-0.00067923i,-6.5248e-05-0.0011239i,9.0985e-05-0.0016322i,-8.5563e-05-0.0020988i,-0.00057992-0.0016915i,-0.00043295-0.0012215i,-0.00027283-0.00032849i,1.254e-05+0.00056144i,0.00047641+0.00047625i,4.7933e-05+0.00025906i,-0.00039584-0.00031235i,-0.00024541-0.00030885i,0.00017946+0.0004296i,0.00021535+0.00065848i,4.1455e-05+0.00071352i,-0.00050182+5.4152e-05i,-0.0006539-0.00042237i,-0.00066423-0.00060459i,-0.00052786-0.00077269i,-0.00068195-0.00023195i
-0.00076515-0.0013427i,0.00014181-0.001546i,0.00064383-0.0020949i,0.0012457-0.00098146i,0.0010012-0.00026093i,0.00017639-0.0010005i,-0.00034213-0.0013711i,-0.00081171-0.00061471i,-0.00092114-0.00036884i,-0.00024185+0.00015668i,0.00016677+0.00050845i,6.0692e-05+0.00020827i,-0.00076826+0.00093058i,-0.0014259+0.00086153i,-0.00072314+0.00041597i,-0.00021039-2.8714e-05i,9.7644e-05-0.00040372i,0.00022237-0.00069093i,-0.00052176-0.00095063i,-0.00062546-0.00096536i,-0.00017854-0.0004994i,-5.7659e-05+0.00077524i,-0.00037074+0.00027786i
0.0018816+0.0003501i,0.0017908+0.00053549i,0.0017359-0.0012086i,0.0025097-0.0025433i,0.0019858-0.0019753i,0.0011601-0.00162i,0.00056541-0.0015077i,0.0001791-0.0011324i,1.7872e-05-0.00020411i,-0.00077228+0.00014398i,-0.00089853-0.00030823i,-0.0007403-0.00054219i,-0.00054852+0.00030622i,-0.0004805+0.00044726i,-0.00089827-6.5694e-05i,-0.0010145+2.6159e-05i,-0.00010799+0.00021149i,0.00055866-0.00049563i,0.00010876-0.00026703i,-0.00015995+0.00013779i,-0.0002944+0.00039021i,-3.0047e-05+0.00039815i,4.6644e-05-0.0006428i
-0.00028562-0.0011308i,-0.00071627-0.00097361i,-0.00022881-0.00023511i,0.00011366+0.00039067i,0.00056854+0.00037286i,0.0013367-0.0004892i,0.00076871-0.0011637i,0.00048301-0.0010842i,0.00077781+2.3421e-05i,0.00042382+0.00011053i,0.00012356-0.0001696i,-0.00013626+0.00038135i,-0.00022487+0.001074i,6.917e-05+0.000655i,-0.00012704-0.00020805i,-0.00018203-0.00017219i,0.00033662-0.0005526i,0.00016802-0.00050536i,-0.00048656-2.8331e-05i,-0.00045681-0.00023332i,-0.00014904+0.00049621i,-0.00028372+0.00061029i,-0.00034619+1.8495e-05i
0.0012702+0.00081631i,0.0021613+0.0018124i,0.0031498+0.001377i,0.0031379-0.00036418i,0.0020266-0.0012254i,0.0016539-0.0020298i,0.00093779-0.0018116i,-0.00016602-0.0008152i,-0.00032273-0.00058475i,-0.00022015-0.00038536i,-0.00076572+0.00031546i,-0.00058824+2.3836e-05i,-0.00030757+0.00017389i,-0.00083853+0.00026154i,-0.00023108-0.00053356i,0.00047351-0.00050937i,0.00019176-0.00039428i,-0.00011671-0.00032717i,0.00041539-0.00046152i,0.00033293-0.001048i,-0.00045857-0.0016549i,-0.00030018-0.0014183i,-0.00021621-0.00078132i
-0.0014036+0.00042347i,-0.0015755+0.00056214i,-0.00095303-0.00068716i,0.00045801-0.0013266i,0.0019903-0.0002622i,0.0020044-0.00011816i,0.0012512-0.0010045i,0.00034303-0.0016748i,-0.00090072-0.0014579i,-0.0013496-0.00025657i,-0.00048974+0.00081749i,-0.00050438+0.0012974i,-0.0010718+0.00062654i,-0.00060912+0.00011366i,0.00060233+0.00053521i,0.00023482+0.00067631i,-7.0071e-05-0.00013351i,0.00029362-0.00099229i,-6.4285e-06-0.00057866i,-0.00025652-1.7526e-05i,4.2508e-05+0.00025625i,0.00033626+0.00010204i,0.00045132+3.8696e-05i
0.00075986+0.0013523i,4.5357e-05+0.0021202i,0.00070734+0.0011907i,0.00092981+0.00031559i,0.00087053-0.00045064i,0.0010724-0.0014178i,0.00011096-0.0010575i,-6.4518e-05+8.0688e-05i,5.7206e-05+0.00026045i,-0.00022779+0.00058005i,-8.9151e-05+0.00072438i,-0.00014301+0.00016396i,-0.00026904-3.597e-05i,-0.00016395-0.0003686i,0.00042176-0.00021732i,0.00015559+0.00075173i,-0.00013517+0.0008115i,0.00065828+0.00014245i,0.0010395-0.00032265i,0.00065975-0.00064833i,-0.0003757-0.00035329i,-0.00071759+0.00018602i,-0.00028436+0.00033098i
0.0019596-0.0011799i,0.00062972-0.0017615i,0.00016784-0.0017528i,-0.00015239-0.0017134i,0.00016388-0.002036i,0.0006587-0.0013821i,0.00088982-0.0011308i,0.00036159-0.00070651i,8.9454e-05-0.00052471i,-6.934e-05-0.00047829i,-3.7494e-05-0.00032133i,-0.00044394-0.00034303i,-0.0010378+0.00031706i,-0.00023427+6.1657e-05i,0.00035088-0.00011434i,0.00015074+0.00051012i,0.00014381+0.00072958i,0.00019864+6.372e-05i,0.00054153-0.00097688i,-0.0001049-0.00089314i,-0.00074895+1.6512e-05i,-0.00015865-3.512e-07i,1.3181e-05-0.00017396i
0.00040845-0.00033081i,0.00019739+3.5433e-05i,0.00049702-0.00026907i,0.001265-0.00083887i,0.0017426-0.0010113i,0.0020566-0.00070604i,0.0018374-0.0010121i,0.0011863-0.001368i,0.00028929-0.0010822i,-0.00074561-0.00026474i,-0.00072715+0.00044745i,-0.00040876+0.00047769i,-0.00030103+0.00079337i,-0.00064534+0.00057425i,-0.00071675-0.00028669i,1.6236e-05-0.0004361i,0.00079873+0.00032588i,0.00040204+0.00061096i,-0.00024251+0.0008798i,-0.0007899+0.00040546i,-0.00064417-2.8426e-05i,-0.00017858+0.00010139i,4.9175e-06+0.00020313i
0.00047392-9.4207e-05i,0.00048879+0.00063647i,0.0011109+0.00085259i,0.00083084+0.00091313i,0.00068377-0.0001088i,0.002056-0.0019425i,0.00092406-0.0014335i,-0.00063693-0.0003551i,0.00025262-0.00028903i,0.0010679-0.00077625i,0.00033004-0.00078188i,-0.00049596-0.00080069i,0.00013642-0.00059713i,0.0004743-0.00029837i,0.00068461-0.00036896i,0.0010643-0.00015034i,0.00085114+0.00063043i,0.00068687+0.00061745i,0.00048274+0.00027298i,0.00023564+0.00016903i,-0.00013329+0.00016229i,-1.9901e-05+0.00029371i,5.3004e-05-0.00022336i
