0.0025211+0.0022129i,0.0024439-0.00035549i,0.0015791-0.0031407i,0.00037281-0.0034304i,-0.0013847-0.0013935i,-0.0026906+0.00093069i,-0.0017722+0.001933i,0.00051833+0.0017806i,0.0020747+0.00067027i,0.0016802-5.2552e-05i,0.0007177-0.00026362i,0.00025703-0.00094549i,-0.00074091-0.0010499i,-0.0015236-0.00024476i,-0.0015349+0.0003794i,-0.0010994+0.00040776i,-0.00054376+0.00011861i,0.00021018-0.00049098i,0.00078497+5.8456e-05i,0.00083385+0.00079471i,0.00031059-6.1846e-05i,-0.0001541-0.00095848i,4.0837e-05-0.00056908i
-0.00029708+0.0032314i,0.00099175+0.0035341i,0.0018709+0.0027078i,0.0018929+0.0018592i,0.0011863+0.0014342i,0.00021144+0.00042219i,-0.00043184-0.00087669i,-0.00049258-0.00083062i,-0.00014383+0.00016222i,-0.00025279+0.00036823i,-0.00058629+0.00011595i,-0.00014652+5.1318e-05i,-0.00027092-0.00072609i,-0.00075226-0.0015931i,-0.0006587-0.001785i,-7.7089e-05-0.0015006i,0.0003513-0.00081104i,1.0098e-05-0.00092628i,-0.00011534-0.00047219i,0.00055918+0.00020945i,0.0010415+0.00031623i,0.00058798+0.00033695i,-0.00012435+0.00054421i
-0.00019805-0.00027552i,-0.0014607-0.00057362i,-0.002977-4.1245e-05i,-0.0017176+0.00079103i,-7.2704e-05+0.001114i,-0.00052775+0.0009357i,-0.00042111+0.0005633i,0.00054652+0.00089021i,0.0011065+0.0011677i,0.00066747+0.0010258i,0.00013997+0.00086057i,0.00089993-8.8913e-05i,0.0014234-0.00070976i,0.00068476+0.000258i,0.00069394+0.00052168i,0.00080689+0.00057485i,-0.00012746+0.00025991i,0.00012145+0.00026081i,0.00060563+0.00099308i,0.00018379+0.0012572i,-0.00083596+0.0002436i,-0.0003774-0.00048223i,0.00082849-8.9354e-05i
0.00075198-0.0011043i,0.00070774-0.0016187i,0.00045797-0.0013725i,-0.00019308-0.0010352i,-0.0010891-0.00036054i,-0.0018281-0.00015836i,-0.0014273+2.5887e-05i,-0.00010176+0.00017867i,0.00032914+0.00014745i,0.00064139-0.00019072i,0.0012545-0.00034361i,0.00098561-3.795e-05i,-2.2684e-05-0.00019264i,-0.00090362-0.00056546i,-0.001011-0.00067596i,6.6115e-05-0.0004319i,-0.00028183+0.00067116i,-0.00057217+0.0010334i,0.00078226+0.00071693i,0.00069706+0.00013634i,-0.00034366-0.00063479i,-0.00054288-0.00038319i,-0.00015893-0.00010834i
-0.001757+0.0037332i,-0.0023204+0.0047992i,-0.0019524+0.0039687i,-0.0011596+0.0018695i,-0.0014692+0.00074267i,-0.0024038+0.001028i,-0.0022052+0.001242i,-0.00077607+0.0017082i,-5.5699e-06+0.0013996i,-0.00064162+0.00078447i,-0.00073998+0.00036539i,0.00036364-0.00044241i,0.00014673-0.001328i,-0.00057171-0.0013138i,-0.00043103-0.00085863i,-0.00026687-0.00039951i,-0.00013144+0.00044873i,-0.00021738+0.00013415i,-0.00032314-0.00074917i,-0.0005407-0.00051855i,-0.00038326+0.00028875i,0.00017819+0.001236i,0.00035352+0.00098128i
0.0008651-0.00042212i,0.0014941-0.0011764i,0.0021268-0.00071057i,0.0022506-0.00095321i,0.0021938-0.0015717i,0.00088753-0.0012082i,-0.00084938+8.0216e-05i,-0.00053753+0.0010945i,0.00033384+0.0015176i,0.0008446+0.001032i,0.0008993+0.00065729i,0.00012529+0.00026308i,-0.0010407-0.00031061i,-0.0002967-0.00052402i,0.00094871-0.00066226i,0.00068368-0.0009192i,-8.101e-05-0.00033956i,-0.00050853+7.5863e-05i,-0.00066181-0.000162i,-0.00024929+6.6287e-05i,-0.00022429+0.0009015i,-0.00045925+0.001383i,-0.00066351+0.001084i
0.0017954+0.00096917i,0.0033353+0.0012986i,0.0029918+0.0012703i,0.0010599+0.00057314i,-0.00039801-0.0002178i,-0.0016653-0.00097567i,-0.0019108-0.00033924i,-0.001019+0.00048389i,-6.7637e-05+6.1201e-05i,-9.9124e-05-3.3595e-06i,0.00030807+0.00054105i,0.00066756+0.00068424i,0.00049952+0.00051392i,-0.0002067+0.00020722i,-0.00036835-0.000875i,0.00011584-0.0010306i,-0.00010425-2.4392e-06i,-3.7983e-05-6.1159e-05i,0.0003087-0.0011308i,-0.00026192-0.0014867i,-7.7249e-05-0.00080678i,-0.00033257-0.000782i,-0.00068756-0.00010147i
0.00078733-0.0004472i,-0.0011269-0.00056657i,-0.0025733-0.00016555i,-0.0024737+0.00067821i,-0.0022086+0.001506i,-0.0020348+0.00167i,-0.0011918+0.001281i,0.0001336+0.0009268i,0.00061684+0.00069549i,0.00068933+0.00032321i,0.00072993+0.00018245i,0.00061131+0.00019544i,0.00036475+0.00065434i,0.00013919+0.00035i,-0.00036463+0.00050739i,-0.00014941+0.0014149i,0.00055385+0.0016516i,0.00088934+0.0011469i,0.0013587+0.00051731i,0.001042+0.00027587i,-1.172e-05+0.00075855i,1.0148e-05+0.00012623i,0.00064849-0.0008415i
0.00091153-0.0020215i,0.00028999-0.0014041i,-0.00087116-0.0021025i,-0.00092916-0.0018835i,-0.00029474-0.00018682i,-0.00023339+0.0017725i,-0.0006985+0.001739i,-0.00067816-0.00010825i,-0.00029337-0.00089265i,-8.8475e-06+0.00038164i,-0.00038588+0.0013604i,-0.00035967+0.00032908i,0.0003649-4.9723e-05i,-0.00024277+0.0012105i,-0.00080184+0.0016304i,-0.00061497+0.00062618i,-3.0269e-05-0.00013999i,0.00050655+2.5869e-05i,0.00042242+0.00039368i,0.00015125+0.00035261i,5.142e-05+0.00032387i,0.00073843+0.00064117i,0.00053554+0.00088436i
-6.4965e-05-0.0010878i,0.00083822-0.0010765i,0.0012214-0.0012707i,0.00016309-0.00046252i,-0.00088118+0.00055985i,-0.00097372+0.00068883i,-0.00076691+0.00078086i,0.0002025+0.00065944i,0.000318-8.1612e-05i,-3.162e-05-0.0002817i,0.00019921+0.00015553i,-0.0006085+0.0003879i,-0.00039194+0.00068138i,5.9808e-05+0.00054484i,0.00016522-0.00015016i,7.4578e-06-0.00039485i,-0.00022651-0.00037889i,0.00039282+0.00027521i,2.4609e-05+0.00064969i,-0.00019185-0.00016194i,0.00030803-0.0010603i,-0.00057065-0.00046576i,-0.0010135-0.00010735i
-0.00042561-0.00012506i,-4.9112e-05-0.00025241i,-0.00068896-0.00069544i,-0.001128-0.00025161i,-0.0018369-0.00021398i,-0.0024463+3.1557e-05i,-0.0027313+0.00072579i,-0.0022596+0.00050055i,-0.0012856-0.00013273i,-0.00056812-0.00039513i,-0.00030061-0.00050764i,6.2409e-05-0.00065095i,0.00034718+9.124e-05i,-5.2933e-05+0.00099845i,-7.4946e-05+0.00048858i,-0.00049911-6.5434e-05i,-0.0013833-0.00062777i,-0.0011439-0.00075038i,-0.00067271-0.0004232i,-3.6096e-06-0.00013544i,0.00052136+0.00041841i,0.00043+0.00056501i,0.00023394-1.2105e-05i
0.00023165+0.00033927i,0.00028798-0.00023753i,-0.00083741-0.0015707i,-0.0016088-0.0015384i,-0.00053947-0.0003787i,0.00082311+0.00018494i,0.00059467-0.00045425i,-0.0011312-0.00071533i,-0.0018946-0.00081163i,-0.0012245-0.0005702i,-0.00067244+0.00037462i,-0.00019124+0.00058862i,-8.2911e-05+0.00038023i,-0.00083591+0.00039167i,-0.0012873+0.00060406i,-0.00083526+0.00079623i,-0.00070399-6.2322e-05i,-0.00054018-0.00070351i,-0.00060476-0.00069734i,-0.001129-0.00098728i,-0.00050036-0.0005204i,0.00043445+0.000169i,7.698e-05+0.00029798i
0.0023788-0.0018115i,0.0038028-0.0020313i,0.0029563-0.0016893i,0.00090809-0.00051539i,-0.0012141+9.5283e-05i,-0.0022615+0.00075197i,-0.0013524+0.0010381i,-0.00095806+0.0004823i,-0.0012683-0.00036036i,-0.0016129-0.00047018i,-0.0015785+2.279e-05i,-0.00099918+0.00055101i,-0.00044933+0.00045943i,0.00011614+0.00019154i,0.00029145+0.00063777i,0.00061122+0.0007128i,0.00083411+0.00032303i,0.00052881-9.4363e-05i,0.00078739-0.00059747i,0.0010474-0.00071767i,0.00022751-0.00057729i,-0.00035272-0.00059287i,-2.6853e-05-0.00058642i
-0.0026685-0.00087178i,-0.0045352+0.00012042i,-0.006011+0.00086889i,-0.0047668+0.0012457i,-0.001852+0.001656i,0.00015084+0.0026309i,0.00074882+0.0026774i,0.00085647+0.0016271i,0.00064892+0.00082905i,0.00087118+0.0011461i,0.00074864+0.0010643i,0.001114+0.00062214i,0.0016592+0.001288i,0.0011342+0.00141i,0.00015852+0.0005138i,-0.00051831+0.00026267i,-0.00046205+0.0001499i,0.00023043+0.00026246i,0.00097192+0.00084725i,0.00089423+0.00035398i,0.00096316-0.00073743i,0.00010894-6.7132e-05i,-0.00041288+0.00072126i
0.0010571-0.0034379i,4.8576e-05-0.0039064i,-0.00027305-0.0056858i,-0.0004657-0.005082i,-0.0014814-0.0021899i,-0.0015842+0.00043551i,-0.0014724+0.00083055i,-0.0014023+1.1456e-05i,-0.000292-0.001076i,-7.2053e-05-0.0016359i,-3.7384e-05-0.00068351i,-0.00088743+0.00029612i,-0.0019103+0.00013372i,-0.001222-0.000218i,-0.00082443+0.0001636i,-0.00065207+0.00068483i,-0.00031811+0.00092698i,-0.00055244+0.00044191i,-0.0002006+0.00019667i,0.00052946+0.00026661i,0.00054613-7.3882e-05i,5.5887e-05-0.00019089i,-0.00022798+0.00033512i
-0.00042594+0.0025336i,0.0007523+0.0027867i,0.0020786+0.0023048i,0.0020319+0.00050022i,0.00065027-0.00041642i,-0.0012348-0.00036826i,-0.0021069+0.0001313i,-0.0016131+0.00041835i,-0.00073098+3.2649e-06i,-0.00046563+0.0002249i,-0.0010765+0.00054176i,-0.00037441-0.00025018i,0.00078537-0.00065853i,0.00034086+0.00017551i,-0.00014517+0.00044743i,-0.00082998-0.00018159i,-0.0013033-1.6498e-05i,-0.00088484+0.00070014i,-0.00051196+0.00082518i,-0.00075544+0.00051648i,-0.00090614+4.0294e-05i,-0.0011368+0.00047402i,-0.0007364+0.00033939i
0.0023951-0.0014509i,0.0013934-0.0027927i,0.00027999-0.0022183i,-0.00086966-0.0011862i,-0.001803+0.00014934i,-0.002058+0.0011552i,-0.0020074+0.00093578i,-0.0015597+0.0011255i,-0.00059119+0.00096864i,-0.00023438+0.00036735i,6.3848e-06-0.0002687i,-0.0001347+0.00025526i,-0.0002077+0.00090769i,1.382e-07+0.00084198i,-0.00072046+0.00074218i,-0.00083733+0.00039311i,-0.0001466-0.0004639i,4.1205e-05-0.00060653i,-0.00043702-0.00044274i,-0.00069894-0.0001655i,-0.00064756-0.00040613i,-0.00048624-0.00040597i,-0.00051634+5.0276e-05i
-0.00022049-0.001329i,-0.0013737-0.00038374i,-0.0022526-0.0010886i,-0.0025629-0.0015058i,-0.0019735-0.00060012i,-0.0010469+0.00058971i,-0.00033993+0.0014065i,-3.8404e-05+0.0012627i,0.00058005+0.00025102i,0.0013827-0.00059882i,0.0012793-0.00093067i,0.00047241-0.00048579i,0.00074651+0.00039516i,0.00074005+0.00088331i,-9.7696e-05+0.0009719i,0.00074529+0.00050954i,0.0013294-0.00050454i,0.0012487-0.00077724i,0.00096398-0.00072054i,0.00038529-0.001033i,0.00020144-0.0010143i,-0.00045951-0.00077411i,-0.00036587-0.00018192i
-0.0012871+0.00078087i,-0.00048233+0.0009955i,0.001274+0.00090805i,0.0025214-0.00048808i,0.00081573-0.0012894i,-0.0011816-0.00079299i,-0.00051841+0.00021228i,0.00014782+0.00099335i,0.00016289+0.00053457i,0.0001248-0.00013238i,-2.6392e-05-0.00024984i,0.00033364-0.00066442i,0.00071401-0.0016339i,0.00026467-0.002302i,-7.9783e-05-0.0018794i,-0.0003099-0.00041473i,-0.00033829+1.3381e-06i,-0.00010984+0.00022234i,0.00061243+0.00053581i,0.0010405+0.00025215i,0.00035593-0.00038322i,0.00078481-0.0011648i,0.0013123-0.00064167i
0.00039689+0.00096319i,0.00083737+0.0016517i,-0.0014416+0.0010395i,-0.003077+0.00054399i,-0.0024624+0.00063123i,-0.0016009+0.00078127i,-0.00094244+0.0012938i,-0.00068551+0.0016111i,-0.00024982+0.00097341i,-0.00061559+0.00048895i,-0.0003049+0.0002001i,0.00029454+0.0010747i,-4.1921e-06+0.0017563i,-0.00076489+0.0010183i,-0.00049499+0.0004914i,0.00062148+0.00034165i,0.0003197+0.00078156i,-0.00050438+0.0012918i,-0.0004622+0.001228i,-0.00049243+0.0011015i,3.5698e-05+0.00036803i,0.00068694+0.00011757i,0.00062789-1.2804e-05i
-0.0018646-0.0011656i,-0.0033343-0.002036i,-0.0028223-0.0025412i,-0.0012204-0.0017267i,-0.00036009-0.00079092i,-0.0008935-0.0014233i,-0.0022916-0.0021137i,-0.0025058-0.0012045i,-0.001148+2.0819e-05i,-0.00057587+0.00066215i,-0.0008721+0.00074148i,-0.0006348+0.00029844i,6.8557e-06+0.00018621i,-4.5836e-05-0.00022072i,-0.00028482-0.00062835i,-0.00072562-0.00067245i,-0.00026147-0.00079659i,-0.00034698-0.00032004i,-0.00027983+5.6573e-05i,0.00088264+0.00011071i,0.00088505-0.00021852i,0.00040358-0.00055148i,-0.00010629-0.00025571i
-0.00024371-0.0015519i,0.0011739+9.4222e-06i,0.0010018+0.0017402i,0.0013604+0.0027324i,0.00024339+0.0025729i,-0.00066233+0.0020573i,0.00039966+0.0022834i,0.00054779+0.0024047i,-0.00041071+0.0019i,-0.00079908+0.001362i,8.8572e-05+0.00050194i,0.0016179-4.4997e-05i,0.0019205-6.9826e-05i,0.00093222-0.00042666i,0.00012938-0.00090604i,0.00012774-0.00080049i,0.00030108-0.00067748i,-7.8657e-05-0.00078166i,-0.00076452-0.0007056i,-0.0010193-0.00041357i,-0.00089287+0.00028435i,-0.00056552+0.00037043i,-0.00041014+0.00041862i
-0.0013314+0.002014i,-0.0026443+0.0028346i,-0.0037222+0.0036721i,-0.0027667+0.0038224i,-0.00041066+0.0027777i,0.0006603+0.0013845i,0.00044174+0.0009093i,0.00096534+0.00045913i,0.00068072-1.3428e-05i,0.00017121-0.00010426i,0.00038248-0.00018403i,0.00049372-0.00033249i,0.00060365-0.00060853i,0.00036623-0.00044135i,0.00019627-0.00042847i,0.00034106-0.00073067i,0.00034965-0.00022833i,0.00036086+0.00013462i,0.00051279-0.00046093i,-7.6383e-05-0.00072978i,-0.00038259-0.00033888i,-5.3968e-05+2.66e-05i,-2.8474e-05+0.00045744i
-0.0016696+0.00026958i,-0.0012493+0.0007198i,-0.00079594+9.7245e-05i,-0.0010552-0.0011957i,-0.001242-0.00085282i,-0.0018851-0.00023298i,-0.0019372+0.00019556i,-0.00087869+0.00068447i,0.0002979+0.0010206i,0.00011124+0.0008609i,-0.00060234+0.00065453i,-0.00033381+0.0011226i,3.5315e-06+0.00062904i,-2.5537e-05-8.1299e-05i,0.00027504-0.00044989i,0.00021839-0.00049606i,-0.00011286+0.00044399i,-0.00034566+0.00090857i,-0.00045022+0.00010818i,-0.0004087-0.00023401i,7.5172e-05-0.00018i,-0.00018641-0.00054215i,-0.0006845-0.00069515i
0.0030614+0.001563i,0.0031102+0.001722i,0.0040562+0.00031186i,0.0031019-0.0010984i,6.9032e-05-0.00088798i,-0.0017598-0.00035163i,-0.001359+0.00022619i,-0.0010576+0.00071983i,-0.00088787+0.00080607i,0.00015002+0.00034462i,0.00069431-3.612e-05i,0.00053842-0.00016557i,0.00078337-0.00080452i,0.00025665-0.00073333i,-0.00094046-0.00025283i,-0.0014339+0.00017458i,-6.0291e-05+0.00069489i,0.0017878+0.0017636i,0.0015898+0.0025844i,0.00061973+0.0017009i,0.00010364+0.00088746i,0.00037569-0.0001035i,0.00084782+9.5272e-05i
-0.00054588-0.0019213i,-0.0012997-0.0014225i,-0.0023392-0.00016252i,-0.0026685+0.00050296i,-0.0016204+7.0831e-05i,-0.0007121-0.00075483i,-0.00042801-0.00045843i,-0.0010681-2.9609e-05i,-0.00084882+6.4067e-05i,6.3317e-05+7.3194e-05i,0.00057051-0.00017177i,0.00040741+0.00057498i,-0.00040777+0.0008324i,-0.00062154+0.00010048i,-0.0007843-9.7742e-05i,-0.0014412-6.3693e-05i,-0.0011148-9.2047e-05i,-0.00031009-6.7588e-05i,0.00016549+0.00034317i,0.0003681+0.00078519i,0.00055462+0.00072534i,0.0007024+0.00032681i,0.00049572+0.00062522i
0.0014953-0.00084745i,0.0014722-0.00067981i,0.0016633-0.00023461i,0.0015549-0.00083604i,0.00089849-0.00080526i,0.0010688-0.00021169i,0.001318+3.7573e-05i,0.0010862+0.00097895i,0.00044538+0.0011451i,-0.00079743+0.0001914i,-0.00058413-0.00050123i,1.9782e-05-0.0012793i,0.00010491-0.0015464i,0.00012603-0.00095387i,6.7213e-05-0.00083819i,-0.00021995-0.00012276i,-0.0004812+0.00019347i,-0.00023236-0.00079242i,-0.00021693-0.0007976i,0.00038774-0.00010684i,0.0010308-0.00048627i,0.0012514-0.00059714i,0.00069453+0.00020158i
-0.0025574+0.002708i,-0.0019268+0.0054242i,-0.0012236+0.0057245i,-0.0015642+0.0036972i,-0.0012854+0.0016615i,-9.8192e-05+0.00023315i,-0.00011976-0.00029507i,-0.0005517+0.00057382i,-0.00036332+0.0011888i,-0.00020688+0.0011274i,7.8329e-05+0.00096195i,-3.9984e-06+0.00075297i,-1.0729e-05+0.00030907i,0.00046887+4.6101e-05i,0.00057874+0.00011122i,-3.953e-06-0.00053535i,-0.00043383-0.00097564i,-0.00032216-0.00074454i,-0.0005424-0.00075983i,-0.00076492-0.00096304i,-4.5951e-05-0.00011214i,0.00073295+0.0015606i,0.00090187+0.0013833i
-0.00011023+0.00081917i,0.00032222+0.00034192i,0.00078459-0.00075069i,0.00081462-0.00056587i,0.00019726+0.00038523i,-0.00079001+0.0011084i,-0.0016588+0.0012415i,-0.00095365+0.0016022i,0.00021335+0.0008741i,0.00061594+0.00021038i,0.00095819+0.00050984i,0.00088921+0.00022934i,0.00078567-0.00057366i,0.00075679-0.00072271i,9.8977e-05-0.00082824i,-0.00032592-0.00036827i,-0.00013182+1.6483e-05i,0.00058248-0.00047498i,0.00072814-0.0011478i,0.00045013-0.00080547i,-0.00034293+0.00042553i,-0.00070301+0.00032362i,-4.6966e-05-0.00013005i
0.0003518+0.0029255i,0.0014108+0.0022098i,0.0022146-0.00014275i,0.0013555-0.0015345i,-0.00040046-0.0013726i,-0.0015443-0.0017035i,-0.0029892-0.00095862i,-0.0034873+0.0004085i,-0.0022239+0.0003216i,-0.0012919-0.0003627i,-0.00072055-0.00084647i,-0.00065327-0.001202i,-0.00060697-0.0020735i,-0.0005698-0.0018733i,-0.0013528-0.00048665i,-0.00069684+0.00028047i,-9.6981e-05+0.00063964i,-0.0001372+0.0011898i,-1.9368e-05+0.0010615i,0.00047663+0.00014057i,0.0011364+0.0006518i,0.0013023+0.00098144i,0.0005697-0.00023946i
-0.00048191-0.001409i,0.00046958-0.00055955i,0.001378+0.0013204i,0.00088558+0.0014348i,-0.00029616+0.00084357i,-0.00065766+0.0010325i,-0.00053496+0.00060508i,0.00036376+0.0011315i,0.00089579+0.0014497i,-3.9002e-05+0.00038988i,-0.00096911-0.00022008i,-0.00062261-0.00041747i,0.00083283-0.00044262i,0.0021994+0.0002645i,0.0021706+0.00037379i,0.0014152+0.00028394i,0.0010874+0.00045835i,0.00074557+0.00021176i,0.00037582+0.00029894i,0.00052578-0.0001473i,0.00046099+0.00020771i,0.00028401+0.0013462i,4.2847e-05+0.00084255i
-0.00051786+0.00041305i,-0.00055942+6.3485e-05i,-0.00048893-0.00097527i,-0.00074647-0.00036696i,-0.00073306+0.00041354i,-2.9158e-05+0.00042524i,0.00039706+0.00070412i,0.00085593+0.00057577i,0.00032119+0.00056531i,-0.00061213+0.00051657i,-2.0817e-05+0.00095273i,-6.4961e-05+0.0015736i,-0.00047813+0.0018052i,-9.5606e-05+0.00099939i,-7.4491e-05-0.00012912i,-0.00042853-0.00070299i,-0.00024848-0.0002052i,-0.00024919+0.00034028i,-0.00028068+0.00025201i,-4.8743e-05+0.00052844i,0.00039737+0.00066336i,0.00031371+0.00045981i,-0.00026785+9.3017e-05i
-0.0012204-0.00053836i,-0.0007938-0.0014556i,-0.0012963-0.00062831i,-0.00053508+0.00088286i,0.0002388+0.0025273i,0.0007597+0.0017943i,0.00041848+0.00082561i,-0.00014139+0.00039432i,-0.00011893-0.00051977i,-0.00013398-0.0010658i,0.00032951-0.00063574i,0.00080472-0.00018412i,0.00068831-0.00072738i,-0.00020324-0.001314i,-0.0010116-0.0017519i,-0.0011959-0.00114i,-0.0012599-0.00040669i,-0.0012633-0.00082833i,-0.0015971-0.00096042i,-0.0015452-0.00066803i,-0.0012777-0.00066419i,-0.0010304-0.00064045i,-0.00042037-4.4012e-05i
0.0018458-0.00095321i,0.001108-7.1466e-05i,-0.001013+0.00014905i,-0.0020004+0.00018774i,-0.002464+0.00014473i,-0.0025774+0.00041588i,-0.0021252+0.0011667i,-0.0017841+0.0019508i,-0.0015816+0.0011394i,-0.00091965-0.00080803i,9.3163e-05-0.0012589i,0.00094035-0.00049995i,0.00080407-0.00036673i,0.00031527-0.00021534i,0.00039274+0.00042066i,0.00080831+0.00018613i,0.00082339-2.3345e-05i,0.00062699-0.0003083i,0.00068388-0.00048201i,-8.0706e-05-0.00035424i,-0.00089905+8.1091e-05i,-0.00043117-0.00014629i,-0.00026387+0.00022897i
-0.00040943+0.0013591i,0.0018041+0.00054421i,0.0032265-0.0012817i,0.0031908-0.0021402i,0.001604-0.0017855i,-0.00076267-0.0012869i,-0.0010776+0.00023746i,-0.00039746+0.0012896i,-0.00038419+0.0012934i,3.1416e-05+0.00083831i,0.00054792+0.00025328i,-0.00029321+0.00062603i,-0.0018917+0.0017256i,-0.0014807+0.0016877i,-0.00048332+0.00066656i,-0.00074091+0.00033867i,-0.00035272+0.00056085i,0.00019924+0.00099147i,0.00070663+0.00059268i,0.00010791-0.00036417i,-0.00062084+5.5037e-05i,-0.00033312+0.00011884i,-0.00023994-0.0010935i
-0.00063514+0.0015295i,-0.00036836+0.0017465i,-0.00013058+0.0016804i,-0.00030842+0.0010562i,-0.00025169-0.00018908i,0.00022067-0.0010965i,-0.00045307-0.0012159i,-0.00056035-0.0014456i,-0.00047434-0.0012464i,-0.00088879-0.00088491i,-0.0011498-0.00064919i,-0.0009016-0.00076935i,-0.00017583-0.0007885i,-0.00033938-0.0007115i,-0.00086026-0.00049267i,-0.00042789-0.0002751i,-0.00023396+0.00052345i,0.00016302+0.0011181i,0.0005985+0.0011983i,0.00044104+0.00044596i,0.00016698+0.00043038i,0.00025689+0.00087406i,0.00042281+0.00018856i
0.00073298+0.0030605i,0.0019075+0.0023808i,0.0030234+0.0013295i,0.0016167+0.00042817i,0.0002687-0.00023887i,3.1025e-05+0.00061108i,-0.00075882+0.0012319i,-0.0014842+0.001157i,-0.0011548+0.00097756i,4.8204e-06+0.00028793i,0.0010928-0.0007244i,0.0012259-0.00059654i,0.00065174+0.00012165i,0.00062179+0.00016297i,-6.1371e-05-0.00013192i,-0.00058456-0.00040388i,-0.00085384-0.00024816i,-0.00094713+0.00025395i,-0.00044833+0.00066579i,0.0001409+0.00063304i,0.0008305+2.8407e-05i,0.00075486-0.0001332i,0.00073836+0.0004736i
-7.5374e-05+7.5256e-05i,-0.00013636+0.00058385i,0.00029672-0.00045964i,-4.1738e-05-0.00080312i,-0.00015898+0.00063309i,-5.0746e-05+0.0014134i,-0.00058133+0.0015209i,-0.00052683+0.0016198i,8.1736e-05+0.0015957i,8.5222e-05+0.0016492i,-0.00067377+0.0012524i,-0.0016265-9.0597e-05i,-0.0019833+0.00025749i,-0.0016941+0.0012648i,-0.0011953+0.00012842i,-0.000858-0.00053787i,-0.001237-0.00021901i,-0.0013285-0.00026789i,-0.00097198+0.00029933i,-0.00026183+0.00076527i,0.00059701+0.00065183i,0.00069042-0.00014763i,0.0010113-6.7608e-05i
0.0031263-0.0026916i,0.00027791-0.003299i,-0.00066076-0.0033261i,-0.001304-0.0031825i,-0.0018149-0.0021819i,-0.0008849-0.0005134i,-0.0001139+0.00087159i,0.00068032+0.001786i,0.0018834+0.0011772i,0.0021057-0.0001954i,0.0008011-0.0010467i,-0.00030154-0.00088279i,-0.00081421-0.00049756i,-0.00054039+0.00027602i,-1.6295e-05+0.00092091i,-0.00016299+0.00078422i,-0.00018603+2.397e-05i,0.00031778-0.0001871i,0.0013316-0.00093842i,0.0016767-0.0010922i,0.0010591-0.00035187i,-7.3444e-05-0.00011179i,-0.00055422-0.00031356i
0.0015167+0.0021646i,0.0028363+0.0022171i,0.003193+0.0010726i,0.0018561-0.00059434i,0.0008846-0.0019658i,-8.3126e-05-0.0023002i,-0.0014324-0.0019798i,-0.0017937-0.0014635i,-0.00067798-0.0014354i,0.0001505-0.0016454i,0.00011012-0.00085932i,0.00074614+0.00073612i,0.0014001+0.0013499i,0.0013317+0.00057006i,0.0014228+0.00020819i,0.0016713+0.0004981i,0.0012105-3.9648e-05i,0.0010038-0.00093684i,0.001232-0.00028644i,0.00074868+0.0007276i,0.00046829+0.00043734i,0.0010786-0.00034118i,0.00060785-0.00029901i
-0.0017497+0.0002773i,-0.0025984+0.001572i,-0.0021668+0.0027786i,-0.0013704+0.0023674i,-0.0008156+0.0010909i,-0.00051437+0.00052731i,-0.0011764+0.00088369i,-0.0021218+0.00076535i,-0.0026613+0.00065886i,-0.002138+0.00075259i,-0.0012362+0.00016522i,-0.00065251-0.00013396i,-0.0013882-0.00018904i,-0.0020359+0.00016561i,-0.0012709+3.9641e-05i,-0.00063978-0.00027202i,-0.00029678-1.1246e-05i,0.00012542+0.00068245i,0.00074242+0.00096177i,0.00043999+0.00017487i,-5.7254e-05-1.8838e-05i,9.9122e-05+0.00040091i,0.00016628-0.0002363i
-0.0014066+0.00029966i,-0.001143-0.00060846i,-0.00029065+0.0002063i,0.00041546+0.0015352i,0.0007682+0.0013605i,0.0006309+1.6965e-06i,0.00030314+0.00046343i,0.00050506+0.0019014i,0.00027386+0.0026372i,0.00053715+0.0016653i,0.00096254-0.00011996i,0.0010028-0.0015186i,0.00084493-0.0021191i,0.00020127-0.0019343i,-0.00078726-0.0010716i,-0.001114-0.00048229i,-0.00091862-0.00037252i,-0.00044969+0.00037005i,-8.5337e-05+0.0012971i,-0.0005368+0.00080086i,-0.00078693+5.0759e-05i,0.00027088+9.3126e-06i,0.00088648+0.00046839i
-4.0189e-06+0.0014313i,0.00087457+0.0021878i,0.00019218+0.00092344i,-0.00098163-0.00011993i,-0.0018384+0.00015155i,-0.0011361+0.001008i,-2.4879e-05+0.00061821i,0.0016579+0.00051345i,0.0025813+0.0002548i,0.0019653-0.00031098i,0.0014828+0.00025488i,0.0012215+0.00094653i,0.0012566+0.0014216i,0.0015385+0.0019082i,0.00049228+0.0019018i,-0.00073741+0.0011346i,-0.00048405-0.00026757i,0.00013952-0.00058i,-0.00023949-0.00039306i,-0.00055228-0.00021005i,0.00010377-0.00011932i,0.00032637+3.3749e-05i,-0.00030982-0.00039845i
0.00071041-0.0015169i,-0.00088801-0.0020418i,-0.0015523-0.0029394i,-0.0013918-0.0019806i,-0.0016589-0.00037549i,-0.0018277+0.00018396i,-0.0013144-0.00028737i,-0.00084904-0.0012943i,-0.00019849-0.0025773i,-7.3869e-05-0.0022305i,-0.00055868-0.00071215i,-0.0011314-9.6615e-06i,-0.0012904+5.9042e-05i,-0.001239-0.00017748i,-0.0010119+5.266e-06i,-0.00072629-8.8625e-05i,-0.00029885+1.5604e-05i,0.00066486-0.00036011i,0.0013599-0.00060342i,0.00075925-0.00064416i,0.00026783-0.00064438i,0.00033725+0.00011482i,0.00022124+0.00021392i
