0.0025211+0.0022129i,0.0024439-0.00035549i,0.0015791-0.0031407i,0.00037281-0.0034304i,-0.0013847-0.0013935i,-0.0026906+0.00093069i,-0.0017722+0.001933i,0.00051833+0.0017806i,0.0020747+0.00067027i,0.0016802-5.2552e-05i,0.0007177-0.00026362i,0.00025703-0.00094549i,-0.00074091-0.0010499i,-0.0015236-0.00024476i,-0.0015349+0.0003794i,-0.0010994+0.00040776i,-0.00054376+0.00011861i,0.00021018-0.00049098i,0.00078497+5.8456e-05i,0.00083385+0.00079471i,0.00031059-6.1846e-05i,-0.0001541-0.00095848i,4.0837e-05-0.00056908i
0.0028429-0.0022125i,0.0025214-0.0029694i,0.0011596-0.0033984i,-0.00068757-0.0030569i,-0.0013726-0.0018904i,-0.0021497-0.0014865i,-0.0034533-0.0023379i,-0.0045398-0.0012599i,-0.0044051-0.00012744i,-0.0028663-0.000751i,-0.001177-0.0010589i,0.00013546-0.00075308i,0.00075793-0.00020763i,0.0010907-0.00042564i,0.0012538-0.0005548i,0.0011229-0.00036379i,0.00051893-0.00079356i,0.0010732-0.0010779i,0.0019817-0.0013771i,0.0015822-0.0013001i,0.00077298-0.0010343i,0.00013563-0.00050637i,0.00018086+0.00051418i
-0.0025865+0.0012513i,-0.0019306+0.0033047i,9.3292e-05+0.0026832i,0.0013701+0.00092536i,0.00081999+0.00072134i,-0.00022514+0.0018606i,0.00034342+0.0030594i,0.00024632+0.0035481i,0.0003331+0.0032083i,0.00058179+0.0028836i,-1.8452e-05+0.0026368i,-5.8238e-05+0.0027717i,4.7931e-05+0.0029933i,-0.00022766+0.0022593i,-0.00092079+0.00090613i,-0.00083901-0.00034923i,0.00017722+6.545e-05i,4.6809e-05+0.0017332i,0.00027716+0.001253i,0.0005633+0.00048417i,-0.00013565+0.0010044i,-0.0001065+0.00085i,0.00029246-0.0004621i
-0.0013891-0.00039397i,-0.0013533-0.00036916i,-0.0011599+0.00048479i,-0.00049123+0.0015408i,0.0001226+0.0014757i,0.00078938+0.00012007i,0.0011811-0.00032914i,0.0020887+0.00031652i,0.0024027+0.0005476i,0.0015253+0.00037785i,0.00088261-0.00022292i,0.0009131-0.0013066i,0.00038013-0.0017561i,-0.00082903-0.0014462i,-0.001021-0.00088565i,-0.0010442-0.00014925i,-0.0010306+0.00050213i,-0.0005429+0.0011141i,-0.00039215+0.00077258i,-0.0012503+0.00070689i,-0.0011428+0.00049143i,-0.00034346-0.00019233i,0.00044241+0.00044159i
0.00084063+0.0026155i,0.0018464+0.0033821i,0.0018029+0.002339i,-0.00077487+0.00046629i,-0.0024129-0.00067125i,-0.002259+2.2968e-05i,-0.0032254+0.00014336i,-0.0035336-0.0010495i,-0.0018561-0.0028304i,-0.00088099-0.0032816i,0.00037386-0.0015686i,0.0019316+1.8264e-05i,0.0015314-0.00032658i,0.00087183-0.00078504i,0.00098712-0.0005192i,0.00090474-0.00045469i,0.00083871-0.00067384i,0.00016319-0.00030681i,-0.00018216-1.4803e-06i,0.00027612-0.00091434i,-0.00040201-0.0008156i,-0.0008864-0.00074581i,-8.845e-05-0.00074301i
-0.0028546-0.0015203i,-0.0042673-0.0012605i,-0.0032242-0.001054i,-0.00041043-0.0012888i,-0.00066168-0.0006317i,-0.0035627-6.6204e-05i,-0.0048077+0.00056857i,-0.0041719+0.0015918i,-0.0033085+0.001629i,-0.0027402+0.0013263i,-0.0022819+0.00066235i,-0.0012968+0.00055574i,-0.00041245+0.0012763i,0.00024605+0.0012299i,-0.00020123+0.00031799i,-0.00058251-0.00019484i,-0.00022342-4.5654e-05i,-9.053e-05-0.00067991i,-2.1068e-05-0.0015962i,-0.00019116-0.00095112i,-0.0005244+2.1482e-05i,0.00025904-6.4388e-05i,0.00057023-0.00052913i
0.0041488-0.0035695i,0.0044746-0.0058418i,0.0034312-0.0063688i,0.00024781-0.0033261i,-0.0021126-0.001205i,-0.00099167+7.0483e-05i,0.00055324+0.0018639i,0.00067413+0.0035145i,0.0013893+0.0030373i,0.0015481+0.0015564i,0.00047286+0.0015479i,-0.00093771+0.0010613i,-0.0020991-1.9578e-05i,-0.0017097+6.1676e-05i,-0.0013436-5.3565e-06i,-0.0013144-0.00039437i,-0.00071791-0.00087148i,-0.00017194-0.00068902i,0.00037451-0.00018047i,0.00083258-0.00047095i,0.00080951-0.00063132i,0.00043025-0.00023127i,0.000532+0.00022406i
-0.0022055-0.00025617i,-0.0023472+0.0022145i,-0.0023093+0.0033948i,-0.0017604+0.0026503i,5.8739e-05+0.0020232i,0.0021265+0.0013378i,0.0028176+2.7244e-05i,0.0033374-0.00052392i,0.0034737-0.0011541i,0.0017294-0.0018251i,0.0010688-0.00080342i,0.0027452+0.00089123i,0.0034991+0.00095084i,0.003338+0.0001456i,0.0022464+0.0005899i,0.0010824+0.0005446i,0.0003244-0.0001298i,0.00014692-4.5878e-05i,0.00060597+0.00027012i,0.0010076+0.00080531i,0.00020118+0.00095483i,-1.5721e-05+0.00080366i,0.00075543+0.00033402i
-0.00076024-0.0011496i,-0.0014876-0.0016804i,-0.0014049-0.0019893i,0.00041313-0.00047365i,0.00029274+0.0015457i,-0.00126+0.0014773i,-0.0023123+0.00038362i,-0.002862-0.00079192i,-0.0024765-0.0015829i,-0.0017194-0.0013919i,-0.0012808-0.00040211i,-0.00086358+0.00096516i,-0.00077801+0.0015395i,-0.00026107+0.0015874i,-0.00034948+0.0014141i,-0.0007622+0.00066716i,-0.00046122+0.00063307i,5.9043e-05+0.00038531i,0.00093791+0.0007626i,0.00082929+0.0013171i,0.0007484+0.0006808i,0.00092891+0.00018536i,0.00068328-0.00054213i
0.0014768-0.0017751i,0.0015392-0.0014044i,0.00012368-0.0014079i,-0.0019888-0.0013884i,-0.0030523-0.00029138i,-0.0034864+0.0014788i,-0.0037286+0.0020803i,-0.0037865+0.0026713i,-0.0034589+0.001817i,-0.0031162+0.00064384i,-0.002542+0.00048654i,-0.0014342-0.00051052i,-0.00059427-0.0011208i,-0.00047006-0.0011981i,-0.00079551-0.00059202i,-0.0010297+5.3277e-05i,-0.00056672+0.00028069i,2.6349e-05-4.4753e-06i,0.000851-4.3181e-05i,0.00029271+0.00038717i,-0.0010307+4.5158e-05i,-0.0012072+3.9096e-05i,-0.00022492+0.00033544i
-0.0039357-0.0010786i,-0.0046428+0.0018833i,-0.0038509+0.0031139i,-0.0030264+0.002147i,-0.0021466+0.0010147i,-0.0012898+0.00053455i,-0.0011836+0.0011005i,-0.0001801+0.0030089i,0.0016806+0.003365i,0.0017414+0.001758i,0.0017233+0.0013145i,0.0029015+0.0017477i,0.0029316+0.00096718i,0.0027183+0.00075403i,0.0022968+0.0010132i,0.0010616+0.0009142i,0.0003099+0.00048318i,-0.00069631-0.00014673i,-0.0015617-0.00035983i,-0.0017283-3.6427e-05i,-0.0017366+0.00013915i,-0.0010757+5.659e-05i,-0.00039512+0.00021916i
0.0021036-0.0010839i,0.0018073-0.0023719i,0.00083244-0.0040931i,-0.0011318-0.0038954i,-0.0025633-0.0027547i,-0.0020022-0.0010472i,-2.0573e-05-0.00019063i,0.002185-0.0010421i,0.0031392-0.0014535i,0.0016099-0.0012039i,-0.00055846-0.00032348i,-0.0013959+0.00078318i,-0.0010846+0.0016812i,-0.00068096+0.0015346i,-0.00039434+0.00074232i,-0.00067354+0.00055269i,-0.0012035+0.00071066i,-0.0010625+0.00086512i,-0.00093012+0.00010401i,-0.0004433-0.00021337i,-0.00097721-0.0004041i,-0.00089767-0.00046992i,-0.00019051+3.6102e-05i
-0.00080503-0.00045111i,0.00054613-0.00022008i,0.0016261-0.0006526i,0.0018907-0.00058001i,0.001919+0.00054159i,0.0018291+0.00043828i,0.0014195-0.0012267i,-0.00031974-0.0021969i,-0.0017661-0.0022003i,-0.0018967-0.0024687i,-0.0014237-0.0036559i,-0.0010389-0.0039791i,-0.0011091-0.0037354i,-0.00018921-0.0030799i,0.00046211-0.0026717i,-0.00024656-0.0021495i,-0.00046246-0.00098206i,0.00059953+9.0141e-05i,0.001619-0.00014695i,0.00090379-0.0007754i,0.00010388-0.00014694i,-0.00023149+0.00071837i,-0.00066455+0.00080499i
0.0044242+0.00035245i,0.0052336+0.00085376i,0.0034236+0.00010906i,0.0013867-0.00014913i,-0.0016807+0.00043782i,-0.0041543+0.0020356i,-0.0031643+0.0035978i,-0.0020538+0.004216i,-0.0011739+0.0037752i,-0.00038587+0.0037062i,0.00019634+0.0038039i,0.0014071+0.0034137i,0.0017713+0.0020219i,0.0010079+0.0011433i,0.00023731+0.0011226i,-0.00035416+0.00099759i,0.00034039+1.827e-05i,0.0013824-0.0010686i,0.0019177-0.00043502i,0.0021424+0.00038189i,0.0016648-8.9155e-05i,0.0011065-0.00074129i,0.00068596-0.00041362i
-0.0020776-0.0050834i,-0.0056486-0.0038587i,-0.0080699-0.0049652i,-0.0058304-0.0031723i,-0.0023825+0.00052784i,0.0005826+0.001656i,0.0023722+0.0013508i,0.0034046+0.0018081i,0.003489+0.0012786i,0.001703+0.00054921i,-0.000478+0.00116i,-0.0015215+0.0021991i,-0.0012969+0.002803i,0.00020179+0.0033456i,0.00052619+0.0032686i,-0.00051793+0.0018839i,-0.00059786+0.0009573i,-1.0352e-05+0.00086026i,0.00063599+0.00067114i,0.0007589+0.00088548i,0.00047744+0.00034574i,-0.00062292-0.00016411i,-0.00093841+0.00015461i
0.0013984-0.0093947i,0.00037972-0.010284i,-0.0019816-0.010313i,-0.0049645-0.0061514i,-0.0066189-0.0010312i,-0.0048482+0.0035944i,-0.0020743+0.0042272i,-0.00068588+0.001264i,-9.4974e-05-0.0025839i,-0.00075281-0.0044763i,-0.0011206-0.0043519i,-0.00017593-0.0039833i,0.0010301-0.0025381i,0.0011119+0.00024141i,0.00096989+0.0018432i,0.0011507+0.00052397i,-6.7409e-05-0.00076876i,-0.0013171+0.00093551i,-0.0013203+0.0018474i,-0.00093253+0.00089567i,-0.0012622-3.2425e-05i,-0.0012089+0.00032545i,-0.00075148+0.0013202i
-0.013074+0.026507i,-0.0058467+0.032594i,0.0061818+0.035358i,0.014875+0.019864i,0.017149+0.0029102i,0.01116-0.0090852i,-0.0014931-0.010567i,-0.0083088-0.0045979i,-0.0069528+0.0021329i,-0.0015211+0.0040976i,0.0027796+0.0011471i,0.003771-0.0017556i,0.003152-0.0057916i,0.0025383-0.01153i,0.0022025-0.012905i,0.0016635-0.0078996i,0.00071918-0.0024083i,-0.0010673-0.00054674i,-0.0039-0.001591i,-0.0043794-0.00043557i,-0.0017439+0.0029561i,0.0013697+0.0036581i,0.0032805+0.0014157i
-0.0058104+0.0065032i,-0.0055276+0.0067422i,-0.0016396+0.0069105i,0.0022077+0.0045998i,0.003701+0.0017963i,0.00055542-0.0006114i,-0.003374+0.00026897i,-0.0029289+0.0024126i,-0.0010964+0.0033642i,0.00059363+0.0031021i,0.00091683+0.0024775i,-0.0011109+0.0014398i,-0.0028386+0.00012824i,-0.0021996-0.0022197i,-0.0010763-0.0040474i,-0.00025964-0.0033541i,0.00024401-0.0018651i,0.00036502-0.001323i,-2.5337e-05-0.0018627i,-1.2249e-05-0.0013314i,0.00068541-0.00037827i,0.0011122-0.00053683i,0.00097702-0.00062822i
0.0041055+0.0030981i,0.0061692+0.0013795i,0.00597+0.0016921i,0.0026642+0.0033938i,0.00068729+0.0044541i,-9.1491e-05+0.0038771i,-0.0014836+0.00285i,-0.0011792+0.0022841i,0.0017354+0.0013119i,0.0044498-0.00044695i,0.0053951-0.0020266i,0.0058473-0.0032162i,0.0045498-0.0031223i,0.0027499-0.0023247i,0.0025099-0.0013604i,0.0019646-0.0002037i,0.0013082+0.00081375i,0.0017625+9.2872e-05i,0.0024228-0.00092949i,0.0019022+0.00021899i,0.00065633+0.00059775i,-0.0003153-0.00021998i,-0.00018758-0.00062552i
-0.00056718+0.0027769i,-0.00016981+0.0038688i,-0.00055059+0.0019931i,-0.0022633-0.00071535i,-0.0027729-0.00023889i,-0.0015006+0.0010822i,-0.00048939+0.0014921i,-3.3791e-05+0.00043092i,-0.00014426-0.0010394i,-0.0011943-0.0017056i,-0.0013937-0.0013555i,-0.00042388-8.3285e-05i,0.00051071+0.00082479i,0.00081675+0.00046194i,0.0004443-0.0002175i,0.00070446+9.8897e-05i,0.0015833+0.000752i,0.0015491+0.00086558i,0.00073641+0.00074242i,0.0002263+0.00086088i,0.0010226+0.001136i,0.0015399+0.00069123i,6.5464e-05+0.00033789i
-0.004285+0.0017448i,-0.0030608+0.0017188i,0.00017864+0.00018007i,0.0036837-0.0018583i,0.0039321-0.0014213i,0.0032746-0.00049841i,0.0026487-0.0012907i,-3.467e-06-0.0020614i,-0.00329-0.0010234i,-0.0048275-2.0383e-06i,-0.0053261-0.0010362i,-0.0054982-0.0025257i,-0.0052496-0.0025198i,-0.0041328-0.0022166i,-0.0021496-0.0029992i,-0.00079744-0.002567i,-0.00091159-0.00077357i,-0.00068452+0.0010716i,-0.00059749+0.001294i,-0.00094873+0.00051335i,-0.00097808-1.0399e-05i,-0.00025129-0.00032549i,0.00056723-0.00020023i
-0.0027587+0.0015237i,-0.0022838+0.0025014i,0.00012691+0.005531i,0.0027006+0.0046625i,0.0035733+0.00079119i,0.0021913-0.002053i,0.00051801-0.0019782i,-0.00052285+8.4603e-05i,0.0002142+0.002906i,0.0020425+0.0037286i,0.0028464+0.0018392i,0.0037506+0.00036664i,0.0039548-0.00077221i,0.0017763-0.001897i,-0.00049504-0.0018818i,-0.0010034-0.00036396i,-0.00050504+0.00081979i,-0.0002011+0.001571i,-0.0011223+0.0021568i,-0.0016846+0.0012855i,-0.0016354-0.00022759i,-0.00073852-0.00084198i,0.0002385-0.0007445i
0.0021483-0.0050391i,0.0013752-0.0057992i,-0.0022288-0.0032526i,-0.0043772+0.00018454i,-0.0032751+0.0027156i,-0.001551+0.0036133i,-0.00046415+0.0033929i,0.0013967+0.0020435i,0.0034123-0.00028825i,0.0041374-0.00062447i,0.0039131+0.00085817i,0.0029045+0.0019826i,0.001481+0.0026745i,0.00072246+0.0015903i,0.00032311-0.00041501i,-9.1424e-05-0.00081663i,-0.00065017-0.00072414i,-0.0013254-0.0008376i,-0.001115-0.0015584i,-4.6967e-05-0.0017699i,0.00081741-0.00038065i,0.00036295+0.00084717i,-0.00015036+0.00097153i
0.0024661+0.0029273i,0.0038583+0.0035694i,0.0036242+0.0021571i,0.00083953+0.00030074i,-0.0010471+0.0013684i,-0.00027977+0.0024951i,0.00011252+0.0019712i,6.8297e-05+0.00018779i,-0.00043042-0.0022393i,-0.0015672-0.0027229i,-0.0025902-0.0023862i,-0.0033793-0.0029874i,-0.0036076-0.0032561i,-0.0020516-0.0025575i,0.00017226-0.001499i,0.00087414-0.00073503i,0.0012056-0.00063377i,0.0018389-0.0012979i,0.0015024-0.0018741i,0.0013614-0.0009694i,0.0015994+0.00080839i,0.0012539+0.001099i,0.00081276+6.8183e-05i
-0.0038017+0.00122i,-0.0027695+0.0019289i,-0.00035543+0.0019376i,0.0023045+0.00024964i,0.002193+0.00011941i,0.00038463+0.00064404i,-0.00079287+8.5254e-05i,-0.0015604-4.5098e-05i,-0.0025619+0.0014444i,-0.0023799+0.0028552i,-0.00033617+0.0027734i,0.0013824+0.0017207i,0.0028184+0.00083212i,0.0036726+4.6358e-05i,0.0031369-0.00053882i,0.0016001-8.3897e-05i,0.00091441+0.00055527i,0.0019773+0.0015302i,0.002625+0.0023188i,0.0011962+0.0020019i,-0.00048162+0.0017154i,-0.00042506+0.0017552i,9.3627e-06+0.0012875i
-0.0032907+0.0025234i,-0.0031124+0.0029083i,-0.002868+0.0029022i,-0.00095003+0.0019188i,0.0013069+4.1358e-05i,0.00044206-0.0020795i,-0.00076737-0.00079278i,-0.00033771+0.0018197i,-1.5008e-05+0.0026687i,0.00030797+0.0028017i,0.00036681+0.0026062i,-0.00050521+0.002691i,-0.00071358+0.0019553i,-0.00097533+0.00057697i,-0.00098053-0.00042494i,-0.0009803-0.00018869i,-0.00073469+0.0016687i,0.0002727+0.0027807i,0.00086156+0.0027479i,0.00039044+0.0022686i,-0.00078346+0.0015753i,-0.0013803+0.0011129i,-0.00091476+0.00040594i
0.0013758-0.00062123i,0.0014278-0.0011011i,0.0015828-0.0012933i,0.0012731+0.00034387i,-3.6043e-05+0.0016468i,-0.0015766+0.00067377i,-0.0019414+9.0455e-05i,-0.00089312+2.5138e-05i,0.0012796-0.0011124i,0.002641-0.0026159i,0.0016573-0.0040443i,1.6279e-05-0.0052941i,-0.00083312-0.0049555i,-0.00039751-0.0030912i,0.00019931-0.0016358i,0.00020037-0.000611i,-0.00036181+0.0011084i,-0.00055352+0.0023978i,-0.0012242+0.0014843i,-0.0014164-0.00042213i,-0.00033225-0.00080142i,0.0006411-0.00035176i,0.00051621+0.00016325i
0.00094235-0.0012163i,0.0016605+0.0011976i,0.00041489+0.0017328i,-0.0021224+0.0014011i,-0.0024936+0.0022312i,-0.0014122+0.0025975i,-0.0019821+0.0013636i,-0.002543-5.3708e-05i,-0.0029294-0.0012853i,-0.0024506-0.0012212i,-0.0002113+0.00045135i,0.0026802+0.0014556i,0.0043902+0.001486i,0.0038086+0.0010686i,0.0018989+0.00052733i,0.00085461+0.00041883i,1.0236e-06-0.000354i,-0.001814-0.0018626i,-0.0024769-0.0030946i,-0.002112-0.0030899i,-0.0014121-0.0017886i,-0.00072373-0.00052513i,-0.0002125-5.3655e-07i
-0.0039076+0.00025873i,-0.0053086+0.001233i,-0.0029999+0.0011052i,-0.00029978+6.18e-05i,-0.0001341-0.0006286i,-0.00069367+0.00044814i,-0.0011406+0.001559i,-0.0019722+0.0025953i,-0.0022037+0.0031489i,-0.0016658+0.0030796i,-0.0011907+0.0026065i,-0.0012368+0.0021888i,-0.0015562+0.0024041i,-0.0015666+0.0020588i,-0.00093679+0.00051659i,1.5617e-06-0.00082375i,-0.00027432-0.0014231i,-0.00040237-0.0018604i,9.0056e-05-0.0020844i,0.00095725-0.0012883i,0.0021637-0.00023797i,0.0017751+0.00023243i,0.00087098+8.8516e-05i
-0.00042409-5.7033e-05i,0.001083+0.0013074i,0.0019403+0.0018519i,0.0013545+0.0014498i,0.0014363-0.00023369i,0.0022728-0.0011531i,0.0026159-2.4534e-05i,0.0037561+0.001375i,0.0044243+0.0016035i,0.0043354+0.0001881i,0.0037229-0.0013951i,0.0032173-0.0028809i,0.0026116-0.0044244i,0.0021004-0.0030107i,0.0012302-0.00019055i,0.00015409+0.00025166i,0.0005782-0.00032942i,0.0015387-0.0012643i,0.0025793-0.00205i,0.0033417-0.0014919i,0.0018831+0.00010214i,0.00086807+0.0008184i,0.00088763+0.00055596i
-0.00039379+0.0014398i,-0.0015833+0.00033199i,-0.0017014-0.00064444i,-0.0012792-0.00082416i,-0.0019582-0.0016405i,-0.003011-0.0031912i,-0.0024017-0.003955i,-0.00076045-0.0040398i,0.00035811-0.0043336i,7.3882e-05-0.0035724i,-0.00066432-0.0016411i,0.00046052+0.00050136i,0.0015072+0.001878i,0.00041867+0.0014103i,-0.00087503+5.3746e-06i,-0.00056281+0.00018004i,0.00058788+0.0011612i,0.0014714+0.0017478i,0.0022583+0.0023979i,0.0015699+0.0028948i,2.4027e-05+0.0024971i,-0.00084285+0.0015003i,-0.00022189+0.00032654i
0.0036085+0.0012618i,0.0053087-0.00072737i,0.0051828-0.0022069i,0.0022022-0.0010317i,-0.0004816+0.00098856i,-0.0023894+0.0022658i,-0.0047659+0.0022801i,-0.0074547+0.0010231i,-0.0068912-6.3072e-05i,-0.0045388-0.00073762i,-0.0033534-0.00081163i,-0.003769+9.2705e-05i,-0.0048714+0.00072204i,-0.0038469+0.0002653i,-0.0017457-0.00072311i,-0.00074061-0.0010045i,-0.00078092-0.00029525i,-0.0010223+0.00061346i,-0.001602+0.0019384i,-0.0017754+0.0017508i,-0.0017278+0.0012731i,-0.0016427+0.001393i,-0.0013855+0.0010927i
-0.00089563+0.0033777i,-0.0004768+0.0053557i,0.00029944+0.0051576i,-3.144e-05+0.0023812i,-0.00067315+0.0016195i,8.3141e-05+0.0042622i,-3.7529e-05+0.0064481i,-0.0011757+0.0072215i,-0.0012832+0.006955i,-0.00019106+0.0044863i,0.0022104+0.00078034i,0.0037943-0.0021619i,0.0031804-0.0034876i,0.0019328-0.0026211i,0.00075129-0.00039669i,-0.0002778+0.00034143i,-0.00099059-0.00018947i,-0.0015193-0.0002774i,-0.0020625-0.00042036i,-0.0022116-0.00014297i,-0.0018679-0.00017033i,-0.0013821-0.0010412i,-0.00051728-0.00070323i
-0.0045228-0.0031557i,-0.0065029-0.0019125i,-0.0073814+0.00015001i,-0.0048381+0.0014976i,-0.0002625+0.0013613i,0.002784-6.4076e-05i,0.004477-0.00026907i,0.0060464+0.0010414i,0.0063985+0.00050637i,0.0045172-0.0001276i,0.0026778+0.00095655i,0.0015468+0.0024103i,0.00084659+0.0023315i,0.0012782+0.0010838i,0.0018482+0.00028324i,0.0013645-0.00015056i,0.00093239+0.00015316i,0.00074246-0.00081085i,0.00020671-0.0028588i,-0.00032075-0.0033624i,-0.00022042-0.0019866i,-0.00015802-0.00078869i,0.00035492-0.0013903i
-0.0032515-0.00078946i,-0.0025196+0.0011063i,-0.00026738-1.1876e-05i,0.00017362-0.0011014i,-0.0012492-0.00183i,-0.0013547-0.0032141i,-0.00097882-0.0045684i,-0.00013796-0.0067548i,0.00080545-0.0071335i,-0.00048942-0.0038651i,-0.0022937-0.00093956i,-0.0026811-0.00071986i,-0.0019401-0.0005966i,-0.0002149+3.8532e-05i,0.00057293+0.00039817i,0.00081812+0.00066907i,0.0012445+0.00030057i,0.0016698-0.001069i,0.002161-0.0025166i,0.0019909-0.0023814i,0.0015021-0.0011991i,0.0017231-0.00036209i,0.00055084-0.0006438i
-0.0016547+0.00077629i,0.00014072+0.00068521i,-0.00068914+0.0022455i,-0.0025912+0.0028358i,-0.0023547+0.0019032i,-0.0024529+0.0010471i,-0.0058312+0.00029227i,-0.009213+0.00018533i,-0.0087786+0.00067746i,-0.0052192+0.001224i,-0.001631+0.00093924i,0.000417-0.00057216i,0.0013887-0.0017902i,0.0012094-0.0015543i,0.00037694-0.00026673i,0.00021007-8.8201e-05i,0.00044381-0.00063862i,0.00085703-0.00022339i,0.0020439+0.00098717i,0.0029488+0.001596i,0.0028322+0.0019525i,0.0022895+0.0017686i,0.0013902+0.0010504i
0.00012055-0.00071591i,0.0010437+0.00010322i,0.0026732+0.00044975i,0.0028491-0.00022849i,0.00058913-8.3067e-05i,-0.0028665+0.0012327i,-0.0043481+0.0036375i,-0.0030666+0.0071037i,-0.00063195+0.0079647i,0.00042643+0.0048591i,-0.00042751+0.0017216i,-0.00072844+0.0010806i,0.00071901+0.0013349i,0.0010289+0.00095291i,-0.00067361-0.00040369i,-0.001179-0.0015034i,-0.00030378-0.00016886i,0.00039913+0.0017313i,0.0015169+0.0025087i,0.0018027+0.0032942i,0.0013311+0.0028341i,0.00081017+0.0016424i,0.001069+0.0014277i
0.0024912-0.0017152i,0.0029235-0.0015039i,0.0015621-0.0010631i,0.00082136+0.00057593i,0.0018175+0.0018909i,0.0035031+0.0020583i,0.0051151+0.0028794i,0.0075638+0.0022546i,0.0086068-0.00072892i,0.0063398-0.0026393i,0.0023764-0.0025368i,-8.1561e-05-0.002678i,-0.0012337-0.0022955i,-0.0010504-0.00048501i,0.0004358+0.00039745i,0.0010267+0.00053998i,0.00033866+0.0012197i,-0.00087234+0.0015241i,-0.0025441+0.0013331i,-0.002925+0.0012363i,-0.0019769+0.0011464i,-0.00094021+0.00029622i,-9.0705e-05-0.00055846i
-0.0014161+0.0035123i,-0.0032476+0.0055252i,-0.0034914+0.0033446i,-0.002819-0.00039285i,-0.0024093-0.0019868i,-0.0015916-0.0022806i,0.0004228-0.0036632i,0.0015795-0.0063974i,0.00077322-0.0072447i,-0.00054003-0.0045845i,-0.00055291-0.0011552i,0.0011365+1.8458e-05i,0.0015532-0.00048038i,-0.00028452-0.00050336i,-0.0018687+6.2834e-05i,-0.0012671+0.00016875i,-0.00041451+0.00047566i,-0.00089554-0.00037937i,-0.0018038-0.00169i,-0.0025356-0.0012945i,-0.0027564-0.00092224i,-0.0026613-0.00080802i,-0.0019816-0.00048003i
0.0008678-0.0034842i,0.0013281-0.0063446i,0.00014973-0.0073487i,-0.00099067-0.0055487i,-0.00179-0.0036055i,-0.0035429-0.0018528i,-0.0059407-0.001168i,-0.007949-0.00023072i,-0.0072532+0.0014664i,-0.0042081+0.0023208i,-0.001661+0.0021582i,-0.00013376+0.0021639i,0.00069267+0.0025867i,0.00079947+0.0024723i,0.00087918+0.0012771i,0.0011138+5.8675e-05i,0.00091189-0.00031076i,0.00081945-0.0007584i,0.0013659-0.0015881i,0.00088422-0.0026104i,-0.00012216-0.0024179i,-0.00029932-0.0017758i,0.00014993-0.00088525i
0.0012653+0.0030805i,0.0039799+0.0046824i,0.0065341+0.0058616i,0.00561+0.004203i,0.002154+0.0016i,-0.0013116+0.0012431i,-0.0040202+0.0039111i,-0.0033661+0.0082186i,-0.00033969+0.0082349i,0.0011098+0.0038428i,-0.00017649+0.00022834i,-0.00080295-0.00075143i,-0.00087616-0.00087791i,-0.0011919-0.00071128i,-0.00066592+0.00022205i,-0.00021419+0.00046509i,3.3903e-05+0.0004276i,0.0008785+0.00039357i,0.0018968-0.00038714i,0.0029487-0.0013678i,0.0030111-0.001474i,0.0016962-0.001196i,0.0013134-0.0016104i
-0.00031216-0.0013734i,-0.0013031-0.0010096i,-0.0030945-0.00065905i,-0.004221-0.00010853i,-0.0032948+0.0016427i,-0.00079226+0.0034402i,0.0020874+0.0043596i,0.0051722+0.0036447i,0.0056475+0.00049947i,0.0026358-0.0014599i,0.0014172-0.0010054i,0.0019929-0.00047216i,0.00087482-0.0010834i,-0.00068292-0.0015482i,-0.0012599-0.0014696i,-0.0017556-0.0010463i,-0.0019888+0.0002072i,-0.00056381+0.0012946i,0.0009196+0.0019239i,0.0011084+0.0019301i,0.0012338+0.0019425i,0.00080933+0.0019216i,0.00027903+0.00096722i
0.0003512+0.00024937i,0.00083058-0.00088619i,0.00098906-0.0020175i,0.0017711-0.001639i,0.0019016-0.0017442i,0.0017864-0.0031609i,0.0012482-0.0040586i,-0.00025909-0.0046893i,-0.0011399-0.0041863i,-0.00062918-0.0026932i,0.00068681-0.0019345i,0.00047939-0.0015601i,-0.00057699-0.00052744i,0.00014575+0.00024994i,0.0011724-4.1754e-05i,0.00086302-0.00042682i,0.00017357+0.00010194i,-0.00031495+0.0018272i,-0.00030853+0.0024499i,-0.00025812+0.0016459i,-0.00030027+0.0013956i,-6.0768e-05+0.0011704i,0.00086941+0.00055041i
0.0016134+0.0025046i,0.0038724+0.0052072i,0.005899+0.0048537i,0.004738+0.0032148i,0.0021005+0.0022304i,3.4006e-05+0.00074819i,-0.0026781-0.00095106i,-0.0044668-0.00082979i,-0.0035028+0.001201i,-0.00071953+0.0033369i,0.00065551+0.0030714i,0.00018639+0.0017117i,-0.00023839+0.0011333i,0.00032347+0.0012116i,0.001187+0.0020842i,0.0012441+0.0022646i,0.00057337+0.0012598i,-0.00028121-6.4142e-05i,-0.00087421-0.00024302i,-0.0012953-0.00016572i,-0.0016765-0.00047462i,-0.00084055-0.00015577i,-8.3815e-06+0.0006907i
