5.357e-05-0.0010916i,0.00056196-0.0024671i,-0.00034037-0.0033526i,-0.0018697-0.0035051i,-0.0029668-0.002445i,-0.0036645-0.0011855i,-0.0032879-0.00034231i,-0.0021085+0.00036387i,-0.0012515+0.00049301i,-0.00025712+0.00048704i,0.00057351-0.00032089i,0.00034498-0.00089932i,-0.00065558-0.00086352i,-0.00026742-0.0010042i,-0.00017389-0.00059461i,-0.0011062-0.00034415i,-0.0015423-0.00064711i,-0.001697-0.00032765i,-0.00094872-8.5263e-05i,0.00013687-0.0002031i,-8.1167e-05+8.5994e-05i,-0.00047334-0.00042787i,-0.0003085-0.0010159i
-0.00020027-0.00043721i,0.00024462-0.001051i,0.00011799-0.0015676i,-0.0011268-0.0014249i,-0.0023424-0.00098481i,-0.0018033-0.00086197i,-0.00086604-0.0012022i,-0.00047606-0.0014205i,-0.00068179-0.0007254i,-0.00025645-7.572e-05i,-0.00032831-0.00017238i,-0.00078899-0.00068882i,-0.00063737-0.00059968i,-0.00054238-0.00018414i,-0.0004675-0.0005522i,-0.00061869-0.00099196i,-0.00088894-0.00064587i,-0.00055497+1.6983e-05i,-0.00033915+0.00055598i,0.00010758+0.00018501i,-0.00031306-0.00026648i,-0.00091794+0.00015556i,-0.00038786-0.00020997i
0.001159-0.00054177i,0.0002618-0.00033839i,-0.00068137-0.002057i,-0.0012772-0.002559i,-0.0019571-0.0028929i,-0.0019042-0.0035478i,-0.00064789-0.002389i,-1.4276e-05-0.00062897i,7.191e-05-0.00069303i,-0.00030447-0.0018859i,-0.00062132-0.0015865i,-0.00031428-0.0013114i,-0.00048435-0.00076301i,-0.00097093+0.00046008i,-0.00022101+0.00062077i,0.00049605+0.00040105i,-0.00016936+0.00031819i,-0.00060841+0.00063899i,-0.00060481+0.00027i,-5.7456e-05-0.0005104i,8.5095e-05-0.00021613i,-0.00069121+3.1983e-05i,-0.00033662-0.00015798i
-6.4972e-06-0.00084477i,-0.00043263-0.001399i,-0.0013336-0.00066006i,-0.0021228-0.00055323i,-0.0016634-0.0015147i,-0.00097653-0.0014237i,-0.00039086-0.00052193i,-0.00018943-0.00081802i,-0.00040658-0.0018387i,-0.0006175-0.0014165i,-0.00052599+9.4525e-05i,-0.00041283+0.00086093i,-0.00027417+0.00087527i,-0.00032767+0.0009196i,-0.00079226+0.00020696i,-0.00055629-0.00097451i,-0.00069902-0.00068312i,-0.0011488-0.00018521i,-0.0010308-7.886e-05i,-0.00090572+1.7097e-05i,-0.00062959-0.00018113i,-0.00025635-0.00047011i,-1.9476e-05-0.00043119i
0.00049811-0.00020037i,0.0014863-0.0007609i,0.00070743-0.0022338i,-0.0011703-0.0030344i,-0.0019841-0.0020855i,-0.0013683-0.0010647i,-0.00042529-0.0006018i,-2.4606e-05-0.0013621i,0.00011773-0.0020616i,3.6672e-05-0.0015116i,-0.00023186-0.00022421i,9.2736e-05+0.00091131i,-0.00058987+0.00086335i,-0.001781+0.00029919i,-0.0015809+0.00034369i,-0.00088129+8.8548e-05i,-0.00054985-0.00010565i,-0.00090373-1.9265e-05i,-0.00069303-0.0004228i,-0.00025004-0.00043436i,0.00015721+0.00036968i,0.00055737+0.00074089i,-0.00046549+0.00074939i
0.0010736-0.00068258i,-0.00015231-0.00091097i,-0.0018514-0.00073244i,-0.00154-0.00088366i,-0.00058845-0.00067817i,-0.0014494-0.0010288i,-0.0015961-0.0012789i,-0.00042482-0.00089044i,0.00063044-0.00078785i,0.00040166-0.00085503i,-1.8032e-05-0.00049221i,6.1358e-05-0.00053369i,0.00026366-0.00040337i,-0.00019144+0.00032518i,-0.0006122+0.00099933i,-0.00062408+0.00086293i,-0.00054112+0.00034844i,-0.00060009+0.00017029i,-0.00045686+0.00048497i,0.00039572-1.0749e-05i,0.0003155-0.0010326i,0.00052076-0.00065712i,0.00015671+0.00022773i
-0.00027083-0.0014286i,-5.0709e-05-0.001065i,-0.00077547-0.00096864i,-0.0020419-0.00095311i,-0.0024912-0.0010862i,-0.0018809-0.0014183i,-0.00075017-0.0010365i,-0.00044381-0.0009809i,-0.00071102-0.0011448i,-0.0009477-0.00095291i,-0.000808-0.00041919i,-0.00082352-9.4825e-05i,-0.00076182+0.00010336i,-0.0011066+6.4387e-05i,-0.0006126-0.0002196i,-0.00023215-0.0005844i,-0.00073018+0.00014492i,-0.0010068+0.0010112i,-0.001398+0.00054061i,-0.00076574-1.3444e-05i,0.00043949+0.00027586i,0.0006972+0.00024847i,2.7877e-05-0.00075432i
0.0001823+0.00051441i,-0.00051047-0.00041352i,-0.00093161-0.0015755i,8.9406e-05-0.0012973i,0.00017853-0.00055311i,-0.00089736-0.0013986i,-0.0010496-0.0024199i,-0.00091052-0.0030499i,-0.00075685-0.0022443i,-0.00070732-0.000917i,-0.00018433-0.00072134i,0.00036399-0.00088262i,6.1607e-05-0.00016272i,-0.00051197+0.00037909i,-0.00081934-0.00034334i,-0.00019909-0.0008426i,-0.00042909-0.0010366i,-0.00032344+0.0001551i,0.00021285+0.00087528i,9.8673e-05+0.00014442i,-3.7359e-05+0.00027573i,-0.00081321+0.00021757i,-0.00060793-0.00074561i
0.0017834-0.00097215i,0.00108-0.00074435i,0.00027034-0.00094728i,-0.0019942-0.0022429i,-0.0030741-0.0038275i,-0.0017017-0.003151i,-0.0001002-0.0016879i,0.00060618-0.0012219i,0.00075178-0.00086454i,0.00012215-0.00076539i,-0.00054983-0.00095494i,-0.0010596-0.00024073i,-0.0010806+0.00042694i,-0.00045875+0.00080558i,-0.00028837+0.00097604i,-0.00035896+0.00024415i,-0.001026-0.00034031i,-0.001735-0.00042401i,-0.0015132-0.00013232i,-0.00096675+0.00039883i,-0.0010701+0.0004065i,-0.00093508-0.00025993i,-0.00034918-0.00048055i
-0.00038429+0.00074509i,-0.0003727-0.00073296i,-0.00194-0.0014826i,-0.0024351-0.0014345i,-0.002172-0.0012676i,-0.0015542-0.0012557i,-0.001384-0.0018686i,-0.0012403-0.0019146i,-0.00096928-0.0016483i,-2.0556e-05-0.00092523i,0.00020175+0.00030443i,-0.00049098+0.00056352i,-0.00083731+0.0006299i,-0.00071952+0.00034452i,-0.00029411+4.1057e-06i,-0.00095033-0.00017463i,-0.0010337-2.5801e-05i,-0.00061574+0.00017015i,-0.0002144-0.00010565i,0.00043066+0.00020925i,0.00036507+0.00085279i,0.00018199+0.00084873i,3.5595e-06+0.00044673i
0.0016979-0.00055524i,0.00066757-0.001741i,0.00014997-0.0021841i,-0.0009324-0.003123i,-0.0016772-0.0039282i,-0.0015661-0.0027029i,-0.0011392-0.0004324i,-0.00095397+0.00043295i,-0.00092263-0.00055464i,-3.9574e-05-0.0011214i,0.00069187-0.00048236i,0.00021979-0.00052114i,-0.0010694-0.00010174i,-0.0011646+0.00062602i,-0.00096302-0.00013394i,-0.00081418-0.00015476i,-0.00058836+0.00026745i,-0.00068796+0.00057719i,-0.00087876+0.00040198i,-0.0007547+5.3251e-05i,-0.00069502-4.62e-05i,-0.0010852-0.00024667i,-0.0010206-0.00023836i
-0.0013971-0.00055247i,-0.0010213+5.1128e-05i,-0.00026395+0.00059858i,-0.00052767+0.00028288i,-0.0017551-0.0005476i,-0.0016947-0.0012297i,-0.0012323-0.0015734i,-0.0014743-0.0021455i,-0.0017413-0.0019374i,-0.0015281-0.001049i,-0.0007339-0.00083376i,0.00012291-0.00090403i,-0.00057815+6.1722e-05i,-0.0014543+0.00089598i,-0.000507+0.0006288i,0.00068608+9.3535e-05i,0.0004022+0.00052734i,-0.000121+0.00063787i,-8.8221e-05+0.00015258i,0.0003755+3.536e-05i,0.00093165-8.6261e-06i,0.00074565+0.00023662i,-0.00014368+0.00034821i
0.00092938-0.0014019i,0.0010129-0.0016653i,-0.00011491-0.002005i,-0.0015669-0.0023171i,-0.0022352-0.0023905i,-0.001614-0.0013796i,-0.00014495-0.00047222i,0.00086849-0.00076096i,0.0011573-0.0011141i,-0.00024536-0.001503i,-0.0011983-0.0017876i,-0.0010179-0.00066498i,-0.00068589+7.5233e-05i,0.00015-0.00027942i,0.00036322-0.00014427i,8.1693e-05+0.00010111i,0.00012007+0.00021475i,-0.00010466+0.00046464i,0.00017486+0.00073336i,0.00051431+0.00093454i,0.00018817+0.0011112i,-5.2228e-05+0.00097535i,0.00019411+0.00014577i
0.0012064+0.001953i,0.00082716+0.00051432i,0.0014823-0.00098257i,0.00101-0.0014322i,-0.00079451-0.0023625i,-0.0015626-0.0021141i,-0.0010013-0.00091827i,-0.00046744-0.00076883i,-0.0004661-0.0009707i,-8.6444e-05-0.00099322i,-4.5438e-05-0.0013734i,-0.00026567-0.0014968i,-0.00032357-0.0010895i,-0.0002692-0.00057768i,-0.00052076-0.00034755i,-0.00044116-0.00066477i,0.00043238-0.00023815i,0.0005511-0.00019094i,0.00024616-0.00015868i,0.00046564+0.00018216i,0.00049665+2.9896e-05i,0.00080868-4.2212e-05i,0.00067134+0.00037903i
-9.0189e-05+0.00011393i,6.7335e-05-0.00069372i,-2.4148e-05-0.00083203i,-0.00062298-0.001779i,-0.0013806-0.0025082i,-0.0014401-0.0019287i,-0.00082584-0.001123i,0.00013889-0.00065127i,0.000232-0.00069197i,-0.00047883-0.00095768i,-0.00092225-0.0013381i,-0.00099095-0.0015537i,-0.00078674-0.0013227i,-0.00029225-0.001367i,-0.00025099-0.0012861i,6.979e-05-0.00089531i,-0.00017034-0.00065911i,-0.00096078+0.00022524i,-0.0006639+0.00040115i,0.00027526-0.00033055i,0.00017144+0.00061831i,1.6099e-05+0.0013418i,0.00018568+0.00021896i
0.0003313-0.00037564i,0.00028088-0.00055787i,-0.0003332-0.00015892i,-0.00085582-0.00078093i,-0.00072954-0.002243i,-0.00044935-0.0022965i,-0.00067865-0.0014895i,-0.00085291-0.001251i,-0.00064504-0.0010713i,-0.00020385-0.00068189i,-0.00017603-0.00036075i,-0.00046319+0.00032468i,-0.00081884+0.0010341i,-0.0016424+0.00047498i,-0.00097283-0.00057019i,-0.00037949-0.0008401i,-0.0010257-0.00098i,-0.00073242-0.00039866i,-0.00067574+3.4763e-05i,-0.0010453-0.00028351i,-0.00025045+0.00022736i,0.00053278+0.0011581i,7.8968e-05+0.0013072i
0.00012019-0.00036944i,0.0003129-0.0012531i,0.00019562-0.001465i,-0.00037958-0.0014832i,-0.0012743-0.0015179i,-0.0015022-0.0015222i,-0.00092853-0.0013548i,-0.00044587-0.00083129i,-0.00047114-9.1376e-05i,-0.0004218-0.00080963i,0.00022885-0.0012789i,-0.00023161+6.8413e-07i,-0.00074636+0.00017367i,9.0124e-05-7.6523e-05i,0.0003818+3.0865e-05i,5.5666e-05-0.00036041i,-0.0002016+9.3449e-05i,-0.00064709+0.00032842i,-0.00087407+0.00042077i,-0.00084579+0.00049853i,-0.00019192-0.00046163i,5.8088e-05-0.00081109i,-0.00030104-0.00063048i
0.0010701-0.0010525i,-4.0533e-05-0.0012107i,-0.00053643-0.00089354i,-0.0017206-0.0015737i,-0.0024247-0.0021948i,-0.0017489-0.0017256i,8.5692e-05-0.0007062i,0.00064016-0.00035242i,6.4235e-05-0.0010796i,-0.00022088-0.001112i,-0.00073406-0.00046615i,-0.0011868-6.2211e-06i,-0.0012127+0.00037633i,-0.00049493-0.00011626i,7.0909e-05-0.0012361i,-0.00021947-0.0011213i,-0.0012381+2.539e-05i,-0.0013724+0.00055732i,-0.00025956+0.00057334i,6.6376e-05+0.00050084i,-6.2458e-07+0.00035668i,0.00039449-0.00022885i,0.00036781-0.00047167i
-0.002673-0.00054272i,-0.0022731-0.00032745i,-0.0012841-0.00019597i,0.0001687+1.003e-05i,0.00024874+0.00015699i,-1.0637e-05-0.00086284i,-0.00049302-0.0013604i,-0.00080155-0.0013376i,-0.0010726-0.00087123i,-0.0013636-0.00056998i,-0.00015531-0.00076868i,0.00097349-0.00086817i,0.00062318-0.0006011i,-0.00022137+3.5048e-05i,-0.00026755-0.00013762i,-0.00070045-0.0005326i,-0.00084233-0.00039778i,-0.00028653-0.00037471i,-0.00042972+0.0001177i,-0.00040147+0.0007245i,-0.00084025+0.0003326i,-0.00078049+0.00030288i,7.633e-05+0.00086699i
-0.00045858-0.0014552i,0.0003498-0.0021795i,-0.00022831-0.0020763i,-0.0019805-0.0028167i,-0.0019405-0.0029677i,-0.0010664-0.001913i,-0.00082997-0.00059068i,-0.00047552-0.0007304i,-0.00011416-0.0018724i,5.1829e-05-0.0021258i,-9.1658e-06-0.0016215i,-0.0003035-0.00088023i,-0.00073259+0.0002586i,0.00014007-5.4206e-05i,0.00095668-0.00064921i,2.2451e-05-0.00050429i,-0.00014045+0.00038367i,0.00013673+0.00086057i,-0.00021927+0.00094549i,-0.0006587+0.0012917i,-0.00039782+0.00031118i,5.6959e-05-0.00063869i,0.0006663-0.00050352i
0.00131-0.00087825i,0.001104-0.00015038i,0.00065721+0.00077648i,-0.00053864+0.00031676i,-0.0015505-0.0013823i,-0.001291-0.0023202i,-0.00074006-0.001929i,-0.00028974-0.00024324i,-0.00038856+0.00035698i,-0.00020817-0.00017717i,-5.7628e-05-0.00032409i,-0.0004924-0.00076845i,-0.00038035-0.00061124i,7.1789e-06-0.00027802i,0.00032973-0.00066554i,0.00020459-0.00079001i,-0.00056423-0.00095155i,-0.00058278-0.00094104i,-0.00017983-0.00013818i,-0.00049473+0.00036374i,-0.00082996-6.3357e-05i,-0.00020365-2.825e-05i,0.00046432+0.00061903i
0.00038154-0.00026689i,0.000892-0.0006473i,0.00011753-0.0015118i,-0.00034337-0.0027478i,-0.00071173-0.002727i,-0.0017272-0.0019363i,-0.0018111-0.0020121i,-0.00085591-0.0016561i,0.000237-0.00025873i,0.00084417-1.0282e-05i,0.00029804-0.0010642i,-0.0002309-0.0011515i,-0.00058971-0.0011661i,-0.00097482-0.0013405i,-0.00042461-0.00064408i,-0.00015382+4.2579e-05i,-0.00039542-9.5828e-05i,-0.00045585-9.131e-05i,-0.0003086-0.00043652i,-0.00022476-0.0008242i,-7.3765e-07+0.00010668i,0.00029514+0.00087568i,0.00028211+0.00072095i
0.00070506+0.00081023i,0.00046451-0.00026404i,0.00021447-0.0017524i,-0.00024608-0.0024866i,-0.0010799-0.0021046i,-0.0013762-0.0015622i,-0.00067072-0.0011744i,0.00024111-0.00085526i,0.00087001-0.00086973i,-5.6156e-05-0.0013458i,-0.00049972-0.00092183i,-1.1811e-05-0.00073248i,2.342e-05-0.00047452i,-0.00026387-0.00053553i,-9.323e-05-0.00078725i,-0.0005775-0.000639i,-0.0010911-0.00023459i,-0.00049998+0.00024321i,0.00031422-0.00048541i,0.0003473-0.00030851i,-0.00020031+0.00069355i,-0.00047402+0.00044932i,-0.000458-0.00014577i
-0.0013121-0.00085846i,-0.00010577-0.0021627i,-0.00053628-0.0011245i,-0.001668+0.00021011i,-0.0017955+5.4604e-05i,-0.0010017-0.00098547i,-0.0004751-0.0016521i,-0.00044548-0.0024496i,-0.0008022-0.0027317i,-0.00097294-0.0012605i,-0.00036749-0.00024219i,0.00029052-9.1697e-05i,-0.00021402+0.0010393i,-0.00079594+0.00070155i,-0.0005728-0.00080257i,-0.00093404-0.00077973i,-0.00095152+0.00035954i,-0.00062602+0.00089504i,-9.0858e-06+0.0007285i,0.00038427+0.00082954i,0.00030095+0.00028912i,0.00067929-7.4258e-05i,0.00093661-0.00015122i
0.00063022-0.00025471i,0.00010235-0.00026874i,-0.00099464-0.0010512i,-0.0023639-0.0014903i,-0.0025042-0.0017478i,-0.001036-0.0018851i,-0.0006569-0.0017335i,-0.00023958-0.0012704i,0.00028736-0.0019441i,-0.00045473-0.0021054i,-0.00073559-0.0014619i,3.0168e-05-0.00062623i,-0.00025226-0.00023754i,-0.00072451-0.00065149i,-0.00022476-0.00037301i,-0.00029843-0.00032245i,-0.0010875-9.5822e-05i,-0.0014781-0.00017456i,-0.0010266-0.00017864i,-0.00055525-0.00014006i,0.00029581-0.00012072i,0.00039337-0.00021486i,4.5598e-05-0.00054376i
-0.0019071+0.001401i,-0.0012061+0.00032398i,-0.00015841+0.00060965i,0.00089002-0.00028619i,0.0006167-0.0011505i,-3.1187e-05-0.0017537i,-0.0012069-0.0019154i,-0.0012563-0.0017956i,-0.00036644-0.0020257i,9.5725e-06-0.0017869i,-4.8505e-05-0.0011556i,-8.2505e-05-0.0005214i,-6.9014e-06-7.5056e-06i,1.2861e-05+0.0001963i,0.0002637+5.8972e-05i,5.9927e-05-0.00017498i,-8.068e-05-0.00028136i,-0.00054287+0.00027981i,-0.0012539+0.00049192i,-0.001421+0.00040552i,-0.0011015+0.00056217i,-0.00044014+0.00029453i,-0.00067027+3.3364e-05i
0.00043083-0.00067851i,0.00032613-0.00028146i,-0.0012305-0.001158i,-0.0021517-0.0019544i,-0.0019875-0.0010438i,-0.0015862-0.00066805i,-0.0012042-0.00090534i,-0.00069647-0.00058442i,-0.00070493-0.00095706i,-0.00039862-0.0013174i,-1.0412e-05-0.00072047i,-0.00065436-0.00047948i,-0.001176-0.0001431i,-0.00069161+0.00044569i,0.00023407+0.00011477i,2.3085e-05-0.0003528i,-0.00053942-0.00061171i,7.3955e-05-0.00072307i,0.00012352-0.00039743i,-0.00028358+3.9129e-05i,-8.5221e-05+0.00065316i,2.9885e-05+0.0004506i,0.00020988+0.00016509i
-0.0015284-0.0022403i,-0.00071452-0.0021509i,-0.00093143-0.0022833i,-0.0016883-0.0024561i,-0.0019926-0.0010429i,-0.0012627-0.00031024i,-0.00049201-0.001079i,-8.2034e-05-0.0014066i,-0.00044672-0.0012803i,-0.00041977-0.00081i,-0.00014343-9.9157e-05i,0.00046369+0.00067153i,0.00040615+0.00032095i,-0.00052626-0.00022904i,-0.0003342-6.1115e-05i,-1.4503e-05-0.00031091i,-0.00043871-0.00022695i,-0.0010384+0.00036105i,-0.00071042-2.1435e-05i,-3.2023e-05+0.00021616i,0.00012669+0.00075645i,-0.00021838+0.0009051i,-0.00089509+0.0004157i
0.0013558-0.00044257i,0.00052251-0.0007923i,-0.00044586-0.0015943i,-0.00093037-0.0021121i,-0.00074958-0.0021945i,-0.00048341-0.001753i,-0.00028721-0.0012296i,0.00053737-0.0011926i,0.00068686-0.0013222i,-0.00033921-0.0017058i,-0.0009684-0.001859i,-0.00096287-0.0014227i,-0.00074618-0.00029517i,-0.00039072+7.164e-05i,8.5358e-05-0.00040289i,-0.00019037-0.00048448i,-0.00024629-0.00059836i,-0.00025607-0.00041025i,-0.0002286+6.537e-05i,0.00013047+0.00060264i,0.00028027+0.00029246i,0.00025648-0.00056634i,0.00032671-0.00059751i
-0.00012995+0.00021819i,0.00013938-0.00030672i,0.00023561-0.00097475i,-0.0005834-0.001768i,-0.00058058-0.002597i,-0.00019711-0.002867i,-9.2951e-05-0.0022064i,-0.00019938-0.0013453i,-0.00073062-0.0010709i,-0.0014337-0.0012695i,-0.0010236-0.00045596i,-0.00096508-2.8471e-05i,-0.00098279-0.00042904i,-0.00051047-0.0008618i,-0.00026391-0.0015259i,5.5645e-05-0.0012221i,-4.1106e-06-0.0010228i,-0.00014606-0.00080555i,-0.00048128-0.00017453i,-0.0014066+4.9956e-05i,-0.0013964+0.00054807i,-0.00049955+0.00086739i,-0.00015884+0.00088897i
0.0023858-4.848e-05i,0.00071573-0.0013415i,-0.00028132-0.001955i,-0.00091233-0.0014515i,-0.0018048-0.0015141i,-0.0015833-0.0010134i,-0.0010187-0.00052724i,-0.00047327-0.00096868i,-0.00010562-0.0018048i,-0.00050675-0.0015754i,-0.0007951-0.0011051i,-0.00032554-0.00036809i,-0.0003757+0.0007293i,-0.00055876+0.00075619i,-0.00073589+0.00078787i,-0.0011783+0.00046203i,-0.001045+0.00010021i,-0.0013468-0.0002647i,-0.00096284-0.00063966i,0.0002923-0.00019375i,0.00090867-9.9513e-05i,0.00058548-0.00048067i,-0.00030499-0.0004516i
-0.0017446-0.0011236i,-0.0016438-0.0012694i,-0.0027779+0.00012945i,-0.0036258+0.00085499i,-0.0029315+0.00037996i,-0.0017449-0.001649i,-0.0011137-0.0026781i,-0.0010305-0.0024285i,-0.00078651-0.002215i,-0.00077453-0.0018304i,-0.00074876-0.00080427i,-0.00060858-7.313e-05i,-0.00076953+5.9862e-05i,-0.0004705+5.3025e-05i,-0.00028102+4.7602e-06i,-0.00059283+0.0004102i,-0.00084342+0.00065504i,-0.00058244+0.00091808i,-0.0003042+0.0010304i,0.00015015+0.00034555i,-0.00021146+0.00058957i,-0.00086004+0.0010748i,-0.00047968+0.00058224i
0.0015509-0.00065098i,0.0014209-0.00078033i,0.0017272-0.0022315i,0.00037092-0.0019915i,-0.00077958-0.0012724i,-0.00071293-0.0019107i,-0.00063284-0.0018002i,-7.1976e-05-0.0012416i,0.00037278-0.0011635i,-8.0133e-06-0.0011012i,0.00025565-0.00067404i,0.00047086-0.00087932i,-3.2285e-05-0.0011365i,-0.00036568-0.00026881i,-0.00031387+0.00040491i,-0.00050024+0.00015398i,-0.00058604-0.00048868i,-0.00016031-0.00062364i,-0.0002452-0.00025613i,-0.00027977+9.7695e-05i,-7.9207e-05-0.00041749i,0.00024802-0.00073818i,-0.0004542-0.0003566i
-0.0017431-0.00045114i,-0.00094737-0.00013802i,-0.0013204-0.00017511i,-0.002217+4.9417e-06i,-0.0018106+8.7843e-05i,-0.001146-0.00082703i,-0.00087474-0.00088985i,-0.00067853-0.00076452i,-0.00028782-0.0016413i,0.00010087-0.0021368i,-0.00031565-0.0011384i,-0.00048199-0.00050312i,0.00020236+0.00036145i,0.00016293+0.00097764i,0.00017129+0.0010179i,0.00016433+0.00084361i,-0.00018981-8.9011e-05i,-0.0010083-0.00073526i,-0.0010734-2.2452e-05i,-0.00039369+0.00019449i,-0.00034541-0.00033405i,-0.00022583-0.00033126i,0.00014976-0.00019371i
-0.0010712-0.001339i,0.00079342-0.00056849i,0.0012093-0.00094421i,0.00069365-0.0014478i,1.0847e-06-0.001691i,-0.00060529-0.0021269i,-0.0012796-0.0015936i,-0.00071662-0.00066119i,0.00013078-0.00085203i,-0.00060112-0.0011048i,-0.0013342-0.0010007i,-0.0014127-0.00046052i,-0.001374-0.00010959i,-0.0010479-0.00029843i,6.4839e-05-0.00051447i,0.0002821+0.00013006i,6.9016e-05+0.00035833i,-9.2476e-05-6.7192e-05i,-0.00082454-3.7899e-05i,-0.0015354-3.3017e-05i,-0.0014012+0.00011611i,-0.00082092+0.00048963i,-1.2893e-05+0.00090612i
-0.0023783+0.00054532i,-0.0022247-0.00012001i,-0.0018581-0.00016576i,-0.0016391-0.00048927i,-0.0010924-0.00087031i,-0.0011451-0.00087485i,-0.001342-0.0016788i,-0.00085056-0.0016272i,-0.00019641-0.00074493i,-3.5354e-05-0.00010705i,0.00023195+0.00012849i,0.00052286+0.00010781i,0.00030033-0.00018603i,-0.00062578-0.00036957i,-0.0013925-0.00065467i,-0.00097886-0.0007816i,-0.00038727-0.00082319i,0.00023603-0.00057629i,0.00030615-0.00033463i,-0.00038291-0.00035551i,-0.00065682+8.1593e-05i,-0.00049755+0.00051109i,0.0002061+0.00014991i
0.00013021-0.001343i,0.00011445-0.0018568i,5.0933e-05-0.0021795i,-0.00023602-0.0023195i,-0.00035538-0.0020034i,-0.00013959-0.00080856i,0.00033682-0.00016946i,0.00054083-0.0012778i,-2.4988e-05-0.0020933i,-0.00024947-0.0016097i,8.4091e-05-0.00030452i,0.00035944+0.00016493i,5.3816e-05-2.7402e-05i,-0.00021711+0.00011344i,-0.00010662-7.8125e-06i,-5.7196e-05+9.2298e-05i,-0.00013057+0.00058834i,-0.00018687+0.001041i,-9.5007e-06+0.00074772i,-8.5828e-05+0.00086725i,-0.00041204+0.0011474i,-0.00016418+0.00087248i,0.0002028+0.00028239i
0.00014976-0.0013852i,7.035e-06-0.0014669i,0.00027125-0.0017209i,-0.0013626-0.0016071i,-0.0031525-0.0017412i,-0.0027583-0.0015618i,-0.0014379-0.0012439i,-0.00021132-0.0014793i,0.00015592-0.0020422i,-0.00030755-0.0020327i,-0.00041035-0.00095622i,-1.6365e-05-2.8069e-05i,0.00032801+0.00035499i,-5.4803e-05+0.00075737i,-0.00097397+0.00027789i,-0.0008083-0.00046462i,-0.00054329-0.00021271i,-0.0011493-0.00016257i,-0.00091306-0.00079909i,-3.3922e-05-0.00091381i,-0.00010354-0.00057263i,-0.00046956-0.00098612i,4.7511e-05-0.0009979i
-0.0009685+0.00047162i,-0.00036364+0.00018242i,-0.00081023+0.00054907i,-0.0017246+9.9171e-05i,-0.0019993-0.0010549i,-0.0016553-0.0021307i,-0.0014781-0.0020534i,-0.0015649-0.00113i,-0.0011231-0.00080459i,-0.00030244-0.0004381i,0.00035677-9.352e-05i,0.00057113-0.00046944i,0.00044891-0.00035592i,0.00033128-0.00019402i,0.00019922-0.00065586i,3.0922e-05-0.00058375i,-0.0002091-0.00051188i,0.00011974-0.00028253i,-0.00016137+7.0169e-05i,-0.00050112+0.00038558i,-0.00063416+0.0001659i,-0.00092584-0.0005643i,-0.00094299-0.00094784i
-0.00095354-0.0018623i,-0.0008141-0.0011908i,-0.0013262-0.00066836i,-0.0017181-0.00044006i,-0.0010189-0.00092732i,-0.0013981-0.0013662i,-0.0017831-0.0015962i,-0.00087652-0.0016835i,-0.0011492-0.0013589i,-0.00085359-0.0012926i,0.00082953-0.0012524i,0.001432-0.00069112i,0.00058259+6.4153e-05i,-0.00021953-0.00012497i,-0.00038513-0.0002962i,-0.00096458+0.00021671i,-0.0014972+0.00015746i,-0.0015079-0.00043229i,-0.001156-3.2607e-05i,-0.00034965+0.00024772i,-0.00020666+0.000127i,-0.00047312+0.00020833i,-0.00058658-5.9244e-05i
0.0012161+0.00049091i,0.00032352-1.9005e-05i,-0.0005314-0.00067355i,-0.00015036-0.0014873i,-0.00028884-0.0018877i,-0.0015886-0.0020043i,-0.0018503-0.0014982i,-0.0016578-0.0011301i,-0.00058514-0.0011598i,0.00035128-0.0014088i,0.00022501-0.00082168i,8.4152e-05+0.00046632i,-8.5117e-05+0.0007011i,6.3891e-05+0.00067645i,5.7987e-05+0.00054069i,-0.00039837-0.00046027i,-0.00030777-0.00047611i,-0.00044692+0.00020511i,-0.00080941-5.2192e-05i,-0.00065401-0.00010897i,-0.00027506+0.00027457i,0.00018121-0.00036844i,0.00026098-0.00071434i
-0.00075242-0.0011685i,-1.8055e-05-0.0015114i,2.9395e-05-0.0018765i,-0.00084023-0.0016512i,-0.0013103-0.0022269i,-0.0001191-0.0022921i,0.00059521-0.0015864i,0.00038958-0.001162i,-4.3999e-05-0.00095002i,-0.0011587-0.00050638i,-0.00089999+0.00010957i,-0.00037709+0.00047324i,-0.00032869-6.0104e-05i,-9.9055e-05-0.00027173i,0.00020997-0.00038i,0.00054231-0.00075552i,0.00040803-0.00035483i,0.00021521+0.0006191i,-0.00020246+0.0011222i,-0.00033725+0.00061033i,-0.0003047+0.00044829i,-0.00027045+0.00052754i,-0.00018999-0.00022697i
-0.0011664-0.00028093i,-0.0012778-0.00012742i,-0.001323-0.0011626i,-0.0017659-0.0016237i,-0.0018608-0.0021879i,-0.0014516-0.0017559i,-0.00016265-0.0010429i,0.00086793-0.00080026i,0.00014599-0.00042228i,-0.00076412-0.00050208i,-0.00030081+0.00018819i,0.0004373+0.00053486i,-0.00034772-0.00063843i,-0.00084919-0.0014416i,-0.00052512-0.00038438i,-0.00093898+0.00037477i,-0.0013105+0.0001265i,-0.0014057-0.00043409i,-0.0015711-0.00097589i,-0.0010264-0.00074111i,-4.0019e-05-0.00060703i,6.3244e-05-0.00049873i,-0.00035521+8.8051e-05i
