0.0029645-0.000461i,0.0024126-0.0010491i,0.0018566-0.0019332i,-0.00069263-0.0025012i,-0.003405-0.0016112i,-0.0041071+0.00046472i,-0.0031377+0.0015858i,-0.001589+0.0016152i,0.00012021+0.00048586i,0.00059144-0.00039108i,0.00028438-0.00061213i,-0.00013801-0.00060911i,-8.9611e-05+4.2296e-06i,-0.00042561+0.0010135i,-0.0013171+0.00097069i,-0.0014225+0.00027223i,-0.0015561+0.00026655i,-0.0010352+0.00058357i,6.1354e-05+3.0358e-05i,0.00039273+6.7074e-05i,0.00041698+0.00040093i,-6.4599e-05+0.00034322i,-0.00037407+0.00053352i
0.0012146-0.00058887i,0.001767-0.0013922i,0.0017425-0.0019581i,6.7996e-06-0.0017814i,-0.00082813-0.00084624i,7.9919e-05+0.00064532i,9.3766e-05+0.0013834i,0.00035273+0.001809i,0.0011086+0.001909i,0.00081563+0.00075993i,-0.00020073+0.00019485i,-0.00024941+0.00030703i,-0.00083369+5.9609e-05i,-0.001644+3.5581e-05i,-0.0015212+0.0006339i,-0.0012988+0.00078699i,-0.00082593+0.00017641i,-0.00031218+0.00022581i,-8.2291e-05+0.00012856i,0.00068596-0.00028103i,0.00038607+6.4044e-05i,-0.00056913+0.00033983i,-0.00037571+0.00013925i
0.0012105-0.0015436i,0.00061695-0.001495i,-0.00078059-0.00059556i,-0.0018339+0.00042763i,-0.0024461+8.4543e-06i,-0.0022488+0.00018492i,-0.0015739+0.00057484i,-0.00076568+0.00028219i,-0.00089726+0.00049797i,-0.00084166+0.00039321i,0.00030223-0.00058489i,0.0008405-0.00071149i,0.00041107+0.00022015i,-4.8105e-05+0.0010344i,0.00024866+0.00094726i,1.5376e-05+0.00020804i,0.00017153-0.00012328i,0.00040918+0.00036044i,0.00044301+0.00033667i,0.00067119-0.00011838i,0.00020428-0.00019714i,-0.00029677-0.00087611i,-0.00088633-0.0010871i
0.0020555-0.00035254i,0.0020855-0.00062108i,0.00067489-0.0015474i,-0.00079583-0.0017626i,-0.0021306-0.0005081i,-0.0022784+0.00018559i,-0.0019748+8.8064e-05i,-0.00082568+1.9139e-05i,0.00079251-0.00024619i,0.00061773-0.00080623i,-0.00026244-0.00070325i,-0.00025735-0.0010906i,-0.00023776-0.00097685i,-0.00080234-0.00030644i,-0.0010843+0.00043326i,-0.0008908+0.00048021i,-0.00034568-0.00024108i,-0.00067342+0.00023854i,-0.0012995+0.00036811i,-0.0014717-0.00022297i,-0.00068778-0.000855i,-0.00071758-0.00075949i,-0.00070953-0.00010158i
-0.00031154+0.0011664i,0.00010872+0.0015323i,0.00078116+0.0016472i,0.00085303+0.0014797i,0.00030231+0.00029907i,-0.00080173-0.00014155i,-0.0012033+0.00020327i,-0.00067175+0.00038109i,6.3257e-05+0.00030373i,0.00049406-0.00012601i,5.6794e-06-0.00031377i,0.00029815-3.4523e-05i,0.00040503-0.00010546i,-0.00010277-0.00056502i,-0.00049219-0.00042216i,-0.00023906+0.00015635i,0.00060265-2.0605e-05i,0.00078634+0.00018087i,0.00074126+0.00032726i,0.00050647+1.4841e-05i,-0.00025431+0.00020153i,-0.00011814+0.00035895i,6.9093e-05+0.000177i
0.0010215-0.00063303i,0.001515-0.00084322i,0.0014396-0.0012562i,0.00016276-0.0008796i,-0.00034812-0.0011442i,-0.00042687-0.00095437i,-0.00035575-0.00019837i,0.00038441+0.0003983i,0.00055674+0.00023654i,3.942e-05-0.0004931i,-0.00016101-0.00044664i,-6.4904e-05+0.00012272i,-6.547e-05+0.00059465i,-0.00025419+0.00093498i,-0.00017964+0.0007325i,4.6973e-05+0.0005481i,5.5987e-05-0.00017508i,-0.00031151-0.00050464i,-4.9444e-05+2.8641e-05i,0.00017786+0.00040149i,-0.00020329+0.00012195i,-3.323e-05-0.0010286i,7.8038e-05-0.0014562i
-6.7751e-05-0.0021125i,-0.001517-0.00081884i,-0.0018972+0.0007041i,-0.0015059+0.0019284i,-0.0024758+0.0020968i,-0.0032307+0.00093895i,-0.0023538-0.00016687i,-0.00096551+0.00012508i,-5.7844e-05+0.00024825i,8.3897e-05+0.00043177i,0.00012639+0.00072634i,0.00024722+0.00078132i,0.00017523+0.00071647i,6.8823e-05+0.000449i,0.00012436+0.0006411i,5.0777e-06-0.00024641i,-0.00088383-0.00067289i,-0.00080535-0.00014991i,0.0001251-0.00040562i,0.00065614-0.00063796i,4.7351e-05-0.00044339i,-0.00096805-0.00028451i,-0.00061232-3.5356e-05i
0.0005766-0.0016602i,0.0011905-0.0022621i,0.00039609-0.0028084i,-0.0012999-0.0017293i,-0.00215-0.00039886i,-0.0014687+0.00068929i,-0.00075622+0.0011155i,-0.00029292-5.2848e-05i,8.35e-07-0.00026263i,0.00042781+0.00073242i,0.00080579+0.00046914i,0.00072848-0.0001318i,0.00050977+0.00035067i,-6.8041e-05+0.00043353i,1.3859e-05-0.0001383i,-5.9465e-05-0.00096766i,-0.00041504-0.0016245i,-0.0005158-0.00094999i,-0.00025717-0.00024623i,-0.00020344-0.00027504i,-0.00066645-0.00045351i,-0.00034133-0.00037956i,0.00046863+0.00056252i
0.002012+0.0020285i,0.0014326+0.0018168i,0.0013827+0.00071788i,0.00081423+8.4462e-05i,-0.00072257-0.00032676i,-0.0010714-0.00073838i,-0.00090413-0.00072378i,-0.00094124-3.5143e-05i,-0.00021808-3.3408e-05i,0.00022495-0.00046917i,-0.00034668-0.00065427i,-0.00089683+0.00011935i,-0.0012623-3.4623e-05i,-0.0015529-0.00016427i,-0.0011499+0.0011042i,-0.00036611+0.0011687i,-0.00017817+0.00084886i,-0.00032009+0.00050706i,-0.00054485+0.00072048i,-0.00057391+0.00088154i,3.571e-07+0.00056388i,0.00011654+0.00014175i,-0.00081317-0.00062268i
-0.00071489+0.0013546i,8.9731e-05+0.0015407i,0.00061263+0.0014637i,0.00039161+0.0015319i,-0.0004799+0.0013056i,-0.0014453+0.0010719i,-0.0017124+0.00078875i,-0.00089433+0.00057265i,-1.3529e-05+0.00080798i,0.00043425+0.0004343i,0.00040156+8.6695e-05i,0.00048881+0.00088093i,0.00047705+0.00070452i,-1.3392e-05-0.00052514i,-0.00041647-0.00023437i,-0.00048538+0.00074996i,-0.0003031-3.9985e-05i,-0.00018216-0.00051776i,-0.00013185-0.00043515i,0.00020376-0.00034952i,5.2921e-05+0.00038209i,-0.00060264+0.00065018i,-0.00091304+0.00056317i
0.00061855+0.0001023i,0.00055915+0.00047597i,0.00093703-0.00032229i,0.00015149-0.0010805i,-0.0015435-0.00010088i,-0.0019186+4.0817e-05i,-0.0012072-3.1457e-05i,-0.00055043+0.00013564i,-0.00059968-0.0005541i,-0.00031403-0.00016765i,0.00080048+0.00016027i,0.00096496+0.00013199i,0.00053705-0.00010262i,0.00016647+5.16e-06i,0.00017605+0.0002804i,0.00042461+0.0005079i,0.00011101+0.0010887i,2.152e-05-0.00011957i,-0.00017508-0.0010519i,-0.00075017-0.00038089i,-0.00018544+5.1947e-05i,0.00029455+0.00012085i,0.00026715-2.0852e-05i
-0.00086122-0.0001038i,-0.0014508-0.00058931i,-0.0012685-0.0012959i,-0.00094912-0.00069845i,0.00016712-0.00072131i,0.00090464-0.00075072i,0.00034151-3.2583e-05i,7.6654e-05+0.00012096i,-0.00029184-0.00041636i,-0.00093526-0.00052462i,-0.0012676+0.00036518i,-0.00051806+0.00085458i,-0.00060884+0.00013659i,-0.00074585-0.00045542i,-0.00064964-0.00047219i,-0.00043783-0.00075735i,0.00095771-0.00035497i,0.0014744+4.3007e-05i,0.00109+0.00046729i,0.00028971+0.0009889i,-0.00064284+0.00025544i,-8.1962e-05-0.00034054i,0.0013705+0.0002321i
0.0015456-0.0003963i,0.0017803-0.0014492i,0.001033-0.0022365i,-0.00056484-0.0013477i,-0.0011398-0.00056889i,-0.0012173+9.1242e-06i,-0.0022584+0.00040408i,-0.0021081+0.00037666i,-0.0013523+6.3295e-05i,-0.00081572-0.00019198i,-0.00017617+0.00058838i,-1.3257e-05+0.00076159i,-0.00021793+0.00031955i,-0.00042717+0.00087388i,-0.00013711+0.0010087i,-0.00022923+0.00033316i,-0.00039396+6.9781e-05i,-0.00074515-0.0003082i,-0.00049747+0.0001846i,-0.00028476+0.0012539i,-0.00037854+0.00084188i,-0.00087501-0.00065972i,-0.00091378-0.001195i
0.0025834+0.0013101i,0.0029567+0.0014405i,0.0032015+0.00073397i,0.0014986+0.00025517i,-0.0010812-0.00058613i,-0.0025587-0.0004538i,-0.001244-0.00012477i,0.00077236+0.00018146i,0.00091262+0.00011324i,-0.00020655-0.00062146i,-0.00060738-0.00063216i,0.00022679+0.00015679i,-3.0805e-05-7.3185e-05i,-0.00059748-0.00034636i,-0.00088933+0.00038978i,-0.0012344+0.00075838i,-0.00093255+0.00063109i,-0.00014007+8.7467e-05i,0.00057288-0.00063907i,0.0010566-0.00067418i,0.0015743-0.00051332i,0.0015693-0.00014697i,0.00032681+0.000335i
-0.0012638+0.00040082i,-0.0014529+0.0006706i,-0.0017458+0.00061213i,-0.0013+0.00058595i,-0.00074922+0.00041324i,-0.00019994-0.00048518i,-0.0001684-0.00031577i,-0.0010737-1.4242e-05i,-0.00046988-3.5273e-05i,0.00020478+1.4297e-05i,0.00051869-0.00029825i,0.0010905-0.00012378i,0.00081551+0.00014101i,2.1444e-05-0.00080656i,-0.00028337-0.0011176i,-0.0001007-0.00016631i,-4.476e-05+5.5449e-05i,-1.6504e-05-5.1459e-06i,0.00016457-0.0002074i,0.00016087+7.9199e-05i,0.00029842+0.00081764i,0.00042655+0.00074283i,0.00033973+0.00046333i
0.0016558+0.0028769i,0.001773+0.0017582i,0.00093747+0.00035458i,0.00046556-0.00026103i,0.00024311-0.00048155i,-0.00089272-0.0010179i,-0.0012403-0.0012122i,-0.00078179+4.3494e-05i,-0.00026091+0.00059719i,0.00033878-9.4369e-05i,0.00066614+0.00016845i,-0.00040149-0.00012452i,-0.0015037-0.00067763i,-0.0020799+4.1611e-05i,-0.0020616+0.0011118i,-0.0012929+0.0014764i,-0.0007421+0.00094816i,-0.00023184+0.00018739i,0.00026345+3.9818e-05i,0.00024056-0.00020164i,0.0001424-0.00028821i,-1.1596e-05+0.00026709i,-0.00010897+3.2556e-05i
-0.00034126+0.00013514i,0.0012178+0.0014791i,0.0024554+0.0019933i,0.001927+0.00051592i,0.00064257-0.001387i,0.00099581-0.0019319i,0.0012895-0.0013018i,0.00052953-0.00065671i,0.00053182+0.00012506i,0.00038287+0.00068419i,-0.00023229+0.0011994i,-0.00062869+0.0010383i,-0.00031595-0.0006804i,0.00044211-0.0013364i,0.00075575-0.00027539i,0.00080424+0.00032097i,0.00099104+0.00078513i,0.00061485+0.0015608i,1.8497e-06+0.00096451i,2.3411e-05-0.00031675i,-0.00049026-0.00072825i,-0.00043611-8.7877e-06i,-9.5774e-05+0.00015714i
0.0013799-0.00013788i,0.00061307-0.00098023i,0.00050265-0.00032068i,-3.8502e-05+0.00035182i,-0.00024231+0.00031292i,-0.00041689+0.00090035i,-0.00010932+0.00086052i,0.00060575+0.00052936i,0.00084718+0.00021723i,0.00054982+7.8466e-05i,7.0609e-05-0.00040078i,-0.00017113-0.00076174i,-0.0004866-0.00060393i,6.5584e-05-0.0002424i,0.00075717-0.00020373i,0.0009055+0.0002888i,0.00067719+0.0011423i,0.0004336+0.0010238i,-0.00033245-0.00010071i,-0.00082469-0.00041764i,-0.0010864-0.00058738i,-0.00064382-0.00068474i,-0.00011711-0.00050443i
0.00095974+0.0012133i,0.0018465+0.00085929i,0.0016634-0.00070412i,0.00020648-0.00076028i,-0.00081413-0.00024074i,-0.0013484+0.00031004i,-0.0014172+0.0018864i,-0.00062614+0.0029282i,0.0010471+0.0016034i,0.0016227+3.3819e-05i,0.0006516-0.00024391i,-0.00017837+0.00068768i,-0.00075211+0.0010511i,-0.00098956+0.00052681i,-0.00056038+4.6994e-05i,-0.00035116+0.00033318i,-0.00038455+0.00049997i,0.00029463-0.00025189i,0.00065618-0.00012302i,0.001089+4.2963e-05i,0.00073628-7.1644e-05i,-7.9192e-05-1.8631e-05i,-4.6397e-05-6.1517e-05i
0.0026135+0.0037418i,0.0031108+0.0027415i,0.0040958+0.0016058i,0.0019306+0.00083507i,-0.0005865+0.00076543i,-0.0017791+0.0011111i,-0.0016702+0.00094022i,-0.0011543+0.00047939i,-0.00024454-0.00015554i,0.00041797-0.0010149i,0.00037112-0.0013134i,0.00049643-0.00094639i,-0.00057296-0.00031884i,-0.0021003+0.00012842i,-0.0017808-0.00014689i,-0.00090259-1.2529e-05i,-0.00036395+0.00065263i,-9.2804e-05+0.0010388i,-0.0014404+0.0013527i,-0.001671+0.00082203i,-0.00092662-0.00030061i,-0.00062433-0.00038578i,-0.0001035+0.00080063i
0.0019692+0.0011512i,0.0025349+0.0014103i,0.0027275+0.00056471i,0.0021875-0.0010456i,0.00158-0.0026187i,-1.6538e-05-0.003368i,-0.00076486-0.0022589i,-0.00045707-0.0008944i,0.00051293-0.00041436i,0.00026257-0.00013302i,-0.00083615+0.00029993i,-0.00052371+0.00043259i,-0.00044245-0.000136i,-0.00076736-1.8684e-05i,-0.00078544+0.00069954i,-0.00080588+0.00098157i,-5.0566e-05+0.00077189i,0.00047905+1.766e-05i,-0.00014064-0.00056645i,-0.00059364-9.8298e-05i,4.0166e-05+0.0002104i,0.0006096-0.00046783i,0.00053636-0.0010601i
0.0014642+0.0082593i,0.0060675+0.0080596i,0.011118+0.0048031i,0.0094023+0.00032005i,0.005772-0.0027415i,0.0013954-0.003355i,-0.00094017-0.0014692i,-0.0004905+0.00037468i,0.00128+0.001901i,0.0029402+0.00075404i,0.0015978-0.0013384i,-0.00076981-0.0013785i,-0.0029757-0.00098508i,-0.00436-0.0010733i,-0.004558-0.0010555i,-0.0033234-0.00095836i,-0.001166-0.00013747i,-8.8887e-05+0.00029679i,-0.00079725+0.0008399i,-0.00094184+0.0019384i,0.00032272+0.001237i,0.0016054+0.00022456i,0.0016366+0.00011126i
0.00049799+0.00073217i,0.00013565+0.00092837i,-0.0013132+0.0011724i,-0.0010879+0.0015023i,-3.8767e-05+0.00093665i,0.00058402-0.00057747i,0.00053494-0.00076719i,2.4081e-05-0.00048881i,-0.0004858-0.00076699i,-0.00054647-0.00069865i,0.00036529-0.00065339i,0.0012821-0.00017318i,0.0012498+0.00020221i,0.00079464-0.00021946i,0.00015728-0.00042982i,-0.00054748+4.6321e-05i,-0.0013823+0.00021689i,-0.0012816+9.9505e-05i,-0.00038446+0.0003301i,0.00013276-0.00017625i,0.00022111-0.0010302i,-0.00013015-0.0012095i,-0.00029656-0.00061389i
0.000567-0.0003093i,0.0012702+0.00059538i,0.00086765+0.001312i,0.0015398+0.00026973i,0.001614-0.0003974i,6.6952e-05-0.00032987i,-0.00042312+8.1816e-06i,-0.00011575-3.7892e-05i,0.00054736-2.5925e-05i,0.0011436+0.00040996i,0.0010287-0.00031235i,0.00088064-0.00096803i,0.0010807-0.00084948i,0.0015379-3.0854e-05i,0.00058291+0.00063281i,-0.00041602+0.0002291i,4.6993e-05+3.2111e-05i,0.00044302+0.00040959i,0.00051163+0.00038659i,0.00033465+0.00011111i,5.5636e-05+0.00063475i,0.00016057+0.00033728i,-0.00046478+9.1846e-06i
2.9257e-05-9.5978e-05i,8.4198e-05-0.001348i,-0.00067107-0.0014201i,-0.0011055-8.8236e-06i,-0.00080339+0.0004755i,-0.00045894+0.00015243i,0.00033557+0.00066976i,0.00056857+0.00084854i,0.0005297+7.3674e-05i,0.00062358-0.00028789i,0.00058502-0.00030338i,0.00013602+8.4798e-05i,3.0492e-05+0.00017812i,0.00034556-0.00020845i,0.00013614+0.00013768i,-0.00023945+0.00038268i,-0.00016277+0.00029602i,9.3763e-05+0.00028111i,-2.8306e-05+0.0006273i,-0.0007899+0.00067306i,-0.00085311-1.526e-05i,-0.00027069+0.00023737i,-0.00010666+0.00039502i
0.00026876+0.00017448i,9.0413e-05+0.00040379i,-0.00011327+0.00098806i,-0.00027359+0.0014549i,-0.00068189+0.0018801i,-0.0006361+0.0014107i,-0.0010241+0.00040677i,-0.0013559+0.00017954i,-0.0005661+0.0002996i,0.00020868-6.0013e-05i,0.00049325-0.00063621i,5.8385e-05-5.3451e-05i,-0.00025257+0.00064236i,-0.00053681-6.2808e-06i,-0.00050938-0.00021578i,6.1596e-05+0.00052777i,0.00063298+0.00011146i,0.00045468-0.00066187i,0.00046412-0.00053117i,-2.5697e-05-0.00035054i,-0.00074663-4.3635e-05i,-0.00059473+0.00056708i,-0.00028629+0.00011648i
0.00040298+0.0018786i,0.0023876+0.0016058i,0.00277+0.0019067i,0.0010159+0.0014066i,0.00026003-6.6209e-05i,-0.00049485-0.0002068i,-0.0011582+0.00045948i,-0.00042906+0.00055967i,0.00041505+0.00042505i,0.00055999+0.00023509i,0.00041709+0.00035819i,0.0005228+0.00053644i,0.00070901+0.00087801i,0.00087072+0.0012088i,0.00046922+0.00061452i,0.00021022+9.4243e-05i,0.00084761+0.00035777i,0.0012444+0.00047991i,0.00052346+0.00058257i,0.00010784+0.00039946i,-0.00032577-0.00018673i,-0.00044914-4.2236e-05i,-0.00014558-8.0344e-05i
0.00012492-0.00065296i,6.3539e-05-0.00015673i,-0.0010579-0.00058817i,-0.0015128-0.00099382i,-0.00069076-0.00036968i,0.00047686+0.00027706i,-7.3602e-05-3.1068e-05i,-0.00026137-0.00059075i,-3.5953e-05-0.00036121i,-0.00027423-0.00050664i,-0.00021124-0.00024983i,0.00010229+2.4001e-05i,0.00040025-0.00039214i,0.00042392-0.00082594i,0.00054164-0.00013235i,0.00023923+0.00054555i,-0.00051155+0.00070068i,-0.0011568+0.00043706i,-0.00075598+0.00061274i,8.1892e-06+0.0003924i,-0.00049295+0.0001815i,-0.00073136+0.00033072i,-0.00010931+0.00098278i
-0.0016269-0.00036712i,-0.0022152-0.00081431i,-0.0014814-2.9049e-05i,8.8733e-05-7.0843e-05i,0.0012515-0.00030934i,0.00073541+4.7408e-05i,-0.0007526+8.8324e-05i,-0.00093649+0.000268i,0.00020222+0.00034564i,0.00028206+0.0002641i,9.1796e-05-1.7102e-05i,2.6979e-05+7.7222e-05i,-0.00064476+0.00048853i,-0.0010164+9.8044e-05i,-0.00091715-0.00037997i,-0.00097483+0.0003785i,-0.00095495+0.0006751i,-0.00095543-9.4575e-05i,-0.0009804-0.00093122i,-0.00098437-0.0011319i,-0.00051558-0.0013803i,-5.3342e-05-0.00075944i,0.00071617-0.00025649i
-5.6788e-05-0.00061013i,5.5121e-05+0.00026252i,0.00053534+0.00060302i,0.00015255+0.00058778i,-0.00087837+0.0008633i,-0.00077939+0.0017135i,-0.00031339+0.0017129i,-0.00029202+0.00034499i,4.839e-05-0.00032769i,0.00011308-8.453e-05i,0.00024751+0.00010611i,0.00068995-0.00021742i,0.00040965-0.00064489i,0.00045934-0.00074902i,0.00019996-0.00015869i,-0.00023342+0.00040249i,-0.00016771+0.00010547i,-4.2542e-05-0.00050437i,-4.3681e-05-0.00060863i,0.00023592-0.00022111i,7.8453e-05-5.0743e-05i,-0.00035548+6.3554e-05i,9.0071e-05-0.00013277i
-0.00059678-0.00022529i,-0.00036427+0.00058971i,0.00052103+0.00071453i,-0.00018054+0.0004839i,-0.00032423+0.00089351i,-0.00060637+0.0014827i,-0.00099738+0.0013362i,-0.00049581+0.0011441i,0.00040015+0.0011406i,0.0010803+0.00032656i,0.0005943-0.00062039i,-0.00036683-0.00023293i,-0.00040306+0.00078315i,0.00017132+0.0011955i,0.00014557+0.001238i,-0.00033225+0.00072667i,-0.00011398-6.3929e-05i,0.00014891-0.00038773i,-0.00053892-0.0006064i,-0.00065081-0.0002875i,-0.00060015+0.00010469i,-0.0005823+2.7368e-05i,0.00018159+0.00014602i
0.0017235-0.00025346i,0.00062938-0.001188i,-0.00017358-0.0012185i,-0.0013801-0.00019406i,-0.0023687-0.00018242i,-0.0019441-0.00035409i,-0.0014095+0.0001185i,-0.00076873+0.00092942i,4.5186e-05+0.00050248i,3.9285e-05-0.00050925i,0.00014152-0.00028075i,0.00090564+8.619e-05i,0.0012886+0.00017704i,0.00089334+0.00068603i,0.00074795+0.00057256i,0.00081837+0.0002565i,-0.00020466+0.00051797i,-0.00066214+0.00032844i,-2.2972e-05-2.8741e-05i,0.00031446-0.00032435i,-0.0003877-0.00031065i,-0.0013052-0.00057931i,-0.0004037-0.000544i
0.0014585+0.0011344i,0.00095527+0.00020321i,0.00096676-0.00031509i,0.00074275-0.00034788i,-0.00034007+0.00068607i,-0.0011127+0.0013259i,-0.00062957+0.00040652i,-0.00010399-0.0002894i,1.8781e-05-2.9308e-05i,-0.00021364+0.00019438i,-5.6489e-05+0.00047369i,9.7563e-05+0.00093281i,0.00017482+0.0010297i,2.6226e-05+0.00064638i,-0.00051284+2.593e-05i,-4.7709e-05-0.0004012i,0.00026307+0.00041697i,1.5911e-05+0.00099884i,0.00036075+0.00038122i,0.0013161-0.00044978i,0.00059623+9.4818e-05i,-0.00042441+0.00023488i,-0.00037111+0.00013819i
-0.0010518+0.00046185i,-0.0015169-0.00040581i,-0.0017405-0.001958i,-0.001819-0.0011061i,-0.0014559+0.00011921i,-0.00016254-1.2587e-05i,0.00025676+0.00022004i,-0.00049044+0.00048631i,-0.00011225+0.00066721i,0.00056504+0.00033527i,0.00055075-0.00039338i,0.00044804-0.00040376i,0.00035266-0.00043555i,0.00027928-0.0013326i,0.00071607-0.0010254i,0.00076357-0.00041554i,-8.3354e-05-0.0008672i,-0.00057496-0.00039234i,-0.00057296+9.6618e-05i,-0.00052589+0.00030054i,-0.00060898+0.00073279i,-0.0001444+0.0012175i,0.00038696+0.00093419i
-0.00057682+0.0016253i,0.0006889+0.0029648i,0.0013419+0.0028919i,0.0012496+0.0021396i,0.0006967+0.002152i,-0.00079119+0.001771i,-0.00076857+0.0012855i,-2.3317e-05+0.0013424i,0.00055105+0.0016476i,0.00019103+0.0010757i,-0.00054868-0.00010476i,0.00024004-0.00019165i,0.00096179-0.00024422i,0.00041764-0.00060183i,-0.00015705-0.00014178i,-0.00017928-0.0001441i,0.00020002-0.00059512i,-4.1104e-05-0.00074024i,-0.00056563-0.00043575i,-0.00056206-0.00014991i,-0.00031142-0.0002984i,-0.00021497-0.0010797i,-0.00065725-0.0011202i
1.0189e-06-0.0003728i,-0.00038327-0.00098449i,-0.00048213-0.0017645i,-0.00020017-0.0015958i,0.00014132-0.00077511i,0.00040427-0.00033096i,0.00026763+0.00051883i,-0.00056179+0.0016891i,-0.00077518+0.0016099i,0.00026675+0.00056048i,0.0010815-0.00047254i,0.00052311-0.00086161i,0.00018448-0.00048294i,-0.00013504+0.00013651i,-0.00037716+0.0003042i,0.00024182+0.00067643i,0.00012857+0.0011331i,-0.00064945+0.00080961i,-0.0010975-0.00011335i,-0.00036152-0.00018982i,0.00089828+0.00050958i,0.0011179+0.00063678i,0.00047172+0.00020002i
2.6819e-06+0.00096506i,-0.00057098+0.0021167i,-0.00143+0.0021341i,-0.0012846+0.00075134i,-0.00083194-0.00024969i,-0.0015623+0.00014981i,-0.0017786+0.00049141i,-0.001177+0.00027839i,-0.000337+5.5917e-05i,0.0002975+0.00040761i,0.00024375+0.00033532i,0.00024626+6.2727e-05i,-0.00069848-0.00022015i,-0.00080595-0.00052428i,-0.00030783-0.00011194i,-0.00046087+0.00026473i,5.2127e-05+0.00021399i,-0.00016893+0.00017204i,-0.00081804-0.0004785i,-0.00055768-0.00084536i,-0.00079738-0.00027757i,-0.00085812-0.00048921i,3.2684e-05-0.00076779i
-0.0019518+0.0016349i,-0.00048782+0.0021322i,0.00014769+0.0014388i,0.0003997+0.0015224i,0.00026732+0.0014594i,0.00085532+0.00051955i,0.00086797+4.1153e-05i,0.00060149-0.00013967i,0.00064159+0.00050061i,0.00054736+0.0011136i,0.00068877+0.00011461i,0.0004582-0.00063333i,0.00036179+0.00017196i,0.00012327+0.0004108i,-0.00017393+0.00011758i,4.0264e-05+0.00039456i,-2.7403e-05+0.00026767i,0.00017851-0.00012043i,-0.00020998+9.3261e-05i,-0.0005898+8.9e-05i,-0.00046409-0.0004446i,-0.00040878-0.00069461i,-0.00011689+7.6852e-05i
0.00029108-0.00047051i,0.00053806+0.00077519i,7.1694e-05+0.0010552i,-0.00011624+0.00077144i,8.8204e-05+0.0014143i,0.00040187+0.001378i,0.00074487+0.00074322i,0.00097574+0.00097084i,0.00025108+0.0012051i,-0.00071312+0.00052522i,-0.00050478-0.00018926i,2.8391e-05-0.00035508i,0.00038803+0.00013597i,8.7202e-05+0.0010099i,-7.0299e-05+0.0010215i,0.0008878+0.00051853i,0.00065274+0.00050028i,-0.00022698+0.00045444i,-0.00032902+0.00041681i,0.0002196-0.00019968i,0.00012016-0.00087831i,5.4811e-05-0.00088491i,0.00040814-0.00021467i
-0.00037615-0.00044215i,0.000406+0.00025787i,-0.00013807+0.0001448i,-0.00064692-0.0004046i,-0.00043879-3.1634e-05i,-0.00058232+0.0010768i,-0.0010636+0.0012106i,-0.0011999+0.00050644i,-0.00076197-7.437e-05i,-0.00027702-0.00025409i,0.00053886-0.00020009i,0.0013405-0.00017782i,0.00066819-7.0336e-05i,-0.0007892+0.00048687i,-0.0010059+0.00062743i,-0.00020047-9.692e-05i,0.00019918-0.00091834i,0.00030485-0.00057766i,0.000298+0.000178i,-3.8594e-05+0.00038114i,-0.00031472+0.00081827i,-0.00066681+0.0015576i,-0.00037347+0.0010317i
-9.3994e-05+0.00076877i,-0.00077965+0.0016624i,-0.0013344+0.00040875i,-0.0015632-0.00076472i,-0.0011942+6.5295e-05i,-0.00053603+0.0011228i,-0.0005855+0.0011604i,-0.00047821+0.00089591i,-2.3274e-05+0.0010296i,0.00045213+0.00060965i,0.00032425-0.00042663i,-1.6778e-05-0.00099062i,-5.8016e-05-0.0004731i,-0.00045014+8.5485e-05i,-0.00036631-0.00010482i,-9.3183e-05-0.00028717i,-0.00019379-0.00056497i,-0.00050292-0.00016725i,-2.8682e-05-0.00025319i,0.0010184-0.00057169i,0.0013583-0.00026296i,0.00082565-5.8481e-05i,0.0001902+0.00043345i
-0.0013166-0.00063856i,-0.0018224+0.00013734i,-0.0012491+0.0010413i,-0.0012957+0.0011603i,-0.0014356+0.00069613i,-0.00083486-6.262e-05i,-0.00049221-0.00063161i,0.00048176+9.6532e-05i,0.00028825+0.0010414i,-0.00058785+0.00080325i,-0.00023074+0.00025835i,0.0006769+0.00031604i,0.00095013+0.00054416i,0.00073168+0.00031298i,0.00048216+0.00061655i,0.00049126+0.00049321i,0.00020318-0.00012493i,0.00028588+5.8942e-08i,1.5463e-05+0.00044765i,-0.00043495-0.00018033i,-0.00033774-0.00087397i,-0.00040756-0.0005261i,-0.00098683+0.00036572i
4.689e-05-0.00051815i,0.00030282-0.00054403i,2.6373e-05+0.00033928i,1.5463e-05+0.00044403i,0.00019553+0.00032775i,0.00062817+0.00035121i,0.00091378-0.00011326i,0.00016746+1.7223e-05i,-0.00037143+0.00021499i,0.00035452-4.6121e-05i,0.00087535+9.9556e-05i,0.00096805-0.00017861i,0.00053426-0.00063496i,0.00043852-0.00066843i,0.0003187+7.1465e-05i,0.00022979+0.00025365i,0.00039851+0.00023938i,0.00073947+3.3234e-06i,0.00034266-0.00042128i,-0.00019152+1.882e-05i,0.00028421+0.00053497i,0.0010489+0.00057603i,0.00061375-3.8594e-05i
