-0.0011476-0.00091289i,-0.00030312-0.0025226i,-0.0014528-0.0016772i,-0.0013192-0.00068399i,-0.00082363+4.3759e-05i,-0.00092509-0.00016181i,-0.00074831-0.00046885i,0.00070196-6.8507e-05i,0.0016841-0.00056463i,0.0016806-0.0010853i,0.0017419-0.00055477i,0.0012058-0.00027257i,0.00051323-0.00025469i,0.00048707-5.2391e-06i,0.00020886-0.00019829i,0.00016342-0.0001188i,5.6462e-05+0.00028218i,-0.00039808+0.0010138i,-0.00078544+0.0012591i,-0.00074204+0.00037073i,-0.00025397-0.00031047i,0.00015839-0.00069413i,0.00013218-0.00039589i
-0.00057564+0.00063773i,0.00098741+8.5874e-05i,0.00164+0.00070885i,0.0015552+0.0016077i,0.00099821+0.0014849i,-3.4942e-05-0.00026166i,-0.00043653-0.0011556i,-0.0014474-0.0013243i,-0.0012184-0.0014355i,3.8859e-05-0.0007837i,-0.00013825-0.00036569i,-0.00079259-0.00014894i,-0.00097101+0.00076345i,-0.000708+0.00073743i,-0.00017638-0.00023999i,-0.00017195-0.00017718i,-0.00027813+0.00048445i,-0.00022477+0.00025044i,-4.5023e-05+0.00060367i,0.00020796+0.0010169i,0.00075984+0.0002385i,0.00053416-0.00024143i,-0.00020781-0.00077142i
-0.00088438+0.00049138i,-0.0016069-6.4368e-05i,-0.0010845+0.00027278i,-9.9075e-05-0.00043822i,0.00050494-0.00060512i,-0.00028825-0.00088485i,-0.00084987-0.0016629i,-0.00037593-0.0027224i,0.00066908-0.002706i,0.00029096-0.0017114i,-0.0002101-0.00098008i,-3.3851e-06-0.0010555i,-0.00017266-0.00084432i,-0.00033746-5.1254e-05i,8.9061e-05-6.6005e-05i,0.0002756-0.00044196i,0.00039052+0.00023909i,0.0001401+0.00090303i,-0.00030047+0.00073155i,-8.2048e-05+0.00012622i,0.00041114+0.00034575i,0.00064147+0.00066338i,0.00024934+0.00023369i
0.0022339+0.00017129i,0.0029868-0.000607i,0.0011839-0.0014193i,5.7235e-05-0.00081568i,0.00014177-0.00013665i,0.00048531-0.00049557i,0.00077271-0.00084159i,0.00025866-0.0012001i,-0.00044977-0.0015402i,-0.00066252-0.00085269i,-0.00099585-0.00053003i,-0.00043591-0.00049909i,0.00031536-0.00073178i,2.4349e-05-0.00083943i,-0.00058412-0.00073641i,-0.0002444-0.00069657i,0.00071973-0.00012656i,0.0010297+0.00010071i,0.00078862-0.00012831i,7.7189e-05+0.00022523i,-3.3606e-05+0.00024147i,0.00058482+5.5646e-05i,0.00040272+7.5553e-05i
-0.0012698+0.00086704i,-0.001328-0.00021805i,-0.00058316-0.00066998i,0.00042234-0.00085529i,0.0007874-0.00072053i,0.00031513-0.00067377i,-0.00029394-0.0013967i,-0.00012595-0.0019418i,0.00041092-0.0010243i,0.00021804-0.00061826i,5.8232e-05-0.00096107i,0.0004864-0.0007385i,0.00052598-0.00050403i,-0.00013755+9.0013e-05i,0.00016945+0.00092289i,0.00057353+0.00049632i,-0.00030633+0.00020225i,-0.00069114+0.00085051i,-0.00064872+0.00046454i,2.496e-05-0.00021321i,0.0009298-0.00055551i,0.00070557-0.00085619i,-1.6338e-05-0.0010487i
0.0026871-0.00037246i,0.003036-0.00041407i,0.0019298-0.00038119i,0.00064801-0.00079892i,0.00028739-0.0014136i,0.00030266-0.0014263i,0.000213-0.0013568i,0.00012698-0.0019948i,8.4728e-05-0.0016856i,0.00015095-0.0010912i,-0.00041998-2.3003e-05i,-0.00034968+0.00054839i,0.00023768+0.00050349i,8.7171e-06+0.00071916i,-0.00015143+0.00023665i,-0.00015499+9.1063e-05i,-0.00027697+0.00032093i,-0.00018995+0.00024145i,0.00059495+0.00019236i,0.00070645+0.0005802i,0.0001256+0.00011318i,0.00039146+0.0001304i,2.3223e-05+0.00048719i
0.0002608+0.00044694i,0.0011253+0.0010275i,0.00033917-0.00017178i,0.00010612-0.0017715i,-0.00068239-0.0018445i,-0.0011307-0.0014349i,-0.00013542-0.0014558i,5.3668e-05-0.001968i,-0.00033015-0.0023741i,-0.00080634-0.0017871i,-0.0010314-0.00023488i,-0.00064554+0.00061994i,-2.3962e-05+0.00027157i,-0.00048414-0.000184i,-0.00040425-0.000249i,0.00032611+0.00020867i,-0.00015656+0.00022858i,-0.00034548-3.5706e-05i,0.00047769+0.00061092i,1.1518e-05+0.0010345i,-0.00088408-0.00011841i,-0.00026734-0.0010827i,0.00053245-0.00077757i
-0.0003901-0.00083268i,0.00023773-0.0014509i,0.0012794-0.0007027i,0.0019692-0.00045215i,0.0014249-0.00030835i,0.00040226-0.00035362i,0.00036376-0.0013002i,0.00065158-0.0025696i,7.6386e-05-0.0025118i,-1.3769e-05-0.0015949i,-0.00011903-0.00095173i,0.00021803-0.00089722i,0.00053931-0.00043506i,-0.00040199-0.00034084i,-0.00051558-0.00062571i,0.00020103-0.00036566i,0.00027094-7.8196e-05i,-0.00028248-0.00016617i,-0.00047614-9.7396e-05i,-6.1309e-05-0.00027337i,0.00080203-1.7753e-05i,0.0010537+0.00017992i,0.00059899-2.3248e-05i
-0.00031484+0.0019985i,0.0001283+0.0021508i,0.00098284+0.00026009i,0.0011563-0.0020211i,0.0010232-0.0023064i,0.0014105-0.0022227i,0.00071193-0.0027361i,0.000126-0.0024828i,0.00014564-0.0017356i,-0.00063152-0.0010828i,-0.00010062-0.0012211i,0.00063419-0.00071693i,0.00036068-2.0207e-05i,-0.00018225+0.00033467i,0.00010657+0.00036111i,0.00060998+0.00011092i,2.9558e-05+0.0001329i,-0.00044814+0.0001885i,-0.00019273-0.0003089i,-0.00017513-0.0010945i,-8.4229e-06-0.0004731i,0.00010256+0.00097056i,-7.8609e-05+0.0010459i
0.00045939-0.00074016i,0.0003681-0.00040916i,0.00032993-0.00043188i,0.00039422-0.00039131i,8.5023e-05+6.4185e-05i,-0.00045633+0.00041056i,-0.00070796-5.8649e-05i,-0.00087673-0.00099254i,-0.0002596-0.0014982i,-0.00057267-0.0012072i,-0.0012799-0.00088087i,-0.00053695-0.00046692i,4.5977e-05+0.00026462i,-6.6357e-05+0.00063254i,0.00020127-0.00016063i,0.00016041-0.00034126i,-0.00024644+0.00054737i,-0.00050661+0.00069493i,-0.0013827+0.00012898i,-0.0017177+0.00037445i,-0.00030272+0.00058573i,0.0010877+0.00016502i,0.00074456+0.00065007i
0.0012083+0.00071656i,0.0019184+0.00017931i,0.0020655-0.001134i,0.0019148-0.0013634i,0.0010635-0.0012491i,-0.00017216-0.0010443i,-0.00012989-0.0016416i,3.635e-05-0.0027194i,-7.8511e-05-0.0023012i,-0.00022959-0.0018087i,-0.00021205-0.0015506i,-0.00020046-0.00052655i,-0.00088267+0.00016679i,-0.0012654-0.0001157i,-0.00044462+1.4683e-05i,0.00043864+0.00084533i,0.0011079+0.00087998i,0.00085585+0.00079185i,0.00059363+0.0010347i,0.00073881+0.00078389i,0.00085505-0.0004139i,0.0007081-0.00079575i,0.00036317+0.00029437i
-0.00045139+0.0027779i,-4.394e-05+0.00066867i,0.0010455-0.0010294i,0.0016913-0.00064818i,0.0015001-0.00061899i,0.00085589-0.0022945i,-0.00058729-0.0021564i,-0.00097909-0.001893i,0.0001024-0.0018773i,0.00057625-0.00090358i,0.00073303-0.00019146i,0.00064183-0.0011005i,0.00011454-0.0016166i,-0.00051862-0.00094609i,-0.0010683-4.0739e-05i,-0.00074827+4.5351e-05i,0.00067958-0.00015623i,0.0011344-0.00031194i,0.0002373-0.00034227i,-5.8853e-05-0.00045939i,0.00017489-0.00038608i,0.00034177+0.00020518i,0.0005442+0.00018249i
0.00021183+0.0010171i,0.00036362+0.00030961i,0.00088461-0.00024858i,0.0016699-9.028e-05i,0.0016712-4.2089e-05i,0.00094173+6.7072e-05i,-0.00038789-0.00091453i,-0.0012112-0.0015054i,-0.00082058-0.0018579i,-0.00045662-0.0018514i,0.0001273-0.0015137i,0.00077522-0.00043747i,0.00040805+0.0003772i,-0.00016125-0.00028197i,-6.1441e-05-8.9238e-06i,-0.00028644+0.00057773i,-0.00050758+0.00059426i,-2.6865e-05+0.00076619i,0.00067996-8.9633e-05i,0.00041529-0.0007015i,-0.00032973-6.3572e-05i,7.0793e-06+0.00025685i,0.00053969-0.00049262i
-0.00073443-0.00094913i,-0.00027966-0.00083492i,7.5853e-05-0.00020916i,0.00030881-0.00038858i,0.00073936-0.00046944i,0.0012033-0.00030027i,0.0008928-0.001053i,-0.00063535-0.0016248i,-0.0011198-0.0012092i,-0.00036511-0.00085563i,-0.00022629-0.00032344i,-0.00012552+0.00013866i,0.0001302-0.00031569i,0.00019961-0.00042648i,0.00022268+0.00054456i,-4.9698e-05+0.00069093i,-0.00029533-0.0004589i,-0.0002481-0.00093219i,-0.0003072-0.00052358i,-0.00043607-0.00036788i,-0.00033791-0.00023349i,0.00034087-0.00046614i,0.00052473-0.00046174i
0.0004951+0.0019256i,0.00045528+0.0008955i,2.727e-05-0.00048917i,-0.0010406-0.00032621i,-0.0013553-0.00025187i,-0.0011712-0.0013135i,-0.0012755-0.0022539i,-0.00061448-0.0022256i,0.00014916-0.0019812i,-0.00049433-0.0018653i,-0.00083452-0.00093071i,-0.00060237-0.00049882i,-0.00089455-0.00061923i,-0.00062937+8.193e-05i,-1.2298e-05+0.0004966i,0.00053909+0.00088323i,0.00081541+0.0011251i,2.4221e-05+0.0007204i,-0.00048483+0.00017642i,-0.00070989-0.00053529i,-0.00018978-0.00072701i,0.00037003+0.00023145i,-3.3895e-05+0.00080077i
-0.0012186+0.0003569i,-0.00066716+0.00030165i,0.0007785+0.00020674i,0.0010321-0.00051502i,0.00042473-0.0012206i,2.6736e-05-0.002041i,-0.00011356-0.0017728i,0.00012743-0.0016879i,-0.00039726-0.0016477i,-0.00043074-0.0018606i,0.00012345-0.0021184i,0.00030856-0.0009744i,0.00031313-1.6832e-05i,0.00017624+0.00018118i,-0.00040629+0.00084632i,-0.00053019+0.00035005i,-4.8275e-05+0.00022474i,0.00021128+0.00027875i,0.00082598-0.00035671i,0.0010849-0.00019279i,0.0011807-0.00053637i,0.0012298-0.001304i,0.00095938-0.0011789i
0.00085044-0.0013715i,0.001318+0.00021205i,0.0018199+0.00083438i,0.0017053+0.00070992i,0.00087466+0.00017652i,0.00091463-0.00028259i,0.00050733-0.00091392i,0.00017879-0.0016823i,0.00043096-0.002014i,0.00055034-0.0016413i,-0.00034796-0.00046308i,-0.00078745-3.0145e-05i,3.25e-05-0.0005827i,2.5991e-05-0.00086031i,-0.00017953-0.00069113i,2.0265e-05+0.00037946i,0.00037889+0.00049277i,0.0005506-0.00026721i,0.00017275-0.00011924i,-0.00029068+1.9918e-05i,-0.00062482-8.7365e-05i,-0.00034765-0.00088033i,-0.00032495-0.0011241i
-0.00050213+0.00092243i,0.00055091-0.0001072i,0.0013276-0.00084237i,0.0010659-0.0017041i,0.0011975-0.0016808i,0.00068466-0.0011366i,-0.00045029-0.0015072i,-0.00050303-0.0016982i,-0.00024313-0.0013043i,-0.0001206-0.00067956i,0.00011692-0.00062154i,-7.1797e-05-0.00104i,-0.0009368-0.00058362i,-0.0011058-0.00026911i,-0.00016639-0.00010764i,0.00057541-5.8186e-05i,0.0010898+5.462e-05i,0.001219+0.00055434i,0.00075953+0.00026997i,0.00055832-0.00044939i,0.00058771-0.00089018i,0.00032151-0.00078036i,0.00011309-0.00032462i
0.0012984-0.0004612i,0.001573-0.0016463i,0.0011658-0.0022149i,0.00071054-0.0015251i,0.00032078-0.00091965i,-0.00010371-0.00050772i,-0.00067908-0.00085325i,-0.0010054-0.0017125i,-0.00068341-0.0018857i,-0.00031374-0.0011217i,-0.00039322+2.0559e-05i,-0.00090555+0.0009672i,-0.0012591+0.00080243i,-0.0007534+0.00045988i,-0.00019628-0.00020913i,-0.0001518-0.00046313i,-0.00031366-0.00036677i,-0.0004517-0.00098509i,9.7521e-05-0.00064047i,0.0006246+0.00029102i,-7.0648e-06+0.00063091i,-0.00057384+0.00026675i,-0.00022684-0.00081841i
0.00062118-0.00075545i,0.00097178+8.0014e-05i,0.0012177+0.00051464i,0.0005362-4.2065e-05i,0.00020805-0.00094896i,0.00067968-0.0016501i,0.00051745-0.0020825i,-6.9816e-05-0.0021752i,-0.00010653-0.0019211i,-0.00046323-0.0015152i,-0.00053264-0.00065172i,-0.00032423-0.00011449i,-0.00058427-0.00062824i,-0.0007229-0.00072446i,-0.0002079-0.00039594i,0.00040342-0.00031112i,-9.9881e-05-0.00045366i,-0.00049638-0.00041001i,-1.6072e-05+0.00014955i,8.2448e-05+0.00045547i,0.00091737-0.00017638i,0.0015351-0.00082503i,0.00067008-7.7083e-05i
-0.0003935-0.00067111i,-0.00012076-0.0010607i,-0.00028033-0.00085064i,-0.00070487-0.00022658i,-0.0006078-0.00019873i,4.5202e-05-0.00060484i,0.0008294-0.00077466i,0.00081397-0.00094855i,-0.00022881-0.00091011i,-0.00051789-0.0010767i,-0.00019853-0.001168i,-0.00022648-0.00053769i,-0.00018666-0.00025942i,-0.00052405-0.00019087i,-0.00080988+6.1517e-06i,-0.00092877-0.0003497i,-0.00059192-0.00084482i,0.00024357-0.00050514i,0.00064838-0.00042608i,-2.0324e-05-0.00031493i,-0.00052536-6.4554e-05i,-0.00069221-2.1359e-05i,-8.3206e-05+0.00044423i
0.00034927-0.00026364i,0.0010133-0.0011995i,0.00092748-0.0020785i,0.00052188-0.0020743i,-0.00020737-0.0010923i,-0.00040301-0.00041407i,-0.00012344-0.00096493i,0.0005674-0.0016663i,0.00055279-0.0015172i,-0.00023438-0.00075054i,-0.00081811-0.00021706i,-0.00093105-0.00027835i,-0.00066858-0.00011685i,-0.00068175-0.00081231i,-0.00011143-0.00096784i,0.00019023-6.1959e-05i,-7.3292e-06+0.00046964i,-2.9558e-05+0.00077453i,-0.00023887+0.00080264i,-0.00038343+0.00029477i,0.00022697-0.00033645i,0.00054655+0.00014798i,3.5714e-05+0.00028556i
0.00073328-0.00086965i,7.0944e-05+0.0003576i,0.00026506+0.0005046i,0.00022913-7.8966e-05i,-0.0002591-0.00072097i,0.00014754-0.00080184i,0.00079278-0.0012651i,0.00056751-0.0019503i,-0.00074179-0.0026435i,-0.00088112-0.0021669i,-0.00017156-0.0008934i,5.0855e-05-0.00034845i,-0.00071879+0.00049091i,-0.0013759+0.0011289i,-0.00019203+0.0010382i,0.00034479+2.4755e-05i,-7.6518e-05-0.00046376i,0.00024101-0.00028633i,0.00028252-0.00026304i,2.2836e-05-0.00020063i,0.00028256-0.00054873i,0.00095398-0.00080747i,0.00065203-0.00058145i
0.00032709-0.00098978i,-0.00044608-0.0015728i,0.0002396-0.0014706i,0.00088177-0.00060901i,0.00093344-0.0011856i,0.00027076-0.0014194i,-0.00029802-0.00056438i,-0.00069275-0.0013187i,-0.00067405-0.0015597i,-4.8146e-05-0.00090774i,-0.00012653-0.00023325i,-0.00080752+0.00032758i,-0.0013241+4.0837e-05i,-0.00041366+0.00020295i,0.00048911+0.00012777i,-0.00088829-0.00013371i,-0.0010637-0.00045511i,0.00013333-0.00059058i,-0.0001727-4.0061e-05i,-9.166e-05-0.00018286i,0.00049335-0.00075952i,0.0006498-0.00090045i,0.00063027-0.00081954i
-0.00042881+0.00013104i,0.00035406-2.7512e-05i,0.0010097-0.00022154i,0.00054599-0.00040942i,3.9141e-05-0.00080433i,0.00074807-0.0013111i,0.0002986-0.001057i,-0.00072702-0.0014979i,-0.00077707-0.0024179i,-0.0006238-0.0018174i,-0.00032802-0.00095208i,-0.00028975-0.00087409i,-0.00064298-0.00056519i,-0.001251+0.00024558i,-0.0017259+0.00048094i,-0.0018483+0.00028515i,-0.00078235+9.4781e-05i,0.00066346+3.9471e-05i,0.0014002+0.000292i,0.0011401+0.00037707i,0.00018708+0.0001735i,-0.0005847-0.00052159i,-0.00029652-0.0010407i
0.0009818+9.1807e-05i,0.0020588+0.00063509i,0.0022399+0.0011883i,0.0010494+0.00092505i,0.0011753+0.00044473i,0.00067764-0.00012509i,-2.1891e-05-0.00082863i,-9.1287e-05-0.001439i,-0.00050606-0.0019285i,-0.00029517-0.0014667i,-0.00028308-0.00075582i,-5.2532e-05-0.00066085i,-0.000415-0.00052865i,-0.00089005-0.00015426i,0.0002878-3.6032e-05i,0.0001028-0.00021677i,-0.0010083-0.00073259i,-0.00049806-0.00051543i,-0.00025085-1.2735e-05i,-0.00060953-0.0002534i,-0.00037757-0.0004728i,-7.8133e-05-0.00029861i,0.00032521-0.0001597i
-0.0017491+0.00063809i,-0.0021781+0.00029183i,-0.0018182-0.00057504i,1.1157e-05-0.0010937i,0.001772-0.0015494i,0.0014579-0.0021682i,0.00019319-0.0019126i,-0.00036204-0.0012687i,-3.3164e-05-0.0009833i,0.00029035-0.00057037i,-0.00014195-0.00047701i,0.00015608-0.00068448i,-0.00021249-0.00021584i,-0.0010698-0.00025762i,-0.00064271-0.00030496i,-0.00043445-7.4353e-05i,0.00020825-0.00055458i,0.00044552-0.00023904i,0.00030111+0.00035763i,-9.6728e-06-0.00019104i,-0.00034043-0.00061832i,6.3002e-06-5.3028e-05i,7.6889e-05+0.00038493i
0.0041794-0.0002734i,0.004694-0.00035383i,0.0037249-0.00068778i,0.0021302-0.00059365i,9.4834e-05-0.00067959i,-0.00036085-0.00049769i,0.00031209-0.00033506i,0.00039329-0.0017181i,0.0004587-0.0029923i,-0.00017035-0.0026532i,-0.00062043-0.0019348i,-0.00042334-0.00067699i,-0.00056688+0.0001338i,-0.00058593+0.00035152i,-0.0006254+0.00013374i,-0.00026379+0.00019275i,0.00011224+0.00054955i,-0.00017988-9.9417e-05i,-0.00016588-0.00082302i,8.1321e-06-0.00053704i,-0.00019265-9.2053e-05i,-0.00013204+0.00058384i,-5.9791e-05+0.00072637i
-0.0014215+0.0029209i,-0.0020132+0.0026491i,7.3471e-05+0.001504i,0.0015847+0.00026253i,0.00020022-0.00023734i,-0.0015346-0.00016715i,-0.0014847-0.00093791i,-0.0011954-0.0017834i,-0.00091953-0.0017338i,-0.00061354-0.0017003i,-0.00050014-0.0017759i,-0.00066319-0.001065i,-0.00081248-0.00014992i,-0.00088792+0.00056238i,-0.00043419+0.00049149i,3.8265e-05-0.00036489i,0.00048742-0.00035492i,0.00049362+7.0779e-05i,-0.00011163-0.00025027i,0.00042535-0.00031387i,0.00012664+0.00025247i,-0.00081135-4.9637e-05i,-0.00052181-0.00050218i
0.00079754-0.00027976i,0.001266-0.0023177i,0.0018592-0.00085757i,0.001639+0.00013813i,0.0014875-0.0001909i,0.0011244-0.0012029i,0.00034716-0.0019734i,0.00045488-0.0017819i,0.00027981-0.0014256i,-0.00038566-0.0010965i,-0.00015744-0.00043293i,0.00038237-0.00031996i,0.00033567-0.00072328i,-0.00069364-0.00083147i,-0.0010709-0.00072356i,-0.00087673+0.00029076i,-0.0009463+0.0014168i,-7.0125e-05+0.0007429i,0.00029614-2.2848e-05i,-0.00030014-0.00032775i,-0.00034746-0.0005906i,0.00017967-0.00026997i,-1.9571e-05+0.0001618i
0.00038591-0.0008783i,0.0010468+0.0010279i,0.0012432+0.0016135i,0.00052403+0.0010868i,-5.4331e-05+0.00074776i,0.00075542+0.00062585i,0.00088619-0.00027505i,0.00025028-0.0010214i,0.00020678-0.0019276i,0.000231-0.0022006i,-0.00010126-0.0012906i,-0.00044889-0.00040238i,-0.00055389+1.9773e-05i,-0.00045706+0.00053118i,-0.00051298+0.0005235i,-0.00049523-0.0001425i,0.00030615-0.00049895i,0.00086712-0.00050976i,0.00016316-0.00037296i,0.00014679-9.4559e-06i,0.00063736-0.00035834i,0.00090433-0.00094651i,0.00022489-0.00038986i
0.0011603-0.0036459i,0.00049657-0.0038041i,-0.00025411-0.0019527i,-0.0012341-0.0012282i,-0.001187-0.0010336i,-0.00088807-0.00052277i,-0.0006725-0.00070511i,-0.00040777-0.0015653i,-0.00047281-0.0017519i,-0.00046668-0.0012013i,-0.00010482-0.00079602i,0.00037082-0.00072788i,-0.00018313-0.00074166i,-0.0009168-0.00016932i,-0.00058263-0.00016403i,-0.00027641+1.2279e-05i,-0.00010179+0.00053413i,8.438e-05+0.00047747i,0.000169-4.1321e-05i,0.00037913-0.00028459i,0.00055804-0.00032939i,0.00043795-0.0001463i,-0.00034686-0.00033895i
-0.00010207+0.0015674i,0.00096058+0.00083186i,0.0012934+0.00019821i,0.00049642+0.00044604i,-0.00022811+0.00078148i,0.00066318-0.00061381i,0.00066551-0.0018399i,-0.00024516-0.0023074i,-0.0010107-0.0022026i,-0.0010016-0.0014382i,-0.00036044-0.0005338i,0.00020699-0.00062528i,-0.0002553-0.00078201i,-0.0009867-0.00061651i,-0.00053073-0.00025724i,-0.00056734-0.00015276i,-0.00055797-0.00034859i,0.0002989-5.4917e-05i,0.0010124+1.579e-05i,0.00071567-0.00015773i,0.00024501-0.00034217i,0.00089153-0.00029562i,0.00081498+0.00033876i
-0.00070074-0.0023549i,-0.00035138-0.0021119i,-0.00079963-0.00050584i,-0.00022266+0.00056823i,0.00042067+0.0010988i,0.0013644+0.00063034i,0.0019132-0.00099562i,0.0011432-0.0017707i,7.8911e-05-0.0015248i,-0.00026991-0.00077661i,-3.748e-05-0.00046436i,7.0873e-05-0.00033728i,-0.0004314+0.00021009i,-0.00060199-0.00018112i,-0.0003467-0.0010349i,2.7309e-05-0.00082307i,0.00015423-0.00014827i,-0.00072317+0.00050688i,-0.00017988+0.00025048i,0.00077434-0.00039041i,0.00042194-0.00028177i,-0.00019394+0.00026822i,-0.00044815-3.0532e-05i
0.0011357+0.00020818i,0.0014745+0.00098122i,0.0014932+0.0016962i,0.0014735+0.0011201i,0.0016912+0.00023684i,0.00063083-0.00029036i,0.00019734-0.00091751i,0.00039905-0.0018505i,-2.3558e-05-0.0015751i,-0.00017189-0.00092993i,8.3825e-05-0.00024666i,0.00022119-1.8178e-05i,0.0002667+4.1657e-05i,0.00073366+0.00039047i,0.00034488+0.0005357i,-0.00021414+0.00017469i,-0.00076062+0.00070273i,-0.0011753+0.00089876i,-0.0002467+0.00021318i,-0.00038315+0.00073651i,-0.00072524+0.00055594i,-0.00035639-0.00054934i,-0.00035647-0.00043122i
-0.0008105-0.0016634i,-0.0015818-0.0015363i,-0.0019786-0.0015592i,-0.0012741-0.0012723i,-0.001124-0.00056787i,-0.0013569-0.00068135i,-0.0012691-0.00069083i,-0.0013066-0.00098959i,-0.0012702-0.0015941i,-0.00029632-0.00096025i,0.00055114-0.00025229i,0.001068-0.00068586i,0.0009662-0.0003265i,-0.00021421-7.798e-05i,-0.00029654-0.00050266i,0.0001992+3.7186e-06i,0.00070912+0.00047253i,0.0012931+0.00045745i,0.0011681+0.00032862i,0.00021428+3.0792e-05i,-0.00046186-0.00073169i,-0.00012928-0.00061774i,0.00047672-4.0768e-05i
-5.483e-05+0.0019955i,0.00076757+0.0017488i,0.00088574+0.00096443i,9.3327e-05+0.00058932i,-0.00043462+0.0004123i,-0.00020243+0.0003198i,0.00039035-0.00059813i,0.00044582-0.0014327i,0.00060051-0.0015413i,0.000201-0.00089778i,-7.5657e-05-0.00085391i,-0.00038125-0.0016353i,-0.00033951-0.00197i,0.00020816-0.0012119i,0.00027517-0.00063891i,0.00048553-0.00011586i,0.00065917+0.00034954i,0.00031084+0.00047449i,0.00018573+0.000561i,0.0002066+0.00021409i,0.000272-0.00016692i,0.00028088+0.00068877i,0.00022273+0.00040486i
-0.00019379+0.00053384i,-9.5928e-05-0.00030695i,0.0012722-0.00065042i,0.0021149-0.00065569i,0.0022042-0.0010767i,0.0012461-0.0018743i,0.00043237-0.0022489i,0.00056329-0.002276i,0.00088289-0.0017461i,0.00044534-0.0013447i,5.4709e-05-0.00068927i,0.00035017-1.2805e-05i,-0.00026588+0.00060558i,-0.00099366+0.0012073i,-0.00089889+0.00055912i,-0.00081925-0.0003432i,-0.00076777+3.9948e-05i,-0.00057433-0.00017164i,-0.00043085-0.0011106i,-0.00071741-0.001086i,-0.00030434-0.00037697i,0.00032717-0.00038637i,0.00012123+1.4025e-05i
0.00071033-0.00063944i,0.00025924+0.00029885i,0.00021711-0.00070345i,-0.00051041-0.00075992i,-0.0015638+8.39e-05i,-0.0010855+0.00074651i,-0.00015337+0.00049152i,0.00070329-0.0011641i,0.0006306-0.0017081i,5.6162e-05-0.0012907i,0.00018306-0.0011571i,0.00040803-0.00068405i,0.0002288-0.00041419i,0.00016624-0.00034586i,-0.00016615+0.00013352i,-0.00025168+0.00011738i,0.00065582-0.00090387i,0.0010411-0.00040779i,0.00024836+0.00024183i,2.5316e-05+0.00014655i,-0.00016666+7.2306e-05i,7.3328e-05-0.00036401i,-0.00010957+0.00050082i
0.0017518-0.00021213i,0.0013193-0.0016358i,0.0014225-0.0021292i,0.0012624-0.0013219i,0.00024607-0.00058451i,0.00012779+0.0001546i,0.0004455-0.00043254i,0.00037905-0.0012869i,-0.00014117-0.0014564i,-0.00057148-0.0011947i,-0.00049098-0.00064645i,0.00037533+0.00017063i,0.00075152+0.00081286i,0.00064028+0.0005573i,0.0007315+0.00037019i,0.00046211+0.00047593i,-0.00022989-0.00010945i,-0.00031065-0.0003984i,0.00030945-0.00040534i,0.0010067-2.5569e-05i,0.00058109-9.3383e-05i,0.00029752-0.0005138i,0.00042524-0.00018294i
0.00030732+0.00038213i,0.00090118+0.00098217i,0.0014388+0.0017986i,0.00068035+0.0013543i,-0.00016213-0.00014668i,-5.8489e-05-0.00029174i,0.00018842-0.0005664i,-0.00028768-0.0016071i,9.2805e-05-0.0023256i,0.0006684-0.0024613i,0.00016513-0.0013253i,-0.00062402-0.00050674i,-0.00092587-0.00048071i,-0.00075793-0.00054666i,-0.00067527-0.00058916i,-0.001098-0.00055796i,-0.00073352-0.00026415i,0.00010548+0.00056421i,-0.00026537+0.00049896i,-0.00050561-3.1445e-05i,4.8749e-05-0.00034143i,0.00036211-0.000744i,-0.00032772-0.00084335i
-0.00011697-0.0017316i,0.00038641-0.0014969i,-8.962e-06-0.0012107i,-0.00056053-0.0011987i,-0.00059774-0.0013039i,-0.00076937-0.00092285i,-0.0004803-0.0010299i,0.00037395-0.0016511i,0.00096574-0.0020836i,0.00049321-0.0016494i,-0.00021135-0.00082815i,0.00019885-0.00021208i,-3.412e-05+0.00057144i,0.00013008+0.00087072i,0.00052791+0.00070367i,0.00014177+0.00038749i,-0.00069828+3.5408e-05i,-0.00099162-0.00032078i,0.00041183-0.00050454i,0.00096633+0.00031532i,0.00054121+0.00060754i,0.00021387+9.9201e-05i,-5.1927e-05-0.00076734i
-0.00040395-0.0017268i,0.0012756-0.0017379i,0.0015878-0.0021133i,0.00078508-0.0014177i,0.00022347-5.7844e-05i,-3.9729e-05-0.00098971i,-0.00065318-0.0029157i,-3.765e-06-0.002682i,0.00075631-0.0015181i,0.00014421-0.001155i,0.00023645-0.00088886i,0.00046492-0.00088889i,0.00010325-0.0015771i,-0.00060533-0.0011926i,-0.00094172+0.00053587i,-0.00052623+0.00097667i,0.00016911-0.00032675i,-0.00015608-0.0010054i,-0.00051421-0.00025226i,-0.00046024+2.0765e-06i,-0.00026027+0.00010136i,-0.00018966-0.00012203i,-0.00045605-0.00082651i
0.00021757+0.00052904i,0.0011281+0.0014004i,0.00094476+0.0011538i,0.0012993-0.0001538i,0.0012738-0.00023061i,0.00079812+6.9345e-05i,0.00047658-0.00035151i,0.00091199-0.0011257i,0.0010233-0.0020063i,0.00084484-0.0022223i,0.0010523-0.002028i,0.00085442-0.00099098i,-0.00010678+0.00010465i,-0.00048066-0.00021123i,-0.00010651-0.00076477i,-0.00055272-0.00061476i,-0.00037688-0.00015462i,-0.00038355+0.00066846i,-0.00024135+0.00033868i,0.00025334-0.00023802i,0.00051441-0.00021146i,0.00085291-0.00038692i,0.0011332-0.00098202i
