-0.0029828+0.0022193i,-0.0026207+0.002291i,-0.0031543+0.0031301i,-0.0023788+0.0022868i,-0.00043315+0.0019061i,0.0003365+0.0010092i,6.7405e-05+0.0007617i,-5.8949e-05+0.002109i,-0.00046634+0.0022466i,3.5293e-05+0.0010758i,0.00053688+7.2125e-05i,-0.00027776-0.00038291i,8.9678e-05-0.00071126i,0.00052888-0.0011695i,0.00010392-0.00042308i,-0.00020353+0.00057913i,-0.00066856+0.00037927i,-0.00049937+0.00022556i,0.00021366+0.00052594i,0.00019228+0.00038293i,0.00020487+0.00010751i,8.6952e-05-0.00042151i,0.00041737-0.0010063i
0.0006499+0.0023987i,0.0011929+0.0027001i,0.0014258+0.0031749i,0.00089125+0.0018902i,0.0011189+0.0002688i,0.0006793+0.00024647i,-8.8842e-05+0.00014131i,-0.00062657+0.00036416i,-0.0007623+0.00020665i,-0.00028632-0.00098518i,3.3445e-05-0.0013456i,0.00036735-0.00063585i,0.00092451+0.00014716i,0.0007321+0.00040426i,0.0002354+0.00064899i,2.2143e-05+0.00044651i,0.00030835+0.00063171i,0.00010307+0.00099588i,-6.4276e-05+0.00075149i,0.0010421+0.0002988i,0.0015682+8.2902e-05i,0.00069461-7.5344e-05i,5.5238e-05-0.00026516i
0.0019496+0.001503i,0.0013084-0.0003998i,0.0017129-0.0018305i,0.0023315-0.0020511i,0.0011921-0.0025794i,-0.00046502-0.0022234i,-0.00060268-0.0005157i,-0.00041668+0.00071468i,-0.00020501+0.00018345i,-2.4354e-05-0.00052998i,-4.4373e-05-0.00012842i,-6.8934e-05-0.00016396i,0.00015954+0.00025968i,8.6656e-05+0.00083509i,-6.8165e-05+0.00087282i,0.00029407+0.0007688i,0.00011865+0.0008171i,4.1407e-05+0.00039508i,-0.00023826-6.686e-05i,-0.0004337+0.00069942i,0.00015835+0.00067718i,0.00032248-2.84e-05i,0.00027387+0.00042553i
0.0010353-0.00047451i,0.0018193-0.00027407i,0.0019434-0.00026008i,0.0010816+7.6954e-05i,-0.00011561+0.00051369i,-0.00082992+0.00035529i,-0.00073202+0.00027698i,-0.00046282-0.00020139i,-0.00029918-0.0011559i,-0.00017118-0.00085395i,0.00030043-0.00070502i,0.0006266-0.00035399i,0.00062548+0.00054924i,0.00054863-0.00034463i,0.00047087-0.00072475i,0.00034853-0.00013648i,4.092e-05+0.00010414i,-0.00014168+7.0559e-05i,0.00021526+0.00034604i,0.00011745+0.00033627i,9.7611e-05+0.00016442i,8.7811e-05+2.4203e-05i,0.00029759-0.00036699i
0.0016325+0.00039655i,0.00048469-0.00014883i,0.00015008-0.00063889i,-1.305e-05-0.0010104i,-6.0401e-05-0.00026715i,-0.00060384+0.00018446i,-0.00075469+0.0006107i,0.00019424+0.0006673i,0.00092647-0.00035526i,0.00019413-0.00080232i,-0.00066705-0.0010596i,-0.00049431-0.00085138i,-2.4392e-05+0.00061075i,0.00091011+0.0011013i,0.001777+0.00029582i,0.0015132+0.00035535i,0.00075438+0.00022235i,0.00057318-0.0006359i,0.00023761-0.00093937i,0.0005995+0.00044989i,0.0011262+0.0012553i,0.00043496+0.00051934i,-0.00042549+0.00019729i
-0.00055255-3.1086e-05i,-0.0009052+0.00024157i,-0.00086183+0.00089568i,-0.00070782+0.00023598i,0.00054348+0.00010104i,0.00096944+0.00017022i,0.00032099-8.4189e-05i,-0.00059832+0.00055747i,-0.00096522+0.0014137i,-0.0011669+0.0011374i,-0.00077704+0.00029093i,6.9288e-05+5.8972e-05i,0.00012362-0.00032202i,-0.00051648-0.00028967i,-0.00018905-0.00011646i,0.0003836-1.2067e-05i,-0.00017802-0.00032686i,-0.00054522-0.00067402i,-0.00051122-0.00087396i,-0.00010113-0.00085729i,-0.00054839-0.00039072i,-0.0012283-0.00038454i,-0.00099537+0.00012007i
-0.0032441+0.0013679i,-0.0011542+0.0020379i,0.00061848+0.001964i,0.0011659+0.0017814i,0.0012769+0.0011761i,0.00094822-0.0004558i,0.00064365-0.0010256i,0.00026596-0.00067077i,9.309e-05-7.1813e-05i,0.00070478+0.0005948i,0.00079423+0.00032633i,0.00049068-0.00020539i,0.00027043-0.0002394i,0.00060758-0.00048543i,0.00072789-0.00029475i,0.000286+0.00047316i,0.00010943+0.00096098i,8.1709e-05+0.00088204i,0.000282+0.000183i,0.00054744-0.00026618i,0.00029442-0.00055603i,0.00032255-0.00012469i,0.00016908+0.00040575i
0.00033082+0.0012741i,0.0013018-0.00018427i,0.0010462-0.00068164i,0.00066458-0.0011334i,0.0012457-0.00095575i,0.00091419-0.00030472i,0.00075035-0.00039804i,0.00082598-0.00041468i,-0.00028015+1.228e-05i,-0.00060914-0.00022259i,-0.00011527-0.00045693i,0.00038516-0.00034889i,0.00020052-0.00067824i,0.00019748-0.00066373i,-6.6942e-05-0.00013195i,-0.00090417-8.7975e-05i,-0.0008825-3.0957e-05i,-0.00069413+0.00033577i,0.00028896+0.00049185i,0.00089265+0.00063292i,0.0005245+0.00026799i,0.00057272-0.00038465i,0.00082911-0.0002627i
-0.00090782-0.00052999i,-0.0010324-0.00030876i,-0.00077322-7.2547e-05i,-5.1239e-05+0.00097471i,0.00013423+0.0019895i,0.00010478+0.0015886i,0.00020454+0.0011976i,0.00019803+0.00045917i,-0.00040752-0.00023189i,-0.00099004-0.0001764i,-0.00093057-0.00013248i,-0.00098708+0.00077375i,-0.00049582+0.0011521i,0.00029742+0.0010606i,0.00089183+0.0006912i,0.00062525+0.00010679i,3.7195e-05-0.00053073i,0.00026265-0.00050871i,0.00040044+0.00028124i,0.0001972+0.00063837i,0.00027062-0.00021962i,-0.00034557-0.00068578i,-0.00046327-0.00021487i
0.0012942-0.00015764i,0.0015312-7.5964e-06i,0.0012381+6.7645e-05i,0.0014675-0.0003219i,0.00066687-0.00045265i,-0.0003338-0.00014777i,-0.00075059-0.00053407i,-0.00064679-0.0011635i,-0.00037019-0.0004916i,-0.00035011-0.00011722i,-0.00062289-0.00042278i,-0.0009694-0.00043812i,-0.00066793-0.00015739i,-3.147e-05-7.9318e-05i,0.00038123+0.00022942i,0.0010293+0.00041881i,0.0010139+0.00032254i,0.00036524+0.00076975i,0.00048147+0.0010467i,-0.00048481+0.00067094i,-0.00089345+0.00017888i,-0.0006836+4.3734e-05i,-0.00096243-0.00066388i
0.00023367-3.4567e-05i,-0.00033737-0.00042481i,-0.0011179-0.00023468i,-0.00060019-0.00046783i,0.0002016-0.00063851i,1.9527e-05-4.5357e-05i,0.00042865+8.3595e-05i,0.00033966+6.1803e-05i,-0.00019545-0.00013432i,-5.7285e-05-0.00084305i,0.00011006-0.00099088i,-0.00025379-0.00045222i,-0.00026495+0.00038281i,0.0002324+0.0013228i,0.00040744+0.0014449i,0.00038031+0.00082748i,0.00052588+0.00058166i,0.00057984+0.00029083i,0.00045249-0.00058023i,0.00029552-0.00057628i,-6.3165e-05+1.5096e-05i,0.00030041+0.00061712i,0.00023362+0.00043532i
-0.0011059-0.0038694i,-0.001143-0.0022185i,-0.0017601-0.0015138i,-0.0026915-0.00025482i,-0.0028524+0.0010667i,-0.0021805+0.001819i,-0.0013516+0.001721i,-0.0011244+0.00035977i,-0.00096524-0.00052528i,-0.00078684-0.00061156i,-0.00025427-0.0011451i,0.00064629-0.00067797i,0.0013005+0.00061903i,0.0010765-0.00022488i,0.00093795-0.0017287i,0.0012819-0.001465i,0.0010664-0.00032681i,0.00068182+0.00022844i,0.00031845+0.0010508i,-0.00026659+0.0012708i,-0.00025623-8.0585e-05i,0.00039216-0.00066071i,0.0010317-0.00041084i
-9.7301e-05-0.0010354i,-0.00078634-0.00045125i,-0.00056255-0.00011676i,-0.0003061-0.00091349i,-0.00072627-0.001502i,-0.0010983-0.00074704i,-0.00022281+0.0008384i,0.00041174+0.0010039i,1.7766e-05+0.00042398i,-0.00078852+0.00016955i,-0.00096927+0.00014122i,-0.00035938+0.00055815i,0.00016513+0.00023427i,0.0005494+0.00010857i,0.00038098+0.00038888i,0.00020002+0.00041076i,0.00020427-6.7857e-05i,-0.00015603-0.0002822i,-0.0004009+0.00042407i,0.00016003+0.0011565i,0.00039432+0.0004907i,-4.8992e-05-3.6873e-05i,-0.00048755-0.00034149i
-0.0014952+0.00094031i,0.00031937+0.00037518i,0.0010265+0.00099566i,0.00090568+0.0017099i,0.0010409+0.0015254i,0.0011256-7.3514e-05i,0.00075334-0.0010247i,0.00015809-0.0006792i,-0.0001661-0.00034564i,-0.00018514-0.000533i,-0.00044766-0.0010799i,-0.00050555-0.001346i,-0.00048719-0.0009563i,-0.00065458-1.1582e-05i,0.00023799+6.3932e-05i,0.00031019-6.6549e-05i,-0.00064672+0.00047684i,-0.00069373+0.00051025i,-0.00012849+0.00025146i,0.00010868-0.00020679i,-8.2307e-05-0.00047399i,8.9329e-05+0.00011216i,0.00066458+0.00010476i
0.00062601-0.00049193i,0.00045312-7.2781e-05i,0.00014871-0.00041684i,0.00041694-0.00048992i,0.00058591-0.00069815i,0.00018447-0.00039256i,-0.00042751+0.00025252i,-0.00060412-0.00039028i,6.949e-05-0.00080436i,0.00031352-0.00040969i,-0.00017377-0.00026126i,8.1662e-05+3.5354e-05i,0.00058915-0.00011766i,0.00071904-0.00013262i,0.00068009+0.00048241i,0.00067237+0.0011459i,0.00015414+0.0011994i,-0.00069944+0.00014522i,-0.00080316-6.8534e-05i,-0.0003082+0.00053957i,0.0002016+0.00041527i,-0.00010213-0.00019242i,-0.00010429-4.3841e-05i
0.00079482+0.00089563i,0.0014476+0.0018583i,0.0027686+0.0020673i,0.0025065+0.000191i,0.0011505-0.00030769i,-0.0001804-0.00069388i,-0.00093023-0.0014334i,-0.00074316-0.00067691i,-0.00035873+0.00044703i,-0.00016715+0.00019975i,-0.00035063-0.0003444i,-0.00044435-0.00051759i,-8.8985e-06-0.00030315i,0.0003127+0.00012734i,0.00020835+0.00043573i,0.00018151+0.00044642i,0.00022369-0.00026723i,-3.1005e-05-0.00070598i,3.8653e-05-0.00078525i,0.0010846-0.0011169i,0.0012321-0.001299i,0.0006002-0.00090207i,0.00032012-0.00059124i
-0.0011552-0.0028667i,-0.0028558-0.0015077i,-0.0036103-0.00021508i,-0.0025847+0.00079979i,-0.0016743+0.00068834i,-0.0008212+0.00042564i,-0.00021277+0.00082265i,-0.00045473+0.00029562i,-2.598e-05-0.00046849i,0.00029071-0.00022201i,0.00080209+0.00016082i,0.0010094-9.4185e-06i,0.0013672-6.0292e-06i,0.0012139+0.00049418i,4.9197e-05+0.00033209i,-0.00037745-5.7084e-05i,-0.00026397-0.00029765i,-0.000627-4.222e-05i,-0.00038714+0.00024464i,-9.3485e-05+0.00028903i,-0.00022863+0.00030834i,-0.00012809-6.2472e-05i,0.0005518-0.00042104i
0.00056047-0.00065802i,2.0904e-05-0.0010759i,7.4777e-05-0.00091328i,0.00020096-0.00050762i,0.00021316+0.00024048i,0.00040045+0.00046652i,0.00047372+0.00044927i,-6.3139e-05+0.00043528i,-0.0010068+0.00015421i,-0.0004998+0.0002121i,0.00027884-9.6721e-06i,0.00013861-0.00076574i,0.00041139-4.6468e-05i,0.00056043+0.00011487i,0.00053748+5.7169e-05i,0.00023544+8.0422e-05i,-0.00044754+4.8735e-05i,-0.00057927+0.00023408i,-0.00031695-7.425e-05i,0.00018306-0.00029228i,9.0163e-05+0.00018427i,-0.00033141-0.00040793i,-0.00092843-0.00092301i
-0.00092646+0.0022657i,-0.0001243+0.002222i,-0.00022011+0.001715i,0.00063719+0.0012147i,0.0022987+0.00065686i,0.001454+8.894e-05i,-0.00030629+0.00013319i,-0.00079863-0.00038866i,-0.00094743-0.00028127i,-0.0010123-3.0718e-05i,-0.00028208-0.00060331i,0.00054076-0.0007889i,0.00091898-0.00040229i,0.00014236+0.00036455i,-0.00075654+0.00108i,-0.00071117+0.00016097i,-0.00047409-0.00061248i,-0.00073387-0.00046734i,-0.00051923-0.00013743i,8.4943e-07+0.00022294i,0.00035202+0.00083881i,0.0005877+0.00091975i,0.00034621+7.2765e-06i
-0.00017575+0.00039753i,-0.00045422-0.00027518i,-0.00030886-0.00072267i,0.00058221-0.00040946i,0.00094049-8.2484e-05i,0.00016601-0.00083224i,-0.0003757-0.00081868i,-0.00063947-0.00030115i,-1.5492e-05-0.00080686i,0.00072829-0.00081423i,0.00024918-0.00052103i,-0.00012267-0.00052982i,-0.00036537-0.00041184i,0.00016329-0.00089792i,8.7909e-05-0.00057665i,-0.00033012+0.00015654i,-0.0002266-0.0001917i,-0.00014094-0.00089775i,2.7803e-06-0.001007i,0.00019185-0.00051043i,0.00088746+0.00036062i,0.0011068+0.00037219i,0.0005955-0.0004884i
0.00068016-0.00058582i,0.00015685-0.0001058i,-0.00020795+0.00059124i,-0.00011553+0.00094089i,-1.519e-05+0.00046772i,-3.7392e-06+9.443e-05i,-0.00019703-5.0377e-05i,-0.00067808-0.0002471i,-0.00037439-0.00037443i,-0.00015022-6.2843e-05i,-0.00029645-0.0002288i,0.00022695-0.00038812i,0.00089151+9.4445e-05i,0.0010361-0.00044571i,0.00024658-0.00039768i,-0.00023249+0.00065955i,-0.00027657+0.00090774i,-0.00017776+0.0002689i,-0.00011225+0.00027968i,-0.00030748+0.00058043i,-0.00064421+0.0003085i,-0.0002077+0.00032075i,-0.00068047+0.00066452i
0.00068129-0.00044744i,0.00030964-0.0015718i,0.00090265-0.0025928i,-0.00040701-0.0020128i,-0.0016199-0.00088569i,-0.0014476-0.00042355i,-0.00080368+0.000507i,-0.00080323+0.00063064i,-0.00092347-0.00019227i,-0.00054495-0.0004122i,-0.00014706+9.07e-05i,0.00023549+0.00026588i,0.00054927+0.0004038i,0.00080612+0.00044844i,0.0007647+6.6371e-05i,0.00043106-0.00060355i,-0.00013883-0.00067209i,-7.0296e-05+0.00032152i,0.00036273+0.00060004i,0.00085909+6.2015e-05i,0.0010793-0.00016773i,0.00064819-0.00042339i,7.6449e-05+0.00037765i
2.6525e-05-0.0018754i,0.00019125-0.00085548i,-0.00064222+0.00059662i,-0.0010794+0.0014474i,-0.0014542+0.001266i,-0.0011715+0.00073996i,0.00037756+0.00061766i,0.00045326-2.7493e-06i,-0.000415-0.00078444i,-0.0006945-0.00055154i,-0.00074927+6.2573e-05i,-0.00021826+0.00052419i,0.00058396+0.00052033i,0.00031681+0.00039136i,-0.00022729-0.00034773i,0.00048853-0.00081671i,0.0015703-0.00051454i,0.0012053-3.7286e-05i,-2.8815e-05+0.00022897i,-0.00066935+0.001125i,-0.00014001+0.0011573i,0.00016345+0.00034387i,-0.00028677+8.9997e-05i
0.00056488-0.0016114i,0.0010463-0.0024156i,-0.00043694-0.0028489i,-0.0011853-0.0013921i,-0.0010885+1.3823e-05i,-0.001879+0.00027814i,-0.0017416+0.00070223i,-0.00023609+0.00073021i,0.00018367+0.00023702i,-0.00045801-0.00049879i,-4.7907e-05-0.00050437i,0.00038089+0.00037997i,0.00068043+0.00071541i,0.00077462+0.00034062i,0.00098963+0.00019908i,0.00043623+0.00047784i,-0.00023242+0.0005624i,-0.00057567-0.00022074i,-0.00028383-0.00059667i,8.7884e-05+9.3022e-05i,8.9774e-05+0.0011493i,0.00065134+0.0011166i,0.001215+3.5877e-06i
0.001379+0.0014722i,0.0021319+0.00071683i,0.0021048-0.00019596i,0.0015934-0.0010624i,0.0014013-0.0016069i,0.0011054-0.0017576i,-8.1343e-05-0.00068968i,-0.00036894+0.00032581i,0.00033879+1.2883e-05i,0.00029412-0.00076519i,5.9743e-05-0.0010667i,0.00098586-0.0013471i,0.0013014-0.0013691i,0.00019188-4.9393e-06i,6.0466e-07+0.0014228i,0.00042144+0.0012685i,0.0004598+0.00051217i,-2.787e-05+0.0004757i,-0.00098288+0.00059024i,-0.00081958+0.00051466i,9.7567e-05+9.2775e-05i,7.7645e-05-0.00054747i,-0.00010666-0.00022868i
0.001142+0.00083784i,0.0017835+0.0005491i,0.001966+0.00079311i,0.0021375+0.00037666i,0.0025102-0.00065636i,0.0014954-0.0006869i,-0.00029198+0.00073599i,-0.00054045+0.00079689i,-0.00032488-0.00011981i,0.0004286-0.00071571i,0.0010247-0.0010511i,0.00022007-0.00081769i,-0.00015617-0.00044845i,-0.00032709-0.00051797i,-0.00053737-0.00027663i,-0.0002079-0.00063332i,-0.00024947-0.00092019i,-0.00034128-0.00056981i,1.2032e-05-9.6422e-05i,-0.00030187+0.00045385i,-0.00065188+0.00016973i,-2.2862e-05-0.0004247i,0.00094366-0.00030462i
0.001007-0.00036346i,0.00021563+0.00014021i,-0.00026411-0.00042719i,-0.00079508+9.1719e-06i,-0.00073508+0.00048456i,2.6262e-05+0.0010666i,0.0002367+0.0014259i,0.0010019+0.00046129i,0.0019069-0.0011134i,0.0021954-0.0014744i,0.0017635-0.0011847i,0.001224-0.0015064i,0.00072548-0.0010633i,3.4439e-06-0.00036034i,-0.00027304-0.00036965i,-0.00030738+0.00038869i,-4.7839e-05+0.00064033i,-2.2873e-05+0.00020739i,-0.00059513-0.00014777i,-0.0004716-0.00047259i,-0.00044781+5.6634e-05i,-0.00055906+0.0010705i,6.8274e-05+0.00073382i
0.00048898+0.0012206i,0.0005676+0.00035271i,0.0015209+0.00024266i,0.002076+2.4563e-05i,0.0014166-0.00021636i,-0.0003941+0.00048524i,-0.00020836+0.0031148i,0.002591+0.0049799i,0.0062755+0.0038095i,0.0078006+0.00076648i,0.0063988-0.0020594i,0.0042721-0.0032668i,0.0019216-0.0031236i,-0.00076439-0.0028059i,-0.0017559-0.0016447i,-0.0006541-0.00083062i,-7.9489e-05-0.00046063i,-0.00049674-0.00010785i,-0.00075507-8.1884e-05i,-0.00019199-0.00014961i,0.00074702-0.00044191i,0.00070765-0.0010439i,0.00034146-0.0006614i
-0.00037159+0.00095783i,-0.0010871+0.0018101i,-0.0010197+0.0016233i,-0.00090294+0.00057927i,-0.00069876-0.00075517i,-5.2225e-05-0.0014864i,-0.00027292-0.0020721i,-0.0015166-0.0021883i,-0.00296-0.0013792i,-0.002717-2.0084e-05i,-0.00097806+0.001151i,0.00010521+0.0013513i,0.00085766+0.001116i,0.0010285+0.0006694i,0.00097353+0.00055424i,0.0014535+0.00016517i,0.00088091-0.00039165i,-9.9621e-05-0.00022625i,-0.00043311-4.5056e-05i,-0.00011354-0.0002097i,-0.00074129-0.00060914i,-0.00099984-0.00025048i,-0.00039329+0.0008239i
-0.00074119-0.0010306i,-0.00054302-0.00043213i,-0.00043094-0.00040869i,-0.00089184-0.00030476i,-0.0012473-0.00032742i,-0.00072307-0.00021198i,-0.00046527-0.00017783i,-0.00063353-0.00042466i,-0.0011542-8.0009e-05i,-0.0015704+0.00059165i,-0.0015798+0.0008956i,-0.0013326+8.0741e-05i,-5.7662e-05+0.00024638i,0.00052235+0.00067648i,0.00044059+0.00041953i,0.00045743-4.9626e-05i,-3.2878e-05-0.00031239i,-4.0798e-07+7.5287e-05i,0.00042091+0.00038844i,0.0010229+0.0003612i,0.0017321+0.000329i,0.0014423-0.00014148i,0.00047879+0.00022004i
-0.0012721-0.00066386i,-0.0012885-0.00044653i,-0.001045-0.00035307i,-0.00027887+0.0008272i,6.1638e-05+0.0024326i,0.00073752+0.0019726i,0.00094072+0.00068169i,-0.00014852-0.00015363i,-0.0010403-6.331e-05i,-0.0014956+0.0006821i,-0.0011548+0.00065829i,-0.00076888+0.00027648i,-0.0011659+0.00036289i,-0.00034819+0.00016277i,0.00045538-0.0004241i,-4.9854e-05-0.00080529i,0.0001167-0.00078717i,0.00049511+0.00033896i,0.00055222+0.0013101i,0.00076727+0.00081299i,0.00047043+0.00048062i,-0.00052529+2.373e-05i,-0.00077071-0.00033074i
0.00037852-0.0010985i,-0.0013979-0.00032292i,-0.0024263+2.9571e-05i,-0.0011059+0.00037781i,0.00012926+0.00066228i,7.6943e-05+0.00077589i,-0.00031662+0.00023676i,-0.00055368-0.00063634i,-0.00090612-0.00085136i,-0.0011748-0.00064007i,-0.0011903-0.00085711i,-0.00094788-0.0006119i,-0.00034744-0.00041367i,0.00037569-0.00058998i,0.0004955-0.00081149i,-9.7287e-05-0.00090904i,-0.00097184-0.00079044i,-0.00073935+1.4996e-05i,-7.6889e-05+0.00066616i,-0.00021722+0.00052781i,-0.00010457-1.6573e-05i,0.00019375-0.00090318i,0.00026077-0.00060379i
0.00040937-0.0004305i,-0.00063263-0.00017414i,-0.00097254-0.00012515i,-0.0011417+0.00012537i,-0.0008693+0.00010875i,-0.00045063-2.9107e-05i,-0.00053447-0.00024794i,-0.0012288-0.00071738i,-0.0014454-0.00077924i,-0.0012364-0.00042348i,-0.00017937+0.0004853i,0.00048029+0.00022986i,9.845e-05-0.00012561i,9.2516e-05+0.00028323i,0.00023418+0.00038512i,0.00018558+0.00036455i,0.0010969+0.0004596i,0.0009263+0.00054017i,-0.00037122+0.00020913i,-0.00024218+0.00040833i,1.835e-05+0.00096105i,0.00045767+0.00030423i,0.00076227-0.00023966i
-0.0010217-0.00022476i,-0.00088211-0.00047067i,-0.0012267-0.00056752i,-0.0013441-0.00034174i,-0.0002088-0.00043003i,0.00025592-0.00058791i,0.00026644-0.00086806i,3.7946e-05-0.00056031i,-0.0011012-0.00032617i,-0.001344-0.00060042i,-0.00066075-0.00089445i,0.00017002-0.00024601i,0.0010051+0.0001516i,0.0014435-9.4722e-05i,0.0013223+0.00025938i,0.00093022+0.00049912i,0.0011492+0.00053896i,0.0011112+0.00098239i,0.00011989+0.0010583i,-6.2026e-05+0.00027047i,7.8737e-05+0.00019216i,0.00016029+0.00067641i,0.0006734+0.00026458i
0.0013644+0.0010952i,0.0027794-0.00044059i,0.0037087-0.00043644i,0.0034502+0.00011258i,0.0021532-0.00017757i,0.0011727-0.0003916i,0.00038281-0.00046647i,-4.0769e-05-0.00079506i,-0.00039379-0.0011928i,-0.00036667-0.00086919i,-3.2946e-05-0.00051914i,0.00022267-0.00033834i,-3.083e-05+0.00032714i,-4.729e-06+0.00057433i,4.9469e-05+0.00026064i,0.00072112-0.00038122i,0.00038407+7.2881e-05i,-0.00027596+0.00010026i,0.00047467-3.6116e-07i,0.00048416+0.00040386i,0.00017389+0.00016404i,0.00055235+0.00036989i,0.00044492+0.00031944i
-0.00058574-0.00027599i,-0.0012384-0.0009055i,-0.00088195-0.00089261i,0.0001441-1.669e-05i,0.00080337+0.00029259i,2.5248e-06+7.827e-05i,-0.00012277-0.00032287i,0.00011216+0.00018042i,-0.00052714+0.0010792i,-0.0007962+0.00090775i,-0.00038826+3.096e-05i,-0.00021782-0.00030904i,-9.5231e-05+1.7217e-05i,0.0001723+0.00031444i,0.00027063+0.00062598i,0.00068498+0.00045375i,0.00036139-0.00037823i,0.00046682-0.0007888i,0.00084546-0.00053766i,0.00052592-0.0002609i,0.0001554-9.6507e-05i,5.38e-05-0.00033978i,0.00031337-0.00067786i
0.00059221-0.00065843i,0.0007305-0.001147i,5.7548e-06-0.00037789i,-0.00027277-4.5879e-05i,-0.00053054-0.00060399i,-0.001079-0.0005673i,-0.0013098-0.00029951i,-0.0016521-0.00047562i,-0.0014601-0.00017285i,-0.00090061-0.0001732i,-0.00061348+2.824e-05i,-0.0010755-0.00017404i,-0.00084448-0.00046335i,0.00082948-0.00028657i,0.0013891+0.00018482i,0.00056686+0.0014213i,0.00037887+0.0010587i,-0.00014213-0.00035043i,-0.00022687-0.00089726i,0.00035352-0.00082715i,0.00034999-0.00054171i,0.00048376+0.00019075i,0.00014502+0.00036628i
0.00046627+0.0013136i,-0.00015457+0.001647i,0.0008994+0.0015175i,0.0017767+0.00013257i,0.0013944-0.00089254i,0.00013331-0.00086944i,-0.00054514-0.00065355i,-3.2621e-05-3.5989e-05i,0.00021761-0.00036063i,-0.00037389-0.0010973i,-0.00044098-0.00051894i,-0.00017924+0.00023798i,-0.00018867+0.00032677i,0.00049763+0.00056398i,0.00072044+0.00048603i,9.6814e-05+0.00010864i,0.00010629+5.33e-05i,0.00042+0.000315i,8.9672e-05+0.00028637i,0.00038414-0.0002451i,0.00037901+0.00033742i,-0.00027907+0.0006942i,-0.00054589+0.00025672i
-7.0128e-05-0.00045021i,-0.00013968-0.00081723i,-0.00048824-0.00075319i,-0.0010855-0.00053364i,-0.00069757-0.00053543i,0.00014622-0.00064532i,0.00018418-0.00039977i,-0.00052111-2.9736e-05i,-0.0012341+3.2936e-05i,-0.0015743+0.0002093i,-0.0009997-1.3754e-05i,-0.00034441-0.0007922i,-0.00052063-0.0011882i,-0.00049091-0.0006188i,0.00028423-0.00018131i,0.00097701+0.00035595i,0.0010762+0.0010995i,0.0008196+0.00093003i,-7.5828e-05-2.4273e-06i,-0.0007567+0.00011825i,-0.00045003+0.00027419i,-8.0541e-05-0.0005029i,0.00017129-0.00028878i
0.00097171-0.00011427i,0.0010876-8.92e-05i,0.00048761-0.00059358i,-8.0227e-05-0.00020988i,-0.00032202+0.00056215i,-0.00089934+0.00068453i,-0.00098352+0.00093332i,-0.00049004+0.00021169i,-0.00010581-0.00068262i,-0.00012925-0.00082795i,-0.00052511-5.8112e-05i,-0.00026542+0.00055789i,-0.00015639-0.00018046i,-0.00019054-0.00074021i,2.7957e-05-5.8807e-05i,0.00044304+0.00011272i,0.00045709+0.00058354i,0.0006445+0.0012838i,0.00012388+0.0013299i,0.00013866+0.0011163i,0.00068817+0.00078851i,0.00013937-0.0001358i,-0.00014727-0.00062937i
-0.00053674+0.00067149i,0.00043515+0.00046932i,0.0011674+0.00096372i,0.00077399+0.001286i,0.00027774+0.0005924i,0.00077163-0.0007472i,7.1182e-05-0.00061977i,-0.00049829-0.00033467i,-0.00035171-0.00035797i,-0.0003344-0.00024247i,-0.0004962-0.00059351i,-0.00094398-0.00030953i,-0.0012235-4.6761e-06i,-0.0012429-0.00033736i,-0.00078457-4.1508e-05i,2.3454e-05+0.00056506i,0.00049734+0.00028828i,0.00051982+0.0003248i,0.00038532+0.00052896i,0.00055707+0.00051024i,0.00056104+9.9984e-05i,0.00066051-0.000271i,-3.1183e-05-0.00076654i
-0.0012629+0.0020116i,-0.00073654+0.0018472i,-0.00041019+0.0019647i,-0.00028155+0.0011235i,0.00038691+0.00044895i,0.00081972+0.00072122i,0.00019978-0.00026743i,-2.7786e-06-0.00072655i,-0.00037848-1.0445e-05i,-0.00093956+0.00064513i,1.7193e-05+0.00041561i,0.0010601-0.00039517i,0.00074199-8.2127e-05i,0.00029214+0.00057118i,0.00022287+0.00013746i,0.00031201-0.00013891i,0.00040473+0.00029732i,-5.2771e-05+0.0004897i,0.00029943+0.00040046i,0.0011255+0.0010429i,0.00041983+0.0013832i,-0.00059078+0.00047704i,-0.00043788-0.00058709i
-0.00095669-0.00014935i,9.3067e-05+0.00015668i,0.00062916+0.00079232i,8.2712e-05+0.0016333i,-0.00011648+0.0012729i,0.00040443+0.00033938i,0.00086742-2.3522e-05i,0.00044484+0.00054415i,-0.00052967+0.00095678i,-0.0010137-0.00045834i,-0.00077397-0.0009282i,-0.00089935+5.2609e-05i,-0.00086597+0.00048925i,1.0681e-05+0.00015768i,0.0004457-0.00042819i,1.3948e-05+0.00021714i,-0.00041391+0.00041818i,-0.00028817+4.6468e-05i,-3.9074e-05-2.8575e-05i,0.00039508-0.0009713i,0.00026626-0.0020315i,-0.0002815-0.0012891i,0.00032874-0.00019927i
