-0.0031565-0.00042812i,-0.0023025+0.00042211i,-0.0030716+0.0022024i,-0.0028265+0.0033839i,-0.0012087+0.0030474i,0.00022613+0.0022389i,0.0011237+0.0026974i,0.00066504+0.0031704i,-0.00049533+0.0022784i,-6.7803e-05+0.0018727i,0.00043996+0.0015165i,0.00066366+0.00086819i,0.0010402+0.0007112i,0.001067+0.00027038i,0.00062568-0.00010915i,0.00024394-0.00038517i,4.641e-06-0.0014878i,0.00031859-0.0015226i,0.00055239+0.00022925i,4.5251e-05+0.00056551i,-0.000697-0.00025858i,-0.00066278-0.00067657i,0.00037152-0.00031607i
0.0013874-0.00080523i,0.0013135-0.0010936i,0.00077683-0.0010885i,0.00028328-0.00059957i,-0.00028822-0.00066418i,-0.00012648-0.00011369i,0.00087646-1.8981e-05i,0.0013142-0.00014296i,0.00054741+0.00050965i,-0.00031226+0.0012442i,-0.00097461+0.0014599i,-0.0010313+0.0013154i,-0.00027473+0.00058612i,0.00035927-0.00023564i,-0.00016584+0.000252i,-0.0010688+0.00087734i,-0.0012199+0.00052383i,-0.0005843+0.00026942i,-6.173e-05+0.00064396i,-0.00026369+0.00064574i,-0.00022435+0.00030981i,0.00071384+0.00056128i,0.00096134+0.00057246i
-0.00080495-8.8798e-05i,-0.0013876-0.00057072i,-0.0012568-0.00037134i,-0.00081862+0.00040742i,-0.00079379+0.00086074i,-0.00012139+0.0013994i,0.00056353+0.0016756i,0.00031386+0.00072446i,-0.00039774+0.00098741i,-0.00024138+0.0012092i,0.00032918+0.00083546i,0.00022984+0.0011903i,0.00032446+0.0010083i,-6.2051e-06-0.00034136i,-0.00047615-0.00091244i,-0.00055203-0.00070102i,-0.00037408-0.00060523i,-8.2246e-05+0.00059816i,0.00051462+0.00053111i,0.00076451-0.00017427i,0.00029175-0.00041978i,3.3926e-05-0.00058629i,0.0003897+0.0002544i
-0.0013642-0.0028469i,-0.00099574-0.0018293i,-0.00086002-0.00078671i,3.3339e-05-0.00020825i,0.0006232+0.00032478i,0.00038522+0.0010546i,0.00044903+0.0012014i,-3.7969e-05+0.00079793i,-0.00060113+0.00065927i,-0.00029294+0.00096075i,0.00030908+0.00072012i,0.00056907+0.00066513i,-0.00018295+0.00057297i,-0.00052439+0.00020952i,-0.00017444+0.00014701i,-0.00017893-2.7276e-05i,0.00026723-0.00033516i,0.00058441+0.00044737i,0.0003307+0.00077098i,0.00034832+0.00022549i,0.00044537-0.00040448i,-0.0001979-0.00056364i,-9.9956e-05-0.00020529i
0.00034957+1.5109e-05i,0.0014452-0.00015925i,0.0023907-0.00017015i,0.0013982+0.0012131i,4.3099e-05+0.00176i,0.00048197+0.00090009i,0.0010064+0.0002381i,0.00057354+0.00061224i,9.1894e-05+0.0010856i,0.00013456+0.0010154i,0.00013647+0.0012721i,0.00038723+0.00075672i,0.00066348-0.00018269i,0.00015315+9.6048e-06i,-0.00027391+0.00072551i,-0.00014448+0.00093654i,2.7898e-05+0.00088032i,-0.00031464+0.00044198i,0.00045006+0.00021145i,0.00093537+0.0002415i,0.00093936-0.00012157i,0.0014545-7.59e-05i,0.00089393-2.1418e-05i
-0.00046615+0.00025757i,-0.0002832-0.00017533i,2.1948e-05+0.00022458i,0.00033832+0.0010192i,0.00087901+0.0017338i,0.00059264+0.0020983i,-3.817e-05+0.0015391i,-5.5387e-05+0.00037073i,6.3767e-05-9.2415e-05i,-0.00031467+0.00054616i,-0.00057466+0.0011768i,0.00023337+0.00080521i,0.0002221+0.0005283i,6.8185e-05-0.00084389i,0.00044872-0.0016051i,0.00032747-0.00033922i,0.00037531+0.00075579i,0.00033921+0.00059051i,6.4741e-05-1.315e-05i,2.8426e-05-0.00016817i,-9.6898e-05-0.00038275i,0.0006191-0.00028304i,0.00095385+6.312e-05i
-0.00061989+0.0024924i,-0.00050483+0.0029392i,-0.00010637+0.0035067i,0.0011509+0.0028195i,0.0014185+0.0016108i,0.00081775+0.00043347i,0.00065148+0.00039169i,0.00010984+0.00064598i,-0.0007057+0.00047104i,-0.00041978+0.00027466i,-0.0003707+0.00042151i,-0.0010728+0.00071132i,-0.00041917+0.00027656i,0.00058738-6.7039e-05i,0.0002542+0.00026031i,-0.00030828+0.00059029i,-0.00072899+0.00062078i,-0.00090604+0.00075521i,-4.967e-05+0.00023361i,0.00040694-0.00019447i,0.000216+0.00070768i,0.00034104+0.0011182i,0.00018966+0.0009561i
0.0001326+0.00095913i,-8.1829e-05+0.0017391i,-0.00024669+0.0024663i,0.00041749+0.0019833i,0.00075556+0.0011703i,0.0007712+0.00031897i,0.00077139+0.00012032i,0.00013164+0.00070967i,-0.0006547+0.0010498i,-0.0008383+0.00084196i,-5.3818e-05+0.00065701i,-1.4264e-05+0.00099156i,-0.00064602+0.0012231i,-0.00086282+0.0011122i,-0.00029101+0.00089076i,0.0005342+2.9711e-05i,0.00033536-0.00052509i,0.00013452-0.00029663i,0.00059085+0.00026357i,0.0010028-5.1479e-05i,0.00077645-0.00021554i,0.00023751+0.00063331i,5.6307e-05+0.00056949i
-0.00049449+0.00067894i,-0.0016156+0.0012857i,-0.0010958+0.0011182i,-0.00073668+0.00092512i,-0.0001216+0.00069605i,0.00056985+0.00044656i,0.00060503-0.00037759i,0.00011269-0.00042668i,-0.0008437+0.00093926i,-0.0012284+0.0012693i,-0.00031664+0.0014222i,0.00037485+0.0015998i,-0.00036809+0.0011738i,-0.00039235+0.00088085i,0.00021086+0.00082709i,0.0004057+0.00041077i,-0.00024029+2e-05i,-0.00045867-8.7639e-05i,-0.00017421-1.9299e-05i,-6.2862e-05+0.00050598i,-0.0002304+0.00044126i,0.00041263-1.7733e-05i,0.00099689+0.00025066i
0.0012644-0.0011362i,0.00061549-0.0013111i,0.00012281-0.00012579i,-0.00035785+0.00086561i,-0.00038943+0.0010225i,0.00034813+0.0019037i,0.0020928+0.0022092i,0.0021792+0.0018371i,0.00069482+0.00064201i,-0.00088953+0.00022888i,-0.0010518+0.00087569i,-5.6294e-05+0.00098321i,-1.6371e-05+0.00054279i,-0.00085026+3.2925e-05i,-0.00089797+0.00032423i,-0.00093519+0.00047961i,-0.0010519-0.00012095i,-0.001353-6.527e-05i,-0.0010047+0.00038696i,-0.0002097+0.00031002i,-4.3884e-05+0.00028688i,-7.3161e-05+0.00073101i,-0.00049176+0.00075232i
-0.0019583-0.00057255i,-0.0012114-0.00015874i,0.00034043+0.0014486i,0.0005289+0.0023291i,0.00057205+0.0015203i,0.00093125+0.0010237i,0.0010075+0.00092448i,0.0012413+0.00075314i,0.0011917+0.0010845i,-0.00017899+0.00033547i,-0.00043071-0.00042439i,0.00024865-0.00029276i,0.00080774+0.00017816i,0.00059575+0.00056967i,-0.00018716+0.0002282i,-0.00021547+0.0005182i,0.00045697-0.00015563i,0.00069191-0.00051937i,-5.9575e-05+0.00015666i,-0.00026616-5.2777e-05i,0.00057064-3.649e-05i,0.001028+1.9702e-05i,0.00034667+0.00076722i
-0.0013689-0.00060834i,-0.00033096-0.00033898i,-0.00066883+0.00025298i,-6.7842e-05+0.001173i,0.00098895+0.0017248i,0.00089019+0.00087184i,0.0005546-2.54e-05i,0.00063643-8.9161e-05i,0.00089039+0.0003741i,0.00020896+0.0006549i,-0.00064493+0.00083467i,-1.6069e-05+0.00058704i,0.00045716+0.00047482i,8.625e-05-1.8867e-05i,-7.3831e-05+8.2486e-06i,-0.00045049+0.00072345i,-0.00044797+0.0012065i,-0.00053008+0.00090019i,1.432e-05+0.00057092i,0.0001733+0.0010366i,-0.00046591+0.0015679i,-0.00084445+0.0011392i,-0.00092201-3.4297e-05i
-0.00038629+0.0013001i,-8.2627e-05+0.00084289i,-0.00028108+0.0015667i,0.001171+0.0018729i,0.0016668+0.0013529i,0.00079893+0.0015512i,0.0014966+0.0018035i,0.0021723+0.0014798i,0.00090091+0.0011236i,-0.00010027+0.00086783i,-0.00053242+0.000148i,-0.00090758-0.00039321i,-5.7462e-05-0.00012503i,0.00044091+0.00033845i,-0.00024609+0.00012265i,-0.00016887-0.00043525i,-8.845e-06+0.00020119i,0.00028037+0.00071167i,0.00060411+2.6926e-05i,0.00011445-0.00052246i,-0.00020952-0.00046645i,-0.0002867+0.00020508i,-0.0003785+0.00075677i
0.00060604+0.001296i,0.00087084+0.0012113i,9.6579e-05+0.0010766i,0.00015374+0.00052965i,0.00065478+0.00042376i,0.0011404+0.00092104i,0.0011294+0.0011236i,0.0010669+0.0012514i,0.00052354+0.0006696i,-0.00035988+0.00081317i,-0.00049787+0.00076909i,6.7756e-05+0.00041792i,0.00035752+0.00058637i,-0.0002465+0.0010977i,-0.00043169+0.00057799i,-0.00076124-0.00049081i,-0.0006236-0.00040607i,0.00015756+0.00088776i,0.0010462+0.00090743i,0.0014573-3.2556e-05i,0.00055646+0.00017138i,-0.0003298+0.00039829i,-0.00076517+0.00076397i
-0.0006961+0.0005603i,-0.00078645-9.6837e-05i,-2.2907e-05-0.00041042i,0.00090339+0.0010332i,0.0010098+0.0021707i,0.001379+0.0024463i,0.0020437+0.001842i,0.0010614+0.00099014i,-7.5905e-05+0.00049438i,0.00024255+0.00048423i,0.00057186+0.0012116i,-9.7389e-05+0.0007719i,-0.00026988-0.00030716i,-0.00018553-0.00014713i,-0.00063141+0.00030432i,-3.5658e-05+4.507e-05i,0.00076526+2.345e-05i,0.0012014+0.00042609i,0.00072829+0.00030827i,2.4614e-05+0.00055577i,0.00045064+0.00042739i,0.00013436+0.00011989i,0.00049719-6.0944e-05i
0.00065559+0.0013876i,0.00080166+0.00067101i,0.0010834+0.0013039i,0.00061469+0.002169i,0.00044113+0.001554i,0.00014447+0.0013048i,-6.7671e-05+0.0011324i,0.00063164+0.0011123i,0.00072747+0.00089384i,0.00035233+0.0010248i,-7.4381e-05+0.00124i,-2.9917e-05+0.0010102i,0.000448+0.00075407i,0.0005918+7.0309e-05i,-1.7901e-05-0.00010938i,-0.00033017+0.00014215i,0.00056455+2.116e-05i,0.00081523-0.00015512i,0.0005918-0.00022042i,0.00059043-2.5487e-05i,0.00047363+0.00019373i,0.00027996+0.00056097i,0.00053568+0.00039195i
2.2588e-05+0.00036087i,0.00040776+7.4082e-05i,0.00026599+0.0004831i,-0.00013055+0.00059023i,0.00051008+0.00094908i,0.0013311+0.0018735i,0.0010346+0.0020525i,0.00091461+0.00087739i,0.00045121+0.00068273i,-0.00045556+0.0011816i,-0.00061136+0.0015798i,-0.0004702+0.0016623i,-0.00035601+0.00074086i,-0.00056362+6.4779e-05i,-0.00052753+0.00061786i,-0.00012512+0.0010403i,0.00040679+0.00065872i,0.00032121+0.00029229i,0.00032552+8.2319e-05i,0.00049894-0.00031638i,0.00079649-0.00013775i,0.00070541+8.3126e-05i,0.00011672-0.00021358i
-0.0017896+0.00032595i,-0.00051638+0.00024183i,0.0005981+0.00062492i,0.00152+0.0017019i,0.0013496+0.0024101i,0.0011249+0.0020681i,0.0016156+0.0011254i,0.00099775+8.1972e-05i,-0.00039739+0.00017197i,-0.0012122+0.00045696i,-0.00099818+0.00054416i,-0.0010581+0.00027345i,-0.00068246+5.5633e-05i,0.00048549-0.0003278i,0.00068332+2.051e-05i,0.00015569+0.00060302i,0.00021734+0.00067729i,0.00057075+0.00060732i,0.00070699+0.0001375i,-7.3508e-05-0.00042038i,-0.00050858-0.00014006i,-8.664e-06+0.00046173i,5.2292e-05+0.00061361i
8.7315e-05+0.00074577i,-0.0002396+0.00039143i,0.00071583+0.00069505i,0.0011345+0.001078i,0.00069808+0.0013339i,0.00093366+0.001136i,0.00069027+0.00061571i,0.00059575+0.0001433i,4.7364e-05-4.4175e-06i,-0.00078118-5.6133e-05i,-0.0010344-0.0001254i,-0.00095519+0.00020275i,-0.00036304+0.00057375i,-0.00013344+0.00016123i,0.00018904-5.3972e-05i,0.00091209+0.00012958i,0.00041345+0.00062336i,0.00029379+0.00089874i,0.0003082+0.00096522i,-8.003e-05+0.0010639i,0.00049447+0.00015264i,0.00074731-0.00043493i,-0.00024291-7.8635e-05i
-0.00016588-0.00019894i,-7.5086e-05+0.00059117i,0.00053783+0.00099727i,0.0004576+0.00076124i,0.00081381+0.0008201i,0.0017275+0.0011051i,0.0016505+0.00058908i,0.0013704+0.00017432i,0.0008705+6.96e-05i,8.2065e-05-1.6451e-05i,-0.00037434+0.00038742i,-0.0006199+0.00062063i,-0.00015805+0.00032594i,0.00062064+2.2927e-05i,0.00031415-0.00068355i,-0.00010989-0.00096747i,0.00036708-0.00049477i,0.00067929-3.1199e-05i,5.9014e-05+0.00075402i,-0.00074845+0.00047423i,-0.00050449-0.00046509i,-0.00034067+4e-05i,-0.00040874+0.00049689i
6.8653e-05+0.00097714i,0.0010366+0.0012084i,0.0010019+0.00086631i,0.00083948+0.0011996i,0.00083316+0.0011285i,0.00066995+0.00022267i,0.00096131+0.00089551i,0.0011071+0.0018447i,0.00018879+0.0012473i,-0.00070662+0.00030844i,-0.0005512+8.4154e-06i,-0.00033016-7.8315e-05i,8.5802e-05+0.00013643i,-0.00010408+0.00018928i,-0.0005123+2.5716e-06i,0.00019373-0.00021108i,0.00061896-0.00026367i,0.00053878+5.7656e-05i,-0.0002846-0.00018641i,-0.00075115-0.00049022i,0.00020855-0.00069821i,0.0006819-0.00026384i,0.00041372+0.00017739i
-2.782e-05-0.00077867i,-0.00011555-0.0015362i,-4.2939e-05-0.0012654i,6.5967e-05+0.00079426i,-0.00021701+0.0023773i,-0.00016149+0.0023268i,0.00096495+0.0019139i,0.00089877+0.0012805i,0.00018755+0.0010292i,-0.00044427+0.0014104i,-0.00018162+0.0015471i,0.00023793+0.001251i,-0.00046152+4.085e-05i,-0.00022847-0.00063396i,0.00030209-0.00013867i,-0.00044557+0.00057406i,-0.00048977+0.00094099i,0.00039623+0.00091386i,0.00057469+0.00049379i,0.00055939-8.3323e-05i,0.00029263-0.00018406i,-0.00019055-0.00025214i,-0.00052136+1.1742e-05i
-7.0092e-05+0.00045133i,-0.00054451+0.00023882i,-0.00041677-0.00054996i,-0.00015097+0.00017685i,-0.00062402+0.00092834i,-0.00025883+0.0013311i,0.00081445+0.0015758i,0.00062911+0.0013299i,-0.0001262+0.0013259i,-1.926e-05+0.0010564i,-0.00052756+0.00050677i,-0.00099707+0.0002246i,-1.8794e-05+0.00090338i,0.00058698+0.0015608i,8.6245e-05+0.00054411i,0.00033522-0.00083807i,0.00067384-0.0014177i,0.00026112-0.00097817i,0.0002172-0.00010979i,0.00021442-4.0808e-05i,4.6495e-05-0.00032483i,7.5045e-05-0.0002229i,-0.00011998-0.00032805i
2.9684e-06-0.00037694i,0.00066994-0.00056284i,0.00086772+0.00021045i,0.0010093+0.00073604i,0.0013641+0.0013178i,0.0014295+0.0015098i,0.0015905+0.0015461i,0.0012179+0.001298i,0.00057503+0.00038656i,9.7046e-05+0.00016485i,0.00019912+0.00043528i,0.00017848+0.00022047i,0.00014025+0.00053741i,0.00014698+0.00029848i,1.0481e-05+0.00020051i,-0.00026535+0.0002629i,-0.00044016-0.00065149i,-0.00056933-0.00065485i,8.3877e-05-7.84e-05i,3.2327e-05+7.1708e-05i,-0.00041661-0.00052663i,-0.00025726-0.00053193i,0.00011926+0.00034941i
0.00052063+0.0010433i,0.00101+0.00079467i,0.0016044+0.001108i,0.0015828+0.0012096i,0.0019377+0.0012878i,0.0018634+0.00093206i,0.0016624+0.00085207i,0.0017492+0.0010394i,0.00041078+0.00076278i,-0.00015539+0.00093607i,-0.00018047+0.0011011i,-0.00050499+0.00024732i,-0.00036668-0.00011494i,0.00012588+0.00045863i,-0.0004062+0.0006707i,-0.00088994+0.00055659i,-0.00088563+0.00072154i,-0.00062514+0.00065168i,-0.00016023+0.00055846i,2.6813e-05+1.4811e-05i,0.00018401-0.00064209i,0.00022477-0.00052445i,-0.00027249-0.00015408i
0.00037945+0.00060518i,0.0004602+0.0007639i,0.00068693+0.00059518i,0.0013678+0.00071579i,0.00090388-0.0002644i,0.00052297+0.00032704i,0.0011054+0.0010502i,0.0012693+9.4057e-05i,0.00048228-0.00055437i,0.00013843-4.6223e-05i,0.00042779+0.0005419i,9.5237e-05+0.0002733i,0.00030954+0.00035248i,0.0007719+0.0008655i,0.00058539+0.00069175i,0.00037726-0.0003282i,3.2588e-05-0.0010096i,-0.00012004-0.00083316i,0.00034633-0.00091164i,-8.4307e-05-0.0010926i,-0.001136-0.00025224i,-0.0013022+0.0006383i,-0.00011584+0.00037735i
-0.00023076+0.00052836i,-0.00029158+0.00015184i,3.1777e-05+0.00069042i,0.00047893+0.0010958i,0.00036761+0.00072881i,0.00050285+0.00044555i,0.0008531+0.00058395i,9.3219e-05+0.00087049i,0.00011541+0.00095811i,0.0005937+0.00089521i,0.00030134+0.00090142i,0.00028291+0.00017492i,-0.0001153-0.00013186i,-0.00048684-5.4715e-05i,-0.00068404+0.00013607i,-0.0010098+0.00073995i,-0.00084785+0.00021853i,-0.00032092-0.0011768i,-0.00022576-0.0012196i,0.00039089-0.00012464i,0.00073353+0.00088457i,0.00038215+0.00094018i,0.00027703+0.00067508i
0.00082288-0.00011332i,0.00049412-0.0014196i,-0.00025024-0.00071564i,-0.00050036+0.00041105i,0.00065552+0.0010923i,0.00059608+0.0010316i,0.00071619+0.00088011i,0.00079352+0.00076846i,0.00015235+0.00022945i,0.00021561+2.4913e-05i,-0.00024278+0.00021673i,-0.0011497-6.5857e-05i,-0.0010259-0.000498i,0.00012087-0.00035742i,0.00076041-0.00037139i,0.00069072+0.00028006i,0.00035874+0.00093187i,-0.00020107+0.00089438i,-0.00049363+3.9713e-06i,3.3997e-05-0.00042627i,0.00032825-9.9603e-05i,0.0001405-0.00045798i,-0.00023644-0.00053981i
0.00071501-0.00079394i,0.00094057-0.0010426i,0.00080272-0.00086918i,0.0012644-0.00089118i,0.0012759-0.00026892i,0.0010164+0.00089745i,0.0011541+0.0018274i,0.0014171+0.0013192i,0.00089531+0.00057719i,0.00012092+0.0014605i,0.0003662+0.0018989i,0.00043779+0.0013606i,0.00033892+0.0011423i,0.0001474+0.00047427i,-0.00069192+8.6066e-05i,-0.0011579+0.00028732i,-0.00061773+3.7054e-05i,-0.00010116+0.00010177i,9.2969e-05-7.7376e-05i,-0.0001956+5.9814e-05i,-0.00036587+0.00066522i,0.00045108+0.00031058i,0.00088726+0.00027308i
-0.00087493-0.0011693i,-0.00052899+0.00011352i,-0.00060231+0.00010607i,-0.00051213-0.00073536i,-0.00060372+0.00018813i,-1.1453e-05+0.00099319i,0.00096609+0.0009613i,0.00042797+0.0012719i,-0.0010221+0.0015182i,-0.0018526+0.0013056i,-0.001481+0.00064392i,-0.00052338-0.00030985i,0.00010345+5.8352e-05i,-0.00034881+7.194e-05i,-0.00035064+3.3521e-05i,-8.4689e-06+0.00035153i,0.00028552+0.00049908i,0.00066426+0.0003267i,0.00044655+0.0005231i,0.00014196+0.0007411i,0.0001777+0.00046045i,0.00043635+0.00050933i,0.00041617+0.00020004i
0.00030218-0.00023798i,-0.00024524+0.00071018i,-0.00060647+0.00079056i,-0.000112+0.0014286i,0.00034205+0.0025615i,0.0011651+0.0026243i,0.0018853+0.0013963i,0.0012663+0.00046849i,-0.0001085+0.00088912i,-0.00085814+0.001241i,-0.0011627+0.00037274i,-0.0009861-9.5996e-05i,0.00025075-0.00058733i,0.00052064-0.0007932i,6.3421e-05+0.00022384i,0.00035561+0.0011183i,0.00052606+0.0011371i,0.00031393+0.0010857i,-3.7212e-05+0.0011805i,-0.0001214+0.00048733i,-0.00017765+0.00015771i,-0.00040913+0.00073889i,-0.00042012+0.00061028i
0.00041066-0.0022236i,0.00037158-0.0023365i,4.522e-05-0.001359i,-0.00055159-0.00032952i,-0.00054347+0.0009152i,-0.00032234+0.0014232i,0.00091028+0.00097129i,0.0013305+5.5698e-05i,0.00034077+4.1029e-05i,-0.00029287+0.00045661i,-0.0002613+0.00033655i,-0.0007593+0.00040418i,-0.0011291-3.1276e-06i,-0.00071703+0.000171i,-0.0009628+0.00055416i,-0.0013729+0.0006154i,-0.0007537+0.00022585i,0.00035956-6.2041e-05i,0.0012586-0.00044693i,0.0016216-0.00080174i,0.0012307-0.00090152i,0.00028453-0.00077976i,-0.00021861-1.635e-06i
0.0010357-0.0013742i,0.00050481-0.0014148i,0.00015259-0.0013877i,0.00016031-0.0014819i,0.00075833-0.00059924i,0.0011218+0.00065203i,0.0016631+0.00068598i,0.0016298+0.00015985i,0.00045125+0.00025805i,-0.00050364+0.00041733i,-0.00034288+0.00027866i,-5.794e-06-0.00024425i,-0.0003748-0.00078064i,-0.00082181-0.00024938i,-0.0003794+0.0003575i,0.00047201+0.00085602i,0.00069464+0.00084416i,0.00019912+0.00019712i,-0.00027178-4.7904e-05i,-0.00024967+5.1691e-05i,7.8633e-05-9.5087e-06i,0.00064149-0.00075743i,0.00048412-0.0011937i
0.0002097-9.5368e-05i,0.00063203-0.00062749i,0.0013536-0.00074246i,0.0019394-0.0010538i,0.0022285-0.00079634i,0.001991+0.0004173i,0.001424+0.0013625i,0.00074245+0.001617i,7.7067e-05+0.0014222i,-0.00075122+0.00061924i,-0.0011222-0.00013129i,-0.00033807-0.00016732i,0.00011634-0.00020145i,4.1475e-05+3.4891e-05i,0.00021435+0.0002482i,0.00016635-0.00043346i,0.0002708-0.00060129i,0.00065659+0.00018326i,0.00016905+0.00078491i,-0.00082658+0.00091335i,-0.00078263+0.00028256i,-9.3212e-05-0.00024804i,-0.00021241-1.0054e-05i
0.0015679+0.00080435i,0.0015607+0.00051474i,0.0022294+0.0011609i,0.0016562+0.0012358i,0.0008585+0.00060575i,0.00054525+0.00031092i,0.00048926+0.0003758i,0.0002462+0.00033547i,-0.00029956+0.00089889i,-0.00032284+0.0010942i,0.00060092+0.00077634i,0.00095165+0.00048833i,0.00014002-8.6857e-05i,-3.7489e-06-0.0001732i,-0.00045978+0.00026622i,-0.00064643+6.9843e-05i,0.00027636-0.00061115i,0.00041815-0.00081173i,-0.00017051-0.0010982i,0.00039065-0.0015245i,0.00077792-0.00060481i,0.00034201+0.00022608i,-1.8948e-05-3.5418e-06i
0.00033142+0.00055939i,-1.2135e-06-0.00049061i,0.00034197-0.00085237i,0.0015964+0.00019927i,0.0022172+0.0014763i,0.0019262+0.0017984i,0.0013146+0.0012913i,0.00090975+0.00018814i,0.00082943+0.00014549i,0.00054596+0.0013961i,0.00082343+0.0015901i,0.00092513+0.0010986i,-3.8586e-05+0.00064153i,-0.0001505+8.5791e-05i,0.00067579-0.00019387i,0.00062312-8.6461e-05i,0.00058321-0.00028255i,0.00038464-0.00037418i,-0.00032843+5.4384e-05i,-0.00010303+0.00039746i,0.00014103-0.00020277i,-6.9334e-05-0.00060365i,-0.00058902+0.00011993i
0.0023097+0.0013572i,0.0011055+0.00095654i,0.0023428+5.209e-05i,0.0035132-0.00073184i,0.0028112-0.00054204i,0.0013235+0.00086465i,0.00098223+0.0019258i,0.00098039+0.00098219i,4.7376e-05+0.00015549i,-0.00054035-0.00016943i,-3.5435e-05-0.0004129i,-2.1123e-05-7.1853e-05i,-0.00076053-0.00049894i,-0.0008551-0.0015844i,-0.00075093-0.0019773i,-0.00022637-0.0012221i,2.8418e-05-0.00056964i,-0.00016762-0.0002426i,4.5949e-05+3.9004e-05i,-0.00023998+0.00020613i,-0.00032372+0.00030609i,-0.00046071+0.000611i,-0.00041814+0.0001328i
-0.00020105+7.5069e-05i,-9.5475e-05+0.00019617i,-0.0008351+0.00063693i,-0.0018302+0.00065718i,-0.001319+0.00088659i,-0.0001256+0.00084272i,0.00071934+0.0010834i,0.0007882+0.00060334i,0.00082534+0.00034801i,0.00085523+0.00076317i,0.00087449+0.00087829i,0.00045525+0.00099347i,-0.00045737+0.00073858i,-0.00047066+0.00019223i,-0.00012551-0.00041585i,3.304e-05-0.0010888i,0.00017641-0.00062387i,7.2699e-05+0.0003559i,0.00029487+0.00031855i,-1.6437e-05-0.0001184i,0.00018784+0.00039432i,0.0002105+0.00040333i,-0.00026776+0.00046507i
-0.00081929+0.00065376i,-2.4531e-05+0.0011288i,4.0897e-05+0.001367i,4.2341e-05+0.00095683i,0.00031341+0.0010148i,0.00041838+0.0019788i,-0.00013379+0.0020425i,-7.8842e-06+0.00058645i,0.00019368-0.00051324i,-7.2231e-05-0.00031946i,-0.00012704+0.00065567i,0.00060053+0.0010544i,0.0012923+0.00079007i,0.00065689+0.00034908i,0.0003353-0.00013833i,0.0003028+0.00027247i,-4.0986e-05+0.0002595i,0.00043597+0.00045773i,0.00044769+0.00099442i,-0.00023264+0.0010534i,-0.0004196+0.00024805i,-7.478e-05-0.00071489i,6.6638e-06-0.0010856i
-0.00053976-0.0026068i,-0.00067511-0.0020167i,-0.00092677-0.0013466i,-0.0022306-4.55e-05i,-0.0024819+0.00053824i,-0.00043147+0.00048783i,0.0011457+0.0005099i,0.00088306+0.00022253i,0.00013387+5.5609e-05i,-0.00040581+0.0001413i,-0.00011871+0.00010353i,-0.00016005+2.5113e-05i,-0.00099606+3.3754e-05i,-0.00082976-0.00045193i,0.00011633-0.0010421i,0.00071993-0.00053465i,0.00060263+0.00058357i,0.00014056+0.00042254i,4.9697e-05+8.558e-05i,-0.00079569+0.00026522i,-0.0010785+0.00023513i,-0.00043249+0.00097784i,0.00051271+0.0014067i
-0.00012419-0.0010721i,-0.00084195-0.00042035i,-5.6485e-05-0.0002729i,0.00088477-1.7863e-06i,0.00018969+0.00065871i,-6.7737e-05+0.0014856i,0.00080851+0.0010772i,0.00030211+0.00080157i,-0.00094715+0.00029573i,-0.0011539+0.00039727i,-0.0011779+0.00057032i,-0.0011244+0.00021702i,-0.00086885-5.7311e-05i,-0.0001219-0.00011743i,0.0005824+0.00017309i,0.0011134+0.00065982i,0.001132+0.0002826i,0.00080531-3.1857e-05i,0.00021548+0.00011212i,-0.00047747+0.00039552i,-0.00055336+0.00033772i,-4.9902e-05+0.00019292i,-5.7454e-05-2.6387e-05i
-0.00038377+2.4424e-05i,0.0003278+0.00061349i,-0.00070694+0.00057449i,-0.0011545+0.00083899i,-3.7419e-05+0.0019919i,0.00027992+0.002002i,0.0004619+0.0011054i,0.00039381+0.00051771i,-0.00022025-6.1704e-05i,5.6217e-05-0.00031232i,0.00033514+0.00043813i,0.0002437+0.00070182i,0.00015724+0.00031028i,-0.00060145+0.00029064i,-0.00065746+0.00037023i,-0.00033357+0.00033892i,7.2719e-05-8.0166e-05i,0.00028114+0.00031965i,-0.0004553+0.00059316i,-0.00094138+0.00025232i,-0.00024428-0.00010697i,0.00075045-0.00019669i,0.00083944-8.5279e-05i
0.0001421-0.0012137i,0.00027811-0.0010256i,0.00011118-0.00067704i,-0.00024974+0.00024135i,2.4479e-05+0.001008i,8.4973e-05+0.0011517i,-0.00041784+0.00121i,-0.00037539+0.0012013i,0.00013384+0.0012869i,0.00010693+0.00077613i,-0.00016222-2.1362e-05i,-0.0004741+0.0002663i,-7.5845e-05+0.00078822i,0.00033616+0.00064899i,0.00037675+0.00024818i,0.00050339-0.00037628i,0.00017314-0.00044165i,-4.0768e-05-7.4156e-05i,4.9619e-05+0.00051309i,-7.9566e-06+0.00052135i,0.00015126+3.3441e-05i,0.00019601-0.0003118i,-7.7899e-05-4.8634e-05i
