-0.00058455-0.00033422i,-0.00032548-0.0016136i,-0.0008999-0.0016351i,-0.0017187-0.0010054i,-0.0017267-0.00050694i,-0.0015378+0.00034866i,-0.001551+0.0020167i,-0.0008281+0.0023287i,0.00041628+0.0012852i,0.00081275+0.00050437i,0.0004656-0.00030688i,-4.3761e-05-0.00092134i,-0.00051581-0.0008192i,-0.0010513-0.00086532i,-0.00060804-0.00033092i,-3.4839e-05-0.00012555i,7.3894e-05-0.00025688i,0.00022433+0.00024076i,-0.00024636+5.8245e-06i,-0.00030651-0.00013257i,0.00012344+0.00013952i,0.00015739-0.00018715i,0.00021612-0.00037583i
0.017362-0.018132i,0.067258-0.028668i,0.14061-0.0042743i,0.17182+0.04954i,0.12847+0.067072i,0.067276+0.038252i,0.022135+0.013628i,-0.0016547+0.0089382i,-0.0011035+0.0088193i,0.0070066+0.0054776i,0.0072277+0.0025043i,0.0020847-0.00033329i,-0.0011647-0.0041029i,-0.0020794-0.0047168i,-0.0033244-0.001314i,-0.0038116+0.0035606i,-0.0029516+0.0050008i,-0.0014892+0.0033512i,-0.0001675+0.0027079i,7.5781e-05+0.0021057i,-0.00011089+0.0015582i,0.0014258+0.0014119i,0.0033391+9.531e-05i
-0.023961-0.0018132i,-0.062986-0.022769i,-0.10098-0.07976i,-0.091019-0.13043i,-0.04546-0.11089i,-0.015623-0.049665i,-0.0029955-0.0041623i,0.0020191+0.014186i,-0.0024049+0.014346i,-0.0061137+0.009547i,-0.0035312+0.0060471i,-0.00088946+0.0045829i,-0.00086045+0.0064425i,-0.00032576+0.0073349i,0.00085927+0.0033712i,0.001791-0.0023491i,0.0021264-0.0040152i,0.00079728-0.0016284i,-0.00078296+0.00028865i,-0.0012246+0.0010338i,-0.0014197+0.00087809i,-0.001933+0.00023985i,-0.0021738-0.00021025i
0.013689+0.011611i,0.027377+0.050672i,0.019507+0.11476i,-0.018372+0.1448i,-0.039093+0.10173i,-0.023232+0.033473i,-0.0085052-0.012303i,-0.0085094-0.027482i,-0.008331-0.01864i,-0.0040433-0.0064283i,-0.0016566-0.004333i,-0.0010855-0.0051089i,0.00046134-0.003034i,0.0015513-0.0025011i,-0.00074132-0.002901i,-0.005839-0.001699i,-0.0068919-0.00019611i,-0.0034086+8.0521e-05i,-0.00045332+0.00050557i,0.0012648-2.4744e-05i,0.0026626-0.0010445i,0.0030265-0.00082208i,0.00099224-0.00024992i
-0.0057857-0.013507i,0.0091182-0.049971i,0.052051-0.093153i,0.092387-0.093896i,0.076101-0.047948i,0.02262-0.0051891i,-0.0097395+0.013812i,-0.012674+0.011826i,-0.0071221-0.0012195i,-0.0051205-0.0089532i,-0.0054121-0.0070413i,-0.0056403-0.0023566i,-0.0064273-3.689e-06i,-0.007282+0.0025601i,-0.004644+0.007744i,0.00074474+0.011459i,0.0032378+0.010186i,0.0017642+0.0058855i,0.00016927+0.0020861i,-0.0010528-0.00092509i,-0.0017956-0.0022576i,-0.0023703-0.0025208i,-0.0026646-0.0019041i
-0.0040499+0.013621i,-0.036271+0.035481i,-0.091024+0.042776i,-0.11932+0.017535i,-0.07973-0.0089459i,-0.014031-0.0088371i,0.025252-0.0019096i,0.032582-0.00056962i,0.021977+0.0014621i,0.010004+0.0029597i,0.0044425+0.0022811i,0.0043586+0.002792i,0.0066564+0.0042676i,0.0086449+0.0029853i,0.0096197-0.00042962i,0.0084245-0.0043694i,0.0050177-0.0053968i,0.0021854-0.0024675i,0.0013855+3.8111e-05i,-5.5111e-05+0.0014082i,-0.0015038+0.0032986i,-0.0018136+0.0044849i,-0.0010894+0.0039767i
0.013691-0.0092645i,0.048395-0.0071864i,0.092749+0.01836i,0.095942+0.053751i,0.044837+0.056017i,-0.0073757+0.027749i,-0.030541+0.007039i,-0.028085+0.0041063i,-0.012284+0.0046536i,-0.0020412+0.0036137i,-0.00084883+0.0037438i,-0.000646+0.0011941i,-0.00019243-0.0040774i,-0.0031424-0.00735i,-0.0074958-0.0070241i,-0.0084915-0.0034224i,-0.0055675-0.001161i,-0.0020223-0.0017332i,8.032e-05-0.0022595i,0.001295-0.0022065i,0.001402-0.0021438i,0.0011147-0.0017379i,0.0014991-0.0011143i
-0.015394-0.0018124i,-0.044645-0.021297i,-0.067646-0.062958i,-0.050761-0.085765i,-0.009792-0.051666i,0.014605+0.00034394i,0.016786+0.024661i,0.0087567+0.022722i,0.00026045+0.012886i,-0.0028244+0.0074838i,-0.0010174+0.0065434i,-4.3453e-05+0.0058624i,-0.0021044+0.0054932i,-0.0012181+0.0074963i,0.002654+0.008775i,0.0053448+0.0062164i,0.0046969+0.0031976i,0.0018262+0.0012481i,-0.00024041+0.00019829i,-0.0010945+3.9532e-05i,-0.0018961+0.00010412i,-0.0019808+0.00015946i,-0.0012228+0.00048469i
0.014096+0.0097661i,0.026856+0.041439i,0.024004+0.085019i,-0.0022095+0.09036i,-0.020044+0.040813i,-0.014842-0.0096804i,-0.0060488-0.029911i,-0.0031293-0.029142i,-0.0006683-0.01926i,0.001286-0.011635i,0.00075865-0.0085413i,0.000654-0.0059472i,0.0016002-0.0055964i,0.0019705-0.0063378i,0.0010078-0.0079292i,-0.00045854-0.0085688i,-0.00080772-0.0053066i,7.0565e-05-0.0021133i,0.00067842-0.00070578i,0.0016852+0.0009068i,0.0027247+0.0028585i,0.0027347+0.0024126i,0.0023613+0.00038958i
-0.0051279-0.019942i,-0.00079281-0.052707i,0.020786-0.085752i,0.041434-0.074326i,0.030185-0.022018i,0.0046526+0.017292i,-0.0048139+0.025799i,-0.0025688+0.018339i,-0.0010075+0.0071401i,-0.0013426+0.00098672i,-0.0024279-0.00013074i,-0.0040532+0.00040431i,-0.0060607+0.0014218i,-0.0081973+0.0034855i,-0.010214+0.006763i,-0.0094403+0.0088085i,-0.0061882+0.006158i,-0.0038526+0.0021195i,-0.0029896-0.00078537i,-0.0010188-0.0026769i,0.0010785-0.0022491i,0.0008041-0.0011831i,-0.00017465-0.00016496i
-0.0077483+0.014936i,-0.027776+0.038666i,-0.059362+0.054834i,-0.068119+0.037894i,-0.034033+0.0065681i,0.0037376-0.0075725i,0.017277-0.0077997i,0.014038-0.0033596i,0.0073975+0.0019626i,0.0048576+0.0033209i,0.0054767+0.0010339i,0.0048743+0.00086651i,0.0037159+0.0026972i,0.0054147+0.0036489i,0.0078062+0.0034241i,0.0083244+0.0030754i,0.0055149+0.0030309i,0.002224+0.002981i,-5.7707e-05+0.0016117i,-0.0023274-0.0013129i,-0.0034991-0.0028101i,-0.0029889-0.0016739i,-0.0013655-0.00082689i
0.010018-0.010013i,0.036948-0.018512i,0.069904-0.013855i,0.06477+0.005319i,0.020253+0.015449i,-0.015518+0.01165i,-0.025038+0.0070079i,-0.020599+0.004359i,-0.013206+0.0022i,-0.0086166+0.0016011i,-0.0057818+0.0025446i,-0.0024261+0.0026128i,-6.3619e-05+0.0006415i,-0.0011657-0.0025848i,-0.0030666-0.0045611i,-0.0023856-0.0039943i,-0.00026768-0.0038547i,0.00088519-0.0039613i,0.0009757-0.0021378i,0.00028372+0.0003552i,-0.00023541+0.0013046i,-0.00088574-4.784e-05i,-0.0013371-0.00078334i
-0.015711+0.0034452i,-0.043103-0.001187i,-0.067883-0.018125i,-0.055865-0.029862i,-0.01698-0.016035i,0.009272+0.0016755i,0.015411+0.0032316i,0.011676-0.0016603i,0.004524-0.0038008i,-0.00053324-0.0026554i,-0.0012746-9.5264e-05i,0.00051312+0.0015035i,0.0015835+0.0014422i,0.0015514+0.0026815i,0.00094479+0.0052216i,-0.00061467+0.0046114i,-0.0032203+0.0025051i,-0.0041055+0.0022185i,-0.0020173+0.0019168i,-0.00013638+0.00047889i,0.001462-0.00024987i,0.0022472+6.2052e-05i,0.0018837+0.00074481i
0.012215+0.0020489i,0.033167+0.018656i,0.047234+0.044913i,0.033055+0.050004i,0.0077237+0.024228i,-0.0064712+0.0021129i,-0.010051-0.0038023i,-0.0054395-0.0040494i,0.001012-0.0030498i,0.0028475-0.0036324i,6.2977e-05-0.0046395i,-0.0017186-0.0045405i,4.0323e-05-0.0048403i,0.0020819-0.0055497i,0.0023849-0.0054085i,0.0016753-0.0042503i,0.00093857-0.0016498i,0.0012949-2.3525e-05i,0.0012839-0.00015824i,-0.00059931+0.00032636i,-0.0014787+0.0015138i,0.00025388+0.0015714i,0.0023227+0.00066123i
-0.010164-0.007861i,-0.021042-0.030438i,-0.021886-0.055918i,-0.0086636-0.05251i,0.0021405-0.018672i,0.0052648+0.0088479i,0.0078347+0.017355i,0.008711+0.015869i,0.0068463+0.01003i,0.0054479+0.0047641i,0.0042286+0.001066i,0.0024547-0.0018512i,-0.00014095-0.0021202i,-0.0031726-0.0018764i,-0.0049933-0.002764i,-0.0042668-0.0034385i,-0.0024104-0.0034223i,-0.00091364-0.0030625i,0.00018188-0.0021776i,0.0015422-0.00066005i,0.0018552+0.0012441i,0.00074966+0.001038i,-0.00046628+0.0004186i
0.0046075+0.01419i,0.0054843+0.036841i,-0.0048005+0.058305i,-0.013753+0.049801i,-0.0093196+0.019638i,-0.00568-0.00023366i,-0.0087546-0.0066372i,-0.011607-0.0061716i,-0.010242-0.0018462i,-0.0059612+0.00056343i,-0.0020882+0.00041588i,-0.00084118-0.00030554i,-0.0013769+0.00032128i,-0.00058409+0.0015071i,0.00040155+0.0028174i,7.0069e-05+0.0044357i,0.00024567+0.0053523i,0.001124+0.0038999i,0.0010006+0.0011293i,0.00085362-0.00073298i,0.0013482-0.0013179i,0.00068794-0.0011914i,-0.00060209-0.00074274i
0.0024046-0.012979i,0.012979-0.032262i,0.030611-0.047032i,0.032325-0.036686i,0.012898-0.01236i,-0.0012928+0.0046618i,-0.0047139+0.010019i,-0.0062819+0.0057463i,-0.0070822+0.00074189i,-0.0076555+0.0010985i,-0.0064702+0.0046792i,-0.0039429+0.0067581i,-0.0020053+0.0062262i,-0.00051066+0.0047778i,0.0012548+0.0035526i,0.0031219+0.0028639i,0.0047939+0.00093151i,0.0041034-0.00031174i,0.00080369+0.00039763i,-0.0018554-4.5184e-06i,-0.0019574-0.0017584i,-0.00083055-0.0025661i,-0.00010666-0.0024421i
-0.0059343+0.0071682i,-0.023295+0.017823i,-0.044824+0.019931i,-0.044336+0.010532i,-0.022155+0.0009245i,-0.0028189-0.0058277i,0.0072463-0.011926i,0.0094192-0.014187i,0.0061604-0.012064i,0.0013377-0.008088i,-0.0021369-0.0039126i,-0.0021541-0.0009234i,-0.0011187+0.00047608i,-0.00094209+0.00084781i,-0.0016352+4.2485e-05i,-0.0028219-0.0011833i,-0.0036037-0.0015827i,-0.0034103-0.0011872i,-0.002781-0.0013097i,-0.0021949-0.0013877i,-0.0014738-0.00036764i,-0.00094678+0.00018929i,1.6953e-05+0.00024045i
0.0075408-0.0049467i,0.025366-0.0063145i,0.042621+1.9502e-05i,0.038901+0.01014i,0.018366+0.013458i,0.0012226+0.014339i,-0.0056075+0.015543i,-0.0017814+0.012492i,0.0035814+0.0059926i,0.0044131-0.00016884i,0.0026013-0.0026731i,0.00072977-0.0022755i,0.00031752-0.0017514i,0.0013436-0.00089822i,0.001198+0.0011383i,-0.00041013+0.0030119i,-0.00075903+0.0022043i,-0.0010449+0.00012811i,-0.0008611+0.00013312i,0.00019599+4.3742e-05i,-0.00012184-3.2423e-05i,-0.00062332+0.0013595i,-0.00035989+0.0020293i
-0.012337-0.0012102i,-0.027499-0.0060304i,-0.039821-0.015327i,-0.032385-0.019411i,-0.013202-0.010111i,0.0020098-0.00032175i,0.0092953+0.0039626i,0.0089743+0.0069466i,0.0067488+0.0079136i,0.0062101+0.0051028i,0.0063415+0.00084648i,0.0068175-0.0021041i,0.0065347-0.0037327i,0.0055006-0.00525i,0.0048903-0.0064858i,0.0030025-0.0068162i,0.00035227-0.0050859i,-0.00092302-0.0025587i,-0.00088303-0.00080834i,3.2607e-06-0.00055179i,0.00021058-9.4318e-05i,-0.00042471+0.00053683i,0.00028901+0.0008859i
0.0058486+0.0022532i,0.015304+0.012385i,0.020227+0.027191i,0.011738+0.03062i,-0.00086083+0.019358i,-0.011563+0.0079606i,-0.018762+0.0012976i,-0.018568-0.00105i,-0.011763+0.00081059i,-0.0045424+0.0030438i,-0.0012893+0.0037062i,-0.00016977+0.0021093i,-0.00044839+4.3947e-05i,-0.00208-0.00035763i,-0.0043618+0.0002262i,-0.0053536+0.0026711i,-0.0038361+0.0045292i,-0.0018966+0.0031898i,-0.0010002+0.0010792i,-0.00085325+0.0012131i,-0.00052808+0.0017142i,0.00015358+0.00076972i,-0.00024806-0.00066795i
-0.0063781-0.0051946i,-0.0097736-0.01661i,-0.0059166-0.028809i,0.0031793-0.025623i,0.0081262-0.009912i,0.011557+0.0015904i,0.011786+0.0044272i,0.006244+0.0016225i,-0.00072064-0.00037492i,-0.004841+0.00032032i,-0.0049621+0.0014099i,-0.0034884+0.0018559i,-0.001628+0.003228i,0.00077821+0.0043998i,0.0037252+0.0050667i,0.0057622+0.0046554i,0.0057469+0.0032012i,0.0035456+0.0020425i,0.0024732+0.0012779i,0.0027067+0.00069148i,0.0028837-0.00045728i,0.0022486-0.00083355i,0.0014673-0.00069722i
-0.00011592+0.0038864i,-0.0030748+0.01378i,-0.010819+0.022658i,-0.015537+0.018169i,-0.012538+0.0054544i,-0.0077669-0.0057935i,-0.00276-0.013215i,0.00065906-0.014172i,-0.00024025-0.0099546i,-0.0023549-0.0050581i,-0.0037463-0.0026298i,-0.0045824-0.001362i,-0.0048911-0.00078069i,-0.0047364-0.0013268i,-0.0039698-0.0037591i,-0.0032812-0.0053342i,-0.0027053-0.0041946i,-0.0019628-0.0024515i,-0.0012627-0.0019584i,-0.0018441-0.0023606i,-0.0023399-0.0024456i,-0.0012438-0.0010353i,-0.00011058+0.00039976i
0.0024561-0.0049174i,0.008601-0.012045i,0.018503-0.012965i,0.019153-0.0051506i,0.0092995+0.0056982i,0.0015289+0.015021i,-0.00085089+0.018845i,0.0002629+0.014063i,0.0021922+0.0048471i,0.0029015-0.0017161i,0.0023361-0.0025413i,0.0010237-0.0011995i,0.00015645+0.00066384i,-6.3094e-05+0.0027137i,3.5517e-05+0.0046893i,0.00052569+0.0052429i,0.0014486+0.0023978i,0.0019827-0.00090496i,0.001095-0.0010292i,0.0011733+0.00017976i,0.0010995+0.00083237i,-0.00054797-8.0714e-05i,-0.00097163-0.0014745i
-0.0032144+0.0041594i,-0.0097587+0.0063681i,-0.018352+0.0043147i,-0.017757-0.0028538i,-0.0090178-0.0067076i,-0.0015636-0.0075182i,0.002532-0.0059505i,0.0031442-0.0022122i,0.0043897+0.00011689i,0.0046306+0.0009068i,0.0026412+0.00096201i,0.0026648+0.00026721i,0.0050205-0.0011733i,0.0066702-0.0030501i,0.0061506-0.0056703i,0.0040622-0.0072024i,0.0013812-0.0058412i,-0.00052595-0.0029806i,-0.0015632-0.0021808i,-0.0013563-0.0028123i,-0.00032639-0.0022297i,-0.00025247-0.00097136i,-0.0011078-0.00061146i
0.0040154-0.0020371i,0.01128-0.0017591i,0.017315+0.0036505i,0.01256+0.0089901i,0.00011388+0.0098961i,-0.010197+0.0094599i,-0.014529+0.0068711i,-0.012727+0.0047935i,-0.007145+0.0049533i,-0.002409+0.004199i,0.00011219+0.0027183i,0.00098079+0.0017274i,0.00010152+0.00025851i,-0.002014-0.00095044i,-0.0054064-2.3694e-05i,-0.0065843+0.0023342i,-0.0045935+0.0036762i,-0.0022794+0.0029792i,-0.0013298+0.0022977i,-0.0017254+0.0018338i,-0.0015937+0.00076825i,8.4382e-05-0.00030096i,0.0013283-0.00054783i
-0.0032272-0.0015985i,-0.010146-0.0040263i,-0.013201-0.0088834i,-0.0075874-0.0087101i,0.0015961-0.0031661i,0.0087275+0.0009579i,0.010533+0.0022748i,0.0064999+0.0012489i,0.0005707+0.0010016i,-0.0027769+0.0010239i,-0.0030122-0.00017847i,-0.0032141-0.00054574i,-0.00222+0.00094828i,0.00073461+0.0034259i,0.0039194+0.0047976i,0.0055183+0.00314i,0.0048057+0.0011609i,0.00301+0.001304i,0.0016837+0.001047i,0.00078232+0.0006316i,0.00036321-7.7844e-05i,0.00012404-0.00087875i,0.00034261-0.001247i
0.0076212+0.0017324i,0.010165+0.0046964i,0.0089435+0.0071643i,0.0014689+0.0054263i,-0.0057155+0.0014469i,-0.0095398-0.00018701i,-0.0080354-0.0004485i,-0.0048568-0.0020354i,-0.004014-0.0036606i,-0.0041754-0.0043369i,-0.0029384-0.0032064i,-0.0022433-0.0013848i,-0.0034352-0.0014695i,-0.0049508-0.0018303i,-0.0052163-0.0017062i,-0.0038474-0.0011436i,-0.0020085+2.187e-05i,-0.001047+0.00041242i,-0.00037199-5.9294e-05i,0.00014685+0.00080354i,-0.00051524+0.0012839i,-0.0004697+0.00090735i,-0.00067238+0.0010116i
-0.0027646-0.0041218i,-0.0038838-0.0082275i,-0.0020317-0.0094433i,-0.00010598-0.0033591i,0.0012744+0.0044406i,0.0037871+0.0096287i,0.0043373+0.011128i,0.0033686+0.0078993i,0.0025574+0.0024198i,0.0012553-4.4431e-05i,-0.00066203+6.7655e-05i,-0.000753-0.00070479i,-0.00027076+0.00011033i,-0.0011653+0.0026999i,-0.0013932+0.0042911i,0.00030199+0.0040129i,0.0011826+0.0020047i,0.0012466+0.00042166i,0.0015923+0.00045187i,0.0010163-0.00019468i,0.00017809-0.00050594i,0.00037738-0.00039216i,0.00084059-0.00062375i
-0.00095513+0.00095374i,-0.0019584+0.0047955i,-0.0047321+0.0061278i,-0.0054672+0.0015372i,-0.0040771-0.0022184i,-0.0032387-0.0048563i,-0.0022859-0.005985i,-0.001372-0.0044079i,0.00097548-0.0012417i,0.0025352+0.0006981i,0.0014148+0.0011101i,0.0010005+0.0011802i,0.0024794+0.0001551i,0.0041251-0.0013063i,0.0037359-0.0029639i,0.00095269-0.0042915i,-0.0013378-0.0036517i,-0.0012594-0.0021135i,-0.0013219-0.00146i,-0.001535-0.00038675i,-0.00022694-0.00012887i,0.00056172-0.0017104i,0.00031866-0.0017365i
0.0021956-0.0011691i,0.00437-0.0035344i,0.0060499-0.0036524i,0.0038129-0.00080693i,-9.628e-05+0.0036249i,-0.0027659+0.0066493i,-0.003207+0.0059353i,-0.0020375+0.0030782i,-0.0004327+0.0014828i,0.00020053+0.0011184i,0.00043735-0.00048655i,0.00065349-0.00066285i,0.00083728+0.0011194i,0.0006177+0.0013758i,-0.00020197+0.00099651i,-0.00042338+0.0016338i,0.00037828+0.00093089i,-0.00023802-0.00070384i,-0.0012474-0.0010727i,-0.0001722-0.00056341i,0.0013253-0.00012924i,0.0010203-0.00012981i,0.00077885+0.00060941i
-0.003727-0.00070099i,-0.0051122+0.001397i,-0.0070156+0.0034448i,-0.0055071+0.0033902i,-0.0021279+0.0024235i,0.0024164-8.5704e-05i,0.0055249-0.0031159i,0.0044682-0.0037722i,0.000891-0.0022659i,-0.0011076-0.00029447i,-0.00044913+0.00097432i,1.3445e-05+0.0010877i,-0.00014033+0.00089518i,0.00028189+0.00083292i,0.00199+0.00023986i,0.0015812-0.0011805i,-0.0010457-0.0015329i,-0.001989-0.00015683i,-0.0022624+8.2485e-05i,-0.002398-0.0006119i,-0.0012368+0.00017485i,4.2704e-05+0.00048646i,0.00011775+0.00036356i
-0.0011591-0.00076363i,-0.0002655-0.0015136i,0.002356-0.002544i,0.0014283-0.0022759i,-0.0028816+0.0008101i,-0.0071204+0.004597i,-0.0081456+0.0056278i,-0.005804+0.0037071i,-0.0031046+0.00048702i,-0.0011309-0.0011001i,-0.00064684-0.00052483i,-0.00038764-0.00067192i,-0.00060756-0.0026653i,-0.0020239-0.0037803i,-0.0030526-0.0017274i,-0.0026507+0.0024884i,-5.0926e-06+0.0055042i,0.0024464+0.004587i,0.0019695+0.0020609i,0.00066505+0.0011593i,0.00022354+0.000588i,-0.00038035-0.00024992i,-0.00061528-0.00035917i
-0.0016782+0.0010486i,-0.0017666+0.0017638i,-0.0023323+0.0040885i,-0.0014618+0.0064339i,0.0016803+0.0068167i,0.0036464+0.0058861i,0.0020674+0.0058466i,-0.00077044+0.0045641i,-0.0010461+0.0020876i,-0.00091966+0.00074969i,-0.0019162+0.000152i,-0.0012647-0.00013712i,-0.00016942-0.00079773i,-0.00036395-0.00085762i,0.00017129+1.4662e-05i,0.0021224-0.0011105i,0.0026695-0.0034139i,0.0014666-0.0027534i,0.00023105-0.00016263i,0.00020957-0.00050871i,-0.00016397-0.0014662i,-0.00064742-0.0009121i,-0.00055295-0.0012903i
0.0023038+0.00080162i,0.002191-0.00062959i,0.0035815-0.0025682i,0.0025026-0.0047643i,-0.0012949-0.0049679i,-0.004811-0.0037636i,-0.0057389-0.0037948i,-0.0054583-0.0033713i,-0.0043097-0.0012898i,-0.0022546-0.0007083i,-0.00051367-0.00089506i,0.00059174-0.00011852i,0.00044102+0.00069343i,0.00015434+0.00069284i,-0.00085153-0.00036135i,-0.0039839-0.00052313i,-0.0061354+0.0014333i,-0.0046761+0.0016753i,-0.0021575+0.00010653i,-0.0010311+0.00041091i,0.0005008+0.00083701i,0.0018077+0.00068702i,0.0020088+0.00054866i
0.0015659-0.00128i,0.00087146-0.00070255i,-0.0011604-0.00054649i,-0.0030685+0.0014383i,-0.0018148+0.0043215i,0.0012599+0.006647i,0.0032841+0.006112i,0.0034585+0.0037302i,0.0027182+0.001686i,0.0011835+0.00026842i,-0.00045981+0.00010609i,-0.0012468+0.00099411i,-0.00085838+0.001441i,0.00015102+0.0019464i,0.0018367+0.0026658i,0.0041935+0.0035881i,0.0065763+0.0029424i,0.006025+0.0011059i,0.003054+0.00052623i,0.0012556+0.00047997i,0.00097116+0.00020305i,0.00099785-0.00023651i,0.00071914-0.00067308i
0.0016176-0.003165i,-0.00029402-0.0039051i,-0.0022044-0.0044403i,-0.0032398-0.0044335i,-0.0031317-0.0031737i,-0.00093538-0.0011459i,0.0021432-0.00073008i,0.0047801+0.00042338i,0.0050953+0.00065365i,0.0035587+0.00013329i,0.002171+0.00074367i,0.00049154+0.00027923i,-0.00041081-0.0010779i,-0.00016837-0.0010051i,-0.00092482-0.0019354i,-0.0027403-0.0049423i,-0.0040556-0.005246i,-0.0034599-0.0026439i,-0.002088-0.0015646i,-0.0011192-0.0015582i,-3.6612e-05-0.00072159i,0.00016941+0.00044024i,0.00027492+0.0013599i
0.0001336+0.0018721i,0.00058854+0.0014106i,0.0029713+0.001136i,0.0031946+0.0012736i,0.0005707+0.0028815i,-0.0026029+0.0056066i,-0.0027879+0.0065615i,-0.0013188+0.0054922i,-0.0011736+0.0034107i,-0.0012984+0.0014354i,-0.0015082+0.00054236i,-0.0015506+0.00022134i,-0.00093235-0.00042068i,9.9898e-06-0.00067802i,-0.0012711+0.0010586i,-0.0027468+0.0043206i,-0.0015494+0.0070594i,5.1289e-05+0.006253i,0.00066221+0.0027613i,0.00094336+0.0001736i,0.0020138-0.00065665i,0.0027731-0.00053996i,0.0022629-0.00045301i
-0.0014178-0.001196i,-0.0026779-0.001368i,-0.0038484+0.00079667i,-0.004112+0.0029812i,-0.0026193+0.002676i,-0.00067068+0.00099672i,-0.0017276-0.00071687i,-0.0039179-0.00083064i,-0.0041637+0.00012533i,-0.0024703+0.00022306i,-0.00049425+0.00019044i,0.000801+0.00065752i,0.001635+6.2997e-05i,0.0015041-0.0010604i,0.0024081-0.0020903i,0.0040731-0.0033918i,0.0048135-0.0046409i,0.0036916-0.0044306i,0.0020141-0.002795i,0.00073231-0.0013337i,1.6776e-05-0.00061879i,0.00028449-0.00013005i,-9.346e-05-0.00042979i
0.0023838-0.0016032i,0.0033368-0.0022989i,0.0042307-0.0047075i,0.0016021-0.004458i,-0.0025817-0.0014761i,-0.0047516+0.0010418i,-0.0042481-0.00075658i,-0.0041765-0.0043119i,-0.0049432-0.0048986i,-0.0043743-0.0033673i,-0.002719-0.0012307i,-0.00083854+0.00025952i,-0.0010974+0.0022628i,-0.0014692+0.00367i,-0.0017129+0.0028789i,-0.0043095+0.0015377i,-0.0060691+0.0016783i,-0.0048156+0.0010175i,-0.002499-0.00045274i,-0.00094401-0.00051694i,-0.0004269-0.00065211i,-0.00040534-0.00063203i,0.00010647-0.00016883i
-0.0043709+0.00026181i,-0.0056693+0.00070354i,-0.0065918+0.0031923i,-0.0045234+0.0053433i,-0.0005203+0.0049354i,0.0018665+0.0037512i,0.0027614+0.0024496i,0.0033287-0.00015112i,0.0029888-0.0021658i,0.0017609-0.0018744i,0.00066674-0.00018567i,0.00066682+0.00032509i,0.00058414+0.00048506i,0.00040011+0.00078037i,0.0017486+0.0014074i,0.003784+0.0025939i,0.0044185+0.0019304i,0.0030584+0.00083677i,0.00061557+0.0014084i,-0.0015079+0.0019769i,-0.0024075+0.0014371i,-0.001438+0.00072762i,-0.00038283+0.00043532i
0.00052871+0.0026947i,0.0012272+0.0029608i,0.0028973+0.0016086i,0.0021379-0.00049358i,-0.00064376-0.000299i,-0.0021827+0.001417i,-0.00093135+0.0027185i,0.00088698+0.0028395i,0.0020675+0.0016471i,0.0021922+9.8495e-05i,0.00030897-0.00078338i,-0.00056608-0.0021914i,-9.0438e-05-0.0030145i,-0.00080385-0.002184i,-0.0020037-0.0025493i,-0.0026251-0.0040366i,-0.0030496-0.0040208i,-0.002232-0.0024921i,-0.00060763-0.00081311i,0.00029863+8.601e-05i,0.00066128+0.00065522i,0.00059585+0.0013066i,-0.00027064+0.00096695i
0.0011116+0.0002009i,-0.00097464-0.00087797i,-0.001918-0.0013654i,-0.0010661+0.00033247i,-0.00052597+0.0030433i,-0.0015208+0.0057062i,-0.0026571+0.0076596i,-0.0028734+0.0078443i,-0.0019321+0.0063346i,-0.00023167+0.0036685i,0.00029176+0.0014237i,0.00018138+0.00098456i,0.0010718+0.0011252i,0.002562+0.001065i,0.0018516+0.0014742i,0.00067207+0.0028222i,0.001583+0.003083i,0.002352+0.0016701i,0.0021805+0.00044719i,0.0016699-0.00058626i,0.00096905-0.00046574i,0.00048547+0.00033103i,0.00027818+4.9814e-05i
-0.00062507-0.00021133i,0.0017525-2.1133e-05i,0.0025444+0.00064428i,0.0010968+0.00056088i,0.00012093+0.00095415i,0.00038417+0.00090786i,-0.00070189-0.00024591i,-0.0037926-0.00071615i,-0.0044708+0.00056817i,-0.0033841+0.0012441i,-0.0010825+0.00015378i,0.0011921-0.00048116i,0.00041182+5.7488e-05i,-0.00040255+2.4613e-05i,0.0002479-0.0010494i,0.00070211-0.0026443i,0.00026548-0.0027219i,0.0001644-0.0006295i,0.00070714-0.00010427i,0.0008068-0.00033978i,0.00030459+0.00087177i,-0.00022073+0.00048724i,0.00091983-0.00096995i
-0.00063583+0.00031286i,-0.0014203-0.00085077i,-0.0017703-0.0020666i,-0.0011943-0.0021282i,-0.0010227-0.0011672i,-0.00099663-0.00047062i,-0.00014615-0.0018309i,0.0010723-0.0035743i,9.8017e-05-0.0030326i,-0.0018993-0.0015795i,-0.0022756+0.00020023i,-0.0032697+0.0019422i,-0.0047505+0.0030566i,-0.0041247+0.0040014i,-0.0028342+0.0046436i,-0.001776+0.0048904i,-0.00074948+0.0045294i,5.4144e-05+0.0027825i,0.00044144+0.00083954i,0.00087314+0.00010222i,0.0013237-0.00057058i,0.00090791-0.0011571i,0.00052695-0.0013633i
