-0.00058455-0.00033422i,-0.00032548-0.0016136i,-0.0008999-0.0016351i,-0.0017187-0.0010054i,-0.0017267-0.00050694i,-0.0015378+0.00034866i,-0.001551+0.0020167i,-0.0008281+0.0023287i,0.00041628+0.0012852i,0.00081275+0.00050437i,0.0004656-0.00030688i,-4.3761e-05-0.00092134i,-0.00051581-0.0008192i,-0.0010513-0.00086532i,-0.00060804-0.00033092i,-3.4839e-05-0.00012555i,7.3894e-05-0.00025688i,0.00022433+0.00024076i,-0.00024636+5.8245e-06i,-0.00030651-0.00013257i,0.00012344+0.00013952i,0.00015739-0.00018715i,0.00021612-0.00037583i
0.00062907-0.00031447i,0.00027977+0.000223i,0.00016315-0.00061574i,0.00048298-0.00055024i,0.00026214+0.00064936i,-0.00048683+0.0013746i,-0.0002458+0.0002839i,8.6585e-05-0.00093676i,-3.4663e-05-0.00069503i,0.00012079-0.00017848i,0.000157-0.00086705i,0.00021198-0.00090023i,0.00053069+1.7437e-08i,0.0002971+0.0006164i,-0.00016134+0.00080009i,0.00016359+0.0007027i,4.6548e-05+0.00046478i,-0.00043044-0.00047607i,0.00013773-0.0010523i,0.00063061-0.00011919i,0.00064415+0.0004782i,0.00020655+0.00052505i,-0.00042756+0.00074458i
0.0015096-0.00092678i,0.00069521-0.0014793i,-0.00050065-0.00082366i,-0.0020386-0.00051077i,-0.0028082-0.00058114i,-0.0026588-6.0386e-05i,-0.0024255+0.00051491i,-0.0017469+0.00078997i,-0.00079951+0.0011879i,-0.00083108+0.0010191i,-0.00052334+0.00066679i,-0.00045974-0.00027943i,-0.0012757-0.00067904i,-0.0010137+0.00045693i,-0.00033411+0.00080928i,-0.000168+0.00020573i,-2.0761e-05-0.00043391i,0.00035685+0.00016135i,0.00021833+0.00062244i,-0.00066947-0.00030956i,-0.00080694-0.0012448i,-0.00015148-0.0010618i,0.0004243-0.00045766i
-0.00094685+0.00017586i,0.0003034-0.00021973i,0.00065692-0.000169i,-0.00031947+0.00040343i,-0.0010785+0.00052243i,-0.00018892+0.00096408i,0.0006161+0.00070072i,0.00047835+0.0002743i,0.00027619+0.00036138i,0.00061787+0.00025005i,0.00024468-0.00024069i,-0.00064158+9.9996e-05i,-0.00065147+0.00068997i,-0.00010878+0.00076301i,0.00025201+0.00024009i,3.0347e-05-0.00020327i,-0.00094296-0.00039813i,-0.0011628-0.00051096i,-0.00015153-0.00038068i,4.0529e-05+0.00019642i,8.179e-05-9.9054e-05i,0.00017517-0.00052063i,0.00017899+0.00015507i
-0.0013635+0.00092037i,-0.001379+0.00060341i,-0.001199+0.00067423i,1.0212e-05+0.00068763i,0.00060674+0.0011188i,-0.00044937+0.00099608i,-0.0005128+0.00093189i,0.00065345+0.00081276i,0.00080174-0.00028692i,0.0011126-0.00038408i,0.0012277+0.00057427i,0.00013595+0.00089279i,-0.00031348+0.00096384i,0.00010219-8.7854e-05i,0.00025904-0.00096464i,4.6739e-05-0.00097364i,7.2641e-05-0.00071169i,1.506e-05+0.00051764i,-7.3553e-05+0.00080648i,0.00047354-1.7652e-05i,0.0007506-7.2982e-05i,0.00059325+0.00071672i,0.00077937+0.0013036i
-0.00090715+0.00014568i,-3.1962e-06+0.00071786i,0.00014139+0.001067i,-0.00053615+0.00094925i,-0.00090101+0.0010824i,-0.0013405+0.0016833i,-0.0019774+0.00073394i,-0.0017832-0.00044037i,-0.0011431-0.00058978i,-0.00034925-0.00051958i,8.056e-05-0.000257i,0.0001563-0.00013794i,0.0004638+0.00024689i,0.00033627+0.00025211i,0.00024326-0.00062446i,0.00031122-0.00057194i,0.0004592+0.0002836i,0.00015374+0.00063835i,-0.00033439+0.00044825i,5.3453e-05+0.00015192i,0.00055449-0.00043855i,0.00066158-0.00066038i,0.00043924-0.00068307i
0.00016939+0.00037719i,0.0011086-0.00056133i,0.0017482-0.00097616i,0.002047-0.00040702i,0.0016835+0.00064212i,0.00012066+0.00072543i,-0.00047561+0.00091007i,-0.00044626+0.00087805i,-0.00054684+0.0008995i,-0.00064036+0.0011734i,-0.0011128+0.0005315i,-0.0010845-0.00078904i,-0.00088949-0.0013762i,-0.001066-0.00062123i,-0.00067141-0.00038624i,-0.0001732-0.00045641i,-0.00026343-0.00041647i,-0.00010801-0.0007785i,0.00066516-0.0007846i,0.00098465-1.6476e-05i,0.00015035+0.00066863i,-0.00062237+0.00023521i,-0.00029605-0.00022517i
-0.0019616+0.0016658i,-0.0022204+0.0021666i,-0.00097168+0.0026962i,-0.0003995+0.0032076i,-0.00068532+0.0021472i,-0.00026055+0.00081246i,-0.00052473+0.00037795i,-0.00047318-3.719e-05i,0.00021351+0.00058188i,0.00031597+0.0012901i,-0.00044468+0.00099122i,-0.00064149+0.00022975i,-0.00040787-0.00040152i,-0.000461-0.00017315i,-0.00021345-0.00062641i,0.00057898-0.00098998i,0.00053497-0.00043625i,-0.00019555-0.00010462i,-0.00025728+0.00040359i,0.00031091+0.0011068i,0.00060992+0.00061905i,0.00023982+0.00026401i,0.00027353-2.4476e-05i
0.00073775-0.00088125i,-8.9713e-05-0.002726i,-0.0013412-0.0038866i,-0.002735-0.002731i,-0.0038354-0.0011644i,-0.0032327+0.00057998i,-0.0019228+0.0011819i,-0.00017657+0.00039647i,0.0010882-0.00022633i,0.00055669+2.5719e-05i,-0.00036201-5.327e-05i,-0.0004376-0.00019513i,-0.00033495-3.3665e-06i,-0.00025351+0.00053151i,0.0002536+0.0017034i,0.00016715+0.0013817i,-0.00017314+0.00052287i,-0.00026851-0.0002375i,-0.00047644-0.0010755i,-0.00078268-0.00094703i,-0.00068231-0.00027879i,-0.000277+0.00043478i,-0.00067806-4.5013e-05i
0.0019702-0.00059143i,0.0013754-0.00049673i,0.00065012-0.0008672i,-0.0003512-0.00064357i,-0.0015806+0.00028197i,-0.0011276+0.00081198i,-0.00031538+0.00080123i,-0.00037223+0.00091618i,-0.00035594+0.00035933i,-0.00048363-0.0005803i,-0.00082861-0.00018943i,-0.00040288+0.00025082i,0.00014605-0.00065715i,0.00033796-0.0012205i,9.8469e-05-0.00060261i,9.9208e-05-3.2296e-05i,-8.7696e-05-6.2404e-05i,-0.00071796+0.00036242i,-0.0006618+0.00051137i,-0.00075301-0.00012569i,-0.00080136-0.00055614i,3.8784e-05-0.00020718i,0.0008564+0.00031882i
0.00076116+0.00090271i,-1.7484e-05-0.0010405i,-0.00069506-0.0018244i,-0.0014427-0.0012988i,-0.0020172-0.00015904i,-0.001984-0.00031033i,-0.0017886-0.00042935i,-0.0011133-9.8251e-05i,-0.00014868+0.00020887i,0.00026158+0.00048926i,-0.00016023+0.0002488i,-0.00040967-0.00050964i,-0.0002586-0.0013474i,-0.0005983-0.0014278i,0.00033417-0.00081611i,0.00080866-0.00051801i,2.8156e-05-0.00055128i,-0.00032058-0.00052667i,-0.00024303+0.00014836i,-2.7872e-05+0.00020044i,0.00065683-0.00013945i,0.00041289-0.00021518i,-0.00060811+0.0002066i
0.0011532-4.0271e-05i,0.0017291+0.00069874i,0.0024026+0.00080809i,0.0017616+0.00054243i,-0.00014814+0.00056927i,-0.00082514+0.0011082i,0.00013999+0.00077678i,0.00037275-0.00042348i,-7.1296e-05-0.0010392i,-7.2692e-05-0.00012932i,0.00015295+0.00048995i,0.00051543+0.00056738i,7.4827e-05+0.00050477i,-0.00056426+0.00044387i,6.8075e-05+0.00049684i,0.00038916+0.00050206i,-4.7611e-06+0.00061821i,-0.00014668-0.00038995i,0.00021926-0.0014129i,0.00036999-0.0011856i,0.0001393-0.00059129i,0.00021153+0.00014102i,0.00083654+0.00036541i
-0.0015578-0.00058767i,-0.001069-0.00067407i,-0.00041224-0.0008406i,0.00014545-0.00042065i,-0.00036307-0.00025415i,-0.0012955-0.00015607i,-0.001262+0.00039211i,-0.00089389-0.00017473i,-0.00024955-0.00065103i,-0.00037116-0.00034844i,-0.00052061-0.00054554i,0.00015348-0.00050307i,0.00053548-0.0001165i,0.00026307-5.3262e-05i,-0.00012556+4.1777e-05i,-8.8252e-05+0.00036273i,0.00035065+5.0149e-05i,0.00032777-8.8659e-05i,-0.00030737+0.0003985i,-0.00084407+0.00076969i,-0.00089021+0.00056451i,-0.00049383+0.00029457i,-0.00032052-0.00027741i
0.0015649+0.0013648i,0.0022076+0.0015688i,0.0017473+0.00071177i,-0.00086307-0.00091585i,-0.0024142-0.001213i,-0.0027086-0.00078467i,-0.0017057-0.00051121i,-0.00033491-0.00055299i,-0.00060714-0.00053869i,-0.00073776-0.00037284i,-5.7507e-05-0.00052323i,0.00038841-0.00043956i,0.00024309+0.00032179i,-0.00038003+0.00020043i,-0.0011581-0.00012955i,-0.0013253+8.6451e-05i,-0.00099367+0.00042844i,-0.00060594+0.00047354i,0.00010287+0.00015306i,0.00020116-0.00044015i,-1.9241e-05-0.0013349i,-0.00036077-0.00050827i,-0.0001017+0.00076722i
-0.0019341-0.0013488i,-0.0016763-0.0015428i,-0.0016705-0.0017862i,-0.001526-0.001072i,0.00012774-0.00031005i,0.00084844+0.00032095i,-0.00022301+0.00062406i,-0.00063916+4.9223e-05i,0.00027546-0.00021291i,7.8515e-05+0.00017447i,-0.00074958-1.7121e-06i,-0.00031272-0.0003285i,4.557e-05-3.7355e-05i,-0.00045218-0.00010849i,-0.00056596-0.00099843i,0.00014466-0.0011382i,0.0007225+8.0819e-05i,0.00096938+0.00068932i,0.0009455+8.8734e-05i,0.00093023-3.3093e-05i,0.00031161-0.00013121i,-0.00024337-0.00026446i,-0.00033841+9.9086e-05i
0.00057672-0.00010735i,0.00092452-0.00079726i,0.0010021-0.001048i,-0.00031836-0.0018976i,-0.0016263-0.0012045i,-0.0017801+0.00073839i,-0.0013567+0.001078i,-0.0003489+0.00085605i,0.00042115+0.0011415i,-6.1921e-05+0.00062687i,-0.0010297+0.00027999i,-0.00088565+0.00084096i,0.0002112+0.00080157i,0.00083804+0.00040856i,0.00068997+0.00043584i,-0.00073593+0.000201i,-0.00055825+0.0003884i,0.00084534-1.5205e-05i,0.00087212-0.00044148i,0.00067288+9.8864e-06i,0.0010083-0.00036703i,0.00091172-0.0014131i,-0.00024901-0.00093515i
0.0014006+0.00061834i,0.0021829-0.0008329i,0.0021225-0.0011139i,0.00083802-0.00051813i,-0.00077855-0.0007602i,-0.0012942-0.00093458i,-0.001182-0.00088175i,-0.00055388-0.00097137i,0.0003897-0.00065208i,0.00030077-0.00033002i,-0.00030268-0.00039648i,-0.00081495-0.00056456i,-0.00082034-0.00030037i,-0.00079106-0.00028628i,-0.00011844-0.00044113i,-0.00021714-0.00021224i,-0.00094843-0.00032139i,-0.0003842-0.0004984i,0.00031658-0.0005078i,0.00065561-0.00044588i,0.0010152-0.00053529i,0.00049671+0.00016977i,-0.00011757+0.00058699i
0.0020822-0.0002967i,0.0015191-0.00033639i,0.00036345-0.00044986i,0.00054033-0.0007158i,-0.00026893-8.0984e-05i,-0.001623+0.00053963i,-0.0016438+0.00056847i,-0.00082898+0.00030775i,-0.00011817-3.0533e-05i,-0.0004601-0.00023557i,-0.00033614-0.00011039i,-0.00049329+0.00038093i,-0.00058122+0.00021678i,-0.00052238-0.00022477i,-0.00053868-0.00022535i,-0.00012023-0.00022729i,-0.00024923-0.00018072i,-6.2871e-05+9.0327e-05i,0.00046938-8.3208e-05i,0.00020475-0.00026109i,0.00043067-0.00010638i,0.00037992-1.5512e-05i,-1.6794e-05-0.00063706i
0.00027813-0.001773i,-0.00049519-0.0022678i,-0.0019887-0.0030447i,-0.003233-0.0020296i,-0.0031344-0.0013801i,-0.0017127-0.00068049i,-0.00085087-8.027e-05i,-0.00091183+0.00027341i,-0.0011236+0.00028534i,-0.00080245-0.00012251i,-5.0612e-05-9.9163e-05i,0.00014561+0.00011435i,-6.0869e-05-6.0461e-05i,3.8961e-05-0.00046147i,0.00042769-0.0001488i,0.00013907-0.0003553i,0.00010317+0.00011637i,-0.00014672+0.00099952i,-0.00060512+0.00097478i,-0.00046395+0.00063968i,-0.00033308+0.00038454i,-0.00086374+0.00061812i,-0.00098335+0.00062254i
-0.00018639+0.0012717i,0.00059377+0.0018135i,0.0016997+0.0001633i,0.00097346-0.00036823i,-0.00036481-0.00057832i,-0.0011191-0.00049876i,-0.0016316-0.00037173i,-0.001418-0.00015331i,-0.00053511+0.00060933i,-0.00013094+0.00052104i,4.8827e-05-5.1822e-05i,0.00026026+0.00025189i,-0.00024647+0.00088071i,-0.00057185+0.00099907i,-0.00055734+0.00087563i,-0.000348+0.00066785i,-7.8692e-05+0.00033047i,-0.00011978+0.00017722i,6.2518e-05+0.00015718i,-5.6258e-05-0.0003731i,-0.00047249-0.00072039i,-6.5382e-06-0.0002665i,0.0007258+0.00031554i
0.00090082-0.00066594i,7.2998e-05-0.00066538i,7.6596e-05-0.0017294i,-0.00098363-0.0014216i,-0.0020629-0.00018977i,-0.0017446+0.00069427i,-0.0009504+0.0010725i,0.00011364+0.00072534i,0.00075823+8.9213e-05i,0.00041525-0.00038601i,-0.00028516+8.6175e-05i,-0.00016624-6.8951e-05i,0.00044423-0.00059057i,0.00032509-0.00032329i,0.00025873+0.00029813i,0.00013947+0.00052303i,-0.00054925+4.1017e-05i,-0.00042712-0.00016351i,0.00051706+1.9593e-05i,0.00081544+0.00063236i,0.00041035+0.0012844i,3.9266e-05+0.00092537i,-0.00021928+0.00037712i
-0.0002718+0.00023074i,-0.0005088+0.00066705i,0.00016432+0.00092975i,-0.00016608-0.00026502i,-0.00049057-0.00058386i,-0.00021855+0.0010728i,-0.00057782+0.0019i,-0.00065162+0.0015633i,-0.00079776+0.00093704i,-0.00054074-4.6697e-05i,0.00013858-9.6491e-05i,0.00014197+0.00020818i,0.00052557+0.00027045i,0.00058898-0.00015033i,0.00039163-0.00048089i,0.00021983-0.00072265i,0.00017208-0.00032302i,-0.00019949+0.00023756i,-0.00035662+9.5289e-05i,-0.00032984-0.00016919i,-0.00052861+5.0176e-05i,-0.0010435+0.0008138i,-0.00067782+0.00058401i
8.6253e-05+0.0006147i,-0.00037058-0.0004065i,-0.00025926-0.00094228i,-0.00020452+0.00049386i,-0.00082217+0.0013429i,-0.0012757+0.00038123i,-0.0007436+5.5537e-05i,-8.1275e-05+0.00066199i,-0.00017271+0.00058097i,-0.00027736-1.7932e-05i,-0.00033385-0.00036175i,-0.00042732-0.00045208i,-0.00013852-0.0005329i,-4.7842e-06-0.00060954i,2.7322e-05-0.00075976i,-0.00059652-0.00041634i,-0.0011918+3.7863e-06i,-0.00082381-0.00039119i,-0.00051041-0.00094756i,-0.0004558-0.00060398i,0.0001713-0.00012862i,0.00024335+0.00040427i,-6.2431e-05+0.00074503i
-0.00024182+0.0015194i,9.4976e-05+0.0015993i,0.00027243+0.0010517i,-0.00022905-0.00012615i,-0.0011518-0.00028569i,-0.002071+9.2848e-05i,-0.0016101+0.00028153i,-0.00061645+3.2235e-05i,0.0005132-0.0005081i,0.00084066-0.00046364i,0.0006977-0.00056831i,0.00041856-0.00045653i,0.00012912-0.00031029i,0.00021889+2.1864e-05i,6.4258e-06+0.00019133i,-8.7029e-06+0.00057425i,-4.0308e-05+0.00084921i,-0.00022796+0.00058405i,-0.00041189-0.00025957i,-0.00078789-0.00065507i,-0.0009622+9.7225e-05i,3.3722e-05+0.00072684i,0.00041771+0.00097523i
-0.00070707-0.0022585i,0.00016415-0.0011661i,0.00017234-0.00029388i,7.4193e-05+6.0393e-05i,-0.0002539+0.00061564i,-0.00097949-2.2892e-05i,-0.00064691+7.4186e-05i,0.00033174+0.00048646i,0.00051242+0.00011434i,0.00040775-0.00035246i,0.00013837-0.00019105i,-0.00041596-0.00020869i,-2.2232e-05-0.00053128i,0.00067223+0.00025913i,0.00030656+0.0010012i,-0.00021356+0.00055747i,0.00015649+0.00070725i,0.00065462+0.00092538i,0.00012144+0.00040874i,-0.00051198+1.9827e-05i,-0.000583+7.4418e-05i,-0.00047266+0.00052708i,-0.00021662+0.00047586i
0.0010775+0.0012095i,0.0020233+0.0017261i,0.0019275+0.00097887i,0.00089903-0.0006533i,-0.00083765-0.0011653i,-0.0020549-0.00054062i,-0.0012703+0.00025191i,-5.7121e-05-0.00043685i,-0.00033207-0.00058821i,-0.00088881-0.00059162i,-0.00050468-0.00096083i,5.8591e-05-0.00083713i,0.00037792-0.00035612i,-0.00023569-0.00040071i,-0.00050845+0.00038248i,-0.00051269+0.00097194i,-0.00053246+0.00037073i,-9.7076e-05+0.000645i,0.00020502+0.00052894i,0.00036575-0.00037212i,0.00036934+4.8341e-05i,-1.8778e-05+0.00084425i,0.00057221+0.0011133i
-0.00090513+0.0024414i,-0.00073631+0.002654i,0.0005707+0.001655i,0.00011865+0.00045225i,-0.0011317-0.00077966i,-0.0016943-0.0011917i,-0.0015921-0.00070244i,-0.00019056+0.00016157i,-4.4681e-06+0.00034245i,-0.00046599-0.00028825i,-3.8992e-05-0.00052331i,0.00049591-0.00057252i,0.00082335-0.00031879i,0.00023649-0.00027977i,-0.00052045-0.00068408i,-0.00059157-0.00068698i,-0.00010963-0.00026226i,-5.2144e-05+0.00024644i,-0.00042752+0.00010621i,-0.00077879+9.0449e-05i,-0.00082452+0.00052056i,-0.0004838+0.00064597i,-0.0006049+0.00047778i
0.00093301+0.00097029i,0.00088142+0.00054089i,0.0011047+0.00025436i,0.00059955-0.00032963i,-0.00068973-0.00118i,-0.0016549-0.0011454i,-0.0019794-7.2016e-05i,-0.0013173+5.2886e-05i,4.7849e-05-0.00079269i,0.00021222-0.0014108i,-0.00045507-0.00059989i,-0.00070927+4.1963e-05i,-0.00047271-0.00015879i,-0.00029375-0.00062788i,0.00032143-0.00089749i,0.00055567-0.00087952i,-9.7859e-05-0.0007106i,-0.00077691-0.00054284i,-0.0010372-0.00081091i,-0.00021474-0.0008647i,0.00015428-0.00033878i,-0.00066311-0.00028439i,-0.00035101-0.00014894i
-6.2979e-05+0.00050619i,0.00013966+0.00076979i,0.00053636+0.00046698i,-0.00034091-0.00024478i,-0.00059-0.000316i,-0.0005393-0.00054464i,-0.00083331+5.0434e-05i,-0.00081545+0.00048161i,-0.00088092-5.7497e-06i,-0.00049987-2.9341e-06i,-0.00041414+2.4067e-05i,-0.00038446-0.00051134i,1.1898e-05-0.00098618i,-5.7669e-05-0.0011127i,-0.00069401-0.0014055i,-0.00086322-0.00064111i,-0.00021665+0.00041802i,0.00078142+0.00030147i,0.00084178-0.00016773i,-0.00010624-0.00039814i,-0.00019315-0.00040436i,0.00034897-0.00014386i,0.00087075+0.00013339i
0.0010943-0.0010545i,0.0010245-0.00047483i,0.00059196-0.0007502i,-0.00064102-0.001595i,-0.0015215-0.0016374i,-0.0024243+0.00063263i,-0.0021386+0.0014112i,-0.00061567+0.000268i,0.00023225-0.0010374i,-0.00014036-0.001213i,-0.00034261-0.00088753i,0.00044048-0.00092307i,-6.9559e-05-0.00065011i,-0.0010683-0.00051335i,-0.0013765+0.00031063i,-0.0011642+0.00065815i,-0.00026262+0.00022204i,5.2718e-05+0.00055049i,-2.6324e-05+0.00049092i,1.3095e-05-9.7799e-05i,0.0001221+0.00022427i,0.00021957+0.00095072i,-2.8275e-05+0.0006488i
0.0022943+0.00012079i,0.0016241+0.00078447i,0.0026857+0.00035011i,0.00244-0.001285i,0.00033684-0.0019522i,-0.0015458-0.0016446i,-0.0016636-0.0011628i,-0.0011739-0.00068592i,-0.00042237-0.00059621i,0.00039161-0.00068161i,0.00073527+0.00028134i,0.00026916+0.0009353i,-0.00050199-3.2328e-05i,-0.00042651-0.00017917i,2.3669e-05+0.00059194i,0.00029181+0.0012544i,-2.0852e-05+0.00061886i,-2.0386e-05-0.00052309i,0.00043119-0.00051486i,0.00039489-0.00061288i,9.2804e-05-0.00094818i,-0.00045344-0.0004748i,-0.00030302+0.00019648i
0.0055876+0.0091886i,0.0081961+0.0108i,0.013594+0.0057994i,0.010659-0.0028173i,0.0044243-0.0074214i,-0.0014143-0.0064342i,-0.0024054-0.002796i,-0.00071188-0.0015476i,0.00013447-0.0015456i,0.00033839-0.002583i,-0.00061223-0.0031002i,-0.0015971-0.0019493i,-0.0027985-0.00054001i,-0.0034237+0.000621i,-0.0024261+0.0014185i,-0.0011299+0.00076584i,-2.7872e-05-0.0006004i,0.00022495-0.00051905i,8.2263e-05+9.3721e-05i,0.00013098-0.00022074i,0.00014247-0.00025934i,0.00068171+0.00058951i,0.0011014+0.00042475i
-0.0016202-0.0014265i,-0.0016992-0.0024187i,-0.0028856-0.001866i,-0.0032562+3.7272e-05i,-0.0016432+0.0015299i,-0.00044796+0.00231i,-7.4207e-05+0.0012695i,-0.00026471+0.00013771i,-0.00066767+0.00047635i,-0.00067465+0.0006964i,-0.00061165+0.00018411i,-4.1519e-05-0.00024437i,0.00062961-0.00024403i,0.00089735-0.0002377i,0.00040257-0.00036465i,-0.00019225+0.00013935i,-0.00084315+0.0006626i,-0.0012356+0.00068036i,-0.00080833+0.00036576i,-0.00069242+0.00028996i,-0.0004592+0.00045957i,0.00010319+0.00042466i,-6.9652e-06+7.3464e-05i
0.00051912+1.4725e-05i,-0.00071361-0.00059219i,-0.0015781-0.00069583i,-0.0021166-0.00027133i,-0.0022952-9.5909e-06i,-0.0020099+0.00046813i,-0.0012526+0.00026511i,-7.0234e-05-5.5571e-05i,-0.00025431-0.00018578i,-0.001111-0.00051738i,-0.0012584-0.00028045i,-0.00083404-0.00013534i,0.00024602+0.00018678i,0.00059347+0.00037822i,0.00070564-0.0001325i,6.4218e-05-0.00036892i,-0.00051946-0.00043463i,-0.00063582+0.00015249i,-0.00033266+0.0007378i,0.00032794+0.00020477i,0.00049448-6.8276e-05i,0.00032961+0.0001602i,-0.00015274-0.0001267i
0.0001327-0.00027611i,0.00045862-0.0021146i,-0.00088173-0.0019339i,-0.00029001-0.000537i,4.342e-05+0.00078277i,-0.00078259+0.00036157i,-0.00038754-0.00029012i,-0.00019395-0.00051274i,-0.0002385-0.00053646i,0.00040914+0.0006692i,0.00016028+0.0011819i,0.00016943+0.0002521i,0.00056193-0.00044761i,0.0014512-0.00075291i,0.0014062-0.000159i,-8.8488e-05+0.0002157i,-0.00076623-0.00017463i,-0.00036081+1.6198e-05i,0.000336+0.00026311i,0.00036648+0.00018819i,0.00056649+7.6356e-05i,0.0010312-0.00028907i,0.0012028-0.0001915i
-0.00099716-0.00027259i,-0.00060969+2.9754e-05i,8.5456e-05+0.00027458i,-0.00026976+0.0003863i,-0.0010061+0.00039183i,-0.0013467+0.00085892i,-0.0016076+0.00049131i,-0.0013031+4.1816e-05i,-0.0011516-0.00056947i,-0.00058258-0.0006605i,6.7533e-05-0.00034458i,0.00043449-0.00036081i,0.00078687-0.0005235i,0.00056138-0.00088409i,0.00011104-0.00098824i,-0.00028354-0.00057126i,5.469e-05-8.9591e-05i,0.0007838+0.00015684i,0.00055077-0.00019191i,0.00027299-0.00037635i,0.00021302+0.00060991i,0.00012314+0.00082286i,-0.00059565-8.0685e-05i
-0.00051502-0.00012408i,-0.0015891+0.00016707i,-0.0024783+0.00087994i,-0.0024335+0.0016719i,-0.0021757+0.0021196i,-0.0012974+0.0019792i,-0.00089681+0.0017502i,-0.0012699+0.00078541i,-0.0010529-0.0002451i,-0.00065729-0.00029724i,-0.00050937+0.0003255i,-0.00012285+0.0002772i,-1.3009e-05-0.00061447i,-9.0385e-05-0.00066909i,-0.0004109-0.00028936i,0.00013521-0.00083278i,0.00096679-0.0011507i,0.0004443-0.00097568i,0.00033853-0.00045541i,0.00010522-1.5931e-05i,-0.00084782+3.6525e-05i,-0.0013616-0.00020034i,-0.0011949-0.00037621i
0.0014717-0.0011976i,0.00092714-0.0022554i,0.00066336-0.0028531i,0.00021238-0.0032743i,-0.0014139-0.0019509i,-0.0027396+9.6603e-05i,-0.0020749+0.00095556i,-0.00054132+0.0010787i,7.9719e-06+0.00040301i,3.3052e-05-0.0011368i,0.0001463-0.001712i,0.00032731-0.00050141i,0.0003859+0.00029314i,0.00010397+0.00037601i,0.00048031+0.00012766i,0.00066757-5.3899e-06i,0.00012922+0.00014878i,-0.00035374+0.00050382i,-0.00046163+0.00020442i,-0.00049922-0.00035325i,-0.00016717-0.00021324i,0.00011636+0.00044719i,-0.0004076+0.00047854i
-0.00070428+0.0014277i,-0.00056523+0.0028262i,0.00032552+0.0030793i,0.0015139+0.0012995i,0.00057023-0.00037211i,-0.00061178-0.00041476i,-0.00068451+7.5842e-05i,-0.00037951+0.0005297i,0.00041873+0.00056238i,0.00055998+9.7844e-05i,5.3271e-05+0.00017338i,-0.00021315+0.00025537i,1.3785e-05+0.00018342i,0.00041262+0.00097346i,0.00074978+0.00091221i,0.00052738-0.00028296i,0.00049194-0.00017918i,0.00080622+0.00055531i,0.0011541-2.4627e-05i,0.0010209-0.00087657i,0.000276-0.00086235i,-0.00050262-0.00076311i,-2.0852e-05-0.00061772i
-0.002503+0.00028276i,-0.0021184+0.00013558i,-0.0015019+0.00047747i,-0.00073317+0.00071081i,-0.00027894+2.2995e-05i,-0.00036882-0.00080712i,-0.00039332+0.00011638i,-0.00037276+0.00025822i,-0.00048364+0.00013752i,-0.00012079+6.5289e-05i,2.6e-05-0.00027453i,-0.00030105-0.00015454i,7.4061e-05+7.2783e-05i,0.0002988-0.00060962i,0.00036469-0.0010826i,0.00053809-0.0001367i,0.00022413+2.1334e-05i,-0.00043683-0.00014336i,-0.00032149+0.0003105i,0.00057428+6.0314e-05i,0.00024188-7.0135e-05i,0.00038016-0.00029634i,0.00046732-0.00067073i
0.00075735-0.00032154i,0.00076514-4.6646e-05i,0.0010668+8.3796e-05i,0.0004881-0.00047567i,-0.0014653-0.00032388i,-0.0026253+0.00045022i,-0.0019202+0.00081056i,-0.0010297+0.0005904i,-0.0010084-0.00049738i,-0.00087252-0.0011859i,-0.00051567-0.00025949i,-0.00043196+0.00082961i,-0.00058142+0.00041598i,-0.00039884-0.0003915i,-0.00013418-0.00087264i,-0.00030037-0.00046389i,-0.00063017+0.00017157i,-0.0004119+9.3961e-05i,-1.7986e-05-0.00023353i,0.00049431-0.00040651i,0.00041429-0.00032759i,0.00017991+6.3704e-05i,0.00014666+0.00010651i
-0.0014612+0.0019354i,-0.00041706+0.00154i,2.8712e-05+0.0015437i,0.0005068+0.002032i,0.00022791+0.0015483i,-0.00048063+0.0014454i,-1.7079e-05+0.0017024i,0.00016985+0.0017528i,0.00012685+0.0013058i,0.00065041+0.00044687i,0.00086691+0.00028291i,0.00017822+0.00063752i,-0.00013405+2.3932e-05i,0.0001345-0.00051237i,0.00029905+4.562e-05i,0.00030378+0.00085324i,9.5264e-05+0.00065126i,-0.00069078+0.0004845i,-0.00066803+0.00032939i,6.596e-05+0.00038907i,0.00010541+0.0006022i,-0.00026977+0.00028224i,0.00036649-0.0008878i
0.0015751-0.0015212i,-0.00035484-0.00096734i,-0.00029506-0.0010513i,-0.00013802-0.0006864i,-0.0013513+0.00043356i,-0.0016368+0.0018205i,-0.0015178+0.0019433i,-0.0010432+0.00066411i,-0.00080073-0.00066967i,-0.0010648-0.00098152i,-0.0011271-0.00060884i,-0.00073019+0.00046092i,9.4157e-05+0.00099507i,0.00048814+0.00063998i,-0.00043002+0.00047134i,-0.00092852+0.00024179i,-0.00068471-0.00012223i,-0.00012359-0.00017354i,0.00036486-0.00068124i,0.00037616-0.00070941i,4.0602e-05-0.00038745i,0.00045404+0.00020135i,0.00092719+0.00081921i
