-0.0015055+0.00055566i,-0.0012495+0.0012356i,-0.0015334+0.0021231i,-0.00082461+0.0017862i,-0.00020814+0.0018395i,-0.00092409+0.0018092i,-0.00057474+0.0014518i,0.00052232+0.00095664i,0.00070075+7.2377e-05i,0.00054724-0.00085956i,0.00060768-0.0016484i,0.00045635-0.0013479i,0.00051682-0.00065665i,0.00045203+0.00044908i,0.00031425+0.00048496i,0.0009518-0.00020067i,0.00084393+0.00021599i,0.00052771-9.4904e-05i,4.1092e-06-0.00071391i,-0.00041219-0.00033026i,-0.00050212-8.3933e-05i,-0.00070006-0.00010081i,-0.00016623+0.00046782i
-0.0024427-2.9497e-05i,-0.0028694-0.00045172i,-0.0029886+0.0010525i,-0.0012101+0.0010744i,0.0007473-9.7955e-05i,0.0012586-0.0012337i,0.00021565-0.0025107i,-0.00059325-0.0027659i,-0.00035301-0.0015395i,0.00023328-0.00078785i,0.00048584-0.00061815i,-0.00017251-0.0003721i,-0.00020248-6.7107e-05i,0.00043966-0.00022777i,0.00035703-0.00041928i,0.00012069-0.00022816i,-0.00045605-1.9754e-06i,-0.00051943-0.00043861i,0.00046891-0.00041395i,0.00056918-0.00014806i,0.00022818+1.6605e-05i,0.00024606+0.00039655i,0.0005371+0.00045037i
0.00051902-0.0025279i,0.00020169-0.0034049i,-0.0010351-0.0028843i,-0.0016623-0.0019672i,-0.0014681-0.00091589i,9.0621e-05+7.0051e-05i,0.00065373-0.00024355i,-0.00018645-0.0011589i,-0.00060264-0.0010392i,-0.0012364-2.7604e-05i,-0.0011698+0.000362i,-0.00047564+0.0011562i,0.00013291+0.0018993i,0.00067238+0.0014788i,0.0011801+0.00083845i,0.0010922+0.00018549i,0.00072241-0.00035758i,0.00058703-0.00060714i,0.00040363-0.00074156i,0.00022577-0.00088774i,7.9086e-05-0.00080867i,0.00048931+0.00024348i,0.00069297+0.00037318i
0.00013787+0.0018514i,-0.00040633+0.00098987i,-0.00093353-5.1161e-05i,0.00019909-0.0007512i,0.0011616-0.00052095i,0.00025388+0.00029286i,-0.00073083+0.00020181i,-0.00055604-0.0001835i,7.7756e-05-0.0009832i,3.5357e-06-0.0014992i,-0.00026161-0.0013963i,-0.00083878-0.00059113i,-0.00081283+3.0795e-05i,0.00026865+0.00020124i,-4.8172e-05+0.00060246i,-0.00041362+0.0005982i,-2.3163e-05+0.00055613i,-0.0002429+0.00035268i,-0.00021795+0.00010188i,-0.00011398+0.00090789i,-5.8122e-05+0.0010375i,0.0003359+0.00051876i,0.00020187+0.00039866i
0.00037749-0.0022462i,0.0016401-0.0012126i,0.0010536-0.00073683i,0.0010459+6.6271e-05i,0.0014303-7.0153e-05i,0.0016599-0.00055555i,0.0013953-0.00051583i,0.00058408-0.0007894i,0.00048546-0.00070791i,0.00053952-0.00010452i,-0.00037955-0.00022184i,-0.00098454-0.00027813i,-0.00094612-0.00017966i,-0.00047352-0.00056577i,-0.00022341+3.5943e-05i,-0.00056411+0.00078271i,-0.00042121+0.00037755i,7.2748e-05+0.00051814i,0.00014465+0.00016835i,-2.9766e-05-0.0006914i,0.00013692-0.00095964i,0.00012089-0.00079925i,0.00022301-0.00054178i
-0.00085191-9.9691e-05i,-0.001071+0.00045078i,-0.0020421+0.001095i,-0.0013499+0.0018123i,-2.946e-05+0.0012148i,-0.0004832-0.00071089i,-0.00093713-0.001201i,-0.00033733-0.00093808i,0.00027578-0.00078577i,0.00024551+0.00042821i,3.6077e-05+0.0011929i,0.00034015+0.00040402i,0.00078131-0.0004396i,9.2616e-05-0.00070626i,-0.00047524-0.00030578i,0.00018274-0.00024658i,0.00094264-0.00018609i,0.0011425-0.00066991i,0.0010514-0.0015636i,0.00034547-0.0013545i,-7.442e-05-0.00070148i,-0.00027048-7.167e-05i,-0.00057009+0.00040901i
0.00076962+0.00014651i,0.0013442-0.00016182i,0.0014645-0.0010162i,0.00027358-0.0018201i,-0.00068595-0.0011996i,-0.00038792-0.0001844i,0.00034208+0.00010952i,0.00038592-0.00014293i,0.00036465-0.00033715i,-8.0103e-06+9.6209e-06i,-0.00045948+2.4596e-05i,-0.00085924-7.5268e-05i,-0.00061069+0.00061845i,-0.0011369+0.0011082i,-0.00069769+0.0011841i,0.00036063+0.00075016i,0.00060101+1.0649e-05i,0.00059566+0.00017277i,3.7194e-05+0.00067202i,-0.00020437+0.000363i,-0.00043269-0.0004146i,-0.00024626-0.0010875i,0.00031927-0.00092901i
0.00072753-0.0013464i,0.00041376-0.0011262i,-0.00027909-0.00072116i,-2.4558e-06+0.00024291i,0.0008623+0.00093708i,0.00042357+0.00046147i,-0.00052413+0.00017859i,-0.00083263-6.8558e-05i,-0.00042828-0.00075866i,0.00011441-0.00042997i,-0.00039873+0.00019961i,-0.00066972+0.00022248i,-0.00050834+0.00043792i,-0.00058619+0.0012798i,-0.0001876+0.0013993i,0.00026837+0.00041547i,0.00083666+0.0002699i,0.00076456+0.00048555i,0.00042287-0.00073659i,9.5481e-05-0.0014112i,-9.2578e-05-0.00055439i,4.3803e-05+0.00062381i,-7.9693e-05+0.00083125i
-0.00025573-0.00091466i,-0.00065623-0.00053372i,-0.00082517-0.00039869i,-7.8077e-05-0.00014596i,0.0013117+0.00025883i,0.0024647-0.00017305i,0.0017929-0.0012486i,0.001013-0.00079846i,-0.00014882-0.00014857i,-0.00063204-0.00013179i,-0.00058615+2.1715e-05i,-0.00054982-0.00041223i,-0.00028056-0.00093052i,-0.00048494-0.00094788i,-0.00037366-0.0008737i,-0.00012486-0.00074792i,0.00029879-0.00083093i,0.0004874-0.00012104i,0.00032793-1.5503e-05i,-7.1962e-05-0.00073067i,-0.00019021-0.00018782i,-0.00019205+0.00021618i,-0.00050303-0.00016102i
-0.00024815-0.00030848i,0.00029536-0.00097416i,0.001058-0.0015712i,0.00054837-0.0015564i,-0.00078324-0.0013619i,-0.0016031-0.001507i,-0.00048061-0.001584i,0.00012385-0.0013026i,-0.0004007-0.0013532i,-0.0005211-0.00089061i,-0.00051934-0.00047303i,-5.8846e-05-0.00023645i,1.2783e-05+0.00059543i,3.3132e-05+0.00062768i,0.00044499-0.00013501i,0.00041902+0.00011134i,0.00055392+0.0010719i,0.00062152+0.00092952i,0.00064609-1.1924e-05i,0.00066787-0.00047508i,0.00030998-0.00014918i,0.00015666-0.00017638i,-3.2082e-05-0.00029252i
-0.00075079-0.00035405i,-0.0022845-0.0004318i,-0.0029279+0.0014833i,-0.0022066+0.0028101i,-0.00059936+0.0020124i,0.00069711+0.00068115i,0.00026161+0.00016526i,-0.00041966-8.8516e-05i,-0.00081292-0.00035562i,-0.00081671+0.00017404i,-0.0001931+0.00043961i,0.0002125+6.3335e-05i,0.00051205+0.00023612i,0.00092617+0.00066928i,0.00084053+0.00026044i,0.00089717-0.00011749i,0.00070949-0.000129i,0.00024997-0.00030335i,-2.1465e-05-0.0003158i,6.6264e-05-0.00026662i,0.00049831-0.00041214i,0.00052034+0.00028824i,0.00093589+0.00055494i
0.0018726-4.8928e-05i,0.0015127-0.0015871i,0.00096626-0.0023831i,0.00087434-0.0022952i,0.00081652-0.001114i,0.00060424-2.6627e-06i,0.00078643+0.00010859i,0.00073694-0.00037737i,0.00047298-0.00088275i,0.00066361-0.0014845i,-9.8674e-05-0.0011791i,-0.0012199+9.9046e-05i,-0.0009992+0.00011367i,-0.00077345-0.00044921i,-0.00067902-0.00045366i,4.8204e-05+0.0001616i,-6.3643e-05+0.00023938i,-0.0007892+0.00018105i,-0.00070999+0.0010666i,-0.00068132+0.00055087i,-0.00074255+0.00010921i,0.00017165+0.00020989i,9.5372e-05-0.00016115i
0.0016501-0.00064301i,0.00087257+0.00019465i,-3.8984e-05-0.00049207i,-8.102e-05-0.00039213i,-0.00037506+0.00054511i,4.834e-05+1.0403e-05i,-9.9082e-06-9.3983e-05i,-0.00043264+0.00016221i,-0.00040892-0.0005046i,-0.00056635-0.00080931i,-0.00026981-0.00079682i,-0.00020269-0.00024346i,0.00030336+0.00071925i,0.00069212+0.00092434i,0.0001364+0.0010704i,9.4078e-05+0.0011472i,0.00073137+0.00029734i,0.00086283+0.00021276i,-0.00032209+0.00058069i,-0.0011448+0.0006503i,-0.00036393+0.00042831i,0.0003183-9.8045e-05i,-0.00028598+6.5993e-05i
0.0024735-0.0034988i,0.001737-0.0035809i,0.00013039-0.0030481i,-0.00062885-0.0018748i,-0.0011176-0.00025275i,-0.00068187+0.0006413i,0.00048342+0.0002702i,0.0012327-0.00026579i,0.00084285-0.00027986i,-0.0002847+0.00028433i,-0.0011644+0.00099245i,-0.0011147+0.0013565i,-0.00068342+0.0016599i,-0.0003936+0.0017619i,-0.00034153+0.0011751i,-0.00042131+0.00045786i,2.3108e-05-0.00015875i,0.00025724+0.00019153i,0.00032099+0.00048502i,0.00053944+0.00028087i,0.00068939+7.804e-05i,0.0010392-3.2587e-05i,0.00044744+0.00025442i
0.00083811-0.0014018i,0.00095622-0.00067146i,0.00056565+0.00013637i,5.7392e-05+0.00035227i,0.00027632+0.00041816i,0.00012267-0.00022512i,-0.00032707-0.0010156i,-0.00015958-0.00041884i,-0.00026593+0.00036156i,-0.00055393+0.00052972i,-0.00074089+0.00077916i,-0.00077997+0.00010791i,-6.4549e-06-0.00038332i,0.00058886-0.00038541i,0.00015264-0.00030589i,-0.00029898+0.00021528i,-0.00021387-0.00028173i,0.00012164-0.00066797i,0.00067986+0.00017405i,0.00030494+0.00070098i,0.00014884+0.00036063i,-9.5509e-05+2.9315e-05i,-0.0012012+0.00014354i
-0.00083324+0.00019961i,-0.00074985-0.0010635i,-4.2586e-05-0.0017682i,0.00086522-0.00072376i,0.0012678-0.00035519i,0.00031395-0.0011305i,-0.00055989-0.00094738i,-0.00059815-0.00012955i,-0.00055438-0.00040459i,-0.00057764-0.00046873i,-0.00070855+4.511e-05i,-0.0015176-0.00013694i,-0.0011406+0.00041664i,-4.7449e-05+0.0010087i,-2.1999e-05+0.00066681i,0.00043936+0.00066272i,0.00043285+0.00059454i,-4.2129e-05+0.0003106i,0.00051892+0.00078752i,0.0009875+0.0011302i,0.00041692+0.00077143i,-0.00018026+0.00044642i,0.00020499-2.0571e-06i
0.0019079-0.0005942i,0.0020632+0.00012137i,0.0012682+6.0679e-06i,0.0011597-0.00036594i,0.00026932-0.00064802i,-0.00046205-0.00042965i,-7.9343e-05-0.00035645i,-0.00038775-0.0010445i,-0.00021206-0.001121i,-1.9732e-05-0.00085081i,-8.7286e-05-0.00043206i,-0.0006701+9.0689e-05i,-0.0010947+0.00012087i,-0.0010599+0.00074798i,-0.0012223+0.00085842i,-0.0013127+0.00035448i,-0.00070472-0.00034074i,0.00017428-0.00069619i,0.00015776-0.00058297i,0.00014881-0.00044688i,0.00057337-0.00010005i,-4.1933e-06-1.2568e-05i,-0.00083834-0.00070096i
0.0004981-0.00073304i,-0.00012355-0.00046i,-0.00054929-0.0012441i,-0.00052676-0.00096292i,-0.00059218-0.00062243i,0.00030993-0.00069344i,0.00056927-0.0006944i,8.124e-05-0.00086723i,-0.00022679-0.0011739i,-0.00034274-0.0012976i,-0.00016518-0.0002081i,-0.00030168+0.00086063i,-4.0417e-05+0.0012044i,0.00051128+0.0015746i,-3.7177e-05+0.0015072i,-0.00055803+0.00066798i,-0.00059419+3.321e-06i,-0.00025782-0.00063909i,0.00047948-0.00012385i,0.00056675+0.00077526i,0.0001255+0.00029905i,0.00022807-1.3132e-06i,0.00099825+0.00051281i
0.00077061-0.00018853i,0.00081058-0.0010272i,0.0016003-0.0014519i,0.0017396-0.0005751i,0.00056236+1.1163e-05i,0.00015057-0.00012281i,0.00023546+2.109e-05i,0.00041245+3.9232e-05i,0.00085691-0.00088589i,0.000613-0.00088003i,-0.00037786+9.0853e-05i,-0.00028082+0.00094728i,-0.00054496+0.0010125i,-0.0015639+0.00047919i,-0.0011799-0.00029717i,-0.0005863-0.00040019i,-0.00054671+6.8834e-05i,-0.00035944+0.0003066i,-7.2543e-05+0.00031999i,2.5842e-07+0.00019746i,0.00022562-0.00024075i,7.2744e-06-0.00074869i,0.00075527-0.00022629i
-1.3101e-05-0.0021992i,-0.00025542-0.0015578i,-0.00099464-0.0012876i,-0.00016271-0.0014836i,0.00028733-0.0014197i,-0.00039301-0.00090433i,-0.00031985-0.0010704i,-0.00027469-0.0010152i,-0.00072995-7.2515e-05i,-0.00098742+0.0004267i,-0.00058023-0.00012277i,-0.00058994-0.00055922i,-0.00053037-0.0004951i,1.7972e-05-0.00069036i,0.0013454-0.0004277i,0.0015081+4.7442e-05i,0.00035839-0.00013911i,2.5247e-05-0.0003093i,0.0001763-0.00050296i,-1.5701e-05-0.00059556i,7.1125e-05-0.00053456i,0.0003568-0.00042295i,0.00069837-0.00044312i
-0.00017175-0.0012524i,-0.0010782-0.0013186i,-0.00091395-0.00044833i,0.00013332-0.00049795i,0.00064086-0.00017615i,0.00058075+0.00033042i,6.825e-05-0.00070989i,7.6549e-06-0.00135i,0.00031026-0.0003557i,0.00023209+0.0008514i,-0.000103+0.00082002i,-0.00085723+0.00030283i,-0.00068234+8.5276e-05i,0.00014174-0.00011151i,0.00040269-0.00041996i,0.00035389-0.00034963i,0.00025477+0.00036525i,0.00023147+0.00031521i,-0.00026034-0.00022461i,-0.0006365+0.00030023i,-2.2918e-05+0.00055708i,7.8827e-05+0.00032168i,-0.00048409+0.00065741i
-0.001027-0.0015405i,-0.0010313-0.0010801i,0.00010488-8.1448e-05i,0.0011192-7.3953e-05i,0.00083408+0.00020948i,-7.9559e-05+0.0003026i,-0.0011181-0.0011701i,-0.00083955-0.0021347i,1.1342e-05-0.0014113i,0.00051223-0.00048425i,0.00057213-8.9511e-05i,0.0007995+0.00020262i,0.0010486+0.00056145i,0.0012037+0.00058901i,0.00066042+0.0001248i,3.4491e-05-0.00027062i,0.00017226-0.00064134i,0.00084869-1.4219e-05i,0.00055441+0.00038709i,5.6e-05-0.00076291i,6.3e-06-0.0011723i,-0.00048044-0.00030519i,-0.00035438-4.78e-05i
-7.6816e-06-0.00035594i,-0.0017111-0.0010475i,-0.0029776-0.00043764i,-0.0031901+0.00037614i,-0.0014175+0.00020408i,0.00027436+0.00018706i,0.00057609-0.00053549i,0.0004755-0.0011337i,3.0933e-05-0.00070903i,-0.0004993-8.1972e-05i,-0.00039877-0.00056418i,-0.00015719-0.00076486i,0.00021922+6.8537e-05i,0.00054542+0.00063339i,-4.7031e-05+0.00055227i,-0.00071232+0.00059171i,-0.00058016+0.00018425i,-0.00064571-0.0004395i,-0.00080689+0.00013878i,-0.00066674+0.00077395i,-0.0005615+0.00097696i,-0.00017849+0.00078203i,8.8237e-05+0.00051466i
0.0014093-0.00012132i,0.0021901-0.0011896i,0.0017539-0.0027026i,0.00068352-0.0033426i,-0.00057889-0.0025315i,-6.4107e-05-0.0015668i,0.00093018-0.0010041i,0.00086111+0.00016406i,0.00048375+0.00070544i,0.00014029+0.00054287i,-0.00065343+6.3913e-05i,-0.00098167-0.00090807i,-0.0011053-0.00017089i,-0.00099643+0.00068528i,0.00035643+0.00049156i,0.00039186+0.00019048i,-0.00023882-0.00080447i,0.00011925-0.001259i,0.00022825-0.0012576i,1.979e-05-0.0010389i,-0.00024602-0.00057347i,-0.00049487-0.00062828i,-0.00044064-0.00019634i
0.00030392+0.00030394i,8.8508e-05+0.00096016i,-0.00061636+0.0005364i,-0.00032729-8.4313e-05i,0.00014611+0.00017069i,-0.00010962-0.0012069i,-0.00048104-0.0021302i,-0.0007666-0.0011335i,-0.00075624-0.00096027i,-0.00052278-0.00071157i,-0.00093624-0.00038369i,-0.0011468+0.00015491i,-0.00045388+7.4801e-05i,0.00011351+0.00014119i,-0.00028+0.0010211i,-0.00074304+0.0013641i,-0.00013734+0.00085025i,0.000502+0.00072383i,0.00058542+0.000866i,0.00048612+0.00056844i,0.00029294-0.00015666i,0.00053902-0.0002286i,0.00044813-0.00066759i
0.00051453-0.00013357i,0.001092-0.00056324i,0.0013487-0.0019012i,0.0011752-0.0016906i,0.00035709-0.00058866i,0.00016217-0.00052681i,0.00019534-0.00048733i,0.00046657-0.00030253i,0.001183+0.00066968i,0.0010373+0.0012375i,-0.00013279+0.00056539i,-0.00077469-6.9562e-05i,-0.00051499-0.00013708i,0.00010886-0.00039473i,8.4145e-05-1.5036e-05i,-0.00035323+0.00069858i,-0.00033119+0.00039704i,-0.00068462+0.00067927i,-0.00023122+0.00050459i,-0.00014258-0.00077589i,-9.9786e-05-0.001096i,-0.00060456+2.9029e-05i,-0.0010918+0.0014307i
0.00033835+0.00012474i,0.00037454+6.5745e-06i,0.00044108-0.00074909i,0.0005917-0.0022401i,0.00042424-0.0023775i,-0.0002148-0.00057811i,4.1161e-05-5.5728e-05i,-0.00013923-0.0010425i,-0.00016057-0.00088927i,0.0003735-0.00020073i,-9.2393e-05+0.0003497i,-0.00080304-9.0407e-05i,-0.0013567+0.00022353i,-0.0015909+0.00097018i,-0.0003638+0.0012075i,0.00044095+0.00096447i,2.3055e-05+0.00025015i,1.6978e-06-0.00012975i,-6.417e-05-6.4628e-05i,-6.508e-05+0.00012507i,1.0249e-06-6.845e-05i,-0.00048186-0.00032153i,-0.00087044-0.00016899i
-0.0010911+0.00052635i,-0.0014584-0.00015874i,-0.00066811+0.00021011i,6.9977e-05+0.00092943i,0.00034582+0.001069i,1.2986e-05+6.9104e-05i,-0.00030202-0.0009549i,-0.00066468-0.001166i,-0.00059172-0.00096916i,-0.00053113-0.00078229i,-0.00082878-0.00086761i,-0.00085703-0.00085011i,-0.00079409-0.00041755i,-0.00038216-0.00062136i,3.3211e-05-0.0012338i,9.4865e-05-0.0011835i,-7.4943e-05-0.00082195i,-0.00032767-0.00030946i,-0.00082562-0.00016862i,-0.0008909-0.00019272i,-3.6204e-05+0.00016715i,0.00023866+0.00022762i,-0.00011587+0.00011894i
-0.00029754-0.0005606i,-0.00031146-0.00067693i,-0.00049181-0.0019318i,-0.0012064-0.0017054i,-0.0015222-0.00095253i,-0.00054532-0.00077377i,0.00012111-0.0010025i,0.00011721-0.0011426i,0.00015764-0.0010444i,0.00038579-0.00097067i,0.00020475+0.00011734i,-0.00071529+0.00038189i,-0.0005497+0.0001429i,0.00020424+0.0010101i,0.00060875+0.0016915i,0.00082537+0.0007815i,-2.0544e-05-0.00037787i,-9.0432e-05-0.00049988i,0.0011325+0.00030061i,0.00072474+0.00056675i,-0.00019001+3.9142e-05i,-0.00041955-0.00037912i,-0.00051351-0.00034883i
0.0064721-0.0058107i,0.0057277-0.008621i,0.0036335-0.013047i,-0.00058139-0.0098696i,-0.0045808-0.0047109i,-0.0045238+0.00061397i,-8.2546e-05+0.001981i,0.0031937+0.00028377i,0.0024882-0.0010441i,-0.00074624-0.0010082i,-0.0027168+0.00039804i,-0.0020647+0.0020539i,-0.00018692+0.0039491i,0.00061675+0.0057331i,-0.00033111+0.0058011i,-0.00075775+0.0037905i,-0.00026205+0.0012861i,0.00055074+0.00038239i,0.0018654+0.00086976i,0.002101+0.00035682i,0.00095835-0.00062612i,-0.00050469-0.00088292i,-0.0013539-0.00020832i
0.00092497+0.00041955i,0.00037778+0.001659i,0.0005173+0.0026717i,0.0003672+0.0016255i,0.00092238-1.8287e-05i,0.001366-0.00060815i,-5.76e-06-0.00021594i,-0.0010714-0.00018247i,-0.00086604-0.00050316i,-0.0004436-0.00040574i,-0.00073269+4.6589e-05i,-0.001166-2.081e-05i,-0.00078936-0.00018124i,-0.00061753-0.00044206i,-0.00028881-0.00016726i,0.00017264-5.2863e-05i,0.00024499-0.0004719i,5.8451e-05-0.00074263i,-0.0004417-0.00027578i,3.1885e-05+0.00024559i,0.00057183+0.00026158i,0.00025053+0.00030016i,3.9964e-05-3.4147e-05i
-0.001182+0.00082604i,2.7135e-06+0.0011513i,0.0015653+0.0015454i,0.0018465+0.00099439i,0.0016398+0.00016786i,0.0011873-0.0010091i,3.8896e-05-0.0017189i,-0.00047737-0.00091264i,-0.00080282+0.00039045i,-0.00054821+0.00070809i,-0.00013608+0.00085346i,-0.00037129+0.00088668i,0.0001229+6.4749e-05i,0.00031898-0.0010696i,8.9058e-05-0.0012735i,-0.00025888-0.00073613i,-0.00086048-0.00060212i,-0.00041594-0.00028235i,-2.6104e-05+0.00018137i,-0.00019503+6.3887e-05i,-0.00045248-0.00041004i,-6.3143e-05-0.00057062i,8.8834e-05-0.00060022i
-0.00044773+0.00027851i,-0.00040962-0.00017638i,-0.00082602+0.00047822i,-0.0013231+2.7409e-05i,-0.0011754-0.00060964i,-0.00047442-0.00076361i,6.399e-05-7.724e-05i,4.3569e-05+0.00022239i,-0.00015084-7.9434e-05i,-0.00014738-0.00019474i,-0.00021151+0.0001157i,-0.00077912+0.00022292i,-0.0012208-0.00015715i,-0.0012809-0.00076722i,-0.00092405-0.00046465i,-0.00035205+0.00018805i,-1.1848e-05+0.00036328i,-0.00042096+0.00045845i,-0.00059528+0.00071852i,-0.00072311+0.00042702i,-0.00069849+6.7258e-05i,-0.00037505-8.5285e-05i,0.00035097-0.00022968i
0.00016622-0.0014177i,0.00029205-0.00090025i,0.00075795-4.2197e-05i,0.0011073-0.00029351i,0.00098185-0.0010553i,0.00059803-0.00078938i,0.00019052-0.00030265i,-0.00054684+1.5836e-05i,-0.00064413-0.00073996i,-0.00054671-0.00086061i,-6.7829e-05-0.00041795i,0.00030322-0.00054221i,0.00061742-0.00034037i,0.00095646+0.00044872i,0.00096281+0.00038699i,0.00068172-0.00041463i,0.00013922-0.00018604i,6.7943e-05+0.0003593i,0.00013186-0.00013939i,0.0003146-0.00027723i,-7.3008e-05+0.00045831i,0.00022472+0.00023982i,0.0010564-0.00020538i
-0.00018923+0.0010087i,-0.00070471+0.00093648i,-0.00026211+0.00085639i,0.00037831+0.00063019i,0.00084293+8.5852e-05i,0.00091566-0.00082175i,0.00054258-0.0014006i,0.000551-0.00054874i,0.00072048+7.0476e-05i,0.00022819-0.0002862i,-0.00044754-0.00060102i,-0.0007132-0.00034746i,-0.0007502-0.00050386i,-0.00086445-0.00069801i,-0.0017043+0.00026602i,-0.0018149+0.00086748i,-0.00031956+0.0008183i,0.001284+0.0003709i,0.00055478-0.00043233i,-0.00078428-0.00093661i,-0.00072859-0.0012836i,-0.0002279-0.0010227i,0.00048648-0.00064672i
0.00023848+0.00095788i,0.0006884+0.00069097i,0.00077597+0.00081175i,0.00011276+0.00085469i,-0.00016399+0.00050197i,0.00050309-0.00061023i,0.00022061-0.001297i,-0.00031784-0.0013411i,0.00042751-0.00090058i,0.00060842-2.3268e-05i,0.00010909-0.00016867i,0.00020366-0.0004304i,0.00034746-0.00015003i,0.00010441+8.0352e-05i,-0.00026006-0.00043395i,-0.00061747-0.00050366i,-0.00082635+0.00030295i,-0.00066197+0.00037067i,-0.00010002+0.00016826i,0.00053704+3.7323e-05i,0.00059844+0.00058506i,-0.0002289+0.00057527i,-0.00070507-0.0006964i
-0.0012477-0.0014874i,-0.0014286-0.00081303i,-0.0017509-5.5373e-05i,-0.0019847+0.00055764i,-0.0011702+0.0011535i,0.00021082+0.000759i,0.00078607-0.00077834i,0.00045995-0.0016925i,0.00014521-0.00084127i,0.00040239-1.1444e-05i,0.0005102-0.0004292i,-5.6967e-05-0.00030352i,-0.00049882+0.00017866i,-4.7127e-05-0.00010871i,0.00049977+0.00039287i,0.00055804+0.0010224i,0.00054153+0.00054635i,0.00063437+2.6509e-07i,0.00078589-0.00010243i,0.0007203-0.00021431i,0.00097453-0.00073658i,0.0011346-0.0004328i,0.0010348+0.00045251i
0.0016336-0.0016574i,0.001197-0.0015489i,0.00095551-0.00089462i,-5.574e-05-0.00085805i,-0.00058072-3.4423e-05i,0.00031464+0.00017492i,0.0010405-0.00067856i,0.00057275-0.0008311i,-3.3741e-05-0.00082599i,-0.0007571-0.00064067i,-0.00099023-0.00020247i,-0.0007229+0.0003366i,-0.00020172+0.00094851i,6.2249e-05+0.0014838i,4.8838e-05+0.00072644i,-0.00010434-0.00042491i,-0.00017324-0.00023377i,0.00010495+0.00084618i,0.00036996+0.0006537i,-1.583e-05-0.00021387i,-0.00024625-0.00017856i,0.00038656-3.8662e-05i,0.00035151-0.00068291i
-0.00069569-0.00020718i,-0.00028176-0.00081357i,-2.2579e-05-0.00072158i,0.00079468-0.00034757i,0.0015203-0.00087195i,0.00099097-0.0014903i,-0.00010326-0.0018792i,-0.00045991-0.0016346i,-0.00032132-0.00085176i,0.00028434-0.00086221i,0.00089451-0.00069863i,7.6565e-05-0.00060567i,-0.00062677-0.00049949i,-0.00013014+0.00015881i,0.00012619+0.00076829i,-0.00069367+0.00051021i,-4.8671e-05-0.00060139i,0.00031386-0.00064899i,-0.00020138-3.0333e-05i,-0.00041836+2.4346e-05i,-0.00057392+0.00014488i,0.00038598+0.00058442i,0.0013304+0.00051411i
-0.00057808-0.0012401i,-9.0343e-05+3.7721e-06i,0.00022714+0.00097705i,-0.0005861+0.0014011i,-0.00027107+0.001897i,0.00033117+0.0012257i,0.00041111+0.00013303i,-6.1483e-05-0.00048067i,-0.00030679-0.00037699i,0.0003696-0.00046352i,0.00078452-0.00036169i,0.00047621-0.00044114i,0.00088709+5.4669e-05i,0.00059804+0.00033947i,-0.00019794+4.8365e-05i,-0.00015567+0.00020756i,0.00012807+0.00043429i,0.00014187+0.00014449i,-9.3688e-05-0.00010738i,-0.00012911+0.00013717i,-0.00034637-0.00022587i,-0.00058049-0.00016483i,-0.0010904+0.00061574i
-0.0020205-0.00013117i,-0.0025407-0.00018598i,-0.0026392+0.0014197i,-0.00099235+0.0018869i,0.00038526+0.00081982i,0.0013532-0.0010873i,0.0012658-0.0024239i,0.00064227-0.0024412i,-4.2386e-05-0.0010322i,-0.00045007+0.00019715i,8.7181e-05+0.00025343i,-0.00016804+0.0002565i,-6.1874e-05+0.00031271i,0.00081728-0.00078702i,0.00094132-0.0018258i,0.00076332-0.0010464i,0.00068131-0.00044743i,0.00043532-0.0010294i,-0.00012765-0.00044138i,0.00029397+0.00016881i,0.00023974-0.00054554i,-8.5259e-05-0.00089158i,0.00049023-1.2357e-05i
0.0020396-0.00059912i,0.00068527-0.00044116i,3.572e-05-0.00034993i,0.00050192-0.00013085i,0.00042586+0.00025241i,-0.0004297+0.00070468i,-0.00076009+0.0012119i,-0.00049529+0.00081946i,0.00014512+0.00018409i,-0.0003904-0.00044916i,-0.00105-0.00046317i,-0.001189+0.00079408i,-0.0008852+0.0015531i,-0.0006255+0.00084723i,-0.00085858-0.00014459i,-0.00087475-3.2489e-06i,-0.00023142-0.00042326i,-0.00013251-0.00011909i,-0.00028047+0.00097536i,0.00072744+0.00093831i,0.0010567+0.00030796i,0.00030991+0.00024496i,-0.00051326+0.0007442i
-0.0012655+0.00066884i,-0.0018364+0.00065476i,-0.0020887+0.0012475i,-0.00068409+0.0019367i,0.00089009+0.0012721i,0.0010931-0.0007211i,0.00043383-0.0019279i,-0.00035143-0.0017531i,-0.00038545-0.00098845i,-5.9334e-05-0.00052627i,-0.00094647-0.00084053i,-0.0012241-0.00086711i,-0.00073003-0.00054189i,1.5798e-05-0.00026908i,0.00090245-0.0004593i,0.0013502-0.00071963i,0.0011345-3.812e-05i,0.00024608+0.00010256i,-7.44e-05-0.00050286i,-0.00031068-0.00056322i,0.00022029-0.0004645i,0.0010164-0.00039937i,0.00030173-0.00030535i
