-0.0041173+0.00034742i,-0.0029617+0.00054204i,-0.0026949+0.0017272i,-0.0031124+0.0019997i,-0.0020522+0.0017971i,0.00063586+0.0011451i,0.0012354+0.00018625i,0.00032426-0.00048361i,-0.00022853-0.00013251i,4.8151e-05+0.00081181i,0.0012002+0.00073361i,0.0016748-0.00022265i,0.0011964-0.0013292i,-0.00014809-0.0015353i,-0.00083859-0.00082828i,6.6767e-05+0.00022084i,-3.9932e-05+0.00054509i,-0.00046227+0.00044199i,-0.00054456+0.00012154i,-0.00065518+0.00020989i,-0.00062712+0.0010954i,-0.00079084+0.0014953i,-0.001125+0.00091335i
-0.00051168-0.00078046i,-0.001703-0.0014069i,-0.0018603-0.0027095i,-0.0012208-0.0029053i,-0.0015317-0.0021747i,-0.0025219-0.0017208i,-0.0022238-0.0011826i,-0.00085043-0.00096855i,0.0006068-0.0010736i,0.0010208-0.0005797i,0.00059312+0.00066313i,0.0003215+0.0011224i,0.00018491+0.00096828i,0.00046675+0.00075249i,-4.7638e-05+0.00010006i,-0.00042714-0.00016336i,7.3879e-06+0.00012108i,-0.00013085+0.00017502i,-0.00057722-6.2834e-05i,-0.00065537-0.00022102i,-0.0011534+0.0002946i,-0.00052533+0.00033627i,0.00016667+0.00011402i
-0.0011023+0.00077113i,-0.00077164+0.00059138i,-0.00064074+0.00019136i,-6.3759e-05-0.00032539i,2.6117e-05-0.0009693i,-6.3806e-05-0.00084478i,-7.846e-05-0.00069697i,-0.00034176-0.00086032i,-0.00023892-0.00035696i,-0.00018638-0.00010612i,-0.00014115-0.00046308i,0.00023686-0.00052135i,2.5419e-05-0.0011329i,-0.00064228-0.00085207i,-0.00067426+0.00037717i,-0.00020071+0.0010118i,-0.00029916+0.00070817i,-0.00016611+1.4209e-05i,-0.00017463+0.00045911i,-0.00040659+0.00049099i,-0.00046564-0.00030335i,9.4926e-05-0.00051796i,0.00042586-0.00029307i
-0.0016265-0.0014659i,-0.0026531-0.00042718i,-0.0033774+0.00032072i,-0.0033126+0.00056909i,-0.0024931+0.0011804i,-0.0015101+0.00043537i,-0.00065784-0.0010219i,2.2233e-05-0.0014369i,-0.00089837-0.0012126i,-0.0016624-0.00097904i,-0.00073471-0.00045684i,8.5652e-05-0.0002602i,0.00015675+6.8052e-05i,0.00050027+0.0002547i,0.00041261-0.00034756i,0.0003982+1.0366e-05i,9.0464e-05+0.00099249i,0.00010451+0.00082574i,0.00017469+0.00013354i,-0.0002065-9.53e-05i,0.00049061-0.000457i,0.00072911-0.00022621i,0.00031136+0.00039609i
-0.001362-0.00087259i,-0.0013245+0.00036141i,-0.0016257+0.0019281i,-0.001329+0.00096627i,-0.00033446+0.00066459i,-6.1434e-05+3.3077e-05i,0.00039215-0.00099662i,0.00052994-0.00070185i,-0.00059523-0.00060675i,-0.00096147-0.00049584i,0.00041752+0.00031389i,0.0010437+0.00082616i,0.00078117+0.00046851i,0.00076173+2.0227e-05i,0.00066726-0.00011583i,-0.00012323-0.00011572i,-0.00024129-0.00013085i,0.00045384+0.00047954i,0.00052846+0.00068841i,0.00066901+0.00024558i,0.00024319+6.2672e-05i,0.00012937+2.2113e-05i,0.00028283+0.00014496i
0.00027517-0.0005551i,9.6366e-05-0.001322i,-3.809e-05-0.0017153i,0.00012707-0.0023132i,-0.00015368-0.0035357i,-0.00075596-0.0034621i,-0.0004005-0.0013631i,0.00036517-0.00015581i,2.4192e-05-3.9516e-05i,-0.00051242-0.00034101i,-0.00034733+1.485e-05i,0.00020482+0.00079325i,0.00096787+0.0012634i,0.00057189+0.00097851i,4.2137e-05+0.00089078i,-0.00039997+0.00095761i,-0.001188+0.00071805i,-0.00072399-0.00013453i,-7.246e-06-0.00082714i,0.00018964-0.00065523i,0.00037367-0.0003995i,0.00019785-0.00046402i,0.00027102-0.00045801i
-0.0012529+0.0016498i,-0.0016336+0.0015102i,-0.00096443+0.0018771i,-0.00034544+0.0011434i,-0.0005676+2.4291e-05i,-0.00067107-0.00039939i,-0.00053618-0.0012146i,-0.00017409-0.0019972i,5.9845e-05-0.0016731i,-0.00053149-0.00060371i,-0.0013135-0.00010754i,-0.00028881-0.00077392i,0.00069827-0.001038i,9.2038e-05-0.0003838i,-0.00030877-0.00011808i,3.4569e-05+5.4998e-05i,0.00055176+0.00048233i,6.8854e-05-1.4548e-05i,-0.00064631-0.00062472i,-0.00022719+0.00037856i,0.00062599+0.00094688i,0.0012504-0.00015269i,0.0011571-0.00055174i
-0.0015354+0.00038429i,-0.0012057+3.4879e-05i,-0.00055917+0.00066474i,0.00035417+0.00020397i,-8.2883e-05-0.00040556i,-0.00039236-0.001185i,0.00074536-0.0011069i,0.0011487-0.00044032i,0.00022978-0.00063755i,-0.00016235-0.00053428i,0.00091076+0.00036678i,0.0014826+0.00027742i,0.00084032-0.0004174i,0.00035046-0.000579i,-3.4414e-05-0.00017721i,-0.00062408-0.00030862i,-0.00086561-0.00053233i,-0.00074693-1.2124e-05i,-0.00039481+0.00061653i,-1.8797e-05+0.00062404i,0.00031843+0.00074704i,0.00046528+0.00029371i,-6.0458e-05-1.5039e-05i
-0.00040103-0.0011032i,-0.0026318+0.00034244i,-0.0026556-0.00011455i,-0.0019455-0.00055895i,-0.0021261-0.00023142i,-0.0016761+0.00049794i,0.00015171+0.00039983i,0.0016376-0.00093143i,0.0015701-0.0010157i,-7.6074e-05+8.7173e-05i,-0.0013942+0.00039755i,-0.00040014+0.00017604i,0.0016502-0.00025498i,0.0019169-0.0011208i,0.00054046-0.001363i,-2.3678e-06-0.00073497i,-0.00022001-0.0001852i,-0.00031609+0.00060754i,0.00020983+0.0008955i,-9.3599e-05+5.3353e-05i,-0.00046905-0.00023283i,0.00076599-0.0004567i,0.001344-0.00027907i
0.00015539-5.1936e-05i,-0.00090407-3.2743e-05i,-0.0010617-0.00058826i,-0.00079342-0.00067288i,-0.001179-0.0013748i,-0.0014376-0.0015264i,-0.0017965-0.00039653i,-0.0016421+0.00018763i,-0.00071493-0.00048612i,-0.0005245-0.0012464i,-0.00026528-0.0015372i,0.00053431-0.000588i,0.0011072+0.00062725i,0.00048218+0.0010769i,-0.00026254+0.0008195i,-2.3448e-06+0.00036818i,0.000208+0.00033603i,-0.00028832+0.00016374i,-0.00097574-0.00018416i,-0.00050115-7.5143e-05i,2.4591e-05-1.3007e-06i,0.00042498-0.00022481i,0.0009749-0.00032255i
-0.00053573-0.00046795i,-0.00087602+0.00010128i,-0.0013151+0.0011847i,-0.0014933+0.0016493i,-0.0017525+0.00058096i,-0.00081741-0.0013472i,0.00026092-0.0012847i,-0.00035693-0.00040027i,-0.00098761+5.1977e-06i,-0.0011757+0.00019304i,-9.2881e-06+0.00031811i,0.0011198+4.7088e-06i,0.0004935-0.00048815i,-0.00029522-0.00067646i,-0.00062517-0.00054773i,-0.0010586-0.00026934i,-0.0010692-0.00042497i,-0.00064258-0.00054499i,0.00021272-4.28e-05i,0.00021522+0.00033287i,0.00014199+0.0003816i,0.00037878+0.00018502i,0.00028908-1.3372e-05i
5.4908e-05+0.00018384i,-0.00054516+0.00035736i,-0.00021108+0.00028824i,0.00042744-0.00015434i,0.00069482-0.0008889i,0.00044593-0.0013089i,0.0010059-0.0006673i,0.0017502+6.1954e-05i,0.00098404-0.0001655i,-4.0631e-05-0.00012473i,7.1921e-05+0.00065379i,-0.00014109+0.0010834i,-0.0013586+0.0008509i,-0.0013124+0.00083297i,-2.1528e-06+0.0005526i,0.0010609+0.00076155i,0.00049222+0.0010871i,-0.00011615+0.00063294i,0.0010877-0.00018935i,0.0010063+5.2786e-05i,0.00012885-2.359e-05i,0.00021697+5.3124e-05i,0.00043937+0.00046049i
-0.00080478-3.4858e-05i,-0.001005+6.4179e-05i,-0.00018778+0.00032574i,-0.00031323-0.00022739i,-0.00085962-0.001715i,-0.00066034-0.0016945i,-0.00022339-0.00077374i,-0.00061513-0.00063704i,-0.00019571-0.00084164i,0.001256+0.00051072i,0.0016557+0.0010625i,0.0012892+0.00014225i,0.00024697-0.00054504i,-0.00042868-0.00055629i,-0.00046785-5.0118e-05i,-0.00035909+0.000553i,-0.00039308+0.00048527i,-0.00016459+0.00010848i,0.00069366+0.00018794i,0.0011587+0.00076564i,0.00069702+0.00037482i,0.0005162-0.00010485i,0.00076842+0.00085478i
-0.0006171+0.0002236i,-0.00082531-0.00041119i,-0.0013333-0.001245i,-0.0012915-0.0011211i,-0.00096415-0.00056128i,-0.00074956-0.00062089i,-0.00030241-0.00099653i,-0.00071836-0.00098187i,-0.00068317-0.0005286i,0.00052575+0.00046566i,0.00074388+0.00061868i,0.00085095+0.00020506i,0.00091612+0.00010968i,0.0013681+0.00019008i,0.0015877-8.6802e-06i,0.00035139-0.00056837i,-0.00015614-0.00070727i,0.0003014-0.00013536i,0.00024889+0.0005653i,0.0004305+2.8005e-05i,0.00091891-0.00088664i,0.00066525-0.00081699i,-0.00030416+0.00026391i
-0.0011499-0.0014116i,-0.0025072-0.00075661i,-0.0035385+0.00041594i,-0.0035408+0.0016012i,-0.0033645+0.0018242i,-0.0019154+0.00046905i,0.00055784-0.00099756i,0.00090061-0.0012229i,-0.00040047-0.00046429i,-0.0011904+8.4803e-05i,-0.00052549+0.00026757i,0.00054325+0.00014266i,0.0010075-0.0002886i,0.00074656-0.00035479i,1.4036e-05-0.00039708i,-0.00014374-0.00068251i,-0.00022503-0.00042173i,-0.00028177+0.0011247i,0.00025573+0.0023088i,0.00054211+0.0014115i,2.3292e-06+0.00033897i,-0.00081283+0.00024605i,-0.00026983-0.00022715i
-0.0001093-0.0005259i,-0.0016066-0.0015844i,-0.0024612-0.0018118i,-0.0026387-0.0015631i,-0.002248-0.0013064i,-0.0013478-0.001051i,-0.00080144-0.00095624i,-0.00039049-0.0011982i,-0.00076824-0.0010445i,-0.0012332+8.8246e-05i,-0.00069944+0.0018958i,0.0002184+0.0017279i,0.00048989+0.00022479i,0.00032716+0.00010426i,0.00036537+0.00052863i,0.00018109-0.00054224i,0.00028353-0.00088307i,0.00052904-0.00062243i,0.00041886-0.0006152i,5.5267e-05+7.7493e-06i,0.00045525+0.00040798i,0.00079189+0.00053806i,0.00039254+0.00077509i
-8.9205e-05+7.7008e-05i,-0.00078998+5.5036e-05i,0.00013243+2.9477e-05i,0.0010174+0.00031866i,0.00031042+0.00035377i,0.0001224-0.00032748i,0.0004792-0.0010751i,0.00024072-0.0017696i,-0.0001914-0.0015602i,-2.0305e-05-0.00033111i,0.00066679+0.00026428i,0.00056355+0.00064353i,0.0003584+0.00076076i,0.00036212-0.00023961i,0.00027126-0.00077368i,0.00055884-0.00040619i,0.0012417-0.00025499i,0.0011904-0.001026i,-0.00025235-0.0012328i,-0.00032312-0.00045825i,0.00057249-0.00036937i,0.00070179-0.00053604i,0.00082592-0.00051338i
-0.0011151+0.00024865i,-0.0010128+5.8845e-05i,-0.0011164-0.00012467i,-0.0012095+0.00030721i,-0.00067747+0.00027101i,0.00022041-0.00070818i,0.00014403-0.0011725i,-8.5037e-05-0.0012216i,0.00023777-0.00072784i,-0.00025665-3.2127e-05i,-0.00021205+0.0001864i,0.00073012+0.00038661i,0.00078831+0.00024017i,-6.07e-06-0.00015084i,-9.9287e-05-0.00028462i,-0.00060842-2.1355e-05i,-0.00097814+0.00012738i,-0.00016929+0.00025201i,-0.00014319+0.00035213i,-0.00067465+0.000298i,-0.00065183+0.00041465i,-0.00048225+0.00061481i,-7.8364e-05+0.00045764i
-0.00013007-0.00029796i,-0.00055898-0.00062242i,-0.0012779+0.00063608i,-0.0014641+0.0014343i,-0.0016935-2.677e-05i,-0.0013312+0.00010357i,-0.00043717+0.00066559i,-0.00042246+0.00016154i,2.4905e-06+0.00026139i,0.00028672+0.00083269i,0.00020581+0.0010578i,0.0010044+0.00087208i,0.0012852+0.00065053i,0.00045938+0.000597i,0.0003245+0.00013036i,0.00072493-4.451e-05i,0.00097957+0.0004795i,0.00074391+0.00064135i,0.00054839+0.00031193i,0.00012395+0.00041758i,-0.00074623+1.4277e-06i,-0.00069461-0.00097162i,-9.1915e-05-0.00044018i
-0.0016582+0.00022204i,-0.0028463-0.00082276i,-0.0027494-0.0010552i,-0.00091037-0.0010754i,0.00015595-0.0012021i,0.00046922-0.0014353i,0.00013768-0.0017508i,0.00069412-0.0010654i,0.0012225-0.00014195i,0.00064688+0.0006709i,0.00029753+0.00088386i,0.0011001+0.00056737i,0.0013684+2.4872e-05i,0.00097923-0.00019675i,0.0007113+5.0127e-05i,0.00052286-6.2117e-06i,0.000171+0.0002626i,-7.3309e-05+0.00076292i,0.00011802+0.00066948i,0.00063245+4.3076e-05i,0.00067918+0.00013303i,-0.00032743+0.00062957i,-0.0016241+0.00062589i
-0.0006545-0.0006831i,-0.0013703-0.00087884i,-0.0011114-0.00091928i,-0.00067725-0.00089984i,-0.00032604-0.00096131i,-0.00015294-0.00143i,-0.00036359-0.0013758i,-0.00075622-0.0012229i,-0.00061661-0.001096i,-0.00061984+0.00015997i,-0.0006391+0.00060267i,0.00022051+0.00017917i,0.00034854-0.00053297i,0.00026355-0.00058828i,0.00028548+0.00029246i,-0.00020088+0.00057395i,-0.00090998+0.00051755i,-0.00090661+0.00059015i,-0.00030678+0.00067162i,0.00030818+0.00050853i,0.00032658+0.00080332i,0.00013732+0.0009759i,0.00024921+0.00017794i
-0.0012056-0.00026037i,-0.00051676-0.00062061i,-0.0006722+0.00093211i,-0.0005476+0.0013213i,0.00027216+2.1879e-05i,0.00073447-0.00074504i,6.6821e-05-0.00069677i,-0.00063383-0.00052629i,-0.00045027-0.00050271i,-0.00087695+0.0001699i,-0.0010096+0.00098242i,0.00059345+0.00051655i,0.0011531-0.0001521i,0.00061375-0.00060425i,0.00023165-0.00099327i,0.00016644-0.0004357i,-0.00010646+0.00026148i,-0.00026604+0.0003616i,-0.00020424-0.00075886i,0.00043047-0.0008849i,0.00076959-0.00038983i,0.00046347-0.00085063i,-0.00015682-0.00054516i
-2.3441e-05-0.00068066i,-0.00068408-0.0004806i,-0.0017479-0.00059033i,-0.0019995-0.00048385i,-0.0016333-0.00013013i,-0.0015704+0.00052621i,-0.0011726+0.00034558i,0.00012592+0.00032376i,0.00021296+0.00024502i,-0.0012055+0.00016328i,-0.0016402+0.00026384i,-0.00015226+0.00057602i,0.0005168+0.0012994i,3.9368e-05+0.0012175i,-0.00037728+0.00059122i,-0.00058444+0.0004867i,1.2893e-05+0.00066986i,0.00070931+0.00042536i,0.00024151-0.0002458i,0.00011706-0.00028343i,0.00035852+5.9577e-05i,0.00047614+0.0004637i,0.00046586+0.00017375i
-4.7438e-05-0.00029343i,-0.0013053-0.00041652i,-0.0020731-0.00021535i,-0.0017577+0.00011221i,-0.0012818-0.00070058i,-0.00045543-0.0019762i,0.00064119-0.0023367i,0.00075747-0.0014826i,0.00036277-0.001055i,0.00052094-0.00036956i,0.00025419+0.00071209i,-0.00056178-0.00010595i,-0.00098716-0.00085806i,-0.00083154-9.0169e-05i,-0.00045597-4.037e-05i,-0.00037455-0.00079819i,-0.00069862-0.0010694i,-0.00071379-0.00087204i,-0.00013334-0.00010139i,0.00048668+0.00032723i,0.00059577+0.00034596i,0.00019828-0.00020795i,0.00026947-0.0007034i
0.0010114+2.0865e-05i,-8.7375e-05-0.0016538i,-0.0005579-0.0019096i,-0.00016951-0.0016165i,0.00016433-0.0016366i,-4.8826e-05-8.9115e-05i,-0.00047841+0.00081187i,-0.00097835+0.00080154i,-0.0013748+0.00016744i,-0.0011179+0.00020815i,-0.00038213+0.00023569i,0.00053252-0.00033052i,0.00058276+0.00018123i,-0.00046128-0.0004405i,-0.00068542-0.0015941i,0.00035572-0.0011277i,0.00028808-0.00010067i,0.00021302+0.00023298i,0.00051001+0.00014518i,0.00067727+0.00026973i,0.0011089+0.00030796i,0.0012325+2.2996e-05i,0.00084951-0.00036973i
-0.00048834+1.6398e-05i,-0.0016357+0.0006487i,-0.0016702+0.00057809i,-0.00081238+0.00032634i,-0.00010139+0.00033238i,0.00060093+0.000119i,0.00081908+0.00013444i,0.00061787+0.00075254i,-0.0003371+0.00069428i,-0.0009609+0.00030509i,-0.00022147+1.6322e-07i,0.0007298+0.0002093i,0.0005456+0.00034706i,-2.2259e-05-6.7007e-05i,-0.0002738-0.00062735i,9.7643e-05-0.0006771i,-1.8712e-05-0.00061895i,0.00029185-3.8658e-05i,0.00012258+0.0009519i,-0.00063338+0.00092182i,-0.00029656+0.00027641i,-8.2724e-05-0.00024243i,0.00012527-0.00041137i
-0.00032566-0.00079532i,-0.0017972-0.00041424i,-0.0028296+0.0010244i,-0.0016054+0.0015248i,-0.001298+0.0011974i,-0.00072389+0.00082568i,-3.8149e-05+0.00029778i,0.00030338-0.00024758i,0.00014723-0.0005152i,-0.00037795-3.5766e-05i,-0.00059608+0.00058077i,-0.00085433+9.2517e-05i,-0.00039634-0.00030725i,0.0002624-0.00095836i,0.00013074-0.0019638i,-0.00041132-0.0016613i,-4.9214e-05-0.00094324i,0.00036405+0.0001302i,0.00040945+0.0012272i,-0.00011883+0.001218i,-0.00055729+0.00017589i,-0.00053367-0.00085489i,-0.00036643-0.00073631i
-0.001334-0.00026649i,-0.0022092+0.00033396i,-0.0028992+0.0008819i,-0.0024686+0.00023086i,-0.0020032-0.00060767i,-0.0018338-0.00060762i,-0.00025448-6.2564e-05i,0.0011887-0.00017512i,0.00066381-0.00031173i,-3.7007e-05+0.00024675i,0.00025118+0.00095887i,0.00047636+0.00088742i,3.546e-05+0.00028763i,-0.00035241+0.00056943i,-0.00075152+0.00052797i,-0.00043669+7.4615e-05i,9.5366e-05+0.00015207i,0.00030927+0.000113i,0.0002897-0.00030565i,3.5156e-05+6.1621e-05i,0.00019541+1.6701e-05i,0.00026341-9.5939e-05i,0.00023387-0.00023977i
0.00010797-2.7803e-05i,-0.0011917-0.00049491i,-0.0015059-0.00064989i,-0.0017625+0.00043981i,-0.00081531+0.00011325i,0.00049453-0.00030965i,0.00097123+5.328e-05i,0.0012223-0.00038735i,0.00084957-0.00055679i,0.00018496-5.3015e-05i,0.00029307+0.00061532i,0.00096969+0.0012698i,0.0012261+0.00092132i,0.00066198+8.3777e-05i,0.00022784+0.00020758i,-0.0001912+0.00058651i,9.4338e-05+0.00010772i,0.00046938-0.00051471i,-0.00027199-0.00057264i,-0.00041177+0.00052749i,0.00043128+0.001116i,0.00043451+0.00029551i,0.0001587-0.0003202i
-0.00058869+0.00030234i,-0.00074284-5.066e-05i,-0.0003504+0.0008531i,-0.00024678+0.0017257i,-0.00047716+0.0010626i,0.00014343+0.00054955i,0.00056638+0.00028555i,0.0005312-0.001035i,0.00037925-0.0013736i,0.00032496-0.0010638i,0.0010001-0.00054083i,0.00099604+0.00047698i,0.0010934+0.00097903i,0.00028188-6.452e-05i,-0.00066451-0.0012681i,0.00025539-0.00089162i,0.00015866-0.00015273i,-3.794e-05+1.3433e-05i,0.00013631+9.1664e-06i,5.2028e-05+0.00018776i,0.00011134+0.00075533i,0.00030259+0.00081159i,0.00019548-0.00027181i
3.9823e-05+0.00069955i,-0.00010734-0.00091432i,0.0006765-0.002231i,0.000619-0.0018538i,-0.00043807-0.0021752i,-0.00093723-0.0017512i,-0.00091997-0.00088136i,-0.00089031-0.00062929i,-0.00074029-0.00049661i,-0.00092935-0.00030295i,-0.001403-0.00030693i,-0.00043192-0.00041796i,0.00022342-0.00013512i,-0.00047785+0.00018958i,-0.001016+0.00081409i,-0.00070774+0.00068873i,0.00040288-2.2498e-05i,0.00050972-0.00060675i,-0.00023161-0.00016273i,-0.00030937+0.00101i,-0.00018532+0.0011024i,-4.0658e-05+0.0006173i,-0.00041696+0.00016213i
0.00022139-0.00011354i,-0.00073307-0.00078871i,-0.00070018-0.0015349i,-0.00088886-0.0015072i,-0.0013288-0.0010614i,-0.0012676+1.6005e-05i,-0.0002965+0.00098084i,-0.00035024+0.00072105i,-0.00031835-0.00015567i,0.00018765+0.00037785i,-0.00012639+0.00074234i,0.00022868-0.00020272i,0.00096811+0.00020256i,0.0011566+0.00028305i,0.00053896-0.00072259i,-1.8944e-05-0.00065704i,-0.00013731+3.1371e-05i,-0.0001227+0.00033196i,-3.2682e-05-3.4152e-05i,2.2907e-05-3.3462e-05i,0.00010808+0.0012067i,-0.00019722+0.00085133i,-0.00033933-0.00067325i
0.00049668-0.00059509i,0.00012843-0.00085579i,0.00018049-0.0018726i,-0.00085432-0.002365i,-0.0019922-0.0019995i,-0.0021722-0.0017673i,-0.0014947-0.0010534i,-0.00044519-0.00043677i,-0.00024164-0.00055315i,-0.00044465-0.00070436i,-0.00037206-0.00013575i,0.00021679+0.00077402i,0.00064798+0.0010946i,0.00083908+0.00075366i,0.00090077+0.00043638i,0.00056093+0.00059955i,-0.00064056+0.0011297i,-0.0011061+0.0009087i,-0.00026085+8.5376e-05i,0.00013061+0.00042243i,-0.00029696+0.0006295i,-0.00084327+1.4524e-05i,-0.001213-0.00022896i
-0.0010259-0.0004676i,-0.00071998+0.0010176i,-0.0010358+0.0024768i,-0.0013216+0.0018417i,-0.00068452+0.00043399i,0.00022452-0.00077296i,0.00033222-0.00098552i,-0.00030857-0.0005264i,-0.0004078-0.00016394i,-8.1526e-05+0.00056045i,5.9495e-05+0.0013286i,0.00048674+0.0012462i,0.0011378+0.00042433i,0.00085951-0.00055939i,0.00013238-0.00067868i,0.00031915-0.00046622i,0.00061915-0.00032113i,4.1475e-05+0.00052097i,-5.0947e-05+0.00093521i,0.00060991+0.00040734i,0.00098231+0.00037965i,-0.00012637+0.0011235i,-0.00083859+0.0010947i
-0.00037802-0.0011703i,9.1885e-05-0.00038476i,5.6513e-05-0.0003314i,-0.0012217-0.00073622i,-0.0019901-0.00091477i,-0.0012547-0.0012559i,0.00041851-0.0017815i,0.00071085-0.0011147i,-0.00010524-0.00091452i,-0.00017405-0.00062572i,0.0001695+0.00065804i,0.0010486+0.0011752i,0.0010665+0.00033145i,0.00039994-0.0010749i,-0.00023426-0.00068518i,-0.00019484+0.00031351i,0.00052625+0.00041386i,0.00016425+0.0004997i,-0.00011562+4.5745e-05i,0.00032962-5.7885e-05i,0.00015356+0.00016734i,0.00028673-0.00068291i,0.00029854-0.0010422i
0.00022755-0.00055964i,-0.0002217-0.0013078i,-0.00042776-0.0011932i,-0.00066612-0.00097187i,-2.153e-07-0.0014078i,-4.3509e-05-0.0020435i,-0.00068789-0.001888i,-0.00047114-0.00061449i,-0.00069683+0.00038591i,0.00017402+0.00060506i,0.00071163+0.00053518i,0.00033632-7.79e-05i,0.00074056-0.00028552i,0.00039282+2.5409e-05i,-0.00053119+7.2867e-05i,-0.00070619+0.0002839i,-0.00025943+0.00048639i,-0.00035129+0.00026034i,-0.00069003+1.8961e-05i,-0.00084829-9.2756e-05i,-0.0011362+0.00032953i,-0.00080684+0.00013777i,-0.00038489-0.00037919i
-0.00094186-0.00079529i,-0.0013939-0.00089911i,-0.0018303-0.00087425i,-0.0011548-6.9024e-05i,1.865e-05+0.00098184i,7.0716e-05+0.00021675i,-0.00042809-0.0015159i,-1.1185e-05-0.0021154i,-0.0004998-0.0015235i,-0.0019104-0.00091302i,-0.0018351+7.0792e-05i,-0.00055447+0.0009675i,0.00027782+0.00023192i,0.0003674-0.00041594i,0.00040148+0.00029614i,0.00028962+0.00085152i,4.2183e-05+0.00093718i,-0.00039136+0.00087274i,-0.00019842+0.00066673i,0.00015396+0.0006716i,-0.00011457+0.00084489i,-0.00037269+0.00044738i,-0.00028813-0.00050827i
0.00014536-0.0012195i,-0.00040485-0.0010036i,-0.00064292-0.0022058i,-0.00074732-0.0027362i,-0.0012106-0.0030277i,-0.001182-0.0022538i,-0.00014281-0.0011551i,0.00011861-0.00090246i,0.0001821-0.00083089i,-0.00014043-0.00071341i,-0.00028686-0.00037407i,0.00025411+8.3541e-05i,0.00070553+6.8467e-05i,0.00068358-0.00031814i,0.00030062-0.00054799i,7.5663e-05-0.00017602i,-0.00029094+0.00010421i,1.1806e-05-0.00043917i,0.00044939-0.00083644i,-0.00029059-4.7574e-05i,-7.2286e-05+0.00022213i,-0.00013515+0.00051092i,-0.0012066+0.00027064i
0.00030329+0.00035679i,8.0956e-05-0.00092138i,8.9617e-05-0.00080362i,-0.0010716-0.0006879i,-0.0017769-0.00099827i,-0.00079513-0.00087542i,7.3288e-05-0.00028805i,6.7602e-05-0.00026933i,-4.1724e-05-0.00044578i,-0.00061622-0.00025738i,-0.00087817+0.00046712i,-0.00020031+0.0004811i,0.00072153+7.0806e-05i,0.00103-0.00044863i,0.00091937-0.00093389i,0.00054158-6.0215e-05i,0.00065932+0.00086293i,0.0008647+0.001099i,0.0010397+0.00094132i,0.00035061+0.00045321i,-0.0001834+0.00018106i,-0.00056488-3.3372e-05i,-0.0007582-0.00042584i
-0.0010158+0.00019051i,-0.0023504-0.00022186i,-0.0028195+0.00028391i,-0.0016142+0.001091i,-0.00087111+0.00055084i,-0.00068997+0.00011916i,-0.00018816+4.4547e-05i,0.00042163-0.001042i,0.00015241-0.0010803i,-0.0003745-0.00062725i,-0.00059669+4.558e-05i,-0.00057726+0.00086672i,-6.8634e-05+0.00051867i,-4.6709e-05+8.5992e-05i,-0.00019612-0.00019871i,-0.00017735-0.00091207i,-0.00010798-0.0008377i,-0.00041373-0.0001651i,-0.00088385-0.00037881i,-0.00052903-1.5995e-05i,0.00010876-0.00014256i,0.00069063-0.00047702i,0.00062368+1.1998e-05i
-0.00022331-0.00043819i,-0.00085106-0.00071117i,-0.00077923+0.00047306i,0.00011437+0.00093083i,-0.00012535-1.0812e-05i,-0.00046238-0.00079438i,0.0007574-0.0010006i,0.0013392-0.00045748i,0.00029787-0.00028929i,-0.00049291-0.00030671i,-0.00011168-0.00017284i,7.0514e-05+6.7985e-05i,-0.00036622-0.00035034i,-0.00018235-0.0009104i,0.00014009-0.00048831i,0.00045807-0.00027213i,0.00046632-0.00075724i,1.8217e-05-0.00010285i,6.3797e-05+0.0010554i,2.3132e-06+0.0014077i,-0.00072537+0.0010489i,-0.0004297+0.00028117i,-0.00045281-0.00026401i
0.00056221-0.00063586i,-0.00061668-0.0010686i,-0.0014085-0.001227i,-0.0012022-0.000855i,-0.00079052-0.0013869i,-0.00067828-0.00165i,-0.0011756-0.00090393i,-0.00015882-0.00060009i,0.00074592-0.00034257i,0.00069463-0.00031002i,0.0011889-1.2051e-05i,0.001385+9.9692e-05i,0.00016918+1.4569e-05i,-0.0010375+0.00012031i,-0.00084421+1.4034e-05i,-0.00038685-0.00057132i,6.8604e-05-0.00064353i,-0.00036623-9.2146e-05i,-0.0012583+0.00047433i,-0.0010702+0.00030593i,0.00031395-0.00016227i,0.00090359-0.00043967i,0.0002878-0.00073943i
0.0013469-0.00063209i,-0.0001534-0.00095554i,-0.00061405-0.00076518i,-0.0010039-0.0012792i,-0.00049947-0.0016661i,0.00020953-0.0015691i,0.0005136-0.0012718i,0.00054804-0.00089102i,7.5135e-05-0.00045415i,-0.00036254+0.00093464i,-0.00025939+0.00135i,0.00065948+0.00066614i,0.00074072+0.00082494i,0.00020498+0.00073036i,0.00072373+0.0006312i,0.0008227+0.00076474i,0.00052898+0.00072617i,0.00098279-0.00013067i,0.0014025-0.00090391i,0.0011599-0.00031381i,0.00057782-0.00013438i,0.00036474-0.00068699i,-0.00023912-0.00061468i
