-0.0029702+0.00014561i,-0.00069514-0.0008023i,-0.0011331-0.00031779i,-0.00086412+0.00012595i,-9.6356e-05+0.00084686i,0.00016316+0.0017304i,0.00035377+0.0023978i,0.0001745+0.0026109i,-8.5089e-05+0.0015149i,6.6289e-05+0.00024482i,0.00060155+0.00012319i,0.0014508+0.00016501i,0.00090751-0.00055448i,6.7642e-05-0.00094921i,-0.00043166-5.5757e-05i,-0.0011471+0.00016791i,-0.00082701-0.00033313i,-0.00089856-0.00053948i,-0.00051917-0.00029971i,0.00019975+0.0001914i,-1.0651e-05+0.00078109i,-0.00012683+0.00053924i,-0.00014601-0.00024727i
-3.8981e-05+0.00053636i,-0.00017131+0.00055605i,0.0005289+0.001702i,0.0010483+0.00075754i,0.0016996-0.00041633i,0.0020626-0.00048546i,0.0016004-0.0011202i,0.0011314-0.0011963i,0.00047396-0.00037957i,-0.00023776+0.00035526i,-0.0013186+0.00022454i,-0.0012558-0.0001454i,-0.00016564-0.00015493i,-0.00031364+2.6262e-05i,-0.00019214+0.00015785i,-6.56e-06+0.00017162i,-0.00020746+0.00092932i,-0.00025859+0.001471i,0.00019166+0.00059859i,0.00062266-8.3936e-05i,5.1468e-05+0.00014751i,-0.00055055+9.9718e-05i,-0.00054191-0.00027495i
-0.0019322-0.0014919i,-0.0010673-0.0012484i,-0.0011799-0.00067468i,-0.00063036+0.0013042i,0.00015557+0.0024012i,0.0014622+0.0010285i,0.0015614-0.00029374i,0.00086317-0.00079576i,0.00027205+5.082e-05i,-0.00030239+0.00079924i,-0.00048991+0.00047017i,-0.00022948-0.00041345i,0.00041142-0.0011832i,0.00037206-0.0017435i,-0.0001402-0.00079967i,-0.00042148+0.00022401i,-0.00054591-0.00026382i,-0.0007373-0.00045074i,4.1595e-05-0.00037462i,0.0007485-0.00043994i,0.00046531-0.00018867i,4.8959e-05+0.00058647i,-0.00051473+0.00065635i
0.00064405+0.0011841i,0.00128+0.0010726i,0.0018724+0.00096859i,0.00092233+0.00080633i,0.00026385+0.00093055i,0.00067806+0.00073874i,0.00076215+0.00044211i,0.00013852+0.0006679i,-0.0001622+0.0014224i,1.6381e-05+0.0010865i,-2.759e-05+0.00023756i,-3.4764e-05-0.00046454i,-0.00017936-8.4799e-05i,-0.00043155-9.6894e-05i,0.0005528-0.00042624i,0.0012163+9.3485e-05i,0.0017491+0.00018343i,0.0017075+0.00049102i,0.00063391+0.00080528i,0.00029533+0.00026252i,0.00060655-8.209e-05i,0.00072217-0.00077409i,0.0003533-0.0013439i
-0.00010874+0.0016156i,0.0011501+0.0016956i,0.0013212+0.0021073i,0.00037335+0.0017723i,-0.00021132+0.0010989i,0.00015551+0.00044861i,-0.00012459+0.00027729i,-0.00021966-8.203e-05i,0.00092402+5.6325e-05i,0.00081254+0.00087493i,0.0002121+0.00078807i,9.7635e-05-0.00024333i,-4.6381e-06-0.00089059i,-0.00023755-7.028e-05i,-0.001154+0.00061649i,-0.0012292+0.00064435i,-0.000778+0.00065287i,-0.00032852+0.00070933i,0.00016183+0.0012176i,-0.00011232+0.001188i,-9.9277e-05+0.00096761i,-1.6201e-05+0.001293i,0.00010844+0.00014633i
0.0010494-0.0013308i,0.0017901-0.00051074i,0.00032255-0.0011229i,-0.0011989-0.00078209i,-0.00066833+0.00036546i,0.00049901+0.00076335i,0.00067428+0.00047567i,0.00041206-0.00085628i,0.00042475-0.00067248i,-0.00028272+0.00085891i,-0.00075861+0.0013853i,-0.00028059+0.00084288i,-0.00016386+0.00032383i,-0.00049215+0.00023796i,-6.5799e-05+0.00055044i,0.00054419+0.00037095i,0.00043712+0.00024676i,0.00030561+0.00043418i,0.00027087+0.00057337i,0.000411+0.00043855i,0.00023854+0.00029216i,-7.2504e-06-0.00049326i,9.455e-05-0.0011018i
-0.0014027+0.0010089i,-0.0017451+0.00067445i,-0.0013329-0.00010826i,-0.00025511+0.00075936i,0.00096711+0.0012209i,0.0019249+0.00037976i,0.0016218-5.003e-05i,0.00072694+0.00029811i,-0.0002757+0.0005231i,-9.3372e-05+0.00049896i,0.00059512-2.0606e-08i,0.00045463-0.00030283i,0.00026735-0.0001174i,2.9179e-05+0.00038033i,-0.0006034+0.00028663i,-0.00054832+5.5071e-05i,-0.00037632+0.00020942i,0.00017351+0.00026905i,-2.7123e-05+0.00077892i,-0.00042661+0.0012076i,-0.00014808+0.00038143i,-0.00012449-0.00029683i,-5.6819e-05-0.0001374i
-0.002477-3.1424e-05i,-0.0023701+0.00041791i,-0.0020621+0.0013765i,-0.001174+0.0020414i,-7.9532e-05+0.0026485i,0.0013484+0.0023858i,0.0022088+0.0012006i,0.001193-0.00018146i,-0.00023344-0.00014902i,-0.0004692+0.00045899i,5.4188e-06+0.00067499i,-0.00020643-7.0411e-05i,-0.00041544-0.000938i,3.3254e-05-0.00050462i,-0.00012472+3.8026e-05i,8.9375e-05-0.00043073i,0.00028347-0.00013374i,-0.00030504+0.0010075i,-0.00021609+0.00097804i,0.00057414+0.0001054i,0.00078479-7.244e-05i,0.00055112+0.00058255i,0.00058045-3.1595e-06i
0.00099909+4.6253e-05i,0.002129-0.00045687i,0.0016643-0.0012636i,0.0018001-0.0015426i,0.0018902-0.00084755i,0.0010591-0.00019369i,0.00086299+0.0001507i,0.00045382+0.00059265i,0.00038397+0.00064463i,0.00081906+0.00045217i,0.00029116+0.00037449i,0.00021659-0.00037218i,0.0006809-0.00044127i,0.00095864+0.00053463i,0.00026329+0.00065576i,-0.00031733+0.00075613i,6.8634e-06+0.00041831i,3.9807e-05-0.00045032i,-2.8441e-05-0.0006948i,0.00080659-0.00011206i,0.0013817+5.8247e-05i,0.0011212-0.00015459i,0.00079094+1.8879e-05i
-0.0023789+0.0021527i,-0.001944+0.001648i,-0.0020469+0.0026659i,-0.001015+0.0038474i,0.00037312+0.0035606i,0.0015452+0.0017525i,0.0017421-0.00010041i,0.001224-0.00054867i,-0.00026784+0.00074817i,-0.0006868+0.0015568i,0.00026806+0.00071671i,0.0001813-5.9185e-05i,-0.00018588-0.00031429i,1.523e-06-0.00040556i,-6.7186e-05-0.00055439i,-3.183e-05-9.5479e-05i,-0.0002371+0.00067654i,-0.00074587+0.00038311i,-0.00043895-0.0007685i,0.00010489-0.00098525i,0.000278-0.00057049i,0.0003842-0.00030986i,0.00048659-0.0002327i
0.0011729+0.0010643i,0.00063481+0.0012757i,0.001904+0.0018305i,0.0029249+0.0011023i,0.0028091+0.0010439i,0.0021947+0.00090049i,0.0012651-0.00011831i,7.4232e-05-0.00047991i,-0.00065016+0.00033731i,-0.00060118+0.00026576i,0.00042094-0.00022781i,0.00069761-0.00064526i,0.00052981-0.00065316i,-7.7886e-05+0.00042331i,-0.00046994+0.00081159i,-0.00077775+0.00098864i,-0.00069087+0.00014129i,0.00015653-0.00012284i,0.00068883+0.00093142i,0.00059327+0.00085156i,6.4102e-06+0.00031641i,-5.9449e-05+0.00027635i,-0.00018961+0.00060612i
0.00062639+0.0014202i,0.00022405+0.0018571i,0.00019768+0.0010221i,1.2487e-05+0.00078672i,-0.00020852+0.0010431i,0.00051146+0.001221i,0.00069272+0.00098847i,0.00013008-0.0001661i,-0.00023947-0.00036608i,0.00018258+0.00054811i,0.0002385+0.0011617i,-6.5565e-05+0.00053567i,-8.3991e-05-0.00041227i,-0.00049134-0.00049796i,-0.00070653-0.00088551i,-0.00034734-0.0010535i,-0.00010466+7.6887e-05i,0.00040397+0.0011474i,0.00033921+0.00071164i,0.00034341+0.00024391i,0.00027324-4.2417e-06i,8.5015e-05-0.00045716i,-9.8674e-05+0.00016697i
-0.00021435-0.00037072i,-0.00024793-0.00037508i,0.001164+0.00011402i,0.0010124+5.4165e-05i,0.00061368+0.0002645i,0.0010178+0.0010781i,0.00049458+0.00017998i,-0.0005927-0.0011534i,-0.00097642-0.00079499i,-0.00057734-0.00013845i,-6.8806e-05+0.00025509i,-0.0001769-5.5826e-05i,-0.00021925-0.00039102i,2.9346e-05-5.2999e-05i,-0.00049065+0.00044509i,-0.0011375+0.00076034i,-0.00017483+0.00022132i,0.00055569-0.00049496i,0.00034473-0.00015581i,0.00053755+0.00018273i,-3.3052e-06-3.7735e-05i,-0.00086579-4.1061e-05i,-0.00077289-0.00073473i
0.0015242-0.00080574i,0.00088709-0.001885i,5.982e-05-0.0026712i,-0.00048911-0.0020911i,-0.00077406-0.00077242i,-0.00079532-5.9108e-05i,6.6663e-05-0.00051096i,0.00073962-0.0014451i,-0.00013561-0.0013183i,-0.00094227-0.00043502i,-0.00058209+0.00042512i,-3.1053e-06+0.00073386i,-1.4569e-05+0.00043875i,0.00072172-0.00021436i,0.0010668-0.00096042i,0.00049544-0.00053594i,0.00028075+0.00015531i,0.00050544+0.00021725i,0.00027376+0.00034553i,0.00035858+0.00052645i,0.00074012+0.00069691i,-4.4121e-05+0.00031556i,-0.00039843-0.0002957i
-0.0010089+0.0025237i,-0.00055894+0.0033059i,0.00014323+0.0013539i,0.0013596+1.5953e-05i,0.0019259+0.00037492i,0.0015609+0.00064471i,0.001015-0.00028435i,0.00063941-0.0010876i,0.00077724-0.00029545i,0.00026868-0.00011742i,-0.00050176-0.00080885i,-0.00090422-0.00054366i,-0.0014802-0.00081204i,-0.0018041-0.00082945i,-0.0012599-0.00032155i,-0.00071601-0.00047405i,1.2215e-05-0.00016075i,0.00018214+0.0012009i,0.0001291+0.001491i,-3.5639e-05+0.00089498i,0.00013371+0.00034748i,0.0007358+0.00011835i,5.7704e-05+0.00046939i
0.0016067-0.00028295i,0.00082936-0.00055963i,0.00053668-0.0013584i,0.00098289-0.0013158i,0.00055047-0.00088534i,0.00014927-0.00053044i,0.00055842-0.00030659i,0.00015003-0.00057684i,-0.00010733-0.00042855i,0.00031898-0.00011528i,-1.1626e-05+4.3158e-05i,-0.0001205+0.00038757i,-0.00026688+0.0008216i,-0.00053532+0.001132i,-0.00058062+0.00059736i,-0.00034755+0.00024336i,-0.00057208+0.00016948i,-0.0006583-0.00046235i,-0.00019227+0.00030293i,0.00042462+0.00040526i,0.00073139-0.00022273i,0.0010607-0.0004574i,0.0012341-0.00083031i
-0.001255+0.0013456i,-0.0012015+0.00097945i,-0.00097963+0.0016244i,0.00045776+0.0016517i,0.00127+0.0008599i,0.0013182+0.00032519i,0.001146-0.00029445i,0.00033449-0.00053237i,-0.00043537+0.00071482i,-0.0008753+0.001705i,-0.00073249+0.0013539i,0.00014951+0.00018934i,1.8139e-06-0.00056641i,-0.0013981-0.00038759i,-0.0017993-0.00019759i,-0.0011743-0.00022238i,-0.0011061+0.00040987i,-0.0010263+0.00077926i,-0.00029545+0.00059526i,0.00035706+0.00018751i,9.519e-05+4.9123e-05i,-0.00019948+0.0010895i,-0.00012233+0.00085489i
0.00018763+0.00051449i,0.00050506+0.00059755i,0.0016095-0.0013141i,0.0015802-0.0013631i,0.001052+3.7426e-05i,-0.00013158+0.00053082i,-0.00096501+0.00086324i,-0.00082733+0.00047984i,-0.00055567-0.00012053i,-0.00094424-5.0401e-05i,-0.0011094-9.7506e-05i,-0.00087447-0.00029179i,-0.0012309-0.001182i,-0.0011663-0.00074652i,-0.00042476+0.00035176i,-0.00026594+0.00057565i,0.00026007+0.00089078i,0.00086404-0.00012528i,0.0012813-0.00037811i,0.00033788+0.00039561i,-0.00086472-0.00017224i,-0.00032312-0.00074911i,3.0807e-05-7.9499e-05i
-0.00064268-2.9516e-05i,-0.00027876+6.4824e-05i,0.00053415-0.00019945i,0.00040531+0.00043078i,1.07e-05+0.00073375i,0.00080149+0.00050958i,0.0012168-3.7537e-06i,0.00098353-0.00028327i,7.4082e-05+0.00079469i,-0.00028174+0.0007131i,-0.00025339-2.9488e-05i,0.00012729-1.5961e-05i,0.00035222-0.00034781i,8.2607e-05-0.0011722i,-8.0386e-05-0.0014748i,0.00058237-0.0005992i,0.00070815-0.00051748i,-0.00013787-0.0004258i,-0.00049235-0.00051036i,0.00013297-0.0010081i,0.00042586-0.00065038i,0.00031836+0.0001863i,-4.4339e-05+0.00044549i
0.0011326-0.0005628i,0.00090432-0.00055357i,5.9863e-05-0.0006564i,-0.00057745-0.00084707i,2.5535e-05+0.00024404i,0.00062427+0.00044328i,0.00079759-0.00024435i,0.00048312+0.00012764i,4.3658e-05+0.00032062i,2.352e-05+0.00014625i,-0.000522-5.9388e-05i,-0.00075323-0.00021845i,-0.00096757-0.00058106i,-0.0013977-0.00031596i,-0.00041593+0.00080712i,0.00045753+0.00090701i,-1.7243e-05+0.00066916i,-0.00082184+0.0010758i,-0.00068966+0.0005748i,-0.00070654-5.4493e-06i,-0.00048962+9.5033e-05i,0.00081604-0.00010213i,0.0005244+0.00014733i
0.00056958-0.0017878i,0.0001879-0.00087877i,-0.00047041-0.00048156i,-0.0010571-0.0013724i,-0.00035752-0.00053644i,-0.00031779+0.00097525i,-0.00012835+0.00092913i,-0.00030087+0.00053021i,-0.00084883+0.00035847i,-0.00016935+0.00073254i,0.00080118+0.00036177i,-2.6913e-05-0.00047775i,-0.0014204-0.00047769i,-0.00065359-0.00014658i,4.6626e-05-0.00025491i,-0.00020192-6.0276e-05i,-6.688e-05+0.0006312i,-0.00010399+0.00079844i,0.00032585+7.9549e-05i,0.00063344+0.00033266i,0.00034115+0.00066619i,9.5844e-05-0.00022126i,-0.00015974-0.00096716i
-0.0012392-2.8299e-05i,-0.00087529-0.00051794i,-0.0011453+0.0015515i,-0.00027991+0.0030946i,0.0013181+0.0018373i,0.0018588-6.0873e-06i,0.00086594-0.00076969i,6.9503e-05-0.00116i,-4.7952e-05-0.00086735i,0.00010764-0.00030767i,-3.9477e-05+0.00044635i,-1.0987e-05+0.00031016i,-0.00054052-0.00095561i,-0.0012375-0.0011213i,-0.00070275+0.00013144i,-0.000615+0.00061288i,-0.00058845+2.3838e-05i,0.00041241-0.00014421i,0.00072757+0.00061495i,0.00092911+0.00089428i,0.00051477+0.00090717i,-0.00029263+0.00061007i,0.00017259+0.00034444i
0.00050079+0.0010058i,0.00025734+0.0013964i,0.0002847+0.00033583i,0.00048925+0.00029169i,0.00035981+0.00075426i,0.00060661+0.00079409i,0.00084323+0.00058793i,0.00058865+0.00037629i,0.00012618+0.00038692i,-0.00013189+0.00046034i,-0.00042069+0.00015832i,-0.0006115-0.00032515i,-0.00016164+0.00011283i,-0.00015498+0.00046784i,-0.0008132+0.00042042i,-0.00088239+0.00081976i,-0.00024161+0.00048326i,-2.2791e-05+0.0001751i,-0.00043465+0.00016191i,1.9875e-05-0.00036028i,0.00026514-0.00090462i,-0.00010519-0.00093943i,-0.00037171-0.00085022i
-0.0015856-0.00090765i,-0.0014225-0.00032688i,-0.00062039-0.00087159i,-0.00040958-0.00026002i,-3.9988e-05+0.00077859i,0.0009075+0.00079398i,0.000994+0.00014111i,5.4939e-05-0.00043788i,-0.00040723-0.00039647i,-0.00089305-0.00015483i,-0.00063087+0.00052955i,8.3803e-05+0.00028623i,0.00084162-0.00042065i,0.00096975-8.2338e-05i,-6.1907e-05+6.5007e-05i,-0.00095505+3.951e-05i,-0.00087582-0.00011169i,-0.00082795+6.1097e-05i,-0.00046443-0.00018235i,0.00049738-0.00045783i,0.0008314-0.00053256i,3.9131e-05-3.1749e-05i,-0.00036131+0.00062163i
-0.001414-0.0021656i,-0.0012295-0.0020862i,-0.0014664-0.0022638i,-0.0010926-0.00064846i,1.5552e-05+0.0011345i,0.00053519+0.001239i,0.00088182+0.00046416i,0.00064453-0.00041755i,-0.00072597-0.00053072i,-0.0014047-0.00027659i,-0.0006437-0.00049662i,3.4649e-05-0.00066205i,0.00049762+0.0002371i,0.00019697+0.00023769i,-0.00034065-0.00024425i,-0.00066786-0.00039968i,-0.00051428-0.00017838i,2.789e-06+0.00010899i,0.00023614-2.3418e-05i,1.7593e-05-3.8852e-05i,0.00032374-0.00039273i,-1.0355e-05-0.00084215i,-0.0010027-0.00039426i
4.0112e-05+0.0012141i,-0.00035862+0.000577i,-0.0004229-0.00046515i,-0.00015564-0.0008176i,0.00047728+0.00032147i,0.00020367+0.0011585i,0.0002692+0.00093274i,0.00038338+0.0010708i,0.00016642+0.00081695i,-0.00029333+0.00067067i,-0.00061411+0.00098331i,-0.00034665+0.0011157i,-3.2937e-05+0.00048629i,-0.00030075-0.00027679i,-0.00013859+5.2724e-05i,0.00021062+0.00026434i,-0.00059273+3.1894e-06i,-0.00089005-0.00052766i,0.0001088-0.00029731i,0.0003412+0.00028527i,0.00048483+0.00034796i,-7.2624e-05+0.00015665i,-0.0011109+0.0002848i
0.0008368-0.001216i,0.0013698-0.00071582i,0.0011993-0.00085016i,0.00069265+0.00011875i,0.0001163+0.00069219i,-5.8596e-05+0.00022282i,0.00042445-9.0431e-05i,0.00045283-0.00035728i,0.00015018+0.00022727i,0.00033946+0.0002996i,0.00043202+4.2514e-05i,0.00020445-6.5598e-05i,0.00032979-0.00082449i,0.00081191-0.00093419i,0.00089165-0.00039446i,0.00028185-0.00011118i,-0.00022293-4.1035e-05i,-0.00028118+0.00061864i,-1.0515e-05+0.0010142i,0.00033271+0.0012099i,0.00079923+0.00043551i,0.00098568-0.00031155i,0.0010928-0.0012301i
-0.00050429-0.0014966i,-6.309e-05-0.0010651i,-0.0010984-0.0017255i,-0.0011699-0.0011273i,-0.00019223-4.8613e-06i,0.001314-0.0001647i,0.001782-0.001039i,0.00050003-0.0014433i,-0.0013256-0.0010567i,-0.0016884+0.00028388i,-0.00089308+0.00096241i,-4.0635e-06-0.00012162i,0.00014952-0.00035289i,-0.00017942-0.00019218i,-0.00059617-0.0010451i,-0.00078846-0.00064845i,0.00033891+7.3636e-05i,0.00081316+0.00043497i,0.00022692+0.00064628i,-0.00016404+0.00070848i,-0.00076593+0.00053782i,-0.00097222-1.9639e-05i,-0.00069398-1.4239e-05i
0.0024952+0.0010858i,0.0026435+9.6556e-05i,0.0028921-0.0017166i,0.0020227-0.0021941i,0.00021575-0.0016853i,-0.00027661-0.00037916i,0.0003755-0.00019352i,6.7133e-05-0.00022625i,-0.00025523+0.00042376i,-0.00044493+0.00065896i,-0.0010337+0.00030419i,-0.0015569-1.1262e-05i,-0.0021121+0.00027665i,-0.0015413-6.8908e-05i,-0.00044876-3.3961e-05i,-0.00017994+0.00057707i,-0.00028208+0.00076328i,-0.00034488+0.00092838i,-7.8399e-05+0.00091497i,0.00037284+0.00043133i,-4.9549e-05-0.00010436i,-0.00019149-0.00022211i,0.00028043+0.00015544i
-0.0025894-0.00090672i,-0.0021953+0.00052946i,-0.002757+0.0010977i,-0.0021338+0.0014684i,0.00039884+0.0027521i,0.0018649+0.0033591i,0.0011367+0.0020599i,-0.0001857+8.165e-05i,-0.0010845-0.00028871i,-0.0010022+7.0412e-05i,-0.00061234+0.00036772i,0.00050716-0.00021499i,0.00032534-0.00073786i,-0.0010468-0.00055098i,-0.00071184-0.00050501i,0.0001898+0.00022715i,0.00010451+0.00088323i,-0.00046436+0.00058444i,-0.00031216-4.7134e-05i,-0.0003901-0.00014825i,-0.00055332+3.2666e-05i,-0.0011075+0.00015198i,-0.0016861+0.00025348i
-0.00074767-0.00018522i,-0.00064114-0.0002576i,-0.000847-0.00017244i,0.00013433-0.00017294i,0.00049853-0.00058884i,0.00027972-0.00089658i,0.00070762-0.00031558i,0.00040469+0.00027107i,-0.00048954+0.00063753i,-0.00080786+0.0012782i,-0.0004759+0.00072299i,0.00017055-3.3105e-05i,0.00025046+0.00032425i,0.00021679+0.00054577i,0.00033909+0.0008832i,-8.949e-05+0.00061696i,-0.00032719+8.8772e-05i,-0.00074351+0.00044985i,-0.00063255+0.00012887i,-0.00042821-0.00054489i,-0.00082753-0.00011506i,-0.00070716+0.00017666i,-1.5756e-05+0.00017002i
-0.0010116-0.0017865i,-0.0017474-0.0013117i,-0.0028057-0.00084357i,-0.001866+3.9251e-05i,-0.00048624+0.0011603i,5.4373e-05+0.0016423i,0.00013934+0.0011444i,-0.00011355+0.00020187i,0.00063316+0.00036324i,0.0018577+0.0013474i,0.0018486+0.001008i,0.0016212+0.00020179i,0.0011261+1.5638e-06i,-0.00020298-0.0001239i,-0.00070333-0.00066897i,-0.00072616-0.00023206i,-0.00073687+0.00020447i,-0.00044961-0.00018111i,0.0001082+0.00026025i,-0.0001895+0.00085749i,-0.0011196-5.4935e-05i,-0.00079637-0.00027346i,-5.1597e-05+0.00036225i
0.0014458+0.0015787i,0.001978+0.00017573i,0.002403-0.0012822i,0.001641-0.0020329i,0.00062261-0.0010031i,-6.2566e-06+0.0003395i,-0.00042915+0.00039364i,-0.00013202-0.00055662i,0.00078415-0.00075156i,0.00076977+0.0003636i,-0.00060418+6.5773e-05i,-0.0010061-0.00067533i,-0.00011323-0.00039429i,-0.00014873+0.00014054i,-0.00074967+0.00027899i,-0.00064624+0.00018744i,-0.00024937+0.00031908i,0.00054764+0.00039232i,0.00079241+5.4476e-06i,0.00041779-0.00049519i,0.00049586-0.00089941i,0.00043122-0.00097311i,6.8728e-06-0.00097094i
-0.00019205+0.0021727i,-0.0014052+0.0010175i,-0.00056918+0.00061149i,0.00080383+0.00037651i,0.0012502-0.00037603i,0.0011702+2.6363e-05i,0.0011868+0.00079888i,0.00026801+0.00055925i,-0.00045156+0.00036757i,-0.00018817+0.00014635i,-0.00018619+8.1257e-05i,-0.00046919-0.00040893i,-0.0001815-0.0011734i,0.00017281-0.00033007i,-5.4258e-05+0.00080914i,-0.00048778+0.00097727i,-0.00051915+0.00049632i,-0.00044157-5.4377e-05i,-0.00030628-0.00010498i,-0.00011333+0.00029i,0.00037762+7.9547e-05i,0.00011296+0.00030144i,-0.00045403+0.0004117i
3.5733e-05+0.00036799i,-0.00039106+0.0012217i,-0.0002627+0.0021598i,-4.4866e-05+0.0019215i,-0.00042432+0.0012785i,0.00012901+0.00072277i,0.0010849+0.00060786i,0.00050974+0.00043081i,-0.00052377-0.00024913i,-0.00056415-0.0010525i,-0.00077776-0.0019146i,-0.00060029-0.0020513i,6.8887e-05-0.0014832i,-0.0002778-0.00074691i,-0.00042218-0.00024408i,4.4804e-05+0.00036263i,0.00050782+0.00023092i,0.00074365+6.5897e-05i,0.00060759+0.00029449i,0.00086019+2.2692e-05i,0.00032301+0.00050183i,-0.00078803+0.0011117i,-0.00043903+0.00093247i
0.00059623+0.0020317i,0.0020432+0.0012659i,0.003351+0.00090327i,0.0034868+0.00027828i,0.0027599-0.00010097i,0.0020081-8.7823e-05i,0.0014691+0.00027111i,0.00039428-2.6693e-07i,-0.00043376-0.00020907i,-0.00035577-0.00010352i,0.00016663-0.00011459i,-0.00029759+0.00018489i,-0.0011007-0.00010182i,-0.0013293-0.0002526i,-0.00096308-5.281e-05i,-0.00034508+0.00095783i,2.1925e-05+0.0014376i,-7.747e-06+0.00054678i,-3.3661e-05-0.00034982i,0.00052684-0.00024074i,0.00066829-5.4143e-05i,0.00075662-0.00077057i,0.00032171-8.0802e-05i
0.00013545-0.00052922i,0.00020894-0.00091306i,-0.00063057-0.0010526i,-0.0017677-0.00055813i,-0.001046-0.00028484i,0.0001407+0.00020681i,0.00065117+0.00039904i,0.00044371+0.00055471i,-0.00053665+0.00044947i,3.4724e-05+0.00010373i,0.00079855-2.0388e-06i,0.0005098+7.9958e-05i,-0.00030638-0.00016214i,-0.00054845-0.00071528i,-0.00024481-0.0010861i,-4.7806e-05-0.00090332i,0.0002694-1.2208e-05i,0.00031289+0.00010208i,0.00071151+0.00018671i,0.00038968+0.00083088i,-0.00032996+0.00026773i,-0.00062982-0.00018856i,-0.0011219+0.0001925i
7.4849e-05-0.0033745i,-0.00069801-0.00284i,-0.0023426-0.0028415i,-0.0012746-0.00097192i,-2.2268e-05+0.0011194i,-2.4808e-05+0.0015733i,9.0286e-05+0.00082135i,-0.00028526-0.00012293i,-0.00093693-0.0002945i,-0.0011113+0.00028237i,0.00019112+0.001209i,0.000926+0.0011495i,0.00035608+0.00013821i,0.00040713-0.00028626i,0.00047622-0.0001937i,0.00026786-1.9758e-05i,0.00074762-0.00016832i,0.00088788+8.8967e-05i,0.00034702+0.00047437i,-1.3517e-05-0.0004203i,4.4851e-05-0.00095684i,7.6355e-05-0.0007385i,-0.00010207+2.1791e-05i
-0.0012135-0.00063823i,-0.0010502-0.0010954i,-0.00086878-0.0014413i,-0.0011758-0.00059673i,0.00010963+0.0010183i,0.0016201+0.00134i,0.0019251+0.00086161i,0.0012611+0.00022643i,0.00026207+3.7039e-05i,-0.00054637+0.00044675i,-0.00096108+0.00021557i,-0.00016862-0.00089496i,0.00048582-0.00083006i,0.00012641-0.00059835i,-5.4288e-05-0.00082586i,-0.00056217-8.9913e-05i,-0.0011255+0.0010215i,-0.00086035+0.00094696i,-0.00019196+3.1831e-05i,0.00028125+6.0118e-05i,-9.0743e-05+0.00027519i,-0.0006861-0.00017779i,-0.00076316-0.00040643i
-0.00032889+0.00024861i,-0.00065128-0.00041838i,-0.0012618+0.00011809i,-0.00067577+0.0015721i,0.00040984+0.0021101i,0.0013219+0.0017554i,0.0013789+0.00090225i,0.0001868+0.00033396i,-0.0010561+0.0001452i,-0.0017215+0.00066626i,-0.00093082+0.00021624i,4.2632e-05-0.0003589i,0.00018441-6.804e-05i,-0.00033803-4.9891e-05i,-0.00060916-0.00050516i,-0.00059066-0.00029418i,-0.00059303-0.00035814i,-0.00069196-0.00012507i,-0.00052764+0.00017997i,-0.00031832+0.00016013i,-0.0004657+0.00033259i,-0.00041878+0.00050651i,-0.00049263+0.00038698i
0.0002763+0.00041088i,0.0010358+0.00058979i,0.0021445+3.9332e-05i,0.0020916+0.00011858i,0.0013127+0.00081239i,0.0012853+0.00079892i,0.00109+0.00068259i,0.00035884+0.0011739i,-0.00016674+0.0014237i,-0.00092046+0.00072851i,-0.00074202+3.3765e-06i,0.00021977+0.00011195i,-8.1054e-05-0.00040005i,-0.00045926-0.00055652i,-0.00018185+0.00030099i,0.00016789+0.00042272i,0.00030868-2.0236e-05i,0.00017823+0.00031971i,-0.00019426+0.00075987i,-0.0003447+0.00032622i,0.00012952-0.00029106i,0.00097278-0.00021707i,0.0013402-0.00072453i
0.00061429+0.0010112i,0.0011337-0.00043536i,0.0016444-0.0011754i,0.0010064-0.0011362i,0.0010383-0.0003057i,0.0011789-0.00080185i,0.00081377-0.0015028i,0.00064565-0.00096207i,0.00015367-0.00011613i,-2.8758e-05+0.00014372i,0.00029117+0.00013282i,5.1399e-05-0.00022254i,-0.0015398-0.00028904i,-0.0016562-3.5992e-05i,-0.00036655-0.0001222i,-0.00022982-0.00013252i,-0.00037426+0.00031639i,-0.00057561+0.00079756i,-0.00052454+0.00072513i,0.00037545+0.00087873i,0.0011935+0.00023535i,0.0012219-0.00011066i,0.00096836+0.0003099i
0.00071656-0.00030189i,0.001251-0.00050614i,0.00071458-0.0010645i,0.00058592-0.00062215i,0.00048792+0.00015118i,0.00025339+0.00062113i,0.00024346+0.00078147i,0.00028379+0.00012013i,-0.00012081-0.00033628i,-0.00067197-0.00051677i,-0.00035425-7.3874e-05i,-0.00061071-3.9734e-05i,-0.00076655+5.3832e-05i,-0.00061014+0.00036061i,-0.0003791-0.0002649i,3.2497e-05-0.00040232i,-0.00038185-0.00022897i,-0.00084957-0.00093055i,-0.0010271-0.00077877i,-0.00059461-0.00021391i,0.0002326-2.6114e-05i,-0.00015027-0.00068309i,-0.00029946-0.0010833i
