-0.0029702+0.00014561i,-0.00069514-0.0008023i,-0.0011331-0.00031779i,-0.00086412+0.00012595i,-9.6356e-05+0.00084686i,0.00016316+0.0017304i,0.00035377+0.0023978i,0.0001745+0.0026109i,-8.5089e-05+0.0015149i,6.6289e-05+0.00024482i,0.00060155+0.00012319i,0.0014508+0.00016501i,0.00090751-0.00055448i,6.7642e-05-0.00094921i,-0.00043166-5.5757e-05i,-0.0011471+0.00016791i,-0.00082701-0.00033313i,-0.00089856-0.00053948i,-0.00051917-0.00029971i,0.00019975+0.0001914i,-1.0651e-05+0.00078109i,-0.00012683+0.00053924i,-0.00014601-0.00024727i
-0.0015563-0.00033884i,-0.0024765+0.000144i,-0.002528+0.0025944i,-0.0015967+0.0038821i,-2.0423e-05+0.0033858i,0.00052411+0.0017089i,-0.00012558-0.00015225i,-0.0008998-0.00066901i,-0.0011208+0.00029233i,-0.00038817+0.00074593i,-6.1829e-05+0.00035083i,2.3853e-07-0.00052584i,-0.00050069-0.0014013i,-0.00091927-0.0017815i,-0.00097928-0.0012039i,-0.0010331-0.00033562i,-0.0012354+0.00066978i,-0.0012906+0.00067365i,-0.00093948+0.00015952i,-0.00084022+0.00019693i,0.00050855+0.00025498i,0.00097079+0.00012581i,-0.00024686-0.00020466i
-0.00052435-0.0026343i,-0.00080908-0.0037883i,-0.0015297-0.0029514i,-0.0015199-0.001062i,-0.00096277+0.00064989i,0.00018049+0.0012838i,0.00097348+0.00050515i,0.00039457-0.00034848i,-0.00054742-0.0003521i,-0.0011698+0.0011548i,-0.00085759+0.0016061i,-0.00027717-0.00020012i,0.00058615-0.0010243i,0.0012449-0.00074069i,0.00029682-0.00086064i,-0.00023222-0.00048934i,-0.00035806-0.00032658i,-0.00057182-0.00049458i,-0.00034832-0.00032837i,0.0001757+4.841e-05i,0.00026805+0.00015722i,0.00015811-5.9828e-05i,1.5233e-05-0.0002263i
0.0016388-0.00075352i,0.0011459-0.0012559i,-0.00072579-0.0010779i,-0.0015466+0.00063421i,-0.00075793+0.0012419i,0.00014847+0.00074408i,0.00141+6.1635e-05i,0.001346-0.0012005i,-0.00069106-0.0016645i,-0.0015826-0.00092984i,-0.00095023-5.0903e-05i,-5.9438e-05-4.0864e-05i,0.00079862-0.0005128i,0.0011172-0.00034023i,0.00071267+0.00055875i,0.0005507+0.0010288i,0.00059194+0.00060039i,0.00046419+0.00032935i,0.00010414+0.00028389i,0.00019258+0.00019511i,0.00048723-0.00020322i,0.0001022-0.00021887i,-0.00039841+6.2895e-06i
0.00076228+0.00041268i,0.00051494+0.00034209i,0.00050769+0.00050136i,0.00062469+0.00012008i,5.5678e-05-2.9129e-05i,4.0909e-05+0.00027746i,0.00051683+0.00059603i,2.6891e-05+0.00049159i,-0.00094844+0.00040933i,-0.001467+0.00070685i,-0.0013169+0.00038722i,-0.00052865-0.0010319i,9.0004e-05-0.0016557i,6.5075e-05-0.00071597i,0.0002163+0.00056893i,0.00053417+0.00095237i,0.00038252+0.00069366i,-7.0083e-05+0.0007406i,-0.00045057+0.00037421i,-0.00040221+8.5005e-05i,-0.00011328-0.00016847i,-0.00034019-0.00045557i,-0.00020977-5.8376e-05i
-0.00093625+0.00072936i,-0.00022746+0.0020682i,0.00014292+0.0025697i,0.00053413+0.0021106i,3.3552e-05+0.001609i,6.6331e-05+0.00085235i,0.00047574+0.00090634i,0.00038929+0.0006233i,-0.00021116+0.0007226i,-0.00095728+0.0010046i,-0.0005561+0.00029231i,-1.2844e-05-0.00080318i,-0.00016417-0.0013597i,-0.00010356-0.00095522i,0.00037256-5.7802e-05i,-0.00013082+5.6064e-05i,-0.00086428+0.00049208i,-0.00013539+0.0010779i,0.00031789+0.00072335i,6.0404e-06+0.00045849i,-0.0003137+3.3254e-05i,-4.7836e-06+3.2969e-05i,0.00016736-1.3838e-05i
-0.00097713+0.001964i,-0.00081731+0.00037373i,0.00047255-0.00052064i,0.0016585+0.00042469i,0.0020234+0.00071931i,0.001815+5.3665e-05i,0.0014028-0.00056328i,0.00046427-0.00075145i,-0.00024237-0.00023801i,-5.1255e-05-0.00049323i,0.00064616-0.00031315i,0.00049242+0.00054775i,-0.00056612+0.00024378i,-0.0011494-0.00039541i,-0.00069192-2.5083e-05i,-0.00036106+0.00066132i,-0.00066863+0.0004653i,-0.00089343+7.2423e-05i,-0.0006552+0.00058394i,-0.00040569+0.001123i,-0.0004081+0.00033146i,-0.0003444-0.00055391i,-0.00022477-3.8722e-05i
0.0015323-0.0013148i,0.0012527-0.0014472i,0.0019706-0.0022828i,0.002162-0.0025622i,0.001105-0.00080497i,0.00032274+0.00066939i,2.3145e-05+0.00027827i,0.00022103-0.0004125i,0.00026552-0.00039221i,-0.00030487-4.1923e-05i,-0.00030689-0.00029179i,-0.00010085-4.649e-05i,0.00014184+0.00013067i,0.0007752-0.00033549i,0.00042652-0.00047363i,-0.00014906-5.8441e-05i,-0.00049494-0.00045512i,0.00010883-0.00079009i,0.00085701-0.00025669i,0.0004473-5.9201e-05i,0.00016549-0.00030129i,0.00050698-0.00048357i,0.00056275-0.00041073i
0.0013321-0.00079387i,0.0011241-0.0011674i,0.00066021-0.0012069i,0.00015908-0.0012225i,0.00015311-0.0010227i,0.0011111-0.00032198i,0.0015533+1.1673e-06i,0.00045647-0.000219i,-0.00056161+0.00017868i,-0.00092876+0.00036148i,-0.00022155+5.8132e-05i,-0.00012216-0.00073528i,-0.00031517-0.0014787i,-0.00034604-0.00086483i,-0.00050142-0.00069788i,-9.546e-05-0.0010875i,-0.00045629-0.00089414i,-0.0011976-0.00037998i,-0.00094299-0.00017823i,-0.00074799-0.00057908i,-0.00041136-0.0010353i,-0.00040278-0.00092186i,-6.7772e-05+9.0656e-05i
-0.0025471-0.00043894i,-0.002007+0.001134i,-0.001429+0.0031114i,-0.0010776+0.0026173i,-7.453e-05+0.0013144i,0.0010236+0.0005315i,0.00075614-0.00016674i,-7.8319e-06-0.0010033i,0.000126-0.0013699i,0.00026254-0.00077469i,0.00026092-0.00050862i,0.00053821-0.00098444i,0.00021274-0.0011709i,-0.00058457-0.00054481i,-0.0008895-0.0005646i,-0.00042824-0.0006144i,-0.00049064-5.8786e-05i,-0.0011708+4.8036e-05i,-0.0010417+0.0003066i,-0.00029748+0.000942i,0.00020634+0.00053901i,0.0004528-0.00024191i,3.5955e-06-0.00024777i
-0.0016365+0.00090698i,-0.0014301+0.00024241i,-0.00025284+0.00055547i,0.0013031+0.00095616i,0.0020622+0.0010055i,0.0016021+0.00089139i,0.00058847+0.00043294i,1.0435e-05+0.00026671i,0.00040824+0.00064976i,0.00053905+0.00049847i,0.0003385-8.3623e-05i,5.9101e-05-6.9972e-05i,-0.0009047-4.9599e-05i,-0.0010886-0.00064403i,-0.00097623-0.0010174i,-0.001495-0.00065824i,-0.0012047-0.00028746i,-0.00045621-0.0004439i,0.00025264-0.00031977i,0.00078869+0.00045618i,0.00061771+0.00052096i,-0.00012332-0.00019506i,0.00022459+0.00024083i
0.00029483+0.0030795i,0.0010529+0.0027065i,0.0019221+0.0026653i,0.0022679+0.0021122i,0.0017291+0.0018465i,0.00070003+0.001327i,-0.00014232+0.00045706i,-0.00065014-0.00022153i,-0.00063331+8.3111e-05i,4.6388e-05+0.00052646i,0.00022956+2.2898e-05i,-0.00029388+0.00013554i,-0.00055405-0.00040901i,-0.00032418-0.0012691i,-0.0001697-0.00069587i,-1.7773e-06+9.6164e-05i,0.0001979+0.0003703i,-0.00036504+0.00056771i,-0.00049482+0.00020978i,2.7222e-05-0.00012832i,0.00040337+0.00032641i,0.00074819-0.00018917i,0.00029397-0.00067119i
0.00019676+0.0015617i,-0.0006627+0.0013787i,-0.0012408+0.00092871i,-0.0012364+0.00064836i,1.0567e-06+0.00056952i,0.0014941+0.00028259i,0.0018777-0.00017702i,0.0011409-0.00026641i,-0.00013912+0.00034645i,-0.00088646+0.00064224i,-0.00058684+0.00041412i,-0.00022607-0.00059839i,-0.00034187-0.00045547i,-0.00055283-9.5489e-06i,0.00013655-0.00044324i,0.00029094-3.7407e-05i,-0.00044263+0.00016257i,-0.00053413-0.00026141i,-0.00035445+0.00030754i,0.00027901+0.00078531i,0.00012515+0.00013412i,-0.00015465-0.00041091i,-0.00028527-0.00033613i
0.000818+0.00033371i,0.0013224+0.00045424i,0.0017025-0.0010141i,0.00087731-0.0016178i,0.00022845-0.0008962i,0.00038542+0.00039718i,0.00051267+0.00050771i,0.00044359-0.00029603i,-0.00044266-0.00030426i,-0.0011542+0.0010187i,-0.00088353+0.0013106i,-0.00037762+0.00061556i,-0.00037188+4.2808e-05i,-5.8993e-05-0.0004044i,0.00036397+4.8252e-05i,0.00049508+0.00044243i,0.00040964+0.00077842i,-0.00016109+0.00049472i,-0.00059934+2.4762e-06i,-0.00018743-5.1418e-05i,0.00066422+0.00017399i,0.0011725+0.00039213i,0.0012456-9.3193e-05i
-0.0014162-0.0020215i,-0.0014654-0.0009724i,-0.0022639-0.0010374i,-0.0020582-0.00080999i,-0.00035358+0.00033626i,0.0012152+0.00053588i,0.0014522+0.00040341i,0.00096075+0.00023591i,-0.0001838+0.00042791i,-0.00087072+0.0014289i,-0.00054641+0.0012054i,-0.00038005-0.00068572i,-0.00036329-0.0011508i,0.00020851-0.00083687i,0.00026793-0.0005381i,0.00010606+3.2323e-05i,0.00018695+0.00057391i,-0.00018476+0.00052386i,0.00023593-3.5577e-05i,0.0008797+0.00012258i,0.00056161+0.00043797i,3.1158e-05+1.7938e-05i,-0.00041366-0.00011171i
-1.7615e-05+0.00015303i,-0.00025583+0.0013599i,-3.1565e-05+0.00069352i,0.00026391+0.00068296i,0.00010645+0.0016287i,0.00036211+0.0019207i,0.00061133+0.0010081i,5.2296e-05+0.00021151i,-0.00053679-0.00016639i,-0.00022795-0.00021887i,5.9674e-05+8.9801e-05i,-0.0003438+0.00029134i,-0.00054709-0.00070987i,-0.00096696-0.001154i,-0.0016373-0.00067452i,-0.00098002-0.00093649i,9.0834e-05-0.00071783i,-0.00014334-3.2513e-05i,-0.0005346+0.00010292i,-0.00010859-0.0006352i,0.0001856-0.0008069i,0.00026004-0.00025461i,0.00068643-0.00026041i
0.0023864-0.00057032i,0.0021276-0.0017082i,0.0024747-0.003335i,0.0012393-0.0024877i,7.6814e-05-0.0011756i,-0.00018212-0.00019522i,-0.00033539+0.0003187i,-0.00055767-0.00062171i,-0.0010603-0.00085053i,-0.0012685-7.6332e-05i,-0.0008581+4.8245e-05i,-0.00051225-3.5073e-05i,-0.00022701-5.7475e-05i,2.2146e-05-3.3552e-05i,0.000422+0.00019722i,0.0007541+0.00079255i,-0.00049054+0.00066217i,-0.0011827+0.00020106i,-0.00060647+0.00039372i,0.00017674+0.00016802i,0.00084752-0.00019568i,0.0010094-0.00090888i,0.00085481-0.00060655i
1.5564e-05+0.0014172i,0.00060381+0.0028908i,0.00077286+0.0040747i,0.0015288+0.0032843i,0.0012132+0.0022958i,0.0015633+0.0016697i,0.0019515+0.00014864i,0.0011921-0.0010218i,-3.7886e-05-0.00059378i,0.00028642+0.00024968i,0.0007475+0.00055408i,-0.00048667-0.00013085i,-0.0013321-0.0003555i,-0.001677-0.00014405i,-0.0009059+2.7348e-05i,-0.00018002+0.0007604i,0.00016449+0.00050386i,0.00061602-0.0007994i,0.00032017-0.00047698i,7.2046e-05+7.1779e-05i,8.7475e-05+0.00010022i,0.00012493-0.0004392i,0.00049957-0.00040761i
-0.0019181+0.00037937i,-0.001092-0.00046286i,-0.00077641-0.0006325i,-0.00025152-0.00068848i,-0.00020364-0.00019034i,5.9411e-05+0.00025027i,0.00042118+0.00032531i,-7.3517e-07-7.0347e-05i,0.00011388-0.00015151i,0.00044975-0.00030047i,7.3859e-05-0.00044883i,0.00032282-0.00033231i,-0.00036451-0.00057666i,-0.0013924-0.00099318i,-0.0010185-0.00042612i,-0.00039967+0.00042956i,-9.8815e-06+0.0010324i,-0.00019025+0.0010815i,0.00035607+0.00050621i,0.0013172+0.00057851i,0.0011409+0.0003762i,0.00059464+6.3594e-05i,0.00053312+0.00071371i
-0.0016757+0.00095363i,-0.0013232+0.0014234i,-0.00020409+0.002292i,3.187e-05+0.0024301i,0.00047549+0.0028314i,0.00048968+0.0025196i,0.00015444+0.0017986i,0.0001982+0.00099219i,-0.00034126+5.4804e-05i,-0.00040113-1.1067e-05i,-0.00023585+0.00034006i,-0.00038154+0.00031147i,-0.00027122-0.00048362i,-0.00046298-0.0010921i,-0.0008834-0.0012481i,-0.0013662-0.0009318i,-0.0013744-0.00036354i,-0.00063436+4.5377e-05i,0.00019223+0.00023788i,-0.00036045+0.00076994i,-0.00096184+0.0009212i,-0.00072385+0.00016202i,-0.00015375-0.00063278i
0.00174+0.00054953i,0.0020974+0.00026973i,0.001802-0.00083102i,0.00035758-0.0016948i,-0.00078495-0.00078848i,-0.00089923+0.00081657i,-0.00011503+0.0015712i,0.00026881+0.0004467i,-0.00030754-0.00072796i,-0.00024253-0.00051771i,0.00029131-0.00043307i,0.00063087-0.00077982i,0.00060256+0.00011505i,0.00029165+0.0007694i,-0.00054109+0.00086758i,-0.0012558+0.00041668i,-0.0013738-9.6734e-05i,-0.0011215-1.7179e-05i,-0.0007292-0.00020892i,-0.00056325+4.6125e-05i,-0.0011258+0.00035705i,-0.00056681-0.00023711i,1.6137e-06-0.00051316i
0.00085315+0.00037631i,0.0010382+0.00039411i,0.0023415+0.0007418i,0.0034828-0.00024606i,0.0028516-0.00039805i,0.0015159+7.6808e-05i,0.0011678-1.6807e-05i,0.00081955-0.0002058i,0.00038139+7.2363e-05i,0.00033679+5.2835e-05i,-0.00022288-1.744e-05i,-0.00079646-0.00036792i,-0.00088419-0.00070699i,-0.0010482-0.00061767i,-0.0013647-0.0006976i,-0.00094192-0.00073043i,-0.00047904-0.00039061i,-0.00033671+6.0587e-05i,0.00014855+0.00027604i,5.3797e-05+0.00044384i,-0.00071535+0.00032492i,-0.00097033+8.7293e-05i,-0.00086726-0.00010918i
0.00097043+0.0019731i,-0.00014602+0.001905i,-7.7536e-05+0.00080655i,-4.8193e-05+0.00017503i,-0.00031283+5.1382e-05i,-0.00031316+4.1397e-05i,0.00055871-2.8007e-06i,0.0006504+0.00044357i,-0.0010206+0.00041502i,-0.0017248-0.00012263i,-0.0006449-0.00064163i,8.7541e-06-0.00096788i,-0.00024325-0.0011461i,-0.00070298-0.00065224i,-0.00066398-0.00046164i,-0.00024494-0.00022743i,9.0273e-05-0.00027712i,0.00044019-0.00087332i,0.0009149-0.00074971i,0.00017412+0.00014504i,-0.00064536+0.00022874i,-0.00023864+4.9385e-06i,0.00061077-6.5619e-05i
0.0012305+0.00031488i,0.0017922-0.00053555i,0.001622-0.0014594i,0.0016022-0.00077414i,0.0017176+0.00023419i,0.0017633+0.00072678i,0.0014365+0.000799i,0.00077074+0.00022817i,2.6821e-05-0.00045712i,-0.00047649-0.0002205i,-0.00030549-0.00038881i,-0.00023793-0.001345i,-0.0010584-0.00097395i,-0.0013441-1.3686e-05i,-0.0010221+0.00011399i,-0.00065209+1.592e-05i,-0.00070688+0.00012332i,-0.00069936+0.00046562i,0.00016329+0.00064024i,0.00048119+0.00018551i,0.00087997-0.000144i,0.00081256-0.00034194i,0.00066025-0.00052409i
-0.00030504+0.00046104i,-0.00068034+0.0018929i,-0.0013761+0.0033707i,-0.00064028+0.003304i,-0.00014376+0.0027665i,0.00015157+0.001483i,0.00034076+0.00053789i,-0.00031496+0.0011113i,-0.00075833+0.0011913i,-0.00074652+0.0010066i,-0.00055429+0.00072999i,-0.00024143-0.0006024i,-0.00033988-0.00088812i,-0.00076719-0.0004276i,-0.00027942-0.00056907i,-0.00022602+0.00027229i,-0.00050819+0.00084891i,-0.00072111+0.00043443i,-0.0011389+0.00036513i,-0.00049326+0.0010557i,9.5787e-05+0.0015165i,-0.00066219+0.0014669i,-0.00093356+0.00018995i
-0.00076531-0.00019428i,-0.00055252+0.0006963i,0.00027079+0.0015594i,0.0013032+0.00092751i,0.0010179+0.00055865i,0.00088804+0.00090183i,0.0011002+0.00078736i,0.00074667+0.00028747i,-0.00021845-2.5623e-05i,-0.00053896+8.4677e-05i,0.0006641+0.00065427i,0.0010258+0.00074264i,0.00034569+0.00070664i,7.7984e-05+0.00069888i,0.00039139-0.00025616i,0.00054423-0.00076105i,0.00048915-0.00044842i,-6.2327e-05-0.00012733i,-0.00038396-0.00023459i,-0.00046347-0.00037544i,-0.00041561-0.00084199i,8.073e-06-0.0012066i,0.00028259-0.00065448i
0.00054887-0.00061309i,-0.00050524-0.00065419i,-0.00046239-0.00011556i,0.00021691+0.00034995i,8.8974e-06+0.00084369i,-9.6124e-05+0.00074781i,0.00038384+0.00014287i,0.00026615+2.4989e-06i,-0.00059699-0.00046961i,-0.00076043-0.00012686i,-0.00053606+9.9776e-05i,0.00015202-0.00040801i,0.00049153-0.00048094i,0.00022238-0.00040165i,0.00010044+0.00019899i,0.00024762+0.0005554i,0.0002009+0.0001966i,-0.00025271+0.00027556i,-0.00039298+0.00066804i,-0.00049656+0.00052206i,-0.0006702+0.00029538i,-0.00053478+0.00044472i,0.00024064+0.00042659i
-0.002256-0.00081123i,-0.0011568+0.00066678i,-0.00081026+7.3564e-07i,-0.0010642-0.00010841i,-0.0006352+0.0008623i,2.2346e-05+0.00072725i,9.2886e-05+0.00047618i,-0.00020116+0.0003513i,-0.00027477+0.00027541i,-0.00011811+0.00050544i,-6.4033e-05+0.00066862i,-0.0002647-0.00021853i,-0.00032993-0.00059746i,-0.00035399+0.00024296i,-0.00041248+0.00018326i,-0.00072019-3.3076e-05i,-0.0011562+0.00012351i,-0.0007889-0.00014799i,-7.8044e-05+8.9635e-05i,0.00062619-6.8298e-05i,0.001038-0.00036885i,0.00077907+0.00017177i,0.00028892+5.0603e-05i
0.00077102+0.001087i,0.00077099+0.0017652i,0.00090687+0.0022274i,0.0016933+0.0017122i,0.0014036+0.00091544i,0.00072668+0.0010107i,0.00083768+0.0013989i,0.00042746+0.00054014i,5.1507e-05-0.00011549i,-0.00044225-3.7136e-06i,-0.00021893-0.00053343i,-0.000116-0.0010498i,-0.00032906-0.0008214i,0.00010231-0.00054596i,0.00057955-0.00015171i,0.00067174+0.0002497i,0.00050457+0.00047999i,7.2679e-05+0.00042397i,-0.00018187+0.00065953i,0.00027479+0.0010227i,0.00061388+0.00088824i,0.00042957+0.00055643i,6.3301e-06+0.00026474i
0.00058872-6.6633e-05i,0.00087174-0.00068728i,0.00048705-0.00086911i,-7.2377e-06-0.00017605i,0.00032605+0.00062163i,0.00086137+0.0011089i,0.00081294+0.0012623i,0.00056934+0.001152i,-0.00062368+0.0012293i,-0.0010672+0.0012318i,-0.00025735+0.00050637i,-3.0444e-05-0.00052393i,-0.00055955-0.00058839i,-0.00063439-0.00099813i,1.1251e-05-0.0014762i,0.00075698-0.00016971i,0.0012481+0.00072402i,0.001283+0.00074319i,0.001124+0.0007934i,0.00085357+0.00045698i,0.00082615+0.00017813i,0.00042485+0.00015213i,-9.5592e-05+0.00015099i
-7.2396e-05-0.00093538i,-0.00018507-0.00019207i,0.0003727-0.00050846i,0.00045693-0.0014696i,0.00032514-0.00089195i,0.00059623+1.5729e-05i,0.00093461-3.4643e-08i,0.00055963+0.00016205i,-0.00033885+0.00034451i,-0.00029961+0.00033082i,0.0001545+0.00054117i,5.4321e-05+0.00055706i,4.7466e-05+0.00070556i,-0.00019218+0.00024576i,-0.00034236-0.00061896i,-9.0834e-05+0.00016034i,-0.00082431+0.0005115i,-0.00045771+0.00010729i,0.00027722+0.00017585i,0.00043357+0.00033656i,0.0009359+0.00028909i,0.00032096+0.00073484i,0.00018199+0.0010046i
0.0018342+6.7703e-05i,0.002152-0.0005646i,0.0013201-0.00067366i,0.0010624-0.00084304i,0.0010882-0.00073237i,0.00021571-0.00035442i,0.00053111-8.2094e-05i,0.00051742+0.00038622i,-0.00052705+0.00097527i,-0.0015672+0.0011427i,-0.0012319+0.00058087i,-0.00023121-3.6176e-05i,-8.1363e-05-0.00030414i,-0.00041707+0.00015335i,-0.000878+0.00056845i,-0.00078826+0.000117i,-0.00056543+3.6707e-05i,-0.00092274+0.00028638i,-0.00018179+0.00032543i,0.00097026-0.00026125i,0.00047134-0.0006308i,-0.0001167-0.00023454i,0.00087874-0.00014259i
-0.0012625-0.00084192i,-0.00012615-0.00090132i,-0.0019027-0.00065378i,-0.0028686-1.7039e-05i,-0.0015279+0.0002563i,0.00012067+0.0007451i,0.0008682+0.00096929i,0.00029854+0.00026034i,-0.00025229-0.00018691i,-0.00079137-0.00048212i,-0.0005163-3.2401e-05i,0.00053693+0.00034356i,0.00090552-0.00021525i,0.00087103-0.0003179i,0.00039609+5.5589e-05i,-0.0003258+0.00017721i,-0.00023075+0.00010038i,0.00034393-0.00012411i,0.00018268+0.00038778i,-0.00027703+0.00071998i,-0.0004574-0.00029617i,-0.0003353-0.00083927i,-0.00019805-0.0010783i
0.001361-0.00016849i,0.0017418-0.0011569i,0.0020454-0.00036021i,0.00095084+0.00053707i,-0.00031076+0.0011238i,-0.0002618+0.0017897i,0.00049633+0.0013447i,0.0005561+0.00032375i,-0.00054911+0.00045305i,-0.0014117+0.00068549i,-0.0011922+6.3302e-05i,-0.00010129-0.00041542i,0.00023235-0.00052719i,0.00025165-0.00026915i,-5.8452e-05+0.00023017i,-0.00035179+0.00069106i,-0.00071675+0.00056594i,-0.0013686+0.00086216i,-0.0013618+0.00097507i,-0.00037957+0.00081655i,0.00040761+0.00064477i,0.00016337-6.7616e-05i,-0.00015851+0.00030553i
0.0012612-0.002336i,0.00097144-0.0028392i,-0.0012363-0.0010349i,-0.0019803-0.00038231i,-0.0016303-0.00044909i,-0.00072082+0.0010443i,0.00040443+0.00093562i,0.0010083+0.00010192i,0.0003471-0.00011611i,-0.00048475-0.00042087i,-0.00046447+0.00026245i,0.00038536+0.0004236i,0.00028648+0.00054141i,-0.00030524+7.5846e-05i,-0.00025305-0.0007304i,0.00015614-0.00040294i,-7.0805e-05-0.00032104i,-0.00025391-0.00026926i,0.00031299-1.9311e-05i,0.00036891-0.00022677i,5.2976e-05-0.00051526i,0.00021948-0.00059828i,-7.2467e-05-0.00082698i
-9.8358e-05+0.0013121i,0.0011197+0.0011894i,0.0029527+0.00016428i,0.0025362-0.00098709i,0.0012787-0.0012281i,0.00049519-0.0009997i,0.00031854-0.0006109i,0.00064313-0.001084i,0.00017441-0.0011638i,-0.00010471-0.00056089i,0.00029893-0.00049325i,0.0003814-7.9867e-05i,-5.9337e-05-0.00026598i,-0.00097998-9.2267e-05i,-0.0012129+0.00037918i,-0.00066001+0.00049124i,-0.00026531+0.00018331i,0.00018806-0.00044541i,0.00038222-4.9032e-06i,8.5061e-06+0.00022864i,0.00045586-0.00038109i,0.00081307-0.00073353i,0.00015685-0.00076018i
0.00024501-0.0011216i,-0.0015914-0.00050031i,-0.00149-0.00058184i,-0.00045679-0.00066193i,0.00057327-0.0011138i,0.00067093+0.00024001i,0.00027228+0.00085874i,0.00010922-0.00040153i,-4.4325e-05-0.0006621i,-0.00052944+0.00022443i,-0.00080578+0.00036049i,-0.00041011+0.00021002i,-4.4321e-05-0.00016333i,0.00048632-0.00027706i,0.00065228+0.00033059i,0.00079418+0.00091836i,0.00041884+0.001318i,-0.00025657+0.0016614i,-0.00038845+0.0012023i,0.00028354+0.00020238i,0.00061381+0.00017842i,-0.00014718+0.00042835i,-0.00043423+9.1542e-05i
-0.0011705-0.0013019i,-0.00033538-0.0016121i,-0.00011794-0.00084764i,-0.00060512+0.0010381i,-0.00098959+0.0021017i,0.00034462+0.0010847i,0.0018049+0.00061078i,0.00087354+0.00016889i,-0.00090227-0.00030066i,-0.00087203+0.00013082i,-0.00010314+0.00053115i,0.00085516+0.00042726i,0.0016193-0.00043165i,0.00090799-0.00092989i,1.3302e-05-0.00057319i,-0.00012504-0.00052229i,-0.0004144+1.0381e-05i,-9.2664e-05+0.00061978i,0.00042812+0.0003916i,-1.0938e-05-0.00046631i,-0.00017307-0.001374i,0.00050315-0.001789i,0.0010613-0.0015734i
0.00087906-0.00148i,-0.00025675-0.0015294i,-0.0015051-0.0018614i,-0.0018026-0.00060382i,-0.00068239+0.00056905i,0.00045457+0.00095307i,0.00016718+0.00041431i,-0.00026974-0.00076652i,-0.00069919-0.0010469i,-0.00046464+0.00014298i,0.00025854+0.0015818i,0.00052826+0.0010033i,0.00073621-5.242e-05i,0.00031132-0.00067272i,0.00020254-0.00010269i,-0.00042227+0.0004305i,-0.0011967+0.00016599i,-0.00063758-5.5402e-05i,-0.000393+0.00012872i,-0.00077822+0.00060896i,-0.00027266+0.00077453i,0.0006878+0.0010351i,0.00095916+0.00082831i
-0.0024431-0.0020856i,-0.0022101-0.0022241i,-0.0018054-0.0015647i,-0.0012233+3.8711e-05i,-0.00070521+0.0019252i,0.00069229+0.0025621i,0.0016555+0.0018939i,0.0011412+0.0012967i,0.00053488+0.00067317i,-0.00012344+0.00079069i,5.4304e-05+0.0013417i,0.00016095+0.0010281i,-0.0002854+0.00061177i,-0.00036927-0.00033586i,-0.00041503-0.00091907i,-0.00030204-0.00025037i,6.1053e-06-0.00010957i,-4.7622e-05-0.0002343i,5.8678e-05+0.0003193i,0.00015568+0.00058207i,-0.0001091+0.00036612i,-0.00017401+0.00046225i,-0.00028538+0.00068269i
2.5869e-05-0.00039309i,-0.00066141-0.00060146i,-0.0012133+4.0388e-05i,-0.00047433+0.00029529i,-0.00044467+0.00058407i,-0.00019192+0.00084214i,0.0003751+0.00095202i,0.00038566+0.00074576i,-0.00036182-9.8324e-05i,-0.00086983-0.00038222i,-0.0003439-0.00032501i,-0.00031715-0.00039235i,-0.00063976-0.00048612i,-1.4433e-05-0.00089229i,-0.0001011-0.00046512i,-0.00067416+0.00069045i,-0.00034707+0.00088982i,-0.0003239+0.00015061i,-8.6885e-06+1.0481e-05i,0.00010012+0.0001076i,0.00042221+0.00020633i,0.00047144-0.00011299i,0.00019472-0.00061948i
-0.00066459+0.00036323i,-0.00042405+0.0008643i,-0.001182+0.00014028i,-0.00014305-2.6403e-05i,0.0012359+0.00069933i,0.001248+0.00070512i,0.00055555+0.00072015i,-0.00024635+0.00088063i,-0.000577+0.00052009i,-0.00051118+0.00027468i,0.0004875+0.00051112i,0.00051288+0.00036501i,-0.00045434-0.00074424i,-0.00060498-0.0010998i,-0.00014608-0.00054087i,8.9689e-05-9.0889e-05i,-5.0501e-05+0.00045433i,-0.00015536+0.0009826i,-0.00016383+0.00097466i,4.1751e-05+0.0012863i,0.00036443+0.0016036i,0.0002059+0.0012925i,2.8689e-05-8.8113e-05i
-0.0017691-0.00056233i,-0.0021987-0.00058851i,-0.0025406+0.00049786i,-0.0023136+0.0013635i,-0.0017436+0.0022728i,-0.00029365+0.0016622i,0.00064597+9.5444e-06i,-8.3717e-05-0.00043757i,-0.0011993-0.00040568i,-0.00073169+0.00022296i,-0.00038556+0.00066617i,-0.00016156+0.00036199i,-0.00019081-7.8736e-05i,-0.0003951-0.00038672i,-0.00047473+0.00044644i,-0.0011035+0.0014402i,-0.0011204+0.0006502i,-0.00092519-0.00066952i,-0.00052705-0.00032711i,0.00018276+0.00048945i,0.00032315+0.00062441i,0.00045479+0.00093864i,0.00046942+0.00071347i
