0.000374+0.00034737i,0.00053064+0.00028064i,0.00032336-0.00026226i,-0.00035839-0.0008752i,-0.0011478-0.00064232i,-0.0016052+0.00031269i,-0.00070029+0.0013325i,0.0012198+0.0024655i,0.0022542+0.0023013i,0.0016518+0.0014505i,9.8029e-05+0.00097788i,-0.00014328+0.00059776i,-0.00019662+0.00061173i,-0.0010839+3.8789e-05i,-0.00096602-0.00058426i,-0.00028389-0.00021092i,0.00062632+0.00026582i,0.00061735+0.00052361i,6.2857e-05-7.876e-05i,-0.00039064-0.0013748i,-0.00057138-0.0016627i,-0.00020515-0.00089203i,0.00038184-0.00057849i
0.0008099-0.00017763i,9.4729e-05-0.00032876i,-0.00082352-0.00076552i,-0.00097141-0.0010387i,-0.00065508-0.00046964i,-6.5988e-05+3.7771e-05i,0.00012824+0.00039366i,0.00053811+9.9519e-05i,0.0012658-0.00010829i,0.00076726+0.00045853i,-0.00016488+0.00099669i,-0.00028785+0.00036485i,0.00014441+2.5848e-05i,0.00048152-4.6942e-05i,0.0001127-5.9344e-05i,4.4253e-05-3.4483e-05i,-5.8928e-05+0.00015636i,-0.00021424+0.00053871i,0.00024061+0.000839i,-2.1453e-05+0.00088354i,0.00010394+5.118e-05i,0.00073407-0.00053774i,0.00051421-0.00019509i
4.7345e-05-0.00025425i,-0.00051427-0.00080479i,-0.00073363-0.00077481i,-0.00020765-0.00056251i,0.00038651-0.00079921i,7.207e-06-0.000593i,-0.00018599+0.00043244i,0.00094002+0.001351i,0.0013856+0.00089834i,0.00096161+4.6378e-05i,0.00055381-2.2057e-05i,0.00056875-0.00060253i,0.00057646-0.00093123i,0.00063161-0.00050928i,0.00082329-0.00023663i,0.00021078-0.00062039i,0.00030208-0.00050968i,0.00023333-0.00019309i,-0.00032697-0.00022087i,-0.00019111-0.00072216i,0.00017671-0.00062884i,0.00049852-0.00031716i,-8.3713e-05-0.0008425i
1.6758e-05+0.00030269i,0.000513-0.00082291i,0.00044196-0.0012299i,0.00026952-0.00088681i,0.00064969+4.327e-05i,0.00088716+0.00011902i,0.0009113+0.0002071i,0.0014187+0.00049492i,0.0018782+0.00057079i,0.0013136+0.00039196i,0.00046141+0.00042879i,-0.00011358+0.00025984i,-0.00061346-0.00029267i,-0.00079007-0.00058513i,-0.00047777-0.00026705i,0.00015877-0.00030924i,0.00027532+8.5847e-05i,-0.00014487+0.00065584i,-0.00018638+0.00074114i,-0.00053423+8.7055e-05i,-0.00048777-0.00094272i,0.00037535-0.0009855i,0.0005065-0.00047639i
-0.0010853+0.00081034i,-0.00063994+0.00043939i,0.00060923+0.00060366i,-0.00028104+0.00026731i,-0.0010365-0.0006319i,-0.00044214-0.00058051i,0.0005137+0.00076087i,0.0013892+0.0017235i,0.0015236+0.0013849i,0.00087283+0.00087349i,-0.00018786+0.0003975i,-1.8366e-05+0.0003387i,0.00016782+0.00022127i,-0.00042677-0.00023173i,-0.00048048-0.00010696i,-0.00068299+0.00034289i,-0.0010322+0.00026239i,-0.00083416-0.00030831i,0.00012445-0.00012181i,0.00044043-0.00024035i,-2.4382e-05-0.00057603i,-0.00070138-0.00016004i,-0.0010596+0.00038476i
0.00073834+0.0010661i,0.00048252+9.0011e-06i,-0.00061148-0.00158i,-0.001701-0.0025524i,-0.0012487-0.00187i,-0.00056298-1.6015e-05i,-0.00055419+0.0013921i,0.00014565+0.0019903i,0.0013602+0.001443i,0.00086574+0.00013517i,0.00013649-0.0004955i,0.00057487+7.0093e-05i,0.00068046+0.00046394i,-0.00012937-4.3722e-05i,-0.00034603-9.5343e-05i,-0.00010981+9.6197e-05i,0.00011194-0.00014958i,0.00058308+0.00034129i,2.0091e-05+0.00047528i,-0.00043617-0.00023357i,0.00029146-0.00020134i,0.0013539-0.00010593i,0.0010818-0.00010955i
-0.0010142-0.00060707i,-0.0013131-0.0011419i,-0.0010179-0.001274i,-0.00059394-0.0013021i,-0.00017224-0.00096836i,0.00083995-0.00084083i,0.00070389-0.0001459i,0.00090463+0.00062726i,0.0016756+4.5197e-05i,0.00046432-0.00037161i,-0.00031096+0.00025438i,-1.6475e-05+0.0009541i,9.3227e-05+0.00035959i,0.00083519-0.00049745i,0.00051001-0.00024963i,-0.00050629-0.00054061i,-0.00061878-0.00043758i,0.00026678+6.6895e-05i,0.00062178+0.00044297i,0.00045887+0.00075174i,0.00073923+0.00020226i,0.00047393-0.00026745i,0.00012995-0.00014793i
0.00076986-0.0005946i,0.00058164+1.9674e-05i,-0.00078238+0.00074286i,-0.0018612+3.6751e-05i,-0.0012115-0.0011821i,-0.00052665-0.0013463i,0.00040599-0.00013552i,0.0011598+0.00052607i,0.0014893+0.00027183i,0.00062011-9.352e-05i,-0.00039434-4.7004e-05i,-9.366e-05+9.8193e-05i,0.00042894+0.00043438i,0.00075733+0.00058302i,-4.5193e-05+0.00016213i,-0.00065873-0.00043361i,-0.0004147-0.00038927i,-0.00026933+3.4727e-06i,-0.00019341-9.6897e-05i,-0.00016487+0.00020746i,-0.00048943+0.00040963i,-0.00048813+6.1398e-05i,-6.4509e-05-0.00056703i
0.00066031-2.9996e-06i,0.00024578+0.00052072i,-4.9512e-06-0.00025931i,-0.00048356-0.00091358i,-0.00077818-0.00096302i,-0.0006079-0.00082901i,0.00017586+0.00017593i,0.0015799+0.0010428i,0.0019997+0.0013358i,0.00081027+0.0011971i,0.00039607+0.00088473i,0.00056548+0.0005188i,-0.00015414+0.00064034i,-0.00093744+0.00084299i,-0.00064078+0.0005722i,9.266e-05+0.00069277i,6.0004e-05+0.00034043i,-0.00018247-0.00079879i,-0.00030664-0.00086216i,-0.00067002-0.00039488i,-0.00083868-0.00023581i,-0.00059842-0.00030473i,-0.0010113-0.00055624i
0.00010838-0.00027469i,-0.00028682-0.0009313i,-0.0011355-0.00081436i,-0.0020576-0.00096754i,-0.0010097+6.0877e-05i,0.00050025+0.00064657i,0.00047328+0.00059557i,0.00090058+0.00095765i,0.0016624+0.00065057i,0.001779+0.00036554i,0.00035221+0.00060788i,-5.1556e-05+0.00057691i,0.00075222-6.7992e-06i,0.00091025+8.6233e-05i,0.00089355-0.00012526i,0.00049221-0.00052615i,5.2392e-06-0.00044657i,0.00018373-0.00059451i,0.00014676-0.00044443i,-0.00016917+0.000463i,-0.00018305+0.00084372i,0.00025242-0.00042225i,-6.589e-05-0.0014065i
0.00033684-0.00035288i,0.00066522-0.00068516i,-0.00091248-0.00020828i,-0.0014076+0.00010144i,-0.0003518-0.0005805i,0.00062145-0.0021509i,0.00080841-0.0013999i,0.0016772+0.00032049i,0.0018589+0.0009354i,0.00024181-0.00010855i,-0.00069613-0.00036253i,-0.00032168+0.00076455i,-0.00040981+0.00081838i,-0.0013508+0.00031309i,-0.0010804+0.00054149i,-0.00029663-9.4599e-05i,0.00026226-0.001218i,0.00055692-0.00035618i,0.00022732+0.0002102i,0.00011866-0.00059436i,0.00077475-0.00018206i,0.00081143+0.00032992i,0.00012+0.00012202i
-0.0024793+0.0012402i,-0.0024164+0.00086114i,-0.00098752+0.00016391i,-0.00013311-0.0011499i,0.00036553-0.0011457i,0.00053145-0.00060097i,0.00098999+0.00011146i,0.0013288+0.0017935i,0.0012698+0.0028089i,0.00092986+0.0017006i,0.00020805+0.00050176i,-0.00069586+2.724e-05i,-0.00079066-0.0010576i,-0.0005967-0.0013606i,-0.00062297-0.00077629i,-0.00066788-0.00056686i,-0.0014835+0.0002916i,-0.0013257+0.0004924i,-0.0004959+0.00036539i,-0.00029375+0.00052734i,-2.2115e-05+0.00017545i,0.00054431-1.654e-05i,0.00061261-0.00035473i
0.0001843-0.0018695i,0.00015213-0.0021928i,0.00041407-0.0025383i,-0.00010145-0.0021478i,-0.00081271-0.0010003i,0.00012253-0.00011729i,0.0010153+0.00066774i,0.0012241+0.0014242i,0.00141+0.0010077i,0.00080162-0.00013738i,-0.00021137+0.00052391i,-0.00016858+0.00096329i,-0.00019914+0.00038933i,-0.00052092-0.00020083i,-0.00013055+2.3166e-05i,0.00045223+0.00039021i,0.0002527+0.00021328i,-0.00068584-0.00015185i,-0.00079211-5.3915e-05i,-3.3152e-05-0.00085582i,-3.3416e-05-0.0010319i,-0.0002637-0.00015747i,-0.00026399+4.5367e-05i
0.0014308-1.1003e-05i,0.00061955-0.00049107i,0.00054771-0.00054013i,-0.00061811-0.00081117i,-0.0012451-0.00072255i,-0.00068931+4.461e-05i,0.00017073+0.00076445i,0.00089472+0.00093634i,0.0018085+0.00071881i,0.0013637+0.00046242i,-0.00030072+0.00065378i,-0.00073465+0.00035932i,7.1736e-05-0.00065466i,0.00059088-0.00074686i,-0.00015738-0.00042752i,-0.00027659-0.00015155i,0.00020241-0.00036079i,-0.00057183-0.001418i,-0.00022315-0.0011483i,-0.00022761-5.965e-05i,-0.00063038+0.00046357i,-6.1796e-05+0.00042828i,0.00068615-0.00015888i
0.0013283-0.00014544i,0.0011839-0.00062404i,0.00058544-0.0015839i,-0.00011603-0.0016238i,-0.00025522-0.0011104i,-0.000346-0.00015585i,0.00029431+0.0016493i,0.001693+0.0020408i,0.0022825+0.0009331i,0.00085122-0.00023877i,-0.0010695-0.00044212i,-0.0010386+0.00019344i,0.00018996+0.00084396i,0.001028+0.0010021i,0.0012228+0.00048848i,0.00051591-0.00033738i,0.00018243-0.00034439i,0.00029519-0.0002015i,6.3655e-05-0.00014271i,-0.00026865+0.00018039i,-0.00031776+1.4078e-05i,0.00057913-0.0001322i,0.00096478-0.00037844i
-0.0013449+3.6416e-05i,-0.0012423+2.6748e-05i,-0.0010032+0.00083783i,-0.00032212+0.0003453i,0.00065043-0.00057191i,0.00055162-0.00068372i,-6.5925e-06+0.00051432i,0.00042218+0.0016728i,0.001597+0.0014908i,0.0014877+0.00073284i,0.00030243+0.00091062i,-0.00036255+0.00090234i,-0.00071034+6.3335e-05i,-0.00029754-0.00045206i,-0.00032153-0.00036937i,-0.0011433+0.00024445i,-0.00075312-0.00024114i,-3.1386e-05-0.00096933i,-0.0003804-0.0012302i,-0.000433-0.0012657i,-0.00030049-0.0004723i,-0.00061441+0.00028889i,0.00033013+0.00029764i
0.00020959-0.00034016i,0.00044324-0.0012433i,0.00048514-0.0018817i,0.00023085-0.0012701i,0.00061934-0.00057576i,0.0012072-0.00032254i,0.0011188+0.0002348i,0.00082366+0.0010561i,0.00085771+0.00065172i,0.00068984-9.0368e-05i,0.00058031+0.00044048i,0.00031302+0.00027311i,0.00031939-0.00049163i,-4.6565e-05+2.0963e-06i,-0.00052759+0.0001084i,-0.0010433-0.00095212i,-0.00090527-0.00056862i,-0.00046577-0.00016132i,-0.00060603-0.00030472i,-0.00065502+1.0007e-05i,-7.0662e-05-0.00011397i,0.00035943+0.00012381i,0.00066736+0.00016327i
0.00082088+0.00045333i,0.00079654+0.00026011i,0.0013869-0.00069371i,0.0011379-0.0014861i,-0.00030071-0.0012436i,-0.00068834-0.00027067i,0.00012989+0.00037178i,0.00086142+0.0010103i,0.00169+0.001392i,0.0015389+0.00074095i,0.00079444+0.00013253i,0.0010273+0.00032222i,0.0016668+0.00030971i,0.0015866-0.00013932i,0.00076474-0.00036941i,-7.1262e-05-0.00059945i,-0.00039709-0.00061227i,-0.00029185-7.6273e-06i,0.00010266+5.1521e-05i,0.00032225-0.00052895i,0.00045478-0.0011146i,0.00078844-0.00067863i,0.00028161+4.2109e-05i
0.00042108+0.00057181i,0.00068495-0.00024969i,0.00042352-0.00036896i,-0.00080252-1.067e-05i,-0.00092433+0.00023511i,-0.0010138+0.0004845i,-0.00045214+0.00063663i,0.0010991+0.00085811i,0.0024425+0.0012087i,0.0012994+0.0011165i,-0.0005615+0.0010117i,-0.00063742+0.0010893i,-6.2117e-05+0.0012384i,-8.1992e-05+0.00044387i,-8.7018e-05-0.00044638i,-1.7176e-06-0.00050023i,-0.00039356+5.1319e-05i,-0.0008847-3.8709e-05i,-0.00095381-0.00032395i,-0.00061051-0.00023495i,8.8953e-05-0.00045343i,0.00077948-0.00085627i,0.00035719-0.00040229i
0.00048187-0.001175i,0.0013227-0.0013286i,0.0016959-0.0015683i,0.0010357-0.0010384i,0.00063949-0.0010927i,0.00060617-0.00086692i,0.00049923+2.7324e-05i,0.0011244+0.0010945i,0.0012237+0.00086926i,0.00012451-0.00032771i,-0.00043868-0.00012128i,9.276e-05+0.00067213i,0.0009691+0.00038282i,0.00092782-0.00043676i,0.00041416-2.9472e-05i,0.00021836+0.00012341i,5.6875e-05-0.00016779i,-5.2846e-05-9.5575e-06i,-0.00028712-8.9943e-05i,-4.4375e-06-0.00024794i,-1.6698e-05+1.7345e-06i,-0.00019676+0.00023641i,0.00017998+0.00026592i
0.00075221-0.0010585i,-0.00050357-0.0010823i,-0.0015427-0.001611i,-0.0018342-0.0012693i,-0.00086635-0.00011461i,-4.1752e-05+0.00074586i,0.00059802+0.0013216i,0.0010401+0.0010166i,0.0011898+0.00059522i,0.0010897+0.00059539i,0.00036996-0.00011372i,0.00076482-0.00040361i,0.0013448-0.00036431i,0.0008395-0.00057872i,5.098e-05-0.00084178i,-0.00059009-0.0010218i,-0.00079187-0.00073087i,-0.00065016-0.00012809i,-0.00073126+5.9392e-05i,-0.00019474+0.00018522i,0.00092739+0.00063135i,0.00065452+0.00030311i,0.00043808+0.00012587i
-0.00043878+0.00023585i,0.00036461-9.9738e-05i,-0.0002098-4.8887e-05i,-0.00047879-5.0682e-05i,0.000667+7.3301e-05i,0.0011019+0.0002994i,0.00011149+0.0003972i,-5.5887e-05+0.0010467i,0.00060219+0.0010223i,0.00028476+0.00010804i,-0.00038379-5.6106e-05i,-0.00040332-0.00034271i,-0.00016704-0.0011736i,-0.00082635-0.001305i,-0.00062517-0.0006446i,1.0147e-06+0.00016728i,-0.00028838+0.0001571i,-0.00048734+0.00020405i,2.5138e-05+0.00030445i,0.0013026+0.00015301i,0.0011442+0.00033998i,0.00014492-0.00015625i,-0.00017154-0.00088093i
-0.0011507-0.00095969i,-0.00041809-0.0011093i,-0.00018775-0.00048326i,-0.00035959+0.0004427i,-0.00033963+0.00093442i,-0.00030892+0.00058152i,0.00016193+0.00090152i,0.00051286+0.001606i,0.00053902+0.0008959i,-4.1503e-05+0.00052793i,-0.00062731+0.0014362i,-0.00017839+0.0010173i,0.00056408-7.4081e-05i,0.00037892-0.00039745i,-0.00063983-0.0006708i,-0.0011581-0.0010653i,-0.00074488-0.00090576i,-0.00022764-0.00029535i,7.5292e-06+0.00015007i,0.00011662+0.00012626i,0.00046666+0.00059021i,0.00037583+0.00017273i,1.8314e-05-0.0002921i
-1.8991e-05+0.00088296i,-0.00016546+0.00010652i,0.00077048-0.00064425i,0.00097096-0.00025272i,0.00066621+4.9586e-05i,0.00079907-0.00017239i,0.001457+0.00039066i,0.0020331+0.0017722i,0.0020319+0.0015504i,0.001725+0.00032725i,0.0013141-0.00015865i,0.00077737+0.00049993i,-0.00027875+0.00015073i,-0.00054791-0.00016837i,-0.00026827+0.00054466i,-0.00025973+0.00083444i,-0.00066091+0.00033051i,-0.00050159+0.00017441i,0.00024107+0.00065669i,0.00038098+0.00055271i,-0.00028962+3.1714e-05i,-0.00062982+9.3477e-05i,-0.00047466+0.00036337i
-0.000297+0.00062055i,-0.00081628+0.00069285i,-0.0016631+0.0011154i,-0.0022844-0.00020652i,-0.0013472-0.00086359i,-0.00021923-0.00033656i,7.2315e-05+0.00082452i,0.00040821+0.0014881i,0.0011337+0.0011647i,0.00057707+0.00043723i,-0.00027372+3.2406e-05i,0.00024844+0.00074732i,0.00069163+0.0010279i,0.00010382+0.00011748i,-0.00054451-0.00090067i,-0.0005728-0.0010213i,-0.00032338-0.00098062i,-0.00019273-0.00089444i,-1.3418e-05-0.00051663i,-7.0105e-05-0.00063258i,1.6439e-05-0.00059896i,-0.00010578-0.00032349i,-0.00031934+3.0963e-05i
-0.0012706-0.0013907i,-0.0011499-0.0023689i,-0.00032284-0.0024521i,0.00054362-0.001594i,0.00060854-0.00015344i,-0.00031628+0.00055408i,-5.6086e-05+0.00065692i,0.00073335+0.0011251i,0.0010438+0.001035i,0.0012582+0.00055476i,0.0010073+7.116e-05i,0.00079738+0.0002536i,0.00053051+4.7004e-05i,0.0002938-0.00044304i,0.00019029+6.7115e-05i,0.00028279+0.00031402i,0.00042973+0.00022336i,-0.00024051+6.2314e-05i,-0.00021014-4.5591e-05i,0.00040396+9.7292e-05i,0.00063148-0.00033944i,0.000437-0.00022094i,0.00076922-0.0001843i
-0.00016703-0.00070606i,6.822e-05-0.00076775i,-0.0014473+0.00027726i,-0.0018177+0.00024922i,6.8721e-05-4.6579e-05i,0.001106+0.0010884i,0.0010767+0.0011348i,0.0012138+0.00097632i,0.0014414+0.0010974i,0.0013519+0.0010092i,0.00013578+0.0011538i,-0.00046131+0.00073328i,0.0003346+0.00057615i,0.00069235+0.0008977i,0.00054877+0.00107i,0.00045229+0.00053826i,0.00055798-0.00015614i,0.00082791-5.8833e-05i,1.1605e-05+0.00021543i,-0.00084309-3.0482e-06i,-0.00011054-0.00059047i,0.00083858-0.00050928i,0.0004169+0.00014489i
0.0010384+0.00091837i,0.00079519+2.4382e-05i,0.00039635-0.0010024i,-4.8505e-05-0.0008128i,-0.0001631-0.00078186i,0.00035561-0.0013813i,0.0010775-0.00011339i,0.0011311+0.0016796i,0.0014336+0.0014104i,0.001306+0.00039949i,-6.822e-05+0.00034301i,-2.8767e-05+0.0004114i,0.00045999-9.2587e-05i,0.00016872-0.00064764i,0.00011102-0.00041832i,0.00019559-4.5175e-05i,0.00087203+0.00058647i,0.00082696+0.00081595i,4.764e-05+0.00026999i,0.00025899-0.00021588i,0.00091404-0.00043182i,1.1064e-05+5.5622e-05i,-0.00022093+0.00021848i
0.00054623+0.0010679i,0.00034432+0.00078694i,0.0001887+0.00020051i,-0.00053285-0.0010541i,-0.00058083-0.0022703i,-0.00037482-0.0013355i,0.00016827+0.00032086i,0.0016644+0.0011024i,0.0019635+0.00088157i,0.0013667+0.00054495i,0.00058319+0.00088191i,0.00039441+0.00073049i,0.00021374-6.3906e-05i,0.00028303-0.00078463i,0.00045302-0.00088708i,0.00015794-0.00027737i,-0.0004001-0.00022458i,-0.00034275-0.00037697i,0.00027929+0.00014798i,0.00057229+0.00065532i,0.00030039+0.00043105i,-8.477e-05-2.0748e-05i,-3.8903e-05+0.00028631i
0.00086588+0.00017578i,8.716e-05+0.00049881i,-0.00051252+0.00010157i,-0.00039162-0.00083509i,-0.00037263-0.0014426i,-0.00016401-0.00084494i,-0.000101+0.00061724i,0.00071938+0.0014449i,0.0025344+0.0012047i,0.0022757+0.00016001i,0.000818-0.00043331i,0.00030077-8.9631e-05i,0.00026887-0.0001002i,-0.00040346-0.0002095i,-0.0004751-5.2814e-06i,0.00019007-0.00021501i,-0.00013156-0.00018288i,0.00019073+0.00014253i,0.00096618-0.00018029i,0.00076301-0.00023516i,0.00085885+0.00075971i,0.0014234+0.00081145i,0.00040823-0.00039886i
-0.0011725+0.00032364i,-0.0001311+0.00039821i,0.00088455+0.00032527i,0.00091672-0.0010215i,0.0011994-0.0015748i,0.00098793-0.0014783i,-9.531e-05-0.00088012i,2.6183e-05+0.00052446i,0.0012738+0.0011871i,0.0013835+0.00069176i,0.00041517+8.6141e-05i,3.4216e-05+8.1813e-05i,0.00059535+8.8137e-05i,-0.00030328+0.00011579i,-0.00085645+0.00026478i,0.00014149-0.00031682i,0.00039811-0.00098936i,0.00039933-0.00058434i,0.00019712+0.00037395i,-0.0004479+0.00052431i,-0.00057364+0.00030753i,1.125e-05+0.00058797i,-0.00036153+0.00083096i
0.0006476-0.00049703i,0.00017247-0.00053669i,1.305e-05-0.00071063i,-0.00013935-0.00029299i,-0.00022385-0.00033716i,-0.00048895-0.00028253i,-0.00077854+6.4279e-05i,0.0003899+0.00054356i,0.0021468+0.0003041i,0.001884+1.1289e-05i,0.00061647-0.00027185i,0.00019578+0.00036446i,0.00031802+0.0012608i,-8.9812e-05+0.0011363i,-0.00060844+0.00018465i,2.9704e-05-0.0007827i,0.00077417-0.00053308i,-9.8244e-05+0.00022436i,-0.00068485+0.00077568i,-0.00070621+0.00022076i,-0.00037121-0.00033711i,0.00077347-0.00027312i,0.00061253-0.00014096i
0.00064107+0.00043493i,0.0005695+0.0008958i,0.00088404+0.0010275i,0.00055139+0.00027604i,0.00027593-0.00076326i,0.00055275-0.00075953i,0.0012935+0.00050083i,0.0017237+0.00093098i,0.0019781+0.00052407i,0.0011375+0.00014514i,-2.1275e-05+0.00034833i,0.00018793+0.00046038i,0.00062986+0.00039511i,-0.00015076+7.5566e-06i,-9.3039e-05-0.0005832i,0.00044376-0.00031548i,-0.00012605-0.00021704i,-0.00070764-0.00021409i,-0.00030684-0.00018056i,7.0939e-05-0.00080796i,1.5555e-05-0.001027i,0.00034351-0.0010814i,-0.00015146-0.0010614i
0.002054+0.000284i,0.0010185+0.00026195i,0.00097628-0.00087168i,-0.00020774-0.0012331i,-0.00087596-0.00089965i,-0.00084916+0.00021488i,0.00048488+0.0016543i,0.0014643+0.0019727i,0.0012925+0.0013897i,0.0011292+0.00040312i,0.00069128-0.00038781i,9.4879e-05-0.00016482i,0.00048816-0.00018143i,0.00030022-0.00018707i,2.4975e-05+0.00063495i,9.8618e-05+0.00065939i,-0.00059452-0.00035848i,-0.0010156-0.00081276i,0.00023355-0.000374i,0.00040507-0.00014568i,-0.00058406-0.00045508i,-0.00033812-0.00019882i,8.8877e-05+0.00051002i
-0.00017684-0.00049348i,0.00086842-0.00034278i,0.00071821+0.00011618i,-0.00045838+0.00029251i,-0.0012329+0.00041024i,-0.00083836+0.00048029i,0.00046197+0.0007375i,0.0012507+0.00049071i,0.001289+0.00029108i,0.00014904+0.00075971i,-0.00077107+0.0013042i,7.9148e-05+0.0015341i,0.00051791+0.00095432i,-0.00022291-0.00013048i,-0.00040256-0.00022143i,-0.00044685+7.9664e-05i,-0.00090747-0.00017212i,-0.00091749-0.0004673i,-0.00021469-0.00014227i,0.00043487+0.00026914i,0.00025864-4.028e-05i,-0.0002682+0.00077787i,-0.00032382+0.00087088i
-0.0010891-0.0010207i,-0.0021491-0.0009525i,-0.0022842-0.00026401i,-0.0011372-0.00025043i,-0.00079429-0.00062843i,-0.00026857-0.00085814i,0.00064409-0.00034189i,0.0015608+0.00051862i,0.0012182+0.0012386i,0.00035573+0.0015128i,0.00086392+0.0017569i,0.0015521+0.001354i,0.00096783+0.0005805i,-0.00019108+0.00038017i,-0.00042057+0.00021319i,-0.00060943+0.00022327i,-0.00082338+0.00022302i,-0.00025201-0.00050736i,-0.00028259+3.4963e-05i,-0.00081102+0.00050965i,-0.0004438-0.00048836i,9.0444e-05-0.0010464i,0.00032784-0.0011041i
-4.1643e-05-0.00045629i,0.00070438-0.00072701i,0.001022-0.0013179i,0.00053218-0.0011271i,0.00085695-0.00014686i,0.0010922+0.00040089i,0.00038783+0.00042425i,0.00036884+0.00087698i,0.00027371+0.00094932i,-0.00031686+0.00032074i,-0.00064996+9.5741e-05i,-0.00034137+0.00037933i,0.00060018+0.000494i,-2.2333e-05+0.00026896i,-0.00044214+0.00022349i,-0.00033937-0.00025659i,-3.0813e-05-0.0006698i,2.4687e-05-0.00011424i,0.00038531+1.8321e-05i,0.00075555-0.00052395i,0.00039032-0.00014375i,-7.162e-05-5.7909e-05i,0.0004028-0.00085669i
-0.00041135+0.00035025i,-0.00055956-1.946e-05i,-0.00037752-0.00035834i,-0.00060581-4.4629e-05i,-0.00098264+0.00090852i,-0.00093453+0.0010145i,9.3355e-05+0.00086328i,0.00089615+0.0012941i,0.0010402+0.0017928i,0.0010821+0.0018603i,0.00075077+0.0011806i,0.00032542+0.0004305i,0.00010845+1.0608e-06i,-0.00045798+0.00019886i,-0.0011743+0.00028393i,-0.00042813-0.00050906i,3.2818e-05-0.001103i,-9.2704e-05-0.0015025i,-0.00023167-0.0012663i,-0.00052037-0.00064615i,-0.00026871-0.00048163i,3.9408e-05-0.00054963i,0.00044868-0.00040095i
0.0020147+0.0012041i,0.00159+0.00050111i,0.0016686+7.7758e-05i,0.00050293-0.00064885i,-0.00033699-0.0013855i,-0.0003922-0.00086581i,-9.9147e-05+0.00031896i,0.0014382+0.0014393i,0.0022173+0.0016563i,0.0017979+0.001047i,0.0011088+0.0010957i,0.00036336+0.001093i,-9.7425e-05+0.00053275i,-0.00038593+0.00020249i,-0.00068058+0.00011534i,-0.00029181+0.00017753i,5.6774e-05-0.0002495i,5.0809e-05-0.00074971i,0.0002325-0.00046354i,0.00011944-0.00013908i,0.00021788-0.00017162i,0.0005762+0.00010683i,0.00074385+0.00022757i
-0.00043868+0.0010198i,-0.00035918+0.00082353i,-0.001237+0.00035607i,-0.0016759-0.00050204i,-0.0017044-0.0001422i,-0.00099347+0.00021611i,0.00037643+0.00019865i,0.0012441+0.00092873i,0.0014784+0.0010889i,0.0011744+0.00076419i,0.00010649+0.00058137i,-0.00037607-4.0039e-05i,0.00045814-0.00074079i,0.00039177-0.0008343i,-0.00036078-0.00046873i,8.6846e-05+0.00035071i,-8.7339e-05+0.00043803i,-0.00088501+0.00019358i,-0.00028492-0.0004013i,0.00031528-0.0010432i,0.00025593-0.00074032i,0.00024147-0.00025681i,5.4688e-06+0.00012667i
0.00014586+0.0010445i,-0.00076536+0.0012601i,-0.00049177+2.8023e-05i,-0.00027332-0.00064818i,4.7253e-05-0.00059741i,-0.00015202-0.00048321i,0.00018939+0.00044879i,0.0012649+0.0013003i,0.0021746+0.0011067i,0.0012796+0.00016227i,-0.00066107+0.00039335i,-0.00077939+0.0015287i,-9.6126e-05+0.00074409i,9.7794e-05+0.00015846i,-0.00029225+6.7535e-05i,-0.00027998-0.0001532i,0.00040704-9.3875e-05i,0.00083297-0.00015145i,0.0010977+9.5586e-05i,0.0012179+0.00081068i,-2.6358e-05+0.00065361i,-0.00097522-0.00032164i,-0.00052796-0.00089424i
0.00087474-0.0010706i,0.00057501-0.00074077i,0.00040583-0.0012349i,-0.00024928-0.0012792i,-0.00047053-0.0010563i,0.00017125-0.00021187i,0.00033864+0.0011281i,0.0012528+0.001208i,0.0027106+0.00075175i,0.0018577+0.0006166i,0.00077623+0.0010014i,0.00061874+0.00048204i,0.00023525-0.00077878i,5.5243e-05-0.00068303i,9.7166e-05-0.00043009i,0.00020476-6.6726e-05i,-0.00044781+0.00010432i,-0.0011481-0.00030654i,-0.001054-0.00035318i,-0.00055152-0.00072141i,-0.00022055-0.00053505i,-0.00044354-0.00023459i,-0.00053724-0.00010247i
0.00056982-0.00051957i,0.0013264-0.0011314i,0.0012479-0.0015566i,1.0057e-05-0.0011665i,-0.00068224-0.00015584i,-0.00078094+0.0012155i,-0.00013167+0.0020216i,0.0021687+0.001796i,0.0026536+0.00066616i,0.00096499+9.0708e-05i,-0.00042579+0.00049153i,0.00020626+0.0011863i,0.00069585+0.0012091i,0.00062615+0.00031404i,0.0013968+0.0002861i,0.00078398+0.00033744i,-9.9912e-05-0.00080674i,0.00028895-0.0010392i,0.00014044+0.00071003i,2.9116e-05+0.000465i,0.00050248-0.0010759i,0.00031732-0.00046326i,-8.4369e-06+0.0001472i
-0.0012961+0.00079963i,-0.00066002-2.9808e-05i,0.00044479-0.00022593i,9.0218e-05-8.3283e-05i,-0.00037268+8.9603e-05i,-0.0003282-0.00012286i,-1.0421e-05-0.00026978i,0.00099772-4.4061e-06i,0.0017072+0.00066886i,0.00055489+0.0013025i,-0.00026286+0.0012338i,5.2079e-05+0.00056996i,0.00010933-7.2149e-05i,-0.00031218-0.00027436i,-0.00026264-0.00055332i,-7.1898e-05-0.00018651i,2.5318e-05+7.1942e-05i,0.0008513-0.00028647i,0.00096081-0.00015444i,0.00052334-0.00018133i,0.00030015-0.00041375i,0.00040014-0.00044542i,0.00042559-0.0010082i
