0.000374+0.00034737i,0.00053064+0.00028064i,0.00032336-0.00026226i,-0.00035839-0.0008752i,-0.0011478-0.00064232i,-0.0016052+0.00031269i,-0.00070029+0.0013325i,0.0012198+0.0024655i,0.0022542+0.0023013i,0.0016518+0.0014505i,9.8029e-05+0.00097788i,-0.00014328+0.00059776i,-0.00019662+0.00061173i,-0.0010839+3.8789e-05i,-0.00096602-0.00058426i,-0.00028389-0.00021092i,0.00062632+0.00026582i,0.00061735+0.00052361i,6.2857e-05-7.876e-05i,-0.00039064-0.0013748i,-0.00057138-0.0016627i,-0.00020515-0.00089203i,0.00038184-0.00057849i
-0.00018293+0.00038732i,-3.992e-05+0.00068907i,-0.0016652+0.00060096i,-0.0023122+0.0011122i,-0.0011383+0.0015749i,-0.0010479+0.00083389i,-0.00061387+0.00060181i,0.00054981+0.001371i,0.0013801+0.0012613i,0.0015446+0.00056952i,-3.3112e-05+0.00072313i,-0.0011339+0.0015461i,-0.00017039+0.0016246i,0.0005346+0.00059019i,-6.1204e-06+0.00035354i,-0.00033496+0.00023335i,-0.00014954-0.00037078i,0.0002712-0.00027309i,0.00039462+0.00014118i,0.0005069+0.00093033i,6.299e-05+0.0011021i,-0.00020258-0.00026033i,3.163e-05-0.000771i
-0.00023244+0.00040526i,-0.00046079-0.0008678i,0.00018024-0.0013162i,0.00030001-0.0018988i,0.00059024-0.0016921i,0.00096712-0.00019996i,0.00097882+2.5239e-05i,0.0019448+1.0505e-05i,0.0020355+0.00059665i,0.00059223+0.00047885i,-0.00049996-0.00011913i,-0.00056334-0.00072401i,-2.5103e-05-0.0011526i,-0.00016228-0.00035499i,-0.00046675+0.00094766i,-0.00074828+0.0010002i,-0.0010235-0.00032479i,-4.6886e-05-0.00089254i,0.00040876-0.0002094i,-0.00018595+0.00026709i,-0.00071975+0.00012437i,-0.00071907-0.00047237i,-0.0003553-0.0011461i
0.0027317+0.0010303i,0.0022425+0.00052392i,0.0009611-0.00037318i,0.00029258-0.00053145i,-0.00047418-0.00051888i,-0.0011033-3.7447e-05i,-0.00046502+0.00071592i,0.0016339+0.0015576i,0.0030364+0.0013819i,0.0022476-8.4934e-05i,0.00078809-0.00033857i,0.0011457+0.00021895i,0.00154+0.00017441i,0.00022509+8.0413e-06i,-0.00054204+0.00028868i,0.00013164+0.00032148i,-4.8874e-05-0.00019114i,-0.00051539-0.00084033i,-0.00037412-0.00053141i,-0.00022683-0.00018255i,0.00012202+0.00015402i,-0.00020996+0.00016088i,-8.3885e-05-0.00069783i
0.00046221-0.002096i,-0.00066423-0.0012439i,-0.0023888-0.0014506i,-0.0028061-0.0017718i,-0.0020313-0.0011572i,-0.00082847+0.00090998i,0.00082687+0.0015338i,0.0024081+0.0011717i,0.0025779+0.00047933i,0.0012494+9.5439e-05i,-0.00032898+0.00037425i,-0.00054369+0.00012959i,0.00032153-0.00023127i,0.00067242-0.00037644i,0.00037612-0.00030373i,0.00021011-0.00035568i,0.00051696-3.7828e-05i,0.0004433+0.00031309i,0.00042527+0.00036374i,0.0003707+0.00068156i,-0.00044546+0.00020048i,-0.00075634+2.034e-05i,-0.00035863+0.0002798i
0.0010881+0.00021852i,0.00030314-0.00025457i,-0.00041095-0.0013933i,-0.00028325-0.00097928i,-0.00029426-0.00028094i,-0.00028942+0.00037574i,0.00040185+0.0012389i,0.001635+0.0013273i,0.0021014+0.00065081i,0.001126-0.00041023i,4.2629e-05-0.00045281i,0.0002306-0.00044435i,0.00087486-0.00054034i,0.0010776-2.3601e-05i,0.00011344-0.00023721i,-0.00023882-0.0011123i,-0.00023621-0.0010846i,-0.001136-0.0012128i,-0.00069003-0.0010916i,0.00032328-0.00042276i,0.00048666+4.249e-05i,0.00057648+0.00022963i,0.00033164+1.4298e-05i
0.0016599-0.0005573i,0.001801+0.00078267i,0.0016323-0.0007949i,0.00043658-0.00090552i,-0.00090354+4.1879e-05i,-0.00083085+0.000302i,0.00037427+0.00052222i,0.0013889-0.00024654i,0.0016613-0.0012087i,0.00076042-0.0014207i,0.00063756-0.00070501i,0.00093095-5.0927e-05i,0.00044768-9.2716e-05i,0.00034382-0.00034618i,0.00038739-0.00056295i,5.1839e-05-0.00071219i,-0.00010682-0.00047535i,-0.00058745-0.00018086i,-0.00093865-0.00044463i,-0.0005472-0.00049556i,-0.00093173-0.00037478i,-0.00045468-0.0010596i,0.00011522-0.0010129i
-0.00010624-0.0018406i,-0.0018037-0.0014245i,-0.001904-0.0011385i,-0.0014575-0.0015409i,-0.0016568-0.0012557i,-0.00092459-0.0008702i,0.00031692-0.00033044i,0.0015371+0.00042586i,0.0018893+1.923e-05i,0.00059141+0.00014314i,-0.00029352+0.00033385i,0.00028541+0.00033723i,0.00069817+0.00042431i,-4.9813e-06+0.00017091i,-0.00071964-0.00014332i,-0.00025012+9.6801e-05i,-0.00036709+0.00063244i,-0.00082794+0.0007808i,0.0001396+6.5286e-05i,0.00098406-0.00082591i,0.00098895-0.00070681i,0.0013384-0.00011894i,0.0011022+0.00032166i
-0.00045259+0.00061115i,-0.00055803+0.00033132i,-0.00076088+0.00029352i,0.0004756+0.00069144i,0.0017221+0.00057217i,0.0020929+0.00050992i,0.001611+0.0014812i,0.0014832+0.0012548i,0.0013482+0.00030931i,8.5704e-05+0.00038823i,-0.00058038+0.00054775i,-3.2468e-05+0.00057899i,0.00038183+0.00010896i,0.00047989-0.00050203i,0.00040013-0.00017547i,-0.00026041-0.00054378i,-0.0011388-0.0014119i,-0.0013486-0.0015038i,-0.00093929-0.0003756i,-0.0003545-0.00031286i,-0.00020555-0.00090688i,0.00020699-0.00047669i,1.4756e-05-0.00024315i
0.0016776+0.00060347i,0.00082052-0.00040266i,0.00078353-0.002124i,0.00059757-0.0032148i,-0.00075286-0.0030725i,-0.0012419-0.0017983i,0.00051848-0.00018438i,0.0026563+0.00047292i,0.0029874+0.00043069i,0.0023142+0.00011167i,0.0015927+0.0006901i,0.00089497+0.0015758i,0.00018719+0.00095233i,7.8693e-05+1.691e-05i,0.00049334+3.559e-05i,0.00051746+0.00052273i,-0.00011799+0.00052028i,7.9315e-06-1.6427e-07i,-0.00019263-0.00044186i,-0.00086201-0.00085732i,-0.00016342-0.00030575i,0.00069305+0.00013078i,0.00023823-0.00040841i
0.00058109+0.00058441i,0.00023894+0.00080618i,-0.00068434+0.00050961i,-0.00095272+0.00020915i,-0.00092894+0.0011473i,-0.00019965+0.0020573i,0.0015631+0.0016014i,0.0020916+0.00096661i,0.0021104+0.00065926i,0.00098802+0.00047497i,-2.5869e-05+0.00075745i,0.00049385+0.00092079i,0.00062139+0.00039851i,-0.0002597+0.00015409i,-0.00086127-0.00036181i,-0.00068765-0.00057749i,-0.00065043-0.0003053i,-0.00050696-0.0002857i,0.00028441+0.00011172i,0.00066201+0.0002456i,0.0010278+0.0004873i,0.0014814+0.0003759i,0.00085866-0.00018512i
0.0014735+0.00039143i,0.0011108-4.7882e-05i,0.00069971-0.00077247i,-0.00038852-0.0013245i,-0.00050908-0.0014821i,-5.8159e-05-0.0006413i,0.00073931+0.00011827i,0.0017279+0.00023618i,0.0017762-0.00027874i,0.0010351-0.00099706i,0.00049418-0.00056001i,0.00036355+0.00031399i,0.00018042+0.00032256i,-0.00019497-0.0001493i,-0.00047679-0.00019604i,-0.00050865+7.915e-05i,-0.00021372+0.00020918i,0.00050052+0.00050764i,0.0009468+0.00069471i,0.00072434+0.0001785i,0.00074562-0.00034788i,0.00052791-0.00020429i,-0.00050294+0.00024945i
4.4122e-05-0.00078287i,-0.0009116-0.00068386i,-0.00033754-0.00050914i,0.00099744-0.00045143i,0.00073125-0.00043964i,0.000839-0.00039898i,0.0015914+0.00031618i,0.0013016+0.00097922i,0.000782+0.0010853i,0.00036089+3.1445e-05i,0.00051396-0.00055988i,0.0006882+0.00048279i,0.00035346+0.0005091i,9.7804e-05-0.00062477i,-5.926e-05-0.00078271i,-0.00044067-0.00051045i,-0.00026632-0.00034976i,-0.00016195-0.00076041i,-0.00021386-0.0011047i,-0.00041523-0.0007588i,-0.00062434-0.00074724i,-0.00026177-0.00084213i,0.00024494-0.00030608i
9.5198e-05-0.0005867i,-4.3883e-05-0.0013017i,-0.00057498-0.00082898i,-0.00074486+4.1133e-05i,-0.00086385+0.00024061i,-0.00033698+0.00038541i,0.00093138+0.00076109i,0.0015292+0.0011291i,0.0017471+0.00016631i,0.0013831-0.00033711i,0.00027391-4.4498e-05i,-2.8339e-05-1.5286e-05i,-0.00066226-0.00038882i,-0.00065616-0.00066128i,-8.8928e-05-0.00043566i,-0.00059041-6.2157e-05i,-0.00086379+0.00070157i,-0.00027512+0.0011329i,-0.00052562+0.00065948i,-0.00096882-5.7897e-07i,-0.00056551-0.00022948i,7.868e-05+0.00021946i,-2.5408e-05+0.00018484i
-0.0010171+0.0010365i,-0.00028341-0.00025515i,-0.00037825-0.0004613i,-0.00017046-0.00076511i,0.00034469-0.0011375i,0.00097861-0.0010866i,0.0015271+0.00052548i,0.002097+0.0019175i,0.002726+0.0012885i,0.0020836+0.00048027i,0.00021015+0.00064598i,-0.00090879+0.00081142i,-0.0006701+0.00055421i,-0.00020548-0.00011169i,-0.00017703-0.00051936i,-0.0001505-0.00012065i,-0.00026723-0.00037294i,-0.00020152-0.00070574i,-9.4661e-05-0.00027313i,9.8484e-05-9.2845e-05i,0.00038169+1.4131e-05i,8.1744e-05-0.00023323i,-0.0002073-0.00056242i
0.0010786-0.00024963i,0.0017465+9.4315e-06i,0.00075233-0.0012996i,-0.00032664-0.0011787i,-0.00093136-0.00093995i,-0.00069701+2.0661e-05i,0.00028342+0.00053577i,0.0010128+0.00078642i,0.0012949+0.00037928i,0.0016067-0.00012448i,0.0013785+0.00052544i,0.00076919+0.00050651i,0.00065668-0.00030352i,0.00031987-0.00041239i,-0.00039084+1.0538e-05i,0.00020384-0.00015236i,0.00092344-0.00052902i,8.0891e-05-0.00012287i,-0.00060865+0.00044987i,-0.0011451+9.3532e-05i,-0.0011199-0.0006778i,-3.9638e-06-0.0003466i,0.00014235-0.00011439i
-0.001194+0.00029657i,-0.00075961+0.00038512i,-0.00024953+0.00024103i,-0.00044265-0.00072433i,-0.00081915-0.001034i,-0.00054247-6.4467e-05i,0.00017136+0.0011349i,0.0020567+0.0012944i,0.002647+0.00041351i,0.0013324-0.00044854i,-0.00013497-0.00025766i,-0.00030553+3.9438e-05i,5.483e-06+6.12e-05i,8.5616e-05-0.00038575i,-0.00030818-0.00034904i,-0.00066079+0.00017084i,-0.0001916-0.0001292i,-0.00034074+0.00037794i,-0.00098884+0.00042803i,-0.00080964-0.00011742i,-0.0004198+0.00011807i,-0.00028825+6.6972e-05i,-0.000288-0.00035706i
-0.00038531+0.00016543i,-0.00070747+0.0006446i,-0.00043865-0.00016449i,-0.00014153-0.00052715i,0.0007409-0.00027271i,0.00081459+0.00018188i,0.00086017+0.00071565i,0.0015504+0.001006i,0.0015757+0.0013133i,0.0011296+0.00099511i,0.00048687+0.0006505i,-0.00038919+0.00081335i,8.4694e-05+0.00055798i,0.00035823+9.8377e-06i,-0.00024395-0.00069821i,-0.0004468-0.00063607i,-0.00033094+0.00020903i,-0.00033283+0.00016746i,-0.00061166-0.00011159i,-0.00060116+0.00027579i,-0.00026329+0.00030422i,7.4659e-05-0.0005351i,0.00034648-0.0004416i
0.00085417+0.00061123i,3.8415e-05+0.00012248i,-0.0010221-0.00029614i,-0.0022125-0.00093861i,-0.0023491-0.0012507i,-0.0012984-0.00043375i,-2.6247e-06+0.00026639i,0.0010004+7.0301e-05i,0.0022497-1.0189e-05i,0.0016721+0.00027842i,3.4188e-05+0.00036672i,-0.00034434+0.00044917i,0.00031819-0.00023076i,0.00060489-0.00064311i,0.00061441-0.00048461i,0.00033919-0.00047825i,-3.9833e-06-0.00051159i,0.00053043-4.3809e-05i,-4.8302e-05-0.00032975i,-0.00079736-0.00058472i,-0.00067669-0.0005286i,-0.00035108-0.0009937i,0.0003995-0.0013068i
-0.0015624+0.0015378i,-0.0015269+0.00059844i,-0.0012606+0.00047645i,-0.00031642+0.0009536i,0.00038969+0.00038711i,0.0009742-0.00083316i,0.0012561-0.00087558i,0.00096639-0.00014923i,0.00091881+0.00068268i,0.0011001+0.00085634i,0.00076934+0.00045374i,0.00023846+0.0007042i,-0.00014708+0.00078786i,-0.0002902-0.00050462i,0.00026826-0.00094442i,7.7574e-05+0.00024799i,-0.00011464+0.00075787i,4.943e-05+0.00022018i,0.0005359-0.00046071i,0.00025368-0.00033608i,5.7549e-06-0.00021934i,0.00060795+0.00038986i,0.00056196+0.00072348i
-0.0012184-0.0011635i,-0.001255-0.0018464i,-0.00065594-0.0015011i,-0.0005391-0.00093756i,-0.00068239-0.0011897i,-0.00040939-0.0015545i,0.00034583-0.0012397i,0.0012751-0.00072282i,0.0014464-2.2228e-05i,0.0013177-0.00016995i,0.00067536-0.00050134i,0.00046596-0.00015346i,0.00071877-0.00046785i,0.00041894-0.00048629i,-0.00028188-0.00035803i,-0.0011742-0.00042095i,-0.00071267+0.0001279i,0.0001661+7.4237e-05i,0.00048347-0.00028252i,0.00076678-0.00025882i,0.00031026-0.00052359i,0.00016265-0.00080089i,-2.6207e-05-0.00014944i
0.00091925+0.00018727i,0.0012751+0.00032106i,0.0006089+0.00034761i,0.00044866-1.925e-05i,0.00011378+0.00019188i,0.00016545+0.00062862i,0.00047968+0.0013516i,0.00040348+0.0016039i,0.00095479-4.0313e-05i,0.0016865-0.00075433i,0.0012859+0.00011327i,0.00092256+0.00059972i,0.00086289+0.00046476i,0.00056367-0.00014506i,-0.00024697-0.00051235i,-0.0010935-0.00052334i,-0.0013966-0.00053334i,-0.00072206-0.00015602i,0.00052757+0.00050618i,0.00038337+0.000534i,-0.00061074-3.119e-05i,-0.0003727-0.00058316i,-2.2295e-05-0.00031684i
0.00046599-0.0010471i,-0.00075204-0.00076031i,-0.0021454-0.0010542i,-0.002444-0.00031859i,-0.0012843+0.00014236i,0.00020814-9.0703e-05i,0.00041924+0.0003462i,0.00096334+0.0015804i,0.0013753+0.0017473i,0.00098389+0.00065446i,0.0001545+0.00027984i,0.00034696+0.00021923i,0.0014624+0.00012529i,0.00062293+0.00017751i,-0.00036534-0.0006767i,0.00025228-0.001066i,0.00016505-0.00097263i,-0.00010417-0.00075268i,0.00040883-8.121e-05i,0.00010501+0.00018356i,-0.00024544-4.792e-05i,-0.00014973+8.7369e-05i,-4.2169e-05+0.00028697i
-4.955e-05+0.00037089i,0.00053118+0.00063505i,-0.000163+0.00079985i,-6.0857e-05-3.0286e-05i,0.00039099-0.0003285i,0.00031323-0.00021657i,0.00010955+0.00087199i,0.00099366+0.0015963i,0.0021933+0.00096939i,0.0015723+0.00058012i,0.00060675+0.00028883i,-7.6374e-05-3.3839e-05i,-0.00013762-0.00053276i,-0.00025283-0.00024556i,-0.00017955-0.00015231i,9.8977e-05-0.00092801i,8.8711e-05-0.0011224i,0.00014151-0.00085604i,0.00044972-0.00072165i,0.00065452-0.0006081i,0.00057709-0.0005369i,0.00041344+1.2804e-05i,-0.00024033+0.00038867i
-0.0019094-0.0015195i,-0.0013491-0.0014028i,-0.0020763-0.00066885i,-0.0023729+6.3941e-05i,-0.00088286+0.00024977i,0.00086785+0.0008586i,0.0014616+0.00053935i,0.0021068+0.00064389i,0.0017971+0.00067297i,7.8731e-05-0.00040713i,-0.00050447-0.00089247i,0.00012447-0.00037651i,0.00035154+6.5545e-05i,0.00037714-0.00017535i,-0.00017794-0.00099745i,-0.00096137-0.00108i,-0.00080316-0.00065086i,-0.00014398-0.00078131i,7.5216e-05-0.00011054i,0.00035285+0.00084428i,0.00029401+0.00048499i,-0.00022545-0.0002875i,-0.00089996-1.5682e-05i
-7.253e-05-7.0566e-05i,0.00021886-0.00068833i,-0.00038412-0.00023316i,-0.00037553+0.00015147i,-4.2847e-05+0.00014556i,7.7295e-05+0.00017872i,0.0003604+0.00049898i,0.00057154+0.00095831i,0.001259+0.001223i,0.0016731+0.00042921i,0.0014872+0.00024909i,0.00072626+0.00089782i,-1.1459e-05+0.00039976i,3.2514e-05+0.00017117i,0.00021608-0.00040732i,-0.00079216-0.0012004i,-0.001493-0.00087518i,-0.00077916-0.0001587i,-0.00020026-0.00047719i,0.00033848-0.0012303i,0.00056557-0.00078853i,0.00080333+0.0001214i,0.0010973+0.00062037i
-0.00077488-0.0012185i,-0.00076849-0.0010013i,-0.00034157-0.00058782i,-0.00041713-0.0001338i,-0.00025748+0.00024742i,0.00030405+0.0011068i,0.00043179+0.00092752i,0.00084881+0.00075297i,0.001682+0.00095621i,0.0019497+0.0010823i,0.00041631+0.00098455i,-0.00037452+0.00055481i,-0.00025301-5.5364e-05i,0.00014191-0.00039256i,0.00055259-0.00057857i,0.00030307-0.00052036i,0.00070274-0.00049674i,0.00082261-0.00057658i,0.00011753-0.00059469i,0.00011756-0.00070937i,0.00052349-0.00088466i,0.00012111-0.00030522i,-0.00013443-0.00024544i
0.00073186-0.0013262i,0.0013558-0.0016495i,0.0014456-0.00082352i,0.00043317-0.00041186i,-9.3637e-05-0.00089787i,0.00024399-0.0012208i,0.00031927-0.00053601i,0.00083128+0.00074842i,0.0012616+0.0014809i,0.00031428+0.0009537i,-0.00022522+6.9979e-05i,0.00023239-6.4054e-05i,-8.9662e-05+0.00028408i,-0.00061218+0.00046157i,-0.00013037+0.00018015i,0.0006109-1.0168e-05i,0.00016804+0.00014882i,-0.00013357+0.00015929i,-0.00031051+3.2249e-05i,-0.00064036-0.0001982i,-0.00043326+0.00018824i,-5.2128e-05-7.7323e-05i,0.00013068-0.00077169i
-0.00078721+0.0012965i,-0.00087747+0.0011709i,-0.00063253+0.00030492i,-0.00058469+8.621e-05i,-0.00074986+0.00045574i,-0.00019423+0.00037985i,3.6558e-05-2.3767e-06i,-0.0003446+0.00029984i,7.1204e-05+0.00074792i,0.00043028+0.0005197i,0.00019166+7.5059e-05i,0.00056136+0.00030104i,0.0011037+0.00017002i,0.00012782+0.00033742i,-0.00077418+0.00026947i,-0.00032933-0.00058276i,0.00015368+0.00019579i,-1.1055e-05+0.0009516i,-0.00046945+8.3492e-05i,-4.1512e-05-0.0002828i,0.00062303+0.00019312i,0.00062211-5.4047e-05i,0.0005966-0.00032686i
-0.0022357-0.00099449i,-0.0014949-0.0022288i,-0.00097898-0.001403i,-0.00062416-0.0016866i,-0.00032148-0.0015428i,0.00081273-0.00059271i,0.00099245-0.00031786i,0.0016571-5.2956e-05i,0.0019751+0.00022612i,0.0012588-0.00016476i,0.00039167-0.00020066i,-0.00012787+0.00042748i,-0.00035208+0.00057552i,-0.00012833-0.00028008i,0.00057839-0.0012154i,0.00094579-0.00090017i,0.0010116-0.00047997i,0.0013284-3.8667e-05i,0.00097637+0.00022844i,0.00013031-0.00047352i,-0.00028645-3.6178e-05i,-7.0546e-05+0.00040578i,0.00033763+0.00010273i
0.00020751+0.00053431i,0.00029173-1.0695e-05i,0.00050856+0.0004464i,0.00035783+0.00085807i,0.00072644+0.00041795i,0.00044455+0.00010943i,0.00056874+0.00051955i,0.00057804+0.0011491i,0.00040199+0.00031617i,0.00082709-0.00060094i,0.00053872+0.00034691i,7.7817e-05+0.0008218i,0.00026878+0.00014442i,5.3224e-05-0.00014228i,-3.5126e-05-0.00017021i,-0.00030537+0.00021098i,-0.0003267+0.00020203i,-0.00057822-0.00051679i,-0.00098376-0.00073331i,-0.00062808-0.00017429i,-0.00038621+3.8124e-05i,0.00036099-0.00054761i,0.00073565-0.00091728i
-2.356e-05-0.0012587i,-0.001178-0.0024684i,-0.0027453-0.0030354i,-0.0022326-0.0014864i,-0.0010894+0.00033551i,-0.00087887+0.0012688i,-2.6441e-05+0.0011124i,0.0012656+0.00070582i,0.0015785+0.0010178i,0.00072537+0.0013669i,0.00012002+0.0010008i,8.8483e-05+0.00088082i,-0.00015745+0.00024632i,-0.00019217-0.0010042i,0.0001568-0.0010945i,-8.4205e-05-8.1309e-05i,-0.00055969-0.0002102i,-0.00011284-0.0010067i,0.00067213-0.00065919i,0.00034795+0.00026288i,-0.00079161+0.00022815i,-0.00071174-8.4185e-05i,-0.00019061+0.00030885i
-0.0021345+0.00093746i,-0.00023705+0.00020758i,0.00061538+0.00025591i,0.00077193+0.00047052i,0.00088264+0.00073639i,0.00093096+0.0005564i,0.00049313+0.00060882i,0.00093274+0.0012325i,0.0012876+0.0014496i,0.00093358+0.00087699i,0.00032671+0.00061802i,-0.00015974+0.0010367i,-0.0010286+0.00041131i,-0.0013265-0.0010341i,-0.00062885-0.00090253i,-0.00013633+0.00028641i,-0.00020091+0.00042465i,-0.00075534+0.00028268i,-0.00051961+5.2668e-05i,0.00011644-0.00052546i,0.00045183-0.00041792i,0.0008882-0.00014079i,-2.6988e-05-0.00011478i
0.00051029-0.00020768i,0.00049594-0.0012357i,0.00011144-0.0020041i,-9.1891e-05-0.0022548i,-1.4017e-05-0.00068514i,-1.0611e-05+0.00069712i,0.00075166+0.0010103i,0.0021319+0.0013298i,0.0019773+0.0012123i,0.00067149+0.00074173i,0.00050242+0.00059169i,0.00070668+0.00029014i,-3.6263e-05+2.2e-05i,-0.00063317+0.00012125i,-0.0008364+4.32e-05i,-9.5349e-05-0.00021784i,2.4062e-05-0.00019765i,-0.00042165+0.00015807i,-0.00050045+5.3137e-05i,-0.00056092-0.00038393i,-0.00027085-0.00012709i,-0.00039998+0.00024776i,-0.00086556+3.8083e-05i
-0.0015499+0.00085917i,-0.00092367+0.00059377i,-0.00018399-0.00010914i,0.00017526-0.00020382i,4.6652e-06+9.9256e-05i,0.00016868+0.00014831i,0.00068979+0.00040715i,0.0016418+0.00066242i,0.0022424+0.0007417i,0.0014332+0.00013279i,0.00028136-4.8721e-06i,-0.00013692+0.00054717i,5.5445e-05+0.00098249i,-0.00047342+0.00052107i,-0.00070789-0.00030181i,-0.00071353-0.00032457i,-0.00064755-0.00029337i,-0.00021092-3.0801e-05i,0.00048758+0.00033918i,0.00025655+0.00027194i,-9.0101e-05+9.8474e-05i,2.5242e-05-0.00036441i,4.899e-05-0.0003156i
-7.2761e-05-0.002557i,0.00047696-0.0021967i,-0.00015798-0.0018637i,-0.001098-0.0013358i,-0.0016106-0.0014799i,-0.0011862-0.00066358i,0.0001517+0.00023721i,0.0011665+0.00051529i,0.0013655+0.00037547i,0.00093779+3.5224e-05i,0.00042912-0.00010472i,0.00059822-0.00029103i,0.00032782-0.00027528i,-0.00055941+8.2924e-05i,-0.00039336+0.00018426i,0.00024223+0.00042769i,0.00011964+0.00050366i,-0.0007261+0.00053948i,-0.001026+0.00031042i,-0.00050369-0.00016827i,-0.00015773-0.00075881i,-0.00048032-0.00070085i,-0.0003405+0.00026815i
0.00041381+0.0019754i,0.00031494+0.0013841i,-0.000206+0.0013461i,-0.00093745+0.0011653i,-0.00087637+0.00016593i,2.0795e-05-0.00040695i,0.00076483+0.00036035i,0.0012743+0.0010419i,0.0014291+0.00087331i,0.000977+0.00082834i,0.00037873+0.00065851i,-0.0002514+0.00034136i,-0.00063416+0.00044976i,-0.0005078+0.00030461i,-0.00034461-0.00024478i,-0.00017309-0.00060608i,-0.00031736-0.00072872i,-0.00079682-0.00041903i,-0.00086353-0.00025888i,-0.00037411-0.00062951i,0.00029521-0.00013008i,2.6148e-05+0.00020045i,-0.0004211-0.00016392i
-0.00067673-0.00060152i,-0.0014278-0.0017842i,-0.0012493-0.0017099i,-0.00063216-0.0010846i,-0.00075608-0.00075092i,-0.0001861-0.00061797i,0.00075861-1.7545e-05i,0.0012366+0.001006i,0.0017191+0.0012807i,0.0019445+0.00090059i,0.00097296+0.00078413i,-0.00053301+0.00039099i,0.00053007-0.00018687i,0.0011017+9.0858e-05i,0.00040856+0.00036876i,-4.9184e-06-0.00054884i,-0.00052485-0.00091976i,-0.00093614-0.00043505i,-0.00078671+0.00064533i,-0.00024059+0.00056657i,0.00019689+0.00010714i,1.214e-05-0.00014803i,-0.00035424-0.00041574i
-0.00054644+0.00077701i,-0.00021197+0.0012334i,0.00060593+0.00039425i,0.00040797-0.0006982i,-0.00021114-0.00049652i,-0.00018376-0.00035714i,0.00056833+0.00019397i,0.0013785+0.0014349i,0.0019738+0.0014006i,0.00091593+0.0010743i,-0.00019255+0.0012908i,-0.00026372+0.0005722i,-0.0006996-0.00074327i,-0.00096294-0.00085419i,-0.00054282-0.0004441i,-0.00055543-0.00051625i,-0.00065336-0.00077725i,-0.00087334-0.0010082i,-0.00062238-0.00099328i,0.00024035-0.00084689i,0.00045362-0.00044797i,-0.00032569-0.00038995i,-0.00050986-0.00027829i
-0.00018735+3.9418e-05i,-0.00022309-0.0013908i,-4.7503e-05-0.0014553i,1.3533e-05-0.0012565i,-0.00038242-0.0009257i,-0.00033716-0.00024009i,0.00035439+3.3509e-05i,0.00077377+0.00038975i,0.0015238+0.0007956i,0.0013159+4.6693e-05i,0.00066993+1.5155e-05i,0.00076242+0.00029085i,0.0010408-0.00042895i,0.00092471-0.0013212i,-0.00018157-0.00089045i,-0.00062174-0.00043704i,-0.00042819-3.0187e-05i,-7.3573e-05+3.5683e-05i,-8.1099e-05-0.0002801i,-0.00037517-0.00050061i,0.00011274-0.00016934i,0.00047955+0.00027228i,0.00039274+0.00047613i
-0.001189-0.00052078i,-6.6278e-05-0.00082206i,0.000556-0.00070291i,0.0001838+0.0002847i,-0.00018559+0.0011623i,0.00046977+0.00061133i,0.00082478-7.621e-05i,0.0010111+0.00060044i,0.001792+0.0010188i,0.0014552+0.0010364i,7.4417e-05+0.0013978i,-0.00042817+0.0010133i,-0.00014554-0.00014309i,-8.4929e-05-0.00099054i,-0.00046945-0.0010421i,-0.00071745-0.00034518i,-0.00070659-0.00032887i,-0.00074445-0.00011378i,-0.00061393+0.00050147i,-0.00035957+0.00083513i,-0.00027756+0.00067198i,-0.00010904+0.00022817i,0.00033119-0.00035301i
0.00059511+0.0014071i,0.00071045+0.00034352i,-0.0004309+9.8961e-05i,-0.00064698-0.00019547i,0.0002428-0.00078447i,0.0001615-0.00011543i,0.00013882+0.00058364i,0.0010568+0.00073373i,0.0022376+0.00076756i,0.0025118+0.00058302i,0.0012234+0.00076511i,0.00063113+0.00077782i,0.00068442+0.00025346i,0.0001083-0.00026463i,-0.00029449-1.0652e-05i,-0.00024173+0.00016676i,-0.00042547+2.3461e-05i,-0.00038392+0.00022019i,-0.00025088+0.00020198i,-2.1293e-05-5.1155e-05i,0.00033398-0.000238i,0.00044043-0.00059803i,0.00020544-0.00067216i
0.00063575-0.0011708i,0.00049206-0.0013255i,-0.00033576-0.0023092i,-0.00082661-0.0013436i,-0.00071346+0.00026186i,-0.00015988+0.00038725i,0.00047674+0.00055672i,0.0012071+0.0013318i,0.0018559+0.00074656i,0.0013486-0.00030486i,0.00084065-9.5286e-05i,0.0013064+0.00066987i,0.0015122+0.00046484i,0.00051697+2.4853e-05i,-0.00028157-0.00014061i,-0.00016951-0.00036804i,-0.00031503-0.00035124i,4.266e-05+0.00063201i,0.00046631+0.0013597i,0.00039441+0.00090882i,0.00037245+0.00052581i,0.00066455+6.6776e-05i,1.6707e-05-0.00062293i
0.00093313+0.0010428i,-4.408e-05+0.0014522i,8.2621e-05+0.00085482i,0.00010573-0.00043418i,-0.00063774-6.7914e-05i,-0.00067344+0.001109i,-0.00019678+0.0012461i,0.0010819+0.0011199i,0.0020636+0.00081118i,0.0016839+0.00013382i,0.00091859-5.8419e-06i,0.00034476+0.0005859i,0.00014055+0.00069674i,-0.00040276+0.00036853i,-0.00056282+4.3082e-05i,-0.00045242-0.00030209i,-0.00044083+0.0001018i,-0.00033127+2.9414e-05i,-0.00040843+0.00017225i,-0.000873+0.00093984i,-0.00077344+0.00041283i,-0.00033509-0.00017539i,-0.00044844+0.00022018i
