-0.00065458-0.00019655i,-3.9349e-05-0.0016443i,5.2883e-05-0.0012668i,7.7087e-05-0.0004311i,-0.00033742+0.00058574i,0.00010424+0.00078708i,0.0011449+0.00018034i,0.0019633+0.00049512i,0.0017676+9.2272e-05i,0.00049174-0.00025701i,-0.0003177-0.00012727i,0.00030714-0.00084165i,0.00029526-0.0012876i,-0.00031713-0.00040229i,-0.00056876+0.00074581i,-0.0001259+0.00030228i,0.00036358-0.0003846i,0.00065063-4.4201e-05i,0.00078033-0.00030835i,0.00014363-0.00061239i,-0.00044799-0.00028357i,-0.0002443-0.0001417i,-0.00010985-0.0003315i
0.00018057-0.00081032i,0.00020667-7.8131e-05i,-0.00062816+0.00037937i,-0.0013879+0.0013318i,-0.0012276+0.001635i,-0.00012443+0.0012703i,0.0012634+0.00037817i,0.0019617-0.00064575i,0.0015579-0.0015739i,0.0006897-0.001418i,3.0837e-05-9.9215e-05i,-6.5308e-05+0.00049312i,0.00033982-0.00029726i,0.0002237-0.0011134i,5.3794e-05-0.00088909i,-0.00017039+0.00011987i,-0.00020808+2.7827e-05i,0.00039341-0.00062291i,0.00064087-0.00073822i,0.00053008-0.00030446i,0.00048286+0.00010581i,5.8694e-05+1.5946e-05i,-0.00033485+0.00042309i
-0.00056397-0.00012189i,-0.0010243-0.001152i,0.00012114-0.0021593i,0.00057271-0.001724i,6.6944e-05-0.0010051i,-0.00050152-0.00054985i,0.00046587-0.00044636i,0.0019719-0.00033466i,0.0015873-0.00091652i,6.4359e-05-0.00057142i,-8.0101e-05+0.00099728i,0.0011018+0.00081227i,0.0013092+0.00010774i,0.00050944+0.00023426i,-6.0353e-05+0.00024407i,-0.00053975-5.7889e-05i,-0.00076677-0.00026612i,-0.00068663-0.00028333i,-0.00057201-0.00024294i,-0.00011056-0.00044014i,2.099e-05-0.00064245i,-0.0002581-0.001078i,-0.00013379-0.0007567i
-0.0015111-0.00049179i,-0.00161-0.001238i,-0.0021465-0.00025623i,-0.0014823+0.0013504i,-7.5642e-05+0.0012816i,0.00075795+0.00059679i,0.0017887+0.00036954i,0.0021725-0.00045667i,0.0012538-0.0009232i,2.0221e-05-8.6834e-05i,-0.00034567+0.0004973i,-7.5974e-05+0.0001775i,-0.00038551+6.7863e-05i,-0.00046334+0.00045017i,-0.00029505+0.00023358i,-0.00080633+0.00026569i,-0.00087769+0.00043596i,-0.00035638+0.0002472i,-0.00050975+0.00019075i,-0.00042238+0.00038307i,0.00015956+3.8426e-05i,0.00020852-0.00069438i,-0.00018611-0.00074452i
-0.00024304-0.0020959i,-0.00043199-0.0018491i,-0.00068995-0.0016166i,-0.00034759-0.00090824i,-0.00037677+0.00027995i,0.00020601+0.001107i,0.001964+0.00096414i,0.0030777-0.00045239i,0.0028028-0.0017526i,0.0014592-0.0017079i,0.00023297-0.00038744i,-0.00011531+0.0004654i,-0.00054787+0.0003541i,-0.0016494-0.00019884i,-0.0019562-0.00016723i,-0.0015111+0.00016523i,-0.0010621-0.00047103i,-0.00043572-0.00075267i,-0.00035155-0.00051395i,-0.00059799-0.00049581i,-0.0013048+2.5672e-05i,-0.0010798-0.00034912i,0.00028289-0.0013527i
0.00022592+0.00013378i,9.9888e-05+0.0010872i,-1.4534e-05+0.0012025i,-0.00025319+0.0014109i,0.00056443+0.0011089i,0.00086189+0.00051273i,0.0012971-0.00065832i,0.0030043-0.0011339i,0.0026413-0.0014283i,0.0012689-0.0011902i,0.0014493+0.00024228i,0.0016413+0.0009867i,0.00084249+0.0010025i,-8.2757e-05+0.00088811i,-9.4212e-05+0.00071795i,0.0004673+0.0004102i,0.00026045+0.0003386i,-0.00038768+0.0006798i,-0.0004506+0.00071512i,-3.8294e-05+0.0010544i,8.0551e-05+0.00042517i,0.00047745-0.00012512i,0.00061627+0.00021915i
0.00075259+0.00061431i,0.0001505+0.00028209i,-0.00060183-5.0442e-05i,-0.0014582+5.7269e-05i,-0.0014377+0.00045515i,-0.0002072+0.001164i,0.00067462+0.0012499i,0.0016781-0.00044628i,0.0018847-0.0017162i,0.00081578-0.0017774i,0.00060149-0.00054967i,0.00038777+0.00068609i,-2.4626e-05+0.00026509i,-0.00013114+0.00045407i,-0.00022186+0.00037077i,-0.00017374+0.0001563i,0.00065091+0.00073656i,0.00052741+0.0004928i,-0.00085342-0.00023512i,-0.00080141-0.00049847i,0.00029107-0.00068605i,0.0002801-0.00080116i,-0.00035696-0.00058152i
-0.00012962+0.0012177i,0.00053829+0.0004383i,0.00017612+0.0010258i,-0.0003673+0.0016932i,-0.00017377+0.00086956i,0.00063156-0.00025046i,0.0018898-0.00083957i,0.0026697-0.001026i,0.0017125-0.0011035i,0.00018349-0.0010975i,-0.00036789+1.0907e-05i,-4.0038e-05+0.00017165i,0.000614-0.00043213i,0.00073428+0.00040629i,2.8316e-05-1.862e-05i,-0.00028742-0.00042435i,-0.00013392+0.00059002i,-0.00040815+0.00089385i,-0.00047774+0.00039019i,-0.00050838-0.00053755i,-0.00061922-0.00077268i,1.0746e-05-8.2595e-05i,-0.00030015+0.00025672i
0.0010428+0.0011767i,-8.1351e-05+0.0011696i,0.00087731+0.00032099i,0.0010717-0.00043988i,0.00074311-0.00062384i,0.000203+0.00037171i,0.00038134+0.00042234i,0.0020547-0.00044162i,0.0024867-0.001165i,0.0011743-0.0015325i,3.2198e-06-0.0012694i,-0.00021651-0.00076195i,0.00053461-3.3683e-06i,0.00052653+0.00068887i,-1.2648e-05-6.5907e-05i,0.00014695-0.00037504i,0.00046789+3.0121e-05i,0.00060772-2.5183e-05i,-8.4629e-05+0.00046368i,-0.00046497+0.00048112i,-0.00019719-8.9243e-05i,-5.5402e-05-0.0006178i,-0.00044665-0.00015556i
-0.00041532-3.9107e-06i,-0.00080222+0.00036017i,-0.00067553+0.00020707i,-0.00048924-0.00044983i,-0.00016426-7.4813e-05i,0.00029544+0.00020689i,0.00061705+0.00015018i,0.0013918-0.00012387i,0.001536-0.00059615i,0.00093492-0.00067164i,0.00058008-0.00037256i,0.00043643-0.0001652i,4.84e-05-0.00095581i,-0.00056422-0.0010261i,-0.00051498-0.0010011i,-0.00019325-0.00083115i,-0.00052325+0.00020465i,2.0928e-05+0.00054912i,0.0011663-0.00028483i,0.00063414-0.0013341i,0.00023051-0.00085103i,0.00016221-0.0001342i,-0.00057191-0.00017109i
-0.00058888-0.00051522i,-0.00063157-0.0010695i,-0.00075851-0.00085049i,-0.001556+0.00024896i,-0.0015391+0.00038513i,7.3366e-05+0.00019401i,0.0016816+4.5125e-05i,0.0025138-0.00046821i,0.0020923-0.0015563i,0.0011054-0.002054i,0.00044495-0.00035421i,-0.00016324+0.0010746i,-0.00058416+0.00058775i,-0.00065773+0.00023068i,4.8373e-06+0.00041939i,0.00039174+0.00089381i,0.00027651+0.00038531i,8.4697e-05+0.00013592i,0.00019715+0.0004235i,1.408e-05+0.00059209i,-6.2007e-05+0.00050665i,-1.366e-05+0.00018185i,-0.00025805+9.4907e-05i
0.00017245-0.0005841i,0.00025469+0.00017205i,-0.00062425-0.00036086i,-0.00042756-0.00090545i,0.00040819-0.00044674i,0.00099833+0.0005678i,0.0018854+0.00025639i,0.0020349-0.00088566i,0.0016015-0.0013146i,0.0003775-0.00058142i,-0.00026267+0.00015319i,0.00012898+0.00047572i,2.6333e-05+0.00012846i,0.00018497-0.00050709i,6.0311e-05-0.00031259i,-5.8984e-05-8.1054e-05i,4.2724e-05+9.3449e-06i,0.00022163+0.00031279i,0.00031396+0.00014391i,-0.00026136+5.3176e-05i,-0.0011488+0.00032763i,-0.0010712+0.00064408i,-0.00063621+0.00057788i
0.00017437+0.00065326i,-0.00090031-0.00014627i,-0.00058928-0.002049i,-0.0014303-0.0016082i,-0.0021033-0.00086826i,-0.0011004-0.00075318i,9.1154e-05-0.00025864i,0.0011457-0.00051096i,0.0014843-0.001228i,0.00064494-0.0012484i,0.00029504+7.5435e-05i,0.00018235+0.00077185i,0.00015281+0.00087224i,-6.8096e-05+0.00084765i,-0.00059213+0.000628i,-0.001244+0.00034935i,-0.0010081-0.00012824i,5.5552e-06-0.00035946i,-0.00043368-0.0002752i,-0.00079438-0.00060787i,1.2334e-05-0.00038267i,0.00040384+0.00016272i,0.00035871+0.00099176i
-0.00043489-0.00014215i,0.0010726+0.0001206i,0.0010537+0.00064272i,-0.00016296+0.00062303i,4.1554e-05+0.00022271i,0.00036882+0.00063246i,0.00058243+0.00028425i,0.0018685-0.00095839i,0.001745-0.0013468i,0.00053811-0.00097486i,0.00034851+1.9581e-05i,0.00090873+0.00031843i,0.00044078+0.00017122i,-0.00015245-3.9192e-05i,0.00021748-0.00076876i,-4.9352e-05-0.00053321i,-0.00023982+0.00026243i,0.00017351+0.00080095i,0.0011168-1.3047e-06i,0.00081831-0.00046768i,-3.1078e-05+0.00024206i,-9.0029e-05-1.0792e-05i,-0.00061626-0.00051009i
-7.6959e-05-0.00149i,-0.0007485-0.0015667i,-0.0018554-0.00064551i,-0.0017028+0.00044244i,-0.00054581+0.00046738i,9.2068e-05+0.00046509i,0.00091496+0.00012413i,0.0019517-0.00047498i,0.0016099-0.0010882i,0.00048842-0.00052311i,1.0816e-05+0.00084136i,0.0001196+0.00068038i,-1.7999e-05-0.00013311i,0.00012359-0.00076231i,0.00049499-0.00075867i,0.00021445+0.00066694i,0.0002847+0.00095932i,0.00047972-3.7458e-05i,0.00026489-0.00011128i,0.0002498+2.3751e-05i,-4.9802e-05-0.00043203i,-0.00043189-0.00035734i,0.00032841-0.00069204i
-0.00044451+0.0012822i,-0.00047655+0.001113i,-0.00028671+0.00088479i,0.00025725+0.00060355i,0.00065461+0.00013318i,0.0002063-0.0010338i,0.00069928-0.0015019i,0.0021252-0.0012733i,0.0027919-0.0016653i,0.002264-0.0011315i,0.0012245+0.00016403i,0.00016882-0.00041939i,8.3357e-05-0.0010067i,7.5542e-05-0.00015829i,-0.00025315+0.00020534i,-0.00032924+0.00034303i,-0.00033052+0.00020399i,-0.0010373-0.00038147i,-0.0015736-0.00038381i,-0.0011748-0.00022382i,-0.00075016-0.00030493i,-0.00030542-0.00016401i,-3.5155e-05-0.00014498i
-7.8408e-06-0.00058672i,-0.0014478-0.00066343i,-0.001903-0.00018481i,-0.0019167-0.00025562i,-0.0013993+0.0001635i,-0.00071955+0.00044641i,0.00045601-0.00024526i,0.0022729-0.00077881i,0.0020441-0.00043597i,0.00014118+0.00046758i,-0.00035252+0.0010861i,-0.00034992+0.00077095i,-0.00046906+4.5367e-05i,-0.00061544-0.00021432i,-0.00068997-0.00053927i,3.2921e-06-0.00057818i,0.00017853-0.00025357i,3.9495e-05-0.00034314i,0.00054349-0.00059824i,0.0010815+9.5706e-05i,0.00094407+0.001128i,0.00061227+0.0010168i,0.00030824+0.00063158i
0.00061041+0.00060953i,0.00014209+0.00041885i,-0.0001762+0.00022139i,0.00030761+0.00073429i,0.00075183+0.0010024i,0.00066295-4.2746e-05i,0.00078877-0.00072415i,0.0011988-0.00098954i,0.0016836-0.0012611i,0.00046582-0.00087245i,-0.00059407-0.00045836i,1.4372e-05-6.085e-06i,0.00068926+7.0974e-05i,0.00041413-3.4826e-05i,-0.00050584-0.00019561i,-0.00048601-0.00097758i,-0.00030414-0.00078039i,-0.0012829-2.4924e-05i,-0.0013263-0.00041658i,-0.00024232-0.00052907i,0.00032077-0.00017367i,-0.0003236-0.00019581i,-0.00039231+0.00033188i
0.00087244+0.0011668i,-0.00042035+0.00062205i,-0.00099491-1.1903e-08i,-0.0023647-3.7626e-05i,-0.0020233+0.00034455i,-0.00039144+0.00017558i,0.0011869+0.00020672i,0.0020735+0.00014599i,0.0018987-0.001377i,0.00071021-0.0014342i,-0.00031706-0.00040153i,-4.8808e-05+0.00065053i,-9.8885e-05+0.0013862i,-0.00030635+0.00075097i,-1.1044e-06+0.00041787i,3.7271e-05+0.00040122i,-0.00052424+0.00017952i,-0.00071404+0.0005439i,-0.00014541+0.00048429i,0.00049465-0.00059975i,9.4585e-05-0.00065066i,-0.0008146+7.2176e-05i,-0.00091649+0.00025896i
0.00013379+4.7317e-05i,-0.00029204-0.00040102i,0.00062052-0.00043198i,0.0009429-0.00025586i,0.00031345+0.00033626i,9.9952e-05+0.00030617i,0.0009871+0.00022751i,0.0024367+1.0031e-05i,0.0022677-0.00031199i,0.00078094-0.0005651i,0.00043398-0.00029083i,0.00066126+0.00069833i,0.00039742+0.0002674i,0.00016405+6.2435e-05i,-0.00012938+0.00056559i,-0.0001894+3.9955e-05i,-1.6349e-05-0.00038153i,-0.00030035+0.00017824i,0.00012909+0.00073297i,0.00025315+0.00032407i,-0.00029975-0.00070324i,1.7519e-05-0.00040477i,0.00030813+0.00063234i
0.00050449-0.00048838i,-0.00082561+0.00030887i,-0.0020897+0.00057148i,-0.0019836+0.00078196i,-0.0010135+0.00085747i,-0.0005205+0.00043632i,0.00050102-0.00032136i,0.0014231-0.0011958i,0.00089052-0.001667i,-0.00018124-0.0011103i,-0.00069563+1.466e-06i,-0.00035038+0.00028364i,-0.0003036-2.2335e-05i,-0.00010843-0.00051199i,-0.0004011-0.00053449i,-0.00077467-0.00067886i,-7.9054e-07-0.00025352i,0.0002058+0.00014528i,-0.00032795-0.0003882i,-0.00032954-0.00031629i,-0.00024183-0.00051604i,-0.00038451-0.0010086i,-0.00028123-0.0012889i
0.0017211+0.00058739i,0.0014086+0.00022164i,0.00043907-0.00095741i,-0.00064456-0.0012711i,-0.0012053-4.0415e-05i,-0.0012224+0.0011676i,-7.647e-05+0.0006618i,0.00091444-0.00036631i,0.0013428-0.0009719i,0.001389-0.00069069i,0.00078493-0.00047416i,0.00039026-2.3611e-05i,0.0003501-0.00048655i,0.0006607-0.00076707i,0.0007695-0.00012741i,0.00086244+0.00069222i,0.00064717+0.0007212i,0.00039779-0.00024835i,0.0002997-0.00060533i,0.00016244+0.00018893i,0.00060698+0.00072064i,0.00050173+0.00098779i,9.1222e-05+0.00075602i
2.209e-05-0.00055749i,0.00091996-0.00016141i,0.00073353+5.6991e-05i,0.00019134+0.00070884i,0.00081779+0.00067561i,0.0015202+7.8983e-05i,0.0017608-0.00022135i,0.0024821-0.00085336i,0.0023253-0.0016108i,0.001161-0.00096842i,0.0003877+0.00019128i,2.1429e-05+0.00035072i,3.1155e-05-0.00073537i,0.00057969-0.0011906i,0.0001007-0.00078455i,-0.00089662-0.00039639i,-0.0010503+0.00039387i,-0.00059489+0.00087492i,-0.00023222+0.0010164i,0.00010326+0.00057593i,0.00027706-0.00030365i,0.00030384-0.00070696i,0.00025226-5.1182e-05i
-0.00022469+0.00084216i,-0.0015247-0.00035151i,-0.0019929-1.9902e-05i,-0.0012089-0.0002072i,0.00014312-0.00080394i,0.00050928-0.00058453i,0.0004721-0.00046847i,0.0017622-0.00060725i,0.00251-0.00069165i,0.0015289-0.00047183i,2.7053e-06-1.299e-05i,-0.00023286+0.00014416i,0.00018761-0.00045126i,0.00021147-0.00094516i,7.1212e-05-0.0005194i,0.00030398-0.0007327i,1.6822e-05-0.00067483i,-0.00026595-0.00057707i,-0.0001153-0.00042583i,0.00036445+0.00020308i,0.0005663+0.00040369i,0.00065788+1.9577e-05i,0.00056987-0.0001902i
0.00050495-0.0023168i,0.00062343-0.0012366i,6.1521e-05-0.00015137i,0.00027129-0.00019916i,0.00057098+0.0004399i,0.00094221+0.0014414i,0.0019992+0.0011696i,0.0023043+6.9521e-05i,0.0017958-0.00051451i,0.0011689+0.00031706i,0.00062756+0.0005225i,0.00059137+0.00029961i,0.00071603-3.2593e-06i,0.00018307-0.00036496i,-0.00037488+0.00027593i,0.00017711+0.00028811i,0.00019752-0.00068922i,0.00018084-0.00056491i,-4.4572e-05+0.0001043i,-6.7043e-05+8.1812e-05i,0.00076048+1.802e-05i,0.00082578-0.00023319i,0.00054949-0.0003524i
0.00049331+0.00056936i,-0.00047751-0.00017303i,-0.00078949-0.00064449i,-0.00033916-0.00058059i,-0.00032645-0.00029252i,-0.00040754+0.00011006i,0.00061093+0.00030773i,0.0017827-0.00068235i,0.002128-0.0013864i,0.00099197-0.00072067i,8.6076e-05-0.00021192i,0.0005533-0.00030431i,0.00075575+0.00010991i,0.00025113+0.00061037i,-0.00059961-5.2892e-05i,-0.00066657+9.3839e-05i,-0.00080245+0.001029i,-0.0013874+0.00091694i,-0.0013016+0.00039408i,-0.00051955-0.0007531i,-3.5393e-05-0.0012092i,0.00045637+7.3647e-05i,0.0010933+0.00065797i
0.00054572-6.565e-05i,0.00072415-6.6794e-05i,0.0010019+0.00039293i,0.0012729+0.00095221i,0.0015199+0.00097038i,0.0011408+0.00021811i,0.0011758-2.6473e-05i,0.0015019-0.00067264i,0.0018169-0.0012125i,0.001931-0.00016982i,0.0011452+0.001183i,0.00040224+0.00041431i,-1.8085e-05-0.0012357i,0.00027427-0.0011637i,0.0005097-0.00010984i,-0.00057925+0.00044519i,-0.00073464+0.00039524i,0.00024616-9.3158e-05i,0.00040039-0.00012537i,-0.00027322-0.00018976i,-0.00052058-0.00012313i,-0.00036576+0.00018937i,-0.00063946+0.00026404i
0.00078743+0.00067848i,-0.00073914+0.0010916i,-0.0009142+0.00024429i,-0.00030689-0.00061033i,-5.859e-05-0.00024327i,-2.1342e-05+0.0011802i,0.00055015+0.001547i,0.0018804+0.00046968i,0.0019031-0.00055901i,0.00082804-0.0006848i,0.00014419-0.00033462i,0.00035259-0.00069438i,-0.00013787-0.0008794i,-0.00070878+0.0001425i,-0.00026283+0.00076376i,0.00055007-0.00011631i,0.00053644-0.00051416i,-0.00057075-0.00046741i,-0.0006517-0.0009486i,-3.2518e-06-0.0010496i,0.00071073-0.00079033i,0.00053506-0.00051601i,-0.00048596-0.00010281i
-0.0011053-0.00054878i,5.3918e-05-0.00054321i,0.00030008+0.0003884i,0.00029667+0.00073758i,0.0011096+0.00068236i,0.0018191+7.9102e-05i,0.0021996-0.00072621i,0.0030418-0.0012973i,0.0032814-0.0014725i,0.0023074-0.00041073i,0.0010573+1.4812e-05i,0.00059711-0.00053111i,0.00016278-0.0010171i,-1.6822e-05-0.0011844i,-0.00027041-0.00095783i,-9.3775e-05-0.0005059i,-0.00030246-3.0491e-05i,-0.00032674+8.2515e-05i,-0.00023682+0.00033519i,-1.5754e-05+0.00051654i,-0.00034173+0.0002785i,-0.00035468+0.00023366i,-0.00019202-8.1684e-05i
-2.4415e-05-0.00061858i,9.0852e-05+0.00023896i,-0.0010475+0.00017993i,-0.0017044+0.00042378i,-0.0012366+0.0015544i,-0.00029632+0.0021346i,0.00066802+0.00082777i,0.0013872-0.00051562i,0.0017213-0.0012378i,0.00091165-0.00043354i,4.4487e-05+0.00098725i,0.00039664+0.00093264i,0.00035976+0.00072654i,3.9209e-05+0.0007076i,-0.00016361+0.00017794i,-0.00030228-0.00029641i,-0.00064361-0.00038698i,-0.0010759+0.00018271i,-0.0013969+0.00038141i,-0.0014527+0.00011754i,-0.000814-7.5566e-05i,0.00010779-0.00017176i,0.00067384+1.713e-05i
0.00012592-0.00033487i,-0.00014231-0.00073438i,-0.00090729-0.00081426i,-0.00075013-0.0010812i,-1.6376e-05-0.00070868i,0.00026737+4.8329e-06i,0.0009345-0.0004253i,0.0019849-0.0012861i,0.0021045-0.0010812i,0.0012681-0.00061739i,0.00041116-7.6553e-05i,-9.2419e-05+0.00034504i,-0.00030354-0.00014712i,-0.0012144-0.00057621i,-0.0016836-0.00047394i,-0.00061586-0.00074625i,-0.00022827-0.00030673i,-0.0010414+0.00042625i,-0.00080241+0.00013363i,0.0001904-0.00028994i,0.00075408-0.00060476i,0.00026569-0.00044737i,-0.00047767-0.00066659i
0.00062163-0.00015707i,0.00026648-1.697e-05i,-0.00042177+0.00060742i,-0.00079227+0.0012356i,-0.00016831+0.0021259i,0.00066619+0.0021043i,0.0009478+0.0010736i,0.001943+3.6053e-05i,0.0019063-0.00091296i,9.2048e-05-0.0015689i,0.00024834-0.0013858i,0.00040875+0.00014072i,-0.00045359+0.0010986i,-0.00028575+0.00057564i,-0.00056581+8.1241e-06i,-0.0010348-3.2339e-05i,-0.0010396-0.00014148i,-0.00096275-0.00020296i,-0.00066997+0.00033792i,-0.0008679+0.00044682i,-0.00060611-0.00031848i,0.0004366-0.0010333i,0.00016482-0.00072561i
0.0016834-0.00079329i,0.00070416-0.0010136i,4.2696e-05-0.0011458i,-0.0012589-0.0011673i,-0.0028797-0.0014163i,-0.0024247-0.00038285i,-0.00011806+0.00090472i,0.0014905+0.00036124i,0.0016798-0.0011783i,0.00087298-0.0017339i,0.00020598-0.001487i,0.00020338-0.00057333i,0.00027236+0.0012377i,0.00065808+0.0012498i,0.001227-0.00044373i,0.00087127-0.00062038i,-6.2105e-05-0.00051199i,-0.00023175-0.0003604i,0.0003809+0.00019919i,0.00070817+0.00039827i,0.00068633+0.00017911i,0.0012153-0.00014711i,0.0012409+5.3624e-05i
-0.0010226+0.00094727i,-0.00095256+0.00062117i,-0.0012035+0.00033023i,-0.00068824+0.0011752i,0.00045836+0.0016601i,0.00092389+0.00051373i,0.0018393-0.00034709i,0.0029178-0.00081745i,0.0021353-0.00070199i,0.00094755-0.00025138i,0.0010634-8.7533e-05i,0.00086268+0.00051604i,6.3363e-05+0.00040492i,-8.0789e-05-0.00037711i,-0.00015763-0.00049069i,-0.00065037-0.00062738i,-0.0001695-0.00033657i,0.00069221+0.00056563i,0.0002691+0.0011758i,4.4367e-05+0.0010733i,0.00023442+0.00053566i,-6.9224e-05+0.00034704i,-0.00064017+0.00032407i
-8.3851e-05+0.00072686i,0.00010561-0.00055123i,-0.00069474-0.00036164i,-7.4762e-05+0.0002559i,0.00097496+0.00038614i,0.0011136+0.00017934i,0.0015161+0.00026751i,0.0018692-0.00022639i,0.0013627-0.00069132i,0.00061988-0.00067837i,0.00020207-9.8977e-05i,-0.00013663-0.00030706i,5.1922e-05-0.0010919i,0.00046781-0.00098597i,0.00084834-0.0007514i,0.00079737-0.0012277i,-0.00027083-0.00090763i,-0.00069434-0.00023999i,-0.00079203-2.0688e-05i,-0.00023348+0.00088655i,0.00073576+0.0010433i,1.7599e-05+0.00023762i,-7.2028e-05-0.00018251i
-0.00010089-0.0010379i,-0.00054696-0.00084486i,-0.0015033-0.00032219i,-0.00061603-0.000224i,0.00016035-6.6906e-06i,0.00080559+4.8914e-05i,0.0020568-0.00011857i,0.0026646-0.00054915i,0.0018788-0.00069662i,-0.00010152-0.00051189i,-0.00041741-0.00033581i,0.00022675+0.00025826i,-0.00010437-0.00023175i,-0.0004067-0.00097426i,-0.00021025-0.00014701i,-0.00026214+0.00060547i,-0.00055287+1.8053e-05i,-0.00043651-0.00022059i,-0.0003177+8.8576e-05i,-9.771e-05+0.00053001i,0.00039376+0.0011221i,0.00076701+5.7298e-05i,0.00012832-0.0011707i
-0.00036043-0.0002356i,-0.00087781-0.00045296i,-0.0015325-0.00069233i,-0.0014089-0.00050183i,-0.0010254-0.00015464i,0.00021482-0.00025007i,0.0018624-0.00073326i,0.0030182-0.0014896i,0.0025543-0.0015682i,0.0014497-0.0001189i,0.0010358+0.0010273i,0.0012744+0.00085215i,0.00098136+0.00034084i,0.00039311+0.00010523i,-0.00063171+0.00021686i,-0.0010912+0.00044541i,-0.00026696+0.00030099i,-0.00017895-3.2003e-05i,-0.0011188-0.00025311i,-0.0010966-0.00095009i,-0.0010015-0.0011696i,-0.00093808-0.00066275i,-0.00086635+0.00013108i
-6.4003e-05-0.001926i,-0.00017033-0.001309i,-0.00012666-0.000342i,0.00018372+0.00028623i,-0.00042179+0.0011058i,0.0001457+0.0014883i,0.00070478+0.0010102i,0.001057-0.0003194i,0.0014817-0.0010439i,0.00065803-7.432e-05i,0.00032951+0.00041327i,0.0010022+0.00023446i,0.00089154-0.00027712i,0.00044639-0.00045472i,-0.00014054+6.7208e-05i,-0.00084764+0.00017508i,-0.00077264+0.00029908i,-0.00029751+3.2938e-05i,-0.00026116-0.00017676i,-0.00029207+0.00023789i,4.8032e-05+0.0005404i,0.00051959+0.00043147i,0.00041428+0.00045559i
0.00087787-0.00017343i,-0.00014959-0.00047584i,-0.00056952-0.00046579i,-0.00027807-0.00039527i,-0.00024272-0.00077044i,0.00036921-0.00026104i,0.0018946+0.00071088i,0.0026726+0.0005378i,0.0022494-0.00077785i,0.0011271-0.0013357i,0.00066326-0.00063299i,0.00065435-0.00032804i,0.00011128-0.00028837i,-0.00034474-9.9546e-05i,-0.0003632-2.1298e-05i,-0.000421-0.00031507i,-1.5787e-05-0.00081853i,8.559e-05-0.00069531i,-0.00013341-0.00018286i,0.00029784+0.0010441i,0.00064898+0.0013735i,0.00051604+0.00049546i,-0.00024888-0.00026147i
-0.00088563-0.0003267i,0.00035838-0.00039239i,0.0005482+0.00065965i,0.00022452+0.00086377i,0.00044016+0.00030171i,0.0011595-0.00066264i,0.0016656-0.0006794i,0.0015039-0.0011154i,0.0014328-0.0019504i,0.0012774-0.0015751i,0.00086433-0.00052541i,0.00025983-0.00017826i,-3.5333e-05-0.00079118i,-0.00039615-0.00073755i,-0.00030657-0.00024443i,-4.0759e-05-0.00077386i,-0.00022238-0.00096525i,-0.00048421-0.00031666i,-0.00099497-0.00017474i,-0.0012656+0.00025043i,-0.0011067-0.00010341i,-0.00045805-0.00034402i,-5.3715e-05+0.00028852i
-8.6035e-05+0.0011657i,-0.0010749+0.00050639i,-0.0015169-0.00074908i,-0.0013699-0.00084991i,-0.0012503-0.00021317i,-0.00096703+0.00013969i,0.00049114+0.00047604i,0.0018636-0.00036052i,0.0021361-0.00067115i,0.0013616+0.0001218i,0.00053074+0.00048436i,-0.00055187+0.000322i,-0.0010414+0.00036473i,-0.00072147+6.2682e-05i,-0.00057827-0.00049338i,-0.00045957-0.00035278i,-1.1985e-05+8.1716e-05i,-2.198e-05+0.00010465i,-0.00038878+0.00048073i,-0.00082305+0.00038253i,-0.00092056-0.00027258i,-0.00058091-0.00068439i,-0.00013695-0.00071491i
0.00093566-0.00089461i,0.00031578-0.0011013i,-0.00045849-0.00029931i,-0.00038155+0.00013396i,0.00038026+2.1402e-05i,0.0017907+0.0014493i,0.0021684+0.0017616i,0.0019093+0.00019207i,0.0016134-0.0018929i,0.00079122-0.0016692i,-4.5739e-05-4.2187e-05i,-0.0004502+0.00058876i,6.9432e-05+0.00016107i,8.1678e-05-0.00024728i,-0.00069767-3.0179e-05i,-0.001313+0.00016788i,-0.00082894-0.00019468i,0.00010927-6.8052e-05i,4.6428e-05-0.00010357i,0.00010673-7.3059e-05i,0.00052942-0.00018072i,0.00072717-0.00027845i,0.0005434-0.00041142i
-0.00015815-0.0011567i,-8.5449e-06-0.00016869i,-0.00039513+0.0014887i,-0.00024218+0.0015483i,5.622e-05+0.0012393i,0.00094497+0.00089944i,0.0018018-0.00083683i,0.0016953-0.0016457i,0.0016636-0.0011175i,0.00082598-0.0003403i,0.0003484+0.00058355i,0.00060946+0.00053008i,0.00055887-2.9528e-05i,0.00059915-0.00027483i,0.00061033-0.00032372i,0.00025036-0.00017709i,-0.00070803-0.00010117i,-0.00084325-0.00042987i,-9.8473e-05-0.00026282i,2.2958e-05+0.0001919i,-3.7953e-05-0.00042923i,-0.00013109-0.00083008i,-0.00036988-0.00020999i
