-0.0016073+0.00054414i,-0.0011996+0.00068266i,-0.0015872+0.00061227i,-0.0023963+0.00018039i,-0.0023627+0.0009613i,-0.0016149+0.0018605i,-0.00063383+0.0022329i,-0.00070573+0.0016545i,-0.0013843+0.00095413i,-0.00097408+0.00041237i,0.00014466-1.3577e-05i,0.0004155+4.3229e-05i,0.00011215+0.00031275i,-0.0002337+0.00044316i,-0.00044789+0.00025995i,-0.00040082-0.00043657i,-7.3143e-06-0.00054896i,0.0002079-0.00038862i,-0.00042384+1.4801e-05i,-0.00071039+0.00037569i,-0.0003014+0.00024184i,0.0001257-1.952e-05i,0.00093288+0.00052215i
-0.0017913-0.0013165i,-0.0026609-0.00039077i,-0.0027486-1.6504e-05i,-0.00090454-0.00085483i,-0.00014264-0.00036741i,-0.0011614+0.00026722i,-0.0015083-0.00015819i,-0.0018449-0.0011549i,-0.0021651-0.0010765i,-0.0013471+0.00060469i,0.0002962+0.001309i,0.001096+0.00085284i,0.00070038+0.00056314i,-0.0002529+0.00034772i,-0.0003646-0.0002224i,-0.00059035-0.00039605i,-0.00073786-0.00019521i,-0.00025047+0.00018447i,3.8275e-05+0.00091573i,0.00044066+0.00063748i,0.00074993+5.2421e-05i,0.00052498-0.00015374i,5.1686e-05-0.00052688i
-0.00076398+0.00034867i,0.0001192+9.4069e-05i,0.00055271-0.00041463i,4.1479e-05-0.00020609i,0.00046753+5.5134e-05i,0.00084422-0.00049233i,0.00049413-0.00038076i,-0.00030562-0.00012657i,-0.0011031+0.00011367i,-0.00077294+0.00064614i,-0.00064683+0.00073514i,-0.00040277+0.00049048i,0.00024928+4.823e-05i,0.00013395+0.00019388i,-0.00038903+0.00058598i,-0.00096419-0.00012803i,-0.00050383-0.00062274i,0.00047921-0.00013451i,0.00083639+0.0002862i,0.00018922+0.00033316i,-0.00013808+0.00017586i,-0.00016836+0.00076919i,-0.00078815+0.0010137i
-0.0017884-5.8828e-05i,-0.00088648+0.00033031i,-0.001118-0.00061005i,-0.0020067-0.00029985i,-0.0011497+0.0005544i,0.00022349+0.00068849i,0.00020186+0.00038781i,-0.00040645-0.00069992i,-0.00058111-0.00060742i,-0.00035961+0.00051878i,-7.164e-05+0.0011585i,0.00020885+0.00097672i,-6.6876e-06+0.00031262i,-1.0004e-05+9.5702e-05i,-0.00010521-0.00021064i,-0.00028947+1.6435e-05i,-0.00035823+0.00041946i,-0.00024994+0.00019327i,0.00023502-7.8234e-06i,0.00027873+3.9189e-05i,-6.1106e-05+0.00027009i,-0.00016574+6.3755e-05i,0.00014046-2.6128e-05i
0.0004577+0.00028614i,0.0010408+0.00019603i,0.0011605+0.00079767i,-0.00054713+0.001553i,-0.00057118+0.0013674i,0.00018515+0.0012829i,0.0018361+0.0026726i,0.0046161+0.003067i,0.0059495+0.0013043i,0.0052997-0.00064181i,0.0040123-0.0017417i,0.0029196-0.0027192i,0.00093699-0.0029447i,-0.0012913-0.0024469i,-0.0015189-0.0013398i,-0.00079863+0.00021935i,-0.00075075+9.037e-05i,-0.00058833-0.0012255i,-0.00020814-0.001416i,-0.00048807-0.00044011i,-0.00071901+0.00041261i,-0.00034451+0.00064644i,-0.00051594+0.00049361i
0.00064749+5.4225e-05i,-0.00017878+0.00013668i,-0.00029657+0.0010541i,-0.00099044+0.0019475i,-0.0014482+0.00065836i,-0.00076332-0.00061234i,-0.00097923-0.0014908i,-0.0028888-0.00099068i,-0.003321+0.0013004i,-0.0016177+0.0018656i,-0.0010895+0.00090978i,-0.00080465+0.00091914i,-2.8688e-05+0.0010612i,-5.2373e-06+0.00053283i,-0.00025068-0.00012587i,-0.00059313-0.00037919i,-0.00075579+0.00019589i,-0.0010993+0.00039001i,-0.00053473+0.00061574i,0.00043868+0.00055363i,0.00066505+0.00023148i,0.00016305+0.00038462i,-0.00072863+0.00061501i
-0.0011087-0.00021808i,-0.0011875-0.00045613i,-0.0019859+0.0010287i,-0.002408+0.0020609i,-0.0020092+0.0008969i,-0.001192+0.00030691i,-0.0010996-0.0006044i,-0.0015977-0.001178i,-0.0017207+0.00038106i,-0.001337+0.0019714i,-0.00063268+0.0019581i,8.3127e-05+0.0014205i,0.00025346+0.00092271i,0.00027446+0.00081148i,0.0005212+0.00043054i,0.00021823+0.00027951i,-0.00044494+0.00075813i,1.4793e-05+0.0010633i,-0.00052667+0.00080797i,-0.00080868+0.00023322i,0.00025342+1.6301e-05i,0.0007963+0.00014927i,0.0010665+0.0010581i
0.00058608-0.00098229i,7.9347e-05-0.00085626i,-1.6465e-05+0.00018927i,-0.00020001+0.00056836i,-0.00051349-0.00032455i,-0.00031266-0.0008782i,-0.00064461-0.0012485i,-0.0020863-0.00090769i,-0.0030638+0.00049114i,-0.0023819+0.0018637i,-0.0013482+0.0024607i,-0.000469+0.001428i,-0.00020504+0.00062863i,-0.00061184+0.00049938i,-0.0002558-0.00017326i,0.00063368-0.00068817i,0.00011478-9.9072e-05i,-0.00057947+0.00039865i,0.00045969-0.00032702i,0.0011983-0.00065107i,0.00085148-0.00041926i,0.00075586-0.00032735i,0.00083538+9.5761e-05i
0.0010765-0.0013384i,-0.00040348-0.00099829i,-0.0022275+0.00059709i,-0.002606+0.0011925i,-0.0021598+0.00029208i,-0.0013493-0.00068458i,-0.0015068-0.0012737i,-0.0025336-0.00080625i,-0.0026401+0.00061339i,-0.0014567+0.0017171i,-0.00018564+0.0019517i,-0.00018705+0.0017606i,-0.0007077+0.0019137i,-0.00039479+0.0019537i,0.00062455+0.00095926i,0.0005798-1.1481e-05i,-5.5684e-06+0.0001175i,-0.00021767+0.00039281i,7.7901e-06-7.2661e-05i,0.00028404-0.00025113i,0.00031588-0.00011313i,0.00032676-0.0002619i,-7.0587e-05+0.00027155i
0.00030295-4.7148e-05i,-0.00046273-0.0011773i,-4.7008e-05-0.0011736i,-0.00010059-0.001469i,-0.00019257-0.00070412i,-0.0012116+0.00014897i,-0.0016713-0.00095206i,-0.0012188-0.0008706i,-0.0017607+0.00071718i,-0.0015554+0.001229i,-0.00071275+0.00061852i,-2.6517e-05+0.00035581i,0.00057907+0.0011361i,0.00077538+0.0012943i,0.00087893+0.00063495i,0.00036587+0.00026778i,-0.00025838+0.00036458i,3.7748e-05+0.00075752i,0.00069885+0.00083435i,0.0003841+0.00041156i,-0.00054964+0.00013782i,-0.00080763+0.00033056i,-0.00032758+0.00015866i
0.0012945-0.00071675i,0.0014788-0.00094058i,0.00079859-0.0012259i,-0.00099555-0.0016531i,-0.001706-0.0015082i,-0.0015264-0.00084352i,-0.0011695-0.00060292i,-0.0014368-0.0003919i,-0.0019411-0.00021081i,-0.0011442+0.00015504i,-0.00049742+0.00076026i,-0.00055543+0.0010352i,-6.6542e-05+0.0011642i,8.2612e-05+0.00077086i,0.00058667-0.00012137i,0.00080914-0.00062408i,0.00012954-0.00055066i,-0.00043503-0.0002291i,-0.00043526+0.00011416i,-0.00015419+5.6588e-05i,-2.7655e-05-0.00029925i,-0.00029849-0.00048976i,-4.2089e-05+5.7056e-05i
0.0011957-5.7251e-05i,0.0013937-0.00046256i,0.0014377+9.5541e-05i,0.00017019+0.00041498i,-0.00025353-0.00016343i,-0.00011374-0.00053129i,-0.00081119-0.00067089i,-0.0012355-0.00061487i,-0.0013562+7.1671e-05i,-0.00068133+0.00039076i,6.4359e-05+0.00043492i,0.00021953+0.00054672i,0.00056097+0.00073676i,0.00081916+0.00080894i,0.00044509-3.037e-05i,0.00039381-0.00037925i,0.00062984-0.00028361i,1.1168e-05-6.5238e-05i,-0.0010668-4.7206e-05i,-0.00069842-0.00017368i,-0.00038317+0.00031385i,-0.00065753+0.00045144i,-0.00058093+0.00054731i
-0.0027061-0.00033159i,-0.00061239+0.00045744i,-0.00031779+0.0019691i,-0.00090049+0.0027776i,-0.0011141+0.0017625i,-0.0012081+0.00046591i,-0.0012839-0.00053941i,-0.0012754-0.0012956i,-0.0018438+2.6916e-05i,-0.0014928+0.0015706i,-0.00038872+0.001249i,0.00080783+0.00047284i,0.0004999+7.2683e-05i,-0.00034128-2.2984e-06i,-0.00050971+0.00016095i,-0.00065279-0.00027018i,-0.00075337-0.00026644i,-0.0004996+0.00082736i,-0.00026656+0.0011059i,2.0364e-05+0.00043795i,0.00062942+5.9429e-05i,0.0010815+0.00037394i,0.00055811+0.00040352i
0.00022615+0.00059628i,-0.00028688+3.7049e-05i,0.00014316+0.00056748i,0.00074858+0.00068875i,0.0004442+0.00080952i,-0.00010337+0.00082592i,-0.00066469+3.0541e-05i,-0.0010967-0.00036413i,-0.0010537-2.9638e-05i,-0.0006118+0.00061729i,-0.00049449+0.0012655i,-0.00062236+0.0012893i,-0.00040584+0.00094664i,-0.00033251+0.00094926i,-0.00040149+0.00064463i,0.00032764+0.00061701i,0.00057515+0.00064767i,-6.9291e-05+0.00074711i,-0.00012576+0.0011893i,4.1766e-05+0.00087515i,0.00060614-0.00011827i,0.00083335-0.00028961i,0.0006928-1.3821e-05i
2.2199e-05-0.00028256i,-0.00051374-0.00075852i,0.00010572+0.00013995i,-2.1695e-05+0.00080246i,-0.00083618+0.00067449i,-0.00038861-0.00031559i,-0.00014554-0.0011581i,-0.0010979-0.00044586i,-0.0022474+0.00032052i,-0.0022417+0.0011144i,-0.0012213+0.0014445i,-0.00011819+0.001137i,0.00019815+6.0802e-05i,-7.3794e-07-0.00053417i,-0.00035348-0.00078929i,-0.00095896-0.0010416i,-0.00094611-0.0011749i,0.00025135-0.0011594i,0.00083178-0.00084012i,0.00067354-9.3432e-05i,0.00033064+0.0003065i,0.00011372+0.00012195i,0.00035234-0.00030887i
2.1374e-05-0.00030211i,-0.00032644-0.0006962i,-0.00075182-0.0016112i,-0.00063847-0.0012396i,-0.00090928-0.00018006i,-0.0013256+9.7623e-05i,-0.0013492-0.00077031i,-0.002147-0.0011163i,-0.002503+0.00014328i,-0.0020426+0.0008628i,-0.0011528+0.0013604i,-0.00032759+0.0019479i,0.00027958+0.001614i,0.00073432+0.00037091i,0.00092011-0.00091666i,0.00068605-0.00075649i,-0.0001746-0.00015494i,-0.00047256+0.00027102i,0.00017083+0.00038398i,0.00066495+0.00016584i,0.00083704+0.00020929i,0.0007678+0.00031271i,0.00079959+0.00052388i
-0.0011641-0.00068273i,-0.00092281+1.4897e-05i,-0.0010654+0.00054522i,-0.0019756+0.00067159i,-0.0013301+0.00045579i,-0.0010998+0.00020602i,-0.001504-0.00064091i,-0.0020091-0.0012268i,-0.002783-0.00029707i,-0.0019508+0.00082724i,0.00027294+0.0013324i,0.00078254+0.0012245i,0.00029051+0.00080276i,5.5947e-05+0.00030496i,0.00029654-0.00014197i,-0.00034914-0.00049479i,-0.0002948-5.7286e-05i,2.3876e-05+0.00049713i,0.000424+0.0011225i,0.00077405+0.0012018i,0.0009518+0.00039476i,0.0010444+0.00014561i,0.00049058+0.00011401i
-0.00038809+0.00066715i,0.00015916+0.00082612i,-8.6986e-05+0.00071417i,-0.0001682+8.8048e-05i,5.0608e-05+0.00021964i,-0.0004611-0.00027994i,-0.00047722-0.0019603i,-0.00081017-0.0015102i,-0.0014702+0.00031763i,-0.0013105+0.0010177i,-0.00072118+0.0010092i,-0.00012859+0.001155i,-0.0001981+0.00098566i,0.00014734+0.00053744i,0.00018762+0.00029298i,0.00028319-1.7725e-05i,0.00031857-0.00022484i,1.2722e-05+0.00054639i,0.00060546+0.00089632i,0.00084161+0.0006422i,0.00060875-0.00038277i,0.00064843-0.00037703i,0.00060248+0.00027963i
0.00039816+0.00045348i,0.00018836-0.00075118i,-0.0011042-0.0010513i,-0.0022604+2.0045e-05i,-0.0014105+0.00042614i,-0.00024669+0.00014856i,-0.00081166-0.00066305i,-0.0016344-0.00061395i,-0.001816+0.00017689i,-0.0014869+0.0012043i,-0.0007827+0.0015768i,-0.00019949+0.00098273i,-8.098e-05+0.00078102i,-0.00037397+9.6237e-05i,0.00018559-7.9245e-05i,0.00064873+0.00024799i,0.00035435-0.00016117i,-0.00018765+0.00046132i,-2.1272e-05+0.0010223i,0.00091018+0.00043074i,0.001173+0.00013079i,0.00081733-4.23e-06i,0.00082646+0.00019487i
-2.2918e-05-0.00019506i,0.0011875-0.00057291i,0.0014796+0.00032025i,0.0010451+0.0008372i,0.00024513+0.0003458i,-0.00070481-0.0002837i,-0.0013122-0.0015826i,-0.0022079-0.0015708i,-0.0027668-0.00031066i,-0.0017385+0.0010007i,-0.00082448+0.0011996i,-0.00099947+0.0013369i,-0.00092452+0.00098653i,-0.00011988+0.00013253i,-9.7256e-05-0.00025435i,-0.00076674-0.0005625i,-0.000789-0.00058501i,-0.00014386+0.00027808i,-2.6386e-05+0.00016245i,-0.00019808-0.0006031i,0.0003981+0.0002643i,0.0014815+0.0013816i,0.0010269+0.00056051i
0.0008765-3.1329e-05i,-0.0004576-0.0010738i,-0.0013112-0.00081843i,-0.0012177-4.1717e-05i,-0.0014004+0.00050404i,-0.0019472+0.00091289i,-0.0014941-0.00012636i,-0.0014275-0.0011268i,-0.0023923-0.00013982i,-0.0018085+0.00084447i,-0.00085937+0.00039317i,-0.00092554+0.00042187i,-0.00083085+0.00098079i,-0.00031964+0.00090473i,0.00025299+0.00031686i,0.00011072+0.00022689i,-0.00022339+0.00023876i,0.00031694-7.6686e-05i,0.00050148+6.7497e-05i,-6.47e-05+0.0002513i,-0.00035808+0.00029096i,-0.00033784+0.00023435i,-9.9766e-05+3.3794e-05i
-0.00036567+0.00091193i,-0.00093763+0.00071611i,0.00093313+0.00039972i,0.0017885+0.00020862i,0.001097+0.00022227i,0.0003899-0.00033968i,-0.0011006-0.0012006i,-0.0018415-0.00094702i,-0.0021044-0.00046841i,-0.0017412-0.00017575i,-0.00065701-0.00017013i,-9.2188e-05-0.00039997i,0.00010257-0.00043713i,0.00050557-0.0002148i,0.00049418-0.00054128i,-0.00018073-0.00046737i,-0.00093657+0.0001116i,-0.00085125-0.00037192i,-0.00049066-0.00076348i,-0.00035559-5.3563e-05i,-0.00020686+0.00033928i,0.00016905-0.00044673i,0.00058575-0.00043555i
0.0024559-0.00030527i,0.0013713-0.00030232i,4.1853e-05+0.00019924i,-0.00066523-0.00084134i,-0.00079539-0.0011577i,-0.00108-0.00098427i,-0.0014096-0.0015672i,-0.001922-0.0017166i,-0.0017995-0.00014092i,-0.00042031+0.0010766i,5.4332e-05+0.00073563i,-1.885e-05+0.0007472i,-0.00025372+0.0011621i,-0.00061743+0.00040676i,-0.00065298-0.00059519i,-0.00071306-0.00034518i,-0.0011304-2.5168e-05i,-0.00084313+6.5528e-06i,6.1935e-05-0.00015166i,0.00021767-0.00031946i,-5.1678e-05+0.00016597i,0.00033748+0.00049801i,0.00049646-0.00019658i
0.00033244-0.0016969i,-0.001112-0.0022053i,-0.0024612-0.0029766i,-0.0023954-0.0015266i,-0.002335-0.00059444i,-0.002-0.00018005i,-0.0014912-0.00062889i,-0.0017797-0.0013099i,-0.002098-0.00043887i,-0.0016541+0.00022384i,-0.00062222+0.00074352i,-2.4755e-05+0.0018318i,0.00032128+0.0016194i,0.00034028+0.00011635i,0.00030387-0.00063264i,0.00031057-0.00032128i,-0.00050439-1.7118e-05i,-0.0011754+0.0004214i,-0.0010172+0.001115i,1.8689e-05+0.00053437i,0.00072536+4.655e-05i,5.5189e-05+0.00043524i,-0.00049804+0.00069118i
-0.00051824+0.00046104i,0.00013964+0.00086962i,0.0011007+0.0011419i,0.001803+0.0018002i,0.001556+0.0015239i,0.0004572+0.00084364i,-0.00024908-0.00043549i,-0.00095488-0.001063i,-0.0022171-3.6272e-05i,-0.002713+0.0003811i,-0.0013865+8.6215e-05i,2.7987e-05-0.00010373i,0.0010296-0.00052209i,0.001038+0.00011705i,-0.00030216+0.00051483i,-0.00072923-0.00016658i,-0.00025601-0.00077908i,7.3529e-05-0.00037291i,-0.00025097+0.00047866i,-0.00062269+0.00053898i,-0.00068943+0.00027084i,-0.00096108+3.4657e-05i,-0.00037274+0.00034559i
-0.0017546-0.00049324i,-0.0015808-0.0014694i,-0.0018543-0.001796i,-0.0022772-0.0011688i,-0.001971-0.00073177i,-0.0014116-0.00079303i,-0.0014116-0.00138i,-0.0017286-0.001326i,-0.0019995+0.00010502i,-0.0014841+0.0010744i,-0.00090044+0.0014914i,-0.00081107+0.0010603i,-0.00057186-0.00010389i,0.00021777+0.00027718i,0.00026653+0.00074483i,-0.00030341+0.00077097i,-0.00050072+0.00063563i,-0.00018046+0.00024601i,-0.00041226+0.00030989i,-0.0011134+9.0323e-05i,-0.00073426-0.00038444i,-0.00040186-0.00021379i,-0.0012236-0.00014923i
-0.00085563-7.2439e-05i,-0.00028283+0.00060774i,-0.00033677+0.0015136i,7.1184e-05+0.0015058i,-0.00052515+0.00085862i,-0.0008036+0.00027914i,-0.00053724-0.00092508i,-0.0012288-0.0015516i,-0.002264-0.00066154i,-0.0025592+0.00033704i,-0.0024197+0.00081062i,-0.0016681+0.0013788i,-0.00026531+0.00077634i,0.00028108-7.5477e-05i,4.7504e-05+0.0001325i,-0.00060044+0.00010272i,-0.0013677+0.00032942i,-0.00073296+0.00084896i,0.00024902+0.00050669i,0.00067456-6.0982e-05i,0.00075401-0.00058616i,0.00062182-0.00053437i,-0.00014322-2.0292e-05i
-0.00058278-3.588e-05i,-0.00088862-0.0011655i,-0.0012301-0.0016558i,-0.0012412-0.00050153i,-0.0009173+0.00043724i,-0.0013885+2.893e-05i,-0.001514-0.00071745i,-0.0010271-0.0011431i,-0.0010692-0.0001664i,-0.0010721+0.0011614i,-0.0010682+0.0013284i,-0.00087681+0.0011465i,-0.0004449+0.0011308i,-0.00026214+0.00072449i,-6.0345e-05+0.00049928i,0.00025029+0.00013323i,0.00012809-0.00025746i,2.4291e-05+0.00018703i,-0.00019814+0.00046453i,-0.00046143+0.00033994i,0.00015617-3.2682e-05i,0.00059175-0.00060109i,0.00043384-0.00084034i
-0.00034321+0.0010092i,-0.00064054+0.0021557i,-0.00067525+0.0029691i,3.5963e-05+0.002688i,0.0006921+0.0015494i,0.00054343-0.00043136i,-0.0004537-0.0014471i,-0.0010354-0.0012952i,-0.0012521+0.00012728i,-0.00097451+0.001282i,0.00033708+0.0012303i,0.00044324+0.00089679i,0.00016238-2.0249e-06i,-0.0001488-0.00031257i,-0.00084501+0.00012651i,-0.00019934-0.00047403i,0.00035347-0.0005946i,-8.7906e-05-2.0897e-05i,-7.1442e-05-0.00023124i,0.00095135-0.00082492i,0.00135-0.00097245i,0.00060601-0.00061737i,0.00029252-0.00045034i
0.00017189-0.000501i,-0.00029851+1.56e-05i,-0.0013035-0.0002502i,-0.0020029-0.00064538i,-0.00093808-0.00044857i,-0.00094172-0.00048278i,-0.0014115+4.1957e-05i,-0.0020238+1.6454e-05i,-0.0026483-0.0001221i,-0.0021947+0.0004757i,-0.00095264+0.0009118i,-0.00027722+0.00092502i,6.4092e-05+0.00060769i,0.00069589+0.001307i,0.00049461+0.0010281i,-2.6991e-05+0.00018047i,-0.00039301+0.00056971i,-0.00066838+0.00075815i,-0.0010731+0.00071788i,-0.0012064+0.00010117i,-0.0009546-0.00052107i,-0.0009423+4.5276e-05i,-0.00059314+0.0002525i
-0.00064592-0.0011422i,-0.0014675-0.0010386i,-0.001873-0.00067302i,-0.0016683+0.00024319i,-0.0009039+0.0003457i,-0.00048179-0.00011751i,-0.00097032-0.00034603i,-0.0015673-0.0013026i,-0.0016633-0.00042628i,-0.00092625+0.0015277i,-0.0010003+0.0015261i,-0.00073746+0.00038928i,0.00039369+0.00020917i,0.00064664+0.00015592i,-0.00012784-0.00010083i,-0.00074342-0.00045761i,-0.0004701-0.00066889i,-0.00049751-2.8261e-05i,-0.00018528+0.00055611i,0.00034403+0.00021399i,0.00056966-0.00067433i,0.00044405-0.00071976i,1.0671e-05+4.7657e-05i
-0.00071724-0.00055217i,-0.00061601-0.00045992i,-0.0009996+0.00036401i,-0.0011683+0.0015942i,-0.00079783+0.0017778i,-0.00057085+0.00067364i,-0.00058945-0.0006672i,-0.0013052-0.0011707i,-0.0017515+1.3997e-05i,-0.00050019+0.0013352i,5.2347e-05+0.0010838i,-0.00039627+0.0010212i,-0.00026754+0.0011943i,0.00023286+0.00037702i,6.9729e-06-0.0003479i,-0.0011474-0.0013477i,-0.001809-0.0010418i,-0.0017492+0.00020189i,-0.0011633+0.00014351i,0.00043317-0.00011195i,0.00016209+7.5798e-05i,-0.00099877-0.00043705i,-0.00052289-0.0013224i
0.00083408-0.0022007i,0.0010628-0.0023662i,0.00047942-0.0030075i,-0.00063588-0.0023595i,-0.0017838-0.00085773i,-0.0022516-0.00035484i,-0.0014329-0.00071112i,-0.00080558-0.00056219i,-0.0015042+4.1457e-06i,-0.0024511+0.00058426i,-0.0022109+0.0007804i,-0.0011951+0.00057816i,-0.00074304+0.00052795i,-0.00013992+0.00048056i,0.00068948+0.0003537i,6.3414e-05+8.8355e-05i,-0.00010725+0.00020635i,0.00012734+0.00076138i,2.3355e-05+0.0012782i,9.6256e-05+0.0014291i,-0.00014953+0.0008952i,0.00031486+0.00023991i,7.6691e-06+0.00014027i
0.00039748-0.00098437i,0.00012721-0.0015113i,-0.00085899-0.0012378i,-0.0022058-0.00035879i,-0.0019643+0.00034941i,-0.0011457+0.000803i,-0.00065566+0.00019282i,-0.00053694-0.00022177i,-0.0014279+0.00014454i,-0.00144+0.0009466i,-0.0004137+0.0020088i,-0.00024097+0.0018652i,-0.00032543+0.0010158i,-0.00037752+0.00022963i,0.00024179+0.00057659i,0.00068663+0.00083806i,0.00052233+0.00043113i,0.00075621+6.8247e-05i,0.00073053+0.00050026i,0.00018479+0.00054135i,0.00019473+0.00052263i,0.0005917+0.001126i,0.00042109+0.00058032i
0.00050244+0.00081613i,0.00072096-0.00017398i,0.00040689-0.001114i,0.00061564-0.00089001i,0.0007151-0.00026702i,-0.00023612-9.6463e-05i,-0.0016778-0.00054632i,-0.0026343-0.00069458i,-0.0027385+0.00036004i,-0.0017769+0.00072782i,-0.0010915+0.0002636i,-0.00092079+0.00062168i,-0.00060935+0.00043432i,0.00011646-0.00018925i,-5.308e-05-0.00065665i,-0.00094003-0.0009093i,-0.00045988-0.00049907i,0.00029905-0.00028626i,0.00012031-0.00067116i,-0.00066133-0.00066189i,-0.00051528-0.00022743i,0.00056083+0.00059915i,0.00062703+0.0015294i
-0.0010597+0.00013354i,-0.00076006+0.00058677i,-0.00082269+0.0016675i,7.1293e-05+0.002301i,5.6593e-05+0.0020407i,-0.00094155+0.00098216i,-0.0014789-0.00031398i,-0.001753-0.0010945i,-0.0019035-0.00039967i,-0.0012507+0.00093861i,-0.00051846+0.0011738i,-0.00057271+0.00060209i,-0.00033609+0.00055139i,-0.00025805+0.00036355i,-0.00040091-0.00045992i,-0.00040716-0.00068015i,-0.00039972+0.00059258i,-0.00021318+0.00066781i,-0.000141-4.2248e-05i,-0.00056701+0.00011844i,-0.0010275+0.00016123i,-0.00040893+0.00079785i,0.00044314+0.00092932i
-0.00036837-0.00086767i,-0.00037082-0.00086497i,-0.0013703-0.0020032i,-0.0019675-0.0019701i,-0.0019523-0.00056598i,-0.0015265-0.00053521i,-0.00093171-0.0011782i,-0.001265-0.0019362i,-0.0018482-0.0015952i,-0.0021211-0.00024889i,-0.001125+0.00054258i,0.00029084+0.0010089i,0.0010483+0.0011788i,0.0010643+0.0010091i,0.00042931+0.000778i,0.00014161+0.00013461i,0.00012102-0.00036909i,-0.0002785-0.00028097i,-0.00048278+0.00012982i,-6.7603e-05+0.00031035i,0.00068715+0.00057441i,0.0011913+0.00063939i,0.00017762+0.00033123i
0.00013942+0.00044604i,-0.00017081+5.7513e-05i,5.8747e-06-0.0001356i,0.00079094-0.00055054i,-0.00018081-0.0011822i,-0.0015356-0.001473i,-0.0016706-0.0015618i,-0.0015788-0.0010704i,-0.00064173-0.00063445i,0.00033372-0.00024288i,0.00025882+0.00034822i,0.00046153+0.00045807i,0.0003849+0.00051378i,-1.2334e-05+0.00026471i,0.00020293+0.0001628i,0.00076103+0.00040719i,0.00048762+5.448e-05i,0.0001117-0.00069957i,-4.6985e-05-0.00022733i,-0.0004727+0.00034064i,-0.0004559+0.00016126i,-0.00029725+0.00019602i,-3.8067e-05+0.00018946i
-0.00017985-0.00091039i,-0.0013167-0.00066081i,-0.0012178-2.7168e-05i,-0.001062+0.00032251i,-0.0011393+0.00084647i,-0.0012128+0.0014078i,-0.0019363+0.00099517i,-0.0027059-0.00038423i,-0.0025933-4.116e-05i,-0.0010886+0.0015923i,0.00031894+0.0015041i,0.00017282+0.00068673i,-0.00043893+0.00061937i,-0.00034893+0.00032444i,2.9475e-05-0.00040837i,0.00066487-0.00044569i,0.00025724-0.0002473i,-0.00039678+0.00055786i,-0.00025826+0.0011878i,0.00043329+0.0010206i,0.00037549+0.0002825i,-0.00025243-0.00024674i,-0.0003805-0.00017385i
-0.00141-0.0023619i,-0.0011436-0.0017431i,-0.0025489+0.00015871i,-0.0026981+0.0010942i,-0.0014887+0.00057852i,-0.00081001+0.00021886i,-0.0011458+8.1515e-06i,-0.0011696-0.00055225i,-0.0011949-0.00026647i,-0.0010703+0.00091184i,0.00023149+0.001497i,0.0015219+0.0017425i,0.00097056+0.0013657i,-6.3334e-05+6.8175e-05i,-0.00077221-0.00094978i,-0.00059845-0.00090547i,0.00028073-0.00030176i,0.00087502-0.00013373i,0.0012552+3.2417e-05i,0.0010043-0.00029029i,0.00082858-0.00072019i,0.00052747-0.00043733i,0.00023467+0.00052176i
0.0017135+0.0004406i,0.0015532+0.00059998i,0.001374+0.00090182i,0.00078261+0.0012835i,-8.2957e-05+0.00096825i,0.00041456+1.9436e-05i,0.00038144-0.00059893i,-0.00061065-0.00075836i,-0.00097026-0.00064042i,-0.0010295+0.00026577i,-0.00081206+0.00094698i,-0.00026309+0.00022676i,0.00068639+4.4765e-05i,0.001078+0.00030328i,0.00054662+0.00014303i,-7.3854e-05+0.00015283i,-0.00055546+2.319e-05i,3.0005e-05-5.9035e-05i,-7.3123e-05+0.00018897i,-0.00056356+0.00049047i,-0.00055157-2.9189e-05i,-0.00017384-0.00044513i,0.00067125-0.00014973i
-0.0015021-0.0017396i,-0.0015303-0.00092049i,-0.0026877-0.0007948i,-0.0028735-0.00031282i,-0.0020504+0.00122i,-0.0016862+0.00040652i,-0.0010113-0.0010604i,-0.00056719-0.0013687i,-0.0012234-0.0010562i,-0.0014044+0.00042314i,-0.00056515+0.0017102i,0.00057609+0.0019854i,0.0011903+0.0018468i,0.0010654+0.00038167i,0.00042036-0.00056644i,-0.00031621-0.00093153i,-0.00022231-0.0011305i,-5.0484e-05-0.0010803i,-0.00053518-0.0003893i,-0.00067832+8.6531e-05i,-0.00076064-0.00010938i,-0.00067406+0.00038988i,-0.00012774+0.00078437i
-0.00035866+4.5887e-05i,-0.00065755+0.00044154i,-0.00090273+0.0011777i,0.00016745+0.0013929i,0.00082609+0.0010827i,0.00043467+0.00016076i,0.0004975-0.00081243i,-0.00022378-0.0011231i,-0.0011678-2.5092e-05i,-0.00090525+0.0013114i,-0.00051902+0.00093184i,-0.00031188+0.00050874i,-0.00069656+0.00032146i,-0.0010905+0.00041176i,-0.00078073+0.00078208i,-0.00052628+0.00081819i,-0.00043216+0.00057754i,-0.00016221+0.00080953i,4.9629e-05+0.00044156i,-0.00066343-0.0001644i,-0.00044439-0.00056207i,0.00028514-0.00040932i,3.3576e-05-9.4487e-05i
