-0.0016073+0.00054414i,-0.0011996+0.00068266i,-0.0015872+0.00061227i,-0.0023963+0.00018039i,-0.0023627+0.0009613i,-0.0016149+0.0018605i,-0.00063383+0.0022329i,-0.00070573+0.0016545i,-0.0013843+0.00095413i,-0.00097408+0.00041237i,0.00014466-1.3577e-05i,0.0004155+4.3229e-05i,0.00011215+0.00031275i,-0.0002337+0.00044316i,-0.00044789+0.00025995i,-0.00040082-0.00043657i,-7.3143e-06-0.00054896i,0.0002079-0.00038862i,-0.00042384+1.4801e-05i,-0.00071039+0.00037569i,-0.0003014+0.00024184i,0.0001257-1.952e-05i,0.00093288+0.00052215i
-0.0010063-0.0025871i,0.0014858-0.0036254i,0.0038208-0.0021934i,0.0024101-0.00090714i,0.00029466-0.0011544i,-0.00030857-0.0015466i,-0.00042621-0.0014095i,-0.00079756-0.0007334i,-0.0019616-0.00058941i,-0.002365-0.00011349i,-0.0019169+0.001345i,-0.001883+0.00069194i,-0.0018657+0.00033521i,-0.00091901+0.00080267i,-0.00034953+0.00033698i,-0.00043475-2.8345e-05i,-0.00036315-0.00073856i,-0.00034165-0.00083089i,-0.00085244+0.0002374i,-0.0010074+0.0010304i,-0.00079825+0.0015677i,-5.2456e-05+0.0012259i,6.9651e-05+0.0007811i
-0.003788+0.0010905i,-0.0030375-0.0015298i,0.00086691-0.002503i,0.0021613-0.0012437i,0.001134-0.00041915i,-0.00022721-0.00015075i,-0.0013983-0.00011621i,-0.0020339-0.00041866i,-0.0013701-0.00061614i,0.00019373+0.00032484i,-3.5956e-06+0.0014761i,-0.0010141+0.0014844i,-0.0013464+0.0010755i,-0.0013845+0.00013896i,-0.0011614-0.00010421i,-0.0012159+5.0431e-05i,-0.0011388+0.00016877i,-0.0010262+0.00064027i,-0.0007883+0.0010065i,-0.00060236+0.0016543i,-0.00050469+0.0014551i,0.00038802+0.00076336i,0.00065912+0.00022196i
-0.0020478+0.0010773i,-0.0048873-0.00036739i,-0.0043132-0.0031056i,-0.0016043-0.0042225i,-0.00082313-0.0033472i,-0.00046459-0.0023392i,7.2563e-05-0.0012311i,0.00043065-0.00069157i,0.00078414-0.0012747i,0.00064951-0.00050496i,0.0001046+0.00062843i,-0.00031109+0.00069386i,-0.00012521+0.0011072i,-0.00048852+0.0016609i,-0.00056071+0.00088009i,0.00013246+0.00032707i,0.00057489+0.00050877i,0.00054174+0.00040003i,-0.00019409+0.00073755i,-0.00039188+0.0010251i,-0.00024187+0.00036785i,0.00015466-0.00053841i,0.00071768-0.0010126i
0.00062514+0.0033976i,-0.0022267+0.0038016i,-0.003828+0.00136i,-0.0022344-0.00079992i,-0.0007704-0.00080933i,-0.0002605-0.00043389i,0.00059304-0.00087028i,0.00055404-0.0019392i,-0.00046504-0.0022656i,-2.8386e-05-0.0020736i,0.00052683-0.00089842i,0.00016492+0.00079013i,-0.00031907+0.00083715i,-8.6537e-05+0.00022587i,2.9103e-05+0.00015018i,-0.00046827+0.00030468i,-0.00060935+0.00038119i,-0.00047398+0.00024165i,-0.00052419+0.00017392i,-0.00026031-9.917e-05i,0.00049888-0.00081224i,0.00037053-0.00099482i,0.00031577-0.0014923i
0.0029562+0.0012916i,0.0016415+0.0056141i,-0.002664+0.0053059i,-0.0043621+0.001845i,-0.0027742+0.00040359i,-0.00013334-9.2063e-05i,0.0012495-0.0016001i,0.00061812-0.0026177i,-0.0007619-0.0024152i,-0.00093409-0.0024839i,5.0066e-05-0.0019463i,0.00034406-0.0003069i,0.00028815+0.00033273i,0.00075631-0.00046114i,0.00093132-0.00075591i,0.00071248-0.00074335i,0.0004342-0.00035548i,0.0010035-0.00031748i,0.0006295-0.00065413i,7.3893e-05-0.00074084i,0.00020859-0.00045001i,9.8836e-06+0.00041271i,-0.00039764+0.0003169i
0.0041057-0.00049892i,0.0067502+0.0019118i,0.004291+0.0052664i,0.00076251+0.0039839i,0.00022209+0.0015728i,0.00044353-0.00085846i,0.00042588-0.0025968i,-0.0008309-0.0026484i,-0.0021721-0.0017871i,-0.0029152-0.0010839i,-0.0025501-0.00054823i,-0.00080659-0.00042758i,-0.00029373-0.00066057i,0.00027559-0.00090997i,0.00014406-0.00046667i,-0.00037167-0.00052632i,-0.00083196-0.00069343i,-0.00090393-0.00021138i,-0.00078532+5.3085e-05i,-0.00098491+1.6357e-05i,-0.00058825+0.00029595i,-0.00057451+0.00032314i,-0.00020111+6.8135e-05i
0.0020521-0.0063126i,0.0056863-0.0065085i,0.0067703-0.0031654i,0.004103-0.00019349i,0.00075772-0.00071365i,-0.0012318-0.0017723i,-0.0013308-0.0019553i,-0.001935-0.0020553i,-0.0032245-0.0012974i,-0.003703+0.00021828i,-0.0030859+0.001137i,-0.0021441+0.00056622i,-0.0013928+0.00023739i,-0.00010383-0.00067452i,0.00053156-0.00098417i,0.00023552-0.00043745i,-5.1528e-05-0.00058237i,-0.00042718-0.00030657i,-0.00067429-5.9116e-05i,-0.00054122+0.00012989i,-0.00093873+9.7069e-05i,-0.00086859-6.4762e-05i,-0.0011319+8.4061e-05i
-0.0037931-0.0028089i,0.00028596-0.0056559i,0.0043922-0.0038859i,0.0044505-0.00074215i,0.0027448-0.0006967i,0.0013892-0.0017558i,0.00024992-0.0017879i,-0.00091759-0.0011249i,-0.0022943+0.00034279i,-0.0023031+0.0019308i,-0.0016859+0.0019112i,-0.0016373+0.00081637i,-0.0012891+3.2713e-05i,-0.00031398-0.00021943i,0.00026951-0.00012974i,0.00040331-2.9043e-05i,-2.584e-05+0.00033788i,-3.7712e-05+2.4004e-05i,0.00046262+0.000115i,0.00011056+0.00060435i,9.0099e-05+0.00014123i,0.00052071+0.00019724i,0.00026309+0.00043159i
-0.0066577+0.00071422i,-0.0069214-0.003634i,-0.0033908-0.0054678i,-0.00022041-0.003193i,0.00060656-0.0013061i,0.00022571-0.0010224i,-0.00065504-0.00059263i,-0.0013154-0.00040678i,-0.0016837-0.00020068i,-0.0011626+0.00072641i,-0.00021955+0.00095363i,-0.00042658+0.00082988i,-9.7993e-05+0.00081469i,0.0001956+0.0011469i,-0.00059551+0.0005577i,-0.00052162-0.00018455i,0.00019396-0.00021368i,0.00041074-0.00049143i,0.00063458-0.00054632i,0.00098082-0.00021554i,0.00095096-0.00036402i,0.00055505+3.3332e-05i,-4.6041e-05+0.0013365i
-0.003276+0.0046037i,-0.0077004+0.0037033i,-0.0072947-0.00060024i,-0.0039236-0.0021409i,-0.0019119-0.001661i,-0.00078964-0.00016791i,0.0002871+0.0002735i,0.0011884-0.00087496i,0.00087372-0.0012477i,0.00041132-0.00085924i,0.00063541+0.00044474i,1.0635e-05+0.0016159i,0.00015353+0.0011905i,0.00047183+0.00039406i,0.0003757-5.8822e-05i,0.00105-0.0002673i,0.00079406-0.00012532i,-0.00036755+0.00025701i,-0.00037843+0.00059303i,6.6018e-05+0.00015696i,0.00041129-0.00036331i,0.00059207-0.0004656i,-1.0299e-05+6.0598e-05i
0.003772+0.0082563i,0.0011708+0.0092118i,-0.0027115+0.0059031i,-0.002624+0.0017195i,-0.00048479-0.00012915i,0.00076473-0.0010319i,0.0007277-0.0012663i,-0.00012748-0.0018884i,-0.00077146-0.0023126i,-0.00054927-0.0015125i,0.0005771+0.00011308i,0.00067723+0.00064878i,0.00048979-9.4628e-05i,5.2246e-05-5.609e-05i,-3.0496e-05+0.0001025i,4.836e-05-0.00052663i,-0.00028765-0.00074731i,-0.00041145-0.00082588i,-0.00055795-0.00090298i,-0.0011755-0.0002992i,-0.0012003-0.00012211i,-0.00025756-0.00050733i,-0.00033121-0.00020329i
0.0065834+0.0014232i,0.0067272+0.006404i,0.0016896+0.0076795i,-0.0027073+0.004419i,-0.0018181+0.0015407i,0.00084139+0.00050474i,0.0012295+9.7262e-05i,0.00030919-0.0018144i,-0.00042351-0.0030509i,-0.0014876-0.0017152i,-0.002003-0.00041222i,-0.0014082+1.5521e-05i,-0.0011599-1.4109e-05i,-0.00078519-0.00092413i,-0.00053626-0.00037671i,-0.00067359+0.00023808i,-0.00047704+0.00012447i,0.00012697+0.00073581i,0.00031183+0.00014812i,0.00026846-0.0011994i,0.0001731-0.00095079i,-0.00055738-0.00022647i,-0.00037834-6.5777e-05i
0.0050414-0.0054241i,0.0088084-0.0025728i,0.0073135+0.002211i,0.0020783+0.0031994i,-0.00019721+0.00076519i,0.00044664-0.00054919i,0.00058661-0.0012038i,-0.00049374-0.0021016i,-0.001995-0.0024343i,-0.0029145-0.00187i,-0.002966-0.0012826i,-0.0018112-0.0011364i,-0.00088485-0.00096652i,-0.0010683-0.00050561i,-0.0010301-0.00056113i,-0.00034915-0.00076739i,-0.00011611-0.00074735i,1.4466e-05-0.00042745i,-0.00022576+0.00078313i,-0.001182+0.00092745i,-0.0015098+0.00030739i,-0.00080755+0.00077575i,0.00056186+0.00057923i
0.0013082-0.0064926i,0.0070827-0.0096631i,0.0090581-0.0069807i,0.004352-0.0029748i,0.00033828-0.0022265i,-0.00085269-0.0027087i,-0.00043171-0.0026984i,-0.00055439-0.00264i,-0.0019042-0.0014312i,-0.0036236+0.00016909i,-0.0038738+0.000433i,-0.0028514+0.00015973i,-0.002868-7.0211e-05i,-0.0020119+0.00012109i,-0.00094007+0.00042275i,-0.0013613+0.00057244i,-0.00082668+0.00025356i,-0.00016436-0.00017911i,-0.00032938+0.00027736i,-0.00042737+0.00073513i,-0.0005405+0.00071049i,-0.001238+0.00045331i,-0.0012074-5.7532e-05i
-0.0059151-0.0041182i,-0.004574-0.0097693i,0.0011017-0.010176i,0.0035793-0.0059959i,0.0012866-0.0023538i,-0.00095497-0.0012847i,-0.0013079-0.0010561i,-0.0010107-0.001304i,-0.00078157-0.00067646i,-0.0010956+0.0012816i,-0.0019182+0.0015969i,-0.0018897+0.00041348i,-0.00092782+7.9976e-05i,-7.8181e-05+0.00086495i,0.00026566+0.0013299i,-0.00052153+0.0012492i,-0.00055994+0.0009279i,-0.00059496+0.00031646i,-0.00036071+0.00045058i,0.00040013+0.001718i,0.00041353+0.0015986i,0.00012139+0.00068216i,-0.00016269-0.00040975i
-0.00979+0.0042503i,-0.01175-0.00079722i,-0.0076175-0.0053142i,-0.002338-0.0040434i,-0.00035131-0.0017651i,0.00054574-0.0013765i,0.00041375-0.00098953i,-0.00058871-0.000438i,-0.0010725+0.00046115i,-0.00042377+0.00094708i,0.0009576+0.00085624i,0.0013262+0.0011269i,0.00044191+0.0012227i,-0.00063786+0.0002386i,-0.00059797-0.00054446i,-0.00032087-0.00071167i,-0.00044104-0.00070824i,-0.00061351-0.00069741i,0.00028804-0.00073751i,0.0010332-0.00014168i,0.00054806+2.7125e-05i,8.6547e-05+0.00013702i,-0.00011268+0.00039098i
-0.0031172+0.01006i,-0.0076572+0.0096113i,-0.0091896+0.0038249i,-0.0055386-0.00087799i,-0.0017014-0.00092657i,-0.00038341+0.00027524i,0.00044982+0.00015808i,9.4911e-05-0.00031573i,-0.0002199-0.00079163i,-9.536e-05-0.00057045i,-0.00027047+0.00014728i,-0.00028396-0.00014723i,0.00022842-0.00073601i,7.218e-05-0.0011969i,0.00019865-0.001156i,0.00022152-0.00067464i,-0.00011005-0.00031509i,-0.00020323+0.00025289i,0.00050188+0.00046557i,0.0015279-0.00028209i,0.00081099-0.00090497i,-0.00059502-0.00034212i,-0.00089797-6.1342e-05i
0.0053447+0.0083454i,0.003039+0.012709i,-0.0025177+0.010371i,-0.0038519+0.0031176i,-0.0021158-0.00030354i,4.348e-05+0.00045428i,0.00099529-2.2032e-05i,0.00038475-0.001447i,-0.00020031-0.0023051i,-0.00076496-0.0019632i,-0.00097514-0.00081565i,-0.00030937-0.00029021i,-8.3152e-05-0.00071951i,-0.00020307-0.0014251i,-7.772e-05-0.0013237i,-0.00029507-0.00095386i,-8.3074e-06-0.00073431i,0.00063946-0.00018903i,0.00024628-2.9256e-05i,0.00035896-0.00034712i,0.00032236+0.00012172i,6.3391e-05+0.00044829i,0.00032747+0.0004176i
0.010143-0.00048321i,0.010722+0.0056995i,0.0047034+0.0090642i,-0.001554+0.0067209i,-0.0020176+0.0029382i,7.0161e-05+0.0004411i,0.00059854-0.0017036i,-8.3181e-05-0.0030957i,-0.0013514-0.0031956i,-0.0019163-0.0025673i,-0.0020339-0.0013394i,-0.0020873-0.00060334i,-0.0013216-0.00072083i,-0.0003795-0.00072714i,0.00023283-0.00057296i,0.00064899-0.0010231i,0.00024419-0.0008985i,-0.00025013-0.00012964i,-0.00017944-0.00032246i,-0.00040105+2.1134e-05i,-0.00021544+0.00025027i,-0.00013914-0.00017674i,-3.6175e-06+9.287e-05i
0.006323-0.0082681i,0.01226-0.0059607i,0.012346+0.00032475i,0.0065817+0.0031382i,0.0023088+0.0010701i,0.00066221-0.0010129i,0.00016022-0.0022405i,8.5309e-05-0.0026277i,-0.0012261-0.0022212i,-0.0030312-0.0010381i,-0.0029718+1.5337e-05i,-0.0020848+0.00069305i,-0.0014381+0.00046874i,-0.00056536+0.00014925i,-0.00054829+0.00074078i,-0.0012386+0.00081703i,-0.00089676+0.0003417i,-0.00049298+3.1559e-05i,-0.0010884-0.00013431i,-0.0012516-0.00019635i,-0.00088416-0.00041926i,-0.0002861-0.0003648i,-0.00010212+0.00027788i
-0.0028753-0.0099966i,0.0034599-0.013204i,0.0082635-0.009352i,0.0067-0.0029301i,0.0039466-0.00081958i,0.0027729-0.0010281i,0.0014654-0.0016898i,-0.00029232-0.0020265i,-0.0022171-0.00015497i,-0.0030013+0.0019841i,-0.0023281+0.0021048i,-0.0014453+0.0013338i,-0.00067675+0.0019504i,3.2109e-05+0.0015267i,0.00058359-0.00035131i,0.00063181-0.00065118i,0.00056168+8.1816e-06i,0.00051527+0.00085547i,0.00018729+0.0010637i,-3.2142e-05+0.00060956i,-0.00011777+0.00047503i,-0.00066938+0.00022781i,-0.00097863-1.2894e-05i
-0.010615-0.003331i,-0.010993-0.0091847i,-0.0050335-0.011494i,-0.0013511-0.0074255i,-0.00082539-0.0029041i,-0.00069529-0.0014916i,-0.0010604-0.0010169i,-0.001593-0.00069872i,-0.0014375+0.00028817i,-0.0004246+0.0015522i,0.00019701+0.0018117i,0.00055681+0.0013214i,0.00069838+0.00064042i,0.0012651-4.6325e-05i,0.0015434-0.00049747i,-6.1968e-05-0.00029518i,-0.0013443-0.00062484i,-0.00062595-0.0002576i,-0.00035213+0.00076352i,-0.00089428-0.00011581i,-0.00077023-0.00054023i,-0.00074339+0.00024598i,-0.00083915+0.00024391i
-0.0093306+0.0060099i,-0.015457+0.0020336i,-0.014594-0.0041654i,-0.0074144-0.0052825i,-0.0029638-0.0024016i,-0.0012325-0.0011429i,-0.00018869-0.0016575i,-0.00036046-0.0020865i,-0.00073732-0.00207i,-0.00050835-0.00068027i,3.685e-05+0.001247i,0.00026822+0.0006523i,0.00049868-0.00035856i,0.00046383-0.00095404i,0.00044844-0.0012897i,0.00011943-0.0011575i,-0.00058107-0.00069843i,-0.0007451+0.00011378i,-0.000578+0.00066598i,-0.00043018+0.0010156i,-0.00030921+0.00066447i,-9.089e-05+9.8373e-05i,0.00015301+0.00096523i
-0.00033882+0.014612i,-0.005693+0.016378i,-0.009688+0.010799i,-0.0083938+0.0038822i,-0.0043729-0.00046308i,-0.0018019-0.0012936i,-0.0010418-0.00068273i,-0.00037728-0.00096989i,0.00010457-0.0012792i,0.00019578-0.0010563i,0.00031247-0.00093579i,-0.00026388-0.0014532i,-0.0013043-0.0018486i,-0.0007839-0.0012251i,0.00017524-0.00042028i,4.8184e-05+2.3679e-05i,-0.00053243-0.00019811i,-0.00065209-0.00025308i,-0.00039163+0.00060207i,2.8456e-06+0.00083915i,2.1797e-06+0.00018696i,0.00020975-0.00040293i,0.00017895+6.7211e-05i
0.011617+0.0083498i,0.010654+0.013866i,0.0028024+0.012906i,-0.0033543+0.0060908i,-0.0039874+0.0016009i,-0.0026362+0.0012443i,-0.00034578+0.00068775i,0.00064487-0.00056509i,4.9555e-05-0.0019241i,-0.00069607-0.0022718i,-0.0014939-0.0020793i,-0.0020227-0.0013619i,-0.0021436-0.00036252i,-0.0021931+0.00032849i,-0.0009995+0.00042149i,0.00085163+7.3037e-05i,0.001027+6.9907e-05i,0.00044552+0.00082177i,0.00035376+0.00094903i,-0.00022607+0.00067384i,-0.00050062+0.0010275i,-0.00017808+0.0009907i,0.00020455+5.8112e-06i
0.011888-0.00248i,0.015952+0.0016318i,0.011795+0.0065759i,0.0040995+0.0065325i,0.00031337+0.0032237i,0.00012556+0.00089863i,0.00069873-0.00066808i,0.00071225-0.0026966i,-0.00041272-0.0025958i,-0.0014714-0.00078225i,-0.0023222+0.00043674i,-0.0023927+0.0004834i,-0.0018849+0.00048881i,-0.0014215+0.00085585i,-0.00039557+0.0016733i,0.00046032+0.0014801i,0.00065369+8.1058e-05i,0.0003148+6.2838e-05i,-0.00057816+0.00020396i,-0.00057204+0.0005865i,2.3149e-05+0.00087386i,0.0001124-0.00025299i,0.00026337-0.00082412i
0.0069146-0.012519i,0.014335-0.013337i,0.016859-0.0078281i,0.011114-0.0017027i,0.0042986+3.5896e-05i,0.0019599-0.00068513i,0.001334-0.0020087i,0.00022838-0.0026874i,-0.0011736-0.0023759i,-0.0024097-0.00075986i,-0.0027812+0.0011313i,-0.0020196+0.0020262i,-0.00036899+0.0017084i,0.00072757+0.00075687i,0.00090705+0.00014797i,0.0011788-0.00039569i,0.00043433-0.0011524i,-0.00075587-0.0013844i,-0.001181-0.0013869i,-0.00047203-0.0010062i,-0.00026941-0.00038524i,-0.00045274-0.00054965i,0.00024928-0.0011011i
-0.006276-0.013171i,-0.003468-0.01998i,0.0020892-0.017835i,0.0044403-0.0097544i,0.0025928-0.0045192i,-4.3709e-05-0.0026332i,-0.00050134-0.0025524i,-0.0003435-0.0025729i,-0.0013436-0.0013405i,-0.0020314+0.00023267i,-0.0018119+0.0013639i,-0.00072754+0.0016591i,0.00069063+0.00068395i,0.0011391-0.00021858i,0.00085002-0.00067189i,0.00050173-0.00081052i,-0.00033111-0.00042291i,-0.00086517+0.00019287i,-0.0010127+0.00097147i,-0.00070906+0.0009806i,-0.0003263+0.00050014i,-0.00082068+4.3856e-05i,-0.00078475-0.00036121i
-0.01345-0.0029835i,-0.017092-0.0089404i,-0.012286-0.014236i,-0.0044156-0.012377i,-0.0014321-0.0068959i,-0.0014461-0.0036021i,-0.0011962-0.0019662i,-0.00066307-0.0018129i,-0.00082764-0.001299i,-0.001096+0.0001773i,7.7816e-05+0.00068164i,0.001361+0.00059323i,0.0011013+0.00026418i,0.00059479+0.00018295i,0.00023672-0.00046066i,-0.00071406-0.0012622i,-0.001984-0.0008374i,-0.0022893+9.7378e-05i,-0.0012466+0.00027582i,0.00011957+0.00020268i,3.9884e-05+0.00040434i,-0.00030563-0.00022301i,0.00035413-0.00037692i
-0.011911+0.011351i,-0.01899+0.010509i,-0.020072+0.0034977i,-0.013629-0.0018576i,-0.0067307-0.0023415i,-0.0029193-0.0010613i,-0.00027841-0.00056744i,0.00089292-0.0011979i,-0.00037186-0.0010807i,-0.0011295-0.00056016i,-0.00019244-0.00074718i,0.00035095-0.0012301i,0.0003711-0.0014815i,-0.00036452-0.0015458i,-0.0012877-0.0014518i,-0.0014729-0.00058961i,-0.0013443+0.00097855i,-0.00078619+0.0016035i,-0.00062957+0.0013327i,-0.00017298+0.00098427i,0.00038511+0.0010471i,0.00025122+0.00072699i,4.9462e-06+0.00028371i
0.0029969+0.017598i,-0.0015817+0.024684i,-0.0081395+0.020902i,-0.0089552+0.0097685i,-0.0052973+0.0022811i,-0.0023222-0.00022532i,-0.00065214-0.0014346i,-0.00029995-0.0020822i,-0.0012651-0.0013546i,-0.0022109-0.00020846i,-0.002134-0.00045975i,-0.0017987-0.0013092i,-0.0018068-0.0013984i,-0.0020567-0.0010759i,-0.0020576-0.00027395i,-0.00090685+0.0007357i,-0.00021354+0.0010536i,-0.00012857+0.0012706i,-0.00036163+0.0015133i,-8.5896e-05+0.00048687i,0.00056252-9.475e-05i,0.00050032+0.0010174i,-0.00011853+0.0011866i
0.015214+0.009738i,0.017645+0.017107i,0.011929+0.019391i,0.0036095+0.013254i,0.00030906+0.0050575i,-0.00019333+0.00091453i,-0.00029663-0.00044207i,-2.6303e-05-0.0012224i,-9.3771e-05-0.0019296i,-0.0010102-0.0019626i,-0.002388-0.00080361i,-0.0030542+0.00037466i,-0.0030062+0.0010897i,-0.002269+0.0015861i,-0.00064325+0.0016141i,0.00027353+0.0014599i,0.00042952+0.00026308i,0.00051965-0.00041722i,0.00028505+0.00035547i,-1.8142e-05+0.00035642i,-0.00070146-0.00060239i,-0.00064123-0.0005984i,0.00015892+0.00011856i
0.015411-0.0071497i,0.022294-0.0041227i,0.021269+0.0017042i,0.013078+0.0045157i,0.0056376+0.002437i,0.0023881-0.00045044i,0.0011048-0.0021636i,0.00038158-0.0026346i,-0.00056837-0.0015736i,-0.0014952+2.2686e-05i,-0.0017929+0.00087064i,-0.0016788+0.0014004i,-0.0016028+0.0018126i,-0.00069562+0.0018012i,0.00030419+0.0009186i,0.00063029+0.00023335i,0.00093955+0.00054968i,0.00059674+0.000825i,0.00024141+0.00064082i,0.0006869-0.00016181i,0.00050704+1.5874e-05i,0.00013101+0.0011316i,-0.00031461+0.00073833i
0.00412-0.01892i,0.010682-0.023632i,0.015905-0.018088i,0.012503-0.0088814i,0.0053451-0.0030935i,0.0013579-0.0010884i,-0.00047936-0.0014217i,-0.0012226-0.0018966i,-0.0011631-0.0010775i,-0.0017771+3.6586e-05i,-0.0013519+0.0011163i,8.4901e-05+0.0023977i,0.00084623+0.0027205i,0.00079462+0.0017511i,0.00031831+0.0003694i,0.0002297-0.0011575i,0.00021281-0.0015951i,-0.00053709-0.00062708i,-0.00049106+0.00051349i,4.7518e-05+0.00044445i,0.00012568+0.00043667i,0.0002798+0.00061145i,0.00049084-0.00016665i
-0.013863-0.014541i,-0.015194-0.022279i,-0.01023-0.022461i,-0.003584-0.014077i,-4.1975e-05-0.0054283i,0.001279-0.0019473i,0.00048493-0.0019533i,-0.0013171-0.001986i,-0.0024869-0.0011894i,-0.0024647+0.00037332i,-0.00070077+0.0015484i,0.0012311+0.0015377i,0.0016504+0.00016098i,0.0015555-0.0010372i,0.0008071-0.0010855i,0.00030682-0.0017379i,-0.00030378-0.0017613i,-0.0010996-0.00056156i,-0.00090296+0.00059629i,-0.00035418+0.00024723i,-0.00071125-0.00044446i,-0.0011934-0.00055767i,-0.00089646-0.00062727i
-0.018743+0.00099528i,-0.024718-0.0026777i,-0.021837-0.0076768i,-0.01288-0.0089774i,-0.0064339-0.0056661i,-0.0027577-0.0032245i,-0.00083612-0.0018437i,-0.00088854-0.0013503i,-0.0014312-0.0015659i,-0.0012025-0.00069912i,4.005e-05-0.00021998i,0.00081574-0.00070368i,0.00070939-0.00081574i,-0.00038136-0.00075334i,-0.00092875-0.0010859i,-0.00066328-0.00089765i,-0.0005344-0.00042765i,-0.00042535-8.5401e-05i,-4.6892e-05+4.2813e-05i,2.3784e-05-0.00021432i,0.00023348-0.00014543i,0.00019973+0.00029018i,-0.0001428+0.00032547i
-0.0080055+0.018089i,-0.016426+0.020804i,-0.020058+0.014207i,-0.016701+0.0046446i,-0.0095022-0.00069092i,-0.0042474-0.0024105i,-0.0018809-0.0017266i,-0.00060504-0.0014806i,-0.00053954-0.0017958i,-0.00097251-0.0015917i,-0.0014295-0.001157i,-0.0012266-0.00099618i,-0.0011275-0.0008199i,-0.00090621+0.00021947i,-0.00034156+0.00069369i,-0.00050446+0.00048316i,-0.000708+0.00029604i,-9.6399e-05+0.00064998i,0.00011785+0.000276i,-0.00058452-0.00059061i,-0.00059855-0.00037112i,-0.0004404+0.00015068i,-0.00023837+1.4042e-05i
0.0083373+0.017981i,0.0086192+0.02687i,0.0036939+0.026598i,-0.0018+0.016621i,-0.0029977+0.0068318i,-0.0016232+0.0013001i,0.00042111-0.001356i,0.0010055-0.0017364i,0.00073176-0.0019489i,2.3161e-05-0.0015536i,-0.0016695-0.00050647i,-0.0024332+0.00018152i,-0.0021125+0.00057354i,-0.00059023+0.00065456i,0.00045668+0.0011867i,0.00076065+0.0012189i,0.0007484+0.00087306i,0.00025716+0.00036095i,-0.00034345-0.00031079i,-0.00027012+0.0002487i,-0.0002389+0.00062327i,-0.00059096+0.00033443i,1.1514e-05-3.7531e-05i
0.021475+0.005569i,0.027585+0.010377i,0.024297+0.012806i,0.013642+0.010263i,0.0044799+0.0052852i,0.00036703+0.0021272i,-0.00028748+0.00079531i,2.6534e-05-0.00078659i,-0.00050943-0.0014696i,-0.0013561-0.00074661i,-0.0019336+0.00032346i,-0.0027056+0.0011599i,-0.0021115+0.0019344i,-8.3472e-05+0.0018092i,0.00097672+0.0011081i,0.0016357+0.00082819i,0.0012391+0.00070385i,-0.00014496+0.000603i,-0.00075711+0.00031619i,-0.00031825+5.6397e-06i,-0.00021534+0.00033066i,0.00036165+0.00053977i,0.0012814+0.00021307i
0.016091-0.012662i,0.024545-0.014843i,0.02587-0.0099155i,0.018233-0.0026172i,0.008353+0.00087529i,0.0030194+0.00052481i,0.0015393-0.0010854i,0.00029162-0.0015432i,-0.0014365-0.0009605i,-0.0021063+0.00045679i,-0.0016933+0.0016029i,-0.00063705+0.0023528i,0.00041813+0.0018725i,0.0003196+0.00061551i,0.00040297-0.00054091i,0.00082891-0.0012755i,0.00013702-0.0013617i,-0.00026015-0.0016215i,0.00044597-0.0013509i,-3.8925e-05-2.7684e-05i,-0.00085962+0.00058149i,-0.00017872+0.00079607i,0.00031597+0.00015062i
-0.001632-0.020508i,0.0011692-0.028668i,0.0051739-0.027094i,0.0065021-0.017518i,0.0046455-0.0074258i,0.0029738-0.0030935i,0.0018312-0.0024139i,0.00047865-0.0025767i,-0.00086868-0.001986i,-0.0010374+0.0006551i,0.00033026+0.0021721i,0.0014292+0.00085276i,0.0015549+0.00028425i,0.00067319-0.00033137i,-0.00034112-0.0011998i,-0.00084647-0.001535i,-0.00091613-0.0018918i,-0.00064307-0.0011626i,-0.00047004-0.00025141i,-0.0003407-0.00012262i,-0.00014532-0.00030678i,-0.00046221-6.1517e-05i,-0.00015593+6.0819e-05i
-0.018332-0.011827i,-0.025425-0.017269i,-0.021716-0.018467i,-0.011505-0.014231i,-0.0040039-0.0075243i,-0.0010077-0.0028634i,6.5265e-05-0.0013558i,0.00098218-0.0019412i,-0.00026304-0.0010965i,-0.0011941+0.00030098i,0.00025196-0.00022568i,0.0015113-0.00064273i,0.00072151-0.00091777i,-0.00085573-0.0011721i,-0.0013819-0.00086761i,-0.0017343-0.00087832i,-0.0023374-0.00053515i,-0.0022184+0.00069731i,-0.0017449+0.001507i,-0.00065826+0.00073926i,0.0001238-0.00046088i,-0.00031409-0.00029252i,-0.00042604-0.00012564i
-0.02167+0.0072561i,-0.031023+0.008674i,-0.032826+0.0049898i,-0.023152+0.0007142i,-0.01087-0.0013357i,-0.0042557-0.0023533i,-0.0033239-0.0038697i,-0.0055708-0.0041052i,-0.0079742-0.0016594i,-0.0069034+0.0013469i,-0.0037384+0.0024301i,-0.0016321+0.0014844i,-0.00042743+0.00097779i,0.00034853+0.0011251i,0.00069554+0.00099275i,0.0009215-0.00019854i,-0.00035043-0.00037008i,-0.00084732+0.00090998i,-0.00061539+0.0011043i,-0.00087804+0.00046995i,-0.0006316+0.00010079i,-0.0011397+0.00023724i,-0.0016972-0.00012565i
