-0.0013109+0.00012582i,-0.001433-0.0014426i,-0.00064719-0.0016737i,-0.00023992-0.0015004i,-0.00091954+0.00022165i,-0.00057217+0.0019832i,1.1488e-05+0.0020377i,0.00087421+0.0016232i,0.0010145+0.0019519i,0.00022527+0.001056i,-0.00024953-0.00050853i,-0.00037009-0.00091825i,-0.00061282-0.00044598i,-0.00081501+9.8734e-05i,-0.00098711+0.00068527i,-0.0011319+0.00084863i,-0.00044336+0.00023777i,0.00066938-0.00025979i,0.0004943-8.3135e-05i,-0.00018807-6.8057e-05i,0.0001733-0.00032347i,-0.00011921-0.00022052i,-0.00033504-0.00015594i
0.00061569-0.0019987i,-7.5754e-05-0.0014018i,-0.00033791-0.00070908i,-0.0010059+6.3082e-05i,-0.00014053+0.00029471i,0.00084226+0.00024097i,0.0008908-0.00023116i,0.00055-0.00033748i,0.00026078+0.00073495i,-0.00020205+0.0014618i,-0.00015524+0.0019653i,-0.00046865+0.0014373i,-0.0013445+0.00046546i,-0.00086849+0.00021337i,0.00044062+8.5621e-05i,0.00072854+0.00022476i,0.00088047+0.00021431i,-0.00011756+0.0001243i,-0.0016421-0.00061429i,-0.0010259-0.0009554i,-7.4914e-05+0.00028375i,-5.8181e-05+0.0010511i,-0.00033335+0.00051281i
4.2459e-05-0.0011008i,-0.0014179-0.00071512i,-0.0022707-0.00073161i,-0.0020194-0.00093075i,-0.000706-2.2849e-05i,-0.00028443+0.0010019i,0.00036736+0.0004833i,0.0014053-7.8476e-05i,0.0011291-8.4849e-05i,-8.6581e-05+0.00057675i,-0.00069161+0.0010654i,-0.0002054+0.0011742i,-0.00016231+0.00054286i,0.00017079-0.0007718i,0.00061263-0.0013328i,0.00040881-0.00087581i,0.00037895-0.00086246i,-0.00015866-0.0010202i,-0.00066757-0.00067i,-0.00075694-0.00023273i,-0.00025423+0.00020711i,-5.0584e-05+0.00048339i,-0.00022159+0.00091841i
0.00059846-0.00068542i,0.00038556-0.00013785i,0.00012007-0.0011601i,-0.0012881-0.00099399i,-0.0010675-0.00053848i,0.00031852-0.00039387i,0.0009006+0.00023617i,0.00075979+6.5849e-05i,0.00051013-0.0008154i,0.00061968-0.00077409i,0.00014015+1.0746e-05i,-0.00013669+0.00063062i,-0.00018206+0.0007018i,-0.00017455+0.00031339i,0.00012882-0.00041715i,0.00017296-0.00063697i,0.0005719-0.00070734i,0.00068921-0.0011788i,0.00024576-0.00098226i,1.5325e-05-0.00040844i,-0.0001536-9.3666e-05i,-0.00062909+0.0003438i,-9.1772e-05+0.00049338i
-0.0006825-0.00074032i,-0.0002975-0.0014963i,-0.00094078-0.00012678i,-0.00081701+0.00097353i,7.5909e-05+0.0012274i,-0.00013114+0.00063091i,5.6519e-05+0.00044104i,0.00068466+0.00055271i,0.00060884+0.00048512i,-6.5268e-07+0.00081233i,-0.00047471+0.00031794i,-0.00077386-0.00036867i,-0.00053814+6.4513e-05i,0.00021065+0.00090475i,0.0005776+0.00049189i,0.00018328-9.0231e-05i,-0.00037691-0.00019563i,0.00060982-0.00070158i,0.0011095-0.00043171i,0.00059699-0.00048137i,-0.00028371-0.00061269i,-0.0004437-0.00054633i,-0.00035933-0.00057206i
0.0015867-0.00064396i,0.0008789+8.426e-05i,0.00032983+0.0002054i,0.00028535+0.00011394i,0.00051539+0.0009554i,0.0005973+0.0013024i,0.00013867+0.00032823i,8.3192e-05-1.0413e-05i,1.4801e-05-0.000207i,-0.00085348-0.00050866i,-0.0010679-0.00019948i,-6.2967e-05-9.8046e-06i,3.2388e-05-0.0002005i,-0.00012409-0.00056529i,-0.00055297-0.00091519i,-0.00068149-0.0012783i,-0.00025213-0.0010471i,-0.00025248-0.00078352i,-7.833e-05-4.7825e-07i,-9.5471e-05+0.00052507i,-0.00031259+0.00069709i,-0.00028391+0.00095967i,-0.00024106+0.00059863i
-0.0010377-0.00033603i,-0.00071119-0.0010686i,-0.00059361-0.0015987i,-9.8931e-05-0.0010863i,5.4759e-05-2.5405e-05i,0.00034548+9.0115e-05i,0.00067825-6.5823e-05i,0.0010525+0.00012176i,0.00095244+0.00025358i,0.0008658+8.1951e-05i,0.0009932-8.0079e-05i,0.0003211+0.00013182i,-0.00071096+0.0005481i,-0.0010336+0.00090662i,-9.0631e-05+0.00055i,0.00088086+0.00054602i,0.00057416+0.00038494i,0.00089852+5.4822e-05i,0.00046376+0.00060473i,-0.0009028+0.001081i,-0.00034169+0.00085277i,0.00011594-0.00014886i,0.00022368-0.00048654i
0.002241+0.0005207i,0.0011201+0.00082628i,0.00062519+0.00046025i,0.00093023+0.00033037i,0.00090044+0.0003863i,0.00040748-3.8022e-05i,0.0011605-0.00073983i,0.0019908-0.00076403i,0.001353-0.00033582i,0.00037498-0.00019824i,-0.00037533+4.5518e-05i,-0.00062911+0.00034985i,-0.00098095+0.00064815i,-0.0011438+0.00070984i,-0.0005965-1.696e-05i,0.00023344+0.00012704i,0.00072402+0.00046481i,0.00075419+0.0008554i,0.00068312+0.00094239i,0.00050291+0.00040307i,0.00029472+0.00027353i,3.3221e-05-0.00013986i,-0.00019724-0.00079223i
-0.0020169+0.00047184i,-0.0019865+0.00047272i,-0.0023179+0.00033698i,-0.0013615-0.00035229i,3.5328e-05+0.00053671i,0.00073472+0.00055492i,0.00053126+0.00053783i,0.00021164+0.00093987i,-0.00016207-6.8713e-06i,-4.148e-05-0.00047195i,1.687e-06+0.00029246i,-0.00068311+8.5828e-05i,-0.0004019-0.0010641i,0.0001114-0.00078945i,-9.3243e-05-1.7335e-05i,-0.00033056-6.8166e-05i,-0.00049807-0.00017453i,-0.00036307+0.00019896i,-0.00027648+0.00076773i,-0.0006909+0.00070923i,-0.00082245+0.00048617i,-0.00033065-0.00015308i,-3.6662e-05-0.00065861i
0.0020436-0.0021433i,0.00098958-0.0020409i,-0.00047861-0.0011198i,-0.0010276-7.0568e-05i,-0.00061788-1.3682e-05i,0.00015426-0.00069026i,0.00032494-0.00058742i,0.00038381-0.00013565i,0.00077183-8.072e-05i,0.00067386+0.0001623i,1.3552e-05-1.2579e-05i,-0.00072403-0.00049579i,-0.00053288-4.7144e-05i,-0.00048557+0.0010392i,-0.00042801+0.00086087i,0.00014985-4.0523e-06i,0.00031622-0.00013113i,0.00026071-0.00052648i,0.00012288-0.00041093i,-0.00044659+0.00022495i,-0.001297-5.6617e-05i,-0.00088025-0.0006152i,0.00033944-0.00039116i
0.00065024+0.0015391i,0.00029357+0.0016928i,0.0004223+0.00055553i,-0.00030797-0.0007821i,-0.0010812-0.00070026i,-0.00028783-8.2625e-05i,0.000648-0.00019647i,0.0011171-0.00055793i,0.00062874-0.00017006i,-0.00039818+0.00039189i,-0.00046485+0.00095505i,-0.00035217+0.00035425i,-0.0011125-0.00014813i,-0.0013138+0.00070684i,-0.00047704+0.00079733i,-6.3837e-05+0.00010735i,0.00029125-0.00011805i,-0.00037755+1.6383e-05i,-0.00089729-0.00043364i,-0.00014272-0.0012167i,0.00067999-0.0010712i,0.0005777-0.00063573i,-0.00020729-0.00017833i
-0.0010282-0.00027146i,-0.0010334-0.00012058i,-0.0013041-0.00046429i,-0.00051491-0.00047017i,0.00035668-0.00023698i,-6.5181e-05-9.1097e-05i,-0.00027342-0.00018168i,0.00081175-0.00022311i,0.0012672-4.4689e-07i,0.00071127-0.00028485i,3.3667e-05+2.1113e-05i,-0.0007217+0.0010169i,-0.00099604+0.0010266i,-0.00044375+0.00078665i,0.00070762+0.00053138i,0.00099667-0.00026594i,0.00085851-0.00034471i,0.0011361+0.00028831i,0.0013401-0.00022044i,0.0005773-0.00087155i,-0.00053425+0.0001192i,-0.0011763+0.00084265i,-0.0015238+0.00010725i
9.1417e-05+0.0007721i,4.7669e-05-0.00056131i,0.00039799-0.0012371i,0.00095397-0.00054045i,0.0010638-0.0011452i,0.0011426-0.0015123i,0.00071657-0.00038446i,0.0005978+0.0001699i,0.00053148+9.9061e-05i,0.0001989+0.00053639i,-5.6338e-05+0.00013364i,-0.00020243-0.00029962i,-0.00029483+7.6595e-05i,-0.00045129+0.00019744i,-0.00024783+3.7521e-05i,6.3594e-05-0.00047313i,-0.0001075-0.00026389i,-0.00017119+5.635e-05i,-0.00047894-0.00026313i,5.2835e-06-0.00012723i,0.00022372+0.00026886i,0.00023093+0.00022745i,0.00017091+0.00027555i
0.00067936+5.2233e-05i,7.5198e-05-0.00015584i,-0.00026491-0.00086094i,-0.00095775-0.0015161i,-0.00096635-0.00056538i,-0.00094278+0.0014124i,-0.0006+0.0022481i,0.00079214+0.0014114i,0.0013212-0.00030152i,0.00036954-0.00073846i,-0.0010653-9.7921e-05i,-0.0017811+0.00026035i,-0.0012526+0.00026458i,-1.7276e-05+0.00063836i,0.00067386+0.00080458i,0.0011114+5.6155e-05i,0.00090098+0.00039086i,0.00029639+0.00085683i,-0.0001488+0.00052854i,-0.00014453+0.0001232i,0.0002299+2.1803e-05i,4.5593e-06-0.00010718i,0.00017657-0.00079844i
0.0022858-0.0013776i,0.0010904-0.0015893i,-4.0598e-05-0.00057726i,-0.00022521+0.00060915i,-0.00060706+2.7894e-05i,-0.00021666-0.00054817i,1.7104e-05-3.1155e-05i,-0.00013247+0.0001848i,6.3156e-05+0.00012309i,-0.00043821+0.00032767i,-0.00058424+0.00081084i,-0.0002904+0.00071417i,-0.00046047+0.00081129i,0.00013655+0.0012214i,0.00025057+0.0010521i,0.00028715+0.0005312i,-4.222e-05-0.00042142i,-0.0002374-0.00064159i,0.00022698-0.00023356i,-0.0003347-0.00020489i,-0.00092287+0.00010536i,-1.4614e-05+0.00042942i,0.00039011+0.00013736i
9.3134e-05-0.00053623i,-0.00096718-0.00086542i,-0.00095601-0.0019155i,-0.00071623-0.0012764i,-0.00055318+2.9036e-06i,-0.00037381+0.00079224i,0.0011691+0.0012088i,0.0018599+0.0010799i,0.00043242+0.00085224i,-0.00067526+0.00082127i,-0.00078305+0.00085385i,-0.00097814+0.00079922i,-0.00066956+0.00030752i,0.00017446+0.00056496i,0.00012803+0.00045609i,7.2327e-05+0.00056654i,0.00032023+0.00092756i,0.00065552+0.00057666i,0.00067273+0.00030944i,-4.3949e-05+0.00031844i,-0.00020079+0.00025206i,0.00013507-0.00023461i,0.0003991+0.0002411i
0.0012582-0.0006628i,0.0011122-0.00075721i,0.00065414+0.0003258i,0.000119+0.0011752i,-0.00024055+0.00040556i,0.00059601-0.00058199i,0.00099314-0.00065138i,0.0010724-0.00073162i,0.0007835-0.00084892i,0.00029224-0.0005167i,-3.7869e-05-0.00014485i,-0.00074428+0.00044513i,-0.0010951+0.00047902i,-0.00091313+0.00012826i,-0.0009603+3.3625e-05i,-0.001496+0.00047084i,-0.00041912+0.00076216i,0.0010994+0.00052184i,0.00069747+0.00033745i,-0.00012928+6.4719e-05i,-0.00031908-0.00058141i,-0.00079019-0.001046i,-0.00060716-0.00069452i
-0.00051785+0.0026504i,-0.00048257+0.001722i,-0.00010652-0.00030476i,0.00041125-0.00076873i,0.00018815-0.00018515i,0.00029176+0.00032538i,0.00068277+0.00042587i,0.00072901+0.00039015i,0.00018472+0.00041066i,-0.00058017+0.00032517i,-0.0003483+0.00015788i,-0.00022686-0.00038153i,-0.00012483-0.00052626i,-6.971e-05+1.9249e-05i,-0.00044283+0.00028876i,-0.00042897+6.4949e-05i,-0.00056193+6.8523e-05i,-0.000457+0.00028238i,-1.34e-05+0.00053542i,0.00020554+0.00070563i,-0.00013787+6.3593e-05i,2.3833e-05-0.00014683i,0.0001855-4.9953e-05i
-0.0010685-0.0028193i,-5.0171e-05-0.0024634i,-0.00047528-0.0011244i,-0.0015222+0.00019893i,-0.0016478+0.0001493i,-0.001206-5.531e-07i,-0.00062899-8.0823e-05i,0.00049979+0.00018216i,0.0012723+0.0004132i,0.00070315+0.00043298i,-0.00048097+0.00068045i,-0.00098449+0.00033399i,-0.00040005-0.0010466i,-0.00022066-0.0011831i,-0.00028926-0.0006456i,0.00054762-0.00012759i,0.00091267+0.00038528i,0.00023092+2.4906e-05i,0.00010518-0.00026617i,-0.00016627-0.00015925i,-0.0010072-0.00027832i,-0.00049905+0.00022893i,0.00060578+0.00069201i
0.0010931-2.5637e-05i,0.0008226+0.00040034i,-0.0003049-0.0002113i,-0.00057521-0.0010776i,-9.307e-05-0.00073519i,-4.6531e-06-0.00062823i,8.2928e-05-0.00031387i,8.9246e-05-0.0003566i,0.00067203-0.00031714i,0.00039725+0.00060036i,9.63e-05+0.00064858i,1.7049e-05-0.00058409i,-0.00031386-0.00090727i,-0.00031685+0.00010128i,-0.00061679+0.00033425i,0.00019963-0.00020857i,0.00040754-0.0005256i,-0.00046272-0.00070212i,-3.1866e-06-0.00015725i,0.00054153+0.00017114i,-0.00010299+0.00035268i,-0.00043627-1.3071e-05i,-0.00048966-0.00094966i
-0.0016936-0.0011625i,-0.0019962-0.0012498i,-0.0020729-0.00098125i,-0.0019697-0.00081145i,-0.0015004+3.9792e-06i,-4.3284e-05+0.00061903i,0.00098181+0.00041913i,0.0017247+0.0003974i,0.0012576+1.6433e-05i,0.00046285-0.00067226i,4.9446e-05-0.00066565i,-0.00054011-0.00036973i,-0.00054141-0.00010984i,-0.0005363+0.00019533i,-0.00010302+0.00072591i,0.00061521+0.00074758i,0.00066497+0.00035209i,5.0075e-05+0.00016128i,-0.00071167+0.00018142i,-0.00060882+0.00011035i,-0.00065101-2.1308e-05i,-0.00067923-0.00054997i,0.0005399-0.00034758i
0.001216-0.00032503i,0.0014867-0.00068333i,0.0009119-0.00058783i,0.00026983-0.00032554i,0.0003476-0.00044173i,0.00036853-0.00038887i,0.00044714-0.00011075i,0.00089104-5.5078e-05i,0.00069108+0.00061944i,-0.00018571+0.0010746i,-0.00059152+0.00084538i,-0.00023213+0.00078029i,4.5116e-05+0.0007794i,-1.5311e-06+0.00026242i,-3.6419e-06-0.0002326i,-0.00055929-0.00020868i,-0.00056941+0.00014506i,-0.00023315+0.00079757i,6.7007e-05+0.00071447i,0.00039768+0.00068013i,-0.00012224+0.00084321i,-0.00018223+0.00079916i,0.00045956+0.00069268i
-0.0022897+0.00049015i,-0.002321-0.00022834i,-0.0017295-0.00072083i,-0.00066453+0.00026603i,-1.9928e-05+0.0016743i,0.00051012+0.00075298i,0.00098416+0.00024322i,0.0010964+0.0008171i,0.00034616+0.00077648i,-0.00026751+0.00039933i,0.00049355+0.00074376i,0.00072986+0.00095208i,-0.00031655+0.00025176i,-0.00045613+0.00018008i,-0.00016918+0.0004571i,-0.00029321+0.00029347i,-0.00074937-0.00016267i,-0.00049179-0.00072466i,-0.00020178-0.0002713i,-0.0003985+0.00065861i,-0.00055521+0.00054804i,-0.00062643+2.2661e-05i,0.00018913-0.00070641i
0.0003532-0.00026063i,0.00043016+3.8157e-05i,5.6707e-05-0.00013812i,-5.8485e-05+0.0004527i,4.3153e-05+0.0011284i,0.00032418+0.00091191i,8.9615e-05+0.00072989i,0.00025976+0.00072492i,0.00017113+0.00020938i,-0.00030887-0.00068299i,5.4563e-05-0.00083246i,0.00057688-0.00057906i,1.6345e-05-0.00019143i,-0.00033003+0.0002441i,0.00038498+0.00017088i,0.00075707-9.566e-05i,0.0010014-0.00052858i,0.0011179+1.7041e-05i,0.00046478+0.00051099i,0.00043749+0.00018977i,0.0004839+0.0004317i,-7.5856e-05+8.1157e-05i,-0.00056634-0.00034077i
-0.00020243+0.0011114i,-0.00016581-5.4149e-05i,-0.00067834+0.00036271i,-0.00041961+0.00099282i,-0.00051184+0.00058391i,-0.00046782-0.00062987i,0.00026444-0.00050826i,0.00088448+0.00028641i,0.0010499+0.00022777i,0.00043785-0.00022055i,-0.00017192-0.0002537i,-0.0008479+0.00012481i,-0.0014814-0.00042028i,-0.00091495-0.00035162i,-0.00071901+0.00032255i,-0.00055202+0.00063004i,0.00042266+0.00047429i,0.0015815-0.00018462i,0.0014299-0.0008291i,0.00043295-0.00056288i,-0.00037556-0.00014744i,-0.00071722+0.00050567i,-0.00063865+0.00083295i
-0.0020156-0.00097513i,-0.0010624-0.00062338i,-0.0016794-0.00080836i,-0.002327-0.00029605i,-0.00091127+0.00054793i,0.00066206+0.00058626i,0.0016137+0.00048753i,0.0014296+0.00040416i,0.00043593+0.0002931i,-0.00045182+0.00011222i,-0.00085357-0.00053377i,-0.00066396-0.00058253i,-0.00010653-0.00041645i,4.5689e-05-0.00057553i,-0.00017834-0.00065412i,-0.00011679-0.00021241i,0.000144-0.00022713i,0.00015469-6.4647e-05i,-1.3022e-05+5.7104e-05i,5.3046e-05+0.00051069i,-0.00057506+0.0011549i,-0.0011522+0.0005564i,8.6495e-05+0.00025128i
0.0021251-0.00067726i,0.0014355-0.0016718i,-7.3755e-05-0.001047i,-0.0013854-0.00022615i,-0.00053003-0.00065413i,0.00037179-0.00010991i,-0.00046686+0.00034836i,0.00022695-0.00060896i,0.0013747-0.0011971i,0.0014858-0.00099671i,0.000548-0.00015798i,-0.00032241+0.00028542i,-0.00083056+0.00036434i,-0.00076213+0.00064358i,-4.1039e-05-2.4436e-05i,0.00035545-0.00055685i,6.4863e-05-0.00037441i,5.4867e-05-0.00030565i,0.00046778-0.00026059i,0.00037742-0.00041078i,-0.00017736-0.00070661i,0.00060687-7.5296e-05i,0.0007612+0.00022823i
-0.0012628+0.00075792i,-0.0013153+0.00023484i,-0.00042912+0.00026251i,-0.0011543+0.00082846i,-0.0011855+0.00067829i,0.00049286-9.453e-05i,0.0010517+3.7583e-06i,0.00039667+0.00023158i,0.00050187+0.00040585i,0.0011485+0.00069234i,0.00066046+0.0007421i,-0.00056519+8.1003e-05i,-0.00068914-0.0012143i,-0.00029532-0.0011348i,-0.0001332-0.00038862i,5.9716e-05-0.00039018i,-0.00036962-0.00051824i,-0.00081284-0.00030756i,-0.0011833+0.00029658i,-0.0012553+0.00047004i,-0.0011429-8.4647e-06i,-0.00096095-0.00034599i,-0.00042946-0.00083522i
0.0020553-0.0017187i,0.0015741-0.0014651i,0.0006819-0.00074572i,-4.2204e-05-0.00022306i,0.00054219-0.00032791i,0.00095767-0.0006566i,0.00076052-0.00021019i,0.0011038-8.8587e-05i,0.00093117-0.00080723i,-0.00049517-0.00071607i,-0.00047944-8.2892e-05i,5.029e-05-0.00027743i,0.00061316+4.7606e-05i,0.00075687+0.00065074i,0.0002521+2.41e-05i,0.00042173-0.00034128i,0.00086806+0.00030923i,0.00031909+0.00028547i,-0.00019604-0.00038496i,-0.00045008-0.00054198i,-0.00036263-0.00034721i,-0.0003842+0.00019335i,-0.00075294-0.0002219i
-0.00023077+0.0012344i,-0.00027283+0.0013504i,-0.00079636+0.00056662i,-0.00073051+0.000225i,-0.00034971-0.00042769i,-9.8688e-05-0.00033202i,0.00046509+0.00036858i,0.00099337+0.00028193i,0.0014413-0.00016845i,0.00093997-0.00016112i,0.00038484-0.00017858i,-0.0007451-0.00049357i,-0.0012962-0.00058359i,-0.00022484-0.0003242i,0.00028881+0.00016012i,0.00019056+0.00010459i,0.00036572+0.00042254i,0.00034624+0.00060851i,-0.00020909+0.00023327i,-0.00021039+6.1627e-05i,-0.00023627-0.00035087i,-0.00067749-0.00036414i,-3.3143e-05+0.00018994i
-0.00060453-0.0021506i,-0.0011323-0.0018602i,-0.00191-0.0012666i,-0.0014667+0.00057017i,-0.00045652+0.0013713i,0.0010091+0.00070034i,0.0016849+0.00091647i,0.001661+0.000634i,0.0013896-7.1364e-05i,0.00090602+0.00026772i,-0.00016855+0.00019545i,-0.0010359+0.00018399i,-0.00077316+0.00080481i,-0.00055506+0.0013678i,-0.00078788+0.0015324i,-0.00044661+0.00020991i,0.00049947-0.00028507i,0.00082058-0.0005024i,-3.1791e-05-0.00075993i,-0.00020362-0.00064902i,0.00034354-0.00031257i,2.4742e-05+0.00024578i,0.00011162+0.00029163i
0.0015844+0.00011348i,0.0018405-0.0001429i,0.0016288-0.00010515i,0.00030136-0.00032033i,0.00021394-0.00058027i,0.00063435-0.00037083i,0.00042592-0.00059171i,0.000826-0.00066147i,0.00092572-0.0004356i,0.00028298-0.00067183i,-0.00053277-0.0004781i,-0.00051716+0.0002432i,0.00018825+0.001017i,-6.4461e-05+0.001217i,-0.0001517+0.0011139i,0.00039884+0.00073404i,-0.00018358-0.00036789i,-0.00063718-0.0010405i,-5.9314e-05-0.00015059i,-0.0001471+0.00065472i,-0.0010493+0.00016586i,-0.0004537-0.00016689i,0.00033624+0.00026006i
0.00025211-0.00053853i,-0.00039164-0.00050366i,-0.00077103-0.00067782i,-0.00052489-0.00098205i,-0.00036696-0.00074244i,-5.7003e-05-9.9409e-05i,0.00048802-0.00030399i,0.00064988-0.0001607i,0.00040591-2.0396e-05i,-0.00032827-0.00046493i,-0.00051253-0.00043566i,-5.8147e-05-8.8749e-05i,-5.55e-05+0.00084537i,-3.5658e-05+0.0013711i,-0.00050297+0.00068937i,-0.00071847-0.00017512i,-0.00011786-0.00043536i,0.00012634+0.00017199i,0.0002672+0.0010201i,-0.00018685+0.0010545i,0.00017414+0.00094208i,0.00014147+0.00094253i,-0.00016461-0.00024207i
9.5226e-05+0.00084764i,-0.00077491+0.0010953i,-0.0014891+0.00048688i,-0.00076461+0.00051452i,0.00011723+0.00034644i,-6.4167e-05-9.0348e-05i,0.00054538-4.2026e-05i,0.0014799-0.00046106i,0.0009809-0.000607i,0.00012847-0.00076315i,-0.00075315-0.001088i,-0.00080638-0.00044172i,-0.00036898-0.00020257i,-4.9663e-06-0.0008368i,0.00023671-0.00016675i,0.0008249+0.00088516i,0.00053024+0.0008063i,-0.00050104+0.0002714i,-0.00019483-9.6842e-05i,0.00047435-0.00022013i,0.00033765+0.0005614i,-0.00012995+0.0011174i,-0.00026152+0.00068853i
0.00012402-0.0014347i,-0.00021835-0.0021439i,-0.0015228-0.00211i,-0.0029208-0.0009874i,-0.0025023+0.00032439i,-0.00061676+0.001051i,0.0006386+0.00097736i,0.0010225+0.00036549i,0.00059865-0.0003786i,0.00020258-0.00051239i,0.00010362-0.00038974i,-7.4668e-06-0.00047174i,-0.00018634-0.00041245i,-0.00098602-0.00030616i,-0.00063393-9.6913e-05i,0.00014362-0.00051976i,0.00049832-0.00055937i,0.00069552+4.9305e-05i,0.00070735+5.0679e-05i,0.00062376+0.00024731i,0.00070863+0.00040996i,0.00043258-0.00018024i,-5.0327e-05-0.00047679i
-0.00026872+0.0029902i,0.00049548+0.0026685i,0.00089045+0.0014224i,-8.3445e-05-4.6025e-05i,0.00013991-0.00041903i,-0.00028838-0.00048411i,7.9179e-05-0.00044861i,0.0012344+0.00021023i,0.0011175-7.9987e-05i,0.00052492-0.000787i,-0.00018342-0.0012534i,-0.00059331-0.0013468i,-0.00056327-0.00021313i,-0.00073946+0.00013354i,-0.00056937+0.00024098i,-0.00095138+0.00078166i,-0.0014078+0.0010429i,-0.00069133+0.00016418i,-0.00037796-0.00081687i,-0.00080637+2.9807e-06i,-0.0010662+0.00069868i,-0.00076241+0.00064446i,-0.00072786+5.5415e-05i
0.00020162-0.00057157i,-6.5622e-05-0.00087235i,-0.0010195-0.0012934i,-0.00088082-0.00073392i,-0.00048706-0.00022222i,6.1479e-05-0.00026157i,6.3944e-05-0.00012248i,0.00051597+6.5359e-05i,0.00089491-0.00035624i,-1.3706e-05-0.00022614i,-0.00047495+0.00017638i,-5.802e-05+0.00055401i,0.00037445+0.0010603i,0.00039764+0.0011477i,0.00072497+0.00050091i,0.00046546-6.7704e-05i,-8.7079e-05-0.00027444i,0.00022761-0.00031434i,6.195e-05+0.00014228i,-0.00033644-0.00038062i,0.00012249-0.00024161i,0.00039959+0.00045246i,-0.0002447+0.00029402i
0.0013158+0.00091176i,0.0011801+0.0009542i,-0.00020709+0.00063455i,-0.0016033+7.9479e-05i,-0.0008909-8.8769e-05i,-7.2403e-05+0.00068506i,-0.00010994+0.0011238i,0.00026678+0.00066289i,0.00057637-7.5874e-05i,0.00018038-0.00025544i,-0.00043374+0.00059333i,-0.00054767+0.00057134i,-0.0001157-6.9586e-05i,-0.00033257+0.00042681i,-0.00016357+0.0010233i,0.0010077+0.0012195i,0.00096111+0.00053175i,-9.71e-05-0.00031346i,-0.00048004+7.8255e-05i,-0.00032398+0.00042458i,-0.00037718+0.00074597i,-0.00031264+0.00039416i,-0.00024273-0.00019785i
-0.0014288-0.00018708i,-0.00091598-0.00042725i,-0.0012434-0.00014377i,-0.0010109+0.00077746i,-0.00048837+0.00078862i,0.0003427-0.00026027i,0.0010885-0.00032504i,0.00070008+0.00015227i,0.00029352+0.0001166i,0.00045203+0.00023465i,0.00094997+0.00022132i,0.001111-0.00010345i,0.00023512-0.00031491i,-0.00033544-0.00040032i,-0.00012117-0.00070513i,-6.4869e-05-0.00039578i,-5.9524e-05+0.00011986i,5.8989e-05+0.00019912i,0.00022454+0.00017037i,0.00033889-0.00022433i,0.00026163-0.00072529i,0.00024677-0.001028i,0.00056397-0.00042811i
0.00048281+0.00025359i,-0.00021851-0.001061i,-0.0010912-0.0013814i,-0.0015302-0.0010625i,-0.0013243-0.00063917i,-0.0010259-0.00026037i,-0.0010462+0.00059251i,-0.00081471+0.001047i,0.0002793+0.00090933i,0.0015096+0.00073813i,0.0015223+0.00014818i,0.001168-0.00044676i,0.00018159-0.00017818i,-0.00043381+0.00062678i,-0.00059308+0.0011138i,-0.000337+0.00053795i,-0.00012917+5.266e-05i,-6.8091e-05-0.00012081i,-5.4839e-05+0.00041736i,-1.5676e-05+0.00041538i,0.00018119+0.00018206i,-0.00040049+0.00034367i,-0.00089351-0.00023148i
0.0012796-0.0011134i,0.0014639-0.00080036i,-7.7645e-05-0.00068123i,-0.0011871-0.00052486i,-0.00085778+4.1465e-05i,1.7035e-05+0.00046826i,0.00038155+0.00064958i,0.00051079+6.0144e-05i,0.00022176+7.1437e-05i,-0.00017046+0.00090785i,-0.00059154+0.00068368i,-0.0013187-0.00049157i,-0.0012455-0.0006287i,-0.0007992-0.00025683i,-0.00037366-5.1601e-05i,0.00026088+1.2951e-05i,0.00090387-5.7925e-05i,0.00051781+0.00035425i,-0.00027852+0.00062923i,-2.7883e-05+0.00044929i,0.00033608-0.00011677i,-0.00029989-0.00076703i,-0.00018906-0.0010208i
-0.0013912+0.0014314i,-0.0017232+0.0011651i,-0.0008945+0.00047828i,6.6042e-05+0.00041027i,0.00021633+0.00055815i,3.5691e-05+0.0008366i,-0.00031985+0.00052832i,0.00020158+0.00012403i,0.00052195+0.00098364i,0.00040781+0.0018406i,0.00042677+0.001462i,0.00010311-4.7974e-05i,4.695e-05-0.00043088i,0.00022596+0.00023341i,0.00066089+3.7439e-05i,0.0006097-0.00043111i,0.00023972-0.00021014i,0.00030714-5.6289e-05i,0.00055331+0.00020616i,0.00057412+3.9265e-05i,0.00027028-0.00040831i,6.9661e-05-0.00094329i,0.00024532-0.00035206i
0.0025928-0.0014302i,0.0017997-0.002063i,0.0010377-0.0022454i,0.00079247-0.0013495i,-0.00027338-0.00050033i,-0.00071194-0.00033217i,0.00015795+0.00027052i,0.0011329+5.4139e-05i,0.00143-0.0006681i,0.0012881-0.00033993i,0.0010444+0.00057579i,-0.00016987+0.00058387i,-0.0009257-0.00043132i,-2.8494e-05-0.00059464i,0.00042698-5.912e-05i,-0.00029181-0.00059475i,-0.00057745-0.00094281i,-0.00054378-0.00015535i,-0.0011841+0.00085221i,-0.0013112+0.00038698i,-7.7791e-05+2.9686e-05i,0.00013716-8.0522e-05i,-8.5688e-05-0.00033847i
