-0.0024469+0.00063301i,-0.002262-0.00069905i,-0.0032608-0.00075431i,-0.0027361-0.00062369i,-0.0017874-0.00045492i,-0.00024733-4.6303e-05i,0.00064781+0.0011257i,0.00079251+0.0014552i,0.001152+0.00082621i,0.00047889+0.00027087i,-4.4253e-05-0.00029999i,0.0003752-0.00043444i,0.00076577-4.9203e-06i,-0.00057009+0.00020865i,-0.0013457+0.00012307i,-0.00017199-4.4681e-06i,-0.00013726-7.872e-05i,-0.00029604+0.00054101i,0.00056582+0.00044102i,0.00058233+0.00028125i,0.00067418-0.00045045i,0.0013596-0.00083846i,0.00054797-0.00027031i
-0.062911-0.051005i,-0.19931-0.082616i,-0.26771-0.066408i,-0.16512-0.026605i,-0.003596-0.02658i,0.05961-0.036725i,0.053513+0.0021541i,0.040113+0.0281i,0.0094439+0.01456i,-0.01122+0.0092452i,-9.6611e-05+0.0081434i,0.016508+0.002667i,0.02669+0.00048418i,0.026088-0.0022276i,0.017408+0.00087917i,0.014064+0.0083244i,0.017299+0.0078179i,0.020215+0.0028243i,0.018979+0.0025076i,0.018532+0.004829i,0.017833+0.0019752i,0.010114-0.0037793i,-0.00014968-0.0036111i
0.069633-0.013171i,0.13193-0.061084i,0.18254-0.041682i,0.19851+0.065528i,0.19352+0.14464i,0.16224+0.10733i,0.094909+0.013528i,0.033811-0.036905i,0.012043-0.033886i,0.010164-0.018272i,0.0012943-0.0096529i,-0.01108-0.0020023i,-0.0085307+0.010494i,0.01291+0.012468i,0.033716-0.0081532i,0.033095-0.034944i,0.015712-0.044868i,0.00027455-0.036699i,-0.0045957-0.022624i,-0.0045477-0.010995i,-0.003858-0.0020649i,0.00042555+0.0032947i,0.0043141+0.0016941i
0.026428+0.028702i,0.051734+0.012157i,-0.01741-0.014457i,-0.15895-0.011091i,-0.22398+0.02357i,-0.19164+0.035998i,-0.15294+0.03628i,-0.11225+0.048157i,-0.06345+0.043347i,-0.032372+0.024902i,-0.012005+0.013069i,0.00034425+0.0044708i,-0.0020996+0.0013699i,-0.019072+0.0065407i,-0.042681+0.019386i,-0.053878+0.036665i,-0.04767+0.047929i,-0.033335+0.047764i,-0.019102+0.035633i,-0.011828+0.01851i,-0.010556+0.0051326i,-0.012312-0.0013037i,-0.010335+0.0024404i
-0.060179+0.086594i,-0.033452+0.19419i,0.063999+0.20279i,0.1492+0.03341i,0.10355-0.1238i,0.034496-0.099925i,0.060644-0.023822i,0.081441-0.011301i,0.050526-0.0060927i,0.027741+0.0070139i,0.01584+0.0014713i,0.0052422-0.0095695i,-0.00024596-0.017117i,-0.0025447-0.010017i,0.0071266+0.014742i,0.028802+0.032094i,0.043878+0.027751i,0.041649+0.012258i,0.028796-0.0015587i,0.014464-0.0098806i,0.0016908-0.01242i,-0.0051881-0.009193i,-0.0036715-0.0088422i
-0.074785-0.11659i,-0.14564-0.18312i,-0.1559-0.1906i,-0.044356-0.11725i,0.080501-0.061257i,0.082304-0.062738i,0.0032383-0.047412i,-0.030542-0.0080945i,-0.010315+0.0025123i,0.0012026-0.0049288i,-0.0054017-0.001018i,-0.0094545+0.0081829i,-0.0018462+0.0088495i,0.011482-0.0098793i,0.014511-0.042686i,0.0018802-0.06603i,-0.010411-0.069594i,-0.013542-0.057753i,-0.011458-0.037312i,-0.0054103-0.016737i,0.0038628-0.001378i,0.0094851+0.0034325i,7.1842e-05+0.0020298i
0.059289-0.03327i,0.071417-0.020536i,0.030863+0.059119i,-0.023378+0.16777i,-0.040894+0.1811i,-0.041796+0.1228i,-0.027886+0.087614i,0.0081346+0.060837i,0.023444+0.024009i,0.011252+0.005102i,0.0039548+0.0010013i,-0.00039295-0.0034171i,-0.011482+0.00019384i,-0.018861+0.017245i,-0.01617+0.036562i,-0.0096897+0.047288i,-0.004448+0.047959i,0.00232+0.03913i,0.0072764+0.024098i,0.0059203+0.011313i,0.0026086+0.0030539i,-0.0001601+0.0027831i,0.0056141+0.012528i
0.078153+0.0098336i,0.13228-0.049255i,0.09621-0.18545i,-0.058998-0.25811i,-0.13771-0.17485i,-0.054811-0.079991i,0.027725-0.087816i,0.018151-0.099442i,-0.0075036-0.061078i,-0.0068381-0.030399i,-0.0042747-0.016724i,-0.0064611-0.0036732i,-0.0081469+0.0083851i,-8.2932e-05+0.017863i,0.021715+0.014733i,0.041983-0.0030897i,0.04578-0.018982i,0.032221-0.022227i,0.014-0.012424i,0.0018152-0.00046576i,-0.0078791+0.0038418i,-0.013071+0.0043653i,-0.0076634-0.0026912i
-0.06439+0.11319i,-0.094756+0.23886i,-0.034321+0.30391i,0.080214+0.22477i,0.1246+0.08794i,0.075237+0.020028i,0.029434+0.025836i,0.019196+0.02354i,0.0090188+0.0021702i,-0.0014892-0.0002656i,-0.0015702+0.008131i,0.0052083+0.013308i,0.014019+0.0070442i,0.0048919-0.016739i,-0.030464-0.036474i,-0.064716-0.035367i,-0.078103-0.024484i,-0.070643-0.012884i,-0.047171-0.0012267i,-0.017943+0.0059176i,0.0067418+0.0087117i,0.01632+0.0075894i,0.0067329+0.0043239i
-0.058177-0.088762i,-0.087937-0.13291i,-0.039203-0.11155i,0.024511-0.059384i,0.0040885-0.017555i,-0.042267+0.013257i,-0.048988+0.030104i,-0.036401+0.026313i,-0.025778+0.015844i,-0.011817+0.0079676i,0.0022422-0.004168i,0.0055951-0.016546i,0.0039938-0.014895i,0.0052254-0.00097244i,0.0078416+0.017337i,0.012938+0.036311i,0.021595+0.046514i,0.025604+0.039451i,0.01823+0.02082i,0.0050237+0.0044045i,-0.0018042-0.0054033i,-0.0022345-0.01096i,-0.00099851-0.0078766i
0.027911-0.040055i,-0.036531-0.067519i,-0.16057-0.0023881i,-0.19986+0.093597i,-0.11708+0.08698i,-0.052963-0.004774i,-0.06099-0.050976i,-0.051863-0.019845i,-0.01366+0.0084245i,-0.0027886+0.0039933i,-0.011209-0.00061973i,-0.011276+0.001273i,-0.003842+0.0022815i,0.011499+0.0016071i,0.030258-0.0050807i,0.038192-0.02007i,0.035803-0.031837i,0.029848-0.030249i,0.022775-0.021049i,0.012289-0.012186i,-0.0033414-0.003448i,-0.014585+0.0064368i,-0.012451+0.010147i
0.10825+0.026634i,0.24342-0.031587i,0.32141-0.13618i,0.31072-0.21824i,0.23678-0.21702i,0.1523-0.14183i,0.09661-0.071859i,0.0522-0.042566i,0.021445-0.022007i,0.018669-0.001168i,0.024451+0.0086166i,0.025496+0.0070334i,0.013771-0.0019857i,-0.0092842-0.0028898i,-0.026849+0.0083673i,-0.033694+0.019529i,-0.035349+0.025119i,-0.028906+0.023232i,-0.014473+0.013211i,-0.0022893+0.00065213i,0.0055689-0.0075436i,0.013285-0.0098475i,0.016339-0.010801i
-0.082885+0.1095i,-0.11063+0.18197i,-0.15836+0.17912i,-0.1861+0.17642i,-0.15139+0.20208i,-0.07725+0.19882i,-0.0087538+0.15472i,0.029338+0.095448i,0.030005+0.040705i,0.01093+0.0038467i,-0.011084-0.015489i,-0.029906-0.018765i,-0.034056-0.0093467i,-0.023317+0.00022651i,-0.0066475+0.0049533i,0.012968+0.0059971i,0.029108+0.0041204i,0.028816+0.0022233i,0.01481+0.0040465i,0.0046051+0.0086996i,0.0035452+0.0074231i,-0.0010333-0.0028616i,-0.011527-0.010921i
-0.089793-0.051932i,-0.077951+0.00054016i,0.012587+0.046708i,0.060307+0.046819i,0.017692+0.0072959i,-0.038323-0.014243i,-0.050132-0.010719i,-0.033014-0.020341i,-0.023746-0.026429i,-0.022133-0.0028865i,-0.012017+0.020887i,-0.0021714+0.027022i,0.0041107+0.02567i,0.012341+0.012666i,0.015427-0.012514i,0.0075272-0.034498i,-0.0016346-0.045538i,-0.0068825-0.044809i,-0.0079444-0.032861i,-0.0040144-0.017221i,-0.0026056-0.0042694i,-0.0064291+0.010611i,-0.0086067+0.024076i
-0.022089-0.12658i,-0.11949-0.17621i,-0.18792-0.22293i,-0.20508-0.27882i,-0.16539-0.28564i,-0.099905-0.23468i,-0.063057-0.15389i,-0.0444-0.067473i,-0.017468-0.021786i,0.0054935-0.023393i,0.016932-0.031615i,0.020351-0.031085i,0.018024-0.023534i,0.012077-0.010819i,0.00064186+0.0024861i,-0.013539+0.014499i,-0.022854+0.024403i,-0.021684+0.027609i,-0.016084+0.021397i,-0.016114+0.012768i,-0.015774+0.011579i,-0.0028103+0.010429i,0.01536+0.003496i
0.15933-0.016037i,0.20848-0.0017462i,0.25133+0.12277i,0.30381+0.24814i,0.32233+0.26195i,0.27281+0.17459i,0.19058+0.065244i,0.11054-0.00047402i,0.0459-0.015144i,0.0032353-0.0041119i,-0.019273+0.011119i,-0.023647+0.019612i,-0.017345+0.016911i,-0.014214+0.014648i,-0.0078035+0.01966i,0.0070047+0.020373i,0.020465+0.01471i,0.025754+0.010273i,0.025879+0.0098675i,0.028039+0.010758i,0.029098+0.0040186i,0.018915-0.0090655i,0.0025991-0.018911i
0.029487+0.1199i,0.012878+0.075237i,-0.054002-0.0045992i,-0.097629-0.041837i,-0.1066-0.015605i,-0.09174+0.029125i,-0.068659+0.050286i,-0.051329+0.048413i,-0.022237+0.048085i,0.017727+0.037483i,0.038894+0.015459i,0.035686+0.0017378i,0.026183-0.0029843i,0.016754-0.0078327i,0.0056825-0.01522i,-0.0049328-0.022648i,-0.014562-0.028291i,-0.019487-0.027437i,-0.015556-0.023448i,-0.0098406-0.025435i,-0.013153-0.024754i,-0.019539-0.011157i,-0.019718+0.0074462i
-0.09199+0.082885i,-0.07596+0.10756i,-0.11318+0.11531i,-0.18718+0.1122i,-0.23854+0.060936i,-0.23603+0.020331i,-0.16513+0.029444i,-0.069902+0.029516i,-0.023846-0.0002736i,-0.027788-0.018932i,-0.035177-0.019951i,-0.031525-0.021789i,-0.027704-0.022606i,-0.023287-0.017216i,-0.016126-0.0055469i,-0.011844+0.011896i,-0.0080955+0.026311i,-0.0053324+0.026865i,-0.0085533+0.018027i,-0.014318+0.015404i,-0.012022+0.021269i,-0.00085755+0.021537i,0.010546+0.013358i
-0.11502-0.085538i,-0.061829-0.11674i,0.076481-0.21781i,0.22175-0.29656i,0.28954-0.28745i,0.2408-0.23561i,0.12701-0.17061i,0.037075-0.096132i,-0.0035806-0.033187i,-0.00897+0.007968i,0.00094269+0.02522i,0.0033657+0.026014i,-1.668e-05+0.023521i,0.0041724+0.02316i,0.016275+0.018637i,0.027764+0.0050533i,0.033597-0.006572i,0.031965-0.0080429i,0.025579-0.0034309i,0.025368-0.0021453i,0.026396-0.010958i,0.017929-0.022349i,0.0051936-0.026641i
0.02726-0.10391i,0.0089578-0.013161i,-0.015919+0.11033i,-0.066671+0.18007i,-0.069754+0.18509i,-0.0085023+0.14308i,0.033545+0.085374i,0.042595+0.038512i,0.047283-0.0043614i,0.034122-0.03807i,0.010656-0.04308i,0.0049712-0.028485i,0.012518-0.016006i,0.014655-0.012625i,0.0040943-0.013727i,-0.011901-0.013849i,-0.023303-0.013195i,-0.023617-0.0090732i,-0.014967-0.0053308i,-0.013545-0.0070943i,-0.021936-0.0061152i,-0.024678+0.0026612i,-0.021208+0.010866i
0.09836-0.024144i,0.05359-0.016667i,0.038623+0.017695i,0.032886+0.055029i,-0.011168+0.10983i,-0.037174+0.14668i,-0.0068726+0.11456i,0.01425+0.049421i,-0.0035927+0.019049i,-0.014025+0.02413i,-0.009143+0.027543i,-0.0094925+0.01906i,-0.010991+0.011641i,-0.011292+0.0096668i,-0.01073+0.012221i,-0.003703+0.018573i,0.0059049+0.021659i,0.0064751+0.018109i,-0.0020479+0.01545i,-0.0068054+0.022278i,-0.00014654+0.031541i,0.012897+0.031243i,0.020448+0.023271i
0.048527+0.073145i,-0.026823+0.013193i,-0.12891-0.045646i,-0.15882-0.14599i,-0.14736-0.25826i,-0.14483-0.25359i,-0.12119-0.14846i,-0.067799-0.054533i,-0.012712-0.004035i,0.021051+0.0067177i,0.027489-0.0020423i,0.018186-0.0044113i,0.0069798-0.00070365i,0.0022134+0.0011243i,0.0029406-0.0024297i,0.0042639-0.011556i,0.0068846-0.020173i,0.01054-0.020831i,0.013058-0.01478i,0.015447-0.012517i,0.014422-0.018043i,0.0076736-0.023736i,0.0026634-0.024184i
-0.030566+0.078547i,0.049877+0.023306i,0.11556+0.016635i,0.1771+0.11176i,0.21597+0.15017i,0.18171+0.069534i,0.091909+0.0059754i,0.016507-0.00085174i,-0.023225-0.0087856i,-0.042257-0.010823i,-0.036181-0.0013054i,-0.01528-0.0030132i,-0.0026504-0.012652i,-0.002118-0.014846i,-0.0056867-0.0089791i,-0.010802-0.0037811i,-0.016883-0.00097986i,-0.016153-0.0024198i,-0.008303-0.010763i,-0.0066732-0.017137i,-0.013483-0.013472i,-0.02035-0.003808i,-0.023331+0.0052772i
-0.10025+0.00022348i,-0.047801+0.025083i,-0.035436-0.0061245i,-0.062776-0.019494i,-0.027511+0.030722i,0.046351+0.05839i,0.060533+0.01927i,0.02876-0.011005i,0.01097-0.00030859i,0.014789+0.0091533i,0.012876+0.0036458i,0.0014954+0.0034101i,-0.0033129+0.0085462i,-9.0307e-05+0.010906i,0.0056216+0.011789i,0.011533+0.01314i,0.015344+0.012869i,0.011968+0.011777i,0.0032973+0.013951i,0.0031469+0.016582i,0.01189+0.014356i,0.018266+0.0081855i,0.017437+0.0044347i
-0.045978-0.076879i,-0.036784+0.015706i,-0.0033018+0.058032i,-0.057312+0.025776i,-0.1719+0.016479i,-0.20336+0.06116i,-0.13198+0.077813i,-0.048571+0.038798i,-0.0036559-0.004857i,0.00325-0.024393i,-0.0043003-0.021511i,-0.0058576-0.0071428i,-0.0023624+0.0074982i,0.0035085+0.01422i,0.0068934+0.0091652i,0.0049512+0.000418i,0.0015425-0.0046556i,-0.00066321-0.0031986i,2.4338e-05+0.0033121i,0.0023396+0.0042738i,0.0023763-0.0032555i,-0.00046735-0.0098468i,-0.0033194-0.012483i
0.048785-0.095723i,-0.035958-0.090136i,-0.023253-0.068637i,0.10036-0.11114i,0.15999-0.18015i,0.095849-0.17869i,0.043237-0.093715i,0.04088-0.013714i,0.02884+0.015678i,0.013708+0.024596i,0.012384+0.020203i,0.007425+0.0028438i,-0.0022795-0.010529i,-0.0083601-0.01457i,-0.011223-0.011698i,-0.013933-0.005183i,-0.015795+0.0030624i,-0.014266+0.0035879i,-0.013465-0.0037179i,-0.017976-0.005428i,-0.021688+0.0033339i,-0.016771+0.014269i,-0.0065306+0.017912i
0.11439+0.029349i,0.070617-0.018767i,-0.0048039+0.029083i,-0.030151+0.11745i,0.0042543+0.10261i,0.035598+0.019878i,0.014129-0.025865i,-0.015202-0.022013i,-0.005979-0.010742i,0.0082438-0.012551i,0.0046986-0.010047i,0.0016839-0.0028654i,0.0032184-0.0035191i,0.0023399-0.0068451i,0.0020995-0.0055994i,0.0069316-0.0037419i,0.011354-0.0048093i,0.010446-0.0051963i,0.0078288-0.0032947i,0.0031764-0.0019405i,-0.001027-0.00046721i,0.00061447+0.0017709i,0.003745+0.00058531i
0.012353+0.10816i,0.057808+0.031054i,0.016075-0.049674i,-0.054231-0.016969i,-0.038685+0.093926i,0.026672+0.1387i,0.044325+0.095129i,0.014968+0.037666i,-0.014245+0.0084996i,-0.023685+0.0063819i,-0.014723+0.0092657i,0.0006961+0.0079779i,0.010547+0.007817i,0.012494+0.0077307i,0.0091431+0.0048301i,0.0051246-0.00041847i,0.0046938-0.0062415i,0.0087849-0.0067416i,0.015137-0.002171i,0.018983-0.00097231i,0.015683-0.0063948i,0.0072927-0.012144i,-0.0014466-0.011489i
-0.1191+0.064961i,-0.046136+0.112i,0.022361+0.059191i,0.000912-0.062481i,-0.082554-0.12628i,-0.12037-0.094609i,-0.071511-0.057533i,-0.011694-0.049425i,0.0038851-0.033461i,0.0036156-0.013084i,0.0021116-0.010378i,-0.0071792-0.0111i,-0.015339-0.0039798i,-0.016592+0.0047068i,-0.013814+0.012141i,-0.0090029+0.018058i,-0.0038495+0.020506i,-0.0012548+0.016201i,-0.0021693+0.0088641i,-0.0013026+0.0052003i,0.0026483+0.0034496i,0.0028763+0.0011862i,0.00118-0.0010206i
-0.10185-0.11194i,-0.10935-0.04537i,-0.029273+0.020844i,0.071375+0.045845i,0.092016+0.025211i,0.036128-0.0027381i,-0.015729+0.0068329i,-0.022723+0.024534i,-0.0086906+0.013328i,-0.0069298-0.0042483i,-0.0084404-0.0036052i,-0.0064074+0.0019768i,-0.0091836+0.0019287i,-0.010703+0.0017874i,-0.0055327-0.00033525i,0.00080089-0.005732i,0.0028045-0.0073268i,-0.001869-0.0048343i,-0.0086488-0.00095021i,-0.0098159+0.0054666i,-0.0037567+0.010881i,0.0043563+0.011742i,0.0067309+0.010223i
0.069639-0.12377i,-0.012227-0.10939i,-0.074048-0.028724i,-0.052201+0.038294i,0.029541+0.024188i,0.083957-0.024857i,0.069154-0.031154i,0.032822-0.001789i,0.021248+0.013073i,0.023338+0.010056i,0.017342+0.0038944i,0.0099527-0.00078799i,0.011652-0.0035114i,0.015787-0.0070234i,0.013039-0.010679i,0.0034363-0.01478i,-0.0060928-0.018132i,-0.007523-0.017728i,-0.0015973-0.013785i,0.0026272-0.011343i,0.00049588-0.012517i,-0.0057018-0.012446i,-0.0063847-0.0081661i
0.15125+0.024845i,0.14598-0.048606i,0.084922-0.096046i,0.00044705-0.081584i,-0.060786-0.017442i,-0.071406+0.040811i,-0.05197+0.029853i,-0.035877-0.0063534i,-0.020585-0.0065982i,-0.0028786+0.0036426i,0.0010205+0.0053546i,-0.0017794+0.0067553i,0.00040093+0.0056015i,0.0036883+0.003914i,0.005598+0.0043326i,0.0077236+0.0059853i,0.009089+0.0074226i,0.0066344+0.005009i,0.00075952-0.00044854i,-0.0071215-0.0041027i,-0.014249-0.0026756i,-0.016086+0.0028809i,-0.013605+0.0061986i
-0.0087337+0.1628i,0.028226+0.14758i,0.037819+0.086475i,0.035507+0.032649i,0.040354+0.01541i,0.035877+0.01517i,0.029986+0.026311i,0.031136+0.026117i,0.014565+0.0078407i,-0.0068854+0.0036466i,-0.0045827+0.0068958i,0.003258+0.0050769i,0.00096052+0.0084536i,-0.003997+0.011495i,-0.0065827+0.0088777i,-0.0056837+0.0052879i,-0.0019138+0.0025073i,0.0001162+0.0046739i,-0.000355+0.010794i,0.0035249+0.014472i,0.012597+0.012756i,0.019843+0.0071236i,0.021226+0.0038763i
-0.15007+0.038746i,-0.12017+0.075369i,-0.050522+0.089452i,-0.0039245+0.056416i,-0.019204-0.017101i,-0.040794-0.065825i,-0.023219-0.058802i,0.00024011-0.03539i,0.00081875-0.026164i,-0.0074876-0.022536i,-0.011181-0.015589i,-0.0095154-0.0094365i,-0.0058727-0.0099951i,-0.0055605-0.011155i,-0.0083442-0.0053926i,-0.012323+0.0037386i,-0.014487+0.0087719i,-0.0090175+0.0061003i,0.0024551-0.0020929i,0.0079138-0.011342i,0.001124-0.015456i,-0.0078357-0.013103i,-0.0076802-0.011612i
-0.074156-0.13397i,-0.10283-0.12672i,-0.1214-0.10621i,-0.11812-0.063641i,-0.064204+0.0016075i,-0.0053806+0.043727i,-0.0064117+0.038457i,-0.023121+0.022399i,-0.0062169+0.012934i,0.011733-0.0011284i,0.010159-0.0073509i,0.0033802-0.0049726i,-0.0037518-0.003448i,-0.005872-0.001449i,-0.0014187-0.00027459i,0.0052429-0.00085156i,0.01123-0.00075251i,0.010421-0.00063052i,0.0023477+0.0012807i,-0.0059636+0.0075755i,-0.0087251+0.015247i,-0.0070139+0.018143i,-0.007141+0.015128i
0.10787-0.10719i,0.10419-0.097027i,0.11288-0.046809i,0.14303-0.017273i,0.13655-0.041383i,0.081969-0.059566i,0.044614-0.043951i,0.030518-0.027651i,0.012646-0.012498i,0.0050589+0.0056083i,0.0042172+0.006038i,-0.00014938-0.00055214i,0.0015563+0.0002772i,0.0057889+0.002444i,0.0073861+0.0026218i,0.0084687-0.00131i,0.0082245-0.0046407i,0.008539-0.0019711i,0.011676+0.0033358i,0.017276+0.0037382i,0.02205-0.0045593i,0.020643-0.013649i,0.0145-0.012571i
0.11515+0.075065i,0.11493+0.061158i,0.069174+0.026033i,-0.0065153+0.023458i,-0.064118+0.055284i,-0.075001+0.05673i,-0.057005+0.023088i,-0.035685+0.0069931i,-0.019814+0.010625i,-0.010563+0.013969i,-0.0026634+0.014721i,0.0021027+0.010543i,0.0016524+0.0054495i,0.0028381+0.0030283i,0.0059581+0.0018857i,0.0059919+0.0021462i,0.0026453+0.0018278i,-0.0022556-0.0023082i,-0.0069367-0.0096478i,-0.012522-0.013337i,-0.017575-0.010072i,-0.017773-0.004228i,-0.014037-0.001364i
-0.056782+0.11704i,-0.085228+0.12812i,-0.10357+0.13294i,-0.084402+0.12298i,-0.019051+0.079753i,0.042093+0.03022i,0.045165+0.022378i,0.024246+0.027619i,0.013885+0.0058775i,0.0025445-0.014279i,-0.0054462-0.011347i,-0.002986-0.00247i,0.00032024+0.0028968i,5.8476e-05+0.0038967i,-0.0020629+0.00091349i,-0.0045015-0.0034349i,-0.0055498-0.0068487i,-0.0064316-0.0059489i,-0.0084156+0.0020427i,-0.0060965+0.013538i,0.0018924+0.021682i,0.0073097+0.022181i,0.0062631+0.01748i
-0.1097-0.012932i,-0.077263-0.050443i,-0.0034131-0.12473i,0.029872-0.21566i,-0.0178-0.22303i,-0.056996-0.12903i,-0.038264-0.054871i,-0.016825-0.032078i,-0.0093382-0.013076i,0.001123-0.00097238i,0.0030912+0.0014749i,0.00035796+0.0040198i,-8.0655e-05+0.0040901i,-0.0021411+0.0041349i,-0.00448+0.0040439i,-0.0052194+0.0011668i,-0.0037095-0.0017257i,0.0017369-0.0043583i,0.0074469-0.0069133i,0.0085724-0.012188i,0.0046898-0.018921i,9.0887e-05-0.020021i,0.00077287-0.014724i
-0.021194-0.1149i,-0.027421-0.099477i,-0.040334-0.0034751i,0.0033286+0.12239i,0.075049+0.16011i,0.067081+0.11177i,0.018162+0.062823i,0.0097807+0.030201i,0.015533+0.008395i,0.01078+0.00083655i,0.0058255-0.0039827i,-0.00012559-0.0070879i,-0.0042924-0.0053772i,-0.0053377-0.0048949i,-0.0051246-0.0043269i,-0.0040271-0.00015801i,-0.0027314+0.0045325i,-0.0011867+0.005924i,-0.001715+0.0027377i,-0.0070225+0.00083208i,-0.013799+0.0035046i,-0.015568+0.0058624i,-0.011197+0.0056883i
0.1-0.021273i,0.13324+0.013082i,0.13297+0.024485i,0.085881+0.016981i,0.028567-0.011936i,0.0041672-0.054232i,0.0077583-0.058107i,0.0085595-0.030953i,-0.0014395-0.014835i,-0.010664-0.0035609i,-0.010337+0.0023924i,-0.0092234-0.0022274i,-0.011093-0.005957i,-0.0099752-0.0028854i,-0.005644+0.0044032i,-0.00088736+0.010251i,0.00095811+0.012066i,0.00094913+0.012389i,0.0046374+0.013362i,0.013355+0.010605i,0.020394+0.0047188i,0.019277+0.0013716i,0.012491-0.00047158i
0.024971+0.046693i,-0.041103+0.034802i,-0.14213-0.026146i,-0.2399-0.060815i,-0.23408-0.016301i,-0.1267+0.02758i,-0.046956+0.015861i,-0.025472+0.0039397i,-0.0082604+0.0079652i,0.0058393+0.003259i,0.0083707-0.0020961i,0.009871-0.0034512i,0.010884-0.0027277i,0.010111-0.00063647i,0.0085572-0.0011823i,0.0051391-0.0039191i,0.0015808-0.0062083i,-0.001419-0.0060795i,-0.0042646-0.0054536i,-0.0062447-0.0054977i,-0.0078271-0.0064656i,-0.0084419-0.0093731i,-0.0079735-0.011126i
-0.040344+0.050533i,-0.017672+0.065581i,0.11661+0.067705i,0.26463-0.0026276i,0.26566-0.081905i,0.1613-0.065548i,0.078724-0.013622i,0.03129-0.0051204i,0.0024645-0.01039i,-0.0060667-0.0057458i,-0.005905+0.00028545i,-0.0029835+0.0053497i,-0.00051652+0.0039658i,-0.0021802-0.00021472i,-0.0036236-0.0011949i,-0.00046606-0.00099012i,0.0040436-0.0012604i,0.003848-0.0041356i,-0.0023627-0.0045947i,-0.0067996+0.0034737i,-0.0053442+0.013846i,-0.0033789+0.017369i,-0.0009567+0.014275i
-0.046431-0.058369i,-0.067258-0.11638i,-0.10705-0.091196i,-0.10062+0.002292i,-0.061931+0.05187i,-0.057958+0.039116i,-0.051852+0.023528i,-0.020337+0.015536i,-0.0047588+0.0071278i,-0.0020429+0.0034221i,-0.00038741+0.0024008i,-0.0047442+0.00575i,-0.0052447+0.011906i,0.00096741+0.011936i,0.0064413+0.0053706i,0.0092195-0.0017426i,0.010492-0.0047491i,0.012551-0.0028767i,0.013122-0.0032041i,0.0096858-0.0086243i,0.0076999-0.01116i,0.010023-0.0068932i,0.010481-0.0013851i
0.023024-0.0066122i,0.056615+0.032221i,0.011517+0.094679i,-0.058159+0.17345i,-0.053682+0.18299i,-0.016262+0.098349i,-0.012438+0.02803i,-0.0065216+0.01237i,0.011472+0.0026018i,0.01198-0.0070406i,0.0044673-0.0078623i,0.0012869-0.01077i,-0.0015627-0.012682i,-0.0039708-0.010021i,-0.0051887-0.0060024i,-0.0082091-0.0018109i,-0.0095089+0.00076331i,-0.0073132+0.0017876i,-0.0030714+0.0024416i,-0.00081173+0.002752i,-0.0052814+0.00070107i,-0.012349-0.0018352i,-0.014541-0.00058143i
0.022644-0.01222i,0.047431-0.041108i,0.053113-0.18979i,-0.013766-0.33469i,-0.08239-0.31077i,-0.058981-0.18262i,-0.0084519-0.088016i,0.00070127-0.036592i,-0.0047214-0.006012i,-0.0027857+0.0050201i,0.0013528+0.004969i,0.001937+0.001834i,-0.002359+0.0004981i,-0.0052132+0.0026741i,-0.0044797+0.0052773i,-0.0023654+0.0052276i,-0.0022698+0.0029834i,-0.0060289+0.0032781i,-0.0071901+0.0067381i,-0.0010737+0.007628i,0.0061213+0.0061811i,0.0067853+0.0063321i,0.004018+0.0045489i
-0.026013+0.031085i,-0.063706+0.12401i,0.0025008+0.2149i,0.11496+0.19643i,0.13839+0.10105i,0.085801+0.048856i,0.045914+0.029434i,0.024161+0.0057903i,0.0068757-0.00065716i,-0.0014676+0.0022665i,-0.0050577+0.0028674i,-0.003218+0.0059572i,0.0014347+0.0063108i,0.0024397+0.0027672i,0.00076044-0.0018917i,-0.000453-0.0042856i,7.3249e-06-0.0045143i,0.00067343-0.0065634i,-0.0013444-0.0091862i,-0.00604-0.0089166i,-0.0065072-0.0088855i,0.00022215-0.01195i,0.0053325-0.012651i
0.0066736-0.051267i,-0.028297-0.11237i,-0.035409-0.073067i,0.031765+0.036445i,0.092593+0.082356i,0.06356+0.056916i,0.011721+0.039268i,-0.00087989+0.024617i,-0.0036981+8.4113e-05i,-0.0074759-0.0084204i,-0.005792-0.0075184i,-0.0080199-0.0089234i,-0.010599-0.0072112i,-0.0078555-0.0025435i,-0.0036864+0.0026032i,0.00066421+0.0061341i,0.0030746+0.0071508i,0.0021929+0.005648i,0.0010644+0.0027913i,0.00043181+0.0020735i,-0.0042715+0.005357i,-0.010358+0.0092536i,-0.0098373+0.010585i
0.021406+0.018079i,0.0065432-0.024591i,-0.12571-0.046905i,-0.27143-0.0070675i,-0.27054+0.038999i,-0.16223+0.02689i,-0.076457-0.0054886i,-0.035103-0.0080381i,-0.0085498+0.0022299i,0.0043747+0.0033582i,0.0063936+0.00056256i,0.0058126-0.0011316i,0.0051176-0.0016491i,0.0053309-0.0018601i,0.0053499-0.0027873i,0.004226-0.0031268i,0.0048083-0.00086354i,0.0064155+0.0043578i,0.0069018+0.0061679i,0.0067526+0.002191i,0.0074945-9.6845e-05i,0.0093986+0.002091i,0.0078245+0.0028488i
