0.0019296-0.001665i,0.0015048-0.0019651i,0.00026272-0.0023844i,-0.0010553-0.0022981i,-0.00076988-0.0010288i,-0.00043237+0.0015135i,-0.00021889+0.0022908i,0.00035428+0.0016081i,0.00054671+0.00096023i,0.00029229+0.00034394i,0.00022902+0.00012658i,0.00019138-6.3003e-05i,0.00041195+0.00042277i,0.00054843+0.0011382i,7.7708e-05+0.0011565i,-0.00039039+0.00036866i,-0.00018615-0.00039769i,0.00026821-0.0012944i,0.00027232-0.0010579i,-0.00032103-0.00042722i,-0.00076271-0.00040217i,-0.00029185-0.00053022i,-0.00028597-0.00047972i
0.0010891+0.00059505i,0.00021345+0.0003107i,-0.00034194-0.00034753i,0.0012435-0.0007206i,0.002079-0.00020821i,0.0010776+7.381e-05i,-8.5395e-05-0.00036682i,-0.000493-0.00055131i,-0.00015747-9.2858e-05i,0.00054881-0.00017541i,0.00069168-0.00090473i,0.00083018-0.0013042i,0.00041782-0.00026713i,-0.00025203+0.00054284i,-0.00054686+0.00022164i,-0.00085899+0.00039455i,-0.0013746+0.00054799i,-0.00094282+0.00072963i,-0.00022285+0.00050226i,0.00014956-0.00018598i,5.4755e-05+8.7766e-05i,-0.00051121+0.00069695i,-0.00053334+0.00054023i
0.0024048-0.00044133i,0.0011916-0.0016653i,0.00031359-0.0013114i,-0.00038299-2.7328e-05i,-0.00030057+0.0015991i,0.00014616+0.0022087i,-0.00057963+0.0014807i,-0.0011967+0.00044822i,-0.00024877-2.4589e-05i,0.00023406+0.0005614i,0.00011642+0.0008869i,9.0127e-05+0.00079861i,0.00016487+0.00068353i,0.0008793+0.00090536i,0.001301+0.0011109i,0.0012549+0.00067753i,0.00058664+0.00015732i,3.1465e-05-0.00044751i,0.00062189-0.0005256i,0.0012934-0.00039598i,0.0012275-8.0633e-06i,0.00073849+0.00026767i,7.3016e-05-0.00035651i
0.002055+0.00029162i,0.0012123-0.00027278i,0.00048254-0.0015735i,0.00015762-0.0015002i,5.195e-05-0.00098336i,0.00019851-0.00089001i,0.00065408-0.0006324i,0.00091792+0.00015159i,0.00067372+0.00068492i,0.00027158+0.00019302i,0.00044336-0.00036833i,0.00047905-0.00048456i,-0.00044674-0.00092431i,-0.0011508-0.00054008i,-0.00056334+0.00024315i,0.00016066-0.00012542i,-0.0001787-0.00046093i,-0.00032528-0.00047831i,0.00036234-0.00085619i,0.00038465-0.00074632i,0.00047558+0.00043739i,0.00079798+0.00099956i,0.00041477+0.00046322i
-0.0001561-0.00059538i,0.0015145-0.00087167i,0.0027483+0.00015438i,0.0019353+0.00021619i,0.0014238-0.00052075i,0.0011437-0.00012247i,0.00026767+7.0601e-05i,-0.00038683-0.00019239i,-0.00084291-2.1973e-05i,-0.0009145-0.00032565i,-0.00027736-0.0012347i,0.00037014-0.0016616i,0.00066201-0.00062499i,0.00051787+0.00041469i,0.00013305+0.00065554i,-0.0008733-0.00015316i,-0.001055-0.00024805i,-0.00061277+0.00034893i,-0.00047041-2.9937e-05i,-0.00063482+0.0003846i,-0.00082656+0.0010554i,-0.00046563+0.00042278i,-0.00037351-0.00025002i
-0.00021058-0.00063399i,-0.0003956-0.00015731i,-0.00044013-0.0011103i,-0.00074696-0.0013425i,0.00011355-0.00014288i,0.0014966+0.00027828i,0.0017979-8.8827e-05i,0.001207+2.8842e-05i,0.00061337+8.5125e-05i,0.00011939-6.0949e-05i,-0.00081506-9.7604e-05i,-0.0011421+0.00026353i,-0.00045645+0.00027103i,-0.00028806-0.00011979i,-0.00016359+0.00027385i,9.4612e-05+3.3273e-05i,2.5614e-06-0.00056844i,-0.00038893-0.00052737i,-0.000758-7.9365e-05i,-0.00050135-0.00062185i,-0.00015976-0.0010157i,-0.00047993-0.00045532i,-5.8236e-05-0.00051484i
0.0025885-0.0010033i,0.0017144-0.00095373i,0.0019947-0.0018828i,0.00096738-0.00039952i,-0.0012511+0.0019318i,-0.00091106+0.0023105i,-0.00013826+0.0013254i,0.00017455-5.5035e-05i,0.00089302+0.00015817i,-0.00013308+0.00085643i,-0.00072169+0.00029119i,-0.00012727-0.00022428i,0.00021655+0.00017858i,0.00033622+0.00047458i,0.00024275+0.00096872i,-0.00085224+0.00095159i,-0.0010938-0.00036828i,0.00021212-0.00092762i,0.00080804-0.00067531i,0.00038595-0.00023771i,0.00017296-0.00037793i,-0.00017251-0.0012863i,-0.00061963-0.00086394i
-0.001462+0.00077911i,-0.00032689+0.0012675i,0.00094809+0.0016236i,0.00073303+0.0019211i,0.0011597+0.0016829i,0.0013728+0.0006634i,0.00046312-0.0001648i,-0.00050048-0.00051505i,-0.00023724-0.0007427i,0.00011373-0.00093286i,0.00014152-0.00069456i,-0.00013065-0.00055874i,4.9804e-05-0.0005414i,0.00085199-0.0010097i,0.00042199-0.0017464i,-2.0761e-05-0.0013011i,-5.7331e-06-0.000678i,0.00011372-0.00039782i,0.00053064+8.5314e-05i,0.00066911-1.2987e-05i,0.00043109-5.9369e-05i,0.0008207+0.0005197i,0.00058948+0.00059729i
0.001521-0.0011954i,0.0022953-0.0011497i,0.0022232-0.0014105i,0.00060831-0.0014418i,-0.00070886-0.0003299i,-0.00095014+0.00082223i,-0.00040657+0.0011194i,1.6306e-05+0.0011275i,-0.00015088+0.00018829i,9.2019e-05-0.00021244i,-6.3886e-05+0.00020784i,-0.00038719-1.4741e-05i,2.1708e-05-0.00069221i,0.00054201+2.3974e-05i,0.00046188+0.0011493i,0.0001874+0.00044164i,-0.00016144-0.00033934i,-0.0005643-0.00032515i,-0.00053832-4.3457e-05i,0.00050532+0.00022359i,0.00065228+0.00044861i,0.00036401+0.00059487i,-8.3533e-05-8.3117e-05i
0.00024597-1.0969e-05i,0.00082264+0.00028933i,0.0010126+0.00049425i,0.00071873-0.00010686i,0.00055185-1.4255e-05i,0.0004233+8.9489e-05i,0.00061272-0.00035047i,-5.4242e-05-8.1964e-05i,-0.00014552+0.00078907i,-0.00012998+0.0006231i,0.00032825-0.00030222i,0.00043416-0.00033392i,-0.000466-0.00018045i,2.9608e-05+0.00030408i,0.00058302+0.00089131i,-4.1887e-05+0.00086984i,-4.6355e-05+0.00044795i,0.00021275-0.00019414i,-0.0004549-0.00032105i,-0.00068471-0.0001452i,-0.0005539+0.00020771i,-0.00039586-1.147e-05i,-0.00027631-0.00042298i
0.00084046-0.00027036i,0.001067+8.4044e-05i,0.0009442+0.00021914i,0.0011282+0.00036021i,0.00056395+0.00026894i,-0.00069364+0.00035435i,-0.0004688+0.0010359i,-0.00014888+0.00065912i,-3.1026e-05+0.00016802i,0.00019621+0.00054163i,0.00021983+0.00088361i,0.00095537+0.00073607i,0.0014176+0.00055191i,0.001066+0.00031965i,0.001085-0.00020053i,0.001101-0.00067061i,0.00038306-0.00062754i,-8.2557e-05-8.7579e-05i,-0.00058858-0.00035203i,-0.00028149-0.00058642i,0.00048871+0.00022528i,0.00059538+0.00034531i,0.0003508+6.856e-05i
0.0018974+0.0018043i,0.0036078+0.00012891i,0.0033801-0.0015514i,0.001965-0.001273i,0.00079113-7.379e-05i,0.00032236-0.00044531i,0.00047243-0.00017616i,-3.9595e-05+0.0006427i,-0.00051999+0.00090994i,-0.00055736+0.00095362i,-0.00053139+0.00053563i,-0.00030895+1.7074e-05i,0.00017671-1.4507e-05i,0.00022673-0.00033972i,-0.0007374-0.00086191i,-0.00076814-0.0010521i,-0.00010979-0.00019864i,-0.00065802-0.00015973i,-0.0012026-0.00060515i,-0.00094833-8.8969e-05i,6.2515e-05+0.00019134i,0.00051865+0.00029202i,0.00016956+0.00078479i
0.00059192+0.0010757i,0.00067417+0.00037743i,-0.00019524+0.00029008i,-0.00086912+0.0010158i,-0.0010189+0.00014515i,-0.00032611-0.00043492i,0.00030672+0.00021002i,-0.00014929+0.00014636i,0.00024241-0.00033471i,0.00060161-0.00065346i,-0.00012964-0.00093847i,-0.00039202-0.00016522i,0.00098867+0.00048789i,0.0014811+0.00056491i,0.00096541+0.00013341i,0.00061699-2.718e-05i,-0.0001347+5.4813e-05i,-0.00046814+0.00059264i,-0.0007324+0.00022607i,-0.00054521-0.00043071i,-0.00021699+8.7058e-05i,-0.00012194+0.00040024i,-1.9149e-05+0.0001875i
0.00079842+0.00086411i,0.00082253+0.000879i,0.00081439+0.0010706i,0.00088515+0.00054516i,0.00044236-0.00030098i,0.00023587-0.00028963i,0.00034935+0.00011798i,-0.00015196+0.0006118i,-0.00035078+0.00062228i,0.00049444+0.0005786i,0.0006438+0.00050201i,9.0613e-05-0.00024223i,-0.00056104-0.00060105i,-0.00034962+9.5423e-05i,2.8475e-05+0.00056078i,-0.00072614+0.00042612i,-0.00137+0.00073839i,-0.0010208+0.00063269i,-0.00097859-0.00034065i,-0.00044768-0.00020248i,0.00026761+0.00061903i,0.00022075+0.00019336i,0.00018002-0.00017976i
0.0015488-0.0020008i,0.0014737-0.0016943i,0.0012634-0.0017241i,0.00066258-0.0019581i,0.00021032-0.0012863i,0.00016208-0.00051267i,0.00026858-0.00042401i,0.00044538-5.6093e-05i,0.00030363+7.9074e-07i,0.00011449-5.3737e-05i,-0.0004354-1.7772e-06i,-0.00086895-0.00020752i,-0.00047453+0.0001645i,4.0766e-05+0.000496i,9.1465e-05+0.00032348i,0.00058173-0.00012689i,0.0010715-0.0002574i,0.0010211-2.5993e-05i,0.00029928+0.00052045i,0.00048103+0.00052413i,0.0008901+0.00062692i,-0.00017223+0.00082919i,-0.00050412+0.00075241i
0.00083934+0.00058595i,0.0018045+0.0006435i,0.0021232+0.00043768i,0.0016147+0.00032129i,0.00088772+0.0017603i,-0.00010657+0.0019386i,-0.00086033+0.00063333i,-0.00054981-0.00014071i,8.3982e-05-0.00045634i,-8.4587e-05+7.8305e-05i,-1.2595e-05+0.00050345i,0.00020622-9.6553e-05i,0.0002839-0.00019593i,0.00076914-4.0079e-06i,0.00099348-0.00052292i,0.00074294-0.00036773i,0.0012537+0.00016039i,0.00095306-0.00021635i,-0.00064492-0.00013686i,-0.00064417+0.00094117i,0.00018269+0.00083791i,0.0003586-0.00037014i,8.1269e-06-0.00095083i
0.0010785+0.000233i,0.0012524-0.00069052i,-0.00015046-0.00091651i,-0.0011921-0.0010817i,-0.00057369-0.00029026i,0.00017443+0.00010787i,9.4607e-05-0.00052022i,-0.00038125-0.0010076i,0.00034834-0.00013484i,0.0011736+0.00089612i,0.00018288+0.00048788i,-0.00059358-0.00012525i,-0.0005524+0.00043759i,-0.00027472+0.0010379i,0.00048228+0.00053237i,0.00076269+9.5412e-05i,0.0007493+0.00026546i,0.00072312+0.00047735i,0.0011679-0.00019548i,0.00086989-0.00016535i,0.00031822+0.00023125i,0.00087213+0.00011904i,0.0010804+0.0007095i
-0.00052128-0.0001892i,0.00089102-0.00031843i,0.0011902-0.00037872i,0.00044574-0.0002473i,0.00031727+0.00090488i,0.00022105+0.00092204i,-0.00028356+0.00019256i,-0.00034802+0.00038741i,-0.00039704+0.00048772i,-0.00076672+0.00037881i,-0.00070153+0.00044177i,0.00026057-0.00015632i,0.00066944-0.0010209i,0.00064257-0.00091381i,0.0004147-0.00072529i,0.00014396-0.0006773i,-0.00031472-7.8296e-05i,-0.00021274+0.00040253i,0.0006546-5.5915e-05i,4.3586e-06-5.083e-05i,0.00010348-0.00037986i,0.00087722-0.00056151i,3.8808e-05-0.00047575i
-0.00046116-0.00084308i,-0.00078665-0.00013705i,-0.001418+0.00035915i,-0.00085959+0.0012451i,-7.7591e-05+0.001622i,0.00053464+0.0010252i,0.00088053+0.00043483i,0.00099334+0.00014096i,0.00076196-8.0437e-05i,0.00010917-0.00027454i,0.00020878-0.00033627i,0.00046442-5.9766e-05i,0.00036812-0.00021948i,0.00071609-0.00075336i,0.00075864-3.4509e-05i,-0.00011459+0.0002384i,-0.00052856-0.00020744i,-0.00014008-0.00019281i,-0.00034636+7.7292e-05i,-0.0010025+0.00017365i,-0.00090583-0.00054782i,0.00013209-0.0011789i,0.00052058-0.00054244i
0.00072542-0.0018583i,0.00070317-0.0021151i,0.000231-0.0015274i,-0.00051189-0.0010816i,-0.00067123-0.0007425i,0.0001491-0.00045314i,0.00035097+0.00031331i,-8.0487e-05+0.00074807i,-9.4966e-05+0.00012206i,-0.00022895-0.00058141i,-0.00070128-0.00071946i,-0.00067795-0.00023295i,-0.00067635+0.00012343i,-0.00054174+0.00053521i,0.00013215+0.00080725i,0.00026015+0.0003832i,0.00042636+9.6681e-05i,0.0005879+0.00051566i,-0.00034508+0.00088993i,-0.00079013+0.00059791i,-0.00035047+0.00020194i,0.00039522+0.00020537i,0.00085001+0.00017364i
0.0022794+0.00075401i,0.0019619+0.00089902i,0.0016205+0.0001034i,0.00092353-0.00051633i,0.00031142-0.00013807i,0.0013106+0.00053466i,0.00071701+0.00093958i,-0.00022707+0.0010321i,0.00034736+0.00014932i,0.00036152-0.00089743i,0.00038116-0.00084236i,8.1463e-05-6.3242e-05i,-0.00044018+3.6969e-05i,-0.00016483-0.00028197i,9.5159e-05+0.0004307i,-3.8489e-05+0.00085525i,-0.00017757+0.0006026i,-0.00014667+0.00014604i,0.00023287-0.00054894i,0.00024131-0.00085218i,-0.00018962-0.00060275i,0.00012471-0.00026387i,2.7866e-05+0.00039035i
-0.0019629-0.00094701i,-0.0015147+0.00041553i,-0.0020987+0.0010628i,-0.0021934+0.00074416i,-0.00094141+0.00086299i,0.0014969+0.00094338i,0.0023019-0.00015543i,0.0012484-0.00088497i,0.00085399-0.00099174i,0.00012496-0.00043958i,-5.1442e-05+0.0001619i,0.00013068+0.00081391i,0.00044572+0.00070427i,0.0010217+0.00025869i,0.00069531+0.00031887i,0.00050041-0.00049092i,0.00065216-0.0002391i,-3.3506e-05+0.00039176i,-0.00027801+0.00014667i,0.00021821-0.00015845i,0.00018436-0.00070298i,-0.00036948-0.00079713i,-0.00037531-0.00025587i
0.002026-0.00080035i,0.0016138-0.00085708i,0.001943-0.0014822i,0.0020424-0.00068208i,0.0022843+0.00019464i,0.0014623+0.00039158i,0.00054305+0.00010631i,0.00075326+0.00053866i,0.00025082+0.00078645i,-3.6468e-06+0.00081838i,-0.00038417+0.000521i,-0.0010559-0.0001341i,-0.00086373-0.00076083i,0.00020726-0.00070118i,0.00054861-0.00040806i,0.00066669-0.0001522i,0.00084925-4.0423e-05i,0.0006646-0.00035507i,-0.00023928-0.00061144i,-0.00089527-0.00018619i,-0.00085031+0.00038243i,-0.00039752+0.00062475i,-0.00082078+0.0013342i
-0.0020704-0.00069694i,-0.0014836-7.3917e-05i,-0.00074568+0.00030306i,-0.00011272+0.0009241i,0.00089166+0.0015491i,0.0016178+0.00099185i,0.0011082-0.00034775i,0.00080387-0.00095989i,-1.7963e-06-0.00038374i,-0.00089844+0.00061183i,-0.00044384+0.00029295i,0.0006969-4.8922e-05i,0.0011404+0.00019601i,0.00088355+0.00020249i,0.0010241-0.00030908i,0.001207-0.00052483i,0.0010618-0.00045146i,0.0012704-0.00051813i,0.0010065+0.00022326i,-0.00034061+0.00034071i,-0.0013369+0.00025128i,-0.001481+0.00039535i,-0.0012811+0.00040437i
0.00028256+0.00024214i,0.00096236-2.6467e-05i,0.0020566-0.00069199i,0.0015854-0.00057467i,0.00078799+3.6459e-05i,0.00010707+0.00070234i,8.4536e-05+0.00092548i,8.4692e-05+0.00059175i,0.00021664+0.00017248i,0.00060332-0.0003605i,0.00046099-0.00059609i,0.00031172-0.00072407i,0.00030696-0.00055563i,0.00029728-0.0003685i,-6.3893e-05-0.0001295i,-0.00061664-3.8147e-05i,-0.00020604-0.00063176i,0.00012673-0.00010675i,-3.3975e-05+0.00015799i,-0.00013381+9.9362e-05i,-0.0001379+3.1668e-05i,-0.00012896-9.5011e-05i,-0.00015247-0.00022764i
0.00070456+0.00032508i,0.0013322-7.5481e-05i,0.0021211-0.00081766i,0.0019641-0.001985i,0.0012992-0.0018835i,0.0010273-0.00077177i,0.00073375+0.00015622i,0.00047261+0.00060684i,0.00085326+0.00064508i,0.00010178+0.00070035i,-0.00046806+0.00042682i,-0.00053033+8.0569e-05i,-0.00044855-9.0089e-05i,-0.00027026-0.00011458i,-0.00032521-1.5559e-05i,0.00013179+0.00030397i,-0.00012778-4.5485e-05i,-0.00044467-0.00048033i,-0.00015578-0.00076793i,2.2006e-06+8.3037e-05i,0.00033083+0.00102i,-0.00026576+0.00024909i,-0.0012475+0.00032566i
0.0011794+0.0010584i,0.0015678+0.00055904i,0.0021163-0.00088772i,0.0014773-0.00098483i,1.7534e-05+0.00016267i,-0.0006122+0.0012878i,-0.00052463+0.00054208i,0.00037844-0.00061389i,0.00085463-0.00016952i,0.00090445-0.00011812i,0.00079341-0.00017736i,0.00034111+0.00036248i,-7.5028e-05+0.00014438i,-0.00066886-0.00023443i,0.00016615-7.419e-05i,0.00030524-1.4091e-05i,-0.00029534-0.00039597i,6.3948e-05-0.00019215i,0.00010107+0.0003575i,-0.0005805+0.00010622i,-0.00032059-0.00042992i,0.00034383-0.00072407i,-0.00015729-0.00035219i
0.0013496-0.003118i,0.00039607-0.0022834i,-0.00098888-0.00069765i,-0.0016099+8.9161e-05i,-0.0011245+0.00020465i,-0.00025492+0.00072861i,-0.00045134+0.00010273i,-0.00053255-0.00090977i,-0.00023077-0.00055673i,-0.00023492-1.8085e-05i,-0.00038941+9.7475e-06i,-9.022e-06+0.00046419i,0.0005881+0.001332i,0.0006066+0.0011662i,0.0008878+0.00072309i,0.00097331+0.00072953i,0.0006867+0.00044332i,0.00082177+0.00036362i,0.0010099-0.00014762i,0.00065648-3.8005e-05i,0.00015616-0.00039501i,0.00031004-0.00078952i,0.00032354-0.00022473i
0.0017375-0.00027611i,0.0021026-0.0017i,0.0023556-0.0023185i,0.0016285-0.0015128i,0.0011434-3.9614e-05i,0.0011675+0.0010262i,0.00091594+0.00097215i,0.00063725+0.00041229i,-0.00063182-0.00032159i,-0.00080791-0.00028738i,5.0188e-05+0.00019277i,0.00067429+0.00014085i,0.00010223-9.5966e-05i,-0.00062616-8.6177e-05i,0.0001383-0.0002058i,0.00024907-0.00072728i,-0.00017026-0.0011918i,-2.2659e-05-0.00086146i,-0.00030807-0.00079904i,-0.00057903-0.00054952i,-0.00036387+0.00046827i,-0.0010845+0.00026881i,-0.0013273-8.6653e-05i
-7.831e-05-0.00052984i,0.00019562+0.00069698i,0.00033381+0.0010824i,0.00064413+0.00042355i,0.0004278-0.00010775i,-0.00094386+0.00010131i,-0.0011616-0.00014918i,-0.00011076+0.00011579i,0.00043095+0.0006974i,0.00083849+0.00019158i,0.00046861-0.00040521i,-0.00030431+5.9221e-05i,-0.00040747+0.00052772i,-0.00027418+0.0002049i,-0.00037016-0.00045444i,-0.00047634-0.00038187i,-1.1871e-05+2.0593e-05i,0.00040865-0.00015087i,-0.00040924-0.00038152i,-0.00057634-0.00040525i,0.00048195+4.1559e-05i,0.00061366+0.00015801i,0.00015-0.00031795i
0.0018729+0.00028728i,0.00082248-0.00030718i,0.00051406-0.0010068i,0.00018067-0.001147i,-0.00033652-0.00052472i,-0.0013944+0.00033369i,-0.0017979+2.4707e-05i,-0.00082953-0.0009749i,-0.00059761-0.0014583i,-0.00025881-0.0011165i,-0.00030583-0.00063101i,-0.00092767-0.00042051i,-0.00056511-6.9016e-05i,0.00017203-0.00025855i,-0.00025529+0.00011679i,-0.00076104+0.0004345i,-0.00033865-4.6875e-05i,-8.9587e-05-0.0004029i,-0.00026419-0.00023959i,5.0361e-05-0.00052936i,0.00034541-0.00017408i,-0.00027013+0.00047487i,-0.00056664-0.00031816i
9.3378e-05-0.001272i,1.4554e-05-0.001049i,0.00045991-0.00066121i,0.00034489+3.1663e-05i,0.00062266+0.0008023i,0.0013793+0.0012338i,0.00081421+0.00086922i,-0.00046238+0.00028427i,-0.0008048+0.00027699i,-0.00013566-3.8706e-05i,0.0010938-0.0005124i,0.0010886-0.00083364i,0.00032558-0.00048444i,0.00035361+0.00048208i,0.00051722+0.00084231i,-0.0003527+0.00024843i,-0.0008712-0.00043362i,-0.00041595-0.00054565i,-0.00013196-0.0003232i,-0.00016354-0.00061973i,-0.0005415-0.00037279i,-0.00036375+0.00019933i,-5.3833e-05-0.00038383i
-0.0019221-0.00052691i,-0.00068831-7.1565e-05i,0.00025685-0.00034716i,-0.0003935-0.00041541i,-0.00058404+0.00088754i,0.00042681+0.001124i,0.00050078+0.0001141i,3.6355e-05-0.00048037i,-0.00050482+0.00010357i,-0.00039187+0.00033817i,0.0003613-0.00014699i,0.00081216-0.00022303i,0.00087668-0.00053879i,0.0012197+7.5805e-05i,0.00071581+0.00020655i,-6.0774e-05-0.00015653i,-0.00029772-8.6238e-05i,-4.001e-05-0.0006617i,-0.00045617-0.00086763i,-0.0010206-0.00080068i,-0.0010462-0.00082568i,-0.00046971-0.00045993i,0.00018105+0.00019206i
0.00042198-0.00026143i,0.00051496-0.00048245i,0.00039727-0.0010643i,-1.768e-06-0.00034356i,0.00085094+0.00082122i,0.0011498+0.0010254i,0.0011772+0.00049524i,0.0004239-6.1287e-05i,-0.00041854-0.00014993i,-8.2914e-06+0.00019103i,0.00090473+0.00018784i,0.00057179+0.0002381i,0.00020272+0.00046539i,0.00041761+0.00034375i,0.00035348-0.00034617i,0.00068616-0.0012791i,0.00059854-0.00070691i,0.00017533-0.0001208i,-0.00024152-0.00041793i,-0.00036037-0.00044554i,-0.0001768-0.00032997i,-0.00059613-0.00036694i,-0.0004807-6.5226e-06i
-0.001364+0.00095607i,0.001046+0.0013697i,0.0018422+0.0014013i,0.001582+7.2376e-06i,0.0020468-0.00045056i,0.0015585-5.3735e-05i,0.001122+0.00058264i,0.0013029+0.00046548i,0.0014244+0.00018871i,0.0011238+0.0004446i,-0.00027024+0.00034144i,-0.00080501+0.00017607i,-0.00062316+0.00023092i,-0.00025176+0.00017241i,0.00061863+3.0712e-05i,0.00091766-0.00032619i,0.00038684-0.0011568i,-0.00029313-0.00036044i,-0.0006706+0.00058757i,-0.00079006-0.00018868i,-0.00027174-0.00018882i,0.00049746-7.7039e-05i,0.00047654-0.00089751i
-0.00026974+0.00029493i,-0.00023405-5.7109e-05i,0.00016367+0.00037212i,-0.00043668+0.00045838i,-0.00056686+0.00021523i,-6.2582e-06+0.00045544i,0.00038956+0.00085121i,9.2259e-05+0.00071939i,-8.5893e-05+0.00014728i,0.00010005-0.00067231i,-0.0004563-0.00055172i,-0.00071875-0.00016577i,-0.00078332-8.3823e-05i,-0.00055387+0.00065273i,-0.00021291+0.00072145i,-4.6057e-05+0.00074654i,0.00014006+0.00090447i,0.00021037+0.00077867i,0.00017576+0.00040126i,-9.8407e-05+0.00031019i,-0.00094183+0.00049058i,-0.00066874+0.00033367i,0.00068385+0.0005863i
-0.00032026+0.0003103i,0.00014356-0.0010553i,0.00031127-0.0020499i,-8.1519e-05-0.0013919i,-0.00029623+0.00024524i,-8.8943e-05+0.0011156i,0.00058181-0.00013515i,0.00046661-0.00043537i,-6.403e-05-0.00015535i,-0.00034558+0.0006432i,-0.00010056+0.0012882i,0.00037472+0.00033283i,0.00034637+8.579e-05i,0.00021783+0.00071872i,0.00086514+0.0011031i,0.0011545+0.00060762i,0.00030857-7.1292e-06i,0.00038007+0.00011182i,8.2624e-05+0.00022343i,-8.5144e-05+4.7249e-05i,-0.00030694+0.00020982i,-0.00027223+0.00043034i,-0.0001038+0.00016956i
-0.00031826-0.001257i,4.0314e-05-0.00064375i,-0.00045494-0.00019151i,-0.00010181+0.00068108i,0.00033351+0.0015575i,0.00072935+0.0012963i,0.0010323+0.00023108i,0.0011897-0.00012232i,0.0004519+0.00052199i,-0.00069742+0.0006379i,-0.00029499+0.00035674i,0.00031568+0.00023072i,2.1217e-05+0.0002178i,0.00037795-9.2827e-05i,0.00099117-0.00015929i,0.00069293-3.3303e-05i,0.00097801-7.2437e-05i,0.00070515-0.00017118i,-0.00034938-0.00040181i,-0.00054725-6.1658e-05i,-0.00072415+0.00060976i,-0.00047049+0.0014529i,-0.00028037+0.001192i
-0.0012528+0.00060932i,-0.00047577+0.0011912i,0.00073056+0.0009605i,0.0012025+0.00026464i,-4.6996e-05+0.00045082i,-0.00012763+0.00045296i,0.0012008+0.00045975i,0.00047307+0.0010472i,-0.00059611+0.00069418i,4.7507e-05-0.00055055i,0.00074444+0.00028916i,0.0006623+0.0011231i,0.00060227-1.5303e-05i,0.00086461-0.00067683i,0.0010139-0.00042314i,0.00058591+0.00013021i,0.00067368-0.00014872i,0.00055443-0.00053007i,2.5502e-05-0.00090424i,-0.00048107-0.00039514i,-0.00095721+0.00072613i,-0.00099074+0.00067807i,-0.00069444-0.00034259i
0.0010746+0.0002926i,0.0013798-0.00060695i,0.0011544-7.601e-05i,-3.8576e-05+0.00046101i,-0.00047338+6.2957e-05i,-0.00058724-0.00065391i,-0.00024649-0.00071665i,-0.00031791-0.0002036i,-0.00061342+0.00071546i,-0.00032978+0.0007286i,-0.0007015+0.00018701i,-0.000826-0.00073027i,-0.00025212-0.00070245i,0.00014175+0.0002042i,-0.00018215+0.00043537i,-2.3857e-05-0.00014939i,-0.00010733-0.00035935i,-0.00084541+8.1549e-05i,-0.0012051+0.00014217i,-0.00012709-0.00014889i,0.0008356-4.6469e-05i,0.00046809+0.00051379i,0.00035524+0.00035826i
-0.0011183+0.00084871i,-0.0013602+0.00088977i,-0.00030418+0.00030186i,0.0010005+0.00046167i,0.0011962+0.00053212i,0.00070717-0.00021469i,0.00063668-0.00067003i,0.00050424-0.00049107i,0.00025155-0.00012862i,-0.00028214+0.00052381i,-0.00053286+0.00023084i,-5.7369e-05-0.00081303i,0.0002908-0.0010709i,0.00022326-0.0008594i,0.00034195-0.00075178i,0.00078365-0.00092783i,0.00075393-0.00075656i,0.00082612-0.00048617i,0.00017598+1.2392e-05i,8.3102e-05+0.00055493i,0.00019668+0.0005171i,-0.00035298+0.00031289i,-0.0010462+0.00084078i
-0.0011559-0.0014301i,0.00021907-0.0019412i,0.0005959-0.00089132i,0.00041652+0.00048373i,0.0001846+0.0015177i,0.00061696+0.00075564i,0.00030148-0.00089728i,-0.00018996-0.0010966i,-0.00038832-0.00068606i,0.00010895+0.00018702i,0.00036328+0.00031038i,0.00022149-0.00043444i,0.0006442-0.00050783i,0.0014432-0.00030259i,0.0013271+0.00018603i,0.00025518+0.0001763i,0.00032149+5.1417e-06i,0.00069596+1.9656e-05i,0.00039689+0.00042612i,-0.00025525+0.00040541i,-0.00088001-5.7271e-05i,-0.00098836-0.00030917i,0.00015034-0.00026687i
0.00023731+0.00071072i,0.0013963-1.8638e-05i,0.001769-0.00019832i,0.001399-0.00061197i,0.0011446-0.00015298i,0.0010954-4.201e-05i,0.0008801-0.00054142i,0.0004149-0.00032989i,-0.00057379-0.00053224i,-0.0017274-0.0012058i,-0.0013957-0.0010005i,-0.00071818-0.00043713i,-0.00060444-0.00019661i,-0.00029527-0.00022854i,1.9485e-05-0.00054998i,0.00055772-0.00064988i,0.00082505-0.00023822i,0.00036139-0.00054775i,-0.00019591-0.00053503i,-0.00078658-0.00015666i,-0.00037265+5.7155e-05i,0.0003675+0.00016823i,-0.00022645-0.0001797i
0.00038871-0.0012235i,0.00045525-0.0019489i,0.00020504-0.0020892i,-0.0011054-0.00018388i,-0.0014614+0.0014384i,-0.00057882+0.0011269i,0.00039006+0.00058932i,5.0161e-06+0.00047055i,-0.00030519+0.00013138i,4.5451e-05-0.00010675i,0.00039665+1.7421e-05i,1.7282e-05+0.00033539i,-0.0010092+0.00091924i,-0.00061976+0.0015328i,-1.5005e-05+0.00081565i,8.9239e-05+0.00043606i,0.00032094+0.0002764i,0.00054325-0.00075624i,0.00075113-0.00054721i,0.00021954-9.4281e-05i,-0.00016344-0.000567i,0.00021778-0.00046999i,-0.00013498+0.00017982i
