-0.0036722-5.5365e-05i,-0.0032949+0.0016065i,-0.0044065+0.0029851i,-0.0032964+0.0029672i,-0.0022423+0.0021264i,-0.00246+0.0016975i,-0.0023666+0.0011118i,-0.0013219+0.00065962i,-0.00032732+0.00054252i,-0.00014767+1.2301e-05i,0.00019174-0.00027137i,3.8402e-05-0.00010208i,0.00013677+0.00022157i,0.00048775+0.00030423i,-0.00013427+0.00047909i,-0.00062491+0.00059618i,4.1435e-05+0.00072831i,0.00028079+0.000671i,-0.00017788+0.00055404i,-0.00040604+0.00067218i,-0.00071644+0.0010722i,-0.0012869+0.00090504i,-0.0005539+0.00038113i
-0.001164-0.00081572i,-0.0012165+0.00035221i,-0.0015376-0.00027971i,-0.0018227-0.00089729i,-0.0022761-0.00091912i,-0.0030204-0.0017608i,-0.0040735-0.0017591i,-0.0035164-0.0010144i,-0.0020844-0.00088874i,-0.001282-0.0012249i,-0.0015437+0.00021605i,-0.00189+0.0018389i,-0.00087385+0.0011754i,-0.00040188-0.00012907i,-0.00051467-0.00029578i,-0.00028124-0.00026919i,0.00011334-0.00020755i,-6.9599e-05+0.00046749i,-0.00027206+0.0004738i,0.00011608-1.5365e-05i,-0.0001476-0.00067264i,-0.00057949-0.00045849i,-0.00058921+0.00028112i
-0.00042953+0.0025753i,-0.001417+0.00080262i,-0.00096087-0.0017102i,-0.00058444-0.0023743i,-0.00096723-0.0021024i,-0.002629-0.0016942i,-0.0041803-0.001204i,-0.0030986-0.00062137i,-0.0012016-4.137e-05i,-0.00048374+0.00040637i,-0.00029634+0.0010074i,0.00042568+0.0015599i,0.00025022+0.0011598i,-0.00084285-0.00047237i,-0.0014373-0.00096137i,-0.0015536-0.00063735i,-0.0007714-0.00045163i,-0.00018062-0.00016378i,5.705e-05-0.0010819i,0.00076015-0.0014869i,0.00071484-0.00039878i,6.1174e-05+0.00015388i,-0.00022289-4.9229e-06i
-0.00099525+0.00022761i,-0.0012846+0.00040697i,-0.0025439+0.00022647i,-0.0023868+0.00013816i,-0.0016157+0.00075736i,-0.0019021+0.0013212i,-0.0020425+0.0017049i,-0.0017256+0.0016985i,-0.0011088+0.0019265i,-0.00043322+0.0017543i,0.00049342+0.0012339i,0.00090196+0.00043274i,0.0010154+0.00017762i,0.0002235+0.00022304i,-0.00019546+2.854e-05i,-0.00041891+0.00057242i,-0.0012825+5.1464e-05i,-0.0014191-0.0010839i,-0.00091549-0.00091181i,-0.00057234+5.9504e-05i,-0.0008429+0.00037415i,-0.00063886-9.576e-05i,1.4984e-05+0.00034026i
-0.0017485+0.0027246i,-0.0013987+0.0041251i,-0.0015491+0.0036369i,-0.00021554+0.0012211i,0.00087741+0.00055139i,0.00013827+0.00039677i,0.00036346+0.00063314i,0.00089513+0.0011499i,0.00036197+0.00023994i,0.00068975-0.00033061i,0.00099866-0.00051164i,0.00059101-0.0009856i,-6.1973e-05-0.00111i,-0.00029854-0.0006542i,-0.00056759-0.00034892i,-0.00093717-0.00048903i,-0.00037262-0.00013529i,-5.5755e-05+0.00014237i,-0.00014639+0.00036858i,0.00061028+0.00031282i,0.0013912-0.00042232i,0.0012744-0.00025083i,0.00025703-0.00035177i
-0.0017158+0.00085333i,-0.0007623+0.0017912i,-0.0017069+0.0029351i,-0.0017617+0.0023492i,-0.0010767+0.0014017i,-0.00051561+0.00060663i,0.00066905+0.00060809i,0.00088207+0.00018094i,0.00049097+0.00046618i,-0.00050835+0.0010447i,-0.0013339-0.00013236i,-0.00085101-0.00079579i,-0.0005608-0.00050379i,-0.00066781-0.00033255i,-0.00070616+0.00023969i,-0.00096277+0.00076491i,-0.00078847+0.00073439i,-0.00038039+0.00019696i,0.00010556-8.9154e-05i,0.00055515-0.00023873i,0.00010157-0.00054009i,-0.00079198-0.00019372i,-0.00095122-4.7109e-05i
0.00058073+0.0011068i,0.0021281+2.3619e-05i,0.0026838+0.00071087i,0.00098587+0.0011788i,0.00047292-0.00052606i,0.0009265-0.0023613i,0.0004216-0.002025i,2.8382e-06-0.00070258i,0.00054308+0.00052324i,0.00082736+0.00075757i,0.00014664+0.00034283i,-0.001052+0.00020518i,-0.0014881+2.4666e-05i,-0.00080571-1.9748e-05i,-0.00024786-0.00024796i,-0.00011452+9.5943e-05i,-3.6589e-05+0.0015185i,0.00014723+0.0018669i,0.00031103+0.00079453i,0.0004845+0.00014073i,0.00032229+0.00012058i,0.00016602+0.0005486i,0.00056724+0.00050767i
-0.0021809+0.00031693i,-0.0010192-0.0010665i,0.0016563-0.0017505i,0.0021898-0.0016715i,0.00084033-0.0014734i,-0.00058304-0.0023301i,-0.0016283-0.0034649i,-0.0010774-0.0022804i,-6.4097e-05-0.00022678i,0.00017898+0.00013398i,-0.00031945-2.8667e-05i,-0.00096417+0.0009129i,-0.00027854+0.0016192i,-0.00010364+0.00072266i,-0.0003136+0.00048695i,-0.00011956+0.00097389i,0.00043005+0.00025898i,0.00086827+0.00017381i,0.0011658+8.9796e-05i,0.0012872-0.00056147i,0.00044125-0.00020677i,0.00036663+2.7099e-05i,0.00085164-0.00043907i
0.00052169+0.0014565i,-0.00032317+0.00050129i,0.00024874-0.0012997i,0.00076341-0.0024218i,-0.00031082-0.0027432i,-0.0023036-0.0019166i,-0.002892-0.0014207i,-0.0019622-0.0013626i,-0.00079146-0.0012338i,2.0888e-05-0.0009801i,0.00063109+3.4692e-05i,0.00084009+0.00094366i,0.0010374+0.0004449i,0.0010094-0.00029669i,-7.6548e-05-0.00034766i,-0.00013122-0.00082259i,0.00010453-0.00061442i,-0.00011319-0.00034992i,-5.1958e-05-0.0009915i,-0.00020001-0.00093057i,-0.00038626-0.00057553i,-0.00012524-0.00066485i,6.2788e-05-0.00070042i
-0.00061477-0.00055559i,-0.0012561-0.00077575i,-0.0030766-0.0033961i,-0.0039004-0.0048641i,-0.0030314-0.0030268i,-0.0032567-0.00084158i,-0.0039536-0.00010377i,-0.0034305-0.00028775i,-0.0026752-0.001105i,-0.0019775-0.0013292i,-0.0013042-0.00054146i,-0.0012112+0.00031584i,-0.0010196-3.7039e-05i,-0.00046398-3.5229e-05i,-6.2371e-05+3.1911e-05i,-0.00049692-0.00061269i,-0.00065185-0.00059184i,-8.5814e-05-8.6204e-05i,-0.00014323+5.8563e-05i,-0.00040909-0.00056076i,-0.0006163-0.0011745i,-0.0010107-0.0010536i,-0.00077396-0.00099121i
0.00024934+0.004061i,-0.00033314+0.0050118i,-0.001721+0.0048614i,-0.0015904+0.001606i,-0.00068998-0.001129i,-0.0018398-0.00095308i,-0.003172+0.00097916i,-0.0032776+0.0018706i,-0.0031018+0.0014218i,-0.0023841+0.00093773i,-0.0016286-0.0002189i,-0.00048598-0.0018909i,0.00059914-0.0021617i,0.00075897-0.001107i,0.0001192-0.0011603i,-0.00076866-0.0015302i,-0.0016755-0.00065323i,-0.0015013-0.0004527i,-0.0010635-0.00053016i,-0.00010144-0.00043048i,-6.7454e-05-0.00031736i,-0.00054888-0.0009264i,-0.00028212-0.00064361i
0.0021263+0.00091835i,0.0023794+0.0015211i,0.0025661+0.0020696i,0.00084394+0.0013987i,-0.00089428+0.00041439i,-0.0021784+0.00027598i,-0.0030438+0.0012498i,-0.0026129+0.0028838i,-0.002484+0.0035643i,-0.0023352+0.0026651i,-0.0014497+0.0012056i,-0.00039729-0.00030804i,0.00013435-0.00069763i,2.3227e-06-0.00073679i,-0.00023445-0.00129i,-0.00090357-0.0012683i,-0.00123-0.00042962i,-0.0011931-0.00041185i,5.0706e-05-0.0011562i,0.00090533-0.00047454i,0.00019936+0.0002513i,-0.00034068+0.00069454i,-0.00020134+0.001152i
0.00013768-0.00068714i,0.0020303-0.0002467i,0.001626+0.00089849i,-0.00043706+0.0015587i,-0.00069117+0.00067575i,0.0012148+0.00095494i,0.0035139+0.0020365i,0.005158+0.0004319i,0.004993-0.0019765i,0.0028304-0.0030009i,-0.00025271-0.0030695i,-0.0024445-0.0023155i,-0.0025946-0.0010796i,-0.001196-7.1165e-05i,-0.00067824+0.00027043i,-0.0011464+0.00025135i,-0.0003956+0.00054549i,0.00019175+0.00027934i,-0.0006275-0.00016596i,-0.00053642+0.00016846i,0.00027772+0.00016685i,0.00044233+0.00030384i,0.00076419+0.00053562i
-0.0020931-0.0013326i,-0.0012383-0.0017917i,8.531e-05-0.0014493i,-9.6244e-05-9.4486e-05i,-0.0009677+0.00066229i,0.00072659-0.00012552i,0.0026954-0.00087893i,0.0031532-0.00144i,0.0022906-0.0024905i,0.00077646-0.0024412i,-0.00013415-0.0010978i,-0.00060244-9.856e-05i,-0.00079109+0.0001401i,-0.00062331+0.00038389i,-0.00050328+0.00028884i,-0.00071487-0.00021646i,-0.00043178-0.00044172i,0.0002821-0.00026052i,0.00036417+0.00027161i,0.0005026+0.00067621i,4.7817e-05+0.000758i,-0.0001078+0.00014872i,0.0005371+4.7983e-05i
8.5481e-06+0.0013273i,-0.0010342-0.00092167i,-0.00027545-0.0026341i,0.0014237-0.0026968i,0.0011652-0.0021841i,-9.5585e-05-0.0018091i,8.9076e-06-0.0024797i,0.0013079-0.0035737i,0.0017918-0.0031168i,0.0014506-0.0024851i,0.00088358-0.0014804i,0.00050339+7.3579e-05i,0.00050392+0.00063453i,0.00018188+0.0011999i,-0.00062159+0.00099877i,-0.0010618+0.0001515i,-0.00082524-0.00076875i,-0.0004829-0.00090448i,-0.00080076-0.00098589i,-9.7627e-05-0.00074508i,0.00048158-0.00028113i,-4.2764e-05-0.00084969i,3.104e-05-0.0010178i
-0.0028804+0.0030281i,-0.0031527+0.0035558i,-0.0020055+0.0017069i,-3.9611e-05-0.0011661i,-0.00032051-0.0020346i,-0.0021314-0.0023085i,-0.0025294-0.0030954i,-0.00091001-0.0029212i,0.00069194-0.0028026i,0.0010232-0.0025903i,0.00099027-0.0016035i,0.0017806-0.00021164i,0.0018774+3.3973e-05i,0.00035086-0.00048252i,-0.00059245+5.8439e-05i,-0.00021331+0.00090942i,-0.00045944+0.00052855i,-0.00073922+0.00029231i,-0.0010017+0.00033819i,-0.0012047-7.5069e-05i,-0.00034522-0.00050619i,-4.549e-05-0.0005166i,-0.00017476+9.2589e-05i
0.00022782+0.0014213i,-0.00068947+0.0047451i,-0.0018329+0.0039823i,-0.0017992-0.00023508i,-0.0023675-0.0025963i,-0.003561-0.0020386i,-0.0038441-0.0011022i,-0.0030168-0.00078757i,-0.0019784-0.0012591i,-0.0012465-0.0015377i,-9.1727e-05-0.00098567i,0.00088403-0.0011105i,0.00061709-0.0016235i,8.3349e-05-0.0013666i,0.00028409-0.00048067i,0.00012425-0.000368i,-0.00055027-0.0012106i,-0.00047546-0.0014606i,1.5646e-05-0.0013576i,4.0765e-06-0.00056618i,-0.00072742+0.00069944i,-0.0015417+0.00073452i,-0.0013768+0.0006583i
0.0017783+0.0020317i,0.0029432+0.0033252i,0.0022433+0.0044259i,-9.2882e-05+0.0024388i,-0.0013531+0.00036535i,-0.0020663+0.00030402i,-0.0025382+0.0012899i,-0.0020931+0.0014207i,-0.0020359+0.0005802i,-0.0019673-0.0001362i,-0.00154-0.0010968i,-0.0012747-0.0020277i,-0.0011617-0.0021223i,-0.00080687-0.0012023i,-0.00041049-0.00057921i,-0.000417-0.00020078i,-0.00058513-4.1602e-05i,-0.00070012+5.8916e-05i,-0.00045964+0.00033398i,-6.3743e-06-0.00024052i,3.7195e-05-0.00077644i,-0.00078742+3.5734e-05i,-0.0010633+0.0010671i
-0.00035679+0.00038206i,0.0022526+0.0018934i,0.0022544+0.0047921i,0.00056519+0.0043171i,0.0001785+0.0015638i,8.7627e-05+0.0013415i,-0.00016041+0.0021671i,-0.00012217+0.0017819i,-0.00019423+0.001394i,0.0001588+0.00060074i,0.00018713-0.00042048i,-0.0010198-0.00061683i,-0.0016812-4.419e-05i,-0.0013343+0.00033854i,-0.00086899+0.00052581i,-0.00084101+0.00026241i,-0.0009444+0.00075792i,1.1853e-05+0.0011822i,0.00056887+0.0006422i,0.00047638+0.00022066i,0.00066974+0.00019672i,0.000775+0.0005676i,0.00096899+0.0013055i
-0.0037989+5.2544e-05i,-0.00073091-0.0013907i,0.0036211+0.00048031i,0.0037997+0.0026936i,0.0012986+0.0016428i,0.0010087+0.0001536i,0.0022266+0.00059162i,0.0027799+0.0015235i,0.0025036+0.0014472i,0.0017712+0.0012722i,0.00054296+0.0014222i,-0.00071587+0.0012664i,-0.00066492+0.0011108i,-0.00077589+0.0012204i,-0.00073204+0.0007965i,-0.00061528+0.00024774i,-0.00027986+0.00046253i,0.00061319+0.00069605i,0.00061177+0.00040211i,9.6933e-05+6.1867e-05i,0.00014332-5.9843e-05i,0.00022966+0.00012164i,0.00069767-0.00014703i
-0.0028132+0.00075019i,-0.0030173-0.0025282i,-0.00061492-0.0048151i,0.0011681-0.0035179i,0.00023691-0.0011616i,0.00045832-0.00098565i,0.0019903-0.0020683i,0.0028424-0.0017931i,0.0033891-0.0011484i,0.0024165-0.00089652i,0.00087824+0.00025266i,0.00055046+0.00015567i,0.0013175-0.0009391i,0.0016854-0.00043449i,0.0010307-8.018e-05i,0.00044901-9.3778e-06i,0.00022139+0.00036892i,-0.00016973+0.00068956i,-0.00073379+0.00075267i,7.5049e-05-0.00017936i,0.00029396-0.00079685i,-0.00087236-0.00047558i,-0.00072165-0.00022439i
-0.0028258+0.003025i,-0.0048534+0.00069804i,-0.0039016-0.0019733i,-0.00052253-0.0034172i,0.00044155-0.0030468i,-0.00034741-0.0036663i,-0.0012714-0.0045671i,-0.00079994-0.0046742i,0.00043098-0.0040263i,0.0013039-0.0030953i,0.0013497-0.0022368i,0.0012993-0.00111i,0.0021077-0.00088659i,0.0022719-0.0013612i,0.0011921-0.0011664i,0.00070642-0.00077024i,0.00068368-0.00040713i,0.00020667-3.0165e-05i,0.00039963-0.00054165i,0.00047263-0.0015382i,-0.00067547-0.001317i,-0.0011777-0.00032138i,-0.000882-0.00023218i
-0.0011858+0.0038483i,-0.0041377+0.0031927i,-0.0065695+0.00090993i,-0.0056965-0.001345i,-0.0034678-0.0022719i,-0.0021727-0.0022503i,-0.0029043-0.0027105i,-0.0034532-0.0030886i,-0.0027935-0.0035719i,-0.0014758-0.0035385i,0.000133-0.0026248i,0.00072538-0.0022185i,-1.0542e-06-0.0020968i,-0.00054191-0.0012688i,-0.00053172-0.0010978i,-0.00053317-0.0016242i,-0.0011518-0.0011351i,-0.0015424+7.4009e-05i,-0.0013363+0.0006329i,-0.0013932+0.00020793i,-0.0016446+0.00031305i,-0.0010186+0.00056952i,1.2682e-05+0.00058934i
0.0016391+0.0022342i,0.0009234+0.0050151i,-0.0019203+0.0053259i,-0.0041809+0.0026887i,-0.0039249-0.00041886i,-0.0026911-0.0014227i,-0.0026894-0.00050236i,-0.0030741-0.00043374i,-0.0025642-0.00079579i,-0.0020018-0.001128i,-0.0011938-0.0014048i,-0.00060836-0.0018719i,-0.0010299-0.002072i,-0.0014341-0.0020181i,-0.00083054-0.0021047i,-0.00039819-0.0021691i,-0.00046584-0.001761i,-0.00066176-0.00066i,-0.00091296-0.00011885i,-0.00080522-0.0003851i,-0.00070904+0.00033536i,-0.0006462+0.0014797i,-0.00076734+0.00097553i
0.00078019-0.0010528i,0.0027904+0.0024751i,0.0019876+0.0055063i,-0.00077431+0.0060605i,-0.0023438+0.003251i,-0.0024888+0.0016061i,-0.0020025+0.0018198i,-0.0015564+0.0024286i,-0.0019822+0.0027696i,-0.0027307+0.0012144i,-0.0022159-6.1649e-05i,-0.0022788+0.00015303i,-0.0025371+0.00022011i,-0.0017735+0.00048318i,-0.00090607+0.00057989i,-0.00070768-1.8061e-05i,-0.0003337-7.1749e-05i,-0.00015466+0.00051565i,3.9691e-05+0.00038644i,0.00026924-0.00018619i,-0.00037501+0.00019362i,-0.00065996+0.00033789i,-0.00034869-0.00046163i
-0.0017892-0.0029176i,0.00308-0.0034473i,0.0051512+0.0002844i,0.0025234+0.0029272i,0.00014949+0.0028385i,0.00029158+0.0018837i,0.0014665+0.0016952i,0.0022365+0.0022976i,0.0011761+0.0024432i,0.00012927+0.0017641i,-0.00046841+0.0011021i,-0.0012104+0.0010318i,-0.00070722+0.001439i,-4.319e-05+0.0014067i,-0.0004158+0.0007588i,-0.00096016+0.00044342i,-0.001319+0.00064222i,-0.00076949+0.00018677i,-0.00021858-0.00020043i,2.6344e-05+7.7272e-05i,0.00025208-0.00033816i,0.00056172-0.00087259i,0.0011633-0.00048995i
-0.0043734-0.0024266i,-0.0035347-0.0046646i,9.1812e-05-0.0059724i,0.0033643-0.0035269i,0.0034235-0.0011575i,0.0022748+0.00018707i,0.0024069+0.00010367i,0.0037522+4.6426e-05i,0.003534-0.00016429i,0.0024839-0.00032744i,0.0013762+0.00020359i,0.00043747+0.00086902i,0.00034549+0.0013186i,-4.0746e-06+0.0012656i,-0.00049129+0.001271i,-6.9605e-05+0.00074512i,-2.073e-05+0.00023027i,-0.00045777+0.00049172i,-0.0005412+0.00060247i,-0.00080804+0.00034187i,-0.001252-0.00035298i,-0.00079066-0.00097256i,0.00055083-0.0008591i
-0.0079884+0.001407i,-0.0095141-0.0024567i,-0.0063547-0.0059112i,-0.002117-0.0044169i,0.00020878-0.0016137i,0.00079456-0.0017857i,0.0001524-0.0026605i,-3.558e-05-0.0029778i,0.00084733-0.0030433i,0.0014152-0.002621i,0.0012485-0.00069487i,0.0018531+0.00052269i,0.0022125+2.618e-05i,0.0019803+0.00013777i,0.0016219+0.00086976i,0.00087743+0.00077314i,0.00057334-0.00035269i,0.00077429-0.00045946i,-4.7134e-05+2.8519e-05i,-0.0003101-0.00014117i,-0.00017716-0.00057111i,-0.00035933-0.00081674i,-0.00079374-0.00076562i
-0.0049091+0.0076074i,-0.0076096+0.0069901i,-0.0086221+0.0028452i,-0.0057529-0.0018107i,-0.0016141-0.0032151i,-2.4485e-05-0.0038341i,-0.00054969-0.0039817i,-0.0013419-0.0038825i,-0.0014013-0.0032598i,-0.00078396-0.0027755i,0.0002527-0.0026944i,0.0012312-0.0032315i,0.0021116-0.0033415i,0.0022318-0.002549i,0.0014409-0.0025423i,0.00039699-0.0025343i,-0.00039242-0.001567i,0.000127-0.00052836i,0.00050208-0.00013844i,0.00012456-0.0003063i,-0.00038037-0.00074384i,-0.0010801-0.0006562i,-0.0013449-0.00022593i
0.0020656+0.0055942i,0.0003572+0.0086456i,-0.0040615+0.0085585i,-0.005452+0.0049006i,-0.0038653+0.0015812i,-0.0030497-0.00015311i,-0.0030024-0.0012345i,-0.0033158-0.0016881i,-0.0035945-0.0018461i,-0.003324-0.0013802i,-0.0022727-0.00096155i,-0.00075716-0.0012013i,-0.0015461-0.0011387i,-0.0023111-0.0017932i,-0.0010627-0.0030687i,-0.0015533-0.0020071i,-0.0021544-0.00022371i,-0.0011729+0.00017382i,-0.00059158+4.6824e-05i,-0.00088984+7.9771e-05i,-0.0012494+0.00041425i,-0.0015041+0.00096695i,-0.00061348+0.00077395i
0.0038184+0.00057676i,0.0047283+0.004945i,0.002702+0.0071494i,-0.0015886+0.0053621i,-0.0044287+0.0021019i,-0.0047926+0.00077949i,-0.0045588+0.0015942i,-0.0038631+0.0021931i,-0.002866+0.0016715i,-0.0019845+0.00076215i,-0.0014829+0.00017772i,-0.0022582-0.00037972i,-0.0026597+0.00029798i,-0.0023074+0.00094369i,-0.0020033-9.4943e-05i,-0.0015461-0.00093369i,-0.0015188-0.00037125i,-0.0011867+0.00024564i,-0.00057261+0.00035433i,-0.00014522-0.00030145i,-0.00045249-0.0010587i,-0.00066562-0.00091477i,0.00069928-0.00063791i
0.0040859-0.0024641i,0.0093501-0.00091328i,0.011318+0.0029353i,0.0067863+0.0048448i,0.0010245+0.0032424i,-0.0016508+0.0012735i,-0.0016974+0.0014187i,-0.00098705+0.0032208i,-0.00053333+0.0029547i,-0.00046315+0.0013578i,-9.6796e-05+0.00060468i,-0.00028786+0.00048459i,-0.0012479+0.0010375i,-0.0019997+0.0012924i,-0.0017771+0.00033014i,-0.00065941-0.00030673i,-0.0002639-0.00010106i,-0.00012036-0.00018045i,-0.00036898-0.00071426i,-0.00014677-0.00094301i,0.00041229-0.00037443i,0.00030483+0.00059345i,0.00060199+0.0010769i
-0.0021832-0.0064166i,0.0014663-0.0099686i,0.0052058-0.0093822i,0.0057792-0.004731i,0.0025702-0.0011549i,2.8258e-05+4.392e-05i,0.0009205+0.0014394i,0.0028138+0.0024144i,0.003427+0.0017467i,0.0021881+0.00016852i,0.0015369-0.00045852i,0.00087742+0.00038273i,0.00011779+0.0012058i,-0.00023862+0.0010495i,-0.00025241+0.0013379i,-0.00063314+0.0013089i,-0.0010358+0.00066426i,-0.00082003+0.0008067i,-0.00035982+0.00082795i,0.00059451+0.00017422i,0.00051372-0.00053542i,9.9549e-05-0.0010932i,-0.0002364-0.0009792i
-0.0065024-0.00024014i,-0.006935-0.0050715i,-0.0025194-0.0094962i,0.0031418-0.0091726i,0.0043008-0.0050056i,0.0024852-0.0021469i,0.0019281-0.0016323i,0.0032568-0.0011779i,0.0036801-0.0014198i,0.0024884-0.0018809i,0.001727-0.0011393i,0.0015987-0.00044416i,0.0017052-0.00051876i,0.0022709+0.00010806i,0.0021167+0.0009797i,0.0010802+0.00069073i,0.00047864-0.00013082i,0.00034281-0.00076038i,0.00020162-0.0002467i,-6.6401e-05-3.2773e-05i,-0.00016648-0.00068422i,-0.00044203-0.00097786i,-0.00044095-0.00041437i
-0.0061404+0.0019577i,-0.011236-0.00018189i,-0.014307-0.0050579i,-0.010985-0.0080077i,-0.0053708-0.0061779i,-0.0020977-0.0032216i,-0.00041407-0.002144i,0.00026493-0.0023381i,0.00065674-0.0033667i,0.00099983-0.0034715i,0.00045908-0.00263i,0.00051125-0.0020081i,0.00091051-0.0017462i,0.00045174-0.0015373i,-4.1518e-06-0.0013578i,0.00032838-0.0006744i,0.00029598-0.00010916i,-0.00067814+0.00025832i,-0.00087776-0.00029714i,-0.00060824-0.00090678i,-0.00099424-0.00063734i,-0.0012372-0.00025294i,-0.00010938-0.00051184i
-0.0042663+0.0077938i,-0.0066401+0.0097959i,-0.0099824+0.0088852i,-0.0097659+0.0037949i,-0.0060167-0.0012031i,-0.0031732-0.0034247i,-0.0021766-0.0037181i,-0.0027121-0.0028696i,-0.0030197-0.0027645i,-0.0017341-0.0028543i,-0.0002316-0.0022322i,4.4393e-05-0.0025488i,-0.00023793-0.0031525i,-0.00012507-0.002716i,0.00049571-0.0020687i,0.0012281-0.00069042i,0.00075945-0.00023104i,0.0009322-0.00055502i,0.00073249-0.00025642i,-0.00028603+0.00020179i,-0.00087929+0.00021609i,-0.0011144+0.00022024i,-0.00026653+0.00023391i
0.0041657+0.0071849i,0.004118+0.012051i,6.3598e-06+0.015323i,-0.0042619+0.012813i,-0.0040666+0.0062869i,-0.0029+0.0016714i,-0.0036906+0.00077715i,-0.0038245+0.00082141i,-0.0035902+0.00067081i,-0.00269+0.00060352i,-0.0012323-0.00029432i,-0.0011972-0.0011089i,-0.0010978-0.00091959i,-0.00042848-0.00064817i,-0.00055179-0.0011386i,-0.00092687-0.0012354i,-0.00093941-0.0012325i,-0.0004489-0.0013483i,0.00032283-0.0010662i,0.00015026-0.00058766i,-0.00092288+0.00027513i,-0.00096927+0.00081128i,9.8714e-05+0.0010514i
0.0085717-0.00064519i,0.014194+0.0025452i,0.015396+0.0067713i,0.0099816+0.0082757i,0.0027638+0.0052116i,-0.0013586+0.0020429i,-0.0023254+0.001665i,-0.0018069+0.0023071i,-0.0018426+0.0014465i,-0.0013249+0.00023622i,-0.00083328+7.2158e-05i,-0.0015602+0.00010921i,-0.0020661+0.00027356i,-0.0011367-4.0738e-05i,0.0003428-0.00081115i,-0.00027215-0.0011161i,-0.0016582-0.0010423i,-0.0015873-0.00027305i,-0.00096555+0.00019726i,-0.00051543-0.00014126i,0.00019314-0.00039821i,0.00074207+0.00018576i,0.0015882+0.00015495i
0.0014338-0.0054878i,0.0056802-0.0084393i,0.010739-0.0074496i,0.010802-0.0030065i,0.0060324+0.00046402i,0.0016297+0.00097374i,0.0003226+0.00065656i,0.00012841+0.0018847i,0.00046861+0.0019762i,0.00055661+0.00066717i,0.00016897+0.00064755i,0.00034932+0.0015236i,0.00043443+0.0010654i,0.00013335+0.00018293i,-0.00035134+0.000358i,-0.00072192+0.00085306i,-0.00078613+0.00067911i,-0.00096372+0.00047242i,-0.00069316+0.00058902i,-8.6744e-05+7.0578e-05i,-0.00013495-0.00045197i,-9.8228e-06-0.00081783i,0.00086373-0.00058398i
-0.0048619-0.0080668i,-0.0036385-0.013649i,0.00061253-0.016809i,0.0035435-0.013557i,0.0023185-0.0063437i,0.00087626-0.0018268i,0.00077182-0.00034152i,0.001965-0.00023339i,0.0025757-0.00068984i,0.0017349-0.0013624i,0.0014043-0.0016734i,0.0013802-8.9773e-05i,0.0010373+0.0010361i,0.00070079+0.0010227i,0.00023777+0.00082149i,-1.7949e-05+0.00081935i,0.0002148+0.00089496i,0.00055353+0.00060392i,0.00082126+0.00049885i,0.00054539+0.00024254i,-0.00045548-4.4033e-05i,-0.00096766-0.00029192i,-0.00065157-0.00011162i
-0.010079-0.00063943i,-0.01466-0.0042432i,-0.015317-0.0094745i,-0.010993-0.011548i,-0.0055536-0.0089324i,-0.0022229-0.0050334i,-0.00083492-0.0027966i,-0.00015985-0.0024639i,0.00019608-0.0028866i,0.00067525-0.0022001i,0.00094014-0.0013362i,0.00098942-0.0017093i,0.0012687-0.0013412i,0.00080518-0.00069892i,0.00011447-0.00030487i,0.00046387+0.00020374i,-5.7181e-05+0.0004738i,-0.0007948+0.00073992i,-0.00071266+0.0010721i,-0.00046431+0.00019338i,-0.00029598-0.00089168i,-0.00015584-0.00034741i,-0.00017572+0.00050418i
-0.0079085+0.0076486i,-0.013113+0.010287i,-0.017488+0.0083459i,-0.016136+0.0032628i,-0.010114-5.7091e-05i,-0.0052204-0.001913i,-0.0037473-0.0022277i,-0.0026232-0.0019174i,-0.00075213-0.0028131i,-0.00048056-0.0028411i,-0.00041822-0.0024056i,0.0004139-0.0023367i,-0.00045495-0.0019622i,-0.00015272-0.0011003i,0.00054629-0.00024517i,0.00052372+7.3808e-05i,0.0010772+0.00052481i,0.0013128+0.00041304i,0.00068488-0.00011774i,-9.2371e-05-0.00067284i,-0.00056891-0.0010382i,-0.00042896-0.00053126i,-0.00029012+0.00047721i
0.0029295+0.0089803i,0.00091111+0.015146i,-0.0035601+0.018134i,-0.0071665+0.013471i,-0.0068633+0.0047688i,-0.0047556+0.00034602i,-0.0031457+0.00047525i,-0.0028282+0.00050428i,-0.0033671+0.00020647i,-0.0027927+7.8109e-05i,-0.0013005-0.0001062i,-0.00012746-0.00094775i,-0.00030629-0.0019811i,-0.00057912-0.0017827i,-0.00034854-0.0011197i,-0.00059534-0.00017634i,-0.00093394-0.00053927i,-0.0011353-0.0010574i,-0.00080383-0.00027618i,-0.0006189+0.00013878i,-0.00060888+6.7243e-05i,-0.00033424-4.1524e-06i,9.5994e-05+0.0003583i
0.0059304+0.0051947i,0.010902+0.0090401i,0.012275+0.013548i,0.0091928+0.014485i,0.003838+0.010747i,0.0002719+0.0056036i,-0.00050508+0.0025923i,-0.0013054+0.0021669i,-0.0022252+0.0022802i,-0.0016884+0.0020534i,-0.00099221+0.0021039i,-0.00081131+0.00086053i,-0.00060082-0.00023572i,-0.00077982+0.00043478i,-0.00036191+0.00025467i,-0.0001962-0.00031499i,-0.00059202-0.00064455i,-0.00024691-0.00089992i,-0.00045021-0.00064457i,-0.0012674+0.00028611i,-0.00095346+0.0012508i,0.00025529+0.001339i,0.00069718+0.0014964i
