-0.0036722-5.5365e-05i,-0.0032949+0.0016065i,-0.0044065+0.0029851i,-0.0032964+0.0029672i,-0.0022423+0.0021264i,-0.00246+0.0016975i,-0.0023666+0.0011118i,-0.0013219+0.00065962i,-0.00032732+0.00054252i,-0.00014767+1.2301e-05i,0.00019174-0.00027137i,3.8402e-05-0.00010208i,0.00013677+0.00022157i,0.00048775+0.00030423i,-0.00013427+0.00047909i,-0.00062491+0.00059618i,4.1435e-05+0.00072831i,0.00028079+0.000671i,-0.00017788+0.00055404i,-0.00040604+0.00067218i,-0.00071644+0.0010722i,-0.0012869+0.00090504i,-0.0005539+0.00038113i
-0.0013182+0.0022021i,-0.00022381+0.0025203i,0.0010567+0.0027563i,0.0012301+0.0027063i,0.0010299+0.0022136i,0.00033059+0.00023581i,-0.0015845-0.00080643i,-0.0022219-0.00070479i,-0.001393-0.00015785i,-0.0011624+0.00027665i,-0.0010843+0.00065104i,-0.00092549+0.0002151i,-0.0011215-4.8033e-05i,-0.0011525+0.00020663i,-0.0010121+0.0011496i,-0.001245+0.00090485i,-0.00132+0.00070714i,-0.00061425+0.00095236i,3.9642e-05+0.00068748i,-0.00020655+0.00044221i,-0.00061755+0.0003313i,-0.00014312+0.0002592i,0.00080213+0.0004572i
-0.0016496+0.0011793i,-0.0012082+0.00049248i,-0.00079125+0.00012669i,-0.00018827-0.00010341i,2.5153e-05-0.00086739i,-0.0011953-0.00079343i,-0.0019797-0.00023845i,-0.0014957+0.00018887i,-0.0011067+0.00035937i,-0.00053517+0.0004763i,0.00029667+0.00020668i,0.00026193-0.00035726i,-0.00014176-0.00064038i,-0.00045918-0.00020355i,-0.00019642+0.00016045i,3.5037e-05+7.632e-05i,-0.00075724-4.3181e-05i,-0.00034186-0.00036264i,0.00049587-0.00036059i,-0.00019667+0.00036872i,-0.00040673+0.00053818i,0.00050402+0.00034097i,0.00069981+4.2992e-05i
0.0013961-0.0015563i,0.00050631-0.0015478i,0.00055972-0.0026897i,-0.0003002-0.0026581i,-0.0021041-0.0021481i,-0.0031145+2.8215e-05i,-0.0027264+0.0023656i,-0.0014664+0.0024905i,-0.00044552+0.0017634i,0.00045064+0.00054689i,0.00055331-0.00024186i,-0.00011293-0.00043958i,-0.0011717-0.00011472i,-0.001161-2.1153e-05i,0.00022545+5.8806e-05i,0.00083912+0.00057206i,0.00020078+0.00018328i,-0.00036035-0.00035118i,0.00010911-8.2635e-06i,-6.1375e-05+0.00022472i,-7.4313e-05+0.00061422i,-3.9862e-05+0.001259i,-0.00020346+0.0011158i
0.00024227+0.001524i,0.0012898+0.0010853i,0.0010392-0.00034697i,-3.7602e-05-0.00087139i,-0.0013578-0.00086086i,-0.0019805-0.0011596i,-0.00067613-0.00020872i,0.00085121+0.00058314i,0.0018784-8.9918e-05i,0.0020296-0.00097889i,0.00073656-0.0012437i,-0.00011999-0.00071889i,0.00035182+0.00015542i,0.00044157+0.00058483i,-0.00049862+0.00043677i,-0.0010255+1.1286e-05i,-0.0010224-0.00015721i,-0.00060757+0.00046525i,0.0002178+0.00037742i,0.00065307-0.0006317i,0.00024426-0.0011533i,0.00025434-0.00066014i,0.00089068+7.663e-05i
-0.00077227-0.00059802i,-0.00017115-0.00048593i,-0.0010768-0.001714i,-0.0024094-0.0020368i,-0.0022202-0.00056949i,-0.00030331+0.00064568i,0.0012769+0.00073044i,0.0012646+0.00021711i,0.0012413-0.00070935i,0.00027366-0.0017336i,-0.00026008-0.0018692i,-0.00014822-0.00019135i,-0.00027664+0.00014651i,-0.00067566-0.00017844i,-0.00073426+0.0003146i,-0.00096006+0.00022854i,-0.0012907+0.00041787i,-0.00056671+0.00025529i,0.0001157-0.00034107i,0.0003142-0.00058871i,0.00042382-0.00051717i,9.0952e-05-1.575e-05i,-0.00016727+0.00051937i
-0.0023237-6.4174e-05i,-0.0018336+0.00091778i,-0.0021655+0.0015652i,-0.0017426+0.00050944i,-0.00098635-0.00062488i,-0.00046721-0.0022128i,-0.00070441-0.0024463i,-0.00095665-0.0013585i,-0.00062562-0.00092247i,-0.00084471-0.0015869i,-0.00031258-0.0016758i,0.00025647-0.0010255i,0.001102-0.00072426i,0.00097392-0.00011192i,-0.00038962-0.0004279i,-0.00056238-0.00057317i,-0.00043465+0.00039144i,-0.00030509+0.00060762i,4.1263e-05+0.00051025i,0.00099281+0.00068492i,0.0009311+0.00024697i,9.529e-05-0.0005585i,-0.00067409-0.00045868i
-0.00068712+0.00085827i,-0.00090986+0.0015702i,-0.00072954+0.0012603i,-0.0015614+0.00034008i,-0.0023625+0.00030177i,-0.0016365-0.00019874i,-0.00047588-0.0009822i,-0.00093577-0.0015366i,-0.001476-0.0011816i,-0.00083374+0.00023404i,-0.00057108+0.00078288i,-0.00067199+0.00035343i,-0.00065163-0.00048003i,-0.00037375-0.00045665i,-0.00026638+0.00025041i,-0.00039616+0.00076753i,-0.00048398+0.00068469i,-0.00050428+0.00038831i,-4.4004e-05+0.00042253i,0.00020242+0.00032577i,-9.7418e-05-0.00033318i,0.00031239-0.00029014i,0.00042643-0.00014901i
-0.00066599-0.0013973i,-0.0010143-0.0011771i,-0.00064446-0.0020109i,-0.0016258-0.002678i,-0.0025563-0.0013283i,-0.0030612-0.00063603i,-0.003069-0.00091504i,-0.0023337-0.00059903i,-0.0015948+7.7002e-05i,-0.0014039+0.00034457i,-0.0007771+6.3763e-05i,-3.926e-05-0.00057946i,-9.1288e-05-0.00081362i,-0.00043677+0.00034149i,0.00025112+0.00096556i,0.00077981+0.00069393i,0.00011726+0.00062846i,-0.00011709+0.0003565i,0.00010131-0.00025713i,4.9353e-05-0.00012731i,-0.00037222+0.00040128i,-0.0003826+0.00040261i,3.7798e-05+0.00044321i
-0.0009479+0.00099723i,-0.0010557+0.0019081i,-0.00073134+0.001224i,-0.0011902+6.9696e-05i,-0.0019292-0.00051766i,-0.0020901-0.00059363i,-0.0029821-0.00048964i,-0.0034153-0.00027114i,-0.0017001+1.9933e-05i,-0.00026635+0.00012835i,0.00060311+0.00047155i,0.00072881+0.00062263i,0.00013937+0.00015587i,7.307e-05+3.505e-06i,1.418e-05+4.9201e-05i,-4.2678e-05-0.00010836i,0.00052657-0.0003569i,0.00079659-0.00022696i,-0.00013051-0.00043192i,-0.00064923-0.00054117i,-0.00077705+4.2175e-05i,-0.00084495+0.00040282i,-0.00074023+0.0001223i
0.00022236+0.0042402i,0.001215+0.0028099i,0.0026794+0.0024754i,0.0026651+0.001279i,0.0014159+9.3337e-05i,-0.0010283+0.0002101i,-0.0011862+0.00098608i,0.00034313+0.0011525i,0.0018691+0.00065903i,0.0023676-0.00016702i,0.00094492-0.00062839i,0.00018164-0.00013935i,0.00039406+0.00011372i,0.00066575-0.00030364i,0.00041909-0.00024209i,0.00012308-8.5325e-05i,0.00013914-0.00055179i,-0.00014402-0.00084252i,9.4646e-05-0.00078833i,1.7858e-05-0.000635i,-0.00018564-0.00057015i,9.0387e-05+5.9605e-05i,0.00035125+0.00054051i
0.0015639+0.00097875i,0.0025031+0.00075742i,0.0036654+0.0006879i,0.00225+9.605e-05i,0.00018017-0.001063i,-0.00013343-0.0011721i,0.00026924-0.00017197i,0.00043734+0.0006238i,0.00048808-4.6559e-05i,0.00032528-0.00079761i,0.00020762-0.00097936i,-0.00027803-0.0014758i,-0.00059152-0.0015823i,0.00016214-0.001613i,0.00027418-0.0016854i,-0.00069857-0.0016402i,-0.0013131-0.0016758i,-0.0013906-0.0011079i,-0.00062212-0.00016478i,0.00010191-8.1613e-05i,0.00058263-0.00022333i,0.00049222-0.00013606i,-0.00017459-0.0004691i
-0.0003142+3.9179e-05i,-0.0011463+0.00053034i,-0.001302-0.0012584i,-0.00059506-0.0017335i,-0.00043419-0.00081889i,-0.00042816-0.00097266i,9.2951e-05-0.00038109i,0.00043527-0.00019918i,-0.0004183-0.0010246i,-0.0016493-0.0015294i,-0.0014536-0.0019415i,-0.00066101-0.0015314i,-0.00018656-0.0014084i,7.7852e-05-0.0015029i,-0.00018392-0.00094042i,-0.00095923-0.00044712i,-0.0011093+8.1791e-05i,-0.0006774+0.00041951i,-0.00045625-3.5538e-05i,3.0015e-05-0.00059738i,-7.0444e-05-0.00025207i,-0.00046062+0.00029901i,-0.00037882+0.00080452i
-0.00109-0.0012651i,-0.0011768-0.00019882i,-0.0010439-0.00062536i,-0.0018338-0.0011382i,-0.002551-0.00072266i,-0.001928-0.00023945i,-0.0008377-0.00089779i,-0.00011871-0.0014616i,-0.00041641-0.0020317i,-0.00092031-0.0017627i,-0.0011882-0.00067728i,-0.0012572+0.00024169i,-0.0011526+0.00073367i,-0.00088241-0.00048713i,-0.00076132-0.0010912i,-0.00095549-2.1936e-05i,-0.00061959+0.00022756i,-0.00056751+0.00052389i,-0.00016521+0.0011272i,-0.00020602+0.00027863i,-0.00086812-0.00079495i,-0.00084218-0.0004853i,-0.0004179+0.00064957i
0.00018874+0.00023942i,0.00054656-0.00062501i,0.0011713-0.0011936i,0.00057593-0.0018371i,-0.0010263-0.0016959i,-0.0020851-0.0015627i,-0.0024099-0.0020995i,-0.0024656-0.0021141i,-0.0020486-0.00092759i,-0.0011561-0.00014539i,-8.4175e-05-9.1044e-05i,-0.00019754-0.00031844i,-0.0010382-0.0008943i,-0.00050236-0.0007094i,4.6282e-05-0.00062885i,8.339e-05-0.00055597i,-7.1747e-05+0.00032001i,9.3286e-05+0.00055819i,0.00086572-0.00066888i,0.00075395-0.0011678i,-0.00074423-0.00074283i,-0.0015134-0.00092535i,-0.00058389-0.00045423i
-0.0019009+0.00098003i,-0.0010552+0.0013558i,-0.00049186+0.0016623i,-0.00054421+0.0019089i,-0.0010938+0.0011682i,-0.0017973-0.00065126i,-0.0026475-0.0017711i,-0.0024305-0.0007654i,-0.0014638+0.00067437i,-0.00086601+0.00078449i,-2.3374e-05+0.00044731i,-0.00026095+0.00027023i,-0.00067442+0.00060822i,-0.00010978+0.0006344i,0.00021777-0.00030122i,0.00035143-0.00057357i,6.0447e-05-0.00013101i,-0.00055897-0.0003235i,-0.001259-0.00014283i,-0.0011278-0.00011831i,-0.0010149+0.00021454i,-0.0010478+0.0010609i,-0.00083264+0.001177i
-0.0014603+0.00056853i,-0.0011221+0.00098944i,-0.0011043+0.0017249i,-0.0014955+0.001426i,-0.0014564+0.00052918i,-0.0016335+1.1449e-05i,-0.0018319+0.00030986i,-0.0015692+0.00073784i,-0.0010517+0.00036778i,-0.00015277-0.00038343i,0.00058298-0.00077089i,0.00040385-0.00090247i,0.00017058-0.00068854i,5.7106e-05-4.262e-05i,-0.00053447-5.4859e-06i,-0.00054993-0.00058861i,-0.00037717-0.00066726i,-0.00046562-0.0006423i,-0.00098506-0.00049571i,-0.0011507+0.00016707i,-0.00070231+0.00088617i,-0.00032835+0.0013057i,-0.00030841+0.0011642i
-0.0017722-0.0011042i,-0.0017676-0.00061024i,-0.0014689-0.0009035i,-0.0019308-0.00053898i,-0.0021727+8.7671e-05i,-0.0013649+0.00093037i,-0.00087256+0.0024887i,-0.00037902+0.0027397i,0.00036916+0.00059379i,0.00040657-0.00097988i,0.00081544-0.001125i,0.0012415-0.00096181i,0.00062404-0.00054606i,-0.0003362-0.00035938i,-0.0010738-8.4449e-05i,-0.0013214+8.4875e-05i,-0.00098536+0.00029698i,-8.9574e-05+0.00023521i,7.9834e-05-0.00023152i,0.00042733-0.00076261i,0.00075261-0.00064572i,0.00060694+0.00026774i,0.00089394+0.00073215i
0.00024393+0.00081627i,0.0010285+0.00016289i,0.0006058+0.00014352i,-0.00059381-5.2375e-05i,-0.00076081-0.00045686i,-0.00030288-0.00041664i,0.00012025-0.00033688i,0.00088812-0.00014075i,0.0012676-0.00053198i,6.9689e-06-0.0010376i,-0.00074168-0.0012446i,3.0783e-05-0.0013192i,0.0002563-0.00044922i,-0.00025909-0.00068327i,-0.00058917-0.0014732i,-0.0011859-0.00063379i,-0.0018924+0.00058297i,-0.0012493+0.00071395i,7.8952e-05+0.0010326i,8.0175e-05+0.00029268i,-0.0003509-0.0010126i,-1.5112e-05-0.0009989i,0.0003052-0.00074055i
-0.0018904-0.0016544i,-0.0027237-2.5687e-05i,-0.0031175-4.1082e-05i,-0.0020154+0.00046806i,-0.00070593+0.0010527i,0.0004377+0.0006644i,0.00078948+0.00018363i,0.00057485-0.00086433i,-0.0004177-0.0019199i,-0.0011822-0.0012154i,-0.0016139-6.7578e-05i,-0.0015245-0.00050837i,-0.00082493-0.00064849i,0.00013552+0.00010092i,0.00020026+0.00080955i,-0.0012163+0.0003856i,-0.00054716-0.00015205i,0.00025794-1.6542e-05i,-0.00064466+0.00011232i,-0.00080854-0.00023301i,-0.00034744-0.00028333i,-0.00048426+0.0001835i,-0.00063959+4.1845e-05i
-0.0012368+0.0012339i,0.00021896+0.0013972i,-0.00052527+0.00092765i,-0.0010586-0.00051157i,-0.0012245-0.00094537i,-0.0010544-0.00090252i,-0.00042148-0.0011058i,0.00052729-0.0016881i,0.00015522-0.0015881i,-0.0010846-0.00021056i,-0.0010624+0.0011089i,-0.00061934+0.00078948i,-0.00035768-0.00010438i,0.00032778+0.00047717i,0.0004645+0.0014148i,-0.00027435+0.0014509i,-7.5647e-05+0.00056467i,0.00060901+0.0001331i,0.00052411+0.00013706i,8.4225e-05+8.6956e-05i,-0.00034581+0.00039629i,-0.00063677+0.00010919i,-0.0011558-0.00036424i
-0.0024197-0.00023855i,-0.0021013-5.1527e-05i,-0.0011282+0.00071631i,-0.00037133+0.0010856i,-0.0015144-7.1786e-05i,-0.0032249-0.0014584i,-0.0034215-0.0012317i,-0.0031373-0.00034432i,-0.0023405-5.3389e-05i,-0.0016624-0.00062513i,-0.0012844-0.00075233i,-0.00071324+0.00011332i,-3.3392e-05+0.00081133i,0.00082346+0.00090885i,0.00084549+0.00055841i,0.00068547+0.00030813i,0.00042554+0.0006165i,-9.5032e-05+0.00070266i,-0.00024552-0.00011299i,-3.9849e-05-0.00038211i,-3.7761e-05+1.7053e-05i,-0.00062736-0.00064916i,-0.00048045-0.00079542i
-0.0019445+0.0011524i,-0.0019011+0.0028453i,-0.0016198+0.0028396i,-0.0019377+0.0012576i,-0.0015703+0.00014719i,-0.0012581+0.00030791i,-0.0019913+0.0010005i,-0.0025448+0.0011921i,-0.0021776+0.00039704i,-0.0011298-0.00069919i,-0.00016932-0.00049486i,0.00021815-0.00034394i,0.00059388-0.00064496i,0.00094087-0.00070193i,0.0012684-0.00041886i,0.00015271-0.00072472i,-0.00085994-0.0013135i,-0.00033567-0.00094011i,-2.6397e-05-0.00052148i,-0.00021151-0.00033808i,-4.4097e-05-0.00011504i,-9.5123e-05-2.3246e-05i,0.00023524-0.00022644i
-0.00093313-0.0016384i,-0.0023201-0.0028363i,-0.0030321-0.0041974i,-0.0028379-0.0030097i,-0.0025917-0.0014663i,-0.0032214-0.00021749i,-0.0023749+0.000828i,-0.00078581+0.001054i,-0.00011983+0.00067629i,-0.00018622-0.00069334i,-0.00038384-0.0019433i,-0.00025595-0.0015932i,0.00021631-0.00085966i,-4.7303e-05-0.00088115i,-0.00077359-0.0003408i,-0.0011066+0.00069825i,-0.0012559+0.00055362i,-0.00060928-0.00048974i,4.9279e-06-0.00096341i,9.8768e-05-0.00053508i,-0.00079298+0.0002389i,-0.001908+0.0005521i,-0.0016643+0.000743i
-0.0025599+0.0014254i,-0.0025069+0.0015559i,-0.0018664+0.0017538i,-0.0016363+0.0012716i,-0.00099868+0.00064848i,-0.0011753+0.0011006i,-0.00097904+0.0013263i,0.00018032+0.00045488i,0.00070953-0.00047087i,0.00032743-0.00064313i,-0.00055003-0.00063782i,-0.0010043-0.00094969i,-0.00064236-0.0011008i,-0.0010441+7.1796e-05i,-0.0015808+0.00026478i,-0.0015683-0.00059489i,-0.0018162-0.00046576i,-0.0012985+0.0002266i,-0.00040042+0.0007015i,-0.00032471+0.0005853i,-0.00090052+0.00020335i,-0.0015251-1.8853e-05i,-0.0011033-0.00045419i
0.00034322-0.001205i,4.3295e-05-0.0020435i,-0.00046605-0.003071i,-0.0010757-0.0026173i,-0.0014885-0.0011071i,-0.00063668-0.00031178i,0.00033279+0.00014807i,0.00037579+0.00031241i,0.00022242-0.00048648i,-1.9478e-05-0.0011954i,-0.00082498-0.0010924i,-0.0018675-0.00038345i,-0.00095471+0.00021154i,-0.00051159+0.00033313i,-0.0015489+0.00039422i,-0.0025777+0.00061434i,-0.0026722+0.00059029i,-0.00098928+0.0004045i,0.00019854+0.00052373i,0.00035041+0.00070498i,0.00031334+0.00012346i,0.00021021-0.00030543i,0.00056955-0.00021092i
-0.0027558+0.0016114i,-0.0028791+0.0021071i,-0.0016954+0.0009647i,-0.0007346+0.0005233i,-0.00074175-0.00027893i,-0.00062588-0.0010496i,-0.0001258-0.00090344i,8.6058e-05-0.0019168i,-0.00056981-0.0025272i,-0.0009903-0.0013562i,0.0001971+0.00044269i,0.00050046+0.0016174i,-0.00040374+0.0009099i,-0.00013207+0.00044861i,4.6058e-05+0.00076947i,5.1773e-05+0.00067174i,-0.00014217+0.00090753i,-0.00069569+0.0010825i,-0.00032176+0.00032481i,-0.00016554+9.0893e-05i,-0.00042426-0.00022569i,-0.00058991-0.00043857i,-0.00037063-0.00046608i
-1.5615e-05+0.0011118i,0.00023269+0.0027116i,0.00064878+0.0023975i,0.00076453+0.00065057i,0.00057951-0.0009019i,0.00018732-0.0021388i,-0.00037611-0.0023619i,-0.00088874-0.0014442i,-0.0010125-0.00086794i,-0.00026112-0.0006553i,0.00026887-7.4748e-05i,-6.2612e-05-0.00020205i,-0.00077701-0.00020834i,0.00013376+0.00023218i,0.0011808+3.1888e-05i,0.0004878-0.00082844i,-0.00067705-0.00089907i,-0.00042169+0.00027753i,0.00030907+0.00051649i,0.00014805-0.0001943i,-0.0002946-0.00016748i,-0.0007882-0.00022976i,-3.4064e-05-0.00040721i
-0.00053308-0.00076313i,-0.00095765-0.00086134i,-0.0012056-0.0021587i,-0.0015863-0.0023223i,-0.0022727-0.0020349i,-0.0032794-0.002289i,-0.0031828-0.0019257i,-0.002183-0.0014945i,-0.001322-0.00098804i,-0.00045264-0.00064126i,-0.00031672-0.00082464i,-0.00049979-0.00050166i,-0.00021244+1.4319e-05i,0.00044605-0.00039077i,0.000658-0.00024745i,-0.00019366+9.9946e-05i,-0.00081486-0.00025681i,-0.00036315+0.00032942i,-7.4285e-05+0.00086227i,-0.00010871+0.0004904i,-0.00055727+0.00066132i,-0.00056311+0.00092887i,0.00015425+0.00079521i
0.0017215-0.0016791i,0.00064352-0.0013527i,0.00068614-0.0019238i,-0.00097877-0.0027656i,-0.0026817-0.0029618i,-0.003315-0.0018019i,-0.0033164-0.0007344i,-0.0023621-0.00047192i,-0.0017701-6.0845e-05i,-0.00090735-0.00067129i,0.00026615-0.0014479i,0.00026785-0.0012517i,-0.00015947-0.00084559i,-0.00039255-0.0010132i,-0.00061088-0.0017381i,-0.00074184-0.0015637i,-0.00032625-0.00090994i,-0.00036258-0.00024231i,-0.00026968+0.00032862i,-0.00046643+0.00021032i,-0.00055946+0.00025038i,-0.00028948+0.00022784i,1.9384e-05+0.00017253i
-0.00012316+0.00047734i,-0.00034539+0.0014377i,-0.0005866+0.0013974i,-0.00063267+0.00018552i,-0.00099911-0.00059747i,-0.0018932-0.00039638i,-0.0022408+0.00024364i,-0.0016381+0.00092032i,-0.0010407+0.00068851i,-0.00059196-0.00072944i,-0.0001359-0.0014614i,-0.0001029-0.00083023i,-0.0001179-0.00014507i,-0.00092177-0.00048902i,-0.0019629-0.00099404i,-0.0014528-0.00032139i,-0.00078369+0.00029857i,-0.00053772+0.00075729i,-0.00058398+0.0011768i,-0.00034658+0.00027645i,-0.00020165-0.000422i,-0.00047149-0.00053554i,0.00022832-0.00058967i
-0.00018489+0.00097809i,0.00075768+0.0013512i,0.00092409+0.00076069i,-0.00035492+0.00073199i,-0.0024277+0.00090376i,-0.0028468+0.00094079i,-0.0018109+0.0013443i,-0.0004477+0.0013256i,0.00014862+0.00015098i,2.6494e-05-0.0015129i,-3.3463e-05-0.0014129i,-0.00022405-0.00063165i,-0.00067879-0.0005941i,-0.0010318-8.8212e-05i,-0.00063298+0.00068023i,-0.00055735+0.00086595i,-0.0015378-0.0002042i,-0.0013603-0.0005761i,-0.0010596+0.00021246i,-0.00095346+0.00046807i,-0.0001061-0.00015973i,0.0006816+7.4388e-05i,0.00083522+0.00017i
-0.0017946+0.00013801i,-0.0033628-0.00029643i,-0.0031305-3.2546e-05i,-0.0027851-9.4072e-05i,-0.0022022-0.00016728i,-0.00047425-0.0003155i,-1.1728e-05-1.4879e-05i,-0.00020245+0.00066914i,0.00021274+0.00059642i,-0.00053285+0.00048547i,-0.0011633+0.00099862i,-0.00071372+0.0010258i,-7.3044e-05+0.00024904i,-0.00039712-0.00021261i,-0.00031931+0.00013003i,0.00051648+0.00094954i,0.00030386+0.0012464i,-0.00026556+0.00065362i,0.00010027-0.00028578i,-0.00061482-0.00072603i,-0.0011889-0.00081458i,-0.00073304-0.00052637i,-0.00067945+0.00050456i
0.0024509+0.0030388i,0.0028006+0.0025476i,0.0027772+0.0007989i,0.0022425-0.0011343i,0.0013102-0.0017306i,0.00028033-0.0016581i,0.00024239-0.0016731i,0.0013072-0.0017124i,0.0020404-0.001542i,0.0022071-0.0010034i,0.0022884-0.00062741i,0.0014693-0.00077274i,0.00052766-0.00052386i,0.00040932-0.00011819i,4.474e-05-0.00020092i,-0.00022496-0.00039798i,-4.3563e-05+0.00024505i,-0.00015495+0.00030218i,-0.00064252-0.00030854i,-0.00084048-0.00094063i,-0.001036-0.00089499i,-0.00047056-0.00051794i,0.00056533-0.00037809i
0.0011482-0.0005332i,0.00081883-0.0006564i,0.00079452-0.0010781i,0.00048956-0.0017385i,0.0004071-0.0028309i,8.4953e-05-0.0032533i,-0.00084597-0.003013i,-0.0015053-0.0024809i,-0.001586-0.0014663i,-0.00066826-0.0011323i,0.00020951-0.0011293i,0.00059601-0.0011419i,0.0012606-0.0015128i,0.0012688-0.0015396i,0.00017113-0.00092699i,-0.00036672-0.0014936i,-0.00024862-0.0012702i,-0.00084169+1.3969e-05i,-0.00074756+0.00020292i,-2.0201e-05-0.00058855i,-0.00038565-0.00075982i,-0.00028452-0.0001972i,2.1432e-05-0.00040676i
-0.0010434+0.00075631i,-0.00022979+0.00096772i,5.2946e-05+0.0014271i,-0.00067562+0.00063095i,-0.0013184-0.0016904i,-0.0019913-0.0033064i,-0.0018667-0.0032996i,-0.0012562-0.0017392i,-0.0010968-0.00033617i,-0.00068446-0.00048101i,-0.00017524-0.0014686i,-9.6028e-05-0.0014816i,-0.00055603-0.0012376i,-0.000188-0.0010162i,-8.8653e-06-0.00071341i,-0.00032964-0.00032963i,-0.00062634-1.4802e-05i,-0.00045748+0.00019462i,0.00029313+0.00015777i,-0.00011656+0.00020486i,-0.0008339-9.4777e-05i,-0.0011727-0.00035371i,-0.00088317+0.00019588i
-0.0016046-0.00072771i,-0.0024814-0.00059392i,-0.0018251-0.0013492i,-0.0016161-0.0006575i,-0.0020185-0.00029368i,-0.0023389-0.0014516i,-0.0021261-0.0012016i,-0.001663-0.00018675i,-0.0014674-0.00080875i,-0.0011488-0.001963i,-0.0010717-0.001705i,-0.0012573-0.00065242i,-0.00071561-0.00044909i,-0.00096832-0.0007339i,-0.0014867-0.0010073i,-0.0015942-0.00036862i,-0.0014989+0.00041346i,-0.00066403+0.0003448i,-0.00041905-0.00034565i,-0.0001701-0.00094016i,0.00039605-0.00055124i,-0.00021592+0.00015769i,-0.00058093+0.00020909i
-0.0017812+0.002536i,-0.00067891+0.002557i,0.0011975+0.00094762i,0.0014473-0.00067853i,-0.00011216-0.0014947i,-0.0023261-0.001712i,-0.0027339-0.00061983i,-0.00089831+0.00022815i,0.00015842-0.00014088i,-0.00036775-0.00057707i,-0.00055273-0.00056755i,-0.0003078+0.00056059i,-0.00083614+0.0015701i,-0.0010583+0.0014987i,-0.0011173+0.0011201i,-0.00086798+0.0011325i,-0.00034773+0.00078721i,5.3945e-05-8.5115e-06i,0.00074824-0.00025998i,0.00020629-0.00050783i,-0.00065446-0.00089609i,0.00038272-0.000553i,0.0012568-0.00043103i
-8.7919e-05+0.00076376i,-5.6155e-05+0.00091186i,-0.00046713+0.00017151i,-0.00093004-0.0010681i,-0.0013907-0.0012508i,-0.0022154+2.5014e-05i,-0.0024748+0.001317i,-0.0018733+0.0014091i,-0.0011703+0.00104i,-0.001045+0.0010684i,-0.0005518+0.00044267i,-0.0005304+0.00030521i,-0.00087631+0.00071922i,-0.00090202+0.0011727i,-0.00098739+0.0010421i,-0.00091267+0.00052355i,-0.0007429-0.00025089i,-0.00013096-0.00064747i,8.7882e-05-4.293e-05i,-0.0003492-0.00019014i,-0.00042523-0.0006478i,0.00015002-0.00026756i,0.00014046-0.00037498i
-0.00098121+0.0012213i,-0.0010218+0.0016643i,-0.0015803+0.0020467i,-0.0017355+0.0013754i,-0.0011572+0.00097907i,-0.00013359+0.00055219i,-3.6473e-05+0.0006333i,-5.746e-05+0.00063445i,0.0001751+0.00014289i,0.00034507-0.0003367i,0.00047773-6.0549e-05i,0.001045+0.00085708i,0.00095015+0.00081564i,0.00064701+0.00047891i,0.00062222+8.5045e-05i,0.00018112+1.7256e-05i,-0.00022539+4.8403e-05i,-0.00062128-0.00063809i,-0.00082415-0.00019312i,-0.0009609+6.2048e-05i,-0.0009891-0.00052158i,-0.00093909-0.00064321i,-0.00050211-0.00058575i
-0.00017907+0.002533i,0.0010458+0.0030449i,0.0017449+0.0028977i,0.0019247+0.0012748i,0.0014238-0.00019205i,0.00079729-0.0010252i,0.00068255-0.0012814i,0.0012346-0.0012803i,0.0018638-0.00056416i,0.0018859+0.00017386i,0.0014273-0.00024707i,0.00055047-0.0011498i,6.4412e-05-0.00093428i,3.4164e-05-0.00075353i,3.9507e-05-0.0011547i,0.00013366-0.0015128i,-0.0002888-0.0012295i,-0.00085019-0.00035727i,-0.00063809+0.00055917i,-5.5709e-05+0.00073819i,-0.00022013-0.00029961i,-0.00017819-0.00064471i,-0.00016481+0.00031437i
-0.00078805+0.00083322i,0.00044125+0.0017753i,0.00099478+0.0016676i,0.00033565+0.0011314i,-0.00030373-0.00071471i,-0.00038972-0.0018103i,0.00014348-0.0016919i,0.00016411-0.00055732i,4.3811e-05+0.00015927i,0.00047429-0.00037828i,0.00045009-0.0011298i,-3.0039e-05-0.0014941i,-0.00072182-0.00078227i,-0.00042621-8.2509e-05i,0.00070182-0.00067369i,0.00014538-0.0011934i,-0.0010302-0.00020282i,-0.00147+0.00037906i,-0.00081158+0.00028478i,0.00032907+4.7766e-05i,5.7262e-05-0.00035307i,-0.00074091-0.00017214i,-0.00097717+0.00038618i
0.00036377-0.00052386i,0.00046964-0.00066559i,0.0011023-0.00065166i,0.00083743-0.00064016i,0.00018333-0.0014527i,-0.00093038-0.0022504i,-0.0010376-0.0022539i,-0.00051756-0.002033i,-0.00027236-0.0015421i,0.00055575-0.0013528i,0.00044334-0.0014003i,-0.0010694-0.0014558i,-0.001678-0.0010647i,-0.0012835-0.00024692i,-0.0008052-0.00032247i,-7.2198e-05-0.00075279i,-0.00017628-0.00054224i,9.3814e-05-0.00054875i,0.0010284-0.00067743i,0.00040571-0.00078138i,-0.00082926-0.00088922i,-0.00084985-0.00051175i,-2.6895e-05+0.00041271i
