-0.0012338+0.0012149i,-0.00050245+0.00055416i,-0.0017983+0.0011492i,-0.0028661+0.0013132i,-0.0022752+0.0016376i,-0.0010173+0.0019351i,-0.0011031+0.0017062i,-0.0014215+0.0011589i,-0.0012917+0.00046001i,5.851e-05+0.00064711i,0.0016647+0.00049248i,0.0014652-0.00055195i,0.00038005-0.0018436i,-7.9399e-05-0.0017393i,-0.00033755-0.00064119i,-0.00024364-0.00011989i,-8.3947e-05-0.00031909i,8.8481e-05-0.00052921i,0.00012308-0.00046097i,-0.00046796-0.00073128i,-0.0005576-0.00091779i,-0.0003563-0.0010936i,-0.0008144-0.0010694i
-0.00088383-0.00035129i,-0.00092329-0.00085574i,-0.0012625-0.0010038i,-0.0023159-0.00016842i,-0.0029693+0.00098383i,-0.0025271+0.00089701i,-0.002166+0.00017153i,-0.0022116+0.00085418i,-0.0018655+0.00093632i,-0.00067262-0.00066614i,-1.6518e-05-0.0010715i,-0.00016375-0.0012981i,-0.00055709-0.0012153i,-0.00151-0.00055278i,-0.0015693-5.7295e-05i,-0.00048082+6.5219e-05i,-0.00028438-0.00018689i,-0.00072992+0.00032561i,-0.00093435+0.00058819i,-0.00059931-1.7343e-05i,0.0001813-0.00013155i,1.701e-05+0.00074873i,-6.831e-05+0.0010387i
0.00056838-0.0003936i,0.0013412-0.00055846i,0.0021158+0.00042416i,0.0012097+0.0012528i,-4.4353e-06+0.0012333i,-0.001309+0.00059387i,-0.0021541+0.00016263i,-0.0018439-0.00014204i,-0.0010973+0.00015603i,-0.00094407+0.00013106i,-0.00072181-0.0005608i,0.00015617-0.00036378i,0.0003678-2.3979e-05i,0.00021091+0.00011873i,0.00014636+0.0004984i,-5.2512e-05+0.00060294i,-1.4552e-05+9.587e-05i,0.00063673-0.00068703i,0.00057045-0.00043717i,0.000184-7.3831e-05i,0.0003817-0.00044524i,-0.00014475-0.00022926i,-0.00084495+0.00018102i
0.0011629-0.00080078i,0.0005126-0.0018987i,0.00031523-0.003294i,0.00012505-0.0037745i,-7.7474e-05-0.0025i,-0.0011734-0.00069162i,-0.0026312+0.0001233i,-0.0018072-0.00017794i,-0.00040287-0.00076578i,-0.00054959-0.00078414i,-0.00014724-0.00038728i,0.00025438-0.00016798i,0.00019829+5.0273e-05i,0.00056698+1.4662e-05i,0.0010588-0.00011212i,0.00095419+0.00034022i,0.0012452+0.0004399i,0.0015148+0.00038499i,0.00091987-0.00014032i,0.00018699-0.0003379i,-0.00042593+0.00030924i,-0.00077793-0.00057009i,-0.00045056-0.0010161i
0.0013529+0.00051881i,0.0011025-0.0010552i,0.0015903-0.0013273i,0.0010403-0.00099662i,0.00025486-0.0011203i,9.3371e-06-0.00028074i,-0.0012273+0.00086512i,-0.0015899+0.00089679i,-0.0010952+0.00037258i,-0.00066149+0.00077146i,-0.00094283+0.0014582i,-0.0012621+0.0010448i,-0.0008036+0.00066557i,-0.00058388+0.00061842i,-0.00078082-2.7999e-05i,-0.00053612+0.00013828i,-0.00031918+3.8671e-05i,-0.00044064-0.0009955i,0.00019662-0.0012107i,-0.00023574-0.00043706i,-0.00082732+0.00029894i,0.00016092+0.00037521i,0.00042337+9.0224e-05i
0.00063976-1.1458e-05i,0.0019761-0.00020059i,0.0013926+0.00042644i,-0.00029291+0.00045576i,-0.00094857+0.00066696i,-0.0011533+0.00077866i,-0.0017501+0.00015091i,-0.0021101-0.00028037i,-0.0014925-0.00036086i,-0.00055629-0.00032417i,0.00015634-0.00069065i,0.00036434-0.0011412i,5.8006e-05-0.00048441i,7.2184e-05+9.071e-05i,0.00060467+0.00041578i,0.00046911+0.00066142i,0.00045836+0.00033108i,0.00064619+0.00052291i,0.00062964+0.00088599i,0.00014905+0.00041743i,-0.00054462-0.00010869i,-0.00027173-0.00038901i,0.00019509+0.00011793i
0.00048541-0.0018035i,0.00075913-0.001915i,-0.00017214-0.0017138i,-0.0012796-0.0012264i,-0.0014264-5.1827e-05i,-0.0012204+0.00076969i,-0.0010841+0.00072404i,-0.00063061+0.00042633i,-0.00060197-0.00048068i,-0.00070884-0.0013168i,-0.00029146-0.0014657i,-0.00029623-0.0011811i,-0.00057811-0.00030697i,-0.00068087+0.00019062i,-0.00071975+0.00050809i,-0.00074865+0.00058221i,-0.00026214+0.00059307i,-0.00025229+0.00039191i,-0.00049145-0.00036637i,0.00014937-0.001396i,-3.3847e-07-0.00099247i,-0.00091523+0.00048008i,-0.00078706+0.00035803i
0.00023547-0.00014945i,0.0012883-0.00021506i,0.0015764+0.0006624i,0.0016356+0.0011946i,0.00089687+0.00040332i,-0.0010381-8.9552e-05i,-0.0022133+0.00015033i,-0.001596-8.8634e-05i,-0.0010154-0.00035572i,-0.00086902-0.0010158i,-0.00088006-0.00063436i,-0.0011822+0.00051591i,-0.00019581+0.00041028i,0.00053667+0.00037699i,5.5451e-06+0.00025055i,0.00033217+0.00019147i,0.0011227+0.00044291i,0.00058642+0.00077498i,0.00024781+0.00029003i,0.00026231-0.00010975i,-0.00040011+0.00035463i,-0.00099723+0.0005429i,-0.00029113+9.2071e-05i
0.00020269-0.00013457i,0.00038406-0.0016597i,0.00049212-0.0024099i,-0.00042131-0.0018335i,-0.00081746-0.0011513i,-0.00066932-0.00083433i,-0.00096853-0.00031892i,-0.0011898-0.00024358i,-0.0008119-0.00065501i,-0.00010957-0.0010133i,0.00041435-0.00094872i,0.00057612-0.00067023i,-0.00037092-0.00043004i,-0.00069349-0.00027366i,0.0004607-0.00035684i,0.00029172-0.00017204i,-0.00054233-0.00047676i,-0.00070408-0.00064899i,-0.000482-0.00023525i,7.9056e-05-0.00034752i,0.00026831-0.00039179i,-0.0002171+5.1808e-05i,-0.0005462+0.0005344i
0.00064531-0.00067152i,0.00069444+0.00061981i,0.00086377+0.0025013i,0.00068721+0.0030432i,-0.00058926+0.0017906i,-0.00052032+0.001204i,-0.00040227+0.0008461i,-0.0010881+0.00027355i,-0.0014953+0.00028589i,-0.0012776+0.00087997i,-0.00087316+0.00072499i,-5.5266e-06-4.7184e-05i,0.00030814-0.00015779i,-0.00011464-0.00028065i,-0.00031909-0.0005371i,1.7939e-05-0.00039112i,0.00050016-4.7872e-05i,0.00075372+0.00032501i,0.0010382+0.0007327i,0.00045094+0.00092892i,-6.2571e-05+8.0705e-05i,6.0097e-05+0.00020324i,-0.00029545+8.2053e-05i
0.0014654-0.00096639i,0.0016148-0.0023095i,0.0002728-0.0027161i,-0.00053871-0.0020122i,0.0001331-0.0014407i,0.00054697-0.00049563i,-6.2623e-05+1.348e-05i,-0.0006452+0.000582i,-0.0010143+0.00094366i,-0.0010372+0.00014974i,1.9596e-06-0.00028071i,0.00043463+0.00029519i,0.00024458+0.00086298i,0.00072435+0.001311i,0.0002653+0.00068413i,0.00013248-0.00018934i,0.0004543+0.00024183i,0.00011825+0.00058853i,0.0002985+2.9311e-05i,0.00053234-0.00015573i,-0.00025942-0.00022281i,-0.00078599-0.00012462i,-0.00051253+0.00036334i
0.001786+0.0012968i,0.00077952-0.00027924i,-0.00062301-0.00071186i,0.00036402-0.00051433i,0.001411-0.00056363i,-0.0004385-0.00031987i,-0.0020883+0.00082377i,-0.0017606+0.0013856i,-0.0014423+0.001176i,-0.0015391+0.00072244i,-0.00061116-0.00014912i,0.00037265-0.0003908i,-0.00042095-2.9389e-05i,-0.00086658+0.00031962i,-0.00066791-7.3578e-05i,-0.00067077+0.00028562i,-0.00062691+0.00089857i,-0.0011473+0.00059543i,-0.0010288-0.00022929i,-0.00084452-0.00051198i,-0.00065404+5.0222e-05i,-0.00055555-1.9172e-05i,-0.00046418-0.0007312i
0.00019077+0.0011251i,0.0013172+0.0010164i,0.0011346+0.0023424i,0.0014904+0.0026741i,0.0019889+0.0015818i,0.00088071-0.00052453i,-0.0013538-0.0012291i,-0.00222-0.00019474i,-0.0013256+0.0005581i,-0.00036097+0.00089811i,-0.00033528+0.00059628i,-0.00062682-7.9433e-05i,0.00027648-0.00063767i,0.00030769-0.00012923i,-0.00048226+0.00077009i,-0.0002661+0.00087846i,0.00048329+0.0005614i,0.00071878-0.00027536i,0.00033644-0.0007065i,0.0002906-0.00052322i,-4.2287e-05+0.00018857i,-0.0004391+0.00019496i,-0.00030793+4.3563e-05i
0.00017802-0.00038716i,0.00058916-0.00051723i,0.00032772-0.00042969i,-0.00081665+2.0807e-05i,-0.001578-5.4315e-05i,-0.0017715+0.00018043i,-0.0015446+0.00021503i,-0.001019+5.8796e-05i,-0.00082034-0.00015053i,-0.00066968-0.0004711i,-0.00036821-0.0011177i,-0.00046856-0.0013763i,-0.00037227-0.0011906i,0.00012682-0.00065762i,0.00026106+4.891e-05i,-0.00010301+0.00014486i,-0.00028947-0.00030795i,-0.00066626-0.00045923i,-0.00028249-0.000145i,0.00051063-4.4463e-05i,-0.00048776-9.4794e-05i,-0.0016143-0.00072311i,-0.0013515-0.00080404i
0.0019168+0.0003069i,0.0015017-0.00056847i,0.00062782-0.00082439i,-0.00020926-0.0006795i,-0.00018105-0.00082891i,-0.00074222-0.00052497i,-0.0017173+0.00059516i,-0.0015559+0.0014161i,-0.00056114+0.0016026i,0.00013476+0.001212i,-0.00043691-0.00016622i,-0.00056239-0.00062656i,-1.0077e-05+0.0001054i,-0.00045505+0.00066689i,-0.0010298+5.3198e-05i,-0.00015416-0.00095064i,0.0004083-0.00037841i,0.00018091-6.8279e-05i,0.00021118+0.0001597i,-7.929e-05-0.00027879i,-0.00020261-0.0012457i,1.0098e-05-0.0011693i,-0.00035995-0.00080986i
-6.9495e-05-0.0005692i,-0.0004117-0.00077916i,-0.00021799-0.0017401i,-7.3167e-05-0.0014342i,-0.0010145-0.00048108i,-0.001541+3.633e-05i,-0.001771+0.00020412i,-0.0024937-9.9814e-05i,-0.0027474-0.00064642i,-0.0016821-0.00038047i,-0.00072656+0.00025469i,0.0002116+0.00023027i,0.00064517-6.2571e-05i,-0.00025713+4.3563e-07i,-0.00073672-0.00034802i,-0.00026373-0.00020383i,-2.6462e-05+0.00054891i,2.3332e-05+0.00035845i,0.00056473-4.3875e-05i,0.0007037-0.00070139i,0.00014789-0.00098759i,-0.00015642-0.00095199i,0.00036118-0.00042433i
-0.00045252-0.0021485i,-0.0011063-0.0015119i,-0.001599-0.0015541i,-0.0021823-0.00058036i,-0.0022195+0.0011798i,-0.0028638+0.0023156i,-0.0029727+0.0012825i,-0.0016498-7.191e-05i,-0.00080786-0.00083095i,-0.00030976-0.00066651i,-0.00039474-1.7622e-06i,-3.3577e-05-0.00047498i,0.00066548-0.0010914i,0.0013655-0.00081554i,0.0019308-0.00055151i,0.0014555-0.00043245i,0.00040349-0.00073991i,4.229e-05-0.00091171i,0.00018256-0.00010027i,0.00045931+0.00039747i,0.00076197+0.00017454i,0.0008359+0.00016303i,0.00095816+0.00019895i
8.9087e-06-0.00096434i,0.0001439-0.0013809i,-0.00066948-0.0016505i,-0.0013116-0.00086913i,-0.0011643-0.00067858i,-7.182e-05-0.00076433i,-4.8218e-05-0.00053065i,-0.00060814-0.00080616i,-0.00051435-0.00059409i,-0.00062243-0.00030601i,-0.00044972-0.00029945i,-0.00053575-0.00037297i,-0.0011888-0.00067877i,-0.00021771-0.00056201i,0.00021626+0.00027432i,0.000614+0.0010257i,0.0013296+0.00035912i,0.0009688-0.00040126i,0.00096318-0.00040711i,0.000416-0.00028862i,-0.00037652-0.0002189i,-0.00044273-0.00013827i,-0.00014489-0.00029126i
0.0003376+0.00018079i,0.0006586-0.00062153i,0.00064791-0.001537i,0.0012741-0.0016575i,0.0014749-0.0014865i,7.2613e-05-0.0012218i,-0.0010336-0.00065716i,-0.0015196+0.00022841i,-0.0023082+0.00035022i,-0.0017661-0.00028763i,-0.00088851-0.00060901i,-0.0011887-0.000988i,-0.0013235-0.00092349i,-0.0011082-0.00053555i,-0.00075525-0.00033015i,-0.0011531-0.00034672i,-0.0011556-0.00053904i,-0.00014222-0.00027457i,0.00039376+0.00026441i,8.2089e-05+0.00078943i,-2.6186e-05+0.00052453i,-0.00031177+0.00044808i,-0.0011603+0.00018299i
-0.0012948-0.00061521i,-0.0012389-0.0016308i,-0.0012491-0.0003204i,0.00028751+0.00089322i,0.00094974+0.0010275i,0.00011762-0.00021342i,-0.0015581-0.00037133i,-0.0025836+0.00033768i,-0.0015168+0.0012164i,6.5743e-05+0.0011789i,0.00027929+0.00064616i,-0.00042136-0.00016126i,-0.0007117-0.0012105i,-0.0001038-0.0011666i,0.00043197-0.0008108i,3.6476e-05-0.00047006i,-0.00054396+0.00034051i,-0.00058132+0.00063453i,0.00019777+0.00021227i,0.00029317-0.00014157i,0.00018657+0.00012154i,8.7759e-05+0.00015776i,-0.00015095-0.00030425i
5.6618e-05+1.7533e-05i,-0.0011017+0.00022098i,-0.0011282+9.5271e-06i,-0.00071098+0.00021319i,-0.00088129+0.0004547i,-0.00097699+0.00010357i,-0.00078366+0.00021455i,-0.0012336-5.0889e-05i,-0.0017514-0.00016847i,-0.0014558+0.00051695i,-0.00059603+0.00034828i,0.00021857-0.0010512i,-0.00011109-0.0013157i,-0.00012075-0.00095816i,0.00047521-0.00058332i,0.00018001+7.2711e-05i,-0.00011752-1.6556e-05i,0.00010708-0.00063168i,0.00024118-6.6177e-05i,0.00044376+0.0004636i,0.00039081-0.00072129i,6.5624e-05-0.0013876i,-0.00027424-0.0016245i
0.00035863-0.00022477i,-0.00078036-0.00066726i,-0.0013467-0.0015026i,-0.0013305-0.0018902i,-0.0013891-0.0012944i,-0.0015117+2.3626e-05i,-0.00157+0.00057396i,-0.0018551+0.00044453i,-0.0015962+0.00053123i,-0.0012686+0.00077907i,-0.00029751+0.00070696i,0.00044225+0.00011019i,0.00020938-0.001171i,0.00015902-0.0013255i,-0.00038076-0.00076191i,-0.00028739-0.00020016i,0.00024104-8.5863e-05i,0.00013145-0.00023928i,-0.00020453-0.00050735i,-0.00028028-0.000669i,-0.00015317-0.00062806i,2.8059e-05-0.00087711i,0.00034811-0.000436i
-0.0012253+0.00043618i,-0.0004094+0.00041705i,-0.0011198+0.00036841i,-0.00064213+0.0012052i,-0.00010024+0.0014455i,-0.00036437-0.00013072i,-0.00035075-0.0011753i,-0.0015653-0.0011764i,-0.0023207-0.00077264i,-0.0016963+0.00020602i,-0.0012614+8.7964e-05i,-0.0010176-0.00045638i,-0.00084986-0.0001577i,-0.00012609+0.00040324i,0.00055547+0.00067531i,0.00066936-0.00023799i,0.00064371-0.00052038i,0.0003968-7.6867e-05i,0.00021455-8.219e-06i,0.00019575-3.5982e-05i,-0.00015857-0.00038826i,-0.00019687-0.00075568i,-0.00058023-0.00035401i
0.0014429+8.1295e-05i,0.0022211-0.00096333i,0.0034471-0.00048286i,0.0028438+0.0008933i,0.0014374+0.00080468i,0.00014767-0.00040131i,-0.0011895-0.00063043i,-0.0014192-0.000357i,-0.0007447-0.00081138i,-0.00010399-0.00061919i,-0.00024-1.7389e-05i,-0.00018338-0.0003968i,0.00046389-0.00026141i,0.00025639+0.00056594i,-0.00044896+0.00047534i,-0.00077057+0.00015583i,-0.00034832-0.00010767i,8.0212e-05+0.00036284i,0.00080755+0.00064533i,0.00081548-9.8438e-05i,-0.00021746-0.000553i,-0.0002594-0.00014247i,4.638e-05+0.00048609i
-0.0013275+0.00056869i,-0.0011501+0.00012449i,-0.00088712+0.0011765i,0.0005098+0.0014226i,0.00096874+0.00075606i,-0.00017881-6.085e-05i,-0.00053505+0.00038854i,-0.00069034+0.00069485i,-0.00097962+0.00092374i,0.00020607+0.00079303i,0.0010581-0.0002382i,0.00012159-0.00036276i,-0.0004441-0.00024081i,-0.00064834-0.00073106i,-0.00031367-0.00040256i,-2.2524e-05+0.00029556i,6.5285e-07+0.00061482i,-0.00019297+0.00069079i,-0.00023537+0.00011572i,-0.00010803-0.00053988i,-0.00041993-0.00015957i,-0.00056727+0.00071104i,-0.00015336+0.00056282i
0.0014918+2.8018e-05i,0.0018784-0.00035041i,0.0017166-0.0011633i,0.001499-0.0018539i,-5.5938e-06-0.0020228i,-0.0022168-0.0017506i,-0.0024428-0.001068i,-0.0014018-0.00053159i,-0.0012351-0.00024707i,-0.00032042-6.1159e-05i,0.00042355+0.00024751i,0.00018439-7.0034e-05i,0.0003575-0.00019912i,0.00023147+0.0002459i,0.00045155+0.00028864i,0.00044654+1.742e-05i,0.0005411-0.00016532i,0.00044623+3.6919e-05i,0.00045759-0.00018242i,0.00045828-0.00032602i,9.1667e-05-0.00032728i,-0.00037722-0.00014306i,-0.0003076+0.0001693i
-0.00014762-0.00085154i,-0.00034264-0.00079851i,-0.0013687-0.00041125i,-0.0018605+0.00088985i,-0.0021844+0.0020209i,-0.0021354+0.0020731i,-0.0015456+0.0013772i,-0.001356+0.0004132i,-0.0008658-0.00049818i,-0.00027569-0.00045009i,-6.5118e-05+0.00017086i,0.00030126+0.00024083i,0.00056161-0.00091398i,0.00035498-0.0012788i,-3.4307e-06-0.0011973i,-0.00013516-0.00088596i,-0.00060453+0.00030317i,-0.00073111+0.0010168i,-0.00043281+0.00018059i,-8.3336e-05-0.00054228i,-0.00015204-0.00075569i,-0.00052764-0.0008924i,-0.00063226-0.00099282i
-0.00044804-0.00046394i,-0.00036343-0.0010604i,-0.0013085-0.00039278i,-0.00041814+0.00025801i,0.00097841+0.00044223i,0.0012788-0.00018551i,0.00032562-6.8065e-06i,-0.00071524+0.00039544i,-0.0010111-1.18e-05i,-0.00077411-0.0001225i,-0.00026378-8.6883e-07i,-0.00045711-8.5381e-05i,-0.0001656-0.00053619i,0.00031298-0.00057454i,0.00035539-0.0002168i,0.00013603+0.00010015i,-1.068e-05-0.00036714i,0.00068456-0.00031596i,0.00066555+0.00017693i,0.0003029+0.00033433i,-6.8776e-05+0.00029133i,-0.0003377+5.5371e-05i,3.1365e-05+1.7553e-05i
-0.00033817-0.00020491i,-0.00025414-0.0014331i,-0.0002154-0.0017752i,-0.00012777-0.0019675i,-0.00024361-0.0015333i,-0.00083467-0.0010869i,-0.001343-0.00090548i,-0.0010844-0.00064511i,-0.001147-0.00042971i,-0.00063874-0.00027244i,0.00010103+2.3311e-05i,6.8906e-05-0.00072446i,0.00057052-0.00066289i,0.0010116+0.00031601i,0.00040074+0.00023852i,0.00013981+0.00032568i,0.0005492+0.00013706i,0.00080129-0.00028823i,0.00037349+0.00010639i,-0.00030625-0.00017647i,-0.00058096-0.00056893i,-0.00073408-9.8103e-05i,-0.00077517-0.00013406i
0.00032937+0.00047062i,0.0010957-0.0012841i,0.0025226-0.0025917i,0.0020024-0.0019195i,8.9518e-05-0.0012894i,-0.00065725-0.000592i,-0.0014214+0.00032451i,-0.0013662+0.00054948i,1.5668e-05+0.00043758i,-0.0001476-0.00046928i,-0.00083702-0.0017767i,-0.00089603-0.0017823i,-0.0019024-0.0011566i,-0.0018221-0.00087496i,-0.00047248-0.00087299i,-0.00042206-0.00039355i,-0.00042864+0.00023295i,-0.00021912+0.00019565i,-7.1807e-05-0.00019079i,9.073e-05-0.0002757i,7.2465e-05+0.00019632i,-0.00032225+0.00011443i,-0.00084311+4.9062e-05i
-0.00029728-8.0386e-05i,-0.00028912-0.00028975i,-0.0004422-0.00012834i,-3.5162e-05+0.00019571i,0.00059735+0.00081327i,0.0001897+0.00026997i,-0.00083868-0.0011194i,-0.00077561-0.0007858i,-0.00093189+0.00035102i,-0.00099135+0.00022361i,-0.00031484-0.00030733i,-0.00040906-0.00012503i,-0.00030735+0.00036247i,0.00019639+0.00051323i,0.00019682+0.00076884i,-0.00019239+0.001512i,-0.00051759+0.00071353i,5.799e-05-0.001045i,0.00050835-0.00085866i,0.00012155-0.00062384i,-5.8967e-06-0.00090571i,-6.1409e-06-0.00077807i,-5.6282e-05-0.00048666i
0.00011906-0.00056352i,0.0005518-0.00073698i,-9.1656e-05-0.00086292i,-0.0010211-0.00033634i,-0.001518+0.00080816i,-0.0012757+0.0016639i,-0.0017638+0.00037579i,-0.0016316-0.00044338i,-0.0007826-0.00019109i,-0.00045204-0.00063258i,0.00010769-0.00061235i,0.0004649-0.00081274i,0.00055808-0.0010247i,0.00085307-0.0010048i,0.00039102-0.0004552i,-0.00058889+2.7756e-05i,-0.00035395+0.0002352i,-1.6886e-05-3.691e-05i,0.00024706-0.00019083i,0.00035583-0.00017051i,-0.00013299-0.00037665i,-8.4726e-05-0.00028835i,0.00012146-0.00010706i
-0.00021074-6.228e-05i,0.00013266-1.9302e-05i,-0.00016548+0.00036512i,-0.00028575+0.00011531i,0.0002477-0.00046222i,6.2027e-06-0.0009241i,-0.00075318-0.00075643i,-0.0017362+4.188e-05i,-0.0016568+0.00046486i,-0.00062535+2.8497e-05i,-0.00061632-0.00052379i,-0.00052359-0.00073509i,4.1506e-05-0.0004519i,-0.00019923-0.00043452i,-0.00056893-7.7644e-05i,-0.00046282+0.00011434i,0.00012806-0.0002385i,0.00038925-0.00038195i,6.3204e-05-7.3005e-05i,-0.00037672+0.00032636i,-0.00064993-0.00027025i,-0.00070133-0.00075781i,-0.00029024-0.00028071i
0.0005867-0.0017505i,-0.00063669-0.0015982i,-0.0015774-0.0014026i,-0.0018517-0.00086858i,-0.0019082-8.6686e-05i,-0.0015757+0.00013085i,-0.00086511+0.00075101i,-0.00059751+0.0010438i,-0.0008728+0.00051583i,-0.0013219+0.0002878i,-0.0015351-0.00038076i,-0.0012739-0.00065285i,-0.0005494-0.00052844i,0.00053808-0.00028633i,0.0012409-0.00013209i,0.0012757-0.00039232i,0.00076535+0.00027767i,-0.00036433+0.00081185i,-0.00045019-0.00028332i,0.00040864-0.00069482i,-0.00025468-0.00079287i,-0.00031334-0.00086184i,0.00020606-0.00090523i
-0.00037923-0.00066584i,0.0005483-0.00076456i,8.6762e-05-0.00050741i,0.00042046-0.00026214i,0.00045853-3.5186e-05i,2.0803e-06+0.00033328i,-0.00080705+0.00047292i,-0.0014045-0.00034475i,-0.0013567+9.0255e-05i,-0.00053766+0.00040425i,-0.0001589+0.00043702i,-9.0332e-05+0.00054326i,-0.00054465-0.00023649i,-0.0010631-0.00056389i,-0.0011168-8.9384e-05i,-0.00058046-0.00038109i,0.00024627-0.00029538i,0.00039081+0.00047655i,0.0011922+0.00053031i,0.00092251+7.3306e-05i,0.00010714-0.00014155i,-0.00031038+0.00056695i,-0.0004259+0.00039456i
-0.00039356-0.0002274i,0.00021555-0.00031002i,0.00053306+0.0010936i,0.0012292+0.0034233i,0.0010546+0.0034569i,8.4e-05+0.001495i,-0.001173+0.00041429i,-0.0020775+0.00017487i,-0.0015746+0.00043095i,-0.00051606+0.00041536i,-0.00013938-0.00057315i,-0.00055935-0.0016016i,-0.0003518-0.0010681i,-0.00049772+2.5594e-05i,-0.001057+0.00075196i,-0.00058764+0.00094183i,0.00014009+0.001142i,0.000182+0.0007137i,0.00052024-0.00027306i,3.903e-06-0.00032293i,-0.00093424-0.00042882i,-0.0012108-0.00081118i,-0.0007335-0.0005962i
0.00067689-0.00080761i,0.00075118-0.00068224i,-0.00023046-0.0012787i,-0.00089733-0.0023998i,-0.001294-0.002353i,-0.0018761-0.0023375i,-0.0021898-0.0013355i,-0.0018774-0.00036015i,-0.0016204-0.00011776i,-0.0014944+8.1546e-05i,-0.00083765-1.9059e-05i,-0.00064123+1.8975e-05i,-0.00036295+5.2954e-05i,0.00053667-0.0003512i,0.0003597-0.0011223i,0.00037021-0.0013243i,0.00046651-0.0012115i,0.00061256-0.00043964i,0.00078158-0.00023269i,0.00088173-0.00078816i,-5.8942e-05-0.00077879i,-0.00015856-0.00029918i,0.0002306+0.00012065i
-0.00069034+0.0003932i,-3.3959e-05+0.00099556i,0.00052855+0.0011695i,0.0015141+0.0011686i,0.0011496+0.0008786i,0.00014075+0.00019045i,-0.00087506-7.607e-05i,-0.0010825-0.000273i,-0.0012227-0.00050808i,-0.0015281+5.1582e-05i,-0.0010623-5.8786e-06i,-0.00054258-4.1594e-05i,0.00016258-5.5628e-05i,0.00062409-1.3302e-05i,0.0004247+0.00056948i,0.00037736+0.00017505i,0.00012078+0.00018526i,-0.00010471-0.00012636i,-1.4625e-05-0.00074045i,-0.00044225-0.00079612i,-0.00020349-0.00058482i,-0.00037057-0.00054275i,-0.001086-6.0921e-05i
0.0012738-0.00025232i,0.00066915-0.00067861i,8.9092e-05-7.2949e-05i,-0.00061088-0.00050182i,-0.0013479-0.0014802i,-0.0015526-0.00071338i,-0.0016343+0.00028533i,-0.00087882+0.00011933i,0.00035284-0.00016956i,0.00045035-0.00014253i,-0.00015155-0.0008135i,-0.00063622-0.00080798i,-0.00057238+0.00024386i,-1.1323e-05+0.00037508i,0.00033547-1.7386e-07i,7.7113e-05+5.5031e-05i,-0.00013189-5.7959e-05i,-2.0049e-05-0.00033084i,-2.2087e-05-0.00046457i,-0.00052271-0.00094572i,-0.0011296-0.0010867i,-0.0013105-0.0011976i,-0.00084785-0.00079391i
-3.546e-05+5.4035e-06i,-1.5791e-05-0.00078536i,0.00059455-0.0016235i,0.0008059-0.0013328i,0.00017703-0.0013397i,-0.0011305-0.00084073i,-0.0012711+0.00075256i,-0.00011914+0.0010445i,0.00017472-2.8583e-05i,-0.00050706-0.00037696i,-0.0011767+0.0002196i,-0.00064034+0.00024549i,0.00011083-2.1934e-05i,1.5464e-05-0.00071426i,0.00044991-0.0016451i,0.00068261-0.00069361i,0.00015747+0.00057427i,7.7786e-05+0.00047847i,9.2684e-05-0.00022463i,0.00015417-0.00032227i,-0.00076504-0.00029822i,-0.0012604-0.00098131i,-0.0007921-0.00090379i
0.00068961-0.00029698i,-0.00044377-0.00066257i,-0.0017947-0.00016589i,-0.0020322+9.6179e-05i,-0.0011835+0.00022056i,-0.00080618+0.0001193i,-0.0010209+0.00012608i,-0.0015232-0.00022234i,-0.0016015-0.001175i,-0.0013839-0.0011602i,-0.0010168-0.00071556i,-0.00037459-0.00029448i,-0.00046755-0.0006545i,-0.00045153-0.0008189i,0.00022714-0.00044771i,0.0010932-0.00031703i,0.0013759-0.00015482i,0.00091817+2.926e-05i,0.00063812+0.00027629i,0.00055378-0.00012i,-2.3962e-05-0.00047961i,-0.00069435-0.000275i,-0.00064131-0.0001439i
0.00054645+0.0003114i,0.00026986-0.0012056i,0.00086857-0.001734i,0.0011146-0.0013439i,0.00081504-0.00095825i,-0.00012132-0.0014993i,-0.00078109-0.0010717i,-0.00068147-0.00024337i,-0.00041589-4.7388e-05i,-0.00019428-0.00017189i,-0.00011047-0.00074702i,-0.00026173-0.00058093i,-0.00042315+0.0003885i,-4.2909e-05+0.00012996i,-0.0002775-0.00067747i,-0.0010553-0.00074738i,-1.314e-05-0.00043266i,0.0014194-6.9794e-07i,0.0009906-0.00015359i,-7.6153e-05-0.0007686i,0.00011114-0.00055944i,0.00042465-0.00011383i,-3.9606e-05+0.00030208i
0.00051246+0.0012351i,0.001359+0.0016033i,0.0014588+0.0022492i,0.00038514+0.002106i,-0.00030352+0.0010158i,-0.0010479+0.00021643i,-0.0017461-0.00034715i,-0.0011444-0.00054555i,-0.0007665+0.00041345i,-0.0013527+0.00097464i,-0.00088303+0.00071334i,-4.9367e-05+0.00017308i,-0.00020789-0.00023823i,-0.00073744+9.5268e-06i,-0.00038351+3.8414e-05i,-0.00021997-0.00050901i,-1.0626e-05-0.0001796i,0.00056169-0.00031087i,0.00014155-0.00038668i,-0.00059047+0.00016973i,-0.00073488-0.000215i,-0.00057642-0.00028127i,-0.0007927+0.00030422i
