-0.0012338+0.0012149i,-0.00050245+0.00055416i,-0.0017983+0.0011492i,-0.0028661+0.0013132i,-0.0022752+0.0016376i,-0.0010173+0.0019351i,-0.0011031+0.0017062i,-0.0014215+0.0011589i,-0.0012917+0.00046001i,5.851e-05+0.00064711i,0.0016647+0.00049248i,0.0014652-0.00055195i,0.00038005-0.0018436i,-7.9399e-05-0.0017393i,-0.00033755-0.00064119i,-0.00024364-0.00011989i,-8.3947e-05-0.00031909i,8.8481e-05-0.00052921i,0.00012308-0.00046097i,-0.00046796-0.00073128i,-0.0005576-0.00091779i,-0.0003563-0.0010936i,-0.0008144-0.0010694i
0.00068132-0.0014745i,8.4674e-05-0.0021953i,-0.00055092-0.0018498i,-0.0014048-0.0017026i,-0.0018808-0.0016644i,-0.0019542-0.001093i,-0.0017591+5.8513e-05i,-0.0011698+0.00056817i,-0.00072422+0.00022272i,-0.00055867-0.00025991i,-0.00022727-0.00066727i,6.7159e-05-0.00081512i,-0.00021863-0.00084752i,-0.00039762-0.00020399i,0.00011611-0.0004177i,0.00040458-0.0010481i,-8.2263e-05-0.0005323i,0.00040249-0.00011238i,0.0011697-6.5694e-05i,0.00069308-0.00077824i,0.00050276-0.0016342i,0.00055563-0.001213i,-7.1955e-05-0.00049993i
0.00023393-0.00014198i,-0.00015129+0.00015821i,-0.0011868+0.00036086i,-0.00121+0.00020847i,-0.00028378+0.00062313i,-0.00043013+0.00070821i,-0.00079806+2.1065e-06i,-0.0011833-0.00044657i,-0.0014417-0.00074011i,-0.0010028-0.00017467i,-0.0011736+0.0002527i,-0.0011276+0.00053945i,-0.00044346+0.00089005i,0.00015285+1.2077e-05i,0.00016923-0.0010686i,0.0003107-0.001483i,0.00056642-0.00096207i,0.00045025-0.00063532i,-0.00012784+6.0183e-05i,-0.00063913+0.00065397i,-0.00039004-0.0001137i,3.1763e-05-0.00040041i,0.00042475+0.00048679i
-0.00055017-0.002734i,-0.0011944-0.0020916i,-0.0022939-0.0016782i,-0.0013972+0.00012293i,-0.00017156+0.00032183i,0.00069154-0.00042703i,0.00056704-2.3374e-05i,-0.00013518-4.7726e-05i,-0.00052253-0.00069902i,-0.001146-0.0009495i,-0.0013117-0.0011349i,-0.00077363-0.0012086i,-0.00098096-0.0014099i,-0.0011495-0.0010166i,-0.00080971-0.00072975i,-0.00034923-0.00062157i,-0.00061501-0.00011829i,-0.00065583-0.00016468i,0.00056162+0.00029679i,0.00043612+0.00078461i,-0.0008356+0.00032065i,-0.0014212+0.00048825i,-0.0014847+0.00066681i
-0.00025923-0.0008482i,-0.00073829-0.00070189i,-0.00045828-8.0434e-05i,5.6393e-05+0.00086651i,0.00025751+0.0010265i,-0.00056451+0.00045097i,-0.0010318-0.00010818i,-0.00064281-0.00014484i,-0.00099375+1.7584e-05i,-0.0017356-0.00024405i,-0.00106-0.00084012i,-0.00058405-0.00032444i,-0.00075006+0.00035307i,-0.00042354-1.1385e-05i,-0.00031297-0.00022875i,-0.00060637-0.00031579i,-0.00079814-0.00055335i,-0.00090145-0.00019349i,0.00013266-0.00011998i,0.00030422-0.00024582i,-8.625e-05-0.00045943i,-0.000464-0.00064975i,-0.00079288-0.00022103i
0.0012042+0.00065574i,0.0016718-0.0020488i,0.002653-0.003154i,0.0019056-0.0016353i,0.00058064-0.0010186i,-0.00089809-0.0015994i,-0.0014195-0.00090019i,-0.00089852-0.00035764i,-6.4974e-06-0.00042492i,0.00029338-0.00070208i,0.00020976-0.00062269i,0.00011521-0.00051586i,-0.00028674-0.00059384i,-0.00076384-0.00051028i,0.00015655-0.0003693i,0.00034986+4.7667e-05i,-0.0001054-1.6852e-05i,-0.000488-7.6713e-05i,3.5226e-05-0.00035777i,-0.00010486-0.00025581i,-0.00055919-0.000121i,0.00013099+0.00011583i,0.00064111-0.00043341i
0.00078235-0.00056894i,0.0012073-0.0012025i,0.0010156-0.00059011i,0.0011516-0.00028852i,0.00017004-0.0004431i,-0.0013443-0.00016437i,-0.0014693+0.00041216i,-0.0010198+0.00061328i,-0.0011701+0.0003387i,-0.0012423+0.00020597i,-0.00062835-0.00074099i,-0.00015384-0.0011838i,-7.325e-05-0.00010581i,0.00011168+0.000873i,0.00022825+0.0010268i,-9.3387e-05-0.00020012i,0.00019463-0.0010452i,0.0007328-0.00083632i,0.0010307-0.00051758i,0.00074316+0.00052892i,0.00079005+0.00080949i,0.00088034+7.3887e-05i,0.00022773-4.6935e-06i
0.00054389-0.0019849i,-0.00014292-0.002257i,-0.0022543-0.0020567i,-0.0035309-0.0013683i,-0.0030969+0.00021257i,-0.0025916+0.00047043i,-0.0022741-0.00046699i,-0.0021906-0.00095798i,-0.0015296-0.0013706i,-0.0010386-0.0010762i,-0.00081076-0.00024929i,-0.00034513+9.601e-05i,8.2434e-05-0.0002951i,0.00063148-0.00065699i,0.0010968-0.00094381i,0.001421-0.001163i,0.0012696-0.00032783i,0.00041287-0.00026133i,0.00034767-0.0013646i,0.00045056-0.00062646i,0.0002475+0.00060761i,0.00063669+0.00071972i,0.00022533+0.0010442i
9.0725e-05-0.00099223i,0.00063542-0.0006491i,0.0004929+0.00081892i,0.00035307+0.0010846i,-0.00011023+0.00083414i,-0.00099856+0.0010386i,-0.0013159+0.00074246i,-0.0010005-3.6593e-05i,-0.0011382-0.00021067i,-0.00062074+4.3243e-05i,0.00072523-0.00036698i,0.0012589-0.00069439i,0.00044168-0.00066636i,-0.00048998+0.00016287i,-0.00041857+0.00049411i,0.00036873-0.0002514i,0.00045069-0.00075162i,-0.00030641-7.7478e-05i,0.0003713+0.00016988i,0.00078084-0.00072448i,-2.2981e-05-0.00077823i,-0.00082385-0.00034446i,-0.00096954+2.4372e-05i
0.00062005+0.00025321i,0.00097148-0.00017432i,0.00037606+0.00038428i,0.00062014-0.00022752i,0.00094803-0.00058009i,0.00010168-0.0011063i,-0.0014917-0.00045599i,-0.0020999+0.0006672i,-0.0013824+0.00073716i,-0.00062041+0.00042585i,0.0002718-8.6799e-05i,0.00036267-0.00023501i,-0.00012339-1.7196e-05i,-0.00077727-0.00022373i,-0.00022356+0.00029913i,0.00025394+0.00029751i,-0.00014118-0.00045465i,-0.00040727-0.00036996i,0.00016888-9.2315e-05i,0.00034598-0.00015204i,-0.00050725-7.2141e-05i,-0.00088409+7.2013e-05i,-0.00076351-9.2041e-05i
0.00063089+0.00082769i,0.0011107+0.00022472i,0.00073403-0.00020928i,0.00066353-0.0002076i,0.00059888-0.00076299i,-0.0005311-0.00099981i,-0.0013829+9.7021e-05i,-0.0012329+0.00073704i,-0.0012815+0.00035764i,-0.0013552-0.00039593i,-0.0011886-0.00075841i,-0.00071128-0.0003757i,0.00018956-0.00020857i,0.0010114-0.00019598i,0.00055119-0.00029825i,-0.00044557-0.00013408i,-0.00064396+0.00020221i,0.00012451+0.00025086i,0.00024356-1.3436e-05i,-0.0010418-0.00053966i,-0.001169-0.00031015i,-0.00010212+0.00062349i,0.00016761+0.00046394i
0.0006073+0.00088924i,0.0012676+0.00075132i,0.0014698+0.0017406i,0.0009554+0.0021757i,6.725e-05+0.001177i,-0.00044159+0.00016849i,-0.0005932+9.4643e-05i,-0.0012481-0.00024926i,-0.0012799-4.6467e-05i,0.00026597+0.00038243i,0.0010811-0.00044448i,0.00028393-0.0013621i,-0.00069971-0.0011779i,-0.00066198-0.00054524i,-0.00074162+0.000205i,-0.00079742+0.0009932i,-0.00081268+0.0013754i,-0.00049056+0.00046306i,7.2917e-05-0.00022625i,-0.0004724-0.00015055i,-0.00087106-0.00065824i,-0.00082905-0.00083815i,-0.00049797-0.00029651i
0.0010084-0.001924i,0.00022605-0.0020059i,-0.0013397-0.0012375i,-0.00038554-0.00079412i,0.00089171-0.00069322i,7.9656e-05-0.00017239i,-0.0007902+4.8185e-05i,-0.00062825-0.00015986i,-0.00042068-0.00029794i,-0.00076288-0.00042986i,-0.00056692-0.00024804i,0.0001655-0.00059002i,0.00074757-0.00059145i,0.00056177-4.3852e-05i,0.00018429-4.1654e-05i,0.00018285-0.0002188i,0.00012654-0.00016855i,-0.00039335+0.00024265i,2.9539e-05-5.8694e-05i,0.00025745-0.00042181i,-0.00033087-0.000157i,-0.0007969-0.00045443i,-0.00047365-0.00085359i
0.00022426-0.0005181i,0.00059772-6.1877e-05i,-0.00070339+0.00024692i,-0.0013426+0.0012674i,-0.00068404+0.001383i,-6.4861e-05+5.6159e-05i,-0.00020636-0.00068329i,-0.00064534-0.00083562i,-0.0016171-0.00098495i,-0.0018847-0.001159i,-0.0006861-0.00069504i,-6.074e-05-0.0004874i,-6.0305e-05-0.0011857i,0.00041327-0.0008291i,0.0002294+0.00032024i,-3.1342e-05+0.00056761i,0.00028288-0.00011309i,0.00040054-0.00047922i,0.0005332-0.00054751i,0.0010191-0.00096863i,0.00049087-0.00070107i,-0.00030559-0.00062077i,0.00034152-0.00093197i
-0.00010723-0.0013775i,-0.00057025-0.00092452i,-0.0017545-0.0020588i,-0.0023199-0.0019133i,-0.0017868-0.00071562i,-0.00098417+0.00010819i,-0.00056704-7.2317e-05i,-0.00090648-0.0013944i,-0.00068576-0.0018646i,-0.00010261-0.0012726i,-1.7698e-05-0.0011989i,-3.3843e-05-0.000479i,-0.00047446+3.5682e-05i,-0.00010279-7.9891e-05i,0.00045445-0.0002674i,0.00060281-0.00083937i,0.00017031-0.00073599i,-0.00019951-0.00031663i,0.00075579+0.00011546i,0.00094549+0.00029052i,0.0003895-0.00055282i,-0.00024472-1.4194e-06i,-0.00058889+0.00042535i
0.00048071+0.00057486i,-0.00032707-0.00031087i,-0.0013853-0.00017901i,-0.00074845-7.6837e-05i,0.00028093+0.00023403i,-1.7938e-05+0.00030074i,-0.0011722-9.2449e-05i,-0.0018733-9.4228e-05i,-0.0019345+0.00030664i,-0.0011829+0.00063816i,-0.0002246+0.00023922i,-1.8182e-05+1.8346e-05i,0.00015122+0.00038883i,0.0004816+0.00061284i,0.0006375+0.0009321i,-1.3566e-05+0.00036345i,-0.00045408-0.00053465i,-0.00015462-0.00046366i,0.00028381-0.00055198i,0.00031319-0.00090664i,9.4122e-05-0.0011024i,-0.00031675-0.00066428i,-0.0011288+0.00017502i
0.00067027-0.00018309i,0.00091049-0.00079324i,0.00038082-0.0010045i,-0.00036033-0.0010486i,-0.00058163-0.0013955i,-0.00086824-0.0016947i,-0.0013055-0.00081773i,-0.0014052+6.8628e-05i,-0.0011503-0.00023284i,-0.00050938-0.00058482i,-3.145e-05-0.00015459i,0.00014072-0.00021913i,-0.00025293-0.00065911i,-0.0011097-0.00076661i,-0.0012267-0.00073653i,-0.00064294-0.0011645i,0.00039691-0.00059475i,0.0012541+0.00051109i,0.00079663+0.00050583i,-0.00011692+0.00066059i,-0.00057787+0.00048258i,-0.00046484+3.0514e-05i,-0.00043025-0.00066642i
0.0018444+0.001899i,0.0025504+0.00054443i,0.0033393-0.00044135i,0.0024397-0.00091591i,0.00088948-0.00044563i,-0.00071264-0.00067521i,-0.0012186-0.0011297i,-0.00033748+0.00017687i,-0.0002799+0.00049742i,-0.0004731-0.00034593i,-8.0101e-05-5.1131e-05i,-0.00018738+0.00033246i,-6.8749e-05+0.00038412i,0.00031571+0.00049813i,0.00042303+0.00018528i,0.001223-0.00012238i,0.0017324+0.00040608i,0.0016681+0.00046971i,0.00075992-0.00044907i,-9.4707e-05-0.0010339i,-0.00015458-0.00041379i,-0.00056136+0.00031616i,-0.00039076+0.00027489i
0.00059659-4.0001e-05i,0.00089875-0.0016433i,0.0005418-0.0026951i,0.00012877-0.0021411i,-0.00072821-0.00097593i,-0.0012876-0.00041276i,-0.0011969+0.00035912i,-0.00079186-4.7045e-06i,-0.0010459-0.00047261i,-0.00077815+0.00027942i,0.0001577+0.00037157i,0.0006248-0.00037229i,0.00034031-0.00070273i,-2.623e-05-0.00085185i,-5.9527e-06-0.00054264i,-0.00045789-0.00069822i,-0.0013293-0.0007591i,-0.0011058-0.00056667i,-0.00040315-0.00044571i,-0.00040124-0.00025494i,-0.00030841-0.00034438i,-0.00012423-0.00062702i,-0.0006282-0.00053434i
0.0004736-0.00027667i,-0.00029668-0.00059696i,-0.00037919-0.00043114i,-8.1158e-05-0.00056379i,-0.00070708-0.00033206i,-0.0015292+0.00014554i,-0.0016212-2.619e-05i,-0.00072053-0.00056608i,-0.00070291-0.001894i,-0.0012574-0.0018285i,-0.00064295-0.001188i,0.00072117-0.0004498i,0.0014264+0.00024197i,0.00073689-0.00022869i,0.00091191-0.00029645i,0.0013202+0.00026141i,0.00084215-0.00044694i,0.00059294-0.00048082i,0.00069291+0.00024023i,0.00016992+0.0001542i,-0.00031943+0.00013398i,5.94e-05+0.00010388i,-0.00016026+5.9989e-05i
0.0012403-0.001353i,0.0013142-0.00088322i,0.000532-0.0010199i,-0.00038246-0.00092409i,-0.0012834-0.000655i,-0.0014169-7.1744e-05i,-0.0015996+0.00018253i,-0.0014974-0.00054318i,-0.0001315-0.0012172i,-0.00021913-0.00079874i,-0.0011859-0.00064547i,-0.0010923-0.00039022i,-0.00018375+0.00010683i,0.00097749+0.00039542i,0.0012354+1.5844e-05i,0.00060816-0.00037194i,0.0004924-0.00040248i,0.0004305-0.00016763i,-5.6982e-05+0.00048887i,7.5333e-05+0.00025859i,9.5365e-05-0.0002246i,-0.00011698-0.00034981i,0.00054205-0.00069867i
-0.00044138+0.00091765i,-0.00052502+0.00072081i,-0.0012974+0.00060114i,-0.0012317+0.00093525i,-0.00012921+0.0013997i,0.00026586+0.00041075i,-0.00065746+0.00016694i,-0.0013272+0.00024273i,-0.00096807+0.00037655i,-0.00030306+0.00049371i,0.00068324+0.00011275i,0.00093369+0.00010232i,0.00070128-0.00025508i,0.00084529-0.00069066i,0.00017728-0.00016313i,-0.00038314+0.0011589i,-0.00013031+0.0012241i,0.0004278-0.00023291i,0.0010124-0.00040291i,0.0011706-0.00039126i,0.0012652-0.00040795i,0.00044123-9.0753e-07i,-0.00040074-0.00011164i
0.00052974+0.00013519i,0.00062743-0.00027555i,0.00096979-7.0308e-05i,0.002246+0.00038119i,0.0022063-0.00038519i,-0.00019801-0.00067917i,-0.0014091+0.00023118i,-0.00052624+0.00039121i,1.9957e-05-0.00025286i,-0.00043458-0.00019431i,-0.00026694-0.00041697i,-0.00044651-0.0010576i,-0.00066439-0.00060275i,-0.00038852-0.00066388i,-0.00031944-0.00073129i,-0.00024373-0.00019301i,-0.00014538-2.9554e-05i,-6.2653e-05-0.00058364i,-0.00020977-0.00049101i,-0.00047004+0.00029556i,-0.00061152+0.00044852i,-0.00063923+1.9652e-05i,-0.00057142-0.0007873i
-0.00098085+0.00041777i,-0.00188-0.0002353i,-0.002008-0.00055603i,-0.0023282+0.00079579i,-0.0021319+0.0018459i,-0.0014883+0.0015116i,-0.0015246+0.00094827i,-0.0010802+0.00027772i,-0.00051376-9.8905e-05i,-0.00077982+0.00033388i,-0.00057867-0.00040333i,0.00013322-0.001591i,-0.00023511-0.0012185i,-0.0003526-0.00020343i,8.9997e-05-0.00068784i,-0.00015445-0.0013824i,-0.00017854-0.00030605i,-0.00032668-0.00011404i,-0.0005724-0.00091918i,-0.00096008-0.00064833i,-0.00066225+5.7889e-05i,-0.0011419+0.00022661i,-0.0016246+0.00013135i
0.0011926+0.00064026i,0.0018296-0.00050168i,0.00018509-0.0017576i,-0.00021765-0.0016141i,0.00053522-7.2898e-05i,-0.00040219+0.0012753i,-0.0010913+0.001023i,-0.0007279+0.00069662i,-0.00085247+0.00038046i,-0.0008756-0.00033524i,-0.00012935-0.00045818i,3.2475e-05+0.00010774i,-0.00047368+0.00056399i,7.8554e-05+0.00019808i,0.00046553-0.00040197i,-0.00014258-0.00080244i,0.00053275-0.00054607i,0.0012657+9.4038e-05i,0.00075977-0.00029782i,0.00052097-0.001308i,0.00036957-0.0012287i,-0.00020908-0.0006859i,-0.00095019-0.00041026i
0.00043429+0.00027779i,0.0007439-0.00068014i,-0.00016803-0.0010082i,-0.0010978-0.0012855i,-3.8625e-05-0.0012008i,-6.6623e-05-0.00056327i,-0.00086634-0.00030858i,-0.0007856-0.00041624i,-0.00033745-0.0010991i,-0.00076662-0.0020612i,-0.00076361-0.0020202i,4.7261e-05-0.00057194i,0.00017053+0.00022015i,-0.0002754+0.00066593i,-1.3359e-05+0.0011302i,0.00075027+0.00087465i,0.0011088-4.9582e-05i,0.0010417-0.0003505i,0.00067119-0.00011399i,-0.00052166+0.00029781i,-0.00049598+5.7957e-05i,0.00068334-1.1245e-05i,0.0005515+0.00040325i
-0.00022782-0.0015345i,0.0003807-0.0017975i,0.00050344-0.00070848i,0.00047584-6.1431e-05i,7.6849e-05+0.00012228i,-0.00067842+0.00025054i,-0.00082218+0.00087864i,-0.00066818+0.00040654i,-0.00071841-0.00099858i,-0.00029476-0.0012125i,-5.8955e-05-0.00082931i,0.00028526-0.0010373i,0.00032331-0.0013914i,-0.00029035-0.0011268i,-0.00036236-0.00052941i,-0.00021597+2.583e-05i,5.8396e-05-3.7617e-05i,0.00013874-0.00055435i,0.00055657-8.5287e-05i,0.00081465+0.00029483i,3.459e-05-1.6315e-05i,-0.00054307-0.00035084i,-0.00026253+0.00028838i
0.00091313+0.00069477i,0.0020106-0.00046742i,0.0019757-0.0017936i,0.0008766-0.0015814i,-0.00029388-0.00094162i,-0.0012508-0.00069779i,-0.0012679+9.8642e-05i,-0.00074927+1.1249e-05i,-0.00010734-0.00027279i,0.00011138+5.1734e-06i,2.3267e-05-0.00037446i,-0.00024953-0.00032528i,-0.00024767+0.00024231i,-0.00016887+5.1317e-05i,0.00044638-0.00018823i,0.00096174-5.24e-05i,0.00057571+7.2775e-05i,0.00026967-0.00016035i,0.00053448-0.0002769i,0.00014553-0.00019784i,-0.00016122-3.0879e-05i,-8.4756e-06-0.00026342i,0.00046909+7.0012e-05i
0.00033128-0.0022998i,0.0004588-0.0014488i,-5.9805e-05-0.0016736i,-0.00090689-0.0014491i,-0.0014264-0.00045232i,-0.0014154+0.00040896i,-0.00075318+0.0013931i,-0.00010168+0.0016052i,0.00050314+0.000726i,0.00041248-0.00011358i,0.00014143-0.00052414i,0.00052642-0.00040631i,0.00064554-0.00024701i,8.6019e-06-3.6485e-05i,-0.00024759-0.00015507i,0.00052102+0.0002994i,0.00093011+0.0010749i,0.00033923+0.0010023i,4.3535e-05+0.00064479i,-0.00059864+0.00021756i,-0.0011346-0.0001552i,-0.00079742-0.00011992i,-0.00016946+0.0002538i
0.0019246+0.00030025i,0.0023094-0.00022984i,0.0040506-0.002086i,0.0026362-0.0035317i,0.00061257-0.0029949i,-9.4349e-05-0.0010629i,0.00031057+0.0011623i,0.0023124+0.0026117i,0.0045378+0.0018709i,0.0044538-0.0006342i,0.0021062-0.0030762i,0.00036652-0.0030337i,-0.00085151-0.0014916i,-0.0012176+0.00037138i,-0.00079386+0.0011419i,0.00011951+0.00062744i,0.00070621+0.0006696i,0.00058442+0.00032303i,0.00068686-0.00034232i,0.0012437-0.00082255i,0.0008113-0.00073236i,-0.00016906-0.00055874i,-0.00020294-0.00046125i
0.00044558-0.00020593i,-0.00010162-0.00099606i,-0.0010305-0.00040602i,-0.00039266+0.00071482i,0.00057394+0.00061209i,-8.6663e-05-0.00089602i,-0.0017205-0.0021329i,-0.0031341-0.0029508i,-0.0036651-0.0025939i,-0.0032823-0.00086805i,-0.0022517+0.0011183i,-0.00088468+0.0023026i,0.00021893+0.0018472i,0.00059285+0.00031947i,0.0005921+0.00040217i,0.0002771+0.0011519i,-0.00060426+0.00071162i,-0.0009984+0.00017742i,-0.00067945+0.00017167i,3.2307e-05-2.1085e-05i,0.00038351-2.3209e-06i,0.00034642+0.00074359i,7.9548e-05+0.00079964i
0.0010824-0.0012188i,0.00014972-0.0024586i,-6.1185e-05-0.0026272i,-7.4868e-05-0.0015642i,-0.0010928-0.00053878i,-0.0012489-0.00068003i,-0.001056-0.0010943i,-0.001586-0.00049966i,-0.001538-0.00056848i,-0.00093279-0.00063406i,-0.00084232+0.00094324i,-0.00092218+0.001375i,-0.00071414+0.00046511i,-2.4872e-05-0.00048572i,0.00030098-0.0010232i,-0.00031708-0.001165i,-2.617e-05-0.0012848i,0.00034609-0.00058066i,-0.00011707+0.00023658i,-0.00033536+0.00029997i,-0.00023194+0.00028367i,-4.8238e-05-0.0001253i,0.00033829-0.00088606i
0.00045158+0.00014265i,0.00072434+0.001298i,0.00015433+0.0011954i,-0.00040207-1.485e-05i,-0.00035355-0.00060057i,-0.0010316-0.00035856i,-0.0018613+0.00016805i,-0.0016065-8.4748e-05i,-0.0014352-0.00027744i,-0.0014733-0.0003477i,-0.00048732-0.00055352i,1.3527e-05-0.00026345i,-0.00010665-9.886e-05i,-7.1697e-05-0.00040682i,-0.00020592-0.00095516i,0.00039493-0.001155i,0.00054039-0.00076374i,-0.000312-0.00019715i,-0.00030965-4.4267e-05i,-0.00028785-2.5262e-05i,-0.00090285-0.0005385i,-0.0012519-0.00097593i,-0.0010501-8.7837e-05i
0.0016051-0.0011537i,0.0014103-0.00095388i,0.0015237-0.0013162i,0.00038906-0.0017662i,-0.0010361-0.0019952i,-0.0012867-0.0015313i,-0.0019793-0.0010201i,-0.0022769-0.00059701i,-0.0016849-0.00010893i,-0.0013462+4.9317e-05i,-0.00055472+0.00033237i,0.00074326+0.00050498i,0.001065+0.00022268i,0.00089239+7.1049e-05i,0.0012124+0.00010314i,0.00076849-0.00074701i,0.00026711-0.00063943i,0.00059356-3.7589e-05i,0.00079218+5.3174e-05i,0.00035687-0.00094339i,-0.00029439-0.00067617i,0.00029679+0.00041084i,0.00023099-0.00015471i
-0.0007666+8.2939e-05i,-0.00090874-0.00050407i,-3.7795e-05-0.00011762i,0.00094912+0.00066111i,0.0011858+0.00045816i,-8.2499e-05-0.00023654i,-0.0017234-0.0010718i,-0.0011621-0.0010849i,-0.00079319-0.00080876i,-0.0010789-0.00035457i,-0.00064529+0.00023015i,0.00016031+8.2593e-05i,-0.00024062-0.00024036i,-0.00091326-0.00023837i,-0.00020684+0.00055547i,0.00024306+0.0013417i,-0.00030526+0.00073358i,-0.0002342-7.163e-05i,0.00058231-0.00077709i,0.00027403-0.00060397i,-0.0011855-0.00043744i,-0.001359-0.0011665i,-0.00054041-0.00074781i
-0.00020123-0.0018359i,-0.00031095-0.0011624i,-0.00066172-0.0013687i,-0.00079745-0.0015956i,-0.00098972-0.0016789i,-0.00061168-0.00054366i,-0.00080852-7.1921e-05i,-0.0010388-0.0010262i,-0.0012985-0.0011356i,-0.0010149-0.00013354i,-2.8113e-05+0.00012445i,0.0001284+7.9454e-05i,0.00079278-3.5616e-05i,0.0011912-7.2632e-05i,0.00016852+0.00020676i,-0.00019193+0.0004241i,0.00041659+0.00025089i,0.00082545+0.00058299i,0.00056727+0.00083441i,-0.00032586+9.429e-05i,-0.00070098-0.00068617i,-0.00043762-0.0009688i,-0.00031968-0.00011034i
-0.00026835-0.00092117i,-0.00061903-0.0022953i,-0.0010561-0.0036779i,-0.0013657-0.0021517i,-0.0020682-0.00010753i,-0.002625+7.5988e-06i,-0.0025479-0.0002541i,-0.0022088-0.00017521i,-0.0018741+0.00033952i,-0.0012463+0.0007451i,-0.00060427+6.4177e-06i,0.00011339-8.991e-05i,-2.8412e-05+2.8997e-05i,-6.8248e-05-0.00058142i,0.00076211-0.00045115i,0.0007344+4.957e-05i,0.00052146-0.00034121i,0.0010665-0.00014661i,0.0009+0.0004227i,0.00030984+0.00052241i,1.0209e-06+0.00062261i,-0.00010169+0.0001188i,-0.00032037-0.00024474i
5.0569e-05+0.001796i,0.00073556+0.0023727i,0.0017598+0.0027686i,0.001622+0.0020038i,0.00095746+0.00083903i,-0.00021167-0.00050624i,-0.0006411-0.00050457i,-0.00045791+0.00022765i,-0.000721-0.00033705i,0.00051462-0.00067524i,0.0011163-0.00050628i,0.00051585-0.00017714i,0.00010235+7.8917e-05i,0.00017517-2.8141e-05i,0.00018943-0.00028313i,-3.7529e-07-0.00083301i,-0.00012425-0.00047066i,0.00014927+0.00084532i,0.0003544+0.0017539i,6.2658e-05+0.00046764i,4.1237e-06-0.0010146i,-0.00057451-0.0005267i,-0.00073487-2.0288e-05i
-0.0011522+0.00041771i,-0.00098261-0.00060516i,0.00015084+0.00070884i,0.00091802+0.0010503i,0.00089435-0.00032138i,-0.00018908-0.0012726i,-0.0014726-0.0011566i,-0.0016829-0.00016725i,-0.0021322+0.00029081i,-0.0014132-0.00043906i,-9.7726e-06-0.00069933i,-0.00036518-0.00059928i,-0.00035003-0.0004118i,-0.00028092-0.00051032i,-0.00061948-0.00031238i,-0.00053226+0.00049398i,-0.00090079+0.00069687i,-0.00086593+0.0013483i,-4.7698e-05+0.0012939i,0.00027844+0.00011162i,-0.00043755-0.00055429i,-0.00038671-0.00083659i,-0.00023009-0.0010327i
-0.00010345-0.00052769i,0.00032922-0.00061804i,-7.9508e-05-0.0006881i,-8.2843e-05-0.00015335i,-0.00012416+8.8362e-06i,-0.00079479-4.2302e-05i,-0.00042078-0.0002273i,-0.00023746-0.00079916i,-0.00051545-0.0010473i,-0.0011575-0.00099625i,-0.00099842-0.00086141i,-0.00035673-0.00088929i,0.00026573-0.0007755i,0.0005806-0.00049114i,0.00032597-0.00047512i,-0.00017578-0.00066527i,-0.0005576-0.00087574i,-3.3309e-05-0.00045444i,7.509e-05+0.0002461i,0.00024288+0.00028049i,6.4638e-05-0.00066004i,0.00018656-0.0014317i,0.00040495-0.0011945i
-0.00023349-0.0021498i,0.0004422-0.0021119i,3.0871e-05-0.0023315i,-1.6558e-05-0.0027042i,-0.00037533-0.0024076i,-0.00048412-0.0013223i,-0.00030673-0.00060807i,-0.00069074-0.00090702i,-0.001369-0.0003906i,-0.0010208+0.00037199i,-0.00046303+0.00046468i,-0.00064156+0.00080822i,-3.6105e-05+0.0004088i,0.0010772-0.00010531i,0.00087753+0.00024247i,5.6865e-05-0.00014497i,-0.00030405-0.00016594i,-0.00022287-0.00029626i,0.00019451-0.00015622i,9.2533e-05-0.00028187i,0.0003233-0.0005095i,0.00066328-0.00026256i,0.00042508-0.00041277i
0.00057032-0.00084047i,-0.0005181-0.0013491i,-0.001483-0.0010315i,-0.001024+0.00074357i,-0.0006713+0.0018587i,-0.0011759+0.0013037i,-0.0012088+0.00058715i,-0.00090932+0.00015295i,-0.0015957-0.00022647i,-0.0018957-0.0010646i,-0.0009889-0.0013177i,-6.1618e-05-0.0012606i,0.00053469-0.0010716i,0.00011916-0.00052123i,-2.0515e-05-0.0002796i,0.00018377-7.4251e-05i,3.867e-05+0.00023935i,0.00012087+0.00068699i,-1.029e-05-5.09e-06i,-0.00063775-0.0010697i,-0.00095471-0.0010554i,-0.00073198-0.00055431i,-0.00020398-0.00012109i
0.0012864+0.0012236i,0.0016341+3.2962e-05i,0.001523-0.00044408i,0.0011095-0.0010557i,0.00091952-0.00095788i,0.00051107-0.00090327i,-0.00033866-0.0006845i,-0.0011701-0.00052752i,-0.00064723-0.00066369i,3.452e-05-0.0010893i,-6.3589e-05-0.0015354i,-0.00045253-0.0012479i,-0.00089829-0.00069237i,-0.0010141-0.00033355i,-1.6245e-05-0.00061971i,0.00024359-0.00020174i,6.696e-05+1.1281e-05i,-4.0402e-05+7.5817e-05i,-0.00016478+0.00024679i,0.00027917+0.00059436i,0.00074828+0.00032255i,0.00054141-0.00080785i,0.00032717-0.00046809i
