0.0014317+0.00055129i,0.0024428-0.00014106i,0.0021884-0.00016054i,0.0010647-0.00067667i,-0.00036541-0.00087236i,-0.0010745-0.0001684i,-0.0013768+0.00065675i,-0.0014998-0.0003748i,-0.00096628-0.00082706i,-0.00011248-0.00017731i,4.3762e-05-0.00056793i,-0.00020779-0.0012199i,-0.00094654-0.00090407i,-0.00037618-0.00036838i,0.00056706-0.000454i,-0.00016811-0.00044957i,-0.00029124-0.00044323i,0.00038551-0.00022197i,8.8508e-05-0.00029443i,-0.00015797-6.1434e-06i,-0.00031975+0.00075693i,-0.00072499+0.0005922i,-0.00054291+2.3856e-05i
0.14398-0.049008i,0.27594-0.16366i,0.3221-0.35521i,0.22726-0.53691i,0.092043-0.56708i,0.015735-0.4194i,-0.012378-0.23466i,-0.033379-0.10964i,-0.039167-0.029381i,-0.016628+0.01045i,0.0028838+0.010484i,0.0049989+0.0030779i,0.0057944+0.00045329i,0.0073045-0.0037222i,0.006854-0.0054478i,0.0090814-0.00034162i,0.01095+0.0055652i,0.0083524+0.0054567i,0.00282+0.0031606i,-0.0033672+0.0030623i,-0.0087619+0.0050434i,-0.011058+0.0085674i,-0.0085887+0.0095i
-0.14475+0.073946i,-0.27637+0.20698i,-0.34515+0.38953i,-0.30163+0.54332i,-0.20295+0.55683i,-0.1167+0.40423i,-0.056853+0.21627i,-0.012905+0.096977i,0.01098+0.030275i,0.0073973-0.0048313i,-0.0033512-0.011199i,-0.0091475-0.0082617i,-0.01438-0.004869i,-0.015549-0.0017187i,-0.013721-0.004101i,-0.014179-0.0083627i,-0.013665-0.010304i,-0.010302-0.0074194i,-0.0065915-0.0025638i,-0.0019335-0.0012465i,0.004795-0.0029353i,0.0095104-0.0049048i,0.0089026-0.0048658i
0.1422-0.09895i,0.26712-0.24136i,0.35343-0.40589i,0.35774-0.52552i,0.29285-0.52393i,0.18956-0.3806i,0.089781-0.20253i,0.020775-0.084371i,-0.011464-0.016129i,-0.0055778+0.016469i,0.0084939+0.015315i,0.012497+0.0068077i,0.016103+0.0029128i,0.017669-0.0002044i,0.016181+0.00014434i,0.014793+0.0032461i,0.011837+0.0063675i,0.0075084+0.0067248i,0.004703+0.0045699i,0.003347+0.0021966i,-0.0010545-0.00040247i,-0.006454-0.0010608i,-0.0071618-0.0010832i
-0.13171+0.12403i,-0.24579+0.27338i,-0.34631+0.41025i,-0.39585+0.48575i,-0.36233+0.46385i,-0.24043+0.32956i,-0.10885+0.17033i,-0.029583+0.07541i,0.0034942+0.028927i,0.00078414+0.0045952i,-0.0095623+0.0020067i,-0.011869+0.0024038i,-0.015735-0.00074257i,-0.017521-0.00073684i,-0.014283-0.0029141i,-0.011304-0.0098323i,-0.0090307-0.013435i,-0.0066819-0.011203i,-0.0060366-0.0090285i,-0.0055137-0.0065189i,-0.0016867-0.0021148i,0.0026848+0.0026867i,0.004543+0.0055923i
0.11399-0.14939i,0.21513-0.2984i,0.33045-0.40397i,0.42135-0.43123i,0.4132-0.38311i,0.28547-0.26028i,0.14141-0.12669i,0.053661-0.048622i,0.010612-0.012156i,0.0011821+0.0052922i,0.0043416+0.0051012i,0.0074631+0.0031179i,0.016879+0.0060187i,0.023659+0.0077851i,0.021336+0.0096916i,0.015036+0.012335i,0.0079101+0.011907i,0.0033752+0.0098834i,0.0036523+0.0094237i,0.0066329+0.008957i,0.0079325+0.0054211i,0.0081314-0.00044025i,0.0089706-0.0048523i
-0.085861+0.17058i,-0.16877+0.31335i,-0.29396+0.38231i,-0.42122+0.36263i,-0.43752+0.29774i,-0.3071+0.19921i,-0.15297+0.10123i,-0.065681+0.044413i,-0.026179+0.016078i,-0.016909+0.00025344i,-0.018806-0.00015461i,-0.017586+0.00040929i,-0.018383-0.0056714i,-0.018126-0.010546i,-0.012346-0.011634i,-0.0058658-0.011467i,-0.00064291-0.0098013i,0.0018831-0.0083676i,-0.00082951-0.010705i,-0.0067324-0.013271i,-0.01124-0.0097611i,-0.01268-0.0020054i,-0.013051+0.0033866i
0.052217-0.18204i,0.11759-0.31459i,0.25074-0.34835i,0.40517-0.28645i,0.43392-0.20602i,0.29501-0.12498i,0.13429-0.050198i,0.047436-0.011514i,0.011857-0.0007902i,0.0063645-0.001578i,0.0074929-0.0088609i,0.0051843-0.0067932i,0.0095723+0.0038844i,0.01325+0.0094225i,0.0098283+0.01161i,0.0052312+0.013695i,0.0018321+0.01221i,-0.00022875+0.010634i,-0.00083387+0.013877i,0.0020769+0.019289i,0.0096342+0.018988i,0.016311+0.012623i,0.018035+0.0057076i
-0.015826+0.19094i,-0.061458+0.31009i,-0.19574+0.31362i,-0.36786+0.21245i,-0.41368+0.11572i,-0.29104+0.057706i,-0.14807+0.021443i,-0.07247+0.010712i,-0.035355+0.011036i,-0.018894+0.0069412i,-0.012136+0.0053982i,-0.0075426+0.00093517i,-0.010091-0.0074813i,-0.013238-0.011727i,-0.0096569-0.01181i,-0.0028654-0.010906i,0.0021926-0.0093934i,0.0048138-0.0086783i,0.0048635-0.012925i,-0.00012804-0.020736i,-0.00919-0.022983i,-0.018317-0.0173i,-0.023167-0.010959i
-0.023048-0.17995i,0.002218-0.28671i,0.13452-0.26801i,0.31751-0.14402i,0.37287-0.044522i,0.25671-0.013293i,0.12229-0.0022899i,0.056471+0.0029864i,0.030059+0.00036358i,0.022215-0.0050612i,0.017609-0.012687i,0.0098145-0.0096723i,0.0072695+0.0044642i,0.0065508+0.01303i,0.0018384+0.013518i,-0.0039687+0.011283i,-0.0062942+0.0082122i,-0.0076508+0.0068854i,-0.0095121+0.010899i,-0.0072257+0.020038i,0.0014169+0.026725i,0.012374+0.02652i,0.017766+0.022035i
0.058312+0.17269i,0.05423+0.26102i,-0.06526+0.21738i,-0.24764+0.068008i,-0.30926-0.035089i,-0.21146-0.049608i,-0.1047-0.03932i,-0.057217-0.024257i,-0.03471-0.0048202i,-0.021406+0.0089938i,-0.011782+0.016201i,-0.0028044+0.012545i,-0.0010017+0.00087392i,-0.0017695-0.0066504i,0.00097764-0.0077652i,0.0046961-0.0070873i,0.0066939-0.0050095i,0.0099185-0.003297i,0.013398-0.0084053i,0.012562-0.020622i,0.0045404-0.032084i,-0.0068373-0.035285i,-0.012333-0.03166i
-0.090896-0.15049i,-0.10856-0.22449i,0.00067048-0.16347i,0.1831-0.0023453i,0.25393+0.09198i,0.17757+0.081177i,0.090757+0.049398i,0.050208+0.027787i,0.028881+0.0069426i,0.018381-0.0094736i,0.0093184-0.017942i,-0.00044194-0.01303i,-0.00041028-0.00051403i,0.0020586+0.0062338i,-0.00082322+0.0059427i,-0.0043309+0.004262i,-0.0047442+0.0025927i,-0.0067594+0.0016339i,-0.013434+0.004791i,-0.017093+0.014837i,-0.012237+0.028549i,-0.0033436+0.035542i,0.0033317+0.030643i
0.12473+0.12599i,0.16137+0.17981i,0.064792+0.1066i,-0.11094-0.053144i,-0.18194-0.13145i,-0.12343-0.099331i,-0.06301-0.052608i,-0.044626-0.02259i,-0.035293+0.0013389i,-0.02611+0.016066i,-0.016593+0.022102i,-0.0056378+0.018245i,-0.00097518+0.0059967i,0.00039577-0.003425i,0.0036887-0.0050931i,0.0076817-0.0048054i,0.0091294-0.003731i,0.010441-0.001614i,0.015483-0.002176i,0.021562-0.010086i,0.023244-0.02464i,0.017386-0.035787i,0.0093712-0.034123i
-0.14522-0.093955i,-0.20109-0.12811i,-0.11837-0.050112i,0.047745+0.10071i,0.11832+0.16723i,0.082546+0.12825i,0.04672+0.078664i,0.036352+0.046302i,0.028418+0.016864i,0.020602-0.0080598i,0.0098776-0.023405i,-0.0020494-0.022723i,-0.0038204-0.010888i,-0.0020054-0.0032188i,-0.004712-0.0011544i,-0.0063382+0.00038039i,-0.0063181+0.00018097i,-0.0091134-0.0022574i,-0.015805-0.0030195i,-0.023654+0.0037833i,-0.027338+0.019241i,-0.024045+0.03215i,-0.015198+0.030746i
0.15902+0.05645i,0.2297+0.070217i,0.16269-0.0023011i,0.012772-0.1289i,-0.057027-0.17578i,-0.044328-0.12448i,-0.033049-0.069649i,-0.033559-0.035902i,-0.027229-0.0061653i,-0.017138+0.014828i,-0.0070991+0.022555i,0.0013055+0.018862i,0.0014987+0.010285i,-0.0011925+0.0036153i,0.00022919+0.00050917i,0.003132-0.00039953i,0.0039128+0.00066854i,0.0049666+0.0043937i,0.011435+0.0070164i,0.022084+0.0026997i,0.031697-0.0096691i,0.033957-0.02087i,0.026401-0.020177i
-0.16729-0.01832i,-0.24531-0.012943i,-0.19673+0.050367i,-0.069078+0.15258i,-0.0031163+0.18395i,0.00091823+0.12616i,0.0045879+0.071097i,0.013914+0.039816i,0.017268+0.011518i,0.01691-0.01229i,0.011855-0.025889i,0.0021491-0.025397i,0.00016669-0.014595i,0.0025629-0.0058131i,0.00099316-0.0025604i,-0.0020051-0.00055826i,-0.0038481+0.00071459i,-0.0035285-0.0014757i,-0.0066163-0.0055419i,-0.018307-0.0068987i,-0.033138-0.00053342i,-0.038239+0.009446i,-0.029582+0.012267i
0.16225-0.018772i,0.24561-0.037598i,0.22017-0.086381i,0.11797-0.16299i,0.0501-0.18067i,0.02205-0.12218i,-0.0021291-0.070667i,-0.020649-0.039802i,-0.025675-0.0083361i,-0.019076+0.016204i,-0.007775+0.026445i,9.773e-05+0.02442i,0.00088535+0.015941i,0.00023979+0.008524i,0.0027247+0.0036074i,0.0054337+0.00023785i,0.0057879-0.00028698i,0.0053895+0.0025614i,0.0068819+0.0066382i,0.01575+0.0097455i,0.02984+0.0095099i,0.035805+0.0047308i,0.026355+0.0015511i
-0.14924+0.049852i,-0.23374+0.077407i,-0.23122+0.11209i,-0.15656+0.16309i,-0.090042+0.16347i,-0.04773+0.10394i,-0.016182+0.060736i,0.003322+0.039967i,0.010399+0.017096i,0.009638-0.0035501i,0.0058819-0.015836i,0.0026041-0.017952i,0.0037066-0.012781i,0.0053493-0.0069589i,0.0031526-0.0028936i,0.00040946-0.0006323i,-0.00092495-0.00074153i,-0.0011502-0.0036894i,-0.0023651-0.0086437i,-0.010303-0.01435i,-0.023737-0.018249i,-0.031412-0.016228i,-0.025074-0.0095262i
0.12968-0.075337i,0.21546-0.10856i,0.23698-0.13244i,0.18638-0.16353i,0.12146-0.15183i,0.067943-0.096115i,0.026498-0.057264i,-0.0014128-0.032769i,-0.013669-0.0061483i,-0.013682+0.014482i,-0.0095667+0.024219i,-0.0065738+0.023586i,-0.0063925+0.014705i,-0.0058346+0.005977i,-0.0019618+0.0013844i,0.00074634-0.00052216i,-5.1001e-05-0.00034613i,-0.0013347+0.0019612i,-0.0014414+0.0074525i,0.0044708+0.016044i,0.016385+0.024252i,0.023638+0.024233i,0.018075+0.014901i
-0.10339+0.092558i,-0.19001+0.12706i,-0.23166+0.13915i,-0.20082+0.15i,-0.13988+0.12708i,-0.07744+0.078677i,-0.030802+0.051819i,-0.004929+0.036031i,0.0069112+0.013825i,0.0065776-0.0082035i,0.00088979-0.020523i,-0.0011859-0.020022i,0.001957-0.012601i,0.0025219-0.0044216i,-0.001269+0.0019978i,-0.0034578+0.0045409i,-0.0022526+0.0032822i,3.9527e-05+0.0012467i,0.0015916-0.0026674i,-0.00043724-0.012243i,-0.0069015-0.025361i,-0.010773-0.029146i,-0.0082355-0.020593i
0.078095-0.10172i,0.16467-0.13653i,0.22591-0.1387i,0.21428-0.13246i,0.1557-0.10284i,0.086032-0.059596i,0.033701-0.03893i,0.0020316-0.027629i,-0.011397-0.010715i,-0.010583+0.0028706i,-0.0073123+0.0099591i,-0.0060757+0.011865i,-0.0058562+0.0082986i,-0.0050897+0.0018717i,-0.0024398-0.0026619i,0.00047439-0.0031412i,0.0023493-0.00088825i,0.0014104+0.0011579i,-0.0013036+0.0033445i,-0.0023705+0.01095i,-0.00037818+0.025495i,0.0020255+0.032106i,0.0020866+0.022782i
-0.051868+0.10203i,-0.13592+0.13729i,-0.21171+0.12891i,-0.21776+0.10763i,-0.163+0.077412i,-0.091859+0.046071i,-0.043664+0.037503i,-0.015414+0.032492i,0.00035728+0.016774i,0.0040501-0.0020936i,0.0018565-0.014718i,-0.00084624-0.015046i,0.0005179-0.0073899i,0.0023161-0.00096555i,-0.00013325+0.0025827i,-0.0028236+0.0034999i,-0.001571+0.0020264i,0.0022501+0.00040938i,0.0045691-0.0020677i,0.0057322-0.010219i,0.0081883-0.023599i,0.0096137-0.028853i,0.0073628-0.020113i
0.027677-0.094042i,0.10946-0.12954i,0.20009-0.11364i,0.22099-0.082115i,0.16633-0.055341i,0.089743-0.0329i,0.038591-0.027267i,0.0083712-0.021721i,-0.005716-0.0063311i,-0.0031906+0.004777i,0.0011333+0.0077663i,0.0018561+0.0068938i,0.0009028+0.0032359i,0.00060274-0.0025555i,0.0021682-0.0074465i,0.0026365-0.0073715i,0.00065322-0.0042727i,-0.0023173-0.0024421i,-0.0035629-0.0017222i,-0.0074084+0.0048405i,-0.015986+0.017555i,-0.019103+0.023191i,-0.013172+0.017335i
-0.0042739+0.08336i,-0.080838+0.11261i,-0.18215+0.092868i,-0.2166+0.057653i,-0.16241+0.032803i,-0.088362+0.017771i,-0.04279+0.021474i,-0.013926+0.023919i,0.0035784+0.014153i,0.0072455+0.0025646i,0.0049947-0.0059482i,0.001569-0.0068792i,0.00056186-0.00058959i,0.0011583+0.004635i,-0.00091983+0.0053958i,-0.0032735+0.0042333i,-0.0019041+0.0023767i,0.0005285+0.0012915i,0.0016476+0.0024505i,0.0073824+0.00031533i,0.018524-0.0080151i,0.024195-0.013736i,0.01861-0.012434i
-0.0085012-0.06241i,0.06212-0.086038i,0.17241-0.066252i,0.21489-0.033882i,0.15919-0.014755i,0.085959-0.0085691i,0.041392-0.017445i,0.010326-0.018708i,-0.0057467-0.007913i,-0.0034457+0.0008177i,0.0021273+0.0041661i,0.0026426+0.0025513i,0.00099028-0.0011606i,0.0017849-0.0045557i,0.0044452-0.0054858i,0.0051844-0.0043414i,0.002458-0.0030272i,0.0005803-0.0012584i,0.00023469-0.001261i,-0.0059699-0.00010293i,-0.019776+0.0046457i,-0.027265+0.008779i,-0.020779+0.0093312i
0.018536+0.045182i,-0.048518+0.058242i,-0.16194+0.038521i,-0.20806+0.010664i,-0.15098-0.0036193i,-0.079452-0.001875i,-0.04075+0.013138i,-0.016118+0.019096i,-0.0026714+0.01329i,-0.0010568+0.0072355i,-0.0026698+0.0013997i,-0.0050643+5.6527e-05i,-0.0050016+0.0036719i,-0.0030253+0.0067812i,-0.0022553+0.0067038i,-0.0013708+0.0045311i,0.00062999+0.0031721i,0.0018572+0.0024242i,0.0022327+0.0023928i,0.0086745+0.003185i,0.020824+0.0033675i,0.026431+0.0021746i,0.020954-0.00069846i
-0.021164-0.019453i,0.045069-0.025828i,0.16121-0.011953i,0.20575+0.0064356i,0.14616+0.015518i,0.075925+0.010082i,0.03652-0.0047182i,0.0069342-0.0087874i,-0.0083576-0.0017701i,-0.0058242+0.0033184i,-0.00028584+0.004797i,0.0026813+0.0025467i,0.003169-0.0028761i,0.0026184-0.0066269i,0.0035956-0.0054244i,0.0048631-0.0025496i,0.00336-0.0013103i,0.0010713-0.00097845i,0.0005376-0.0027175i,-0.0057013-0.006942i,-0.018566-0.010545i,-0.025222-0.0098076i,-0.021004-0.0048639i
0.018973+0.00018443i,-0.048127-0.00092906i,-0.15991-0.01061i,-0.19784-0.020968i,-0.13756-0.022267i,-0.073649-0.0094004i,-0.039393+0.0095055i,-0.01294+0.015746i,0.0011695+0.010989i,0.000624+0.006588i,-0.0043312+0.0030479i,-0.006559+0.002256i,-0.0045978+0.0052177i,-0.0025563+0.0073919i,-0.002827+0.0063124i,-0.0032667+0.0035545i,-0.0015771+0.0015941i,3.3408e-05+0.00014547i,-0.00084226+0.0008423i,0.0028107+0.0062328i,0.014273+0.012472i,0.020865+0.013433i,0.018739+0.0084057i
-0.01118+0.015329i,0.060485+0.021551i,0.16695+0.026957i,0.19366+0.030893i,0.12739+0.027117i,0.063685+0.014213i,0.030615-0.0021825i,0.0045531-0.0079053i,-0.0077405-0.0048857i,-0.0059266-0.0042182i,-0.0016925-0.0049505i,0.001958-0.005222i,0.0050207-0.0068548i,0.0050818-0.0081299i,0.0031596-0.0057619i,0.0021428-0.0018541i,0.00035325+0.00037414i,-0.0010902+0.0013715i,0.00032759-0.0002078i,-0.0017798-0.0070449i,-0.0099351-0.016173i,-0.014926-0.01836i,-0.014632-0.012355i
-0.0017506-0.028921i,-0.074798-0.036404i,-0.1744-0.035674i,-0.19133-0.034553i,-0.12228-0.027375i,-0.064792-0.013365i,-0.036518+0.0035903i,-0.012047+0.0096145i,0.00060799+0.0058928i,0.0011514+0.0035385i,-0.0020367+0.0015358i,-0.0046243+0.0022774i,-0.0031829+0.0058266i,-0.00018599+0.0060707i,-0.00024826+0.0025672i,-0.0013137-0.00046889i,0.0001195-0.0009081i,0.0015702-0.0014706i,0.0010249-2.5538e-05i,0.0023976+0.0074997i,0.0076862+0.016891i,0.011999+0.019402i,0.011501+0.014189i
0.017762+0.040123i,0.092315+0.046953i,0.18319+0.040781i,0.18793+0.032698i,0.11427+0.022169i,0.057016+0.0088257i,0.025454-0.003158i,-0.00089948-0.0040557i,-0.011249+0.00062605i,-0.0078933-0.0011347i,-0.0031661-0.0050359i,-7.6044e-05-0.0060445i,0.0016315-0.005445i,0.0017456-0.0050553i,0.0018621-0.0038852i,0.0020001-0.0013516i,0.00094905+0.00069289i,-0.00048948+0.0018496i,0.00066616-1.7989e-05i,0.0019247-0.0079263i,-3.1934e-05-0.017816i,-0.0041772-0.021411i,-0.0065235-0.016892i
-0.032471-0.042326i,-0.10796-0.049225i,-0.18764-0.039382i,-0.18134-0.030305i,-0.10631-0.022251i,-0.054354-0.010883i,-0.028518+0.0019493i,-0.0062646+0.0060992i,0.0042821+0.004682i,0.0051327+0.003875i,0.0027187+0.0024713i,8.3229e-05+0.0040186i,-0.00031746+0.0076924i,0.00081088+0.0069596i,0.0014297+0.0027589i,0.00086512-0.00041143i,0.0015299-0.0018964i,0.0032689-0.0025591i,0.00084701-0.00067294i,-0.0023144+0.007408i,-0.0014748+0.017683i,0.0016163+0.020463i,0.0032429+0.016076i
0.049533+0.039277i,0.12675+0.043673i,0.19525+0.029586i,0.17788+0.017905i,0.10128+0.011494i,0.052304+0.0040529i,0.025669-0.0031036i,0.00088169-0.0022074i,-0.0084874+0.00066498i,-0.0056625-0.0019306i,-0.0025781-0.0041015i,-0.0021865-0.0044102i,-0.0023291-0.0048881i,-0.002016-0.0035948i,-0.001359-0.00029093i,-0.00027633+0.0017005i,-0.0011897+0.0013955i,-0.0024563+0.0011624i,-0.0001075+0.00064665i,0.0041508-0.005094i,0.0055603-0.014538i,0.0045153-0.017715i,0.0030132-0.01485i
-0.066494-0.0351i,-0.14301-0.03624i,-0.20181-0.018404i,-0.17216-0.0054398i,-0.092948-0.0021301i,-0.045839+0.0009641i,-0.021323+0.004884i,-0.0020079+0.0029058i,0.0049188-0.00079836i,0.0061265-0.0010167i,0.0056117+0.0003208i,0.003066+0.0030036i,0.0017083+0.005113i,0.0015509+0.0034688i,0.00051651+0.00035843i,-0.00058665-0.0012073i,0.00096593-0.00059837i,0.0038575+0.00019984i,0.0020395+0.0016557i,-0.0044677+0.0065048i,-0.0088897+0.014816i,-0.0081266+0.018452i,-0.0051498+0.014479i
0.074985+0.022234i,0.15431+0.019327i,0.20508+0.0018238i,0.16848-0.0078493i,0.092236-0.0070587i,0.0485-0.0051834i,0.021191-0.0034898i,-0.0020864+0.00075293i,-0.0086983+0.0047022i,-0.0065556+0.0025618i,-0.0061489-0.0023455i,-0.0068596-0.0055125i,-0.0062087-0.0051155i,-0.0044502-0.0030666i,-0.001923-0.00021713i,4.124e-05+0.002175i,-0.00071035+0.0012419i,-0.0023582-0.00086205i,-5.9047e-05-0.0016142i,0.0057142-0.0049429i,0.010122-0.011201i,0.010988-0.013267i,0.0089407-0.010628i
-0.083105-0.0093996i,-0.16099+0.0016491i,-0.20139+0.021106i,-0.15593+0.024679i,-0.080994+0.015968i,-0.042603+0.0097696i,-0.020334+0.00678i,-0.0018075+0.0024176i,0.0041914+0.0011429i,0.0069755+0.0025887i,0.0081009+0.0022478i,0.0062611+0.0024522i,0.0054465+0.0024333i,0.0051848-0.00016022i,0.0028749-0.0032368i,-0.00019567-0.0033798i,-0.00022961-0.0015264i,0.0015553+0.00010912i,-0.0010913+0.00085562i,-0.0083517+0.0036156i,-0.014755+0.009207i,-0.015921+0.011148i,-0.011889+0.0085357i
0.086566-0.0084379i,0.16216-0.027034i,0.19602-0.044855i,0.1455-0.039613i,0.073721-0.023319i,0.038959-0.011377i,0.01636-0.0030888i,-0.0033466+0.005756i,-0.0078448+0.011786i,-0.0064951+0.0097005i,-0.0068554+0.0026383i,-0.0078603-0.0028126i,-0.0070982-0.0036578i,-0.0039829-0.0009968i,-0.00036745+0.0022667i,0.0013295+0.0024053i,0.00021334+0.00066728i,-0.00019254+0.00012525i,0.0030874-0.00074269i,0.0092687-0.0030916i,0.015156-0.0064164i,0.015654-0.0073104i,0.011433-0.0040451i
-0.082927+0.024409i,-0.15477+0.052561i,-0.18125+0.069335i,-0.13011+0.056539i,-0.066832+0.033391i,-0.038613+0.017373i,-0.019326+0.0080737i,-0.0031675+0.0019116i,0.0015034-0.00062365i,0.0042177+0.00025952i,0.0070327+0.0011897i,0.008224+0.003163i,0.0082014+0.0036417i,0.0065019+0.00026224i,0.0028259-0.0042187i,-0.00050132-0.0046068i,-0.0011289-0.0014773i,-0.00066332+0.0011369i,-0.0028325+0.0020183i,-0.0090162+0.0017649i,-0.016086+0.0025445i,-0.01733+0.0025985i,-0.012745+0.00055104i
0.078819-0.041268i,0.14412-0.075738i,0.16444-0.090751i,0.11448-0.071066i,0.05843-0.040198i,0.033891-0.017118i,0.012331-0.003263i,-0.0061097+0.0056239i,-0.010954+0.0093343i,-0.01019+0.0072416i,-0.0089385+0.0028018i,-0.0081682-0.00020506i,-0.0078793-7.4633e-05i,-0.005641+0.0032448i,-0.0019395+0.0058148i,0.0012637+0.0042721i,0.0015509+0.001319i,0.001014-1.3726e-05i,0.003776+0.00022974i,0.0094697+8.956e-05i,0.015528-4.6563e-05i,0.016584+0.0014782i,0.011331+0.0029592i
-0.06859+0.054062i,-0.12716+0.096166i,-0.14408+0.11062i,-0.099704+0.083012i,-0.051883+0.045818i,-0.032633+0.019716i,-0.016492+0.0051875i,-0.0039728-0.0019162i,-0.0021675-0.0037977i,-0.0011868-0.0031049i,0.0016543-0.0013986i,0.0050531+0.00086092i,0.0075727+0.00073317i,0.0062665-0.0028633i,0.0022066-0.0062353i,-0.001141-0.0054586i,-0.0020647-0.0018343i,-0.0022397+0.00050578i,-0.0036514-4.0933e-05i,-0.0076031-0.0017975i,-0.013261-0.0033066i,-0.014212-0.0053362i,-0.0095732-0.0058344i
0.053823-0.06237i,0.10345-0.11154i,0.11842-0.12434i,0.081055-0.090841i,0.042198-0.049115i,0.027031-0.02102i,0.010304-0.0039433i,-0.0043303+0.0051795i,-0.0072176+0.0082268i,-0.0061801+0.0068449i,-0.0081765+0.0034175i,-0.011364+0.0011049i,-0.011015+0.001297i,-0.0081903+0.0045124i,-0.0037694+0.0072588i,0.00038721+0.0060326i,0.0012327+0.0030139i,0.0006969+0.00038897i,0.002675+0.00082668i,0.0072717+0.0030758i,0.01192+0.0050731i,0.012082+0.0067769i,0.0078675+0.0062619i
-0.041897+0.071086i,-0.080206+0.12493i,-0.090978+0.13717i,-0.059366+0.098262i,-0.0314+0.051881i,-0.023929+0.020352i,-0.012126+0.0014588i,-0.0028347-0.0075887i,-0.001731-0.0081791i,-0.00043952-0.0071385i,0.0012737-0.0070138i,0.0043088-0.0045187i,0.0069198-0.0039483i,0.0063331-0.0067948i,0.0033736-0.0090739i,-0.00057716-0.0068659i,-0.0021372-0.0030749i,-0.0019642-0.00084924i,-0.003294-0.0010597i,-0.0064312-0.0039759i,-0.0090602-0.0085138i,-0.0071318-0.011504i,-0.0022661-0.010027i
0.023761-0.074828i,0.054164-0.13137i,0.063588-0.14297i,0.03998-0.10082i,0.021829-0.05228i,0.018571-0.020889i,0.008362-0.0019032i,-0.001358+0.0072536i,-0.0025372+0.0084668i,-0.0008777+0.0048395i,-0.0029996+0.00063578i,-0.0078087-0.00068744i,-0.009319+0.0017797i,-0.0076906+0.0061939i,-0.0039406+0.0088029i,0.000159+0.006729i,0.0018125+0.0028358i,0.0016719+0.00026761i,0.0023243+0.00058587i,0.0046205+0.0037594i,0.0061833+0.0081337i,0.0041141+0.010836i,-0.0004428+0.009223i
-0.0087759+0.07635i,-0.027616+0.13388i,-0.034882+0.14557i,-0.020887+0.10088i,-0.012962+0.050591i,-0.014885+0.019742i,-0.0082708+0.0026879i,-0.0021778-0.0041621i,-0.00191-0.0052307i,-9.0389e-05-0.0061586i,0.0024855-0.007813i,0.0053487-0.0077236i,0.0095373-0.0072197i,0.011204-0.008672i,0.0075486-0.010528i,0.0024521-0.0093804i,0.00042177-0.005442i,-0.00045491-0.0022843i,-0.0020036-0.002219i,-0.0036354-0.0052784i,-0.0026807-0.0089576i,0.0015777-0.0099275i,0.0048742-0.0076554i
-0.00468-0.070891i,0.0024269-0.12917i,0.008563-0.14201i,0.0030077-0.098961i,0.0040636-0.050156i,0.0098715-0.018305i,0.0039245+0.00073095i,-0.0018945+0.0091319i,-0.00063473+0.01084i,0.0020053+0.0082859i,0.0011277+0.0044268i,-0.0034748+0.0030529i,-0.0071616+0.0049295i,-0.0077391+0.0088129i,-0.0062626+0.010815i,-0.0028454+0.0083445i,-0.00061283+0.0040445i,-5.6832e-05+0.00121i,0.001125+0.0012503i,0.0013947+0.0042141i,-0.00051702+0.0090114i,-0.0046349+0.010318i,-0.0064971+0.0068318i
0.018981+0.067977i,0.021767+0.12292i,0.0186+0.13509i,0.016289+0.092912i,0.0048882+0.046041i,-0.0063616+0.016854i,-0.0049586+0.0014852i,-0.004593-0.0020659i,-0.0063005-0.001357i,-0.0031736-0.0025929i,0.0017945-0.0043793i,0.0065044-0.0051449i,0.010462-0.0062465i,0.011379-0.0081043i,0.0085111-0.0094868i,0.0038165-0.0075662i,0.0016243-0.004122i,0.0011226-0.0021238i,0.0006578-0.0014522i,0.0015729-0.0029755i,0.004221-0.0056194i,0.0079962-0.0055269i,0.010021-0.0028018i
-0.027252-0.054936i,-0.039961-0.10708i,-0.038324-0.12163i,-0.02828-0.086086i,-0.011922-0.044339i,0.00046979-0.01609i,-0.0011659+0.002639i,-0.0034843+0.010208i,0.00019574+0.0098188i,0.0039478+0.0080865i,0.0027175+0.0070389i,-0.0025713+0.0070083i,-0.0083383+0.0085539i,-0.010681+0.011197i,-0.0084456+0.011162i,-0.0045251+0.0076123i,-0.0020276+0.0039211i,-0.00014024+0.0020188i,8.2791e-05+0.0016773i,-0.0030616+0.0025683i,-0.0077224+0.0039349i,-0.011741+0.0026264i,-0.012428-0.00032722i
0.039031+0.048662i,0.05787+0.093586i,0.056343+0.10692i,0.03942+0.07504i,0.01636+0.036391i,0.0003481+0.012851i,-0.0020487-1.1686e-05i,-0.0035752-0.0039607i,-0.0063106-0.0022071i,-0.0060622-0.00070979i,-0.0029933-0.0026239i,0.0018549-0.0047134i,0.0070007-0.0057003i,0.010071-0.0078779i,0.0090051-0.0086364i,0.0057-0.0058078i,0.0036091-0.0018134i,0.0020022+0.00038606i,0.00099355+0.00068713i,0.0021786+0.0002411i,0.0061641+0.0004945i,0.010239+0.002507i,0.010773+0.0046271i
