0.0014317+0.00055129i,0.0024428-0.00014106i,0.0021884-0.00016054i,0.0010647-0.00067667i,-0.00036541-0.00087236i,-0.0010745-0.0001684i,-0.0013768+0.00065675i,-0.0014998-0.0003748i,-0.00096628-0.00082706i,-0.00011248-0.00017731i,4.3762e-05-0.00056793i,-0.00020779-0.0012199i,-0.00094654-0.00090407i,-0.00037618-0.00036838i,0.00056706-0.000454i,-0.00016811-0.00044957i,-0.00029124-0.00044323i,0.00038551-0.00022197i,8.8508e-05-0.00029443i,-0.00015797-6.1434e-06i,-0.00031975+0.00075693i,-0.00072499+0.0005922i,-0.00054291+2.3856e-05i
-0.0013122+0.001596i,-0.0011211+0.0015724i,-0.00032034+0.001369i,-3.6516e-07+0.00086639i,-0.00043163+7.994e-06i,-0.00084622-0.0003369i,-0.001826-0.00088142i,-0.00255-0.00071629i,-0.0018881-3.8167e-05i,-0.0012001-0.00050184i,-0.0005802-0.0011196i,-0.00010193-0.0010645i,0.00019674-0.00027916i,0.00081921+0.00023601i,0.00031951+0.00021355i,0.00053148-0.00034077i,0.0010164-0.0011259i,0.00082207-0.00086261i,0.00071001-0.00024268i,0.00099963+0.00041871i,0.00059316+0.0007842i,-0.00018202+0.00064524i,6.5679e-06+0.0003631i
0.0003973-0.0015286i,-0.00064679-0.0018286i,-0.0010651-0.0016831i,-0.0010904-0.00049599i,-0.0009842+0.00038947i,-0.0010242+0.00023978i,-0.0010882+7.5917e-05i,-0.0016203+0.00094902i,-0.0020088+0.0015876i,-0.0011055+0.00088246i,-0.00033844-7.1482e-06i,-0.00057389+0.00014002i,-0.00028018+0.00071765i,0.00028159+0.00052838i,0.00026403+0.00016048i,-0.00033241+0.00039595i,-0.00044189+0.00043557i,0.00013317-0.00023354i,0.00050485-0.00060776i,0.0002603+0.00027666i,-0.00071575+0.00026363i,-0.0012201+0.000314i,-0.00061137+0.00053511i
0.00052863-0.00010388i,0.0014542+0.00016693i,0.0011671-0.00030851i,0.00065069-0.00037688i,0.001046-9.3213e-05i,0.0017767+0.0010395i,0.00090606+0.0015796i,-0.00055008+0.0010348i,-0.0015626+0.00092938i,-0.0010111+0.00070622i,-0.00012097+0.00011381i,0.00025544-1.7117e-05i,0.00083202+0.0003569i,0.00041605+0.00014355i,-0.00044352-0.00012874i,0.00014306+0.00032727i,0.00084379+0.0006924i,0.0010744+0.00026504i,0.00072008+3.8537e-05i,4.3002e-05+0.00063309i,-0.00030045+0.0005689i,-0.00015211-4.2749e-05i,0.000294-0.00068043i
-0.0023869-0.0012129i,-0.00086773-0.00048717i,-0.00062637+0.0004422i,-0.00043837+0.0010344i,-0.00095772+0.0011567i,-0.00090584+0.00043141i,-0.00044186+0.00043285i,-0.0014578+0.00027958i,-0.0020516-0.00021716i,-0.0016132+0.00039953i,-0.001187+0.00044688i,-0.00087312-0.00045067i,-0.0007331-0.00011675i,-0.00056752+0.00055486i,-0.00055992+4.1121e-05i,-0.00075688-1.2818e-05i,-0.00032991+0.00011662i,-0.00031429-0.00057702i,-0.00043947-0.00050321i,-0.00029094-0.0001956i,8.3754e-05-0.00018227i,0.00056677+0.00018051i,0.00072179+0.00023672i
-0.00056388-9.6794e-05i,0.00028574+0.00016719i,0.00062014+0.0014313i,0.0002045+0.0013865i,0.00035865-0.00013484i,-0.00020261-0.00081034i,-0.0017162-0.00059928i,-0.0021887-4.7218e-05i,-0.0016117+0.00074752i,-0.00027141+0.00081137i,0.0006449-6.5189e-05i,0.00032992-0.00079861i,0.00046694-0.0011194i,0.00069879-0.0007037i,0.00047973-0.00021153i,0.00077245-0.00065533i,0.00087496-0.00037157i,0.00017124+0.00027343i,0.0002173-0.00025093i,0.00031881-0.00057829i,-6.8597e-05-0.00020788i,-0.00029431+0.00077107i,7.377e-05+0.0012314i
0.00075401-0.000228i,0.0011219+0.00040733i,0.0011715+0.00040352i,0.00034277-5.2551e-05i,0.00020625+0.00020708i,0.00017455+0.0006812i,-0.00017891-4.4091e-05i,-0.00030331-0.00042231i,-0.0010855+0.00020023i,-0.00072973-8.0491e-05i,0.00037259-0.00054125i,-0.00027705-3.4057e-05i,-0.00081758+0.00052146i,-3.8598e-05+0.00049748i,0.0007523-0.00017269i,7.4597e-05-0.00047849i,-0.00059592-0.00088166i,-0.00011556-0.00087233i,-0.00016713-0.00028888i,-0.00059679+9.1414e-06i,-0.00037995-4.4694e-05i,-0.00039037+9.3752e-05i,-0.00086986+0.00053714i
-0.00086469+5.107e-05i,-0.001279+0.00010676i,0.00023067-0.00029108i,-7.4049e-05-0.0010466i,-0.00060718-0.0013464i,-0.00031298-0.000689i,-0.001451+0.00010351i,-0.0028629-5.7484e-05i,-0.002506-0.00050966i,-0.0011954-0.00058638i,-0.00062745-0.00047918i,-0.00063406-0.00085543i,0.00010653-0.00055983i,0.00083299+0.00023172i,0.00080601+0.00026254i,0.0003681+0.00039424i,-0.00021714+0.00071837i,-0.00043734+0.00072961i,-0.00020449+0.00061464i,-0.00060828+0.00028485i,-0.0012703-0.00015405i,-0.0010996+0.00022878i,-0.00070338+0.00011875i
0.0011381+0.00017529i,0.0012959+4.4355e-05i,0.0010869-1.4082e-05i,0.00056539+2.2405e-05i,-0.00013266+0.00049018i,0.0001045+0.00071282i,-6.6617e-05+0.00019911i,-0.00062846+1.608e-05i,-0.001331+0.00031323i,-0.00066328-0.00053223i,-0.00013723-0.0014573i,-0.00071339-0.0013159i,-0.00067649-0.00054098i,-0.00041574+0.0002736i,0.00042932+0.00011747i,0.0004969-0.00035469i,-0.00025917-0.00034939i,-0.00068195-0.00036513i,-0.00081593-0.0001896i,-0.00076163-9.728e-05i,-0.00065422-0.0001353i,-8.9586e-05+3.9416e-05i,0.00014689-0.00032366i
0.00018528+0.0018137i,-0.00038725+0.0011887i,0.00012058+0.00011097i,0.00058068-0.00072924i,0.00011987-0.0015959i,-0.00029207-0.00038344i,-0.0016368+0.00047263i,-0.0030179+0.00030529i,-0.001821+0.00073842i,0.00027639+0.0007809i,0.00053072+5.2778e-05i,0.00028752-0.00027354i,-5.8817e-05-0.00069991i,-0.0001786-0.0012382i,-0.00025272-0.00084932i,-0.00095588-0.00054373i,-0.00090475-0.00021525i,-0.00016853+0.00063695i,3.8002e-05+0.0012755i,-0.00026038+0.0013626i,6.6226e-05+0.00075274i,0.00027012+0.001304i,-0.00010456+0.0015607i
0.0026942+0.00055249i,0.0017628+0.0011959i,0.0016126+0.00044561i,0.00079982-0.00050258i,-0.00047819-0.0011672i,-0.0015942-0.00037795i,-0.0022977+0.0010044i,-0.0023527+0.0008371i,-0.0015278+0.00050637i,-0.00024109-8.2213e-05i,0.0001876-0.00098109i,-0.00013366-0.00066266i,-1.6807e-05+0.00022275i,0.00035092+0.00081682i,0.00018114+0.00083882i,-0.00032997+0.0003745i,-2.4298e-05-0.00031994i,0.00030409-0.0007252i,2.7266e-05-0.00058105i,-0.00045199+3.059e-05i,-0.00040139+0.00027435i,-0.00032909-5.1257e-05i,5.763e-05+0.00018224i
0.00076916+0.001593i,0.00024734+0.0001543i,0.00069359-0.00046515i,0.00047716-0.00088316i,0.00039062-0.0015515i,0.00072969-0.0014535i,-6.071e-05-0.00076359i,-0.00077455-8.2948e-05i,-0.00099053+0.00059944i,-0.00020329-0.00049348i,0.00085263-0.0018019i,0.00026091-0.0013829i,1.9356e-05-0.00066924i,0.00043753+2.0109e-05i,0.00023149+0.00050024i,0.00022142+0.00019475i,0.00032967+7.5324e-05i,0.00034912-3.2593e-05i,0.00050817-0.00044037i,0.00026281-0.0010194i,-0.00031512-0.0010257i,-0.00047879-0.0005706i,-0.00049672-0.00014291i
1.8641e-05+0.00016935i,0.0010924+8.9507e-05i,0.0014771+0.00014961i,8.8233e-05-0.00015224i,-0.00068953-0.0005161i,-0.00039447-0.00093743i,-0.0012628+2.3123e-05i,-0.0020283+0.00085215i,-0.0019929+0.00058841i,-0.0014288+0.000225i,-0.00061504-0.00038196i,-0.00042425-0.0012254i,0.00014512-0.0011475i,0.00061518+0.00020174i,0.00025428+0.0010165i,0.00013532+0.00055549i,-0.00019238+0.00025231i,-0.000109+4.1561e-05i,0.00031045-0.00030579i,0.00026723-6.1158e-05i,0.00075731+0.00012958i,0.00058611+4.3563e-05i,-0.00034621+0.00048143i
-0.00091821+0.00041364i,-0.00077013-0.00026968i,-0.00032883+3.2101e-05i,0.00017809+0.00038189i,0.00055062-0.00092513i,0.00012229-0.001181i,-0.00097925-0.00077385i,-0.0019382-0.0009848i,-0.0022111-0.00066928i,-0.0015734-0.00024279i,-0.0011013-0.00019128i,-0.0011387-0.00013197i,-0.00018876+0.00029969i,0.00044125+0.00055298i,0.00017149+0.00023615i,0.00013129+0.00018166i,0.00047573-1.8205e-05i,0.00086839-0.00022125i,6.927e-05+0.00063695i,-0.00056715+0.00068797i,-0.00018797-2.4944e-05i,0.00027157-0.00026061i,0.0004696+8.1309e-05i
0.00089583-0.0011522i,0.0013258-0.00083215i,0.0014631-0.00067153i,0.0010513-0.00097597i,0.00063933-0.00054163i,0.0004481+0.00032663i,-0.00044111+0.00052642i,-0.0015273+0.00052872i,-0.0011268+9.0402e-05i,-0.00051316-0.00032103i,-0.00036782-0.00032353i,-0.00028993-0.00086673i,-0.00010697+0.00029144i,0.00015984+0.0016935i,0.00043192+0.0013663i,0.00095699+0.0003286i,0.0014152-1.2017e-05i,0.0010493-7.4401e-05i,0.00079803+0.00023006i,0.00071755+0.00071158i,-0.00011862+0.00088526i,-0.00062184+0.00048413i,-7.5814e-05-2.9103e-05i
-3.3049e-06+0.0015445i,0.00023902+0.0019134i,0.00080481+0.0022977i,0.00054364+0.0020616i,-6.4988e-05-0.0001264i,-0.00079045-0.00093521i,-0.0014869-8.9783e-05i,-0.0017137+0.00062055i,-0.0008895+0.00086275i,0.00056787+0.00066195i,0.0010922+0.00013806i,0.00048328-0.00013694i,4.4705e-05-0.00014495i,-0.00022111-0.00025014i,-0.00011994+0.00042156i,0.00020825+0.00072737i,0.00028516+0.00033664i,0.00057221+0.00023984i,0.00078566-4.7829e-05i,0.00053883-6.6449e-05i,0.00011294+0.00042118i,0.00016824+0.00022669i,0.0003551-0.00016068i
4.3933e-05-0.00079283i,-0.00010754-0.00073604i,-0.00039808-0.0011085i,-0.00070696-0.0010579i,6.3371e-05-0.00058602i,0.00022513-0.00072301i,-0.00079959-0.0011231i,-0.0015545-0.00064598i,-0.0015941-3.4179e-05i,-0.0011938-0.00011829i,-0.0011306-0.00028895i,-0.00088519+0.00029745i,-0.0002098+0.00075073i,0.00028907+0.00045622i,0.00060594+6.7355e-05i,0.00049564-0.00034127i,-0.00019049-0.00083691i,-0.00047204-0.0005411i,0.0003024-0.00019243i,0.00043363-0.00017706i,0.00065802+0.00033521i,0.00028282+0.0010858i,-0.00058847+0.00089633i
-0.00057089+0.00076622i,9.5599e-05+0.00094501i,0.0017293+0.00081948i,0.0025544+0.00059537i,0.0020715-0.00022524i,0.00062976-0.0010235i,-0.00076388-0.0003388i,-0.0018556+0.00031548i,-0.0024683+0.0001226i,-0.0013728+0.00011658i,-0.00058862-0.0003584i,-0.00059561-0.000482i,-0.00053544-0.00068767i,-0.0006443-0.00066816i,-0.00043289-6.9929e-05i,-0.00016854+0.00024077i,0.00015481-2.711e-05i,0.00012959-0.00046823i,0.0004845-0.00040728i,0.0010715+2.5213e-05i,0.00042166+0.00025557i,-0.00024115+0.00056793i,-0.00011242+0.0010993i
0.00043746+0.0017605i,-0.00027736+0.0010989i,-0.00015776+0.001471i,0.00080762+0.0010588i,0.0010183-0.00051601i,2.189e-05-0.0015186i,-0.0010153-0.00087294i,-0.0020861+0.00072343i,-0.002286+0.00062953i,-0.0013103-0.00025563i,-0.00038282-3.2303e-05i,0.00017992+0.00022052i,0.00064285-0.00023926i,0.00056965-0.00055561i,-9.6623e-05+0.00058143i,-0.0001317+0.0018648i,-0.00013393+0.0016463i,-0.00015529+0.00034599i,2.4517e-05-0.00035078i,-0.00032579+0.00021587i,-0.00038738+0.00072265i,-0.00014222+6.5037e-05i,-0.00015067-7.0283e-05i
0.00091713+0.00098611i,0.00029553+0.00056747i,0.00020175+6.8695e-05i,-0.00018642-0.0001723i,-0.00070039-0.00054283i,-0.0015106+0.00010276i,-0.0020354+0.00029258i,-0.0017611-0.00034461i,-0.0011724+0.0001426i,-0.00055786+0.00097724i,-0.00083558+0.0005874i,-0.00079364+8.7824e-05i,-0.00033836+4.3296e-05i,-0.00011648-0.00028724i,0.00015649-0.00036153i,-6.6119e-05-0.00023502i,-0.00015965-2.3555e-05i,-0.00028024+0.00021928i,-0.00050363+0.0004669i,0.00025218+0.00028585i,0.00063187+3.1804e-05i,0.00030119+0.00042029i,0.00039719+0.00054789i
7.9376e-05+0.0014171i,0.00077806+0.00064817i,0.00069916+0.00077183i,0.00064958+0.00058432i,0.00097064-0.00013183i,0.00080217-0.00056994i,0.00011212-0.00095815i,-0.0010162-0.00040717i,-0.00098958+0.001128i,-0.00017554+0.0014157i,-0.00052764+0.00027552i,-0.00094544-0.00014916i,-0.00019521-0.0001205i,0.00039632-0.00016405i,0.00010786-8.3352e-05i,-0.00030724-0.00024967i,-0.00045053+0.00051743i,0.00024868+0.001287i,0.00069184+0.0002667i,0.00097375-0.00058084i,0.00016596+2.2443e-05i,-0.00074874+0.00067033i,-0.00019389+0.00032344i
-0.00087356-0.00058752i,-0.0004189+0.00013189i,-3.1034e-05+0.00055807i,0.0002279+0.00023213i,-0.00032345+0.00052419i,-0.00053614+0.00020964i,-0.00068678-0.00035931i,-0.0018777+0.00013585i,-0.0022797+0.00026915i,-0.0015233-1.6981e-05i,-0.00086043-0.00071191i,-0.00067469-0.0014391i,-0.00013823-0.0010649i,0.00043192-0.00047765i,0.00042211-0.00056018i,-1.0228e-05-0.00050641i,-6.4515e-07+0.00027239i,0.00012257+0.00097113i,-0.00011894+0.00088657i,-0.00026038+0.00073917i,-0.00030875+0.00096057i,-0.00049225+0.0008159i,-0.00098751+0.00027511i
0.0011855+0.00091695i,0.00092028+0.00041192i,0.0012571-0.00021305i,0.0010983-0.0014149i,0.00054283-0.0018431i,-0.00019873-0.0012287i,-0.00046907-0.00044298i,-0.00096396-3.0358e-05i,-0.00079981+0.00063944i,0.00048715+0.00072737i,0.00059196+0.00044642i,-0.00021206+0.00027798i,-0.00011623+0.00046227i,0.00023974+0.00051404i,0.00077466+0.00038374i,0.0010067+0.00042633i,-9.1201e-05+0.00048075i,-0.0003423+0.00021242i,0.00034843+0.00038544i,3.1368e-05+0.00026386i,-0.00073623+0.00059919i,-0.0010528+0.00099934i,-9.8783e-05+0.00064854i
-0.0012238-0.0015168i,0.00015137-0.00098959i,7.0122e-05+0.00032958i,0.00028992+0.0013864i,0.00050454+0.0012611i,0.00051299+0.00038561i,-0.00081892-0.00050019i,-0.003158-0.0011952i,-0.0030564-0.00067994i,-0.0014437+0.00044093i,-0.00057902+0.00068083i,6.4478e-05+0.00014873i,0.00014315-0.00052921i,-0.00045147-0.00076048i,-0.00047049-0.00064389i,-0.00049427-0.00060046i,8.3558e-05-0.00071477i,-0.00027761-0.00063066i,-0.00047461-0.00027607i,0.00037898-0.00021719i,0.00059114+0.00012669i,0.00035954+0.00021275i,0.00051175+9.1684e-05i
0.0011379-0.00094781i,0.0020092-0.0012348i,0.001568-0.00058256i,0.00033372+4.2235e-05i,9.932e-05-0.0001912i,0.00043328-1.8071e-05i,-0.0003211+0.00032815i,-0.0014732-8.6736e-05i,-0.0019558-0.0011395i,-0.0018635-0.0012451i,-0.0012345-0.00050157i,-0.00048007+4.8195e-05i,-0.00035024+0.00013999i,-0.00033895+0.0002602i,-8.5132e-05+0.00038007i,0.00076-4.2633e-05i,0.00090115-4.4344e-05i,-0.0001517+0.00041628i,-0.00078035+0.00040502i,-0.00070357-3.7696e-05i,0.0002799-1.4241e-05i,0.00016134+0.00015744i,-0.00027775+5.7695e-05i
-0.00073534+0.0015765i,-0.00049157+0.00073505i,-0.0011208+0.00019473i,-0.0011645+0.0009642i,-0.00060631+0.00056903i,-0.00074308-0.00091728i,-0.0016209-0.00062269i,-0.0025992+0.00067078i,-0.0020087+0.0013148i,-0.00076168+0.0010594i,-0.00026364+0.00071072i,-0.00076196+0.00056234i,-0.0010887+0.00075045i,9.8532e-05+0.00096554i,0.0011376+0.0010374i,0.00095501+0.0014096i,0.00056501+0.0013867i,0.00043297+0.00053811i,-0.00051312+0.00040824i,-0.00064607+0.00030044i,-0.00016744+0.00075907i,-0.00018492+0.0016946i,-4.2345e-06+0.0015014i
0.0015423-0.002434i,0.0013831-0.001723i,0.00068188-0.001713i,-0.00016728-0.00085164i,-0.00046006-2.8626e-05i,-0.00045895+0.00053421i,-0.00081328+0.00057913i,-0.0017287-0.00039263i,-0.0019242-8.5851e-05i,-0.00098614+0.00069845i,-0.00016042-0.00011192i,-0.00037927-0.00075346i,-0.00031046-0.00044619i,0.00035402-0.00054672i,0.00027488-0.00085012i,0.00022815-0.00092606i,-1.7038e-05-0.00028439i,2.0273e-05-0.00045778i,0.00010695-0.00059732i,-0.00016509-0.00051829i,-0.00033066-0.00080687i,-0.00066964-0.00060091i,-0.0010217-0.00020883i
0.00071883+0.002305i,0.00013166+0.0027474i,-0.0005537+0.0027664i,-0.00041149+0.0013042i,-5.0061e-05-0.00036385i,-0.00098714-0.0014526i,-0.0019633-0.0012351i,-0.0023642-0.00075224i,-0.0015818-0.00026397i,-0.00024865+0.00031409i,0.00021438+0.00027287i,0.00013876-0.00010776i,1.7869e-05-0.00019002i,0.0001046+0.00086345i,0.00013635+0.0014951i,-0.00010091+0.0010971i,-0.00025142+0.00035333i,-0.00028025+4.3782e-05i,-0.00031398-3.3749e-05i,-0.00011791-0.00082i,-0.0001864-0.00036823i,-0.00036177+9.1335e-05i,3.5488e-05+6.649e-05i
0.00027598-0.00010057i,0.00041724-0.00091883i,0.0017667-0.001772i,0.0018251-0.0026782i,0.0010357-0.0023587i,0.0007539-0.00067489i,0.00061869+0.00029056i,-0.00063806+0.00024358i,-0.0012497+0.00023244i,1.3636e-05-0.00035011i,0.00060181-0.0010195i,0.0002163-0.00049088i,5.7924e-05+0.00039211i,0.00023539+0.00035444i,-0.00028121-0.00011185i,-0.00030956-0.00089938i,0.00026023-0.00034607i,-0.00029732+0.00043057i,-0.00026825+0.00013591i,-8.9073e-05+0.00041705i,-0.00031667+0.0014597i,-0.00035466+0.0015177i,0.00043765+0.00029305i
0.00051709+0.00021372i,0.00079529+0.00055513i,0.00023396+0.00040789i,0.00041364+0.00037458i,0.00096989+0.00021845i,0.00082442-0.00011745i,-0.00036695-0.00064749i,-0.0016703-0.00056324i,-0.0023323+0.00041234i,-0.0021231+0.00070449i,-0.00087436-9.9292e-05i,-0.00043891-0.00048764i,7.2948e-05+0.00071889i,0.00072462+0.0012315i,0.00058654+0.0008994i,0.00043373+0.00090432i,-0.00036689+0.00065002i,-0.00042242+0.00053353i,0.00044365+0.00082099i,-3.0982e-06+0.0010389i,-0.00053053+0.0010226i,0.0001372+0.00099013i,0.00060825+0.0003798i
-0.0019341-0.00068713i,-0.0018863-0.00026853i,-0.0023575-3.2317e-07i,-0.001464+0.00020666i,0.00014393-0.00046567i,3.8439e-05+0.00050755i,-0.0012016+0.0010985i,-0.002118-0.00020632i,-0.0018169+1.2752e-05i,-0.00055099+0.00039916i,-0.00037476+0.0001022i,-0.00039061+0.00013572i,8.3565e-05+0.00073067i,0.00057045+7.5976e-05i,0.0010732-0.0010302i,0.00063007-0.00087522i,0.00016116-0.00020243i,0.00014644-0.00012561i,-0.00035997-5.455e-05i,-0.00086118-0.00013201i,-5.0873e-05-0.00073774i,9.7417e-05-0.00059591i,-0.0002026-0.00079541i
0.00033977+0.00044525i,0.00061169+0.00085847i,0.00087069+0.00076542i,0.00037877+0.00092225i,-0.00031188+0.0012904i,-0.00024057+0.0005477i,-0.00048821-0.00045761i,-0.001163-0.00038796i,-0.00097041+1.6524e-05i,0.00055962+9.2135e-05i,0.00087529-0.00043966i,4.8524e-05-0.000411i,-0.00012438+0.00067762i,-5.4141e-05+0.00040495i,0.00029164-0.00049275i,0.0002347-5.9409e-06i,-0.00061341+0.00044409i,-0.00070464+0.00035831i,5.8954e-05-0.00024125i,6.3313e-05-0.00011038i,0.00013727+0.00012049i,0.0011834+0.00039344i,0.0014501+0.00064798i
-0.0032572-0.00049077i,-0.0023376-0.00069492i,-0.00075516-0.00047788i,7.0795e-05-4.1786e-05i,-0.00042032+0.00027382i,-0.00038544-0.00024161i,-0.0013764-0.0011452i,-0.0033494-0.0012211i,-0.0039179-0.00046918i,-0.0021051-0.00018175i,-0.00060197-0.00031165i,-0.00034495-0.00020778i,-0.00020277-0.00048463i,-0.00014835-0.00088338i,-2.4656e-05-0.00060076i,0.00017515+0.00059741i,-4.7049e-06+0.00142i,-0.0001561+0.0011821i,0.00051116+0.00038729i,0.00072999-0.00014306i,0.00065629-0.00034331i,0.00081628-0.00016595i,0.00013766+0.00012358i
0.0010659-0.00060154i,0.0016158+0.00078916i,0.00096256+0.00058908i,0.00065898-0.00050979i,0.00035801-0.00054634i,-0.0013644-0.00031481i,-0.0022046+0.00086527i,-0.0022561+0.0014118i,-0.0023279+0.00063106i,-0.0011234-3.2613e-06i,-0.00019498-0.00053547i,-0.00058801-0.00044676i,-0.000976+0.00012565i,-0.00058284+0.0011452i,7.5343e-05+0.0016422i,0.00031568+0.00091627i,-9.901e-05+0.00049904i,-0.00036278-0.00031312i,-0.00033796-0.00084631i,-0.00077494-0.00081169i,-0.00095402-0.00025962i,-0.00022223+0.00045214i,0.00017731+0.00039271i
0.0011568+0.00038428i,0.00057327+0.001752i,0.0005698+0.0013905i,0.0009473+0.00024604i,0.0011575+7.4716e-05i,0.00037987+0.00045108i,-0.00018779+3.304e-05i,-0.00030036-5.61e-06i,-0.0006212+0.00071991i,-0.00040678+0.00022483i,-1.5819e-05-0.00024743i,0.00055349+0.00028652i,0.00088704+0.00035856i,0.00037851+1.5593e-05i,0.00023236+5.8819e-05i,0.00034412+0.00041996i,0.00015398+0.00044217i,0.00030915+0.0001174i,0.0005485-0.00015754i,0.00084626-0.00019475i,0.00057262+0.00028862i,2.1497e-05+0.00021087i,-0.00033336-0.0004143i
-3.6699e-05-0.0012224i,-0.00069383-0.0010986i,-0.00088032-0.0019574i,-0.0011101-0.0015945i,-0.0013404-0.00020699i,-0.001016-0.0001677i,-0.0010323-0.00078337i,-0.0016708-0.0011512i,-0.0021587-0.0020394i,-0.0011584-0.0016201i,-0.00052039-0.0013017i,-0.00054067-0.00084246i,-0.00069627+0.00086941i,-0.0006711+0.00087832i,0.00055534+5.0078e-05i,0.0012843+7.9225e-05i,0.00089094+0.00029692i,0.00074001+5.94e-05i,0.00062112+0.0001063i,-2.9789e-05+0.00042586i,0.00041896+0.00052071i,0.0011419+0.00074418i,0.00097337+0.00092081i
-0.001091+0.0017436i,-0.0010419+0.00085703i,-0.00049427+0.00089321i,0.00024018+0.0011624i,-4.0989e-05+0.00077297i,-0.00041318+0.00015664i,-0.00078673-8.597e-05i,-0.001507+0.00013592i,-0.00139+0.0009916i,-0.00073875+0.00087754i,-0.00035161-2.6922e-05i,0.00029126-0.00096685i,0.00039934-0.00050454i,-0.00064254+0.0007257i,-0.00076547+0.00085453i,0.00013576+0.00080565i,0.00034043+0.0012179i,1.483e-05+0.0010899i,-0.00015132+0.0004843i,-5.637e-05+6.777e-05i,-7.4681e-05-0.00022254i,0.00025985-3.1134e-05i,0.00017866+0.00064673i
-0.0030797-0.00084653i,-0.0011873-0.0017443i,0.00092888-0.00079414i,0.0014453-7.5423e-06i,0.0013213-0.00041968i,0.0012835-0.0013587i,0.00022095-0.0014244i,-0.001358-0.0011068i,-0.0014182-7.5871e-05i,0.00024158+0.0010962i,0.00018097+0.00080429i,-4.9017e-05-5.2031e-05i,-3.6553e-05-0.0010564i,-0.00046664-0.00076892i,-0.00038991+0.00036965i,-0.00052072+0.0002034i,-0.00028715+0.00020972i,0.00075229-0.00014599i,0.00044745-0.00060182i,6.7495e-05-3.6747e-05i,-6.1807e-05+0.00023972i,-0.00050351+0.0002386i,-0.00040441+0.00061657i
-0.00053205+0.00081402i,0.00051835+0.0016119i,0.001416+0.0014427i,0.00053985+9.4522e-05i,-0.00023472-0.00075723i,-0.0010626-0.0011798i,-0.0016239-0.00056953i,-0.0021987-0.00016025i,-0.0019863+7.0253e-05i,-0.0005165+0.00045065i,0.0003625-2.8658e-05i,-0.00014717-0.00040015i,-0.00032206-0.00019374i,0.00018631-0.00010568i,0.00057718-0.00050552i,0.00033617-0.0003582i,7.5448e-05-0.00024512i,-0.00010727-0.00050743i,-0.00016311+9.0419e-05i,0.00034284+0.00022868i,-0.00022442+0.00012121i,-0.00092276+0.00010547i,-0.00087883+0.00048406i
-0.00047712+5.1353e-06i,-0.00078764-0.00052116i,-0.00017074-0.0001187i,0.0001178-0.00029081i,-0.000539-0.00052295i,-0.0012621-0.00023662i,-0.0013316-0.00024698i,-0.0010641+0.00011782i,-0.0011025+0.00037884i,-3.408e-05+0.00030925i,0.00045619-9.84e-05i,0.00025658-0.00046108i,0.00055975-7.1635e-06i,0.00031228+0.00042427i,-7.0098e-05+0.00026589i,6.3958e-05+0.00058182i,8.8103e-05+0.0004939i,-0.0003862-0.00063903i,-0.0007064-0.00069339i,-0.00035027+0.00036464i,-0.00014276+0.00083719i,-5.3426e-05+0.0010312i,0.00031701+0.0012521i
0.0006152+0.00097147i,0.0010248+0.0016403i,0.001652+0.0016886i,0.0017286+0.001557i,0.001428+0.0011156i,0.00064576+0.00072489i,-0.0013175+0.0011397i,-0.0028438+0.00064919i,-0.0025602+9.5383e-05i,-0.00095222+0.00025077i,3.0314e-05+0.00017971i,0.0003809-0.00013808i,0.00061585-0.00054442i,0.0004873-0.00016165i,0.00034312-6.7872e-05i,0.00021528-0.00035302i,0.00061089-8.9265e-05i,0.0008923+0.000314i,0.00032868-0.00013193i,-0.00038468-0.00026834i,-0.00058118+0.00068173i,-4.8213e-05+0.00076379i,0.00022946-0.00036757i
0.00080337-0.00090945i,0.00038097+0.00019883i,-0.00045787-0.00029479i,-0.00051227-0.00021675i,-0.00067667+0.00017158i,-0.00076933-0.00019557i,-0.0012058-0.00056809i,-0.0014042+0.00016618i,-0.0012224+0.00016555i,-0.00026194-0.0005939i,-5.3327e-05-0.00048449i,-0.00082588-0.00011059i,-0.00032816+0.00028301i,0.00018867-3.258e-05i,0.00016041-0.00027138i,0.00015474-0.00038933i,-0.00018486-0.00053986i,-0.00065648+0.00013573i,-0.00067127-9.7353e-05i,-0.00057969-0.00036771i,-7.5055e-05+0.00050203i,0.00036128-0.00015814i,0.00046813-0.00014662i
-0.00069613+0.0005588i,1.4423e-05+0.00075294i,0.0011281+0.0014767i,0.00071907+0.0014276i,0.0003951-0.0001182i,7.4796e-06-0.0017314i,-0.00048621-0.0021448i,-0.0011825-0.001722i,-0.0013654-0.00057199i,-0.00039206-5.2137e-05i,-0.00023864-0.00064983i,-0.00087204-0.00045183i,-0.00022558+0.00011064i,0.00053984+0.0001017i,0.00013188-4.0715e-05i,0.00018288-0.00063227i,0.00025478-0.00062451i,0.00012225-0.00012651i,-0.00050482+6.4514e-05i,-0.0013522+0.00049686i,-0.0017147+0.00011899i,-0.00085041-0.00017689i,0.00023031+0.00055263i
