-0.0042654+0.0016316i,-0.0032681+0.0025789i,-0.0039664+0.0033489i,-0.0033156+0.0033386i,-0.001421+0.002955i,-0.00016701+0.0016023i,-0.0010194+0.00033995i,-0.0017304+0.00051921i,-0.00083108+0.00015656i,-8.3229e-05+7.5276e-05i,-0.00026345+0.00024842i,-0.00031366+0.00051964i,0.0003245+0.00070377i,0.0010618+0.00060673i,0.0011299+5.0305e-05i,0.00072115-0.00024414i,0.0005034+0.00066732i,0.00020396+0.00055692i,0.00030688-0.00030528i,0.00027528+0.00021312i,0.00026183+0.00091095i,0.00034728+0.00013857i,-3.0385e-05-0.00062903i
0.00092667+0.0020226i,0.0015935+0.00066038i,0.0024803+0.0012488i,0.0030446+0.0031668i,0.0025257+0.0024137i,0.00051805+0.00076202i,-0.0012717-0.0001047i,-0.0012034+0.00017246i,-0.00058518+0.00042577i,-0.00048002+7.4709e-06i,1.9009e-05+0.00025522i,-0.00021643+0.00099073i,-0.00048287+0.00050134i,-0.00069083-8.6302e-05i,-0.0013526-0.00043146i,-0.00040574-0.00056543i,0.00113-0.000575i,0.0014661-0.00051487i,0.00091173+0.00043682i,-0.00023467+0.00090191i,-0.00056099-2.1262e-05i,-3.5011e-05-0.0002916i,5.7785e-05+9.3167e-05i
-0.0014476+0.00029079i,-0.00047359-0.00052138i,0.00026714-0.00021158i,0.00090895+0.00014213i,0.0010976-0.00016475i,0.00036116-0.00056871i,-0.00087681-0.00026913i,-0.00059202-0.00031366i,-0.00042993-6.8188e-05i,-0.00076727+0.00045313i,-0.00026323+0.00073558i,-0.00036358+0.00049544i,-0.00072002+0.00044141i,-0.00051156+0.00034377i,-0.00016175+0.00019705i,0.00018282-0.0001468i,0.00040209-0.00066896i,0.00050873-0.00076925i,0.0005964-0.00066331i,-0.00018384-4.7578e-05i,-0.000788+0.00067912i,-0.00076256+0.00086239i,-0.00043272+0.00031475i
-0.00030803+0.00029445i,-0.00034597+0.0014917i,0.00020565+0.0021215i,0.00058218+0.0025554i,0.0011456+0.0019033i,0.00052351+0.00014257i,-0.00073291-0.0012366i,-0.0013744-0.00095519i,-0.0011416-0.00022403i,-0.00026462-0.00049043i,-0.0006584-0.00055934i,-0.0006605-6.1904e-05i,-0.00046355+0.00043572i,-0.00081023+0.00034429i,-0.00072628+0.00015021i,-0.0001431+0.00032769i,0.00019933+0.00065106i,-6.1397e-05+0.00021117i,0.00012366-0.00034251i,0.00043064-0.0005865i,0.00091115+4.0957e-05i,0.0013958+0.00026081i,0.0010088-0.00021345i
0.0015335+0.0014322i,0.0011819+0.00054002i,0.0014342+0.0023612i,0.0023069+0.0035956i,0.0027652+0.0021004i,0.0015254-0.00053111i,-0.00080684-0.00094478i,-0.0015303+0.00030521i,-0.0011085+0.00038328i,-0.0010219+0.00015671i,-0.0002213+0.00048447i,0.0008074+0.00084998i,0.0002832+0.00043182i,-0.00066997-0.00074097i,-0.0002364-0.00047786i,0.00017812+5.9124e-06i,-0.0001679-0.00024142i,-0.00011535+0.00037981i,1.3674e-05+0.00074979i,-0.00044386+0.0011469i,-0.00081202+0.0016782i,-0.00048765+0.00061948i,-3.8803e-05-0.00076898i
-0.00042375+0.00069008i,-0.0001149+0.00050885i,0.001044+0.00046576i,0.00139+0.0004508i,0.0011937+0.00021734i,0.00054336-5.3384e-05i,-0.00073488-0.00063974i,-0.00098875-0.00049095i,-0.00038347+0.00051333i,-0.00096177+0.0013973i,-0.001275+0.0013248i,-0.00030069+0.00070313i,0.00026333+0.00016782i,0.0001468+4.6303e-05i,0.00044491+0.00038243i,0.00018517+0.00072286i,-0.00080062+5.1272e-05i,-0.00044466-0.00029323i,0.00072677-0.00023378i,0.00089949-0.00019159i,0.00058132+4.6267e-05i,9.6541e-05-5.3851e-05i,-0.00041154-5.1709e-05i
-0.0012892+0.001019i,-0.00025902+0.0018762i,0.000484+0.002729i,0.0012829+0.0028015i,0.0011415+0.0020381i,0.00035992+0.0010258i,-0.0011103-6.9523e-05i,-0.0013799-0.00016954i,-0.00074582+0.00028i,-0.00096175+0.00034782i,-0.00083188+0.00068702i,-0.00028708+0.00024192i,-0.00045379-0.00080413i,-0.00023615-0.00012939i,0.00011819+0.00085373i,-0.00014355+0.00018662i,-0.00031606-0.00073405i,-0.00052417-0.00045023i,-0.00012156-0.00035074i,0.00043257-5.7233e-05i,-1.4154e-05+0.00066476i,-0.00051007+0.00083006i,-0.0010893+0.000389i
0.00022697-0.0010697i,0.00025201-0.00059264i,0.00054078-7.9985e-05i,0.0013247+0.0010842i,0.0016875+0.0018447i,0.00014216+0.00020553i,-0.0012688-0.001849i,-0.0015826-0.0012928i,-0.0012889-0.00025115i,-0.0012934+0.00012801i,-0.0005252+0.0006445i,0.00022261+0.00031491i,0.00038069-0.00090068i,0.00055974-0.0012295i,0.00031206-9.995e-05i,-0.00033152+9.1654e-05i,-0.00043658-0.00094435i,0.00056294-0.00067472i,0.0014398+0.00032391i,0.00061217+0.00045498i,0.00012162+0.00035804i,0.00080336+0.00025247i,0.00083409-4.6274e-06i
0.00073167-0.00029619i,-0.00032405-0.0011719i,-0.0010376-0.001491i,-0.00038232-0.00044692i,0.0008174+0.00033566i,0.00018949+0.00036132i,-0.0014868-0.00011242i,-0.0016602+3.8026e-05i,-0.0010989-4.9818e-05i,-0.00080918-0.0006309i,-0.00016632-0.00066973i,-0.00049556-3.8725e-05i,-0.00036106+0.00034826i,-6.3215e-05+7.2189e-05i,-0.0010338-0.00034911i,-0.0011442-0.00059678i,-0.00031601-0.00097415i,-0.00036635-0.0017335i,-0.00095907-0.0012788i,-0.0007274-7.7413e-05i,-0.00018392+0.00041169i,-0.00019705-3.7075e-06i,-7.5433e-05-0.00044959i
0.00057671-0.0024205i,0.0020233-0.0019119i,0.0013652-0.0015982i,0.00080356-0.00093121i,4.5894e-05-0.00031497i,-0.00029882-0.00033038i,-0.0012445-9.7527e-05i,-0.0020281+0.00066205i,-0.0020065+0.0007363i,-0.0015251+0.00042459i,-0.0011886+0.0011209i,-0.00064444+0.00097626i,-0.00013511+0.00077653i,0.00016036-0.00032257i,0.00053497-0.0014666i,0.00012943-0.00041174i,-0.00063856-0.00019106i,-0.00028792-0.00066422i,0.00082006-0.00068908i,0.00057814-0.00081906i,-5.6319e-06-0.0013997i,-0.00025339-0.00088116i,0.00010474+0.00043721i
0.00097797+0.001187i,0.0016577+0.0024139i,0.0021344+0.002807i,0.0027772+0.0016323i,0.0028388+0.00044235i,0.00093661-0.0010912i,-0.00029006-0.0011021i,0.00020757+5.2721e-05i,0.00015968-0.00057291i,-7.4496e-05-0.0010743i,-0.00054947-0.0004757i,-0.00056782+0.00021554i,0.00031217+0.00018396i,0.00068514-0.00014854i,0.00010669-0.00044412i,-0.00018271-0.0012461i,-0.00020186-0.0020143i,-3.2467e-06-0.0012381i,-8.4283e-05+3.7209e-05i,-0.00012822-0.00065602i,0.00028017-0.0010793i,-0.00021041-0.00038523i,-0.00094937-0.00015927i
0.0017176-0.0020469i,0.0012644-0.0012606i,0.00092455-0.0018386i,-0.00010953-0.0022856i,-0.00041969-0.0017583i,-0.00039276-0.00068016i,-0.00055423+0.00042581i,-0.00081925+0.0010012i,-0.00062862+0.00017389i,0.00013151-0.00034021i,0.00029175-3.5963e-05i,0.00049267-0.00035691i,0.00092234-0.00067246i,0.00010439-0.0010498i,-0.00019902-0.0013453i,-1.7221e-05-0.0005039i,3.7628e-06-0.00033627i,0.00020781-0.0010062i,2.443e-05-0.0010633i,-6.8226e-05-0.0010273i,-0.0005335-0.00010465i,-0.00090793+0.00039688i,6.2361e-05-0.00032316i
0.00015262-0.0022749i,-0.00061003-0.00069999i,-0.00054758-0.0011018i,-0.00077635-0.0005606i,-0.0004738+0.00056026i,-0.00016149+0.00024367i,-0.00088859-0.00057252i,-0.0015326-0.00020566i,-0.0010866+0.00078735i,-0.0013584+0.00088246i,-0.001573+0.00010969i,-0.00093064-0.00066303i,-0.00013824-0.0010254i,-0.00037706-0.00022036i,-0.00050667+0.00024084i,-0.00020522-2.6285e-05i,3.2426e-05-0.00018761i,0.00063058+2.4163e-05i,0.0012868+9.0552e-05i,0.0014367-0.0001072i,0.0011395-0.00012871i,0.0011021-0.00014624i,0.00073713-0.00022011i
-0.00049224-5.03e-05i,-0.00056608+0.00014976i,-0.00045125+0.00094722i,0.00046988+0.0017734i,0.00085115+0.0020854i,0.00012123+0.0010033i,-0.00067948-0.00039772i,-0.001437+3.5871e-05i,-0.0012224+0.00024776i,-0.00061866-0.00047675i,-0.00013458-0.00014289i,0.00012393+0.00067395i,0.0001166+0.00052003i,0.00012767+2.6859e-05i,0.00016935-0.00017418i,-1.9636e-05+0.00019964i,0.00018589+0.0001635i,0.0004078-0.0004185i,6.7232e-05-7.5734e-05i,-0.00066824+0.0010126i,-0.00040698+0.0012278i,0.00037443+0.0010136i,0.00033994+0.0011938i
0.0012321-0.00034313i,0.0015818-0.00026603i,0.0017996-0.00092307i,0.0020918-0.00073735i,0.0017577-0.00080141i,0.0010092-0.0019943i,-0.00051056-0.0017499i,-0.0013708-0.0008941i,3.1394e-05+0.00015585i,-0.00014805+0.00039499i,-0.00066683-0.00028258i,0.0003906-0.00061347i,0.00042442-0.00077966i,-0.00025721-0.00080663i,-0.00017077-0.00074654i,-0.00016432-0.00051512i,-0.00080839-0.00023704i,-0.00057998+3.0087e-06i,0.00011286+0.00022588i,0.00078413+8.5701e-05i,0.0004266+4.4919e-05i,-0.00033037+0.00062278i,-0.00054417+0.00023382i
0.00038544+0.00065581i,0.00083132+0.00041041i,0.0021903+0.00046975i,0.0024433+0.00010736i,0.0022183-0.00053898i,0.00067732-0.0015455i,-0.0009168-0.0014027i,-0.00098512-0.00017357i,0.00011813+0.00058599i,0.00029962-0.0001636i,-0.00040344-0.00074189i,-6.0451e-05+9.8014e-05i,0.00051619+0.00035596i,0.00028468-0.00085366i,-0.00030485-0.0007987i,-0.00048685-0.0002367i,-0.00044886-0.00013457i,0.00026011-0.00016044i,0.00035385-0.00051493i,-0.00012296-0.00036454i,-0.00036119-0.0002265i,-0.00045807-0.00055247i,8.9895e-06-0.00052784i
-0.00037095+0.00097932i,0.00021703+0.00038616i,0.00059+0.00034186i,0.00071356-8.9455e-05i,0.00014432-0.00063548i,-0.00072943-0.00028311i,-0.0012418-0.0010868i,-0.0008526-0.0013543i,-0.00024936-0.00046698i,-0.00054083+0.00021806i,-0.00052651+0.00030885i,0.00062772+8.9589e-05i,0.00096354-0.00032225i,0.00033489-0.00061019i,1.7275e-05+0.00013517i,-0.00036032+0.00065482i,-0.00039308-0.00011578i,7.1625e-05-0.0010109i,0.00023208-0.0013142i,0.00047631-0.000645i,0.00067964-0.00040597i,0.00042595+1.9904e-05i,0.00015382+0.00059981i
0.0012605+0.0009906i,0.00058745+0.00040483i,0.00044061+0.0012528i,0.00075031+0.0018421i,0.0015104+0.00066483i,0.0011736+6.1698e-05i,-0.00062587+6.0318e-05i,-0.0015675+0.0002101i,-0.0010761-0.0001843i,-8.9448e-05-0.00049923i,0.00072402-0.0003049i,0.00045194-0.0004309i,-0.00014387-0.00044787i,4.4578e-06+0.0006775i,1.4327e-05+0.00078958i,-0.00018188+0.00013231i,-0.0001993-0.00016736i,0.00070957-0.00019192i,0.00061908+0.00071157i,0.00020361+0.0012403i,7.1342e-05+0.00037457i,-5.2926e-05-0.00064792i,-0.00015386-0.00053358i
0.00026695-0.00056181i,-0.00058789-0.0012009i,9.7422e-05-0.00021224i,0.00054908+3.0053e-05i,0.00097578-0.00049915i,0.00024497-0.0011086i,-0.0001178-0.00083706i,-0.00036106-0.00025958i,-0.00055241-0.00027734i,8.6227e-05-7.3104e-05i,0.00010476+1.4875e-05i,-0.00022773-0.00019796i,-0.00058561-0.00027713i,-0.0012655+9.4499e-05i,-0.001308+0.00047788i,-0.00085013+0.00032047i,-0.00014039+0.00013006i,0.00038155+0.00038793i,0.00091978+0.00067938i,0.00077051-0.00040957i,0.00015363-0.0010951i,-1.6022e-05-0.00087931i,0.0004603-0.00052619i
0.0021282+0.0016626i,0.0011519+0.0009271i,0.0014105+0.00015654i,0.0029294-0.00016509i,0.0030224-0.00023808i,0.0011187-0.00071339i,-0.00068887-0.0001489i,-0.0012134+0.00033376i,8.8067e-05-0.00016397i,0.00072852-1.2543e-06i,-1.4985e-05+0.00017251i,-7.1965e-05-0.00012063i,0.00011387-0.0003749i,0.00036282-0.00027646i,0.00059263-0.00018801i,-0.00015596-0.00013371i,-0.00043724-0.00036851i,7.1697e-05-0.00072816i,-9.4991e-05-0.00038625i,-0.00040948-0.00013322i,-0.00017416-0.00066479i,-1.1726e-05-0.00087225i,-0.00057321-0.00059286i
-0.00085698+0.00041584i,-0.00057704+0.0011962i,0.0007604+0.0023717i,0.0015402+0.0026712i,0.002077+0.0019201i,0.0011915+0.00091726i,-0.00039228-0.00033129i,-0.001196+0.00021558i,-0.0011067+0.00095479i,-0.00068433+0.00093069i,-0.00048626+0.00062336i,0.00043128-0.00012361i,0.0010468-0.00073138i,0.00027981-0.00085379i,-0.00021271-0.00055068i,-0.00077547-0.0001353i,-0.0011588+5.5605e-05i,-0.0003201+4.6683e-05i,0.0012461-0.00021247i,0.0021794-0.00024013i,0.0017447+4.2884e-05i,0.0010473-0.00040539i,0.00037924-0.00070034i
-0.00047352-0.00047452i,-0.0015614-0.00027822i,-0.00098676+0.00090124i,0.00011384+0.0021912i,0.0013287+0.0017745i,0.00098729-0.0001175i,-0.0004518-0.00071734i,-0.00062214-0.00022426i,-0.0010116+0.00046465i,-0.00093662+0.00074295i,-0.00017119-4.816e-05i,0.00021595-4.2923e-05i,0.00045259+0.00023949i,-0.00031997+0.0004372i,-0.0011338-0.00018698i,-0.00072035-0.00045608i,0.00052947+0.00018995i,0.0015379+0.00039955i,0.0012901-0.00028049i,0.00033843-0.00033727i,-0.00056255+0.00042061i,-0.00025161+6.7752e-05i,1.503e-05-0.00050046i
0.00037455+0.0012598i,0.00020352+0.0010547i,0.00088943+0.0024416i,0.002005+0.0028561i,0.0021696+0.0018451i,0.0012566+5.9256e-05i,-0.00076694-0.00093813i,-0.0014294-0.00050165i,-0.00060055+0.00047035i,-0.00052219+0.00036601i,-0.00010961+0.00036959i,0.00077879+0.0001849i,0.00094682-0.00017278i,0.00082208-0.00033367i,0.00046258-0.00019727i,0.00017888-0.00038309i,7.9306e-05-0.00074241i,-0.00023702-0.00024312i,6.7108e-05-0.00025349i,0.00030122-0.00053954i,0.00034999-0.00049954i,0.00078971-9.6503e-05i,0.001157-0.00022904i
-0.00067884-0.0015113i,6.6917e-05-0.0019643i,0.00012587-0.0032346i,3.1976e-06-0.0025323i,0.00015997-0.00056089i,0.0006177-7.0935e-05i,-0.00012478+1.9273e-06i,-0.00076037+0.00048641i,-0.00058565+0.00070465i,-0.00026098+0.00053491i,-0.00029504-4.2355e-05i,0.0002907-0.0003393i,0.00081684+0.0006535i,0.00085928+0.0011625i,0.00041797+0.00058985i,-0.00016349+0.00053547i,-0.00070121+0.0005851i,-0.000792+0.00042242i,0.00062972+5.8588e-05i,0.0014387-0.000137i,0.0010474-0.00032072i,0.00048874-0.00076338i,-0.00023387-0.00036781i
-2.6842e-05+0.00014577i,-0.00048129+0.0012684i,-0.00074566+0.0017344i,-0.00016749+0.0023929i,0.0011478+0.0024644i,0.0014523+0.00053631i,-0.00024488-0.00074839i,-0.0010897-0.000381i,-0.00073988+0.00024689i,-0.00074203+0.00076943i,-0.00066708+0.00067852i,0.00040111+0.00026189i,0.00081212+0.00039316i,8.2406e-05+0.00012313i,-0.00063924-0.00012736i,-0.0010728-0.00012036i,-0.0007901+0.00031472i,-0.0003061+0.00017777i,-0.00019243-0.00038916i,-0.00026753-0.00096905i,-0.00051982-0.00051068i,-0.00060565+0.000413i,-0.00037862+0.00053006i
-0.00026087+0.0016584i,7.378e-05+0.0014862i,4.2814e-05+0.0022367i,0.00079713+0.0026053i,0.0015596+0.0018119i,0.00092432+0.000471i,-0.00041207-0.00018572i,-0.0012499+0.00035111i,-0.00090333+0.00084259i,-0.00048065+8.0433e-05i,-0.00023703-0.00010446i,0.00031244-3.9075e-05i,0.00045881-4.067e-05i,0.00026031+8.2533e-05i,0.00013441+2.3768e-05i,-0.00070355-0.00028979i,-0.00031178-0.00017841i,8.7724e-05-0.00023248i,-0.00072694-0.0011956i,-0.00049989-0.0012148i,-5.403e-05-0.00038319i,4.5482e-05-2.926e-05i,0.00042365+0.00041294i
0.00085878+0.00095853i,6.2866e-05+0.00076136i,0.00079019-0.00010779i,0.0021813-0.00056676i,0.0018899-0.00084126i,0.00041773-0.0011232i,-0.00063248-0.001135i,-0.0010239+0.00030061i,-0.00067776+0.00078269i,-0.00067002+0.00041832i,-0.0011616+0.00042798i,-0.0007732+0.00039887i,-0.00042235+0.00015765i,-0.00097877-0.00029002i,-0.00093188-0.00018656i,-0.00044388-0.00030093i,-0.00041272-0.00023229i,-0.00033111+0.00028699i,0.00046667+0.0002421i,0.0010739+0.00015665i,0.00050241+0.00046525i,0.00035344+0.00010267i,0.00044029+0.00015238i
-0.00063767-0.00043706i,-0.00047632+0.00035421i,0.00026613+0.00093237i,0.001045+0.0018139i,0.0009359+0.0024634i,-0.00061283+0.00069306i,-0.0015128-0.00085672i,-0.00099633-0.00063241i,-0.0010046-0.00022595i,-0.00097219+0.00013664i,-0.00098452+0.00049313i,-0.0008204+0.00028234i,-0.00099066+8.4715e-05i,-0.0010906+0.00037217i,-0.00076321-2.2002e-05i,-0.00051829-0.00056984i,-0.00068597-0.00028371i,-0.00058879+0.00024289i,-0.00039243-8.8332e-05i,0.00011919-0.00045969i,0.00043119-0.00028406i,0.00021805+8.26e-05i,-6.1834e-05+9.6881e-05i
-0.0001123-0.00076323i,-0.00062-7.2892e-05i,-0.0013335+0.00088084i,-0.0014232+0.00097928i,-0.0011235+0.0010089i,0.00026382+0.00019916i,-0.0004661-5.5085e-05i,-0.0013511+0.00023933i,-0.00039493+0.000331i,-0.00077333+0.00047431i,-0.00084132+8.8105e-05i,-1.1074e-05-0.00036883i,-0.00012438-0.00028128i,0.00017195-0.00061741i,0.0007755-0.0010969i,0.00069982-0.00050719i,9.3188e-05+0.00029532i,0.00082682+0.00014456i,0.0014079+3.6104e-05i,0.00030966+0.00037402i,-0.00050123+0.00075198i,-0.0010834+0.0011302i,-0.00059059+0.00086225i
-0.00021692+0.0012195i,-0.00042713+0.00075837i,-0.00070524+0.00063029i,-0.0013662+0.00097715i,-0.00081737+0.0013691i,-0.00035999+0.00073288i,-0.0010809-0.00016321i,-0.0016119-0.00011081i,-0.0013009+0.00058959i,-0.00078008+0.00084183i,-0.00058459+0.00067597i,9.6678e-05+0.00090459i,0.00029808+0.00094601i,0.00011564+0.00042262i,1.9454e-05-0.00046961i,-6.4187e-05-0.0011926i,-0.00020517-0.00098699i,0.00027115-0.00012305i,0.00040858-0.00034719i,0.000236-0.00047044i,0.00024839+0.00033089i,-0.00017495+0.00010524i,0.00018228-0.00052479i
0.00039952-0.00032238i,0.00011972-0.00042172i,-0.00047406-0.00012657i,-0.00034915+0.00092146i,0.00017845+0.0015392i,0.00034308+0.0008054i,-0.00017349-0.00053619i,-0.00088925-0.00069715i,-0.00079336+0.00011786i,-0.00048392+0.00017897i,0.00012066-0.00031336i,-0.00016128+0.00018616i,-0.00050825+0.00052358i,-0.00061676-0.00010746i,-0.00066353-0.00050983i,-0.0004404-0.00060411i,0.00052087-0.00044748i,0.0015788-0.00045496i,0.0012928-0.00046187i,0.00029336-5.6507e-05i,-0.00028315-0.000506i,-0.00018003-0.00090043i,-8.0653e-05-0.0004974i
-0.00012978+0.00099529i,-0.00060586+0.0012042i,4.293e-06+0.0020081i,0.00032304+0.0027511i,0.00076792+0.0016837i,0.00056442-1.7728e-05i,6.7284e-05-0.0015183i,-0.0001678-0.0011486i,-0.00059548-0.00071336i,-0.00046125-0.00047359i,-0.00027788+8.9222e-05i,9.1837e-05-0.00041984i,-3.134e-05-0.00088438i,-0.00022732-9.583e-05i,0.00022279+0.0009465i,0.00096902+0.00040469i,0.00080372-0.00058281i,0.00033378-0.00088782i,-0.00011966-0.0014705i,-0.00050788-0.0014045i,-0.00034599-0.00088682i,0.00032586-0.00056539i,0.00055025-0.00066561i
0.0014954+0.00051764i,0.0011941+0.0014221i,0.001534+0.0012121i,0.0022414+0.0011013i,0.0021212+0.00083758i,0.00073751-0.00014833i,-0.00015315-0.00091642i,-0.00054766-0.00042136i,-0.00072003+0.00046166i,-0.00066003+0.0002044i,-0.00013964+0.00024119i,0.00018009+0.00057368i,-0.00031849+0.00029138i,-0.00033035-0.00053827i,0.00059629-0.0010157i,0.00080456-0.00094012i,0.00042443-0.00032605i,0.00061807-9.6132e-05i,7.9815e-06-0.0004034i,-0.001195-0.00079959i,-0.0012945-0.0011807i,-0.00028724-0.0012232i,0.00026164-0.00098352i
0.0015532+0.00088081i,0.0013128+0.00040697i,0.001581+0.00042528i,0.0019615+3.3096e-05i,0.0014934-0.0004124i,0.00030657-0.00092833i,-0.001287-0.00091334i,-0.0015028-0.00025521i,-0.00065988+3.4598e-06i,-0.00096482-0.00028712i,-0.00049855-0.00044919i,0.00028873-0.00034632i,0.00065992-0.0001771i,0.00012247-7.671e-05i,-0.00011403-0.00014623i,0.0002828-0.00043287i,0.00032085-2.7228e-05i,0.00031697+0.00042568i,0.00071254-0.00011789i,0.001017-0.00011455i,0.00097389+0.00064727i,0.0011972+0.00059445i,0.0003974+0.00022903i
-0.00040256+0.00062914i,-1.9939e-05+0.00057092i,-3.2917e-05+0.0014925i,0.00081355+0.0026296i,0.0018951+0.0028483i,0.0012179+0.00095725i,-0.00028646-3.0635e-05i,-0.00071717+0.00049739i,8.0145e-05+0.00065336i,0.00058954+0.00060488i,0.00025529+0.00067356i,9.5568e-05+2.6329e-05i,0.00057942-0.00040718i,0.00077133-0.00027097i,0.0005252-0.00030395i,0.00068329-0.00069417i,6.4768e-05-0.00099994i,-0.00039541-0.00071031i,-0.00015463-3.7875e-05i,0.00014283+0.00064388i,0.00069061+0.00020909i,0.00079379-4.2016e-05i,7.9173e-05+5.4889e-05i
0.00035114+0.00028664i,0.0009064+0.00012885i,0.00083554+0.00066707i,0.0019497+0.00033503i,0.0023172+0.00051415i,0.0010578+0.00021535i,-0.00019063-0.00057424i,-0.0011644-0.00029418i,-0.00084789+0.00018633i,-0.00010366+0.00053274i,-0.00010778+0.0010133i,-0.00028193+0.00090596i,-0.00013428+9.5732e-05i,-7.0037e-06-0.0004199i,-0.00045321+0.00022375i,-9.5658e-05-3.1965e-05i,0.00051535-0.00063025i,0.00058208-0.00078193i,0.0010819-0.00050805i,0.00078421+0.00035935i,7.2869e-05+0.00030422i,4.5984e-05-0.0002953i,-3.9688e-05-0.00023218i
-0.00056439-0.00012825i,-0.00080213-0.00041321i,0.00043212-0.00026761i,0.0014428+0.00030331i,0.0010844+0.00011379i,8.2795e-05-0.00065563i,-0.0010858-0.00094122i,-0.0010228-0.00042398i,-0.00091234+0.00028442i,-0.0014625+3.4704e-05i,-0.00098933+0.00037844i,8.0764e-05+0.00035857i,4.6274e-05-0.00028764i,-0.00026603-0.00052536i,0.00040067-0.00061719i,0.00066488-0.00064981i,0.00093105-0.00023008i,0.0010508+0.00034004i,0.00036919+0.00081326i,-0.00058377+0.00024901i,-0.0011-0.00060996i,-0.00090415-0.00057101i,0.00019012-0.00035927i
0.00040947-9.2685e-05i,-0.00016589-0.00073187i,-0.0012948-0.00083028i,-0.0014134-0.00015743i,-0.00047419+0.00072016i,-0.00023162+0.00042073i,-0.00077561+0.00052827i,-0.0010825+0.0012346i,-0.0010396+0.0007964i,-0.0005687+0.00015593i,-0.0007055-8.0647e-05i,-0.00084771+0.00049067i,-0.00023822+0.0011092i,0.00072739+0.00076956i,0.00083228+0.00027274i,0.00026072+0.00072353i,0.00059959+0.00090015i,0.0011871+0.00024267i,0.00057952-0.00027055i,0.00053442-0.00014155i,0.0013099+0.00021241i,0.0010026-0.0003312i,0.00020023-0.00074558i
0.00084073-0.0004953i,0.00071494+0.00080732i,0.00038954+0.0008102i,0.0011046+0.00048548i,0.001535+0.00089384i,0.00075783+0.0001946i,-0.00063153-0.00079836i,-0.00076429+5.5714e-05i,0.00028562+0.0007785i,0.0005807+0.00024513i,8.4864e-05+0.0005236i,-0.00057924+0.00086231i,-0.00020512+0.00042668i,0.00032813+0.00047153i,0.00011706+0.00031681i,-5.9375e-05+2.6357e-05i,-0.00030334-0.0005176i,-0.00013681-5.4361e-06i,0.00071427+0.00037092i,0.00052787-0.00043824i,-0.00040066-8.8466e-05i,-0.00055162-0.00016561i,-0.00065273-0.00074482i
-0.00016347+0.00053931i,0.0008337+0.00049761i,0.0021664+0.0017629i,0.0021632+0.0023238i,0.0028798+0.0018282i,0.0019624+4.4821e-05i,-0.00011428-0.00054604i,-0.00057871-0.00056035i,-0.00028625-0.00051478i,-0.00052141-0.00015422i,-0.00065673+0.00043903i,-0.00048725+0.00098347i,-0.0001465+0.00067005i,0.0010013-9.2702e-06i,0.0017075+0.00033873i,0.0011727+0.00067375i,0.0005414+0.00026899i,0.00057192-6.9009e-05i,0.00035741+0.00031506i,0.00014608+0.00067273i,-5.0725e-05+0.00033694i,-0.00053489+0.00044397i,-0.00068812+0.0006468i
-0.00044855+0.00042229i,-5.7495e-05+3.7344e-05i,0.00048302-0.0015041i,0.0010535-0.00099954i,0.0013289+0.0004472i,0.0003232+0.00013015i,-0.0015528-0.00036528i,-0.002152+0.00037266i,-0.0011091+0.00069119i,-0.00035028+0.00029478i,-0.00043901+8.8321e-05i,-7.7041e-05+0.00015466i,0.00024439+0.00015421i,0.00023952+0.00041608i,0.00054606+0.00029531i,0.00030214-0.00051938i,0.0004279-0.00057704i,0.00036275-4.3268e-05i,-0.0004223-0.0001632i,-7.5493e-05-0.00037006i,0.00018482-0.00037378i,0.00033535-0.00013586i,0.0009495+7.726e-05i
-0.0009683-0.0006189i,-0.0008358+0.00090154i,-0.00098992+0.0020272i,-0.0011163+0.0018585i,-0.00018798+0.0012104i,0.0011831-0.00019716i,0.00059371-0.0010208i,-0.00090831-0.00081824i,-0.001188+0.00011601i,-0.00077562+0.00075325i,-0.00034086+0.00075999i,-0.00019688+0.00050245i,-0.00014377-0.00023096i,7.1862e-05-0.00011258i,4.6942e-05+0.00027673i,8.0652e-05+0.00031757i,0.00075479+0.00024568i,0.00093962+9.8352e-05i,0.00046231+0.0001064i,0.00011037-1.4493e-05i,0.00036384-0.00053045i,0.0017399-0.00042379i,0.0018679+0.00037249i
-0.0010692-0.00094931i,-0.00083112-0.00047932i,-0.0016417-3.8682e-05i,-0.0010446+0.0010878i,-8.2601e-05+0.001666i,-4.6695e-05+0.0010038i,-0.00023311+0.00025399i,-0.00084877+0.00023326i,-0.000728+0.00038263i,0.00047192-0.00028149i,7.3285e-05-5.2568e-05i,-0.00044015-0.00018638i,0.00053568-0.00024578i,0.00041329+0.00050818i,-0.00037932-3.5669e-05i,-0.00057197-0.00048293i,-0.00068312-8.8338e-05i,-0.00042517+0.00010682i,-0.00014557-0.00031182i,-0.00010094+0.00012045i,-0.00021095+0.0007923i,-0.00043081+0.00074482i,-0.00053585+0.00049966i
