-0.0044094+8.6681e-05i,-0.0032848-0.00015042i,-0.0044642+0.0013853i,-0.0039327+0.0023313i,-0.00085957+0.0019598i,0.00070943+0.0017683i,0.00041021+0.0019325i,0.00093445+0.0016436i,0.0017148+0.0013718i,0.001572+0.0012082i,0.0015092+0.00099627i,0.0011851+0.0010525i,0.00058486+0.001095i,0.00036626+0.0005586i,0.00038203+0.00035451i,0.00012121+0.0013041i,-0.00077447+0.0012618i,-0.00093896+0.00018824i,-0.00037234-6.2352e-05i,0.00016928+0.00044463i,0.00022788+0.00011474i,-7.6021e-05-0.0001776i,-0.00052857+0.00027829i
0.030362-0.051698i,0.093695-0.14606i,0.15209-0.24526i,0.13753-0.2628i,0.096265-0.20272i,0.10646-0.14812i,0.1136-0.12647i,0.072748-0.093663i,0.040396-0.055022i,0.030144-0.047683i,0.0096236-0.051157i,-0.017425-0.03508i,-0.028723-0.0045103i,-0.0076678+0.025497i,0.040633+0.044893i,0.085718+0.048452i,0.09966+0.036175i,0.082042+0.018894i,0.053142+0.012473i,0.025871+0.015473i,0.0024161+0.0183i,-0.011355+0.019434i,-0.010633+0.017534i
-0.049068+0.036355i,-0.13765+0.087782i,-0.2242+0.13187i,-0.21468+0.11999i,-0.14316+0.054332i,-0.11864+0.0055774i,-0.10859+0.016199i,-0.058404+0.029117i,-0.031079+0.012982i,-0.047388+0.0093574i,-0.052733+0.023049i,-0.031812+0.026811i,-0.0074219+0.012559i,0.0024798-0.021577i,-0.0032953-0.067248i,-0.012234-0.097584i,-0.014835-0.098939i,-0.007857-0.078203i,0.0063683-0.056778i,0.016942-0.043912i,0.017205-0.027777i,0.014962-0.0096556i,0.011768-0.0022032i
0.05149-0.01564i,0.15019-0.02488i,0.25932-0.02269i,0.27771-0.0085535i,0.2055+0.022293i,0.13766+0.063959i,0.09592+0.058356i,0.048598+0.01842i,0.019377+0.010258i,0.033172+0.023087i,0.054363+0.01986i,0.049631+0.0034322i,0.025111-0.0072605i,-0.0089012+0.00019235i,-0.047603+0.023705i,-0.075005+0.046319i,-0.07958+0.05476i,-0.066578+0.045625i,-0.05442+0.025763i,-0.047716+0.009875i,-0.034202+0.0017333i,-0.017746-0.0057247i,-0.0086477-0.0092088i
-0.058001-0.0024864i,-0.14666-0.034499i,-0.24496-0.08673i,-0.26464-0.1155i,-0.1834-0.10968i,-0.072452-0.11461i,-0.021513-0.11774i,-0.021635-0.089009i,-0.020285-0.059327i,-0.020596-0.052052i,-0.024609-0.042396i,-0.019011-0.02225i,-0.0027674-0.00059725i,0.025228+0.021827i,0.059727+0.041218i,0.083224+0.050074i,0.08278+0.049671i,0.063023+0.045581i,0.040049+0.043045i,0.025216+0.041259i,0.015744+0.03184i,0.0063963+0.019343i,0.0029157+0.010351i
0.035948+0.026921i,0.092558+0.089448i,0.13531+0.17554i,0.11947+0.19535i,0.049797+0.12301i,-0.019267+0.048573i,-0.032457+0.023274i,-0.013239+0.011134i,-0.010607+0.0022923i,-0.019554+0.016342i,-0.020883+0.030013i,-0.018104+0.025788i,-0.016028+0.0087385i,-0.012496-0.018776i,-0.0044789-0.050181i,0.0057571-0.073311i,0.018451-0.079146i,0.030301-0.06988i,0.032715-0.057025i,0.025067-0.043987i,0.012463-0.026469i,0.0038791-0.0079588i,-0.00018969+0.0011373i
-0.019887-0.029303i,-0.036438-0.10402i,-0.019387-0.20368i,0.018195-0.2389i,0.043108-0.16139i,0.051717-0.058298i,0.045267-0.0030367i,0.034109+0.022703i,0.040014+0.030597i,0.055864+0.0087529i,0.052613-0.01638i,0.033648-0.018919i,0.011691-0.010053i,-0.015344-0.00069949i,-0.042584+0.0091874i,-0.060702+0.012943i,-0.065323+0.0030047i,-0.060297-0.012446i,-0.053701-0.016897i,-0.043178-0.0070707i,-0.021506+0.004878i,0.00063519+0.0068941i,0.0074165+0.0035786i
0.0066721+0.042544i,-0.013911+0.10526i,-0.081155+0.18977i,-0.14275+0.23156i,-0.1262+0.18689i,-0.081609+0.098075i,-0.064588+0.040467i,-0.05166+0.024839i,-0.036741+0.017236i,-0.032052+0.010687i,-0.022972+0.0027854i,-0.0065014-0.011023i,0.0062425-0.014811i,0.019974-0.0023087i,0.035438+0.016024i,0.03842+0.031202i,0.021234+0.041456i,-0.0023293+0.0455i,-0.0074923+0.043776i,0.0061738+0.032906i,0.017294+0.007902i,0.015097-0.014666i,0.010711-0.019874i
0.0042856-0.026898i,0.045862-0.059045i,0.13649-0.081088i,0.2011-0.079821i,0.15847-0.06398i,0.072616-0.030682i,0.027374-0.001586i,0.0051496+0.002123i,-0.0073236+0.0096683i,0.0034204+0.024169i,0.011433+0.028437i,0.0015944+0.02813i,-0.0051301+0.023998i,-0.001669+0.0065382i,0.0054534-0.020479i,0.014727-0.038687i,0.024411-0.034513i,0.027223-0.015851i,0.022671-0.0068081i,0.011943-0.013857i,-0.0086102-0.0165i,-0.025526-0.0068413i,-0.02539+0.00081235i
-0.011939+0.0153i,-0.054773+0.012899i,-0.13671-0.02666i,-0.19663-0.075559i,-0.1662-0.080275i,-0.085548-0.056223i,-0.021316-0.043923i,0.021831-0.040646i,0.04511-0.050769i,0.03453-0.065231i,0.014162-0.053772i,0.010922-0.028521i,0.010328-0.013604i,-0.0053924-0.0055613i,-0.03071-0.0019495i,-0.046774-0.0043181i,-0.042704-0.01255i,-0.024595-0.017525i,-0.011701-0.011177i,-0.010474+0.0019774i,-0.0045119+0.018762i,0.0060256+0.026988i,0.0069525+0.021229i
0.010365-0.006362i,0.038464+0.022461i,0.093032+0.11056i,0.14435+0.20474i,0.14884+0.21542i,0.11266+0.16054i,0.071771+0.10427i,0.042048+0.055663i,0.014071+0.022199i,-0.0069458+0.012612i,-0.01375+0.0025322i,-0.020176-0.014983i,-0.022595-0.01801i,-0.012401-0.0033038i,0.00033758+0.019169i,0.0043208+0.039432i,-0.0026021+0.046427i,-0.0091232+0.03706i,-0.004592+0.022902i,0.0092414+0.011437i,0.021478-0.0060418i,0.021341-0.021837i,0.01057-0.018619i
-0.0098191-0.00012345i,-0.01116-0.035398i,0.00015001-0.13105i,0.014275-0.23338i,0.015187-0.23809i,0.020003-0.1629i,0.026167-0.089823i,0.013077-0.031942i,0.0094051+0.0055976i,0.019584+0.0086108i,0.01645+0.0038963i,0.0094271+0.014391i,0.012511+0.019642i,0.020752+0.011533i,0.029753-0.00045942i,0.03771-0.0090105i,0.038787-0.0046057i,0.030177+0.0064572i,0.019107+0.0069558i,0.0052636-0.0060159i,-0.017456-0.015896i,-0.031649-0.0092922i,-0.021092+0.0030941i
0.00045074+0.0026856i,-0.025065+0.024683i,-0.097589+0.079924i,-0.17949+0.13893i,-0.19247+0.13863i,-0.15203+0.077682i,-0.11348+0.022006i,-0.075818-0.010411i,-0.051406-0.035503i,-0.046468-0.035145i,-0.030036-0.014737i,-0.0048736-0.0068213i,0.0034566-0.013334i,-0.0041948-0.021464i,-0.016434-0.025306i,-0.022667-0.026834i,-0.016014-0.029143i,-0.0014787-0.028378i,0.0033657-0.023295i,-0.0059947-0.0086985i,-0.01085+0.017733i,-0.0017709+0.034831i,0.0076255+0.02414i
0.0018057+0.0073154i,0.041985+0.0079425i,0.14629+0.0080164i,0.27033+6.4685e-06i,0.30599-0.0094721i,0.23669+0.0010006i,0.14642+0.010565i,0.071535+0.0044461i,0.016683+0.015839i,0.0031429+0.034093i,0.0060198+0.027575i,-0.0038178+0.013704i,-0.016174+0.012104i,-0.020794+0.01806i,-0.018722+0.025231i,-0.013231+0.030101i,-0.0097648+0.024587i,-0.012458+0.0091764i,-0.016579+0.0017265i,-0.0083102+0.0072085i,0.015718+0.0077378i,0.031473-0.0038632i,0.02126-0.010392i
-0.0041909-0.013467i,-0.03753-0.041645i,-0.12241-0.10505i,-0.22617-0.16379i,-0.24637-0.16743i,-0.16472-0.13504i,-0.079193-0.094187i,-0.027736-0.043237i,0.011445-0.010478i,0.023092-0.0086095i,0.013891-0.0084045i,0.013642-0.0028978i,0.02177+0.00020665i,0.032497+0.001666i,0.042123+0.0012287i,0.043776-0.0010698i,0.035906+0.0012851i,0.0237+0.011287i,0.017476+0.018875i,0.016293+0.0085951i,0.0077782-0.016311i,-0.0074933-0.031002i,-0.014019-0.022338i
-0.0041562+0.014277i,-0.00031023+0.059823i,0.020242+0.16237i,0.047971+0.26326i,0.036993+0.26617i,-0.011052+0.20166i,-0.034257+0.14191i,-0.024847+0.086014i,-0.022616+0.036597i,-0.021915+0.014774i,-0.0094151+0.0061146i,-0.0031324-0.005906i,-0.008592-0.017535i,-0.015158-0.027005i,-0.016956-0.034718i,-0.016583-0.039393i,-0.012192-0.037198i,-0.0016719-0.031019i,0.0045929-0.028262i,-0.0043406-0.023297i,-0.022018-0.0052064i,-0.028629+0.01716i,-0.01733+0.023447i
0.0088139-0.01555i,0.03224-0.059551i,0.077256-0.1635i,0.11729-0.27085i,0.13061-0.26953i,0.12638-0.17847i,0.10017-0.097467i,0.059555-0.045846i,0.043846-0.0076127i,0.047732-3.8563e-05i,0.034576-0.010532i,0.010231-0.0052086i,-0.0071688+0.012245i,-0.021266+0.02508i,-0.030268+0.029682i,-0.032476+0.025817i,-0.033311+0.01235i,-0.035124-0.0026086i,-0.036161-0.0021312i,-0.024957+0.01461i,0.0026761+0.030065i,0.029649+0.029095i,0.035925+0.013315i
-0.019779+0.0091806i,-0.067763+0.037788i,-0.16104+0.10183i,-0.24533+0.16598i,-0.24647+0.15666i,-0.17777+0.077325i,-0.10587+0.010904i,-0.048007-0.0098513i,-0.0080773-0.020738i,0.00019884-0.024733i,-0.0038713-0.015009i,0.00099205-0.010195i,0.014878-0.0095988i,0.031488-0.0041562i,0.040973+0.0027667i,0.037265+0.0079431i,0.024202+0.013381i,0.012612+0.022073i,0.015734+0.027473i,0.028925+0.014427i,0.034298-0.017045i,0.02307-0.044625i,0.001804-0.046731i
0.020231+0.00039144i,0.077507+0.0042194i,0.17848+0.013753i,0.26267+0.030999i,0.24999+0.062545i,0.1622+0.086082i,0.090639+0.078739i,0.048519+0.045358i,0.0074722+0.019369i,-0.013079+0.014699i,-0.0096705+0.0098955i,-0.0076541+0.0015826i,-0.0098827-0.0075566i,-0.011193-0.022123i,-0.012229-0.033238i,-0.010878-0.031308i,-0.0043857-0.020071i,0.0049154-0.012322i,0.0085064-0.017624i,-0.0022663-0.028848i,-0.027612-0.029414i,-0.050666-0.014655i,-0.0519+0.0059243i
-0.026776-0.0091882i,-0.073783-0.039313i,-0.14681-0.10183i,-0.19167-0.17756i,-0.15264-0.20855i,-0.06592-0.168i,-0.011485-0.10904i,0.0011071-0.069829i,0.0057229-0.049925i,0.0050902-0.042168i,-0.0043146-0.02764i,-0.0078276-0.008288i,-0.0096324+0.0076879i,-0.018068+0.023207i,-0.026083+0.031478i,-0.028287+0.030021i,-0.025937+0.022078i,-0.024954+0.011988i,-0.027146+0.0084957i,-0.026825+0.017305i,-0.017789+0.036166i,-0.0012234+0.052211i,0.014772+0.050309i
0.0126+0.01439i,0.040998+0.062174i,0.063716+0.15061i,0.05766+0.23666i,0.026425+0.23924i,-0.01388+0.15241i,-0.040158+0.071312i,-0.036611+0.032615i,-0.024135+0.0095574i,-0.019255+0.0020061i,-0.012677+0.0069018i,-0.005531+0.0068649i,0.0021447+0.0033598i,0.01575+0.0029978i,0.028693+0.0062839i,0.032778+0.011057i,0.027393+0.014771i,0.020934+0.018208i,0.020984+0.017669i,0.025834+0.0097811i,0.03336-0.0019517i,0.043316-0.012843i,0.044876-0.020463i
-0.012764-0.021195i,-0.015468-0.068456i,0.016626-0.13746i,0.082898-0.18924i,0.11606-0.16926i,0.10118-0.084132i,0.077232-0.016276i,0.04827+0.0067109i,0.023488+0.022742i,0.018787+0.031298i,0.018548+0.019891i,0.013857+0.0063109i,0.010362-0.0056279i,0.0048746-0.019887i,0.000481-0.029776i,0.0023533-0.031341i,0.0095402-0.025827i,0.015886-0.019363i,0.011782-0.018632i,-0.0032494-0.019387i,-0.017267-0.021008i,-0.023924-0.030014i,-0.026374-0.035868i
-0.003089+0.02327i,-0.017147+0.061074i,-0.082398+0.089808i,-0.17817+0.08029i,-0.20112+0.038844i,-0.12897-0.0096983i,-0.063133-0.038302i,-0.045451-0.031441i,-0.035672-0.015431i,-0.02171-0.01214i,-0.01082-0.0099716i,-0.0054803-0.0057852i,-0.0075331+0.001717i,-0.012366+0.011868i,-0.017997+0.01864i,-0.020869+0.018943i,-0.017728+0.010977i,-0.016678+0.0021893i,-0.017777+0.0057501i,-0.013487+0.019256i,-0.010669+0.029171i,-0.020278+0.033325i,-0.029405+0.034735i
-0.00095303-0.020076i,0.02123-0.042215i,0.082855-0.026917i,0.16243+0.032084i,0.17382+0.073532i,0.099911+0.068065i,0.027516+0.057802i,0.010564+0.047461i,0.010407+0.026615i,0.0036866+0.015959i,0.002622+0.012949i,0.0036088+0.01057i,0.0065433+0.012481i,0.014783+0.013951i,0.021535+0.012654i,0.023151+0.010446i,0.018932+0.0077876i,0.013035+0.0062324i,0.0163+0.0031125i,0.024901-0.0057554i,0.029801-0.0087205i,0.035002+0.004693i,0.039437+0.017958i
-0.012663+0.023076i,-0.029379+0.036861i,-0.057269+0.0010329i,-0.077863-0.086437i,-0.062135-0.12748i,-0.018302-0.087506i,0.025379-0.045908i,0.042007-0.032917i,0.042539-0.022603i,0.040977-0.016638i,0.028478-0.015127i,0.018308-0.014841i,0.013878-0.020182i,0.0070732-0.02466i,0.0032105-0.026275i,0.0014478-0.028427i,0.0012251-0.028424i,0.0010779-0.026416i,-0.0063722-0.025082i,-0.018602-0.022029i,-0.019365-0.020046i,-0.0039436-0.025484i,0.0093607-0.031585i
0.012362-0.013624i,0.028404-0.024117i,0.018951+0.011179i,-0.027543+0.093271i,-0.061969+0.12893i,-0.0567+0.076548i,-0.052216+0.021426i,-0.043191+0.015063i,-0.02262+0.015601i,-0.013624+0.00082474i,-0.01421-0.011044i,-0.01698-0.012969i,-0.019353-0.0081449i,-0.019532-0.0019786i,-0.018657+0.0036331i,-0.017531+0.0086101i,-0.018086+0.0097325i,-0.020922+0.011276i,-0.016946+0.022129i,-0.0044294+0.036588i,0.00060674+0.036095i,-0.0089032+0.018163i,-0.019196+0.00022676i
-0.024637+0.01416i,-0.040377+0.026091i,-0.011741+0.018981i,0.076336-0.023216i,0.13015-0.060163i,0.094764-0.03757i,0.056299+0.007838i,0.043043+0.010264i,0.022713-0.0021389i,0.0079344+0.0051386i,0.0051553+0.012052i,0.0046082+0.013884i,0.0077002+0.016317i,0.0094916+0.015628i,0.0084736+0.012571i,0.009244+0.0094189i,0.0088838+0.0089766i,0.01163+0.010107i,0.022402+0.0013844i,0.031639-0.017465i,0.028691-0.024484i,0.013505-0.012508i,-0.0026892+0.00019997i
0.024964-0.0028024i,0.050496-0.014647i,0.034921-0.039721i,-0.05056-0.058688i,-0.11191-0.042869i,-0.072965-0.02156i,-0.020211-0.034155i,-0.015523-0.04445i,-0.017017-0.035961i,-0.0062715-0.027906i,0.003038-0.019449i,0.0069456-0.016718i,0.004986-0.019074i,0.0046556-0.017315i,0.0042729-0.014832i,-0.0016292-0.014184i,-0.006497-0.013947i,-0.0094498-0.01605i,-0.019199-0.020234i,-0.035544-0.022156i,-0.040479-0.018192i,-0.026911-0.0060236i,-0.010312+0.0094321i
-0.032651-0.0085475i,-0.070032-0.0047883i,-0.083963+0.039157i,-0.028497+0.11759i,0.036668+0.14261i,0.032982+0.095447i,-0.00065034+0.057827i,-0.0029986+0.042597i,0.0028128+0.021804i,-0.010461+0.0067805i,-0.022987+0.003807i,-0.024498+0.0054113i,-0.022237+0.0069284i,-0.020508+0.0039713i,-0.016418+0.002344i,-0.010496+0.0071377i,-0.0075095+0.012588i,-0.0079919+0.019648i,-0.0048333+0.031288i,0.004166+0.043022i,0.010935+0.043882i,0.01693+0.030439i,0.024674+0.013737i
0.025344+0.023031i,0.069129+0.037048i,0.11752+0.0037023i,0.11345-0.094771i,0.061102-0.15115i,0.029265-0.10804i,0.029759-0.054855i,0.016984-0.034364i,0.00073471-0.017133i,0.0075264+0.00028098i,0.015998+0.0092018i,0.015696+0.013273i,0.013634+0.014858i,0.010454+0.01684i,0.0069023+0.017415i,0.0073645+0.013462i,0.013198+0.0091946i,0.022517+0.004025i,0.029604-0.008036i,0.030602-0.023445i,0.026396-0.030718i,0.015309-0.030617i,0.0030144-0.031845i
-0.017654-0.026459i,-0.054878-0.06684i,-0.12004-0.074557i,-0.16468-0.0046136i,-0.13407+0.065076i,-0.072586+0.054904i,-0.046513+0.019627i,-0.034524+0.018239i,-0.016393+0.021939i,-0.0022391+0.0084524i,0.0050102-0.0062985i,0.005874-0.014914i,0.0056508-0.01618i,0.0090418-0.014475i,0.0097263-0.012613i,0.0049878-0.0093544i,-0.00068219-0.0086401i,-0.0079318-0.011472i,-0.020005-0.011627i,-0.034313-0.0083918i,-0.041964-0.0048341i,-0.040791+0.00072878i,-0.036084+0.0074872i
-0.00097228+0.036432i,0.017114+0.098553i,0.075071+0.15466i,0.1546+0.13496i,0.17309+0.063647i,0.11564+0.0243i,0.064471+0.02324i,0.044819+0.012132i,0.025838-0.0010492i,0.0059647+0.0045935i,-0.0038336+0.012636i,-0.0045357+0.011741i,-0.0058398+0.0054451i,-0.011033-0.00073062i,-0.010975-0.0027497i,-0.0064839-0.00023595i,-0.0049963+0.0032746i,-0.0047042+0.0085632i,0.0011094+0.016709i,0.011792+0.026213i,0.018823+0.03268i,0.02088+0.034767i,0.01995+0.032789i
0.014644-0.034274i,0.028269-0.10216i,0.010945-0.18847i,-0.0609-0.22194i,-0.11682-0.17327i,-0.093303-0.096648i,-0.046799-0.049462i,-0.028784-0.022538i,-0.016433-0.0052479i,0.0019189-0.0040895i,0.011901-0.007237i,0.013633-0.0055319i,0.012624-0.00068358i,0.010241+0.0054438i,0.0083285+0.007356i,0.009728+0.0046912i,0.012855+0.0011164i,0.013418-0.0039281i,0.011183-0.011525i,0.010557-0.0208i,0.014849-0.026353i,0.022167-0.025345i,0.025995-0.019901i
-0.026753+0.023634i,-0.075951+0.077723i,-0.11424+0.15715i,-0.08449+0.21372i,-0.016744+0.19411i,0.0128+0.11902i,0.010581+0.058836i,0.018871+0.027588i,0.026327+0.0067705i,0.016477-0.0075355i,0.002776-0.013761i,-0.0041581-0.01236i,-0.0034811-0.0093267i,-0.00036579-0.010273i,0.00059369-0.01083i,-0.00080458-0.0093973i,-0.0028371-0.0094139i,-0.0054001-0.008362i,-0.010479-0.002648i,-0.018004+0.0042714i,-0.024531+0.0042354i,-0.02657-0.0069289i,-0.022536-0.018962i
0.031476-0.013228i,0.10245-0.035832i,0.18534-0.082298i,0.20644-0.135i,0.14861-0.14365i,0.08198-0.097007i,0.043245-0.053648i,0.016493-0.037677i,0.001347-0.025424i,-0.00076543-0.0097265i,0.00040511-0.00035319i,-0.0014719+0.00093565i,-0.0066425+8.861e-05i,-0.0097957+0.00073172i,-0.0080039+0.00059825i,-0.0057842+0.00054886i,-0.0058093+0.0025196i,-0.0048066+0.0051634i,0.0029719+0.0075031i,0.015354+0.0092614i,0.017964+0.012728i,0.0048584+0.017387i,-0.011879+0.016836i
-0.036417-0.0018237i,-0.10926-0.016379i,-0.20963-0.024936i,-0.26344+0.0021543i,-0.22223+0.039977i,-0.13418+0.040215i,-0.06448+0.027319i,-0.02494+0.027438i,-0.0063752+0.023638i,-9.7433e-05+0.0095705i,0.00036004-0.0014228i,-0.0019923-0.0033347i,-0.0024236-0.00013593i,5.2698e-05+0.0023137i,0.002039+0.0013742i,0.0028747-0.00077381i,0.0028046-0.0021868i,0.0017916-0.0033337i,-0.00085379-0.0067487i,-0.0029743-0.012425i,0.0012193-0.013374i,0.011964-0.0045807i,0.017109+0.0078736i
0.024897+0.019365i,0.079697+0.068223i,0.15736+0.13059i,0.20942+0.14442i,0.1916+0.09637i,0.12482+0.044664i,0.06227+0.012316i,0.026411-0.0090322i,0.0088029-0.017438i,-0.000283-0.013419i,-0.0032685-0.0047033i,-0.000946+3.1279e-05i,0.0020461+2.6908e-05i,0.0019575-0.00021608i,-0.0002871+0.00010757i,-0.0031736-0.00041193i,-0.0050018-0.0011449i,-0.0051825+0.00035442i,-0.0050452+0.0046173i,-0.0059103+0.0086986i,-0.0085159+0.0050251i,-0.0077385-0.006717i,0.0012035-0.013426i
-0.018112-0.030714i,-0.040023-0.097025i,-0.067646-0.19009i,-0.084979-0.23541i,-0.077511-0.19377i,-0.052137-0.11465i,-0.03286-0.051096i,-0.027852-0.017345i,-0.025274-0.0039841i,-0.016488+0.0020006i,-0.0071118+0.0045373i,-0.0034817+0.0023338i,-0.0026186-0.00073129i,-0.00033846-0.0010426i,0.0011239-0.0016932i,-2.2808e-05-0.0017029i,-0.00053208+0.0009442i,0.0019164+0.0022661i,0.0063398-0.0013216i,0.0092844-0.0052554i,0.0050853-0.0023466i,-0.0052325+0.002702i,-0.013235-0.00016778i
-0.0023165+0.03198i,-0.015581+0.097545i,-0.043138+0.18883i,-0.061209+0.23815i,-0.050305+0.20673i,-0.022229+0.13216i,0.0060357+0.064806i,0.023174+0.02721i,0.025222+0.01166i,0.016689+0.0033315i,0.0065673+0.00090276i,0.00070865+0.005004i,-0.0011483+0.0088871i,-0.0011444+0.0077629i,-0.00077276+0.0053553i,-0.0002103+0.003786i,0.00080345+0.0029695i,-0.0015673+0.0008454i,-0.0070816-0.0011055i,-0.0095156-7.9161e-05i,-0.0041853+0.0033072i,0.0031534+0.0085679i,0.0035376+0.012542i
0.012322-0.028955i,0.053176-0.072785i,0.11877-0.1267i,0.15977-0.14981i,0.1397-0.12656i,0.084045-0.083737i,0.031669-0.045947i,0.0044637-0.021427i,-0.00062305-0.010882i,0.00085892-0.0080072i,0.0034093-0.0073883i,0.0055726-0.007222i,0.0062898-0.00544i,0.0046762-0.0018493i,0.0021892+0.0023125i,0.00060356+0.0051136i,1.993e-05+0.0054215i,0.000832+0.0058993i,0.0041058+0.0081395i,0.0069383+0.0084981i,0.0053933+0.0037086i,0.0055544-0.0015183i,0.0080378-0.0014484i
-0.02778+0.012416i,-0.080366+0.028931i,-0.1585+0.032726i,-0.20274+0.016005i,-0.17426+0.001128i,-0.10404+0.0036681i,-0.043287+0.014187i,-0.015614+0.02099i,-0.0086604+0.022906i,-0.0023076+0.020319i,0.0018073+0.011691i,-0.00040498+0.0017659i,-0.004241-0.0046229i,-0.0046396-0.0073965i,-0.0033008-0.0060386i,-0.002088-0.0021358i,0.00041039-0.00018654i,0.0032361-0.002894i,0.0028397-0.0097209i,-0.002185-0.012839i,-0.0069873-0.0081733i,-0.0075458-0.0036095i,-0.0041248-0.0028771i
0.018973-0.0037199i,0.066909+0.010012i,0.12665+0.048982i,0.15312+0.095001i,0.13019+0.10322i,0.087194+0.064473i,0.049534+0.01568i,0.027026-0.010122i,0.015195-0.015265i,0.0067938-0.012868i,0.0041896-0.0061282i,0.0070065+0.0006093i,0.0088259+0.0046888i,0.0065502+0.0061956i,0.0037529+0.0039401i,0.0037419+0.00032211i,0.0024725-0.0010844i,-0.003735+0.00095701i,-0.0099291+0.0076515i,-0.0084874+0.014903i,-0.0012144+0.014658i,0.0021045+0.0085911i,0.00094818+0.0026641i
-0.021885-0.0092296i,-0.05198-0.03844i,-0.076582-0.094176i,-0.069236-0.14136i,-0.044448-0.13746i,-0.029261-0.088136i,-0.022004-0.035756i,-0.014101-0.013284i,-0.0092676-0.012588i,-0.0080975-0.01295i,-0.006709-0.011216i,-0.0049015-0.010445i,-0.0020212-0.0094988i,0.0013323-0.0049504i,0.00449+0.00016274i,0.0059502+0.0011555i,0.0064251+0.00073051i,0.0093639+0.0028801i,0.016422+0.0036245i,0.020982-0.0015893i,0.01672-0.0074439i,0.0089515-0.0067623i,0.0030221-0.004639i
0.0094791+0.015696i,0.018121+0.050805i,0.0050858+0.10053i,-0.032911+0.12663i,-0.052689+0.10874i,-0.030567+0.068903i,0.00043752+0.033911i,0.013055+0.018485i,0.018085+0.015103i,0.019428+0.0081201i,0.010955+0.0017025i,-0.0011014+0.0019083i,-0.0092006+0.0040857i,-0.010111+0.0032955i,-0.0058678+0.0004314i,-0.0017166-0.00097639i,-0.00038888-0.0033396i,-0.00084615-0.0097545i,-0.0063259-0.016489i,-0.014443-0.015071i,-0.016544-0.006109i,-0.012002-0.00023653i,-0.0071649+0.0016905i
-0.0068987-0.012027i,0.0022577-0.037585i,0.038447-0.061006i,0.08871-0.059736i,0.10455-0.040806i,0.069756-0.029488i,0.022028-0.023441i,-0.00038564-0.016155i,-0.0029997-0.010757i,-0.0033715-0.0060632i,-0.0014217-0.0034013i,0.0029735-0.0036269i,0.0068942-0.0039938i,0.0065701-0.0038401i,0.0026417-0.005075i,-0.0011582-0.0069613i,-0.005427-0.0054131i,-0.0096792+0.0026247i,-0.0099247+0.014891i,-0.0036251+0.02235i,0.004464+0.019726i,0.0055033+0.012125i,0.0034883+0.0064438i
-0.0053213+0.011047i,-0.021158+0.024211i,-0.056114+0.021515i,-0.089371-0.006147i,-0.090943-0.023886i,-0.060681-0.0087331i,-0.027527+0.0089296i,-0.016954+0.010373i,-0.020327+0.0088582i,-0.018894+0.0090132i,-0.011987+0.0062107i,-0.007674+0.0018291i,-0.0065919-0.0015694i,-0.0042825-0.0030905i,-0.0013367-0.0032581i,0.00027459-0.0021456i,0.0020281-0.00092533i,0.00766-0.0012918i,0.016016-0.0053457i,0.018638-0.01292i,0.013129-0.015374i,0.00629-0.0099335i,0.0034539-0.0040363i
0.0011025-0.005677i,0.014961-0.0065047i,0.031595+0.01558i,0.037332+0.055429i,0.032126+0.068433i,0.027976+0.03974i,0.022438+0.0082525i,0.018741-0.0029481i,0.018136-0.0075528i,0.012352-0.010154i,0.0049672-0.0039591i,0.0033245+0.0051463i,0.0039975+0.011116i,0.0019874+0.011121i,-0.00014425+0.0067216i,-0.0023432+0.0027861i,-0.0045394-0.0012145i,-0.0074989-0.0054624i,-0.014577-0.0081801i,-0.021161-0.0071296i,-0.019551-0.0020105i,-0.010883+0.0022109i,-0.003259+0.0023795i
-0.0020986+0.0055048i,-0.0094701+0.0013273i,-0.0042171-0.022435i,0.017675-0.057965i,0.028333-0.06839i,0.012449-0.044758i,-0.0033633-0.016415i,-0.0045782-0.0065126i,-0.0018353-0.0050029i,-0.00039249-0.0019193i,0.0010457-0.00222i,0.0021363-0.0053071i,0.0020152-0.0081795i,4.5118e-05-0.0072721i,-0.0031325-0.002215i,-0.0049196+0.0029472i,-0.0043131+0.0073642i,-0.0022568+0.013064i,0.0013293+0.018426i,0.006675+0.020265i,0.011091+0.017189i,0.0095581+0.0094589i,0.0041403+0.0016977i
0.00065958-0.0014045i,0.00083477+0.001886i,-0.015186+0.010537i,-0.045971+0.022928i,-0.052295+0.03032i,-0.022302+0.028163i,0.0030104+0.019762i,0.0071043+0.019008i,0.0066757+0.022532i,0.007205+0.017301i,0.0047503+0.0082703i,-0.00013285+0.0027934i,-0.0038525+0.00080365i,-0.0045413+0.00032439i,-0.0027679-8.7941e-05i,-9.7042e-05-5.9148e-05i,0.0023624-0.00034947i,0.00637-0.0024018i,0.011235-0.0088336i,0.01202-0.016211i,0.0076443-0.017752i,0.0017108-0.012189i,-0.0023187-0.0040128i
