-0.0044094+8.6681e-05i,-0.0032848-0.00015042i,-0.0044642+0.0013853i,-0.0039327+0.0023313i,-0.00085957+0.0019598i,0.00070943+0.0017683i,0.00041021+0.0019325i,0.00093445+0.0016436i,0.0017148+0.0013718i,0.001572+0.0012082i,0.0015092+0.00099627i,0.0011851+0.0010525i,0.00058486+0.001095i,0.00036626+0.0005586i,0.00038203+0.00035451i,0.00012121+0.0013041i,-0.00077447+0.0012618i,-0.00093896+0.00018824i,-0.00037234-6.2352e-05i,0.00016928+0.00044463i,0.00022788+0.00011474i,-7.6021e-05-0.0001776i,-0.00052857+0.00027829i
0.098614+0.15046i,-0.064458+0.082381i,-0.45617+0.053179i,-0.6968+0.13741i,-0.53378+0.25478i,-0.2109+0.19482i,-0.059637+0.023039i,-0.018491-0.049661i,0.06329-0.06491i,0.13161-0.094726i,0.13791-0.11535i,0.08225-0.11837i,0.0076525-0.10279i,-0.015038-0.084828i,-0.012751-0.071864i,-0.027534-0.029859i,-0.022739+0.027245i,0.026761+0.029936i,0.064367-0.01798i,0.046905-0.052043i,0.025453-0.057442i,0.02247-0.063868i,0.013965-0.072606i
1.2095+8.4436i,2.9676+7.264i,6.2224+7.51i,7.8263+4.7892i,6.5513+0.808i,3.1396-1.8925i,0.32166-1.5971i,-0.2464-0.26769i,0.30513+0.48438i,1.0925+0.72761i,1.6211+0.42144i,1.7452-0.19545i,1.5987-0.7216i,1.1741-0.77225i,0.85058-0.53021i,0.66814-0.42533i,0.36214-0.4204i,0.09723-0.24417i,0.10486+0.060376i,0.30912+0.20576i,0.51682+0.091431i,0.55173-0.10716i,0.3873-0.16657i
-0.35191+0.080799i,-0.4736+0.41344i,-0.35824+0.85825i,0.053713+0.95797i,0.34178+0.63382i,0.21268+0.32314i,0.0092436+0.20954i,-0.019347+0.089759i,-0.01309-0.054814i,-0.037-0.0813i,-0.054112-0.038543i,-0.068188-0.011746i,-0.067733+0.012478i,-0.050312+0.029761i,-0.045602+0.024465i,-0.063873+0.024497i,-0.069937+0.039338i,-0.028954+0.038315i,0.022192+0.0094329i,0.04368-0.026125i,0.049777-0.05439i,0.052091-0.07765i,0.049862-0.089839i
0.038417-0.074325i,0.032081-0.32515i,-0.11865-0.5466i,-0.32065-0.43963i,-0.26297-0.13755i,0.054809-0.082851i,0.21098-0.19834i,0.14393-0.15618i,0.087448-0.051864i,0.064232-0.0088691i,0.064299+0.015708i,0.076601+0.0099524i,0.050468-0.0063531i,0.015406+0.0092899i,0.0040574+0.024491i,0.0098708+0.017126i,0.029416+0.0091063i,0.04482-0.0016015i,0.035805-0.010609i,0.014722-0.0052742i,5.9023e-05+0.0068156i,-0.012986+0.014462i,-0.039699+0.0073394i
-0.04776+0.18253i,0.022249+0.36682i,0.24663+0.41976i,0.45821+0.13104i,0.38812-0.28445i,0.16393-0.29294i,0.12392+0.0059202i,0.19693+0.14114i,0.1869+0.13394i,0.13841+0.1251i,0.084762+0.096593i,0.027582+0.068947i,0.019734+0.075372i,0.039874+0.095082i,0.036494+0.10591i,0.034278+0.10182i,0.053721+0.064228i,0.062039+0.0086827i,0.040046-0.023308i,0.0055375-0.026862i,-0.004864-0.012881i,0.015017-0.0094106i,0.031991-0.019591i
0.06132-0.077411i,0.086602-0.18343i,0.089423-0.20202i,0.14645-0.020749i,0.22091+0.27474i,0.1422+0.45454i,0.027457+0.42538i,0.031774+0.27318i,0.074955+0.14967i,0.13674+0.11574i,0.18275+0.048473i,0.1193-0.044219i,0.021444-0.060564i,-0.012368-0.048408i,-0.022292-0.049431i,-0.050035-0.036641i,-0.059285-0.017609i,-0.018181-0.012762i,0.029911-0.020962i,0.042667-0.023741i,0.04827-0.0091851i,0.067154+0.0033868i,0.08138+0.0065685i
-0.084391-0.006161i,-0.10854-0.03396i,-0.02343-0.15656i,0.094132-0.33916i,0.12333-0.41704i,0.14469-0.36236i,0.15811-0.26486i,0.14372-0.15187i,0.19051-0.060652i,0.22768-0.053891i,0.16394-0.043255i,0.090977+0.018023i,0.069784+0.039431i,0.061074+0.016924i,0.040602+0.0077402i,0.019318+0.012709i,0.0035394-0.0022255i,-0.0075877-0.051208i,-0.01472-0.094792i,-0.017747-0.10042i,-0.011487-0.10104i,-0.016915-0.11463i,-0.042371-0.11441i
0.077117+0.022458i,0.1698+0.093028i,0.17445+0.064601i,-0.026643-0.1583i,-0.27243-0.37544i,-0.35858-0.29655i,-0.27099-0.067455i,-0.11458+0.025047i,0.01826-0.016313i,0.078049-0.084754i,0.062956-0.11953i,0.036927-0.089204i,0.040795-0.033898i,0.030903+0.0081742i,0.0051558+0.059048i,0.0070786+0.1159i,0.014406+0.12302i,-0.008376+0.069094i,-0.043085+0.021493i,-0.048876+0.011971i,-0.035092+0.0017166i,-0.035523-0.021629i,-0.042203-0.036469i
-0.12089-0.10492i,-0.32718-0.27246i,-0.58041-0.38474i,-0.63647-0.17709i,-0.36041+0.23616i,-0.024336+0.40807i,0.099095+0.32299i,0.13715+0.20372i,0.19495+0.060749i,0.21278-0.052512i,0.20096-0.080947i,0.17716-0.090848i,0.12845-0.097579i,0.1042-0.070467i,0.12394-0.036557i,0.14175-0.029338i,0.12225-0.028025i,0.062485-0.0091033i,-0.0028459+0.014305i,-0.042946+0.02166i,-0.067233+0.020886i,-0.078759+0.038286i,-0.063817+0.068043i
0.043743+0.14245i,0.12592+0.33442i,0.21678+0.51907i,0.2352+0.49465i,0.18164+0.28231i,0.1834+0.10707i,0.25875+0.0030624i,0.23045-0.096252i,0.11991-0.14809i,0.049923-0.14698i,-0.0042823-0.12042i,-0.056724-0.090618i,-0.079987-0.078344i,-0.069902-0.068694i,-0.028178-0.054407i,0.020595-0.055159i,0.032225-0.066417i,0.0097736-0.065085i,-0.01125-0.042109i,-0.017434-0.01379i,-0.01503-1.371e-05i,-0.0094712-0.0017073i,-0.0018021-0.01388i
0.055528-0.040799i,0.15955-0.10901i,0.31881-0.13781i,0.47178-0.10869i,0.53144-0.093631i,0.43974-0.090947i,0.28325-0.060346i,0.18976-0.054111i,0.094071-0.097533i,-0.013851-0.11368i,-0.053015-0.096819i,-0.05996-0.071658i,-0.06829-0.02767i,-0.058512-0.019396i,-0.055512-0.070173i,-0.081478-0.10537i,-0.10625-0.089601i,-0.10643-0.048639i,-0.073206-0.0044486i,-0.024259+0.025669i,-0.00095277+0.033139i,-0.0052551+0.029259i,-0.01703+0.021205i
-0.11315-0.032311i,-0.28893-0.059966i,-0.45555-0.039515i,-0.3919+0.031304i,-0.16698+0.037906i,-0.034249-0.012331i,0.0088938-0.0089943i,0.048456-0.024956i,0.038723-0.079544i,-0.00026706-0.069744i,0.0032212-0.016913i,0.017207+0.021675i,0.024146+0.041232i,0.025906+0.034451i,0.0032663+0.024745i,-0.020244+0.043052i,-0.021535+0.072757i,-0.018213+0.076591i,-0.019009+0.04987i,-0.017599+0.025386i,-0.01265+0.017586i,-0.0074184+0.014145i,-0.01006+0.010909i
0.048825+0.10705i,0.18646+0.2401i,0.33365+0.24663i,0.23873+0.0030051i,-0.036794-0.16081i,-0.097104-0.027399i,0.034268+0.057414i,0.032671+0.017959i,-0.0041778+0.040252i,0.0568+0.0271i,0.066937-0.039077i,0.030264-0.049612i,0.018138-0.036704i,-0.00044219-0.022846i,-0.01148+0.016763i,0.011905+0.057809i,0.0411+0.072517i,0.046201+0.069218i,0.040384+0.058402i,0.042133+0.042714i,0.038196+0.032764i,0.021103+0.035125i,0.005463+0.037198i
0.048631-0.13664i,0.11677-0.41601i,0.19859-0.77504i,0.26731-0.93003i,0.31106-0.83425i,0.25733-0.71689i,0.086943-0.57324i,-0.027404-0.36005i,-0.035945-0.20548i,-0.028259-0.13915i,-0.015542-0.10333i,-7.6468e-05-0.07888i,0.0017375-0.048163i,0.0086069-0.011271i,0.032136-0.0045824i,0.056164-0.036952i,0.061081-0.061074i,0.045299-0.038687i,0.025784-0.0026716i,0.01464+0.0049187i,0.0064769-7.0491e-05i,-0.0010225+0.011171i,-0.0011901+0.035423i
-0.15367+0.086469i,-0.39356+0.32174i,-0.61826+0.72538i,-0.58153+0.98216i,-0.38832+0.80839i,-0.27482+0.42119i,-0.18448+0.14735i,-0.072307+0.009309i,-0.029673-0.05703i,-0.06124-0.058319i,-0.092895-0.019896i,-0.078865+0.020463i,-0.038727+0.029042i,-0.028785+0.013532i,-0.046181+0.0021177i,-0.054563-0.0027391i,-0.046403-0.013636i,-0.032224-0.030356i,-0.024066-0.043249i,-0.019997-0.043123i,-0.0061931-0.026735i,0.020366-0.010811i,0.043848-0.011615i
0.16735+0.038861i,0.42888+0.0097487i,0.58969-0.19065i,0.35044-0.44032i,0.03961-0.39944i,0.074567-0.13457i,0.19467-0.019616i,0.13829-0.033342i,0.067116-0.012492i,0.055306-0.00072972i,0.046345-0.0067045i,0.039805-0.011328i,0.023585-0.022648i,0.0087957-0.027391i,0.012604-0.023191i,0.008428-0.017683i,-0.0092666-0.0075346i,-0.019745+0.0069285i,-0.012602+0.019608i,0.0034738+0.023729i,0.010416+0.019183i,0.011168+0.010091i,0.0044614-0.0084998i
-0.10986-0.17644i,-0.30305-0.50211i,-0.50075-0.8693i,-0.52412-1.0007i,-0.4409-0.85588i,-0.43526-0.57539i,-0.41752-0.26263i,-0.29488-0.074986i,-0.18006-0.036781i,-0.099529-0.021593i,-0.024102-0.014743i,0.0090109-0.036149i,0.0075-0.041484i,0.012691-0.02087i,0.030318-0.0060129i,0.049857-0.0017153i,0.059763+0.0056875i,0.05108+0.017465i,0.028534+0.026135i,0.0083457+0.022552i,0.0012657+0.0054018i,-0.0056984-0.01318i,-0.022408-0.010036i
-0.033735+0.21899i,-0.07761+0.65274i,-0.10648+1.206i,-0.10095+1.4748i,-0.098509+1.2822i,-0.08277+0.8679i,-0.040764+0.50253i,-0.0090304+0.2526i,0.0051074+0.087591i,-0.005595-0.012172i,-0.037299-0.041664i,-0.049118-0.028633i,-0.036952-0.011035i,-0.030144+0.0050521i,-0.035054+0.0094005i,-0.037373-0.0055783i,-0.025615-0.027618i,-0.00090601-0.034501i,0.021135-0.023502i,0.024373-0.012515i,0.014811-0.0041301i,0.0013012+0.012153i,0.0020199+0.032874i
0.11938-0.1085i,0.25681-0.29703i,0.25357-0.44807i,-0.031245-0.36173i,-0.25711-0.14745i,-0.11272-0.06537i,0.062789-0.13292i,0.023744-0.12272i,-0.033036-0.026109i,-0.029295+0.015754i,-0.013245+0.0043025i,-0.010927-0.021491i,-0.028396-0.024681i,-0.02176-0.0035487i,-0.00069989-0.00020796i,-0.0098791-0.015344i,-0.036228-0.023908i,-0.04781-0.021593i,-0.034702-0.015701i,-0.013177-0.0098269i,0.0010118-0.0014849i,0.016502+0.006992i,0.035747+0.0046936i
-0.11736-0.0091843i,-0.31811-0.045903i,-0.48315-0.074167i,-0.38328+0.037616i,-0.090346+0.25296i,0.068904+0.3021i,0.048366+0.18343i,0.011575+0.088367i,-0.0023643+0.060761i,-0.0078561+0.057238i,-0.012765+0.04578i,-0.025787+0.028512i,-0.02496+0.020768i,-0.0076386+0.0059663i,-0.0021038-0.0041297i,-0.0053784+0.014585i,-0.012862+0.038995i,-0.026466+0.041139i,-0.032102+0.024244i,-0.02492+0.0071367i,-0.0143-0.002603i,-0.0046148-0.010368i,0.002211-0.023183i
0.070156+0.065009i,0.22345+0.27668i,0.54633+0.64332i,1.019+0.84451i,1.2914+0.58761i,1.0342+0.14814i,0.53912-0.022721i,0.23913+0.0039043i,0.12702-0.00067937i,0.068181-0.015989i,0.026199-0.0067478i,-0.0016657+0.023216i,0.0098615+0.041179i,0.030718+0.015193i,0.02555-0.015076i,0.012382-0.024477i,0.011256-0.013614i,0.022737+0.014408i,0.038432+0.033542i,0.04363+0.024262i,0.029048+0.0035575i,0.0065347-0.0045985i,-0.013128-0.0058853i
-0.0028746-0.023959i,0.067672-0.083655i,0.25664-0.24727i,0.34654-0.53597i,0.092922-0.75254i,-0.28211-0.66572i,-0.38487-0.34425i,-0.21889-0.085188i,-0.057128-0.0028298i,0.0032737-0.00085577i,0.020917-0.0059833i,0.025683-0.0011793i,0.015206-0.010105i,-0.0153-0.025929i,-0.044225-0.019119i,-0.050752-0.00080865i,-0.03507+0.0069382i,-0.0017361-0.0027025i,0.01927-0.019779i,0.0088004-0.025306i,-0.0023698-0.017112i,0.0015457-0.014411i,0.00031087-0.01798i
0.015119-0.016025i,0.0069667-0.16453i,-0.1148-0.52564i,-0.38105-0.87067i,-0.57245-0.7222i,-0.47518-0.13201i,-0.2198+0.21594i,-0.081529+0.15694i,-0.055393+0.052752i,-0.036589+0.022493i,-0.016906+0.012598i,0.005279-0.0095886i,-0.0045523-0.027905i,-0.035925+0.0035858i,-0.028048+0.052908i,0.010119+0.07251i,0.03141+0.062493i,0.019954+0.028578i,-0.0046589-0.0076272i,-0.018193-0.017875i,-0.019668-0.0040652i,-0.017079+0.011641i,-0.012551+0.021482i
-0.046191-0.038593i,-0.1488-0.075551i,-0.33821-0.071765i,-0.45794+0.040268i,-0.26178+0.15761i,0.1392+0.13036i,0.35169+0.032778i,0.28928-0.0040636i,0.16714-0.00096029i,0.10519-0.020215i,0.066926-0.039417i,0.030458-0.029104i,0.020601+0.0046106i,0.048542+0.025001i,0.079067+0.0029453i,0.082611-0.033266i,0.068979-0.043641i,0.043548-0.025463i,0.01365-0.0070899i,4.016e-05-0.0039181i,0.0036478-0.0053709i,0.0077723-0.0026747i,0.0066163+0.0045398i
0.0038446+0.078422i,-0.0063817+0.26132i,0.0042666+0.60715i,0.072661+0.88164i,0.13334+0.71798i,0.10453+0.21538i,0.049452-0.12806i,0.059779-0.15936i,0.080016-0.10639i,0.035476-0.073935i,-0.017004-0.033417i,-0.027152+0.00069351i,-0.015041+0.0052503i,-0.020189-0.016022i,-0.053178-0.036167i,-0.081324-0.036826i,-0.077064-0.03359i,-0.053014-0.033215i,-0.038248-0.018356i,-0.031572+0.0056133i,-0.018551+0.010598i,-0.008727-0.0052039i,-0.0075646-0.018212i
0.04095-0.024226i,0.15438-0.07783i,0.33229-0.20892i,0.39429-0.36856i,0.20299-0.3672i,-0.086272-0.15808i,-0.22679+0.037036i,-0.19231+0.056275i,-0.12827+0.01405i,-0.08176+0.026615i,-0.026285+0.039037i,0.0036878+0.01184i,-0.0074039-0.0043818i,-0.0097391+0.01884i,0.013194+0.048084i,0.031217+0.049079i,0.022063+0.026659i,-5.6436e-05+0.0089142i,-0.0032945+0.015392i,0.011463+0.024432i,0.015173+0.016977i,0.0023327+0.012506i,-0.0051444+0.01746i
-0.033872-0.044347i,-0.096192-0.19698i,-0.19711-0.46825i,-0.27989-0.65046i,-0.24793-0.48224i,-0.079627-0.088094i,0.086966+0.12599i,0.098301+0.085668i,0.033072+0.0030837i,0.016966-0.039889i,0.023997-0.069235i,0.021921-0.070295i,0.038249-0.046296i,0.070548-0.043043i,0.07883-0.064302i,0.054356-0.070294i,0.017708-0.047128i,-0.009732-0.015441i,-0.01217-0.0058869i,-0.0075537-0.017912i,-0.014835-0.019044i,-0.015326-0.0020917i,-0.0039226+0.0089685i
-0.018947+0.038206i,-0.11452+0.14396i,-0.29641+0.33232i,-0.41947+0.48225i,-0.27778+0.38788i,0.02291+0.060185i,0.16394-0.1999i,0.10718-0.20478i,0.035985-0.078437i,0.015015+0.006009i,-0.0031679+0.03349i,-0.019009+0.036682i,-0.025892+0.0077214i,-0.062905-0.03106i,-0.11955-0.026755i,-0.13577+0.015505i,-0.10713+0.052583i,-0.06826+0.067628i,-0.037293+0.057732i,-0.01972+0.039023i,-0.0079309+0.030843i,0.0022288+0.024593i,0.0064843+0.014973i
0.01713+0.01649i,0.058958+0.11547i,0.1069+0.32986i,0.091731+0.52781i,-0.027588+0.44802i,-0.17061+0.1312i,-0.2364-0.10084i,-0.17645-0.12419i,-0.062099-0.081585i,0.0019544-0.056244i,0.021666-0.035199i,0.0098907-0.021485i,-0.033742+0.0022002i,-0.050264+0.056776i,-0.00098387+0.10987i,0.065832+0.12028i,0.10348+0.10034i,0.11296+0.077278i,0.099143+0.056707i,0.075994+0.037513i,0.061714+0.017684i,0.052027-0.0016058i,0.037473-0.015963i
0.0084963-0.024588i,0.071571-0.089846i,0.21913-0.2004i,0.38164-0.2303i,0.38312-0.056117i,0.19518+0.18107i,-0.007553+0.27936i,-0.10951+0.21292i,-0.12342+0.10008i,-0.10288+0.018914i,-0.092812-0.031193i,-0.081817-0.034976i,-0.03635-0.0011045i,0.038668+0.0035341i,0.09908-0.048185i,0.11879-0.10887i,0.11482-0.13911i,0.099294-0.14405i,0.0633-0.12684i,0.020627-0.091i,-0.0080231-0.058496i,-0.022204-0.039426i,-0.028247-0.024346i
-0.016439+0.0032101i,-0.038392-0.013176i,-0.032801-0.053045i,0.062813-0.12961i,0.19799-0.17971i,0.23906-0.12106i,0.19645+0.034052i,0.14604+0.16194i,0.11592+0.17895i,0.093919+0.13316i,0.063326+0.10341i,0.050449+0.098445i,0.063684+0.069438i,0.042089+0.012989i,-0.032063-0.037806i,-0.10715-0.076411i,-0.15257-0.10265i,-0.16462-0.099139i,-0.13922-0.064631i,-0.090093-0.030602i,-0.05082-0.010281i,-0.03424+0.010923i,-0.019483+0.030234i
0.0080271+0.018951i,0.029211+0.049721i,0.036397+0.069661i,-0.014321+0.027221i,-0.089048-0.072153i,-0.1131-0.15639i,-0.067497-0.18915i,-0.00029254-0.18018i,0.025807-0.15292i,0.028588-0.11566i,0.057621-0.073919i,0.092724-0.059714i,0.07889-0.070019i,0.028279-0.05193i,-0.02083+0.006688i,-0.063791+0.0774i,-0.09709+0.13507i,-0.09995+0.16178i,-0.063987+0.14576i,-0.020618+0.096932i,0.0026112+0.053218i,0.018965+0.030036i,0.029103+0.0065161i
-0.0095158-0.021743i,-0.035933-0.067293i,-0.08328-0.11118i,-0.12436-0.114i,-0.12967-0.06852i,-0.11119-0.0014731i,-0.10571+0.032794i,-0.097372+0.034854i,-0.073938+0.028658i,-0.060806+0.009486i,-0.067249-0.022428i,-0.083912-0.058467i,-0.10028-0.073377i,-0.094737-0.052423i,-0.048656-0.0071426i,0.027487+0.046371i,0.10259+0.086494i,0.1434+0.087809i,0.13021+0.05327i,0.080928+0.020138i,0.039657+0.0046851i,0.018385-0.010451i,-0.0028238-0.019334i
0.00088+0.031459i,0.02477+0.064081i,0.085878+0.075243i,0.14177+0.035801i,0.14417+0.017652i,0.13378+0.084956i,0.16955+0.15131i,0.19822+0.12448i,0.1668+0.054049i,0.09283+0.015736i,0.01838+0.020552i,-0.033266+0.043849i,-0.048602+0.075089i,-0.014621+0.099522i,0.041059+0.07984i,0.082107+0.0087251i,0.1003-0.072243i,0.088973-0.11715i,0.053822-0.11076i,0.024335-0.07657i,0.0077332-0.047204i,-0.0061699-0.023181i,-0.0091814+0.0042528i
0.0076185-0.031209i,0.012307-0.09899i,-0.015576-0.18752i,-0.063961-0.21469i,-0.04897-0.15697i,0.056576-0.10129i,0.12863-0.079836i,0.097482-0.06544i,0.023604-0.047757i,-0.011806-0.015815i,0.007221+0.012457i,0.036413+0.029313i,0.063275+0.035792i,0.088379-0.0011038i,0.073132-0.063538i,0.0066629-0.096807i,-0.066692-0.096255i,-0.10154-0.07227i,-0.088347-0.038678i,-0.057454-0.014i,-0.035027+0.0041763i,-0.01519+0.017606i,0.0071386+0.012503i
-0.042898+0.032595i,-0.11689+0.094811i,-0.2044+0.18353i,-0.24076+0.19981i,-0.20958+0.086732i,-0.15784-0.060516i,-0.096265-0.14036i,-0.030237-0.13637i,0.010336-0.080736i,0.032816-0.035058i,0.050603-0.02379i,0.063616-0.030205i,0.047416-0.052099i,-0.024545-0.071823i,-0.10069-0.051082i,-0.12326+0.011157i,-0.10328+0.071033i,-0.066049+0.088848i,-0.030776+0.068507i,-0.0089551+0.044525i,0.0087693+0.031186i,0.01926+0.013805i,0.0091454-0.0053195i
0.052069+0.0048178i,0.13374-0.014602i,0.19616-0.046103i,0.14744-0.034126i,0.03049+0.040588i,-0.051574+0.06035i,-0.11065-0.021895i,-0.14324-0.094754i,-0.11512-0.092724i,-0.065729-0.060179i,-0.040069-0.052188i,-0.041739-0.063192i,-0.051821-0.043501i,-0.043344+0.026961i,-0.0046203+0.094206i,0.051787+0.10506i,0.090202+0.076425i,0.085887+0.036828i,0.053595+0.0053298i,0.02708-0.010392i,0.014365-0.024943i,0.00019965-0.032038i,-0.012325-0.017122i
-0.054286-0.015771i,-0.13268-0.023916i,-0.18924+0.0065766i,-0.12726+0.053884i,0.0036253+0.040468i,0.068744+0.014032i,0.048347+0.045963i,-0.0051059+0.08003i,-0.035286+0.083427i,-0.031914+0.07196i,-0.039462+0.056047i,-0.060114+0.052454i,-0.043574+0.051719i,0.018939+0.029917i,0.073789-0.010531i,0.083759-0.056542i,0.059382-0.085424i,0.023872-0.075901i,-0.0045123-0.04716i,-0.02034-0.027524i,-0.029926-0.014388i,-0.029726-0.00021581i,-0.012142+0.0083613i
0.047151+0.045419i,0.12112+0.097278i,0.1881+0.12241i,0.15987+0.087455i,0.059638+0.037642i,-0.0053278-0.012446i,-0.0053388-0.04602i,0.01223-0.038077i,0.032078-0.024835i,0.04881-0.025903i,0.055359-0.0092926i,0.062318+0.020916i,0.05248+0.023461i,0.018515-0.0082254i,-0.016267-0.038391i,-0.047839-0.040109i,-0.068726-0.023689i,-0.066215-0.0021821i,-0.046868+0.020219i,-0.024476+0.036692i,-0.0051242+0.043716i,0.0084748+0.039819i,0.0089075+0.021585i
-0.025132-0.047312i,-0.076883-0.11562i,-0.12101-0.13072i,-0.10262-0.043554i,-0.060979+0.061445i,-0.078906+0.11999i,-0.12804+0.14157i,-0.11429+0.13469i,-0.051141+0.087529i,-0.0083461+0.02003i,0.0066314-0.026397i,0.017845-0.042735i,0.026471-0.033444i,0.017342-0.015198i,-0.0028672-0.0067151i,-0.016465+0.0073341i,-0.016317+0.035515i,-0.0037913+0.055024i,0.014745+0.053111i,0.028595+0.036745i,0.030917+0.017979i,0.02462+0.0049036i,0.013211+0.0019148i
0.0064114+0.05403i,0.044446+0.14024i,0.11239+0.17598i,0.16553+0.098722i,0.15854+0.014752i,0.12476+0.026892i,0.11563+0.080183i,0.10519+0.085092i,0.06567+0.045976i,0.016014+0.01426i,-0.015835+7.4165e-05i,-0.026429-0.01872i,-0.027175-0.039036i,-0.030689-0.033244i,-0.035488-0.010051i,-0.018672+0.0015465i,0.017547-0.00046302i,0.045137-0.0083019i,0.049753-0.018902i,0.037086-0.029355i,0.019518-0.034093i,0.0055922-0.029068i,0.0017279-0.017611i
0.015429-0.059684i,0.023887-0.16593i,0.013284-0.25858i,-0.016016-0.25173i,-0.01202-0.18077i,0.042983-0.14397i,0.075232-0.13396i,0.057648-0.095995i,0.021577-0.049433i,-0.0022815-0.019943i,-0.0078563-0.0035502i,-0.02005+0.0033486i,-0.036279+0.01024i,-0.026573+0.02929i,-0.0012311+0.048221i,0.011671+0.037671i,0.007031-0.0031294i,-0.0064485-0.037917i,-0.01835-0.046179i,-0.024673-0.038311i,-0.026021-0.023907i,-0.020692-0.0091603i,-0.011863-0.0030291i
-0.041441+0.061102i,-0.088586+0.15309i,-0.11226+0.23905i,-0.069098+0.23163i,-0.009577+0.15174i,-0.005538+0.084499i,-0.0010669+0.046778i,0.035311+0.013015i,0.054855-0.004115i,0.043021-0.0022919i,0.022625+0.0085076i,0.017651+0.029675i,0.031198+0.038073i,0.049935+0.011007i,0.055733-0.022476i,0.031928-0.026395i,-0.010427-0.0063919i,-0.04075+0.016603i,-0.043429+0.029239i,-0.029496+0.031068i,-0.014515+0.029825i,-0.0020854+0.023372i,0.002446+0.011324i
0.051518-0.037309i,0.12837-0.10675i,0.1775-0.19194i,0.1245-0.21421i,0.042309-0.13106i,0.032591-0.015204i,0.044311+0.030145i,0.026226+0.0017949i,-0.0045353-0.028346i,-0.020033-0.019887i,-0.0081256-0.0029141i,0.0077201-0.0076151i,0.0019573-0.018119i,-0.024823-0.026255i,-0.049709-0.029415i,-0.044848-0.011237i,-0.014089+0.021653i,0.018311+0.042427i,0.033633+0.038678i,0.031841+0.022533i,0.024432+0.0081839i,0.013862+0.00017716i,0.0025283+0.0016105i
-0.065065+0.012684i,-0.16653+0.038945i,-0.25501+0.072956i,-0.22658+0.069333i,-0.10679-0.015315i,-0.016856-0.10664i,0.019742-0.11912i,0.019804-0.079388i,0.004085-0.031015i,0.0032288-0.0092515i,0.0072311-0.019617i,-0.00025284-0.029482i,-0.0074543-0.016874i,-0.0090516+0.018983i,-0.0029003+0.049264i,0.015033+0.045317i,0.037103+0.013663i,0.046612-0.017794i,0.036046-0.029685i,0.017607-0.02614i,0.0019801-0.016524i,-0.0052831-0.0043128i,0.00014381+0.0055177i
0.060754+0.0082717i,0.15965+0.023865i,0.24437+0.025293i,0.20404+0.0015725i,0.066873-0.018217i,-0.037767-0.046111i,-0.087603-0.087375i,-0.087354-0.083264i,-0.037619-0.051002i,-0.0011805-0.036471i,-0.0036215-0.024108i,-0.0081351-0.0089703i,0.0017969-0.0099442i,0.025482-0.02287i,0.042917-0.03315i,0.031954-0.041058i,0.002615-0.047533i,-0.021892-0.043822i,-0.026701-0.03186i,-0.015252-0.019129i,-0.00018335-0.0061739i,0.012427-0.001614i,0.013927-0.0090519i
-0.063285-0.036819i,-0.15956-0.0807i,-0.26117-0.093879i,-0.26272-0.020197i,-0.16295+0.078842i,-0.070464+0.14076i,-0.031648+0.16162i,-0.023725+0.13032i,-0.028792+0.082922i,-0.020958+0.063989i,-0.001079+0.05478i,0.0024369+0.040597i,-0.01101+0.025647i,-0.030046+0.0083287i,-0.042258-0.00015507i,-0.043123+0.0076905i,-0.038716+0.023157i,-0.032168+0.02901i,-0.028636+0.017561i,-0.028275+0.0027734i,-0.022274-0.0081451i,-0.015445-0.016289i,-0.01526-0.014348i
0.041886+0.055367i,0.11352+0.14051i,0.19595+0.19952i,0.20763+0.14418i,0.14112+0.032475i,0.098057-0.035487i,0.095395-0.054123i,0.067835-0.04569i,0.037196-0.02255i,0.034334-0.015959i,0.031532-0.027481i,0.018089-0.024065i,0.0054988+0.00036075i,0.0039537+0.026325i,0.019967+0.03541i,0.043793+0.027796i,0.055807+0.013845i,0.045143+0.0021485i,0.020512+0.0072114i,0.0010717+0.023339i,-0.010474+0.029491i,-0.018102+0.027586i,-0.014302+0.024682i
-0.02435-0.062484i,-0.049945-0.16756i,-0.085981-0.25883i,-0.10379-0.22889i,-0.099811-0.12519i,-0.12151-0.072153i,-0.1565-0.044125i,-0.12677-0.003393i,-0.060843-0.0067359i,-0.040506-0.035512i,-0.043197-0.033214i,-0.023047-0.016485i,0.0092966-0.013235i,0.026539-0.028726i,0.015646-0.058654i,-0.011404-0.081113i,-0.031474-0.076477i,-0.034763-0.046339i,-0.015156-0.013284i,0.017672+0.00010218i,0.035944+0.0026426i,0.034014+0.0053036i,0.023398+0.0038176i
-0.0067574+0.067392i,-0.024152+0.18023i,-0.029703+0.29587i,0.0034463+0.31204i,0.047921+0.25501i,0.066854+0.21619i,0.083956+0.18027i,0.089902+0.11238i,0.062719+0.059335i,0.040476+0.046605i,0.036351+0.039085i,0.030572+0.014789i,0.014006-0.0098799i,-0.013732-0.009505i,-0.046136+0.018773i,-0.070001+0.052452i,-0.069385+0.069906i,-0.046661+0.065347i,-0.024402+0.041191i,-0.016101+0.0095243i,-0.012145-0.014537i,-0.0072172-0.024532i,-0.0050499-0.020345i
