-0.0011203+0.0006573i,-0.00020581+0.00045598i,-0.0012347+0.00050013i,-0.0021328-0.00014363i,-0.0030184-0.00013226i,-0.0027348+0.002311i,-0.0012219+0.0029441i,0.00030899+0.0014538i,0.0011936+0.0010755i,0.0011982+0.0018194i,0.00064768+0.0017094i,-6.8015e-05+0.0010191i,-0.00033963+0.00071817i,0.00013662+0.0010522i,-0.00012099+0.00095441i,-0.00034561+0.00087409i,-5.8455e-05+0.00073982i,0.00021143+0.00020836i,-3.3231e-05+0.00032315i,-0.00047174+0.000385i,-0.00017779+0.00016787i,0.00024867-0.00016702i,0.00063754-0.00024345i
-0.14495+0.027596i,-0.45759+0.071929i,-0.86121+0.17037i,-0.93965+0.29968i,-0.57582+0.29826i,-0.22381+0.11751i,-0.13173+0.0019253i,-0.093982+0.038148i,-0.024015+0.065239i,0.0076905+0.044478i,0.0089182+0.022493i,0.002532+0.012965i,0.0052212+0.016709i,0.016125+0.017683i,0.02284+0.0092961i,0.027611-0.0085717i,0.026744-0.03325i,0.027161-0.050084i,0.031929-0.057376i,0.027338-0.052462i,0.020737-0.030773i,0.02282-0.01472i,0.018657-0.013886i
0.10765+0.089484i,0.37061+0.29064i,0.75252+0.53633i,0.90476+0.55323i,0.59089+0.36089i,0.16339+0.31153i,0.038927+0.3607i,0.088797+0.24601i,0.080224+0.082945i,0.049881+0.026195i,0.040402+0.010574i,0.027841-0.0058246i,0.010988-0.012255i,-0.0027732-0.0060308i,-0.0035741+0.0016327i,-0.001568-0.0052231i,-0.011344-0.020796i,-0.029834-0.039557i,-0.049639-0.052601i,-0.053495-0.044913i,-0.032952-0.029499i,-0.010932-0.023507i,-0.0068887-0.018101i
0.027119-0.073069i,0.11116-0.2277i,0.25807-0.44495i,0.34791-0.55353i,0.29388-0.44498i,0.21075-0.27943i,0.15472-0.20926i,0.076012-0.14907i,0.01743-0.047067i,0.016434+0.011979i,0.023736+0.011734i,0.017179+0.0045983i,0.016531+0.0073913i,0.025903+0.0038992i,0.024672-0.0056444i,0.0028079+0.0010422i,-0.022816+0.023817i,-0.048902+0.03825i,-0.074603+0.04202i,-0.079221+0.040091i,-0.060232+0.028616i,-0.035382+0.016204i,-0.012248+0.01019i
-0.048938-0.046439i,-0.21089-0.20839i,-0.5322-0.4631i,-0.77361-0.55234i,-0.63965-0.363i,-0.29284-0.19955i,-0.089026-0.16785i,-0.02923-0.085144i,0.02732+0.014705i,0.05731+0.024606i,0.031506-0.0022699i,0.0034783-0.012425i,0.0019014-0.016187i,0.0079608-0.026578i,0.010017-0.031293i,0.01774-0.018757i,0.023901-0.00093817i,0.014671+0.022757i,0.0014326+0.052753i,-0.0041733+0.068497i,-0.0059671+0.063873i,-0.0050825+0.046951i,0.0012034+0.028078i
-0.0028311+0.078696i,0.012842+0.30586i,0.050076+0.64483i,0.070946+0.79296i,0.0087417+0.60472i,-0.12227+0.39522i,-0.1751+0.29701i,-0.10509+0.14341i,-0.033216-0.023588i,-0.018574-0.070594i,-0.017253-0.042004i,-0.01416-0.02259i,-0.022914-0.017748i,-0.039612-0.0077102i,-0.044706+0.010665i,-0.021995+0.021182i,0.0152+0.017628i,0.042724+0.019619i,0.056812+0.030679i,0.063693+0.035455i,0.062215+0.028822i,0.04811+0.017949i,0.029087+0.0060704i
0.003265-0.029505i,0.026302-0.07122i,0.082609-0.066737i,0.17967+0.025261i,0.25103+0.081767i,0.22783+0.017942i,0.11671-0.038268i,0.0087267-0.0064819i,-0.029585+0.028456i,-0.013415+0.015754i,0.001921-0.0088287i,0.00021387-0.008001i,0.0021989+0.010055i,0.0077987+0.019381i,0.0098564+0.013369i,0.0029966-0.0063518i,-0.011226-0.022925i,-0.014734-0.02289i,-0.0031352-0.015974i,0.0075276-0.017315i,0.0086108-0.021408i,0.0091199-0.015108i,0.011812-0.0096668i
0.02606-0.042969i,0.084883-0.15658i,0.14669-0.34082i,0.14103-0.45948i,0.062036-0.38484i,0.043434-0.20631i,0.1215-0.064851i,0.1646+0.012581i,0.1323+0.041562i,0.069592+0.033505i,0.012078+0.023457i,-0.010861+0.023788i,-0.0017032+0.014757i,0.012358-0.00041649i,0.020099-0.0088149i,0.018682-0.0082481i,0.010454-0.0030474i,0.0059594-0.0040538i,0.0043925-0.012904i,7.0176e-05-0.01733i,-0.0061717-0.013107i,-0.0084391-0.0093132i,-0.012359-0.01118i
-0.025148+0.068637i,-0.049706+0.18782i,-0.048463+0.27929i,-0.040051+0.21671i,-0.086913+0.11116i,-0.16766+0.11234i,-0.17051+0.094663i,-0.099174-0.017665i,-0.05869-0.086043i,-0.047175-0.041013i,-0.01547+0.021269i,0.014467+0.025342i,0.011129+0.0023595i,-0.0052401-0.003236i,-0.011934+0.0057695i,-0.004078+0.018691i,0.017313+0.025659i,0.034336+0.022476i,0.036175+0.013668i,0.028678+0.0058594i,0.022933+0.0024985i,0.020035+0.0011809i,0.013729+0.0046063i
-0.01337-0.070489i,-0.1095-0.18203i,-0.30685-0.24057i,-0.43482-0.10881i,-0.28759+0.069111i,-0.030219+0.053072i,0.027676-0.051668i,-0.047884-0.04914i,-0.051768+0.0075724i,0.0069116+0.010059i,0.041167-0.020596i,0.033106-0.036169i,0.014548-0.027923i,0.011752-0.016251i,0.015617-0.019028i,0.013017-0.029934i,0.0071313-0.03555i,0.00039111-0.033306i,-0.010869-0.026668i,-0.020524-0.017647i,-0.019589-0.010002i,-0.013151-0.0085627i,-0.0052119-0.0077004i
0.032948+0.021196i,0.11795+0.086752i,0.25229+0.17786i,0.33912+0.19309i,0.29588+0.089535i,0.19863+0.0052371i,0.15853+0.029498i,0.1422+0.063762i,0.096614+0.039198i,0.043903+0.0014862i,0.0025173-0.015857i,-0.026309-0.0098662i,-0.034668+0.0013972i,-0.030519-0.0028294i,-0.026336-0.010568i,-0.022287-0.010713i,-0.020632-0.011636i,-0.021686-0.012063i,-0.019956-0.002364i,-0.011801+0.012447i,-0.0069065+0.01981i,-0.010535+0.019988i,-0.013358+0.014808i
0.0092801+0.058578i,0.055983+0.14072i,0.16351+0.18707i,0.23731+0.11789i,0.1309+0.027882i,-0.071161+0.027896i,-0.14501+0.042072i,-0.097973+0.0029392i,-0.059458-0.023401i,-0.041942-0.0061783i,-0.013811+0.017615i,0.019001+0.024547i,0.03192+0.015806i,0.014563+0.0094019i,-0.0095099+0.019872i,-0.010725+0.033897i,0.0023587+0.032845i,0.0090765+0.023406i,0.012867+0.018192i,0.018352+0.014808i,0.020402+0.012253i,0.021153+0.018573i,0.024573+0.026164i
-0.03058-0.10268i,-0.12408-0.29844i,-0.29427-0.48934i,-0.39978-0.45645i,-0.28788-0.23504i,-0.080621-0.10735i,0.0088978-0.12222i,-0.0035136-0.10753i,-0.0080215-0.043911i,0.006115-0.017604i,0.010133-0.028831i,0.0052757-0.038913i,-0.0022239-0.02989i,-0.0017551-0.0029117i,0.018841+0.01192i,0.035638-0.0024599i,0.03048-0.015632i,0.023052-0.011978i,0.023818-0.011837i,0.021958-0.022499i,0.018265-0.029983i,0.024707-0.034278i,0.028586-0.039757i
0.032686+0.064353i,0.080611+0.17166i,0.14277+0.27404i,0.16654+0.23789i,0.1408+0.095119i,0.12159+0.029258i,0.092602+0.041363i,0.027251+0.044042i,-0.019996+0.04032i,-0.025956+0.038147i,-0.027017+0.022471i,-0.041632+0.0053032i,-0.045657+0.0051412i,-0.021893+0.0045522i,-0.0029468-0.013966i,-0.010952-0.028158i,-0.021763-0.023773i,-0.018722-0.016393i,-0.014002-0.013029i,-0.015007-0.0063607i,-0.014355+0.00022658i,-0.01651-0.0048288i,-0.024486-0.014151i
-0.00065636+0.033001i,-0.0015502+0.10036i,0.0026695+0.20348i,0.0060059+0.27607i,-0.024722+0.24861i,-0.11761+0.14859i,-0.18885+0.094881i,-0.14494+0.10171i,-0.047893+0.091607i,0.0034543+0.062479i,0.02026+0.053043i,0.040059+0.05415i,0.054527+0.037623i,0.042307+0.0094255i,0.0094257+0.0026327i,-0.0090838+0.02147i,-0.0011907+0.032548i,0.0063035+0.021545i,-0.00096809+0.0089805i,-0.0077579+0.0089007i,-0.0055972+0.013166i,-0.0054741+0.016004i,-0.0093545+0.020602i
-0.023536-0.079461i,-0.047084-0.21079i,-0.050354-0.33872i,-0.021569-0.33891i,-0.0024092-0.22448i,0.021829-0.12208i,0.068287-0.074545i,0.10303-0.055935i,0.096871-0.052798i,0.064403-0.049284i,0.036985-0.042525i,0.020801-0.042557i,0.0029319-0.042697i,-0.010818-0.024502i,0.0029029-0.00066822i,0.035398-0.0012537i,0.051396-0.018197i,0.042786-0.024093i,0.030345-0.019402i,0.023387-0.021345i,0.015843-0.026883i,0.0091814-0.022229i,0.0084239-0.01108i
0.040479+0.048344i,0.11138+0.11111i,0.17524+0.12007i,0.17944+0.025432i,0.1573-0.044834i,0.14365-0.0047015i,0.125+0.049068i,0.073692+0.046759i,0.016668+0.033452i,0.0013314+0.02897i,0.0027916+0.0033328i,-0.018432-0.0251i,-0.035666-0.022582i,-0.02382-0.014958i,-0.0098791-0.030655i,-0.019875-0.056009i,-0.040387-0.065757i,-0.046882-0.055037i,-0.040156-0.037301i,-0.036785-0.021145i,-0.036319-0.0085732i,-0.029516-0.00097409i,-0.018745+0.0019439i
-0.046718+0.0059227i,-0.12444+0.03193i,-0.22101+0.11391i,-0.2416+0.21186i,-0.18381+0.21972i,-0.14073+0.13841i,-0.12876+0.064766i,-0.082388+0.034742i,-0.01849+0.017403i,0.0069432+0.0049909i,0.0068795+0.012999i,0.007556+0.033028i,0.011215+0.043083i,0.0072829+0.035646i,-0.017984+0.027011i,-0.050391+0.035991i,-0.066362+0.050658i,-0.060984+0.052615i,-0.046734+0.046911i,-0.034324+0.046558i,-0.018765+0.050123i,0.00018132+0.045284i,0.014194+0.030479i
0.017402-0.037471i,0.060654-0.10361i,0.12777-0.18796i,0.14673-0.237i,0.084357-0.2203i,0.032691-0.16896i,0.049611-0.13065i,0.058704-0.1165i,0.021528-0.096076i,-0.0080161-0.062464i,-0.011573-0.034037i,2.4438e-05-0.013168i,0.01305-0.0023729i,0.014813+0.0038929i,0.017673+0.022753i,0.03514+0.048249i,0.055486+0.062247i,0.059644+0.058297i,0.051244+0.045328i,0.045593+0.031013i,0.040741+0.015655i,0.03083+0.0012077i,0.016375-0.011364i
0.026321+0.02454i,0.065134+0.054686i,0.088462+0.067028i,0.07882+0.037571i,0.061438+0.012385i,0.059507+0.032684i,0.047688+0.049786i,0.017557+0.057199i,0.0069642+0.072183i,0.018546+0.064193i,0.019008+0.025148i,0.0067685-0.015833i,0.0045294-0.04035i,0.0097967-0.048008i,0.014164-0.045683i,0.027366-0.044348i,0.045378-0.045357i,0.053518-0.042135i,0.048972-0.039731i,0.034381-0.040152i,0.017591-0.037024i,0.0039222-0.032225i,-0.0092493-0.021218i
-0.051756-0.001143i,-0.14196+0.010899i,-0.24463+0.047991i,-0.26423+0.11173i,-0.19186+0.14982i,-0.12545+0.10898i,-0.098943+0.037028i,-0.058644-0.0079222i,-0.0061799-0.022844i,0.015704-0.015708i,0.010559+0.0045875i,-0.0050523+0.017678i,-0.027684+0.015373i,-0.042077+0.014502i,-0.038314+0.018206i,-0.028203+0.006706i,-0.025087-0.020859i,-0.024913-0.0406i,-0.02503-0.03868i,-0.026453-0.023858i,-0.025048-0.010263i,-0.021158-0.00067902i,-0.012252+0.010824i
0.038893-0.029742i,0.1195-0.081803i,0.21826-0.16546i,0.22076-0.23878i,0.10871-0.23679i,0.028739-0.15509i,0.025939-0.086284i,0.0094418-0.068279i,-0.027887-0.059178i,-0.035281-0.042652i,-0.019758-0.024685i,-0.0073689-0.0040917i,-0.0050816+0.016728i,-0.00076222+0.028022i,0.012504+0.022217i,0.01336+0.009093i,-0.0058521+0.0015606i,-0.027053-0.0015377i,-0.036133+0.0016292i,-0.0307+0.013334i,-0.021126+0.024654i,-0.01058+0.028253i,0.0036251+0.020411i
-0.0017848+0.022166i,-0.025017+0.06371i,-0.07916+0.12795i,-0.10278+0.18848i,-0.041259+0.20202i,0.02321+0.15559i,0.023523+0.11652i,0.017733+0.11084i,0.032072+0.087748i,0.035935+0.04051i,0.026964-0.00014097i,0.021308-0.017199i,0.028102-0.017212i,0.03205-0.022711i,0.016923-0.037077i,-0.004612-0.037026i,-0.013888-0.011624i,-0.009944+0.016066i,-0.00055503+0.025682i,0.011701+0.023919i,0.024329+0.021703i,0.030582+0.016325i,0.025088+0.0052677i
-0.031105-0.0023446i,-0.089939+0.0048386i,-0.15062+0.026539i,-0.15759+0.05884i,-0.12127+0.069989i,-0.085795+0.040142i,-0.056281-0.014978i,-0.034925-0.058243i,-0.021782-0.057148i,-0.013347-0.028048i,-0.010262-0.0020059i,-0.0073948+0.0087494i,-0.0071087+0.0088692i,-0.016177+0.016044i,-0.02926+0.033038i,-0.02615+0.046881i,-0.0035865+0.044603i,0.015775+0.031758i,0.020885+0.018169i,0.022537-0.00039197i,0.022535-0.019704i,0.015763-0.028234i,0.0038886-0.022093i
0.038375-0.020223i,0.12899-0.070456i,0.24287-0.14544i,0.26669-0.20742i,0.17609-0.20338i,0.077441-0.14234i,0.02035-0.088241i,-0.023288-0.046236i,-0.051503-0.0023714i,-0.048794+0.02495i,-0.029752+0.024507i,-0.012924+0.0066863i,-0.0022658-0.0096562i,0.007534-0.010576i,0.023931+0.0039985i,0.040175+0.011526i,0.041289-0.0027565i,0.027689-0.019544i,0.009446-0.022825i,-0.0089726-0.023278i,-0.024156-0.023997i,-0.027577-0.01649i,-0.017567-0.006234i
-0.014414+0.032402i,-0.060621+0.098079i,-0.12457+0.2095i,-0.11635+0.30189i,-0.021552+0.29046i,0.038135+0.20749i,0.027093+0.16245i,0.028549+0.14385i,0.053599+0.095632i,0.056331+0.0434i,0.038105+0.012718i,0.012645-0.0038331i,-0.0065413-0.013669i,-0.0065692-0.027789i,0.0046634-0.048708i,0.004748-0.062056i,-0.009228-0.05558i,-0.016454-0.038002i,-0.014081-0.020708i,-0.015469-0.00044446i,-0.015451+0.018593i,-0.007014+0.023132i,0.0028614+0.014186i
-0.01852-0.0018415i,-0.03892-0.01711i,-0.048122-0.050197i,-0.047328-0.089102i,-0.053024-0.095124i,-0.040911-0.064389i,-0.00060959-0.049099i,0.017649-0.05829i,0.0056935-0.053005i,0.006284-0.03185i,0.015198-0.011838i,0.011155+0.0090011i,-0.0013073+0.031917i,-0.017005+0.042565i,-0.034703+0.035389i,-0.046172+0.027898i,-0.045068+0.030294i,-0.036717+0.03163i,-0.023148+0.028002i,-0.0046741+0.02582i,0.011083+0.02372i,0.017044+0.016122i,0.011084+0.0054683i
0.036987-0.02138i,0.11113-0.077259i,0.20123-0.16566i,0.22341-0.22803i,0.1567-0.21092i,0.080532-0.15757i,0.033979-0.11318i,0.0058261-0.055687i,-0.0023894+0.0038713i,0.0044022+0.019824i,0.012041+0.00083722i,0.022023-0.015127i,0.034805-0.018846i,0.034365-0.009582i,0.022288+0.014833i,0.021565+0.03823i,0.030529+0.044178i,0.028398+0.039754i,0.018282+0.03048i,0.015331+0.01576i,0.014669+0.0016609i,0.0081557-0.0046963i,1.7563e-06-0.0042216i
-0.022163+0.022426i,-0.068686+0.10286i,-0.129+0.24181i,-0.12138+0.34382i,-0.048435+0.3036i,-0.018593+0.19146i,-0.031843+0.12729i,-0.0076179+0.092722i,0.036471+0.043025i,0.038664+0.00050797i,0.011099-0.017209i,-0.011858-0.023888i,-0.019215-0.030638i,-0.0089889-0.031775i,0.011655-0.026434i,0.03067-0.025183i,0.043258-0.026882i,0.051013-0.02466i,0.047979-0.02324i,0.03255-0.023668i,0.016468-0.019916i,0.0070556-0.01372i,0.0021398-0.0049903i
-0.014583-0.0021469i,-0.017876-0.041158i,-0.019598-0.13039i,-0.042837-0.22124i,-0.085294-0.20958i,-0.083389-0.11511i,-0.038566-0.056859i,-0.018367-0.057263i,-0.027972-0.056683i,-0.031116-0.033232i,-0.025478-0.0064299i,-0.025795+0.012368i,-0.029462+0.022421i,-0.024483+0.021243i,-0.011074+0.007771i,-0.0026918-0.01194i,-0.0050456-0.030085i,-0.008885-0.041472i,-0.011765-0.0402i,-0.014925-0.028799i,-0.015477-0.014566i,-0.011497-0.0024197i,-0.0023047+0.005949i
0.021828-0.032446i,0.06141-0.089672i,0.096235-0.15761i,0.094835-0.17609i,0.071419-0.13342i,0.053747-0.085767i,0.040522-0.061293i,0.027486-0.034519i,0.014193-0.0065435i,0.0056877+0.0063001i,0.0062778+0.0081319i,0.013887+0.0064688i,0.019356+0.0041828i,0.013996+0.00058902i,0.0038705-0.004385i,-0.0063441-0.0083713i,-0.021453-0.007241i,-0.039631-0.0038254i,-0.049933+0.0019095i,-0.04671+0.0085228i,-0.034359+0.011902i,-0.01678+0.011839i,0.0014212+0.0048196i
-0.017133+0.039466i,-0.049459+0.13411i,-0.081025+0.28182i,-0.07275+0.37532i,-0.035965+0.32551i,-0.016527+0.19932i,-0.014314+0.10717i,-0.00017841+0.052945i,0.018306+0.013097i,0.01905-0.0049344i,0.008285-0.0049074i,0.00022567-0.0014089i,-0.0036157+5.0647e-05i,-0.0066186-0.0013672i,-0.011937-0.0066722i,-0.018788-0.0060644i,-0.018946+0.0082405i,-0.0090347+0.027875i,0.0042432+0.038531i,0.013642+0.03664i,0.018132+0.026442i,0.018911+0.01011i,0.011573-0.0078349i
0.0032983-0.017665i,0.0019502-0.068983i,-0.017543-0.16975i,-0.064359-0.2497i,-0.10425-0.21955i,-0.10291-0.10321i,-0.07567-0.019851i,-0.060475-0.0075484i,-0.057795-0.0071788i,-0.043173+0.0056489i,-0.017339+0.014253i,0.00052337+0.012465i,0.0049608+0.0092497i,0.0048194+0.011224i,0.002267+0.017025i,0.0042548+0.022728i,0.019335+0.021981i,0.03772+0.014882i,0.044737+0.007995i,0.038829+0.0054671i,0.026217+0.0034158i,0.0096092-0.0028706i,-0.0079204-0.0020145i
-0.003076-0.028331i,-0.00017721-0.061994i,0.0035675-0.079423i,0.015126-0.045264i,0.033429+0.011248i,0.050222+0.027927i,0.050473+0.016251i,0.033432+0.016838i,0.015875+0.021383i,0.01169+0.017949i,0.018522+0.0038262i,0.019047-0.013471i,0.013115-0.019163i,0.011498-0.013518i,0.015623-0.003723i,0.021595-0.0017524i,0.022257-0.013324i,0.014217-0.030857i,0.0026926-0.039435i,-0.0039379-0.034376i,-0.008622-0.022833i,-0.014411-0.0076613i,-0.0094115+0.0098119i
0.0031318+0.047029i,0.016215+0.14078i,0.044896+0.27224i,0.076172+0.34279i,0.083547+0.28029i,0.075622+0.14167i,0.062589+0.024844i,0.034567-0.025297i,0.016413-0.021725i,0.015284-0.013043i,0.0024583-0.014465i,-0.015853-0.0098897i,-0.020771-0.0016792i,-0.017366-0.0040911i,-0.014271-0.016362i,-0.019763-0.026807i,-0.033426-0.025691i,-0.042445-0.018528i,-0.037288-0.01391i,-0.023642-0.012097i,-0.01101-0.0069973i,-0.00021506+0.001029i,0.0095406+0.00044213i
-0.0027852-0.026339i,-0.01218-0.089665i,-0.038264-0.19378i,-0.066818-0.27108i,-0.074572-0.24574i,-0.07078-0.15025i,-0.075034-0.065178i,-0.070913-0.0090722i,-0.051703+0.023132i,-0.02996+0.032468i,-0.0107+0.029962i,0.0043709+0.024482i,0.01237+0.016543i,0.0092395+0.010883i,-0.0027458+0.013306i,-0.010011+0.022523i,-0.0080707+0.033299i,-0.0048099+0.039812i,-0.0044262+0.036875i,-0.0057358+0.027598i,-0.00092943+0.019309i,0.0083347+0.010203i,0.0086185-0.0015402i
-0.0076978-0.0041202i,-0.020364-0.0060438i,-0.023335+0.0086467i,0.0010685+0.048626i,0.033443+0.080593i,0.033591+0.086887i,0.022104+0.093892i,0.038018+0.08917i,0.052635+0.056379i,0.043424+0.024481i,0.033943+0.0064845i,0.026916-0.005672i,0.014148-0.0091018i,0.0059771-0.00019174i,0.010388+0.01541i,0.025762+0.024491i,0.042546+0.021375i,0.045845+0.01433i,0.031688+0.011142i,0.014179+0.011761i,0.0039994+0.0080492i,-0.00077403+0.0012564i,-0.0022355+0.00083858i
0.02621+0.018408i,0.077491+0.067734i,0.14246+0.12971i,0.17004+0.15085i,0.13423+0.10928i,0.091581+0.03837i,0.074028-0.028704i,0.048475-0.063278i,0.027447-0.053988i,0.022276-0.03775i,0.0053418-0.032987i,-0.014681-0.022122i,-0.017922-0.0097651i,-0.0085436-0.0088673i,0.0031089-0.02064i,0.0052034-0.039892i,-0.0018723-0.053482i,-0.0056246-0.051604i,0.00021258-0.037817i,0.0077211-0.02382i,0.007264-0.016183i,0.0015601-0.011231i,-0.00058999-0.0075012i
-0.022489-0.023659i,-0.059568-0.080467i,-0.10707-0.17138i,-0.13439-0.25052i,-0.12012-0.25588i,-0.093644-0.19028i,-0.084099-0.11564i,-0.073592-0.051606i,-0.047166-0.0031547i,-0.022771+0.011937i,-0.012022+0.010456i,-0.0042002+0.0087995i,0.0059466+0.0013259i,0.0090055-0.0091102i,-0.0021443-0.012533i,-0.020524-0.0068937i,-0.034459+0.0024i,-0.035242+0.0068386i,-0.023325+0.0036637i,-0.011136-0.0025141i,-0.0059383-0.002865i,-0.0033838+0.00099843i,-0.002392+0.0018851i
-0.003573+0.015039i,-0.014715+0.039681i,-0.033031+0.082896i,-0.034623+0.13621i,-0.017377+0.16387i,-0.01372+0.14928i,-0.0083959+0.13409i,0.028483+0.10773i,0.049519+0.047476i,0.030639+0.010703i,0.019543+0.0087322i,0.01744+0.0039385i,0.00092868+0.0011842i,-0.015221+0.010391i,-0.014515+0.026367i,0.0013871+0.044114i,0.018961+0.053368i,0.022284+0.046842i,0.010425+0.030777i,-0.0042743+0.019054i,-0.0099695+0.013955i,-0.0070331+0.010537i,-0.00072467+0.0094927i
0.023674-0.0014698i,0.076921-0.0046684i,0.14497-0.008558i,0.15966-0.023873i,0.097584-0.032327i,0.047441-0.014637i,0.045484-0.017664i,0.032821-0.050492i,0.0058047-0.055079i,0.00075873-0.033731i,0.0021735-0.020859i,-0.0032313-0.011763i,-0.0040767-0.0019925i,0.002555+0.00081381i,0.014469-0.0089907i,0.024693-0.029267i,0.027274-0.043207i,0.023633-0.040257i,0.016625-0.026038i,0.011203-0.011029i,0.0078694-0.0027491i,0.0067627-0.0013887i,0.0079383-0.006168i
-0.030801-0.0097306i,-0.083579-0.027434i,-0.15764-0.070325i,-0.19533-0.11416i,-0.15581-0.12483i,-0.089476-0.1124i,-0.060282-0.093585i,-0.058052-0.054635i,-0.046002-0.011487i,-0.026256+0.00024222i,-0.018789-0.0031477i,-0.013418+0.00086186i,0.00099057-3.3783e-05i,0.0098647-0.0097112i,-0.00069813-0.01965i,-0.021185-0.023709i,-0.033872-0.022763i,-0.033369-0.01963i,-0.021184-0.012165i,-0.006127-0.0059321i,0.0016206-0.0026251i,0.0032358-0.0017623i,-0.0021502-0.0045029i
0.0063622+0.013718i,0.01112+0.050214i,0.0064702+0.13425i,0.013506+0.23258i,0.033549+0.25901i,0.038292+0.20299i,0.032399+0.14199i,0.038192+0.092385i,0.03355+0.039538i,0.012538+0.015186i,0.0058778+0.01308i,0.0047692+0.0052468i,-0.0078937+0.0029572i,-0.020005+0.014946i,-0.023616+0.034756i,-0.017167+0.055981i,-0.0073758+0.065294i,-0.0022471+0.055507i,-0.0023516+0.033885i,-0.0053913+0.016542i,-0.0055097+0.0091004i,-0.0042209+0.0070112i,-0.0057178+0.011854i
0.0074945-0.024955i,0.042765-0.061073i,0.10031-0.12133i,0.11804-0.16766i,0.066274-0.14422i,0.022549-0.071084i,0.022512-0.030846i,0.0089235-0.033741i,-0.013689-0.022671i,-0.0054631-0.00049618i,0.0085086+0.0023777i,0.0081133-0.0028784i,0.0043157-0.0047292i,0.0080242-0.002476i,0.024748-0.0012687i,0.043815-0.009161i,0.050777-0.018145i,0.044087-0.018638i,0.028619-0.011865i,0.014333-0.0033521i,0.0066618+0.00026386i,0.0041828+7.1037e-05i,0.0095921+0.0015891i
-0.015438+0.016643i,-0.050883+0.034363i,-0.10137+0.040916i,-0.12372+0.015375i,-0.097712-0.031033i,-0.063071-0.070092i,-0.057875-0.083738i,-0.060845-0.052208i,-0.040692-0.0071051i,-0.017043+0.0037271i,-0.012077-0.00094412i,-0.0092873+0.0036826i,0.0019636+0.0038749i,0.010117-0.009585i,0.0073368-0.028818i,-0.002268-0.044077i,-0.0099462-0.050114i,-0.012435-0.045815i,-0.0097096-0.031143i,-0.0030663-0.015317i,0.0019643-0.0054687i,0.0042669-0.0028022i,0.0058846-0.008281i
0.013697-0.00099003i,0.030604+0.022559i,0.047078+0.098241i,0.071412+0.20549i,0.103+0.24402i,0.098518+0.1729i,0.058734+0.096224i,0.037276+0.063636i,0.030477+0.032705i,0.01467+0.011923i,0.004518+0.011851i,0.0013608+0.011921i,-0.0049134+0.013311i,-0.014245+0.017834i,-0.025392+0.022567i,-0.03371+0.029263i,-0.036513+0.034447i,-0.032365+0.032336i,-0.022066+0.021014i,-0.011846+0.0091214i,-0.0045509+0.0037477i,-0.0020306+0.0014015i,-0.0058722-0.00025971i
-0.0042886-0.021065i,0.0029448-0.072235i,0.028405-0.17516i,0.040817-0.27496i,0.007405-0.26723i,-0.020637-0.14169i,-0.0033426-0.029177i,0.01386+0.0025391i,0.010116+0.0075935i,0.011538+0.010748i,0.018271+0.002479i,0.016541-0.0087409i,0.011549-0.013875i,0.010346-0.0091132i,0.016622+0.0020472i,0.026141+0.0082811i,0.029199+0.011036i,0.02514+0.014496i,0.016854+0.013234i,0.0090428+0.0075884i,0.0038691+0.0011933i,0.00015147-0.00071277i,-0.0020499+0.0029344i
0.0020782+0.016859i,-0.0052657+0.04979i,-0.033882+0.081379i,-0.069701+0.077926i,-0.087212+0.040395i,-0.08883-0.0032341i,-0.082713-0.027153i,-0.057954-0.024699i,-0.023539-0.011422i,-0.0053587-0.0070855i,-0.0051875-0.0087305i,-0.0069949-0.005822i,-0.0051023-0.0039363i,0.00021981-0.0091921i,0.0059677-0.020392i,0.0087739-0.030831i,0.011504-0.035859i,0.013536-0.034069i,0.010755-0.02478i,0.0040372-0.013108i,-0.0013442-0.0052042i,-0.0019078-9.1521e-05i,0.0022305+0.0021343i
-0.0030786-0.0087264i,0.0047076+0.00065877i,0.026888+0.068173i,0.074616+0.1736i,0.12067+0.20911i,0.11985+0.14295i,0.075157+0.066917i,0.03344+0.034398i,0.016755+0.018164i,0.0093897+0.010576i,0.0049278+0.009688i,0.0026206+0.0065475i,-0.00029858+0.0077297i,-0.0056377+0.0085651i,-0.017715+0.0038099i,-0.031001+0.0024799i,-0.037349+0.0034209i,-0.035167+0.00019519i,-0.026728-0.0047136i,-0.017083-0.0049121i,-0.0094813+0.00040919i,-0.0029259+0.0031713i,0.001686-0.00075659i
-0.0041851-0.0029883i,-0.016039-0.048959i,-0.032554-0.1704i,-0.060887-0.30948i,-0.07956-0.31855i,-0.051773-0.1874i,0.0096254-0.059227i,0.042595-0.0084014i,0.032407-7.9077e-06i,0.018228-0.0019701i,0.011371-0.0051751i,0.0089099-0.0077579i,0.0089577-0.011739i,0.0052058-0.0087097i,0.0019811+0.0046181i,0.0029708+0.018788i,0.0014231+0.028491i,-0.0036317+0.03229i,-0.0049751+0.027309i,-0.0014765+0.017668i,0.0018227+0.0086636i,0.0015973+0.0018901i,-0.002489-0.002561i
