-0.00090043+0.00076462i,-0.0012882+0.00022655i,-0.0027127+0.00026301i,-0.0020353+0.00086961i,-0.0011187+0.0024814i,-0.0011243+0.0031944i,-0.00065455+0.0029287i,0.00011828+0.0022475i,0.00010445+0.0012043i,0.0003228+0.0004526i,0.00014678-0.00045138i,-0.00047552-0.00059881i,-0.0009783+0.00019584i,-0.0012371+0.00012876i,-0.00094198-0.00011448i,-0.00081456-7.9266e-05i,-0.0014693-0.00035983i,-0.00085331-0.00014452i,0.00036834-0.00011526i,0.00074255-0.00041935i,-1.0385e-05-0.00036133i,-0.00043959-0.000193i,-0.00031201-0.0001227i
0.00090336-0.00070915i,5.716e-05-0.00037336i,-0.0012612-0.001044i,-0.0015217-0.0019053i,-0.00087655-0.00070825i,-0.0001117+0.0016821i,0.00032508+0.0024585i,0.00089605+0.0011323i,0.00048099+0.00010417i,0.00014274-0.00042626i,-5.1074e-05-0.001078i,-0.00032144-0.0016301i,-0.00034913-0.001002i,-0.00037327-6.0387e-05i,-0.00037243+3.1394e-05i,-0.00014945-9.3108e-05i,-0.00061277+0.00069912i,-0.0010976+0.0013226i,-0.0010963+0.0016045i,-0.0012605+0.0013182i,-0.00090929+0.00082516i,-0.00039861+0.00076307i,0.00053924+7.5726e-05i
-0.00068716-0.00099254i,-0.0020154-0.00011904i,-0.0020843-6.1796e-05i,-0.0019488+0.00027399i,-0.0020917+0.00085851i,-0.0015832+0.0012798i,-0.00041098+0.0016169i,-0.00036926+0.00089713i,-0.00083293-1.3516e-05i,-0.00094396-0.0010003i,-0.00047979-0.001615i,-0.0001052-0.00072456i,-0.00061376+0.0004622i,-0.0013766+0.0010664i,-0.0011678+0.0010004i,-0.00053363+0.00037732i,-0.00035132-5.6929e-05i,-0.00026508-0.00057293i,0.00045343-0.00071461i,0.00068952-0.00017798i,0.0004085+9.838e-06i,0.00048015-0.00046703i,0.00049557-0.00028459i
0.00049576+0.0036818i,-0.00038307+0.0038529i,0.00035544+0.0042281i,0.00061328+0.0037232i,0.0010991+0.0031073i,0.00053431+0.0022299i,-0.00036746+0.0013815i,-0.00036082+0.00079515i,0.00049087+8.1089e-05i,0.0010633-0.00065548i,0.00086047-0.001145i,0.00036623-0.00066264i,0.00015625-0.00031671i,0.0002168+0.00021286i,0.00020728+0.0003454i,0.00049237-0.00045843i,0.00037609-0.00098148i,0.0004636-0.0011579i,7.9853e-06-0.00088654i,-0.0006394-0.0001196i,0.00019418-0.00023725i,0.00020741-0.00061275i,-0.00010184-0.00014357i
0.0017846-0.0010896i,0.001649-0.0012756i,0.0025142-0.0021637i,0.0018221-0.0015452i,-0.00019065-0.0012484i,-0.00059709-0.00090437i,6.5519e-05+0.0011157i,0.00021002+0.001656i,-0.00017767+0.00024464i,-0.00048753-0.0002606i,-0.00034417-0.00056352i,0.00036347-0.0014215i,-9.1605e-05-0.0014786i,-0.0013238-0.00052585i,-0.0012575-0.00018693i,-0.00091519-0.00030504i,-0.00089041-0.00026115i,-0.0001244+2.2272e-05i,0.00043466+0.0010525i,4.3157e-05+0.0013153i,0.00035921+0.00046646i,0.00046363+0.00043574i,-1.5339e-05+0.00073877i
-0.0024295-0.0014655i,-0.0027044-0.0012097i,-0.0030627-0.00090811i,-0.0026248+0.00029511i,-0.0011684+0.0021654i,0.00023159+0.0038145i,0.0010479+0.0033634i,0.00032302+0.0017767i,-0.00062571+0.00068548i,-0.00028703+0.00037648i,-0.00031291+0.00063969i,-0.00042444+0.00021607i,6.5846e-05-6.6688e-05i,-0.00024266+0.00026953i,-0.00067667+0.00066488i,8.4297e-05+0.00041105i,0.00043357-0.00039662i,-6.6459e-05-0.00059353i,-0.00021008-0.00024781i,-0.00047819+0.00052147i,9.2509e-05+0.0010681i,0.00052131+0.00076796i,0.00019684+0.00077316i
-0.0011254+0.00015978i,-0.0010029+0.00069165i,-0.00071749+0.0011019i,-0.0007033+0.0015783i,-0.00044943+0.0017976i,7.7664e-05+0.001245i,0.00035371+0.00031655i,0.00038284+0.00011641i,0.00080321-0.00013114i,0.0011529-0.00084362i,0.00048198-0.00090695i,-1.1278e-05-0.00076724i,-0.00029983+6.3543e-05i,-0.0012006+0.00039131i,-0.00091422-8.3183e-05i,-0.00029844-0.00029426i,-0.00051578-0.00039641i,-0.00080263-0.00013992i,-0.00065188-9.8958e-05i,-0.00039565+7.4956e-05i,-0.00022729+0.00013168i,0.0002829-0.00014545i,0.00070627+0.00014942i
0.0020724-0.0023107i,0.0016728-0.0027202i,0.00035361-0.003148i,-0.00066905-0.0017191i,-0.00075096-0.00020737i,-0.00041529+0.00096996i,-0.00082341+0.0015472i,-0.00057858+0.00045635i,-0.00035265-0.00044468i,-0.00017441-0.0010892i,0.0002087-0.0012716i,0.00011946-0.00050265i,-0.00059259-0.00081269i,-0.0010502-0.00070373i,-0.00098792-0.00042849i,-0.001316-0.00052589i,-0.0012512+0.0002049i,-0.00064805+0.00054159i,0.00026675+0.00046505i,-5.6699e-05+0.00050993i,-0.0001547+0.00017923i,6.0738e-05+0.00011458i,-0.00046288-1.5437e-05i
-0.00056293-0.00077319i,-0.00037783-0.00041741i,0.00010787-0.00060226i,0.00063428+0.00070095i,0.00059617+0.0017653i,-0.00013635+0.0015665i,-0.00043016+0.0010709i,-0.00076903+0.00048877i,-0.00029288-0.00011045i,0.00015329-0.00031479i,-0.00030125-0.0010016i,-0.00045016-0.0012029i,-0.00023346-0.00075911i,-0.00044443-7.8499e-05i,-7.8715e-06+0.00087756i,0.00014907+0.00078312i,-0.00046803+0.00050962i,-0.0004609+0.00035513i,-0.00013283-5.4068e-05i,-0.000139+0.00017987i,-0.00030524+0.00092529i,-0.00039338+0.0005372i,-0.00059391-0.00047834i
0.00061376-0.00021791i,0.00052384-0.00061174i,4.5033e-05-0.00042212i,-0.00066475+2.379e-05i,-0.00063659+0.0006561i,0.00035207+0.0018303i,-2.084e-05+0.0021042i,-0.0010042+0.0007711i,-0.0013344-0.00024003i,-0.00092098-0.00042727i,-0.00016725-0.00026346i,-0.00010031-0.00010726i,-0.00018101-0.00022747i,-0.00038651-0.00040308i,0.00011085-0.00043671i,0.00064621+8.5647e-05i,-0.00011731+0.0006998i,-0.00069331+0.00033054i,-0.00038528-3.0854e-05i,4.2241e-05-0.00026482i,9.9045e-05-0.00047546i,-9.4011e-05-0.00059732i,0.00043017-0.00072618i
-0.0009697+0.00077018i,-0.0012857+0.00093427i,-0.0015965+0.0013108i,-0.00062357+0.0015373i,-0.00016097+0.0013043i,-0.0012849+0.00097473i,-0.0010686+0.00083456i,-0.00096836-0.00015546i,-0.00086062-0.001334i,-0.00035975-0.00044019i,-2.3419e-05-7.2434e-05i,-0.00054857-0.00037045i,-0.0015055-3.2455e-05i,-0.00070441+0.00014412i,-1.0162e-05-5.244e-06i,-0.0011512-8.1958e-06i,-0.00095205-3.1224e-05i,-0.00011516-3.5835e-05i,3.7162e-05-9.6544e-06i,0.00019008+3.2356e-05i,7.6096e-05+4.5339e-05i,0.00036544-0.00033161i,0.00038548-0.00085103i
-0.0012196-0.0011658i,-0.0012769-0.0009959i,-0.0013164-0.00091568i,-0.00067181+0.00033118i,-0.00080095+0.0022585i,-0.0008821+0.0024096i,-3.5249e-05+0.0022233i,0.00081988+0.0022608i,0.00092921+0.0017501i,0.00061888+0.0013139i,2.4341e-05+0.0011698i,-0.00078884+0.00073782i,-0.0010953+0.00025136i,-0.00049339+2.055e-05i,0.00019324+0.00011426i,0.00038468+0.00029432i,7.5727e-05+0.00021071i,-0.00033598-0.00026839i,-0.00077487+8.9489e-05i,-0.00034974+0.00097208i,0.00016811+0.0014034i,0.00034383+0.0011771i,0.00037101+0.00029746i
-0.00082219-2.6648e-05i,-0.0013564+0.00012805i,-0.0017632+8.0514e-05i,-0.0012525+0.00023948i,-0.00091612+0.00091495i,-0.00073802+0.0015675i,-0.00022091+0.0013116i,0.00014078-5.404e-05i,-0.00024433-0.0005668i,-0.00074916-0.00044188i,-0.0012057-0.00062187i,-0.0008016-0.00014053i,3.8116e-05-9.0051e-05i,-0.00048057-0.0002849i,-0.00065048+0.00024278i,6.5511e-05+4.7735e-05i,0.00023751-0.00048518i,4.0892e-05-0.00040204i,0.00043595-0.00044454i,0.00087459-0.00076271i,0.00064617-0.00031765i,0.00024183+0.0010731i,0.0002121+0.0015075i
0.0014489-0.00076658i,0.00037472-0.00095359i,-5.3066e-05-0.00038274i,0.00010316+4.6571e-05i,-0.00061724+0.00041071i,-0.00058009+0.00098983i,0.00054304+0.001443i,0.0005247+0.0010999i,0.00032716-5.661e-08i,0.00059373-0.00058575i,0.00023768-0.00074923i,-2.6117e-05-0.0006743i,-0.00056082-0.00017564i,-0.00096391+0.0002244i,-0.00026852+0.00075052i,-3.2022e-05+0.00091463i,-0.0002575+0.00064022i,-0.00041703+0.00065781i,-0.00032423+0.00054154i,-9.8474e-05-0.00042322i,0.00030669-0.0012585i,0.00011513-0.0010973i,-0.00033073-0.00038345i
-0.0014063+0.00020201i,-0.00081503+0.00068131i,-0.00082735+0.0017331i,-6.0743e-05+0.0023443i,0.00071492+0.0026933i,-0.0002577+0.0020224i,-0.00098154+0.0011378i,-0.0003823+0.00033363i,-0.00053647-0.00032428i,-0.0004257-0.00034842i,-0.00030018-0.00063772i,-0.00026522-0.00081979i,-2.768e-05-0.00068408i,-0.00057075-0.00041711i,-0.00067868-0.001253i,-5.1666e-05-0.001068i,0.00022411+0.00031666i,-0.00070627+0.00081103i,-0.00099479-9.0853e-05i,-0.00034112-5.7807e-05i,0.00022606+0.0003826i,0.00027676+0.00038667i,-0.00019001+0.00059848i
0.0036171+0.0012734i,0.0034579+0.00041741i,0.002027-0.00017444i,-0.00026936-0.00032781i,-0.0010015+0.00047339i,-0.0012614+0.0017634i,-0.0010332+0.0016297i,-0.00065212+0.0011133i,-0.00041979+0.00050002i,-0.0007343+0.00041232i,-0.0011163+0.00028716i,-0.0010042-0.0010023i,-0.00039624-0.0015656i,6.8236e-06-0.0011785i,9.8617e-05-0.00044466i,8.5515e-05-0.00016419i,-0.00013207-0.00069068i,-0.00054023-0.00066241i,-0.00037399+0.00021488i,0.00015239+0.00064214i,-5.2469e-06+0.0010424i,-0.00033064+0.0012867i,0.00021301+0.00073075i
0.00021999+0.00030479i,0.00055967-2.3246e-05i,0.00052749+0.00062173i,3.2978e-05+0.00095059i,0.00054448+0.0011003i,0.00085073+0.0014668i,0.0007751+0.0019003i,0.0011226+0.0015994i,0.00042369+0.00060118i,0.00018075-9.167e-05i,0.00068386-0.00019684i,-0.00013254-0.00054785i,-0.00029578-0.00049321i,0.00020648+7.4602e-05i,-0.00039519+0.00072541i,-0.00065555+0.00040951i,-0.00021719-0.001203i,7.5951e-05-0.0014413i,1.6862e-05-0.00040002i,-0.00042434+0.00027716i,-0.00041206-0.00017157i,-0.00019504-0.0003036i,0.00040129-5.636e-05i
0.0018968-0.00091372i,0.00066358+0.00012105i,0.00016378+0.0011861i,-8.936e-05+0.0015064i,-0.0002048+0.00098966i,-0.00016965+0.00068332i,-0.00064696+0.00068401i,-0.00062678+0.00047358i,0.00023924+0.00016285i,0.00053682+7.49e-05i,8.6675e-06-0.00049654i,-0.0004343-0.0010291i,-0.00038157-0.00029514i,-0.00015654+7.4492e-05i,-6.0401e-05-6.6621e-05i,-0.00068026+0.00028728i,-0.0010614+0.00031667i,-0.00051366+4.7298e-05i,-0.00071427+0.00041115i,-0.00048723+0.00066346i,0.00063575-2.0612e-05i,0.00064267-0.00014949i,0.00042775-0.00054072i
-1.8565e-05-0.00048398i,-0.00013192-0.00089085i,-0.0001272-0.0014433i,-0.00021462+0.00018395i,-0.0014333+0.0016041i,-0.001498+0.0020259i,-0.00084251+0.0022532i,-0.00078254+0.0013394i,-0.00099583+0.00089299i,-0.0013058+0.00079095i,-0.00077637-0.00022142i,-0.0003895-0.00057067i,-0.00058237-0.00018153i,-0.0010664-0.00045785i,-0.00045841-0.0005712i,0.00015232-0.00010517i,-0.00030978-0.00016913i,-0.0001779-0.00018534i,0.00074452+0.00048566i,0.00083111+0.00072505i,0.00053787+7.3737e-05i,6.573e-05+0.00047483i,-0.00078589+0.0011873i
-0.00068551+0.0020054i,-0.00063272+0.00053153i,0.00010658+0.00030758i,0.00048618+0.00040295i,0.00049968+0.00074602i,6.1099e-05+0.0012875i,-0.00011937+0.0012507i,-5.4763e-05+0.00092906i,-5.6282e-06-0.0002778i,-0.00023621-0.0010061i,0.00017683-0.00017154i,0.0004975+0.00038587i,-0.00020395+0.000137i,-0.00034029+0.00021314i,-0.00024392-7.1394e-05i,-0.00023685-0.00053684i,-0.00048455-0.00034004i,-0.0010385+0.0005267i,-0.00093451+0.0013887i,-0.00026009+0.00087481i,6.0105e-05+0.00096538i,0.00018843+0.0013591i,0.00037325+0.00059143i
0.00094069+0.0003131i,-0.00012601+0.0018243i,-0.0011323+0.0015461i,-0.0011123+0.0013189i,-0.0010108+0.0018663i,-0.0015399+0.0021866i,-0.00036709+0.0018567i,0.00044666+0.0010122i,0.00037546+0.00035844i,1.286e-05-0.00056538i,-0.00050385-0.0006948i,-0.00043764-0.00047079i,-0.00073245-0.00080021i,-0.00061565-0.00075593i,-8.9572e-05-0.00028912i,-0.00034222+0.00012911i,-0.00026498+0.00011659i,7.6416e-05+0.00025466i,0.0002902+0.00026861i,0.00077595+0.0003132i,0.00097532+3.8574e-05i,0.00059004+2.3858e-06i,-0.00019878-4.0796e-05i
-0.0019454+0.0023504i,-0.0012711+0.0018295i,-0.00018862+0.0011746i,0.00010126+0.0013085i,0.00021483+0.0013636i,0.00059866+0.0015655i,0.00019418+0.0018611i,-0.00020306+0.0013061i,-0.00046642+0.00039834i,-0.0003706-3.806e-05i,0.00041683-0.00014248i,-8.5711e-05-0.000344i,-0.00071306-0.0002646i,-0.0004561+7.2319e-06i,-0.00051468+0.00058362i,-0.00082197+0.00040132i,-0.00048393-0.00051687i,0.00013807+0.00017287i,0.00027447+0.00045294i,0.00042899-0.00033906i,2.4606e-05+0.00014635i,-8.5361e-05+0.00045176i,0.00010466-0.00011014i
-0.00088775+0.00042811i,-0.00035043+0.00070738i,0.00063782+0.0018386i,0.00011388+0.0017908i,0.00060451+0.0013592i,0.00087669+0.0015435i,-0.00014854+0.0014791i,-0.00046696+0.0010842i,0.000272+0.00070028i,0.00027973-0.00011295i,-0.0011774-0.00057604i,-0.0007385-0.00037457i,0.00069166-0.00015501i,0.00054343-0.00044412i,-0.00016814-0.00030773i,-0.00085333+0.00015604i,-0.0010258+7.186e-05i,-0.00024751+0.00034597i,0.00014843+0.00016766i,0.00022256+2.8879e-05i,5.086e-05+0.00072539i,0.00036249+0.00059134i,0.00043854+0.00062252i
-0.0017356+0.00048104i,-0.0016371+0.00051176i,-0.00073969+0.0016093i,-0.00065138+0.0015437i,-0.0011849+0.00097005i,-0.00097658+0.00069098i,0.00030129+0.0011012i,0.00030098+0.0016016i,-0.00043218+0.0010878i,9.7294e-06-2.6062e-05i,0.00079948-0.00030649i,0.00034955+0.00016133i,-7.9887e-05+4.345e-05i,-2.1728e-05-0.00011102i,-0.00048311+0.0003066i,-0.00063029+1.9418e-05i,-0.0011627-0.00039691i,-0.0014786-6.5837e-05i,-5.9654e-05+0.00022259i,0.0001078+0.00017231i,-0.00012472-9.8459e-06i,-0.00037595+0.00048018i,-0.00077267+0.00098578i
-0.00085373+0.0017826i,-0.0007979+0.0016834i,5.7101e-05+0.0015029i,0.00087176+0.0012845i,-8.8069e-05+0.0012764i,-0.0004263+0.00093747i,0.00054078+0.00097351i,0.00052239+0.00050382i,0.00047961+0.0003566i,0.00064968+0.00061718i,0.00048134+0.0002355i,-0.000175-0.00035575i,-0.00063636-0.00048258i,-0.00032558+0.00011757i,-0.00036566+0.00060374i,-0.0002554+0.0004877i,-0.00035681-0.00023422i,-0.00025593-0.00062937i,-0.0002896-0.00011296i,-0.00046482+1.1467e-05i,-0.00049746-0.00029935i,0.00031979-3.17e-05i,0.0012856+0.00022527i
-0.0012655-0.000169i,-0.0019397+0.00013254i,-0.0019397+0.00064148i,-0.00083422+0.00042588i,-0.00051913+0.00076841i,-0.00048256+0.0014037i,-0.00042984+0.0011399i,-0.00095526+0.00026546i,-0.0014595+0.00038592i,-0.0012445+3.7122e-05i,-0.00028974-0.0005922i,0.00025564-0.00049534i,0.00025111-0.00045978i,0.00034856-0.00055623i,0.00066061-0.00073284i,0.00078667-0.00042847i,0.00068346+0.00015416i,-0.00013145-0.00014307i,-0.00058321-0.00090628i,-7.8731e-05-0.00047053i,0.00016466+0.00014883i,5.7385e-05+8.6751e-05i,0.000326+1.7248e-06i
0.0010437+0.00059044i,0.001414+0.0012631i,0.00061611+0.002124i,0.0002764+0.0020107i,0.00041804+0.0020328i,0.00028985+0.0022326i,0.0003924+0.0024109i,0.00018834+0.0015898i,-0.0010509+0.00014605i,-0.00098426-0.00053412i,-0.00052771-0.00048823i,-0.0003099-0.00033602i,-0.00047727+4.9098e-07i,-0.0010609+0.00018444i,-0.00098109-0.00034368i,-0.00024452+5.3597e-05i,4.9773e-05+0.00042902i,-4.0648e-05+0.00049863i,-0.00049934+3.3632e-05i,-0.00045613-0.00012238i,-0.00018832+0.00042309i,0.00013344+0.00099829i,5.74e-06+0.00095499i
-0.00092715+0.00091213i,-0.0022571+0.00097355i,-0.0022263+2.9575e-05i,-0.0016516-0.00079988i,-0.001192+1.8679e-05i,-7.4604e-05+0.0012878i,0.00033102+0.0015077i,-0.00033392+0.0013081i,-0.0010357+0.0012271i,-0.00097871+0.00026292i,-0.00054742-0.00093763i,-0.00035128-0.00020639i,-0.00022154+9.8842e-05i,-7.9457e-07-4.8612e-05i,-0.00071075+0.00060165i,-0.00082464+0.00024172i,0.00038768-0.00020856i,0.00051677-0.0004745i,4.4088e-05-0.00025116i,-0.00087829+0.00013946i,-0.0013893+3.8704e-05i,-0.00045729+9.6761e-06i,0.00020936-8.5536e-05i
7.5262e-05+0.00083909i,-0.00052192+0.0029484i,-0.0002663+0.0038848i,-0.00012192+0.0029741i,-4.7505e-05+0.0019437i,-0.00094125+0.0018429i,-0.0011943+0.0021773i,-0.00031024+0.0013408i,0.00018061+0.00028919i,-0.00027351-3.4729e-05i,-0.001134+7.9849e-05i,-0.00039176+0.00010236i,0.0001431-0.00047446i,0.00011297-0.00113i,0.00031136-0.00049109i,-0.00045681+0.00040161i,-0.00087352-0.0001031i,-0.00054967-0.00059962i,-0.00067761+0.00030944i,-0.00065042+0.00037943i,-0.00034131+0.00034291i,0.00040405-0.00027243i,0.0012784-0.0007892i
0.0008413-0.00029964i,0.00141-0.00082299i,0.00018485-0.0014639i,-0.00054714-0.0014607i,-0.00096643+0.00068335i,-0.0012384+0.0023792i,-0.00013642+0.0016886i,0.00048659+0.0006981i,0.00066329+0.00019075i,9.0679e-05+0.00011979i,-0.00050316-0.00020251i,-0.00047907-0.00092797i,-0.00046501-0.00062288i,-0.00090419+0.00032369i,-0.00033192+0.00043891i,-0.0001875+0.00040474i,-0.00091906+0.00045368i,-0.00068065+5.0771e-05i,-0.00010178+0.00021468i,0.00030395+0.00014504i,3.0741e-06-0.00048124i,-0.000339-0.00088779i,0.00045966-0.00066047i
-0.0014852-0.00080015i,-0.0018468-0.00031586i,-0.00092302-0.00041425i,-0.00013031+0.00042404i,-0.00045985+0.0017424i,-0.00051534+0.0019985i,0.00037914+0.0017981i,0.00087941+0.0015051i,3.3643e-05+0.00080084i,-0.00065665+2.3846e-05i,-0.00075243-4.8414e-05i,-0.00024176+0.0001801i,0.00039602+0.00018268i,-0.00044384+0.00055811i,-0.0011443+0.0010614i,-0.00073119+0.00097206i,-0.0002459+0.0005204i,-0.00073417+0.00061628i,-0.0012491+0.0008343i,-0.00014529+0.00031122i,0.00044212-0.00036732i,0.00011029-0.00025281i,0.00032484-0.00016911i
-0.0014044-0.0016155i,-0.00050118-0.0010995i,-0.0010156-0.0013024i,-0.0020379-0.00040691i,-0.0018506+0.00086357i,-0.0011682+0.0018587i,-0.00014892+0.0015868i,-0.00015723+0.00097122i,-0.00019938+6.3188e-05i,0.00079931-0.00016156i,0.00092051+0.00056107i,0.00044532+0.00048822i,-0.00015322+0.00033248i,-0.00060726+0.00059529i,-0.00075423+0.00062293i,-0.00078157+0.00053826i,-0.00068158+0.00019335i,-0.00039201-0.00070153i,0.00025429-0.0008626i,0.00060142-0.00055516i,0.00066421-0.00031272i,0.00088045+0.00040055i,0.00073528+0.00048409i
0.00013243+0.0013467i,0.00025323+0.001397i,-0.00028225+0.0022i,-7.8913e-05+0.0026518i,0.0004561+0.0019173i,0.0006435+0.0015263i,6.5879e-05+0.0015252i,0.00011751+0.0010871i,-0.00016104+0.00017603i,-0.00026988-0.00025639i,0.00044746+0.00010205i,0.00050716-5.8976e-05i,0.00043205-2.1581e-05i,0.00081556+3.475e-05i,0.00086954+6.7393e-05i,0.00011479+0.00011717i,-0.00057501-0.00011066i,-0.00042227+0.00026459i,-0.00017289+0.0004628i,3.6454e-05+0.00054007i,0.00035765+0.00064522i,0.00096732+0.00093883i,0.00074668+0.0009595i
0.0008381+0.0010696i,-0.00018213+0.00089616i,0.0001754+0.00071916i,-0.00031808+0.0010711i,-0.0011121+0.00087131i,-0.00099144+0.0014346i,-0.0010653+0.001741i,-0.00069861+0.00093794i,-7.0069e-05+6.7238e-05i,0.00025383-0.0012382i,0.00018807-0.0016094i,-0.00036255-0.00095462i,-0.00042865-0.00041459i,-2.9079e-05-0.000247i,0.00024727+9.0553e-05i,0.00047732+0.00064087i,-0.00011364+0.00067035i,-0.00059999+2.1759e-05i,-3.8597e-06-0.00074422i,0.0003345-0.00055539i,-0.00010409+0.0001199i,-4.4403e-05+0.00047251i,0.00061518+0.0011175i
-0.00085079+0.0017174i,-0.0005534+0.0022553i,-0.000154+0.003283i,0.00030215+0.0035852i,0.00062813+0.0023227i,0.00019701+0.00077213i,8.7704e-05-2.144e-05i,0.00049534-0.00034284i,0.00031099+0.00025417i,0.00023341+0.00094789i,0.00020076+0.00091893i,0.00014446+0.00092516i,0.00013329+0.00069318i,0.0001692+4.2408e-06i,0.00048324-0.00050839i,0.00078077-0.00019019i,0.00047287+7.189e-05i,-0.00052447-0.00037602i,-0.0012031-0.00017786i,-0.00062142-0.00030729i,0.00027417-0.00016703i,0.00057508+0.00016722i,0.00062059-0.00010454i
0.00043763-0.0012494i,0.00043844-0.00084969i,0.0011357-9.874e-05i,0.00096273-0.00012759i,0.0010402+6.8863e-05i,0.00073813+0.0008177i,0.00014788+0.00091751i,0.0002628+0.00029773i,-0.00032619-0.00040524i,-0.00056936-0.00066008i,-0.0005821+7.5417e-05i,-0.00062351+0.00010061i,-0.00013866+4.47e-06i,0.00011044+0.00011351i,0.00027014+0.00051987i,0.00020318+0.00014603i,-0.00021045-0.00068918i,-0.00015563-0.00010653i,-0.00074843+0.00087064i,-0.00012668+0.00070323i,0.00066921+2.8906e-05i,0.00043387+5.9571e-05i,0.0004659+0.00035986i
0.0014445-0.0005809i,0.00036237+0.00018393i,0.00026222+0.0012336i,0.00080697+0.0019541i,0.00058445+0.0025847i,-0.00023738+0.001842i,-0.00014668+0.0017726i,0.00067269+0.00094131i,0.00089674-0.00057061i,1.4659e-05-0.0004881i,-0.00053221-0.00054108i,-0.0013618-0.00022109i,-0.001673-0.00019582i,-0.0007098-0.00056699i,-0.00041226-0.00026621i,-0.00070131-0.00024679i,-0.00073531-0.00020038i,-0.00017601-0.00014788i,0.0007194+6.7748e-06i,0.00045524-3.758e-05i,-0.00010704-0.00021535i,-3.9452e-08-0.00050222i,-0.00060806-0.00042495i
0.0012402-0.0011505i,0.0025352-0.0018359i,0.0029283-0.0010276i,0.0015386-0.00039449i,-0.00050503+0.00015232i,-0.0011898+0.00092243i,-0.00017646+0.0012871i,0.00047668+0.00063533i,0.00051408-1.358e-05i,-6.7729e-05-0.00026603i,6.1792e-05-0.0010507i,0.00070415-0.0014277i,-0.00030554-0.001091i,-0.00087269-0.0012134i,-0.00037919-0.00070044i,-0.00049269-0.00013818i,-0.0012399-0.0005989i,-0.0012404-0.00091611i,-0.00063969-0.0007859i,-0.0010031-0.0002661i,-0.0009396+0.00015144i,-0.00018518+0.00058755i,0.00029323+0.00051704i
0.00019645-0.00051309i,-0.00063397-1.7798e-05i,-0.0013298+0.00024876i,-0.00073325+0.0013735i,0.00080176+0.0016919i,0.0012702+0.0018751i,0.0007408+0.0018568i,0.00048786+0.0010479i,-0.00024138+0.00022998i,-0.00096063-0.0002637i,-0.00087756+1.6326e-05i,-0.00049092+0.00018933i,-0.00088977-3.2007e-05i,-0.00066153-7.1694e-05i,-0.00026021-0.00043333i,-9.2638e-05-0.00085457i,-0.00010128-0.00072718i,-0.00073487-0.00084715i,-0.00098853-0.00067838i,-0.00086046-4.2252e-05i,-7.7668e-05+0.0002548i,0.00015614+4.8979e-05i,0.0002823-0.00017184i
0.00073368-0.00030074i,0.0004651-0.00067752i,0.00060656-0.00015243i,0.00025331-0.00034324i,-0.00076954-0.00081201i,-0.00029109-0.00021857i,0.00029212+0.00067173i,0.00061678-5.0305e-05i,-1.4032e-05-0.00071507i,-0.00087645-2.0746e-05i,-0.00066623-0.00018603i,-0.00035626-0.00033372i,-0.00070403+0.00012971i,-0.00080483-0.00012129i,-0.00083785+0.00011538i,-0.00088176+0.00060386i,-0.00065656+4.4804e-05i,-0.00047234-0.00021621i,0.00050665+0.00021346i,0.00064235+0.00049859i,-0.00033422+0.00089137i,-0.0006765+0.0010796i,-0.00060832+0.00081265i
-0.0013261-0.0031938i,-0.0011936-0.0020718i,-0.001379-0.0006969i,-0.0018856+0.001016i,-0.0022852+0.0015515i,-0.0006474+0.0014379i,0.00069324+0.0016732i,-0.00014219+0.00079891i,-0.0012909-6.0511e-05i,-0.0019458-0.00077488i,-0.0020073-0.0010871i,-0.0013235-0.0004337i,-0.0006892+0.0004098i,-0.00060551+0.00034259i,-0.00049594-7.5995e-05i,-0.0005101+2.3753e-06i,-0.00055896-2.1461e-05i,2.8926e-05-0.00021249i,0.00018308-0.00068426i,-3.8252e-05-0.00083321i,-0.00039038-0.00016944i,-0.00040394-0.0005308i,0.00044697-0.00059803i
0.0010854-8.4462e-05i,0.0013827-4.4615e-05i,0.0018567-4.2906e-05i,0.0014669+0.00023596i,7.6398e-05+0.00060828i,-0.00073576+0.00081606i,-0.00029494+0.00058327i,-0.00022011-8.1197e-05i,3.6752e-05-0.00065759i,0.00015142-0.0007968i,0.00016236-0.00048642i,-0.00067064-0.00033307i,-0.00072185+0.00010289i,-0.00019886+0.00056128i,-0.00028012-0.00031283i,0.00014007-0.0011881i,0.0002731-0.0010248i,3.2237e-05-0.00057263i,5.4583e-05-0.00075095i,0.00064451-0.00066806i,0.00046263-0.00027497i,0.00027034+0.00046011i,0.00021606+0.00025128i
-0.0019311+0.0016749i,-0.0014875+0.0032103i,-0.0012687+0.0047151i,-0.0011781+0.0033501i,-0.00062231+0.001862i,-0.00010026+0.00092631i,7.9017e-05+0.00077905i,-0.0007845+0.0012639i,-0.0012332+0.00060265i,-7.8649e-05-0.00046597i,0.00046071-0.00080046i,0.00017375-0.00078331i,0.00020119+0.00063152i,0.00028714+0.0012867i,0.00034271+0.0007946i,1.5331e-05+0.00083233i,-0.00047928+0.00056467i,-0.0003592+0.00026592i,-0.0004573-0.0001349i,-0.00056334-0.00051883i,-0.00016699+0.00046587i,0.00078564+0.00062339i,0.00091807+9.8615e-05i
