-0.0012437+0.002462i,-4.5702e-05+0.00050151i,0.00072566-0.00037571i,0.001931+0.0013022i,0.002451+0.0032155i,0.0020395+0.0021915i,0.0014189+0.00019356i,0.0011127+0.00067129i,0.0016157+0.00086442i,0.00094869+0.00023889i,0.00042595-0.00027729i,0.00095095-0.0007118i,0.00057062-0.00046343i,-0.00035269-0.00013075i,-0.00013139-8.1779e-05i,0.0008148+0.00027363i,0.00099949+0.00065492i,0.00014721+0.00044903i,-0.00026338-0.00021358i,-0.00027382-0.00046239i,-0.00026289-0.00042662i,0.00050311-0.00098951i,0.00064681-0.0012245i
0.0044466+0.0010606i,0.010906+0.036182i,0.022592+0.12225i,0.052468+0.2316i,0.096734+0.2519i,0.089752+0.13978i,0.01146+0.023746i,-0.043924+0.0058314i,-0.034126+0.023157i,-0.014551+0.0097033i,-0.0085994-0.0044333i,-0.0033958-0.0059162i,0.0023225-0.007271i,0.0068788-0.0090054i,0.0061024-0.0097464i,-0.0019537-0.0085075i,-0.0091895-0.0085731i,-0.011817-0.010799i,-0.011096-0.012066i,-0.0089221-0.011135i,-0.0069297-0.0077567i,-0.0035584-0.0012577i,0.0013194+0.0045142i
-0.0036861-0.0047057i,-0.0085786-0.024803i,-0.012747-0.083812i,-0.014842-0.17733i,-0.029139-0.23803i,-0.051161-0.20998i,-0.04524-0.11765i,-0.0035258-0.029274i,0.025526+0.0063087i,0.018431+0.0051247i,0.0071894+0.0058503i,0.0056466+0.013432i,0.0048767+0.013737i,0.00072988+0.007203i,-0.0036797+0.0019756i,-0.0033971+0.0013187i,-0.00043655+0.0039831i,-0.0027198+0.0069835i,-0.0057455+0.0071299i,-0.0011045+0.00053276i,0.0026014-0.007145i,-0.0010698-0.0084941i,-0.0053833-0.0048439i
0.0024967+0.0038417i,0.028801+0.019764i,0.090898+0.053392i,0.15953+0.084227i,0.16651+0.099959i,0.12097+0.1248i,0.096878+0.14724i,0.093745+0.09599i,0.056104+0.016406i,0.003432+6.4106e-05i,-0.015754+0.0063297i,-0.017463-0.0062172i,-0.018172-0.014774i,-0.011256-0.01363i,-0.003569-0.0070048i,0.002385+0.0021506i,0.0090203+0.0068335i,0.013736+0.0080936i,0.014601+0.0071861i,0.0082598+0.0065419i,0.0014082+0.0084951i,-0.001588+0.0070679i,-0.0055388+0.0030435i
-0.007793-0.0036657i,-0.045927-0.024351i,-0.14312-0.068659i,-0.26934-0.10159i,-0.31128-0.082673i,-0.21031-0.036701i,-0.070732-0.047746i,-0.022675-0.081541i,-0.028158-0.06551i,-0.011863-0.033464i,0.0049118-0.017145i,0.0090202-0.0069632i,0.0084798+0.0025004i,0.0021607+0.012638i,-0.0015797+0.017147i,-0.0010745+0.01024i,0.00010311+0.00032629i,0.0048065-0.0047207i,0.0092435-0.0039753i,0.007976-0.00043913i,0.0045829-0.00042842i,0.00051571-0.0036123i,-0.0010148-0.0052495i
0.0098797-0.0055465i,0.041544-0.0079474i,0.10424-0.0089623i,0.16616-0.0027242i,0.17906-0.0029682i,0.13297-0.041806i,0.054369-0.077644i,-0.018564-0.04516i,-0.039516+0.019033i,-0.013764+0.040202i,0.00029781+0.024567i,-0.004199+0.014224i,-0.0043014+0.0079615i,-0.0024131-0.0028668i,-0.0012921-0.0097121i,-0.0029596-0.010129i,-0.0085032-0.0088434i,-0.014005-0.010273i,-0.016697-0.010148i,-0.012204-0.00612i,-0.0042549-0.0033518i,0.0022131-0.00011532i,0.0077076+0.0052931i
-0.0074166+0.0019858i,-0.046419+0.02342i,-0.13144+0.076056i,-0.21442+0.15651i,-0.22136+0.19856i,-0.19364+0.16455i,-0.18345+0.11984i,-0.12523+0.10535i,-0.027367+0.073949i,0.011932+0.018205i,0.0083529-0.006124i,0.015374-0.0044981i,0.01923-0.004652i,0.014074-0.0021837i,0.0085418-0.0010717i,0.0015433-0.0011749i,-0.0040883+0.00094274i,-0.007204+0.004297i,-0.007904+0.0027392i,-0.0074743-0.0061475i,-0.0063244-0.0090713i,-0.0045279-0.0040054i,-0.0041549-0.00010281i
0.0080919-0.0011457i,0.044755-0.018299i,0.13259-0.060973i,0.2221-0.13501i,0.21688-0.17631i,0.15279-0.11796i,0.12623-0.022763i,0.11998+0.0079855i,0.084501-0.0063937i,0.040144-0.0040556i,0.014927+0.0025475i,-0.0030574+0.0023239i,-0.012981+0.002055i,-0.0095714-0.0036515i,-0.0020119-0.0079853i,0.0070468-0.0052286i,0.017955-0.00042842i,0.025149+0.00028794i,0.022499-0.0022404i,0.013753-0.001495i,0.005874+0.00257i,0.0035656+0.00424i,0.0031846-0.00016349i
-0.0033567+0.012645i,-0.024854+0.048676i,-0.06424+0.12764i,-0.080713+0.21183i,-0.035458+0.22279i,0.042941+0.16289i,0.094076+0.082711i,0.071559-0.0087156i,-0.0040641-0.066995i,-0.047204-0.054051i,-0.038241-0.024671i,-0.023643-0.016664i,-0.015005-0.0060372i,-0.0029412+0.0093691i,0.0048673+0.01582i,0.007723+0.014155i,0.012435+0.0066645i,0.017209+0.0013712i,0.0204+0.0035419i,0.016992+0.0057897i,0.0081186+0.0055766i,0.00087341+0.0035893i,-0.0032646+0.00094498i
0.0041964-0.01596i,0.012692-0.06636i,0.013674-0.17808i,-0.029395-0.29863i,-0.10028-0.31941i,-0.13224-0.24727i,-0.12173-0.18597i,-0.11005-0.11859i,-0.078377-0.023176i,-0.023828+0.022979i,-0.00054039+0.022725i,-0.0023369+0.022719i,-0.0025+0.015067i,-0.0090409+0.0018608i,-0.016445-0.0044343i,-0.018169-0.0070008i,-0.021572-0.0080832i,-0.025944-0.0068223i,-0.026438-0.0018578i,-0.020508+0.0032326i,-0.010626+0.0023148i,-0.0059204-0.0017752i,-0.0045461-0.00026985i
-0.010649+0.011928i,-0.012117+0.046815i,-0.0077903+0.1203i,0.019595+0.20904i,0.050059+0.2472i,0.04787+0.19671i,0.019829+0.13711i,0.010572+0.11576i,0.020414+0.091346i,0.016416+0.055086i,0.011672+0.024806i,0.016488+0.0038025i,0.015846-0.0086758i,0.009595-0.011955i,0.0038683-0.0091002i,-0.0043602-0.002093i,-0.01227+0.0079293i,-0.015636+0.011521i,-0.014629+0.0040804i,-0.0094759-0.0060008i,-0.0046721-0.0125i,-0.0028101-0.010395i,-0.0029108-0.0032507i
-0.0012674-0.012432i,-0.015559-0.048707i,-0.062351-0.11113i,-0.13934-0.14757i,-0.1749-0.10191i,-0.12467-0.0014804i,-0.041533+0.065092i,0.038206+0.063544i,0.094196+0.021035i,0.089135-0.015018i,0.053379-0.017458i,0.034869-0.0091836i,0.021921-0.0078984i,0.0072676-0.0056754i,-0.0015052-0.0039579i,-0.002157-0.0028191i,0.0041978-0.0022097i,0.011464-0.00079548i,0.014991-0.00091385i,0.011898-0.004846i,0.0055423-0.0030798i,0.0053865+0.00083582i,0.0076789-0.00090514i
0.006582+0.01863i,0.031362+0.061202i,0.10927+0.13297i,0.23106+0.16281i,0.29728+0.091089i,0.25702-0.026615i,0.1786-0.10379i,0.088764-0.12786i,-0.0052987-0.10366i,-0.041171-0.052602i,-0.030119-0.024457i,-0.026826-0.01405i,-0.019313+0.0035118i,0.0039737+0.013254i,0.021945+0.0081138i,0.027079-0.0025463i,0.025716-0.011022i,0.026585-0.015656i,0.026465-0.015586i,0.017754-0.0078394i,0.0084681+0.0016645i,0.0033991+0.0058581i,0.0031263+0.0062404i
-0.0044683-0.0094051i,-0.033706-0.020768i,-0.11171-0.024733i,-0.2103+0.0023283i,-0.24363+0.028967i,-0.20533+0.02624i,-0.17233+0.014801i,-0.15545+0.015641i,-0.11847+0.018949i,-0.069462+0.013321i,-0.037667+0.0072152i,-0.02611+0.0084574i,-0.019692+0.011972i,-0.013807+0.011159i,-0.010707+0.0064751i,-0.008342+0.0010153i,-0.0065829-0.0032976i,-0.01253-0.0043444i,-0.020667+0.0034183i,-0.017528+0.014273i,-0.0079054+0.013072i,-0.0038895+0.003666i,-0.0062131+0.00033491i
0.003517+0.0054854i,0.026307+0.009125i,0.082067-0.013207i,0.12808-0.077708i,0.091979-0.11399i,-0.0004608-0.067992i,-0.059882+0.0088i,-0.063037+0.06541i,-0.037955+0.091092i,-0.015736+0.074313i,-0.011951+0.039454i,-0.013237+0.016896i,-0.011039-6.1216e-06i,-0.011642-0.010443i,-0.010594-0.0067938i,-0.0055817+0.00049362i,-0.0030394+0.0039015i,-0.006604+0.0063355i,-0.011567+0.0039488i,-0.011393-0.0054887i,-0.0086296-0.010208i,-0.0058128-0.0064674i,-0.0034421-0.0033117i
-0.012336-0.011943i,-0.036365-0.023785i,-0.094219-0.010911i,-0.15275+0.067568i,-0.1342+0.17058i,-0.013154+0.20704i,0.13061+0.15956i,0.2009+0.066947i,0.17462-0.0116i,0.10144-0.031415i,0.052887-0.019163i,0.0375-0.014381i,0.020425-0.014572i,-0.0019478-0.0056459i,-0.014826+0.0086615i,-0.012612+0.020194i,-0.00087692+0.026134i,0.0146+0.024464i,0.026129+0.013856i,0.024629+0.0014154i,0.014543-0.0043175i,0.0054927-0.0062883i,-0.00015847-0.0092424i
0.0080338+0.00058918i,0.022614-0.010876i,0.048706-0.060498i,0.057629-0.14317i,0.040401-0.18488i,0.031221-0.16165i,0.027448-0.14859i,0.0070338-0.14439i,-0.0072757-0.10192i,-0.0033639-0.04902i,0.001768-0.014403i,0.0064539+0.0043511i,0.014125+0.0097085i,0.022001+0.0050888i,0.019342-0.0057303i,0.0057949-0.012815i,-0.0025913-0.011281i,-0.0017666-0.011362i,-1.3357e-05-0.013453i,-0.0017915-0.0097817i,-0.0048326-0.0039526i,-0.0027617+0.00039625i,0.0030939+0.0034574i
-0.0014866-0.00048969i,-0.0072104+0.011954i,-0.00032667+0.062032i,0.047088+0.13797i,0.098278+0.14915i,0.06449+0.062389i,-0.035688-0.014963i,-0.098876-0.021685i,-0.095174-0.0041852i,-0.057076+0.0052747i,-0.022785+0.0039167i,-0.0088501+0.00078974i,-0.00057289+0.0040353i,0.0098104+0.0046689i,0.01441-0.00054528i,0.0093012-0.0077526i,-0.0015618-0.014888i,-0.012971-0.016412i,-0.017232-0.0097703i,-0.012026-0.0040003i,-0.0059715-0.0021311i,-0.0046454+0.00090421i,-0.0035386+0.0087743i
0.0037156+0.0071024i,-1.7654e-05+0.017172i,-0.021515+0.014439i,-0.079728-0.013809i,-0.14433-0.03416i,-0.15555+0.019536i,-0.12425+0.13144i,-0.086443+0.20223i,-0.047059+0.1821i,-0.021495+0.10879i,-0.011118+0.046393i,-0.0085022+0.014215i,-0.0097488-0.0043545i,-0.009395-0.015242i,-0.0071832-0.015901i,-0.0055286-0.011751i,-0.0057496-0.0077984i,-0.0071935-0.0017965i,-0.0081443+0.0049548i,-0.0071618+0.0071369i,-0.0013379+0.0060609i,0.0050626+0.0052131i,0.0064718+0.00051495i
-0.0075746+2.432e-05i,-0.0075164+0.0007686i,0.010124+0.007879i,0.057214+0.014339i,0.10226+0.00632i,0.11727-0.011532i,0.135-0.02907i,0.14671-0.051047i,0.11727-0.064201i,0.069102-0.055738i,0.02819-0.040211i,0.0027488-0.027413i,-0.012494-0.015046i,-0.023085+0.00043757i,-0.018042+0.015411i,0.0038422+0.01823i,0.025183+0.010716i,0.033722+0.0030742i,0.031853-0.0026507i,0.024425-0.0062069i,0.0098132-0.0082385i,-0.0045858-0.0066992i,-0.0080411-0.0048985i
0.0063578+0.0062838i,0.0036934+0.010512i,-0.023546+0.020631i,-0.088653+0.05174i,-0.12829+0.089457i,-0.076576+0.057091i,0.0093264-0.049955i,0.0422-0.12232i,0.024937-0.10384i,0.0090543-0.048922i,0.0085554-0.01433i,0.0079549-0.001045i,0.0062302+0.008037i,0.0075585+0.011029i,0.0048079+0.004872i,-0.0012194+0.0012665i,-0.0038275+0.0058086i,-0.00077695+0.0081403i,0.0025935+0.0042651i,0.0023345+0.0028015i,0.0044593+0.0031485i,0.0064305-0.003811i,0.0010823-0.010153i
0.0033925-0.0089565i,0.0027566-0.031463i,0.008015-0.082126i,0.010008-0.13922i,-0.0079589-0.14484i,-0.053574-0.08686i,-0.11565-0.036013i,-0.14924-0.029117i,-0.12183-0.030312i,-0.069612-0.019354i,-0.037927-0.002446i,-0.022564+0.009815i,-0.0073198+0.013832i,0.0075804+0.011844i,0.0126+0.004i,0.0045518-0.0046814i,-0.0078446-0.0069581i,-0.017409-0.0054653i,-0.022923-0.0045778i,-0.024422-0.0034145i,-0.019292+0.00055528i,-0.0068291+0.0060433i,0.0028352+0.0082536i
-0.002005+0.005255i,0.0043711+0.018218i,0.018517+0.058135i,0.048665+0.12111i,0.076713+0.17025i,0.076292+0.18893i,0.056827+0.19912i,0.038813+0.208i,0.028707+0.18293i,0.017972+0.11978i,0.0096448+0.05499i,0.0081406+0.012797i,0.007938-0.010916i,0.00048609-0.022811i,-0.010626-0.015406i,-0.014437+0.0049719i,-0.010397+0.017993i,-0.0035982+0.023034i,0.0035199+0.023485i,0.010654+0.016332i,0.014125+0.0063344i,0.013231+0.003833i,0.012061+0.006347i
-0.0086809-0.0040013i,-0.026786-0.0092558i,-0.072428-0.025543i,-0.13596-0.054216i,-0.15592-0.077345i,-0.088077-0.058811i,0.021253-0.012963i,0.08348-0.0019344i,0.066231-0.023349i,0.022645-0.032821i,0.003399-0.020186i,0.0054828-0.0081514i,0.00064595-0.005806i,-0.011363-0.0018157i,-0.011443+0.0029309i,-0.00030494-0.00046659i,0.010602-0.010859i,0.014761-0.018651i,0.011751-0.017589i,0.0040628-0.01282i,-0.008106-0.0070763i,-0.01683-0.00026865i,-0.012776+0.0033311i
-0.00045805+0.010895i,0.013247+0.022562i,0.05933+0.036479i,0.136+0.02716i,0.18064-0.019442i,0.13135-0.10002i,0.043244-0.16658i,0.0078779-0.16487i,0.015244-0.10225i,0.024132-0.037294i,0.02563-0.0095819i,0.019306-0.0033213i,0.010723-0.0010166i,0.0078115-0.00077117i,0.01207-0.001937i,0.015294-0.0024331i,0.011902-0.0062286i,0.0089403-0.016629i,0.01053-0.026694i,0.011367-0.030678i,0.0074809-0.031343i,-0.003265-0.029602i,-0.014889-0.018289i
-0.00026579-0.0022028i,-0.012883-0.001316i,-0.052133+0.018354i,-0.12733+0.071292i,-0.19577+0.1255i,-0.18104+0.12153i,-0.13497+0.063158i,-0.12883+0.0068927i,-0.11517-0.017673i,-0.072667-0.011423i,-0.036021+0.0053702i,-0.019369+0.016377i,-0.006042+0.026084i,0.014737+0.02821i,0.021367+0.014147i,0.001994-0.0025891i,-0.020399-0.0047842i,-0.026879+0.0026185i,-0.024564+0.0078889i,-0.021488+0.013036i,-0.011414+0.017383i,0.0014676+0.01228i,0.0040948-0.0001486i
0.0050917+0.007399i,0.021108+0.00024057i,0.059092-0.034703i,0.10956-0.11274i,0.13253-0.16135i,0.10582-0.087274i,0.077448+0.043934i,0.076563+0.1123i,0.08069+0.1009i,0.06762+0.048505i,0.029481-0.0010246i,-0.006491-0.019641i,-0.016065-0.022291i,-0.016632-0.023275i,-0.015344-0.016844i,-0.0049638-0.0036516i,0.0065575+0.015376i,0.0098223+0.03572i,0.0087913+0.042185i,0.010546+0.030735i,0.01407+0.017806i,0.020163+0.013679i,0.025844+0.010345i
-0.0037093-0.0064006i,-0.014635+0.0047816i,-0.038701+0.062435i,-0.055035+0.187i,-0.028742+0.27902i,0.034885+0.2256i,0.075157+0.097377i,0.05975+0.016401i,0.022569-0.0056229i,-0.0019855-0.010936i,-0.007116-0.0075231i,-2.2014e-05-6.259e-06i,0.003165+0.0010005i,-0.00032375-0.00076523i,-0.0020733+0.00013915i,0.0028306-1.0755e-05i,0.0091131-0.0097554i,0.0083319-0.020632i,0.0013455-0.016127i,-0.0065549+0.00072651i,-0.010135+0.014163i,-0.0098472+0.018341i,-0.0066488+0.017328i
0.0003847-0.0015835i,-0.012428-0.013464i,-0.055814-0.070759i,-0.13287-0.1676i,-0.18877-0.22022i,-0.18279-0.18771i,-0.13091-0.13253i,-0.06423-0.09075i,-0.018404-0.053667i,-0.0043732-0.022598i,0.00076473-0.0053938i,0.0049964-0.0025434i,-0.0036818-0.0064052i,-0.01638-0.0072578i,-0.013414-0.0062059i,0.0048648-0.010201i,0.022905-0.023349i,0.027755-0.043732i,0.022376-0.05784i,0.010198-0.057867i,-0.0058616-0.048968i,-0.018467-0.035653i,-0.021631-0.018259i
0.00064902-0.01079i,0.0059619-0.012732i,0.036313+0.015063i,0.092835+0.08089i,0.11958+0.14324i,0.090951+0.15934i,0.026379+0.14073i,-0.043292+0.10344i,-0.086108+0.060706i,-0.08149+0.047934i,-0.033926+0.048932i,0.0078727+0.031013i,0.023901+0.01248i,0.02892+0.0081466i,0.014057+0.014241i,-0.01248+0.029267i,-0.024891+0.040037i,-0.020325+0.03887i,-0.0074602+0.0291i,0.004832+0.015216i,0.010453+0.0030596i,0.0089694-0.0064686i,0.0012215-0.010074i
-0.00065036+0.0030919i,-0.0073997-0.0014936i,-0.050994-0.036105i,-0.14119-0.10358i,-0.20646-0.13476i,-0.16398-0.070144i,-0.037347-0.0060598i,0.062367-0.0059069i,0.086712-0.0063755i,0.065887-0.0055102i,0.019379-0.017251i,-0.016697-0.013605i,-0.020775+0.00032263i,-0.019426+0.0076054i,-0.021332+0.0048739i,-0.025238+0.0010835i,-0.029137+0.019087i,-0.019297+0.049175i,-0.0022878+0.056517i,0.0061263+0.040231i,0.0084356+0.024489i,0.015578+0.014937i,0.022436+0.0015257i
-0.0007715+0.0013062i,0.031391+0.013139i,0.11851+0.046331i,0.2464+0.078773i,0.30492+0.055071i,0.23956-0.027612i,0.13484-0.076142i,0.059333-0.057459i,0.020074-0.023355i,0.015232-0.0058254i,0.021182-0.0045416i,0.01677-0.0059988i,0.010599-0.0051886i,0.014339-0.0079975i,0.026503-0.011872i,0.035052-0.01404i,0.026832-0.020552i,0.0036287-0.028191i,-0.017872-0.023671i,-0.024274-0.0086924i,-0.019758+0.0065539i,-0.014664+0.017083i,-0.0069475+0.020639i
-0.0046739+0.016943i,-0.035715+0.041199i,-0.11599+0.082651i,-0.21772+0.12851i,-0.25399+0.14113i,-0.2237+0.097375i,-0.20836+0.031369i,-0.16796-0.0080754i,-0.0717-0.02817i,-0.014202-0.039031i,-0.016091-0.018773i,-0.0224+0.011964i,-0.022163+0.024394i,-0.017847+0.023177i,-0.0052938+0.013117i,0.0078612-0.0080159i,0.020007-0.03964i,0.025648-0.069499i,0.015811-0.074723i,0.0016329-0.053942i,-0.0070456-0.03412i,-0.016835-0.023096i,-0.021131-0.0094093i
0.0036806-0.01429i,0.0162-0.034503i,0.067974-0.0556i,0.15507-0.05047i,0.21459-0.015586i,0.22368+0.01879i,0.20967+0.042916i,0.14623+0.06189i,0.048996+0.067032i,0.00069665+0.051441i,0.0072243+0.012756i,0.010316-0.025308i,0.0029096-0.037263i,-0.0012803-0.033642i,-0.0086431-0.023347i,-0.011507-0.0055704i,-0.0051382+0.01165i,0.0019564+0.025614i,0.0085965+0.030365i,0.013829+0.02033i,0.015586+0.0069391i,0.014169-0.0021186i,0.0065255-0.0025591i
-0.0047066-0.0069584i,-0.042604-0.0071986i,-0.15501-0.012738i,-0.30327-0.0022342i,-0.3326+0.044004i,-0.19572+0.1138i,-0.033658+0.13601i,0.045113+0.08346i,0.053834+0.019989i,0.029154-0.0081445i,0.0061711-0.0039198i,0.0058276+0.0065755i,0.014245+0.008822i,0.015143+0.0067298i,0.00070474+0.0015297i,-0.019969+0.00575i,-0.026063+0.026954i,-0.0093025+0.050734i,0.015165+0.052763i,0.023321+0.032445i,0.018604+0.015023i,0.018396+0.005902i,0.016007-0.006705i
0.010582-0.016672i,0.050966-0.056864i,0.14433-0.14351i,0.23218-0.25103i,0.2054-0.29869i,0.085163-0.28367i,-0.0068447-0.26707i,-0.04405-0.21416i,-0.046281-0.10055i,-0.021005-0.016762i,-0.0093843+0.00011844i,-0.012509-0.0015114i,-0.012351-0.0048827i,-0.011192-0.0061376i,0.0049236-0.00015721i,0.029056-0.00096129i,0.031358-0.0071971i,0.016581-0.0104i,0.0013726-0.010295i,-0.0095996-0.0089408i,-0.015177-0.0068312i,-0.014539+0.0012807i,-0.0066097+0.007338i
-0.0029038+0.022633i,-0.019768+0.082293i,-0.088951+0.19344i,-0.20918+0.31058i,-0.30046+0.34925i,-0.28275+0.32143i,-0.19885+0.28425i,-0.12867+0.20322i,-0.087688+0.091851i,-0.065054+0.040445i,-0.033478+0.046381i,-0.00070354+0.046229i,0.0080693+0.032649i,0.00087574+0.024996i,-0.0082346+0.025644i,-0.0086932+0.024938i,0.0002852+0.0054623i,-0.0052082-0.028749i,-0.021111-0.044826i,-0.019885-0.033402i,-0.0095623-0.020533i,-0.01212-0.014392i,-0.020049-0.0035768i
-0.0046687-0.012696i,0.013725-0.038064i,0.089098-0.095923i,0.2044-0.18573i,0.23418-0.25539i,0.1255-0.2486i,0.0019874-0.17221i,-0.033608-0.071597i,-0.018424+0.0050828i,-0.0018036+0.022412i,-0.0048792+0.0012808i,-0.023544-0.0091312i,-0.030006-0.0024984i,-0.024644-0.00055557i,-0.023695-0.0076574i,-0.026481-0.012648i,-0.024509-0.011589i,-0.013699-0.007348i,-0.0070526-0.0037084i,-0.011519+0.0045875i,-0.012109+0.019458i,0.00051768+0.022001i,0.014908+0.010767i
-0.0054023+0.01985i,-0.032303+0.078881i,-0.092454+0.22973i,-0.12314+0.44202i,-0.02469+0.55183i,0.16824+0.4379i,0.29168+0.21632i,0.27322+0.061654i,0.18031-0.00090733i,0.10125-0.017166i,0.064202-0.023093i,0.047997-0.031146i,0.039822-0.030079i,0.038756-0.025874i,0.031944-0.024482i,0.015514-0.014321i,0.0041413+0.0085392i,0.014214+0.028469i,0.032405+0.027442i,0.028744+0.010679i,0.014779-0.00014039i,0.011361-2.1891e-05i,0.010848-0.0019416i
-0.0024671-0.025768i,-0.014302-0.11731i,-0.04523-0.31325i,-0.10915-0.53241i,-0.19295-0.57736i,-0.26613-0.38906i,-0.27812-0.1645i,-0.20213-0.054987i,-0.086914-0.03336i,-0.021032-0.030677i,-0.0087679-0.0087934i,-0.00040672+0.011565i,0.0058481+0.010082i,0.0072589+0.0080183i,0.017192+0.0085422i,0.025627+0.0045308i,0.025115+0.0020455i,0.020273+0.00095272i,0.017458+0.00048674i,0.016468-0.002736i,0.0079386-0.011964i,-0.0060911-0.015599i,-0.01384-0.011493i
0.02315+0.022295i,0.051372+0.068768i,0.10204+0.1728i,0.16007+0.29207i,0.21353+0.31546i,0.25276+0.2229i,0.23251+0.10437i,0.14052+0.022914i,0.043952-0.0082189i,-0.002386-0.014082i,-0.016207-0.016662i,-0.026621-0.012673i,-0.03106-0.0032497i,-0.030667-0.00039453i,-0.032632-0.00047121i,-0.029922+0.00059421i,-0.027303-0.001977i,-0.033515+0.00093373i,-0.032487+0.011179i,-0.013305+0.010843i,0.005269-0.0074211i,0.0022041-0.020849i,-0.0073167-0.011957i
-0.010797-0.014587i,-0.040439-0.045918i,-0.11552-0.13421i,-0.2481-0.21495i,-0.35882-0.1575i,-0.31634-0.0080898i,-0.15759+0.087649i,-0.053813+0.10415i,-0.029449+0.097544i,-0.01077+0.075696i,-0.0020115+0.030854i,-0.013507-0.00026504i,-0.020893-0.0049685i,-0.011992-0.0030903i,0.0047144-0.0078867i,0.013172-0.024274i,0.0047049-0.043196i,-0.015004-0.05108i,-0.034823-0.038524i,-0.040968-0.0080702i,-0.025206+0.018279i,-0.0037179+0.023774i,0.003567+0.017789i
0.0085066+0.0015862i,0.048614+0.051152i,0.14433+0.16525i,0.28066+0.25222i,0.33664+0.15422i,0.2339-0.073386i,0.06834-0.21914i,-0.021442-0.20429i,-0.029579-0.11585i,-0.022889-0.042668i,-0.016367-0.0062936i,0.0015121+0.0079251i,0.01917+0.0072169i,0.017442+0.006586i,0.0088549+0.019546i,0.016789+0.037837i,0.044483+0.044629i,0.075144+0.029349i,0.08154-0.00023305i,0.054748-0.022782i,0.019606-0.021941i,0.0070238-0.0088853i,0.0087655-0.0051774i
-0.024199-0.0097883i,-0.0851-0.032236i,-0.20475-0.064372i,-0.30997-0.061254i,-0.28931+0.010808i,-0.16189+0.11361i,-0.042978+0.13759i,0.015051+0.088908i,0.040095+0.037093i,0.041657+0.0046605i,0.025749+0.0045621i,0.0131+0.0072184i,0.0026714-0.0060336i,-0.0033887-0.019372i,-0.0082605-0.022102i,-0.016008-0.0058944i,-0.015276+0.018182i,-0.0071896+0.031599i,0.00032194+0.02941i,0.0044793+0.017359i,0.0015526+0.012924i,-0.0052276+0.014611i,-0.0076944+0.010271i
0.010941-0.00099378i,0.061229-0.0056588i,0.1358-0.024368i,0.14063-0.034645i,0.016375+0.0093771i,-0.099571+0.10503i,-0.086009+0.19065i,-0.032796+0.1685i,-0.041151+0.0903i,-0.054046+0.058751i,-0.023885+0.042053i,0.0050239+0.022133i,0.015939+0.018308i,0.01019+0.0093635i,-0.012873-0.005241i,-0.034069-0.011229i,-0.03957-0.01289i,-0.030934-0.015144i,-0.016781-0.020389i,-0.0104-0.025006i,-0.014041-0.024365i,-0.015177-0.016145i,-0.0069961-0.0083866i
-0.011068+0.015454i,-0.063153+0.04061i,-0.16401+0.076819i,-0.23745+0.090774i,-0.16907+0.04112i,-0.031144-0.073539i,0.01981-0.15154i,0.0038852-0.1181i,-0.012453-0.046614i,-0.021627-0.0094318i,-0.027824+0.0037873i,-0.033775+0.0065102i,-0.035611+0.014651i,-0.012508+0.030756i,0.029872+0.018913i,0.049461-0.022476i,0.029858-0.047714i,-0.0031867-0.036122i,-0.018289-0.0057325i,-0.0099572+0.014638i,0.002239+0.014942i,0.0031484+0.011762i,-0.00021782+0.017376i
0.010163-0.020112i,0.047394-0.064646i,0.11865-0.1095i,0.18518-0.082812i,0.16239+0.030804i,0.088397+0.14625i,0.049197+0.121i,0.021996+0.014429i,0.012365-0.02665i,0.020877-0.02151i,0.022468-0.018839i,0.029875-0.018242i,0.035323-0.021046i,0.015891-0.0055445i,-0.00725+0.037843i,-0.0024723+0.075457i,0.020187+0.074578i,0.033775+0.039571i,0.02674+0.002544i,0.010374-0.01221i,0.002475-0.012533i,0.0046946-0.021992i,0.0025224-0.032731i
0.004951+0.029574i,-0.01344+0.092598i,-0.032202+0.16971i,-0.047902+0.13233i,-0.074287-0.061741i,-0.12029-0.21118i,-0.13575-0.14107i,-0.059065-0.0013147i,0.035212+0.02109i,0.052218-0.017885i,0.020235-0.019792i,-0.012261+0.0010545i,-0.02722+0.003298i,-0.022252-0.02726i,-0.021941-0.068044i,-0.03965-0.075181i,-0.048362-0.039057i,-0.034135+0.0060784i,-0.013449+0.03141i,0.0025106+0.032479i,0.0121+0.022319i,0.015986+0.015891i,0.021109+0.011715i
-0.012023-0.024656i,-0.040039-0.11859i,-0.10181-0.28257i,-0.13346-0.3358i,0.00023461-0.1194i,0.23753+0.12705i,0.34859+0.13501i,0.24542+0.035997i,0.10341+0.022353i,0.069987+0.028498i,0.066058-0.017112i,0.034631-0.053623i,0.01017-0.053577i,2.9082e-05-0.035247i,0.0081048-0.0047157i,0.033273+0.0071827i,0.041292-0.016618i,0.018973-0.040252i,-0.0073591-0.038919i,-0.023031-0.026522i,-0.030464-0.017161i,-0.031074-0.0057612i,-0.026884+0.0096955i
