-0.0012437+0.002462i,-4.5702e-05+0.00050151i,0.00072566-0.00037571i,0.001931+0.0013022i,0.002451+0.0032155i,0.0020395+0.0021915i,0.0014189+0.00019356i,0.0011127+0.00067129i,0.0016157+0.00086442i,0.00094869+0.00023889i,0.00042595-0.00027729i,0.00095095-0.0007118i,0.00057062-0.00046343i,-0.00035269-0.00013075i,-0.00013139-8.1779e-05i,0.0008148+0.00027363i,0.00099949+0.00065492i,0.00014721+0.00044903i,-0.00026338-0.00021358i,-0.00027382-0.00046239i,-0.00026289-0.00042662i,0.00050311-0.00098951i,0.00064681-0.0012245i
0.0012437-0.00055864i,0.0013608+0.00010923i,0.00067079+0.00063401i,0.00026272+0.00085242i,0.0016281+0.00084326i,0.0027651-0.00014973i,0.0017227-0.00096019i,0.0011427-0.00088498i,-3.2124e-05-0.00097701i,-0.00096853-0.0011305i,-0.00081868-0.00096252i,-0.00053987-0.00047172i,-0.00023684+0.00012795i,-0.00013732+0.00088433i,-5.165e-05+0.0010727i,3.8505e-05+0.00047269i,-7.6261e-05-0.0002165i,-2.643e-05-0.00066723i,0.00083405-0.00086269i,0.0011466-0.00091594i,0.00043227-0.00042457i,2.8072e-06-7.8154e-05i,-0.00023044-8.502e-05i
0.0001207-0.00098053i,-0.00036215-0.001209i,-0.00026079-5.0977e-05i,0.00097641+0.0015067i,0.0020598+0.0018792i,0.0019926+0.0015308i,0.0014537+0.00048262i,0.00042445-0.00034211i,-8.0427e-05-0.00083453i,-0.00026081-0.0010449i,-0.00027319-0.00067252i,4.5735e-05+5.348e-05i,9.7158e-05+0.00026409i,-0.00017959-0.0001435i,-0.00047489-0.00027279i,-1.2009e-05-0.00024403i,0.0005461-0.000565i,0.00027807-0.00071477i,2.7992e-05-0.00040004i,-0.00032584-6.5449e-05i,-0.00019338-0.00045082i,0.00046302-0.00045165i,0.00024035+0.00027479i
-0.00030166-0.00047798i,0.00029814+0.00047571i,0.0003114+0.0014249i,0.00041824+0.0017642i,0.0016838+0.001618i,0.0026051+0.00055757i,0.0011298-0.00042552i,-0.00050426-0.00032772i,-0.0010843-0.00036571i,-0.00078538+1.0256e-05i,-0.00010293+0.0006683i,-0.0003969+0.0006523i,-0.00068116+0.00078387i,-9.4111e-05+0.00041162i,0.00017045-1.1874e-05i,0.00016065+1.3632e-05i,9.6843e-05-0.00035153i,-0.00015125-6.7775e-05i,-0.00063108+8.2375e-05i,-0.00050137+0.00035094i,-0.00053358+0.00012327i,-0.00075159-0.00045877i,-0.00061788-0.00034731i
0.0019918-2.7933e-06i,0.00071059+0.0004703i,7.3762e-05-0.0005583i,0.00053391+0.00029109i,0.0013163+0.00063458i,0.0012943-0.00021149i,0.00087681-0.00049297i,0.00048052-0.00029301i,0.00030063-0.00064423i,0.00017084-0.00059263i,-0.00027997-3.9209e-05i,-0.00039967-0.00014391i,-0.00034999-0.00056453i,-0.00020084-0.0006437i,0.00040758-0.0011009i,5.1212e-05-0.00047578i,-0.00046821+0.0001899i,-0.00027818-0.00017062i,8.0131e-05-0.00062287i,0.00015254-0.0010323i,2.1826e-05-0.00034373i,-0.00012754+0.00015261i,0.0004625-0.00062175i
-4.6198e-05-0.00032854i,2.1708e-05-0.0007864i,-0.00028087+0.00027285i,0.00020508+0.0019707i,0.0024661+0.0022699i,0.0027495+0.00097465i,0.0016425-0.00065769i,0.00078219-0.0014876i,0.00051215-0.0010418i,0.0012929-0.00032314i,0.0016514-0.00014654i,0.001648-0.00023203i,0.00048872+0.00036318i,-0.00048043+2.8076e-05i,-0.00040907-0.0012135i,-0.0002214-0.0011692i,1.6186e-05+0.0001596i,-0.0003431+3.7256e-06i,-0.00060422-0.0012352i,-0.00031382-0.0012377i,-0.00026673-0.00044599i,-0.00066997-0.00022821i,-0.00091135-4.574e-05i
-0.00052102+5.9617e-05i,-0.00016456+0.00049751i,0.00040543+0.0014603i,0.00072933+0.0021667i,0.00075503+0.0024239i,0.00078031+0.0020336i,0.0011472+0.00084339i,0.00098359-2.939e-05i,0.00071676+0.00038384i,0.00070676-0.00014094i,0.00025863-0.0009844i,3.1129e-05-0.00055854i,-2.0866e-05+0.00065159i,-0.00050476+0.00088971i,-0.00064083-6.9679e-05i,-0.00011486-0.00026043i,2.3765e-05-8.4841e-05i,-0.00058242-0.00022819i,-0.00078827-8.4047e-06i,-0.00049881+0.00042418i,-0.00022561+0.00058108i,-0.00054267+0.0008193i,-0.00077358+0.00065914i
-0.00015516+6.4794e-05i,-0.0001421-0.00010686i,-0.00026514-0.0012284i,2.7774e-05-0.00076408i,0.00022134+0.000359i,0.0010854+0.00016434i,0.0012963-0.00019663i,0.00057949-0.00048088i,0.00067019-0.00032375i,0.00035438+0.00045538i,6.403e-05+0.00047242i,0.00086575+0.00037498i,0.0011633+0.00011345i,0.00058129+0.00044865i,-0.00034431+0.0012566i,-3.7007e-05+0.00066825i,0.00022815-0.000613i,0.00055607-0.00090586i,0.00077235-2.9804e-05i,-0.00032405+0.00038926i,-0.00025293+0.00038721i,0.00030941-0.00014114i,-6.5319e-05-0.00072846i
0.0013562-0.0013749i,-4.3649e-05-0.00037846i,-0.0016812-0.00025949i,-0.0013773+0.00049543i,0.0004814+0.001299i,0.0012777+0.0011007i,0.00080184-5.7364e-05i,0.00033307-0.00070463i,0.00024643-0.00049239i,0.00046171-6.0042e-05i,0.00053754-9.1463e-05i,0.00055625+1.2029e-05i,0.0003075+0.00025477i,-1.7103e-05-0.00051603i,0.00024209-0.00086867i,0.00077561-0.00076482i,0.00019618-0.00089512i,-0.00020145-0.00075392i,0.00049029-3.8094e-05i,0.00048404+0.00021122i,-0.00018945+0.00023505i,-0.00071472+0.00017552i,-0.00084058+0.0004984i
0.0012513+0.0011904i,0.0022471+0.00098618i,0.0032109+0.00011659i,0.0031472+0.0019589i,0.0036199+0.0034771i,0.0033403+0.0021426i,0.001891+0.00056993i,0.00066913-0.00014858i,0.00047518-0.00053158i,0.00042457-0.00058296i,-4.3857e-05-0.00028951i,0.00019164-0.00033188i,0.00033383-0.00023959i,2.6542e-05-1.2608e-05i,-0.00016984+0.00012938i,-0.00025175+0.00023347i,-0.00012756-0.00023461i,-0.00018811-0.0002344i,-6.3125e-05-6.3858e-05i,0.00022947+0.00020544i,0.00052762+0.00061858i,0.00061479+0.00066664i,0.00053348+0.00046042i
-0.00052185+0.0015267i,-0.00090191+0.0027449i,-0.00082101+0.0022584i,0.0005065+0.0011889i,0.0019801+0.00099658i,0.0032267-6.188e-05i,0.0025673-0.00044568i,0.0012008-0.00019706i,0.00089388-0.00019236i,0.0013032-8.4908e-05i,0.0011021-0.00029499i,0.00012851+0.00034934i,-0.00010107+0.00022003i,-0.00021549-4.2325e-05i,0.00020952-0.00051908i,0.00095665-0.0008258i,0.00026601-0.00064487i,-0.00046922-0.0012307i,-0.0002208-0.0013555i,-5.462e-05-0.00095355i,-0.00054515+0.0001712i,-0.0010249+0.00032833i,6.5994e-05-0.00057781i
-0.00068465-0.0011111i,-0.0010962-0.0011271i,-0.00039722-0.00069243i,0.00026709-0.00052988i,0.0013446-0.00050932i,0.002015-0.00077672i,0.0014112-0.001275i,0.00065993-0.00062833i,0.00051519-0.00016774i,9.5173e-05-0.00020101i,0.00015966-0.00020507i,0.00087913-0.00053772i,0.001045-0.00044821i,0.00092833+0.00018717i,-2.4297e-06-0.00039115i,-0.00049629-0.0010253i,-0.00010905-0.00081378i,-0.00016089-0.00035623i,-0.00017095-0.00017897i,-0.00011955+0.00039085i,-0.00081991+0.00093323i,-0.00077427+0.00081531i,-0.00022703+0.00056678i
0.00034336+0.00048434i,0.00074538-4.5556e-05i,0.0013585+0.00040145i,0.0019469+0.00098956i,0.0023064+0.0014082i,0.0022325+0.0010863i,0.0013815+0.00036015i,0.00076698-0.00019432i,0.00077943-0.00018045i,0.00080738-0.00024646i,0.0014446-0.0003743i,0.0015191+0.00028323i,0.00098227-1.5058e-05i,0.00018093+0.0003324i,-0.00043746+0.00072529i,6.4291e-05+0.00055886i,0.00078171+0.00017722i,0.00061917-0.00027644i,-5.0216e-05-0.00032969i,-0.00022128-0.00022206i,-0.00016371+0.0001998i,-0.00010285-0.00033i,-0.00029693-0.00078822i
-0.0014929-0.00065632i,-0.0011599-0.00039526i,-0.0019154+0.00021744i,-0.0016141+0.0027615i,0.00077264+0.0037238i,0.0032012+0.0021771i,0.0026157+0.00032127i,0.00061974-0.00028246i,-0.00025998-0.00068498i,-0.00051768-0.00082595i,-0.00082177-0.00036345i,-0.0008373-7.3272e-05i,-2.1253e-05+0.00063542i,-0.00011625+0.0010864i,-0.00040464+0.00074338i,-0.00061267+0.00057199i,-0.00094229+0.0010631i,-0.00068333+0.00070233i,0.00051391+0.00020538i,0.00013868+0.0010424i,-0.00081283+0.00094843i,-0.00073254-6.2569e-06i,-0.0006947-0.00049403i
0.0017629+0.0016951i,0.0018184+0.001276i,0.0027145+0.0017355i,0.0023287+0.001531i,0.0025146+0.00059844i,0.0027451-2.9698e-05i,0.0014365-0.00014954i,0.00010102-0.00044225i,-0.00021949-0.00015211i,0.00044298+3.6953e-05i,0.00078349-0.00024348i,0.0009579-0.00053703i,0.00026979-0.00042815i,-0.00058327-0.00057307i,-0.00011933-0.00091244i,0.00016331-0.00069719i,-0.00020067-1.8673e-05i,0.00039427+1.9903e-05i,0.00089198-0.00070324i,0.00083083-0.00089897i,0.00041373-0.00052313i,-0.00039452-5.7316e-05i,-0.00061422+0.00033314i
0.0024942-0.0011506i,0.0022089+0.0003477i,0.0020726+0.00042883i,0.0028686+0.00046582i,0.0029262+0.000287i,0.002159-0.00068684i,0.00073504-0.0015374i,-0.00021046-0.0014722i,-0.00040364-0.00091734i,0.00013083-0.00033912i,0.00048363+0.00067372i,0.00041498+0.00099568i,0.00027706+0.00050222i,0.0002713-0.00021413i,-0.00024627-0.00048187i,-0.00097266-6.9535e-06i,-0.0010115+0.00043162i,-0.0008769+0.00046514i,-0.00031135+0.00011998i,-0.0003976-4.3466e-05i,-0.00020551-0.000216i,0.00027281-0.00027676i,0.00011516+0.00021914i
0.00040784+0.00025326i,0.00044712+0.00050321i,-0.000237+0.0014374i,0.00032389+0.0021725i,0.0017686+0.0017826i,0.0030009+0.0004615i,0.0026035-0.00025725i,0.0010829+0.00060817i,0.00051248+0.00052327i,0.00058025-9.6295e-05i,0.00041062+0.00020843i,0.00012993+0.00034675i,0.00044532+0.00034244i,0.00055778+0.00089425i,-4.7633e-05+0.00081266i,-0.00040178+0.00035025i,-0.00047288+0.00042895i,-0.00052875+0.00013708i,-0.0010055-0.00067337i,-0.00092667-0.0005594i,-0.00041454+3.9221e-05i,-7.4611e-05+0.00011612i,0.00018042+0.00015545i
0.0025652+0.00060031i,0.0024874+0.00051899i,0.0028045-0.0002364i,0.0018299-9.8847e-05i,0.00076687-0.00015438i,0.0001744-0.0007925i,-6.4492e-05-0.0012204i,-0.00027978-0.00053454i,-6.8114e-05-0.00059616i,0.00051429-0.0014286i,0.00036798-0.0016761i,-3.9338e-05-0.0011791i,-0.00063715+0.0003738i,-0.00092015+0.00083783i,-0.00056314+0.0004687i,-0.00051669-0.00017136i,1.4637e-05+8.4616e-05i,7.2843e-05+0.00013137i,-0.00037504-1.3095e-05i,-0.00062949+5.8509e-05i,-0.00034896-3.5326e-05i,-0.00013633+0.00057188i,0.00013916+0.00083766i
-0.0021229-0.00077206i,-0.0017017+0.0005091i,-0.0013647+0.0006676i,0.00032329+0.0012482i,0.0021897+0.0020553i,0.0034758+0.0011421i,0.0024787-0.00021336i,0.00044233-0.00044364i,-0.00013806-0.00044729i,-0.00035341-0.0005351i,-0.00018971-0.00017729i,-0.00029284+0.00070499i,-0.00088493+0.00097524i,-0.00036407+0.00088837i,-0.00033938+0.00079438i,-0.00057152+0.00011146i,-0.00039052-6.7711e-05i,-0.00028347+0.00022821i,-0.00049163-5.9757e-05i,-0.00034144+7.496e-05i,2.6042e-05+0.00045316i,-0.00028087+0.00010412i,-0.00021916-4.4429e-05i
-0.00095918-0.00035868i,-0.001423-0.00030369i,-0.0015799+0.0010312i,-0.00069647+0.0018961i,0.00036725+0.0027562i,0.001063+0.0017318i,0.0012286+0.00047111i,0.00082333+0.00042122i,-0.00017497+0.00073589i,-0.00063893+0.00020469i,-0.00020352-0.00011328i,0.00058056+0.00085145i,0.00059504+0.00070567i,-0.00054671-5.3673e-05i,-0.00081784-0.00056147i,-0.00010328-0.00057844i,0.0002261-0.00044143i,-0.00032527-0.00097799i,-0.0007609-0.0012497i,-0.0010964-0.00089083i,-0.0010084-0.0002178i,-0.00024192+4.2316e-05i,0.00065464+0.000704i
-0.0019638+0.00082164i,-0.0012208+0.0021751i,-0.00064695+0.0026633i,0.00036442+0.0028647i,0.0014331+0.0028636i,0.0018262+0.0017923i,0.00088792+0.00028442i,0.00074551-0.00073445i,0.0010583-0.00018268i,0.0007035+4.7815e-05i,-0.0002462-0.00045375i,-0.00054125-9.0935e-05i,-0.00015166+0.00031715i,-0.00010183-5.4898e-05i,0.00022988-0.00021033i,0.00081368-4.2855e-05i,0.0008589+0.00018876i,0.00013636-8.7484e-05i,-0.00050762-0.00097213i,5.6899e-05-0.00092761i,0.00040133-4.5151e-06i,0.00036835+0.00073306i,0.00022347-9.5751e-05i
0.00031072+0.00062933i,6.773e-05-0.00022962i,5.329e-05+0.00018504i,0.00033883+0.0016251i,0.00060753+0.0020407i,0.00033094+0.001247i,0.00060765+0.00033382i,0.00064141-0.00016265i,0.00029214-4.7924e-05i,0.00015495+0.00049067i,-0.00018+0.00050467i,-0.00024199-1.7926e-05i,0.00016549-9.5403e-05i,0.00015563-0.00010697i,7.2634e-05+5.3966e-06i,-1.3747e-05+0.00042723i,-0.00012049+0.00048695i,0.00025605+0.00043512i,4.2914e-05+0.00038072i,-0.00031897+0.00021757i,-0.00072253+5.0382e-06i,-0.0011243-7.2994e-05i,-0.00098885-7.0307e-05i
-0.00085731-0.00097312i,-0.0016612+9.0845e-05i,-0.0011673+0.0024688i,-0.00085006+0.0026888i,0.00044047+0.0015425i,0.0014466+0.00041396i,0.0006393-0.00067842i,-0.00031635-0.00025705i,0.00017204+0.00019721i,0.00077105+0.00055744i,0.00018595+0.00044916i,-0.00016682-0.0002495i,-0.00079612-0.00030463i,-0.00046363+7.118e-05i,-0.00018885+0.00075823i,-0.00032391+0.0016926i,0.0006407+0.0013493i,0.00078115+4.3782e-05i,0.00017528-0.0010171i,-7.9464e-05-0.0011007i,0.00045073-0.00061785i,0.00087732-4.1014e-05i,0.00024896+0.00023929i
0.0018149-0.00098044i,0.0022096-0.00070157i,0.0024439+0.00055645i,0.0034061+0.0014368i,0.0037605+0.0015861i,0.0029798+0.0010758i,0.0018567+0.00016389i,0.00054379+0.00014993i,0.00025193-0.00017168i,0.00066855-0.0011998i,0.00047662-0.00076238i,0.00019128+0.00017525i,4.9969e-05+0.00040505i,-0.00056121-0.00051238i,-0.00046409-0.00057972i,-0.00023374+0.00030165i,-0.00030439+9.7827e-05i,-0.0002198-0.00041624i,1.4288e-05-0.00038124i,-0.00034758+0.00028824i,-0.00044598+0.00060033i,4.1483e-05+0.00042335i,0.00048041+0.00010682i
-0.00031167+0.00054251i,2.453e-05+0.00062994i,-0.00015295+0.0019726i,0.00039832+0.0024537i,0.00088498+0.00097475i,0.0017481-0.00044662i,0.0020001-0.0012225i,0.0010152-0.0011716i,0.00048106-4.1431e-06i,0.00077593+5.3113e-05i,0.00089435-0.00035867i,0.00051024-0.000159i,0.00088175-9.3699e-05i,0.0002855+0.00011374i,-0.00111+0.0002588i,-0.00043588+7.5432e-05i,0.00032992+8.3739e-05i,0.00043098+0.00058183i,0.00088481+0.00079684i,0.0011918+0.00081181i,0.00042654+0.00084277i,0.00020303+2.4858e-05i,0.00051893-5.3648e-05i
0.00018641-0.0013018i,0.00038531-0.00061931i,0.00081683+0.00037596i,0.00077452+0.0012407i,0.0014975+0.0023229i,0.0028565+0.0014152i,0.0016319+0.00015141i,-0.00014634-0.00059624i,-0.00029863-0.00043155i,-0.00031028-0.00012296i,-1.254e-05-0.00012852i,0.00017442-0.00045206i,-0.00038449-0.00089172i,-0.00069709-0.00042249i,-0.00066233-0.00030945i,-0.00017971+2.8302e-05i,-0.00018489+0.00061336i,-0.0010939+0.00068644i,-0.0013569+7.1438e-05i,-0.00046806-0.00038848i,0.00045543-0.00033063i,0.0005072-0.0002594i,0.00036968-0.00052229i
-0.00046394+0.0010218i,0.00034335+0.00093354i,0.0016296+0.0015503i,0.0026513+0.0017586i,0.003256+0.0017694i,0.0031936+0.0014043i,0.0018094+0.0003914i,0.0007832-0.00025187i,0.00016744-0.00045677i,-1.7858e-05-0.00031854i,-3.0677e-05+0.00057197i,-0.00033929+0.001136i,0.00010431+0.00045279i,0.00056256-0.00023031i,-1.3399e-05-0.00023659i,-0.00025785-0.00063462i,-0.00055061-0.0010837i,-0.00086329-0.00075584i,-0.00044088-0.00014901i,0.00022395-0.00035221i,0.0010986-0.00072913i,0.0014269-8.7494e-05i,0.00073663+0.0001308i
-0.00076775+2.5551e-05i,-3.4165e-05+0.0017416i,-3.624e-05+0.0026898i,-0.00034832+0.0030694i,0.0010712+0.002705i,0.0025407+0.0017585i,0.001313+0.0010804i,9.3203e-05+0.00054566i,0.0001056+0.00021733i,-0.00017459+0.00010421i,0.00010963+0.00015812i,0.0011666+0.00024697i,0.00094767+0.00061279i,-8.5611e-05+0.00013682i,-0.0001116-0.00034192i,-0.00033945-5.0839e-05i,-0.00090453-0.00023371i,-0.00016144-0.00090718i,0.00043464-0.00070743i,9.7497e-05-7.8575e-05i,-0.00017405+0.00036031i,-7.3171e-06-2.0885e-05i,-0.00030592+3.0677e-05i
-0.0010939+0.0012248i,-0.00055248+0.00099976i,0.0001709+0.0013473i,0.0013338+0.0015229i,0.0023629+0.0020718i,0.0020617+0.00087298i,0.00073831-0.00093133i,-0.00047275-0.0008673i,-0.00079541+0.00065001i,-3.3e-05+0.0010275i,0.00012226+1.9011e-05i,0.00027926-0.00071i,0.00059294+0.00012105i,0.0005054+0.00032528i,0.0005767+0.00050889i,0.00071841+0.00095081i,0.00041464+0.00053831i,-0.00023354-0.00014929i,-0.00020184-0.0010992i,-0.00020316-0.0012938i,-0.0001826-0.00085353i,0.00010655-2.9026e-05i,-0.00025848+0.00036213i
-0.00074988+0.00045009i,-0.00046302+1.5105e-05i,0.00024955+0.0016985i,0.00043936+0.0022784i,0.00051813+0.0012946i,0.00060993+0.00116i,0.00015083+0.00068572i,-0.00045621-0.00050354i,-0.00010802-0.00029803i,0.00027289+0.00045045i,0.00023501-1.3766e-05i,0.00033994+0.00018203i,0.00015066+0.00048124i,0.00032156+0.0007315i,1.2579e-05+0.00074858i,-0.0009723-0.00019836i,-0.00085153-0.0007597i,-0.00011542-0.00033043i,0.00083317+0.0005301i,0.00084571+0.00043641i,-0.00027277+0.00036212i,-0.00042194+0.00055793i,-0.00056951+0.0001532i
0.00075014+0.00076369i,-0.0005242+0.0002713i,-0.00061623+0.0014152i,0.00013989+0.0020687i,0.002136+0.0028289i,0.0027245+0.002411i,0.0013859+0.0008372i,0.00046847+0.00066473i,0.00072581+0.00017933i,0.00078478+3.9123e-07i,-0.00028353+0.0007963i,-0.0011193+0.00056744i,-0.00070786-0.00034367i,-4.585e-05-0.0006056i,0.00010672-0.00049818i,0.0005098-0.00020509i,0.00035531+7.8348e-05i,-0.00026884+0.00033032i,-0.0004395+0.00012099i,-0.00026665-0.00010261i,-3.1597e-05-0.00024257i,0.00023381-0.00069123i,0.00034528-0.00055282i
-0.00016458+0.00015198i,6.3994e-05+0.00072752i,-0.00010797+0.0010004i,0.0002978+0.0013731i,0.0013479+0.0019389i,0.0021703+0.00099198i,0.0016817-0.00056568i,0.00048687-0.00070243i,-0.00014588-0.0003999i,0.00027138+5.0815e-06i,0.00010386+0.00081734i,-0.00013251+0.0011708i,8.98e-05+0.00093042i,-0.00045863+0.00043134i,-0.00095124-0.00046157i,-0.00061247-0.0007827i,-0.00019199-0.00046615i,0.00033273+8.4802e-05i,-1.9351e-05+0.00048062i,-0.0003077+0.00025861i,-0.00018973+0.00013982i,-0.00023549+0.00020705i,5.266e-05+0.00017908i
-0.0038188+0.00022319i,-0.004017+0.0011443i,-0.002963+0.0027489i,-0.00077975+0.0036752i,0.0019068+0.0040104i,0.003224+0.0031026i,0.0023399+0.0010978i,0.0014682+0.0001406i,0.0012855+0.000532i,0.00089635+0.00085602i,0.00036815+0.00038486i,0.00055948+0.00020046i,0.00082993+0.0005438i,0.00015202+0.0011032i,-0.0001974+0.00095838i,0.00035694+0.00028088i,-0.00014528+0.00038579i,-0.00072493+0.00040114i,-0.00062531+0.00016504i,-0.0009404+0.00013815i,-0.0014064+0.00019202i,-0.00041898+0.00051116i,0.00019329+0.00096573i
-0.00095658+0.0014493i,-0.00012606+0.00062637i,0.00048478+0.0018778i,0.001495+0.0023321i,0.0030513+0.0018251i,0.0027908+0.00067874i,0.00077517-0.00018672i,0.00030723-0.0004683i,0.00027802+0.00013843i,-0.00037556+0.00041309i,-0.00034046+0.00017965i,0.00011658+0.00024975i,0.00047813+0.00017719i,0.0006722+0.00022323i,0.00034928+0.00068504i,-0.00019436+0.00031285i,0.00016793+0.00027882i,0.00017686+0.00043746i,6.0774e-05-0.00034746i,0.00037568-0.0006393i,0.00035178+0.00037457i,0.00046239+0.001137i,0.00022653+0.0011911i
-0.00078826-0.00046866i,-0.00063332-0.00012522i,-0.0010306+0.00012116i,-0.00028505+0.0014082i,0.0019626+0.0025757i,0.0040775+0.0017326i,0.0032393-9.7025e-06i,0.0010876+0.00061602i,0.000464+0.0015892i,-0.00033953+0.00030885i,-0.00067287-0.00046287i,-4.5601e-05+0.00049523i,0.00018967+0.0011866i,0.00060679+0.0012447i,0.00034371+0.00055173i,-0.00013248-6.8795e-05i,0.00023459-0.00063435i,0.00067045-0.00042588i,0.00013074+0.00017961i,-0.00075731-1.0655e-05i,-0.00073497-0.000145i,-0.00060746-0.00040102i,-0.00043617+7.8407e-05i
0.0020094-0.00052096i,0.0022444-0.0013825i,0.0027192-0.0011368i,0.0018622+0.00023145i,0.00067151+0.0013147i,0.00064125+0.0010007i,6.3911e-05+0.00069373i,-0.00036953+0.00055506i,0.00085097+0.00021905i,0.00092377-0.00018436i,0.00032666-0.00046816i,0.00034879-0.0006666i,0.00072112-0.00076558i,0.00081268+7.4031e-06i,0.00056471+0.00033672i,0.00056548+0.00064011i,0.00058562+0.00077754i,0.00051744+0.00032765i,-0.00039913+0.0001501i,-0.00055553-0.00022637i,-7.1712e-05-0.00028624i,0.00017243-0.00092942i,1.8068e-05-0.001291i
0.00060678-0.0003703i,0.00027246+0.00014258i,6.3237e-05+0.00070805i,0.00088139+0.0015449i,0.0019254+0.0020462i,0.0019889+0.00078218i,0.0014053-8.2701e-05i,0.00081147+0.00040972i,0.0007103+0.00072463i,0.0005336+0.00028712i,0.00026806-3.0914e-05i,0.0007698+0.00010246i,0.00035792-0.0002798i,0.0003372-0.00065406i,0.00075247-0.00041304i,-7.2404e-05+6.3074e-05i,-0.00092317+0.00014899i,-0.00073916+0.0004527i,-0.00083458+7.4725e-05i,-0.00035179-4.4937e-06i,-0.00031976+4.0649e-05i,-0.00086045-0.00024615i,-0.00095726+4.9053e-05i
0.00021579-0.00028149i,0.00046533-0.00059203i,0.00068841-0.00090657i,0.0014101-0.00042688i,0.0020782+0.00084826i,0.0017462+0.00076714i,-2.2806e-05+0.00021696i,-0.00049657-0.00070063i,-0.00016591-0.0012742i,0.000279-0.00060974i,0.00016105+3.6015e-05i,-0.00054475+2.5467e-05i,-0.00057447+0.00028218i,0.00011762+0.00043974i,-0.00022627-1.6064e-05i,-0.00022952-0.0004023i,0.00029752+0.00011854i,0.0006259+0.00049726i,0.00032543+0.00016069i,-5.283e-05-6.1019e-05i,-0.00021403-0.00054586i,-0.00030261-0.0002839i,0.00015534+1.7024e-05i
0.00066311+1.6695e-05i,3.868e-05+0.0010718i,-0.00032862+0.0013612i,0.0012638+0.0020167i,0.0030658+0.0023528i,0.003784+0.0019174i,0.0025306+0.0012014i,0.00061938+0.00031151i,0.00027613-0.00016017i,0.00072929-0.00023064i,0.00093494-0.00025793i,0.00010394-0.0003267i,-0.00035215-0.00025132i,0.00013966+0.00055119i,0.0004578+0.0012249i,0.00021415+0.00099809i,-0.00055989+0.00041834i,-0.0011948+0.00032904i,-0.00061509+5.9942e-05i,-0.00026288+0.00044773i,-0.00056369+0.00052808i,0.000341+0.00021965i,0.00047852-4.3341e-05i
0.00031626+0.0022029i,0.0010936+0.0030681i,0.0020825+0.0036453i,0.0021437+0.0024687i,0.0029546+0.0014128i,0.0027727-0.00018303i,0.0014129-0.001071i,0.00062267-0.00029291i,0.00073406+0.00063208i,0.00072911+0.0004262i,0.00064891-0.00012645i,9.345e-05+0.00028282i,0.00046072+0.00033591i,0.001195-1.7109e-05i,0.00033617-0.00078372i,-0.00022581-0.001012i,0.00058379-0.00056205i,0.00065058-0.00051544i,0.00019826-0.00044033i,0.00089513+6.7021e-05i,0.0013238+0.0006374i,0.00085165+0.00043129i,0.00065299-0.00031691i
-0.0014287-0.00024056i,-0.0019552-0.00050481i,-0.0017572+0.000275i,0.0016618+0.001365i,0.0034069+0.0015895i,0.0029518+0.00013645i,0.0020664-0.0010753i,0.0010021-0.00058302i,0.00077503+0.00048216i,0.00065697+0.0015912i,-0.000295+0.00095137i,-0.0004082-0.00037808i,0.0002519-0.00042448i,0.0011457+7.4908e-05i,0.00087209-7.2729e-05i,0.00017168-0.00020729i,-9.1565e-05-0.00018833i,-0.00027045-0.00039306i,0.00013852-0.00059232i,7.1496e-05-0.00065371i,-0.00020764-0.00056362i,-0.00019618-0.00046351i,-0.00036084+7.215e-05i
0.0013794+0.0016551i,0.0025154+0.0029274i,0.0024118+0.0028948i,0.0021295+0.0028132i,0.0025479+0.002096i,0.0026831+0.00077804i,0.0015907+0.0001837i,4.5511e-05-0.00022056i,0.00048741-0.00040236i,0.0011993-0.0004781i,0.00071392-0.0010236i,0.00028258-0.0011809i,0.00077214-0.00062997i,0.00054971-0.00030292i,0.00050611-0.00046643i,0.00099114-0.00034015i,0.00062389-0.00064212i,-8.81e-05-0.00082321i,-0.00032966+2.9077e-05i,-8.057e-05+0.00048633i,-0.00032724+0.00031942i,-6.6503e-05+0.00045628i,-3.547e-05+0.00071082i
0.00038112-0.0013087i,-0.00068781-0.001317i,-0.00071989-0.0025313i,0.0015282-0.00074848i,0.0025164+0.0016852i,0.0019436+0.0008214i,0.0010625+2.5206e-05i,0.00051326+0.00060771i,0.00091004+0.00046526i,0.00061151+8.2349e-05i,0.00032047+0.00021503i,0.0003387+0.00020578i,-0.00035052+0.0001138i,-0.00060126+0.00011868i,-0.00036683-0.00023182i,-0.00021793-0.00020098i,-0.00039397+0.00036464i,-0.00048593-0.00023156i,4.3047e-06-0.001206i,-0.00017523-0.00059667i,-0.0008841+0.00029758i,-0.00080678+0.00061114i,4.3514e-05+0.00047544i
-0.0010794+0.0013614i,-0.0011679+0.001409i,-0.0010399+0.0020687i,0.0012238+0.0024534i,0.0035648+0.0017847i,0.0036292+0.00034439i,0.0022535-0.0008162i,0.0013509-0.0010757i,0.0014625-0.0011432i,0.0010839-0.0011709i,0.00055617-0.00065326i,0.00034949+7.1284e-05i,0.00028884+0.00037561i,7.0712e-05+0.00032975i,-0.000266+0.00022404i,-0.00023096-0.00025364i,0.00011527-0.00059073i,0.00053557-0.00046512i,0.00055818-0.00023942i,0.0004515-0.00021763i,-0.00024491-0.00015256i,-0.00094-0.00031768i,-0.00057799-0.00055284i
