0.00045451+0.00026006i,0.0018277-0.0023034i,-0.00022509-0.003906i,-0.0019745-0.002771i,-0.0020733-0.00017165i,-0.0017986+0.0019915i,-0.0012183+0.0034362i,0.00035475+0.0028128i,0.0014748+0.00089367i,0.0017405+0.00016618i,0.0010353+0.0005174i,0.00027365+0.00077953i,0.00018445+0.00043264i,7.1034e-05-0.00036459i,0.00085634-0.00047315i,0.00088889-0.00062251i,0.00052752-0.00081382i,0.00020276-0.00068563i,0.00017353-0.00058628i,0.00041863-0.0001338i,0.00015163-0.00049181i,-0.00038673-0.0005253i,-0.00041451+0.00032736i
-0.053964+0.0348i,-0.15593+0.070694i,-0.28593+0.071396i,-0.31327+0.0077059i,-0.172-0.057316i,-0.020742-0.075137i,-0.0057463-0.084851i,-0.054542-0.10237i,-0.060327-0.097746i,-0.02635-0.079286i,-0.0023813-0.054891i,0.00677-0.029133i,0.012191-0.017872i,0.0091746-0.017045i,-0.0010204-0.013316i,-0.0099009-0.0067356i,-0.012982-0.0040301i,-0.011642-0.0061301i,-0.012817-0.0093848i,-0.015825-0.0089531i,-0.012066-0.0034058i,-0.00034034+0.00080574i,0.012196+0.0012628i
0.056731-0.039921i,0.19436-0.090182i,0.39531-0.13017i,0.51299-0.12485i,0.42721-0.10094i,0.24226-0.077621i,0.13054-0.028908i,0.097562+0.0049605i,0.059039-0.016988i,0.0012274-0.032619i,-0.020269-0.01082i,-0.0044473+0.00074461i,0.0042377-0.0067565i,0.0012025-0.0085932i,-0.00050908-0.0057571i,0.0017328-0.0011875i,0.0075802+0.0033874i,0.01507+0.0040957i,0.021692+0.0017767i,0.021738-0.0047892i,0.010297-0.011582i,-0.0048545-0.010578i,-0.015818-0.0058234i
-0.06339+0.031244i,-0.20685+0.082894i,-0.41717+0.13107i,-0.5467+0.11616i,-0.48473+0.032219i,-0.327-0.043397i,-0.21814-0.043806i,-0.15522+0.021152i,-0.087617+0.078737i,-0.032508+0.073209i,-0.013029+0.033001i,-0.011341+0.0084003i,-0.0096644-2.4167e-05i,-0.0086171-0.0016256i,-0.0055335+0.0051297i,-0.0019707+0.009896i,-0.00517+0.0087241i,-0.013263+0.0080319i,-0.022728+0.011441i,-0.023876+0.01646i,-0.012095+0.014792i,0.00073348+0.0064464i,0.0098145-0.0010524i
0.06192-0.02617i,0.19817-0.097968i,0.37712-0.19839i,0.4412-0.23151i,0.31311-0.12335i,0.14436+0.030529i,0.091596+0.080102i,0.092656+0.035564i,0.06147+0.010027i,0.029938+0.026165i,0.017718+0.031154i,0.0028042+0.020528i,-0.0093607+0.019165i,-0.0080391+0.020328i,-0.0022697+0.013991i,0.003437+0.0048566i,0.0075014-0.0053434i,0.0094382-0.012992i,0.013384-0.017784i,0.013869-0.018885i,0.0068032-0.011312i,-2.2348e-05+0.00080688i,-0.0058984+0.010656i
-0.055758+0.039782i,-0.19447+0.13976i,-0.3798+0.30369i,-0.45074+0.41936i,-0.32372+0.37167i,-0.13448+0.233i,-0.040176+0.11998i,-0.0078748+0.042128i,0.028076-0.01909i,0.042818-0.054238i,0.027281-0.047256i,0.01669-0.01984i,0.020577-0.0030761i,0.026399-4.4978e-05i,0.022791-0.0048652i,0.006844-0.0060185i,-0.0059271+0.0053852i,-0.0071449+0.016287i,-0.0070086+0.017135i,-0.0066369+0.012612i,-0.0016219+0.0067859i,0.0051072-6.1336e-05i,0.011808-0.0099745i
0.072273-0.037411i,0.22571-0.13261i,0.4276-0.29941i,0.51076-0.42717i,0.41082-0.39207i,0.25915-0.27381i,0.15413-0.19414i,0.06517-0.13445i,-0.0072464-0.071812i,-0.031588-0.025086i,-0.019452+0.00040963i,-0.0012757+0.0069817i,0.003382+0.00075139i,-0.0043277-0.0043996i,-0.0073234-0.002966i,-0.00094266-0.0033213i,0.0036282-0.0096163i,0.0026626-0.016603i,0.0011588-0.018467i,-0.0022605-0.014896i,-0.0076876-0.010208i,-0.010037-0.0044766i,-0.011888+0.0032485i
-0.049596+0.02914i,-0.15729+0.11865i,-0.28605+0.28583i,-0.31237+0.41899i,-0.23344+0.35343i,-0.1795+0.16498i,-0.19008+0.068791i,-0.18097+0.082811i,-0.12652+0.088023i,-0.078957+0.051999i,-0.053319+0.015397i,-0.030965-0.0015099i,-0.0090307-0.0082094i,0.00057623-0.012227i,-0.0045124-0.0070221i,-0.0074112+0.0076287i,0.00083859+0.019347i,0.0048482+0.023101i,-0.0011318+0.02317i,-0.0048432+0.021325i,-0.0010963+0.015271i,0.0018988+0.0043703i,0.00076467-0.0044952i
0.052762-0.037682i,0.14646-0.157i,0.22815-0.37449i,0.17884-0.53083i,0.042213-0.42821i,-0.019979-0.1866i,0.0096285-0.0685i,0.048264-0.053394i,0.072057-0.014063i,0.084888+0.023573i,0.062807+0.021433i,0.019472+0.0103i,-0.0081702+0.012287i,-0.013451+0.015983i,-0.0057965+0.0071899i,-0.0013708-0.0077732i,-0.0088999-0.017635i,-0.01206-0.020771i,-0.0030448-0.019703i,0.006048-0.015437i,0.0064013-0.0069945i,0.0034967+0.0041434i,0.0032861+0.01269i
-0.07343+0.035642i,-0.17924+0.13629i,-0.26899+0.32227i,-0.20607+0.46057i,-0.040687+0.41173i,0.046474+0.2788i,0.063115+0.22643i,0.09251+0.18786i,0.1016+0.091415i,0.058765+0.015213i,0.017533+0.0048927i,0.011652+0.017097i,0.018067+0.01531i,0.019784+0.011345i,0.017541+0.01541i,0.012913+0.018184i,0.012387+0.020099i,0.013608+0.02101i,0.0084604+0.017656i,0.0034658+0.01131i,0.0032503+0.0043217i,0.0048695-0.0016212i,0.0086224-0.0075727i
0.045165-0.015847i,0.14114-0.057764i,0.20786-0.15524i,0.14662-0.24694i,0.035432-0.25382i,-0.0090962-0.22791i,-0.04689-0.23148i,-0.11659-0.21557i,-0.14156-0.1687i,-0.10711-0.11758i,-0.057572-0.060481i,-0.01462-0.019426i,0.0032464-0.0081551i,-0.0022188-0.0088419i,-0.01034-0.011499i,-0.01478-0.012639i,-0.017435-0.012103i,-0.016127-0.015303i,-0.011312-0.019838i,-0.011027-0.01897i,-0.013271-0.011823i,-0.01135-0.0038042i,-0.0099862+0.0029295i
-0.036299+0.012206i,-0.090378+0.071115i,-0.10263+0.20533i,-0.018928+0.3068i,0.051176+0.25609i,0.022903+0.14395i,-0.0016704+0.084727i,0.025563+0.060545i,0.02351+0.049061i,-0.0020524+0.050453i,-0.00073717+0.032928i,0.009672-0.001134i,0.014189-0.014961i,0.025266-0.0094684i,0.033847-0.0022472i,0.029457+0.0049355i,0.022213+0.0085969i,0.015911+0.012161i,0.0080108+0.018414i,0.004949+0.019011i,0.0069023+0.010713i,0.0059653-0.0014961i,0.0016773-0.010876i
0.044519-0.00084846i,0.1474-0.064431i,0.22465-0.20885i,0.13753-0.29503i,-0.039438-0.1764i,-0.1023+0.012027i,-0.085868+0.1003i,-0.089267+0.14079i,-0.054172+0.18697i,0.014448+0.16195i,0.026893+0.079771i,-0.0044495+0.029303i,-0.023791+0.013806i,-0.032383+0.0037721i,-0.036574-0.0003234i,-0.031716-0.00084473i,-0.025655-0.000116i,-0.020859-0.0012242i,-0.014221-0.0042656i,-0.0068989-0.0020107i,-0.00026866+0.003511i,0.0042237+0.0085843i,0.0053303+0.012805i
-0.048505-0.013835i,-0.13199-0.022925i,-0.21215-0.00034756i,-0.14925+0.029152i,0.037459+0.01197i,0.14562-0.0211i,0.1543-0.029936i,0.15321-0.061802i,0.13817-0.11265i,0.088696-0.11065i,0.033136-0.062569i,0.0013338-0.017714i,-0.0007362+0.0032055i,0.012403+0.00049173i,0.022781-0.0074178i,0.021934-0.0073883i,0.015776-0.0015231i,0.010992+0.0029948i,0.0074547+0.00024504i,0.0041428-0.008927i,-0.0011459-0.015614i,-0.0065676-0.013918i,-0.0059219-0.0085807i
0.023131+0.03095i,0.054506+0.039495i,0.083529+0.039301i,0.072074+0.022768i,0.031175-0.016809i,0.017381-0.07437i,0.0034237-0.10596i,-0.004002-0.075664i,0.017694-0.05928i,0.0097272-0.073995i,-0.011319-0.04215i,0.0081828+0.0026078i,0.020359+0.0083013i,-0.0038192+0.014544i,-0.024164+0.025595i,-0.023952+0.022593i,-0.012468+0.013685i,-0.00016688+0.0055569i,0.0053918+0.00064376i,0.0034062+0.0011484i,-0.0011643+0.0053101i,-0.001758+0.0071604i,-0.0011636+0.0054425i
-0.010734-0.00073391i,-0.058615+0.033918i,-0.11756+0.10254i,-0.13002+0.14151i,-0.099194+0.10141i,-0.11585+0.020006i,-0.15349-0.030646i,-0.17619-0.048493i,-0.20088-0.031865i,-0.17473+0.012802i,-0.089599+0.026155i,-0.02879+0.0076244i,-0.006321+0.0041301i,0.014754+0.0042991i,0.025025-0.0058427i,0.02066-0.010338i,0.012307-0.0070772i,-0.0021406-0.00073434i,-0.015566+0.0096051i,-0.017622+0.016245i,-0.010882+0.013366i,-0.0039001+0.005942i,0.0017357-0.0011133i
0.020709+0.057445i,0.11595+0.10534i,0.24482+0.11292i,0.24955+0.087059i,0.08132+0.10821i,-0.051066+0.18188i,-0.051461+0.21159i,-0.016797+0.19606i,0.028479+0.1843i,0.070716+0.14141i,0.062456+0.063817i,0.029664+0.0095905i,0.0095263-0.0070135i,5.2575e-05-9.7626e-05i,-0.0012733+0.014132i,-0.00088594+0.017385i,-0.00064281+0.0077545i,0.0046999-0.0047929i,0.012323-0.014645i,0.015176-0.015453i,0.013332-0.0077985i,0.011036-6.0589e-05i,0.0070565+0.0058457i
0.023937-0.072274i,0.011489-0.1869i,-0.031359-0.29113i,-0.068298-0.32888i,-0.034171-0.29023i,0.035938-0.19437i,0.062519-0.10362i,0.064152-0.048215i,0.072603-0.009083i,0.075492+0.0016291i,0.03989-0.0089914i,-0.0079304+0.002875i,-0.012323+0.018751i,0.0030272+0.0048043i,0.0055549-0.015263i,0.0014025-0.018784i,-0.0072323-0.0090069i,-0.014749+0.0061876i,-0.014322+0.013177i,-0.0094112+0.0072246i,-0.0068213-0.0049355i,-0.0082604-0.01155i,-0.0066868-0.010076i
-0.030613+0.044899i,-0.0092319+0.085284i,0.067824+0.078675i,0.19006+0.066762i,0.27181+0.092529i,0.24761+0.071282i,0.17558+0.018404i,0.14572-0.012875i,0.1403-0.078998i,0.068684-0.13043i,-0.0038697-0.075639i,0.0057389-0.013426i,0.02296-0.016473i,0.011081-0.021279i,0.0014485-0.0091482i,-0.0024005+0.0037891i,0.0020356+0.01157i,0.010919+0.0030316i,0.011324-0.0091397i,0.0044159-0.0073432i,0.00074132+0.0020076i,0.0013927+0.0065537i,-0.00063346+0.0043873i
0.044931-0.069095i,-0.003098-0.12789i,-0.19307-0.08503i,-0.41854+0.078651i,-0.45629+0.17505i,-0.33648+0.099473i,-0.26682-0.022362i,-0.26783-0.068317i,-0.25379-0.046565i,-0.18661-0.007121i,-0.088455+0.013069i,-0.021228+0.0089242i,-0.0023397+0.0079691i,-0.00030861+0.013882i,-0.0019324+0.012676i,-0.0036076+0.0048506i,-0.0048986-0.0013869i,-0.011554+0.0019392i,-0.0153+0.013104i,-0.0091178+0.016897i,-0.0050545+0.009975i,-0.0043566+0.0027723i,0.0010534-0.0028299i
-0.092871+0.12698i,-0.14246+0.28279i,-0.05586+0.32336i,0.13015+0.109i,0.18245-0.12521i,0.09868-0.089541i,0.080159+0.05195i,0.089832+0.076435i,0.047813+0.075093i,0.0324+0.10182i,0.046067+0.078714i,0.026547+0.028665i,-0.008008+0.01199i,-0.020736+0.012992i,-0.012187+0.010916i,0.0013119+0.0069983i,0.011576+0.0031706i,0.018871-0.00040751i,0.018703-0.0070828i,0.010422-0.010715i,0.0077444-0.0062769i,0.0093802-0.00033492i,0.0025887+0.0067533i
0.11731-0.10726i,0.25891-0.23434i,0.36056-0.23879i,0.35054-0.063671i,0.26458+0.056041i,0.12783-0.00081891i,-0.010115-0.033745i,-0.048648+0.050713i,0.010858+0.10623i,0.052102+0.05411i,0.013984-0.01555i,-0.031211-0.022326i,-0.019225-0.0030133i,0.0034384+0.0030695i,0.0049986+0.0077267i,-0.0011677+0.007258i,-0.017454-0.0010264i,-0.032456-0.0020823i,-0.029755+0.00073356i,-0.018921-0.0033737i,-0.013534-0.010553i,-0.01203-0.012397i,-0.0043489-0.013159i
-0.079465+0.10124i,-0.17092+0.21475i,-0.22607+0.22479i,-0.26666+0.095851i,-0.28644+0.013426i,-0.1788+0.022389i,-0.024019-0.0088179i,0.048872-0.059969i,0.081856-0.07811i,0.081606-0.090087i,0.046615-0.061047i,0.039328-0.007359i,0.048373+0.011433i,0.039473+0.0024702i,0.01523-0.014479i,-0.0059561-0.01406i,0.0019737+0.0037253i,0.025403+0.0065797i,0.028809-0.00078441i,0.017237+0.0015176i,0.009557+0.008703i,0.0062542+0.012959i,0.0019638+0.016303i
0.17281-0.11532i,0.36448-0.35616i,0.42299-0.60497i,0.27223-0.59589i,0.11659-0.30052i,0.043348-0.02398i,0.002252+0.039459i,-0.024316-0.0051724i,-0.065161-0.045157i,-0.11501-0.026775i,-0.10601+0.024323i,-0.05293+0.02937i,-0.030023-0.0047934i,-0.026023-0.011694i,-0.0036251+0.012409i,0.016619+0.022019i,0.0085014+0.014244i,-0.01472+0.010503i,-0.021582+0.013108i,-0.01073+0.01151i,-0.0041553+0.0022441i,-0.0035081-0.0071112i,-0.0027142-0.015574i
-0.21652+0.1735i,-0.43775+0.48957i,-0.49163+0.83857i,-0.24267+0.90413i,0.013816+0.62578i,0.04295+0.31846i,-0.020096+0.18496i,-0.046314+0.12702i,-0.034809+0.085784i,0.0073481+0.064155i,0.041091+0.031712i,0.036025+0.012781i,0.023913+0.032799i,0.015342+0.043386i,-0.006311+0.025363i,-0.021321+0.01265i,-0.010225+0.0063938i,0.0099538-0.0040752i,0.01585-0.010345i,0.0097131-0.0070727i,0.010855+0.0017272i,0.017694+0.0058381i,0.018782+0.0084171i
0.14411-0.18483i,0.2448-0.47229i,0.18564-0.71879i,-0.03847-0.68488i,-0.14271-0.48596i,-0.063954-0.3796i,-0.036997-0.32262i,-0.059688-0.18536i,-0.02223-0.044687i,0.024189+0.00045982i,0.01643-0.010789i,-0.019588-0.021325i,-0.040533-0.026074i,-0.031207-0.022872i,0.0043655-0.014862i,0.029824-0.023122i,0.015798-0.030834i,-0.0087658-0.016148i,-0.016633-0.0034887i,-0.021033-0.0067786i,-0.030924-0.011416i,-0.035407-0.009712i,-0.027728-0.0071795i
-0.11035+0.13126i,-0.15949+0.35408i,-0.033523+0.52933i,0.21923+0.39987i,0.26673+0.10201i,0.090627+0.0032661i,-0.0031263+0.075044i,0.0020965+0.10196i,0.0084593+0.072865i,0.017823+0.031277i,0.022585+0.012173i,0.045842+0.030762i,0.090879+0.031192i,0.090716+0.0056607i,0.03743-0.00059169i,-0.006559+0.024142i,-0.0087721+0.046142i,0.0044346+0.033719i,0.0035403+0.011789i,3.1171e-05+0.0068015i,0.0059291+0.0050286i,0.0092764+0.00042647i,0.0051831-0.00077402i
0.17628-0.097628i,0.35117-0.31505i,0.3204-0.5325i,0.020817-0.40624i,-0.1831+0.010149i,-0.13809+0.23196i,-0.0895+0.17503i,-0.071678+0.094798i,-0.033803+0.032599i,-0.051658-0.0043874i,-0.077989+0.011131i,-0.072662+0.0081196i,-0.085267-0.014915i,-0.082766-0.01661i,-0.044653-0.017723i,-0.019138-0.028226i,-0.017313-0.029981i,-0.013577-0.021281i,-0.0017567-0.013102i,0.0063554-0.0083123i,0.005587-0.00097017i,0.0026639+0.0081026i,0.0011593+0.013122i
-0.13089+0.15972i,-0.23488+0.41449i,-0.17443+0.61968i,0.023847+0.48662i,0.12019+0.1885i,0.10892+0.079955i,0.1358+0.061905i,0.12682+0.024884i,0.080817+0.047383i,0.086952+0.06156i,0.090553+0.026172i,0.077703+0.015947i,0.078+0.032985i,0.071867+0.042009i,0.052464+0.036669i,0.036323+0.028274i,0.026136+0.025441i,0.011142+0.027663i,-0.00028337+0.036208i,0.0055156+0.038758i,0.015891+0.026171i,0.017203+0.0098766i,0.014055-0.0001109i
0.082133-0.097299i,0.11526-0.2825i,0.063191-0.39382i,0.0060557-0.25614i,0.022142-0.083546i,-0.0096449-0.10182i,-0.10406-0.12918i,-0.091963-0.089755i,-0.021204-0.099992i,-0.01061-0.11644i,-0.028163-0.087277i,-0.044932-0.05716i,-0.053023-0.03432i,-0.045413-0.011592i,-0.033918+0.0039893i,-0.026958+0.0080449i,-0.020691-0.0029874i,-0.0091352-0.022393i,-0.0026722-0.035788i,-0.0080452-0.034453i,-0.012831-0.022732i,-0.0084981-0.009565i,0.0002955-0.0029618i
-0.0090396-0.0075041i,0.042952+0.054769i,0.12177+0.11716i,0.11394+0.095726i,0.0050998+0.040147i,-0.062157+0.033962i,-0.055896+0.01686i,-0.050364-0.0048615i,-0.024319+0.014428i,0.0093155+0.014407i,0.0079568+0.013381i,0.026266+0.046425i,0.062238+0.045491i,0.054315+0.013601i,0.019343+0.0024487i,-0.0055671+0.0015912i,-0.019933+0.0061198i,-0.02322+0.021922i,-0.014907+0.027442i,-0.010854+0.014264i,-0.013733-0.00058738i,-0.011061-0.0084959i,-0.0067778-0.010894i
-0.044354+0.062924i,-0.038265+0.048788i,-0.06047-0.086227i,-0.12299-0.24145i,-0.17606-0.24886i,-0.18846-0.1467i,-0.20716-0.060061i,-0.25383+0.0065482i,-0.25223+0.083471i,-0.18208+0.11801i,-0.11321+0.078923i,-0.084463+0.017513i,-0.074841-0.012297i,-0.05315-0.010806i,-0.016599+0.0022901i,0.019985+0.020486i,0.045729+0.023677i,0.047391-0.0042252i,0.026119-0.032482i,0.0060831-0.033421i,0.0012676-0.020719i,0.0046297-0.010767i,0.0088353-0.0034271i
0.064096-0.09564i,0.098367-0.18749i,0.15396-0.1737i,0.2265-0.010641i,0.34736+0.15863i,0.45328+0.1696i,0.42745+0.057832i,0.30878-0.017592i,0.21464-0.030927i,0.14936-0.024661i,0.088967+0.012801i,0.062896+0.053121i,0.062014+0.059934i,0.057693+0.038122i,0.039858+0.0033452i,0.0014982-0.014964i,-0.039877+0.0031327i,-0.049432+0.035158i,-0.026911+0.046298i,0.0021795+0.035797i,0.016642+0.020823i,0.0089178+0.012211i,-0.01125+0.0086822i
-0.055268+0.2758i,-0.0031421+0.49855i,0.063389+0.64617i,0.044995+0.56841i,-0.12852+0.39972i,-0.34375+0.31018i,-0.41663+0.26448i,-0.31531+0.24966i,-0.10749+0.22533i,0.036035+0.12326i,0.04228+0.029668i,0.030564+0.0048863i,0.044639+0.0030862i,0.045604+0.014057i,0.031727+0.01977i,0.014329+0.002162i,0.013945-0.021273i,0.024186-0.040704i,0.013899-0.047105i,-0.0066002-0.036633i,-0.01479-0.025782i,-0.009247-0.021275i,0.0053267-0.016684i
0.062047-0.070559i,0.11497-0.22898i,0.13507-0.30036i,0.13748-0.17041i,0.1205-0.022979i,-0.0032443-0.032614i,-0.14751-0.084309i,-0.15181-0.082437i,-0.084587-0.09353i,-0.064302-0.10574i,-0.062831-0.059035i,-0.041719+0.0078209i,-0.025241+0.04077i,-0.022289+0.047709i,-0.020045+0.040663i,-0.029002+0.028718i,-0.050817+0.027182i,-0.068673+0.03832i,-0.064447+0.063384i,-0.032543+0.086989i,0.0012002+0.087639i,0.009164+0.072502i,0.0021716+0.056148i
0.068201-0.023332i,0.15759+0.25831i,0.38101+0.42716i,0.41046+0.20225i,0.093338-0.050545i,-0.19036-0.0042487i,-0.23043+0.13949i,-0.15516+0.23497i,-0.0099566+0.25148i,0.080116+0.13745i,0.043595+0.053702i,0.046411+0.060856i,0.08584+0.045895i,0.05615+0.040741i,0.0082228+0.087087i,-2.002e-05+0.12277i,0.013153+0.10024i,0.021661+0.049288i,0.01513+0.014261i,-0.012029-0.0018913i,-0.044308-0.0053302i,-0.04799-0.0039047i,-0.020658-0.0064604i
-1.1738+7.9631i,-0.14268+7.8753i,3.4363+6.548i,5.4804+2.4533i,4.8916-1.462i,2.3124-3.1637i,0.25541-2.1838i,-0.079354-0.70708i,0.55384+0.00011i,1.2435-0.19705i,1.0791-0.79596i,0.34905-0.9965i,-0.30759-0.94252i,-0.93629-0.94882i,-1.1216-0.72451i,-0.45889-0.11803i,0.32324+0.2436i,0.4059+0.2073i,0.11854+0.22717i,-0.00045964+0.23678i,-0.12688+0.12777i,-0.26626+0.15148i,-0.14698+0.20539i
0.132-0.085817i,0.24219+0.039267i,0.39748+0.12243i,0.36022+0.027995i,0.087403-0.091911i,-0.086906-0.053673i,-0.011888+0.034749i,0.11796+0.016303i,0.13918-0.068689i,0.099391-0.10038i,0.0658-0.072386i,0.025273-0.037345i,-0.0098504-0.0087253i,-0.016734-0.001212i,-0.0056946-0.012122i,0.013914-0.020776i,0.029819-0.021402i,0.037515-0.01466i,0.03941-0.01241i,0.019214-0.020463i,-0.016779-0.025167i,-0.040009-0.021938i,-0.042731-0.015467i
-0.039996-0.072555i,-0.18032-0.078963i,-0.36295-0.069921i,-0.38759-0.036836i,-0.21079-0.0011034i,0.023731+0.046924i,0.17872+0.075424i,0.17183+0.0016769i,0.017169-0.064533i,-0.084001-0.014138i,-0.041993+0.020997i,-0.01312-0.0094295i,-0.049915-0.014088i,-0.074007+0.0070253i,-0.066838+0.019525i,-0.046204+0.015909i,-0.033803-0.006387i,-0.034312-0.017035i,-0.025583+9.5146e-05i,-0.010139+0.010643i,-0.0109+0.0046369i,-0.019107+0.0030747i,-0.013357+0.0099228i
-0.093267-0.098985i,-0.15031-0.23115i,-0.16384-0.3001i,-0.086488-0.20279i,0.078505-0.041306i,0.2278+0.053886i,0.25719+0.096017i,0.19587+0.082771i,0.099303+0.020562i,0.034898-0.016331i,0.031357-0.023433i,0.027802-0.036514i,0.009391-0.037144i,0.013027-0.03479i,0.012952-0.041226i,-0.0097858-0.023324i,-0.016018+0.011896i,0.0026718+0.027704i,0.018245+0.022155i,0.017004+0.012128i,0.0044675+0.0096969i,-0.0080404+0.0094972i,-0.014286+0.0060529i
0.083158+0.12343i,0.18303+0.19506i,0.259+0.14788i,0.24634-0.024056i,0.17316-0.1709i,0.13017-0.1955i,0.13933-0.12799i,0.1542-0.046293i,0.14081-0.024614i,0.092335-0.026682i,0.04896-0.018282i,0.033134-0.029857i,0.015337-0.073283i,-0.023188-0.10593i,-0.04919-0.088127i,-0.026532-0.063001i,0.01135-0.069297i,0.022456-0.06497i,0.020878-0.027303i,0.031092+0.0070595i,0.042586+0.0090563i,0.034884-0.0076611i,0.01579-0.015172i
-0.060846-0.16013i,-0.2771-0.21475i,-0.52421-0.14327i,-0.53188+0.0048516i,-0.2817+0.047034i,-0.0090763+0.0065294i,0.16904-0.025768i,0.20189-0.10148i,0.062154-0.14696i,-0.044437-0.078615i,-0.0049173-0.037159i,0.018002-0.061152i,-0.01142-0.034823i,-0.0073288+0.023428i,0.023358+0.042674i,0.041294+0.026612i,0.035797+0.013738i,0.025865+0.016188i,0.028349+0.012343i,0.025959-0.00027435i,0.016628-0.0020252i,0.013703+0.0033974i,0.01231+0.0027165i
-0.0046183+0.077715i,0.095521+0.15429i,0.27217+0.1407i,0.32809-0.0057612i,0.21308-0.1627i,0.11904-0.24955i,0.067072-0.28565i,-0.014357-0.24756i,-0.05885-0.15389i,-0.052735-0.10251i,-0.062463-0.091479i,-0.079932-0.058053i,-0.065778-0.0092055i,-0.034401+0.0080234i,-0.019586-0.0054184i,-0.017146-0.0081371i,-0.0069103+0.00378i,0.0084511+0.0043981i,0.017512-0.0085494i,0.015409-0.017988i,0.0044236-0.015711i,-0.0041114-0.0056612i,-0.0057449+0.0054395i
0.016933-0.026608i,-0.010618-0.021462i,-0.073767+0.03812i,-0.076719+0.056928i,-0.075713-0.055495i,-0.18789-0.15477i,-0.27481-0.079944i,-0.20263+0.058117i,-0.077042+0.1233i,-0.0033759+0.13369i,0.023236+0.11938i,0.038066+0.086637i,0.047379+0.034269i,0.031979-0.0035333i,0.0099291+0.0049989i,0.0049706+0.01749i,0.0021746+0.0050907i,-0.0072971-0.006828i,-0.011321-0.0053384i,-0.0087504+0.0003465i,-0.0065955+0.0034811i,-0.0075489+0.0028789i,-0.0078085-0.00072431i
-0.031468-0.052009i,-0.072387-0.15674i,-0.11553-0.26934i,-0.18244-0.22237i,-0.23399+0.016133i,-0.16199+0.2568i,0.023619+0.32747i,0.15371+0.20569i,0.12809+0.036151i,0.051395-0.031945i,0.035278-0.035505i,0.030681-0.048712i,-0.00030629-0.044812i,-0.0088182-0.026867i,0.0089195-0.03038i,0.019965-0.040856i,0.019583-0.034925i,0.014006-0.019948i,0.0045776-0.009032i,-0.0015093-0.0011291i,0.0014725+0.0084547i,0.0073043+0.015027i,0.0038272+0.01351i
0.053669+0.12353i,0.099436+0.24145i,0.095501+0.29468i,0.038192+0.21807i,0.03706+0.12554i,0.12775+0.070915i,0.17663-0.027748i,0.12147-0.12699i,0.039455-0.1487i,-0.0063461-0.11804i,-0.029891-0.081549i,-0.050302-0.050922i,-0.056903-0.022767i,-0.040273-0.0067359i,-0.016579-0.012135i,-0.0082762-0.026227i,-0.013761-0.031433i,-0.016207-0.01998i,-0.0086908-0.0015156i,0.0052772+0.0047674i,0.01497-0.0057493i,0.01558-0.015726i,0.014786-0.013751i
-0.12047-0.12604i,-0.26849-0.17996i,-0.31124-0.075326i,-0.10546+0.07961i,0.14873+0.028682i,0.1871-0.13364i,0.087043-0.14452i,-0.0044805-0.053127i,-0.060373+0.038526i,-0.039497+0.096524i,0.013581+0.080018i,0.021413+0.048542i,0.019756+0.038785i,0.014046+0.021096i,-0.01227+0.012301i,-0.024855+0.026262i,-0.013406+0.038156i,0.0013389+0.032857i,0.0056903+0.015113i,-0.0018441-0.0028389i,-0.011359-0.011519i,-0.012106-0.012583i,-0.0068729-0.0096243i
0.095224+0.09541i,0.23272+0.12231i,0.33492+0.0099208i,0.23686-0.16363i,-0.0027459-0.20398i,-0.11891-0.123i,-0.081139-0.061257i,-0.031337-0.027428i,-0.0013009-0.014657i,-0.0008707-0.023514i,-0.010598-0.014776i,0.010127-0.0047855i,0.024519-0.015022i,0.0085351-0.017115i,-0.0045926-0.0018909i,0.0026253+0.0085768i,0.015313+0.0037616i,0.018737-0.0065838i,0.010262-0.011747i,-0.0040367-0.004622i,-0.014733+0.0092208i,-0.018636+0.016201i,-0.018239+0.013633i
0.049795-0.050809i,0.088861-0.089132i,0.047111-0.11747i,-0.080659-0.10186i,-0.15736-0.013971i,-0.148+0.088968i,-0.085147+0.12987i,0.0087969+0.091706i,0.06637+0.012845i,0.059446-0.036141i,0.03381-0.038385i,0.0090632-0.034825i,-0.017329-0.03118i,-0.018494-0.021897i,0.0053332-0.022253i,0.015598-0.030574i,0.0035737-0.033255i,-0.012305-0.022812i,-0.013451+0.0004068i,0.0045162+0.017968i,0.021323+0.01635i,0.019751+0.007027i,0.009438+0.00042499i
-0.22615-0.047851i,-0.51757-0.054214i,-0.66643+0.021186i,-0.43553+0.13479i,-0.04994+0.15492i,0.16988+0.10723i,0.20142+0.073274i,0.13778+0.032344i,0.033451+0.0092701i,-0.019875+0.020093i,-0.011247+0.0076749i,-0.0084509-0.012267i,-0.004884-0.0045339i,0.0027718+0.0073647i,-0.0038678+0.0090758i,-0.0054655+0.0053835i,0.0031759+0.0030171i,0.012588+0.0061947i,0.019003+0.0046749i,0.015168-0.0040223i,0.0071073-0.0079226i,0.0066057-0.0070236i,0.010399-0.0026058i
