0.00045451+0.00026006i,0.0018277-0.0023034i,-0.00022509-0.003906i,-0.0019745-0.002771i,-0.0020733-0.00017165i,-0.0017986+0.0019915i,-0.0012183+0.0034362i,0.00035475+0.0028128i,0.0014748+0.00089367i,0.0017405+0.00016618i,0.0010353+0.0005174i,0.00027365+0.00077953i,0.00018445+0.00043264i,7.1034e-05-0.00036459i,0.00085634-0.00047315i,0.00088889-0.00062251i,0.00052752-0.00081382i,0.00020276-0.00068563i,0.00017353-0.00058628i,0.00041863-0.0001338i,0.00015163-0.00049181i,-0.00038673-0.0005253i,-0.00041451+0.00032736i
0.00079323+0.00025633i,0.0012271-0.00027974i,0.0022076+0.00026663i,0.0031041+0.00083552i,0.002614+0.00040305i,0.0015295-0.00018504i,0.0013795-0.00055117i,0.0017241-0.00043587i,0.0015865-0.0003707i,0.00070854-0.00074945i,0.0013644-0.00043722i,0.0019092-0.0002953i,0.00080675-0.0005261i,0.00021715-0.00015323i,0.00045184+0.00046329i,0.00018811+0.00061139i,0.00019355+0.00058724i,0.00066967+0.00095419i,0.0010107+0.00058164i,0.0010109+0.00023631i,0.00086274+0.00036751i,0.00084246+0.00022538i,0.00048122-0.00019744i
0.0001636+0.00071033i,-0.00048129-0.00028393i,-0.0017624-0.0016357i,-0.0016046-0.0022367i,-0.00012895-0.0019142i,0.0011896-0.00094117i,0.0014347-0.00017151i,0.0012931-0.00011572i,0.0011488-0.00043617i,-7.9496e-05-0.000418i,-0.00052047-3.5495e-05i,0.00035727-0.00027295i,0.0010617-0.00058744i,0.0006743-0.00064819i,-0.00023678-0.00069776i,-2.9245e-05-7.6527e-06i,0.00075731+0.00018862i,0.0010725-0.00027617i,0.00080113-0.00032951i,3.7639e-05+0.00040975i,-0.00046309+0.00091156i,0.00046889+0.00013376i,0.0010795-0.00023011i
0.00078667-0.00036569i,0.00073511-0.0017395i,0.0011898-0.0027006i,0.00048795-0.0013282i,6.2611e-05-0.00050305i,0.00011846+0.0005369i,0.00080625+0.0012027i,0.0017824-8.1726e-05i,0.0010957-0.0012372i,-0.00031714-0.00085091i,-0.0005001+0.00028465i,-8.8128e-05+6.16e-05i,0.00036658+3.7158e-05i,0.000565+3.3569e-05i,-3.6189e-05-0.00036493i,-0.00076895-0.00048641i,-0.0004735-0.00049461i,0.0006547-0.00038456i,0.00099944-0.00018609i,0.0001161-0.00074619i,-0.00027567-0.00066566i,7.2362e-05-7.6838e-05i,0.00011566-3.2176e-07i
0.0020809-0.0011254i,0.0016104-0.00096835i,0.0004537-0.00070924i,0.00017291-0.00066239i,0.00018917+0.00030199i,-4.5336e-05+0.0013811i,0.00060087+0.0018952i,0.0012258+0.0018317i,0.0009562+0.00059525i,0.00051645-0.00026078i,0.00053873-0.00018984i,-0.00029634-0.00033961i,-0.0012669-0.0002503i,-0.00086225+0.00016658i,2.9007e-05-0.00033382i,0.00087894-0.00085703i,0.0012148-0.00032083i,0.00055048-0.00020641i,7.5108e-05-0.00012715i,-5.0273e-05+0.00012899i,-0.00015236+0.00050411i,9.8079e-05+0.00079445i,-3.6601e-05-0.00030806i
-0.0014407+0.001259i,-0.00082447+0.0010009i,-0.00011618+0.00044276i,2.867e-05-0.00075065i,0.00064872-0.0014739i,0.00096642-0.0011489i,0.0016198-4.577e-05i,0.0023841+0.00071768i,0.0017133+0.00048839i,0.00092539+0.00050646i,0.00086537-7.6474e-05i,0.00061062-0.0010125i,0.00029926-0.0015034i,9.6302e-06-0.0014104i,-0.00015996-0.00080546i,0.00022907-0.00099158i,0.00026931-0.00097909i,-9.3417e-05-0.00022615i,-5.1178e-05+0.00040326i,6.3073e-08+0.00011638i,5.9376e-05-0.00053646i,0.00035606-0.000117i,-0.00021764+0.00028858i
0.0019237-0.0016759i,0.0011529-0.0025374i,-0.00056768-0.0026883i,-0.0019392-0.0011881i,-0.0018481+5.1416e-05i,-0.0015935+0.00025855i,-0.00093392+0.0008052i,-0.00042307+0.00074736i,-0.00034615+4.041e-05i,-0.00021829-0.00019151i,-0.00015144+0.00030616i,-0.00017785+0.00063116i,0.00032867+0.00058665i,0.00072525+0.00049737i,0.00065979-2.8954e-05i,0.00094849-3.0677e-05i,0.0011876+0.00059585i,0.00060024+0.00011493i,0.00021971-0.00031574i,-1.1733e-05-0.00041849i,-0.00034102+7.8271e-05i,-0.00044809+0.00036643i,-1.4534e-05-0.00030688i
-0.0011628-0.0013486i,-0.00094281-0.00093856i,-0.001407-0.0017533i,-0.0013931-0.0020693i,-0.00089311-0.0007452i,-0.00043489+0.00054815i,0.00070203+0.00076842i,0.0016579+0.00046209i,0.0010191-0.00041832i,-0.00023541-0.0012375i,-0.00039277-0.0001873i,-0.0002106+0.00066491i,-0.00066981+0.000873i,-0.00061801+0.0011087i,0.00097693+0.00056655i,0.0015342-0.00034714i,7.2371e-05-1.0173e-05i,-0.00061699+0.00019933i,-0.00016508+0.00011774i,-0.00054322-0.00041717i,-0.0010974-0.00098891i,7.1124e-06-0.00066692i,0.00020019-0.000252i
0.00053904-0.00019527i,-3.1983e-05-0.0011597i,-0.0015067-0.0010856i,-0.00175+0.00027947i,-0.00062444+0.00093397i,-0.00012622+0.0009585i,0.00011777+0.0011284i,0.00017756+0.0010952i,0.00044151+0.00086981i,-1.9604e-05+0.0013195i,-7.9838e-05+0.00099513i,0.00075738+0.00031026i,0.00099068-9.8819e-05i,0.0010988-0.00023691i,0.0006641-0.00046799i,0.00033602-0.00092819i,-7.6791e-05-0.00089799i,-0.00048525-0.00014148i,-0.00040292+0.00035168i,-0.00022752+4.8784e-05i,-0.00047758+0.00037877i,-0.00067795+0.00064266i,-7.2895e-05+0.00015433i
-0.0010432+7.4449e-05i,-0.001722+0.00016939i,0.00018774-0.00049451i,0.0019451-0.00125i,0.0022565-0.0010915i,0.0020646-9.6578e-05i,0.0017052+0.0010327i,0.0016299+0.00074914i,0.00038585+0.00025027i,-0.0004681-9.1645e-05i,0.00020012+0.00020663i,0.00052532+0.00020937i,0.00039674-0.00018639i,-2.8045e-05-0.00029379i,-2.7988e-05-0.00045316i,0.0008073-1.4839e-05i,0.0010388-2.4018e-05i,0.00069411-0.00027317i,0.00052542-6.9316e-05i,-0.00056578-0.00010723i,-0.00088425-0.00035711i,-0.0005503-4.9388e-05i,-0.00040093+4.1908e-05i
0.00032919-0.0013821i,0.00040301-0.0013955i,-0.0011295-0.0014678i,-0.0017782-0.0011469i,-0.0010004-0.00053869i,-0.00053394+7.9725e-05i,0.00026806+0.00050155i,0.00085713-0.00021096i,0.00065739-0.0010205i,0.00033134-0.00091094i,0.00011244-0.00052277i,0.00016698-8.0827e-05i,-0.00014661+0.00035559i,-0.00069314+0.0004259i,-0.00081525+0.00010482i,-0.0001487+2.0573e-05i,0.00028453+0.00017892i,-4.4907e-05+0.00011206i,-0.0004633-0.0004594i,-7.6703e-05-0.00042316i,0.00037758+0.00033035i,0.00035972+0.0008003i,-0.0001146+0.00066159i
-0.00098905-0.0013966i,-0.0017357-0.0011204i,-0.001554-0.00059239i,-0.00084892+0.0012114i,-7.6481e-05+0.0019499i,-0.00025608+0.0015008i,0.0003787+0.0014543i,0.00069694+0.00057923i,0.00041434-0.0010132i,0.00073079-0.0011595i,0.00015972-0.00080413i,-0.00027537-0.001477i,0.00024996-0.0016367i,0.00023798-0.00061706i,0.00064707-0.00053167i,0.0012011-0.00094708i,0.0011922-0.00060902i,0.00057532-0.00021242i,-0.00028042-8.8022e-05i,-0.00056055-6.7879e-05i,-0.00029992-0.00027883i,-5.2654e-05-0.00040979i,5.2639e-05-0.00034164i
0.0003945+0.00012804i,-0.00018962-0.000503i,0.00031714-0.0012544i,0.0012644-0.0012757i,0.0019579-0.0014007i,0.0023998-0.00047364i,0.0011218+0.00067061i,0.00088679+8.7902e-05i,0.00075261-0.0011189i,-3.0017e-06-0.0013365i,0.00025622-0.0010352i,0.0009281-0.00035385i,0.00089159-0.00044328i,0.00037501-0.00061836i,0.00060221-0.00058838i,0.000799+0.00037495i,0.00018213+0.001355i,-0.00065512+0.0010455i,-0.00045274+0.00048572i,0.00014888-0.00024524i,0.00035333-0.00065355i,0.00040674-0.00078279i,-0.00036069-0.00045239i
0.0032019-0.00026032i,0.0030744-0.00047489i,0.0023665-0.0011598i,0.00055504-0.0017017i,-0.0001411-0.0020844i,0.00023903-0.0012684i,0.00072092-0.00043193i,0.0007706-1.7861e-05i,0.00040241-0.00012018i,-0.00030511-0.00055415i,-0.00021232-0.00045086i,0.00026634-0.00047531i,-6.7202e-05-0.00019743i,-0.00085682+0.00048935i,-0.0011357+0.00041738i,-0.0004875-0.0005575i,-5.5122e-06-0.00074619i,0.00014069+0.00019377i,0.0002434+0.00035763i,0.00040115+0.00036793i,-0.0001111+0.00069438i,7.8812e-05+0.00037683i,0.00097619+0.00027739i
0.00030649-0.00044616i,0.00050619-0.001346i,-0.0010647-0.0013108i,-0.00075692-0.00041453i,0.00066492+0.00094296i,0.0012952+0.00073369i,0.0013747-9.7523e-05i,0.0015774-0.00050712i,0.0011468-0.00084057i,0.00042748-0.00046734i,0.00029766-0.00010983i,-1.7521e-05-0.00026303i,-0.0004317-0.00070962i,-0.00024638-0.00074629i,-0.00040622-0.00057083i,-0.00028716-8.7448e-06i,-0.0002294-0.00040304i,-3.1169e-05-0.0011451i,0.00055163-0.0007226i,0.00085774-0.00069143i,0.00085414-0.00091465i,0.00066428-0.0011776i,5.7608e-05-0.00091613i
-0.0013641-0.0027868i,-0.0014278-0.0029676i,-0.0017216-0.0026238i,-0.0022251-0.0012007i,-0.0016741-0.00029361i,-0.00024361+0.00065567i,0.00030823+0.00072802i,0.00079465+0.00037723i,0.00071058-0.00036873i,0.00017038-0.00037336i,0.00051091-1.1965e-05i,0.0013309+0.00020796i,0.0018962+0.00095345i,0.0018155+0.0013036i,0.0010715+0.00077767i,0.00010186+0.00025999i,-0.001117+0.00018392i,-0.0011616+0.00018073i,-0.00043984-0.00045373i,-0.00022967-0.00061933i,-0.00045035-0.00046655i,-0.00080087-0.00049028i,-0.00029076-0.00054955i
-0.00084353+0.00142i,-0.0015304+0.0010523i,-0.0013575+0.00047035i,-0.0011652+0.00037574i,-0.00096819+0.00089458i,-0.00044273+0.00036104i,0.00023697+0.00016725i,0.0010323+0.0006678i,0.00053877+0.00046499i,-0.0002989+0.00013608i,9.5538e-05+0.00024829i,0.0010158-3.185e-05i,0.00097937-0.00062219i,0.00028747-0.0010475i,0.00013061-0.00098711i,0.00051294-0.00072258i,0.00058275-0.00065668i,0.00089934-0.00055724i,0.0012123-7.7803e-05i,0.000794+0.00024639i,0.00021452+1.0117e-05i,0.0002552-1.437e-05i,0.00028937+5.4636e-05i
-0.00020147-0.0010743i,-0.00033748-0.0013069i,0.00028208-0.0010785i,0.0007335-0.00093655i,0.0010239-0.0010189i,0.0014362-0.00055586i,0.0020563+8.2609e-05i,0.0024547+0.00013487i,0.002067-0.00071972i,0.0012046-0.0011221i,-0.00051585-0.00051772i,-0.0009788-7.8637e-05i,-0.00084524+0.00045106i,-0.00095972+0.0011807i,-0.00051729+0.0009539i,-0.00028783+7.0182e-05i,1.3846e-05-0.0005763i,0.00012154-0.00036468i,-0.00036974-0.0001675i,-0.00025521+4.8332e-05i,5.5524e-05+5.4489e-06i,-9.8181e-05-0.00028096i,-0.00040214-0.00070225i
0.00064426-0.0020142i,-0.0002661-0.0019516i,-0.0016383-0.0019152i,-0.0022865-0.0014629i,-0.0016109-0.0010909i,-0.00016164-0.00086475i,0.00050832-0.00056355i,2.0014e-05-0.00069253i,-0.00053598-0.0012928i,-0.00050385-0.0010477i,0.00029471+1.314e-05i,0.00044343-0.00013884i,8.0414e-05-0.00061396i,7.7819e-05-0.00027974i,-0.00052088-9.8837e-06i,-0.00045238-0.00046329i,0.00012019-0.00025745i,0.00010491+5.9399e-05i,-0.00087928-0.00027026i,-0.00059561-0.00050722i,-4.6267e-05-0.00038888i,-0.00031984+0.00031058i,0.00021199+0.00075664i
-0.0036459-0.00088881i,-0.0025651-0.0014888i,-0.0022969-0.0022205i,-0.00088358-0.00033985i,0.00093022+0.0014737i,0.0015989+0.00088749i,0.0011675+0.00099135i,0.00033996+0.0015442i,-0.0003744+0.00076528i,-0.00035134+0.00032595i,-4.5946e-05+0.0013076i,-0.00055488+0.0014872i,-0.0002936+0.0010074i,0.00021151+0.00051686i,0.00057162-0.00028215i,0.00073021-0.00020778i,0.00042589-0.0004002i,9.3423e-05-0.00085507i,2.5977e-06-0.00059992i,-0.00010767-0.00058468i,-0.00044121-0.00032829i,-0.00079828-0.00065845i,-0.00040583-0.001448i
-0.0029015-0.0018923i,-0.0020877-0.002072i,-0.0030058-0.00068374i,-0.0024144+0.00095627i,-0.00048652+0.0025039i,0.00039822+0.0022594i,0.00021218+0.001242i,0.00048428+0.0005907i,0.0006329+0.0003508i,0.00037498+0.00051694i,0.0010208+0.00028433i,0.00091284-0.00035103i,0.00034278-0.00071957i,0.00061202-0.00086663i,0.0010034-0.00068901i,0.0006733-0.00050642i,-0.00025308-0.00023789i,-0.00038156-3.0596e-05i,-0.00020511-0.00021861i,-0.0001256-0.00028711i,0.00053346-7.2303e-05i,0.00025195+0.00020505i,-0.00066798-0.00035696i
-0.00080471-0.00076825i,-0.001732-0.0019743i,-0.0018814-0.0016775i,-0.00092327-0.0011073i,0.00058318-0.00076101i,0.00095654+0.00047187i,0.0011419+0.00092473i,0.0019576+0.00071003i,0.0011996-0.00016279i,-5.8581e-05-0.0010367i,-9.4296e-05-0.001042i,-0.00021927-0.00061311i,0.00028194-0.00053982i,0.00035388-0.0010445i,-0.00035122-0.0015882i,-0.00046686-0.0010798i,-0.00023814-0.00024667i,-0.00014843+0.00059968i,-5.3965e-05+0.00043688i,9.427e-05+0.00048035i,5.5384e-07+0.00039032i,-0.00038588-0.00011385i,-0.00020967-0.00024972i
-0.00043355-0.0013672i,-0.00027713-0.0021525i,-0.0006155-0.0020005i,-0.0002706-0.00039i,0.00048466+0.0014201i,0.00075302+0.0018496i,0.0014727+0.0011892i,0.0012846+0.00059685i,0.00038231+0.00034072i,0.00041442-0.0001077i,0.00087789-0.00031326i,0.0010552-0.00028781i,0.00087619+0.00018339i,0.000498+0.00050738i,-0.00037605-0.00018988i,-0.00093872-0.000133i,-0.00036195+0.00037556i,0.0008191+0.00036205i,0.00085816+6.737e-05i,4.1803e-05+0.00030072i,0.00046323+0.00066702i,0.00018466+0.0013455i,-4.4334e-05+0.0010985i
-0.0012433-0.00011238i,-0.0011065-0.00086342i,-0.0015025-0.0010332i,-0.00046609-0.0011824i,0.0014752-0.0014099i,0.0018572-0.0016868i,0.0014069-0.0010774i,0.0013184+0.00025519i,0.0012651+0.00092252i,0.00072262+0.00049879i,0.00031222+0.00016602i,0.00062723-5.7764e-05i,0.00094073-6.9538e-05i,0.00074551+0.0001403i,0.0002905-0.00031533i,0.00040413+8.0018e-05i,0.00020516+0.00035399i,-6.591e-05-0.00012108i,0.00047942-0.00028511i,0.0008203-0.0004661i,0.00036354-0.00081461i,0.00025353-0.00055498i,0.00057004-0.00070443i
-0.00012073-0.0015537i,-0.0017847-0.00068501i,-0.0017238-0.00032135i,-0.0010203+0.00029679i,-0.00093875+0.00072931i,-0.0004236+0.00059717i,-0.0005322+0.00080582i,-9.0029e-06+0.0010381i,0.0011398+3.576e-05i,0.00066325-0.00045127i,0.00035774-4.7206e-05i,0.00061691-0.00063208i,0.00062652-0.0012482i,0.00080571-0.00085925i,0.0007738-0.00026466i,0.00075538-7.0761e-06i,0.00038113-0.00047341i,7.2956e-05-0.00062499i,0.00037979+6.6621e-05i,0.00023259+0.00058106i,-0.00042778+6.4565e-06i,-9.9615e-05+7.224e-05i,0.00051527+0.00025603i
0.0016214+0.0010875i,0.0013284+0.00018983i,0.00071001-0.0016509i,-0.00047357-0.0021977i,5.6617e-05-0.0015753i,0.00097789-6.3621e-05i,0.00087024+0.0010775i,0.0012092+0.00079643i,0.0014909-0.0005426i,0.00076347-0.0012942i,0.00068371-0.00096322i,0.0010258+7.7786e-05i,0.001007+0.00038835i,0.00069256+0.00012041i,-7.2048e-05+0.00050886i,-2.1645e-05+0.00041918i,0.00030641+9.1582e-05i,0.00038063-0.0003017i,0.00083008-0.00062607i,0.00088139+0.00013426i,0.00078898+0.0010211i,0.00061294+0.0008292i,0.00019923+0.00016592i
0.0011639-0.0015725i,0.00043248-0.0010531i,-0.00065012-0.0012328i,-0.0015825-0.0011387i,-0.0014375-0.00059842i,0.0001168+0.00010342i,0.0017218+0.00011832i,0.0020145+0.00047414i,0.0013356-0.00021392i,0.00049688-0.00061497i,0.00011978+0.00040159i,0.00050382+0.00061477i,0.00064854+0.00095415i,-0.00023843+0.0010996i,-0.0011258+0.0010964i,-0.0010284+0.00085315i,-0.00047152-0.00023412i,0.0006302-0.00068891i,0.0005955-0.00030605i,0.0007272+0.0001758i,0.0013813-0.0001573i,0.0011581-0.00050613i,0.00094578-0.00035137i
-0.0024481-0.0015635i,-0.0015389-0.00069526i,-0.00057404-0.0010479i,0.00021326+0.00073041i,0.00078205+0.0011634i,0.00071984-4.5874e-05i,0.00050487+0.00044242i,0.00050228+0.00026225i,-0.00017804-0.0011825i,-0.00092273-0.0011899i,-0.00064382-0.00030196i,2.0219e-06-0.00012294i,0.00043588-0.00034067i,0.00032979+0.00024908i,-0.00029957+0.00019044i,-0.00086315-0.00020134i,-0.00024534+0.00011967i,0.00067038+0.00010102i,0.00045801+0.00021398i,-0.00022673+0.0001618i,-0.00047135+8.0917e-05i,-0.00034892+0.00049585i,0.00076102+0.0010321i
-0.0019852-0.00078029i,-0.002031-0.00036659i,-0.00191-0.0004807i,-0.0017055-0.00067153i,-0.00032919+0.00012041i,0.0014338+0.00018336i,0.0015291+0.0005765i,0.0015546+0.00083637i,0.0013042-0.00075452i,0.00081503-0.0010921i,0.00083338-0.00035665i,0.0004509-0.0006339i,-0.00034518-0.00084154i,-0.00097831-0.00073555i,-0.00099722-0.00064169i,-0.00058337-0.00069841i,-7.1848e-05-0.00085699i,0.0009007-0.00020263i,0.0016691+0.00058329i,0.0010186+0.00061009i,0.00026242+0.00079406i,-3.6799e-05+0.00031771i,-0.00064557-0.00018028i
0.00031785-0.000125i,-1.9949e-05-0.00068492i,0.00021918-0.00046273i,0.00063826+0.00063225i,0.00047234+0.00047298i,0.00050236-0.00011661i,0.00088654-0.00019001i,0.0012391-0.00030111i,0.0015472+5.0043e-05i,0.0012555+0.00078785i,0.00073541+0.0012749i,0.00039612+0.00035279i,-0.00036611-0.0004796i,-0.00033566-0.0004212i,0.0003055-0.00055227i,0.00067611-0.00094895i,0.00073005-0.0010806i,0.00069242-0.0010472i,0.00071705-0.00039087i,0.00056414-0.00028538i,5.6264e-05-0.00099247i,-0.00036117-0.0010725i,-0.00021218-0.00037887i
0.0004497-0.0020034i,0.00060108-0.0021141i,-0.0014387-0.0017699i,-0.001623-0.001368i,-0.00067271-0.00026635i,-8.7577e-05-2.7366e-05i,0.00090481+8.61e-07i,0.0015492-0.00013609i,0.00079477-0.00088795i,-0.00017186-0.00061544i,-0.00010162+0.00024785i,-0.00028885+0.0001368i,-0.0010487-0.000288i,-0.00088625-0.00051809i,-3.7468e-05-0.00037575i,0.00015374-0.00010074i,0.00023454+0.00036478i,0.00015756+0.00026647i,0.0004869+0.00016193i,0.00050713+0.00020852i,0.00053041-9.4117e-06i,0.00037196+0.00072966i,-0.00067374+0.00064158i
0.0013326-0.0034571i,0.0013288-0.0031468i,3.8758e-05-0.0027899i,-0.00098771-0.0018154i,-0.0010738-0.00033278i,0.00018156+0.0014735i,0.00078443+0.0017801i,0.00081049+0.00063301i,0.0011867-7.893e-07i,0.00060688-0.00015809i,-6.7279e-05-4.296e-05i,0.0001029+0.00028518i,0.00012025+0.00081061i,8.8637e-05+0.00085698i,-0.00025838+0.00031269i,0.00025304-0.00081571i,0.00080058-0.00082916i,0.00051264-0.00082268i,0.00059332-0.0013139i,0.00071592-0.00048725i,0.00088473+0.00029615i,0.00021138+0.00015788i,-0.00029942-0.00069103i
0.00013917-0.00098974i,-0.00023226-0.0019226i,-0.0024667-0.0012028i,-0.0022893-0.00013112i,-2.3417e-05-0.00025572i,0.00076423-0.00036952i,0.00064466+0.00054115i,0.00099804+0.00089654i,0.00075084+0.00011645i,0.00087285-0.00053926i,0.0010516-0.00033381i,0.00095923-0.00041083i,0.0014385-0.00098702i,0.0011847-0.00046782i,0.00032515+0.00025654i,0.00042591+0.00037715i,0.00096911+0.00046632i,0.00090585-0.0003491i,0.00042358-0.0013966i,-0.00024966-0.00070732i,-2.4139e-05+0.00033117i,-0.00017543-8.5825e-07i,-0.00075886-0.00073826i
0.00040241+0.0018401i,0.0015022+0.00072413i,0.0014656-0.00017664i,0.0019299-0.00029212i,0.0024452-2.4218e-05i,0.0025621-0.00057349i,0.0025514-0.0005497i,0.0020583+0.00024071i,0.0011766+3.7627e-06i,0.0010824-6.1701e-06i,0.001321+0.00029013i,0.00085541-1.0151e-05i,0.00072561-0.00028931i,0.00031088+0.00041633i,-0.00012096+0.00049628i,0.00053225-0.00025348i,0.00021403+0.00033165i,-0.00015885+0.00099877i,0.00020217+0.00093179i,0.00026431+0.00045507i,0.00047887-0.00047502i,0.00055274-0.00029393i,0.00026096+2.9224e-06i
-0.00018438+0.00036091i,-0.0015549-0.00063912i,-0.0022609+0.000775i,-0.0015781+0.0010505i,-0.00030457-0.00058009i,0.00051684-0.0010106i,3.9548e-05-0.00028342i,-0.00036633+0.00018335i,-0.0002305+0.00049226i,8.4784e-05+0.00024719i,0.0005876+7.6496e-05i,-2.4063e-05+5.2079e-05i,-0.0013353+0.00045896i,-0.0014084+0.00051883i,-0.00015505-0.0004962i,0.00062658-0.00042292i,0.00042644+0.00034597i,-8.7332e-05+3.9229e-05i,-0.0001702-0.00037327i,0.00034675-9.7822e-05i,0.00016489+0.00018888i,-0.00012549+0.00034849i,-0.00013053+0.00026759i
