0.001443-0.00024342i,0.001269-0.00094309i,-9.8215e-05-0.0018853i,-0.0019417-0.001364i,-0.0038242+0.00017504i,-0.0038403+0.0024705i,-0.0014447+0.0039073i,0.00082618+0.0035573i,0.0015629+0.0019129i,0.0012518+0.0007533i,0.00039822-7.6034e-05i,-0.00035265-0.0011377i,-0.0014786-0.0005243i,-0.0014854+0.00055961i,-0.00063006+0.00015002i,0.00017075-0.00030565i,0.00050466-0.00060324i,0.00036138-0.00061915i,0.00023112-0.00055043i,-0.00030225-0.00027462i,-0.00023474-6.3109e-05i,4.8097e-05+0.00033593i,-7.0064e-05+6.7139e-05i
1.4061e-05+0.0019944i,0.00055467+0.0029513i,0.0012511+0.0031536i,0.001758+0.0035656i,0.0018226+0.005054i,0.0017292+0.0044254i,0.0020214+0.0024818i,0.0017166+0.00053753i,0.0016758-0.0010391i,0.0017646-0.0011945i,0.0012702+1.9883e-05i,0.00059329+0.00066627i,0.00080052+0.00056155i,0.00084345+0.00035187i,4.7631e-06+0.00018262i,-0.00038388+6.4899e-05i,1.9688e-05-0.0004217i,0.00028474-0.00064565i,0.00055298-0.00014202i,-0.00011643+0.00055898i,-0.00088118+0.00050008i,-0.00036085+0.0011246i,-0.00039438+0.0011124i
-0.00020739-8.4005e-05i,-0.00050931-0.0002297i,-0.00034701+0.00072615i,-0.00021502+0.001242i,-0.00021356+0.0018507i,0.00062602+0.0027223i,0.0018863+0.0028262i,0.002591+0.00166i,0.0027589+0.00076231i,0.0020048+0.00010007i,0.00089301-0.00054424i,-3.589e-05-0.00067709i,-8.4866e-05-0.00050314i,0.00014963-0.00015705i,2.941e-05+0.00010611i,0.00047562+0.00029154i,0.0001709+0.0002319i,-0.00051664+4.2685e-05i,-0.00019428-0.00051658i,-0.00026846-0.00046304i,-0.00067842+8.3163e-05i,-0.00051407+0.00033477i,0.0002027+0.00062434i
-0.0012421+0.0027184i,-0.00073602+0.0020595i,0.00023951+0.0013582i,0.00037169+0.0012913i,2.6704e-05+0.002701i,0.00050805+0.0030485i,0.00067684+0.0019929i,0.0009882+0.00097814i,0.001675+0.000824i,0.0015965+0.0006046i,0.00089344-9.6239e-05i,0.00025812-0.00052973i,0.00050565-0.00036436i,0.00080408-4.0982e-05i,0.0004494+0.00016211i,0.00047646+0.00049132i,0.00024537+0.0001554i,0.00034286-0.00096051i,0.00088658-0.0011109i,0.00052228-0.00034374i,-1.0458e-05+0.00030839i,-5.0694e-05-5.3849e-05i,6.8451e-05-0.00053121i
-0.0014218-0.0022523i,-0.00055734-0.0017561i,-0.00025652-0.0013015i,-0.00025227+0.00068503i,0.00027851+0.0027132i,0.0011589+0.0034289i,0.00207+0.0028613i,0.0028077+0.0013654i,0.0026933+0.00023421i,0.0018493-0.00056507i,0.00052159-0.00023937i,-0.00027653+0.0005378i,0.00021142+0.00022867i,0.00082318+0.0008173i,0.00088754+0.0011608i,0.00067438+0.00061465i,0.00035496+0.00022316i,0.00081124-0.00024688i,0.00096135+0.0002762i,0.00025686+0.00094403i,0.00045592+0.00068308i,0.00022009-0.00010756i,-0.00021749+0.0005798i
0.00060802-0.0024485i,0.00092926-0.001704i,-0.00034833-0.0024592i,-0.0020809-0.0016315i,-0.0021924+0.00091108i,-0.00051981+0.003262i,0.0011034+0.002615i,0.0024453+0.00027123i,0.0020331-0.00043154i,0.0013256+9.0969e-05i,0.00098075+0.00024974i,0.00018041+0.00028674i,4.0588e-05+0.00030969i,0.00042207+1.0174e-05i,0.00014629+0.0001133i,-0.00013062+0.00019206i,0.00038296+0.00020821i,0.00016428-0.00071244i,-6.0312e-05-0.0019193i,-0.0002405-0.0015618i,-0.00092137-0.00055904i,-0.00091385-0.00025526i,-0.00039637-0.00019809i
-0.0013539+0.0010431i,-0.001411+0.00080115i,-0.00039959+0.0013443i,-0.00036924+0.0015064i,0.00050131+0.0028492i,0.0019061+0.0044781i,0.002364+0.0027917i,0.0028238+0.0010036i,0.0022188+0.00060037i,0.0016652-0.00062166i,0.0010661-0.0012782i,-0.00041451-0.00065251i,-0.001407-0.00037789i,-0.00077311-0.00040784i,-0.00019145-0.00027498i,-9.5123e-05-0.0004816i,-0.00013103-0.0007506i,0.00020013-0.00052525i,0.00041322-0.00025815i,0.00027601-0.0011876i,0.0001625-0.0017337i,2.2983e-05-0.0012191i,0.00011684-0.00027745i
-0.00040093-8.7967e-07i,-0.001036+0.00065264i,0.00044214+0.0018005i,0.00080047+0.0035372i,-1.8645e-05+0.0042251i,4.1402e-05+0.0033826i,0.00040604+0.0018185i,0.0014578+0.0008944i,0.0022881+0.00072168i,0.0020546+3.4197e-05i,0.0014733-4.844e-05i,0.0011346+2.6041e-05i,0.00062849-0.00046993i,0.00026711-0.0010879i,0.00050112-0.00065466i,0.00099366+7.9433e-05i,0.00098913+0.00064451i,0.0001573+0.0007155i,-0.00088743-0.00017262i,-0.001313+0.00025164i,-0.00090442+0.00074699i,-0.00047547+0.00052868i,-0.00024204+0.00032208i
-0.00037567-0.0012105i,-0.00032573-0.00032915i,-0.00071785-0.0011128i,-0.0016192-0.00070534i,-0.0021382+0.00087674i,-0.0013711+0.0024192i,0.00066646+0.0030934i,0.0023484+0.0013254i,0.0019731-0.0010312i,0.00077897-0.0015115i,-1.6506e-05-0.0010153i,0.00032585-0.00086593i,-1.8576e-05-0.00077183i,-0.0009963-0.00028298i,-0.0003062+0.00012162i,0.0003269-0.00069265i,0.00027972-0.00075931i,0.00075007-0.00063199i,0.00085524-3.2592e-05i,0.00016044+0.00079807i,-0.00033188+0.0010931i,-0.00064115+0.0016001i,-0.00088675+0.00087424i
-0.0013483+0.0029161i,-0.00077005+0.0029354i,-0.0013859+0.0033329i,-0.0011975+0.0040332i,0.00069542+0.0048549i,0.0019065+0.0043778i,0.0021883+0.0029853i,0.0022762+0.0009784i,0.0021801-5.4536e-05i,0.0023442-0.00026999i,0.0022619+0.00018288i,0.0020255+0.00039284i,0.0012082+0.00059212i,0.00024619+0.00034661i,3.0008e-05-1.0298e-05i,0.00052465+0.00040473i,0.0011062+0.00081551i,0.00032586+0.00033347i,-0.00068936-0.00074261i,-0.0005979-0.00068056i,-0.00018309+0.00084877i,-0.00047635+0.0018871i,-0.0004589+0.0011221i
-0.0014469+0.00021237i,-0.00046914+0.00068985i,-0.0014207+0.0020089i,-0.0018815+0.0029349i,-0.0020868+0.0029468i,-0.00047718+0.0027745i,0.0012412+0.0024894i,0.0015381+0.0013835i,0.0022087+0.00092048i,0.0021112+0.00057069i,0.00065546-0.00056823i,0.00019119-0.00086149i,0.00026612+8.3967e-05i,-0.00019943+0.00038444i,-4.7469e-05+0.00036515i,2.0997e-05+0.00097881i,0.00018775+0.00061274i,0.00035537-0.00048073i,-8.1032e-05-0.00071733i,-0.00081003-0.0004773i,-0.00090966+0.00026198i,-0.00017445+0.0010159i,-4.2656e-05+0.0013071i
-0.0031289+0.002128i,-0.0027238+0.0022123i,-0.0018512+0.0021862i,-0.00090124+0.0020153i,0.00016529+0.0033121i,0.00035659+0.0040575i,0.00091489+0.002996i,0.0018253+0.002377i,0.0023384+0.0017634i,0.0022317+0.00078121i,0.0015275-0.00012587i,0.0010801-0.00070955i,0.00044645+0.00035167i,-1.0287e-06+0.001711i,0.00021743+0.0017522i,0.00030405+0.00062777i,6.9688e-05+2.2481e-05i,-0.00033078-0.00013489i,-0.00020368-0.00012436i,-0.00032162+0.00050022i,-0.00074662+0.00081888i,-0.00063611+0.00049227i,-0.0004293+0.00022443i
-0.00036549+0.0013303i,-0.00062314+0.001713i,-0.00046594+0.002708i,-5.1801e-05+0.0032371i,-0.00033697+0.0036393i,-0.00047148+0.0028981i,0.00011975+0.0018131i,0.0012183+0.0010702i,0.0018816+0.00075435i,0.0014909+0.00019349i,0.00070275-9.0393e-05i,0.00045619-0.00019734i,0.00056035-8.813e-05i,0.00051507-5.8452e-05i,0.00037408+0.00014694i,0.00015787+0.00066695i,-0.00038693+1.0324e-05i,-0.0010512-0.00068163i,-0.00095546-0.00017354i,-0.00063183-0.00017018i,-0.00028344-0.00028289i,0.00030821+0.00030953i,0.0008924+0.00035122i
0.0021087-7.9353e-05i,0.0027859-4.2103e-06i,0.0021592+1.4925e-05i,0.00078309+2.4259e-06i,-0.00030973+0.0010704i,-0.00033923+0.0026074i,0.0011415+0.0021547i,0.0023338+0.00086343i,0.0019944+0.00022881i,0.0011189-0.0001563i,0.0013885-0.00039304i,0.00092505+0.00038581i,0.00037217+0.00074436i,0.00047956-0.00054311i,0.0008314-0.001125i,0.00095521-0.0005059i,0.00064768+5.1098e-05i,0.00016928-0.00015485i,-0.00041633-0.00046758i,-0.00043985+0.00040356i,-0.00047114+0.0011938i,2.7334e-05+0.0013116i,0.00047788+0.0011467i
0.0020053-0.0034192i,0.0010389-0.0027114i,2.9543e-05-0.0026116i,-0.0010743-0.0021178i,-0.0011045-2.8638e-05i,-0.00059044+0.0019936i,0.00046519+0.0017223i,0.0017662-2.7104e-05i,0.0018461-0.00043705i,0.00052168-0.00010666i,-0.00080309+0.00023251i,-0.0015116+0.00029529i,-0.0016083-0.00015241i,-0.0011624-0.00038881i,-0.00076584-0.00044868i,-0.00049767-0.00027197i,0.0001652-0.00017459i,0.00014331-9.4925e-05i,0.0004921-6.7163e-05i,0.00083845+0.00020201i,0.00074506+0.00079831i,0.00048179-1.316e-05i,0.00015614-0.00074257i
-0.00093372-0.00047568i,-0.00064385-0.001506i,-0.00057479-0.0023017i,-0.0016743-0.00068587i,-0.0033854+0.0019426i,-0.0023277+0.0042155i,0.00056025+0.0039372i,0.0013379+0.001875i,0.00084864+0.00038602i,0.0016363-0.00043948i,0.0018464-0.00024256i,0.0013277-0.00057001i,0.0010672-0.00056644i,0.0001632+0.00034933i,-0.00042991+0.0015526i,-0.00040574+0.0012031i,-0.00072331+0.00023871i,-0.00043537+0.00028066i,0.00023992+0.0005309i,0.00043996+0.00055578i,0.00043562+0.00052597i,0.00079274+0.00035288i,0.0005146+0.00029763i
0.00088908+0.0020566i,0.00090984+0.0024854i,0.0011447+0.0026153i,0.0010866+0.0027403i,0.001322+0.003042i,0.0015405+0.0036596i,0.0019467+0.0034348i,0.0020715+0.0015609i,0.0018729+0.0003913i,0.0017261-0.00043355i,0.0013963-0.00085334i,0.00048967-0.00013214i,0.00036116+0.0004552i,0.00081479+6.0133e-06i,0.00049123-0.00027853i,0.00036343-0.00027082i,0.00073581-8.2267e-05i,0.00098797-0.0001657i,0.0011467-0.00011811i,0.00025987+0.0010165i,-0.0011822+0.0013224i,-0.0011425+0.00059455i,-0.00020436-9.7159e-05i
0.00074212+0.00036273i,0.0012869+0.00098483i,0.0012743+0.0010021i,6.1122e-05+0.0014814i,-0.00091215+0.0021345i,-0.00067858+0.0021764i,0.00066283+0.0016242i,0.0013474+0.0007151i,0.0017385-0.00058162i,0.0020238-0.0010717i,0.0011178-0.00025793i,0.00023237+1.5618e-05i,0.00025215-2.1222e-05i,0.00013031+0.00014431i,-0.0003121+0.00054314i,-0.00028516+0.0003442i,-0.00056003-3.7204e-05i,-0.0013219-0.00047566i,-0.00060379-0.0005208i,-0.00040876+0.00031881i,-0.00058761+0.00082969i,-0.00054565+0.00052008i,-0.00037835+0.00013142i
-0.0020843-0.0018501i,-0.0023972-0.00076971i,-0.0031863-0.0015864i,-0.0027549-0.00045809i,-0.0015272+0.0026572i,-0.00070319+0.0042391i,0.00059499+0.003742i,0.001544+0.0027001i,0.0016387+0.001802i,0.0016884+0.0009594i,0.0010403+0.00050016i,-0.0004085+0.00070849i,-0.00093762+0.00048675i,3.3002e-05-0.00029171i,0.00076715-8.2415e-05i,0.00016871-7.7178e-05i,-0.00022286-0.00040235i,0.00041248-0.00029814i,0.00036073-0.00071526i,0.00015858-0.0011202i,0.00026747-0.00038267i,7.6703e-05+0.00051423i,0.00049068+0.00032154i
-0.0015818+0.00069526i,-0.00048375+0.00062826i,-0.00033804+0.0015204i,0.00015614+0.0020873i,0.0013967+0.0025451i,0.0028351+0.0031254i,0.0026289+0.002788i,0.0023199+0.0018756i,0.0032032+0.0014212i,0.0026953+0.0015665i,0.0008952+0.00095296i,0.00022032-0.00060744i,0.00031613+6.0126e-05i,0.00042177+0.0014794i,0.00081644+0.0013145i,0.00091188+0.0010543i,-0.0002066+0.00064167i,-0.0010649-5.545e-05i,-0.00094034+0.00018187i,-0.00073433+0.00060836i,-0.00067396+0.0003846i,-0.00010051+0.00050616i,0.00073255+0.0004035i
0.0013996-3.8424e-05i,0.0011366-0.00023736i,0.00093319-7.6058e-05i,0.00093131+0.00078886i,0.00053309+0.0023788i,0.0006699+0.0032725i,0.0011337+0.0020394i,0.002024+0.00056941i,0.0022527-0.00043015i,0.0020713-0.0013235i,0.0018374-0.0013181i,0.0010003-0.00094301i,0.00088153-0.00071655i,0.0010572-4.9244e-05i,0.0007764+0.00032286i,0.00014641+0.00035658i,-0.0003865-8.725e-05i,-0.00062524-0.00050865i,-0.0010532+0.00051777i,-0.00069323+0.0013419i,-0.00036407+0.00082542i,-0.00093404+0.00052672i,-0.0008468+0.00099649i
-0.0024342+0.0005546i,-0.0024594+0.00016781i,-0.0031769-0.00012957i,-0.0032181+0.00088072i,-0.002041+0.002537i,-0.00012377+0.0035811i,0.0013665+0.0025592i,0.0017755+0.0013114i,0.00098003+0.0010045i,0.00066792+0.00043962i,0.0010949-2.4761e-05i,0.00090225+0.00024568i,0.00042225-0.00019138i,6.0868e-05-0.00071984i,7.8284e-05-0.00032978i,0.00051631+0.00031541i,0.00039055+0.00048313i,-0.00011258-0.00031923i,-0.00044041-0.00020124i,-0.00090884+0.00044658i,-0.00062042+0.0008682i,-0.00030317+0.0010197i,-0.00027883+0.00074824i
-0.00082745+0.00099549i,2.9065e-06+0.00059091i,0.00078136+0.00077646i,0.00057567+0.0015137i,1.2959e-05+0.0019754i,-1.9797e-05+0.0023392i,0.00086419+0.0018376i,0.0019894+0.0013769i,0.0016276+0.0013609i,0.0016532+0.001152i,0.0018515-6.7141e-06i,0.0014566-0.00037243i,0.0011085+0.00029187i,0.00071807+9.0714e-05i,0.00067492+0.00029391i,5.7653e-05+0.00074373i,-0.00022527+0.00041697i,-0.00036691+0.00029085i,-0.00079945-0.00044138i,-0.00093662-0.00050938i,-0.00059351+0.0003182i,-0.00038717-0.00033157i,-0.0004525-0.00053152i
0.00057103-0.00064806i,0.00056467-0.00023387i,0.0007908-0.00023004i,0.00042088+0.0014884i,-0.00056791+0.0038418i,-0.00080883+0.004603i,0.001024+0.0036261i,0.0027128+0.0014732i,0.0025459+0.0007323i,0.0016893-8.8667e-05i,0.00040667-0.00073724i,-0.00030902-0.00023863i,-0.0003246-0.00023199i,-0.00048926-0.00078618i,-0.00016298-0.00085962i,-0.00017601-0.00024421i,-0.00018788-8.0319e-05i,0.00011008-0.00044564i,0.00043945+0.0001198i,0.00084437+0.00038255i,0.00090288+0.00043585i,8.0844e-05+0.00055527i,-0.0010587-0.00010581i
0.00019955-0.00059869i,-0.00026407-0.0008881i,-0.00083863-0.00074752i,-0.0017601+0.00039689i,-0.0021607+0.0017209i,-0.00053693+0.0027386i,0.0012153+0.001945i,0.0020978+0.0011186i,0.0027268+0.0011849i,0.0018969+0.0010238i,1.2213e-06+0.00017608i,-0.00077572-0.00063883i,-0.00024176-0.00052734i,-8.8689e-05-3.4691e-05i,0.00032147+4.496e-05i,0.00015753-0.00037111i,-0.00040781-0.00074787i,-9.4336e-05-0.00083832i,0.00042375-7.4068e-05i,-1.5438e-05+0.00053669i,-0.00013584+0.0002979i,-5.9566e-05+0.00094488i,0.00031076+0.00099897i
-0.0017092-0.00067803i,-0.0013342-7.7706e-05i,-0.00023992+0.00057822i,0.0006349+0.0015043i,0.00072112+0.002406i,0.0010363+0.0020689i,0.001196+0.0012993i,0.0018304+0.00020466i,0.0024389-0.000638i,0.0018365-0.00012582i,0.0013054-6.1036e-05i,0.00087389-4.8524e-07i,0.00018264+0.00028505i,-0.00010134+0.00073904i,-7.8848e-06+0.00059658i,0.00039372-6.0559e-06i,0.00064323-0.00032105i,0.00036305-0.0011792i,0.0001722-0.0011542i,-0.00024822-6.1669e-05i,-0.00058014+0.00046977i,-0.00043842+0.00050872i,0.00055152-3.2397e-05i
-0.0013637-0.0011576i,-0.00085644-0.0006116i,-0.00056336+0.000442i,-0.001675+0.0012562i,-0.0015735+0.002354i,-0.00018787+0.0037665i,0.00044759+0.0032074i,0.00099239+0.00083815i,0.0014103-2.254e-05i,0.0016807-0.00032768i,0.001088-0.00017978i,-0.00015536+0.00048676i,-0.00019385+0.00023857i,-0.00026603+6.3448e-05i,-0.00012723-0.00046735i,0.00041103-0.001481i,0.0007207-0.0015118i,0.00042323-0.00059853i,0.00014327-0.00034381i,0.00043186-0.00020671i,0.00020553+1.776e-05i,0.00010477+4.1436e-05i,-0.00032515+0.00043019i
0.0010735-0.00029345i,0.0013751-0.0011843i,0.0012372-0.0011614i,3.711e-05-0.0011578i,-0.0012585+0.00033199i,-0.0018207+0.0024716i,-0.00029314+0.0023663i,0.0014545+0.00082075i,0.0020499-0.00024067i,0.0015951-0.00050954i,0.00090276-0.00055911i,0.0003633-0.00025955i,7.0201e-05-0.00022101i,-3.721e-05-0.00066687i,0.0001394-0.00059939i,0.00030163-7.1189e-05i,-5.4142e-05+0.00018508i,-0.00088027+0.00036568i,-0.00053579+0.00041827i,0.00013102+0.00062772i,-0.00010455+0.0013087i,-8.8177e-05+0.0010065i,0.00041831+0.00058135i
-0.00024896-0.00061357i,-0.0002769-0.00051954i,3.2522e-05+0.00032516i,0.00048181+0.0021115i,0.00040647+0.0034821i,0.00092058+0.0039449i,0.0019774+0.0035755i,0.0023621+0.0024619i,0.0015586+0.0015654i,0.00046846+0.0011285i,0.00012467+0.00067593i,-0.00023136+0.00049256i,0.00014401-0.0003457i,0.0006477-0.00067144i,0.00046501-2.41e-05i,0.00062652+0.00013337i,0.0010113+0.00046552i,7.531e-05-0.00017514i,-0.00083269-0.00055829i,-0.00073196+3.1284e-05i,0.00048519+0.00048681i,0.00076767+0.0006597i,0.00044618+0.00069443i
0.0015519+0.00085743i,0.002076+0.0014901i,0.0017187+0.00052393i,0.0012239+0.0014597i,0.0014278+0.0028549i,0.0015646+0.0029642i,0.0017194+0.0021696i,0.0024177+0.0007479i,0.0023848-0.00043428i,0.0018855-0.0001038i,0.0014754+0.00053025i,0.0011177-0.00016945i,0.0012609-0.0011324i,0.0014379-0.0014097i,0.0010974-0.00079923i,0.00055137-3.4646e-05i,0.00026212+0.00015818i,0.00032374-0.00029347i,0.00020408-0.00057263i,7.0573e-05+0.00041541i,0.00056493+0.0013403i,0.00048801+0.0012548i,-0.00035854+0.00021106i
-0.00022557-0.0020645i,0.00022556-0.0024948i,-8.5791e-05-0.0015858i,-0.0012409-0.00062466i,-0.0019603+0.0015125i,-0.0011955+0.0033053i,0.00085461+0.0034044i,0.001804+0.0020061i,0.0018914-7.7627e-05i,0.0010534-0.00079012i,0.00036895-0.00026311i,0.00026472+0.00049348i,0.00024049+0.00094391i,-0.0003425+0.00037801i,-0.00013394+0.00011827i,0.00088717+0.00087921i,0.0010923+0.0011779i,0.00053862+0.00046451i,0.00027027+3.8177e-05i,0.00040024+2.9268e-05i,0.00059262+0.00027761i,0.00063149+0.00039542i,0.00056803+0.00018009i
-0.0025306+0.00089913i,-0.0022155+0.0013836i,-0.0020058+0.0021398i,-0.0012363+0.0032791i,-0.0010707+0.0047357i,-1.1705e-05+0.0052801i,0.0013304+0.0035351i,0.0020457+0.0021961i,0.0027749+0.001382i,0.0025077+0.0010241i,0.0015994+0.0013032i,0.00116+0.001409i,-2.9429e-05+0.0015583i,-0.00075138+0.0013199i,-0.0003317+0.00042782i,-0.00018082+0.00035744i,-0.00044086+0.00050794i,-0.00022261+0.00010686i,6.7105e-05-0.00012718i,-0.00016999+0.00085821i,-0.00031637+0.0015378i,-0.00062306+0.0017121i,-0.0010275+0.0015467i
0.0024457+0.0011199i,0.0025418+0.0010514i,0.0020686+0.00097039i,0.00094607+0.00083701i,-0.00028783+0.0012425i,-0.00040496+0.0020938i,0.0010845+0.0017188i,0.0023806+0.00078084i,0.0021365+0.00051313i,0.0014653+6.3784e-05i,0.00085194-0.00028239i,0.00050876+6.3949e-05i,0.0008791-0.00018589i,0.00082425-0.0005393i,3.6572e-05-0.00033267i,0.0001802-0.00026959i,0.00069009-5.2654e-06i,0.00065589+2.4218e-06i,-2.3895e-05-0.00013117i,-0.00020672-5.6698e-05i,0.00012822+0.000545i,7.7813e-05+0.0011716i,-0.00063347+0.00059731i
-0.0004097-0.0017961i,-0.00026915-0.0022905i,0.00096053-0.0029911i,-0.00085737-0.0020862i,-0.0030159+0.00065554i,-0.0025029+0.003015i,-0.00011539+0.0031166i,0.0016707+0.0019895i,0.0017641+0.00031055i,0.0013537-0.00066481i,0.00031123-0.0005512i,-0.00087066-0.00053946i,-0.00069927-0.0005075i,-0.00051963+0.00024951i,-0.0005981+0.0012344i,-0.00062933+0.0010202i,-0.00032998+0.00016743i,5.847e-06-0.00055136i,0.00031667-0.0004078i,0.00073414+6.749e-05i,0.00018233+6.6717e-05i,-0.00036476-0.00054008i,0.00049369-0.00090789i
-0.0018894-0.0017058i,-0.0023917-0.0022373i,-0.0027568-0.0013159i,-0.0029554+0.00042031i,-0.0025075+0.0028092i,-0.00041997+0.0047761i,0.0020299+0.0039021i,0.0025493+0.00074989i,0.0022039-0.00087572i,0.0017711-0.00034732i,0.0003122+0.00059156i,-0.00012462+0.0009365i,-0.00019679+0.0007882i,-0.00089141+0.00092314i,-0.00088957+0.00060914i,-0.00039879+6.5779e-05i,3.9951e-05+3.8144e-06i,0.00014943-0.00032081i,0.00015497-0.00014939i,-0.00017368-1.8845e-05i,8.1733e-05+0.00059303i,0.00029752+0.00083048i,-0.00018175+8.9952e-05i
0.00043107-0.0010925i,0.0012794-0.0012053i,0.0014404-0.0018016i,0.00021236-0.0014503i,-0.001608-0.00047183i,-0.00093887+0.00059736i,0.0012165+0.0013195i,0.0016914+0.00032357i,0.001689-0.00030317i,0.00095413+0.00073106i,-0.00017355+0.00074403i,-0.00015429-0.00014434i,0.00018011-0.00083196i,0.00010945-0.0011534i,0.00015528-0.00039087i,0.00035636+0.00029991i,0.00019828+9.8301e-06i,0.0002513+8.0168e-05i,0.00056635+0.0005082i,-1.5011e-05+0.00041667i,-0.00065488+0.00044765i,-0.0011853+0.00083357i,-0.00063465+0.00043958i
-0.0020759+0.00018699i,-0.0018933+0.00034498i,-0.0018156-2.4852e-05i,-0.0023586+0.00050693i,-0.0018168+0.0019728i,-0.0005459+0.0036772i,0.0002977+0.0039312i,0.0014099+0.0025177i,0.0020023+0.00083234i,0.0014871+0.00060132i,0.00022738+0.00069416i,-0.00047685-0.00020014i,-0.0005485-0.00028945i,-0.000396+0.00049053i,-8.9078e-05+0.00052061i,0.00029208+5.772e-05i,0.00086142-6.187e-05i,0.00064755-0.00017388i,0.00027286-0.00021295i,-0.0001492-0.0002354i,-0.00053738+8.4973e-05i,-0.00075654+0.000538i,-0.00016656+0.00015639i
0.00087398+0.00090966i,0.00080549+0.0010356i,0.0003944+0.00023174i,-0.0008524-0.00019448i,-0.001399+0.00096643i,-0.0010601+0.0023549i,0.00031818+0.0021387i,0.0017163+0.00073757i,0.0019061-4.9806e-05i,0.001642-0.00020094i,0.0012859-0.00075547i,0.0010929-0.0013541i,0.00066057-0.0003766i,0.00030624+0.00085836i,0.00011181+0.00020475i,0.00066222-0.00021573i,0.0011632-0.00026434i,0.00048398-0.00059136i,-3.5799e-05-0.00037494i,5.2351e-05-3.3138e-05i,0.00046149+0.0004686i,0.00045716+7.1885e-05i,0.00018022+4.3223e-05i
0.0024421-0.0017819i,0.002589-0.0030988i,0.0026496-0.0041188i,0.0011155-0.0023557i,-0.00084456-0.00046467i,-0.00079418+0.001249i,0.00081349+0.0015644i,0.0018897+0.00083255i,0.002302+9.2154e-05i,0.0017128-0.00080527i,0.0010698-0.00098891i,0.00047778-0.00036801i,-0.00045568-6.6853e-05i,-0.00075788-0.00013374i,-0.00055148+4.8148e-05i,0.00018531-7.3422e-05i,0.00041928-0.00061103i,0.00017764-0.00050022i,-0.00026065-0.00045296i,0.00023078-0.000441i,0.00049462-0.00056125i,-0.00013379-9.1788e-05i,-0.00029553+5.5958e-05i
0.00018721-0.0006082i,-0.00018293-0.00068758i,-0.00085679-0.00059211i,-0.0005316-0.00055118i,-0.00063469+0.00019635i,-0.0011054+0.0018726i,-0.00020156+0.0024912i,0.00080838+0.0016503i,0.0012926+0.00057292i,0.0015321+0.00019701i,0.00094802-0.00017885i,-0.00012463-0.00042223i,-0.00045572-0.00055602i,-0.00020482-0.00064572i,7.6237e-05-0.00029616i,0.00012241+0.00018286i,0.00013048+0.00014262i,-2.001e-05+5.3733e-05i,-0.00025868+0.00044509i,-0.00024172+0.00095038i,-0.00044901+0.0011208i,-0.0010438+0.00075065i,-0.00029617+0.00024816i
-0.00088442+9.1876e-05i,-0.00076739-0.00047092i,-0.001658+0.00020222i,-0.0023549+0.00065614i,-0.0022425+0.0013714i,-0.0017693+0.0027824i,-0.00041779+0.0021352i,0.00043813+0.0011073i,0.00037115+0.00064418i,0.00068201+0.00027202i,0.00069035+0.00023999i,0.00013354+0.00052203i,-0.00025967+1.8468e-05i,-1.078e-05-0.00023004i,0.00037087-0.0001785i,0.00091137-5.3181e-06i,0.0010388+0.00021848i,0.0006971-0.00071861i,3.6064e-05-0.0013289i,-0.00024253-0.0010344i,-0.0001425+0.00013894i,-3.3107e-05+0.00067245i,0.00040957+1.6709e-05i
0.0016388+0.0016124i,0.0022024+0.0012212i,0.0018133+0.00083383i,0.00012988+0.0015557i,-0.00070882+0.0021249i,-0.00062+0.0028632i,8.9212e-05+0.0025074i,0.0018707+0.0011513i,0.0024916-0.00014166i,0.0019206-0.00067405i,0.001434-0.0012019i,0.00089706-0.0013612i,0.00032913-0.00091066i,-8.8756e-05-0.0011137i,-0.0001159-0.00067457i,-0.00017546+0.00014476i,-0.00019909-3.9368e-05i,1.9677e-05-0.00065026i,0.00029354-0.00044467i,-0.00016636+0.00023078i,0.00021607+6.3836e-05i,0.00072555-0.0002041i,0.00070495-4.542e-05i
0.00070473-0.0012702i,0.001316-0.0021723i,0.00081475-0.0011186i,0.00047981-0.00044169i,0.00059753+0.00042117i,0.00033229+0.0018656i,0.00046252+0.0015034i,0.00095201+0.00066423i,0.0013837+0.00041379i,0.00070312-0.00049741i,-0.00054603-0.0014655i,-0.0004081-0.0017217i,0.00038664-0.0016433i,0.00033728-0.0014384i,0.0001567-0.00067554i,0.00027943+5.2298e-05i,-0.00020172-0.00031422i,-0.00050775-3.1404e-05i,-0.00039046+0.00063569i,-0.00055001+0.00050468i,-0.00039664+0.00065238i,-0.00027539+0.00066438i,-0.00056991+0.00079702i
-0.0028834+0.0012904i,-0.0032887+0.0023741i,-0.0033757+0.0017106i,-0.0024743+0.0018454i,-0.0011348+0.0035721i,0.00014473+0.0043216i,0.0010411+0.0032093i,0.00099239+0.0019977i,0.00093108+0.001634i,0.0011791+0.00035435i,0.0010168-0.0002583i,0.0012094+0.0012019i,0.00074204+0.0015161i,-0.00020227-0.00017106i,0.00035643-0.00045631i,0.0010112-7.7677e-06i,0.00046818+0.00018487i,-0.00019861+0.00060967i,-0.0006506+0.00026269i,-0.00091273-2.6497e-05i,-0.001049+0.00041434i,-0.00051128+0.00069988i,-8.388e-06-7.0775e-05i
