-0.0030018+0.0017158i,-0.0028261+0.0017079i,-0.0040498+0.0018752i,-0.0033829+0.0019119i,-0.0020492+0.0026734i,-0.00043058+0.0037065i,-0.00010369+0.0034219i,-0.00066524+0.0029617i,0.00017038+0.0027312i,0.00094594+0.0016232i,0.0012813-0.0001617i,0.00095263-0.0011044i,0.00054662-0.00080318i,7.0661e-05-5.2086e-05i,-0.00064203-2.7938e-05i,-0.0006349+0.00025395i,-0.00033389+0.00017452i,0.00012976-0.00031523i,0.00059132-0.00020189i,0.00038593-0.00025949i,0.00056554-0.00051449i,0.00061555-0.00052659i,-0.00014517+0.00043536i
-0.0025265+0.002084i,-0.0012688+0.0019664i,-0.00090655+0.0018653i,-0.00044101+0.0024142i,0.00087399+0.0022498i,0.0020715+0.00065855i,0.0017977-6.1022e-05i,5.1869e-06+0.00021292i,-0.00064232+0.00049177i,0.0004986+0.00050733i,0.00016756+0.00061981i,-0.00046134+0.00039368i,-0.00029218-0.00066535i,-9.7894e-05-0.0019366i,-0.0003714-0.00081832i,-0.00048111+0.00079121i,-0.00016612+0.00077439i,0.00027499+0.00029081i,0.00062818+0.00010722i,0.00028045+0.00017145i,-0.00049573-0.0001979i,-0.00053963-0.0010749i,-0.00046765-0.0013026i
-0.00089129+0.0010825i,3.8469e-05+0.0010159i,0.00089763+0.0013554i,0.00071339+0.0017524i,0.00094884+0.0016083i,0.00091428+0.00066511i,0.00051461-0.00080906i,0.00053843-0.00081636i,-0.00019069-5.908e-05i,-0.00073932+0.00017523i,-0.00041742+0.0003746i,-2.4142e-05+0.00022099i,0.0007453-0.00059462i,0.00075346-0.00087194i,-0.00060644+8.1687e-05i,-0.0012676+0.00037335i,-0.00062737-8.6698e-05i,0.00041302+0.00017435i,-0.00010944-0.00015897i,-0.0013383-0.00093174i,-0.00060407-0.00088464i,2.4331e-05-0.000343i,-0.00027528-0.00087828i
0.00018077+0.0003889i,0.00042466+0.00041036i,-0.0011629+0.00040801i,-0.0022435+0.00095136i,-0.00045323+0.0025275i,0.00043435+0.0028613i,-0.00058006+0.0012132i,-0.00079023+0.00011248i,-2.4933e-05-1.7367e-05i,0.00030783+3.1815e-05i,0.00088399-0.00031489i,0.0012669-0.00057463i,0.0014206-0.00031697i,0.00083155-0.00023582i,-0.00026555-0.00051094i,-0.00040315-0.00099808i,-0.00023611-0.00031689i,0.00020262+0.00017885i,-2.224e-05-0.00045052i,-0.00036212-1.0902e-05i,6.3825e-05+0.00061069i,0.00024279+0.00042206i,0.00021178+0.00065761i
0.0027436+0.0018501i,0.0020998+0.00079015i,0.0016466-0.00054973i,0.0010173-0.0016377i,0.00027054-0.00057459i,0.00026081+0.00048792i,0.00041839+0.00072416i,-0.00054483+0.0006824i,-0.00032777-2.341e-05i,0.00052217+3.9271e-05i,0.00057824-2.3584e-05i,0.00048539-1.536e-05i,0.00032485+0.00031098i,7.3326e-05-5.8972e-05i,-0.00014054+4.1079e-05i,-0.00027914-7.0201e-05i,0.00019539-0.00038813i,0.00039503-0.00016708i,1.1906e-07+7.2593e-05i,-0.00051082+0.00031441i,-0.00029242+0.00064975i,0.00017517+0.00057824i,0.00014496+0.00013981i
-0.0020322+0.0020702i,-0.00063434+0.0022706i,0.00047824+0.0027072i,0.0021476+0.0015961i,0.0032086+0.00032617i,0.0024679-0.00084687i,0.00078668-0.0010909i,-0.00068702-0.00063374i,-0.00094799-9.6686e-05i,-0.0002292+7.2193e-05i,0.00038732+0.00018012i,0.00036664+0.00023726i,0.00012736-0.000269i,-8.0056e-05-0.0011183i,-0.00045375-0.00081675i,-0.00066659-0.00015445i,-0.00015006-0.00021033i,0.00021-0.00027362i,-0.00029701-0.00028053i,-0.00070445-0.00060062i,0.00014183-0.00075625i,0.00048802+0.00011095i,0.00044888+0.00072456i
0.0021654-0.001247i,0.0012322-0.0011149i,0.00033834-0.00075166i,0.00051549-0.00017094i,0.00075017+0.001327i,0.00059702+0.0013447i,0.00040453+0.00060298i,0.00071149+2.5242e-05i,0.0002371-0.00096444i,-1.2043e-05-0.0010996i,4.9972e-05-0.00017759i,-0.00063904+0.00099514i,-0.00021463+0.001124i,0.00038153+0.00062948i,-1.5889e-05+0.00048437i,0.00011389+2.9442e-05i,0.0006206+0.00029245i,0.00023164+0.00098074i,-0.00032392+0.00083647i,-0.000273+0.00042308i,-0.00036269+0.00014868i,-0.00021509+0.00019136i,-0.00047928-0.00030662i
0.00093109+0.0015803i,0.00069054+0.0019072i,-0.0001155+0.0016241i,-0.00084583+0.0012582i,-0.00040081+0.0010523i,0.0004579+0.0012456i,-5.1658e-05+0.00078474i,-0.00063734+0.00026702i,-0.00054678-0.00042984i,-0.00021454-0.0008181i,8.6701e-05-0.00040608i,0.00025738-0.00011987i,0.00043126-0.00083222i,0.00026204-0.001031i,-8.33e-05-0.00066598i,-0.00015444-0.00019146i,-0.00013458+0.00011526i,-0.0005177+0.00010901i,-0.00076452+8.1349e-05i,-0.00062925+0.00060321i,-0.00034386+0.00045659i,0.00019816-0.00013044i,5.6833e-06+0.00011208i
-0.0016387-0.0019229i,-0.0015465-0.001502i,-0.0013855-0.00091983i,-0.0011996-0.00019271i,1.3616e-06+0.00063355i,0.0018068+0.00075526i,0.00214+0.00049042i,0.0001498+0.00016775i,-0.00057447-0.0007995i,0.00047667-0.00080759i,0.0012475+0.00031281i,0.0012718+0.0012017i,0.00061499+0.00067484i,-0.00017867-0.00056898i,-0.00060885-0.00079838i,-0.00055345-0.00040718i,-0.00089136-0.0012532i,1.5842e-05-0.0013825i,0.00046287-0.00048024i,-0.00030633-0.00090942i,-7.8291e-05-0.00073599i,0.00014954+0.00012599i,-0.00032604+0.00028267i
0.00086224-0.0019269i,1.5616e-05-0.00051949i,-0.0013522+0.0006281i,-0.0020506+0.001465i,-0.0011104+0.0013712i,0.00076097+0.00075586i,0.00095572+0.00052615i,0.00047081-0.00022475i,0.0003492-0.00075736i,-1.9583e-05-0.00028755i,-0.00012312+0.00036784i,0.0003714+0.00023428i,0.00024449-0.00043424i,3.2087e-05-0.00072485i,0.00022997-0.00071659i,4.3564e-05-0.00045899i,-0.0008055+0.00029769i,-0.00046173+0.0007117i,0.00019491+0.00030498i,0.00031065-0.00026371i,0.00052176-8.0399e-05i,0.00018135+0.00051296i,-0.00017485+0.00045935i
0.0016864+0.00068106i,0.0015496+0.00012895i,0.0020442-0.00074014i,0.0015585-0.0012374i,0.00062131-0.00093393i,6.3362e-05-0.00045258i,0.00030356-0.00052638i,0.00043997-9.41e-05i,0.00060291+0.00041519i,0.001395-1.1432e-05i,0.0015431-0.00050352i,0.00048183+7.9546e-05i,0.0001005+0.00048605i,0.00010422+0.00034194i,8.5904e-05+0.00099055i,-8.7508e-05+0.00050531i,-0.00072532-0.00051932i,-0.0010214-0.00041521i,-0.0013989-8.3679e-05i,-0.00072291-0.00038418i,0.00072316-0.00024748i,0.00019935-6.2589e-05i,0.00016607-0.00042295i
0.0011585+0.00066573i,0.001319+0.00069711i,0.00093785-7.841e-06i,0.00044447-0.00068543i,0.00068552-0.00025273i,0.00046629+0.0012165i,-0.00033001+0.0016894i,-0.00089148+0.00052602i,-0.00090774-0.0003269i,-0.00033055-0.00016582i,-6.04e-05+0.00022651i,-8.9348e-05+0.00016567i,0.00017763+9.9956e-05i,0.00017909+9.1948e-05i,0.00044034+0.00018263i,0.0014482+0.00049627i,0.0012349-0.00033047i,0.00026602-0.0015639i,-9.0674e-05-0.001051i,-0.00028265-0.00025577i,0.00012786-7.061e-05i,6.6453e-05-0.00042614i,-6.8655e-05-0.00063475i
-0.00082568-0.0035755i,-0.0019425-0.0029672i,-0.0024016-0.0017301i,-0.0021807-0.00048592i,-0.0010452+0.00059918i,-0.00026363+0.0019545i,-1.7548e-05+0.0016348i,-0.00036186-0.00069654i,-0.00022693-0.0020203i,0.00015038-0.0019301i,0.00045534-0.0011899i,0.00041856-0.00013684i,0.00040791-0.00025975i,0.00070459+0.00065568i,0.00059645+0.00079256i,0.00051566-0.00010988i,0.00067466+0.00039746i,0.00019318+0.0010009i,-0.00053585+0.0006287i,-0.00070803-4.0877e-05i,0.00034619+0.00010103i,0.00081832+0.00025023i,-0.00066339-0.00045783i
0.00034879+0.0013709i,-3.8838e-05+0.00090553i,-0.00033268+0.0005792i,-9.2566e-06+0.00096592i,0.00018099+0.00086535i,0.00033884+0.00079174i,0.00020973+0.00065945i,1.0882e-05+0.00067439i,0.00049449+0.00073515i,0.00080105-0.00039764i,0.00010915-0.00034199i,0.00029218+0.00049936i,0.00071393-1.1415e-06i,0.00050872-0.00066336i,7.1315e-05-0.0004011i,-0.00067868-1.5239e-05i,-0.00026104-0.00079573i,0.00043043-0.00086778i,0.00016782+0.00040718i,-0.00056337+0.000406i,-0.00039462-0.00061473i,0.00030867-0.00049857i,-0.00032585-0.00013256i
0.00099687+5.6594e-05i,0.0015207-0.00038461i,0.001589+0.00020654i,0.0010309+0.00023365i,0.00017325+0.0004053i,-0.00030451+0.0013402i,0.00035513+0.0012067i,0.00055143+0.0003384i,0.00059456-0.00015585i,0.00022137-0.00031015i,-0.00030902+0.00019161i,0.00027937+0.00053375i,0.00088847+5.65e-05i,0.0010165-0.00085957i,0.00061758-0.00072551i,8.447e-05-0.00012629i,-1.8817e-05-0.00060842i,-0.00018983-0.0011336i,1.7028e-05-0.00054324i,-0.00018435-0.000121i,-0.00041402-0.00032835i,-0.0001301+8.5265e-05i,-0.00020384+0.00047909i
-0.00023487-0.00034463i,-0.00022794+0.00019011i,9.3565e-06+0.0005465i,-0.00042148+0.00048363i,-0.00055645+0.0012856i,-0.00017849+0.0014203i,0.00011713+0.00092308i,-0.00061668+2.9515e-05i,-0.00080786-0.00027702i,0.00019286-0.00013075i,0.00077962-0.00022951i,0.00078344+6.6546e-05i,0.00060004+2.4266e-05i,0.00044007-0.00082101i,0.00042858-0.00054125i,2.611e-05-2.2627e-05i,-0.00065077+0.00022864i,-0.00069639+0.00064219i,-3.028e-05+0.00047982i,0.00019137+0.00042575i,-9.4632e-05+0.00015733i,0.00061701-0.00061715i,0.0015516-0.00069927i
-0.00066781+0.00024272i,-0.0014878+0.0011618i,-0.0022768+0.002008i,-0.0017571+0.0018807i,0.00024404+0.0014786i,0.00076586+0.0008395i,0.00021646-0.00024655i,0.00081559-0.000187i,0.00083374+0.00088653i,-0.00011478+0.00056742i,-0.00012465+0.00036406i,-0.00059187+0.00030723i,-0.00075079+0.00013145i,5.4991e-05+0.00024787i,0.00023162+0.00029036i,0.00034864+0.00051138i,0.00021212+0.00051715i,-0.00039938-6.8962e-05i,-0.00034636-0.0002685i,-0.00013208+6.5461e-05i,-0.00053189-5.2039e-05i,-0.00087536-0.00013977i,-0.00035627+0.00015413i
0.001046-0.0008884i,0.00090245-0.0012427i,0.00024569-0.0017543i,-0.00019067-0.0011899i,-0.000972+0.00044923i,-0.00068337+0.00091291i,0.00012307+0.00061101i,0.00031047-0.00020973i,0.0005779-0.00037622i,0.00018721+2.762e-05i,-6.5181e-05+0.00024547i,0.00010116+0.0003633i,0.00033247+0.00061633i,0.00066634+0.00034613i,0.00026625-0.00024333i,-0.00014298-0.00026948i,-0.00034949+0.00022664i,-0.00052574+0.00041539i,-0.00048376+0.00012045i,6.3708e-05+0.00042934i,0.00036194-0.00038632i,0.0005049-0.0010625i,0.0009675-0.00033483i
-0.0010332-0.00054759i,-0.0014403+0.000733i,-0.00099261+0.0014378i,-0.00085838+0.0014138i,-0.00070769+0.0013058i,-0.0001771+0.0010166i,-3.9966e-05+0.00024567i,-0.00016372+4.9499e-05i,4.5139e-05-0.00024636i,0.0003155-0.00023399i,0.0001269+0.00031959i,0.00027567+0.00036245i,0.0005948-0.00024045i,0.00054172-0.00031267i,0.00036378+8.3812e-06i,-0.00022561+0.00035773i,-0.000705+0.00031697i,-0.0005484-0.0004102i,-0.00080745-0.00041197i,-0.00063617-0.00028749i,-0.00099679-0.00037642i,-0.00069595-0.00014649i,2.3414e-05+0.00014623i
0.0016487-0.00070144i,0.0011488-0.0020098i,2.9896e-05-0.0025213i,-0.0008823-0.0019882i,-0.0011382-0.0013244i,-0.001069-0.00032615i,-0.00018641+0.0010476i,-1.773e-06+0.0012915i,-0.00011239+0.0002076i,0.00024954-0.0010555i,0.00038708-0.00081539i,0.00012465+5.8526e-05i,-0.00032055+0.00056703i,-1.0468e-05+0.00018059i,0.00052968-0.00068737i,0.00032054-0.00056283i,2.3358e-05-1.5078e-05i,7.2108e-05+0.00021659i,3.6819e-05+0.00026187i,-0.00023811-0.00010056i,-0.00071631-4.1591e-06i,-0.0010928-6.1863e-05i,-0.00027857-0.0001908i
-0.0010263+0.00071003i,-0.00097518+0.00086319i,-0.001394+0.001569i,-0.0016674+0.0018193i,-0.00091018+0.0022619i,0.00029695+0.0018179i,0.00094717+0.00071405i,0.00089532+0.00039605i,0.0003822-0.00040473i,0.00012002-0.00054448i,0.00059521+9.7694e-05i,0.00070625-0.00033151i,0.00012255-0.00062063i,-0.00013374-0.0011011i,-0.00058206-0.0012219i,-0.00057825-0.00026293i,0.00021692-0.0003635i,0.00043855-0.00057604i,-0.00049748-0.00043017i,-0.00055182-0.00016892i,-5.4177e-05+0.00030588i,-0.00017066+0.00031611i,0.00045211-0.00051066i
0.00072665+6.7367e-06i,-8.2538e-05+0.00021418i,-0.00041767+0.00052821i,0.00069127+0.001182i,0.00061271+0.0010356i,-0.0003732+0.00032655i,-0.00034939-0.00049098i,-0.00052536-0.00071091i,-0.0010329-0.00047737i,-0.0010862+0.00026147i,-0.0005598+0.00050917i,-0.00026555+0.00024601i,5.6933e-06+0.00039357i,0.00033393+0.0003524i,0.00016382-0.00029902i,-0.00025533-0.00094795i,-0.001171-0.00078319i,-0.0017535-0.00023036i,-0.00104-0.00030455i,-0.00022097-5.2102e-05i,-0.0004477+0.0002956i,-0.0003787-8.8222e-05i,-1.6118e-05-0.00011961i
0.0007843+0.0022725i,0.0005333+0.0010263i,0.00028042+0.00010384i,-0.00017226+0.00019787i,-0.00056412+0.000822i,-0.00016503+0.00036349i,-0.0001883-0.00012704i,-0.00024777-0.00018425i,0.00017847+0.00059048i,0.00010087+0.00080118i,7.7951e-05-3.5227e-05i,-0.00014313+0.0002611i,0.00013305+0.00042316i,0.00046681-0.00026517i,-0.00032309-0.00025592i,-0.00039708-0.00022135i,0.00017034-0.00070782i,-0.00044504-0.0012305i,-0.00080128-0.00085061i,-0.0002031-0.00050064i,0.00016312-0.00082202i,5.4788e-06-0.00077767i,-0.00036604-0.00044808i
0.0017184-0.00034008i,-0.00012855-0.00086386i,-0.00044596-0.0012666i,-0.00034742-0.00093888i,-0.00026845-0.00066929i,-0.00045544-0.00042205i,0.00010753-0.00095409i,-5.923e-05-0.001001i,0.00047142-0.0011048i,0.00099398-0.00068368i,-0.00035472+0.00016509i,-0.00051737+0.00060024i,0.00028932+0.00051848i,0.00042488+8.5714e-05i,0.00047906-0.00029339i,0.00073332-0.00045525i,0.00021439-0.00050276i,2.3755e-05-0.0004457i,0.00035874-0.00027275i,0.00055628-0.00031113i,0.00075429-0.00037892i,0.00064769-0.00052456i,0.00051319-8.9147e-05i
0.00050623+0.00025434i,0.00012358+0.00094481i,-8.6371e-05+0.0001669i,0.00020624+0.00015036i,0.00011162+0.0011612i,0.00021977+0.0020664i,0.00040299+0.001387i,-0.00022732-1.4382e-06i,-0.00023537-0.0010003i,-0.00033406-0.00080136i,-0.00135-0.00046125i,-0.0012948-0.0010037i,-0.00052335-0.0010678i,-0.00056486-0.00075573i,-0.00079463-0.00042703i,-0.00059797-7.7665e-07i,1.2136e-05+0.0001687i,0.00060076-0.00049437i,0.00054225-0.0006667i,0.00068654+1.8249e-05i,0.00065453-0.00014431i,0.00034878-0.00066315i,6.7051e-05-0.00015347i
0.00074625-0.00017946i,-0.00065727+0.00025845i,-0.00093752+0.00098436i,-0.00046109+0.00041071i,-5.1779e-06+2.312e-05i,0.00042332-0.00051585i,0.00061201-0.0013699i,-0.00030499-0.00083451i,-0.00017914-0.00059454i,0.00084764-0.00083892i,0.00083059-0.00018428i,0.0002722-0.00016641i,-0.00073239-0.00091182i,-0.0012476-0.0012259i,-0.00071152-0.0003918i,-8.896e-05+0.0006844i,0.00019537+0.00022875i,0.00012442-0.0007283i,0.00061685-0.00097451i,0.00063856-0.0010309i,-0.00041231-0.00099446i,-0.00076305-0.00079054i,-0.00037313-0.00038287i
-4.7026e-05-0.00081986i,-0.00074336-0.0019214i,-0.0010143-0.0024109i,-0.0011863-0.0017591i,-0.0012828-9.6612e-05i,-0.00024148+0.00012381i,0.00059435-0.0010227i,-4.5911e-05-0.0016775i,0.00022544-0.0015056i,0.00054153-0.0010392i,0.00028323+6.3293e-07i,-0.00031553+0.0009065i,-0.00049128+0.00093809i,-0.00012832+0.00033797i,0.0004532-0.00037776i,0.00080405-0.00042301i,0.00033021-0.00051047i,-0.00047002-0.00078448i,-0.00059687-0.00045025i,0.00021055-8.3544e-05i,0.00048934+3.8439e-06i,0.00086853-0.00043329i,0.001012-0.0007906i
1.1168e-05-0.00045535i,0.0005486-0.00059976i,-0.00059291-0.00073795i,-0.0013234+0.00043641i,-0.00020179+0.0014629i,0.0018518+0.0014918i,0.0033806-9.4427e-05i,0.0038444-0.0035919i,0.0030365-0.0073629i,0.00022366-0.0076633i,-0.0024255-0.0054619i,-0.0030421-0.0030849i,-0.0028516-0.0014116i,-0.0020945-0.00020217i,-0.00076494+0.0011324i,0.00023724+0.0012381i,0.00047789+0.00094157i,0.00063451+0.0010707i,0.00070098+0.00059457i,0.00063327-0.00039091i,0.00079142-0.00096183i,0.0011114-0.00085862i,0.00089026-0.00059227i
-0.00097936+0.00038394i,-0.0011376+0.00031108i,-0.0015817+0.00010534i,-0.0014705+0.00059754i,-0.00073321+0.001571i,-0.00059298+0.0015723i,-0.0021916+0.0016169i,-0.0031907+0.0024949i,-0.0022477+0.0032214i,-0.0001621+0.0031706i,0.001395+0.0026377i,0.0020844+0.0010882i,0.0018841-0.00097369i,0.00080556-0.0018865i,-0.00026768-0.00178i,-0.00073188-0.0013924i,-0.0006883-0.0010694i,-0.00047262-0.00072681i,-0.00067486-0.00020002i,-0.00068128-9.6504e-05i,-0.00024744-0.00033835i,-0.00037752+0.00047593i,-0.00044675+0.00059548i
-0.00050585-0.0010681i,-0.0014841+0.00075907i,-0.0010806+0.0020634i,-0.00064091+0.0024241i,-0.00042925+0.002522i,-6.9614e-05+0.0017094i,-0.00095866+0.00085537i,-0.0013182+0.00068971i,-0.00032875+0.0010692i,0.00070489+0.00088814i,0.0012076+0.00066069i,0.0014694+0.0002482i,0.0016765-0.00042619i,0.0015077-0.00073724i,0.00075513-0.0010511i,0.00014973-0.0011843i,-0.00014794-0.0009497i,-0.00041371-0.00027954i,-0.00082172+0.00040585i,-0.00036283+5.9146e-05i,1.9395e-05-0.00026005i,-0.0003287-5.1119e-05i,-0.00010575-0.00024656i
-0.00082667+7.1573e-05i,-0.00070855-0.0010141i,-0.00070558-0.00052405i,-0.00027202+0.0008705i,0.0010911+0.0010016i,0.0014222-3.4269e-05i,2.0084e-05-0.0005431i,-0.00050583+0.0002036i,0.00023712+0.00078112i,0.00064828+0.00077021i,0.00028791+0.00063414i,0.00038456+0.00058775i,0.0010091+0.00073249i,0.00081435+0.00047167i,-0.00036032-5.4508e-05i,-0.00092625+0.00060017i,-0.0011237+0.00093096i,-0.00093255+0.000634i,-0.00038941+0.00052819i,-0.0002306-0.00020365i,-8.0704e-05-0.00053051i,0.00043255-0.0005605i,0.00047161+0.00024317i
-0.00072637+0.00058761i,7.6157e-05+0.00037226i,-0.0001838-0.00027308i,-0.0011833-0.00044954i,-0.00071288+0.00056176i,-0.00028101+0.0016175i,-0.00043168+0.0015532i,0.00022748+0.00042575i,0.00089529+0.00028078i,-0.00014003+0.00070826i,-0.00073069+0.0010286i,0.00071212+0.00097952i,0.0016713+0.00024765i,0.00086156-0.00039883i,-0.00060903-0.00067872i,-0.00086116-0.00079778i,-0.00036832-0.00050148i,-0.00012067+0.00019064i,-0.00013967-0.00014326i,-0.00073867-0.00073064i,-0.00058686-0.0002234i,-0.00058023+0.00055324i,-0.0013212+0.00050735i
-0.00085253-0.001204i,-0.0012585-0.0016447i,-0.0010125-0.00047648i,-0.001375+0.0014797i,-0.0015331+0.0020983i,-0.00016897+0.0012495i,0.00067133+0.00058891i,0.00062785+0.00083378i,0.00021502+0.00018539i,-4.0491e-05-0.00029649i,0.00034382+0.00045935i,0.00094664+0.001189i,0.00067046+0.001051i,7.306e-06+0.0008525i,-0.00019585+0.00073843i,-0.0007305+0.0004491i,-0.00062427+8.416e-05i,0.0003925+0.00019021i,-8.109e-06+0.00010075i,-0.00078521-0.00074457i,-0.00052573-0.0012818i,-9.3584e-05-0.00070071i,-0.00012889-0.00020074i
-0.0010922-0.00045105i,-0.0010209+0.00023187i,-0.0016613+0.00063038i,-0.0020136+0.00086461i,-0.0012628+0.0018511i,2.3335e-05+0.0014258i,0.00018758+0.00087576i,-0.00087023+0.00068185i,-0.0010979+0.00054742i,-0.00046618+0.00057666i,-0.00061231+7.0209e-05i,-0.00022001+5.6512e-06i,0.00072934+0.00032149i,0.0010834+0.00010674i,0.0004333+0.00041566i,-8.0987e-05+0.00036855i,0.00097532-0.00046687i,0.00092132-0.00046037i,2.6521e-05-0.00063391i,-7.5864e-05-2.4503e-05i,6.9411e-05+0.00043267i,-0.00034836-0.00014346i,-0.00070781+0.00040456i
-0.0013052+0.00042995i,-0.00042189+0.00027663i,9.8655e-05+0.00011359i,-0.00016489+0.0001586i,-0.00014525-4.8852e-05i,-0.00014121-0.00058651i,-0.00061734-0.00051885i,-0.001227+0.00019541i,-0.0013656+0.00071595i,-0.00059955+0.00010508i,-0.00059591+0.0001469i,0.00021758+0.00011743i,0.0013009-0.00025265i,0.00078415-0.00033453i,-7.2705e-05-0.00027433i,-0.00028673-9.8785e-05i,-0.00019642+6.5988e-05i,-0.00018268+0.00053103i,-0.00030321+0.0011042i,-0.00043052+0.00039094i,-0.00018364+0.00014105i,0.00029878+0.00093967i,0.00022275+0.0012222i
0.00012097+0.0021649i,0.00073522+0.0019557i,0.0013362+0.0026343i,0.0016944+0.0020442i,0.0010937+0.0017136i,0.00074305+0.0019837i,9.496e-05+0.0013166i,-0.00089158+0.0010021i,-0.00064904+0.00096225i,-0.00018699-5.874e-05i,0.0005706-0.00082546i,0.0010268-0.00042648i,0.00073953-8.8179e-05i,0.00048244+0.00033104i,9.9386e-05+0.00038204i,-0.00069932-0.00071843i,-0.00026323-0.00072172i,0.00079174+5.5397e-05i,0.00081526+0.00049853i,0.00067974+0.00085422i,0.00033281+0.00032123i,-0.00065734+0.00025324i,-0.0011138+5.3058e-05i
-0.00022719-0.0012398i,-0.0010924-0.0011002i,-0.002209-0.00072726i,-0.0026222-0.00047728i,-0.0011247-0.00047226i,-0.00031328-0.00042542i,-0.00036879-0.00019778i,-0.00057424-0.00067647i,-0.00049814-0.00088645i,-1.2013e-05+0.00010391i,-0.00017668+0.001007i,-0.00035243+0.00056325i,0.00044331-1.9469e-05i,0.001236-9.4444e-05i,0.0014535+0.00021969i,0.001309+0.00064751i,0.0012067+0.00072456i,6.9888e-05+0.00023726i,-0.000392+0.00042352i,-0.00014887+0.00087147i,-4.993e-05+0.00054878i,4.2183e-05+8.4175e-05i,0.00016024-0.00038298i
-0.00043307+0.00080087i,-0.00065682+0.0010091i,-0.00030195+0.0016699i,0.00065815+0.0011165i,0.0016312+0.001098i,0.00068225+0.0013322i,-0.00019802+0.00095551i,-7.8253e-05+0.00087208i,0.00018996+0.00083776i,0.0003935+0.00087758i,0.00015363+0.00072012i,0.00021721+0.00049549i,0.00049754-2.6247e-05i,0.00045147-0.00030959i,-0.00051837+0.0001989i,-0.00058835-0.00011512i,-0.00036148-0.0014239i,-0.00074159-0.0019432i,-0.0010286-0.0010218i,-0.00058891-0.00068603i,0.00018693-0.0007904i,0.00042487-0.0005279i,0.00071964-0.00015435i
-0.00022916-0.00026745i,-0.00096787-0.00096419i,-0.0010622-0.0011376i,-0.0010727-0.00046357i,-0.0012351+0.00021681i,-0.00094525+0.00091769i,0.00067088+0.001091i,0.0015875+0.00034281i,0.0014116+0.00021212i,0.00077332-0.00013951i,0.00013275-0.0004713i,8.6263e-05+0.00015548i,9.9366e-05+0.00081328i,-0.00015372+0.00099627i,-0.00054999+0.00073043i,-0.0008695+0.00042745i,-0.00085116-0.00040906i,-0.00014176-0.00071451i,6.0149e-05-0.00035752i,-0.00072071+0.00021205i,-0.00088662+0.00059882i,0.00020919+0.00013298i,0.00062882-3.755e-05i
-0.0022266+0.0014436i,-0.00057789+0.0019063i,-0.00050546+0.0017202i,-6.5037e-05+0.00062999i,0.0012624+0.00093428i,0.0017357+0.0012324i,0.00063814+0.00024549i,-0.00041963-0.00064919i,-0.00063837-0.00023045i,-0.0002657+0.00044423i,0.00043223+0.00080997i,0.00067205+0.00033538i,0.0010246-0.00055477i,0.00070726-0.001163i,-0.00034832-0.00081722i,-0.001046-0.0003665i,-0.0010214+0.00040647i,-0.00096117+0.00026749i,-0.00089998-0.00036381i,-0.00078761+0.00017017i,-0.00045175+0.00048429i,3.9974e-05-6.9611e-05i,0.00056132-0.00029698i
-0.001458-0.0010399i,-0.0015731-0.00042512i,-0.0024742+0.00039435i,-0.0018771+1.0167e-05i,-0.00011915+0.00091024i,0.00083919+0.0016813i,0.00017554+0.00081323i,-0.00010388-0.00016584i,0.00060396-0.00014534i,0.00048062+0.00038991i,-0.00034767+0.00060832i,-0.00025612+0.00017978i,0.00064388+2.2264e-05i,0.00052206-5.3693e-06i,-0.00051011-0.00045022i,-0.0013779-0.00044444i,-0.0012011-3.8486e-05i,-0.00077196-9.3983e-05i,-0.00048998-0.00012974i,-0.00060925-0.00028218i,-0.00063114-0.00038049i,-0.00053336-0.00019664i,-0.00096844-0.0002099i
0.0023567+0.00049151i,0.0020903-0.00078522i,0.0012298-0.0022875i,0.00059471-0.0021678i,0.00065239-0.00038299i,0.00031935+0.00013029i,4.5595e-05+0.00033898i,0.00033704+0.00079702i,0.00094203+0.00026316i,0.0011498-0.00042173i,0.0011264-0.00073468i,0.00075562-0.00018209i,0.00034907-0.00031979i,0.00013715-0.00071215i,-6.2002e-05-7.4347e-05i,-3.0081e-05-6.3116e-05i,0.00026582-0.00082602i,0.00021252-0.00087812i,-0.00022701-0.00073054i,-0.00038627-0.00027757i,-0.00031342+0.00086486i,-0.00060564+0.00027074i,-0.0012698-0.00083595i
0.0008108-0.00031913i,0.00045039-5.4585e-05i,6.6183e-05+0.00044612i,0.00094146+0.00017904i,0.0009341+0.00016376i,0.00023623+0.0011259i,-0.00058854+0.00085227i,-0.00092066+0.00032478i,-9.3135e-05+0.00017841i,0.00049228-0.00060815i,0.00019502-0.00039835i,0.00023326-4.9071e-05i,0.0006766-0.00048021i,0.0013871-0.000863i,0.00087855-0.0012058i,-0.00040632-0.00057956i,-0.0012792-0.00013187i,-0.00096042-0.00060463i,7.3867e-05-0.00072452i,0.00040176-7.8572e-05i,-0.00010375+0.00074116i,-0.00033199+0.00075943i,-0.00064444+0.00014308i
