-0.001315+0.0025166i,-0.0011852+0.0011107i,-0.0014752+0.00075969i,-0.0019782+0.0004961i,-0.0021642+0.00093854i,-0.0023216+0.0016182i,-0.0023175+0.0020334i,-0.0012353+0.0013639i,0.00051695-0.00021062i,0.0010091-0.0010923i,0.00061592-0.0009411i,0.00043257-0.00020271i,0.00040209-0.00021862i,0.00025277-0.00070831i,-6.6728e-05-8.7055e-05i,-0.00028375+0.00067135i,-0.00024732+4.2698e-05i,-1.4733e-05-0.00017191i,0.00020727+0.00026152i,0.00011726+0.0004857i,5.166e-05-0.00035575i,-0.00032136-0.0012015i,-0.0006206-0.00072738i
0.00093903-0.0024003i,-0.0003629-0.0024371i,-0.0017145-0.0016073i,-0.0027507+0.00013282i,-0.0033637+0.0010641i,-0.0027766+0.0012114i,-0.0013694+0.00084354i,6.6459e-05+0.00052777i,0.0005822+0.00076881i,6.688e-05+0.0016395i,-0.00027931+0.0017883i,0.00069556+0.0008426i,0.0012031+0.00088618i,0.00015016+0.0014105i,-0.00033098+0.0013371i,0.00021849+0.00094365i,0.00021339+0.00052985i,0.0003324+0.00072423i,0.00018423+0.00037566i,2.5926e-05-0.00040993i,0.0003392+5.108e-06i,0.0002382+0.00015474i,-6.5097e-05+0.00030116i
-0.00031755+0.0010116i,0.00036695-0.00017387i,0.00019729-0.00026382i,-0.00032554+2.5739e-05i,-0.00041196+1.7239e-06i,-0.00091849-0.00010607i,-0.0014615-8.4042e-05i,-0.0010931+0.00046521i,-0.00044581+0.00046185i,-0.00070151+0.00048332i,-0.00017323+0.0010746i,-0.00019091+0.00079573i,-0.00024668+0.00030842i,0.00061922+0.00066429i,0.00054557+0.00067527i,0.0004025+0.00021938i,0.00035179+0.0003047i,-5.2531e-05-1.6702e-05i,0.00020473-0.0003465i,0.00040801-0.00050816i,-8.7127e-05-0.00059955i,0.00025589-0.00070347i,0.00039167-0.00068636i
0.0011028+0.0003549i,0.00063792-0.00059725i,1.5167e-07-0.0013986i,-0.0012632-0.00090664i,-0.0021077-4.6712e-05i,-0.0021746+0.00040931i,-0.0012005+0.00059342i,-7.0905e-05+0.00034816i,-7.3204e-05-0.00020957i,9.5079e-05-3.7699e-06i,-2.6128e-05+0.00050493i,-0.0003644-0.00032005i,-0.00030802-0.00060509i,-4.0773e-05+0.00058609i,0.0004096+0.00096286i,0.00075203+0.0001991i,0.00042435-1.0628e-05i,0.00013005-0.0006262i,0.00036939-0.0010396i,0.00074981-0.00060389i,0.00038867-0.00022272i,0.00014353-0.00040768i,-0.00024602-0.00026401i
0.00093097+0.0032372i,0.0012007+0.0021157i,0.0023687-0.0001227i,0.0015282-0.0023425i,-0.0004534-0.0021299i,-0.0014148-0.00059813i,-0.001516+6.4167e-05i,-0.00060227+0.0007372i,0.00019906+0.00085876i,-0.00016261-0.0003175i,-0.00042386-0.0010395i,0.0001518-0.001175i,-0.00021784-0.0010243i,-0.00010719-0.0010085i,0.00020716-0.0007529i,0.00014365-0.00069483i,-7.5669e-06-0.00067252i,-8.5912e-05-0.00073103i,0.00047048+0.00026265i,0.00025319+0.0012448i,-9.546e-05+0.00046579i,0.00032798-1.9809e-05i,0.00038652+4.8465e-05i
0.00022211+0.00017201i,0.0002273+9.4505e-05i,-0.00054438+0.00015556i,-0.00048836+8.8606e-05i,-0.00029751+0.00024023i,-0.00059059+0.00019844i,-0.0002888+0.00047787i,-0.00017573+0.00045184i,-9.045e-05-0.00081843i,-0.00020078-0.0012704i,0.00016771-0.00034459i,0.00035295+0.00050338i,-6.7254e-05+0.00091757i,-0.00064088+0.00020442i,-0.00081078+2.5643e-05i,-0.00034493+0.00035001i,0.0003476+0.00020373i,0.00038923+0.00029084i,0.000512+0.00065109i,0.00094375+0.00069354i,0.00040993+0.00016017i,0.0004988-0.00035193i,0.0013326-0.00056251i
0.00077873-0.001056i,0.0005393-0.0013738i,0.00029576-0.0006243i,0.00034653+0.00078777i,4.4032e-05+0.0010851i,-0.0011396+0.00050268i,-0.0017034+0.00017883i,-0.00068305+0.00083157i,7.3155e-05+0.0014501i,-0.00028659+0.00060576i,8.7566e-05-7.7046e-05i,0.00015334+0.00031021i,-0.00035591+0.00024476i,0.00027521+0.00027301i,0.0003913+0.0002319i,0.00011064-0.00070721i,-0.00013109-0.00099907i,0.00020205-0.00041413i,0.00089416+0.00015743i,0.00089441+0.00017578i,4.0018e-05-0.0003284i,-0.00041802-0.0011142i,-7.9643e-05-0.00083247i
0.0020695-0.00091731i,0.00070776-0.0016982i,-0.00077919-0.0016001i,-0.0021137-0.00057497i,-0.0022286+0.00071079i,-0.0019048+0.001789i,-0.0018198+0.0014118i,-0.0004169+0.00086712i,0.00088423+0.0004732i,0.00014285+0.00013134i,0.00024863-4.7929e-05i,0.0012518-4.9271e-06i,0.00079235+0.00061488i,-6.3149e-05+0.00078047i,-0.00027103+0.00041724i,0.00038226+0.00029876i,0.00027351+9.304e-05i,-7.0653e-05-7.5775e-05i,-6.8535e-05+0.00022273i,0.00012911-0.00033914i,1.8409e-05-0.00090514i,-0.00048477-0.00052806i,-0.00034983+5.4829e-05i
0.0010873+0.0010244i,-0.0001597+0.00080295i,-0.00071635-7.4531e-05i,-8.9461e-05-0.0011003i,-0.00031157-0.0011601i,-0.0014426-0.00072506i,-0.0021404-0.00018026i,-0.0013227+0.00021503i,-0.00048703+0.00048246i,-0.00050343+0.00023572i,-0.00019213-0.00075786i,0.00016564-0.001121i,-0.00012715-0.0005882i,-5.6071e-05+0.00014511i,0.00029897+0.00022285i,-0.00023412-0.00048966i,-0.00039873-0.0008382i,0.0004775-0.00042692i,0.00045271-2.8618e-06i,-0.00052346+0.00010872i,-0.00013073+4.8151e-05i,-0.00027691+0.00034754i,-0.00057978+0.00030859i
0.00097979-0.00030407i,0.0014564-0.00092266i,0.00074551-0.0012481i,-0.00026892-0.00099832i,-0.00074486-0.00080059i,-0.00099803+5.9816e-05i,-0.00045825+0.00044851i,6.4044e-05+0.00029861i,-0.00023953-0.00013947i,-0.000232-0.00065193i,0.0005834-0.00038043i,0.00028581+4.1985e-05i,-0.00054598-0.00022151i,-0.00060062+1.6753e-05i,-0.00011323-9.2662e-05i,0.00017569-0.00024002i,0.00017151-0.00032022i,-0.00022746-0.00055036i,-0.00084216-0.00022434i,-0.0011923-8.6096e-05i,-0.00063903-0.00040136i,-0.00031293-0.00056899i,-0.00014078-0.00042526i
-0.00058946+0.0005473i,-0.0015071+0.00052939i,-0.002191+0.0011733i,-0.00083616+0.0013366i,0.00042771+0.00073536i,-0.00079563+0.00043142i,-0.001052+0.00037338i,-0.00023944+0.00042213i,-5.3293e-05+0.00088461i,-0.0007559+0.00084267i,-0.00089268-0.00050558i,1.9801e-05-0.0015783i,0.00018248-0.0015386i,-0.00021034-0.00043319i,-0.0009894-0.00037411i,-0.00083882-0.00085301i,-0.00013015+0.00015935i,0.00023929+0.00085266i,0.00019366+0.00077385i,-4.9606e-06+0.00085182i,-7.3286e-05+0.00084704i,0.00054531+0.00034848i,0.0011923+0.00029471i
0.0003602-0.00021024i,0.00012779-0.00046157i,-0.00040769-0.00057897i,-0.00038178+0.00027844i,-0.00047196+0.0011233i,-0.0011736+0.00040307i,-0.0011987+0.00022621i,-0.00045303+0.00097967i,-2.8812e-06+0.00090917i,3.2247e-05+0.00043864i,0.00021119+9.5367e-05i,0.00075481-2.9844e-05i,0.00080746+8.2239e-05i,0.00027568+0.00025107i,-0.00024738+0.00073823i,-0.00021293+0.00065605i,-0.00010616+0.00019456i,-7.895e-05+0.00035714i,-0.00049968+0.00068847i,-0.00027622+0.00065074i,0.00032534+0.00013312i,0.00014938-6.3434e-05i,0.0004152+0.00044032i
-0.00065884+0.0010889i,7.9466e-05+0.00016463i,0.001526-0.00031207i,0.0018473+0.00041822i,0.0014192-0.0003582i,5.8545e-05-0.00059146i,-0.0015703+0.00081256i,-0.0012779+0.0012325i,-0.00033304+0.0010404i,2.9287e-05+5.6153e-05i,2.5531e-05-0.00085691i,-0.0006133-0.00055898i,-0.0011162-0.0001414i,-0.0010549-0.00072965i,-0.0002815-0.001252i,0.00079991-0.00050057i,0.0012194+5.4181e-05i,0.0004896-0.00022061i,-0.0001739+0.0002997i,0.00032631+0.00076622i,0.00070143+0.00029648i,0.00050712-0.00029128i,0.00079682-0.00051628i
-0.00052397+0.0010662i,-0.00019172+0.0014488i,-0.00088413+0.0012977i,-0.00094543+0.00043953i,-0.0003087+6.4616e-05i,-0.00073974+6.1256e-05i,-0.0013108+5.8457e-05i,-0.00092562-0.00029335i,-0.00057078-0.00096018i,-0.00014077-0.00061664i,8.4656e-05+0.00021991i,-0.0001861+4.0218e-05i,-0.00013202-0.00021269i,-0.00013838-0.00018305i,1.724e-05-0.00065545i,0.00014294-0.00020387i,-0.00015409+0.00055616i,-0.0004728+0.00063428i,-0.00052514+0.00070632i,-0.00067482+0.00021711i,-0.00073309-0.00040654i,-0.00041962-0.00021737i,3.3503e-05-6.059e-05i
0.00040919+0.00095217i,0.00064679+0.00084225i,0.0010769+0.00050542i,0.0012602-0.00040671i,0.00015988-0.00060304i,-0.00083944+2.8462e-05i,-0.00095352-8.4597e-05i,-0.00040933-0.00015022i,7.6564e-05-0.00013786i,-0.00012062+0.00018374i,-0.00022393-4.06e-05i,0.00011953-0.00026343i,0.00030853+0.00054654i,-0.00020662+0.0010265i,-0.00062643+0.00035412i,-0.0005826-0.00051673i,-0.00026913-0.00013455i,6.3354e-06+0.00063957i,-0.00012975+0.00048364i,0.00013361-0.00015421i,0.00028085+0.00024391i,-0.0002974+0.00021342i,-7.7053e-05-0.00039137i
-0.0017177+0.00059364i,-0.0016473+0.00089438i,-0.0020185+0.001374i,-0.0022555+0.0015402i,-0.0016049+0.00053418i,-0.0014934+0.00020785i,-0.0016563+0.00047494i,-0.00092005+0.00028829i,-0.00053431-0.00013067i,-0.0005128-0.00053089i,-0.00016125-1.8442e-05i,0.00019167-3.4956e-05i,0.00012267-0.00088593i,0.00021911-0.0012246i,0.00033188-0.00061867i,-1.4128e-05-0.00012469i,-0.00023866-0.00025535i,-0.00016811+6.4635e-05i,0.00012695-0.00052251i,-4.3635e-05-0.0011209i,-0.00073142-0.0008007i,-0.00073568-0.00068954i,-0.00031633-0.00053347i
0.0004428-0.0013467i,-0.00091957-0.0019481i,-0.0018767-0.0021887i,-0.0012161-0.001338i,-0.00083994+0.00010845i,-0.0019298+0.00056519i,-0.002508+0.00037512i,-0.0018237+0.00042272i,-0.0010645+6.2932e-05i,1.3754e-05-0.00040272i,0.00058491-7.1614e-05i,-4.514e-06+0.00015245i,-0.00022141-3.7693e-05i,0.0003555+0.00024458i,0.00080185+0.00017683i,0.00057562+4.9804e-05i,0.0010633-1.081e-05i,0.001393-2.6283e-06i,0.00094456-0.00013813i,0.00040732-3.6251e-05i,0.00064888+0.0003341i,0.00048407+0.00031833i,-0.00029541+0.00020116i
0.00086391+8.5849e-05i,0.0017278-0.0001632i,0.0014011-0.00097331i,0.0011301-0.001141i,0.0008656-0.00034383i,-0.00057516-0.00036996i,-0.0012837-0.00026941i,-0.0011128+0.00015148i,-0.0002669-0.00044939i,0.00029067-0.0010377i,-3.1022e-06-0.00013609i,-0.00030235+0.00073792i,-0.00012346+0.0005745i,0.00019795+0.0006245i,0.0010983+0.00029142i,0.0016184-0.00048464i,0.0010633-0.0011004i,-0.00028958-0.00045103i,-0.00093418+0.00031156i,-0.00025037+0.0001865i,0.00015705+0.00015103i,0.00030502-0.00045813i,0.00047026-0.00080528i
0.00089832+0.00091917i,0.0015254+0.00090505i,0.0013775+4.1375e-05i,0.00093097-0.00040252i,0.00020472-0.00045471i,-0.0013191-0.0011893i,-0.0019641-0.00064283i,-0.0013155+7.51e-05i,-0.00013987-0.0001915i,0.00044206-3.8138e-06i,-0.00039512-0.00036749i,-0.00042641-0.0010454i,-0.00040813-0.0009022i,-0.00037935-0.00053495i,4.6731e-05-0.00026168i,0.0001472-0.00045081i,0.00049517-0.00034088i,0.00035994+6.9725e-05i,-0.0004506+0.00016971i,-0.00025408+0.00024921i,-0.00032256+0.00046363i,-0.00077994-0.000177i,-0.0006631-0.00073304i
0.00033294+0.00074631i,-0.00067812+0.00039731i,-0.00072866-0.00016271i,-0.00063092-0.00083275i,-0.0013244-0.0012085i,-0.0011939-0.00105i,-0.0013859+0.00026496i,-0.00055295+0.0011067i,-0.00013059+0.0010297i,-0.00079121-0.0001542i,-0.00049658-0.00091222i,0.00042183-0.00063488i,0.00058019-0.00037887i,-0.00016911-1.6851e-06i,-0.00078715+0.00026902i,-0.00084907-0.00039352i,-0.00078911-0.0010738i,-0.00082581-0.00073842i,-0.00042831-0.0004261i,-0.00043579-0.00035451i,-0.00035335+2.0574e-05i,0.00013367+5.2841e-05i,-0.0001266+0.00035653i
-0.0006594-0.0019584i,-0.00013101-0.0017475i,0.00063016-0.00053129i,0.00072851+0.00039874i,4.5741e-05+0.00047225i,-0.0007522+0.00034015i,-0.00077263+0.00031894i,-0.00051783+0.0008851i,-0.00089557+0.00031111i,-0.00086309-0.00032259i,-0.00041586+0.00049216i,4.8572e-05+0.0003341i,-1.6517e-06-0.000138i,-4.1025e-06-0.0005144i,0.00029814-0.00055988i,0.00013709+8.6704e-05i,-0.00028564+0.0006713i,-0.00079674+0.00013156i,-0.00040945-0.00047788i,0.00057381+0.00016492i,0.00060046+0.00086678i,0.00016481+0.00042669i,0.0004422+0.00018342i
0.0013407+0.00039057i,-0.00048811-0.00061293i,-0.0024018-0.00081652i,-0.0027605-0.00097278i,-0.0020187-0.0010489i,-0.0017961+0.00010211i,-0.001641+0.00089261i,-0.0010406+0.00079974i,-9.7874e-05+0.00071708i,0.00014815+0.00039205i,0.00019111-9.3851e-06i,0.00034435+0.00035631i,5.5635e-05+0.00043454i,-0.00036069+0.00061878i,-0.00044266+0.0011518i,-0.00027357+0.00085919i,6.0644e-05+0.00022611i,-0.00017809+0.00024511i,-0.00060634+0.00028774i,-0.00017839+0.00020022i,3.1487e-05+0.00010198i,-0.00052564+3.6105e-05i,-0.00095492+3.7709e-05i
0.0011078+0.0019573i,0.0015366+0.00042322i,0.0020546-0.00065239i,0.0013939-0.00053337i,-0.00036207-0.001187i,-0.0016206-0.0015026i,-0.0020073+1.6384e-05i,-0.0014169+0.00081774i,9.5224e-05+0.00094042i,0.00060301+0.00034576i,0.00016271-0.00025971i,7.1731e-05-0.00034324i,-0.00051698-0.00031876i,-0.0016005-0.00053773i,-0.0012735-0.00050448i,-8.532e-05-0.00028672i,-0.00036452-0.00026806i,-0.00063351-0.00057984i,-0.00047763-0.00033874i,-0.00071489+6.3625e-06i,-0.00052922+0.00040017i,8.1637e-05+0.0011873i,0.00044933+0.0008674i
0.002052+0.0020827i,0.0013156+0.0012298i,0.0014208-0.00045148i,0.0017055-0.00092966i,0.0010438-0.00098726i,-0.00032229-0.00098256i,-0.0011291-0.00053938i,-0.00069021+0.0005566i,0.00048155+0.00065788i,0.00036248+0.00018376i,-0.00010218+0.00019161i,-0.00081745+0.00012446i,-0.0008025-0.00043416i,-0.00021984-0.00079825i,-0.00041881-0.00021762i,9.5778e-05+0.00012354i,-3.2603e-05-0.00020085i,-0.00051335-0.00045026i,0.00028599-0.00018593i,0.00096993+0.00023271i,0.00096337+0.00026949i,0.00097654+0.00080896i,0.00047821+0.0010641i
0.00090132+0.0015935i,0.0012246+0.0019033i,0.0029162+0.00083777i,0.002672+0.00061754i,0.00028144-0.00057465i,-0.0012222-0.0018415i,-0.0015547-0.0016717i,-0.00088352-0.0002616i,7.6622e-05+0.00057076i,0.00017199-4.7959e-05i,0.00055217-0.0013744i,0.00033576-0.0012883i,-0.0012705-0.00082185i,-0.0017613-0.00093364i,-0.0016007-0.0001271i,-0.00095781-4.5158e-05i,-0.00064726-0.0004018i,-0.00024243-0.00040467i,0.00055956-0.00035681i,0.00057725-0.00017329i,0.00041368+0.00024421i,2.6642e-05-1.2138e-05i,-0.00045089-0.00079441i
-0.00064211-0.00041529i,0.00012284+0.00075167i,-0.00036779+0.0012547i,-0.0016201+0.00061251i,-0.0013265+0.00082178i,-0.0012012+0.00067352i,-0.0018336-0.00026694i,-0.0010581-0.00019288i,-3.7402e-05+0.00040514i,-0.00028197+0.00048936i,-0.00012613+0.00023913i,-0.00011366-0.00044585i,0.00029827-0.00062415i,0.00070886+0.00019238i,0.00021991+0.00050394i,2.392e-05-0.00043802i,0.00029353-0.0011375i,0.00097813-0.00049069i,0.0012092-4.0004e-05i,0.00022604-0.00033339i,-0.00041284-0.00012728i,-0.00017281+0.00055986i,-0.00010728+0.0002511i
-0.0022514+0.00078462i,-0.001344+0.0007323i,-0.00099462+0.0017455i,-0.00051326+0.0020377i,-7.5472e-05+0.001232i,-0.00011157+0.00081797i,-0.00057519+0.00037515i,-0.00029116+0.00032951i,0.00046477+0.00072432i,2.8187e-05+0.0006094i,-0.00040035-0.00011374i,-0.00031956-0.00060874i,-7.9355e-05-0.00021614i,9.8852e-05+0.00062149i,0.000231+1.2346e-05i,-0.00043421-0.00091451i,-0.0005936-0.00040057i,-0.00019004+0.00059201i,-0.00024895+0.00063982i,-0.00056295+0.00060734i,-0.00099144+0.001092i,-0.00054769+0.00060719i,4.4372e-05+0.00014691i
0.0022853+0.00024508i,0.0013533-0.0011639i,-0.00015105-0.0012637i,-0.0014179-0.0008622i,-0.0011973-0.00039314i,-0.0022578+0.00039472i,-0.0026136+0.0010111i,-0.001242+0.0011289i,-0.00061017+0.00024966i,-8.7364e-06-2.8511e-05i,0.00077365+0.00081859i,0.00010639+0.0011821i,-0.00042269+0.0015137i,-0.00070825+0.0011115i,-0.00096298-5.6308e-06i,-0.00061818-5.9429e-05i,0.00048629-0.00047018i,0.001385-0.00055821i,0.00097889+0.0002347i,0.00045141+0.00098533i,-0.00041172+0.00073562i,-0.00057275-0.00036325i,-6.318e-05-0.00021998i
-0.0011077-2.2283e-05i,0.0001747-0.00071076i,0.00070628-0.00099467i,0.00090399-0.00079553i,0.0005119-0.00018358i,-0.0011636+0.00083021i,-0.0018234+0.0011733i,-0.00069985+0.0011837i,-0.00026738+0.00066445i,-0.00041717+0.00029927i,-0.00047761+0.0007139i,-0.00031248+0.00065235i,-2.8876e-05-0.00019119i,0.00022121-0.00056509i,-0.00030946+0.00022551i,-0.00057321+0.00069413i,-0.000668+0.00048297i,-0.00063435+6.9976e-05i,-0.00016994-0.00025176i,-1.7544e-06-0.00048047i,5.4811e-05-0.00048637i,-0.00054869+0.00010533i,-0.00027625+0.00031071i
-0.00068455-0.0011883i,-0.0015027-0.00010235i,-0.0022511+0.00061455i,-0.0020053+0.00043559i,-0.00078832+0.00040936i,-0.0010064+0.00028209i,-0.0010797-0.00010759i,-0.00046033+0.00051864i,-0.00028995+0.00012616i,-9.0066e-05-0.00017235i,0.00044652+0.00072195i,0.00055711+0.00057841i,-6.7549e-05-0.00058022i,7.4782e-05-0.00052138i,0.00036071+0.00017646i,0.00033545+0.00020014i,-1.1719e-05-0.00022302i,0.00026489-0.00018519i,0.00087387-0.0002158i,0.00085358-3.8475e-05i,-7.5706e-05-0.00010526i,-0.00067727+6.3708e-05i,-0.0013076+0.00074479i
-0.00025844+0.00091265i,-0.0006686+0.00061012i,-0.00026128+0.00064151i,0.00039656+0.00058011i,0.00074642-0.00086002i,-0.00028858-0.00086657i,-0.0010303+0.0002923i,0.00021248+0.00037923i,0.0011593-3.053e-05i,0.00086477-0.00039351i,0.00040664-0.00026997i,-0.00048031+0.00017528i,-0.00069303+0.00018662i,-0.00060518-0.00024003i,-0.00055997-0.00086127i,5.8765e-05-0.0011634i,0.00053389-0.0013397i,0.00023076-0.0005692i,0.00023292+0.00014524i,0.00030646+3.3256e-06i,0.00012504+8.7002e-05i,0.00013505+0.00032012i,-0.00022334+9.5434e-05i
0.0014592+0.0015058i,0.002969+0.0008884i,0.0024577+0.00048428i,0.0011107+0.0010477i,0.00026059+0.001567i,-0.00064586+0.00065589i,-0.00085593+0.00013367i,8.4972e-05+0.00022047i,0.0012849+0.00014782i,0.0012764-0.00013313i,9.1886e-05-0.00010199i,-0.00064994-4.4373e-05i,-0.00016939-0.00015235i,-4.7657e-05-1.2734e-05i,0.00018359-0.00041082i,0.00027212-0.00094366i,-0.00028083-0.00086698i,-0.00069561-0.00065853i,-0.00048899-0.00071375i,0.00031816-5.0573e-05i,0.00031061+0.00064164i,0.00042862+0.00065962i,0.00076984+0.00060787i
-0.00050114+0.00016691i,-0.00077232+0.0011294i,-0.0014507+0.001009i,-0.0018311+0.00052253i,-0.001287+0.00057918i,-0.0013071+0.00040295i,-0.0017885-0.00014445i,-0.0010784-8.2874e-05i,-0.00041453+1.4475e-05i,-0.00023891-1.7465e-05i,-3.9238e-06+0.00048709i,3.2189e-05+0.0010963i,0.00041503+0.00088234i,0.00054554+8.4771e-05i,-0.00016175-0.00027278i,-0.00048288-0.00040315i,0.00015093-0.00043335i,0.00084755-0.00039326i,0.0011259-0.0006134i,0.00032018-0.00069125i,-0.00050271-0.00034945i,-0.00041545+0.00024859i,-0.0006685-9.4739e-05i
-0.0009451+8.2814e-05i,-0.00037435+0.0006411i,-1.1013e-05+0.00028296i,9.3794e-05-0.00099933i,-0.00015792-0.00085526i,-0.00091242-0.00045701i,-0.0018061-0.00031512i,-0.0013539+0.00018085i,-9.1213e-05-3.9841e-05i,0.00031076-0.00040512i,3.6958e-06+5.9555e-06i,-9.9904e-05+0.00021682i,0.00060194+7.057e-05i,0.00073543+0.00015401i,0.00045895+0.00046258i,-0.0003273+0.00071318i,-0.00089005+0.00065727i,-0.00071698-2.477e-05i,-0.00028947-0.00067688i,4.6131e-06-0.0006402i,-0.00046464-0.00048582i,-0.00082532+0.00021163i,-0.00035611-2.3166e-06i
-0.0016301-0.00053812i,-0.0023038-0.0004382i,-0.0013058+0.00047814i,-0.00055498+0.0011382i,-0.0011703+0.0018584i,-0.00090782+0.0015027i,-0.00062372+7.2251e-05i,-0.00088217-0.00057648i,-0.00035483-0.00029729i,0.00015404+0.00014379i,-0.0002473+0.00097736i,8.4494e-05+0.0012789i,0.00029129+0.00045654i,-0.00051933-0.00068686i,-0.00078148-0.00089467i,-0.00089187+8.7178e-07i,-0.001121-6.8389e-05i,-0.00053451-0.00022302i,-0.00038859-0.00014388i,-0.00017748-0.0004229i,0.0004468+0.0004173i,1.2726e-06+0.00093151i,-0.0008437+0.00067947i
0.0018612+0.00035924i,0.0011552+5.4145e-05i,0.00033306+0.00039102i,0.00010177-0.00030184i,-0.00045136-0.0011994i,-0.0018204-0.0011289i,-0.0023665-0.00055483i,-0.001523+0.00048691i,-0.0002556+0.00045518i,-2.0872e-05+0.00038693i,-6.0544e-05+0.00057644i,0.00030914-0.00026982i,-6.5009e-05-0.00052303i,-0.00077228-0.00024743i,-0.00095183+7.654e-06i,-0.00069459-7.903e-05i,-0.00079148-0.0004507i,-6.9195e-05-0.00059226i,0.0011185-7.8039e-05i,0.0012109+0.00024846i,0.0008089+0.00017657i,0.00032237+0.00027003i,-0.0003738+0.00053245i
0.00011816-0.000798i,0.0009551-0.00064429i,0.0014319-0.00052567i,0.0015522-0.00029827i,0.00076043-0.00070268i,-0.00035466-0.00095218i,-0.00085316-4.2896e-05i,-0.00041298+0.00088936i,0.00085785+0.00096726i,0.00088804+0.00053833i,5.6439e-05+0.00053131i,-0.00063237+0.00041188i,-0.0014833+0.00050564i,-0.001761-0.00046428i,-0.00062784-0.0014866i,0.00045465-0.00083676i,0.00038513-0.00030376i,0.00025394-0.00067577i,0.00031662-0.00098504i,6.2833e-05-0.0010985i,0.00021939-0.00061534i,0.00043301+0.00063634i,8.7619e-05+0.00038336i
0.00023754-0.00044792i,0.00046899-0.00053593i,-0.00019421-0.00024607i,-0.00084361-0.00022206i,-0.0010892+0.00054143i,-0.00063944+0.00050421i,-0.00056296-0.00015682i,-0.0010548-0.00074694i,-0.0013383-0.00068281i,-0.00046197+0.00013477i,0.00081002+0.00018941i,0.00084961-4.2272e-05i,0.00032905-0.00018792i,0.000413-0.00097485i,0.00060134-0.00092141i,0.00045414-0.00069168i,0.00040082-0.00087639i,0.00051971-0.00044319i,0.00056313-0.00034451i,-3.9984e-05+0.00029759i,-8.3082e-06+0.0005296i,0.00033441-0.00018262i,0.00024649-0.00022548i
-0.0013697-0.0013032i,-0.001204-0.0010149i,-0.00074241+0.00041852i,-0.0008383+0.0016957i,-0.00054285+0.0015822i,-0.00081428+0.00048163i,-0.00091143-0.00030813i,-0.00065584+0.00022938i,-0.00037591+0.000476i,-0.00054754+0.00018543i,-3.4414e-05+0.00048279i,0.00021417+0.0013657i,0.000123+0.00099162i,0.00067617-0.00027339i,0.0012529-0.00034289i,0.00084295+0.00054776i,-0.00080811+0.00046204i,-0.00073856-0.00056116i,8.3692e-05-0.0010484i,-0.00013532-0.00097794i,-0.00048237-0.00076904i,-0.00077136-0.00039408i,-0.00089004+0.00047874i
-0.0021106+0.00059859i,-0.00089167+0.00054361i,-0.00012905+0.0016337i,0.00051209+0.0020198i,0.00091574+0.0010579i,0.00023063+4.0856e-05i,-0.00060686-0.00048288i,-0.0010101-0.00043091i,-0.00087905+0.00066335i,-5.6995e-05+0.0010008i,0.00033438-0.00012393i,0.00024044-0.00078087i,0.00066386-0.00073055i,0.0017061-0.0010997i,0.0013929-0.0011345i,0.00013123-0.00049923i,-0.00069614+0.00019485i,-0.00092379-0.0003009i,-0.00095803-0.00078947i,-0.00052085-0.00079249i,-3.3634e-05-0.00063296i,-0.00014618-0.00047399i,-0.00010358-0.0002904i
-0.0014574-0.00041114i,-0.002353+8.4398e-05i,-0.0022778-0.00038583i,-0.0019054+0.00040115i,-0.0014928+0.001769i,-0.0017145+0.00070654i,-0.0014769-0.00020114i,-0.00097067+0.00026303i,-0.00046809+0.00028667i,0.00011109+6.478e-05i,0.00041441+0.00070203i,0.00016512+0.00097109i,-0.00017226-0.00010181i,-0.00041171-1.559e-05i,-0.00014135+0.0011627i,0.00029169+0.0010551i,0.00010713+0.00070114i,-3.8337e-05+0.00085872i,0.00041267+0.00081375i,3.2708e-05+0.00018411i,-6.4823e-05-0.00023534i,0.00073928-4.2481e-05i,0.00038347-0.0003034i
0.00031507+0.0012576i,-0.0004446+0.00061589i,0.00046402+0.00024634i,0.00086191+0.00036631i,3.6374e-05-0.00015225i,-0.00099353-0.00056978i,-0.0022172-0.00052036i,-0.0022143-0.00035993i,-0.00027826-8.1944e-05i,0.0007144-2.2395e-05i,0.00071259-8.2864e-05i,0.00048259-0.00011678i,-0.00021441-0.00016215i,-0.00037308-4.8304e-05i,0.00012628-2.8392e-05i,1.6962e-05+3.811e-05i,0.00020632-0.00043741i,0.0009432-0.0012084i,0.00086753-0.00074965i,-4.583e-05-2.0781e-05i,-0.00018452-0.00016456i,-0.00063294+2.7558e-05i,-0.00095154+0.00010357i
0.00091073+0.001028i,0.001378+0.0012511i,0.0018252+0.00043642i,0.00082883-0.0002186i,-0.0010297-0.00040952i,-0.0013233-0.00084043i,-0.00037142-0.00051432i,0.00023296+0.00060964i,0.00020086+0.00067783i,1.5364e-05+8.0575e-05i,-0.00055862-0.00053565i,-0.0010381-0.00084919i,-0.00083467-0.00047896i,-0.00063129-0.00019982i,-0.00063615+0.00018604i,-0.00041822+0.00034594i,0.00036048+0.00044839i,0.00025393+0.00085017i,0.00015633+0.00027603i,0.0009316-0.00062385i,0.00021007-0.00047085i,-0.00054056+0.00024232i,-0.00071437-0.00017852i
