-0.001315+0.0025166i,-0.0011852+0.0011107i,-0.0014752+0.00075969i,-0.0019782+0.0004961i,-0.0021642+0.00093854i,-0.0023216+0.0016182i,-0.0023175+0.0020334i,-0.0012353+0.0013639i,0.00051695-0.00021062i,0.0010091-0.0010923i,0.00061592-0.0009411i,0.00043257-0.00020271i,0.00040209-0.00021862i,0.00025277-0.00070831i,-6.6728e-05-8.7055e-05i,-0.00028375+0.00067135i,-0.00024732+4.2698e-05i,-1.4733e-05-0.00017191i,0.00020727+0.00026152i,0.00011726+0.0004857i,5.166e-05-0.00035575i,-0.00032136-0.0012015i,-0.0006206-0.00072738i
0.13752-0.074676i,0.14583-0.22159i,0.17009-0.32065i,0.18764-0.28278i,0.11228-0.15564i,0.045997-0.018185i,0.07276+0.051403i,0.08877+0.03232i,0.044189+0.018492i,0.012861+0.034998i,0.0046936+0.036137i,-0.0069733+0.020552i,-0.015456+0.0030549i,-0.019646-0.0091361i,-0.017715-0.0088561i,-0.010949-0.0030399i,-0.013001+0.0023179i,-0.01408+0.013022i,-0.0036828+0.022362i,0.00052439+0.021186i,-0.0084283+0.0136i,-0.014099-0.0010053i,-0.014134-0.020501i
-0.0039253+0.032479i,0.14784+0.044714i,0.22611+0.064689i,0.17296+0.097753i,0.12457+0.078477i,0.085096+0.018695i,0.018474+0.030085i,0.0063682+0.078879i,0.0099228+0.049158i,-0.023248+0.020825i,-0.0082305+0.027667i,0.042032+0.0055136i,0.055081-0.017625i,0.040985-0.0067957i,0.019577+0.019943i,0.0077976+0.034717i,0.0095907+0.026032i,0.0078475+0.013308i,0.0090625+0.014822i,0.017316+0.011669i,0.016945-0.0043105i,0.012154-0.012755i,0.012049-0.010882i
-0.13641+0.22731i,-0.26304+0.49878i,-0.29737+0.61122i,-0.22214+0.44113i,-0.12568+0.19071i,-0.059608+0.02481i,-0.052653-0.062472i,-0.088832-0.044256i,-0.06663+0.017583i,-0.029379+0.013218i,-0.05826+0.0089598i,-0.074081+0.049094i,-0.045882+0.059333i,-0.028008+0.035724i,-0.02875+0.011458i,-0.029419-0.0061274i,-0.016634-0.01595i,-0.0027214-0.030821i,-0.007898-0.041187i,-0.015033-0.03114i,-0.0073079-0.010262i,0.0033078+0.0083194i,0.013232+0.018373i
-0.35729-0.1588i,-0.40665-0.33805i,-0.2547-0.45775i,-0.071239-0.43308i,-0.021597-0.32904i,-0.073975-0.24939i,-0.13805-0.20242i,-0.15946-0.15143i,-0.12658-0.093199i,-0.067348-0.061474i,-0.028804-0.055848i,-0.025188-0.054878i,-0.041275-0.051487i,-0.04992-0.040786i,-0.037137-0.032521i,-0.018188-0.026427i,-0.0059941-0.008457i,0.0039498+0.010329i,0.0068608+0.016968i,-0.00023996+0.019524i,-0.0075224+0.019363i,-0.010598+0.015066i,-0.0080096+0.017511i
0.37376-0.071283i,0.57783-0.11406i,0.54607-0.13313i,0.30037-0.037568i,0.10145+0.16158i,0.097549+0.28306i,0.17237+0.22992i,0.16479+0.1062i,0.099198+0.054889i,0.074694+0.073776i,0.084468+0.072584i,0.081271+0.045526i,0.074982+0.020355i,0.075463-0.0066515i,0.081181-0.02508i,0.077256-0.029245i,0.04911-0.014791i,0.025367+0.015076i,0.02197+0.033217i,0.017997+0.03181i,0.0033293+0.024439i,-0.011577+0.018494i,-0.023779+0.016432i
-0.3452+0.3155i,-0.50586+0.58242i,-0.45251+0.70596i,-0.2783+0.47137i,-0.25969-0.0032532i,-0.39922-0.30365i,-0.42513-0.24115i,-0.23421-0.057915i,-0.066658-0.0089602i,-0.049734-0.0060311i,-0.049342+0.020286i,-0.031449+0.0077395i,-0.026962-0.0050701i,0.0031306+0.010365i,0.04754+0.020279i,0.061056+0.017344i,0.045019+0.0022528i,0.019939-0.012968i,0.0045822-0.019575i,-0.0011181-0.028735i,-0.0035366-0.046072i,-0.0017313-0.065661i,-0.0021118-0.076568i
-0.1031-0.48279i,-0.22142-0.57271i,-0.28128-0.42494i,-0.1718-0.18892i,0.057391-0.085163i,0.19758-0.11901i,0.15679-0.15266i,0.054374-0.10373i,0.018988-0.048912i,-0.0026407-0.049413i,-0.029685-0.022166i,0.0025333+0.0060835i,0.022254-0.018017i,-0.022568-0.020958i,-0.069912+0.0060718i,-0.080308+0.026003i,-0.059139+0.031263i,-0.030567+0.021249i,-0.012116+0.021973i,-0.00031322+0.036139i,0.0048091+0.037102i,-0.00040123+0.024103i,-0.0072399+0.011058i
0.076051-0.15326i,0.078526-0.30139i,0.0451-0.47474i,-0.009608-0.53087i,0.037325-0.47952i,0.1474-0.51085i,0.085863-0.52368i,-0.09204-0.33341i,-0.14142-0.087188i,-0.10228+0.019444i,-0.08141+0.058475i,-0.024513+0.09376i,0.037673+0.073203i,0.016051+0.038814i,-0.029648+0.050889i,-0.021267+0.062305i,0.0025562+0.040771i,0.0069025+0.025848i,0.010606+0.024114i,0.010849+0.0078318i,0.0041097-0.016601i,0.0096955-0.026041i,0.021844-0.020992i
-0.079717+0.0016476i,-0.028216+0.23079i,0.082077+0.37879i,0.14744+0.3146i,0.21554+0.16319i,0.36652-0.044559i,0.40279-0.31669i,0.18899-0.38352i,0.018049-0.19955i,-0.0035302-0.075043i,-0.056872-0.0065728i,-0.071324+0.10219i,-0.019146+0.12014i,-0.024307+0.077186i,-0.050369+0.064818i,-0.056216+0.05028i,-0.046689+0.03202i,-0.021044+0.025193i,-0.0045075+0.03076i,0.0028449+0.046575i,0.002144+0.056771i,-0.018292+0.067289i,-0.040514+0.085118i
-1.5344+7.5637i,0.81042+7.3449i,3.5917+6.0946i,4.5245+2.4917i,3.654-1.1326i,1.4033-2.9617i,-0.73224-2.1694i,-1.3848-0.41108i,-0.54588+0.5576i,0.48667+0.15837i,0.5517-0.68795i,0.084431-1.1847i,-0.45751-1.7682i,-1.1313-2.472i,-1.3538-2.451i,-0.83808-1.4055i,-0.26974-0.33716i,-0.29881+0.13604i,-0.69229+0.38997i,-0.68663+0.67299i,-0.16092+0.75925i,0.36586+0.44653i,0.43876-0.058048i
-0.10678-0.099401i,0.12798-0.25907i,0.37783-0.46341i,0.34829-0.55072i,0.12012-0.43161i,-0.028151-0.26488i,-0.088513-0.20402i,-0.14878-0.12493i,-0.11994+0.013139i,-0.035939+0.073161i,0.011285+0.059777i,0.043984+0.018142i,0.040471-0.029534i,0.011193-0.020962i,0.0070606+0.0076102i,0.0028595+0.00090599i,-0.014146-0.0086566i,-0.0070369-0.00094088i,0.023499+0.0024615i,0.041538+0.0044427i,0.035034+0.024545i,0.023974+0.057536i,0.02589+0.07741i
0.30982+0.54692i,0.46179+0.84439i,0.55361+1.0056i,0.60759+0.86286i,0.58289+0.44847i,0.49661+0.040669i,0.42767-0.14289i,0.34715-0.15624i,0.23444-0.12466i,0.13514-0.080905i,0.091409-0.051519i,0.074373-0.063337i,0.055755-0.093038i,0.052033-0.11875i,0.054442-0.13481i,0.043597-0.11852i,0.03459-0.073258i,0.043721-0.038448i,0.053445-0.032602i,0.044484-0.023829i,0.03023+0.0080571i,0.025069+0.03304i,0.022893+0.033944i
-0.69982-0.0090334i,-0.96561+0.2235i,-0.92015+0.58596i,-0.62876+0.72392i,-0.44261+0.47665i,-0.45747+0.23776i,-0.37755+0.21619i,-0.16358+0.17143i,-0.058717+0.050645i,-0.059518+0.016994i,-0.03958+0.054196i,-0.023644+0.084061i,-0.016934+0.098019i,0.030631+0.080447i,0.095487+0.040644i,0.12496+0.014885i,0.11142+0.011332i,0.078257+0.024946i,0.052998+0.041974i,0.040028+0.040327i,0.024735+0.020858i,0.012286+0.0073873i,0.015344+0.0040685i
0.3633-0.22484i,0.3434-0.64879i,-0.13571-0.97776i,-0.69941-0.72288i,-0.74936-0.017985i,-0.46295+0.51935i,-0.26779+0.6455i,-0.15262+0.51254i,-0.036493+0.32534i,0.051056+0.17127i,0.073665+0.043402i,0.035956-0.036921i,0.021618-0.039874i,0.060836-0.021205i,0.083059-0.022266i,0.056044-0.022689i,0.021472-0.0072647i,0.012441+0.0047889i,0.013757-0.0012646i,0.0090258-0.0096855i,-0.0027653-0.013974i,-0.019882-0.014528i,-0.035144-0.0081306i
-0.022984+0.36867i,0.26325+0.32638i,0.47849-0.19778i,0.33941-0.73996i,0.1213-0.75138i,0.124-0.52511i,0.15687-0.41094i,0.097403-0.30472i,0.028519-0.19202i,-0.016465-0.12575i,-0.026548-0.10939i,-0.025505-0.12873i,-0.028102-0.12329i,-0.00092227-0.087888i,0.04519-0.062304i,0.062266-0.050026i,0.037018-0.035735i,0.0070766-0.024239i,-0.0053093-0.029668i,-1.3978e-05-0.026371i,0.026683-0.0015956i,0.056592+0.012933i,0.065019+0.0096278i
0.1081+0.21311i,0.28529+0.56235i,0.74669+0.78692i,1.1084+0.53611i,0.8311+0.039454i,0.25682-0.19248i,0.0089055-0.14773i,0.023888-0.095747i,0.017812-0.092819i,-0.038591-0.0502i,-0.04228+0.039372i,0.010068+0.085546i,0.030364+0.069978i,0.015104+0.057903i,0.0085874+0.055642i,0.010739+0.041553i,0.011315+0.021154i,0.010239+0.011408i,0.0056881+0.016674i,0.0025909+0.025571i,0.0054386+0.026301i,0.0035448+0.022423i,-0.0023753+0.015508i
-0.61106-0.10648i,-0.89653-0.041244i,-0.79192+0.21958i,-0.40037+0.45382i,-0.11851+0.41692i,-0.045423+0.29412i,-0.01588+0.22779i,0.011572+0.13089i,0.032106+0.053925i,0.069748+0.012988i,0.07553-0.029993i,0.046338-0.02883i,0.047639+0.0088985i,0.072114+0.024982i,0.068195+0.02248i,0.040161+0.024636i,0.018759+0.026398i,0.010411+0.029533i,0.016091+0.033465i,0.016795+0.021048i,-0.0020573-0.00063742i,-0.013833-0.015654i,-0.010762-0.025051i
0.3286-0.8935i,0.051794-1.232i,-0.56148-0.86936i,-0.84553-0.067417i,-0.46637+0.38067i,-0.029107+0.31491i,0.054411+0.18117i,0.032871+0.15522i,0.061853+0.11464i,0.069975+0.038046i,0.029992-0.0036033i,-0.016978+0.0013818i,-0.03628+0.010113i,-0.045244+0.010568i,-0.043548+0.024021i,-0.023065+0.038156i,-0.0073944+0.034086i,-0.0086908+0.020966i,-0.019907+0.007936i,-0.02376-5.8291e-05i,-0.013375-0.0040215i,-0.0030691-0.0094458i,0.00017198-0.010145i
0.35692+0.53893i,0.78604+0.63263i,0.88843+0.23275i,0.49336-0.29222i,0.061881-0.36246i,-0.049732-0.14352i,0.0053164-0.053427i,0.0060874-0.06609i,-0.053531-0.031347i,-0.083511+0.032122i,-0.068361+0.032762i,-0.065673-0.0020575i,-0.065698+0.0076728i,-0.030025+0.028701i,0.011944+0.0092319i,0.022701-0.027947i,0.0088377-0.044288i,-0.01227-0.037401i,-0.030158-0.020511i,-0.027087-0.003687i,-0.0046103-0.0022758i,0.016396-0.013349i,0.026234-0.02914i
-0.2103+0.088211i,-0.24431+0.23267i,-0.003833+0.1101i,0.2034-0.23492i,0.092334-0.34658i,-0.032309-0.17505i,0.010655-0.051267i,0.02762-0.036521i,-0.006648-0.031874i,-0.018408-0.026856i,0.0064952-0.019072i,0.042005-0.025314i,0.043159-0.041663i,0.021221-0.037586i,-0.00019265-0.0091042i,-0.0094748+0.022815i,-0.0046421+0.030453i,-0.00081456+0.019664i,0.0023023+0.015541i,0.0021889+0.023913i,-0.0043163+0.04264i,-0.0012238+0.060618i,0.012945+0.058751i
-0.36656+0.24461i,-0.63222+0.31647i,-0.64615+0.45836i,-0.32403+0.58559i,-0.01477+0.43366i,0.0051057+0.13452i,-0.087905-0.0070685i,-0.089196-0.035822i,-0.039006-0.062938i,-0.0048785-0.084965i,-0.00429-0.084154i,-0.017444-0.063582i,-0.023037-0.043356i,-0.022674-0.021149i,-0.016484-0.00028444i,-0.0072268+0.0027411i,0.003476-0.0004767i,0.019807+0.0001386i,0.030177-0.0039786i,0.024946-0.0093289i,0.019446-0.013976i,0.017007-0.025583i,0.011563-0.03196i
0.14855-0.63501i,0.1063-0.83166i,0.046539-0.57467i,0.056972-0.17329i,0.10097-0.01782i,0.084614+0.029921i,0.052579+0.099059i,0.060251+0.099516i,0.0688+0.052354i,0.065072+0.035861i,0.065302+0.04804i,0.075241+0.061828i,0.079415+0.059789i,0.062706+0.046032i,0.035844+0.032018i,0.012972+0.028926i,0.0018072+0.030997i,-0.0077347+0.027738i,-0.02256+0.024224i,-0.029238+0.018435i,-0.028754+0.0093279i,-0.023736+0.0084468i,-0.010194+0.01309i
0.69581+0.22914i,1.0026-0.043102i,0.7386-0.45289i,0.15733-0.52894i,-0.10111-0.26792i,-0.010481-0.087324i,0.083724-0.069433i,0.084754-0.056035i,0.054634-0.0082353i,0.03101+0.021839i,0.0030605+0.0078601i,-0.026463-0.0029139i,-0.019418+0.0053306i,-0.0043498-0.0059752i,-0.014586-0.024876i,-0.023646-0.031505i,-0.021415-0.027756i,-0.014894-0.021212i,-0.0061242-0.023065i,0.0024343-0.02166i,0.012193-0.011472i,0.016708-0.0070413i,0.006423-0.010484i
-0.21643+0.19085i,-0.27657+0.50277i,-0.16757+0.61426i,0.0073701+0.41134i,0.053486+0.19073i,0.0072854+0.10659i,0.0039877+0.056039i,0.019819-0.0091035i,-0.0097804-0.045966i,-0.046387-0.040464i,-0.049492-0.026126i,-0.050367-0.018137i,-0.058525-0.0068759i,-0.044394+0.0027312i,-0.013928+0.0057964i,0.004306+0.0058989i,0.0032623+0.0056392i,-0.00896+0.0055152i,-0.023628+0.0085236i,-0.027273+0.012262i,-0.014713+0.014037i,0.0049152+0.018367i,0.023081+0.019863i
-0.15535+0.37298i,-0.07933+0.48657i,0.12661+0.45206i,0.25427+0.33597i,0.20066+0.2297i,0.11213+0.19986i,0.064597+0.19892i,0.018594+0.15792i,-0.017249+0.097463i,-0.016535+0.050099i,-0.0048491+0.017145i,-0.0043649+0.0080932i,-0.0036064+0.021881i,0.0011754+0.02804i,-0.0025813+0.012365i,-0.015119-0.0043924i,-0.018976-0.0078227i,-0.0027812-0.00684i,0.018999-0.013008i,0.018973-0.019959i,0.00095617-0.020536i,-0.013295-0.021229i,-0.016267-0.021077i
-0.57926-0.35243i,-0.77816-0.40899i,-0.72257-0.38204i,-0.55711-0.29457i,-0.36685-0.14913i,-0.14713-0.036052i,0.010731-0.0093756i,0.072696-0.018768i,0.08514-0.035182i,0.077886-0.040073i,0.074142-0.04066i,0.0593-0.056352i,0.03282-0.062392i,0.02478-0.043135i,0.026968-0.012244i,0.031546+0.009481i,0.029354+0.0094632i,0.0086907+0.00030214i,-0.016659-0.0025237i,-0.02375-0.00015334i,-0.0094867+0.0050477i,0.0091124+0.016461i,0.02163+0.029862i
0.12136-0.043128i,0.046888-0.072309i,-0.087579-0.0075347i,-0.12502+0.025587i,-0.099055-0.051805i,-0.13206-0.10934i,-0.16396-0.085118i,-0.13099-0.043423i,-0.074767-0.01666i,-0.045927-0.012762i,-0.056183-0.0054035i,-0.065725+0.020387i,-0.056102+0.034362i,-0.045237+0.030074i,-0.034042+0.015185i,-0.025249-0.0022402i,-0.021206-0.0083428i,-0.014333+0.0039614i,-0.0028214+0.018551i,0.0018584+0.016505i,-0.0050114+0.0047353i,-0.012978-0.0039958i,-0.012133-0.0088442i
0.092592-0.30411i,0.24191-0.34433i,0.43113-0.30121i,0.47927-0.26849i,0.33226-0.19903i,0.16483-0.058864i,0.08422+0.038727i,0.052798+0.044233i,0.031963+0.017946i,0.021388+0.0072215i,0.036131-3.0249e-05i,0.059198-0.017985i,0.065229-0.024774i,0.059074-0.0159i,0.046638-0.0060609i,0.032396+0.0038721i,0.023629+0.0048079i,0.013924-0.011071i,0.0044315-0.023071i,0.0038589-0.014929i,0.0088986-0.0006278i,0.011438+0.00559i,0.0047622+0.0055539i
0.45453-0.018701i,0.38662-0.18889i,0.077488-0.22393i,-0.074917-0.050611i,0.0017382+0.057483i,0.048606+0.018275i,0.035317+0.005488i,0.032872+0.022954i,0.020893+0.022795i,0.01218+0.016527i,0.0061736+0.00047474i,-0.012475-0.0112i,-0.025248-0.013946i,-0.033509-0.01668i,-0.038812-0.0099072i,-0.032531-0.0024551i,-0.021764+0.0013647i,-0.012625+0.0074545i,-0.0077358+0.0084387i,-0.0097225+0.0035201i,-0.015443-0.0015639i,-0.021527-0.0043276i,-0.021688-0.0019537i
-0.0078517+0.12891i,0.062629+0.3436i,0.12156+0.495i,0.099237+0.47032i,0.034527+0.36158i,-0.022396+0.26476i,-0.058345+0.16875i,-0.055621+0.077596i,-0.036795+0.022606i,-0.023285+0.01266i,0.0019494+0.020019i,0.018312+0.02145i,0.008281+0.033272i,0.0049682+0.046779i,0.013133+0.033783i,0.010759+0.011688i,0.0027973-0.00019213i,0.0033376-0.0113i,0.0094122-0.020971i,0.015393-0.021248i,0.025619-0.013449i,0.037931-0.0066972i,0.038717-0.0029905i
0.15824+0.29156i,0.22248+0.17833i,0.15765-0.10321i,-0.00027538-0.24437i,-0.085602-0.16237i,-0.047045-0.04618i,0.010478-0.0027109i,0.022135+0.0029184i,0.0097136+0.0057192i,0.00081915+0.012824i,-0.0075605+0.01793i,-0.0091892+0.018706i,0.0028602+0.0053469i,0.0043415-0.018266i,-0.010844-0.020515i,-0.017157-0.00095689i,-0.0077922+0.014718i,-0.0025354+0.018956i,-0.0093433+0.017178i,-0.015385+0.010362i,-0.017861+0.0023383i,-0.021688-0.0015499i,-0.022876-0.0025667i
-0.58476+0.021757i,-0.73234+0.13665i,-0.58137+0.17173i,-0.31229+0.085868i,-0.13021-0.0069055i,-0.049568-0.082033i,-0.031728-0.13584i,-0.035841-0.11666i,-0.015398-0.067931i,-0.00048159-0.051669i,-0.0066093-0.049128i,-0.01787-0.04565i,-0.033449-0.038641i,-0.031573-0.02345i,-0.012849-0.015528i,-0.0032949-0.022479i,-0.0062549-0.027495i,-0.004849-0.021589i,0.0036965-0.013597i,0.009204-0.0072815i,0.013261+0.0010421i,0.020894+0.0089471i,0.029199+0.010378i
0.12172-0.0018266i,0.18082-0.04578i,0.2211-0.028676i,0.19677-0.0033924i,0.084759-0.03007i,-0.020984-0.024121i,-0.038945+0.016939i,-0.0059894+0.016648i,0.011473-0.0048783i,0.0091799-0.010354i,0.0037097+0.0023292i,0.011916+0.02482i,0.033567+0.032369i,0.036971+0.024782i,0.015453+0.020012i,-0.0074533+0.026286i,-0.012427+0.032692i,-0.006972+0.027009i,-0.0071332+0.013095i,-0.01268+0.0030262i,-0.018257-0.0016512i,-0.021528-0.0054076i,-0.023368-0.0091582i
-0.19875-0.33097i,-0.2227-0.38153i,-0.15017-0.28287i,-0.050904-0.13866i,0.037938-0.051789i,0.098005-0.03044i,0.10114-0.036566i,0.060784-0.031655i,0.018728-0.01212i,0.00095065+0.0051862i,0.0078633-0.0030456i,0.011435-0.025001i,0.0061964-0.02462i,0.0064262-0.011647i,0.012139-0.01327i,0.017611-0.029709i,0.010356-0.039642i,-0.0059676-0.027445i,-0.0099303-0.0065464i,-0.0037135+0.0026535i,0.0030091+0.0031511i,0.0088135+0.0045776i,0.012928+0.011434i
0.41671+0.037369i,0.42925+0.0085676i,0.18402+0.0072955i,-0.036832+0.045104i,-0.077893+0.050316i,-0.068002+0.015907i,-0.043936-0.00039225i,-0.0038603-0.010895i,0.0133-0.013568i,0.020831-0.0058791i,0.013006+0.0030883i,-0.011771+0.025171i,-0.026879+0.043212i,-0.027598+0.040469i,-0.019455+0.028804i,-0.014854+0.020481i,-0.011718+0.017623i,-0.0025512+0.011977i,0.0025723+0.0048779i,0.0048945+0.003563i,0.0055806+0.004527i,0.00086848+0.0039405i,-0.0057195-0.0016392i
-0.1293-0.060553i,-0.094438+0.03665i,0.081671+0.10233i,0.21618+0.050349i,0.19088+0.020764i,0.1352+0.07301i,0.10391+0.1041i,0.064806+0.089764i,0.024318+0.053084i,-0.0081945+0.027554i,-0.0077954+0.017282i,0.009583-0.0046584i,0.012919-0.01746i,0.013077-0.018238i,0.013914-0.02388i,0.016836-0.029515i,0.018623-0.033158i,0.010259-0.029143i,0.00056451-0.016323i,-0.0013741-0.0079658i,0.0023824-0.0064627i,0.0084233-0.0053762i,0.012378-0.003478i
0.25202+0.19124i,0.2677+0.068939i,0.078346-0.11559i,-0.10978-0.11246i,-0.10838+0.00022094i,-0.0059012+0.040742i,0.073989+0.024507i,0.092362+0.0015183i,0.069208-0.0005913i,0.055644+0.0017613i,0.034141-0.015i,-0.0037938-0.028226i,-0.0252-0.036152i,-0.028007-0.035733i,-0.019246-0.014289i,-0.0094777+0.0090469i,-0.0052569+0.020068i,0.0024536+0.014199i,0.0055019-0.0014202i,0.00024056-0.0048756i,-0.0033682+0.003178i,-0.006071+0.00778i,-0.0067264+0.0047718i
-0.37321-0.044598i,-0.4657+0.12267i,-0.29079+0.29515i,-0.044461+0.24857i,0.024926+0.075322i,-0.042517-0.011956i,-0.10081-0.0050205i,-0.098863+0.014356i,-0.064482+0.0011647i,-0.057113-0.018351i,-0.054628-0.00048181i,-0.018518+0.022518i,0.013124+0.026423i,0.020201+0.020726i,0.011934+0.0050319i,0.006579-0.0059207i,0.010083-0.011055i,0.0036297-0.015419i,-0.0076296-0.012912i,-0.007965-0.01034i,0.0012184-0.0095803i,0.011248-0.0047383i,0.016474+0.002036i
0.25297+0.19234i,0.38243+0.052465i,0.30279-0.16767i,0.069839-0.19239i,-0.071126-0.037962i,-0.048671+0.087955i,0.01193+0.11531i,0.02521+0.078563i,0.0049477+0.045246i,0.0092264+0.034628i,0.026036+0.0020818i,0.017005-0.028341i,0.0071184-0.028453i,0.0065779-0.017923i,0.0064644-0.00030684i,0.0041531+0.01338i,-0.0053959+0.019941i,-0.0079473+0.025477i,-0.0034359+0.021483i,-0.006566+0.013063i,-0.011836+0.0066613i,-0.01555+0.00043693i,-0.014837-7.7834e-05i
-0.30936-0.32791i,-0.46442-0.2908i,-0.39066-0.081163i,-0.12614+0.012203i,0.06044-0.091927i,0.058691-0.18857i,-0.0084683-0.17098i,-0.028312-0.10161i,0.00021521-0.057773i,0.012676-0.052506i,-0.0036485-0.030782i,-0.0057094+0.015772i,0.0073295+0.039456i,0.013365+0.031283i,0.0082608+0.010407i,0.0023587-0.0035707i,0.006706-0.010642i,0.013073-0.016174i,0.013731-0.014764i,0.01153-0.0094624i,0.0084223-0.0036013i,0.0054913+0.0020805i,0.00054406+0.004661i
0.2853+0.33831i,0.46197+0.38648i,0.4459+0.24511i,0.23123+0.10582i,0.021429+0.10829i,-0.072971+0.15951i,-0.075128+0.15409i,-0.035187+0.086975i,-0.02123+0.028259i,-0.011112+0.026606i,0.025867+0.019495i,0.032138-0.013013i,0.0075364-0.018704i,-0.0027941-0.0057716i,0.0017603+0.0023956i,0.0049768+0.0055552i,-0.00086745+0.0041579i,-0.0093007+0.0041334i,-0.012611+0.0059909i,-0.011598+0.0068727i,-0.0083688+0.0041967i,-0.0025458-0.0021007i,0.0012154-0.0071034i
-0.1311-0.48796i,-0.24151-0.60174i,-0.25492-0.42795i,-0.10055-0.16308i,0.10168-0.04443i,0.19695-0.045062i,0.17184-0.055039i,0.096662-0.031114i,0.052118+0.0033783i,0.035441+0.0058953i,0.0013003+0.00079245i,-0.029936+0.017137i,-0.028344+0.031058i,-0.011914+0.027236i,-0.006847+0.012915i,-0.011054+0.0031884i,-0.0089217+0.0028135i,-8.2769e-05+0.0013868i,0.0062889-0.0030953i,0.0099625-0.0034212i,0.011533+0.00040912i,0.0097485+0.0034658i,0.0066914+0.002499i
0.063529+0.54413i,0.092168+0.7467i,0.077502+0.62602i,-0.0035065+0.34583i,-0.102+0.16847i,-0.13542+0.084913i,-0.10768+0.025441i,-0.054886-0.0034716i,-0.024549-0.010084i,-0.02428+0.0053624i,-0.0075734+0.02187i,0.0085229+0.0033092i,-0.0072262-0.018026i,-0.019657-0.014869i,-0.01166-0.0056158i,0.00061968+0.00098817i,0.0068014+0.0069351i,0.0047681+0.0099657i,-0.0014768+0.0082864i,-0.0062227+0.0033046i,-0.0041116-0.00012741i,0.0031271-0.002231i,0.010109-0.003962i
0.032243-0.5166i,0.04593-0.73869i,0.023287-0.63545i,-0.0010408-0.31503i,0.025145-0.060322i,0.05614+0.058381i,0.055667+0.088865i,0.031856+0.069251i,0.0048248+0.041555i,-0.008668+0.014222i,-0.021038-0.0079365i,-0.02948-0.0090418i,-0.018719-0.0032338i,-0.0096959-0.0015931i,-0.013758-0.0010573i,-0.020451-0.0040717i,-0.021578-0.0074146i,-0.015102-0.0076365i,-0.0066901-0.0054903i,-0.0012882-0.0012667i,-0.00096076+0.0025618i,-0.0039133+0.0078978i,-0.0068707+0.012575i
-0.14175+0.52821i,-0.22158+0.73226i,-0.21039+0.60949i,-0.14545+0.29997i,-0.10801+0.081575i,-0.064155-0.021165i,-0.016463-0.066337i,-0.00072329-0.059817i,0.0066968-0.041089i,0.0063676-0.032965i,0.0037015-0.017582i,0.014596-0.01188i,0.01395-0.023501i,0.0068612-0.027279i,0.010939-0.019314i,0.018787-0.0071936i,0.022714+0.00056538i,0.018756-0.0020238i,0.0088501-0.0078237i,0.0016905-0.0079654i,-3.2968e-05-0.0050315i,0.00061349-0.0057704i,0.0026918-0.0061266i
0.17363-0.46254i,0.28719-0.64997i,0.26777-0.54935i,0.1274-0.2944i,-0.0068888-0.11198i,-0.085766-0.0081184i,-0.093766+0.046588i,-0.053071+0.035775i,-0.027742+0.0030314i,-0.01467-0.010435i,-0.0042737-0.018123i,-0.0044268-0.017557i,-0.0025614-0.0070306i,-0.0038337-0.0012128i,-0.010654-0.0019603i,-0.017663-0.011264i,-0.026694-0.022292i,-0.031381-0.020929i,-0.024389-0.013376i,-0.013776-0.010463i,-0.0078408-0.0065203i,-0.0052066+0.0031357i,-0.0055997+0.010878i
-0.18621+0.36884i,-0.29774+0.50869i,-0.27202+0.41131i,-0.13298+0.18927i,-0.016091+0.043881i,0.049311-0.00055267i,0.064765-0.012743i,0.036869-0.012108i,0.018996-0.0020794i,0.023429-0.0028826i,0.024771-0.0080897i,0.017693-0.0061807i,0.014966+0.00053543i,0.02385+0.0058438i,0.030717+0.0081866i,0.029548+0.014723i,0.029183+0.024743i,0.027223+0.025496i,0.01748+0.017455i,0.0059338+0.0093493i,-0.0006429-0.00037981i,-0.00044775-0.013599i,0.0039759-0.021241i
0.17794-0.30835i,0.27394-0.41462i,0.23188-0.34367i,0.098797-0.19871i,0.0057069-0.10901i,-0.040444-0.063977i,-0.038795-0.018351i,-0.0048452+0.012802i,0.015232+0.023198i,0.018991+0.029694i,0.014411+0.028019i,0.010839+0.021648i,0.013093+0.012365i,0.0043598+0.0018841i,-0.0084188-0.0013837i,-0.011859-0.0036889i,-0.0094936-0.0072528i,-0.0025384-0.0051234i,0.0053508+0.0023414i,0.0089672+0.0092669i,0.0067986+0.014157i,0.00075966+0.019429i,-0.0046525+0.019318i
-0.13039+0.2181i,-0.19047+0.29232i,-0.13542+0.23352i,-0.013619+0.12328i,0.060659+0.058483i,0.081845+0.030508i,0.057175-0.0014061i,0.015115-0.021408i,-0.0022215-0.021678i,0.0016113-0.022344i,0.0084476-0.023053i,0.0061924-0.018602i,-0.00033442-0.0035666i,0.005167+0.012337i,0.012789+0.013414i,0.014024+0.01044i,0.016645+0.0093824i,0.017697+0.0023925i,0.014441-0.0062338i,0.0098932-0.0088015i,0.0071329-0.0099714i,0.0084655-0.014261i,0.0097379-0.014301i
