-0.0020768-0.00039672i,-0.0011724-0.00045819i,-0.0016115+0.0012314i,-0.0014627+0.002827i,-0.00044985+0.0032937i,0.00062721+0.002498i,0.00066346+0.001497i,0.00052962+0.0012092i,0.00069186+0.0020057i,0.001287+0.0021054i,0.0019694+0.00072236i,0.0008094-0.00034481i,-0.0004883-0.00068746i,-0.00078956-0.00115i,-0.00027592-0.0011315i,-0.00051829-0.00051311i,-0.0013882-0.00027224i,-0.00082791-0.00060872i,-0.00064776-2.1994e-05i,-0.00087819+0.00087925i,-0.000695+0.00080274i,-0.0006424-0.00024277i,8.6566e-05-0.00052542i
-0.0012761+0.0059358i,-0.0098878+0.013429i,-0.019854+0.019363i,-0.020401+0.016783i,-0.012449+0.011869i,-0.0054547+0.0079266i,0.0013412+0.0045642i,0.0065029+0.0027765i,0.007737+0.0032307i,0.0060906+0.0035429i,0.0021401+0.0018143i,-0.0012692-0.00023112i,-0.0019385-0.00089585i,-0.0013351-0.00032827i,-0.00052606+0.00092215i,2.4277e-05+0.0021399i,-0.00016857+0.0037404i,-0.00051217+0.0058963i,0.0011597+0.008224i,0.003769+0.0087151i,0.0035734+0.0059785i,0.0014181+0.0021854i,0.00047863+0.00063801i
-0.00019576-0.005414i,0.0067893-0.010288i,0.013748-0.0090525i,0.012823-0.0055306i,0.0072081-0.0064348i,0.0058771-0.0084104i,0.0063592-0.0050319i,0.0058831+0.00086843i,0.0047894+0.003829i,0.0028856+0.0043506i,0.0012358+0.0030659i,0.0012262+0.0011898i,0.0013889-0.001029i,0.00013699-0.0027281i,-0.0011541-0.0024689i,-0.00065839-0.0018285i,0.00043741-0.0015912i,0.00081151-0.0019996i,0.00085442-0.0050008i,0.0011233-0.0083776i,-0.00026318-0.006793i,-0.002003-0.0024466i,-0.0018495-0.00032335i
-0.0061758+0.0016848i,-0.015229+0.0041715i,-0.022115+0.0022662i,-0.016305-0.0025552i,-0.0057619-0.0030439i,-0.002264-0.00033565i,-0.0031995+0.002285i,-0.0031288+0.0043464i,-0.0029294+0.0055372i,-0.0021301+0.004901i,-0.0010538+0.0035366i,2.5767e-06+0.0017045i,0.00074999-0.00084661i,0.00052109-0.0021573i,5.7798e-05-0.0016974i,-0.0005171-0.0017494i,-0.0015481-0.0023547i,-0.002954-0.001572i,-0.0055619+0.0014769i,-0.0077726+0.0045724i,-0.0063073+0.0058839i,-0.0020537+0.0045592i,6.1109e-07+0.0023819i
0.0021462-0.003421i,0.0082405-0.0034013i,0.012431+0.0024645i,0.011947+0.0085746i,0.010268+0.0067159i,0.0080616+0.001626i,0.0016618-0.0012855i,-0.0043309-0.0013983i,-0.00393-0.00012846i,-0.00075007-6.8963e-05i,0.000246-0.0004296i,0.00054417+6.946e-06i,0.0017089-0.00023864i,0.0024695-0.00012571i,0.0023599-0.00022745i,0.0024121-0.0012789i,0.0024808-0.0012277i,0.0027817+0.00045147i,0.0061785+0.0028447i,0.010537+0.0032855i,0.009883+0.0010059i,0.0053171-0.00085105i,0.0024067-0.00075986i
-0.0047944-0.00059784i,-0.01101-0.0039388i,-0.013992-0.0077856i,-0.0097971-0.0071074i,-0.0053625-0.0030717i,-0.0039696-0.003127i,-0.002131-0.0063494i,-0.00078797-0.0080228i,-0.00071737-0.006626i,0.00034594-0.0038765i,0.00091248-0.001594i,0.00044557-0.00041693i,0.00096619+0.00046421i,0.00086876+0.00059896i,-0.00032599-0.00046i,-0.0010601-0.00073698i,-0.00087827-0.00087136i,-0.00046005-0.0023309i,-0.0011342-0.0053277i,-0.0033425-0.007933i,-0.0060375-0.0065088i,-0.0062938-0.0030736i,-0.004467-0.0008761i
0.0031199+0.0015152i,0.0056578+0.0067247i,0.0044829+0.014177i,0.00019687+0.014039i,-0.0011445+0.006249i,0.0014187-0.00033391i,0.0053064-0.0039945i,0.0084959-0.0062511i,0.0090817-0.004939i,0.006884-0.0014742i,0.0039319-0.00019593i,0.0013969-0.00027855i,-0.00096186+0.00054984i,-0.0010837+0.0013765i,-0.0004008+0.0010516i,0.0014944+0.00011702i,0.0020953+0.00046312i,0.00042561+0.0026202i,-0.0014118+0.0069283i,-0.0032531+0.010722i,-0.0018977+0.0099417i,0.0011664+0.0058266i,0.0018492+0.0030748i
-0.0036093-0.0050629i,-0.0057908-0.009403i,-0.0047427-0.012704i,-0.00062238-0.011704i,0.0012503-0.0096418i,0.0021853-0.0075477i,0.0051071-0.0038259i,0.0086937+0.00035056i,0.0093191+0.0028485i,0.0060044+0.0033007i,0.0022486+0.0029303i,0.00035281+0.0023052i,-0.00045522+0.00034901i,-0.00035076-0.00084849i,-0.00077782-0.00074874i,-0.0012218-0.00078637i,-0.00096436-0.00048422i,0.00055955-0.0010006i,0.0050666-0.0024379i,0.0086403-0.0033223i,0.0076482-0.0044298i,0.0033025-0.0053102i,0.00063507-0.0048805i
0.002578+0.0019661i,0.00063264+0.0047267i,-0.0022631+0.0064696i,-0.0020939+0.0035238i,0.0015654-1.0453e-05i,0.0020951+0.00089611i,0.00084562+0.0046447i,0.0016152+0.0081448i,0.0030301+0.0099097i,0.0028154+0.0084199i,0.00064185+0.0047587i,-0.0010508+0.0020724i,-0.00070703-0.00022282i,-6.7376e-06-0.00087656i,0.00072337+0.00026879i,0.0020391+0.0005598i,0.0017179+0.00042281i,-0.0014675-0.00087647i,-0.0058212-0.0036795i,-0.0091045-0.0055988i,-0.0091816-0.0035091i,-0.0066562+0.00096484i,-0.0040209+0.0020509i
-0.0030325-0.0038135i,-0.0014773-0.0060126i,0.0025209-0.0036739i,0.006101+0.0021711i,0.0063899+0.004515i,0.0045448+0.0031748i,0.00049316+0.0016228i,-0.0037411+0.002241i,-0.0046903+0.0032112i,-0.0027837+0.0020676i,-0.0015805+0.00073248i,-0.0014704-0.00037264i,-0.0012106-0.0015104i,-0.00035654-0.0028349i,-0.00023685-0.0037011i,-0.00055681-0.0043382i,0.00034203-0.003854i,0.0018959-0.00014907i,0.0022313+0.0054121i,0.0019929+0.009946i,0.0035281+0.0098756i,0.0046149+0.0059578i,0.0034622+0.0037678i
-0.0028956+0.00042489i,-0.0077832+0.0025423i,-0.014415+0.0032723i,-0.014008+0.0025378i,-0.009192+0.0019943i,-0.0063292-0.00089345i,-0.0047185-0.0043665i,-0.0044431-0.005482i,-0.0047894-0.005209i,-0.0031287-0.0034739i,0.00022603-0.0018054i,0.0020719-0.00069673i,0.0015912+0.00022385i,0.00053179+0.0013584i,-6.772e-05+0.0020429i,0.00019513+0.0018433i,0.0009443+0.0010297i,0.0012317-0.00077869i,0.0028582-0.0039748i,0.0052635-0.00688i,0.004427-0.0083761i,0.0010974-0.0076433i,-9.5507e-05-0.0055976i
-9.3442e-05-0.0028039i,0.00096638-0.0032967i,0.003923-0.0019031i,0.0036091-0.0010114i,0.0015611-0.0033674i,0.0013329-0.0054913i,0.0032324-0.0060556i,0.005405-0.0074444i,0.0049677-0.0078321i,0.0033456-0.0053669i,0.0027814-0.002106i,0.0024991-7.7452e-05i,0.001301+0.00041121i,0.00046979+0.00036658i,0.00063426-0.00077291i,0.0010818-0.0021336i,0.0015384-0.0012783i,-0.00048388+0.0010003i,-0.0057774+0.0023693i,-0.010105+0.0024881i,-0.010198+0.0027892i,-0.0078159+0.0024164i,-0.0062499+0.0014762i
-0.0038011-0.0013411i,-0.0084024-0.0010351i,-0.012242-0.0015045i,-0.0082094-0.0012141i,-0.00059749-0.0012661i,0.0045342-0.0013147i,0.0068801-0.00046484i,0.0084956-0.00012523i,0.0089495-0.00071377i,0.00691-0.00060116i,0.0033805+0.0010269i,0.0011285+0.00279i,0.0004977+0.0025355i,-0.00069488+0.0011581i,-0.0016421+0.00016407i,-0.0023149-0.00025642i,-0.0026615+5.961e-05i,-0.00086075+0.00057488i,0.0029721+0.0023858i,0.0059477+0.0050367i,0.0068992+0.0058925i,0.006072+0.0039787i,0.0037318+0.002142i
0.00059762-0.0024737i,0.0029268-0.0017275i,0.0039839+0.00078671i,0.0028396+0.0023771i,0.0021421+0.002736i,0.0015221+0.0026789i,0.0018559+0.0031618i,0.0038846+0.0051691i,0.0048701+0.0068081i,0.0036699+0.0061971i,0.0013145+0.0031893i,6.9208e-05+0.00043443i,-0.00044468-0.00077635i,-0.00018009-0.00051275i,0.00081858+0.00057943i,0.0019326+0.0006585i,0.0014934-0.00023364i,-0.00025982-0.0019395i,-0.001361-0.0049821i,-0.00090422-0.0082586i,-0.0003503-0.008984i,-0.00096797-0.0066691i,-0.00072844-0.0039865i
-0.0015316+0.00010172i,-0.0043984-0.002918i,-0.0063278-0.0041208i,-0.003886-0.0014159i,-0.00062374+0.0013018i,0.00067786-0.00039221i,0.00018704-0.00082207i,-0.0020898+0.0022455i,-0.0034805+0.0047247i,-0.0024098+0.0040817i,-0.0012791+0.00096355i,-0.0011964-0.0012926i,-0.0007611-0.0015383i,-0.00067853-0.00061436i,-0.0010175-0.0004898i,-0.001252-0.00097372i,-0.00085419-0.00074381i,-0.00091501+0.00091251i,-0.0025848+0.0032231i,-0.0047119+0.0050802i,-0.0056704+0.0056749i,-0.0050803+0.0050585i,-0.0042703+0.0036848i
-0.00039679+0.00038227i,0.00047875+0.0033007i,0.00011619+0.0066844i,-0.00021796+0.0054246i,-0.00013488+8.5011e-05i,-0.0013622-0.0039599i,-0.0035227-0.0047146i,-0.0052589-0.0037485i,-0.005429-0.0026751i,-0.0042912-0.0016392i,-0.0016219-0.00060816i,0.00067962-0.00041994i,0.0014885-0.00079139i,0.0019142-0.0006332i,0.0015525-0.0007701i,0.00096119-0.0010348i,0.00073942-0.00082811i,0.0018355-0.00064778i,0.0047431-0.00027166i,0.0076011+0.0016693i,0.0081981+0.002528i,0.0076506+0.0020261i,0.0059232+0.0020176i
-0.0025455-0.0024458i,-0.0024478-0.0049286i,-0.002437-0.0060139i,-0.00129-0.0045602i,0.002022-0.0029574i,0.002827-0.0029493i,0.001574-0.0036757i,0.0021185-0.0039523i,0.0023951-0.004157i,0.0021516-0.0042419i,0.0022046-0.0026259i,0.0016868-0.0010235i,0.00011753-0.00085393i,-0.0013912-0.00062214i,-0.0015978-0.0005961i,-0.0011035-0.0013105i,-0.0017057-0.00104i,-0.0023333-9.3133e-05i,-0.0023385-0.00076505i,-0.0026102-0.0029255i,-0.0026039-0.0045482i,-0.002768-0.0052489i,-0.0024313-0.0052625i
-0.0014701+0.0024875i,-0.0028211+0.0041216i,-0.0043667+0.0053306i,-0.0021186+0.0041028i,0.0021059+0.00086685i,0.0037061-0.0017806i,0.0036997-0.001353i,0.0059135+0.00070037i,0.0079454+0.00058068i,0.0065815+0.00046166i,0.0035652+0.0014316i,0.0015698+0.0020988i,0.0011361+0.001206i,0.0010929-0.00014367i,0.0013434-5.9805e-05i,0.0021977+0.00084634i,0.0017911+0.00077306i,0.00059324+0.00039295i,0.00012533+0.002572i,-0.001392+0.0057835i,-0.0032886+0.0064427i,-0.0034672+0.005944i,-0.0027915+0.0051215i
-0.00075425-0.0025199i,0.00016054-0.0026371i,0.0020006-0.0027387i,0.0038694-0.00085044i,0.0037946+0.0018923i,0.0026533+0.0024269i,0.0017947+0.0019057i,0.0022153+0.0023847i,0.0040249+0.0038036i,0.0046484+0.004118i,0.002279+0.0027139i,-0.00026326+0.00099339i,-0.00095414-0.0004707i,-0.0015656-0.0016107i,-0.0011451-0.0015233i,9.3949e-05-0.00093359i,0.00040066-0.0013239i,-0.0003564-0.0023259i,0.00055825-0.0028476i,0.0030877-0.0017071i,0.0050339-0.0003851i,0.0059984-0.00021623i,0.0054244+3.3327e-05i
-0.00077227+0.00026341i,-0.0036051+0.002339i,-0.0073302+0.0027441i,-0.0064671+0.0026224i,-0.0033692+0.00091175i,-0.0013908-0.0012333i,-0.00012517-0.0006352i,-0.00021143+0.001424i,-0.00045047+0.002929i,6.9993e-05+0.0036436i,-0.00067725+0.0018967i,-0.0015794+0.00013422i,-0.00088973+0.00045562i,-0.00058395+0.00073848i,-0.00071139+0.0013282i,-0.00062545+0.0014615i,0.00017165+0.00047678i,-2.2087e-05+0.00087956i,-0.0015569+0.00051695i,-0.0026053-0.0015032i,-0.0035367-0.0033788i,-0.0037823-0.0038596i,-0.0037828-0.0031772i
5.335e-06-0.0024737i,4.6364e-05-0.0031876i,0.0010834-0.0026328i,0.0022189-0.0016793i,0.0029516-0.0020384i,0.0027612-0.0033131i,0.002483-0.0037915i,0.0019592-0.0025409i,-0.00061192-0.0017093i,-0.0018784-0.0010679i,-0.0009238-0.00052526i,-0.00022834-0.0013412i,0.00030569-0.0019516i,0.0012493-0.0021143i,0.0015611-0.0024145i,0.00094562-0.0027105i,0.00093713-0.0032403i,0.0021094-0.0021803i,0.0024828+0.00078839i,0.00066603+0.0030283i,-0.0019067+0.0050567i,-0.0023284+0.0060442i,-0.0018338+0.0050759i
-0.0019458-0.00052684i,-0.0061677-0.0015783i,-0.0094546-0.0031172i,-0.0086234-0.0025743i,-0.0042588-0.0013406i,0.00036007-0.001701i,0.0030452-0.0013751i,0.003611-0.00038691i,0.0026763-0.00097706i,0.00096448-0.0014379i,-4.0367e-05-0.00017176i,-8.3412e-05+0.00076375i,-0.00081591-0.00019508i,-0.0011101-0.0014619i,-0.0010144-0.0013993i,-0.0013217-0.00016199i,-0.0026488-0.00027809i,-0.0032475-0.0012362i,-0.0013388-0.0010268i,0.001923-0.0011099i,0.0045717-0.001875i,0.0051339-0.0020674i,0.0035292-0.0020351i
-0.0002486-0.0021204i,0.00026211-0.0021016i,0.00012872+0.00018489i,0.0013743+0.0020946i,0.003977+0.0014071i,0.0042627-0.00018856i,0.0033242-0.00078726i,0.0037466-0.00059878i,0.0050513-0.0012489i,0.004718-0.0018601i,0.0024359-0.00082348i,0.00124+0.00034192i,0.001814+0.0014209i,0.00257+0.001227i,0.0024342+0.00092091i,0.0026517+0.001384i,0.0031693+0.0013567i,0.0026971+0.00099792i,0.00071179+0.00035786i,-0.0023267-0.00067603i,-0.0042815-0.0019419i,-0.0048624-0.0026306i,-0.0038544-0.0016989i
-0.0012046-0.0018165i,-0.0044902-0.0022747i,-0.0071021-0.0025876i,-0.0053428-0.00093736i,-0.0030219+0.00053817i,-0.0031223-8.9877e-05i,-0.0037219-0.00068892i,-0.0029503+0.0011616i,-0.00098626+0.0028042i,0.00098578+0.0028061i,0.001185+0.0015686i,-0.00081282+0.00075111i,-0.0013293+0.00064131i,-0.00066415+0.00019542i,-0.00073551-0.0012033i,-0.0011443-0.0028204i,-0.0014094-0.0033969i,-0.0013018-0.0023443i,-0.00011973+0.00089106i,0.00087565+0.0040209i,0.00051667+0.0054886i,0.00051566+0.005221i,0.00095658+0.0038295i
-0.0072714-0.0073847i,-0.0096007-0.0056856i,-0.02231-0.0011334i,-0.022713+0.0063588i,-0.015999+0.010784i,-0.0053813+0.010576i,0.0026309+0.0035635i,0.0015331-0.0017431i,-0.0018073-0.00083314i,-0.0022687+0.0036211i,0.00098323+0.0054342i,0.0041217+0.0033884i,0.0045457+0.00098549i,0.003595-0.0012273i,0.0019885-0.0026066i,-0.000241-0.0022501i,-0.0010103-0.00044936i,-0.00091386+0.00086911i,-0.00068799+4.3549e-05i,0.0005964-0.0019961i,0.0019995-0.0044115i,0.0018124-0.0050917i,0.00048933-0.0035731i
-0.0023333+0.00041693i,-0.002074-0.0010222i,-0.00059043-0.0024591i,0.00079571-0.0034902i,0.0029208-0.003619i,0.0047414-0.0042509i,0.0043466-0.0043432i,0.0031141-0.0028795i,0.0015395-0.0015964i,0.00011902-0.0010161i,-0.00065642-0.00063375i,-0.0010619-0.00113i,-0.0010302-0.0023781i,-0.00090485-0.0029445i,-0.00051411-0.0031462i,8.508e-05-0.0024536i,0.00080408-0.0014197i,0.0018777-0.00059252i,0.0011349+0.0001157i,-0.0015732+0.00086308i,-0.0045283+0.00082556i,-0.0049556+0.0005963i,-0.0031185+0.00058223i
-0.00072533+0.00086649i,-0.0019476+0.0019908i,-0.0014863+0.0042716i,0.0010824+0.0040187i,0.0053154+0.0013744i,0.0060359-0.0015791i,0.0041835-0.0011714i,0.0037005+0.0015252i,0.0037826+0.0024067i,0.0028714+0.0018172i,0.0013205+0.0014139i,-0.0001148+0.0016356i,-0.0010688+0.0011509i,-0.0016988+0.00042749i,-0.0025194+0.00039613i,-0.0023589+0.0013629i,-0.0016756+0.0020117i,-0.001022+0.00084636i,0.00010938-0.00020368i,0.0014207+0.00061608i,0.0028062+0.0026751i,0.002598+0.0033733i,0.0013173+0.0024237i
0.00071079+0.0001285i,0.00097294-0.0017639i,0.0033374-0.0011896i,0.0042343+0.0012311i,0.0027034+0.0015372i,0.0016581+0.0015523i,0.00088761+0.0027622i,0.00081349+0.0042425i,0.0012041+0.0045297i,0.0020119+0.0018194i,0.0018683-0.001184i,0.00093609-0.0017865i,0.00057303-0.00085583i,0.00036922-0.00040845i,0.0014196-0.00027527i,0.0034938-0.00072081i,0.0038814-0.00048278i,0.0019003+0.00091817i,-6.5402e-05+0.00052448i,-0.00049951-0.0014407i,0.00023538-0.0032673i,0.0013637-0.0036054i,0.00084766-0.0020085i
0.0012433-0.0012939i,-0.00097193-0.0028791i,-0.0040036-0.0047241i,-0.0062029-0.0042045i,-0.0062083-0.0023542i,-0.0032597-0.0016644i,-0.0016285-0.00068533i,-0.0020619+0.00033194i,-0.0014571-8.8087e-05i,0.00012665-0.00064249i,0.00018184+0.00023879i,-0.000542+0.00090798i,-0.00062508+0.00041178i,-0.00066401-5.6227e-05i,-0.00082633-0.00086294i,-0.00094324-0.0011027i,-0.00051092-0.00073237i,-0.00016722-0.00032336i,-0.00045928+0.0015961i,-0.0013372+0.0035182i,-0.0021488+0.0026883i,-0.0018687+0.0012942i,-0.0011794+0.00068047i
0.0015785-0.0003291i,0.0007728-0.00067788i,0.0027587-8.1986e-05i,0.0053474-0.00032639i,0.0062645-0.0030845i,0.0033434-0.0045288i,0.0012585-0.0034974i,0.0011029-0.0032139i,0.0011142-0.0035002i,0.0012133-0.0022459i,0.00088563-0.00060216i,0.00031436+0.00049308i,-6.5856e-05+0.0012496i,-0.00068276+0.0019251i,-0.00024808+0.0019074i,0.0013326+0.0017935i,0.0018507+0.0012839i,0.00075533-0.00048815i,0.00017393-0.0017651i,0.0012141-0.00067894i,0.0015223+0.0014511i,0.0010153+0.001984i,0.0012816+0.0014769i
-0.0012817-0.00022133i,-0.0034179-0.00034397i,-0.0044601+0.0004359i,-0.0034258+0.0023758i,7.463e-05+0.0033854i,0.0025577+0.0012191i,0.0026814-0.0017232i,0.0034241-0.0024027i,0.0049166-0.0013842i,0.0048238-0.0011405i,0.0026047-0.0012073i,0.00014317-0.00066892i,-0.0011258-0.00094933i,-0.00070178-0.0020665i,-0.0003727-0.0027548i,-0.00055881-0.0037233i,-0.00035645-0.0033849i,-0.00056112-0.00075293i,-0.0011133+0.0012808i,-0.0010512+0.00062413i,-4.9549e-05-0.00080003i,0.00065924-0.0011989i,-0.00037571-0.00064559i
-0.00027593-0.0025773i,-0.0001517-0.002502i,-3.5455e-05-0.0019728i,-0.00041813-0.0017113i,-0.00055122-0.0016679i,0.0013591-0.001216i,0.003301-0.00045672i,0.0036686+0.0010549i,0.0032707+0.0027362i,0.0027724+0.0032074i,0.0018816+0.0022621i,0.00015567+0.0014236i,-0.00070133+0.00049571i,-0.0012613-4.107e-06i,-0.0022319+0.0010723i,-0.0022474+0.0017128i,-0.001606+0.0018167i,-0.00023214+0.0018784i,0.0016203+0.0017692i,0.0014523+0.0023228i,-0.0010382+0.0025447i,-0.0021034+0.0014775i,-0.0010695+0.0012421i
-0.0010596-0.00022902i,-0.0013495-0.00057656i,0.00076648+0.00017394i,0.0042506-6.249e-05i,0.0055293-0.002143i,0.0035471-0.0038507i,0.0015549-0.0017519i,0.00071254+0.0021809i,-0.0005423+0.0038292i,-0.0012294+0.003358i,-0.0016255+0.0019584i,-0.0016013+0.00024986i,-0.00027238-0.00083478i,0.0016552-0.00030544i,0.0026116+0.00069849i,0.0024329+0.00033081i,0.0021686+1.3201e-05i,0.0012942-0.00096262i,0.00053326-0.0023385i,0.0012416-0.0026816i,0.0018412-0.0016768i,0.00060985-0.00062167i,-0.00080349-0.00072995i
-0.0021292-0.00089527i,-0.0042165-0.00022931i,-0.0068052+0.0019847i,-0.0068162+0.0043411i,-0.0040868+0.0039397i,-0.0026894+0.0015915i,-0.0029964+3.2494e-05i,-0.0024714-2.805e-05i,-0.0018986-0.00041631i,-0.0022826-0.00076119i,-0.0021436-0.00037329i,-0.00064114+0.00063457i,0.00047818+0.00089543i,0.00059525-0.000684i,-0.00012444-0.0024373i,-0.00099195-0.0026635i,-0.0015233-0.0016915i,-0.0020196+0.00019133i,-0.0011477+0.0022086i,-0.00053996+0.0017485i,-0.0008938+3.2919e-05i,-0.00087326-0.00094967i,-0.00083926+4.263e-05i
-0.00078363-0.0022806i,-0.0022464-0.0035791i,-0.0030204-0.0032192i,-0.0025338-0.0014892i,-0.00022716+0.0006868i,0.0011332+0.00010618i,0.0010688-0.0018459i,0.0014822-0.0026873i,0.0018348-0.0033633i,0.001701-0.0033795i,0.0015274-0.0015705i,0.00026415+4.255e-06i,-0.00068022+0.00055051i,-0.00024031+0.0019506i,-0.00041878+0.0028251i,-0.00036578+0.0022314i,0.00055291+0.001406i,0.0013986+0.00051435i,0.00141-0.00035553i,0.00057978-0.0004585i,-2.4622e-05+0.00077436i,3.2605e-05+0.0015078i,0.00074565+0.0013928i
0.0014408-0.00013654i,0.00063416-0.00053725i,0.00021853-0.0014242i,0.0012474-0.0016111i,0.0020418-0.0029774i,0.0023487-0.0046353i,0.0032771-0.0036167i,0.0046664-0.0016558i,0.0057184-0.00028367i,0.0052749+4.2588e-06i,0.0026742-0.0010259i,0.00084226-0.00081282i,0.00023853+0.00018346i,0.0002773-0.00039976i,0.001202-0.0014925i,0.0018308-0.0020099i,0.00054321-0.0017968i,-0.001538-0.0011534i,-0.0024486-2.8183e-05i,-0.0019638-0.00010957i,-0.0008534+7.4105e-05i,-0.00038106+0.00046943i,-0.00013183+0.00035104i
0.00020879-0.0013086i,-0.001454-0.0027801i,-0.001221-0.0021314i,0.0012992+3.953e-05i,0.0027529+0.0011268i,0.0014576+0.00048208i,0.0014164+0.00046754i,0.0035119+0.0031778i,0.0049436+0.0050699i,0.0049807+0.0043759i,0.0026828+0.0028689i,0.00030362+0.0010591i,-0.0011551+0.0001806i,-0.0028244+0.00015663i,-0.0029854-0.00013206i,-0.001809+0.00077888i,-0.0005333+0.0014151i,0.00073226+0.0017896i,0.0015366+0.0028562i,0.0011597+0.0025118i,0.0011123+0.0011524i,0.00048911+0.00067393i,0.00017282+0.0012144i
-0.00069654+0.00050347i,-0.0015491+0.00077659i,-0.002558+0.00087207i,-0.0030529+0.0014375i,-0.0014972+0.001155i,0.00095928-0.0004877i,0.0014179-0.00039823i,-0.00027531+0.0023226i,-0.0014505+0.0053737i,-0.00097013+0.0055171i,-0.00029784+0.0030874i,-0.00023532+0.00092933i,-0.00036304-0.00035143i,0.0002654-0.00071606i,0.0016944+0.00037828i,0.0023329+0.0013042i,0.0018366+0.00073631i,0.00050362-0.00053218i,2.0718e-05-0.00095764i,0.00023578-0.00030977i,-0.00042974+0.00054126i,-0.0007336+0.00082959i,-4.6246e-05-0.00023786i
0.0020459-0.0015841i,0.0015091-0.0024074i,0.00054556-0.0017019i,-0.00073839-0.0011153i,-0.00077421-0.0021336i,-0.00080696-0.0035249i,-0.0020317-0.0033856i,-0.0024-0.0022948i,-0.0025237-0.0016512i,-0.00345-0.00026161i,-0.0032238+0.0010957i,-0.0016446+0.0014963i,-0.00066405+0.0012607i,-0.00013534-0.00016775i,-0.00021378-0.0020484i,-0.0010908-0.0030058i,-0.0017917-0.0022816i,-0.0019879-0.00089657i,-0.0015022-2.4396e-05i,-0.00047819+0.0010579i,0.00026531+0.0013067i,0.00056755+0.00093023i,0.00021238+0.0004973i
-0.002222+6.0605e-05i,-0.0029185+0.00041085i,-0.0017099+0.0017397i,0.0021955+0.0020471i,0.0054681+0.00093516i,0.0038415-0.00016288i,0.0017942-0.00098494i,0.0028994-0.0018667i,0.0032155-0.0029758i,0.0023262-0.0035532i,0.0014368-0.0025326i,0.00086881-0.00055706i,0.00041392+0.00042273i,-0.00049223+0.0006453i,-0.0010036+0.0022239i,-0.00020566+0.0032504i,0.0014032+0.0022159i,0.0024917+0.00099851i,0.0023072+0.00051694i,0.0012096+0.00010373i,-0.00039954-0.00032641i,-0.00034052-0.00066904i,0.00099559-0.00053696i
0.0020546-0.0005782i,0.0015003-0.0022299i,0.0004685-0.0035822i,-0.0015945-0.0033023i,-0.0022184-0.0021845i,-0.0004401-0.00055718i,0.0014865+2.3623e-05i,0.0030812+0.00040726i,0.005227+0.0011599i,0.0058526+0.0003317i,0.0041723-0.00046086i,0.0021337+0.00025256i,0.0014323+0.00095502i,0.0015039+0.00034484i,0.0017982-0.00084482i,0.0024667-0.0016809i,0.0023299-0.0014378i,0.00066832-0.00097293i,-0.0011384-0.0006179i,-0.0015015-2.4371e-05i,-0.00080098+0.0010796i,-0.00044284+0.0011614i,-0.00023983+0.00043129i
-0.0014675-0.00033088i,-0.0019939-0.0010231i,-0.0031379+0.00091171i,-0.0015983+0.0018003i,0.0016105+0.00082538i,0.0025902-0.00072651i,0.0023676-0.00052024i,0.0019387+0.0012749i,0.0018455+0.002869i,0.002556+0.0032427i,0.0019556+0.0023937i,-0.0005454+0.0013586i,-0.0015746+0.00065943i,-0.0017397-0.00010362i,-0.0029089-3.4905e-05i,-0.0026194+0.00077947i,-0.001084+0.001367i,8.0465e-05+0.0021322i,0.0013727+0.0015012i,0.0019162+0.00046851i,0.0012048+0.0011192i,0.00053889+0.0015941i,-0.00016715+0.0012711i
-0.00085781-0.0005285i,-0.00089271+0.00069311i,-0.00070169+0.0031779i,2.6349e-05+0.0040765i,0.00081436+0.0014542i,0.0014494-0.00143i,0.001285-0.0012344i,-0.00027891+0.00028428i,-0.001317+0.0020873i,-0.0007486+0.0033284i,-0.00058636+0.0026911i,-0.00058029+0.0017428i,-0.00031134+0.00085274i,0.0010334+0.00015226i,0.0022203+0.0004101i,0.0024873+0.00012015i,0.0019507-0.0012969i,0.00081694-0.0022188i,0.00018736-0.0015381i,-0.00024246-3.1369e-05i,-0.00087909+0.00079756i,-0.0014103+0.0006848i,-0.00083881+7.6864e-05i
-0.00015423-0.0027036i,-0.00044905-0.0050094i,-0.0012751-0.0059904i,-0.0010996-0.0053746i,-5.9725e-05-0.0028514i,0.00061159-0.0019044i,0.00041306-0.0027943i,0.00030864-0.002389i,-0.00071061-0.0016136i,-0.0014781-0.0011463i,-0.00078738-0.00033465i,0.00044571+0.00016636i,0.0009746-0.00044559i,0.00043165-0.0015783i,-0.0001613-0.0020244i,-0.001-0.0019001i,-0.0017529-0.00049229i,-0.002539+0.00091624i,-0.002186+0.0011171i,-0.0014778+0.0015555i,-0.00084465+0.002266i,-0.00013693+0.001888i,4.2684e-05+0.00095759i
0.00059135+0.0013865i,-0.0011938+0.00083645i,-0.0021279+0.0013569i,-0.0013139+0.0019115i,0.0012436+0.0009101i,0.0028244-0.0011247i,0.0026945-0.0013249i,0.0026853-0.00043302i,0.0031695-0.00057622i,0.0030467-0.00095528i,0.0014209-0.00019668i,-0.00048049+0.00063651i,-0.0004197+0.0013877i,0.00014092+0.001994i,-0.0002641+0.0026289i,0.0005353+0.0028493i,0.0023769+0.0015696i,0.0034385+0.00065122i,0.0022214+0.00038854i,0.00068904+0.00020384i,1.2383e-05+0.00053931i,-0.0003424+0.00010228i,-0.00046355-0.00018925i
