-0.00092574+6.8928e-05i,-0.00065621-0.0011097i,-0.0016366-0.0024788i,-0.0026851-0.0027192i,-0.0032693-0.0017434i,-0.0024723+0.00025204i,-0.00025764+0.0012781i,0.0012896+0.00050067i,0.0014958-0.0005599i,0.001143-0.00067324i,0.00084661-0.00052332i,0.00053485-0.0012175i,0.00035887-0.0014893i,0.00046546-0.00036309i,-7.5023e-05-0.00047626i,-0.00034237-0.0009974i,-0.00056704-0.00061463i,-0.00081266-0.00014351i,-9.3175e-05+0.00020381i,0.00053453+9.1939e-05i,0.00022517-9.5103e-05i,9.9252e-05-0.00016441i,0.00056767-0.00049746i
0.00063354-0.00061132i,0.00065913-0.0015276i,0.00011938-0.0022147i,-0.0007979-0.0012433i,-0.00063421+0.00026762i,-0.0002871+0.00070185i,0.00025277+0.00049164i,0.00057529-0.00045112i,9.639e-05-0.00089872i,0.0001767-0.00024827i,0.00032192-0.00027533i,0.00012061-0.00036026i,0.00061322+0.00038561i,0.0013226+0.00031746i,0.0011313-0.0007071i,0.00051056-0.0008348i,0.00046032-0.00015439i,7.8232e-05+0.00018796i,-0.00066414-8.0888e-05i,-0.0008239-0.00036499i,-0.00016828-6.2196e-05i,-0.00057318+0.00027781i,-0.00097765-0.00042578i
-0.0012579-0.0015253i,-0.0014427-0.0018611i,-0.0021644-0.0010495i,-0.001038-0.00082229i,0.00062026-0.00058146i,0.00093152-0.00024914i,0.00064584+6.7509e-05i,-1.9695e-05-0.00050291i,-0.00057322-0.00040271i,0.00013829+0.00023663i,0.00062127-0.00014955i,-0.00019145-0.00013016i,-0.00087545+0.00022431i,-0.0007421+0.00021699i,-0.00052285+5.308e-05i,-0.00039764+0.00043692i,-0.00080484+0.0012284i,-0.0011472+0.0012233i,-0.0006827+0.00042835i,0.00025994-0.00056377i,0.0005896-0.00041676i,0.00056878+8.5888e-05i,0.00024747+0.00014794i
0.00015711+0.00036502i,0.00025509-0.00096924i,0.00043624-0.0010374i,0.00023065+9.5779e-05i,-5.0819e-05+0.00058455i,-0.00023074-0.00072643i,-0.00020581-0.0011539i,0.00043049-0.00080399i,0.00020477-0.00095127i,-7.036e-05-0.00040321i,0.00035251-0.00032501i,0.00053499+8.8816e-05i,0.00055753+0.0004737i,0.00036235-0.0006061i,0.00068281-0.0010335i,0.00091574-0.00036625i,0.00072544+0.00037509i,0.00076592+0.00083415i,0.00070142+0.00096544i,0.00044791+0.000176i,-8.6853e-05-0.00031574i,-0.00025641-0.00022379i,0.00017548-0.00027529i
-1.3662e-05+0.00021343i,-0.0016369-0.00014636i,-0.0021667-0.00094363i,-0.0015668-0.00087388i,-0.00039835-0.00067977i,0.00023497-0.00034781i,0.00027643-5.7311e-06i,0.00081033-0.00024219i,0.00088455-0.0001451i,0.00043052+0.00025554i,-0.00012569-0.00041888i,-0.00022741-0.00041706i,0.00015236-0.00015351i,-1.6281e-05-0.00022689i,-0.00064492+0.00019905i,-0.00014455+0.00085848i,0.00070587+0.00096498i,0.00026744+0.00047033i,-0.0001091+0.0004706i,-0.0003543+0.00013705i,-0.00035666-0.00055829i,8.4194e-05+7.4034e-05i,0.00017356+0.00080553i
-0.00057024-0.00079757i,-9.1967e-05-0.0014177i,0.00037182-0.0010021i,-0.00020536-0.00066058i,-0.00052692-0.00015656i,-0.00030975+0.00037257i,2.4256e-05-9.7255e-05i,0.00021867-0.0011048i,0.00069987-0.0010526i,0.0013511-2.3196e-05i,0.00050026-0.00029399i,0.00025335-0.00029654i,0.00053721+0.00078272i,3.7734e-05+0.0011607i,-8.431e-05+0.00057005i,-9.477e-05+5.7854e-05i,-0.00061679+0.00028182i,-0.0006468+0.00062994i,-0.00065115+9.0743e-05i,-0.00082055-0.00021417i,-0.00069541+4.421e-05i,-0.00039061-0.00026477i,-0.00015269-0.00016404i
0.00050769-0.00095224i,-0.0013487-0.00054717i,-0.0029915-0.00093367i,-0.0027099-0.00077571i,-0.0017668-1.4975e-05i,-0.00093655+0.00023771i,0.0002594+0.00010657i,0.00048468-8.619e-05i,-0.00061877-0.00073448i,-0.00066076-0.00048531i,-0.00025797-4.7762e-05i,0.00017682+0.00014768i,0.00039705+0.00047876i,-0.00014588+0.00051266i,-0.00067878+0.00055353i,-0.0010219+5.5616e-05i,-0.00056675-0.00063206i,0.00010978-0.00076962i,-0.00084541-0.00026307i,-0.0014043+0.00015899i,9.3554e-05+0.00016901i,0.00080392-0.00026093i,0.00048438-0.00027888i
-0.001086-0.0011107i,-0.00041764-0.0012364i,-0.0015023-0.00098373i,-0.0026708+2.0199e-05i,-0.000955+0.00014717i,0.00063284-0.00041728i,0.00077096-0.0005463i,0.00013953-0.00015793i,-0.00086811+1.6908e-05i,-0.00036032-0.00027681i,0.00056425-0.00026145i,0.0007217+0.00035019i,0.0010628+0.00081277i,0.0010184+0.00027708i,0.0008776-2.8007e-05i,0.00087134+0.00033376i,0.00045272-0.00020726i,0.0002364-0.00056438i,-0.00012056+0.00030483i,-0.00022542+0.00075624i,-0.00012787+0.0004252i,-0.00057391+0.00033726i,-0.00051512+0.00039753i
-0.0015283-0.00057602i,-0.0013347-0.0020052i,-0.0012921-0.0021742i,-0.0011512-0.00078583i,-0.00096486+0.0008369i,-0.00047786+0.00092677i,-0.00030272-0.00041241i,-0.00063446-0.0017641i,-0.00095922-0.0016226i,-0.0013009-0.00026084i,-0.0008214+0.0003888i,6.4279e-05-0.00026114i,0.00028149-7.1815e-05i,0.00015944+0.00016991i,0.0003135-0.00045085i,0.00017598-0.00054017i,-0.00010663-0.00021621i,-0.00099647-0.00069516i,-0.00085749-0.0011325i,0.00012696-0.00082804i,6.5588e-05-0.00037242i,-0.00029195+0.00027509i,0.00033349+0.00056419i
-0.0016649-0.00044893i,-0.0010291-0.00059019i,-0.001935-0.00070412i,-0.0019883-1.2419e-06i,-0.0013656+0.0010723i,-0.00027378+0.0010028i,0.00047083+4.7931e-05i,-0.00041742-0.00040584i,-0.001366-0.00051707i,-0.00073228-0.00021412i,-0.00012074-0.00020435i,-0.00020695-8.0115e-05i,-9.4203e-05+0.00068255i,0.00071109+0.00021895i,0.00025826-6.048e-05i,-0.00052935+0.00042491i,-0.00056288+3.9182e-05i,0.00030478-0.00031688i,0.00063286-0.00033335i,-0.00010264-0.00049624i,-0.00048062-0.00022727i,-7.7778e-05+0.00019303i,-0.00015078+9.7202e-06i
-0.0016954-0.00048986i,-0.002147-0.001656i,-0.0019961-0.0014542i,-0.0019179-0.00073188i,-0.0015334-0.00040354i,-7.7883e-05-0.00048812i,0.00056684-0.00078464i,-0.00019081-0.00064298i,-0.0010378+0.00033745i,-0.00097405+0.00079089i,-0.00073914+0.00026266i,-0.00039778+0.00024483i,-0.00020169+0.00031027i,0.00010791-0.00012318i,0.00018628-0.00042448i,-0.00013766-0.00064455i,0.00028262-0.00020782i,0.00023034+0.00018151i,2.4561e-05+0.00024432i,0.00032775+0.00015074i,0.00022753-0.00012412i,0.00023154-0.00090437i,2.6241e-06-0.00076331i
0.0024222+0.00081252i,0.00086804+0.0016997i,-0.00094652+0.0003844i,-0.0019183-0.00074655i,-0.0012547+0.000248i,-0.0003834+0.0013737i,0.00033879+0.0010101i,0.00089546+0.00037045i,0.00029148+0.00020637i,-0.00035907+0.00024482i,-0.00070296-9.3349e-05i,-0.00069586-0.0003691i,-0.00021499-0.00064007i,0.00012118-0.00011858i,-2.1983e-05+0.00046791i,0.00070608+0.00021644i,0.00052847+0.00018899i,-0.0001909+0.00034444i,0.0001273-0.00015989i,0.00028937-0.0005488i,0.00044662-0.00068515i,0.00031664-0.00035654i,-0.00043806-0.00045881i
-0.00091808-0.0011278i,-0.0013904-0.0023663i,-0.0019694-0.0024713i,-0.00074627-0.0012768i,0.00063291-0.00081115i,0.00018044-0.0013941i,-0.00019886-0.0012702i,-0.00073695-0.00087654i,-0.00084876-0.00078352i,-0.00022037-0.00044242i,-5.1521e-05+0.0002098i,-0.00029948+0.0003675i,-5.1421e-05-0.00084118i,-7.7227e-05-0.0013181i,-0.00011246-0.00096754i,-0.00011879-0.00022292i,-0.00042699+0.00038219i,-0.00038764-0.00019791i,-0.00055663-0.00023658i,-0.0010235-7.4043e-05i,-0.00060214-0.00014785i,-0.00019543+0.000302i,-0.00025696+0.00035484i
0.0005652-0.00093549i,-0.00039955-0.0018247i,-0.0013159-0.0014414i,-0.0013285-0.00035325i,-0.00054764+0.00067172i,-0.00024452+0.0010583i,-0.00045216-0.0001223i,0.00057604-0.0011576i,0.0012459-0.00029053i,0.00087311+0.00029158i,0.00091398-0.00012493i,0.0010732-0.00078791i,0.00063867-0.00061945i,-0.00015052+7.1254e-05i,-0.00052038+9.5867e-05i,-0.00061747-0.0001145i,-0.00030148-4.8465e-05i,-0.00060485+0.00028061i,-0.00063594+0.00017195i,0.00021388-0.00042531i,0.00023295-0.00046517i,7.0823e-05+0.00042649i,0.00046943+0.00086573i
-0.0011816-0.001111i,-0.0028114-0.0011153i,-0.0025895-0.00020963i,-0.0017838-0.00013355i,-0.00088312-0.00055704i,0.00062109-0.00064086i,0.0012996-0.00066543i,0.0013359-0.00063431i,0.00044075-0.00058262i,-0.00023412-4.9167e-05i,0.00046266+0.00072882i,0.00046615+0.00083548i,-0.00026726+0.0013185i,-0.00017901+0.0015924i,0.00038425+0.00097111i,3.9411e-05+0.00024246i,-0.00026007+0.00015858i,0.00023723+0.00014934i,0.00034339-0.00078872i,0.00021357-0.0013178i,0.00054464-0.0011039i,0.00050077-0.00088496i,0.001284-5.0277e-05i
0.00071959-0.0013558i,-0.00031726-0.0022624i,-0.0018432-0.0024524i,-0.0019321-0.001295i,-0.00069221-9.0307e-05i,0.0006778-0.00022895i,0.0010074-0.00027037i,8.9503e-05-8.1995e-05i,-0.00061764-0.0010267i,-0.00023208-0.00092915i,-0.00013542+0.00019119i,2.6033e-05-0.00011896i,0.0010063+0.00043471i,0.0015317+0.00088811i,0.0010045+0.00011407i,0.00046459-0.00045798i,0.00021727-0.00075806i,-9.9963e-05-0.00037966i,0.00017607-0.00033567i,0.00026714-0.00070671i,-0.00083053-0.00079349i,-0.001094-0.00076826i,-0.0013689-0.00013865i
0.00063222-0.0015737i,-0.00060941-0.0013523i,-0.0022355-0.0013073i,-0.0026472-0.00050596i,-0.0019469+0.00052017i,-0.00099914+0.0016676i,-8.6094e-05+0.00066821i,9.4628e-05-0.00041289i,-0.00018435-0.00058477i,-1.3831e-05-0.00022208i,5.5702e-05+0.00038619i,-1.0887e-05+0.00078455i,0.00035413+0.0010238i,0.0012122+0.0008228i,0.00065098+0.00050202i,-0.0004804-0.00036476i,-0.0002919-0.00043829i,-1.581e-05+0.00021674i,0.00020832-0.0001403i,-0.00038027-0.00017892i,-0.00049307+0.00037852i,4.4233e-05+0.00022297i,0.00060091+0.00018368i
-3.6603e-05+0.00044989i,0.00041351-0.00019221i,0.00022696-0.00074814i,0.00011048-0.0010405i,0.00081746-0.00084174i,0.001333-0.00087628i,0.00091592-0.0010098i,0.00065968-0.00057773i,0.00037074+0.00044481i,0.00031512+0.0012093i,0.00034503+0.0014724i,-0.00043497+0.00096619i,-0.00068333+0.00023465i,0.00012288+3.6512e-05i,0.0004465+0.00061804i,-8.8725e-06+0.00013788i,0.00035848-0.00019179i,0.00071526-0.0005793i,0.00080418-0.0013091i,0.00051933-0.00064893i,0.00040347-3.559e-06i,0.00044306+0.00063842i,0.00011868+0.00090531i
-0.00021227-0.0018785i,-0.00061108-0.0015882i,-0.0017237-0.0019218i,-0.0023267-0.0009277i,-0.0011411-3.7341e-06i,0.00011543+0.00036873i,-0.00048976-0.00015247i,-0.00076844-0.0008503i,-0.00097321-0.00089442i,-0.0011903-0.00030581i,-0.00058125+0.00038083i,7.1288e-05+0.00026645i,6.7692e-06+0.00055439i,-0.00013362+0.00030384i,8.7346e-05-0.00058847i,3.4785e-05-0.00037563i,0.00055959-0.0003665i,0.0012599-4.6105e-05i,6.1057e-05+0.0010631i,-0.0011241+0.00095382i,-0.00050217+0.00034274i,0.00012945+0.00033821i,0.00049475+6.3349e-05i
-0.00016071-0.00045389i,-0.00069178-0.00043953i,-0.0014187-0.00029005i,-0.0015254-0.00047168i,-0.00070852-0.00021752i,-0.00010639-0.0004801i,0.00054231-0.00078897i,0.0011455-0.001136i,0.00039708-0.0012028i,-0.00038438-0.00081023i,-0.00059813-0.00041535i,-0.00043121-0.00023269i,-0.00017987-8.0536e-06i,-9.1302e-05+0.00038496i,-8.174e-05+0.00017145i,-0.00042298-0.00025243i,-0.00063083-0.00057953i,-0.00018754-0.00074652i,-0.00023494-0.00053311i,-0.00050033-0.00046852i,1.3264e-05-0.00017396i,0.00058596+0.00039688i,-0.00036464-8.3554e-05i
0.00025226-0.0014226i,0.00036658-0.0015821i,-0.00041685-0.0013647i,-0.0013227-0.0011034i,-0.0011232-0.0013476i,-0.00021423-0.00067928i,5.0535e-05-0.00011365i,0.00014061-0.00085642i,0.00038723-0.0013145i,-7.5374e-05-0.00056861i,0.00012629-9.0893e-05i,0.00060009+0.00014718i,0.00029033+0.0003645i,0.00013869-5.1503e-05i,2.4135e-05-0.00065995i,-0.0001454-0.00088837i,-0.00018145-0.00079752i,-0.00014695-0.00012495i,3.4644e-05-0.00013464i,-0.0002928-0.0011441i,-0.0006542-0.00032486i,-0.00045719+0.00069127i,-0.00047815+0.00053763i
-0.000175-0.0011039i,-0.00084191-0.0015026i,-0.0013401-0.0011008i,-0.00089403+0.00060021i,-0.00033653+0.0020268i,0.00027557+0.0016519i,0.00074517+0.00022151i,-0.0002484-0.00025463i,-0.0012358-0.00058951i,-0.0010163-0.0010092i,-0.00011417-9.0651e-05i,0.00059907+0.00076508i,0.00083026+0.00089036i,0.00046739+0.00090832i,-4.717e-05+0.00037086i,-0.00033414+0.00011075i,8.2777e-05+0.00030277i,0.0008377-4.6525e-05i,0.00031817-0.00034217i,-0.00015238-0.00032681i,-2.4915e-05+0.00027956i,0.00030738+0.00066901i,0.00076237-0.00011024i
-0.0014954+1.4855e-05i,-0.0010334-0.00033936i,-0.0012677-6.1894e-05i,-0.0011954+3.2676e-05i,0.00043285+7.2698e-05i,0.00090966-0.00011725i,0.00025159-4.2608e-05i,0.00039023+9.2022e-06i,0.00053692-0.00011588i,-0.00034197-0.00010466i,-0.0010462+7.377e-05i,-0.00099722-0.00037058i,-0.00058105-0.0010206i,-0.00024725-0.00097127i,2.7829e-05-0.00073702i,-0.00011873-0.00060354i,-0.00018182-0.00047457i,1.9426e-05-9.55e-05i,-0.00094119+0.00020355i,-0.0015004+9.7854e-06i,-0.00094632-0.00041824i,-0.00083352-0.00032645i,-0.00060109+0.00014872i
-0.00040599-0.00049599i,-0.0012298-0.0016149i,-0.0018066-0.0017416i,-0.0017084-0.00068489i,-0.00078409-6.5593e-05i,2.5408e-05-0.00041086i,0.00057619-0.00029503i,0.00043719-0.00012604i,0.00037933+0.0002478i,0.00050733+9.6882e-05i,0.00037564-0.00019746i,0.00018105-0.00014554i,-0.00014929+0.0001134i,-0.00033314+0.00017102i,-0.00097213+0.00061734i,-0.0015397+0.00038656i,-0.00063704-0.00028913i,-0.00021704-0.00031236i,-0.00050055-0.00030356i,-0.00025911+0.00031767i,0.00017248+0.0011503i,-2.2149e-06+0.00097052i,-0.0002416+0.00057714i
-0.0017989+0.0019145i,-0.003167+0.00078718i,-0.0028124+0.0006366i,-0.0017906-0.00022713i,-0.00067658-0.0010967i,-0.00040385-0.0012224i,-0.00018188-0.00116i,-0.00028465-0.00070881i,-0.00068514-1.5687e-05i,-0.00057595-5.0925e-05i,-0.00014535-0.0003613i,0.00010187-8.2875e-05i,-0.00028217+0.00031744i,-0.00060925+0.00081969i,-0.00022857+0.00017432i,0.00024615-0.0004785i,8.2057e-05+2.9957e-05i,0.00026248+0.00050514i,0.00063443-0.00020047i,0.00065924-0.00071821i,-4.2965e-05-0.00065773i,-0.00065257-0.00035755i,-0.00018731+0.00016463i
-0.00086526-0.00096281i,-0.0010045-0.0013428i,-0.00089371-0.0018556i,0.00025708-0.0013475i,0.00062238-0.00030365i,0.0001099-0.00028745i,0.00031163-0.00069686i,0.00073014-0.00112i,0.00048973-0.00084257i,-0.00015351+0.00013869i,-0.00012534+0.00028554i,0.00027506+0.00014716i,0.00025562+0.00022517i,0.00043177+0.00043649i,0.00023271+0.00078519i,-0.00070664+0.00090227i,-0.00047706+0.00059313i,0.00046335+0.00020141i,0.00050674-9.0997e-05i,0.00052761+0.00066061i,0.00087526+0.0013668i,0.00027884+0.00069417i,0.00013207+0.00017869i
-7.1836e-05-0.00038696i,-0.0010017-0.0013086i,-0.0013498-0.0017415i,-0.0012857-0.00053974i,-0.0011368-0.00011287i,-0.00079603-6.1721e-05i,0.00014613-0.00030891i,0.00034955-0.00075543i,9.0441e-08-0.00037128i,-0.00032899+0.0002955i,0.000365+0.00042305i,0.00065672+2.6981e-06i,7.0783e-05-0.00021148i,0.00016025+9.1558e-05i,0.00059544+0.00045135i,0.00023657+4.2273e-05i,-0.00080542+2.9652e-05i,-0.0014674-0.00038212i,-0.00068963-0.00094037i,0.00041459-0.00082784i,0.0010171-0.00032244i,0.00049968+0.00054212i,5.1103e-05+0.00062141i
-0.00049621-0.00046078i,-0.0018144-0.00030096i,-0.0022778-0.00031911i,-0.0022408+0.00063502i,-0.00050904+0.0014336i,0.00043401+0.0009901i,-7.3158e-05+0.00025217i,-0.00013005-0.00038948i,0.00020766-0.00015131i,3.5634e-05+0.00099487i,-0.00021751+0.0011053i,0.00032191+0.00055437i,0.001216+6.8773e-05i,0.0011136-1.1933e-05i,0.00039264-0.00040933i,-6.6593e-05-0.00063422i,5.8521e-05-4.2188e-05i,0.0003125-0.00033807i,0.00087154-6.7063e-05i,0.00074315+0.00011392i,0.00027146+0.00018538i,-0.00034321+4.4473e-06i,-0.00073603-1.7547e-05i
0.001167-0.0010819i,0.00081228-0.0014227i,0.0002599-0.0015802i,-0.00029142-0.00069832i,-0.00078203+0.00045197i,-0.00037424+0.00074659i,0.00010075+0.0010462i,0.00027457+0.00081132i,0.00017791+0.0006402i,-0.00017261+0.00049838i,-0.00014977+7.4976e-05i,-7.2925e-05-0.00010827i,7.2593e-05+0.00088552i,0.0003773+0.00093337i,0.00034441-0.00010785i,1.9138e-05-0.00063042i,-6.7668e-05-0.00024864i,-0.00039885+0.00032172i,-0.00040467+0.00051108i,-0.00050373+0.00027132i,-0.00034361-0.00011729i,0.00036864-9.2869e-05i,0.0010211-0.00013106i
-0.00087181-0.00034294i,-0.0012561-0.00067931i,-0.0019071-0.00044048i,-0.0012393+0.00024141i,-0.00046812-6.9947e-05i,-8.7902e-05+2.9455e-05i,0.00039044-2.7553e-05i,0.00046731-0.00075653i,1.2607e-05-0.0011481i,-0.0003917-0.0010006i,-0.00044246-0.00021963i,-0.00026067+0.00020562i,-4.4468e-05+0.00029988i,-0.00025182+0.00030486i,-0.00076948+0.00037094i,-0.00039358-0.00013152i,-9.5322e-05-0.00036096i,-7.6226e-05+0.00040991i,-0.00048454+0.00059664i,-0.00079199+0.0003703i,-0.00070382+0.0003423i,-0.00033573-1.6086e-05i,-0.00015772-0.00034551i
-2.3546e-06-0.00096984i,-0.00067815-0.0019265i,-0.0017166-0.0017496i,-0.002205-0.0020075i,-0.0013805-0.0015432i,-0.00021619-0.0004437i,0.00017516-0.00036171i,0.00022266-5.2585e-05i,2.3128e-05+0.00034031i,-0.00036614+0.00078443i,-0.00068519+0.001286i,-0.0006021+0.00032845i,0.00031343+0.00016495i,0.00041564+0.0010191i,-0.00011596+0.00093846i,0.00034534+0.00030374i,0.00039169-9.0896e-05i,-0.0005001-0.00026283i,-0.0011819-0.00041464i,-0.0012284-0.00087152i,-0.00059354-0.00025789i,-2.7182e-05+0.0006195i,0.00033261+0.00014256i
-0.0022754-0.0013383i,-0.0027325-0.0017328i,-0.0029428-0.0014881i,-0.0018633+0.00016372i,-0.0010935+0.0016254i,-0.00063206+0.0011268i,0.00038074+3.3999e-05i,0.00024058-0.00099376i,-0.00059902-0.00089357i,-0.00028486-0.00032745i,0.00027487+0.00015091i,0.00062171+0.00093988i,0.00055768+0.00065978i,0.00031524-1.143e-05i,-0.00039366-0.0010635i,-0.00075025-0.0012181i,-9.8875e-05-0.00033606i,0.00013486-0.00048849i,3.7545e-05-0.00091834i,-1.6456e-06-0.00062857i,-0.00031673+0.00030568i,-0.0002747+0.00053875i,-8.566e-05-0.00041064i
-0.00015076-0.00085726i,0.00083972-0.00066103i,0.00062197-0.00016016i,0.00041088+0.00022398i,0.00033929+0.00033055i,0.00069153+0.00018891i,0.00034419-0.00035357i,-0.00025678-0.00043048i,-0.00098717-6.5926e-05i,-8.0326e-05-0.00010206i,0.00065436-0.00015728i,7.3223e-05+3.3631e-05i,-0.00018002+0.00027693i,-0.00054989+0.00081947i,-0.00051362+0.00069374i,-0.00032989-0.00029618i,-0.00047471-0.00062506i,-0.00018342-0.00079716i,8.3617e-05-0.0012164i,-0.00023388-0.00056189i,-6.6967e-05-0.00010927i,0.00019511-0.00041495i,0.000442-0.00048413i
-0.0012332-0.00063266i,-0.0017122-0.0015191i,-0.0019546-0.0014979i,-0.0012463-0.00023379i,-0.00016245+0.00059042i,0.00080481-0.00023294i,0.00081172-0.00064788i,-9.3752e-05-8.1757e-05i,-0.00090832+0.00023641i,1.0868e-05+9.0595e-05i,0.0010062-0.00011353i,0.00022649+0.00011373i,9.3851e-05-0.00027163i,0.00099793-0.00063079i,0.0010793+0.00026881i,0.00033217+0.00066821i,-0.00043294+0.0012553i,-0.00055025+0.0012509i,-0.00019649+0.00076776i,0.00019623+0.00072502i,0.00047789-0.00014207i,0.00064007-0.00047114i,0.00050546+0.00026446i
0.00061921-0.00037663i,-0.00010393-0.00074469i,-0.0020436-0.0011149i,-0.0027542-0.0012365i,-0.0021606-0.0011655i,-0.0011209-0.0011433i,0.00053966-0.00064501i,0.00034036-8.3409e-06i,-0.00047059+0.00026217i,-0.00036617+0.00052392i,-0.00036057+0.00095172i,3.6174e-05+0.00061202i,0.00044805+0.00042014i,-7.4776e-05+0.00093999i,-0.00053843+0.0013929i,-0.00021355+0.00087286i,0.00022115+0.00050386i,0.00050282+0.00049815i,2.0892e-05+0.00038707i,-0.00098163+0.00013575i,-0.00048584+0.00014437i,0.00011977+0.00079801i,0.00012064+0.000626i
-0.0001304+1.923e-05i,-0.00071432-0.0020801i,-0.00073035-0.0025785i,-0.00089988-0.001031i,-0.0010206-0.0003879i,-0.00054081-0.00073593i,-0.00012463-0.00075732i,0.00076113-0.00048274i,0.0010528-0.0001238i,5.209e-05-0.00018664i,-0.00070854-5.2365e-05i,-0.00052143+4.7585e-05i,-3.9899e-06-0.00050687i,0.00055571-0.00040859i,0.00044322-0.00013411i,0.00019407-0.00050082i,-7.7614e-05-0.00034829i,-0.00097559+0.00029229i,-0.00094751+0.00021115i,1.791e-05+0.00023593i,2.7652e-05+0.00063673i,-0.00052869-1.2835e-06i,-0.00035829-0.00052779i
-0.00061422-0.00022896i,-0.00035571-0.00023415i,0.00023969-0.00049277i,0.00077865-0.00064145i,0.0008132-0.00012597i,0.00037654+0.0002649i,0.00025871-0.00029866i,0.00045406-0.0010106i,-0.00087461-0.00014778i,-0.0015414+0.00039638i,-0.00031415+0.00022891i,0.00027257+0.00093875i,-0.00010615+0.00079378i,-0.0001752-0.00042398i,0.00053603-0.00076644i,0.00074524-0.00038361i,-1.2267e-05+3.5283e-05i,-0.00068011-6.5428e-05i,-0.00043648-0.00060881i,0.00029452-0.00029518i,0.00073397+0.00013574i,0.00045834-0.00020447i,1.3501e-05-0.00028122i
-0.001362-0.0019982i,-0.0016741-0.0019878i,-0.0020045-0.0016447i,-0.0013846-0.00062372i,-0.00040997+0.00037498i,-0.00035264+0.00043081i,-0.00029549-2.5502e-05i,-2.0928e-08-0.00011632i,-0.00017787-0.00014139i,-0.00033081+1.2699e-05i,-0.00017981+0.00028061i,3.1684e-05-2.3951e-05i,0.00044382-0.00034446i,0.00066549-0.00023376i,-3.3346e-05-0.00012768i,-0.00079388-0.00042043i,-0.00041981-0.0010117i,-6.2993e-07-0.0011834i,0.00028311-0.00037485i,0.00087678+0.00041188i,0.00075169+0.00020747i,0.00035918+2.4554e-05i,0.0004377+0.0003299i
0.00052837-0.00039217i,0.00041692-0.0012225i,-0.00074791-0.0017526i,-0.0017551+1.0715e-05i,-0.001725+0.0011774i,-0.00018535+0.00052189i,0.00043808-0.00039567i,6.3143e-05-0.0010327i,0.0001016-0.0013356i,0.00015482-0.00089324i,0.00076381+0.00072529i,0.00097196+0.0014226i,0.00032819+0.00087409i,0.00030292-0.00019134i,-0.00011347-0.00022882i,-0.00072094-0.00065045i,-0.00087191-0.001321i,-0.00072656-0.00068576i,-0.00057067-0.00041246i,0.00028496-0.00053376i,0.00081626-0.00036545i,0.00024346+0.00033688i,0.0002126+0.00098612i
-0.0025253-0.00088547i,-0.0038223-0.0016206i,-0.0034421-0.001339i,-0.0031838-0.00031922i,-0.0024047+0.00040153i,-0.00026757+0.00069193i,0.00053159+0.00075322i,-0.0003223+0.00011224i,-0.00053474-0.0002105i,-0.00010392-0.00027622i,0.00041835-0.00070096i,0.00037602-0.00077345i,0.0002156-0.00076828i,0.00013792-0.00087508i,0.00022668-0.00078589i,0.00026183-0.00070521i,0.00037357-0.0007691i,0.00069767-0.00039188i,0.001294-0.0001396i,0.00047904-0.00026624i,-0.00034413-9.7523e-05i,0.00027421+0.00019415i,0.00072438+0.00025132i
0.0012581-0.00029404i,0.0015831-0.00089734i,-0.000219-0.001648i,-0.0014177-0.00094664i,-0.00061068+0.00057266i,0.00068696+0.00079886i,0.00080083-0.00018987i,0.00019193-0.00089923i,0.00024334-0.00051414i,0.00034913-0.00014783i,0.00056417-0.00024331i,0.00056779+0.00037389i,0.00013073+0.00089333i,-0.00027667+0.00062342i,-0.00023742+0.00013955i,0.00012929-0.00042355i,0.00014939-0.00044559i,-0.00052419+0.00031101i,-0.00052388+0.00047022i,-8.8824e-05+0.00014292i,-0.00035938+0.00038385i,-0.00016857+0.00018219i,1.0276e-05+0.00028079i
-0.0022181-0.000906i,-0.0021399-0.0020777i,-0.0013923-0.0016417i,-0.0010745+0.0003068i,0.00017321+0.0013395i,0.0005467+0.00042105i,6.7383e-05-0.00030809i,0.00013006+0.00019849i,0.00026962+0.00044695i,0.00010356+0.00035115i,0.00012957+1.0572e-05i,-0.00026856+0.00011073i,-0.00043157+0.00035212i,-6.0477e-05+0.00067942i,0.00016691+0.00034558i,0.00069993+8.9978e-06i,0.00071093+0.00050007i,0.00045551+0.00076195i,0.00023662+0.00018941i,-0.0001914+0.00049162i,3.6702e-05+0.0010393i,0.00040302+0.00051029i,0.00011458-0.0001708i
-0.00054531-0.0013968i,0.00010777-0.0017431i,-0.00043866-0.0018198i,-0.00025716-0.00054174i,0.00032188-0.00018537i,0.00050455-0.00012977i,0.00030968+0.00045457i,-0.00042414-8.3166e-05i,-0.0010671-0.00025207i,-0.0011306+0.00012497i,-0.00078329-0.00012841i,-0.00026872-0.00033141i,-4.4095e-05-0.00034473i,-2.5164e-05-0.00070561i,-0.00022135-0.00072976i,0.00016253-0.00019546i,9.0323e-05-0.00015666i,-0.00019216-0.00023564i,0.00015932-0.00030677i,-0.00019202-0.00020048i,-0.00072637-0.00043387i,-0.00018148-0.00026834i,6.0152e-05+0.00042135i
