0.0013646+0.00089839i,0.00091303+0.00062037i,0.00081589-0.00087855i,-0.00014192-0.0015997i,-0.0021133-5.2248e-06i,-0.0031099+0.00094255i,-0.0023497+0.0014527i,-0.00057211+0.0024422i,0.00056626+0.0021469i,0.00011684+0.0011335i,-0.00071125+6.2297e-05i,-0.0010948-0.0011227i,-0.0012726-0.001475i,-0.0011031-0.00025802i,-0.00097693-0.00012957i,-0.0010036-0.00033326i,-8.0709e-06+0.00033766i,0.00073994-1.4547e-05i,0.00096732-0.00044331i,0.0010486-0.00028581i,0.0010026-0.00031123i,0.00024899-0.00023284i,-0.00038077-0.00047707i
0.0013738+0.001993i,0.0015505+0.00021785i,0.0019098-0.00059293i,0.0022012-0.0009166i,0.001142-0.0010791i,-0.00027053-0.00033558i,4.111e-05+0.00039315i,-0.0002463+0.00049975i,-0.0012097+0.00056314i,-0.0013207+0.00015238i,-0.0012986-0.00072015i,-0.0010207-0.00097605i,-0.0003189-0.00021147i,-0.00014184-3.5573e-05i,0.0001456-0.00027417i,9.2889e-05-0.00041852i,-0.00065244-6.0026e-05i,-1.9295e-05+0.00018745i,0.00078169+0.00047382i,0.00024037+0.00081624i,-6.5408e-05+0.00058473i,1.0152e-05-0.00048666i,0.00024823-0.000991i
-0.00030911-0.00021108i,-0.00070404+0.00049239i,-0.00071219+0.00084096i,-0.00037433+0.0017812i,-0.00075036+0.0023493i,-0.00079294+0.0015504i,-0.00086084+0.0011145i,-0.00085068+0.00093641i,-0.00091741+0.0013181i,-0.00075647+0.0016661i,-0.0005382+0.0012357i,-0.00034337+0.00052463i,-7.4653e-05+0.0002275i,-0.00017368+0.00036564i,-0.00071806+0.00035943i,-0.00073586+0.00022758i,-0.0010138+0.0003486i,-0.0010806+0.00021379i,6.2786e-06-0.00020396i,0.00059208-0.00078208i,0.00014871-0.0012543i,-0.0002044-0.00096186i,-0.00041473-0.00059105i
-0.00045703+0.0016377i,-0.0010141-7.4117e-05i,-0.0010381+0.00030759i,-0.0004194+0.0010164i,0.00018466+0.00083503i,0.00072331+0.00066305i,0.0010661+5.0902e-05i,0.00030598+0.00015054i,-0.00028407+0.00065265i,2.1305e-05-1.2932e-06i,-0.0001697-1.861e-05i,-0.00065014+0.00019718i,-0.00056129+0.0002539i,-0.0004295+0.00022598i,0.00033446-0.00012104i,0.0012109-0.00023565i,0.00074784-0.00053794i,0.00025914+1.0396e-05i,-0.00021231+0.00019865i,-0.00026409-0.00011611i,0.00064987+7.4885e-05i,0.00081657-0.00023228i,-6.9331e-06-4.0791e-05i
0.0019271-0.00084501i,0.0018955-0.0018992i,0.00066273-0.0017039i,-0.00050853-0.00089035i,-0.0014265-0.00066378i,-0.0014404+0.00022937i,-0.00037831+0.00098368i,0.00046712+0.00079855i,0.00047195+0.00045835i,0.0002474+0.00032157i,0.00010807+0.00037589i,-0.00036529+0.00043802i,-0.00064404+0.00016379i,-0.00076704-1.2791e-05i,-0.0006866+0.0003754i,4.0698e-05+0.00017042i,0.00023499-0.00052364i,0.00030638-0.0012897i,0.00024085-0.0013728i,3.7826e-05-0.0011771i,0.00026879-0.00098727i,0.00027046-0.00052389i,-5.7317e-05-0.00035471i
-0.0006983+0.0005655i,-0.00053453+0.0010519i,-0.00021317+0.0017711i,0.00057402+0.0017611i,0.0007731+0.0017529i,0.00039576+0.0015326i,9.1076e-05+0.00043079i,-0.00084245-0.00028735i,-0.00169+0.00010782i,-0.00035745+0.00067695i,0.00066791+0.00096126i,9.6235e-05+0.00089853i,-0.0009459+0.00049979i,-0.0011154+0.00054851i,-0.00061963+0.00085156i,-0.00052111+0.00074507i,8.8417e-05+0.00015579i,0.00028351-0.00027961i,-0.00016993-0.00071014i,-0.00065366-0.00045767i,-0.00072626+7.5787e-05i,-6.313e-05+0.00027767i,0.00015195+0.00023484i
0.00039811+0.00029854i,0.00023201-0.0002772i,2.7824e-06-0.00092675i,-6.5395e-05-0.00065474i,-0.00033992+6.2892e-05i,-0.00036793-0.00017026i,-9.3835e-05+0.00046354i,-7.4356e-05+0.0010479i,-0.00058806+0.00090949i,-0.00062963+0.00023237i,4.4738e-05-0.0005476i,0.00024601-0.00062406i,2.6279e-05-0.00071979i,-0.00022434-0.00046013i,8.2359e-05+0.00031299i,0.00026238+0.00038467i,0.00013346-0.00014286i,-9.7986e-05-0.00025832i,-0.00048322-0.00031789i,-0.00053247-0.0006399i,-0.00025513-0.00040322i,-0.00030429-0.00076764i,-0.00017172-0.0009068i
0.00097849+9.8989e-05i,-0.00059478-0.00053258i,-0.0027473+0.00098751i,-0.0029566+0.0014744i,-0.0014515+0.00050835i,-0.00047194-0.00013845i,3.601e-05-0.00029501i,-0.00059753+0.00059446i,-0.0011195+0.0013647i,-0.000351+0.00098402i,0.00051162-0.00023016i,0.0002491-0.00078442i,-0.00021023-0.00069862i,-0.00020386-0.00060866i,-0.00064724-0.00011696i,-0.00061907+0.00051127i,-0.0003091+0.00027319i,-0.00048771+0.0001574i,-0.00031338+0.00011278i,0.00027708-7.5341e-05i,0.00040497-3.3644e-05i,-0.0003134-0.00043022i,-0.00019172-0.00050455i
0.00012173-0.00015977i,-3.3323e-08-0.0009337i,4.6896e-05-0.00050225i,-0.00014958+0.00047868i,-0.00095038+0.00079133i,-0.00065518+0.0010863i,0.00029463+0.0012826i,0.00051748+0.00041039i,0.00015977-0.00041453i,-0.001134-0.0001879i,-0.0015281+0.00076353i,-0.0013568+0.0011304i,-0.001275+0.00030952i,-0.00075995-0.00055853i,-0.00044496-0.00077314i,-1.4785e-05-0.00014146i,0.00028823+0.00090692i,0.00047174+0.00079378i,0.0004829+0.00034137i,0.00045266+0.00072301i,0.00064663+0.00062004i,0.00030999+0.00010924i,-6.5935e-05-4.7293e-05i
-0.00097333-7.9863e-05i,-0.00038209+0.00072002i,0.00060388+0.0020076i,-3.3632e-05+0.0030061i,-4.479e-05+0.0029112i,0.00075617+0.0018692i,0.00081541+0.00065385i,0.0011391+0.00025259i,0.00091417+0.00070002i,3.0443e-05+0.00065469i,-1.5685e-05+0.00011748i,-0.00022203-0.00029732i,-0.0007478+8.1488e-05i,-0.00055529+0.00074002i,-0.00011399+0.00056288i,1.2331e-05+0.00014888i,-0.00050605+0.00027177i,-0.00094206+0.00046354i,-0.00021834+4.1659e-05i,4.9739e-05-0.00063981i,0.00033156-0.0002769i,0.00010063-0.00012998i,-2.0301e-05-0.00049132i
0.0011399-0.00050264i,0.0013926-0.00081275i,0.00097146-0.0015189i,0.00082351-0.0019696i,0.00075711-0.00056379i,0.00035589+0.00035094i,-6.0447e-05-0.00019109i,0.00021833-0.00018243i,0.00057606+0.00028413i,0.00064421+0.00083095i,0.00010894+0.00067405i,-0.00063428+0.0002034i,-0.00072523+0.00060839i,-0.00036573+0.0013101i,0.00029319+0.00080443i,0.0014407-0.00014247i,0.0013356-0.00013077i,-0.00033164+0.00025963i,-0.0010441+0.00012493i,-0.00058034-0.00019917i,-9.1095e-05-0.00072968i,0.00022876-0.00090109i,0.00063145-0.00032545i
0.00099395-0.00048566i,0.00039029-0.00079334i,0.0001839-0.0010241i,0.00016954-0.00059883i,-0.00030575-0.00020843i,-0.00097652+0.0012954i,-0.00058567+0.0019405i,0.00031521+0.001177i,-0.00028169+0.00093827i,-0.0020141+0.00098375i,-0.0021951-0.00014884i,-0.0014531-0.00089096i,-0.00087944-0.00036507i,-0.00030034-0.00029312i,0.00032751-0.00038821i,0.0003833+0.00017643i,0.00032701+0.00081031i,0.00043611+0.00029581i,0.00016925-0.00068686i,0.00013224-0.0013883i,-0.00010169-0.0011824i,-0.00085604-0.00079302i,-0.001338-0.00059084i
-0.00094216-0.00040172i,-0.0012386-0.0003457i,-0.0025922-0.00034608i,-0.0024949+0.00018127i,-0.001325+0.0014645i,-9.6699e-05+0.0013386i,0.00020409+0.00021847i,8.2109e-05-6.3383e-05i,8.1061e-05-9.5123e-05i,7.3314e-05+1.0474e-05i,-0.00037976-0.00022026i,-0.00063926-0.00021269i,-0.00075472+0.00046927i,-0.00092236+0.0005589i,-0.00069916-6.9026e-05i,-0.00065556-0.0001951i,-0.00039251+7.2752e-05i,1.9271e-05+0.00040181i,1.1677e-05+0.00046284i,0.00018516-2.257e-05i,0.0008497-0.00033667i,0.00071836+0.00034837i,0.00027121+0.001014i
-0.00053835+0.00089471i,0.00045767-0.00059799i,0.0011216-0.0010345i,0.001071+0.00052767i,0.00052193+0.0012226i,0.00021258+0.00052473i,-0.0001109+0.00031807i,-0.00096575+0.00099383i,-0.0018273+0.00081681i,-0.0012557-0.00023348i,-8.8195e-05-0.00025925i,-0.00055984+0.00021297i,-0.0014122+0.00045837i,-0.0012975+0.00075449i,-0.0012123+0.00029254i,-0.00050736-3.106e-05i,-0.00056428+0.0001649i,-0.00052032+0.00011236i,0.00030773-0.00019291i,-3.0147e-05+3.3459e-05i,-0.00044337-0.00034744i,-0.00047659-0.0012616i,-0.00012024-0.001078i
0.00031346-0.0024648i,-0.00031643-0.0019928i,-0.00068796-0.0013327i,-0.0015491-0.00013089i,-0.0019115+0.0010719i,-0.0013144+0.0018607i,-0.00093246+0.001818i,-0.0010744+0.0011527i,-0.00060266+0.0014708i,-0.00049033+0.0013102i,-0.00092193+0.0010819i,-0.0010547+0.0015339i,-0.00018394+0.0018812i,0.00045165+0.0016204i,-0.00011277+0.00057297i,-0.00066562+0.00018951i,-0.001037+0.0002636i,-0.0015716+0.00038635i,-0.0010113+0.000355i,-0.00013845+0.00065978i,1.8949e-05+0.00079379i,0.00011087-7.9809e-06i,-0.00025627-0.00071874i
-0.00031407+0.0011135i,-0.00079747+0.00063594i,-0.00025015-0.00037197i,-0.00028166-6.2396e-05i,-0.0003301+0.00025177i,0.00010763+0.00011089i,-0.00033118-0.00023486i,-0.00072951-0.00064468i,-0.00030949-0.00045323i,-0.00031561+0.00080806i,-0.00027527+0.0016806i,-0.0008144+0.0014422i,-0.00097162+0.00064001i,-0.00089388+0.00016058i,-0.00062918-0.00012964i,-0.00053235-0.00045929i,-0.0006894-0.00030598i,-0.0010857-0.00015701i,-0.00041066-0.00063259i,0.00032252-0.00058387i,-8.5706e-05+0.00061287i,0.00018944+0.00060512i,0.00025677-1.0661e-05i
0.0015697+0.00064363i,0.00092676+0.00019354i,0.00045438-0.001042i,-0.00024154-0.0023665i,-0.0008732-0.0019327i,-0.0011965-0.00059523i,-0.0012877+4.4043e-05i,-0.00063734+0.00029592i,0.00018004+0.0012133i,-6.116e-05+0.0011955i,-0.0004819+0.00028692i,-0.00036677-0.00074627i,-0.00068683-0.0010503i,-0.001085-0.00057979i,-0.00047391+0.00050437i,-3.2562e-05+0.0010628i,-0.00027561+0.00042937i,6.9281e-05-0.00039328i,0.00031925-0.00069828i,7.6846e-05-0.00061387i,0.00021562-0.00078554i,0.00024614-0.00036433i,-0.00046279-0.00035739i
0.00093675-0.0013577i,-0.0009098-0.0028238i,-0.0016139-0.0031473i,-0.002176-0.0017682i,-0.0018789+1.723e-05i,-0.00093015+0.00092317i,-0.00040876+0.00062283i,0.00011494+0.00016797i,0.0002298-2.1933e-05i,-0.00015457-0.00030048i,-0.00056037-8.6651e-05i,-0.00093716+8.0396e-05i,-0.0011275+0.00026597i,-0.00037078+0.00071882i,0.00050354+0.00052055i,0.0007259-9.8979e-06i,0.0004856+0.00035491i,0.00057+0.00037234i,0.00034719+0.00048678i,-0.00029534+0.00097833i,-7.7191e-05+0.00025646i,-0.00013192-0.0004355i,-0.00041778-0.00031347i
0.0019055+0.0023928i,0.0012456+0.0021541i,0.00074979+0.00089537i,0.00024003+0.0010994i,-0.00041767+0.00094661i,-0.0011212+0.00048594i,-0.0013801+0.0011123i,-0.0015145+0.001365i,-0.0010204+0.00073954i,-0.00053036+0.00039809i,-0.00028498+0.00061563i,-0.00025442+0.0001845i,-0.00079111-0.00017638i,-0.00086948-2.3889e-05i,-0.00020221-0.00014555i,-3.4547e-05+0.00013778i,-0.00074156+0.00055851i,-0.00074812-0.00014296i,0.00033646-0.00073333i,0.00024889-0.00069749i,-0.00043003+4.761e-05i,-0.00063648+0.00076091i,-0.00044775+0.0001311i
-0.0011634-0.0025964i,-0.0012195-0.0019766i,-0.0023262-0.0013624i,-0.0029553-3.4065e-05i,-0.0023794+0.0018059i,-0.0013269+0.0020718i,-0.00024674+0.00074193i,0.00019456-0.00027744i,-9.1596e-05-0.00059849i,-0.00086566-0.00013738i,-0.0012543-0.00037254i,-0.00043092-0.0011942i,8.7974e-05-0.00090535i,-1.4506e-05-0.00058439i,2.5137e-05-0.0003278i,-0.00027608-0.0010719i,-0.00052651-0.0014973i,2.5926e-05-0.0010495i,0.00025374-0.00049671i,0.00029709-0.0004472i,0.00059395-0.00084777i,0.00062608-0.00079998i,8.1393e-05-0.00029607i
-0.0018765-0.0017435i,-0.001779-0.00033418i,-0.001943+0.001777i,-0.0018504+0.003145i,-0.0018592+0.00326i,-0.0013844+0.0022843i,-0.00083416+0.0010115i,-0.0009238+0.00049883i,-0.00098679+0.00071205i,-0.00038709+0.0011595i,-0.00017873+0.0014713i,-0.00056474+0.0010283i,-0.00070969-0.00012551i,-0.00050782-0.00039218i,-0.00028864+0.00015767i,0.00017695+0.00041242i,9.5706e-05+8.8213e-05i,-0.0001691+8.4396e-05i,-0.00034941+0.0005212i,-0.00065356+0.00011403i,0.00010141-0.00064856i,0.00048587-0.00021041i,0.00012161-4.6741e-05i
-0.00010309+0.00082526i,0.0011871-0.00031165i,0.0020974-0.00065304i,0.0016537+2.2365e-05i,0.0008866+0.00049241i,0.00028997-4.5212e-05i,1.7312e-05+0.00012039i,-9.4548e-05+0.00048443i,-0.0002242+0.00033377i,-0.00043211+1.8249e-05i,-0.00064017-2.3231e-05i,-0.00069873+6.3119e-05i,-0.00058654+7.2256e-05i,-0.00029529+0.00029551i,-1.1503e-05+0.00066954i,-0.00017476+0.0010391i,-0.00064038+9.123e-05i,-0.00090263-0.00055732i,-0.00097168-0.00033595i,-0.00068629-0.00041837i,-0.00066136-0.00011486i,-0.00090848+0.00015781i,-0.0002905-0.00032579i
0.00091499-0.00089124i,0.00057078-0.00064781i,2.432e-05-0.00018714i,-0.00070345+0.00073162i,-0.00063571+0.0018432i,-0.00057708+0.0014737i,-0.00061757+0.00060331i,-0.00053044+0.00020412i,-0.00065474+0.00014721i,-0.00062878-0.00010743i,-0.00053496-0.00034381i,-0.000441+0.00019188i,-0.00033695+0.00016i,-0.00020015+0.00038713i,0.00036492+0.00046619i,0.00030929-0.00017552i,-0.00021075-0.00068598i,0.00021104-0.00054089i,0.00065391-2.9401e-05i,0.00050607+0.00013311i,0.00026356+1.2142e-05i,0.00029824+0.00022825i,0.00012056+0.00043327i
-0.0012028-0.001049i,0.00039089-0.00015724i,0.0015197+0.00067434i,0.0012138+0.00075826i,0.0010416+0.00083858i,0.00078441+0.00013176i,-5.8994e-05-0.00027751i,-0.0014226-0.00013065i,-0.0016285+0.00037014i,-0.00097304+0.00085408i,-0.00070732+1.717e-05i,-0.00019204-0.00048153i,-2.0519e-05+2.9727e-05i,0.00010587+0.00049193i,-0.00025382+0.00059025i,-0.00057606+1.6839e-05i,-3.8977e-05+0.00015711i,-0.00025714+0.0001455i,-0.0011351-0.0004243i,-0.001338-0.0005619i,-0.0013161-0.00057096i,-0.00048156-0.00052394i,0.00029194-0.00063641i
-0.0024931-0.0021839i,-0.0029501-0.0016612i,-0.0028503-0.00041463i,-0.0018302+0.0010209i,-0.0013022+0.0022704i,-0.00015697+0.0024045i,2.1696e-05+0.00065865i,-0.00078529-0.00089436i,-0.0015816-0.00057285i,-0.0019061+0.00056463i,-0.0012295+0.00069688i,-0.00038596+0.00011913i,-0.00011815-0.00036932i,7.167e-05-0.00063981i,-0.0002924-0.00014572i,3.8807e-05+0.00011185i,0.0011361+3.7188e-05i,0.0012794-0.00020239i,-0.00014822+9.8138e-05i,-0.0010319+0.0002001i,-8.7496e-05+0.00024763i,6.8678e-05+0.00029262i,0.0001353-0.00031754i
-0.0006926+0.0014494i,0.00057922+0.001025i,-9.0871e-05+0.0013809i,-0.00083468+0.0017633i,-0.00037392+0.0019323i,0.00060967+0.0016107i,0.0011163+0.00094586i,0.00062693+0.00077656i,4.8456e-05+0.00059477i,6.5643e-05+0.00043373i,4.4884e-06+0.00041475i,-0.00015236+0.00053758i,-0.000614+0.00074504i,0.00014124+0.00089389i,4.1921e-05+0.00078593i,-0.00065117+0.00091289i,3.2943e-05+0.0014961i,0.00082579+0.0014895i,0.00083255+0.0010725i,0.00070518+0.0003342i,0.00067417+4.2031e-05i,0.00065779-0.00023386i,0.00036258-0.00042595i
0.0011487-0.00032853i,0.00088376-0.00077853i,0.00035572-0.001125i,-0.0009597-0.0012153i,-0.00063057-0.00059484i,-0.00059895-0.00038076i,-0.00020495+0.00028628i,0.00010994+0.0012742i,-0.00026075+0.0011587i,-0.00070638+0.00074176i,-0.0006372-0.00037158i,-0.00062765-0.00094042i,-0.001346-0.00044691i,-0.0014115+0.00031717i,-0.00049999+0.00046747i,-0.00025843-0.00078721i,-0.00010764-0.0013385i,0.00018187-0.00057376i,3.1558e-05-0.00020621i,0.00034443-0.0002762i,0.00039036-0.00026879i,-0.00010147-0.00014111i,-0.00034459+0.00023896i
0.0011782+0.0014005i,0.0017837+0.00061075i,0.0011085-0.00032796i,0.00011467-0.00053645i,-0.00026215-0.00050884i,-0.00076375-8.7388e-05i,-0.00073208+8.1248e-05i,-0.0010291+0.00080376i,-0.0012747+0.0007906i,-0.00087134-0.00043343i,-0.00051416-0.00057034i,-0.00054162-0.00059173i,-0.00071236-0.00032734i,-0.0010111-0.00014365i,-0.0006179-0.00028726i,-0.0001482-2.9294e-05i,-8.9528e-05+0.00036029i,-0.00024587+0.0007861i,8.5801e-05+0.00050307i,0.00051582-3.8072e-05i,0.00043465-1.2041e-05i,-8.7067e-05-7.2795e-06i,-2.234e-06-6.0241e-05i
0.0013291-0.00079246i,0.0013134-0.0016752i,0.00040855-0.00092083i,-0.00099101-0.0010381i,-0.0019101-0.0014613i,-0.0015058-0.00039605i,-0.0008582+0.00049527i,-0.00024505+0.001315i,-0.00014929+0.0016336i,-0.00057364+0.00065555i,-0.00081942+0.00041436i,-0.0012409+0.00085835i,-0.0011878+0.00052251i,-0.0010408+9.0842e-05i,-0.00061509-0.00057026i,0.00011373-0.00040047i,0.00057475+0.00016013i,0.00052078+0.00088689i,-0.00021295+0.00096571i,-0.0010173-6.0447e-07i,-0.001215-0.00051038i,-0.00068829-0.00064728i,-0.00026084-5.224e-05i
0.0018324+0.00076889i,0.0017208+0.00011939i,0.00036514+0.00017412i,-0.00023758-0.0001092i,-0.0002153-0.00077844i,-0.00050971-0.00045111i,-0.00029403+0.00063453i,-0.00084907+0.00060852i,-0.0011166+0.00071838i,-0.0003318+0.0011022i,-0.00017636+0.00032606i,-0.00051468-0.00057831i,-0.00081576-0.00065534i,-0.0006746-0.00021763i,-0.0006011+0.00016331i,-0.0010612-0.00030506i,-0.0013233-0.00036278i,-0.00073678-4.8841e-05i,-0.00043585-0.00011294i,-0.00081006-0.00017398i,-0.0010737+0.00027512i,-0.00099042+0.0010341i,-0.00049215+0.0011117i
0.00037299-0.00093555i,0.00011798-0.0014537i,-0.0001122-0.0018837i,-8.4115e-05-0.0010027i,-0.00045342+0.00012398i,-0.00013332+0.00051465i,0.00067027+0.00070581i,-3.5532e-05+0.00099013i,-0.00035952+0.00021601i,8.807e-06-0.00043029i,-0.00066099-0.00021342i,-0.00018136+0.00063773i,0.0010245+0.001489i,0.00034622+0.00084604i,-0.00065445-2.4745e-05i,-0.00051107+3.018e-05i,-0.00031732+0.00015318i,-0.00077498-0.00011115i,-0.00088514-0.00021827i,-0.00054047+0.00042634i,-0.00023701+0.00089506i,0.00016223+8.8452e-05i,-6.7693e-06-0.00050001i
-0.00023267+0.00010483i,-0.00044608+0.0010065i,-0.0008206+0.0018262i,-0.0009956+0.0018608i,-0.00079435+0.0020088i,-0.00064214+0.0017626i,-0.00048075+0.0012239i,-0.00052128+0.0011443i,-0.00032736+0.00048952i,1.6856e-05-0.00011059i,0.00021255+0.00043236i,-0.00031614+0.00035384i,-0.00075772-0.00085244i,-0.00050569-0.00055734i,-0.00027681+2.8119e-05i,0.00032921-0.00025449i,0.00031078-0.00032757i,-0.0002017+0.00026884i,-0.00041956+0.00047515i,0.00029887+0.00016278i,0.00073667+0.00023905i,0.00018451+0.00052142i,0.0001172-0.00011607i
-0.0017388-0.0009698i,-0.00039607-0.00070763i,-0.00045394-0.00048975i,-0.0015753-0.00016336i,-0.0014566+0.00036229i,-9.5719e-05+0.00048432i,0.00024757+0.00095405i,-0.00013237+0.00080937i,0.00041882+0.00037115i,0.0001975+0.00029057i,-0.00038534+0.00029574i,-0.00077984+0.00088076i,-0.00057702+0.00087593i,-0.00019102+0.00048405i,-0.00025292-6.5639e-05i,9.0535e-05-0.00083131i,0.0003138-0.00061053i,0.00045429+0.00034414i,0.00037344+0.0004795i,-0.00031174-0.00013273i,0.00020056-0.00021329i,0.00065782+4.1096e-05i,-0.00027604+0.00016145i
-0.0011419+0.00038864i,-0.00067578+0.0010731i,-0.00030279+0.0016471i,0.00028779+0.0016009i,0.00023785+0.0014834i,-0.00038708+0.0011252i,-0.00027282-7.1415e-06i,-4.0067e-05-0.00010634i,-0.00017692+0.0010807i,-9.5004e-05+0.0010066i,0.00025259+0.00031337i,0.00047865-2.6768e-06i,-1.2016e-05-0.00057311i,-0.0005641-0.00063839i,-0.00073654-0.00035256i,-0.00080548-0.00079462i,-0.00032393-0.0010019i,3.4097e-05-0.00082259i,-0.00034022-0.00095408i,-0.00068526-0.00013862i,-0.0002475+0.00084383i,-9.3794e-06+0.00072609i,4.1057e-05+0.00025433i
0.00022381+0.00060929i,0.00080343+0.00033063i,0.0026919+0.0003462i,0.0019761+0.00036022i,0.00087698+0.00039851i,0.00046907+0.00010405i,-5.0071e-05+0.00024831i,7.4304e-05+0.00068757i,0.00041752+0.00024969i,-0.00019647-0.00030137i,-0.00058715-0.00076836i,-0.00046223-0.0010917i,-0.00026611-0.0013479i,-0.00093462-0.00018689i,-0.001243+0.0006313i,0.00012495+0.00039248i,0.0012756+0.00025107i,0.00073343+2.0606e-05i,0.00023139-0.00055312i,4.4981e-05-0.0010729i,-0.00056225-0.00015845i,-0.00039164+0.00075319i,-8.6165e-06+0.00048288i
-0.00036086+0.0003328i,-0.00051086-0.00058354i,-0.00026869+0.00043559i,-3.236e-05+0.00085862i,0.00027234+0.00072916i,0.00018676+0.00072187i,0.00054088+4.163e-05i,-0.00019775-0.00023797i,-0.0013976-0.00011775i,-0.0010614-0.00042415i,-0.0001807-0.00039852i,-0.00029589-0.00016903i,-0.00077422+0.00011243i,-0.00058009+0.00049951i,-0.00047943+0.00017161i,-0.00043398-0.00046835i,-0.00018731-0.0003758i,0.00022232+0.00034341i,-0.00014283+0.00072925i,-0.00063745+0.00021412i,-0.00047402-0.00047078i,-0.00024586-0.00031421i,6.1297e-05+0.00012047i
-0.0014501-0.001387i,-0.0017135-0.00086882i,-0.0017665-6.9139e-05i,-0.0018359+0.00065558i,-0.0016398+0.0011554i,-0.00030046+0.00011159i,0.00080815+0.00034208i,0.00051714+0.0012927i,-2.7982e-05+0.0012698i,-0.00065659+0.0010002i,-0.0014281+0.0010446i,-0.0016947+0.0010157i,-0.0015103+0.00099711i,-0.0015423+0.00055393i,-0.00090171+0.00036312i,-0.00017961+0.00025186i,-0.00015455-0.00011493i,-0.00026908-0.00051409i,0.00041997-0.00072929i,0.00054638-0.00018333i,-0.00044213+0.00014044i,-0.000941-0.00040608i,-0.00071072-0.00011468i
0.00038395-0.0027098i,-0.00043566-0.0032427i,-0.00048466-0.0033681i,-0.0010992-0.0020983i,-0.0017822-0.00062171i,-0.001372+0.0010945i,-0.0002143+0.0012464i,0.00055395+0.00010794i,6.805e-05+0.00010047i,0.00012511+0.00046399i,0.00083352+0.00026324i,0.0005618+0.00031334i,-0.0007753-0.00059106i,-0.00034631-0.0012811i,0.00058149-0.0010668i,-7.0568e-05-0.00088407i,-0.00014785-0.00033576i,-0.00050472-0.00046027i,-0.00082229-0.00095745i,-1.6574e-05-0.00056277i,0.00054243-0.00028819i,0.00053165-0.00019828i,0.00038861-0.00040883i
-0.00069907+0.00010873i,-0.0016563+0.00092219i,-0.0024024+0.0013244i,-0.00052438+0.001249i,0.0015741+0.0014132i,0.0014869+0.0017421i,0.00062697+0.0010956i,0.00026428+0.0004105i,-0.00023991+0.00074939i,-0.0004291+0.00093818i,-0.00036052+0.00033492i,-0.00029989-0.00017613i,-0.00061321-0.000119i,-0.00099714+6.7876e-05i,-0.00086718+0.00017952i,-0.00014123+4.9538e-05i,0.00022691+0.00028073i,5.4371e-05+0.00076151i,-0.00049127+0.00075471i,-0.00065495-5.7885e-05i,-0.0003736-0.00040575i,-0.00059948-0.00024587i,-0.00043777+0.00020634i
0.00030045-0.00083944i,0.00058331+3.1355e-05i,0.0004439+0.0013763i,-0.00028541+0.001891i,-2.2461e-05+0.002017i,0.00053586+0.0015136i,0.00047271+0.00086164i,0.00035741+0.00074043i,-0.00011056+0.00061121i,-0.0012654+0.00065295i,-0.0013866+0.00035904i,-0.00036195+0.00012971i,-1.9149e-06+3.1381e-05i,-4.309e-05+0.00013201i,-0.00029465-7.0977e-05i,-0.00033251-0.00019646i,-0.00011157+6.3043e-05i,-0.00049162-0.00042466i,-0.00088507-0.00057185i,-0.0013805-0.00038236i,-0.00091769+4.7715e-05i,-0.00017155+0.00023833i,-0.00022057+0.00023655i
-0.00098447-0.00078039i,-0.0023367+0.00015583i,-0.0033418+0.0016216i,-0.0032989+0.0023875i,-0.0019631+0.0023251i,0.00012131+0.0007941i,0.0011305-0.00020911i,1.5693e-05+0.00012006i,-0.0013029+0.00068677i,-0.00085777+0.0014561i,0.00018024+0.0012134i,0.00041741-0.00024442i,-0.00060231-0.0015228i,-0.0015119-0.0016334i,-8.3664e-05-0.0014561i,0.00053166-0.0012348i,0.00013902-0.00047671i,-4.6941e-05+0.00038124i,-0.00028962+0.0006204i,-0.00021096+0.00053431i,4.8233e-06+6.3576e-05i,9.0068e-05-0.00047145i,-0.00032844-0.00048021i
0.00048378-0.0011046i,0.00055594-0.0017739i,-0.00078179-0.0019628i,-0.0019252-0.00059091i,-0.0019922+0.0002566i,-0.00086446+0.00041381i,0.00029302+0.00066779i,-0.00022648+0.00036176i,-0.001209+0.00033943i,-0.00081731+0.00099665i,0.00026827+0.0006807i,0.00019787-0.00024899i,-0.00085009-0.00022057i,-0.0013647-7.4749e-06i,0.00044132-0.00018645i,0.00097434-0.0002451i,0.00021111-0.0004914i,4.71e-05-0.00021864i,-0.0002032+0.00018494i,-0.00068744+7.6312e-05i,-0.00076043+5.821e-05i,-0.00028902-0.00010308i,-0.00035234-9.2184e-05i
8.8355e-05-8.1792e-05i,-0.00034812-0.0002984i,-0.00043837+0.0003486i,-0.00024329+0.00037754i,-0.00037201-0.00043891i,0.00013692-0.00051688i,0.00055437+4.5997e-05i,0.00031852+0.00067528i,3.3518e-05+0.0006437i,-0.00072367+0.00072382i,-0.0016089+0.00043443i,-0.0017266-0.00042403i,-0.0019995-0.00021413i,-0.0019911+0.00023094i,-0.00072666-6.4423e-05i,8.915e-05-0.00010926i,-1.9167e-06+0.00016591i,-0.00071575+0.00023262i,-0.00016767-7.2021e-05i,0.00010269+0.00029548i,8.9472e-05+0.00074041i,9.2075e-05+8.2039e-05i,-5.2086e-05-0.00044611i
