0.0065121-0.00045211i,0.0047938-0.0039578i,0.0033245-0.006752i,0.00042379-0.0062107i,-0.0029953-0.0035597i,-0.0043044+0.00041843i,-0.0022748+0.0016226i,-0.00012222+0.001243i,0.0012901+0.00033387i,0.0009248-0.00094561i,-0.00049141-0.00097663i,-0.001098-0.00015633i,-0.0022089+0.00088614i,-0.0031984+0.0015847i,-0.0030554+0.001337i,-0.0019199+0.00075823i,0.00013426-0.0003128i,0.00080852-0.0006313i,6.9373e-05+0.00017457i,0.00043763+0.00048599i,0.00068494-0.00011329i,-0.00010994-0.00074418i,-0.0005342-0.00094103i
0.00078121-0.00018021i,0.00097037+0.00038029i,7.0414e-05+0.00017139i,-0.001023+8.0106e-05i,-0.00039456-3.0735e-05i,0.00051741-0.00074543i,-0.00012268-0.0022979i,-0.00027818-0.002217i,-0.00016349-0.00038727i,-0.00048563+0.00046163i,-7.5182e-05+0.00027701i,0.00041906+0.00020218i,0.00010501+0.00043363i,-0.00024243+0.0002907i,-4.1162e-06+0.00026426i,-0.00025231+0.0010195i,-0.00038952+0.00076962i,0.0001591-0.00023892i,-0.0003645+0.00017405i,-0.00032818+0.00058942i,0.00072519+7.2295e-05i,0.00083571-0.00025409i,0.00024264+0.00064005i
-0.00033094+0.002079i,0.00011467+0.0018139i,0.00083553+0.0012638i,0.00086876-0.00050445i,0.00099386-0.0020606i,0.00099038-0.0025511i,-4.5604e-05-0.0023179i,-0.00052705-0.0018407i,-0.0012595-0.00063171i,-0.0011987+7.0511e-05i,-0.00013913+0.00027455i,5.4146e-05+0.00035586i,-0.00039853-0.00030351i,-0.00013581-0.00027238i,-5.8777e-05+6.8264e-05i,-0.00046892-0.00034056i,-0.00012966-0.00056238i,0.00026973-0.0010218i,-7.2698e-06-0.0004297i,-0.00058609+0.00044577i,-0.00041076+0.00055676i,-1.964e-05+0.00078926i,0.00077014+6.2541e-05i
0.0023007+8.7875e-06i,0.00256-0.00026043i,0.0027796-0.0011485i,0.0022207-0.00016484i,0.00089835+0.00042103i,-0.00020429-0.00012961i,-0.00083719+0.00037332i,-0.0011682+0.00040177i,-0.00029155-0.00025726i,0.00094584-0.00015639i,0.00086861+0.00066309i,7.4072e-06+0.00094563i,-0.00094417-0.0001575i,-0.0010762-0.0011416i,-0.00036527-0.00077941i,0.00057176+0.00019933i,0.00032769+0.00068875i,-0.00024364+0.00097065i,-0.00032614+0.00052728i,-0.00016556-0.00048373i,0.00031343-0.00052184i,0.00019346+0.00056661i,-0.000195+0.00094144i
0.00016676+0.0010252i,0.00070678+0.00057381i,0.00082513-0.00022705i,0.00036508-0.00098466i,0.00058372-0.00093426i,0.0016238-0.0010511i,0.0010079-0.0017324i,-7.0894e-05-0.0022339i,-0.00037658-0.0014662i,-0.00026898-0.00036667i,-2.9622e-05+0.00039916i,0.00060209+0.00080284i,-7.4548e-05+0.00040004i,-0.00058937+0.00027536i,0.00059745+2.8454e-05i,0.0012939-0.00072737i,0.0002447-0.00088227i,-0.00084438-0.0006305i,-0.0011988-0.00030632i,-0.001235+0.00050557i,-0.00086981+0.00049339i,-0.0007635+6.7545e-05i,-0.00097674-0.00049i
-0.00060601-0.0013541i,-0.0014382-0.00057672i,-0.0019762-0.00038973i,-0.0019449+0.00010518i,-0.001517-0.00020507i,-0.00051661-0.00084582i,0.00017282-0.0014753i,0.00054664-0.0015383i,0.00034439-0.00017611i,-0.00047108+0.00089375i,-0.00071222+0.00073016i,-0.00027299+0.00044948i,0.00011871+0.00096971i,0.0005339+0.00070107i,0.00094496+5.3189e-05i,0.00078834-0.00055206i,0.00016429-0.0010697i,0.00017848-0.00099813i,0.00059827-0.0010116i,0.00033404-0.00058525i,0.00033613+7.537e-05i,0.00037958-0.00030115i,0.00035311-0.00037403i
-0.0002056+0.00029981i,-0.00037539-0.0011872i,0.0013028-0.0014143i,0.0012054-0.00018018i,0.00027095-0.00081857i,0.00041041-0.0025548i,0.00018266-0.0026606i,-0.00064609-0.0016733i,-0.00090658-0.00051989i,-0.00014871-0.00043621i,0.00035817-0.00048836i,0.00041704-0.00019204i,-0.0004085-0.00034761i,-0.00078712-9.5516e-05i,0.00017806+0.00041713i,0.00047836+2.9571e-05i,0.00029213-0.00042184i,0.0010804-0.00068582i,0.00099677-0.00068299i,-0.00020715-1.1981e-05i,-0.00042903-8.2485e-05i,0.00016843-0.00096054i,-0.0002294-0.0011052i
-0.00016343-0.00053653i,-0.00081985+0.00031358i,-7.4479e-05-8.6681e-05i,0.00013296-0.00039172i,-0.0002535-0.00071083i,-0.00033214-0.0008971i,-0.00029442-0.00039183i,-0.00051055-0.00054797i,-0.00025853-0.00017279i,0.00025316+0.00077598i,-1.994e-05+0.00071768i,0.00017033+0.00011129i,-4.7664e-05+0.00031501i,6.697e-05+0.00056468i,2.3095e-05+0.00051178i,-0.0001179-0.00057855i,0.00022042-0.0010105i,-4.4708e-05-0.00092406i,-6.8504e-05-0.0005378i,0.00039327+0.00035295i,-1.7436e-05+0.00042091i,-0.00045495+0.00024326i,-0.000165+0.00057815i
0.00090217-0.00018362i,0.00089111-0.0012134i,0.00078617-0.00093741i,0.00083721-0.00029382i,0.00063551-0.00053846i,-0.00010783-0.001544i,-0.00078999-0.0017303i,-0.0011813-0.00091107i,-0.00085394-0.00037686i,-0.00010751+3.8453e-05i,0.00035115-0.00023337i,0.00054027-0.00092011i,0.0003661-0.00043185i,-5.9729e-05+0.00063006i,-0.00055092+0.00019724i,-0.00064265-6.7304e-05i,-0.00017458-0.00014002i,0.00017663-0.00024938i,-0.00022933+0.00010825i,-0.00065959+1.1592e-05i,-0.00031511-0.00093763i,-9.3926e-05-0.00066223i,-0.00045402+0.00025204i
9.8881e-05+0.00013585i,0.00051958+9.4207e-05i,0.00060994+0.00037592i,-0.00027485+0.0011347i,-0.00026813+0.00078674i,-0.00010675-0.00064307i,-0.00010357-0.0015302i,-0.00022991-0.0010076i,0.00037631-0.00080341i,0.001006-2.7049e-05i,0.00031451+0.00046175i,-0.00014246+2.4913e-05i,-0.00016264-0.00014548i,5.9559e-05-2.7568e-05i,0.00041837-0.00029588i,0.00044193-3.9421e-05i,0.00058937-0.00017663i,0.00038856-0.00084558i,-0.0002615-0.000638i,-0.00051352-0.00013597i,-0.00017037+4.8098e-05i,0.00053428+0.00016483i,0.00037249-0.00035911i
0.0008647-0.0010641i,-0.0010752-0.00080645i,-0.0024988-0.00029153i,-0.0016009-0.00060059i,-0.00078908-0.0011746i,1.6035e-05-0.0015441i,-1.5818e-06-0.0016355i,-0.00060783-0.0011351i,-0.00033964+0.00033949i,0.00018406+0.00095235i,-1.5036e-07+0.0004595i,-0.00028016+0.00010394i,0.00018556-8.0346e-05i,0.00032626-0.00010493i,-8.6251e-05+0.00018528i,-0.00044321+6.8219e-05i,7.1879e-06-0.00050868i,0.00036164-0.00025139i,0.00020828+0.00034175i,0.00059454-0.00011698i,0.0010378-0.00066474i,0.00045703-0.00016815i,-5.7425e-05+0.00046312i
-0.00015132-0.0017834i,-0.00027125-0.0021842i,-0.00098466-0.0014016i,-0.00085605+0.00011849i,-0.00011869+7.9184e-05i,2.506e-05-0.00090664i,-0.00028752-0.0014864i,-0.00083486-0.0011975i,-0.0012237-0.00069963i,-0.0013517-0.00081837i,-0.00036476-0.00020302i,0.00091666+0.0006818i,0.0010414+0.00099228i,0.00086038+0.00071362i,0.00069834-8.4359e-06i,0.00095742-0.00045748i,0.0011269-0.00021159i,0.0001336-0.00018661i,-0.00033937-0.00059575i,-0.0001769-0.00060016i,-9.1318e-05-0.0001073i,0.00038623-0.00016224i,0.00069956-0.00061957i
-0.0012323-0.00069501i,-0.0013605+5.3132e-05i,-0.0012461+0.00061501i,-0.00054096+0.0005451i,0.00070347+0.00041379i,0.0016984-0.00059488i,0.0014911-0.0010913i,0.00050894-0.0012113i,0.00051813-0.0011016i,0.0012451-0.00081459i,0.00080198-0.00019363i,0.00012228+0.0002127i,0.00038717+0.00040692i,8.1292e-05+0.00067382i,-0.00037487+0.00021099i,-0.00082209+5.3831e-05i,-0.00087009+8.5389e-05i,-0.0002539-0.00042131i,-0.00027783-0.00046689i,-4.0356e-05+0.0003201i,0.00077307+0.00044765i,0.00097706+0.00042614i,0.00041604+0.00083397i
-0.00063125+0.0013223i,0.00044425+0.00077601i,0.0011962+2.5895e-05i,0.0012205+0.00051958i,0.00033857+0.00027823i,0.00019926-0.0012i,-0.0004605-0.0018414i,-0.0012664-0.0012809i,-0.0012348-0.00064218i,-0.00042577-0.00010692i,0.00010118-0.0002504i,-2.9128e-05-0.00075206i,-0.00014991-0.0010378i,-0.00062487-0.0014234i,-0.00030877-0.0016126i,8.2418e-05-0.0013276i,-0.0003378-0.0012788i,-0.00063771-0.00078938i,-0.00074358-0.00024774i,-0.00057016-0.00035531i,8.9319e-05-0.00046217i,0.00017485-0.00098616i,-0.00012685-0.00079133i
-0.00047934+0.0011682i,0.00065815-0.00033765i,0.00028203-0.0011774i,0.00065393-0.00051016i,0.0016449+5.7444e-05i,0.0013613-0.00041904i,0.00029611-0.00073068i,5.5625e-05-0.00076643i,0.00054506-0.00024448i,0.00046532+0.00042444i,-0.00013438+2.7726e-05i,-0.0011445-7.7813e-06i,-0.0010312+0.00036146i,-4.7841e-05+7.1174e-05i,-0.00011094-8.2828e-06i,-0.00021825-0.00016803i,-6.1187e-05+3.307e-05i,-6.1544e-05+0.00038545i,0.0002071+0.00017089i,0.00028376+0.00018824i,-0.00038109+0.00022121i,-0.00016838+0.00043742i,0.00010895+0.00014497i
-0.0010387-2.0245e-05i,-0.0019886+0.0011919i,-0.0021986+0.0011826i,-0.00091579+0.0007975i,-0.00074464+0.00035762i,-0.0012788-0.00073191i,-0.0010974-0.0017408i,-0.0012416-0.0016567i,-0.0016649-0.00043061i,-0.00084034+0.00039012i,-0.00017478+0.00032242i,0.00047557+0.000104i,0.0010805+0.0002386i,0.00077453+0.00024693i,0.00010183+0.000346i,-0.00046317+0.00043651i,7.9246e-05-9.3085e-05i,0.00083882-6.3122e-05i,0.00028335+0.00012141i,-0.00092481+0.00025049i,-0.0011567+0.00017226i,-0.00050997+0.00022883i,0.00024688+0.00056315i
-0.0014471-0.0010824i,-0.00035913+0.0004134i,-0.001325+0.0009683i,-0.0016084+0.0006908i,-8.1883e-05-3.4126e-05i,0.0013347-0.00063387i,0.0012115-0.00077322i,-0.00023122-0.00015741i,-0.00094996-8.4305e-06i,-0.00050722+0.00042175i,0.00011071+0.00070665i,0.0012398+0.00021247i,0.0017505-7.1109e-05i,0.0010516-0.00026179i,0.00045946+0.00042321i,-0.00061157+0.00089701i,-0.0010378+5.6108e-05i,-0.00095326-0.00097493i,-0.00066861-0.0011051i,-0.00038048-0.0012583i,-0.00024559-0.0014217i,5.9599e-05-0.00085477i,7.0268e-05-0.0003367i
0.0011855+0.0012177i,0.00028589+0.00033153i,-0.00055659-0.00062089i,-0.00062694-0.00019807i,-0.00083458-0.00076244i,-0.0011032-0.0021714i,-0.0010145-0.0021753i,-0.00034976-0.0011872i,0.00065081+0.00023886i,0.00038862+0.00076098i,-1.3773e-05+0.00015653i,-0.00027894-0.00015401i,-0.00078566+0.00084101i,-0.00076004+0.0012409i,-1.3923e-05+0.0015254i,0.00016741+0.0013215i,0.00063672+0.00021743i,0.00072963+0.00025868i,2.4174e-05+0.0003267i,9.5241e-06-0.00016065i,0.00032905+6.6155e-05i,-0.00030447+7.6287e-05i,-0.00097401-0.00016274i
-0.0015537-0.0011236i,-0.0017926-0.00097166i,-0.0012626-0.00049539i,-0.00075046+0.00031788i,-8.3814e-05+0.00084785i,0.00045229+0.00035941i,0.00051665-0.00055477i,0.00054268-0.00039122i,-0.00023632+1.559e-05i,-0.00085715+0.00016855i,-0.00031497-0.00026865i,0.00030373-0.00036256i,0.00059718+0.00012151i,0.00061494+0.00060573i,0.00049863+0.00074723i,-2.905e-05+0.00050623i,-0.00035391+0.00050908i,-0.00034205+0.00085786i,-0.00065389+0.00068695i,-0.00048943+9.1886e-05i,0.00035613-2.3254e-05i,0.00041584+0.00036267i,-8.5391e-05+0.00042683i
0.0013985+1.8983e-05i,0.00047992+0.0015376i,0.00093062+0.0013966i,0.0011023-1.0451e-05i,0.00076537-0.0007765i,0.00059824-0.00098018i,0.00074472-0.0011698i,0.00045191-0.00059946i,-0.00052155-0.00018057i,-0.00073346-0.00044113i,-0.0009709-0.00046337i,-0.0011853-0.00030176i,-0.00038893-0.00039349i,0.00020792+6.6141e-05i,-0.00054485+0.00071365i,-0.00071308+7.0989e-05i,-0.00060456-0.00048695i,-0.00078215-0.0003237i,-0.00043723+3.0806e-05i,0.00019678+0.00048973i,0.00022274+0.00082262i,6.2806e-05+0.0007029i,0.00025827+0.00057936i
0.00051995-0.0004549i,0.001406-0.0006038i,0.0015251-7.4484e-05i,0.0010022-0.00082645i,0.00023433-0.0011163i,-0.00023183-0.00081641i,0.00048851-0.0010637i,0.00048767-0.00034612i,-0.0003471-8.3206e-05i,-0.00046375-0.0011015i,-0.00025564-0.00098662i,3.0248e-05-0.0002124i,0.0007498+4.91e-05i,0.00099646-7.6722e-05i,-0.00019428-0.00056817i,-0.00067829+6.3337e-05i,-0.00061086+0.00031226i,2.9049e-05-0.00058834i,0.00036471-0.00053684i,0.00017365+1.6902e-05i,7.2706e-05+0.00015472i,-0.00024695+2.5092e-05i,0.00036402-0.00038931i
-0.0030659+0.00028911i,-0.0029585+0.00073716i,-0.0021954+0.00065074i,-0.00066854+0.00060606i,0.0011643+0.00045772i,0.0019699-0.0002169i,0.0018039-0.00064285i,0.00090991-0.0011522i,0.00026138-0.0013994i,0.00020679-0.00061366i,0.00056469+0.00012493i,0.00098287+0.00028406i,0.00066012+0.0004802i,0.0003659+0.00092177i,0.00012211+0.00051916i,0.00076478-4.6852e-05i,0.0013471-0.00021419i,0.00034181+0.00012407i,-0.00062512+0.00053133i,-3.621e-05+0.00072382i,0.00045998+0.00027995i,0.00032091-0.00010138i,0.00036577+8.3975e-05i
0.00055622-0.0026045i,0.00031436-0.0016253i,3.3874e-05-0.00054729i,-0.00059235-0.0001478i,-0.0014588+0.00060498i,-0.0010987+0.00053756i,-5.6433e-06-0.00085366i,-0.00027495-0.0016065i,-0.0011072-0.00067618i,-0.0012507+0.00033431i,-0.00086106+0.00077126i,-0.00048636+0.00091252i,0.00029009+0.00049297i,0.00086433+0.00071484i,0.0002774+0.0011437i,0.00044764+0.00058162i,0.00075548+0.00024878i,0.00074718+8.8022e-05i,0.0011735+5.8841e-05i,0.0012012+0.00015611i,0.0013705+0.00024044i,0.0010536+7.5151e-05i,-7.4342e-05+0.00044031i
0.00014704+0.00062745i,0.00054362+0.00072641i,0.00013866+0.00051781i,5.5646e-05+0.00017628i,0.0010724-0.00037747i,0.0012368-0.00032375i,0.00057035-5.324e-05i,-3.7062e-05-0.00060573i,-0.00050314-0.0007167i,-0.00070735-0.00027998i,-0.0003626-0.00019088i,4.5773e-05+4.3527e-05i,0.00011495+0.00037986i,0.00047947+0.00045829i,0.0011035+0.00032363i,0.0013705+0.00094408i,0.00069114+0.00081859i,0.00045358+0.00027859i,0.00011163-1.1991e-05i,8.9016e-05+0.00012169i,-8.3782e-05+0.00084364i,-9.1959e-05+0.00012166i,-9.2302e-05-0.00062128i
-0.0012898-2.7284e-05i,-0.0011822-0.0011934i,-4.0522e-05-0.00085746i,0.0007637+0.00018204i,0.0003615-0.00032792i,0.00024748-0.0014403i,0.00067234-0.002013i,0.00037652-0.0019407i,0.00050404-0.00079682i,0.0011458+0.00020786i,0.0011938+0.00062961i,0.00022727+0.00065347i,-0.00033514+0.0006059i,-0.00018002+1.0877e-05i,0.00019317-0.00032365i,0.00037403+0.00023217i,0.00046317+4.3579e-05i,0.00066649-0.0005671i,0.00061073-0.00057002i,0.00027302-0.00029318i,0.00019597-0.00046012i,0.00076994-0.00013541i,0.0014376+0.00012161i
-0.00026518+0.00098981i,-0.00035595+0.00071906i,-0.00023343+0.0010842i,-0.00033069+0.0016631i,0.00039692+0.0017151i,-4.2569e-06+0.00030441i,-0.00021015-0.0011339i,0.00013091-0.00025266i,7.7085e-05+0.00017925i,7.7832e-05-0.00011148i,0.0001024-0.00017586i,-0.00027793+0.00012221i,0.00030537+0.00011995i,0.00060631+2.7359e-05i,-0.00040631+0.00012411i,-0.00093758-6.0827e-05i,-0.00068376-0.00040081i,-7.3537e-05-0.00067901i,0.00070951+0.0001332i,0.0005259+0.00044584i,0.00017185+7.5955e-05i,0.00050188+0.00071722i,0.00023427+0.0012122i
-0.0010475+0.00024269i,-0.00080573-4.4571e-05i,-0.00083059-0.00079876i,0.00037436-0.00096555i,0.0019065-0.00098655i,0.0019885-0.001597i,0.00093365-0.0015424i,-0.00019559-0.00085382i,-0.00047831-0.00061978i,0.00016713-0.00044212i,0.00052452-4.7019e-05i,0.00015152+9.0354e-05i,-5.2541e-05+0.00046145i,-0.00021198+0.00084236i,0.00039326+0.00074796i,0.00061504+0.00019308i,0.00037901-0.00023156i,0.00011892-0.00074895i,0.00049535-0.00069962i,0.00037532-0.00027249i,0.00011663+0.00039727i,0.00019651+0.00046541i,2.9936e-05-0.00039285i
-0.0011136+0.0015925i,-0.002393+0.0015847i,-0.0021165+0.0010135i,-0.00099226+0.0013074i,-0.00035502+0.00092772i,0.00069565+0.00030844i,0.0016844-0.00019994i,0.00079276-0.0009248i,0.00017478-0.00092702i,0.00028736-0.0010218i,5.175e-05-0.00077799i,0.0003392-1.9822e-06i,0.0006048-0.0001497i,0.00039083-0.00017364i,0.00061892+0.00039731i,0.00075496+0.00032575i,0.00028717-0.00044587i,-6.4334e-05-0.00068972i,-0.00026852-0.00047699i,-0.00025152-0.00013773i,2.0882e-05+0.00042353i,0.00016567+0.00031191i,-9.5779e-05-3.965e-05i
-0.0009811+0.00035741i,-0.00076825-0.00037704i,0.00027699-0.00065539i,0.0010102-0.00055797i,0.0012727-0.00070945i,0.0013604-0.0011287i,0.001332-0.0016968i,-0.00019821-0.0011342i,-0.0011816+7.2617e-05i,-6.5677e-06+3.0737e-05i,0.00057689+0.00016876i,0.00046394+0.0006093i,-0.0001158+0.00032742i,-0.00036389-0.00023886i,-0.0005036-0.00068411i,-0.00061382-0.0004849i,-0.00041791+0.00058465i,-0.00022332+0.00068501i,0.00035674-0.00070168i,0.0004623-0.00095641i,0.00010611-0.00011729i,-7.8996e-05+0.00058041i,-0.00037086+0.00026087i
-0.00027707+0.0010376i,-0.00086787+0.0015048i,-0.0017026+0.0025848i,-0.0012745+0.0015349i,-0.00014407+0.00034608i,-0.00021182-0.00083481i,-8.7851e-05-0.0011537i,-3.813e-05-0.00037708i,8.4511e-06-4.3073e-05i,0.00036894+0.00020186i,0.00017985+0.00010228i,-4.1832e-05+0.00015288i,-0.0003513+0.00074227i,-0.00099595+0.000238i,-0.00088291-0.00018026i,-0.00069625+0.00013033i,-0.00059976-0.0002146i,-0.00025129-0.00072357i,0.00023636-0.0010316i,8.4878e-05-0.00094961i,-0.000364-0.00062219i,-0.00052585-5.8639e-05i,-0.00021971+0.00071234i
-0.00073133-0.0020426i,-0.0012232-0.0027044i,-0.0013734-0.0026704i,-0.0012098-0.0011908i,-0.00047103+0.00029274i,0.00053681+0.00016351i,0.00085891-0.00074968i,-9.8698e-05-0.001382i,-0.00076025-0.0010193i,-0.00086249-0.00010575i,-0.00083479+0.00032558i,-0.00045448+6.9739e-05i,-0.0003259-0.00029978i,-1.9311e-05+0.00010062i,0.00062478+0.00049974i,0.00056398+0.00038984i,-3.7361e-05+0.00028966i,-0.00033523-0.00014242i,-0.00017399-0.00024544i,-9.2768e-05-0.00026352i,-0.00037463-0.00083666i,-0.00032534-0.00063355i,2.5901e-05+6.0877e-05i
-0.0012523-0.0019927i,-0.0020699-0.0012411i,-0.002029-0.0014553i,-0.0028033-0.00075129i,-0.0019589+6.3608e-05i,0.00018687+0.00029628i,5.3553e-05-0.00043155i,-0.00091711-0.00080329i,-0.00058585-0.00025612i,-0.00080757+0.00049354i,-0.00093681+0.00087195i,-4.7341e-07+0.00071527i,0.00025676-6.8787e-05i,0.001204-0.00024976i,0.0016018+0.00055575i,0.0011477+0.00049541i,0.0015162-0.00037488i,0.0011228+0.00017041i,0.00057453+0.00073287i,0.00069202+0.00027152i,0.00041657-7.1462e-05i,-0.00044529-0.00069365i,-0.00090568-0.00083165i
-0.00066282-0.00015648i,0.00070664+2.1685e-05i,0.0015307+0.00063414i,0.0020773+0.00038143i,0.0018423-0.00015718i,0.0018026-0.00048067i,0.001285-0.00099089i,0.00030872-0.0011641i,-0.00015506-0.00076267i,0.00046885-0.00039325i,0.00082861-0.00025258i,0.00037176-0.00012193i,0.00010441-0.00039843i,-0.0003122-0.0003651i,-4.4009e-06+0.00061705i,0.00044618+0.00084139i,0.00036291+2.7629e-05i,0.00042358+0.00026632i,0.00036858+0.00026685i,0.00036773-0.00066027i,0.00074266-0.00092659i,0.0005141-0.00048149i,-6.3717e-05-0.00015675i
-0.0019363-0.00014246i,-0.002514+0.0010485i,-0.0016161+0.001059i,-0.00066625+0.00074169i,-0.00067846+0.00039281i,-0.0004981-0.00058754i,-0.00035738-0.00080052i,-0.00011968-0.00030422i,8.1909e-05+0.00018189i,0.00041079-0.00027502i,0.00063398-0.00090338i,0.00027067-0.00025423i,-6.6938e-05-0.00031871i,-0.00017007-0.00090066i,-0.00081333-0.0004144i,-0.00064725+0.00024248i,-0.00020137+0.0012163i,-0.00054937+0.00091228i,-0.00077446-1.2166e-05i,-0.00013127+0.00022081i,-8.067e-05+0.00055539i,-0.00078827+0.00029671i,-6.6246e-05+0.00010427i
0.0015415-0.00012293i,0.0018475-8.482e-05i,0.0019927+3.4677e-05i,0.0011417-0.00019301i,0.0011018-0.00077484i,0.0018688-0.00081156i,0.0011346-0.00093343i,0.00023628-0.00067976i,-2.7655e-05-0.0002296i,-4.4003e-05-0.00048845i,1.9555e-05-0.0011058i,0.00011014-0.00053689i,-0.0001072+0.00022569i,-0.00046037+0.00021652i,-0.00028931+4.0734e-05i,0.00086862-1.1826e-05i,0.00095736-0.00041146i,6.2314e-05-0.00054331i,-0.00022818-0.00029388i,-0.00024963-0.00034465i,0.00016406-0.00071102i,-0.00013638-0.0003919i,-0.00096692-0.00013519i
-0.00034825+8.4959e-05i,-0.0019604+0.00069451i,-0.0029728+0.00048225i,-0.0027408-0.00049936i,-0.001355-0.0014668i,-0.00053277-0.0017597i,-0.00075102-0.001393i,-0.00089703-0.00096081i,-0.00099972-0.00083644i,-0.0010987-0.00096025i,-0.00064-0.00040899i,7.0148e-05+0.00021413i,0.00027069+4.9956e-05i,0.00011158-0.00014994i,7.1082e-05+7.6149e-05i,-6.4798e-05+0.00022455i,0.00027546-0.00026451i,0.00059228-0.00078579i,0.00043114-0.00082771i,0.00042215-0.00022743i,0.00041915-0.00011172i,0.0006268-0.00037534i,0.00042752+0.00050513i
-0.0011685-0.00052462i,-0.0012629-0.000453i,-0.00022058-0.00090574i,0.00079148+0.00010914i,0.00079019+0.00065467i,0.00083675-0.00042703i,0.0011712-0.0013406i,0.0010825-0.0010762i,0.00091039-0.00027982i,0.00041502+0.00026274i,0.00014684+0.00050815i,7.3345e-05+0.00052549i,-0.00054013+0.0013529i,-0.00059514+0.0020455i,0.00030999+0.001649i,0.00050305+0.00051801i,0.00013724-0.00051578i,-0.00023936-0.0010604i,-0.00018008-0.0010148i,-0.00016063-0.00097011i,-0.00030405-0.0010287i,-0.00012612-0.00049621i,0.00026378+4.2296e-05i
0.00036897-0.00084462i,0.00032908-0.00062451i,-0.0010264-0.00024184i,-0.00070781+0.00011317i,0.00063731+6.8455e-06i,0.0010946-0.0006278i,0.00086008-0.0012659i,9.6447e-05-0.0011063i,-0.00032686-0.00063483i,-0.00044577-0.00019625i,-0.00071849+0.00051837i,-0.00048646+0.00093309i,-0.00018645+0.00069686i,0.00022919+0.00047165i,0.00069822+0.00073388i,0.00066699+0.00075598i,0.00039987+0.00060803i,0.00042368+0.00084536i,0.0008156+0.00021689i,0.0013766-1.0035e-06i,0.00076877+0.00013737i,-7.2809e-05-0.00010192i,-0.00023799-7.2861e-05i
0.00043653-0.00041378i,-0.000575-6.6082e-05i,-0.0014203+0.00077554i,-0.00098987+0.0014931i,-0.00045766+0.00093267i,-0.00031585+0.00038541i,-1.5943e-05+6.9502e-05i,-0.00018385-0.00037461i,-0.00029813-0.00032961i,-0.00061518+0.00022953i,-0.0011665+0.0011104i,-0.00064151+0.0013578i,-0.0001145+0.00078606i,0.00036274+0.0006417i,0.00063382+0.00081727i,0.0008304+1.2314e-05i,0.00090491+0.00028452i,0.00073145+0.00066968i,0.00055824-2.0017e-05i,8.5683e-05-5.8701e-05i,0.00050013+0.00036513i,0.00080764+0.00065998i,0.00032707+0.00050324i
-0.00042643-0.0014052i,-5.5772e-05-0.0017526i,-0.00076864-0.0013222i,-0.00032646-0.00025612i,0.00035482+0.0004353i,0.00059938-0.00052122i,0.00027525-0.00097534i,-0.00048756-0.00049555i,-0.00061378-0.00062438i,-0.00016712-0.0005835i,-0.00053408-0.00025584i,-0.00062541+0.00018161i,3.3228e-05+0.00010761i,0.00052894-0.00039535i,0.00097234-0.00020965i,0.00052139-0.00036684i,0.000205-0.00052897i,0.00025664-0.00049634i,-0.00017588+0.00032415i,-0.00061189+0.00094363i,1.6966e-05+0.00027987i,-1.4024e-05-0.00032243i,-0.00024421-0.00065751i
0.00094066+0.0011185i,0.00066415+0.0025105i,0.00062793+0.0021166i,6.05e-05+0.00068767i,-0.0006366-0.00084775i,-0.00054449-0.0018219i,0.00024855-0.001443i,0.00106-0.00040846i,0.0015906+0.00018049i,0.0013239+0.00030438i,0.00013411-0.00012736i,-0.00080938-7.739e-05i,-0.00057964+0.00063373i,-0.00032483+0.00036411i,-0.00077414-0.00025482i,-0.00097084-4.3756e-05i,-0.00027259-2.233e-05i,0.00059399-0.00033319i,0.00056943+0.00017107i,0.00026829+0.00030856i,0.00021693+4.1839e-06i,0.00023121+4.8874e-05i,-5.9616e-05-0.00034323i
-0.00011733-0.0015046i,-0.0009767-0.0023867i,-0.0014863-0.0030263i,-0.0004597-0.0021533i,0.00024944-0.0012606i,0.00045224-0.0012657i,0.00096463-0.0011396i,0.00046644-0.000712i,-0.00045416-0.00072776i,-0.00047947-4.3737e-05i,-0.00038397+0.00095436i,0.00029282+0.00049494i,0.00072945-0.00031838i,0.00062305+0.00014732i,0.00055425+0.0006942i,0.00021824+0.00025641i,0.00026572-0.00023157i,0.00012679-0.00043729i,0.0003912-0.00050839i,0.00041751-0.00088205i,-8.0395e-05-0.00076155i,-0.00050575-0.00062932i,-0.00052208-0.00035637i
0.00033034+0.0012486i,0.0010375+0.0011354i,0.0015986+0.0015623i,0.0015891+0.0013344i,0.0008124+0.00068587i,0.00033882-0.00027181i,7.4311e-05-0.0014071i,-0.00031396-0.0016174i,-0.00040361-0.0010244i,-0.0003554-0.00054567i,-0.0007685+0.00028293i,-0.00065936+0.00082148i,-0.00049258+0.00055497i,-0.00097098-5.856e-05i,-0.00064256-0.00024566i,0.00030456-3.4221e-05i,2.597e-06-8.4971e-05i,-0.00031427-0.0002861i,5.1648e-05-0.00068278i,-0.00045051-0.00031517i,-0.00088581+0.0004947i,-0.00079372+5.2016e-05i,-0.00024829+0.00010768i
