0.0065121-0.00045211i,0.0047938-0.0039578i,0.0033245-0.006752i,0.00042379-0.0062107i,-0.0029953-0.0035597i,-0.0043044+0.00041843i,-0.0022748+0.0016226i,-0.00012222+0.001243i,0.0012901+0.00033387i,0.0009248-0.00094561i,-0.00049141-0.00097663i,-0.001098-0.00015633i,-0.0022089+0.00088614i,-0.0031984+0.0015847i,-0.0030554+0.001337i,-0.0019199+0.00075823i,0.00013426-0.0003128i,0.00080852-0.0006313i,6.9373e-05+0.00017457i,0.00043763+0.00048599i,0.00068494-0.00011329i,-0.00010994-0.00074418i,-0.0005342-0.00094103i
0.3344-0.079818i,0.46073-0.082081i,0.35667-0.091566i,0.045046-0.10915i,-0.31315+0.011857i,-0.44823+0.23095i,-0.2424+0.26998i,-0.021002+0.090879i,-0.028418-0.012098i,-0.075177+0.014737i,-0.074248+2.1918e-05i,-0.097436-0.0062923i,-0.092873+0.055188i,-0.060268+0.084373i,-0.054961+0.048344i,-0.057688-0.0046694i,-0.044747-0.030846i,-0.015323-0.023094i,0.016799-0.010918i,0.034837-0.011003i,0.040932-0.024654i,0.042524-0.043098i,0.041128-0.049736i
-0.21671+0.3442i,-0.2441+0.52099i,-0.049811+0.4525i,0.22069+0.15643i,0.33598-0.14932i,0.29142-0.24062i,0.22416-0.092397i,0.21357+0.024538i,0.17492-0.048502i,0.073446-0.11039i,0.041144-0.087926i,0.052915-0.08281i,0.050184-0.078351i,0.069957-0.073375i,0.084486-0.066413i,0.094223-0.026789i,0.10227+0.00097844i,0.06819-0.0048121i,0.024195-0.0070859i,0.012978+0.0081337i,0.026471+0.030982i,0.039552+0.050156i,0.037692+0.064408i
0.21886-0.47006i,0.14807-0.76207i,-0.074401-0.62968i,-0.19487-0.11969i,-0.11004+0.29209i,-0.0090799+0.40863i,0.00067987+0.28175i,-0.056168+0.10894i,-0.067467+0.085065i,0.0098988+0.095373i,0.031838+0.046926i,-0.017655+0.029694i,-0.04167+0.054729i,-0.035474+0.074443i,-0.029949+0.063337i,-0.054211+0.041519i,-0.075912+0.038651i,-0.061348+0.035815i,-0.035457+0.023798i,-0.017882+0.023869i,-0.010959+0.042474i,-0.0061924+0.062434i,0.0022154+0.063177i
-0.7815+7.3212i,1.4118+7.2327i,4.0205+6.0739i,4.6872+2.4162i,3.6217-1.0564i,1.44-2.6899i,-0.47747-1.908i,-1.0038-0.27369i,-0.24094+0.62848i,0.75754+0.25101i,0.8768-0.64151i,0.36197-1.2216i,-0.27999-1.8273i,-1.0433-2.5815i,-1.3582-2.6364i,-0.87234-1.6085i,-0.25634-0.51664i,-0.24047-0.038i,-0.65581+0.1807i,-0.70819+0.45048i,-0.19722+0.60227i,0.36657+0.36909i,0.46878-0.099978i
-0.3637-0.017911i,-0.43283+0.073361i,-0.14133+0.078532i,0.15371-0.12766i,0.099412-0.26156i,0.012797-0.1564i,0.058273-0.073322i,0.036817-0.067091i,-0.021016-0.033667i,-0.013355-0.0044752i,0.017798-0.0032128i,0.034625-0.0052265i,0.013905-0.0099954i,-0.070473-0.0045627i,-0.17161+0.045291i,-0.16995+0.11318i,-0.069114+0.10527i,-0.0033614+0.032286i,0.002045-0.013729i,0.0031257-0.011331i,0.012013+0.006772i,0.014312+0.0031444i,0.0024246-0.018051i
-0.16099+0.0056256i,-0.24755-0.066175i,-0.26225-0.016179i,-0.087254+0.16508i,0.23498+0.23158i,0.4816+0.10372i,0.46432-0.064914i,0.25197-0.10952i,0.12694-0.037359i,0.14365-0.016347i,0.13847-0.044177i,0.10554-0.042344i,0.065163-0.039452i,-0.016773-0.0029334i,-0.079549+0.073334i,-0.08102+0.10654i,-0.058167+0.084273i,-0.049091+0.051257i,-0.051719+0.037179i,-0.033923+0.031056i,-0.00033786+0.011557i,0.019928-0.012902i,0.01838-0.025666i
0.19816+0.020459i,0.34641+0.086305i,0.31188+0.058197i,0.05081-0.10028i,-0.21193-0.25555i,-0.3625-0.36708i,-0.44763-0.37743i,-0.42461-0.21399i,-0.29137-0.045183i,-0.19256+0.0098482i,-0.1724+0.043245i,-0.13998+0.076694i,-0.086286+0.056043i,-0.046407+0.0072126i,-0.027978-0.026336i,-0.027583-0.03531i,-0.028206-0.029663i,-0.027656-0.038028i,-0.037099-0.061949i,-0.04655-0.074432i,-0.039791-0.069345i,-0.029255-0.058449i,-0.032571-0.04375i
0.022081+0.5082i,0.10712+0.66229i,0.18935+0.46755i,0.14944+0.16338i,0.024402+0.041818i,-0.054983-0.022069i,-0.10865-0.11383i,-0.1293-0.10484i,-0.074882-0.05983i,-0.011687-0.051661i,0.047663-0.054661i,0.084906-0.084118i,0.049908-0.099648i,-0.0012109-0.070382i,-0.020827-0.045539i,-0.029094-0.047508i,-0.036152-0.049147i,-0.036938-0.030691i,-0.031233-0.0037775i,-0.026007+0.012999i,-0.022057+0.01754i,-0.029337+0.015896i,-0.048029+0.022412i
-0.40689-0.35332i,-0.6743-0.38533i,-0.54973-0.15222i,-0.083536+0.029881i,0.23465-0.073471i,0.24747-0.23029i,0.17877-0.23549i,0.13884-0.1585i,0.10875-0.096276i,0.082158-0.068478i,0.053527-0.040603i,0.033229-0.00086359i,0.027498+0.017659i,0.019987+0.01317i,0.0086958+0.0063269i,0.0065542+0.010868i,0.014209+0.016376i,0.018768+0.0086979i,0.014527-0.00017379i,0.010022-0.0010663i,0.0024473+0.0042395i,-0.010083+0.011915i,-0.023334+0.013946i
0.60366+0.037931i,0.8116-0.075302i,0.50046-0.093844i,-0.08748+0.084566i,-0.42837+0.30877i,-0.46189+0.43507i,-0.34148+0.43561i,-0.18127+0.31041i,-0.08987+0.17676i,-0.050472+0.13172i,-0.012805+0.11983i,0.0038711+0.092384i,-0.0020543+0.061069i,0.003323+0.033703i,0.037171+0.0032582i,0.053026-0.026799i,0.029135-0.024845i,0.0087266+0.00076011i,0.0022388+0.0072985i,-0.0061445-0.0081541i,-0.0096181-0.028804i,-0.002193-0.045811i,0.0034322-0.052647i
-0.21941+0.25956i,-0.19071+0.23637i,-0.11295-0.099077i,-0.081874-0.39608i,-0.016339-0.33924i,0.078441-0.18394i,0.035898-0.12177i,-0.06566-0.044523i,-0.075036+0.017523i,-0.040825+0.003956i,-0.029724-0.041341i,-0.033461-0.070459i,-0.018083-0.06051i,0.018337-0.043852i,0.030483-0.036186i,0.014277-0.020374i,-0.0025192-0.012313i,-0.0092993-0.027245i,-0.010601-0.045609i,-0.012918-0.038647i,-0.013538-0.014655i,-0.014487-0.0039747i,-0.021526-0.0048033i
-0.14057+0.062107i,-0.18457+0.18023i,0.034518+0.23089i,0.34251+0.024896i,0.34135-0.33002i,0.13234-0.53868i,0.018061-0.52448i,-0.0071696-0.37798i,0.00094985-0.21742i,0.011014-0.1201i,0.0057756-0.058135i,0.0099938-0.018389i,0.0019888-0.012826i,-0.018011-0.00093742i,-0.013784+0.021061i,0.0058547+0.019588i,0.0099257+0.0039699i,0.004429+0.0081714i,0.014807+0.026898i,0.031948+0.03117i,0.028992+0.02765i,0.014526+0.030119i,0.0091339+0.026477i
-0.19741-0.44022i,-0.21555-0.42385i,-0.062705-0.042155i,0.11592+0.38145i,0.14812+0.51581i,0.084574+0.46798i,0.073937+0.37383i,0.10297+0.21928i,0.086262+0.0859i,0.057754+0.053858i,0.066251+0.073657i,0.082591+0.076896i,0.077403+0.058709i,0.057961+0.039316i,0.038325+0.020466i,0.02142+0.0050521i,0.013241-0.0042225i,0.016635-0.011816i,0.019762-0.02049i,0.013511-0.023661i,0.011767-0.015194i,0.019556-0.010753i,0.01424-0.018332i
0.46877+0.075987i,0.45716-0.018373i,-0.0025335-0.08012i,-0.43211+0.0090375i,-0.37616+0.10739i,-0.11233+0.083626i,-0.0084666+0.021767i,-0.030873+0.018319i,-0.049899+0.049111i,-0.037882+0.038775i,-0.047085-0.0204i,-0.078954-0.047954i,-0.075227-0.032924i,-0.045233-0.023202i,-0.01708-0.007809i,0.0044681+0.015089i,0.012614+0.026351i,0.0033096+0.025084i,-0.015276+0.020545i,-0.02394+0.01347i,-0.024463-0.002456i,-0.024604-0.014502i,-0.014153-0.01585i
-0.28173+0.4672i,-0.28534+0.63039i,-0.17013+0.3363i,-0.14416-0.15992i,-0.21742-0.33446i,-0.2357-0.26432i,-0.20179-0.17661i,-0.13541-0.073227i,-0.048256-0.021138i,-0.019601-0.022155i,-0.01783+0.0056157i,0.003445+0.024066i,0.0072974+0.016058i,-0.00087273+0.019429i,-0.0083338+0.017788i,-0.020509+0.00066217i,-0.029058-0.012871i,-0.023068-0.016031i,-0.0066701-0.011833i,0.004019-0.0029395i,0.0056704+0.0087109i,0.0064884+0.017166i,0.0082849+0.017121i
0.16943-0.29031i,0.24405-0.56416i,0.38837-0.63034i,0.52805-0.45111i,0.44987-0.26402i,0.24228-0.14729i,0.10735-0.074124i,0.037021-0.058363i,-0.021474-0.051781i,-0.027694-0.024273i,0.011098-0.02044i,0.035739-0.038287i,0.031845-0.044193i,0.016987-0.042133i,7.9089e-05-0.031467i,-0.0083957-0.0047239i,0.0011245+0.015939i,0.011183+0.018744i,0.010119+0.018498i,0.0037845+0.017531i,-0.0035586+0.013958i,-0.0077542+0.012122i,-0.0073287+0.012164i
-0.30763-0.044432i,-0.37706+0.15263i,-0.2867+0.49468i,-0.083144+0.63955i,0.066501+0.43535i,0.05748+0.20802i,0.010046+0.13586i,0.0125+0.11096i,0.044337+0.078301i,0.058851+0.051181i,0.039045+0.046505i,0.012279+0.056768i,-0.010198+0.056294i,-0.023786+0.050335i,-0.016159+0.03761i,-0.00081922+0.0064032i,0.0044025-0.018914i,0.0055066-0.021454i,0.0087939-0.016443i,0.0080117-0.015993i,0.0024214-0.015799i,-0.0011928-0.010906i,-0.0034576-0.0049424i
0.38177-0.079743i,0.46822-0.12476i,0.22172-0.15182i,-0.1624-0.071291i,-0.29827+0.078962i,-0.19976+0.10405i,-0.11105+0.025807i,-0.077024-0.022993i,-0.055777-0.029988i,-0.042509-0.028954i,-0.038747-0.027435i,-0.034203-0.021851i,-0.014316-0.014953i,0.013981-0.013968i,0.030506-0.016314i,0.023732-0.0077234i,0.0092965+0.013606i,0.0059156+0.025116i,0.0057406+0.018313i,0.0017844+0.012694i,-0.0028734+0.011129i,-0.0078841+0.0077156i,-0.0088738+0.0033698i
-0.45138+0.30285i,-0.56386+0.38986i,-0.42975+0.18258i,-0.21885-0.14947i,-0.095184-0.27603i,-0.013166-0.22416i,0.032079-0.18285i,0.019947-0.135i,-0.0048079-0.064068i,-0.0077879-0.016121i,0.014111-0.0022176i,0.030923-0.013307i,0.020198-0.031154i,-0.0061836-0.037136i,-0.025456-0.024529i,-0.023214-0.01568i,-0.018136-0.02449i,-0.024263-0.031174i,-0.023334-0.025024i,-0.010169-0.014641i,0.0029398-0.007641i,0.0072129-0.0063145i,0.0040218-0.0052999i
0.23739-0.23762i,0.25782-0.34265i,0.23372-0.28296i,0.2239-0.1584i,0.13773-0.11713i,-0.017561-0.10071i,-0.098718-0.039583i,-0.085045+0.011069i,-0.032056+0.015824i,-0.00087944-0.012882i,-0.020251-0.022007i,-0.034336+0.0023933i,-0.019046+0.019897i,-0.00086844+0.021148i,0.008661+0.014848i,0.0078207+0.013123i,0.0065562+0.018939i,0.011908+0.023038i,0.01373+0.023888i,0.0077148+0.017043i,0.0020506+0.0076264i,0.0010292+0.0057818i,-0.0013124+0.0070997i
-0.0011825+0.073543i,0.086601+0.10005i,0.18948+0.1642i,0.23037+0.22928i,0.22868+0.20747i,0.2051+0.14119i,0.15372+0.11166i,0.1117+0.093003i,0.070486+0.048203i,0.03567+0.030175i,0.047376+0.036291i,0.062739+0.020806i,0.042467+0.0056285i,0.017156+0.0069768i,0.0085896+0.011215i,0.0083361+0.0075121i,0.0076356-0.0046032i,0.003341-0.015765i,-0.0022638-0.021278i,-0.0067212-0.02118i,-0.0094659-0.019685i,-0.006859-0.020652i,-0.0020809-0.018976i
0.23531-0.157i,0.16457-0.24134i,-0.12161-0.19274i,-0.2743-0.04192i,-0.17753+0.021131i,-0.081202-0.043357i,-0.061737-0.098443i,-0.063802-0.081041i,-0.048551-0.01717i,-0.013735+0.010327i,-0.020575-0.020998i,-0.059187-0.036742i,-0.064277-0.022806i,-0.038899-0.010904i,-0.015009-0.007265i,-0.0059585-0.0060607i,-0.0034669+0.0050864i,-0.0014223+0.019481i,-0.0036446+0.027279i,-0.0032539+0.028818i,-0.0033435+0.023024i,-0.012607+0.01782i,-0.017827+0.012649i
-0.447+0.46232i,-0.36509+0.71964i,-0.042748+0.57353i,0.067503+0.17988i,-0.078995+0.020588i,-0.13422+0.096915i,-0.073918+0.12225i,-0.028222+0.05924i,-0.026611-0.0060862i,-0.041679-0.0089359i,-0.006885+0.030589i,0.05223+0.033302i,0.065383+0.0036864i,0.043073-0.019442i,0.013551-0.022007i,-0.0024102-0.011582i,-0.0073212-0.012839i,-0.0066649-0.019523i,0.003893-0.022428i,0.0072119-0.022439i,0.0065398-0.012405i,0.015554-0.0043373i,0.020422-0.0049972i
0.0512-0.48148i,-0.10517-0.70671i,-0.27693-0.60927i,-0.23595-0.28754i,-0.054262-0.081353i,0.042459-0.049051i,0.027996-0.043172i,-0.010826-0.011913i,-0.0094889+0.017298i,0.019446+0.0046592i,0.015417-0.021382i,-0.0079452-0.017717i,-0.015897-0.0041234i,-0.01688+0.0068814i,-0.007333+0.0075026i,0.004112-0.0022527i,0.0083271-0.0033861i,0.0091201-0.00030307i,0.0028922-0.0011515i,-0.00073453-0.0008263i,0.00046591+0.00057216i,-0.0031277+0.0016409i,-0.0065101+0.004227i
-0.050088+0.18369i,0.0012741+0.32198i,0.14863+0.32312i,0.2121+0.12675i,0.10933-0.089155i,-0.018511-0.18092i,-0.062729-0.16516i,-0.019493-0.10102i,0.037409-0.06944i,0.026013-0.058929i,-0.0023207-0.016164i,0.0044308+0.021469i,0.011982+0.031927i,0.015989+0.031821i,0.017216+0.024468i,0.0073378+0.01465i,-0.0046744+0.0049491i,-0.012967+0.0010699i,-0.010704+0.0052203i,-0.0016187+0.0037096i,0.00080574-0.0019103i,0.0010814+0.001802i,0.0045944+0.0063602i
0.62616-0.25046i,0.7486-0.4828i,0.47444-0.47379i,0.16651-0.1987i,0.093424+0.032995i,0.087965+0.093248i,0.046036+0.073799i,-0.010348+0.043329i,-0.044429+0.051935i,-0.015609+0.062272i,0.0074475+0.019789i,-0.014484-0.021418i,-0.029381-0.03344i,-0.026869-0.033628i,-0.015393-0.021622i,-0.0012536-0.0080429i,0.007708+0.0037139i,0.012359+0.011705i,0.011229+0.0088038i,0.0066174+0.0042546i,0.00085434-0.00033897i,-0.0089765-0.009653i,-0.016902-0.014426i
-0.53363+0.50995i,-0.62685+0.77442i,-0.41157+0.69107i,-0.1568+0.35559i,-0.072802+0.091269i,-0.049585-0.004711i,-0.0084794+0.0018523i,0.025366+0.029159i,0.024865+0.017963i,-0.0082572-0.0032485i,-0.02209+0.0059342i,-0.0050447+0.019428i,0.0079025+0.018186i,0.0045367+0.010567i,-0.0079432+0.0032731i,-0.014723-0.0012466i,-0.011376-0.011001i,-0.007869-0.024464i,-0.012609-0.027401i,-0.018243-0.018537i,-0.012985-0.0088719i,-0.0056167-0.002391i,-0.0048292+0.0021625i
0.064945-0.226i,0.10983-0.30086i,0.056348-0.25076i,-0.056946-0.1147i,-0.11251+0.029456i,-0.10039+0.11275i,-0.062035+0.10082i,-0.032593+0.032178i,-0.029439-0.0084381i,-0.012996+0.0061096i,0.023871+0.013152i,0.03985-0.0055058i,0.032371-0.016267i,0.024661-0.013386i,0.024383-0.0084823i,0.025379-0.0078725i,0.015892-0.0035458i,0.0046495+0.012818i,0.0074191+0.026112i,0.01033+0.024322i,0.0067862+0.017158i,0.0088159+0.0093948i,0.014562+0.0034298i
-0.38616-0.12219i,-0.54976-0.14766i,-0.43099-0.13704i,-0.14544-0.13319i,0.059822-0.16917i,0.13166-0.21114i,0.084811-0.21062i,0.0058798-0.13904i,-0.0006812-0.06503i,0.012093-0.052665i,-0.011338-0.043355i,-0.034561-0.011467i,-0.035761+0.013291i,-0.021632+0.019464i,-0.010388+0.0080551i,-0.01021+0.00062605i,-0.0020454+0.0023123i,0.013778-0.0041941i,0.019594-0.015814i,0.017654-0.021024i,0.01132-0.015497i,0.0037485-0.0051707i,-0.00046064-0.0016422i
0.68127-0.10117i,0.88933-0.13767i,0.71329-0.086393i,0.36801-0.011028i,0.11064+0.021332i,-0.05195+0.024296i,-0.10015+0.055773i,-0.03893+0.088442i,0.014725+0.077399i,0.015803+0.057528i,0.010451+0.046545i,0.019524+0.02854i,0.025261+0.0048438i,0.015289-0.0080537i,0.0070812-0.0003771i,0.0065925+0.0077999i,-0.0031014+0.0059557i,-0.020678+0.0076302i,-0.028678+0.014205i,-0.023452+0.015035i,-0.016841+0.0062422i,-0.016824-0.00062624i,-0.017415+0.0017999i
-0.19216+0.20586i,-0.27082+0.22452i,-0.22716+0.16878i,-0.10823+0.14163i,0.0040717+0.14664i,0.094864+0.12827i,0.1183+0.056862i,0.056139-0.019298i,-0.0026083-0.040972i,-0.0068387-0.039853i,0.00039304-0.045505i,-0.006456-0.047669i,-0.021504-0.037757i,-0.02753-0.019131i,-0.021551-0.0090772i,-0.016257-0.0056543i,-0.0067986+0.001012i,0.0105-0.00035278i,0.01977-0.0095258i,0.01851-0.012173i,0.017744-0.0091302i,0.017368-0.0074264i,0.011534-0.0064903i
-0.0045204+0.18393i,0.027599+0.27646i,-0.0040278+0.2305i,-0.09946+0.07752i,-0.1849-0.037103i,-0.22209-0.059947i,-0.19234-0.016389i,-0.11521+0.02799i,-0.06176+0.031966i,-0.049039+0.031627i,-0.031953+0.044601i,-0.0011146+0.05178i,0.024512+0.04272i,0.033323+0.022209i,0.030055+0.0069134i,0.025218-0.0045368i,0.012578-0.016968i,-0.0081076-0.019638i,-0.023021-0.010754i,-0.025055+0.00055901i,-0.019526+0.0045237i,-0.013226+0.0014748i,-0.0068281-0.00048586i
-0.40116-0.22522i,-0.50265-0.31413i,-0.3536-0.28525i,-0.11935-0.17859i,0.015112-0.066263i,0.074576+0.0076752i,0.093293-0.0047695i,0.067653-0.050151i,0.044704-0.053544i,0.051324-0.034649i,0.050025-0.031682i,0.025977-0.036079i,-0.00072672-0.035131i,-0.015154-0.025601i,-0.015007-0.012754i,-0.011819-0.0021269i,-0.0063758+0.0070467i,0.0079757+0.015415i,0.02189+0.016518i,0.021711+0.0094999i,0.011945+0.0073478i,0.0068564+0.010712i,0.007124+0.0081455i
0.28286-0.071415i,0.36224-0.05395i,0.30184-0.017444i,0.20673-0.032435i,0.14524-0.10946i,0.069328-0.16766i,-0.0023152-0.11606i,-0.014474-0.010585i,0.0081992+0.037434i,0.0072268+0.022822i,-0.016539+0.0082199i,-0.027515+0.018712i,-0.01417+0.033326i,0.0053679+0.029157i,0.010727+0.016137i,0.010163+0.009495i,0.011368+0.0036456i,0.0051501-0.0046158i,-0.0050002-0.0083895i,-0.0094594-0.0062481i,-0.010472-0.0058635i,-0.013183-0.0091634i,-0.012915-0.009492i
0.12976-0.032508i,0.15103-0.065237i,0.11068-0.028741i,0.062907+0.064834i,0.045323+0.11339i,0.038946+0.088398i,0.02603+0.034435i,0.010874-0.0019097i,0.0032931-0.0056852i,0.007436+0.0035286i,0.017857+0.0017509i,0.024143-0.018664i,0.013184-0.035845i,-0.0076064-0.031194i,-0.016729-0.015758i,-0.01782-0.0062363i,-0.018157-0.00073364i,-0.013597+0.0035139i,-0.0054027+0.0032223i,0.0021463-0.00045711i,0.0067979-0.0033968i,0.0067548-0.00146i,0.0005094+0.0046065i
0.041929+0.27445i,0.036116+0.35825i,-0.016201+0.27983i,-0.079475+0.1492i,-0.10541+0.091483i,-0.08602+0.079424i,-0.059783+0.065227i,-0.048823+0.038843i,-0.051094+0.007205i,-0.050738-0.0025008i,-0.03344+0.0068683i,-0.018915+0.015858i,-0.013396+0.026266i,-0.00046261+0.030158i,0.01329+0.018297i,0.017632+0.0024975i,0.014962-0.0071564i,0.0097405-0.01077i,0.0040444-0.011327i,-0.00022911-0.0067141i,0.0012012-0.00046366i,0.005938-0.0012264i,0.010591-0.0071586i
-0.25492-0.08786i,-0.29344-0.13259i,-0.20339-0.12973i,-0.095049-0.099209i,-0.031416-0.064486i,0.0049721-0.034937i,0.018809-0.026994i,0.006971-0.027344i,-0.005893-0.0080638i,-0.0027213+0.01197i,0.0042794+0.015477i,0.014276+0.0075484i,0.017026-0.0088931i,0.0022468-0.018822i,-0.01203-0.015644i,-0.016163-0.0096352i,-0.015586-0.0073406i,-0.014407-0.0046129i,-0.01196+0.00010231i,-0.0081077+0.00027938i,-0.0068418-0.0026657i,-0.0091638-0.0010743i,-0.013684+0.0022221i
-0.042098-0.035105i,-0.054902-0.013614i,-0.039659+0.0023028i,-0.026255-0.016205i,-0.056033-0.032943i,-0.085382-0.014666i,-0.060213+0.01585i,-0.00050316+0.022067i,0.039939-0.0053683i,0.037227-0.030379i,0.01632-0.028874i,-0.00099096-0.016862i,-0.0071332-0.0080809i,0.0013829-0.0020176i,0.014911+0.0051274i,0.023156+0.012439i,0.026121+0.018679i,0.027344+0.021195i,0.024272+0.016058i,0.013246+0.0097032i,0.0022806+0.0075198i,0.00058763+0.0068938i,0.0074136+0.0046631i
0.1364-0.18241i,0.16959-0.25477i,0.14755-0.21093i,0.13875-0.11355i,0.1681-0.07714i,0.16341-0.098926i,0.089404-0.1094i,0.0098691-0.06741i,-0.013812-0.0095664i,-0.0036477+0.0067646i,-0.0048169-0.0025787i,-0.00819-0.00033396i,-0.0010815+0.0064858i,-0.0014632+0.0055568i,-0.010068-0.0010236i,-0.015316-0.0097026i,-0.015991-0.017898i,-0.016372-0.020615i,-0.016378-0.015086i,-0.0096175-0.00977i,-0.0026354-0.010483i,-0.0049596-0.012209i,-0.010611-0.0078619i
0.1246+0.2103i,0.14294+0.29417i,0.087466+0.25529i,-0.0037502+0.1477i,-0.088868+0.067354i,-0.13744+0.035622i,-0.1098+0.042838i,-0.034196+0.041011i,0.011588+0.014599i,0.017257+0.0019217i,0.019488+0.0048746i,0.021514+0.002084i,0.015002-0.0041249i,0.010404-0.0063107i,0.010308-0.0023119i,0.0076464+0.0063011i,0.00081124+0.013465i,-0.0021513+0.014862i,0.0019874+0.011784i,0.0050895+0.010249i,0.0063475+0.011675i,0.0084279+0.010904i,0.0085655+0.0033501i
-0.090788-0.022553i,-0.10423-0.076386i,-0.069234-0.098067i,-0.011286-0.040945i,0.051088+0.039964i,0.10042+0.057106i,0.081313+0.0080194i,0.0036935-0.023829i,-0.045912-0.0057097i,-0.03745+0.01931i,-0.015839+0.020787i,-0.013027+0.011535i,-0.018876+0.014045i,-0.020796+0.020344i,-0.017754+0.013927i,-0.011643-0.0015011i,-0.0040433-0.013535i,-0.00035211-0.017409i,-0.0028881-0.016695i,-0.003985-0.013207i,4.562e-05-0.0072571i,0.0022395-0.0024927i,-0.00060359+0.0014213i
-0.11113+0.070098i,-0.13044+0.14724i,-0.089972+0.17408i,-0.050636+0.10121i,-0.06343-0.0036747i,-0.0855-0.026821i,-0.056911+0.017021i,-0.0023701+0.045027i,0.020814+0.030728i,0.0092227+0.0086208i,0.00016181+0.0030638i,0.0083222-0.00037105i,0.01683-0.01298i,0.019891-0.020272i,0.020784-0.012439i,0.017064-0.00043771i,0.010654+0.0066325i,0.0068855+0.01077i,0.0053744+0.0094137i,0.00090105+0.0024313i,-0.0065411-0.0027643i,-0.0095787-0.0033353i,-0.0059369-0.0027751i
-0.01394-0.20381i,-0.02021-0.30282i,-0.033543-0.29164i,-0.031098-0.17225i,0.010363-0.050093i,0.039459-0.018009i,0.02674-0.040996i,0.0068213-0.054897i,0.00065024-0.043309i,0.0024621-0.023891i,0.0025336-0.012596i,-0.0012502-0.0066559i,-0.0078856+0.0011521i,-0.012779+0.0079162i,-0.010653+0.0043396i,-0.0037573-0.0053369i,0.0031754-0.011531i,0.0041098-0.01214i,-0.00088941-0.0067746i,-0.0030562-0.0017877i,-0.0034087-0.0015556i,-0.0051552+0.0014343i,-0.0042532+0.0086832i
0.13591+0.10394i,0.1738+0.197i,0.15791+0.22639i,0.11458+0.1507i,0.060221+0.049735i,0.025865+0.0064892i,0.010843+0.0081049i,-0.002819+0.014268i,-0.0048512+0.0023433i,-0.0036087-0.019122i,-0.005726-0.022145i,-0.001154-0.010713i,0.011218-0.0096592i,0.018867-0.015287i,0.012987-0.01109i,-0.00012751-0.00015452i,-0.012593+0.0072894i,-0.015685+0.010188i,-0.0079155+0.008853i,6.9966e-05+0.0047028i,0.0028739+0.00037419i,0.0035115-0.0072831i,0.00084271-0.017219i
-0.003943-0.028111i,-0.045077-0.11086i,-0.11175-0.16623i,-0.14766-0.12222i,-0.12364-0.05862i,-0.094787-0.047345i,-0.076141-0.047338i,-0.037973-0.026153i,0.00081879-0.001171i,0.015781+0.018123i,0.016428+0.025818i,0.010075+0.020307i,-0.004916+0.017397i,-0.017127+0.020257i,-0.014266+0.018222i,-0.0010147+0.01233i,0.012924+0.0073997i,0.018341+0.0031941i,0.014209+0.00019629i,0.0089408+0.0011872i,0.0067662+0.0054172i,0.0046017+0.010495i,-0.00010699+0.015339i
-0.025999+0.11906i,0.016747+0.20515i,0.099155+0.20674i,0.12736+0.12i,0.084199+0.079601i,0.051859+0.10516i,0.043613+0.10077i,0.018835+0.054172i,-0.010348+0.021713i,-0.010237+0.007323i,-0.0016312-0.0058454i,-0.0051445-0.0068574i,-0.0054502-0.0011635i,0.0017749-0.001458i,0.0052821-0.0054627i,0.0011114-0.011929i,-0.008279-0.016622i,-0.013288-0.015593i,-0.011499-0.012179i,-0.0087629-0.0087876i,-0.0053579-0.0077995i,-0.0010146-0.010373i,0.0042384-0.013501i
-0.11183-0.11229i,-0.17775-0.19587i,-0.18767-0.2132i,-0.1207-0.17477i,-0.046433-0.1741i,-0.023011-0.19262i,-0.029987-0.14778i,-0.018418-0.053303i,0.0080598+0.0072529i,0.0086087+0.017964i,-0.00024333+0.018069i,0.0069419+0.012312i,0.011589+0.00099014i,0.006803-0.001452i,0.0037307+0.0029592i,0.0028387+0.0084314i,0.0043385+0.013437i,0.0049848+0.014656i,0.0029317+0.012342i,0.0017167+0.0071936i,-0.0011701+0.00306i,-0.00572+0.0059186i,-0.0065242+0.013028i
0.10956+0.005238i,0.20865+0.058708i,0.25613+0.11818i,0.20954+0.14317i,0.12015+0.1563i,0.052191+0.16733i,0.037645+0.12284i,0.027877+0.026641i,-0.0054397-0.036293i,-0.015122-0.038042i,-0.003287-0.028192i,-0.0046333-0.02378i,-0.011709-0.017689i,-0.012119-0.014488i,-0.0096583-0.012871i,-0.0074777-0.013184i,-0.0086864-0.013533i,-0.0087568-0.010099i,-0.0043233-0.0068025i,-0.0032973-0.0071247i,-0.0040218-0.0082542i,-0.0012485-0.010796i,-0.00028554-0.014072i
-0.022765-0.0056833i,-0.11971-0.022177i,-0.20336-0.028771i,-0.17159-0.020253i,-0.061547-0.049954i,0.01076-0.12728i,-0.01456-0.13488i,-0.04799-0.045828i,-0.023104+0.019377i,-0.0020522+0.016311i,-0.0074815+0.0084593i,-0.0042599+0.012118i,0.0039881+0.0095609i,0.0056439+0.006712i,0.0049178+0.0089004i,0.0054907+0.014809i,0.0082275+0.017551i,0.01007+0.013703i,0.0073933+0.0090415i,0.004276+0.0082443i,0.003719+0.010153i,0.0020562+0.011468i,-0.00059063+0.011513i
