9.4105e-05+7.1085e-05i,0.00099636-0.0013697i,0.00059393-0.0019239i,-0.00044569-0.0012234i,-0.0028485-0.00042081i,-0.0041291+0.00051054i,-0.0015014+0.00069359i,0.00035005+0.0015398i,0.00097223+0.0014971i,0.0021174+0.00074389i,0.0013378+0.0006318i,2.5637e-05-0.00033644i,-0.00029418-0.0011965i,-0.00037484-0.00062719i,-0.00071613+0.00018184i,-0.00072615+7.1939e-05i,-0.00034915-0.00043625i,0.00052154-0.00055639i,0.0011134-0.00056948i,0.00065967+0.00016483i,0.00014054+0.00084647i,-0.00036012+0.00021818i,-0.0010103-0.00065631i
0.002324+0.0013337i,0.003236+0.0012174i,0.0035447+0.00028532i,0.0019904-0.0010242i,-2.5412e-05-0.0017937i,-0.0010139-0.0024475i,-0.0010055-0.0018001i,-0.00066125-0.00097293i,-0.00016028-0.00029107i,-0.00011743+6.613e-05i,-0.00015438-0.0003738i,0.00021573-0.00074727i,0.0010386-0.00043225i,0.0010009-0.00015214i,0.00029716-0.00041544i,0.00099742-0.00094139i,0.0011811-0.00066744i,3.8559e-08-0.00041416i,-0.00061073-0.00019057i,-0.00040624+6.0737e-06i,-0.00043187-0.0003804i,-0.0004597+5.0908e-06i,0.00026188-0.00020346i
0.0011871+0.00042725i,0.00098501-0.00064022i,0.00099094-0.0011343i,0.00025427-0.0020511i,-0.0017089-0.0019994i,-0.0032012-0.0005736i,-0.0020946-0.00012864i,-0.00055004-6.0614e-05i,0.00043403+0.00085309i,0.001163+0.0014287i,0.0013321+0.00075797i,0.0013257+0.00051936i,0.00091965+0.00061745i,0.00058559+0.0007308i,0.00038621+0.00087984i,0.00011743+0.00069166i,0.0005309+0.00027428i,0.0011233-7.6634e-05i,0.0011886+0.00023033i,0.00068548-0.00019371i,-9.9877e-05-0.00097766i,-0.00090208-0.00074283i,-0.0012033-0.00037472i
0.00033462-0.002026i,0.0010035-0.00118i,0.00012905-0.0018697i,-0.0019065-0.002528i,-0.0032699-0.00070978i,-0.0033934+0.00028904i,-0.0023783-0.00026093i,-0.0011463+0.00010537i,-0.00048583+0.00011546i,0.00028157+0.00084691i,0.00028582+0.0014946i,0.00019056+0.0011101i,0.00069785+4.0983e-05i,0.00092952-0.00036049i,0.0007865-0.0001065i,0.00040009+0.00019343i,0.00019708+0.00042517i,0.00042095+7.5251e-05i,0.00039747-0.00021741i,-0.00037651-0.0002469i,-0.0012471-0.0004436i,-0.0011898-0.00053217i,-0.00087789-0.00054945i
-0.0006425+0.0011675i,-0.00070286+0.00050107i,-0.00064495+0.00011545i,-0.0015402-1.1298e-05i,-0.0016297+1.4346e-05i,-0.0014427+0.00060765i,-0.00152+0.00056064i,-0.0016189+0.00039187i,-0.0012621+0.00071194i,-3.9206e-05+0.00091702i,0.00039832+0.00069035i,-1.1508e-05+0.00086347i,-5.8014e-05+0.00057646i,0.00029232-6.5235e-05i,0.00034914-6.9109e-05i,0.00080595+0.00049358i,0.0010226+0.00071927i,0.0004701-0.00017663i,0.00010855-0.0013136i,-0.00020478-0.0011324i,-0.00010917-0.00066015i,0.00033518-0.00048023i,-3.5482e-05+0.00048574i
-0.00042816+0.0019552i,-0.00094634+0.0017376i,-0.0010126+0.0023781i,-0.00089955+0.0017047i,-0.00071327-9.8779e-05i,-0.00054037-0.0016491i,-0.00023696-0.001275i,8.7293e-05-0.00028483i,0.00043103+0.0005368i,0.0010807+0.00061124i,0.0015505+0.00042422i,0.00060929+0.00059294i,-0.00039433+0.001015i,-0.0004304+0.0013481i,0.00025647+0.00040567i,0.0014331-0.00059451i,0.0018513+0.00017136i,0.0011096+0.00087667i,0.00024619+0.00085974i,-9.2559e-05+0.00038484i,0.00017226-0.00017168i,0.00035827-8.2349e-05i,-0.00012681+0.00035917i
-0.00087896+0.0011685i,0.00022485+0.00062021i,-0.000378+0.00017062i,-0.00059284+0.00071927i,-0.0011342+0.00098492i,-0.0013202+0.00036267i,-0.00056803-0.00010236i,0.00013813-0.00039338i,-0.00023659+0.00016051i,-0.00015803+0.00099633i,0.00089899+0.00039093i,0.00085001-0.00016726i,0.00053726-5.5175e-05i,0.00054316+0.0007285i,0.00012193+0.0011711i,0.00061585+0.0008351i,0.00099942+0.00072422i,0.00079329+0.00035586i,0.001102+8.9589e-05i,0.00074056+3.7228e-05i,3.7944e-05+0.00018741i,-0.0005045+0.00022643i,-0.00083662+3.0173e-05i
0.00052244+0.00042418i,0.0014166-0.0013822i,0.00051439-0.0019505i,-0.00035168-0.00089366i,-2.7027e-05+0.00032097i,0.00036504+0.00049975i,-0.00038977-0.00034352i,-0.00048534-0.00028943i,0.0001495+0.00048537i,0.00052311+0.00039584i,0.00070984-0.00017587i,0.00047837-0.00014655i,0.0006332+0.0001544i,0.0010031-0.00030246i,0.0010984-0.00082893i,0.00087496-0.00059033i,0.00056401+0.00039703i,-0.00025678+0.00034605i,-0.0010567-0.00037061i,-0.0010329-0.00037991i,-0.00032025-0.00037665i,-9.697e-05-0.00023761i,-0.00016071+0.00041888i
0.0017768+0.0020103i,0.0012246+0.0010613i,0.0004392+0.00050904i,-0.0003551+8.2614e-07i,-0.00062696-0.00090151i,-0.00057524-0.0016045i,-0.00076508-0.00097121i,4.2744e-05-0.00033556i,0.0012951+0.00020007i,0.00043996+0.0009404i,-4.7591e-05+0.001154i,0.00070623+0.00055045i,0.00038075-9.9681e-05i,0.00028462+0.00016275i,-2.2781e-05+0.00041184i,-0.00043705+0.00016491i,-0.00035341+0.00048651i,0.00012231+0.0008233i,0.00043975+0.00054207i,0.00020694+0.00050499i,-0.00020139+0.00050847i,-0.0004362+0.00038977i,0.00018295+0.00022562i
-0.0012757-0.00052962i,0.0001749-0.00043352i,0.00083727+0.00033411i,0.00030999+0.00088108i,-0.00079053+0.00083815i,-0.0018047+0.00032127i,-0.0017082-5.3124e-05i,-0.0011671+0.00015634i,0.00012958+0.000496i,0.00096132+0.00078716i,0.00040342+0.00073216i,6.4415e-05+0.00026409i,0.00039341-0.00041281i,0.0012759-1.3359e-05i,0.00093255+0.00076436i,-2.8794e-05+0.0010404i,-0.00022124+0.00052066i,-4.5262e-05-0.00023099i,9.882e-05-0.00019366i,0.00018478+0.00032728i,0.00018552-0.00010081i,5.7928e-05-0.00088642i,-0.0006015-0.00027689i
0.000169+0.00028371i,-0.00052587+0.00065336i,-0.0017594+0.00080801i,-0.0020885+0.00038617i,-0.0022136+0.00079821i,-0.0016483+0.0012731i,-0.0011166+0.00088615i,-0.00058052+0.00023896i,0.00075883+0.00038114i,0.00041018+0.00057188i,-0.00028481+0.00022931i,0.00021192+0.0002178i,0.00038677-0.00012875i,-2.1172e-05-0.00047987i,0.00051541+0.00016422i,0.00080775+0.00089687i,0.00031601+0.00085684i,0.00043426+0.00030135i,0.00076979+0.00010185i,0.0006408+0.00022575i,0.00040612+2.5579e-05i,0.00016295+8.4709e-05i,2.2294e-05+0.00030408i
0.00073958-3.1936e-05i,0.0010263+0.00018335i,0.001248+0.0013875i,0.00054078+0.00076768i,-0.00075809-0.00052863i,-0.00092598-0.0005919i,-0.00065216-0.00065778i,-0.00022919-0.00032913i,0.0005552+0.00087096i,0.00088958+0.00071309i,0.00073904-0.00015558i,0.0005125-0.00039175i,0.00055978-0.00027733i,0.0010526-0.00020099i,0.0011063+0.0008101i,0.0010568+0.0011384i,0.001137+0.0003953i,0.00029655+0.00018485i,-0.00029544-0.00023468i,-0.00017272-0.00042653i,0.00010854-0.00053338i,0.00050597-0.00073172i,0.00077031-0.00041589i
-0.00035222-0.0031486i,-0.00092186-0.0024051i,-0.0019707-0.0017253i,-0.0031365-0.00067456i,-0.0033699+0.00023866i,-0.0030978+0.0008953i,-0.0013821+0.00049337i,0.0004926+0.00014485i,0.00035553-3.9634e-06i,0.0001179-0.0003171i,0.00053831+0.00024085i,0.0007966+0.00048918i,0.0012336+0.0005582i,0.00056256+0.00042591i,-0.00073745+0.00047291i,-0.00041959+0.00058612i,0.00040611+0.00078595i,-8.3009e-05+0.00071908i,-0.00041195+0.00036303i,0.000118+0.00068868i,0.00037005+0.00025771i,-0.0002311-0.00066169i,-0.00029247-0.00012031i
-0.00072591-7.0251e-05i,-0.001101-0.00016737i,-0.0009231+9.6268e-05i,-0.00067269-3.8796e-05i,-0.0015049+0.00018187i,-0.0013803+0.00045765i,-0.00013774+0.00012889i,0.00051505+0.0004929i,0.00051695+0.00047481i,7.0593e-05+0.00011167i,-0.00031521+9.7808e-05i,0.00012401+9.2296e-05i,0.00029039+0.00088384i,-0.00011151+0.00086209i,0.00021412+0.00022497i,0.00060577+0.00033502i,0.00076143+0.00051874i,0.0010217+0.00038172i,0.00011938+0.00010463i,-0.00070705-0.00053263i,-0.00025714-0.00064315i,-0.00066798-0.00080284i,-0.00097879-0.001175i
0.0020797+0.00050142i,0.0031647+0.00087915i,0.0026203+0.00076541i,0.000462+0.00046227i,-0.0010252+0.00077094i,-0.0011958+0.00052872i,-0.00059619+0.00014727i,0.00048005+0.00010541i,0.0007979-4.4323e-05i,0.0011041+0.00011205i,0.00062094+0.00033767i,0.00026518-9.8879e-05i,0.00018912-0.00010561i,0.00015852+0.00020869i,0.00040756-9.3811e-06i,0.00045563+5.0617e-05i,0.00030095+2.2127e-06i,0.00069131+5.6824e-06i,0.00094605+0.00012859i,0.0014148-7.0454e-05i,0.0011134+0.00032458i,0.001117+0.00051916i,0.0013543+0.000551i
0.00023115-0.0023403i,-0.0010622-0.0024654i,-0.0018168-0.0024072i,-0.0023011-0.0020966i,-0.0029008-0.00091574i,-0.0031116+0.00083636i,-0.0018284+0.00080763i,-0.00014818-0.0001277i,-0.00013694+0.00049411i,-0.00071175+0.0011101i,-0.00039941+0.00041747i,0.00034-0.00012513i,0.00049727-0.00033848i,4.1841e-06-0.00015919i,-1.3088e-06-6.8614e-05i,8.9013e-07+8.2326e-05i,1.8446e-06+0.00076417i,0.00020739+0.00061477i,0.0001424-0.0001796i,0.00020157-0.00011415i,-0.00038985+0.00015811i,-0.00085957-0.0002141i,-0.00063078-0.00041691i
-0.00041438+0.00032323i,-0.0001539+0.00037534i,-0.0018255+0.00082098i,-0.0026379+0.00083434i,-0.0024476+0.00046717i,-0.001939-0.00046387i,-0.0012824-0.00084035i,-0.00026453-0.00019345i,0.00028277+0.00052637i,0.00027201+0.00067767i,0.00045172-9.5127e-05i,0.0011997-0.00098432i,0.0015311-0.00057886i,0.00179-0.00020652i,0.0011293+0.00024736i,0.00031554+0.00052251i,0.00025012-5.4876e-05i,-0.00029948-0.00030007i,-0.00022577-6.3917e-05i,0.00049129+7.997e-05i,3.9728e-05+0.0002351i,5.1833e-05+0.00030508i,0.00029232+0.00061283i
0.0022736+0.002321i,0.0020979+0.0022522i,0.0017268+0.0015537i,0.0014249+0.00056475i,0.00020024-0.00071663i,-0.00091928-0.0010246i,-0.0012566-9.2624e-05i,-0.00085746+2.9372e-05i,3.2619e-05+7.8735e-05i,-9.7714e-05+0.00021655i,-0.00059244+0.00034265i,-0.00053583+0.00023396i,0.00017077+0.00034518i,0.00080951+0.00029417i,0.0010444+0.00036901i,0.001246-0.00020986i,0.00034439-0.00153i,-0.00016506-0.0014643i,5.8628e-05-0.00066667i,-0.00071132-0.0008176i,-0.00083629-0.0012347i,-0.0006496-0.0003681i,-0.00057935+5.9035e-05i
-0.00027732+0.00021923i,0.0011716-0.0010512i,0.0013146-0.0014158i,-1.7854e-05-0.00043903i,-0.0013921+0.00017304i,-0.0022454+0.00082549i,-0.0010318+0.0010077i,0.00026088+0.00074232i,0.00035928+0.00099006i,0.00059867+0.00079988i,0.00091489+0.00049202i,0.00064325+0.00036623i,0.00031551+0.00014462i,-0.00013932-8.3436e-06i,-0.00035575-0.0005782i,0.00019148-0.00050862i,0.00086472+0.00099213i,0.00088482+0.0014612i,0.00060181+0.0005548i,0.00057452-0.00042055i,0.00061774-0.00071234i,0.00034814-0.00070758i,-0.00017182-0.00083837i
0.0012921-0.00086063i,0.002061-0.00016952i,0.0026258-0.00039693i,0.0015386-0.0014595i,-0.0010193-0.0014019i,-0.0024592-0.00068293i,-0.0014656+0.00013519i,-2.2332e-05-5.2333e-06i,0.00068623-0.00050474i,0.0013205-1.319e-05i,0.00094437+0.00083418i,0.00086599+0.00041949i,0.0010904+0.00042925i,9.7876e-06+0.00052102i,-8.5856e-05-0.00016175i,-3.3487e-05-0.00017894i,-0.00036255+0.00030153i,-0.00072016+0.00055789i,-0.00035254+0.0003058i,3.2579e-05-0.00052048i,-0.00047994-0.0010991i,-0.0010146-0.0011631i,-0.00080954-0.00095701i
0.0007205+0.0021803i,0.0021506+0.0017643i,0.0019713+0.0030832i,1.2756e-05+0.0022138i,-8.2784e-05+0.00059502i,0.00025257+0.00027837i,0.00037025+0.0003303i,0.00042824+0.0003824i,0.00060897+0.00026442i,0.00072819+2.2071e-05i,0.00054718-0.00021387i,0.00043722+0.00017812i,0.00050089+8.8461e-05i,0.00038516-9.2451e-05i,0.00077356+0.0003326i,0.00067174+0.00076651i,0.00033149+8.879e-05i,0.00083098-0.0005886i,0.00058585-0.00011235i,0.00047479+0.00045378i,0.0011849+0.00040861i,0.00090414+0.0006055i,0.00030355+0.00072444i
-0.00041519+0.00044355i,-0.00027766+0.00088227i,-0.0004913+0.0012183i,-0.00029451+0.00078621i,-0.0002664+0.00024962i,-0.0010862-0.00022017i,-0.00074921-0.0012068i,0.00028052-0.0013607i,0.00040005-0.00029826i,0.00010765+0.00048961i,0.00065764+0.00054603i,0.00062723-0.00052086i,-1.301e-05-0.00082487i,0.00036965-0.00058408i,0.00022007-0.00062711i,1.5928e-05-0.00070399i,0.0002488-0.00023942i,0.00073163+4.3857e-05i,0.0010241+0.00022105i,0.00065795+0.00020806i,-0.00012765+0.00021143i,-0.00087591+0.00035613i,-0.00099997-0.00012704i
0.0020697+0.00013266i,0.0026971-8.7406e-05i,0.002787-0.0001829i,0.00097753-0.0011904i,-0.00019245-0.0025683i,0.00016834-0.0015469i,0.00063936-0.00015822i,0.00019143+0.00050538i,0.00025245+0.00073945i,0.0011638+0.00038774i,0.0016994-0.00036614i,0.001619-0.0012272i,0.001395-0.0010298i,0.00069248-0.00013577i,0.00024279+0.00015129i,-0.00022404+0.00015899i,-0.00057812+7.5468e-05i,0.0001136-0.00022116i,0.0001715-0.00038328i,0.00016673-0.00036352i,0.00012614-0.00040988i,2.0747e-05-0.0001022i,0.00033872-0.00026253i
-0.0017758+0.00066422i,-0.0037167+0.00047358i,-0.0038215+0.00090561i,-0.0028611+0.0010171i,-0.002908+0.00066248i,-0.00261-0.00025294i,-0.001179-0.00076972i,-0.00018571+0.00028883i,0.00029848+0.00086671i,0.0006117+0.0010906i,0.0002761+0.00088348i,0.00052607-7.7141e-05i,0.0011848-0.00099497i,0.00083012-0.0010401i,3.1636e-06-0.00032859i,-0.00014358+0.00041515i,0.00048536+0.00056108i,0.00038284+0.00042691i,-0.00021338-0.00072534i,-0.00036981-0.0014279i,-0.00077984-0.00038469i,-0.0012253+0.00029153i,-0.00043256-0.00040143i
0.0021448-0.00042732i,0.0018978-0.00051494i,0.0014756-0.0017301i,0.00060883-0.0015894i,-0.001486-0.00010642i,-0.0023912+0.00040219i,-0.0015622-0.00023966i,-0.00071178-5.2189e-05i,7.3826e-05+0.00017947i,0.00048409-0.00031884i,0.00038191+0.00011948i,-0.00044846+0.0003608i,-0.00066512-6.7742e-05i,-0.00023024-0.00029993i,0.00046533-0.00045466i,0.00018235-0.00038043i,-6.6685e-05-1.7901e-05i,-4.8557e-05-5.7313e-05i,-7.4285e-05-0.0007751i,-0.00054696-0.00079927i,-0.001182-0.00092279i,-0.0004196-0.0011527i,-0.00034799-0.00033838i
-0.00030691+0.0013201i,0.00034523+0.00058215i,0.00046749+0.0014582i,-0.00041265+0.00077076i,-0.00028019-2.4314e-05i,-0.00012524+0.00029647i,-0.00031992+0.00047361i,0.00024526+0.00090247i,0.0010524+0.0020561i,0.0012493+0.0020376i,0.00085426+0.00059872i,0.00076338-2.9181e-05i,0.00047934-0.00010556i,0.000236+0.00024703i,0.00012201+0.0005933i,0.00052823+0.0013911i,0.00042449+0.0018605i,-7.1926e-05+0.00086738i,-0.00039053-0.00019848i,-0.00047092-0.00064935i,0.00041452-0.00080755i,0.0010592-0.00045682i,0.0011651-0.00043946i
0.0011248+0.00019694i,0.00021014-0.0004538i,-0.00071758-0.00064866i,-0.0013805-0.0004803i,-0.0019363-0.00030806i,-0.0021459-0.00034124i,-0.001316-0.00030474i,-0.00023747+0.00012831i,4.9886e-05+9.9627e-05i,0.00018384-0.00033612i,0.00014395+2.5445e-05i,-0.00037537+0.00049056i,-0.00041231+0.00073215i,0.00015223+0.00043556i,0.00030942-0.00046593i,0.00070011-0.00069681i,0.0010703-0.00048245i,0.0010586+4.5066e-05i,0.00086314+0.00076282i,0.00040798+0.00075352i,-8.5812e-05-0.00012582i,-0.00043423-0.0001895i,-0.00061438-0.00022428i
0.0017983-0.0018922i,0.00082647-0.0020823i,0.0011276-0.0031431i,-2.2907e-05-0.0025694i,-0.0017061-0.00073852i,-0.0023621+2.2682e-05i,-0.0018539+6.6728e-05i,-0.00025875+0.00020998i,0.0011162+0.00045705i,0.00099979+0.00071814i,0.00013719+0.00051729i,-0.00057781+0.00049599i,-0.00020331+0.00023478i,0.00025736-0.00042147i,0.00028779-0.00079673i,0.00027774+6.8607e-05i,0.00099314+0.00019834i,0.0010431-0.00020488i,0.00014378-0.00032016i,-8.2239e-05-0.00034702i,-0.00079766-0.00041488i,-0.0011314-0.00069197i,-0.00073025-0.00031836i
0.00063999-0.0007783i,0.0011887-0.00075536i,0.00093868-0.0013187i,-0.00046648-0.0020107i,-0.00079-0.0017101i,-0.00064168-6.5121e-05i,-0.00044994+0.00022556i,-0.00010694-0.0005428i,0.00024562-0.00027203i,0.00061059+0.00035143i,-0.00013442+0.0002247i,-0.00059945+0.0003865i,-0.00016597+0.0004478i,8.085e-05-0.00043542i,0.00019811-0.00090392i,-1.6696e-05-0.00048868i,0.00017548-0.00044031i,0.00043017-0.00030739i,0.00075762-4.7415e-05i,0.00059553-8.7063e-05i,0.00043311-0.00015669i,0.00014391-0.00053066i,-0.00028981-0.00061878i
0.0019283-0.0006261i,0.0010224-0.0019985i,0.0008195-0.0024872i,8.0226e-05-0.0014101i,-0.0012876-0.0013593i,-0.00184-0.00092459i,-0.00086895+0.00031662i,-0.00021862+0.00039174i,0.00056306-0.00048902i,0.001368-0.00075383i,0.00080456-0.00086489i,0.00015272-0.0011059i,0.00048533-0.00095859i,-9.0489e-05-0.00053742i,-0.001101-0.00072698i,-0.00065321-0.00053701i,0.00032088-4.8074e-05i,0.00014175+1.5959e-05i,-0.000207+0.00051667i,-0.00052878+0.00024476i,-0.00050846-0.00082861i,-0.00015425-0.00079838i,0.00037259-0.00036473i
-0.0017648-0.00098215i,-0.00076663+0.001749i,-0.00085149+0.0010146i,-0.00073084-2.8142e-06i,-0.0011709-6.5361e-05i,-0.00060072-0.00063731i,-1.5841e-05-0.00018212i,0.00023553+0.0010377i,0.0013009+0.0012915i,0.0012548+0.0012251i,0.00015883+0.00096252i,0.00011681+0.00089693i,0.00090453+0.0015867i,0.001612+0.0010171i,0.002208+0.00048571i,0.0010069+0.00090107i,-0.00010708+0.00062681i,0.00034635-0.00013686i,0.00048692-0.00021967i,0.00058446-0.00055499i,0.00023749-0.00072559i,-0.00042669+2.9753e-05i,-0.00049175+0.00039926i
0.00066432-0.00013867i,0.00016841+0.00068827i,0.00024398+0.00048947i,-0.00054239+6.162e-05i,-0.0014181+0.00085806i,-0.0017903+0.0012614i,-0.0010393+0.0007564i,7.0855e-05+0.00051815i,0.00037279+0.00059908i,0.00083052+0.0002113i,0.0012689-0.00021024i,0.0010337-0.00022868i,0.00026485-0.00013426i,0.00074589-9.5815e-05i,0.00082302-0.00045047i,0.00046216-0.00046724i,-0.00016397+0.0003396i,-0.00049139+0.00051278i,-0.00062327+0.00028978i,-0.00077486+0.00015503i,-0.00035884+0.00017203i,0.00011539-5.2004e-05i,-0.00019137+3.6069e-05i
-0.0019286-0.00032596i,-0.0013922-0.00078139i,-0.0027555-0.001212i,-0.0035345-0.001023i,-0.00273-0.0010023i,-0.0020172-0.00099037i,-0.0012898-0.00077602i,-0.00031067-0.00080672i,-2.0135e-05-3.8799e-05i,-0.0002061+0.00054294i,-4.9364e-05+0.00080112i,-0.00015651+0.0012278i,0.00020034+0.0010409i,0.00069521+0.00067636i,0.00055119+0.00077514i,0.00083186+0.0010813i,0.00033872+0.00058668i,-0.00072902+9.1571e-05i,-0.00041955+0.00062536i,0.00047057+0.0008429i,0.00092799+0.00011647i,0.00055812-0.00015196i,-0.00033136+0.00017219i
-0.00071218+1.0563e-05i,-0.0016482+4.327e-05i,-0.001984+0.00088408i,-0.00084132+0.0018034i,-0.00089676+0.0021936i,-0.0010982+0.0010606i,-0.00053072-0.00011954i,0.0002527-0.000325i,-0.00038653+0.00069653i,-0.00055322+0.00099791i,-0.00025698+0.00061055i,-4.2925e-05+0.0003561i,0.00044888+0.00013739i,0.00059196-0.00026243i,0.00060288-0.00063391i,0.00022061-0.00033495i,0.00022405+0.00039195i,0.00091341+0.00021724i,0.0007068+6.6567e-05i,-0.00038892-0.00016442i,-0.0015192-0.0004455i,-0.001315+8.8592e-05i,-0.00012188+0.00071077i
-0.0020812-0.00045728i,-0.0028854-0.00013255i,-0.0034216-0.0006589i,-0.0028715-0.0007596i,-0.0020223+0.0002617i,-0.00057334+0.00098997i,0.00032945+0.00019468i,0.00052665-0.00062661i,0.00042205-0.00027612i,0.00083303+0.00025679i,0.001538+0.00062933i,0.00053469+0.0012172i,-0.00025134+0.0014631i,0.00023428+0.00088147i,0.00057152-0.00038888i,0.0003372-0.00085126i,-9.9959e-05+0.00029325i,-0.00048641+0.0009406i,-0.00043972+0.00042718i,-0.00071447-0.00018231i,-0.0005243-0.00051272i,-6.9699e-05-0.00019574i,-0.00033123+0.00084831i
0.00017348+0.00055357i,0.00073834+0.00044557i,0.00041992+0.00063285i,5.5702e-05+5.6082e-05i,-0.00064434-0.00044382i,-0.0012017-0.00060631i,-0.00056169+0.00013932i,-0.0001861+0.00049319i,0.00035545+0.00041417i,0.0013167+0.00013004i,0.0012902-3.4014e-05i,0.00070637+9.9532e-05i,0.00052012+0.00018589i,0.00056618-0.00074359i,0.00025067-0.0014144i,-0.00031043-0.0010708i,-0.00018655-0.00066803i,0.00033996-0.00025733i,0.00033271-5.9305e-05i,0.00017301+0.00045606i,-1.4274e-05+0.00035705i,-0.00014821+0.00020737i,-2.7444e-05+0.00043231i
-0.0012848+0.00097918i,-0.0013387+0.0020628i,-0.0020082+0.0021262i,-0.0020825+0.0010847i,-0.0012133+0.00085643i,-0.00050592+0.0003987i,-1.5036e-05+0.00016408i,0.00068021+0.0003536i,0.00061462+0.00058758i,0.00046821+0.0010539i,0.00041969+0.0011394i,0.00063779+0.00093587i,0.00093567+0.00098757i,0.00073687+0.00076938i,0.00020109+6.0777e-06i,-7.8118e-05+0.00014763i,2.5667e-05+5.5843e-05i,0.00013673-0.00054156i,0.00037533-0.00037466i,-0.00013685-0.00013027i,-0.00085928-3.6436e-06i,-0.00064347-0.00017535i,-2.7284e-06+0.00022596i
-0.0016492-0.00046557i,-0.0010387-0.00019659i,-0.00054326-0.00089861i,-0.00088631-0.0010288i,-0.0014582+0.0002439i,-0.0011866+0.0013191i,-0.0012119+0.00086667i,-0.00067879+0.00031887i,0.00014043+0.0002616i,0.00048628+0.00046243i,0.00067945+0.00044035i,0.00073466-4.4349e-05i,0.00088572+0.00012629i,0.00076567+0.00038947i,0.00017461-0.00034621i,-0.00024535-0.00053855i,-0.00020473+0.0006208i,-0.00029457+0.001251i,-0.00030602+0.00078241i,-1.5636e-05-0.00033021i,-0.0002474-0.00074968i,-0.0002618-0.00016874i,9.6087e-05-6.5103e-05i
0.00078301+0.002138i,0.00069276+0.002395i,0.0013977+0.0025037i,0.0012798+0.0011308i,8.4785e-05-0.00013091i,-0.0013184-0.00091129i,-0.0011958-0.00063843i,0.00062274+0.0010975i,0.0014255+0.0020861i,0.0012662+0.0013086i,0.0016942+0.0005742i,0.0016892+0.00031051i,0.00067947+0.00011393i,0.00061566+0.00029576i,0.00096978+0.00047976i,0.00077676+0.00037182i,0.00049849+0.00070115i,-0.00018539+0.00017978i,-0.00024284-0.00045544i,0.00047854-0.00035747i,0.00041873-0.0007424i,-2.7511e-05-0.0005317i,-0.00011797+0.00019707i
-0.002069+0.00080091i,-0.0014169+0.0012162i,-0.0016407+0.0016004i,-0.0018152+0.0012475i,-0.0018106+0.00061995i,-0.0020541+0.00023661i,-0.0011686+7.4848e-05i,-0.00030524-0.00011101i,0.00028009+0.00013938i,0.00041516+0.00066371i,-0.00018888+0.00053803i,-9.0106e-05-0.00039781i,-2.3487e-05-0.00021146i,6.8935e-05+0.00056865i,0.0010959+0.0013968i,0.0011256+0.0014315i,0.0003488+0.00039842i,-7.8995e-05-0.00013032i,-0.00023587-0.00067941i,-0.00014183-0.00043398i,-0.00020326-0.00016715i,2.9963e-05-0.00065225i,0.0006119+9.7263e-06i
6.9595e-05+0.00069858i,0.0011061+8.8153e-05i,-7.9495e-05+6.1249e-05i,-0.0021675-0.00016627i,-0.0023942-0.00012345i,-0.001868+0.00016722i,-0.00088312+0.00095195i,0.00014126+0.0012146i,0.00083855+0.00050375i,0.0010918+0.0006216i,0.0010275+0.00088667i,0.00085627+0.00038849i,0.0010501+0.00051816i,0.0008244+0.00058233i,-0.00011317+0.00019839i,-0.00014496+0.00064678i,0.00024486+0.0003831i,0.00012229-0.00062453i,-0.00038491-0.00049433i,-1.8758e-06+0.00011328i,0.00056054+0.00021293i,0.00071715-0.00028201i,0.00051026-0.00014729i
-0.00062622-0.00059365i,-0.00072911-0.00061716i,-0.0011883-0.00059785i,-0.0014131+0.00010711i,-0.0013087+0.00074168i,-0.001115+0.00086117i,-0.00029938+0.00076945i,0.00015287+0.00096936i,-0.00028109+0.0010736i,0.00067607+0.00081882i,0.0012803+0.00065598i,0.0011079+0.00089433i,0.0012199+0.00016287i,0.0014505-0.00058037i,0.00063436+0.00013196i,1.9902e-05+0.00055224i,3.75e-05+0.00060072i,-0.00020729+0.00081086i,-0.00037083+0.00053794i,-0.00032875-0.00021512i,-0.00061184+1.4413e-05i,-0.00080948+0.00014339i,-0.00087728-0.00022236i
0.00032155-0.00057248i,-0.00062031-0.00030382i,-0.001588+6.4368e-06i,-0.0020704-7.7277e-05i,-0.001444-0.00050921i,-0.00064221-0.00040538i,-0.00077789-0.00087915i,-0.00026438-0.0018801i,0.0011117-0.00084715i,0.0010109+0.0012295i,0.00019557+0.0014993i,-0.00041293+0.00066995i,-3.9665e-05-3.5535e-05i,0.00054072-0.00039678i,0.0006029-0.0002222i,0.00078053-6.6387e-05i,0.00063178+0.00035519i,-0.00044691+0.00029048i,-0.00118+1.9178e-06i,-0.00058749-0.00072405i,-0.00050046-0.0012899i,-0.0004941-0.00090031i,-0.00049898-6.3488e-05i
0.001298-0.001856i,0.0015321-0.0031981i,0.00015576-0.0040158i,-0.00070861-0.0030749i,-0.001176-0.001774i,-0.0019801-0.00074359i,-0.0010704+6.4664e-05i,0.00067003+0.0006131i,0.001152+0.00079948i,0.00099248+0.00090703i,0.00063857+0.00079428i,0.00055477+9.3443e-05i,0.00028053-0.00072908i,0.00012223-0.00057865i,0.00016731+0.00017867i,6.8155e-05+0.00070785i,-2.8664e-05+0.0002597i,-3.661e-05-0.00059211i,0.00012164-0.00012243i,0.00017033+0.0011653i,0.0003605+0.00069516i,0.00029857-0.00023738i,-0.00030022-0.00051546i
