9.4105e-05+7.1085e-05i,0.00099636-0.0013697i,0.00059393-0.0019239i,-0.00044569-0.0012234i,-0.0028485-0.00042081i,-0.0041291+0.00051054i,-0.0015014+0.00069359i,0.00035005+0.0015398i,0.00097223+0.0014971i,0.0021174+0.00074389i,0.0013378+0.0006318i,2.5637e-05-0.00033644i,-0.00029418-0.0011965i,-0.00037484-0.00062719i,-0.00071613+0.00018184i,-0.00072615+7.1939e-05i,-0.00034915-0.00043625i,0.00052154-0.00055639i,0.0011134-0.00056948i,0.00065967+0.00016483i,0.00014054+0.00084647i,-0.00036012+0.00021818i,-0.0010103-0.00065631i
0.01808+0.016743i,0.036494+0.030718i,0.065465+0.02206i,0.094888-0.014428i,0.10358-0.063969i,0.080282-0.10563i,0.037041-0.095761i,-0.004595-0.034729i,-0.030595+0.018175i,-0.02881+0.031395i,-0.015454+0.018298i,-0.015717+0.0031326i,-0.015943-0.0018597i,-0.0056542-0.0080256i,0.00068922-0.020771i,-0.0021924-0.028771i,-0.0038044-0.032187i,-0.0027948-0.037402i,-0.0093206-0.03847i,-0.019822-0.026633i,-0.021392-0.0072157i,-0.011738+0.0065441i,0.0010211+0.010918i
0.014973-0.025309i,0.010383-0.033933i,-0.039481+0.00183i,-0.12717+0.0774i,-0.18437+0.10023i,-0.17972+0.055554i,-0.11804+0.014098i,-0.013926+0.005057i,0.057681-0.0021465i,0.053643-0.012442i,0.028284-0.0083119i,0.020122-0.00032214i,0.018612+0.0034637i,0.013495+0.0096551i,0.0075266+0.019598i,0.0086455+0.025569i,0.011862+0.024235i,0.011247+0.022177i,0.011535+0.018312i,0.0099644+0.0085929i,0.0063028-0.0029306i,0.002206-0.010885i,0.00033914-0.011567i
-0.0080421+0.0011227i,0.0066123+3.047e-05i,0.086625-0.0048053i,0.19047+0.0048953i,0.19456+0.02576i,0.11194+0.01612i,0.050525-0.031983i,0.01887-0.07884i,-0.013087-0.071229i,-0.021139-0.026848i,-0.0090861+0.00028383i,-0.0024806+0.0096129i,0.00027019+0.0050288i,-0.00052808-0.01072i,-0.0013299-0.015668i,0.00095633-0.0063121i,-0.00090005+0.0030255i,-0.0060579+0.0060789i,-0.0092147+0.0075629i,-0.0056841+0.012866i,0.0026018+0.016738i,0.0078502+0.01341i,0.0056168+0.0059499i
0.0093518-0.001065i,-0.017632-0.016695i,-0.10654-0.048569i,-0.19466-0.064105i,-0.17525-0.021696i,-0.093203+0.047258i,-0.053399+0.077907i,-0.037042+0.068536i,-0.006487+0.045076i,0.010599+0.0093225i,0.0041237-0.025355i,-0.0083501-0.034828i,-0.012368-0.024883i,-0.0086345-0.01219i,-0.0096705-0.0080345i,-0.016527-0.013859i,-0.019005-0.022633i,-0.019233-0.028106i,-0.023127-0.02277i,-0.021135-0.011122i,-0.010982-0.0054672i,-0.0032005-0.0065731i,0.00078632-0.0098358i
-0.0084493-0.016581i,0.014551-0.012645i,0.11808+0.044428i,0.27221+0.10905i,0.32249+0.073438i,0.21742-0.038302i,0.086661-0.10254i,0.017218-0.11538i,-0.011522-0.11058i,-0.026108-0.073191i,-0.023223-0.020488i,-0.0024499+0.0078354i,0.00834+0.0098918i,0.0051537+0.011303i,0.013799+0.016312i,0.03029+0.016071i,0.035302+0.015728i,0.033308+0.020295i,0.035322+0.020665i,0.032528+0.010659i,0.019527+0.0022031i,0.0065667+0.0024891i,-0.0014853+0.0039931i
-0.024613+0.020417i,-0.090237+0.009324i,-0.20447-0.08363i,-0.28788-0.21378i,-0.25731-0.22102i,-0.17494-0.10516i,-0.14738-0.0007963i,-0.1566+0.056051i,-0.13516+0.074355i,-0.092089+0.055435i,-0.058435+0.031889i,-0.037232+0.020903i,-0.025437+0.013778i,-0.017872+0.0047923i,-0.019886-0.0050679i,-0.031668-0.0081331i,-0.039857-0.0076645i,-0.042631-0.0057253i,-0.040905+0.0013724i,-0.029034+0.006361i,-0.011617+0.0032476i,-0.00090045-0.0020016i,-0.00024688-0.0026082i
0.012834+0.0034089i,0.049552+0.078281i,0.10801+0.24619i,0.16111+0.36137i,0.14725+0.24681i,0.080103+0.050969i,0.057968+0.0064825i,0.086751+0.031604i,0.080461+0.0098207i,0.034842-0.0033366i,0.0066761+0.0028326i,-0.00024063-0.005159i,-0.0032633-0.012202i,-0.0025782-0.0065838i,0.0030087+0.00017652i,0.006375-0.00032696i,0.0030869-0.0036891i,0.0043319-0.0053769i,0.009382-0.0084106i,0.0063478-0.010477i,-0.00097991-0.011338i,-0.0071472-0.011633i,-0.011681-0.00805i
-0.030949-0.0033661i,-0.049162-0.059191i,-0.040356-0.21639i,-0.037971-0.38091i,-0.09937-0.31984i,-0.18641-0.053402i,-0.19221+0.12599i,-0.14448+0.12742i,-0.12406+0.08587i,-0.088459+0.077472i,-0.020475+0.070274i,0.025766+0.044274i,0.030479+0.025403i,0.021394+0.01841i,0.01667+0.0074828i,0.015263+0.00073097i,0.015353+0.0064375i,0.014453+0.012502i,0.014438+0.013587i,0.013362+0.013136i,0.0087668+0.014009i,0.0098613+0.015835i,0.01419+0.012756i
0.047009+0.051456i,0.082016+0.17978i,0.078117+0.39745i,0.041862+0.54554i,0.069365+0.44936i,0.19254+0.22777i,0.28451+0.090333i,0.25736+0.051955i,0.16701+0.048183i,0.088882+0.031668i,0.027877-0.00050254i,-0.024815-0.014037i,-0.041894-0.0097492i,-0.032025-0.0091957i,-0.032234-0.0039231i,-0.043561+0.012974i,-0.04621+0.023811i,-0.04127+0.025598i,-0.035196+0.026474i,-0.027454+0.02122i,-0.023402+0.0090411i,-0.02378+0.00068074i,-0.017037+0.0013259i
0.017363-0.054821i,0.10941-0.17495i,0.28112-0.38078i,0.36092-0.53701i,0.22011-0.44104i,0.041915-0.17718i,0.017828-0.056267i,0.033109-0.0994i,-0.0030169-0.099608i,-0.0065031-0.036415i,0.025326-0.00677i,0.036649-0.013875i,0.025226-0.015287i,0.013479-0.0043444i,0.018172-0.0017578i,0.036998-0.013981i,0.045823-0.022856i,0.042288-0.021894i,0.036668-0.022734i,0.028193-0.020189i,0.020974-0.0075751i,0.01633+8.58e-05i,0.0066586-0.00012496i
-0.019039+0.03357i,-0.090725+0.071543i,-0.24783+0.12381i,-0.36065+0.17794i,-0.22395+0.15737i,0.075982+0.018355i,0.18812-0.10586i,0.091071-0.07193i,0.0284+0.035341i,0.027426+0.053891i,0.0025332+0.016123i,-0.023384+0.013989i,-0.014518+0.025426i,-0.00027347+0.016535i,-0.0061933+0.011027i,-0.019596+0.024884i,-0.021248+0.039875i,-0.0090795+0.044277i,0.006303+0.042689i,0.014139+0.035013i,0.01469+0.023632i,0.014142+0.012136i,0.013906+0.00094895i
0.067624-0.050276i,0.21062-0.13793i,0.42093-0.26624i,0.50717-0.3691i,0.30781-0.38851i,-0.013029-0.36492i,-0.17199-0.32772i,-0.14285-0.25365i,-0.061477-0.17044i,-0.01803-0.10431i,-0.010559-0.04626i,-0.0094455-0.014081i,-0.016068-0.0092441i,-0.022736-0.00404i,-0.013659-0.0013567i,-0.00022115-0.0093262i,0.004856-0.016681i,0.0041024-0.021764i,-0.00067221-0.022235i,-0.005677-0.014218i,-0.0075665-0.0037022i,-0.0098491+0.0070951i,-0.0084824+0.016085i
-0.07315-0.020028i,-0.25777-0.091368i,-0.56518-0.16645i,-0.77922-0.1023i,-0.64502+0.095308i,-0.32199+0.21716i,-0.16711+0.19343i,-0.15909+0.14414i,-0.11238+0.11992i,-0.040683+0.07923i,-0.0027252+0.0272i,0.011953-0.002014i,0.022196-0.0048568i,0.02897-0.0025647i,0.024721-0.0059167i,0.019446-0.010655i,0.02288-0.01139i,0.026489-0.010702i,0.025548-0.016434i,0.023564-0.022891i,0.021413-0.024976i,0.01614-0.026281i,0.0060122-0.019792i
0.035173+0.030931i,0.0692+0.1058i,0.13268+0.21987i,0.21282+0.25022i,0.18939+0.1079i,0.0066529-0.066301i,-0.13321-0.073649i,-0.089384+0.0066233i,0.0037626-0.0011363i,0.0084078-0.039885i,-0.024626-0.017962i,-0.027335+0.018286i,-0.01874+0.019505i,-0.021903+0.0064211i,-0.031043+0.012668i,-0.03209+0.034733i,-0.023609+0.041147i,-0.013522+0.028648i,-0.0034728+0.021385i,0.0054361+0.020507i,0.0076276+0.019128i,0.0091778+0.018164i,0.013714+0.01084i
-0.040288-0.059187i,-0.12546-0.15521i,-0.27236-0.23717i,-0.393-0.15613i,-0.33354+0.10483i,-0.12148+0.34606i,0.033366+0.38124i,0.040685+0.24874i,-0.013203+0.1222i,-0.024399+0.061631i,0.00081417+0.012514i,0.0015625-0.034508i,-0.015867-0.03786i,-0.011981-0.017245i,0.0061866-0.019592i,0.014796-0.044317i,0.0092007-0.060356i,-0.0027426-0.05489i,-0.016318-0.04243i,-0.024637-0.031842i,-0.021283-0.0177i,-0.01093-0.0033818i,0.0022401+0.0052877i
-0.039572+0.10891i,-0.090936+0.31043i,-0.070617+0.59997i,0.15354+0.71049i,0.43294+0.4415i,0.47345+0.046511i,0.31738-0.095199i,0.18296-0.026683i,0.10861+0.014838i,0.039762+0.0098802i,-0.0087279+0.025906i,-0.0085748+0.052718i,0.012542+0.050898i,0.014876+0.031487i,0.0072294+0.036077i,0.010288+0.05813i,0.018504+0.062011i,0.023662+0.045627i,0.027011+0.025569i,0.025883+0.010173i,0.018379-0.0022355i,0.0078618-0.011453i,-2.0616e-05-0.014545i
0.060645-0.01797i,0.16601-0.028129i,0.27656-0.050076i,0.23105-0.11403i,0.010943-0.17474i,-0.14425-0.14555i,-0.093228-0.094972i,0.00024466-0.098753i,-0.010058-0.092194i,-0.038606-0.041734i,-0.023522-0.010862i,-0.022594-0.015938i,-0.042961-0.0095078i,-0.045593+0.0059826i,-0.035065+0.00088379i,-0.030971-0.017426i,-0.036113-0.029688i,-0.042556-0.027284i,-0.039958-0.010287i,-0.023489+0.011574i,0.0013366+0.022569i,0.020898+0.01601i,0.02683+0.0024076i
-0.058987-0.00022432i,-0.10614+0.007671i,-0.05159+0.024278i,0.16985+0.033369i,0.39648+0.0017272i,0.42116-0.072443i,0.26917-0.1091i,0.11636-0.064304i,0.056537+0.010489i,0.051546+0.039976i,0.03717+0.027227i,0.022517+0.022645i,0.030521+0.022897i,0.042857+0.013783i,0.0527+0.0044015i,0.056708-0.0056555i,0.049085-0.0085669i,0.041233-0.0059753i,0.034326-0.013342i,0.018378-0.024023i,-0.00089102-0.024865i,-0.011834-0.017231i,-0.012268-0.012936i
0.089661+0.074538i,0.26353+0.15955i,0.44555+0.15584i,0.38184-0.071464i,0.0008589-0.3435i,-0.35789-0.35743i,-0.38622-0.1891i,-0.22581-0.081583i,-0.11706-0.049945i,-0.072796-0.017576i,-0.034607+0.0089467i,-0.0060349+0.022903i,0.0043886+0.03019i,-0.0016791+0.028824i,-0.016794+0.025108i,-0.024964+0.028013i,-0.024644+0.03077i,-0.026521+0.027901i,-0.017859+0.03055i,0.0083714+0.030595i,0.026591+0.016129i,0.025131+0.00053482i,0.012615-0.0083666i
-0.012318-0.087733i,-0.016707-0.26785i,-0.020238-0.46171i,-0.021367-0.41146i,0.032126-0.057373i,0.13039+0.236i,0.14721+0.2167i,0.057668+0.082905i,0.0011021+0.037064i,0.025624+0.023441i,0.034812-0.011754i,0.012675-0.031536i,0.0044607-0.027819i,0.013575-0.02149i,0.023379-0.026871i,0.019005-0.043058i,0.0053113-0.049685i,-0.0019897-0.040204i,-0.0052318-0.035046i,-0.009058-0.032913i,-0.0084749-0.022642i,-0.0049208-0.013272i,-0.005764-0.0078332i
-0.045067+0.059031i,-0.13557+0.12061i,-0.27303+0.11328i,-0.36233-0.053609i,-0.31778-0.27552i,-0.19494-0.33277i,-0.10253-0.18646i,-0.043754-0.0079553i,-0.0025282+0.050106i,-0.0078902+0.023095i,-0.027549+0.02081i,-0.0081513+0.034876i,0.019463+0.01883i,0.020675-0.004987i,0.0094185-0.011885i,0.0016153+0.0010875i,0.0058603+0.021972i,0.018177+0.03073i,0.027236+0.021172i,0.023977-0.0010634i,0.0091577-0.015995i,-0.0017809-0.015077i,-0.0044138-0.0082707i
0.1013-0.063942i,0.26035-0.16516i,0.37211-0.25919i,0.26809-0.17655i,0.047729+0.0942i,-0.029859+0.28501i,0.046056+0.21317i,0.085345+0.046576i,0.050272-0.023614i,0.024739-0.021601i,0.020204-0.018992i,0.0075778-0.024434i,-0.011149-0.020336i,-0.024958-0.0057589i,-0.036411+0.0078512i,-0.040725+0.0070505i,-0.036729-0.0065712i,-0.028-0.011071i,-0.014554-0.0018721i,-0.0024313+0.0055743i,0.0076341+0.0071542i,0.013112+0.0032743i,0.010242-0.001399i
-0.12307-0.0098696i,-0.36733-0.01957i,-0.63851+0.026859i,-0.62562+0.093936i,-0.25716+0.018943i,0.071901-0.17204i,0.072352-0.22853i,-0.02838-0.10411i,-0.032017+0.0033903i,-0.018446+0.017059i,-0.018907+0.0060601i,-0.01447-0.0072353i,-0.0137-0.022367i,-0.0030316-0.032029i,0.0206-0.038734i,0.034094-0.034513i,0.03435-0.022168i,0.027019-0.024639i,0.0015734-0.040853i,-0.030997-0.042934i,-0.042654-0.027703i,-0.035902-0.012135i,-0.021313-0.0018938i
0.06493+0.090157i,0.18148+0.23068i,0.31127+0.37927i,0.28731+0.38899i,0.052006+0.26445i,-0.17501+0.148i,-0.1687+0.090715i,-0.043023+0.021927i,-0.0026286-0.037592i,-0.018734-0.017299i,-0.013079+0.021991i,-0.0066632+0.037009i,-0.014829+0.044503i,-0.036819+0.048216i,-0.067104+0.055056i,-0.076689+0.06089i,-0.058275+0.049908i,-0.028408+0.032778i,0.0049063+0.027732i,0.030708+0.025995i,0.036711+0.013061i,0.027234-0.0036395i,0.011666-0.013364i
-0.0025586-0.11853i,-0.018291-0.30452i,-0.045877-0.46747i,-0.029882-0.39536i,0.080893-0.14165i,0.18222+0.0049846i,0.12799-0.030681i,-0.00642-0.079434i,-0.051619-0.047879i,-0.0094242-0.027819i,0.006612-0.051763i,-0.012758-0.061212i,-0.020868-0.0418i,0.00050037-0.014004i,0.044372-0.0063668i,0.068214-0.030333i,0.045916-0.052471i,0.0020268-0.050456i,-0.033959-0.033924i,-0.042697-0.013469i,-0.028483+0.0050094i,-0.013429+0.014875i,-0.0052627+0.015316i
-0.060018+0.10402i,-0.10835+0.28825i,-0.08432+0.49139i,0.069533+0.44446i,0.16434+0.11827i,0.061736-0.082346i,-0.044753+0.017889i,-0.053497+0.15649i,-0.041185+0.15523i,-0.043635+0.10109i,-0.04519+0.084445i,-0.031947+0.095682i,-0.0086415+0.092182i,-0.0038677+0.057517i,-0.028065+0.026807i,-0.048881+0.03343i,-0.044226+0.052163i,-0.028295+0.053452i,-0.011735+0.040649i,-0.00063546+0.01727i,-0.0013979-0.0052888i,-0.0058571-0.011903i,-0.0043435-0.0097474i
0.071197-0.048438i,0.19077-0.15124i,0.28015-0.30498i,0.16623-0.35189i,-0.084016-0.18871i,-0.16707-0.031321i,-0.10933-0.048902i,-0.068034-0.084034i,-0.033455-0.054962i,-0.010673-0.038099i,-0.0097325-0.034826i,-0.0015744-0.031053i,0.006673-0.024482i,0.014011+0.0027417i,0.025727+0.019321i,0.023681-0.0004042i,0.011506-0.023328i,0.0091969-0.025192i,0.016911-0.015996i,0.024969-0.010414i,0.029684-0.0091698i,0.028987-0.0079546i,0.022233-0.0048397i
-0.10488-0.039964i,-0.28742-0.078697i,-0.45624-0.079109i,-0.36755-0.018368i,-0.013839+0.036696i,0.25674+0.031303i,0.27742+0.048806i,0.19373+0.1027i,0.10835+0.11019i,0.048868+0.084334i,0.036508+0.066791i,0.042632+0.051885i,0.042836+0.032809i,0.042943+0.0013819i,0.037182-0.024795i,0.023962-0.017096i,0.01082+0.011935i,-0.0018047+0.032393i,-0.015937+0.028336i,-0.028374+0.0081295i,-0.033842-0.007361i,-0.028641-0.011705i,-0.014175-0.010152i
0.059526+0.10998i,0.18333+0.24432i,0.27757+0.30846i,0.17693+0.18731i,-0.11681-0.020174i,-0.37454-0.10773i,-0.36438-0.056031i,-0.16321-0.016662i,-0.030655-0.028821i,-0.029174-0.016864i,-0.041892+0.013011i,-0.027515+0.023418i,-0.016158+0.021267i,-0.029593+0.017542i,-0.061065+0.02262i,-0.073923+0.035061i,-0.051321+0.031937i,-0.016628+0.013589i,0.0064384+0.0058654i,0.0092398+0.011085i,0.0037623+0.012852i,0.0015553+0.0041518i,-0.0047709-0.0099291i
-0.015013-0.083256i,-0.064807-0.18561i,-0.11473-0.18534i,-0.040433-0.0030327i,0.16849+0.2106i,0.33546+0.28222i,0.31589+0.18543i,0.18264+0.058628i,0.081241+0.011472i,0.062059+0.0080825i,0.067984-0.019494i,0.055574-0.057765i,0.040296-0.066643i,0.042877-0.044736i,0.066079-0.02252i,0.087269-0.027065i,0.076079-0.043017i,0.040669-0.047496i,0.0064305-0.044305i,-0.015177-0.035645i,-0.024642-0.017643i,-0.021767-0.0024131i,-0.012281+0.0010257i
-0.059152+0.075306i,-0.096259+0.21351i,-0.052435+0.35395i,0.082489+0.30334i,0.16968+0.039652i,0.14112-0.19033i,0.080234-0.22425i,0.026786-0.17212i,-0.019864-0.095964i,-0.018962-0.013501i,-0.0029423+0.023112i,-0.0096366+0.036979i,-0.0096375+0.039084i,-0.012367+0.013919i,-0.034533+0.0032195i,-0.049907+0.02948i,-0.042688+0.054923i,-0.021364+0.05497i,-0.0022404+0.043427i,0.0050657+0.034247i,0.0058649+0.022205i,0.0011838+0.0083435i,-0.0040575+0.00638i
0.1133+0.016078i,0.27947-0.019298i,0.42448-0.15382i,0.37899-0.31705i,0.1776-0.33193i,0.031319-0.20603i,-0.013058-0.098357i,-0.030483-0.026867i,-0.017853+0.0059472i,-0.0022109-0.015277i,-0.016065-0.028203i,-0.023132-0.0199i,-0.022074-0.011891i,-0.020207+0.011017i,0.0017979+0.020741i,0.022699-0.014895i,0.01254-0.049429i,-0.012405-0.040028i,-0.026155-0.0019246i,-0.016007+0.033167i,0.0071699+0.048489i,0.020158+0.043489i,0.015793+0.027832i
-0.058425-0.068003i,-0.10605-0.11846i,-0.11014-0.14742i,-0.042103-0.13038i,-0.0034143-0.11515i,-0.056501-0.1017i,-0.097043-0.042799i,-0.070642+0.024529i,-0.029184+0.042131i,-0.0003172+0.019072i,0.018148-0.0017733i,0.027387-0.007731i,0.021988-0.016829i,0.0067638-0.021555i,-0.0021059-0.012265i,-0.0071556-0.00099846i,-0.010775+0.0035996i,-0.0091406-0.0069336i,-0.0076132-0.027467i,-0.0097656-0.037211i,-0.015175-0.037217i,-0.018547-0.035534i,-0.013101-0.028295i
-0.0015342+0.046446i,-0.00058483+0.071051i,-0.0093484-0.0091839i,-0.048781-0.19648i,-0.072217-0.30955i,-0.030399-0.25654i,0.01747-0.15863i,0.020294-0.095519i,-0.015903-0.056246i,-0.049757-0.02726i,-0.060606-0.010988i,-0.063266-0.00062807i,-0.056435+0.016711i,-0.033718+0.018437i,-0.019334-0.0075141i,-0.025286-0.019861i,-0.027316-0.0038573i,-0.01537+0.01901i,0.0023036+0.035009i,0.022197+0.035629i,0.03677+0.020056i,0.038305+0.0018503i,0.030242-0.008068i
0.097026-0.040227i,0.18045-0.12159i,0.12625-0.17323i,-0.10672-0.089612i,-0.3051+0.063615i,-0.32968+0.10519i,-0.24477+0.034491i,-0.11394-0.014079i,0.0086824-0.016465i,0.047993-0.017073i,0.0345-0.0033913i,0.035735+0.01804i,0.037407+0.030081i,0.026047+0.051355i,0.016657+0.074753i,0.010394+0.076549i,0.0012111+0.061957i,-0.0022759+0.051238i,0.0057446+0.043419i,0.011615+0.029956i,0.0010579+0.018521i,-0.015638+0.018326i,-0.022347+0.01801i
-0.11887+0.00029987i,-0.27281-0.028784i,-0.38339-0.088634i,-0.3219-0.16254i,-0.16156-0.15773i,-0.014213-0.010948i,0.074911+0.13731i,0.054572+0.12393i,-0.052032+0.040555i,-0.11141+0.027957i,-0.084971+0.03474i,-0.045358+0.019584i,-0.013921+0.0036532i,0.0095302-0.019557i,0.0045369-0.038153i,-0.016489-0.031391i,-0.024451-0.013174i,-0.019953-0.0060666i,-0.015384-0.0089891i,-0.0081312-0.01167i,0.0016322-0.014988i,0.0038236-0.022668i,-0.002351-0.020635i
0.063575+0.061202i,0.14521+0.17608i,0.19407+0.3873i,0.18337+0.53641i,0.14416+0.42319i,0.080499+0.11477i,-0.0045829-0.089511i,-0.041338-0.070567i,-0.0089921+0.005677i,0.01872+0.015506i,0.0064779-0.0081332i,-0.0053151-0.019992i,-0.0033409-0.021699i,-0.0077519-0.017216i,-0.008331-0.0055462i,0.0060204+0.0013001i,0.016865+0.0044217i,0.019994+0.021307i,0.025078+0.035851i,0.025016+0.027938i,0.016749+0.018006i,0.01341+0.019785i,0.014997+0.01811i
0.041648-0.11788i,0.058057-0.28429i,0.038251-0.4721i,-0.0024411-0.4996i,0.020229-0.32075i,0.099271-0.14535i,0.093414-0.085713i,-0.0041742-0.067606i,-0.07495-0.042255i,-0.058691+0.00209i,0.00043642+0.052221i,0.042383+0.076951i,0.058178+0.064354i,0.062579+0.028402i,0.063826+0.0036638i,0.062163+0.0065415i,0.052857+0.019062i,0.039759+0.018482i,0.032177+0.01256i,0.033673+0.0088186i,0.028083+0.0039114i,0.010333+0.0066847i,-0.0012653+0.011773i
-0.06908+0.13669i,-0.13303+0.3i,-0.13897+0.46599i,-0.060044+0.44209i,-0.045078+0.23098i,-0.12532+0.076951i,-0.10143+0.082603i,0.030304+0.10936i,0.088049+0.072939i,0.043652+0.021407i,-0.015512-0.021386i,-0.046282-0.047232i,-0.059891-0.038955i,-0.059536+0.0011338i,-0.040351+0.043847i,-0.023421+0.05247i,-0.0024497+0.02287i,0.031277-0.025006i,0.034483-0.062395i,-0.004379-0.057339i,-0.024717-0.028286i,-0.010962-0.019653i,0.0030561-0.024967i
0.028452-0.14854i,0.099092-0.27135i,0.13676-0.40821i,-0.0064947-0.37945i,-0.20844-0.089085i,-0.15315+0.20006i,0.078242+0.19364i,0.12649+0.064439i,0.028707+0.078843i,0.013792+0.12986i,0.041543+0.080198i,0.037935+0.019356i,0.024761-0.0079562i,-0.010529-0.027508i,-0.061652-0.037068i,-0.096544-0.039544i,-0.10813-0.024045i,-0.094651+0.021025i,-0.045552+0.053831i,0.020115+0.037782i,0.05699-0.00037106i,0.061338-0.020985i,0.04895-0.025978i
-0.0093553+0.063945i,-0.078463+0.035004i,-0.11091+0.061093i,0.12769-0.033443i,0.50305-0.43363i,0.51981-0.86812i,0.12862-0.83917i,-0.16319-0.47246i,-0.20668-0.23509i,-0.21628-0.13905i,-0.18896-0.030596i,-0.11201+0.042104i,-0.042753+0.055876i,0.022241+0.039446i,0.083852+0.00089683i,0.11236-0.043752i,0.083411-0.077215i,0.019663-0.090847i,-0.025763-0.064561i,-0.028983-0.011313i,-0.009532+0.023908i,0.0096274+0.031114i,0.021299+0.022617i
-0.034169+0.082831i,-0.063138+0.16414i,-0.10956+0.24786i,-0.2564+0.32155i,-0.45772+0.45939i,-0.4643+0.55544i,-0.27373+0.45512i,-0.11334+0.29626i,0.00055208+0.2235i,0.10952+0.17398i,0.16258+0.10148i,0.15715+0.024843i,0.1063-0.036572i,0.025991-0.059807i,-0.043281-0.04408i,-0.080279-0.00077124i,-0.06838+0.054012i,-0.024985+0.077179i,0.001811+0.044972i,-0.0036842+3.3654e-05i,-0.016772-0.012447i,-0.023354-0.0030961i,-0.033979+0.0078483i
0.026275-0.31907i,-0.1669-0.40629i,-0.26834-0.28396i,-0.27066+0.038062i,-0.15112+0.28007i,-0.075193+0.27312i,-0.10486+0.14448i,-0.10623+0.028471i,-0.054075-0.046588i,-0.022436-0.1065i,-0.046749-0.1299i,-0.094932-0.087552i,-0.10344+0.0088626i,-0.051622+0.095357i,0.0049962+0.1199i,0.038959+0.10772i,0.070499+0.079775i,0.083895+0.042209i,0.063938+0.031033i,0.043684+0.047047i,0.04228+0.033194i,0.029685-0.021822i,-0.0026907-0.066782i
0.88717+8.9404i,1.5791+9.7431i,3.7415+9.3823i,4.5272+5.0047i,4.1674+0.57248i,2.6091-2.0129i,0.75082-1.7495i,0.27025-0.29686i,0.83487+0.47549i,1.4563+0.39311i,1.5449-0.0078101i,1.448-0.19289i,1.5392-0.26158i,1.4835-0.29468i,1.2851-0.38128i,0.89576-0.47065i,0.33499-0.31157i,-0.042348-0.054484i,-0.16878+0.060326i,-0.089185+0.14686i,0.15461+0.22369i,0.36161+0.16871i,0.35223+0.044012i
0.19398-0.11579i,0.14515-0.19631i,0.17301-0.1733i,0.18412-0.40062i,-0.023977-0.85213i,-0.36955-0.98976i,-0.43456-0.61936i,-0.2151-0.23386i,-0.11083-0.09839i,-0.15082-0.021694i,-0.14687+0.026049i,-0.12241+0.003276i,-0.14629-0.027962i,-0.19256-0.022338i,-0.2161+0.0089435i,-0.19538+0.043243i,-0.11303+0.063862i,-0.0016697+0.059355i,0.076936+0.034347i,0.099714-0.0043775i,0.0907-0.048778i,0.076506-0.09493i,0.049535-0.11923i
0.050204-0.11159i,0.14672-0.28107i,0.22948-0.42387i,0.21803-0.36972i,0.14416-0.17187i,0.091271-0.085438i,0.038092-0.094974i,-0.0043425+0.012844i,0.01455+0.18274i,0.061005+0.2221i,0.080681+0.14078i,0.088675+0.051282i,0.089707+0.024036i,0.087929+0.049713i,0.07652+0.061151i,0.036891+0.042726i,-0.0015929+0.02228i,-0.020356+0.014622i,-0.019779+0.021004i,-0.0081282+0.023131i,-0.0069829+0.004188i,-0.025444-0.017344i,-0.043975-0.016272i
-0.21397+0.071105i,-0.36883+0.22745i,-0.41276+0.32333i,-0.18176+0.20638i,0.17737-0.06755i,0.31845-0.20532i,0.19668-0.09453i,0.065881+0.070765i,0.026496+0.088977i,-0.027169+0.021861i,-0.042437+0.01082i,0.01481-0.0079459i,0.046191-0.067222i,0.041897-0.090996i,0.010991-0.074316i,-0.037195-0.023859i,-0.049001+0.032869i,-0.020018+0.048215i,0.020973+0.032867i,0.053082+0.0034046i,0.059919-0.025534i,0.042373-0.039884i,0.012803-0.035312i
0.15144-0.015438i,0.24413-0.059702i,0.38007-0.0010149i,0.51402+0.1113i,0.58079+0.14029i,0.47857+0.037746i,0.21282-0.054675i,0.035128-0.041432i,0.046474-0.050451i,0.062345-0.12609i,0.0070666-0.14618i,-0.030026-0.1082i,-0.028406-0.086101i,-0.017573-0.080742i,-0.0090047-0.081559i,-0.015968-0.083722i,-0.036704-0.065578i,-0.063975-0.014172i,-0.072537+0.041662i,-0.039198+0.058789i,0.0091069+0.042938i,0.041766+0.025019i,0.048091+0.011462i
-0.10446-0.066473i,-0.25477-0.14409i,-0.51339-0.16317i,-0.62493+0.014268i,-0.37821+0.25967i,-0.054446+0.37425i,0.050081+0.36103i,0.071637+0.25667i,0.125+0.076783i,0.13994-0.078402i,0.089246-0.11251i,0.026226-0.055534i,-0.00086893-0.019442i,-0.024918-0.04048i,-0.069894-0.039422i,-0.082772+0.0081222i,-0.039893+0.049402i,0.02944+0.051865i,0.081183+0.0070137i,0.077953-0.055767i,0.045658-0.086133i,0.029956-0.089801i,0.024104-0.088977i
0.0095741+0.10842i,0.056065+0.28543i,0.24558+0.45944i,0.44985+0.4513i,0.40161+0.33296i,0.16945+0.31356i,0.054952+0.31736i,0.07293+0.19436i,0.10184+0.029336i,0.10297-0.077789i,0.055635-0.12034i,0.0070428-0.098614i,0.0038791-0.054405i,0.017496-0.023065i,0.033767-0.0086421i,0.046034-0.012391i,0.045871-0.020587i,0.038056-0.025577i,0.013544-0.024302i,-0.017618-0.0066424i,-0.02717+0.010659i,-0.026443+0.010466i,-0.03517+0.0080035i
