-0.002901-0.00015594i,-0.0030369+0.00012288i,-0.002876+0.00044233i,-0.0018512+0.00054845i,0.00088939+0.0010009i,0.0021669+0.0012763i,0.0016148+0.0012216i,0.0011685+0.0013001i,0.0010466+0.0012502i,0.00053688+0.0011002i,8.1633e-05+0.00061395i,-0.00021374-0.00024137i,0.0002281-0.00040128i,0.0012155-7.2249e-05i,0.0012401-0.00086576i,0.00091981-0.00092061i,0.00027179-0.0003003i,-8.2949e-05-0.00045522i,0.0005342-0.00045933i,0.00034866-0.00028373i,-6.4852e-05-0.00011535i,0.00040749-5.069e-05i,0.00099717+0.00056901i
0.012301-0.02881i,0.066419-0.12363i,0.12822-0.17159i,0.14461-0.10793i,0.11848+0.010532i,0.11069+0.097759i,0.11623+0.086721i,0.082049+0.010741i,0.025296-0.020163i,0.00025845-0.0002329i,0.0037961+0.017494i,0.015585+0.021248i,0.023416+0.011788i,0.015417-0.0011988i,-0.00085123-0.0027904i,-0.011395+0.0095275i,-0.012047+0.027027i,-0.0037279+0.036033i,0.0089888+0.029075i,0.012566+0.014847i,0.0063816+0.0074673i,0.0017087+0.0079241i,-0.0035421+0.010886i
0.0082456+0.25235i,0.07846+0.44307i,0.1264+0.48368i,0.11911+0.32864i,0.092916+0.12996i,0.077797+0.0067205i,0.063598-0.029429i,0.036418-0.011739i,0.012863+0.0072302i,0.011495+0.0082754i,0.023801-0.0016374i,0.027707-0.012003i,0.022303-0.014057i,0.017446-0.0089019i,0.012992-0.0066619i,0.0097612-0.012899i,0.013804-0.023368i,0.022094-0.03096i,0.02184-0.0304i,0.015622-0.024521i,0.010967-0.020019i,0.007003-0.017826i,0.0040054-0.017831i
-0.19556-0.13534i,-0.31466-0.18068i,-0.32424-0.16643i,-0.26183-0.11316i,-0.21321-0.069098i,-0.1824-0.041931i,-0.14643-0.002338i,-0.081937+0.034428i,-0.01809+0.036053i,0.0049173+0.016598i,-0.0063343+0.0070493i,-0.020366+0.014392i,-0.016661+0.022954i,-0.0026536+0.017448i,0.0041139+0.0088406i,-0.0022143+0.010947i,-0.019084+0.021953i,-0.032318+0.032314i,-0.031324+0.031102i,-0.024536+0.021178i,-0.018516+0.014114i,-0.01398+0.013771i,-0.0096884+0.012902i
0.072917-0.072043i,0.00095993-0.086547i,-0.12203-0.055628i,-0.14705-0.021825i,-0.052454-0.0068226i,0.030407+0.015787i,0.04764+0.025308i,0.021959+0.013191i,0.0034254+0.015205i,0.013176+0.019219i,0.023028+0.0093221i,0.019028-0.0055837i,0.0031871-0.011264i,-0.013418+0.0019185i,-0.010962+0.016317i,0.0074152+0.010301i,0.023245-0.0061331i,0.025209-0.012798i,0.015358-0.0090099i,0.0064964-0.0036375i,0.0058475-0.0014499i,0.011057-0.006052i,0.016911-0.01172i
0.16956-0.068679i,0.28553-0.22062i,0.31051-0.35402i,0.23919-0.33221i,0.17704-0.21988i,0.15463-0.18722i,0.095265-0.19616i,0.015808-0.13968i,-0.018972-0.060134i,-0.020846-0.018967i,-0.018337-0.0072287i,-0.01627-0.0025891i,-0.0073452-0.00010674i,0.0076377-0.0058213i,0.011408-0.013166i,0.00061217-0.0067043i,-0.010615+0.0030645i,-0.012497+0.00037892i,-0.0079079-0.0053691i,-0.0052073-0.0068305i,-0.0072831-0.00608i,-0.012795-0.0031664i,-0.017247+0.0023941i
-0.0248+0.25522i,0.015816+0.41615i,0.096545+0.46125i,0.14391+0.34965i,0.063527+0.19682i,-0.062949+0.14047i,-0.07948+0.13218i,-0.014975+0.076422i,0.0064697+0.0066974i,-0.019405-0.007833i,-0.029549+0.010678i,-0.012591+0.014208i,0.005616+0.00017571i,0.0076445-0.014457i,-0.00024301-0.019109i,0.0012712-0.016133i,0.014728-0.011609i,0.025575-0.0037552i,0.026286+0.0041782i,0.02259+0.0051885i,0.018634+0.000169i,0.015601-0.002585i,0.011624-0.0028176i
-0.18906-0.095462i,-0.23268-0.08057i,-0.17163+0.0009557i,-0.078196+0.093869i,0.0083573+0.13511i,0.074513+0.11061i,0.084703+0.06073i,0.04997+0.016907i,0.018302-0.007524i,0.0070827-0.01709i,0.0032729-0.014984i,-0.001668-0.004633i,-0.0074173+0.0044847i,-0.0067708+0.01213i,-0.0026287+0.014176i,-0.0096368+0.011047i,-0.024018+0.0086613i,-0.026247+0.0041893i,-0.01561-0.0020515i,-0.0061915-0.005671i,-0.0026552-0.005102i,-0.0056084-0.0020666i,-0.009875+0.0019736i
2.0456e-05-0.10981i,-0.11984-0.092746i,-0.25109-0.0019659i,-0.25734+0.034169i,-0.17528-0.041377i,-0.12473-0.11712i,-0.11651-0.094077i,-0.089764-0.0074053i,-0.03836+0.042372i,-0.0038178+0.035807i,0.0077442+0.011785i,0.0078234-0.0047816i,0.0042593-0.0041189i,0.0024581+0.0039737i,0.0053674+0.0089894i,0.013653+0.0073993i,0.018433+0.0024364i,0.0085208+0.0019472i,-0.0088751+0.003303i,-0.016901+0.0049261i,-0.013238+0.0077782i,-0.0042708+0.0080172i,0.0043802+0.0055061i
0.18487-0.050575i,0.27343-0.20228i,0.21766-0.37194i,0.054003-0.38089i,-0.045106-0.21211i,-0.043663-0.039695i,-0.010857+0.015665i,0.0014297+0.0030524i,0.0024854+0.008615i,0.019305+0.024871i,0.029235+0.024949i,0.020551+0.02i,0.0091663+0.012779i,-0.0017721+0.005126i,-0.0093671+0.0054177i,-0.011826+0.0066395i,-0.012014+0.0032285i,-0.0055262-0.00079404i,0.0056197-0.0022819i,0.0096412-0.0023747i,0.0079269-0.001879i,0.0083534-0.0024139i,0.0068647-0.0022091i
-0.012753+0.22795i,0.019771+0.32287i,0.11448+0.26973i,0.20037+0.10907i,0.19724+0.0049214i,0.16468-0.01447i,0.12955-0.02197i,0.06842-0.031159i,0.011706-0.024402i,-0.012549-0.010639i,-0.010167-0.004253i,0.0020071-0.0071651i,0.0087185-0.0065455i,0.016476+0.0017502i,0.025031+0.0034603i,0.026032-0.00070696i,0.024696+0.0021321i,0.0205+0.0058724i,0.011037+0.003927i,0.0039914-0.0017856i,0.00050324-0.0089112i,-0.0024808-0.010782i,-0.0017923-0.0087003i
-0.13579-0.065318i,-0.11729-0.078305i,-0.00016962-0.024785i,0.095839+0.035947i,0.084512-0.0012893i,0.02152-0.070254i,-0.012701-0.077273i,-0.0054316-0.044831i,0.0075145-0.023173i,0.0035721-0.015891i,-0.010297-0.0093533i,-0.01968+0.0017919i,-0.015188+0.0050573i,-0.0062819-0.0053707i,-0.0083326-0.013347i,-0.018482-0.011829i,-0.021833-0.010026i,-0.014235-0.0072864i,-0.00086272-0.0012624i,0.0070023+0.0016932i,0.0061048+0.0022684i,0.0019339+0.0050336i,-0.0035277+0.0075633i
-0.011204-0.0913i,-0.10801-0.012101i,-0.22556+0.15264i,-0.24724+0.25745i,-0.17093+0.24568i,-0.11156+0.18748i,-0.079563+0.13892i,-0.030822+0.083667i,0.001834+0.028256i,0.00085112+5.7892e-06i,-0.00016986-0.0027259i,0.013299+0.000155i,0.022477-0.0026363i,0.013186-0.00042717i,0.0032741+0.0075985i,0.0059879+0.010002i,0.0079097+0.0086734i,0.0015936+0.0027403i,-0.0088162-0.0053175i,-0.014792-0.0063504i,-0.012549-0.0044916i,-0.0078245-0.0066848i,-0.0028787-0.0075272i
0.13538-0.070882i,0.13915-0.18663i,0.035023-0.26918i,-0.059646-0.21735i,-0.0056407-0.10215i,0.11519-0.059355i,0.12773-0.077659i,0.051616-0.065796i,0.0010445-0.030196i,-0.0057875-0.0071138i,6.288e-05+0.0014219i,-0.0055223-0.0018404i,-0.017541-0.0038078i,-0.013844-0.0045567i,-0.0081538-0.0077412i,-0.010746-0.0072718i,-0.0073387-0.0050315i,-8.8176e-05-0.001077i,0.0053351+0.0044718i,0.0071783+0.0072975i,0.0054579+0.0084698i,0.0025223+0.0067417i,-0.0024895+0.0027914i
0.0086958+0.17758i,0.01702+0.23043i,0.033301+0.13294i,0.027238-0.050214i,-0.052945-0.14987i,-0.15939-0.12472i,-0.1765-0.049196i,-0.11693+0.0088252i,-0.059227+0.030326i,-0.03148+0.028532i,-0.022784+0.023037i,-0.014347+0.022113i,-0.0049266+0.025376i,-0.0013267+0.02737i,0.0036197+0.026156i,0.011919+0.022295i,0.01322+0.017918i,0.0091462+0.014484i,0.0062136+0.0079211i,0.0040782+0.00030834i,0.0023193-0.0037838i,0.0027898-0.0036458i,0.00675-0.00077373i
-0.1023-0.052674i,-0.043458-0.10525i,0.12606-0.11985i,0.22457-0.061772i,0.17271+0.044785i,0.12032+0.13991i,0.1225+0.13884i,0.1063+0.066593i,0.065757+0.01716i,0.037742+0.0049843i,0.023807+0.00092909i,0.015865-0.0090893i,0.0052982-0.019811i,-0.0017255-0.012806i,0.001956-0.00044927i,0.0017473-0.0036848i,-0.0032888-0.012146i,-0.0034985-0.014079i,0.00072615-0.0075959i,0.0057737+0.00030672i,0.0069449+0.0023401i,0.0032728+0.0021669i,-0.0025687+0.001524i
-0.0074107-0.030313i,-0.027636+0.064527i,-0.042343+0.20022i,0.0029529+0.20647i,0.07321+0.032507i,0.071307-0.15008i,0.0098027-0.18175i,-0.03523-0.11144i,-0.040101-0.047434i,-0.024814-0.018186i,-0.01084-0.012561i,-0.0092427-0.0061907i,-0.0056063+0.0072787i,0.0013388+0.0089686i,-0.0024636+0.0033937i,-0.0064372+0.0047072i,-0.0051812+0.005686i,-0.0074092+0.00091714i,-0.010093-0.0045163i,-0.0089916-0.0072202i,-0.0056452-0.0064051i,-0.0030132-0.0036402i,-0.00026881+0.00064535i
0.07728-0.07648i,0.05509-0.13855i,-0.053745-0.14344i,-0.17777-0.06988i,-0.21585+0.016212i,-0.16879+0.071061i,-0.08944+0.087551i,-0.018869+0.073996i,0.014948+0.053606i,0.022211+0.033683i,0.019989+0.020888i,0.023176+0.018512i,0.032764+0.0079161i,0.029163-0.0086908i,0.015288-0.014342i,0.0059579-0.013415i,0.0047192-0.010292i,0.0083477-0.0070951i,0.0082382-0.0060873i,0.0025987-0.0048748i,-0.00086968-0.0029895i,0.00067599-0.0034935i,-0.00021142-0.007913i
0.017784+0.1294i,-0.0269+0.15724i,-0.10735+0.080994i,-0.12229-0.0017235i,-0.018435+0.019147i,0.10564+0.045246i,0.12566-0.0014859i,0.072533-0.05451i,0.029389-0.069025i,0.0020853-0.049324i,-0.007433-0.021749i,-0.0078689-0.016261i,-0.015687-0.013045i,-0.010999-0.00099208i,0.0008595+0.0025749i,0.00068581+0.0047597i,-0.0040027+0.011936i,-0.0062519+0.016356i,-0.0068439+0.014472i,-0.0052969+0.0084361i,-0.0039068+0.0035845i,-0.001837+0.0011651i,0.0026823+0.0017207i
-0.084013-0.040489i,-0.052245-0.10612i,0.073355-0.16303i,0.15948-0.18427i,0.10771-0.17979i,0.0071176-0.14094i,-0.049242-0.069562i,-0.066838+0.00089356i,-0.061395+0.037577i,-0.036234+0.034793i,-0.019036+0.017213i,-0.014893+0.012329i,-0.0097757+0.010418i,-0.0079985+0.0050598i,-0.0037792+0.006476i,0.0071128+0.0046919i,0.01228-0.0033934i,0.013912-0.0051718i,0.016402-0.00064106i,0.01304+0.0016028i,0.0050353-0.00079932i,-0.00060039-0.0027404i,-0.0014549-0.0028223i
0.003144-0.0066947i,0.035421+0.052691i,0.068622+0.13239i,0.071783+0.16272i,0.018872+0.13607i,-0.062637+0.098658i,-0.073458+0.077102i,-0.0033831+0.057217i,0.051188+0.028108i,0.042002+0.0046996i,0.015596-0.00019138i,0.013324-0.0033073i,0.014251-0.011985i,0.0040827-0.0087155i,-0.0040588+0.0012261i,-0.0082342+0.0036431i,-0.011915+0.00010287i,-0.01435-0.0056865i,-0.013565-0.005474i,-0.0089611+0.0017665i,-0.004443+0.0073563i,-0.0036535+0.008593i,-0.0043103+0.0083737i
0.034575-0.058862i,0.034611-0.052937i,0.031281+0.033572i,0.062088+0.12267i,0.12416+0.1105i,0.1688+0.044422i,0.13861-0.012842i,0.042574-0.053584i,-0.03603-0.051104i,-0.040964-0.016562i,-0.013124-0.0007141i,-0.011069-0.00045147i,-0.016139+0.0073503i,-0.0074335+0.0080664i,-0.00071911+0.00192i,0.0027409+0.0022915i,0.0089397+0.004503i,0.013341+0.0035517i,0.013496-0.0010711i,0.012684-0.0067546i,0.011031-0.0097041i,0.0063926-0.010437i,0.00045645-0.010832i
0.049774+0.093595i,0.024281+0.10197i,-0.078131+0.020344i,-0.1804-0.094134i,-0.19792-0.16198i,-0.16204-0.17884i,-0.12503-0.12783i,-0.074927-0.015968i,-0.011767+0.052322i,0.015218+0.040054i,0.0061635+0.01723i,0.0058841+0.01685i,0.013777+0.0199i,0.013011+0.017425i,0.0079921+0.0088533i,-0.0014394-0.0016014i,-0.011206-0.003249i,-0.015896-0.00029849i,-0.016403-0.0016063i,-0.014648-0.0021313i,-0.01058+0.0017233i,-0.0034073+0.006304i,0.0035792+0.0081898i
-0.088844-0.026636i,-0.13186-0.075035i,-0.10706-0.11217i,-0.064737-0.07275i,-0.049406+0.067294i,-0.010535+0.20066i,0.063937+0.18794i,0.10214+0.053615i,0.067662-0.047071i,0.018909-0.045886i,0.0049812-0.013897i,0.0052014-0.013145i,-0.0048083-0.025588i,-0.0086404-0.022961i,-0.0026023-0.0098934i,0.0043655+0.00063416i,0.010157+0.0053059i,0.013047+0.0074601i,0.010936+0.0067048i,0.0073041+0.0021555i,0.0072559-0.0027664i,0.0081493-0.0077239i,0.0057808-0.011407i
0.02462-0.0072285i,0.085051-0.0091454i,0.14524-0.04105i,0.18256-0.10742i,0.19917-0.18216i,0.16516-0.23316i,0.053475-0.21231i,-0.064577-0.10691i,-0.08464+0.00078808i,-0.031963+0.026499i,-0.0025373+0.0047377i,-0.0018639+0.0037326i,0.0056463+0.01331i,0.0087248+0.0093687i,0.0038925+0.00082345i,0.0027132-0.0069399i,0.0014439-0.014419i,-0.00035141-0.017173i,-0.0013248-0.010719i,-0.0047829-0.0027068i,-0.010477-0.0012066i,-0.014044+0.0026408i,-0.010156+0.011352i
-0.016743-0.050638i,-0.039546-0.027551i,-0.054267+0.07002i,-0.067709+0.15745i,-0.12599+0.15314i,-0.19342+0.13476i,-0.13904+0.15928i,0.0057892+0.14471i,0.075229+0.06621i,0.041171+0.010522i,0.0038311+0.0048216i,0.0045914+0.0039329i,0.014787-0.00658i,0.015701-0.011779i,0.0089244-0.0061615i,0.0020834+0.0068037i,0.00068771+0.015082i,0.0031455+0.013646i,0.0068002+0.0083609i,0.0085709+0.0033738i,0.0082313+0.00063905i,0.0089613-0.0037954i,0.0071253-0.012369i
0.069603+0.072384i,0.10251+0.10738i,0.092616+0.11122i,0.0886+0.10734i,0.15375+0.10845i,0.22827+0.053152i,0.17609-0.073004i,0.030127-0.1468i,-0.057935-0.10345i,-0.042083-0.029257i,-0.0015634-0.0032595i,-3.302e-05-0.0056138i,-0.017812+0.0049624i,-0.019237+0.017765i,-0.0068302+0.013611i,-0.00045491+0.0026559i,-0.0029375-0.0040341i,-0.0077102-0.0070666i,-0.010304-0.0058066i,-0.0074435-0.002135i,-0.0044312-0.00055229i,-0.0064939+0.0022228i,-0.0083301+0.0089395i
-0.092833-0.02513i,-0.17839-0.049506i,-0.21967-0.062316i,-0.19332-0.084841i,-0.16316-0.13426i,-0.17221-0.12787i,-0.16133-0.0066744i,-0.086622+0.11636i,-0.0098324+0.12078i,0.0031144+0.051854i,-0.016542+0.011819i,-0.015851+0.0088497i,-0.002462+0.0039267i,0.0018992-0.0025525i,-0.0028812-0.00084761i,-0.0083936+0.0026635i,-0.0097098+0.00571i,-0.0068448+0.0098168i,-0.0028811+0.0088967i,-0.0018005+0.0032733i,-0.0013563+0.0028037i,0.0030522+0.0038199i,0.0090922-0.0026719i
0.049269+0.0061378i,0.12864-0.010441i,0.18063-0.069876i,0.1269-0.095554i,0.033601-0.0027009i,0.038647+0.078321i,0.11443+0.0089957i,0.1304-0.10457i,0.073868-0.11662i,0.026986-0.047355i,0.020853+0.0063364i,0.025871+0.010053i,0.016879-0.0048543i,0.003797-0.0094349i,0.0021976-0.0062377i,0.0098866-0.0048898i,0.016518-0.0063415i,0.016611-0.0089261i,0.0088686-0.0080579i,0.0026368-0.0018498i,0.0018764+0.0023232i,-0.0012813+0.0022641i,-0.009065+0.0050692i
-0.055742-0.049834i,-0.11044-0.053508i,-0.12278-0.0063567i,-0.035511+0.030175i,0.070179-0.014809i,0.05324-0.06018i,-0.060137-0.015361i,-0.13507+0.05764i,-0.11156+0.075119i,-0.047184+0.032499i,-0.019299-0.012953i,-0.0203-0.016335i,-0.0063776-0.0002023i,0.012624+0.0011193i,0.012192-0.0055606i,0.0022546-0.0051725i,-0.0019871+0.00017499i,0.00044278+0.0039017i,0.0064141+0.0030717i,0.0090915-0.0029723i,0.0056153-0.0087511i,0.0044256-0.0090326i,0.0095948-0.0076041i
0.092432+0.054037i,0.17468+0.085308i,0.19934+0.06747i,0.1114+0.010871i,0.00016915-0.025277i,-0.003901-0.024908i,0.085334-0.012414i,0.15535-0.0045441i,0.13545-0.010342i,0.061164-0.0038538i,0.01652+0.018264i,0.013873+0.023714i,0.010975+0.016331i,0.00048041+0.014647i,-0.00049079+0.015575i,0.0047773+0.013566i,0.0060993+0.0079257i,0.0028879+0.00045276i,-0.0012564-0.0040945i,-0.0025387-0.0031325i,-0.00099614+0.00032459i,-0.0011559+0.0021526i,-0.0058051+0.0017395i
-0.099268-0.026779i,-0.22307-0.039548i,-0.30561+0.017159i,-0.23731+0.12212i,-0.098275+0.1649i,-0.061046+0.11996i,-0.12035+0.03212i,-0.15913-0.04382i,-0.13002-0.054371i,-0.057466-0.029482i,-0.0054756-0.028776i,-0.00076858-0.038643i,-0.0082921-0.031018i,-0.0038981-0.015708i,-0.00081752-0.0077122i,-0.0064487-0.0072786i,-0.013426-0.0074768i,-0.015613-0.0040542i,-0.010109-0.00030278i,-0.0028968-0.0024499i,-0.0005567-0.0072256i,0.00067617-0.0062811i,0.0063221-0.0021183i
0.071921+0.028589i,0.1792+0.040723i,0.27059-0.019475i,0.24721-0.12995i,0.16627-0.16508i,0.15063-0.10339i,0.15449-0.0074603i,0.11973+0.080029i,0.078353+0.1035i,0.032219+0.06484i,-0.008005+0.039537i,-0.013438+0.039571i,-0.0034733+0.028352i,-0.0044344+0.0093721i,-0.0077125+0.0018977i,-0.0029377+0.0050104i,0.0039749+0.0075977i,0.0046472+0.0057509i,-0.0027632+0.0031031i,-0.011663+0.0047247i,-0.014123+0.0091322i,-0.012398+0.0082208i,-0.012398+0.0023389i
-0.077591-0.053274i,-0.18213-0.089869i,-0.26989-0.066842i,-0.26787+0.014744i,-0.22952+0.049096i,-0.22104-0.0082905i,-0.17323-0.081071i,-0.080042-0.12405i,-0.026115-0.11586i,-0.0072272-0.058594i,0.012492-0.017447i,0.023452-0.014034i,0.021919-0.015103i,0.019706-0.0090566i,0.015854-0.0066593i,0.0077439-0.009007i,0.0011384-0.0078751i,0.00081708-0.00012158i,0.0043581+0.008157i,0.0069584+0.010403i,0.0086217+0.0060899i,0.0089279+0.0010201i,0.0082888+0.00047062i
0.097828+0.052054i,0.23091+0.10787i,0.35434+0.11221i,0.36665+0.052961i,0.30134+0.037435i,0.23812+0.098977i,0.14907+0.14054i,0.028059+0.1349i,-0.038112+0.10654i,-0.035558+0.053115i,-0.032212+0.010866i,-0.038244+0.0080696i,-0.032682+0.018463i,-0.019563+0.018028i,-0.0084148+0.012938i,-0.0016421+0.011779i,0.0031505+0.010728i,0.0078558+0.0045809i,0.01076-0.0046375i,0.0078725-0.0089557i,0.0026581-0.0066946i,-0.00032736-0.0037622i,-0.0033738-0.0036893i
-0.093069-0.038461i,-0.22848-0.098945i,-0.3631-0.11851i,-0.37357-0.090719i,-0.26855-0.12634i,-0.16118-0.20404i,-0.068933-0.19219i,0.034743-0.12221i,0.084249-0.079496i,0.056867-0.044607i,0.033938-0.0090825i,0.035965-0.0011828i,0.02919-0.0089257i,0.014568-0.0073189i,0.0065373-0.0026238i,0.0042208-0.0045742i,0.0016781-0.0094773i,-0.0016998-0.0093154i,3.2361e-05-0.004449i,0.0070157-0.0008941i,0.010687+0.00012739i,0.0089112+0.0034115i,0.0087285+0.007766i
0.064282+0.04581i,0.17167+0.12175i,0.27891+0.17351i,0.28326+0.16482i,0.17855+0.1834i,0.068572+0.23051i,-0.00076726+0.17827i,-0.066717+0.064491i,-0.093176+0.012615i,-0.050988+0.0050372i,-0.01439-0.010165i,-0.013816-0.019163i,-0.017531-0.014846i,-0.012879-0.00899i,-0.0066495-0.0031247i,-0.0023684+0.0033337i,0.00013648+0.0051111i,0.00071601+0.00012433i,-0.0010082-0.0069577i,-0.0035704-0.01156i,-0.0043451-0.011471i,-0.0034875-0.0091846i,-0.0035936-0.0087918i
-0.074208-0.073687i,-0.1824-0.16823i,-0.27717-0.24904i,-0.25034-0.24126i,-0.094428-0.19963i,0.052038-0.19262i,0.085213-0.1386i,0.08329-0.021642i,0.085393+0.042882i,0.05008+0.03865i,0.012919+0.034624i,0.01014+0.036485i,0.020822+0.025706i,0.023519+0.010449i,0.016461-0.00014729i,0.006073-0.0050065i,-0.0014509-0.0040473i,-0.0085234+0.0020779i,-0.016548+0.0083588i,-0.018664+0.010133i,-0.014061+0.0077656i,-0.0087408+0.0042824i,-0.0048638+0.0050224i
0.072633+0.06227i,0.17307+0.16826i,0.26023+0.2705i,0.23199+0.26798i,0.066739+0.18848i,-0.092942+0.13384i,-0.10864+0.078616i,-0.069238-0.012453i,-0.062835-0.056048i,-0.045966-0.032139i,-0.017922-0.015723i,-0.0088785-0.019181i,-0.012912-0.014598i,-0.013803-0.0039581i,-0.0090197+0.0035313i,-0.0036503+0.0069461i,-4.4874e-05+0.0084528i,0.0039517+0.0075185i,0.0053462+0.0041135i,0.0013516+0.0015679i,-0.0010868+0.0011611i,0.0016759-0.00026055i,0.0034404-0.0047145i
-0.054366-0.053457i,-0.12601-0.15834i,-0.18492-0.26687i,-0.16819-0.2583i,-0.05493-0.13937i,0.065685-0.045164i,0.071892-0.0025514i,0.015903+0.049317i,-0.0014714+0.07573i,-0.0012078+0.043987i,-0.012314+0.016016i,-0.016037+0.015065i,-0.0065449+0.015541i,0.00389+0.010258i,0.0077463+0.0029729i,0.0044473-0.0045656i,0.00047268-0.0084646i,0.00091275-0.0053719i,0.0053493+0.00092492i,0.0087904+0.0055725i,0.0065432+0.0048452i,0.00063683+0.0026991i,-0.003426+0.0042327i
0.044343+0.059216i,0.08474+0.16475i,0.10705+0.28721i,0.09795+0.28034i,0.04681+0.11079i,-0.026293-0.030326i,-0.036298-0.0517i,0.013381-0.058174i,0.03494-0.076943i,0.021274-0.056403i,0.017442-0.02703i,0.019189-0.019677i,0.0094176-0.019878i,-0.005317-0.014222i,-0.011578-0.0029241i,-0.0054875+0.0059943i,0.0044218+0.0075661i,0.01287+0.0023991i,0.019112-0.0039435i,0.019103-0.007231i,0.012769-0.0062562i,0.0073513-0.0016625i,0.0062956-2.9906e-05i
-0.040751-0.058363i,-0.064235-0.16739i,-0.063008-0.30249i,-0.05637-0.31931i,-0.048053-0.16157i,-0.016417-0.012828i,-0.0021864+0.0096898i,-0.031151+0.0046115i,-0.043023+0.025481i,-0.017758+0.025324i,-0.0032573+0.0097826i,-0.0045772+0.0081925i,0.00038227+0.014199i,0.011181+0.01373i,0.015416+0.0061579i,0.010674-0.0031756i,0.0012269-0.0099243i,-0.008839-0.011568i,-0.015309-0.0089651i,-0.012571-0.0040243i,-0.0042797-0.0014941i,-0.0014466-0.0028311i,-0.0024844-0.0022499i
0.031763+0.053032i,0.032326+0.14503i,0.0061808+0.26768i,0.011732+0.30873i,0.067069+0.20013i,0.088676+0.062608i,0.06338+0.018092i,0.059606+0.021526i,0.061817+0.011009i,0.035669+0.0021063i,0.01474+0.0057378i,0.0093599+0.0040876i,0.0023895-0.0049847i,-0.0073667-0.010781i,-0.014258-0.0079407i,-0.015088+0.00221i,-0.010302+0.012566i,-0.0054038+0.015231i,-0.0037512+0.0088537i,-0.0044021-0.0015413i,-0.0048097-0.0058092i,-0.0021313-0.0025377i,0.0010476+0.00054315i
-0.017257-0.036763i,0.0087351-0.11125i,0.075534-0.22364i,0.086988-0.2921i,-0.009193-0.2382i,-0.077784-0.12172i,-0.052625-0.0531i,-0.0405-0.037944i,-0.05388-0.017868i,-0.040034+0.0057575i,-0.019393+0.010592i,-0.012188+0.0085817i,-0.008593+0.01139i,-0.0023654+0.015852i,0.0060746+0.013545i,0.011853+0.0019914i,0.011134-0.0093721i,0.004289-0.011254i,-0.0054673-0.0057089i,-0.012027+0.0015694i,-0.009583+0.005155i,-0.0038678+0.0028867i,-0.0027157-0.00029185i
0.01532+0.035571i,-0.022964+0.090474i,-0.12348+0.17727i,-0.17911+0.251i,-0.093125+0.24885i,0.0067135+0.16581i,0.004232+0.084199i,-0.011216+0.059334i,0.0059626+0.043848i,0.0083225+0.015096i,-0.0026115-0.00029319i,-0.0029027-0.0035395i,0.0025936-0.0094398i,0.0022594-0.016939i,-0.0025713-0.017876i,-0.0075699-0.0082785i,-0.008741+0.0059518i,-0.0012722+0.016732i,0.0095569+0.019499i,0.014032+0.01321i,0.010521+0.0029575i,0.0042633-0.0021357i,0.00071782-0.0019718i
-0.012471-0.019984i,0.030897-0.050019i,0.15486-0.092583i,0.26675-0.15991i,0.23051-0.22477i,0.10639-0.19854i,0.045997-0.10829i,0.035557-0.065194i,0.012063-0.054658i,-0.0055428-0.030035i,-0.0055953-0.0081727i,-0.0033413+0.0022768i,-0.0037638+0.008809i,-0.0039782+0.013701i,-0.0014765+0.016768i,0.0060586+0.012672i,0.013915+0.00062709i,0.014674-0.0099048i,0.0093691-0.011179i,0.0029711-0.0041015i,-0.00021888+0.0024546i,0.00074739+0.0028091i,0.0018853+0.00018233i
0.0088537+0.0047839i,-0.040429+0.0054277i,-0.17698+0.002719i,-0.31575+0.049732i,-0.3055+0.14475i,-0.17422+0.15874i,-0.07962+0.076469i,-0.046775+0.028546i,-0.015313+0.027019i,0.0089254+0.01158i,0.012403-0.0070003i,0.0076151-0.011149i,0.0052612-0.0070117i,0.0073317-0.0063062i,0.0052589-0.0097483i,-0.0051652-0.0096013i,-0.016545-0.0062618i,-0.019467-0.0023235i,-0.012473-0.0012469i,-0.00070113-0.0020137i,0.0060397-0.0035852i,0.0044608-0.004056i,0.0018303-0.0018451i
-0.0094978-0.0017872i,0.028045+0.023557i,0.15614+0.079991i,0.31097+0.091205i,0.32897+0.009016i,0.21081-0.047239i,0.10572-0.013359i,0.065042+0.011553i,0.037474-0.0025425i,0.010817-0.0034835i,0.0020267+0.0069295i,0.00095621+0.0084354i,-0.0029656+0.0046539i,-0.0082418+0.0035974i,-0.0094012+0.0063404i,-0.0031124+0.0096276i,0.0073728+0.0082754i,0.011293+0.00054655i,0.0054155-0.0086964i,-0.0035429-0.01203i,-0.0088195-0.0062442i,-0.0065921+0.00089395i,-0.0021293+0.0020816i
0.014114-0.0046992i,-0.0048159-0.056832i,-0.1089-0.17658i,-0.27377-0.26423i,-0.33813-0.20605i,-0.2427-0.10315i,-0.12029-0.068464i,-0.070449-0.046514i,-0.048632-0.0045352i,-0.016506+0.015588i,0.0040417+0.0084422i,0.010042-0.001178i,0.011063-0.0036879i,0.011769-0.0021611i,0.013087-0.0042202i,0.009891-0.010297i,0.00049432-0.010173i,-0.0081699-0.0025268i,-0.0093028+0.0042666i,-0.0029676+0.0059025i,0.0033324+0.0025776i,0.004294-0.0004014i,0.002516-0.00069538i
