-0.0025124+0.0024081i,-0.0019411+0.0023404i,-0.0020422+0.0027157i,-0.0020311+0.0024406i,-0.0015226+0.0027743i,-0.00080011+0.0023705i,-0.00045654+0.0013123i,-0.00044421+0.00098204i,0.0003883+0.001584i,0.0012128+0.0016155i,0.0016583+0.00011982i,0.0014441-0.00067338i,0.0012383-0.00086004i,0.0003289-0.0013762i,-0.00067748-0.00099685i,-0.00065942+0.00028915i,0.00044851+0.00083991i,0.001026+0.00065047i,0.00070851+0.00012929i,0.00023975+1.2127e-05i,0.00023243+0.00014042i,0.00015222+0.00074932i,-0.00046893+0.00089982i
0.001859+0.00083644i,0.0020433+3.8323e-05i,0.0023785-0.0010765i,0.00070746-0.001342i,-0.00072075-0.00047188i,-0.00033294+0.0010948i,0.00067897+0.0013096i,0.00094985+0.00063399i,-0.00023956-0.00060298i,-0.0015236-0.0014187i,-0.0015322-0.00072996i,-0.00072711+0.00054405i,-0.0003372+0.001203i,-6.972e-05+0.00093699i,0.00013658+0.00025952i,0.00053965-7.8123e-05i,0.00044934-3.869e-05i,-7.886e-05-5.3271e-05i,0.00019247-0.00029917i,0.00030517+0.00060448i,-0.00047028+0.001081i,-0.00087573+0.00089779i,-0.00032309+0.00047383i
0.00075174+0.00087075i,0.00020362-0.00010524i,-0.00020942-0.0012911i,-0.00027688-0.00021329i,-0.00051607+0.0018674i,-0.00041566+0.0012973i,-0.00053957+0.00040784i,-0.00026154+0.00052255i,-0.00066957+0.0010727i,-0.0016971+0.0013412i,-0.0010508+0.00058098i,-0.00025407-0.00044338i,-0.00032626-0.00051468i,-0.00068224-0.00041551i,-0.0013321-0.00027166i,-0.0010334-8.3901e-05i,0.00012518+0.00027821i,0.00065492+0.000858i,0.00038396+0.00065775i,-9.692e-05+0.00040591i,-0.00013971+0.00013472i,-0.00013868-0.00016254i,-0.0010855-0.00045792i
0.0014634+0.001659i,0.0015245+0.001155i,0.00085738+0.00074913i,0.00043453+0.00084189i,0.00052763+0.00064921i,0.00093563+0.00050258i,0.00048998+0.00039336i,0.00020772+0.00044685i,-0.00048816+3.0986e-05i,-0.001267-0.00019204i,-0.0006736+0.00026262i,-0.00020116+8.7932e-05i,-0.00023697-0.00014333i,-0.00091982+0.00017756i,-0.0012964+0.00011529i,-0.00043169+0.00034487i,2.1991e-06+0.0006421i,0.00039355+0.00049652i,0.00026815-0.00022957i,-0.00032626-0.00041818i,0.00014537+0.00021383i,0.00072523+0.0003802i,0.00046298-0.00023848i
-0.00037162+0.0011181i,0.00097176+0.00045902i,0.0010128+5.7983e-05i,-0.00042487+3.3467e-05i,-0.00053067-8.6393e-05i,0.00036166+2.0334e-05i,0.00018967+0.00042331i,-0.00070525+0.00049314i,-0.00081328+0.00094136i,-0.00029134+0.0006675i,-0.00040723-0.00017064i,0.0001914-0.00078309i,0.0010091-0.000929i,0.00046518-0.00052321i,-0.00045972-0.00021877i,-0.00034629-0.00038009i,0.0001985+0.0001101i,0.00055214+0.00018406i,0.00088251+7.7853e-06i,0.00078161-0.00020934i,0.0009478-0.00038086i,0.00056991-0.00046751i,-0.00047631-0.00041661i
-9.0338e-05+0.0017164i,0.00090255+0.0028233i,0.0020018+0.0041102i,0.0019926+0.0032156i,0.0018717+0.0014675i,0.0020308+0.00049854i,0.0011624+0.00036648i,0.0003034+0.00086925i,-0.00043247+0.00088852i,0.00013493+0.00046782i,0.00039557+0.00040318i,-0.0001359+0.00018472i,-0.0004742-0.00081446i,-0.0011354-0.00086546i,-0.001852-0.0003846i,-0.001353-0.00051847i,-0.00069591-0.00041046i,0.00026298+3.2168e-05i,0.0013661+0.00050491i,0.00055641+0.00083078i,-0.00036988+0.00018427i,-0.0010332-8.4048e-05i,-0.001149+2.4467e-05i
2.7065e-05+0.0001843i,-1.0177e-05+0.0002407i,0.00016822+0.00021407i,-0.0010624+0.00089808i,-0.0010856+0.00081085i,-0.00016319+0.00087983i,0.00015083+0.00086091i,-1.3814e-05+0.001054i,-0.0007385+0.0010313i,-0.001347-0.00022047i,-0.0014615-0.0005591i,-0.0016077+0.00026871i,-0.00096538-0.00012711i,-0.0004047-0.00072568i,0.00015862-0.00048925i,-0.00059439+7.4111e-05i,-0.0014507-0.00055073i,-0.00060509-0.0010562i,0.00043086-0.0003596i,0.00033274-2.6617e-05i,0.0004314+0.00062272i,0.00099541+0.0006376i,0.00068566-0.00018125i
0.000995+0.0014944i,0.00073401+0.0013632i,0.0012943+0.00043237i,0.0008084-0.00064641i,0.00012206-0.0008581i,0.00028023-0.0001786i,-6.2026e-05+0.00074632i,-0.00089667+0.00092095i,-0.0013637+0.00058556i,-0.0016233-0.00045245i,-0.00099127-0.0011365i,-0.0007874-0.00045903i,-0.0014792-0.00015074i,-0.0014417+0.0003818i,-0.00071721+0.0011707i,-0.00013103+0.00084223i,-0.00013852+0.00059968i,-0.00038759+2.6097e-05i,-0.00065093-0.00083374i,-0.00040866-0.00085799i,-0.00015251-0.00018997i,-0.00052352-0.00041636i,0.00029198-0.000384i
0.00078149+0.0010979i,0.00096197+0.0012963i,0.0014125+0.0020817i,0.0011688+0.0022224i,0.0010912+0.0013419i,0.00051296+0.00071876i,-0.00068908+0.00030363i,-0.001412+0.00010314i,-0.0013208+0.00043963i,0.00014872+0.00019093i,0.00051461-0.00024077i,-0.00057267-0.00032434i,-0.00080462-3.5742e-05i,-0.00089052+0.00058915i,-0.00088739+0.00095716i,-0.00025808+0.0010581i,-0.00019589+0.0010227i,-0.00060538+0.00051393i,-0.00064554-0.00034887i,0.00020357-0.00051755i,0.00066579+1.1877e-05i,0.0002865+0.0001874i,9.8172e-05-0.00045964i
-0.0017754-0.0014335i,-0.0017876+0.0012659i,-0.0029112+0.0028825i,-0.0029704+0.0025074i,-0.0013114+0.002887i,0.00070769+0.0030393i,0.0003805+0.0020346i,-0.0014125+0.00096379i,-0.0023996-0.00027191i,-0.0026088-0.00049905i,-0.0021824-0.0001918i,-0.0010361-4.7854e-06i,-0.00037514-0.00035404i,-0.00063533-0.0010382i,-0.0010117-0.00061922i,-0.00054637-0.00026456i,-0.00013818-0.0011145i,-0.00015512-0.0013079i,-0.00035667-0.00055163i,-0.00033616-0.00023392i,0.00018149-0.00078442i,0.00014898-0.0014987i,0.00048986-0.0012689i
-0.00012635-0.00040846i,0.00051863+8.8066e-05i,0.00098301+0.0006817i,0.00019036+0.0012403i,0.00024676+0.001286i,0.00060521+0.00074657i,0.00029924+0.00043652i,-0.00010609+0.00070118i,-0.00023129+0.0010945i,-0.0003361+0.00032492i,-0.00072445+4.9044e-05i,-0.0005075+0.00058156i,-2.7119e-05+0.00011915i,0.00050503-0.00054728i,0.00087654-7.0401e-05i,0.00065348-1.675e-07i,0.00018064+6.3066e-05i,4.9052e-05+0.00029025i,0.00046807+0.00011694i,0.00084403+0.0004259i,0.00058661+0.0001858i,-0.00045452-0.00047274i,-0.00093492-0.00024056i
-0.00022113+0.00032621i,0.00021642+0.0016234i,-0.00014624+0.0017018i,0.00012302+0.0010483i,0.00060733+0.0017333i,0.00038759+0.0021761i,0.00043302+0.0016592i,-0.0002245+0.0012463i,-0.00087944+0.00065777i,-0.0010239-0.00028202i,-0.00057084-3.7178e-05i,-0.00038667+0.00020569i,-0.00064616-0.0003362i,-0.0006451-0.00055439i,-0.00022635-0.00074448i,0.00049813-0.00051741i,0.0006784+0.00020204i,1.5982e-05+0.00020419i,8.9124e-05-0.00037057i,0.0012076-0.00020968i,0.0014499+0.0004447i,0.00060668+0.0007399i,0.00015162-0.00011927i
-0.00048313+0.00025994i,-0.00046312-0.00017993i,-0.00035682-0.00059011i,-0.00039428-0.00045052i,-0.00067285-0.00051216i,8.5057e-05-0.00010667i,-0.00034291+0.00063605i,-0.00057653+0.00067255i,7.8216e-05+0.00041379i,-0.00048261+0.00045486i,-0.0015824+0.00019818i,-0.0014068+0.00016347i,-0.00043693+0.00051002i,0.00023172+0.00019278i,0.00023629-0.00019072i,-4.7573e-05+4.9595e-05i,0.00025166+0.00034476i,0.00060149+0.00060952i,0.0001643+0.00054818i,-0.00027335+0.00027006i,-0.00046771+7.7801e-06i,-0.00039723+0.00050929i,-0.00026082+0.00050705i
-0.001078+0.00085056i,-0.00090448+0.0015362i,-0.00081118+0.0011633i,0.00027468+0.0006414i,0.00078672+0.00092595i,-0.00023265+0.001888i,-0.0010698+0.0016827i,-0.0015465+0.00118i,-0.0018016+0.00088662i,-0.001096+0.00052935i,-0.0004719+0.00042754i,-0.00085287+0.00050086i,-0.00051517+0.00031136i,-9.2655e-05-0.00018883i,7.2096e-05-9.5904e-05i,-0.00040819-0.0001838i,-9.5008e-05-0.00012391i,0.00025848+0.00034508i,0.00020548+0.00040026i,0.00042236-0.00012579i,-0.00028777-0.00010753i,-0.00072181-9.7195e-05i,0.00020347-0.00029201i
-0.001106+0.0021088i,-0.00064216+0.0028177i,-0.0013851+0.003136i,-0.00056586+0.001909i,0.0014724+0.0018029i,0.0021988+0.002189i,0.0012215+0.0015565i,-0.00083526+0.00025257i,-0.0013202-0.00064241i,-0.00056417-0.00057539i,-0.00028141-0.0013734i,-0.00051689-0.0018009i,-0.00116-0.00090228i,-0.001255-0.00043027i,-0.00083897-0.00015974i,-0.00021507+3.963e-05i,-0.00010081+0.00070365i,-0.00023168+0.00038894i,9.1412e-05-8.9295e-05i,0.00073089+0.00025771i,0.00064817-0.00014401i,4.1583e-05+0.00038934i,-0.00035077+0.0005938i
0.00077853-0.00067397i,0.00095733-0.0005133i,0.0013927+8.0041e-05i,0.00082477+0.00092136i,0.000251+0.0017356i,0.00029029+0.0022492i,0.00028775+0.0016046i,0.00015791+0.00093484i,-0.00017496+0.0013769i,-0.00017139+0.00077193i,-0.00031327-0.00077465i,-0.0008443-0.0010469i,-0.00071808-4.0306e-06i,-0.00027886+0.000325i,-0.00042755+0.00027589i,-0.00024423+0.00046533i,-0.00010013-0.00053033i,-0.0002086-0.00091833i,-0.0003887-0.0001337i,-0.00046842-0.00034343i,8.0269e-06-0.00040082i,-0.0001509+5.1705e-05i,-7.8577e-05+0.0005772i
-0.0004621+0.00011411i,-0.00013726-5.922e-05i,-0.00081238+7.1446e-05i,-0.00080493+0.00064553i,-0.00042235+0.001441i,-0.00012791+0.0016902i,0.00034121+0.0010518i,0.00077817+0.001053i,0.00069649+0.00093217i,0.00033078-0.00030462i,0.00042298-0.00098109i,0.00034084-0.00062321i,-0.00058253-0.00048803i,-0.00082521-0.00090342i,-0.00016149-0.00041848i,-0.00023178-0.00016062i,-0.00034657-1.02e-05i,0.00025194-0.00027728i,0.00031-0.0005512i,-0.00040097+0.00026537i,-0.00035339+0.00094347i,-0.00069579+0.00021455i,-0.0012312-0.00056275i
-0.00093621+0.00058925i,0.00025929+0.0020864i,0.0011271+0.0032059i,0.00037154+0.0029663i,6.7158e-05+0.0030506i,5.6765e-05+0.0032223i,9.0393e-05+0.0049039i,0.0015599+0.0064664i,0.0033776+0.0060478i,0.0045539+0.0036323i,0.0040393+0.00083089i,0.0031821-0.0012851i,0.0018724-0.0025106i,-0.00032858-0.0024468i,-0.0010465-0.0015233i,-0.00078947-0.00047045i,-0.00045114-2.6524e-05i,-2.0549e-05+0.00036664i,0.00042627+0.00094242i,0.00031709+0.00074464i,0.00021165+0.00022974i,9.3226e-05-0.00029579i,-0.0003148-0.00020013i
-0.0016479+0.00016975i,-0.0010229+0.0017443i,-0.001226+0.0028864i,6.3158e-05+0.0031145i,0.0024291+0.0033624i,0.0022007+0.0019607i,0.0001355-0.0012831i,-0.001734-0.0028075i,-0.0030199-0.0012323i,-0.0035617+7.2955e-05i,-0.0026685-3.6742e-05i,-0.0013475+8.5423e-05i,-0.0012834+0.00049982i,-0.001184+0.00029275i,-0.0010728+0.00057422i,-0.00091057-3.3053e-05i,4.1771e-05-0.00115i,0.00024551-0.0010064i,0.00034265-0.00020641i,0.0003614-4.1068e-05i,0.00020333+0.00011227i,0.00028887+5.978e-05i,0.0001093+0.00017241i
0.00013625+0.00027329i,-0.00083251+0.00063537i,-0.0015257+6.4957e-05i,-0.0018563+0.00070635i,-0.0013537+0.0022615i,0.00030307+0.0012072i,-0.00038946-0.00092397i,-0.0023184-0.0014492i,-0.0027001-0.0011636i,-0.0024714-0.00048183i,-0.0018786-0.0001836i,-0.00077677-0.00059794i,-0.00084766-0.00071895i,-0.0011591-0.00071949i,-0.00027253-0.00016508i,0.00091912+0.0003274i,0.00075056+0.00027027i,-0.00036289-0.00047372i,-0.0011301-0.00063668i,-0.00090149+0.00047761i,0.0002171+0.0014487i,0.00061754+0.00084888i,-0.00020595+0.00032844i
-0.00091404-0.00050389i,-0.00083844-0.001093i,-0.00016147-0.00045942i,9.249e-05+0.00063931i,-4.4037e-05+0.0014543i,6.9057e-05+0.0014161i,-1.7342e-06+0.00075156i,-0.0011655+0.00020828i,-0.0021982+0.00049424i,-0.0016574-0.00011209i,-0.00096706+1.0586e-06i,-0.0013001+0.00040767i,-0.0013137+0.00045555i,-0.00085256+0.00015351i,-0.00032951-0.00017312i,0.00029986-0.00043519i,0.00046937-0.00071103i,0.00041761-0.00050286i,0.00030821+7.2801e-05i,-0.00044038+7.5644e-05i,-0.00055696+0.00036583i,0.00046321+0.0011656i,0.0006077+0.0003821i
-0.00013882-0.0017439i,-0.00076127-0.00058117i,-0.0016942+5.1738e-05i,-0.0019619+0.00049689i,-0.0012515+0.0014834i,0.00033441+0.0015058i,0.00075311+0.00047452i,-0.00027996-0.00053388i,-0.0018334-0.00063409i,-0.0021545-0.00081459i,-0.0016284-0.0002047i,-0.0016058+0.00055189i,-0.0011815+0.00019622i,-0.00058502+0.00033313i,-0.00099092+2.5144e-06i,-0.00089875-0.00085794i,0.00030392-0.00057867i,0.0011161-3.6896e-05i,0.00085823-0.00043928i,7.7486e-05-0.00075378i,-5.4484e-05-0.00049269i,3.332e-05-0.00079204i,-3.462e-05-0.00076881i
-0.0011174-0.0014621i,-4.6182e-05-0.00030911i,0.00063078+0.0011132i,-9.9085e-05+0.0010607i,-0.00021211+0.001943i,0.0002701+0.0025304i,3.9552e-05+0.00081349i,-0.00085095+9.094e-05i,-0.0021653+0.00067217i,-0.0026675+0.00070435i,-0.00201+0.00020818i,-0.00051528+0.00041628i,0.00042973+0.00068059i,0.00031557+0.00058316i,-0.00042808-0.0003774i,-0.0010804-0.00094823i,-0.00025332-0.00070139i,0.00078491+0.00012551i,0.0011988+0.00027107i,0.0012947-0.00056957i,0.00053531-0.00068275i,-6.1654e-06-0.00042451i,-0.00022488-0.00016321i
-0.00058637+0.00073127i,-0.0002287+0.00014993i,0.00050123+0.00086172i,0.00046176+0.0015334i,0.00077876+0.0015965i,0.0012023+0.00057119i,0.00077671+0.00037145i,-0.00027424+0.0010201i,-0.0019611+0.0005982i,-0.0024026-0.00023367i,-0.0014023-9.1098e-05i,-0.0010093+0.00019248i,-0.00073943+0.00070992i,-0.0013037+0.00074326i,-0.0013671+0.0010313i,-0.0007614+0.001252i,-5.1718e-05+0.00031231i,-2.6437e-05+2.5676e-05i,-0.00022263+0.00045125i,0.00015851+0.00053124i,-9.901e-05-0.00035984i,-0.00039542-0.00098663i,-9.0354e-05-0.00077774i
-0.0010175+0.00065774i,0.00028002+0.00067397i,0.00025316+0.0010629i,-0.00086532+0.0016379i,-0.0016453+0.0016068i,-0.0010777+0.00047409i,-0.0002559+0.00027148i,-0.0010386+0.001419i,-0.001465+0.0019076i,-0.00087928+0.0010147i,-0.00052154+7.2141e-05i,-0.00061082+3.9918e-05i,-0.00061608+0.00050198i,-0.00044951+0.00056293i,-0.00054615+0.00051691i,-0.00039342-7.0268e-05i,-0.00032764-0.00060641i,-0.00056247-0.00052632i,-8.3592e-05-0.00076524i,0.00057773-0.00054735i,0.00075599-0.00019408i,0.0002718+0.0002758i,-1.1795e-05+0.00053086i
8.5255e-05-0.00014532i,0.00011192-0.0010099i,-7.3347e-05-0.0014188i,-0.0012771-0.0013662i,-0.0012577-0.00072213i,-0.00034221-0.00053458i,-0.00033664-0.00033118i,-0.00013968+0.00034179i,0.00020549+3.6008e-05i,-0.00030576-0.00063416i,-0.0012783-0.0006889i,-0.0017123-9.4614e-05i,-0.0011361-1.4613e-05i,-0.00026788-0.00029133i,-0.00010896+6.6426e-05i,-0.00028023+0.00066043i,0.00011804+0.00076964i,0.00060282+0.00034222i,0.0011455+0.00048874i,0.0011723+0.00080901i,0.00030086+0.00021223i,6.5517e-05+0.00044446i,-0.00030556+0.0010361i
0.0012834-0.00119i,0.00078973-0.0015858i,0.00089308-0.0011983i,0.00046992-7.3656e-05i,4.5256e-05+0.00075607i,0.00053071+0.0011401i,0.00011526+0.00070685i,-0.00083047-0.00021865i,-0.0009881-0.00087573i,-0.0018256-0.0007543i,-0.0025827-0.00060985i,-0.0012805-0.00067269i,0.00016576-2.9267e-05i,0.00010418-8.161e-05i,-0.00049608-0.00024882i,-0.00021608+5.9256e-05i,0.0004529-0.00019804i,0.00072094+3.3405e-06i,0.00078313+7.6631e-06i,0.00050714-0.00061564i,4.3003e-05-0.00012734i,-1.2333e-05+0.00056365i,8.8006e-05+0.00039227i
0.0010349-0.0021855i,0.0011701-0.00046626i,-0.000136+0.00065649i,-0.0024483+0.00097556i,-0.0029306+0.0012305i,-0.0010938+0.0014658i,-0.00035983+0.0010843i,-0.0005468+0.00016331i,-0.00091175-0.00013541i,-0.00086482+0.000241i,-0.00071511+0.00042874i,-0.00044359+0.00071559i,-0.00048296+0.00070283i,-0.00065045+0.00072343i,-0.00041062+0.00027549i,0.00055919-0.00033055i,0.00090813-3.7084e-05i,0.00017031-0.00031534i,0.00065132-0.00054817i,0.0012758-0.00035773i,0.0012137-0.00028427i,0.00064354-8.6195e-06i,0.00021482+0.00014739i
-0.0010747-0.00020431i,-0.00080641-0.0010174i,-0.0013089-0.00081762i,-0.0014596+0.00061836i,-6.5233e-05+0.0012281i,0.00084947+0.001096i,0.00034293+0.00036452i,-0.00078835-0.00092859i,-0.0011605-0.00094034i,-0.001623-0.00047794i,-0.0015931-0.0001273i,-0.0013276+0.00056074i,-0.0010768+0.00076019i,-0.0013508+0.000863i,-0.0017272+0.0008346i,-0.00099022+0.00033491i,0.00027625-0.00048583i,0.00061828-0.00025879i,0.00059027+0.00065557i,0.001076+0.00041239i,0.0015475-0.00013491i,0.00079532+0.00037186i,0.00016569+0.00066881i
0.00099167+0.00020671i,0.00043684-0.00065051i,2.4396e-05-0.00047525i,-0.00093755+0.00054945i,-0.001873+0.0015714i,-0.00062127+0.0024972i,0.00034822+0.0013928i,-0.00084836+2.1988e-06i,-0.0018292-6.4713e-05i,-0.00091569-0.00035786i,6.8393e-05-0.00022653i,-0.00030577+5.3854e-05i,-0.00025662-6.7462e-05i,0.00028163+8.4501e-05i,0.00045346-5.8194e-06i,0.00017363-0.00022221i,0.00017811+0.00021701i,0.00028507+0.00022662i,0.00084667-0.00020895i,0.00089908-0.00052421i,-8.8241e-05+0.00034712i,-0.00084887+0.00049684i,-0.00016637+4.8368e-05i
0.00032989+0.0028768i,0.00093996+0.0021764i,0.001769+0.00065683i,0.0020546+0.00021866i,0.0015137+0.00065033i,0.0011486+0.0010651i,0.00014008+0.0015181i,-0.00066124+0.00090889i,0.00010982+0.00038575i,0.00042024+0.00066954i,-0.0003892+0.0007777i,-0.00060098+0.0010787i,-0.0010529+0.00058696i,-0.0015561-0.00037831i,-0.0015911-0.00049641i,-0.00090126-0.00030047i,-7.6772e-05+0.00039025i,4.0532e-05+0.00061813i,0.00032417-0.00037358i,0.00054868-0.00030752i,5.6368e-05+0.00062005i,-0.00052667+0.00048834i,-0.00057501-0.00015802i
0.00070343-0.0021293i,-0.00030981-0.00092261i,-0.00074631-9.4126e-05i,-0.00084668+0.00063226i,-0.00037862+0.0018677i,0.00019246+0.00144i,-0.00019954+0.00024937i,-0.00079182-0.00015698i,-0.00093711-0.00036206i,-0.0014296-0.00052712i,-0.00083932-0.00050144i,0.00044594-0.00031038i,0.00043779+0.00028174i,0.00014184-8.6714e-05i,-0.00012628-0.00077735i,0.00034571-0.0004553i,0.00045653-0.00019682i,1.7161e-05+0.00010823i,0.00036295+0.00035226i,0.00063069+0.00036357i,0.00050427+5.0481e-05i,0.00044965-0.00016878i,0.00014971+7.2007e-05i
0.0011032-0.00083795i,0.00042125-0.0011192i,-0.0010225-0.00071933i,-0.0023171-3.1031e-05i,-0.0014464+9.2222e-05i,-0.00056461+0.00056014i,-0.0011931+0.0013862i,-0.0018337+0.0012225i,-0.0014265+0.00081519i,-0.001591+0.00086958i,-0.0021023+0.00078003i,-0.00066465+0.00031533i,0.00017636-7.4706e-05i,-0.00022767-0.00011604i,0.00015725-2.2026e-05i,0.00072055+0.00014222i,0.00079661+0.00016855i,0.00025796+0.00052738i,-0.00041086+0.00046367i,-7.1564e-05-0.00060611i,0.00054042-0.00073245i,0.00050607+0.00038612i,0.00047549+0.00045682i
0.00025221-0.0024315i,0.00053735-0.0024679i,-0.00018595-0.0024297i,-0.00084278-0.00030198i,-0.00087957+0.0022844i,0.00013416+0.003184i,0.0002115+0.0015287i,-0.0010016+2.4633e-05i,-0.0020528-0.00019272i,-0.0023961-0.00048475i,-0.0019483-0.00066984i,-0.00097558-9.9763e-05i,-0.00050648+4.3508e-05i,-0.00017344-0.0003082i,-0.00043004-0.00043647i,-4.087e-05-0.00033624i,0.00066748+0.00051983i,0.00021795+0.0010974i,-0.00025586+0.00030259i,1.0561e-05-0.0001538i,0.00010185+0.00031918i,-0.00039645+0.00040715i,-0.00067287+0.00033442i
0.00091104+0.001577i,0.0010502+0.0014435i,0.00067606+0.0010036i,0.00050403+0.0015258i,0.00015318+0.0013158i,-0.00021992+0.0011463i,-0.00051319+0.0007298i,-0.001341+0.00022361i,-0.0010693+4.1592e-05i,-0.00055956-0.00017191i,-0.0010424-0.00055018i,-0.0014313-0.0008315i,-0.00029779-0.0013876i,0.0005174-0.0014516i,0.00027499-0.00025986i,0.00017897-0.00028871i,0.00051828-0.00069638i,0.00072077-0.00058484i,0.00041935+0.00013673i,2.3592e-05+0.00066203i,-0.00015651+0.00032099i,0.00020995+0.00049847i,0.00043704+0.00060424i
-0.0023054+0.00038782i,-0.0020947+0.0002159i,-0.0021605+0.0014827i,-0.0021315+0.0023356i,-0.000921+0.0027042i,-0.00054072+0.0018376i,-0.00083997+0.00052029i,-0.0007854-0.00065223i,-0.0010626-0.00055536i,-0.0011256-0.0002394i,-0.0012477-0.00036365i,-0.00083434-0.00084444i,-0.00024122-0.0014136i,-0.00063922-0.0014557i,-0.0013966-0.0013674i,-0.0010019-0.00082825i,-0.00078284-0.00014125i,-0.00093912-0.00053669i,-0.00079665-0.00035415i,-0.0006529+0.00036932i,0.00011229+0.00057908i,0.00037516+0.00046287i,0.00068785+4.1227e-05i
0.00040526-0.00075388i,0.00033385-0.00031258i,0.00049797-9.8452e-05i,0.00064507+0.00053156i,0.00055812+0.0015758i,0.00037036+0.0024716i,0.00022302+0.0019681i,-3.44e-05+0.00055834i,-0.00066045-0.00024776i,-0.00072656-0.00021657i,-0.00073297-8.8022e-05i,-0.0003536+0.00028897i,-7.8533e-05+0.00067666i,-0.00074791+0.00025111i,-0.00032724-0.00071689i,0.00045701-0.0015436i,0.00081212-0.0011053i,0.00079008+0.00016039i,0.00064393+0.0010357i,0.00080288+0.00082745i,0.00062364+0.00015018i,0.00039776+0.00015277i,0.00021056+0.00048241i
0.0012256-0.00077779i,0.0011594-0.00064638i,-0.00029061-0.0011478i,-0.0014122-0.00070973i,-0.002078+0.00066576i,-0.0018932+0.00071289i,-0.00077925+0.00053564i,-9.3493e-05+0.00027773i,-1.8088e-05-8.4983e-05i,-0.00048678-0.00075347i,-0.00062501-0.0014672i,-0.00043895-0.00066444i,-0.00060968-5.8425e-05i,3.8947e-05-0.00021401i,0.00026952-5.1861e-05i,-0.00021406+0.00017444i,0.00032127+0.0003809i,0.00041162+0.0003252i,-7.382e-05+0.00019527i,-0.00065335+0.0003145i,-0.0010255-3.3221e-05i,-0.00020815-0.00012298i,0.00072263-0.00018565i
0.00083605-0.00035887i,0.0014011-0.0006259i,0.00064139-0.0011694i,-0.0010782-0.001362i,-0.0017086-0.00024302i,-0.00070414+0.00074544i,-0.00071664+0.0002898i,-0.0014383-0.00015949i,-0.0017774+0.00019948i,-0.0016547+0.00082597i,-0.0018429+0.00051241i,-0.0018384+0.00021266i,-0.0010217+0.00036795i,-0.00050213+0.00021875i,-0.00020559+0.00020135i,0.00070923+0.00024914i,0.0011553-4.1141e-05i,0.00059164+6.2772e-05i,9.346e-05-7.7767e-05i,-0.00027153-0.0010432i,2.0196e-05-0.0011482i,0.00060258-0.00083574i,-0.00020125-0.00096133i
-0.00011827-0.00084219i,-0.0010267-0.00059361i,-0.0020839-0.00043958i,-0.0024442+0.00013474i,-0.0016458+0.0012477i,-0.001107+0.0020806i,-0.00014799+0.0015094i,0.00038549+0.0010552i,-0.00017627+0.00063046i,1.4912e-05-0.00041205i,-0.00034822-0.0010599i,-0.00050348-0.00059642i,-9.8224e-05-0.0002765i,-0.00049557-0.0010903i,-0.00047623-0.00077891i,0.00026428-0.00025519i,0.000652-0.00030108i,4.2061e-06+9.1008e-05i,-0.00020633+0.00075107i,0.00038177+0.00095279i,0.00071118+0.00057555i,0.00066005+0.00044699i,0.0010111+0.001038i
5.2162e-05-4.7314e-05i,-0.00027643-0.00022159i,-0.00087543+0.00029824i,-0.00063846+0.00019772i,-0.00015626+8.0707e-05i,0.00068869-4.7042e-05i,0.00098276+6.3859e-05i,-0.00018962+0.00011883i,-0.0014751-0.00013545i,-0.0015335-0.00044003i,-0.00099279-0.0006317i,-0.00088877-0.0001779i,-0.0013986-0.00061261i,-0.0018684-0.0013668i,-0.0017298-0.00076204i,-0.00063688-0.00056986i,0.00043999-0.00032814i,0.0001182+9.6538e-05i,-0.00042823+0.0002042i,-0.00037488-0.00040007i,0.00044084-0.00045956i,0.00079577-0.00032271i,0.00054271-0.00058252i
0.001116-0.00074378i,0.00064627-0.00093151i,0.00066664-0.00020962i,0.00014762+0.0003685i,-0.00058934+0.00094961i,-0.00063224+0.0019453i,-0.00072859+0.0024014i,-0.00091718+0.0016655i,-0.0010891+0.00043863i,-0.00088615-3.3514e-05i,-0.00053958-0.00017416i,-0.00064089+0.00021602i,-0.00083953+0.000858i,-0.0010605+0.00057987i,-0.0011393-0.00042344i,-0.00051846-8.6523e-05i,0.00088807+0.0002154i,0.0016713+0.00011207i,0.00092899-0.00020065i,-0.00032436-0.00068594i,-0.00059808-0.00058166i,0.00021771-0.00050694i,0.00073684-0.00065861i
0.00065552+0.001258i,0.0011333+0.00086475i,0.0015461-0.00072558i,0.00059439-0.0011889i,-0.00049625+0.00014814i,-0.00093434+0.0012544i,-0.00070102+0.0012597i,-0.0005172+0.00073731i,-0.00094188-4.6867e-05i,-0.0010125-0.0011504i,-0.00073379-0.0012287i,-0.00053931-0.00046716i,-0.00074967+0.00011049i,-0.00078432-9.4602e-05i,-0.00030677-0.0005101i,0.00051144-0.00067331i,0.00066163-0.00079388i,-0.0004903-0.00020949i,-0.0011236+0.00013663i,-0.00089696+4.9694e-05i,-0.0002493+1.6223e-05i,-6.2453e-05-0.00017443i,3.3913e-05-0.00039671i
