-0.0012466+0.0012536i,-0.00098189+0.0019146i,-0.0019467+0.001632i,-0.0027032-3.3645e-05i,-0.002527-0.00091105i,-0.0017175+0.00030518i,-0.00047456+0.0016758i,0.00086493+0.0018444i,0.0017984+0.0015608i,0.0018758+0.00074633i,0.00178+0.00082856i,0.0010489+0.0007483i,8.7444e-05+0.00017188i,-0.00026846+0.00017623i,-0.00056002-0.00018398i,-9.0609e-05-0.0006704i,0.00020225-0.00055221i,0.00054259-0.00027024i,0.00028397-0.0001572i,-0.00036001-0.00014409i,-0.00017449-0.00011726i,-0.00022237-1.0532e-05i,-0.00041146-0.00060412i
0.001238-0.00047404i,0.0013167+0.00013823i,0.0011752+4.9527e-05i,0.00037297-0.00065488i,-6.5723e-05-0.00038128i,-0.00085082+0.00083087i,-0.00060749+0.0013287i,0.00016853+0.0011157i,0.00041871+0.00037362i,-3.8114e-05+8.95e-05i,-0.00085475+0.00014197i,-0.00066466-0.00019301i,0.00050139+0.00048695i,0.00080006+0.001272i,0.00021323+0.0011607i,5.5397e-05+0.00080048i,0.00024167-3.7129e-05i,0.00011664-0.00067092i,0.00066146-0.0006615i,0.00087167-0.00087277i,2.3962e-05-0.00090539i,-0.00016991-0.00066706i,0.00020458-0.00071904i
-0.0007734-0.0010975i,-0.00043895-0.00037014i,-0.00078925+0.00075737i,-0.00032298+0.00068159i,0.00058864+0.00052208i,0.0011072+0.00022814i,2.242e-06-7.5484e-05i,-0.00033358+0.00071268i,0.00065974+0.0011098i,0.00056522+0.00036162i,-0.00035053+0.00021224i,-0.0009738+0.00074723i,-0.0011086+0.00050352i,-0.00016586-0.00080779i,0.00049258-0.00079452i,0.0001015-0.0004703i,0.00029317-0.00025872i,0.00050619-0.00062288i,9.9011e-05-0.00078008i,0.00015062+0.00016389i,-0.00059946+0.0003365i,-0.00067806+0.00012575i,0.00016546+5.0406e-05i
-0.0015039-0.00078525i,-0.0010821-0.0014266i,-0.0010875-0.00079635i,-0.00103-0.00054195i,-0.0004756-0.00032277i,0.00016346-0.00010909i,0.00058797+0.00039562i,0.00059292+0.0009671i,-0.00019914+0.00081457i,-0.00062504+0.00072135i,-0.00089136+0.00029472i,-0.00074639+0.0002398i,-0.00064817+8.2358e-05i,-0.0006936+0.00025365i,-0.0005047+0.00010456i,-0.00041635-0.00040079i,-0.0001741-0.00021539i,0.00018431+0.00016195i,0.00012591-8.239e-05i,0.00029669+9.4194e-05i,0.00058533-0.00035748i,0.0010475-0.0016225i,0.0006666-0.0011888i
0.0018931+0.00012242i,0.0013534+0.00094266i,0.0017019+0.00025192i,0.0011912-0.00072112i,-0.00012969-0.00097588i,-0.00067966-0.00072981i,-0.00019624-0.00075075i,0.0010049-0.00084315i,0.0020468-0.00036701i,0.0015846+0.00015023i,0.00029945-1.2396e-05i,9.0618e-05-0.00041426i,0.00012068-0.00081207i,7.7936e-05-0.00060061i,0.00026441-0.00011185i,0.0003189-0.00049434i,0.00027491-0.00062819i,-0.00037512-0.00034371i,-0.00045887+6.3548e-05i,-0.00038637+0.0006601i,-0.0010071+0.00025357i,-0.00047118-0.00081475i,0.00075628-0.0013269i
-0.00049454+0.00048641i,-0.00010612+2.4969e-05i,0.00074071+0.00025533i,4.4456e-05+0.00032042i,-0.00089624+1.0238e-05i,-0.00097852+0.00066176i,-0.00088325+0.0018113i,-0.0006843+0.002055i,0.00030728+0.0017742i,0.0012209+0.00036776i,0.0009722-0.00020213i,6.294e-05+8.4827e-05i,8.6001e-05+6.439e-05i,0.00075379+1.2736e-05i,0.0014837+5.4234e-05i,0.00087106-0.00017261i,-0.0001826-0.00069703i,-9.1213e-05-0.00068433i,-9.306e-05-0.00022484i,-0.00076572-0.00026589i,-0.00042285-0.00049066i,-0.00048771+0.00012559i,-0.0010757+0.0010075i
0.0022271+0.00060878i,0.0016602+0.0004268i,0.0017195-5.4004e-07i,0.0019353-0.0008i,0.0017046-0.0014445i,0.0010142-0.0012625i,0.00027106-0.0003994i,0.00089187+0.00068155i,0.0017799+0.001063i,0.0013562+0.0006105i,0.0010773+0.00030196i,0.00039862+0.00035589i,-0.00062079+0.00031095i,-0.00045158+7.7376e-05i,3.5432e-05-6.9669e-05i,0.00042805-0.00015371i,0.00048303-4.489e-05i,0.00046849+0.00015056i,0.00082868-0.00024092i,0.00051809-0.00050747i,-0.00017808-8.2276e-05i,7.2371e-05+0.00025671i,0.00033277+9.6299e-05i
0.0011451+0.00035634i,0.0010764+0.00063591i,0.00038786-0.00058098i,-6.1102e-05-0.00096369i,0.00016342-0.00054588i,4.5428e-05-7.7322e-05i,-0.00036707+0.00068887i,0.00031473+0.0010559i,0.0014391+0.0011213i,0.00052572+0.00085126i,-0.00086167+0.00017708i,-0.0008167-0.00030344i,-0.00039611+0.00020207i,-0.00039613+0.00037747i,-0.00026786-0.00018463i,0.00028962-0.00051814i,0.00029057-0.00036001i,-0.00051481-3.1268e-05i,-0.00057321+0.000331i,-0.00031331+0.00030686i,-0.00039753+0.00030522i,0.00036689+1.1598e-05i,0.00098483-0.00034424i
-0.00046424-0.00038822i,3.8014e-05-0.00051235i,0.00082866-0.00090332i,0.00080729-0.00051258i,0.00025175+0.00023235i,-1.7729e-05+0.0012228i,-0.00040252+0.0016355i,-0.0004436+0.001057i,0.00019018+5.5895e-05i,0.0004266+0.0001209i,0.00019339+0.0008805i,0.00029612+0.00057003i,9.5666e-05+0.00012166i,-0.00021056+0.00021581i,-0.00010245+4.63e-05i,1.4664e-05-0.00020692i,0.0002536-0.00026152i,0.00036026-3.3656e-06i,-2.9604e-05-0.00018854i,8.445e-05-0.00049167i,0.00049913-0.00048421i,0.00054847+0.00038575i,0.00079335+0.00026197i
0.0013431-0.0010514i,0.0018304-0.0010517i,0.0017894-0.00193i,0.00034291-0.0018733i,-0.0014024-0.00084118i,-0.0013664+0.00028325i,-0.00061531+0.00056272i,-0.00012264+0.00051904i,0.00061992+0.00070694i,0.00020171+0.0010576i,-0.000625+0.0011294i,-0.00015445+0.00068719i,0.00033512+0.00010283i,0.00024005-0.000318i,-0.00023819-0.0004333i,-4.8952e-06-0.00070782i,0.00058082-0.00044737i,0.0008317-9.8503e-05i,0.00063168+0.00022963i,-0.00052959+0.00039398i,-0.0011774+0.0002789i,-0.00063627-4.1757e-06i,0.00035358+0.00011539i
-0.0017221-0.0016084i,-0.0015971-0.0010516i,-0.0016174-0.00066128i,-0.0014874+0.00043747i,-0.00074857+0.0020555i,-0.00026825+0.0025046i,-9.2138e-05+0.0014405i,0.00080985+0.00043905i,0.0010998+0.00022212i,0.00088939+0.0010373i,0.00052814+0.0012779i,0.00042147+0.00056302i,0.00083512-8.3702e-05i,0.0010597-0.00028528i,0.00060686-2.0994e-05i,0.00017974+0.00043402i,-0.00033037+5.0254e-05i,-0.00063334-0.00049893i,-0.00067762-8.7624e-05i,-0.0002086+0.00011394i,0.00065802+0.00025794i,0.00044248+7.778e-05i,-0.00041272+0.00024757i
0.00091188+0.00095212i,0.0019955-0.00040079i,0.0017958-0.00071587i,0.00054008-0.0016529i,0.00034914-0.0023907i,0.00025661-0.0016683i,-0.00041283-0.00021168i,-0.00029524+0.00051932i,0.00057845+0.00099178i,0.00046808+0.00066309i,4.5849e-05+9.2267e-05i,1.481e-05-0.00033704i,0.00019184-0.00050961i,0.00018522-0.00019815i,-0.00051297-0.00082715i,-0.00035929-0.0012309i,-0.00034748-0.00089405i,-0.0004102-0.0004404i,-0.00034009+0.00035458i,0.00029011+0.0001381i,0.00070161-0.00012875i,0.00036463-0.00012583i,8.3073e-05-0.00073807i
0.00072487-0.00033216i,0.00099829-0.00031385i,0.0011209-0.0010994i,0.00018355-0.00089588i,-0.00057341-0.00051723i,-0.00070617-0.00013917i,-0.00020013+0.0010281i,-1.2306e-05+0.0011558i,0.00022778+0.00051411i,0.00038942+5.5591e-06i,-0.0003286+0.00037908i,-0.00040379+0.00062654i,-0.00047618+0.0010415i,-0.00054237+0.0013793i,0.00043616+0.00078402i,0.00066501+0.0002336i,0.00017481-0.00068832i,0.00023737-0.0011396i,0.00044248-0.00063364i,0.00035631+0.00021213i,4.9425e-05+0.00048192i,-0.000155+0.00011398i,0.00010543-0.00023469i
-0.0010218+7.8141e-05i,-0.0011535-0.0011007i,-0.0013051-0.00057881i,-0.00071753+0.00018553i,-0.0001692+0.00051852i,0.0003341+6.0172e-05i,-0.00014429+9.1563e-05i,-0.0008078+1.2098e-05i,-0.00016151-0.00065475i,0.00048638+0.00020262i,0.00032319+0.00089808i,0.00019158+0.00050757i,9.2159e-05+0.00050424i,0.00015346+0.00012287i,0.00025045-0.00069841i,-2.393e-05-0.00078539i,0.00028098-0.0012131i,0.00033637-0.001538i,-0.00049485-0.00065621i,-0.0005382-0.00027058i,-4.4784e-06-0.00066078i,-0.00010793+0.00033261i,-0.00016727+0.0010015i
0.00085747+0.0015366i,0.0006406+0.0014831i,9.8836e-05+0.00060697i,0.00050279+5.1802e-05i,0.00070299-0.00030607i,-0.00017484-0.00020745i,-0.00066861+0.00016892i,-0.00017488-8.0567e-05i,0.00080572+2.8768e-05i,0.0013999+9.346e-05i,0.00088383+0.0003272i,0.00035827+0.00059858i,-4.4603e-06+0.00032411i,-0.00049243+5.8259e-05i,-5.4351e-05-5.3848e-05i,0.00062228-1.2605e-05i,0.0003338-0.00046147i,0.000286-0.00075929i,0.00073887-0.00046627i,0.00054746-0.00011699i,6.998e-05-0.0003401i,0.00050255-0.00068058i,0.00041875-0.00022398i
-0.00079851-0.00076367i,-0.0012568-0.0012947i,-0.00078105-0.0010437i,-0.00053359-0.00088324i,0.00035396-0.00067705i,0.00057447-0.00018006i,5.157e-05+0.00044865i,0.00059974+0.00031624i,0.00058542+1.2694e-05i,0.00010863+0.00049411i,-0.00050494+0.00066003i,-0.0013352+0.00030637i,-0.0013846+0.00017705i,-0.00013045+4.3277e-05i,0.00014988-5.0999e-05i,0.00015819+6.0706e-05i,0.0001965+0.00045775i,-0.00044092+0.00052927i,-0.00049082-0.00028117i,-0.00029577-0.00075129i,-0.00037464-0.0004975i,-0.00021915-0.00020155i,0.00044103+0.00025982i
0.0011746-0.00024622i,0.0013685+1.697e-05i,0.00052156-0.00019889i,-0.00025916-0.00019812i,-0.00054545-0.0002026i,-0.00059198+5.1401e-05i,-0.00060191+0.0012971i,-0.00055176+0.002021i,-7.0981e-05+0.0015678i,-1.5589e-05+0.00092977i,-0.00034023+0.00047059i,-0.00034363+0.00091371i,3.908e-05-1.3298e-05i,-0.00039852-0.001534i,-0.00066277-0.001033i,-0.00021839+0.00028182i,7.8182e-05+0.00051527i,3.3705e-05-0.00025878i,-0.00058561-0.00066405i,-0.00087747-2.1319e-05i,-0.00067544+6.6123e-05i,-0.00041502-0.00013179i,-0.00055341-8.8922e-05i
-0.00092635+0.00020183i,-0.00095638+0.00077345i,-0.00039985+0.0020869i,0.00017303+0.0016922i,0.0008134+0.00082868i,0.00088824+0.00011704i,0.00072645-0.00013493i,0.0008069+0.00034983i,0.00052701+0.00040771i,0.00069872-0.00025865i,0.00049449-0.00019913i,-0.00067835+0.00078209i,-0.0008532+0.0010521i,-0.00039137+6.6956e-05i,0.00012996-0.0008619i,0.00054123-7.1198e-06i,5.9098e-05+0.0010831i,-0.00050393+0.00093655i,-0.00026888+0.00091511i,-0.00016934+0.00064295i,-0.00025582+0.00086701i,-6.0685e-05+0.00023256i,-7.5345e-05-0.00078563i
-6.8239e-05-0.002094i,-0.0010935-0.0029417i,-0.0019102-0.0026218i,-0.0013954-0.0018924i,-0.0011817-0.0010682i,-0.0012464+0.00017438i,-0.00054019+0.00078378i,0.0006048+0.00051801i,0.00053767+0.00017218i,-2.7188e-05-0.00044233i,-6.2242e-06-0.00067879i,0.0001387-0.00028355i,-5.7718e-06-0.00026233i,-0.00059544-0.00086934i,0.00013061-0.0010137i,0.00026887-0.00083523i,-0.00022778-0.0010121i,0.00032128-0.00081204i,0.00019899-0.00059857i,-0.00047725-0.00091023i,0.00034457-0.00071144i,0.00037527-0.00034925i,-0.00017369-0.0004221i
2.8143e-05+0.0010685i,-0.00019596+0.0025611i,-0.00072206+0.00134i,-0.00059233-0.00032745i,-0.00066698-0.00042968i,-0.00067621+0.00052921i,0.00024491+0.0011283i,0.00041701+0.00084597i,-0.00064887+0.0006883i,-0.00054334+3.0359e-05i,-0.0002092-0.00029856i,-0.00023351+0.00025163i,-0.00021792+0.0007577i,-0.00047775+0.00029466i,-0.00055268-0.00042787i,0.00063038-0.00048111i,0.0011846+0.00016703i,0.00054815+0.00052128i,-0.00022811+0.00051933i,-0.00065207+0.00074012i,-0.00019635+0.00031862i,-4.1959e-05-0.00012394i,0.00015903+0.00010768i
-0.0010006-0.00043192i,-0.00016174-0.00080551i,0.00071484-0.00074856i,0.0010603-0.00069019i,0.0015955+3.027e-05i,0.0014444-3.7491e-05i,0.00031814-0.00065192i,-2.0233e-05-0.0002512i,0.00025919+0.0012957i,0.00067367+0.0012691i,0.001125+0.00060642i,0.0010161+0.00097487i,0.00073866+0.00029646i,0.00072929-0.00091683i,0.00090965-0.0011067i,0.00097507-0.00013655i,0.00038036+0.0010547i,4.9684e-05+0.00082921i,-2.2166e-05+0.00045532i,-0.00015794+0.00044969i,6.94e-05+0.00052026i,-0.00015863+0.0007525i,0.00014322+8.3174e-05i
-0.0001599+0.0010155i,-0.00086319+0.0016067i,-0.00057179+0.0003706i,0.00042622-0.00054048i,0.00085378-0.00045165i,0.00027617-0.00047819i,-5.9587e-05+0.00027745i,3.7757e-05+0.00085862i,0.00020766+0.00055173i,4.4134e-05+0.00012668i,-0.0002995-0.00064182i,-0.00036816-0.00065777i,-0.00046064-0.00039341i,-0.00071313+0.00021475i,-0.00057896+0.0010591i,0.00019672+0.00062192i,0.00045982-0.00040456i,0.00012194-0.00065159i,-0.00019874-0.00064169i,-0.00065294-0.00055565i,-0.00075447-0.00027468i,-0.0004831-3.2684e-05i,0.00067792+0.00021381i
-0.00021844-0.0010041i,-7.9451e-05-0.0001576i,-0.00058644+0.0014455i,-0.00023625+0.00053482i,0.0011869-0.00042924i,0.0014557-0.00040686i,0.0003871-0.00012595i,0.00012408-9.5791e-05i,0.00067089+0.00011288i,0.00012171+0.00048589i,-0.00090967+0.00012435i,-0.0010648-0.000389i,-0.00037678-0.00021084i,-5.8806e-05+0.00040755i,-0.00037059+0.00049335i,0.00051397+5.6999e-05i,0.0020889+3.411e-05i,0.0012612-0.00027223i,-0.00049152-0.00015551i,-0.0013894+0.00033468i,-0.0014934+0.00032263i,4.0279e-05+0.00027067i,0.001007+0.00035913i
0.0010834+0.0010386i,0.0013353-0.00023681i,0.0019937-0.0011927i,0.0017139-0.0013482i,0.00040887-0.0012825i,-0.0006941-0.00080689i,-0.00069404-0.00016648i,-0.00037889+0.00036938i,4.691e-05+0.00066865i,0.00068581+0.00088023i,0.00052565+0.00042723i,-0.00011063-0.00027247i,0.00036089+8.5432e-05i,0.0011217+0.00033755i,0.00097433+9.45e-05i,0.00035574+0.00021598i,0.00026253-2.2922e-05i,-0.00017118-0.00061995i,-0.00031443-0.00046673i,0.00029759-0.00027199i,0.00089713+0.00029888i,0.0014956+0.0016162i,0.00094092+0.0013268i
-0.00062198-0.0011639i,-0.00028473-0.00022484i,-0.00016927-0.0002115i,-0.00013764-0.00076863i,-0.00025144-0.00072262i,-6.4441e-05+0.00031292i,-0.00024589+0.00093168i,0.00031929+0.00028068i,0.0012794+0.00029736i,0.00096564+0.0007122i,0.00024853+0.0004314i,0.00027404+0.00035951i,0.00043405+0.00050602i,-0.00015259+0.000293i,-0.00030337+0.00032317i,-0.00011289+0.00043662i,-0.00033855+0.00020335i,-0.00033376+4.7324e-05i,-8.4628e-05-0.00018719i,-0.00036243-0.00049095i,-0.00037722+6.2444e-05i,0.00013881-2.2009e-05i,0.00053331-0.00051977i
-0.00046249+8.382e-05i,0.00025843+0.00092405i,0.00032605+0.0015991i,5.9996e-05+0.0021156i,-3.6556e-05+0.0020473i,-0.00035388+0.0015369i,6.7568e-05+0.00078121i,0.0004787-0.00030992i,9.0104e-05-0.00051762i,-0.00066424+0.00023613i,-0.00085759+0.00025981i,-0.00028742+0.00043524i,-0.00012326+0.00042337i,-0.00022778-0.00062411i,-0.00049073-0.0010675i,-0.00040142-7.2512e-05i,-0.0001772+0.0003878i,0.00010516+0.00020833i,0.00018444-1.553e-05i,-0.00030856+0.00052196i,-0.00091611+0.00033691i,-0.0001072-0.00094527i,0.00027419-0.0008769i
0.0002001-0.00055116i,9.3257e-05-0.00080094i,0.00032527-0.0016298i,0.00012331-0.0018094i,-0.0001629-0.001278i,7.1295e-05-0.0006701i,-9.2305e-05-0.00034209i,0.00066854+0.00020284i,0.0012875+0.00029464i,0.0010575+8.2143e-05i,0.00021274-0.0004193i,0.00018248-0.00045947i,0.00066915-8.3898e-05i,0.00073256-0.00026015i,0.0011815+7.5896e-07i,0.00064139+5.4254e-05i,-0.0004118-0.00017759i,-0.00074542-0.00062303i,-0.00061724-0.00071023i,-7.7744e-05-0.00024576i,-8.3913e-06-0.00021304i,7.2163e-05+1.1713e-05i,0.00019189+0.0006952i
0.0012198-0.0011314i,0.00051218-0.00056376i,-0.00015518-0.00061516i,-0.00060569+0.00039724i,-0.00093803+0.00085992i,-0.00058381+0.00070099i,0.00044786+0.00073479i,0.00055286+0.00025296i,-0.00037406+9.3822e-05i,-0.0011817+0.00042775i,-0.0011242+0.00016759i,-0.00095667-0.00010659i,-0.00094486-0.00036742i,-0.00024012-0.00033342i,0.00020152+0.00015519i,0.000303+0.00082053i,4.1373e-05+0.00080976i,-0.00017485-0.0002981i,0.00044365-0.00044366i,0.00079318+0.00010393i,0.0001267-3.4789e-05i,0.00011377-0.00012502i,0.00060607+0.00021421i
-0.00073052-0.00062914i,-0.00037587+0.0013677i,-0.00054978+0.0010621i,-0.00038563+0.00069691i,-0.00030971+0.0010142i,-0.00024283+0.0011532i,0.00054577+0.00139i,0.0009594+0.0011301i,0.00059063+0.00058232i,-3.343e-05+0.00012827i,5.8267e-05-0.00029039i,0.00059773+0.0004587i,0.00055601+0.00089708i,0.00042069+0.00032885i,9.7951e-05-0.00047988i,-8.849e-05-0.00047509i,0.00048788+0.00024981i,0.00089685-0.00035749i,0.00058195-0.00087453i,0.00022925-0.00032759i,-6.9846e-05-0.00015344i,0.00031072-0.00042663i,7.262e-06-5.2448e-05i
-0.00041846+0.0015144i,0.0001536+0.0016318i,0.0011888+0.0018815i,0.0020178+0.0013101i,0.0020769+0.00047429i,0.0011913-0.00071414i,-1.7328e-05-0.00041185i,3.8451e-05+0.0014229i,0.00040191+0.00182i,4.0453e-05+0.00033515i,0.00018965-0.00020357i,0.00069829+0.00041488i,0.00059592+0.00082768i,0.00047175+0.0004964i,0.00039365-3.2863e-05i,-0.00047007-6.7065e-06i,-0.00027864+0.00043577i,-8.2078e-05+0.00052884i,-0.00071759+0.00045472i,-0.0006855-0.00012355i,-0.00052616-0.00023146i,-7.8019e-05-0.00044482i,0.00064622-0.00060106i
-1.5551e-05-0.00016206i,-7.5432e-05+0.0006667i,-0.00042605-0.00016586i,-0.0012413-7.7768e-05i,-0.0014063+0.0007098i,-0.00098242+0.001341i,-0.00051717+0.0016479i,0.00068717+0.00036357i,0.00068326-7.5674e-05i,-0.00039895-9.126e-05i,-0.00041388-0.00035872i,-9.9498e-06-0.00019351i,-0.00027622-0.00041382i,-0.0010385-0.00054412i,-0.0010277-0.00022954i,-0.00060254+0.00038213i,-0.0006781+0.00090043i,-0.00023297+0.00029819i,2.1964e-05+3.0034e-05i,-0.00063223-0.00017945i,-0.00092683-0.0003204i,-0.00081605-0.00047915i,-0.00035106-0.00056972i
0.00030558-0.00029094i,0.0014295+0.00041762i,0.0011984+0.0013557i,5.7327e-05+0.0019855i,-0.00014892+0.0016015i,0.00047352+0.00068374i,0.00019995+0.00015622i,-0.00015743+0.00032688i,0.00019753+0.00065835i,0.00030089+0.00044166i,-0.00033526+0.00016998i,-0.00024358-0.00024868i,0.0004356-0.00037947i,0.00074898-0.00039212i,0.00088334-0.00077577i,0.0006685-0.00069219i,0.00014578+0.00029929i,-0.0004825+0.0010783i,-0.00064126+0.00089043i,-0.00033168-0.00015059i,-0.00036736-0.000662i,-0.00028535-0.00012639i,0.00042758+0.00035064i
0.0011618+0.00024034i,0.0011779-3.6272e-05i,0.00049257-0.00093456i,0.0001536-0.00093314i,-0.0005286-0.00011111i,-0.00082108+0.00068359i,0.00042332+0.00098379i,0.00063575+0.00078054i,3.217e-05+0.0011221i,-0.00014196+0.0012208i,7.332e-05+0.00080267i,0.00048697+0.000672i,4.5538e-05+9.3047e-05i,3.5508e-05-0.00064039i,0.00023038-0.0013795i,0.00072228-0.0015789i,0.00085298-0.00093052i,0.00011743-0.0002787i,-0.00012425-0.00029471i,0.00027775-0.0004394i,0.00019983-0.00052183i,-0.00044721-0.00077976i,-7.2235e-05-0.00092949i
-0.00035665+3.6433e-05i,0.0002496-0.00063944i,-9.1217e-06-0.00089055i,-0.00069429-0.0003461i,-0.00075912-3.0885e-06i,-0.00076142+0.00051834i,-0.00078752+0.0010665i,-0.00020193+0.0016127i,0.00016281+0.0013632i,0.00021091+0.00022227i,-9.879e-06-0.00018507i,-0.00057843-5.7794e-05i,-0.00064596-0.00064045i,-2.7314e-05-0.0011558i,-0.00013198-0.00078997i,-1.6714e-05-0.00012458i,0.00064921+0.00052268i,0.0014627+0.00067958i,0.0009209+0.00060137i,0.00023644-0.00021054i,0.00014811-0.00082595i,-8.4276e-05-0.00023367i,-7.6103e-05+0.00015952i
-0.00021537-0.00012876i,-0.00059779+0.00055116i,-0.0013842+0.0011784i,-0.0019142+0.00069132i,-0.001858+0.00067641i,-0.0010035+0.0012532i,0.0001929+0.0017973i,0.0011175+0.001502i,0.0015027+0.00086059i,0.0010764+0.0010011i,0.00074576+0.0010441i,-0.00031418+0.00054638i,-0.00069246-2.2886e-05i,9.598e-05-0.00037599i,0.00037244-0.00026319i,0.00014945+0.00042881i,-0.00049643+0.00030548i,-0.0012132+2.7778e-05i,-0.00085176+0.00066289i,0.00011647+0.00074165i,0.00055824+0.0011126i,0.00074387+0.0011083i,0.00094372+0.00054024i
0.0022205-0.0014938i,0.0016296-0.00115i,0.00033098-0.001522i,-0.00035208-0.0012624i,-0.00091442-0.0012304i,-0.00099342-0.00050082i,0.00010047+0.00094372i,0.00086185+0.0013303i,0.0010599+0.00082862i,0.00059055+6.3673e-05i,-0.00013686-0.00010392i,-9.2809e-05+0.0001545i,-0.00063351+1.4888e-05i,-0.00078429+5.1834e-05i,-0.00051885+0.00063868i,-3.4568e-06+0.00019042i,0.00075125-0.00061539i,-0.00018314-0.00026717i,-5.3164e-05+7.6953e-05i,0.00057229+0.00052743i,-0.00026674+0.00090982i,0.00010932+0.00048887i,0.00095446+0.000332i
0.00034265+0.00058981i,-0.00022313+0.00015149i,0.00078191+0.00040474i,0.0013672+0.00064881i,0.00089752+0.0012132i,0.0003217+0.0014661i,-0.00044173+0.0010067i,-0.0003274+0.00082476i,0.00070176+0.00062243i,0.00086504+0.00012165i,0.0009013+0.00037872i,0.0013143+0.00011358i,0.00075066-0.00038702i,-5.1786e-05-6.703e-05i,0.00015853-0.00076871i,0.00053216-0.0015361i,0.00044322-0.0010974i,0.00094109-0.00015503i,0.00071233+0.00027468i,0.00062911+0.0001228i,0.00095144-0.00014801i,0.00034463-0.00019858i,-0.00013597-0.00024462i
0.0016846-0.00091529i,0.0021007-0.00025189i,0.00093343+9.1467e-05i,-0.00031381+0.00042679i,-0.0010482+0.00091141i,-0.0015917+0.0010906i,-0.0011378+0.00073195i,-9.5528e-05+0.0010898i,0.0007592+0.00045633i,0.0011905-0.00022085i,0.0011803+0.00013486i,0.00095111+7.7638e-05i,0.0008187+9.5814e-05i,0.00046291+0.00060547i,0.00060815+0.00078643i,0.0011146+0.00063091i,0.00097759+7.4771e-05i,0.0007572+0.00012675i,6.8056e-05+0.00028471i,-0.00021742-2.8622e-05i,0.00015956+0.00011041i,-4.2687e-06-0.00026048i,3.784e-05+0.00014025i
-0.0017249-0.00016865i,-0.0018299-0.0011028i,-0.00085522-0.0010476i,-0.00079756-0.00018141i,-0.0010084+0.00024339i,-0.00018814+3.8691e-05i,0.0001293-6.7497e-05i,-0.00011765-3.9335e-05i,0.0004704+0.00039934i,0.00071593+0.0008997i,0.00022828+0.00043862i,0.00020542+0.00026332i,0.00035174-0.00021933i,0.00046516-0.00094018i,9.215e-05-0.0011136i,0.00016377-0.0012781i,0.00080916-0.0012774i,0.0002887-0.00062308i,-1.2509e-05+5.1708e-05i,0.00036009+0.00021846i,0.00020331+0.00054655i,0.00015955+8.0496e-05i,0.00056561+0.00022471i
-0.00069117-0.00065403i,0.00039443+0.00056685i,0.00039287+0.0014878i,0.00034156+0.0011882i,0.00031798+0.0010178i,-8.5415e-05+0.00040504i,-0.00040585+0.00020899i,6.0416e-05+0.00078485i,0.00062148+0.00060486i,0.00028541+0.00059571i,-0.00043401+0.00094037i,-0.00019374+0.00015254i,3.0882e-05-0.00055197i,-0.0005049-0.00052348i,-0.00036004-0.00076051i,0.00018454-5.3886e-05i,0.00044725+0.0010877i,0.00032332+0.00064084i,-0.00020325-0.0010275i,0.00014541-0.00090406i,6.8554e-05-0.00037043i,-0.00020953-0.00089117i,0.00023624-0.00083397i
-0.0013528+0.0018911i,-0.0008036+0.00019158i,0.00056989+2.6526e-05i,0.0014058-0.00014746i,0.00057054-0.0011415i,-0.00045512-0.0009817i,-0.00089879+0.00010684i,0.00014427+0.00089374i,0.0012095+0.00073447i,0.00078267+0.00027046i,-0.0001957+0.00045804i,-0.00024463+0.00035478i,0.00017633-0.00025656i,0.00065828-0.00089814i,0.00023157-0.00068471i,-0.00096772+4.9397e-05i,-0.00040384+0.00062539i,0.00032963+0.00031338i,-0.00012348-0.00050169i,-0.00092593-0.00065244i,-0.00092458-9.1853e-05i,-4.907e-05-0.00020089i,0.00045917-0.00032263i
-0.00072886-0.0011263i,-1.5486e-05-0.0005136i,-0.00035783+8.857e-05i,-0.00029226+0.00014416i,0.00082436-0.00018342i,0.001494-0.00098384i,0.00089775-0.0014364i,0.00035841-0.00016159i,0.00068611+0.0011146i,0.00085388+0.0012174i,-0.00012518+0.0012534i,-0.00053885+0.0013289i,-0.00033654+0.00066084i,-0.00073632-0.00019071i,-0.00061641-0.00072284i,-0.0002867-0.00029815i,-0.0012896-0.00025595i,-0.0013856-0.00028038i,-0.00050703+0.00070663i,-0.00051684+0.00060511i,-0.00099081-9.0689e-05i,6e-05+9.4172e-05i,0.00028445+0.00021567i
0.00098351-0.00076056i,0.00049181-0.0014707i,-0.000379-0.002179i,-0.00035214-0.0010614i,-0.00039463+0.00059364i,-0.00029724+0.00086331i,1.6525e-05+0.00088875i,-0.00014735+0.00072238i,0.00049494-0.00021095i,0.00059973-0.00060929i,-0.00077868-0.00011852i,-0.00086382+0.00071506i,4.4874e-05+0.00031634i,7.9293e-05-0.00089921i,-0.00027939-0.00072223i,-0.0002468+8.6584e-05i,9.3293e-05+0.0007341i,0.00069815+0.00031537i,0.00071135-0.00031568i,3.4286e-05-0.00042171i,-0.00027378-0.00066874i,-0.00056015-0.00020748i,-0.0010629+0.00023491i
