-0.0012466+0.0012536i,-0.00098189+0.0019146i,-0.0019467+0.001632i,-0.0027032-3.3645e-05i,-0.002527-0.00091105i,-0.0017175+0.00030518i,-0.00047456+0.0016758i,0.00086493+0.0018444i,0.0017984+0.0015608i,0.0018758+0.00074633i,0.00178+0.00082856i,0.0010489+0.0007483i,8.7444e-05+0.00017188i,-0.00026846+0.00017623i,-0.00056002-0.00018398i,-9.0609e-05-0.0006704i,0.00020225-0.00055221i,0.00054259-0.00027024i,0.00028397-0.0001572i,-0.00036001-0.00014409i,-0.00017449-0.00011726i,-0.00022237-1.0532e-05i,-0.00041146-0.00060412i
0.0019504+0.00092105i,0.0025095+0.0013983i,0.002212+0.00042198i,0.0016936-0.00026347i,0.00078714+2.7842e-05i,-0.00021871+3.1685e-05i,-0.00017093-0.00056892i,0.00097926-0.0010216i,0.0021497-0.00061102i,0.0015998+7.6007e-07i,0.00053073+7.5562e-05i,0.00080195+0.00010267i,0.00073369-5.4982e-05i,-0.00015963-0.00011907i,3.9723e-05+0.00096518i,4.5076e-05+0.00083052i,0.00026471-0.00067263i,0.00036176-0.0008317i,0.00055014-0.00068588i,0.00074579-0.00059395i,0.00038265+0.0001266i,0.00053512+0.00072629i,0.0009363+0.00097197i
0.0014003-0.00037825i,0.00084351-0.00056913i,0.0012244-0.0018248i,0.00065744-0.0017778i,-0.00039794-0.00013213i,-0.00094387+0.0013271i,-0.00014126+0.0016426i,0.00085983+0.00071246i,0.001184-0.00022847i,0.00083277-0.0008529i,0.00069134-0.00097372i,0.00062047-0.00062016i,-0.00015581-4.9188e-05i,-0.00027846+0.0004562i,-0.00046884+0.00054922i,-0.00075503+0.00018085i,-0.00019711-4.8042e-05i,0.00021441-0.00065173i,0.00023513-0.00095352i,-5.4147e-05-0.00030403i,-0.00022562+0.00013232i,-0.00014729-0.00019863i,-5.1834e-05-0.0012794i
0.0012678-0.00026346i,0.00089712+0.00051346i,0.00075704+5.5033e-05i,-0.00059679-0.00014507i,-0.0018697+0.00043483i,-0.0014947+0.0015701i,-7.7839e-05+0.0012489i,0.00085373+0.00042523i,0.0012979+0.00048697i,0.00050187+0.0006919i,-0.00060772+0.0008209i,-0.0010639+0.0007086i,-0.0010164+0.00063025i,-0.00041808+0.00023719i,0.00029564+0.00027119i,0.00098739+0.00038517i,0.0012703-5.4583e-05i,0.0011097-3.8152e-05i,0.00066972+0.00067481i,0.00038333+0.00042071i,-0.00016979-0.00036639i,-0.00054936-0.00076934i,-0.00028381-0.00048054i
8.3397e-05-0.0006717i,0.00045541-0.0014758i,0.00075915-0.0017264i,0.001368-0.0012296i,0.00073123-0.00036297i,-0.00043951+6.633e-05i,-0.00019146+0.00060798i,0.00071303+0.00042065i,0.0010729-7.2263e-05i,0.0012588+0.00037204i,0.00097617+0.0011264i,0.0012317+0.0011941i,0.0012054+0.00044695i,0.00070987-0.0002223i,0.00035626-0.00068046i,-0.00032473-0.00080864i,-0.00032936-0.00027332i,-4.2266e-05+0.00081212i,0.00014179+0.0012341i,0.000254+0.00059686i,0.00055657+0.000154i,0.0008129+0.00023064i,6.5462e-05-0.00018501i
-0.0013426+6.1803e-05i,-0.0021953+0.00045382i,-0.0016277+0.00037397i,-5.7544e-05+0.0001281i,0.00016663-0.00021193i,8.9982e-06-0.00056977i,0.00022696+3.1135e-05i,0.00033328-0.00028068i,0.00065761-0.0010052i,0.0010676-0.00014288i,0.00099516+0.00019384i,0.0008109-0.00033334i,0.00049219-0.00036645i,-7.7729e-05+0.00023077i,-0.00017437+7.3855e-05i,-2.0338e-05-0.00045006i,0.0008229-0.0010772i,0.00040577-0.00065763i,-2.5767e-05+0.00080752i,0.00019945+0.0011738i,-0.00036068+0.00057858i,-0.00036776-0.00011545i,0.00030755+0.00016514i
-0.0011907-0.0007909i,0.00033359-0.00020289i,0.0014165+0.00076122i,0.0018626+0.00099475i,0.0010293+0.0011736i,0.00076259+0.00066698i,0.00063376-0.00024071i,-6.6851e-05-0.00051709i,0.00022243+3.7268e-05i,-0.0004175+0.00022444i,-0.001043+0.00023459i,-0.00085095+0.00097199i,-0.00090156+0.00066228i,-0.0010941-0.00088696i,-0.00074789-0.00083445i,-0.00015597-0.00050075i,0.00039822-0.0013929i,0.00069276-0.0010983i,0.00021214+6.9116e-05i,-0.00024148+0.00014358i,-6.0046e-05+0.00015343i,0.0005322+0.00022475i,0.0005905+3.0498e-05i
-0.00070546+0.00032875i,-0.0007775+0.00018085i,-0.00028369+0.0004765i,-0.00054489+0.00035614i,-0.00052593-0.00039474i,-7.2553e-05-0.00096628i,0.0011549-0.00071704i,0.0015489+0.00017576i,0.00069235+0.00036629i,0.00054584-0.00047718i,0.00056538-0.00036077i,0.00030876-0.00013181i,-0.00012761-0.00055715i,-0.00084534+0.00010425i,-0.0010917+0.00050051i,-0.0006207+0.00024127i,0.00036705+8.3682e-05i,-0.00015159+0.00057726i,-0.00060159+0.00075728i,0.0002096+6.6139e-05i,0.00023541-0.00014569i,0.00015899+0.00017661i,0.0009648+5.5157e-05i
-0.00080739+0.001335i,0.00050447+0.0014098i,0.00043103+0.0015008i,-0.00013688+0.00037569i,4.4648e-05-0.00033607i,-0.00091906-0.0005872i,-0.00094985-4.7279e-05i,-1.195e-05+0.00074451i,0.00012564+0.00033682i,-2.8204e-05+0.00015194i,-4.7112e-05+0.0003376i,0.00010403+0.00015916i,7.2526e-06-0.00018901i,-0.00028618+0.00013231i,-0.00055119+0.00015144i,-0.00020379-7.7371e-05i,0.00030984-7.0729e-05i,0.00032982-0.00036897i,0.0008871-0.00051193i,0.0012033-0.00026938i,0.0011276-4.8713e-05i,0.0010624-0.00018213i,0.00088764-0.00021513i
-0.00051848-6.2055e-05i,-0.00057393-0.0007329i,0.00015904-0.00048861i,0.00059589-0.00017173i,0.00043927+8.5395e-05i,0.00057371+0.00022033i,0.00086195+0.0002396i,0.0010178+0.00047711i,0.0011591+0.0003214i,0.0010934+0.00071622i,0.0008934+0.00072334i,0.00091674+3.664e-05i,0.0010043-0.00030354i,0.00021778-0.00014513i,-0.00069981-4.2547e-05i,-0.00034414-0.00015798i,-0.00021096-0.00042156i,-0.00040689-0.00073404i,-0.00038369-3.1032e-05i,-0.0010971+5.1973e-06i,-0.00071897-0.00021936i,2.1285e-05+0.00045038i,-0.00015603+0.00046462i
-0.0014686+0.00031956i,-0.00045512+0.0012943i,-0.00028722+0.00073772i,-0.00012273+0.00056126i,-0.00035312+0.0011015i,-0.00031957-7.614e-05i,0.00055115-0.00088274i,0.0004396+0.00014469i,0.00056614+0.00086811i,0.00083836+0.0010499i,0.0010542+0.0010826i,0.00089399+0.0011523i,0.00076044+0.001012i,0.00069759+6.6523e-05i,0.00035553-0.00052769i,0.000547-0.00018615i,0.00068955-0.00024824i,0.00024041-0.00010312i,0.00039859+0.00023718i,0.00059924+0.00034776i,0.00050786-6.4645e-05i,5.339e-05-6.1255e-05i,-0.0009898-0.00020132i
-0.00021674+0.00035168i,0.00094919+0.00057597i,0.002399+0.00029663i,0.0019876-0.00060122i,0.0002469-0.0010575i,-0.00061236-0.0011033i,-0.00016337-0.00088614i,0.00076058+0.00011851i,0.00084486+0.00025811i,0.00084765+2.2438e-05i,0.00092362+0.00021332i,-0.00054607+0.00033283i,-0.0012906-6.1042e-05i,-0.00049823-0.00025848i,-0.00018982-0.0002666i,-0.00060885-1.1005e-05i,-5.5213e-05+0.0004063i,0.001179+0.00039078i,0.0010555+0.00040921i,0.00036857-0.00023375i,-0.00018396-0.00023313i,-0.00054997+0.00042177i,-0.0006296+0.00023979i
0.0011339-0.00067701i,0.00081902+0.0005191i,-0.00027048-4.435e-05i,-0.0014988-0.00015537i,-0.0021433+0.0013137i,-0.00082281+0.0018311i,-5.3038e-05+0.0015706i,0.00055886+0.0010833i,0.00060555+0.00075379i,-0.00081452+6.7617e-05i,-0.0013288-0.00051643i,-0.00067487-0.00017723i,0.00010309+2.8528e-05i,0.00064674-8.801e-05i,0.00071369-0.00050945i,0.00094993-0.0008623i,0.00085612-0.0010952i,0.00065037-0.0014567i,0.00036598-0.00075028i,9.944e-05+0.00018829i,0.00027003-0.00010045i,-5.471e-05+0.0002805i,-0.00072374+0.00034866i
0.00010233+0.00036611i,-9.6569e-05+0.00085478i,0.00028043+0.0013916i,0.00047832+0.00060665i,9.1949e-05-0.00012383i,-5.4085e-05-0.00052208i,0.00022365-0.00042164i,0.00012884+0.00019484i,0.0004433-0.00023308i,0.00097406-0.00053742i,0.00026587+0.0001925i,-0.0008537+0.00062459i,-0.00062344+0.00022628i,-0.00027878-0.00017569i,-0.0005557-0.00014651i,-0.00068711+3.4309e-05i,-0.00070483+0.00024357i,-0.0003251+0.00027653i,-0.00020695-8.6758e-05i,-0.00046791+0.00028869i,-0.00035678+0.00024183i,0.00028047-0.00064295i,0.0008946-0.00062372i
0.0016479-0.00047314i,0.0014751-0.0003859i,0.0012272-0.001281i,0.00091969-0.0013415i,-0.0001449-0.00074757i,-0.00065286-1.7396e-05i,-0.00051556+0.00054623i,4.7237e-05+0.00051563i,0.00070202-0.00028611i,0.00035148-0.00050539i,-0.00031031-6.3801e-05i,-0.00063589-0.0001315i,-0.00078693-6.2076e-05i,-0.00030221+0.00045621i,0.00035254-4.2857e-05i,4.9092e-05-0.0010697i,3.6575e-05-0.00068756i,0.0003468+0.00037611i,-0.0001684+0.00070874i,-0.00044109+0.00060492i,0.00012824+0.00029766i,0.00012897+0.00039001i,-0.00032246+0.00027378i
-0.00084852+0.00042709i,-0.00058525+0.0010672i,-0.00094207+0.0017107i,-0.00085216+0.0021758i,-0.00066868+0.0022294i,-0.00019186+0.0014376i,0.00062811+0.00066464i,0.00091067+0.00046488i,0.00068769-0.00022816i,0.00063338-0.00023504i,0.00050427+7.8292e-05i,5.1811e-05-0.00022284i,-2.2302e-05-0.00017296i,-8.0106e-05-0.00046196i,-0.00049105-0.00074564i,-0.00040458-0.0014004i,0.00063555-0.00080601i,0.00070549-0.00016203i,0.00059963-8.216e-05i,0.00090493-2.6062e-05i,0.00018919-0.00051124i,-0.00039335-0.00059429i,-0.00042636+0.00022696i
0.0014246+0.00060953i,0.0010184-0.00073201i,0.00091047-0.0016829i,0.0016232-0.0020963i,0.0015553-0.0016212i,0.00059027-0.00098062i,0.00028854-0.00023069i,0.00099943+0.00043898i,0.0016796+7.5224e-05i,0.0014167+9.9776e-05i,6.4031e-05+0.00010633i,-0.0009512-0.00032953i,-0.00076576-5.8584e-05i,-0.00062993+0.00023836i,-0.00054902-2.3012e-05i,-0.000307-0.00079023i,-0.0004587-0.00080374i,-0.0005256-0.00047365i,-0.00047738-0.0009423i,-0.0010923-0.00042757i,-0.0011711+0.00042106i,1.5871e-05+0.00036441i,0.00026598+0.00013921i
-0.00010862-0.0016048i,0.0009436-0.00076656i,0.00071768-0.00029396i,0.00088687-9.4293e-05i,0.00051203+6.5537e-06i,-9.7932e-05-0.0001616i,-0.00013118+1.9839e-05i,0.00038662-0.00018542i,0.0015905-0.0004856i,0.0014153+0.00042684i,0.00043537+0.00079843i,0.00095162+0.00037238i,0.0016405+0.00026594i,0.0014421-0.00015181i,0.0011306-0.00058716i,0.00099027-0.00035161i,7.261e-05-0.00011941i,-0.00054276-0.00014846i,-0.00058201-0.00025733i,-0.00023138-0.00013662i,0.00031952-0.00020347i,0.00021458-0.00066152i,-0.00017272-0.00041047i
-0.0012128+0.00030003i,-0.00082512+0.0004792i,-0.00040002+0.00024598i,-0.00021249-9.9556e-06i,0.0002241+0.00059479i,0.00073452+0.00070359i,0.00082347-3.0062e-05i,0.0008152+0.00025063i,0.00087287+0.00074552i,0.00082162+0.0010182i,-0.00052667+0.0014356i,-0.0014563+0.0012221i,-0.00011724+0.00013676i,0.0007868-0.00049229i,0.00021568-0.0005253i,-0.00055197+9.6504e-05i,-0.00095399+0.0006712i,-0.00058423+0.00047838i,0.00042714-0.00012884i,0.00072862-0.00039156i,0.00058873-0.00061994i,0.00024526-0.0009401i,0.00024237-0.00098448i
0.00072604-9.8824e-05i,0.0011266-3.0348e-05i,0.0010835+0.00036303i,0.00042557+0.0003789i,0.00023439-3.8126e-05i,0.00097897-0.0002929i,0.0010728+0.0004769i,0.00096473+0.0010772i,0.00079123+0.00069884i,0.0010621+0.00013517i,0.0013394+0.00033747i,0.00086564+0.00070459i,8.396e-05+0.0004299i,-0.00010762-0.00010442i,-0.00018168-0.00050014i,-0.00047037-0.00038974i,0.00017551-0.00023491i,0.00034662+0.00018823i,-0.00017558+0.00012227i,0.00011751-0.00011463i,0.00039135-0.00049328i,0.00024712-0.00094077i,-5.6349e-05-0.00066741i
0.00043394+0.0012419i,-9.93e-05+0.00069969i,-0.0011148+0.00036622i,-0.00081586+0.00058408i,-0.00048403+0.00061693i,-0.00029535+2.4405e-05i,0.00024415-0.00090053i,0.00037286-0.00081738i,0.00022575-0.00079113i,0.00028566-0.00030921i,0.00063413+0.00043114i,0.00077043+0.00026712i,3.7681e-05-0.00014039i,-0.0002758-0.00073663i,-0.00038175-0.0011438i,-0.00047103-0.00088126i,-0.00050238-0.00049551i,-0.00056781+6.9231e-07i,-0.00048548+0.00084616i,-1.0175e-05+0.00098107i,-4.2863e-05-0.00027967i,-4.038e-05-0.00053235i,0.00012815-0.00016778i
-0.00058999-0.0011896i,0.00013678-0.00095913i,8.669e-05+0.00013082i,0.00048891-1.3296e-05i,0.0010002-0.00034386i,0.00018733-7.6557e-05i,-0.00085142+0.00038939i,-0.0004657+0.00085793i,0.00011574+0.00081029i,8.0948e-05+0.00057844i,0.00018016+0.000178i,-0.00047214+1.109e-05i,-0.00043359+0.00025519i,6.3396e-05+0.00052874i,3.9073e-05+0.00050294i,1.8636e-05+0.00012892i,-0.00069926+0.00012696i,-0.00114+0.00060472i,-0.0008281+0.0007084i,-0.00033762+8.3466e-06i,0.00017841-0.00025664i,-0.00020129+0.00014472i,-0.00077034+0.00016005i
0.0013306+0.00040955i,0.00095216+0.00034852i,0.00076616+0.0001477i,0.00037408+1.7631e-05i,-0.00027605+6.1385e-05i,-0.00022696+0.00036527i,0.00062122+0.00084216i,0.0019376+0.00080539i,0.0014859+0.0010087i,-0.00020703+0.001319i,-0.00060462+0.0014709i,-0.00058824+0.00051673i,-0.00062999-0.00054694i,-0.00013427-0.00083143i,0.00053075-0.00089326i,0.00047965+0.00026683i,-0.0006292+0.00094564i,-0.00070293+0.00052497i,0.00013162+0.00036927i,-0.00018469+0.00043871i,-0.00059572-0.00019723i,-8.4e-06-0.00082648i,-7.4564e-05-0.00060624i
0.00066336+0.00081885i,0.00081516-0.00038591i,0.00051776-0.0012063i,0.00028796-0.00061159i,0.0001639-0.0006074i,-0.00047011-0.00090241i,-0.00023921-0.00018828i,0.00036088+0.00048501i,0.0013269+0.00056999i,0.0017163-2.6049e-08i,0.0011684-0.00060393i,0.00025977-0.0001968i,-0.00079244+0.00027635i,-0.0012352+0.00022522i,-0.00076632-0.00022288i,-0.00031397-0.00024626i,0.00017476-0.0003052i,-3.2618e-05-0.0007601i,-0.00073813-0.00057438i,-0.00051499+0.00015262i,-0.00049702+0.00056999i,0.00014022+0.00053809i,0.0014253+5.6035e-05i
-0.00010125-0.00020448i,0.00075994+0.00087822i,0.0010666-0.00015046i,0.00051107-0.00070856i,-0.00011075-0.00066862i,-0.00050837-0.00093063i,-2.9452e-05-0.00018573i,0.00037049-7.6844e-05i,0.0011802-0.00014179i,0.0009099+0.00029138i,4.7408e-05+0.00039954i,6.3045e-05+0.00031728i,0.0002236-0.00010443i,0.00056026-0.0010587i,0.00065196-0.00070884i,0.00033517-0.00023083i,5.8176e-05-0.00051653i,-0.00045544-0.0007632i,-0.00057485-0.00087515i,-0.00033382-0.0010103i,-0.00022073-0.0010956i,-0.00011105-0.001192i,0.0006173-0.0006562i
-0.00060569-0.00094114i,-6.8812e-05-0.00062033i,-0.00022512-0.00066021i,-0.00068444-0.0005823i,-0.00095178+1.1085e-05i,0.00044549-0.000414i,0.0011429-0.00058624i,0.00075457-0.00050891i,0.0012059-0.0006536i,0.0014636+0.00012709i,0.0010885+0.00046079i,0.00092556-0.00023184i,-0.00040235-0.00054773i,-0.0012022-0.00031633i,-0.00079176+9.1611e-05i,-0.00043988+0.00026775i,5.03e-06+0.00046427i,-0.00027206+0.00027898i,-0.00058834-0.00013821i,-0.00033397+0.00033994i,0.00016226+0.00042354i,-1.9599e-05+0.000109i,-0.00013223+0.00021888i
-0.00027347-0.0010018i,-0.0011955-0.00092755i,-0.00047448-0.0014161i,-0.00020899-0.00075329i,-0.00048515+0.00033669i,2.0459e-05+0.00041153i,0.0010735-0.00011506i,0.0018781-0.00014582i,0.0015394-2.267e-05i,0.00095282+3.2772e-05i,0.0011587-3.8418e-05i,0.00044234+0.00015945i,-0.00022558+0.00027212i,-0.00034039+0.00016673i,-0.00017854-0.00050576i,5.6868e-05-0.00050469i,-0.00045877-3.1169e-05i,-0.00094709-9.2815e-05i,-0.00078115-0.00032012i,-0.0002536-0.00048699i,-0.00023144-0.00074289i,-0.00026561-0.00040739i,-0.00024359+2.8898e-05i
0.00086988+0.00088562i,0.0010066-0.00015902i,-0.00051668-0.00021981i,-6.7795e-07-6.9399e-05i,0.00096644+0.00063537i,0.00093455+0.0015206i,0.00066353+0.001375i,0.00039016+0.00050915i,-6.8027e-05-0.00066473i,-0.00060813-0.00077661i,-0.00065775-0.00062453i,-0.00043774-0.00050971i,0.00044486-0.00042056i,0.0009957-0.00055355i,-0.00022489-0.00053614i,-0.00026812-0.00031871i,0.00086741+0.00046667i,0.00090842+0.00030907i,0.0003699-0.0002833i,5.8923e-06+7.191e-06i,-3.5786e-05+0.00021531i,0.00029398+0.00050175i,3.0649e-05+0.00079696i
-0.0011353+0.00026297i,-0.00067079+0.00013978i,-0.00045149-0.00042959i,-0.00039226-0.00078049i,-0.00079838-0.00012831i,-0.0010666+0.00016718i,-0.00032928+2.8954e-06i,0.00076241-0.00033431i,0.0014996+0.0002851i,0.0017294+0.00093627i,0.00083101+0.00057636i,-4.6915e-05-6.9518e-05i,-0.00021381-0.00025631i,-0.00095384-7.2623e-05i,-0.00050129-0.00059064i,-7.4585e-05-0.00013486i,-0.00088608-0.00020162i,-0.0012077-0.0010254i,-0.00095477-0.00051514i,-0.00088893+2.6606e-05i,-0.00062508+0.00018629i,-0.00023845-0.00026529i,-0.00023686-0.00036749i
0.00024949+0.001564i,0.00051617+0.0011955i,0.00034853+0.00034016i,-0.00040674-0.00015563i,-0.00042728-0.0010227i,-0.00023789-0.0011577i,-0.00033551+9.8167e-06i,-0.00045367+0.00035546i,-0.00017127+5.5597e-06i,0.0002828+0.00035116i,0.001295-4.4879e-05i,0.001996-0.00066524i,0.0014723-0.00050253i,0.00058477-0.00059871i,0.00023344-0.00060233i,-0.0002834-0.00043709i,-0.00019986-0.00019672i,-0.00036042-0.00095269i,-0.00097129-0.00071039i,-0.00074237-0.00052686i,-3.5722e-05-0.00073954i,-0.00057008-0.00074486i,-0.0010772-0.0014594i
0.0020944+0.00099337i,0.0013087+0.0009937i,0.00092598+0.00075356i,0.00096572-0.00056068i,0.0010481-0.00088634i,0.00066643-0.00057073i,-9.9387e-05-0.00012653i,-0.00029794+0.00031388i,0.00024396-5.7564e-05i,1.5741e-05-0.0011232i,-0.0001192-0.00098326i,0.00071663-0.00022455i,0.00059235-0.00034743i,-0.00018726+2.1698e-06i,-0.00032738+0.00050977i,-0.00033477-0.0001238i,-5.5714e-05-0.0012825i,0.00024628-0.0013448i,0.00026557+0.00025639i,7.514e-05+0.0010725i,-1.8443e-05+0.00077344i,5.6101e-05+0.00027759i,0.00043035-0.00029293i
0.00065462+0.00027272i,0.0020968+0.00054033i,0.0022466+0.0003796i,0.0014003-0.000196i,0.0007293-0.00025825i,0.00037728+8.6666e-05i,0.00024959-0.00083576i,0.00014779-0.001034i,0.00034149+0.00033103i,0.00069708+0.00046107i,4.085e-05-0.00025381i,0.00024371+0.0001836i,0.00069555+0.00018271i,-0.00019798-0.00063151i,-0.00075288-0.00072706i,-0.00025933+0.00028851i,0.00024886+0.0013041i,0.00052786+0.00051645i,0.00080963+0.00027655i,0.00042824+0.00050619i,-0.00027353+0.00060111i,0.00012852+0.00019515i,0.00085507+0.00032426i
-0.0019893-0.0015332i,-0.0021878-0.00056959i,-0.0017993-0.00028855i,-0.0010045-0.00027773i,0.00023227+1.4653e-05i,0.00076357+0.00020532i,0.0006931+0.00071777i,0.0010367+0.00026455i,0.0015426+5.8477e-05i,0.0012063+0.0003923i,0.0010383+0.00032116i,0.00080582+4.9648e-05i,6.2299e-05-0.00015923i,-4.2615e-05-0.00061872i,0.00048961-0.00046549i,0.0005255+0.00065786i,-1.9149e-05+0.00061539i,-0.00030295+9.3666e-05i,-0.00022433+0.00039634i,-0.00037474+0.00062253i,0.00019858-0.00013905i,0.000538-0.00078814i,0.00043328-0.00029657i
-0.00037115+0.00014724i,0.00014415+6.5042e-05i,0.00049036-0.00027698i,0.00051463-0.00029106i,0.00036748-0.00010902i,0.00013078-0.00015874i,0.0002314-0.00024504i,0.00040412-0.00051242i,0.00078348-0.00051467i,0.00080593-0.00010609i,0.00083186+0.00031873i,0.00041302+0.00094573i,-0.00053107+0.00062705i,-0.00035126+7.756e-05i,-5.1008e-05+0.00016352i,-1.7402e-05+0.00019577i,0.00047517-0.00019952i,0.00065523-0.00070826i,0.00026548-0.0004238i,-0.00022761+0.00028519i,-4.2506e-05-4.9354e-05i,0.00060662-0.00022522i,0.0004223+0.00054847i
0.0011503-0.0013132i,0.0003387-0.0013251i,0.00054393-0.002139i,0.0004884-0.0028253i,-0.00053587-0.0023708i,-0.0012263-0.00068119i,-0.00070495+0.00086083i,0.0001661+0.00053977i,0.00077856-0.00023378i,-1.8404e-05-0.00026208i,-0.00072842-0.00017222i,6.8714e-05-0.00018423i,0.00030612-0.00056514i,5.3328e-05-0.00043782i,0.00024066-0.00029569i,0.00023107-0.00092069i,-0.00019132-0.00069428i,-0.00060977-0.00019183i,-0.00076731+0.00018718i,-0.0005185+0.00020052i,0.00044753+0.00023316i,0.00052721+0.00052667i,-0.00034904+0.00055543i
0.0012313-0.00077608i,0.0017303+6.9141e-05i,0.00080338+0.00042858i,0.0001058+0.00022348i,-0.00029438+0.00047827i,-0.00051713+0.00070426i,-0.00028515+0.00051202i,-0.00015488+9.9613e-05i,6.205e-05+4.8567e-05i,0.001225+0.00020368i,0.0019866+0.00030521i,0.00086793+0.00021533i,-0.00010475-7.9549e-05i,0.00017379+9.6894e-06i,0.00042164+0.00021306i,0.00046143+0.00013377i,0.00059666+8.9577e-05i,0.00043048-0.00011694i,0.00047912-0.00055536i,0.00056774-0.00072523i,0.00067039-0.00023519i,0.00015747+0.00032476i,-0.00024004+0.00020321i
-0.0016475+0.0012353i,-0.0011608+0.00029272i,-0.00023211+0.00053815i,0.00044845+0.00021857i,0.0012341-0.00050621i,0.001381-0.00077935i,0.00066404-0.00030454i,-1.2838e-05-0.00042225i,-0.00024862-0.0008193i,-2.567e-05+2.6413e-05i,-1.7322e-05+0.00060442i,1.187e-05+0.00085016i,-0.00015067+0.00092961i,-0.00076268-0.00013624i,-0.00064971-0.00044906i,-0.00091964+0.00010371i,-0.00063727+4.3222e-05i,0.00071065-0.00036707i,0.00046982-0.0001928i,-0.00076725+0.00015485i,-0.00082096+0.00039863i,-0.00080972+0.00079835i,-5.3011e-05+0.00029306i
-0.00076973+0.00053896i,-0.00070864-2.3422e-05i,-0.0014377+0.00084506i,-0.0011841+0.0014128i,-0.00025026+0.00026859i,0.00029907-0.00012555i,0.00026822-0.00011917i,0.00039514+0.00020311i,0.00018528+0.0013252i,-0.00040651+0.00098415i,-0.00062496+0.0004789i,-0.00014594+0.00049816i,0.00018433+0.0004761i,2.9742e-07+0.00079216i,-0.0002369+0.00061902i,-0.00051738+0.00053754i,-0.0003291+0.0003664i,0.00010243-0.00058703i,0.0002183-0.00073296i,0.00022065-0.00042236i,6.0702e-05+8.2035e-05i,4.3659e-05+0.00060763i,-0.00027426-0.00021341i
0.0009615+0.0018112i,0.00021899+0.00080791i,0.0003511-2.441e-05i,0.00053028-0.00062051i,0.00076377-0.0011055i,1.6876e-05-0.001375i,-0.0003199-0.00098307i,0.00032932+0.0003595i,0.0016144-2.5224e-05i,0.0016642-0.00036907i,0.00019937+9.6596e-05i,-0.00069256-4.9357e-05i,-0.00056148-0.00015921i,-0.0005389+0.00022236i,-0.00043497+0.00050037i,-0.00069604+0.00019951i,-0.0010174+9.6169e-05i,-0.00071084+9.8911e-05i,-0.0002329+0.00017476i,2.0893e-05+0.00076187i,-0.00034382+0.0004968i,-0.00042621-0.00067965i,-0.00037881-0.0010243i
0.00057899+0.00016106i,0.00097715+0.00036441i,0.0011741+4.8989e-05i,0.001871-6.969e-05i,0.0017426-0.00010798i,0.0011736-0.00015119i,0.00089491-0.0004918i,0.00095785-0.00020234i,0.0010081+0.00022393i,0.00070373+0.00075676i,0.00063789+0.00073108i,7.5779e-05+0.00012361i,-0.0011396-0.00048894i,-0.00076284-0.00058604i,0.00024448-3.8312e-05i,-4.429e-05-0.00028752i,0.00013706-0.00098565i,0.0011279-0.001197i,0.0010899-0.00080643i,0.00024903-0.00031553i,-0.00016663-0.00057253i,-0.00060359-0.00022413i,-0.00069829+0.00046134i
0.00053284+0.00066038i,0.00031998+0.00092669i,0.00025711+0.00045552i,-0.00088772-0.00047505i,-0.0015915-0.0013335i,-0.0013932-0.00056323i,0.00013968+0.00066831i,0.0020614+0.00019685i,0.0027324-0.00067904i,0.0021291-0.00059436i,0.00073027-1.684e-05i,7.7747e-05+9.1686e-05i,-0.00017721+9.5237e-05i,-0.00026414+0.00035122i,4.4534e-05+0.00018875i,1.2775e-07-0.00020716i,-0.00014989-9.1727e-05i,-0.00044945+0.00067063i,-0.00032711+0.0010023i,-0.00061733+0.00036987i,-0.0011781+0.00016131i,-0.00051981+8.2501e-05i,0.00050482-5.7877e-05i
0.0013167-0.0016564i,0.0013158-0.00053909i,-0.0002255-0.0011812i,-0.00042582-0.0010333i,-0.00034192-0.00027099i,0.00027031+0.00055258i,0.00117+0.0016672i,0.00072761+0.0013865i,-8.9132e-05+0.00070232i,0.00012208+3.1206e-05i,0.0012741-0.00018007i,0.00082744-8.1971e-05i,-0.00062526-0.00038262i,-0.00042748-0.00047031i,0.00042392-0.00078892i,0.00071607-0.00078386i,0.0005807+0.00016107i,0.00065109+0.0003453i,0.0009032+0.0005763i,0.00032301+0.0010056i,-0.00062666+0.001172i,-0.00095264+0.00019084i,-0.00031762-0.00082236i
-0.00072105+0.00062239i,-0.00024982+0.00081619i,0.0005641+0.00050366i,0.00073166+0.00051716i,0.0010194+0.0010882i,0.00089113+0.0005239i,0.00027823-4.455e-05i,0.00036544+6.8506e-05i,0.00072524+0.00069404i,0.0007345+0.00068559i,0.00070188-6.7545e-05i,0.00017821-0.00066298i,-0.00021301-0.00052337i,-0.00014251-0.00018152i,-3.9347e-05-0.00025595i,1.9431e-05-0.0003256i,0.00052507-0.00021344i,0.00060694-0.00019079i,0.00013396-0.00018355i,0.00016191+2.0668e-05i,-0.00023042+0.00038221i,-8.9591e-05+0.00031731i,0.00060862+0.00047708i
