-6.5599e-05-0.00035745i,0.00070272+0.00034559i,-0.00079833+0.00073633i,-0.0017136+0.0014243i,-0.0011081+0.0022188i,-0.00065824+0.0021013i,-0.00063808+0.0016903i,-0.0012405+0.0012043i,-0.00096043+0.0015341i,0.00013623+0.0021753i,0.00051071+0.0014118i,-0.00025498-0.00022592i,-0.00027552-0.00071653i,6.9931e-05+1.9014e-05i,-0.00024104+0.00033103i,-2.4267e-05-0.00013138i,0.00027984-0.00035177i,0.0002443-0.00026015i,-0.00014377-0.00033783i,2.0677e-05+7.283e-05i,0.00049594+0.00036334i,0.0005076+0.00018317i,-0.00019736-0.00016888i
0.001778-0.0017255i,0.0020402-0.00026772i,-4.8229e-05+0.00059452i,-0.00123+0.0016403i,-0.001189+0.002343i,-6.2065e-05+0.0011421i,0.001033-0.00069839i,0.00022899-0.00090204i,-0.0010359-0.00057086i,-0.0016652-0.00040279i,-0.0012567-0.0004521i,-0.00099536-0.00056409i,-0.00080085-0.00030944i,-0.00043684+0.00031958i,0.00027557-0.00023249i,0.00058695-0.0013797i,0.0011163-0.0012401i,0.0010275-0.0006376i,0.00027603-0.00013022i,0.00013176+0.00018635i,0.00048332-0.00029002i,0.00088059-0.00052707i,0.00086279-2.6812e-05i
-0.00085981-3.4106e-05i,-0.0017177-0.00088939i,-0.0012629-0.00054664i,-0.0004842+0.0006227i,-0.00028688+0.001209i,-0.00061882+0.00093389i,-0.00017781+0.00040534i,4.1785e-05+0.00064004i,-0.00092466+0.00071404i,-0.00065557+0.00025021i,-0.00022262+0.00032327i,-0.00069826+0.0006753i,-0.00040697+0.0010875i,-3.6821e-05+0.00077151i,-8.3042e-05-9.9011e-06i,-6.3455e-05-0.00035159i,-0.00010329+0.00056883i,9.6785e-05+0.0010762i,0.00063004+0.00033384i,0.00046458-0.0002068i,-0.00016549-0.0004603i,-0.00045211-6.1386e-05i,-0.00033565+0.00013972i
0.00089964+0.0017584i,0.0020936+0.0021827i,0.0014549+0.0034511i,0.0011776+0.0033644i,0.0010827+0.0014512i,-0.00022657-0.00063748i,-0.00098036-0.00052529i,-0.0010176+0.00026108i,-0.0014152+0.00035151i,-0.00080576+0.00061854i,9.7168e-05+0.00057712i,-0.00055651+0.00029656i,-0.00057885-7.704e-05i,0.00019502-0.0010886i,6.2106e-05-0.0010389i,-7.5784e-05-8.8223e-05i,0.00094357-0.00035225i,0.0007347-0.00038602i,0.00021238-0.00021401i,0.00036279-0.00107i,0.00067178-0.0011367i,0.00047453-0.00024351i,0.00017976-0.00016782i
-0.001073-0.0011558i,-0.001433-0.00047407i,-0.00087521+0.00054109i,-0.00083223+0.0014493i,-0.00088758+0.0015831i,-0.0012087+0.0010138i,-0.00049235+0.0003784i,0.00015771-0.00017285i,-0.00016708+7.2931e-05i,-0.00021423-0.00011016i,-0.00091888-0.00097148i,-0.001126-0.00047455i,-0.00018091+0.00010064i,9.2407e-05-0.00026545i,0.00017215-0.00046079i,0.00035446-0.00034434i,0.00041977-0.00018415i,0.00059921+3.5061e-06i,-0.0001291-0.00011984i,-0.00052063+0.00030341i,-6.4518e-05+0.00021156i,0.00042476+0.0004629i,0.00073381+0.0011232i
0.0019283+0.00011531i,0.0024594-1.0168e-05i,0.001797-4.9507e-05i,0.00039426-0.0004985i,-0.0010343-0.00025713i,-0.0016322+0.00025297i,-0.00098961+0.00013318i,-8.6195e-05-0.00010751i,-0.00056922+9.1579e-05i,-0.001125+0.00053843i,-0.00050773+0.0006838i,-0.00015009+0.00012029i,-0.00010707-0.00011276i,0.00020387-0.00027428i,0.00023558-0.00034139i,-4.0204e-05-0.00026594i,-0.00044753-6.4486e-05i,-0.00089588-0.00010588i,-0.00090407-0.00061863i,-0.0008449-0.00046012i,-0.00066373-0.00015309i,-0.00052382-8.6687e-05i,-0.00050334+0.00039195i
-0.0020265-0.0017607i,-0.0024975-0.0008062i,-0.0027453+0.0012227i,-0.0013354+0.0028544i,0.00019578+0.0030703i,0.00072841+0.0025632i,0.00058216+0.0011829i,7.1104e-05+0.00028049i,-0.00029975+0.00015775i,2.9573e-05+0.00087658i,-3.7138e-05+0.0011937i,-0.00024761+0.0011495i,0.0002201+0.00071574i,0.00035685+0.00011178i,-0.00025575-0.00010892i,-0.00041784+7.0343e-05i,0.00067485+0.00060228i,0.0013081+0.00042504i,0.00025566-0.00054051i,-0.00027019-0.0011269i,0.00012798-0.00064937i,0.00037615-0.00016068i,0.00062146-0.00012058i
-0.0003965+0.0019499i,0.001216+0.0021882i,0.0016671+0.0025432i,0.00062763+0.0011653i,-0.00039886+0.00010929i,-0.00098755-0.00022434i,-0.0016615-0.00046189i,-0.0018263-9.5295e-05i,-0.00091672+0.00045746i,0.00092143+0.00094641i,0.0014647+0.00072796i,0.00014601-0.00030095i,-0.00057321-0.00040536i,4.5659e-05+0.00024544i,0.00024354+0.00042938i,-0.00081133+0.00046306i,-0.00037612+0.00032133i,0.0010529-0.00070133i,0.0019031-0.0012133i,0.00073619-0.00055445i,-0.00093135-5.6078e-05i,-0.0010314-0.00042926i,-0.00084113-0.00077736i
-0.0010243+0.0013884i,-0.0017495+0.0016438i,-0.0018949+0.0020967i,0.0006065+0.0011034i,0.0022421+0.00011084i,0.0012024-0.0012393i,0.00018983-0.002024i,-0.00058145-0.0010714i,-0.0004135+0.00043067i,2.3302e-05+0.00084179i,2.6099e-05+0.00038703i,-0.00012723-7.3922e-05i,-0.00050137-0.00044822i,-0.00052913+8.4844e-05i,0.00025777+0.00015268i,0.0009786-0.00060177i,0.00066084-0.0006467i,0.00037296-0.00014184i,0.00057249-6.2105e-05i,7.9996e-05-0.00017384i,8.344e-06+0.00019161i,-0.00023686+0.00015421i,-0.00082246+5.7318e-06i
-0.00097598+0.00031342i,0.00076854+0.0023019i,0.0006352+0.003367i,-0.00019648+0.0025937i,-0.00079096+0.0016815i,-0.00041158+0.0015445i,0.0003277+0.00064341i,0.00011265+4.901e-06i,-0.00033643+0.00061822i,8.486e-05+0.00078408i,0.00059623+0.00046374i,0.0001939+0.00034249i,-0.00073533+0.00050925i,-0.0008859+0.00067662i,-0.00054639+0.00034943i,-0.00021893-0.00018079i,-0.00011039-0.00027884i,-0.00046165-0.0001042i,1.2093e-06-0.00032215i,0.00024439-0.00015552i,-2.6152e-05-0.00039939i,-1.8262e-05+2.4068e-05i,0.0002922+0.00048844i
-0.0015928-0.0021804i,-0.00087655-0.0016644i,-0.00033188-0.0015732i,-0.00026846-0.00049187i,-0.00033026+0.0016392i,-0.00023632+0.0026701i,0.00034251+0.0014907i,-0.0002123+0.00052452i,-0.00073333+0.00049384i,-0.00048913+0.00048848i,-0.00067318+0.0003263i,-0.00018016-4.2393e-05i,0.00077298+0.0003463i,0.00096366+0.00049979i,0.00065714+0.00012216i,0.00022693+1.154e-05i,0.00081182+0.00036169i,0.0015551+0.00030988i,0.00088359-6.7515e-05i,-0.00011038-0.00024144i,-7.5503e-05-0.00085925i,0.00042397-0.00031902i,-9.1801e-06+0.00034208i
-0.00041899-0.00087852i,-0.00010537+0.0019092i,-0.0011299+0.0027983i,-0.0012305+0.0016639i,-0.00094407+0.0015886i,-0.00079126+0.0013667i,-0.00078525-0.00052677i,-0.00093548-0.001496i,-0.0013944-0.00029275i,-0.0015636-2.0188e-05i,-0.00090047-0.00055236i,-0.00032146+0.0003021i,0.00020943+0.0011026i,0.00061867+0.00029028i,-0.00026291-0.00070416i,-0.00067147-0.00011414i,-0.00012517+0.00048439i,-0.00020124+1.92e-06i,0.00023764-0.0002605i,0.00057346+0.00027645i,0.00049934+0.001251i,0.00030504+0.0013318i,0.00089833+0.00036547i
2.5589e-05-0.00076757i,-0.0003765-0.00038295i,-0.00037701-0.00014067i,-0.00020835+0.00036065i,-0.00079639+0.00071564i,-0.00076993+0.00079895i,0.0001149+0.00061975i,-0.00011744-2.1053e-05i,-0.0010979+0.00023912i,-0.0010329+0.00024344i,-0.0004996-0.00026935i,-0.00025191-5.4187e-05i,-0.00050486+0.00022771i,-0.00042961+0.00054599i,-0.00017093+0.00029248i,0.00062863-0.00042628i,0.0013267+0.00034279i,0.00084246+0.00067027i,0.00056622-0.00011689i,0.00074402-0.00027689i,0.00040343-9.6021e-05i,-0.00025592-0.00017011i,-0.00032256-0.00061593i
3.4461e-05-2.0816e-06i,0.00045509+0.0017665i,0.0002173+0.0027008i,-0.00052968+0.0020853i,-0.0010506+0.0013882i,-0.00044917+0.0015599i,0.00021785+0.00084229i,-0.00025166+0.00021195i,-0.0011169+0.00040128i,-0.00014992+0.00063154i,0.00092033+0.0006187i,0.00022471+0.00055565i,-0.00021606+0.00019869i,-0.00027265-0.00067709i,-0.00055237-7.7489e-05i,-0.0010695+0.00043294i,-0.00057266-0.00058467i,1.2432e-05-0.00094682i,5.5118e-05-0.00066742i,-0.00078711-0.00066791i,-0.0014034-0.00089036i,-0.00054843-0.00085114i,-4.3599e-05-0.0010081i
0.00064785-0.00306i,0.00050165-0.0023757i,-0.0006492-0.0014761i,-0.0019686-0.00032169i,-0.0019031+0.0005475i,-0.00099379+0.00050823i,-0.0001989+0.00077087i,0.00029356+0.00055453i,0.00054998-0.00055635i,0.0006925-0.00042198i,0.0002499+0.0001796i,-0.00010108+0.00039082i,0.00073514+0.00026133i,0.0015986+4.3571e-05i,0.00087005-0.00017235i,-0.00033821+0.00012315i,0.00014547-0.00017586i,0.0011275-0.00033589i,0.0015073+0.00010997i,0.0015425+0.00017168i,0.00071902-0.00046012i,6.0677e-06-0.00015548i,0.00059541+0.00039936i
0.00057766-0.0011484i,0.00065255+5.0002e-05i,8.4788e-05+0.00077422i,-0.00034443+0.00073849i,-0.00042083+0.00057788i,-0.00029551+0.00032579i,0.00014048-0.00013454i,-0.00020934-0.00076577i,-0.00035224-0.00025653i,-1.8502e-05+0.00034188i,0.00032518-0.00016227i,0.00026963+0.00013104i,-9.0728e-06+0.00058724i,0.00053329-0.00033862i,0.00053743-0.0004814i,0.00027757-0.00016616i,-2.9743e-05-0.00035886i,-4.1119e-05+0.00041103i,0.00028311+0.00081296i,0.00048904+0.00014085i,0.00022366-0.00038324i,0.00035225-0.0010225i,0.00019643-0.0010717i
-0.0018748-0.00062017i,-0.0029815-0.00014616i,-0.0027586+0.00071727i,-0.0022405+0.00074556i,-0.0015886+0.00093451i,-0.0011736+0.0018158i,-0.00059903+0.00072904i,2.9283e-05+0.00015606i,-0.0003457+0.00055359i,-0.0006736+0.00025421i,-0.00086489-0.00034211i,-0.00072808-0.00098275i,-0.00024474-0.00064458i,4.5532e-06+7.4565e-05i,0.00015142+0.00022967i,-0.00039541-5.5077e-05i,-0.00076405-0.00056232i,8.9629e-05-9.4984e-07i,0.00052717+0.0001827i,0.00079112-0.00093944i,0.00090876-0.00124i,0.00053372-0.00051213i,0.00064793-7.8464e-05i
0.00095929+0.0015197i,0.0014391+0.0024457i,0.0010196+0.0020975i,0.00063052+0.00032612i,0.00015457-1.7644e-05i,-0.00041999+0.00035832i,-0.00038131-9.5747e-05i,-0.00059045-0.00092555i,-0.00039534-0.0012123i,0.0001275-0.0002322i,-0.00052151+0.00022699i,-0.00043974+0.00039273i,-0.00044027-0.0002173i,-0.00013355-0.00057926i,0.00035834-0.00076953i,0.0006053-0.0010396i,0.00073081-0.00020267i,0.0010115+0.00080139i,0.001034+0.00079615i,0.00087065-0.00046237i,0.00013866-0.00080644i,-0.00032115+0.00019293i,-8.2842e-05+0.00067217i
0.00012453-0.0019585i,-0.00037032-0.0024199i,-0.0014272-0.0011653i,-0.0020244+0.00028875i,-0.0015545+0.0013667i,-0.0009019+0.0012922i,-0.00054726+0.00069771i,-0.00023396+0.0007421i,-0.00012586+0.00083984i,0.00015937+0.00062914i,5.3358e-05+0.00033427i,-0.0012017+0.00060741i,-0.0014282+0.00076836i,-0.00061992-0.00015853i,-0.00034993-0.00085152i,-3.5753e-06-0.00068476i,0.00084256-0.00074966i,0.00077498-0.00052281i,0.00035225-0.00078004i,0.00025143-0.00061008i,-0.00026638+0.0005351i,-0.00059271+0.00098591i,1.178e-05+0.00067686i
0.00072426+0.00046864i,0.00050649+0.0018026i,-0.00059942+0.0014721i,-6.6054e-05+0.00064694i,0.00087801+0.0011277i,0.00022851+0.0011921i,-0.0003246-4.2627e-05i,-0.0010822-0.00013546i,-0.0011336+0.0010873i,-0.00023874+0.0012451i,0.0004475+0.00075332i,0.00053421+9.9894e-05i,0.00015727-0.00093143i,0.00040161-0.0010125i,0.00022013-0.00033056i,-0.00048846-0.00025435i,-0.00056972-0.00037104i,-0.00010252+9.6553e-05i,-0.00024507-0.00019704i,-0.00094474+2.2447e-05i,-0.00036102-0.00010427i,0.00086334-0.00032413i,0.00055083-0.00049602i
-0.0024619-0.0019439i,-0.0025761-0.0018099i,-0.0024655-0.0010952i,-0.0013226+0.00046228i,0.00034844+0.0014319i,0.0011965+0.00216i,0.0012689+0.0014958i,0.0009818-0.00058658i,0.000415-0.0010634i,-0.00013493-0.00037483i,-0.00035439-2.8267e-05i,-0.00054065-0.0003128i,-0.00022612-0.00025612i,-1.5779e-05-0.00029301i,-0.00035503-0.00067952i,5.1551e-05-0.00031879i,0.00074654+0.00034883i,0.0015307+0.00014909i,0.0011095+0.00011701i,2.5038e-06+0.00048695i,-0.00028158+0.0011783i,-0.00042075+0.0012603i,-0.00086894+0.00050397i
0.00096699+0.0017474i,0.00082207+0.0027453i,0.00038653+0.0037913i,0.00082888+0.0034162i,0.00077984+0.001887i,2.1862e-05+0.00046039i,-0.00128+0.00057452i,-0.0031386+0.00057853i,-0.0033021+0.00042452i,-0.0015438+0.0010088i,-0.00013707+0.00089699i,-0.00020394+0.00073332i,-0.00017025+0.0010907i,-1.7972e-05+0.00063653i,0.00047503-0.00029736i,0.0011751-0.00012699i,0.0013638+0.00015927i,0.00082553+0.00015159i,0.00013238-0.00024247i,-0.000172-0.00023947i,-0.00014075-0.00023354i,7.513e-05-0.00037897i,0.00097831-0.00031294i
-0.00044712-0.0011197i,0.00011422-0.0008574i,-0.00033293+0.00015975i,-0.0015868+0.0010892i,-0.0014757+0.00141i,-0.00068514+0.00172i,-1.5582e-05+0.001012i,0.00022009+0.00016259i,-0.00020369+0.00063973i,-0.00054283+0.00016423i,-0.00079087-0.00029345i,-0.0011558+0.00056599i,-0.0010941+0.00026436i,-0.00074652-0.0002779i,-0.00023748-0.00017905i,1.9825e-05+0.00033888i,-2.1594e-05+0.00046956i,-0.00011013+0.00035788i,-0.00012929+0.00060474i,-6.9694e-05+0.00045123i,-6.3711e-05+0.0002364i,0.00063376+0.00047717i,0.00074792+0.00066415i
0.00024529+0.00049587i,-0.00026338+0.0010785i,-0.00039675+0.00093021i,0.00031114+0.00074814i,-9.8772e-06+0.0011889i,-0.0016101+0.00081072i,-0.0019349+0.00043145i,-0.0010562+0.00065214i,-0.0002895+0.00013717i,8.7747e-05-6.2284e-05i,-0.00015037-0.00013469i,-0.00042385-0.00023509i,0.00044916+0.00055442i,0.00039482+0.00090221i,-0.00030223-0.00061917i,4.5949e-05-0.0011759i,0.0003956-0.00035404i,0.00052577+0.00024138i,0.00024138-0.00027027i,3.1997e-05-0.0010573i,0.0001996-0.0014831i,7.3028e-05-0.0014882i,-0.00035862-0.00030295i
-0.00097868-0.0022522i,-0.00049173-0.00045252i,-0.0007453+0.00097501i,-0.00089077+0.0017271i,-0.00089138+0.0020746i,-0.00091436+0.001211i,-0.0004849+4.126e-05i,-0.00032753-0.00016297i,-0.00069427-0.00032193i,-0.00049019-0.00026563i,3.5038e-05+0.00062525i,0.00033613+0.00090074i,-0.00038572+0.0003358i,-0.00046548+0.00017937i,0.00056399+0.00031303i,0.00060527-6.216e-05i,-0.00017565-0.00021786i,0.00031549-0.00015761i,0.00070055-0.00097323i,0.0007158-0.00014548i,-0.00029434+0.00069408i,-0.0012567-0.00018375i,-0.00059642-0.00015297i
-0.00013128+0.0010736i,-0.00025441+0.00080689i,-1.6116e-06+0.0009211i,-0.00010734+0.0010855i,-0.00059383+0.0007888i,-0.00060709-1.6699e-05i,-0.00040835-9.3473e-05i,-0.00014567-0.00046514i,-0.00069107-0.00023784i,-0.0010561-4.6629e-07i,-0.00037933-0.00015938i,0.00015228-0.00016891i,0.00069541-0.00028364i,0.00016899+7.7359e-06i,-0.00086725+0.00030276i,-0.00034584+0.00038485i,0.00045704+0.00011139i,0.00084098+0.00042864i,0.00055369+0.00066205i,-9.1908e-05+0.00066569i,-0.00015099+0.00074237i,-0.00048056-0.00036804i,-0.00045958-0.00052794i
-0.00071547-2.1935e-06i,8.5406e-05+0.00034617i,-5.8307e-06+0.0013902i,-0.00034446+0.002401i,-0.00096383+0.0019669i,-0.00058406+0.0009036i,0.00024591+0.00029928i,-0.00019834+0.00012057i,-0.0011661-0.00023403i,-0.00021519-0.00035001i,0.0014346+0.00053659i,0.001258+0.001033i,0.00019269+0.00035304i,-0.00019014-0.00021118i,0.00024064-0.00032857i,0.00045382-6.8459e-05i,0.00015701+0.00013618i,0.00063165+0.00049323i,0.0012181+0.00046212i,0.00051533+0.0003311i,-0.00017217-6.9581e-05i,0.00021677-0.00050097i,0.00029136+0.00045642i
-0.0010593-0.00053041i,-0.00028788+0.0010246i,-0.00027435+0.0027723i,-0.00037867+0.0031053i,-0.00039322+0.0030579i,-0.00019744+0.0024256i,-0.00018068+0.0005083i,-0.00032263-0.00088672i,-0.0007634-0.00055562i,-0.00069056+0.00036486i,1.4825e-06+0.00058389i,0.00057515+0.00073874i,0.00035999+5.3214e-05i,0.0004248-0.00065963i,0.00059381-0.00075046i,0.00039507-0.00075725i,0.00025607-0.00040401i,0.00010563-0.00026079i,0.00043416+0.00011101i,-5.2278e-05-0.00013379i,-0.00074009-0.00037596i,-0.00086017+0.00015934i,-0.00092638+0.00028728i
-0.00062896-0.00032382i,0.00013519-0.00070804i,0.00097218-0.00046846i,0.00099126-0.00059896i,0.00028349-0.00024737i,-0.0003256+0.00034325i,-0.00045986+0.00033275i,-0.00083549+0.00022204i,-0.001195+5.3879e-05i,-0.00060292+0.0003694i,-8.7326e-05+0.0004145i,-0.00098007+0.0001948i,-0.0014792-0.00022321i,-0.0013765-7.4941e-05i,-0.00076301-0.00060298i,-0.00038635-0.0011123i,-0.00089311-5.9031e-05i,-0.00074156+0.00071977i,0.0003181-1.6788e-05i,0.0013822-3.0166e-05i,0.000646+0.00041261i,-0.00053451+0.00031556i,6.5671e-05+0.00042183i
0.0012052-0.00077056i,-8.3505e-05+7.0989e-05i,-0.0013675+0.00084036i,-0.00070255+0.0013406i,0.00044118+0.0017251i,0.00037371+0.0020331i,0.0003414+0.0011026i,0.00080186+0.00051673i,0.0004763+0.00034681i,-0.00036556+0.00039088i,-0.00032755+0.00073152i,-0.0003733+0.00065421i,-0.00094897+0.00086031i,-0.001329+0.00037727i,-0.00074251+0.00029815i,-8.5118e-05+0.00024513i,-8.4939e-05-0.0009162i,-0.00016907-0.00095672i,-3.4297e-05-0.00033308i,0.00036586-5.7477e-05i,0.00045692+0.00026438i,-9.4583e-05+0.00017693i,-0.00056329+0.00023275i
-0.00042494-0.00050937i,-0.00082942+0.0011401i,-0.00063128+0.0012063i,-0.00079118+0.0006595i,-0.001226+0.00055872i,-0.0015989+0.00081701i,-0.0015328+0.00090399i,-0.00093179+8.7149e-05i,-1.0807e-05+0.00033964i,0.0011136+0.0011155i,0.00069198+0.00029867i,-0.00019324-4.5399e-05i,0.00013672+0.00046543i,-5.0541e-05+0.00042938i,-0.0007754+0.0003136i,-0.00056138+0.00047913i,0.00061225-0.00015287i,0.0013453-0.00043326i,0.00064404-0.00020113i,0.00019688-0.00036678i,-0.00024847-0.00091508i,-0.00063766-0.0004182i,-0.00039371+0.00068424i
2.2547e-05-9.057e-05i,0.00050846+0.0014981i,-0.00029542+0.0019423i,-9.8559e-05+0.0016017i,-0.00011468+0.0014896i,-0.00040138+0.00066401i,-0.00062133-0.00057225i,-0.00057696-0.0014112i,-0.00033456-0.0010737i,-0.00035142+9.1401e-05i,-9.146e-05+0.00050043i,0.00041823+6.2712e-05i,0.001151+0.00029506i,0.00077199+0.00052898i,-3.3883e-05+0.00072593i,-0.00014129+0.00072751i,0.00038345-9.0268e-05i,0.0010268-0.00093853i,0.00058743-0.00081399i,-0.00013655-0.00052035i,-0.00071437+0.00022233i,-0.0008089+0.0006187i,-0.00022479+6.8741e-05i
-0.00048817-0.0014901i,-0.0010575-0.0011826i,-0.00013569-1.1465e-05i,0.00011884+0.00042628i,-0.0010767+0.00023714i,-0.0019081+0.00048374i,-0.0015847+7.3975e-05i,-0.0010932+6.2761e-05i,-0.00081954+0.00017248i,-0.00043788+6.7942e-05i,-0.00027841-0.00027666i,-0.00056769-8.6326e-06i,-0.00013225+0.00045798i,0.0004031+0.00024256i,0.00049641+2.858e-05i,0.00016527-0.00020545i,-0.00047601-0.00020826i,-0.00051881-0.00037181i,0.00031159+3.4482e-05i,0.00032158+0.0010323i,-0.0003471+0.00096772i,-0.00012924+5.6e-05i,-0.00013262+5.4672e-05i
0.00045669-0.00010868i,0.00056642+0.00044289i,0.00042551+0.00011884i,-0.00019996-0.00026372i,-0.00058767+0.0004494i,-0.0008018+0.00053226i,0.00041112+0.00062768i,0.0010093+0.00098794i,0.00043082+0.0012067i,0.00016209+0.0011936i,0.00059918+0.00092098i,0.00054581+0.00059327i,0.00057449+0.00068342i,0.00058767+0.00017341i,0.00025414+0.00020889i,0.00036047+0.0001933i,0.000643-0.00058574i,0.00069569-0.0011377i,0.00086791-0.00087843i,0.0001444-0.00093469i,-0.00032933-0.00052891i,0.00018598+0.0005083i,0.0001827+0.00086399i
-0.0010949-0.0011402i,-0.0022008-0.00064918i,-0.0024248+0.00035223i,-0.0016932+0.0020571i,-0.0012845+0.0025239i,-0.00020515+0.0018863i,0.00050057+0.0010401i,-0.00018699-0.00019031i,-0.00068836-0.00043787i,-0.00081821-0.00016315i,-0.00047943-3.7944e-05i,-0.00043766+0.00034946i,-0.00049782+0.00087805i,-0.00041886-1.0214e-06i,-0.00067556-0.00041206i,-0.00041344-0.00012013i,0.00015346-0.0007942i,0.00081965-0.0024259i,0.00077779-0.0025529i,0.00018164-0.00070201i,0.00030661+0.00016857i,0.00098564+0.00039478i,0.00079225+0.00038106i
5.9528e-05-0.00040347i,0.00087436+0.00093062i,-3.297e-05+0.00090528i,-0.00053748+0.00026854i,-0.00015903+0.00054682i,-0.00040391-0.0002153i,-0.001211-0.0011272i,-0.0008611-0.00097349i,-0.00047128+6.8227e-05i,-0.00037475+0.00023343i,-0.00045663+0.00014804i,-0.00036284+0.00033573i,6.9664e-05+3.4099e-06i,0.00052634-0.00032042i,0.001111-0.00055207i,0.00057102+0.00018546i,0.000208+0.00031457i,0.00084963-0.00052393i,0.00098887-0.00021483i,-5.826e-06+0.00023791i,-0.00065284+0.00016453i,-0.00027933-2.0364e-05i,-7.9809e-05-0.00046842i
-0.0017418-0.00084989i,-0.0016995-0.0012074i,-0.00080242+1.7312e-05i,-0.00082443+0.002054i,-0.00080436+0.0020742i,0.0004038+0.0015141i,0.00091023+0.00085355i,0.00058385-0.00013708i,0.00039686+7.4434e-05i,0.00024775+0.00047489i,0.00018032+0.00040594i,-0.00017804+0.00098408i,-9.8242e-05+0.0010293i,6.9982e-05-0.00017602i,0.00030098-0.00078294i,0.00047629-0.00077769i,0.00033724-0.0014718i,0.00045698-0.0016155i,0.00086961-0.000678i,0.0012614-0.00056933i,0.00082449-0.0012702i,-6.5939e-05-0.00097974i,-0.00025838-0.00048412i
0.00020522-0.00074074i,-7.9609e-05-0.00024371i,-0.0007113+0.00057338i,-0.00080919+0.00087644i,-0.00085655+0.00055268i,-0.00063597-3.0381e-05i,-0.00047674-0.0004619i,-0.00070523-0.00035513i,-0.0010812+0.00018692i,-0.00093253+0.00072833i,-0.00056366+0.00043796i,-0.00017011-0.00035191i,0.00028037+4.3623e-05i,0.00041411+0.00013606i,0.00021561+0.00012823i,0.00013142+0.00040685i,0.00031278+3.0899e-05i,0.0007365-0.00013676i,0.00050749-0.00028528i,0.00028673-0.00059044i,0.00087704-0.0006688i,0.00067257-0.00055486i,-0.0001408-0.0010757i
0.00055338-0.0016518i,-0.00077405-0.00068369i,-0.001177+0.00018592i,-0.0018366+0.00018796i,-0.0018026+0.00041748i,-0.0014663+0.0015801i,-0.00070485+0.0013269i,-0.0006566+0.00037989i,-0.0013467+1.3094e-06i,-0.0014333+0.00026975i,-0.00090379+0.00074053i,-0.00049021+0.0010686i,-0.00018621+0.0012551i,0.00027518+0.00061874i,0.00018346-0.00044234i,-0.0001892-0.0003816i,-0.00049737+6.1539e-05i,-0.00043713-0.00036994i,0.00015278-0.00074721i,0.00084559-6.2845e-05i,0.00065877+0.00039065i,0.00036059+0.00063702i,0.00039274+0.001029i
0.001927+0.00043695i,0.0010745+0.0010116i,-0.0001351+0.00069562i,-0.0010821+0.00018112i,-0.0019916+0.00042482i,-0.0024955+0.00076485i,-0.00097158+0.0010122i,7.8418e-06+0.0010749i,0.00024257+0.00048359i,0.00049338+0.00055257i,-0.00018787+0.0005448i,-0.00064341+3.9385e-05i,-4.3934e-05-0.00066919i,0.00078211-0.00065292i,0.00045957-0.00011358i,2.3683e-05+0.00050359i,-3.3946e-05+0.00073858i,0.00032794+2.3023e-05i,0.0010646-0.00054061i,0.00091793-0.0010187i,-0.00011617-0.00093417i,-0.00026538+0.00034441i,-0.00019726+0.0014389i
-0.001037+6.6891e-05i,-0.0010653+0.00012963i,-0.00041335+0.001305i,-0.00046882+0.0014975i,-0.001028+0.00095262i,-0.00067558+0.00066368i,-2.2077e-05+0.00014286i,-0.00014162-0.00020662i,-0.00053399+0.00019388i,-0.00085731+0.00047138i,-0.00107+3.5182e-05i,-0.00029932-7.9755e-05i,0.00079047+0.00057637i,0.00088441+0.00065655i,-0.00065237+0.00017937i,-0.00098432+0.00013358i,0.00047246+0.00022206i,0.0012668+8.6625e-05i,0.00085264-0.00010005i,0.0012026+0.00025329i,0.0011275+0.00023748i,-0.00024645+7.4232e-05i,-0.0007643+4.5711e-05i
-0.00015219-0.0011732i,0.0014931+0.00021955i,0.00062019+0.0009895i,3.3209e-05+0.00056064i,-0.00025157+0.00071745i,-0.00066212+0.00079293i,8.4851e-05-0.00089733i,0.00049813-0.0010801i,-0.00047036-0.000178i,-0.00061946+0.00039384i,-0.00020573+0.0011614i,-0.00051611+0.0010285i,-0.00050191+4.8191e-05i,-0.00024645-0.00078225i,-0.00021161-0.00074773i,-0.0004763-7.2117e-05i,-0.00065268+0.00020887i,9.3607e-06-5.2014e-05i,0.00018708-0.00072421i,-0.00026169-0.00046055i,-0.00045163+0.00055976i,1.9649e-06+0.00053682i,0.00048348+0.00045801i
-0.0012518-0.00045976i,-0.0016814+0.00084222i,-0.0010886+0.0015111i,-0.00082259+0.0012249i,-0.00037903+0.00070865i,0.00017896+0.001063i,-0.00025146+0.0011949i,-0.00076547+0.00019943i,-0.0010381-0.0004187i,-0.00099026+0.0002066i,-0.0004249+0.00030147i,-8.344e-05+0.00078603i,0.00012552+0.00078032i,0.000734-0.00046754i,0.00093366-0.00063754i,0.00060565-0.00031726i,0.00021303+0.00027991i,0.00042326+0.0010181i,0.00046191+0.00051641i,-0.00018722+4.8441e-05i,-0.00045368-9.3137e-05i,0.00026933-0.00080382i,0.00031248-0.00091344i
