0.0017697+0.00037413i,0.0023077+0.00023262i,0.0016645-0.00050697i,0.00079809-0.0013094i,-3.2861e-05-0.0012484i,-0.0013722+0.00053276i,-0.00097289+0.0021121i,0.00045267+0.0020311i,0.0014106+0.00092522i,0.0012168+0.00073375i,0.00033447+0.00035543i,0.00037435-0.00049215i,0.0006042-8.4293e-05i,0.00018748+0.00014413i,0.00032751+0.00016377i,0.00022878+0.00094172i,-0.00075398+0.00073361i,-0.0010804+5.7086e-05i,-0.00097259-0.00022233i,-0.001125-0.00018134i,-0.0014218+0.0001373i,-0.0015564+0.00029791i,-0.0014818+0.00026976i
-0.2938-0.62734i,-0.42438-0.49635i,-0.30657-0.14992i,-0.15431+0.04499i,-0.13113+0.13352i,-0.10574+0.23839i,-0.014427+0.21159i,0.024801+0.084125i,0.0044949+0.021244i,-0.013118+0.01427i,-0.016883+0.012645i,-0.0025139+0.012903i,0.0087097+0.0096615i,0.0069067+0.0077606i,0.012209+0.012028i,0.023324+0.016723i,0.021118+0.020828i,0.014099+0.021889i,0.023274+0.011572i,0.035294-0.010286i,0.032138-0.025117i,0.020588-0.022341i,0.0057489-0.016132i
0.64769+0.43748i,0.85582+0.21437i,0.65532-0.1102i,0.31585-0.15327i,0.20837-0.028081i,0.22929-0.026602i,0.14782-0.047155i,0.051165+0.0010624i,0.035589+0.020926i,0.038115-0.0041904i,0.028837-0.020123i,0.01946-0.017232i,0.014686-0.003915i,0.016984+0.01785i,0.024382+0.042539i,0.029891+0.052904i,0.030712+0.04455i,0.027949+0.031389i,0.023759+0.019918i,0.029142+0.0085439i,0.036178-0.0033587i,0.030595-0.006779i,0.022613+0.00065466i
-0.75683-0.31749i,-0.925-0.1964i,-0.75731-0.035109i,-0.48902+0.0094155i,-0.29619-0.017748i,-0.15278-0.036576i,-0.03581-0.048601i,0.030849-0.064744i,0.026241-0.077117i,-0.0095595-0.049352i,-0.012116+0.0027584i,0.0030651+0.02716i,0.00026352+0.02436i,-0.015056+0.016483i,-0.037+0.011958i,-0.054257+0.011304i,-0.050358+0.0050301i,-0.032254-0.0049074i,-0.014805-0.002509i,-0.0054715+0.015895i,-0.0097082+0.032384i,-0.02029+0.037571i,-0.016985+0.036373i
0.81384+0.06568i,0.87222+0.020598i,0.63462+0.107i,0.43042+0.20234i,0.31711+0.14296i,0.19619+0.039236i,0.097849-0.0092361i,0.026564-0.022217i,-0.014573-0.016576i,-0.015404-0.029797i,-0.018206-0.054972i,-0.020926-0.052585i,-0.009286-0.031218i,0.00027834-0.0090632i,0.0086848+0.0009921i,0.013854-0.0013812i,0.0082756+0.0012149i,-0.00082631+0.0088892i,-0.0060316+0.0092862i,-0.0067924+0.001991i,-0.00089305-0.0047268i,0.0099251-0.0088056i,0.010342-0.010865i
-0.80588+0.2539i,-0.82108+0.31798i,-0.52285+0.09753i,-0.26409-0.16199i,-0.17403-0.21269i,-0.15627-0.15459i,-0.15044-0.09053i,-0.11087-0.035658i,-0.06151-0.0087691i,-0.037824+0.012932i,-0.019521+0.026188i,-0.013439+0.016552i,-0.013652+0.0056793i,-0.0019356-0.0075387i,0.0079772-0.028156i,0.0067126-0.043555i,-0.0023472-0.044025i,-0.0036292-0.029091i,0.0111-0.01456i,0.02998-0.022764i,0.039067-0.050196i,0.029251-0.068492i,0.010703-0.058971i
0.59776-0.41982i,0.51503-0.36184i,0.26828-0.032914i,0.11485+0.18012i,0.033479+0.21891i,0.019692+0.28909i,0.10387+0.28535i,0.12158+0.15491i,0.07807+0.065985i,0.063453+0.013184i,0.035136-0.02358i,0.013108-0.01292i,0.014855+0.00055318i,0.0017966+0.0071736i,-0.021275+0.02615i,-0.033821+0.046222i,-0.031917+0.052968i,-0.022372+0.046354i,-0.0074662+0.043754i,0.011876+0.051756i,0.022916+0.059305i,0.018989+0.056855i,0.012018+0.038821i
-0.31736+0.63759i,-0.094397+0.5751i,0.15118+0.17257i,0.18619-0.076409i,0.21968-0.096682i,0.28514-0.18111i,0.16714-0.25008i,0.022557-0.1617i,-0.0054936-0.068223i,-0.005888-0.026124i,0.0043008+0.0051333i,0.016422+0.0050721i,0.010542-0.0042961i,0.013152-0.0059137i,0.021953-0.010548i,0.025316-0.016179i,0.020863-0.022512i,0.0014031-0.023583i,-0.021216-0.01088i,-0.027311+0.010812i,-0.016001+0.020274i,-0.0058201+0.010995i,-0.0019146+0.0047263i
0.09848-0.85422i,-0.14322-0.9156i,-0.34421-0.55221i,-0.32394-0.2109i,-0.28085-0.11349i,-0.29392-0.040944i,-0.18609+0.034413i,-0.047596+0.015833i,-0.011374-0.014684i,-0.010811-0.018379i,-0.013901-0.023124i,-0.019939-0.010613i,-0.017581+0.006179i,-0.02172+0.0025297i,-0.030058-0.014909i,-0.032401-0.031125i,-0.02963-0.032706i,-0.020618-0.019341i,-0.016603-0.0067522i,-0.033935-0.004754i,-0.059032-0.0032084i,-0.062979+0.0046808i,-0.050063+0.010508i
0.13543+0.8294i,0.36399+0.86862i,0.46363+0.53753i,0.35716+0.27159i,0.27071+0.22524i,0.24029+0.13713i,0.10406+0.020221i,-0.026067+0.0084346i,-0.043235+0.025002i,-0.027063+0.022308i,-0.0060699+0.015419i,0.011163-0.001426i,0.013758-0.0050636i,0.023545+0.0063998i,0.039654+0.01332i,0.042761+0.010654i,0.026642+0.0004496i,0.0026952-0.010279i,-0.0097363-0.020668i,-0.0033384-0.028503i,0.015479-0.02181i,0.032015-0.003344i,0.035728+0.011552i
-0.39045-0.8359i,-0.6723-0.95308i,-0.72892-0.70649i,-0.52284-0.41634i,-0.34394-0.25018i,-0.26467-0.067976i,-0.10841+0.074573i,0.029759+0.046143i,0.026128-0.012885i,-0.0013273-0.0046869i,-0.0076991+0.0047036i,-0.019176+0.010667i,-0.019621+0.02028i,-0.016252+0.012991i,-0.017985-0.0046504i,-0.018519-0.012127i,-0.0092897-0.0060762i,0.0099576+0.0031512i,0.027961+0.014972i,0.04197+0.028644i,0.049173+0.031736i,0.041916+0.020617i,0.022945+0.0069034i
0.46326+0.81467i,0.64071+1.0623i,0.60381+0.96095i,0.42567+0.66574i,0.32737+0.43404i,0.33778+0.26766i,0.27345+0.096987i,0.12004+0.0099547i,0.029462+0.0061652i,0.011249-0.002419i,0.010824-0.0086116i,0.019062-0.0076064i,0.019059-0.011818i,0.011853-0.0010804i,0.0090406+0.021277i,0.0087734+0.027539i,0.0045548+0.011438i,-0.0099364-0.0092824i,-0.025744-0.013144i,-0.031301-0.002204i,-0.032633+0.0053997i,-0.033538+0.0071784i,-0.021354+0.010028i
-0.46354-0.61175i,-0.52225-0.83994i,-0.41459-0.80652i,-0.2896-0.58243i,-0.23246-0.39622i,-0.19528-0.30164i,-0.1256-0.2143i,-0.056615-0.13451i,-0.031859-0.076158i,-0.02217-0.030007i,-0.014-0.0091554i,-0.021007-0.0022517i,-0.024711+0.005251i,-0.012724-0.0022545i,0.0050657-0.023048i,0.015111-0.031892i,0.018675-0.020495i,0.022192-0.0045142i,0.017614-0.0011489i,-0.00061697-0.0079537i,-0.018088-0.0144i,-0.024516-0.01983i,-0.030059-0.023943i
0.47442+0.43796i,0.51002+0.70395i,0.43837+0.75511i,0.35752+0.55354i,0.24074+0.3386i,0.10393+0.24022i,0.015856+0.18069i,-0.0043045+0.11514i,0.011488+0.042852i,0.0065295-0.019319i,-0.010743-0.035562i,-0.003111-0.027695i,0.0063556-0.026332i,-0.00038761-0.016221i,-0.0072788+0.0041535i,7.4218e-05+0.010955i,0.013251-0.0020297i,0.013168-0.020192i,0.0010914-0.030966i,-0.0073575-0.038808i,-0.0095242-0.044045i,-0.012042-0.031832i,-0.0095903-0.006455i
-0.33085-0.32827i,-0.26751-0.69922i,-0.19965-0.86766i,-0.24491-0.66137i,-0.25654-0.35773i,-0.18792-0.17326i,-0.11509-0.075228i,-0.059929-0.040045i,-0.036196-0.030495i,-0.020532-0.0031834i,-0.0031375+0.013175i,-0.0084277+0.01037i,-0.016608+0.01747i,-0.00065258+0.024461i,0.02261+0.013828i,0.022314+0.0012538i,0.0043144+0.0015051i,-5.1421e-05+0.0076884i,0.015321+0.0091099i,0.026488+0.013303i,0.018622+0.02685i,0.004813+0.034705i,-0.0054662+0.022521i
0.13521+0.13723i,-0.016382+0.44508i,-0.079083+0.61078i,0.078441+0.49351i,0.21312+0.32602i,0.19636+0.24285i,0.1417+0.18796i,0.10456+0.11418i,0.058589+0.029146i,0.0071688-0.022363i,-0.016376-0.025229i,-0.0060556-0.013147i,0.0090097-0.015155i,-0.00057017-0.022335i,-0.024538-0.015092i,-0.027366+0.002199i,-0.0089127+0.011114i,-0.00099358+0.0085101i,-0.011826+0.0096226i,-0.018342+0.018732i,-0.0089824+0.02445i,0.0035788+0.021572i,0.012454+0.018955i
-0.02581-0.030748i,0.064943-0.31335i,0.02852-0.47132i,-0.1628-0.40093i,-0.25806-0.29545i,-0.17525-0.22489i,-0.073135-0.17432i,-0.041506-0.12025i,-0.029272-0.040438i,0.011051+0.017089i,0.039125+0.018173i,0.026265+0.0053805i,0.0053304+0.015342i,0.0082388+0.033395i,0.027975+0.037008i,0.031864+0.023338i,0.01551+0.010961i,0.0040276+0.0088869i,0.0060517+0.0045512i,0.0072125-0.01127i,-0.0012859-0.035485i,-0.012806-0.050627i,-0.019575-0.047148i
-0.12696+0.047352i,-0.21564+0.35252i,-0.15218+0.53751i,0.06573+0.49868i,0.21378+0.38771i,0.1786+0.25401i,0.09129+0.13909i,0.061769+0.060339i,0.051144-0.0083275i,0.010286-0.049497i,-0.021561-0.046467i,-0.014041-0.026477i,0.002911-0.02348i,0.0012589-0.035278i,-0.012181-0.040253i,-0.013007-0.027066i,0.00055409-0.0050819i,0.013328+0.0061278i,0.01549+0.00029945i,0.010941-0.010338i,0.009275-0.013946i,0.0079009-0.0095304i,0.0083842+0.0018035i
0.24817-0.013024i,0.3452-0.21808i,0.29525-0.32719i,0.083119-0.32616i,-0.11685-0.28799i,-0.15151-0.19499i,-0.098029-0.10284i,-0.064143-0.047519i,-0.033727-0.0044185i,0.015837+0.015443i,0.040093+0.0074587i,0.025247-0.0045414i,0.0010212+0.0011402i,-0.0075926+0.028636i,0.0036771+0.053557i,0.013722+0.047659i,0.012645+0.018389i,0.0095898-0.0033032i,0.01382-0.0036962i,0.027392+0.0017512i,0.034592-0.003122i,0.02337-0.013349i,0.0028463-0.022727i
-0.27191+0.022409i,-0.29394+0.12773i,-0.20605+0.1687i,-0.040411+0.21159i,0.095051+0.26668i,0.11863+0.23718i,0.07996+0.15327i,0.056046+0.077737i,0.035083+0.0076659i,-0.0112-0.032107i,-0.039389-0.025858i,-0.032451-0.0075012i,-0.012195-0.0062477i,0.0064806-0.02686i,0.0088797-0.051463i,-0.0035076-0.053728i,-0.015664-0.031796i,-0.016673-0.0075864i,-0.0091044+0.006208i,-0.0075949+0.01563i,-0.015508+0.021248i,-0.020535+0.02172i,-0.015952+0.027095i
0.26798-0.11145i,0.26454-0.20623i,0.17592-0.23604i,0.044766-0.2713i,-0.068719-0.29104i,-0.11636-0.2114i,-0.083874-0.084419i,-0.026529-0.010662i,0.010637+0.017611i,0.042577+0.027536i,0.058566+0.023065i,0.047718+0.015876i,0.02018+0.014878i,-0.011618+0.028979i,-0.028137+0.052709i,-0.021693+0.060402i,-0.0080747+0.041999i,-0.0033481+0.016397i,-0.0084601+0.0015084i,-0.012955+0.00031237i,-0.0033936+0.0058798i,0.01241+0.0040019i,0.01767-0.010891i
-0.26822+0.13849i,-0.29002+0.15171i,-0.25753+0.09708i,-0.20184+0.10724i,-0.13414+0.18282i,-0.056767+0.18807i,-0.018931+0.11153i,-0.0084634+0.039665i,-0.0078034-0.0012324i,-0.019703-0.013543i,-0.021681-0.014846i,-0.0097785-0.017575i,0.0076655-0.015481i,0.030881-0.019225i,0.047421-0.036069i,0.0422-0.047674i,0.021101-0.038225i,0.0024776-0.014058i,-0.0010466+0.0028764i,0.0082677+0.00054868i,0.017118-0.011624i,0.016993-0.017526i,0.0061037-0.0063236i
0.17313-0.17004i,0.13874-0.12063i,0.081252+0.021539i,0.060275+0.074249i,0.045592-0.0017186i,0.005339-0.044063i,-0.014817-0.010401i,-0.011534+0.022335i,0.0079636+0.032781i,0.035369+0.027928i,0.04008+0.019431i,0.023967+0.016546i,0.0052285+0.013051i,-0.022597+0.014293i,-0.050787+0.026456i,-0.052841+0.038281i,-0.028317+0.034727i,-0.00011394+0.019577i,0.011904+0.0076683i,0.0077576+0.0065881i,0.00087864+0.016146i,0.0012176+0.021345i,0.0090567+0.0082471i
-0.079631+0.21312i,-0.014736+0.16018i,0.037266+0.0042721i,0.024278-0.080622i,-0.0076678-0.045997i,-0.020041-0.012811i,-0.032259-0.01796i,-0.043369-0.013583i,-0.046359+0.0061406i,-0.038921+0.014772i,-0.022835+0.004049i,-0.0081332-0.0079861i,0.005472-0.0071038i,0.029617-0.0018306i,0.05816-0.0056533i,0.064902-0.018462i,0.043377-0.02756i,0.013485-0.022479i,-0.0033316-0.0043666i,9.3833e-05+0.011012i,0.0086397+0.0085335i,0.0051028-0.0035316i,-0.0097709-0.004556i
0.0090759-0.21426i,-0.044549-0.1322i,-0.05148+0.040081i,-0.0014468+0.12888i,0.029647+0.086446i,0.020765+0.020557i,0.0094679-0.00091968i,0.019708+0.0083126i,0.037677+0.010183i,0.031417+0.0063096i,0.0081313+0.017951i,-0.0098383+0.031121i,-0.02044+0.025282i,-0.034835+0.006094i,-0.054224-0.0062379i,-0.059173-0.0037412i,-0.040621+0.0021993i,-0.014357+0.0043496i,0.0016212+0.00060281i,-0.0035496-0.0045485i,-0.020146-0.003023i,-0.024321+0.0046279i,-0.0083186+0.0095471i
0.084898+0.17636i,0.1538+0.050467i,0.16372-0.15352i,0.11204-0.2793i,0.034531-0.27763i,-0.040101-0.19023i,-0.067649-0.10875i,-0.068129-0.07711i,-0.071682-0.0485i,-0.05153-0.013432i,-0.010061-0.0066634i,0.017709-0.013575i,0.022647-0.0038277i,0.028714+0.016609i,0.045828+0.028529i,0.053782+0.02275i,0.037905+0.008597i,0.0097803-0.0046065i,-0.010648-0.011991i,-0.010623-0.010176i,0.0054523-0.0050535i,0.015808-0.0059134i,0.0079194-0.012479i
-0.17461-0.15111i,-0.25245-0.046814i,-0.29097+0.10008i,-0.29747+0.20754i,-0.23046+0.24906i,-0.10318+0.19862i,-0.019275+0.10467i,0.0063211+0.0429i,0.011748+0.013488i,0.00062532-0.00050947i,-0.018266+0.00091419i,-0.031783+0.0030232i,-0.030805-0.0025096i,-0.023379-0.016658i,-0.025652-0.031116i,-0.02929-0.031369i,-0.019713-0.015745i,-0.0013089+0.0070221i,0.013221+0.022544i,0.01573+0.022783i,0.0092937+0.013294i,0.0010733+0.0069508i,-0.0040799+0.011233i
0.21233+0.092018i,0.2509+0.001134i,0.25741-0.077056i,0.27975-0.11696i,0.247-0.15646i,0.12877-0.14758i,0.034474-0.08495i,-0.0073351-0.042668i,-0.029275-0.025897i,-0.0201-0.015505i,0.0061429-0.016172i,0.019015-0.011059i,0.016738+0.0031708i,0.012584+0.020993i,0.012737+0.038772i,0.013756+0.043219i,0.012927+0.028558i,0.0094974+0.0041299i,0.0017084-0.014257i,-0.0061328-0.016491i,-0.007488-0.0079831i,-0.0019464-0.0040645i,0.0056023-0.0089667i
-0.24377-0.012674i,-0.26025+0.07112i,-0.25462+0.10275i,-0.28451+0.11673i,-0.24712+0.16619i,-0.11371+0.15329i,-0.0086979+0.078681i,0.031288+0.034642i,0.03784+0.013369i,0.014721-0.0015809i,-0.01154-0.001487i,-0.017828-0.0072317i,-0.012681-0.017617i,-0.0010498-0.023161i,0.010501-0.02977i,0.015128-0.03263i,0.013979-0.022869i,0.0076752-0.0040414i,-0.00016574+0.016416i,-0.0047044+0.02806i,-0.0054459+0.024297i,-0.0070711+0.011687i,-0.013005+0.0034807i
0.24354-0.05976i,0.23735-0.1069i,0.2484-0.069501i,0.34404-0.05713i,0.35619-0.14237i,0.20796-0.17858i,0.072611-0.1114i,0.030011-0.061067i,0.013124-0.053017i,0.0072428-0.039353i,0.014042-0.020719i,0.012932-0.0036356i,0.00046736+0.0097035i,-0.016579+0.020739i,-0.027146+0.029628i,-0.026631+0.028374i,-0.021122+0.014415i,-0.01141-0.0032808i,-0.00083439-0.017824i,0.0061595-0.029031i,0.010258-0.029265i,0.013144-0.017953i,0.015758-0.008547i
-0.21195+0.11985i,-0.16683+0.11686i,-0.16775-0.024522i,-0.30379-0.13649i,-0.37947-0.068913i,-0.26821+0.029183i,-0.12574+0.029981i,-0.061499+0.014228i,-0.033765+0.022274i,-0.015718+0.028344i,-0.0014918+0.021139i,0.010653+0.00080048i,0.014867-0.012516i,0.021822-0.01115i,0.033271-0.010971i,0.033868-0.012362i,0.020308-0.0028483i,0.0034273+0.011895i,-0.010678+0.020835i,-0.01997+0.025824i,-0.021678+0.026075i,-0.019211+0.017715i,-0.018391+0.0067582i
0.15407-0.19804i,0.069367-0.16985i,0.025913+0.017414i,0.12614+0.17121i,0.20876+0.1331i,0.15838+0.039646i,0.075398+0.023369i,0.043146+0.021934i,0.038029-0.0019909i,0.030514-0.020863i,0.013864-0.018814i,-0.0052917+0.00020354i,-0.01516+0.014388i,-0.024844+0.01407i,-0.036287+0.010758i,-0.035394+0.0089374i,-0.020222+0.0036576i,-0.00078729-0.0012817i,0.01412-0.0033601i,0.023263-0.0055296i,0.026426-0.0063141i,0.023447-0.00061597i,0.020794+0.010254i
-0.082318+0.2371i,0.015183+0.18115i,0.061166-0.031176i,-0.048099-0.18179i,-0.16491-0.1323i,-0.14312-0.036223i,-0.073883-0.016088i,-0.04815-0.0067895i,-0.031573+0.016848i,-0.01069+0.026123i,0.0089138+0.022647i,0.029622+0.010051i,0.036025-0.0045684i,0.033159-0.0053493i,0.03462+0.0024742i,0.033526+0.0057203i,0.021754+0.0036679i,0.0043223-0.0021918i,-0.013299-0.0074839i,-0.029497-0.0063825i,-0.037706-0.0045991i,-0.031483-0.0097295i,-0.01635-0.019029i
-0.006836-0.26465i,-0.12442-0.19119i,-0.17148+0.054799i,-0.027678+0.24844i,0.14967+0.21795i,0.16549+0.088881i,0.092335+0.031621i,0.05659+0.016542i,0.041537-0.011178i,0.013147-0.031309i,-0.016452-0.0276i,-0.031869-0.011913i,-0.028897-0.0017102i,-0.026899-0.0046442i,-0.029703-0.0095608i,-0.02264-0.0095571i,-0.0096809-0.0092752i,-0.0020078-0.0061356i,0.0034508+0.00080859i,0.013585+0.0066468i,0.024869+0.011258i,0.023089+0.013839i,0.0075192+0.013404i
0.096264+0.26542i,0.23008+0.18517i,0.31091-0.072004i,0.21778-0.30669i,0.027547-0.33795i,-0.076218-0.22067i,-0.082057-0.11656i,-0.073889-0.057383i,-0.063448-0.0078774i,-0.035893+0.02606i,-8.2238e-05+0.034559i,0.02354+0.023524i,0.023173+0.007678i,0.01628+0.0039253i,0.014982+0.008163i,0.010126+0.006916i,0.00035582+0.0020572i,-0.0063089-0.0015025i,-0.0053225-0.0073044i,-0.0072756-0.017488i,-0.0149-0.024763i,-0.015447-0.021884i,-0.0069041-0.014374i
-0.16815-0.25144i,-0.31458-0.19601i,-0.41587+0.0089679i,-0.35763+0.20098i,-0.17383+0.23231i,-0.038981+0.161i,0.0060905+0.10427i,0.02645+0.063762i,0.029928+0.019048i,0.013374-0.011718i,-0.010065-0.019631i,-0.026711-0.0096772i,-0.022085+0.0057033i,-0.0090756+0.0067893i,-0.004423+0.00077048i,-0.0016912+0.0043268i,0.0059028+0.01169i,0.010835+0.014594i,0.0067735+0.01478i,-0.00044367+0.018174i,-9.6562e-05+0.02385i,0.0036818+0.022753i,0.0015437+0.016431i
0.23598+0.22339i,0.38148+0.18379i,0.46725+0.014092i,0.3878-0.15529i,0.18914-0.19782i,0.05787-0.14639i,0.023544-0.099654i,0.0006845-0.067183i,-0.013525-0.026765i,-0.0022277+0.0014338i,0.014423+0.010759i,0.022372+0.012644i,0.019862+0.0077059i,0.011027+0.0035559i,0.0063464+0.0038705i,0.0070699+0.00034529i,0.0064993-0.0088494i,0.0060192-0.014764i,0.0097253-0.012609i,0.013999-0.013723i,0.011152-0.020939i,0.0052539-0.022214i,0.006956-0.017088i
-0.29393-0.17968i,-0.44734-0.16367i,-0.53509-0.023569i,-0.46019+0.15793i,-0.2412+0.23311i,-0.063794+0.17228i,-0.0097604+0.081469i,-0.0023675+0.028834i,0.0044093-0.0021512i,0.0010221-0.021388i,-0.012117-0.024167i,-0.01922-0.013836i,-0.010618+0.00076261i,0.0019712+0.0059856i,0.0062454+0.004531i,0.0050583+0.0072836i,0.0031489+0.012284i,-0.0007335+0.012084i,-0.0080621+0.0045941i,-0.015307-0.0015313i,-0.019167+0.001744i,-0.015723+0.0066803i,-0.0088489+0.004912i
0.33134+0.12011i,0.4847+0.12446i,0.57474+0.047827i,0.53894-0.081632i,0.36759-0.17349i,0.16793-0.17432i,0.046841-0.11838i,-0.0010757-0.063237i,-0.012429-0.027901i,-0.0059213-0.0098735i,0.00066554-4.8016e-05i,0.0011493+0.0033982i,-0.0043146-0.00097594i,-0.01175-0.0027757i,-0.01138-0.0022161i,-0.0054937-0.0089198i,-0.0014842-0.016962i,0.0021051-0.014622i,0.0090387-0.0010773i,0.019093+0.011322i,0.025114+0.012341i,0.019409+0.0071877i,0.010137+0.0046073i
-0.35046-0.05518i,-0.49125-0.085182i,-0.54953-0.091188i,-0.4975-0.038725i,-0.34168+0.050965i,-0.17525+0.099153i,-0.082396+0.094384i,-0.037995+0.067907i,-0.012153+0.035617i,-0.0039536+0.015819i,-0.0036742+0.0087934i,-0.0053925+0.0069503i,-0.0040714+0.012072i,0.0022086+0.015175i,0.0024162+0.014102i,-0.0048461+0.017662i,-0.0096387+0.022467i,-0.0084358+0.019123i,-0.0061893+0.001703i,-0.0093-0.018596i,-0.012984-0.024192i,-0.0087214-0.01608i,4.9568e-05-0.0056572i
0.33888-0.020642i,0.45225+0.019121i,0.47966+0.077176i,0.4238+0.053788i,0.28851-0.040999i,0.15428-0.072327i,0.098545-0.041201i,0.075188-0.023267i,0.043636-0.01775i,0.022065-0.013162i,0.011044-0.013589i,0.0021172-0.013513i,-0.0042724-0.011169i,-0.0083832-0.0065275i,-0.0062508-0.001425i,0.0040037-0.000999i,0.012693-0.0048306i,0.012719-0.0049934i,0.0057581+0.0068146i,0.0018597+0.025517i,0.0041856+0.032413i,0.0038823+0.01888i,2.6708e-06+0.0020165i
-0.31273+0.089986i,-0.4013+0.031452i,-0.42872-0.08318i,-0.41111-0.087367i,-0.30303+0.027919i,-0.1491+0.076218i,-0.058191+0.03179i,-0.031579-0.0047354i,-0.019575-0.0025497i,-0.0067726+0.010889i,0.00056692+0.012022i,-0.0017383+0.0061106i,-0.0039356+0.0048857i,-0.0017142+0.0024767i,-0.0031696-0.0007922i,-0.0075861+0.00091271i,-0.0099246+0.0052535i,-0.0089468+0.0067134i,-0.0013396-0.0024607i,0.0080398-0.020846i,0.0080008-0.032017i,0.00074852-0.022107i,-0.0035072-0.0034439i
0.25701-0.16359i,0.31275-0.087393i,0.33111+0.089129i,0.33738+0.15122i,0.27158+0.052328i,0.15255-0.03777i,0.064498-0.051639i,0.025498-0.038254i,0.013107-0.02766i,0.0084282-0.026171i,-0.0014469-0.025015i,-0.0092036-0.015926i,-0.008308-0.0070656i,-0.0061133-0.00031721i,-0.0033278+0.0049505i,0.0025916+0.0043654i,0.0088414+0.00085538i,0.011168+0.00033009i,0.0039545+0.0063455i,-0.010325+0.018412i,-0.017046+0.027725i,-0.0098883+0.022921i,-0.0015386+0.0099111i
-0.18169+0.22104i,-0.20709+0.12592i,-0.20575-0.085345i,-0.20329-0.16871i,-0.16342-0.082832i,-0.11011-0.0026219i,-0.091444+0.01358i,-0.077059+0.018116i,-0.046509+0.023094i,-0.017828+0.026054i,0.0017848+0.024522i,0.0076322+0.016217i,0.0032326+0.0075974i,-1.3348e-05-0.00011947i,-0.0024699-0.0070053i,-0.0068295-0.0083115i,-0.0096609-0.0065847i,-0.0083082-0.0056433i,-2.2218e-05-0.0060551i,0.015911-0.011189i,0.025086-0.016933i,0.017987-0.011993i,0.0080775-0.00040259i
0.082405-0.26453i,0.083038-0.17165i,0.082913+0.049256i,0.10752+0.13119i,0.10668+0.047428i,0.068224-0.0042428i,0.04916+0.019589i,0.045346+0.029152i,0.027824+0.0049796i,0.008061-0.016366i,-0.0008408-0.020058i,0.00085601-0.014798i,0.0034771-0.0077978i,0.0031035+0.0015966i,0.0034442+0.010395i,0.0026866+0.013142i,0.00059435+0.01082i,0.00010487+0.0077282i,-0.0045479+0.0042451i,-0.019631+0.0022653i,-0.029317+0.0026255i,-0.017774-0.0017492i,-0.0016539-0.0099965i
0.020087+0.28425i,0.040937+0.18735i,0.026589-0.053805i,-0.038056-0.15719i,-0.079962-0.076168i,-0.050814-0.009411i,-0.014759-0.013099i,-0.0052674-0.015691i,-0.0057737+0.0025829i,-0.00019109+0.021007i,0.010355+0.019092i,0.0079015+0.0034517i,-0.0030706-0.0066481i,-0.0054516-0.012323i,-0.0031344-0.017583i,-0.0018213-0.017066i,-0.0014502-0.01282i,-0.0046304-0.0086265i,-0.0056832-0.00016569i,0.0074661+0.0097078i,0.019496+0.011766i,0.0093448+0.0092653i,-0.0063869+0.00866i
-0.13036-0.27585i,-0.1825-0.18632i,-0.16461+0.054074i,-0.07492+0.16753i,0.0059086+0.094523i,0.030664+0.019265i,0.037589-0.0059482i,0.033505-0.02216i,0.019939-0.030651i,0.0065487-0.030622i,-0.006927-0.023408i,-0.013111-0.010805i,-0.010724+0.00098751i,-0.0069783+0.01021i,-0.0046708+0.01486i,-0.0046036+0.012169i,-0.0048927+0.010546i,0.00038693+0.013663i,0.0076736+0.0074065i,0.0010001-0.010213i,-0.010924-0.020362i,-0.0059315-0.015165i,0.0065578-0.0058662i
0.22495+0.24858i,0.30588+0.16411i,0.27684-0.053932i,0.1633-0.14117i,0.065617-0.068991i,0.017408-0.030016i,-0.021995-0.043379i,-0.041398-0.036888i,-0.027483-0.012993i,-0.0042876+0.0073702i,0.0098272+0.013829i,0.010018+0.010352i,0.0024804+0.0054133i,-0.0022924-0.0021722i,-0.0021535-0.0079367i,0.0025298-0.0077069i,0.0079831-0.0081746i,0.005302-0.012666i,-0.0036533-0.0080402i,-0.0044818+0.010926i,0.0011345+0.024197i,-0.0022657+0.019505i,-0.0076755+0.010398i
-0.32165-0.20031i,-0.42496-0.12402i,-0.37002+0.06366i,-0.20584+0.12466i,-0.072188+0.048361i,-0.01972+0.014553i,-0.0026776+0.030464i,-0.00062949+0.023197i,-0.0073861-0.0038909i,-0.014637-0.021899i,-0.017875-0.019824i,-0.0086001-0.0095765i,0.0041751-0.0032199i,0.0071112+0.0012232i,0.0024522+0.0052957i,-0.0045453+0.0038528i,-0.0096507+0.0021271i,-0.0068998+0.0068643i,0.0044667+0.0050018i,0.012186-0.01337i,0.010872-0.027897i,0.010315-0.022118i,0.011957-0.0095869i
0.3873+0.12556i,0.51169+0.047624i,0.43934-0.10868i,0.24772-0.14604i,0.095338-0.071134i,0.028751-0.027072i,0.0040526-0.015096i,-0.001215+0.0030005i,0.00061261+0.01791i,0.0051234+0.022956i,0.012655+0.016646i,0.011604+0.0030007i,0.0023484-0.0063235i,-0.0020853-0.0084489i,0.001457-0.0070462i,0.0075053-0.0041418i,0.010783-0.0038404i,0.0065243-0.0089421i,-0.0072167-0.0085899i,-0.020718+0.0074919i,-0.022267+0.022195i,-0.017575+0.018695i,-0.01426+0.0091696i
